Layer[0],Layer[1],Layer[2],Layer[3],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.416897,0.017760,0.203009,0.005152,0.246433,0.000736,0.002336,0.001216,0.000384,0.901411
0.416833,0.035936,0.203393,0.005152,0.230464,0.000608,0.002400,0.001312,0.000352,0.904226
0.417442,0.017472,0.203040,0.005120,0.245441,0.000640,0.002144,0.001248,0.000416,0.900163
0.420417,0.017728,0.202753,0.005088,0.247233,0.000672,0.002176,0.001216,0.000320,0.904515
0.421249,0.017760,0.203649,0.005120,0.251328,0.000704,0.002112,0.001504,0.000384,0.910978
0.416481,0.017696,0.203136,0.005184,0.252513,0.000768,0.002336,0.001216,0.000352,0.907330
0.416513,0.018176,0.202241,0.005152,0.248737,0.000704,0.002208,0.001376,0.000352,0.902307
0.420545,0.017664,0.202241,0.005312,0.250272,0.000640,0.002144,0.001152,0.000352,0.907106
0.450753,0.017760,0.203137,0.005184,0.243360,0.000608,0.002144,0.001280,0.000384,0.931586
0.417090,0.017568,0.203008,0.005216,0.249697,0.000672,0.002176,0.001184,0.000384,0.904099
0.417665,0.017888,0.204449,0.005376,0.249121,0.000832,0.002240,0.001216,0.000384,0.907331
0.418273,0.017600,0.203201,0.005312,0.273024,0.000672,0.002144,0.001248,0.000384,0.929378
0.417217,0.017760,0.202560,0.005344,0.248225,0.000640,0.002144,0.001184,0.000384,0.902402
0.419745,0.017728,0.202977,0.005536,0.242241,0.000672,0.002144,0.001184,0.000384,0.899395
0.416161,0.017728,0.202977,0.005184,0.236512,0.000608,0.002144,0.001248,0.000384,0.889890
0.437186,0.017824,0.202880,0.005024,0.242529,0.000640,0.002208,0.001120,0.000416,0.917187
0.417281,0.017600,0.202753,0.005280,0.245377,0.000640,0.002176,0.001152,0.000384,0.899619
0.420481,0.017632,0.202817,0.005088,0.250912,0.000608,0.002176,0.001184,0.000416,0.908418
0.420673,0.017504,0.203008,0.005088,0.259841,0.000640,0.002784,0.001152,0.000352,0.918498
0.420033,0.017536,0.202657,0.005152,0.244289,0.000736,0.002240,0.001120,0.000416,0.901379
0.416929,0.017760,0.202625,0.005184,0.244160,0.000608,0.002272,0.001312,0.000352,0.899458
0.421922,0.017408,0.202432,0.005056,0.245089,0.000576,0.002272,0.001216,0.000352,0.903715
0.431809,0.017760,0.203073,0.005184,0.249345,0.000768,0.002208,0.001056,0.000384,0.918755
0.416001,0.017600,0.202721,0.005120,0.252576,0.000672,0.002144,0.001120,0.000384,0.905122
0.414785,0.017664,0.202496,0.005120,0.252417,0.000672,0.003136,0.001088,0.000384,0.904674
0.417729,0.017505,0.218592,0.005312,0.286209,0.000736,0.002240,0.001056,0.000384,0.958019
0.420769,0.017440,0.203201,0.005120,0.253889,0.000800,0.002208,0.001120,0.000320,0.912771
0.420417,0.017696,0.202849,0.005120,0.250976,0.000640,0.002240,0.001024,0.000352,0.908546
0.416609,0.017696,0.202848,0.005056,0.254145,0.000736,0.002368,0.001120,0.000384,0.908194
0.416737,0.017568,0.203041,0.005120,0.244577,0.000640,0.002176,0.001056,0.000384,0.898179
0.417761,0.018176,0.203777,0.005184,0.247040,0.000800,0.002336,0.001280,0.000352,0.904163
0.416225,0.017792,0.203616,0.005280,0.255265,0.000640,0.002272,0.001088,0.000416,0.910018
0.416770,0.017760,0.223744,0.005216,0.265281,0.000608,0.002304,0.001248,0.000352,0.942563
0.415905,0.017632,0.203105,0.005088,0.260033,0.000736,0.003200,0.001120,0.000352,0.914051
0.416193,0.017664,0.203201,0.005184,0.255136,0.000672,0.002112,0.001184,0.000384,0.908962
0.416033,0.017728,0.202784,0.005184,0.249409,0.000640,0.003072,0.001152,0.000416,0.903106
0.416033,0.017697,0.203072,0.005152,0.240417,0.000640,0.003008,0.001344,0.000416,0.894819
0.416353,0.017664,0.202913,0.005344,0.243936,0.000672,0.002112,0.001056,0.000352,0.897090
0.421153,0.017600,0.202688,0.005216,0.251937,0.000704,0.002400,0.001216,0.000416,0.910146
0.437794,0.017568,0.202976,0.005216,0.287201,0.000640,0.002080,0.001088,0.000352,0.961891
0.416353,0.017824,0.202945,0.005184,0.244257,0.000704,0.002336,0.001344,0.000384,0.899619
0.416449,0.017792,0.203073,0.005312,0.247424,0.000576,0.002208,0.001056,0.000352,0.901282
0.416802,0.017600,0.202752,0.005216,0.278689,0.000768,0.002368,0.001056,0.000320,0.932899
0.420929,0.017760,0.202625,0.005120,0.245025,0.000640,0.002112,0.001024,0.000384,0.902243
0.416545,0.017568,0.202561,0.005184,0.252256,0.000672,0.002144,0.001184,0.000320,0.905666
0.416705,0.017568,0.202944,0.005280,0.237697,0.000704,0.002176,0.000992,0.000384,0.891202
0.432641,0.017504,0.203457,0.005216,0.249377,0.000608,0.002208,0.001216,0.000384,0.919715
0.426017,0.017824,0.203649,0.005088,0.243136,0.000672,0.002176,0.001056,0.000384,0.906882
0.420610,0.017472,0.202496,0.005280,0.251553,0.000576,0.002336,0.000992,0.000384,0.908451
0.416641,0.017632,0.202497,0.005152,0.258593,0.000640,0.002240,0.000896,0.000416,0.911683
0.417601,0.017984,0.203809,0.005120,0.258016,0.000736,0.002432,0.001216,0.000384,0.914914
0.416865,0.017792,0.203296,0.005056,0.242337,0.000672,0.002272,0.000992,0.000384,0.896386
0.416449,0.017600,0.203233,0.005152,0.248129,0.000640,0.002208,0.001024,0.000384,0.901283
0.433633,0.017632,0.202721,0.005472,0.255008,0.000800,0.002176,0.001120,0.000416,0.925954
0.416994,0.017856,0.203360,0.005280,0.257569,0.000672,0.002240,0.001024,0.000352,0.912963
0.416609,0.017696,0.202657,0.005280,0.248641,0.000736,0.002272,0.001024,0.000384,0.901923
0.415841,0.017568,0.202401,0.005120,0.278048,0.000704,0.002144,0.001024,0.000384,0.930018
0.416609,0.017472,0.203264,0.005088,0.245281,0.000608,0.002144,0.001152,0.000384,0.898850
0.416801,0.017536,0.202753,0.005280,0.256161,0.000672,0.002336,0.001248,0.000352,0.909699
0.420513,0.017472,0.203361,0.005056,0.250592,0.000736,0.002240,0.001184,0.000352,0.908290
0.434369,0.017728,0.205056,0.005408,0.266113,0.000672,0.002592,0.001088,0.000384,0.942210
0.420418,0.017728,0.202656,0.005056,0.257025,0.000704,0.002272,0.001120,0.000384,0.914499
0.416673,0.017440,0.203009,0.005280,0.252193,0.000608,0.002432,0.000960,0.000352,0.905859
0.415905,0.017568,0.220833,0.005280,0.248672,0.000640,0.002368,0.001056,0.000384,0.919970
0.420290,0.017792,0.203328,0.005088,0.239329,0.000640,0.002304,0.001024,0.000384,0.897347
0.416513,0.017504,0.203585,0.005120,0.245569,0.000640,0.003104,0.001152,0.000416,0.900739
0.416833,0.017664,0.203168,0.005088,0.246689,0.000640,0.002272,0.001120,0.000384,0.900450
0.433377,0.017696,0.202849,0.005472,0.253633,0.000768,0.002272,0.001024,0.000384,0.924643
0.420225,0.017696,0.203681,0.005312,0.239520,0.000576,0.002144,0.001216,0.000416,0.897922
0.415617,0.017472,0.203040,0.005376,0.238081,0.000608,0.002240,0.001120,0.000384,0.890978
0.418177,0.017952,0.221761,0.006080,0.255937,0.000672,0.002400,0.001152,0.000416,0.934755
0.417473,0.017600,0.204609,0.005312,0.251713,0.000672,0.002400,0.001344,0.000352,0.908483
0.416865,0.017600,0.203264,0.005280,0.250593,0.000640,0.002240,0.001088,0.000224,0.904674
0.416993,0.017536,0.203264,0.005344,0.247841,0.000672,0.002368,0.001184,0.000320,0.902403
0.420609,0.017856,0.203393,0.005344,0.237889,0.000736,0.002240,0.001120,0.000384,0.897059
0.416321,0.017568,0.203360,0.005313,0.247648,0.000640,0.002432,0.000992,0.000352,0.901250
0.417345,0.017473,0.203680,0.005344,0.247553,0.000672,0.002112,0.001024,0.000384,0.902019
0.417313,0.017472,0.221537,0.005184,0.256545,0.000736,0.002432,0.000992,0.000352,0.930819
0.416545,0.017696,0.203488,0.005537,0.248032,0.000640,0.002048,0.001152,0.000384,0.903042
0.418306,0.017728,0.204224,0.005280,0.251297,0.001056,0.003104,0.001312,0.000416,0.910787
0.417985,0.017600,0.203809,0.005056,0.249601,0.000704,0.002496,0.001440,0.000384,0.908163
0.489665,0.017568,0.277985,0.005344,0.243649,0.000800,0.003296,0.001216,0.000384,1.047907
0.416353,0.017440,0.204033,0.005280,0.243328,0.000736,0.002208,0.000992,0.000352,0.898882
0.415330,0.017504,0.202688,0.005280,0.259073,0.000704,0.002112,0.001024,0.000256,0.910563
0.428257,0.017472,0.203137,0.005088,0.250561,0.000768,0.002240,0.000896,0.000352,0.915523
0.418017,0.018048,0.203488,0.005280,0.248577,0.000992,0.003136,0.001024,0.000416,0.905538
0.416801,0.017825,0.203456,0.005312,0.249953,0.000672,0.002176,0.000928,0.000384,0.905475
0.415873,0.017632,0.203073,0.005248,0.253696,0.001088,0.003072,0.000960,0.000256,0.908674
0.415617,0.017664,0.202656,0.005184,0.253729,0.001024,0.003008,0.001024,0.000384,0.907586
0.416257,0.017761,0.202976,0.005184,0.254209,0.000736,0.002400,0.001248,0.000384,0.908963
0.415617,0.017632,0.202817,0.005376,0.237920,0.000736,0.001984,0.000928,0.000320,0.890690
0.428449,0.017568,0.202272,0.005280,0.271713,0.000768,0.002144,0.000928,0.000384,0.936258
0.416065,0.017472,0.202273,0.005344,0.236481,0.000704,0.002144,0.000992,0.000416,0.888547
0.415937,0.017536,0.202177,0.005312,0.244992,0.000832,0.003168,0.001024,0.000384,0.899458
0.415490,0.017664,0.202912,0.005024,0.241569,0.000704,0.002912,0.001280,0.000288,0.895107
0.415905,0.017696,0.202401,0.005408,0.234752,0.001088,0.002656,0.001152,0.000416,0.888482
0.416002,0.020896,0.202304,0.005280,0.239681,0.000832,0.002144,0.000928,0.000352,0.895555
0.415713,0.017440,0.202241,0.005056,0.234976,0.000864,0.003264,0.000896,0.000416,0.888931
0.416481,0.017696,0.216256,0.005216,0.246817,0.000864,0.002144,0.001056,0.000352,0.914050
0.417153,0.017857,0.204288,0.005120,0.252897,0.000704,0.002304,0.001248,0.000352,0.909539
0.416833,0.017600,0.203105,0.005120,0.248544,0.000736,0.002208,0.000896,0.000352,0.902690
0.416514,0.017824,0.202976,0.005088,0.256417,0.000672,0.002720,0.001056,0.000352,0.910051
0.428449,0.017664,0.203137,0.005280,0.238081,0.000672,0.002208,0.001088,0.000352,0.903779
0.416833,0.017568,0.203169,0.005216,0.246240,0.000608,0.002304,0.001216,0.000448,0.901506
0.416514,0.017600,0.202816,0.005216,0.253921,0.000608,0.002144,0.001216,0.000384,0.907939
0.416865,0.017856,0.219873,0.005248,0.279713,0.000640,0.002144,0.001440,0.000384,0.952515
0.416513,0.017760,0.202625,0.005248,0.255489,0.000672,0.001984,0.001248,0.000384,0.909667
0.416129,0.017568,0.203264,0.005313,0.251584,0.000672,0.002176,0.001216,0.000320,0.905474
0.420514,0.017568,0.203104,0.005344,0.252705,0.000768,0.002112,0.001216,0.000384,0.911171
0.416353,0.017824,0.203361,0.005376,0.250785,0.000672,0.002464,0.001216,0.000384,0.906691
0.421153,0.017472,0.203009,0.005312,0.257536,0.000640,0.002528,0.001152,0.000320,0.917058
0.416545,0.017696,0.202816,0.005280,0.247777,0.000832,0.002496,0.001216,0.000352,0.902434
0.441218,0.017536,0.202944,0.005248,0.256161,0.000736,0.002464,0.001376,0.000416,0.935779
0.416417,0.017792,0.203169,0.005280,0.253921,0.000864,0.002304,0.001152,0.000416,0.908451
0.420897,0.020896,0.203361,0.005312,0.253088,0.000672,0.002208,0.001152,0.000384,0.915394
0.416513,0.017856,0.202528,0.005440,0.279393,0.000800,0.002272,0.001216,0.000352,0.933474
0.416097,0.017600,0.202145,0.005280,0.254177,0.000672,0.002208,0.001152,0.000320,0.906979
0.416193,0.017536,0.203041,0.005312,0.251136,0.000672,0.002304,0.001056,0.000384,0.904450
0.415777,0.017760,0.202848,0.005312,0.252737,0.000608,0.002272,0.001056,0.000384,0.905698
0.436482,0.017792,0.203200,0.005120,0.261537,0.000864,0.002368,0.001216,0.000352,0.938563
0.420577,0.017760,0.203329,0.005184,0.255681,0.000576,0.002144,0.001216,0.000416,0.914243
0.420641,0.017568,0.202561,0.005216,0.238432,0.000640,0.002176,0.001184,0.000320,0.895650
0.415682,0.017472,0.203136,0.005152,0.260417,0.000704,0.002240,0.001088,0.000352,0.913187
0.416065,0.017504,0.202721,0.005088,0.248129,0.000640,0.001984,0.001120,0.000352,0.900195
0.415713,0.017600,0.202817,0.005120,0.248544,0.000704,0.001984,0.000992,0.000416,0.900706
0.416418,0.017536,0.202784,0.005120,0.245057,0.000608,0.002080,0.000992,0.000384,0.897827
0.436801,0.017600,0.203457,0.005088,0.256865,0.000768,0.002240,0.000960,0.000352,0.931331
0.416673,0.017728,0.203297,0.005088,0.240576,0.000672,0.002208,0.001120,0.000352,0.894626
0.416130,0.017632,0.202848,0.005088,0.252609,0.000736,0.002176,0.000992,0.000352,0.905571
0.418177,0.018016,0.203009,0.023104,0.264417,0.000608,0.002240,0.001120,0.000384,0.939331
0.420673,0.017600,0.203201,0.005280,0.251168,0.000672,0.002240,0.000992,0.000384,0.909186
0.416193,0.017600,0.202528,0.005248,0.250049,0.000672,0.002272,0.000960,0.000416,0.902754
0.416353,0.017792,0.202849,0.005088,0.256961,0.000672,0.002016,0.000928,0.000384,0.909731
0.432449,0.017504,0.204225,0.005152,0.254048,0.000608,0.002336,0.001088,0.000352,0.924450
0.422017,0.017440,0.203040,0.005312,0.246753,0.000704,0.002208,0.001184,0.000384,0.905826
0.416385,0.017632,0.203489,0.005120,0.250657,0.000704,0.002176,0.001056,0.000352,0.904451
0.417153,0.017760,0.222529,0.005312,0.251073,0.000608,0.002144,0.001056,0.000384,0.925187
0.415937,0.017760,0.202848,0.005184,0.249921,0.000608,0.002048,0.001056,0.000384,0.902178
0.416194,0.017696,0.203072,0.005056,0.243169,0.000736,0.002272,0.001056,0.000384,0.896675
0.416833,0.017536,0.203105,0.005152,0.248256,0.000672,0.002464,0.001184,0.000384,0.903650
0.420065,0.017952,0.203073,0.005184,0.242688,0.000800,0.002400,0.001120,0.000416,0.901538
0.416385,0.017569,0.203776,0.005376,0.257537,0.000704,0.002176,0.000960,0.000320,0.911619
0.416641,0.017824,0.203361,0.005120,0.249409,0.000672,0.002240,0.001088,0.000352,0.903747
0.420545,0.017760,0.222912,0.005568,0.254656,0.000800,0.002240,0.000992,0.000384,0.933090
0.420418,0.017664,0.203168,0.005344,0.253441,0.000608,0.002240,0.001184,0.000384,0.910819
0.420833,0.017664,0.202785,0.005248,0.266017,0.000576,0.002304,0.000992,0.000384,0.923459
0.415585,0.017472,0.202881,0.005056,0.247520,0.000640,0.002144,0.001024,0.000416,0.899362
0.417314,0.017536,0.203136,0.005312,0.255937,0.000640,0.002208,0.001216,0.000384,0.911395
0.416481,0.017568,0.202913,0.005088,0.252929,0.000640,0.002400,0.001152,0.000384,0.907011
0.416321,0.017568,0.203073,0.005024,0.255712,0.000608,0.002368,0.001152,0.000416,0.911074
0.435810,0.017696,0.202944,0.005376,0.256481,0.000672,0.002208,0.001216,0.000416,0.930435
0.421153,0.017537,0.203168,0.005152,0.263169,0.000704,0.002272,0.001152,0.000384,0.922403
0.421185,0.017504,0.202881,0.005216,0.250369,0.000736,0.002144,0.001088,0.000320,0.909347
0.416641,0.017600,0.203073,0.005152,0.270976,0.000640,0.002304,0.001088,0.000416,0.925378
0.416802,0.017760,0.203168,0.005088,0.259105,0.000672,0.002208,0.001216,0.000352,0.913635
0.417121,0.017664,0.202241,0.005248,0.239777,0.000640,0.002176,0.001152,0.000352,0.893539
0.416481,0.017888,0.202529,0.005312,0.248288,0.000672,0.002144,0.001248,0.000352,0.902338
0.451617,0.017760,0.203712,0.005120,0.265601,0.000704,0.002336,0.001184,0.000352,0.955938
0.416418,0.017440,0.202272,0.005024,0.256513,0.000704,0.002144,0.001120,0.000352,0.909219
0.417473,0.017792,0.203905,0.005248,0.270849,0.000768,0.002432,0.001376,0.000352,0.929507
0.416705,0.017504,0.202721,0.024416,0.253569,0.000672,0.002304,0.001248,0.000352,0.927235
0.417057,0.017696,0.202689,0.005312,0.242400,0.000704,0.002048,0.001248,0.000384,0.897378
0.415906,0.017536,0.203424,0.005088,0.260993,0.000704,0.002112,0.001248,0.000352,0.914691
0.416193,0.017536,0.203457,0.005152,0.245153,0.000704,0.002176,0.001248,0.000352,0.899459
0.416865,0.017568,0.202849,0.005120,0.252288,0.000800,0.002400,0.001184,0.000320,0.906786
0.416545,0.017568,0.202912,0.005152,0.240321,0.000736,0.002112,0.001248,0.000384,0.894434
0.416769,0.017504,0.202881,0.005152,0.265377,0.000640,0.002336,0.001248,0.000384,0.919555
0.415617,0.017664,0.220993,0.005184,0.260801,0.000736,0.002208,0.001152,0.000352,0.932355
0.421025,0.017632,0.202753,0.005248,0.247040,0.000672,0.002208,0.001152,0.000352,0.905602
0.417122,0.017632,0.203776,0.005312,0.251617,0.000704,0.002144,0.001408,0.000384,0.908163
0.416353,0.017504,0.202753,0.005056,0.253825,0.000768,0.002112,0.001184,0.000352,0.907075
0.416801,0.017472,0.202945,0.005280,0.235712,0.000672,0.002304,0.001184,0.000384,0.890178
0.421089,0.017472,0.203360,0.005440,0.249345,0.000640,0.002208,0.001152,0.000352,0.908322
0.420865,0.017537,0.203008,0.005312,0.263169,0.000640,0.002112,0.001216,0.000384,0.921635
0.439425,0.017760,0.202753,0.005312,0.269313,0.000768,0.002272,0.001120,0.000352,0.947523
0.420897,0.017792,0.202625,0.005344,0.239328,0.000672,0.002304,0.001120,0.000416,0.897986
0.421058,0.017760,0.202912,0.005152,0.262721,0.000736,0.002400,0.001184,0.000384,0.921507
0.420289,0.017728,0.202849,0.005280,0.273377,0.000704,0.002208,0.001120,0.000384,0.931139
0.420449,0.017472,0.202593,0.005152,0.247136,0.000640,0.002177,0.001120,0.000320,0.904323
0.416897,0.017632,0.202336,0.005121,0.247008,0.000672,0.002400,0.001280,0.000384,0.901986
0.421218,0.017696,0.203104,0.005120,0.266081,0.000704,0.002432,0.001376,0.000384,0.925987
0.437281,0.017696,0.202785,0.005056,0.270337,0.000768,0.002432,0.001248,0.000352,0.945763
0.416833,0.017664,0.203425,0.005056,0.252033,0.000640,0.002304,0.001152,0.000352,0.906851
0.417409,0.017632,0.202945,0.005312,0.248768,0.000704,0.002336,0.001344,0.000352,0.904578
0.416258,0.017952,0.220576,0.005440,0.266305,0.000704,0.002432,0.001184,0.000384,0.939555
0.420769,0.017472,0.202881,0.005088,0.242625,0.000768,0.002272,0.001248,0.000352,0.901827
0.420417,0.017536,0.202369,0.005088,0.261632,0.000704,0.002304,0.001120,0.000384,0.919202
0.420801,0.017472,0.203360,0.005152,0.241537,0.000736,0.002144,0.001248,0.000416,0.900098
0.440802,0.017824,0.210624,0.005184,0.267073,0.000864,0.002304,0.001280,0.000384,0.954627
0.416609,0.017504,0.202177,0.005152,0.250561,0.000800,0.002304,0.001216,0.000384,0.904483
0.421409,0.017568,0.202497,0.005120,0.242112,0.000768,0.002144,0.001216,0.000352,0.900610
0.434625,0.017696,0.202880,0.005056,0.258017,0.000672,0.002336,0.001216,0.000352,0.930114
0.420610,0.017856,0.202080,0.005184,0.233985,0.000704,0.002272,0.001280,0.000416,0.891395
0.420577,0.017568,0.202817,0.005216,0.244001,0.000608,0.002240,0.001152,0.000384,0.902467
0.420961,0.017632,0.202721,0.005184,0.271360,0.000704,0.002240,0.001216,0.000352,0.930146
0.416226,0.017760,0.202496,0.005152,0.238305,0.000640,0.002176,0.001216,0.000352,0.891939
0.417345,0.017472,0.203713,0.005184,0.245601,0.000672,0.002144,0.001120,0.000384,0.901027
0.416225,0.017664,0.202305,0.005088,0.245792,0.000640,0.002176,0.001152,0.000384,0.899010
0.438114,0.017760,0.203040,0.005088,0.245057,0.000704,0.002208,0.001216,0.000384,0.922307
0.420865,0.017696,0.204033,0.005216,0.275201,0.000736,0.002592,0.001280,0.000384,0.937571
0.416609,0.017568,0.202849,0.005216,0.245505,0.000736,0.002496,0.001312,0.000416,0.900419
0.420993,0.017696,0.202785,0.005248,0.277568,0.000704,0.002272,0.001312,0.000384,0.936514
0.416737,0.017792,0.203168,0.005184,0.248577,0.000736,0.002400,0.001152,0.000384,0.903394
0.416769,0.017568,0.202817,0.005312,0.266721,0.000672,0.002368,0.001216,0.000384,0.921411
0.416321,0.017600,0.204097,0.005152,0.246752,0.000672,0.002240,0.001184,0.000352,0.901827
0.439041,0.017664,0.202433,0.005312,0.269472,0.000704,0.002464,0.001248,0.000352,0.947138
0.418657,0.017504,0.202464,0.005280,0.247969,0.000640,0.002400,0.001440,0.000352,0.903874
0.416321,0.018048,0.202721,0.005312,0.259457,0.000704,0.002208,0.001248,0.000384,0.913987
0.416513,0.017568,0.219489,0.005312,0.244737,0.000608,0.002592,0.001184,0.000384,0.917187
0.416353,0.017600,0.202881,0.005312,0.262528,0.000672,0.002336,0.001216,0.000352,0.917154
0.419810,0.017824,0.202976,0.005056,0.251457,0.000736,0.002368,0.001216,0.000352,0.909091
0.416225,0.017728,0.203233,0.005312,0.258049,0.000608,0.002464,0.001152,0.000352,0.912611
0.416897,0.017600,0.203265,0.005376,0.255136,0.000704,0.002240,0.001120,0.000384,0.910082
0.420449,0.017536,0.202817,0.005376,0.253056,0.000640,0.002176,0.001184,0.000352,0.910850
0.421282,0.017536,0.203488,0.005440,0.261281,0.000800,0.002432,0.001216,0.000320,0.920867
0.442113,0.017632,0.203457,0.005312,0.263073,0.000800,0.002304,0.001152,0.000320,0.943715
0.420065,0.017600,0.203201,0.005344,0.252640,0.000640,0.002304,0.001184,0.000320,0.910723
0.421985,0.017536,0.204257,0.005056,0.305889,0.000992,0.002880,0.002080,0.000576,0.973347
0.419457,0.017888,0.224545,0.005472,0.296065,0.000928,0.003648,0.001760,0.000576,0.979971
0.417889,0.017728,0.203681,0.005280,0.256864,0.000704,0.002784,0.001760,0.000352,0.916034
0.416929,0.017888,0.203520,0.005280,0.254049,0.000704,0.002464,0.001376,0.000352,0.909922
0.417826,0.017568,0.203584,0.005280,0.310785,0.000736,0.002336,0.001536,0.000384,0.970243
0.417378,0.017760,0.203040,0.005248,0.249729,0.000704,0.002464,0.001440,0.000416,0.905635
0.420545,0.017760,0.202785,0.005280,0.248865,0.000640,0.002464,0.001216,0.000384,0.907203
0.415873,0.017568,0.203009,0.005312,0.243456,0.000608,0.002304,0.001184,0.000384,0.896738
0.439906,0.017664,0.203232,0.005312,0.249473,0.000736,0.002272,0.001216,0.000352,0.927459
0.420097,0.017664,0.203233,0.005184,0.257569,0.000672,0.002240,0.001280,0.000352,0.915491
0.416289,0.017920,0.202593,0.005056,0.250720,0.000640,0.002368,0.001280,0.000352,0.904835
0.416801,0.017600,0.204000,0.005312,0.264513,0.000672,0.002432,0.001216,0.000384,0.921122
0.421090,0.017696,0.203296,0.005376,0.250881,0.000800,0.002240,0.001248,0.000352,0.910627
0.420001,0.017600,0.203169,0.005280,0.267489,0.000672,0.002496,0.001280,0.000416,0.925859
0.417025,0.017824,0.203073,0.005248,0.262752,0.000896,0.002304,0.001312,0.000416,0.918210
0.437569,0.017696,0.204192,0.005280,0.253249,0.000864,0.002304,0.001152,0.000352,0.930498
0.416546,0.017600,0.203040,0.005280,0.260193,0.000704,0.002272,0.001184,0.000352,0.914371
0.420321,0.017568,0.202945,0.005152,0.243841,0.000672,0.002176,0.001216,0.000384,0.901539
0.416705,0.017760,0.221121,0.005152,0.262400,0.000704,0.002464,0.001088,0.000320,0.935522
0.416418,0.017632,0.202752,0.005344,0.255169,0.000608,0.002336,0.001152,0.000352,0.909123
0.420769,0.017504,0.203105,0.005376,0.252161,0.000704,0.002080,0.001152,0.000384,0.910723
0.420961,0.017952,0.203777,0.005120,0.259552,0.000640,0.002464,0.001216,0.000416,0.919938
0.417153,0.017856,0.202560,0.005121,0.253024,0.000672,0.002304,0.001248,0.000352,0.908162
0.416738,0.017536,0.203264,0.005216,0.263745,0.000704,0.002400,0.001184,0.000352,0.918243
0.420929,0.017568,0.203521,0.005152,0.250177,0.000704,0.002144,0.001216,0.000352,0.908995
0.437825,0.017696,0.203617,0.005088,0.243168,0.000704,0.002240,0.001248,0.000384,0.919523
0.415905,0.017664,0.203616,0.005280,0.247553,0.000640,0.002176,0.001120,0.000352,0.901314
0.420801,0.017696,0.202816,0.005088,0.241249,0.000704,0.002112,0.001280,0.000352,0.899427
0.416289,0.018176,0.203553,0.005152,0.279777,0.000832,0.003328,0.001216,0.000352,0.936867
0.420353,0.017728,0.203297,0.005152,0.234624,0.000736,0.002400,0.001248,0.000384,0.893154
0.420162,0.017792,0.202784,0.005120,0.245889,0.000672,0.002368,0.001280,0.000384,0.903427
0.416161,0.017696,0.202945,0.005120,0.244001,0.000704,0.002240,0.001184,0.000352,0.899299
0.431041,0.017952,0.203745,0.005120,0.238944,0.000672,0.002432,0.001312,0.000384,0.909058
0.415970,0.017728,0.202656,0.005056,0.267297,0.000704,0.002368,0.001120,0.000384,0.920483
0.420129,0.017568,0.202305,0.005152,0.251521,0.000640,0.002336,0.001216,0.000352,0.908995
0.417153,0.017760,0.202433,0.005312,0.265569,0.000640,0.002304,0.001216,0.000384,0.920259
0.420257,0.017568,0.202976,0.005121,0.260448,0.000704,0.002272,0.001184,0.000384,0.918466
0.421058,0.017568,0.202752,0.005152,0.251265,0.000768,0.002304,0.001280,0.000352,0.909987
0.422625,0.017792,0.202689,0.005248,0.247361,0.000704,0.002240,0.001248,0.000384,0.907875
