Layer[0],Layer[1],Layer[9],Layer[10],classifier
0.428609,0.017312,0.735394,0.000768,1.186883
0.415553,0.017537,0.750018,0.000768,1.188548
0.417217,0.017440,0.760610,0.000640,1.200771
0.415489,0.017472,0.748194,0.000672,1.186947
0.415682,0.017472,0.730498,0.000640,1.169092
0.416769,0.017888,0.760770,0.000672,1.201155
0.419425,0.017440,0.750786,0.000704,1.193795
0.415778,0.017344,0.747554,0.000672,1.186564
0.420641,0.017440,0.775266,0.000704,1.219043
0.420098,0.017216,0.740674,0.000800,1.184196
0.420801,0.017344,0.751394,0.000576,1.195491
0.421249,0.017344,0.771043,0.000672,1.215716
0.420481,0.017408,0.737570,0.000768,1.181603
0.420161,0.017760,0.753410,0.000800,1.196963
0.434658,0.017504,0.780450,0.000704,1.239140
0.420449,0.017280,0.750530,0.000832,1.193955
0.420289,0.017408,0.745251,0.000736,1.188836
0.421441,0.017984,0.757506,0.000864,1.204163
0.420513,0.017792,0.751938,0.000672,1.196387
0.420642,0.017312,0.761442,0.000576,1.205604
0.419905,0.017280,0.748450,0.000672,1.191203
0.420129,0.017600,0.734339,0.000640,1.177764
0.420673,0.018176,0.765346,0.000704,1.210115
0.420609,0.017344,0.750786,0.000672,1.194851
0.415842,0.017728,0.745666,0.000864,1.185220
0.420801,0.017728,0.772098,0.000640,1.216675
0.420257,0.017504,0.743554,0.000608,1.187587
0.420577,0.017280,0.754242,0.000704,1.198435
0.438081,0.017600,0.784290,0.000640,1.246307
0.416066,0.017216,0.754274,0.000832,1.193348
0.416289,0.017472,0.744514,0.000736,1.183811
0.420673,0.017600,0.748515,0.000832,1.192900
0.420449,0.017408,0.749506,0.000704,1.193027
0.420897,0.017504,0.769666,0.000576,1.213699
0.419970,0.017248,0.749218,0.000608,1.192260
0.420289,0.017856,0.774530,0.000672,1.218179
0.420482,0.017920,0.767970,0.000640,1.212868
0.419937,0.017536,0.750914,0.000736,1.194275
0.420129,0.017408,0.745091,0.000704,1.188548
0.415745,0.017536,0.758562,0.000512,1.197763
0.421089,0.017248,0.747170,0.000672,1.191171
0.415553,0.017377,0.749826,0.000640,1.188260
0.437377,0.017376,0.768994,0.000672,1.229539
0.415521,0.017376,0.733730,0.000704,1.172675
0.416802,0.017280,0.744610,0.000704,1.184516
0.420993,0.017504,0.757986,0.000672,1.202819
0.415777,0.017473,0.751170,0.000672,1.190212
0.416033,0.017728,0.771650,0.000672,1.211395
0.415361,0.017408,0.731394,0.000640,1.169731
0.415970,0.017504,0.734786,0.000608,1.173764
0.415169,0.017440,0.802594,0.000768,1.241283
0.415905,0.017472,0.738210,0.000672,1.177091
0.415490,0.017536,0.777218,0.000800,1.216772
0.420609,0.017440,0.778562,0.000608,1.222499
0.420194,0.017312,0.758786,0.000608,1.202372
0.415873,0.017280,0.765506,0.000736,1.204131
0.428225,0.017504,0.730306,0.000960,1.182211
0.420162,0.017440,0.738402,0.000640,1.180964
0.422209,0.017344,0.753378,0.000640,1.199011
0.427745,0.017568,0.750051,0.000608,1.201060
0.415393,0.017472,0.754050,0.000800,1.192419
0.415201,0.017632,0.744866,0.000576,1.182915
0.415553,0.017345,0.746466,0.000736,1.184644
0.415361,0.017184,0.748322,0.000704,1.186307
0.415169,0.017376,0.756546,0.000672,1.194787
0.415618,0.017312,0.748386,0.000672,1.187044
0.415169,0.017184,0.737122,0.000928,1.176099
0.415265,0.017344,0.779362,0.000768,1.218083
0.415618,0.017216,0.735458,0.000576,1.173860
0.416097,0.017248,0.733922,0.000736,1.172835
0.415937,0.017184,0.768002,0.000704,1.206883
0.415778,0.017216,0.778626,0.000608,1.217284
0.415329,0.017376,0.713378,0.000608,1.152195
0.428801,0.017568,0.734114,0.000608,1.185987
0.416258,0.017664,0.735682,0.000640,1.175172
0.415745,0.017312,0.729282,0.000480,1.167491
0.435361,0.017408,0.743970,0.000768,1.202595
0.415873,0.017281,0.719938,0.000512,1.158724
0.415521,0.017440,0.727970,0.000672,1.166083
0.415745,0.017312,0.732994,0.000672,1.171459
0.415425,0.017248,0.759907,0.000608,1.197732
0.415521,0.017568,0.741410,0.000768,1.179683
0.415617,0.017632,0.719458,0.000608,1.157859
0.416673,0.017504,0.730562,0.000544,1.170051
0.415266,0.017472,0.745570,0.000576,1.184132
0.421889,0.017696,0.749730,0.000640,1.195299
0.415809,0.017472,0.746499,0.000800,1.185284
0.415361,0.017248,0.774818,0.000672,1.213475
0.415393,0.017504,0.725826,0.000512,1.163907
0.415969,0.017280,0.743619,0.000672,1.182020
0.415713,0.017248,0.769506,0.000608,1.207875
0.414977,0.017376,0.740642,0.000608,1.178563
0.415617,0.017504,0.757091,0.000672,1.196356
0.428833,0.017536,0.739170,0.000704,1.191043
0.415649,0.017376,0.746914,0.000640,1.184995
0.415393,0.017281,0.729218,0.000608,1.167492
0.429217,0.017568,0.759650,0.000960,1.212515
0.415233,0.017664,0.769218,0.000736,1.207939
0.416482,0.017280,0.737954,0.000704,1.177060
0.415233,0.017440,0.743650,0.000704,1.182051
0.415809,0.017568,0.740514,0.000640,1.179139
0.415905,0.017537,0.790434,0.000608,1.229508
0.416033,0.017408,0.753666,0.000640,1.192291
0.415617,0.017440,0.753602,0.000640,1.192131
0.415650,0.017664,0.797122,0.000736,1.236068
0.415777,0.017312,0.765218,0.000576,1.204771
0.415457,0.017440,0.731043,0.000608,1.169188
0.415233,0.017472,0.757282,0.000704,1.195907
0.415361,0.017344,0.759106,0.000608,1.197027
0.417601,0.017537,0.762978,0.000768,1.204804
0.430945,0.017376,0.758338,0.000576,1.211971
0.415777,0.017504,0.752355,0.000640,1.191108
0.415649,0.017472,0.758594,0.000608,1.196995
0.438593,0.017408,0.756098,0.000800,1.217411
0.420802,0.017312,0.753154,0.000832,1.197476
0.415841,0.017632,0.769378,0.000704,1.209315
0.415585,0.017632,0.750563,0.000736,1.189348
0.415841,0.017600,0.740258,0.000768,1.179459
0.415489,0.017472,0.794274,0.000736,1.232867
0.415906,0.017568,0.743586,0.000576,1.182564
0.416065,0.017696,0.780994,0.000672,1.220227
0.416801,0.017184,0.772227,0.000640,1.211588
0.415778,0.017600,0.740066,0.000672,1.178404
0.415073,0.017312,0.735490,0.000672,1.173955
0.415489,0.017472,0.752674,0.000736,1.192164
0.415874,0.017696,0.755074,0.000800,1.196324
0.415393,0.017216,0.763458,0.000736,1.202435
0.429505,0.017504,0.776099,0.000704,1.228964
0.415329,0.017280,0.752866,0.000736,1.191203
0.415649,0.017472,0.757634,0.000704,1.196355
0.428290,0.017440,0.738818,0.000608,1.189668
0.415617,0.017920,0.752386,0.000640,1.191011
0.415137,0.017216,0.753634,0.000704,1.191843
0.415266,0.017280,0.741922,0.000704,1.179396
0.415169,0.017280,0.774690,0.000704,1.213123
0.415617,0.017344,0.755075,0.000704,1.195684
0.415585,0.017504,0.765186,0.000800,1.204419
0.416065,0.017536,0.779554,0.000672,1.219171
0.416194,0.017760,0.755682,0.000704,1.195300
0.415905,0.017248,0.731170,0.000736,1.170499
0.420225,0.017504,0.756610,0.000704,1.200579
0.420066,0.017536,0.775810,0.000608,1.219908
0.420769,0.018080,0.739522,0.000768,1.184227
0.420386,0.017664,0.757634,0.000736,1.202692
0.437377,0.017472,0.760418,0.000896,1.221635
0.420321,0.017281,0.755426,0.000800,1.199908
0.420673,0.017472,0.756770,0.000640,1.201283
0.415745,0.017376,0.755491,0.000576,1.194564
0.420641,0.017344,0.756962,0.000800,1.201123
0.415873,0.017504,0.773666,0.000736,1.213155
0.420386,0.017472,0.750914,0.000608,1.194532
0.416321,0.017312,0.754530,0.000704,1.194083
0.420481,0.017345,0.760802,0.000640,1.204772
0.420417,0.017568,0.786018,0.000576,1.229763
0.415425,0.017505,0.770594,0.000640,1.209316
0.436033,0.017472,0.761698,0.000864,1.221283
0.422017,0.017440,0.740291,0.000576,1.185860
0.416321,0.017280,0.752002,0.000832,1.191459
0.432993,0.017568,0.756386,0.000864,1.213059
0.421473,0.017280,0.754914,0.000928,1.199843
0.420513,0.017248,0.762050,0.000832,1.206371
0.416001,0.017408,0.754754,0.000672,1.194147
0.420801,0.017312,0.753122,0.000768,1.197603
0.420514,0.017248,0.768578,0.000608,1.212292
0.415457,0.017600,0.750754,0.000608,1.189923
0.420641,0.017504,0.761058,0.000768,1.205700
0.421409,0.017664,0.795298,0.000704,1.241315
0.417570,0.017472,0.757058,0.000800,1.198404
0.421121,0.017376,0.755874,0.000608,1.200611
0.434082,0.017376,0.756034,0.000640,1.213892
0.417985,0.017600,0.757986,0.000640,1.199203
0.416098,0.017280,0.747650,0.000640,1.186916
0.414689,0.017632,0.759010,0.000800,1.197187
0.416322,0.017536,0.754306,0.000608,1.193604
0.415841,0.017280,0.773890,0.000928,1.213731
0.420353,0.017537,0.757730,0.000672,1.201924
0.420481,0.017344,0.758722,0.000704,1.202787
0.420609,0.017537,0.786754,0.000896,1.231044
0.416353,0.017536,0.757186,0.000640,1.196611
0.420609,0.017504,0.752067,0.000608,1.195780
0.434657,0.017248,0.759586,0.000576,1.217731
0.420321,0.017312,0.732802,0.000800,1.176483
0.420994,0.017344,0.758562,0.000672,1.202852
0.423009,0.017280,0.753378,0.000736,1.200131
0.420706,0.017440,0.754946,0.000832,1.199268
0.420513,0.017344,0.800290,0.000768,1.244675
0.419522,0.017312,0.763234,0.000768,1.206436
0.419425,0.017376,0.745570,0.000704,1.188451
0.420769,0.017473,0.786658,0.000672,1.231652
0.415553,0.017344,0.750626,0.000672,1.189251
0.420865,0.017600,0.752643,0.000800,1.197156
0.421121,0.017216,0.769282,0.000640,1.213539
0.416129,0.017248,0.750371,0.000768,1.189828
0.421089,0.017504,0.756354,0.000800,1.200931
0.430593,0.017600,0.758979,0.000864,1.214404
0.421441,0.017376,0.756226,0.000704,1.201251
0.420321,0.017472,0.753410,0.000544,1.197955
0.420737,0.017344,0.751330,0.000800,1.195523
0.421057,0.017728,0.760226,0.000608,1.205411
0.421058,0.017696,0.788898,0.000768,1.233476
0.420257,0.017664,0.755106,0.000768,1.199363
0.420034,0.017376,0.740738,0.000768,1.184292
0.415649,0.017248,0.798722,0.000704,1.237539
0.419554,0.017312,0.753922,0.000768,1.196900
0.420225,0.017472,0.766402,0.000896,1.213027
0.437954,0.017568,0.757538,0.000864,1.219556
0.420705,0.017280,0.741922,0.000704,1.186019
0.415265,0.017313,0.752194,0.000704,1.190308
0.419617,0.017344,0.750626,0.000832,1.194211
0.419809,0.017568,0.754275,0.000704,1.197860
0.420065,0.017632,0.773218,0.000672,1.217795
0.420161,0.017664,0.771235,0.000608,1.215396
0.415777,0.017504,0.750466,0.000608,1.190243
0.415809,0.017312,0.775395,0.000768,1.215908
0.420513,0.017504,0.746210,0.000672,1.193891
0.421409,0.017536,0.758178,0.000800,1.203427
0.420737,0.036672,0.758850,0.000800,1.222467
0.416353,0.017280,0.755010,0.000832,1.194691
0.416994,0.017248,0.753442,0.000672,1.193412
0.445313,0.017280,0.755906,0.000640,1.225155
0.416034,0.017344,0.751746,0.000640,1.191172
0.420257,0.017600,0.751394,0.000704,1.195011
0.420642,0.017536,0.764034,0.000768,1.209124
0.416417,0.017344,0.753090,0.000640,1.192771
0.416193,0.017409,0.777346,0.000928,1.217892
0.415649,0.017440,0.762594,0.000800,1.202275
0.415873,0.017376,0.761539,0.000800,1.200004
0.415489,0.017600,0.770434,0.000704,1.209795
0.415585,0.017472,0.754946,0.000608,1.193763
0.420449,0.017344,0.745282,0.000672,1.188931
0.434337,0.017504,0.749250,0.000800,1.207651
0.420994,0.017312,0.758306,0.000736,1.202500
0.420769,0.017408,0.754370,0.000672,1.198115
0.437026,0.017696,0.763330,0.000832,1.224036
0.417153,0.017664,0.759426,0.000672,1.200547
0.420834,0.017280,0.787234,0.000768,1.231268
0.416033,0.017376,0.738082,0.000672,1.176931
0.420194,0.017344,0.753506,0.000704,1.196740
0.417537,0.017248,0.783906,0.000640,1.224451
0.420417,0.017408,0.736386,0.000576,1.179780
0.420865,0.017472,0.752674,0.000736,1.197443
0.420673,0.017440,0.767459,0.000544,1.211908
0.415489,0.017472,0.755010,0.000640,1.193987
0.420673,0.017248,0.750434,0.000608,1.193987
0.433313,0.017664,0.749602,0.000832,1.207395
0.420385,0.017632,0.754242,0.000544,1.199203
0.420641,0.017376,0.750338,0.000608,1.194019
0.415681,0.017504,0.750722,0.000704,1.189603
0.417409,0.017441,0.736386,0.000768,1.176932
0.415393,0.017472,0.765314,0.000800,1.204067
0.415841,0.017216,0.761282,0.000704,1.199523
0.416066,0.017344,0.766690,0.000640,1.205412
0.415489,0.017312,0.756898,0.000800,1.195171
0.415778,0.017344,0.753378,0.000640,1.191844
0.416449,0.017440,0.744674,0.000736,1.185251
0.416609,0.017248,0.772899,0.000768,1.212804
0.416129,0.017504,0.745282,0.000704,1.184387
0.415649,0.017376,0.734594,0.000768,1.174275
0.415489,0.017440,0.737442,0.000736,1.200004
0.415905,0.017280,0.775042,0.000672,1.213475
0.415521,0.017472,0.773251,0.000672,1.211524
0.429185,0.017376,0.741730,0.000672,1.193923
0.415201,0.017408,0.744866,0.000672,1.183043
0.416386,0.017504,0.753890,0.000704,1.194308
0.416097,0.017312,0.759042,0.000736,1.198339
0.421217,0.017440,0.753795,0.000768,1.199044
0.417057,0.017568,0.790882,0.000640,1.231459
0.420321,0.017344,0.752099,0.000608,1.195908
0.420705,0.017248,0.752834,0.000608,1.196227
0.415585,0.017408,0.773795,0.000928,1.212996
0.415521,0.017472,0.753954,0.000832,1.192387
0.419905,0.017280,0.746211,0.000672,1.189188
0.420001,0.047584,0.758146,0.000672,1.231459
0.420289,0.017472,0.741666,0.000864,1.185859
0.415745,0.017632,0.752450,0.000672,1.191491
0.443137,0.017536,0.753538,0.000896,1.220259
0.420962,0.017472,0.748098,0.000640,1.192036
0.415521,0.017632,0.753634,0.000672,1.192483
0.420450,0.017408,0.753890,0.000832,1.197636
0.420033,0.017504,0.753282,0.000704,1.196739
0.415425,0.017313,0.779586,0.000640,1.218084
0.419937,0.017344,0.749762,0.000640,1.192451
0.420577,0.017249,0.728034,0.000832,1.172740
0.415745,0.017504,0.784226,0.000608,1.223907
0.415457,0.017344,0.754051,0.000640,1.192548
0.419873,0.017600,0.747170,0.000608,1.190435
0.438337,0.017408,0.739810,0.000704,1.201379
0.420929,0.017280,0.738242,0.000608,1.182019
0.419745,0.017248,0.737762,0.000800,1.180515
0.442562,0.017472,0.752258,0.000576,1.217636
0.415361,0.017536,0.755970,0.000704,1.194627
0.420578,0.017504,0.751458,0.000640,1.195428
0.420161,0.017344,0.752898,0.000832,1.196163
0.420450,0.017568,0.751170,0.000640,1.195588
0.420449,0.017504,0.770018,0.000576,1.213987
0.414881,0.017248,0.749731,0.000672,1.187332
0.420481,0.017312,0.756002,0.000640,1.199459
0.421377,0.017344,0.782691,0.000640,1.226980
0.419937,0.017504,0.759138,0.000832,1.202531
0.415105,0.017504,0.750019,0.000640,1.188548
0.431489,0.017504,0.756706,0.000768,1.211619
0.420737,0.017632,0.746562,0.000608,1.190627
0.420193,0.017248,0.750882,0.000800,1.194051
0.436929,0.017344,0.765218,0.000704,1.225699
0.415137,0.017504,0.753474,0.000672,1.191555
0.420161,0.017536,0.753506,0.000576,1.196899
0.420034,0.017312,0.749954,0.000672,1.193220
0.420705,0.017440,0.747778,0.000704,1.191427
0.415618,0.017248,0.791266,0.000768,1.229892
0.420705,0.017504,0.753666,0.000736,1.197347
0.420418,0.017280,0.750562,0.000704,1.194564
0.415457,0.017280,0.770818,0.000608,1.209635
0.420994,0.017664,0.745378,0.000672,1.189764
0.420225,0.017728,0.762178,0.000672,1.206307
0.436993,0.017537,0.751586,0.000832,1.212324
0.420321,0.017248,0.755266,0.000576,1.198275
0.420001,0.017376,0.753219,0.000736,1.196292
0.416033,0.017280,0.751810,0.000608,1.190947
0.416513,0.017472,0.751554,0.000640,1.191107
0.415713,0.017312,0.795074,0.000704,1.234019
0.415809,0.017696,0.750498,0.000608,1.189508
0.420385,0.017248,0.750466,0.000576,1.193475
0.419873,0.017568,0.779939,0.000576,1.223460
0.420833,0.017728,0.745410,0.000768,1.190627
0.415969,0.018016,0.766691,0.000832,1.207300
0.415553,0.017504,0.787842,0.000896,1.227619
0.420097,0.017249,0.756386,0.000640,1.199876
0.419969,0.017440,0.754754,0.000928,1.198819
0.435682,0.017504,0.749090,0.000672,1.208548
0.420801,0.017344,0.783202,0.000672,1.227267
0.419970,0.017504,0.762562,0.000704,1.206788
0.420641,0.017248,0.752162,0.000896,1.196323
0.419810,0.017504,0.754562,0.000672,1.197828
0.420129,0.017760,0.784610,0.000928,1.229059
0.416289,0.017376,0.742274,0.000832,1.182371
0.420481,0.017536,0.754434,0.000864,1.198723
0.420290,0.017344,0.767394,0.000800,1.211620
0.415905,0.017408,0.760130,0.000832,1.199715
0.419905,0.017632,0.742210,0.000832,1.186659
0.437057,0.017408,0.756162,0.000832,1.216707
0.416033,0.017472,0.752802,0.000800,1.192515
0.415425,0.017536,0.761218,0.000832,1.200451
0.420769,0.017472,0.757826,0.001088,1.203555
0.421857,0.017472,0.760899,0.000928,1.206756
0.421025,0.017504,0.781762,0.000864,1.226627
0.420865,0.017312,0.756355,0.000864,1.200740
0.416801,0.017216,0.759938,0.000864,1.201027
0.418849,0.017569,0.794050,0.000800,1.238564
0.421473,0.017280,0.750434,0.000736,1.195939
0.420578,0.018016,0.765858,0.000832,1.211204
0.438273,0.017408,0.792643,0.000896,1.255812
0.420161,0.017504,0.762306,0.000832,1.206307
0.415585,0.017408,0.787651,0.000736,1.228708
0.414753,0.017440,0.787746,0.000768,1.226243
0.419937,0.017312,0.756770,0.000704,1.200164
0.419969,0.017536,0.782595,0.000928,1.226660
0.415873,0.017248,0.753314,0.000896,1.192835
0.421217,0.017440,0.755522,0.000960,1.200547
0.436225,0.017376,0.759842,0.000800,1.220259
0.420545,0.017280,0.758531,0.000832,1.202788
0.420321,0.017440,0.759778,0.000896,1.204291
0.435202,0.017344,0.742466,0.000864,1.202596
0.420641,0.017504,0.763042,0.000896,1.209955
0.420706,0.017472,0.780418,0.000832,1.225316
0.425697,0.017472,0.841795,0.000768,1.291204
0.420289,0.017568,0.742562,0.000736,1.186627
0.420449,0.017376,0.770115,0.000704,1.214436
0.420065,0.017568,0.742018,0.000704,1.185731
0.420833,0.017537,0.782082,0.000672,1.226596
0.433473,0.018016,0.756386,0.000864,1.214211
0.419842,0.017248,0.749666,0.000608,1.192900
0.420193,0.017344,0.798914,0.000736,1.243075
0.421825,0.017312,0.752482,0.000736,1.200003
0.420577,0.017376,0.758723,0.000736,1.203492
0.420257,0.017440,0.776994,0.000800,1.220899
0.415873,0.017345,0.761538,0.000800,1.200804
0.416129,0.017568,0.748066,0.000640,1.187939
0.422465,0.017473,0.782914,0.000736,1.229092
0.416001,0.017408,0.761122,0.000704,1.200803
0.421186,0.017312,0.768034,0.000736,1.213028
0.435649,0.017664,0.758114,0.000896,1.218211
0.416353,0.017312,0.742818,0.000736,1.182755
0.415169,0.017376,0.757026,0.000928,1.196292
0.416257,0.017472,0.754306,0.000672,1.194499
0.416705,0.017536,0.756515,0.000704,1.196932
0.415585,0.017312,0.760738,0.000832,1.199747
0.417537,0.017440,0.760387,0.000800,1.201732
0.417217,0.017472,0.758306,0.000608,1.199043
0.416961,0.017281,0.792450,0.000672,1.232868
0.416609,0.017248,0.758722,0.000672,1.199427
0.415554,0.017280,0.758082,0.000736,1.197444
0.431393,0.017632,0.744450,0.000576,1.200259
0.416706,0.017472,0.750242,0.000800,1.191844
0.417121,0.017408,0.745730,0.000704,1.186883
0.445186,0.017440,0.754850,0.000800,1.223588
0.417057,0.017504,0.739970,0.000896,1.181187
0.416545,0.017536,0.761890,0.001024,1.202723
0.416289,0.017472,0.754754,0.000800,1.195203
0.415489,0.017280,0.751746,0.000832,1.190979
0.416129,0.017312,0.755971,0.000992,1.197252
0.416417,0.017504,0.753186,0.000736,1.193123
0.416289,0.017472,0.755107,0.000832,1.195300
0.416289,0.017504,0.818338,0.000832,1.259395
0.417314,0.017408,0.755362,0.000832,1.197092
0.416033,0.017376,0.740258,0.000704,1.180003
0.434818,0.017376,0.754914,0.000832,1.213348
0.416449,0.017536,0.756930,0.000640,1.196771
0.416865,0.017408,0.773986,0.000608,1.214691
0.415969,0.017408,0.744866,0.000672,1.184259
0.416865,0.017216,0.743618,0.000672,1.184547
0.416897,0.017280,0.770274,0.000672,1.211043
0.416225,0.017248,0.742882,0.000672,1.182403
0.418209,0.017472,0.770499,0.000768,1.212868
0.416705,0.017440,0.766498,0.001024,1.208035
0.416258,0.017408,0.753794,0.000832,1.193668
0.416353,0.017536,0.744226,0.000800,1.184803
0.435554,0.017472,0.759682,0.000768,1.219012
0.416385,0.017952,0.779362,0.000832,1.219939
0.416865,0.017600,0.754786,0.000800,1.195331
0.417281,0.017440,0.751970,0.000672,1.192867
0.416641,0.017440,0.752514,0.000768,1.192739
0.415361,0.020832,0.776835,0.001056,1.220612
0.417313,0.017408,0.755490,0.000608,1.196579
0.417601,0.017280,0.742627,0.000832,1.184452
0.462689,0.017376,0.804578,0.000800,1.291075
0.416385,0.017312,0.745890,0.000896,1.185859
0.416417,0.017376,0.741954,0.000800,1.182019
0.433697,0.017792,0.755650,0.000864,1.213859
0.416065,0.017408,0.745250,0.000608,1.185123
0.416289,0.017376,0.747906,0.000800,1.188003
0.416289,0.017504,0.745635,0.000608,1.185444
0.415969,0.017440,0.763970,0.000640,1.204515
0.416289,0.017217,0.770466,0.000800,1.210884
0.415393,0.017504,0.745858,0.000768,1.185315
0.415714,0.017504,0.752002,0.001056,1.191716
0.416513,0.017408,0.776386,0.000832,1.216643
0.416450,0.017216,0.754978,0.000864,1.194916
0.416481,0.017440,0.755490,0.000576,1.195331
0.434050,0.017376,0.741154,0.000800,1.199300
0.416513,0.017408,0.746466,0.000640,1.186947
0.416385,0.017472,0.754498,0.000704,1.194531
0.417313,0.017440,0.741730,0.000608,1.183491
0.417857,0.017600,0.745250,0.000640,1.186691
