Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.430818,0.017472,0.202272,0.004992,0.048832,0.177057,0.000832,0.005344,0.001056,0.000416,0.895427
0.415457,0.017472,0.202209,0.004832,0.048672,0.179552,0.000672,0.001696,0.001024,0.000352,0.878818
0.420129,0.017120,0.202144,0.005312,0.047841,0.175584,0.000832,0.003200,0.001120,0.000416,0.880034
0.415713,0.017824,0.202177,0.004864,0.047904,0.180033,0.000768,0.002176,0.000960,0.000384,0.879331
0.414529,0.017696,0.202273,0.004800,0.047328,0.187424,0.000800,0.002048,0.000928,0.000352,0.884770
0.416098,0.017632,0.203040,0.004800,0.047040,0.191841,0.000928,0.003584,0.001088,0.000384,0.895139
0.416129,0.017536,0.202401,0.005280,0.047840,0.199585,0.000928,0.005600,0.000928,0.000320,0.903715
0.415233,0.017440,0.219297,0.005600,0.048000,0.227360,0.000832,0.001952,0.000928,0.000352,0.944002
0.414658,0.017568,0.202880,0.004864,0.049440,0.189953,0.000864,0.004320,0.000960,0.000384,0.892387
0.419169,0.017504,0.201889,0.005248,0.048576,0.175713,0.000672,0.002016,0.001056,0.000320,0.879107
0.416001,0.017504,0.201920,0.004832,0.047905,0.189216,0.000640,0.002048,0.001024,0.000288,0.887682
0.428097,0.017344,0.202592,0.004832,0.047744,0.175265,0.000640,0.001824,0.001184,0.000320,0.886787
0.415905,0.017504,0.202849,0.004832,0.047360,0.188704,0.000736,0.002080,0.000864,0.000352,0.887234
0.415617,0.017568,0.202144,0.004768,0.047200,0.214017,0.000736,0.001888,0.000960,0.000320,0.911138
0.415457,0.017280,0.202625,0.005376,0.047072,0.223457,0.000704,0.002112,0.001216,0.000352,0.921955
0.416449,0.017632,0.202177,0.004960,0.047008,0.174528,0.000768,0.002112,0.000928,0.000384,0.873698
0.420737,0.017536,0.205441,0.004928,0.049952,0.219744,0.001024,0.002304,0.001888,0.000384,0.933058
0.417569,0.017408,0.203424,0.005248,0.048545,0.191392,0.000928,0.001984,0.000896,0.000416,0.894146
0.429537,0.017665,0.203168,0.004832,0.050144,0.186145,0.000832,0.001824,0.000928,0.000576,0.901635
0.416033,0.017536,0.202433,0.005248,0.048544,0.186528,0.001024,0.002464,0.001056,0.000384,0.888002
0.415489,0.017536,0.202144,0.005216,0.048000,0.173313,0.000928,0.001952,0.000928,0.000288,0.872066
0.415777,0.017632,0.204097,0.005280,0.048064,0.169793,0.000800,0.002592,0.001056,0.000384,0.872611
0.420609,0.017408,0.202945,0.004800,0.047456,0.198400,0.000832,0.001824,0.000992,0.000352,0.901634
0.415618,0.017696,0.202560,0.004800,0.047136,0.165409,0.000672,0.001696,0.001024,0.000384,0.863139
0.415745,0.017152,0.202657,0.005248,0.047200,0.184544,0.000640,0.001792,0.000864,0.000288,0.882306
0.416066,0.020896,0.216928,0.005376,0.047713,0.189600,0.000640,0.001952,0.000960,0.000384,0.908131
0.415649,0.017440,0.202561,0.005056,0.047776,0.190113,0.000768,0.001824,0.000800,0.000352,0.888451
0.415265,0.017440,0.202337,0.004864,0.047072,0.187744,0.000864,0.003072,0.001056,0.000384,0.886178
0.415426,0.017440,0.202016,0.004800,0.046976,0.179009,0.000704,0.001728,0.000992,0.000352,0.875811
0.428513,0.017536,0.201921,0.004800,0.047424,0.178912,0.000832,0.005408,0.000961,0.000384,0.892899
0.415393,0.017472,0.202272,0.004992,0.047041,0.191296,0.000672,0.001728,0.001088,0.000384,0.888322
0.415649,0.017729,0.202304,0.005280,0.047264,0.204161,0.000704,0.001888,0.000992,0.000320,0.903843
0.415329,0.017472,0.202849,0.004768,0.047520,0.209280,0.000736,0.002017,0.001024,0.000416,0.907747
0.416225,0.017664,0.202048,0.005312,0.047233,0.182848,0.000736,0.002016,0.001088,0.000320,0.882626
0.415905,0.017377,0.202336,0.004896,0.047232,0.179137,0.000608,0.001824,0.001056,0.000352,0.877603
0.415649,0.017568,0.202721,0.005312,0.047456,0.208384,0.000704,0.001920,0.000896,0.000384,0.908482
0.428129,0.017632,0.202080,0.004832,0.047521,0.185920,0.000832,0.003552,0.001024,0.000352,0.898850
0.415681,0.017792,0.202209,0.005312,0.046752,0.185345,0.000832,0.002016,0.001216,0.000416,0.884067
0.417665,0.017536,0.202561,0.004896,0.047424,0.206944,0.000736,0.001920,0.000896,0.000384,0.907234
0.415361,0.017504,0.202496,0.005312,0.047200,0.202145,0.000736,0.001824,0.000992,0.000320,0.900194
0.415873,0.018336,0.202401,0.004832,0.047072,0.191681,0.000768,0.002112,0.000896,0.000352,0.890819
0.415937,0.017632,0.202401,0.005280,0.046880,0.180256,0.000704,0.002112,0.001024,0.000352,0.879042
0.415298,0.017696,0.203520,0.004800,0.047136,0.179041,0.000736,0.001920,0.000928,0.000352,0.877635
0.415457,0.017664,0.214689,0.005344,0.047168,0.224161,0.000864,0.001952,0.000960,0.000352,0.935171
0.416033,0.017696,0.202593,0.004832,0.046880,0.204864,0.000896,0.002784,0.001152,0.000352,0.906082
0.415618,0.017376,0.202016,0.005248,0.047232,0.194849,0.000864,0.002944,0.001376,0.000416,0.895299
0.415873,0.017536,0.202401,0.005248,0.047200,0.204833,0.000736,0.002176,0.001088,0.000416,0.905027
0.415521,0.017440,0.202465,0.005152,0.047136,0.180736,0.000672,0.001984,0.001152,0.000416,0.880194
0.416098,0.017472,0.202272,0.005280,0.047136,0.186593,0.000736,0.002112,0.000992,0.000352,0.885731
0.417345,0.017600,0.202145,0.005248,0.047072,0.191905,0.000704,0.002080,0.000992,0.000352,0.893379
0.416385,0.017568,0.220321,0.005600,0.047616,0.195296,0.000736,0.002144,0.001056,0.000384,0.915874
0.416417,0.017568,0.203393,0.004928,0.048064,0.198688,0.001248,0.002304,0.001120,0.000544,0.903522
0.415809,0.017504,0.202272,0.005184,0.048704,0.196577,0.000832,0.004832,0.001056,0.000416,0.900706
0.416001,0.017728,0.202497,0.005312,0.048352,0.196257,0.000672,0.002240,0.001120,0.000544,0.898051
0.416609,0.017376,0.202273,0.005440,0.047616,0.200417,0.000672,0.001984,0.001120,0.000576,0.901251
0.415905,0.017280,0.202241,0.005280,0.048000,0.205120,0.001056,0.002208,0.000992,0.000320,0.906338
0.415841,0.017472,0.202400,0.005248,0.047552,0.195425,0.000704,0.001856,0.001024,0.000416,0.895362
0.416610,0.017536,0.220928,0.005440,0.047872,0.214433,0.001120,0.002016,0.000992,0.000384,0.934851
0.416449,0.017696,0.202337,0.005248,0.048800,0.186369,0.001024,0.001856,0.001056,0.000320,0.887811
0.415201,0.017728,0.202305,0.005344,0.047616,0.205024,0.001056,0.001856,0.001216,0.000384,0.904482
0.418113,0.017728,0.203872,0.004832,0.048449,0.193216,0.000864,0.002080,0.001120,0.000384,0.898242
0.416225,0.017537,0.202912,0.004864,0.049120,0.207137,0.001216,0.004576,0.000960,0.000352,0.912227
0.416257,0.017472,0.203169,0.005312,0.048800,0.190337,0.000736,0.002048,0.000864,0.000320,0.892163
0.416577,0.017504,0.202241,0.004800,0.048320,0.209632,0.000672,0.002016,0.000960,0.000352,0.910402
0.420737,0.017664,0.234560,0.005441,0.047648,0.214432,0.000704,0.001856,0.000992,0.000416,0.953026
0.415970,0.017792,0.202560,0.005248,0.047584,0.212033,0.000704,0.001984,0.000928,0.000416,0.914147
0.416449,0.017760,0.204001,0.005280,0.048224,0.204033,0.001088,0.002016,0.001056,0.000384,0.907299
0.416513,0.017536,0.202849,0.005280,0.049152,0.208449,0.001056,0.002080,0.001056,0.000608,0.911747
0.415873,0.017568,0.203457,0.005248,0.048032,0.204640,0.000736,0.001888,0.001024,0.000384,0.906338
0.415873,0.017760,0.202752,0.005280,0.048512,0.192961,0.000640,0.002080,0.001056,0.000384,0.894658
0.415777,0.017600,0.202497,0.004864,0.048672,0.210273,0.000704,0.001952,0.000960,0.000352,0.911075
0.432065,0.017536,0.202529,0.005248,0.047872,0.214497,0.000672,0.001888,0.001056,0.000416,0.930563
0.415713,0.017664,0.202145,0.005280,0.048288,0.207136,0.000704,0.001856,0.001280,0.000320,0.907618
0.415457,0.017664,0.202144,0.005312,0.048129,0.209184,0.000736,0.002016,0.001120,0.000608,0.909506
0.415553,0.017345,0.202336,0.005280,0.048480,0.188737,0.000672,0.001920,0.001056,0.000384,0.888739
0.415969,0.017696,0.202689,0.005280,0.048224,0.189697,0.000768,0.002208,0.001024,0.000352,0.891491
0.415905,0.017600,0.201985,0.004832,0.049376,0.194144,0.000672,0.002080,0.000960,0.000384,0.895234
0.421794,0.017696,0.202976,0.005280,0.048256,0.195649,0.000736,0.002144,0.000992,0.000576,0.903811
0.434305,0.017857,0.202624,0.004896,0.049312,0.214369,0.000736,0.001888,0.001056,0.000576,0.934915
0.416001,0.018272,0.202721,0.005248,0.048544,0.211233,0.000864,0.002080,0.000960,0.000416,0.913539
0.416385,0.017632,0.202465,0.005248,0.048448,0.208992,0.000768,0.002272,0.001056,0.000544,0.911490
0.417089,0.017600,0.202496,0.005248,0.048257,0.223136,0.000832,0.002112,0.000960,0.000352,0.925730
0.417186,0.017760,0.202624,0.005312,0.049184,0.208001,0.000736,0.002176,0.001024,0.000384,0.911715
0.416257,0.017920,0.202753,0.005280,0.048544,0.192033,0.001312,0.002304,0.001024,0.000416,0.894915
0.415969,0.017856,0.203265,0.005280,0.048512,0.213056,0.000832,0.002432,0.001024,0.000416,0.916482
0.433825,0.017792,0.202689,0.004864,0.049280,0.201440,0.000832,0.002048,0.001024,0.000544,0.921698
0.415522,0.017792,0.202304,0.005280,0.048352,0.210049,0.000672,0.001952,0.000992,0.000384,0.910275
0.415905,0.017696,0.202273,0.005440,0.048032,0.203873,0.000768,0.002080,0.000960,0.000352,0.904515
0.416769,0.017600,0.202465,0.005312,0.048960,0.232737,0.000800,0.002080,0.000928,0.000384,0.935779
0.416353,0.017664,0.202689,0.005248,0.049312,0.196416,0.000704,0.002112,0.000960,0.000352,0.898914
0.420290,0.017632,0.202592,0.005344,0.048672,0.195809,0.000640,0.002336,0.001056,0.000384,0.902019
0.417057,0.017760,0.202753,0.005376,0.048000,0.193441,0.000736,0.002048,0.001024,0.000384,0.895587
0.433153,0.017792,0.203041,0.004832,0.048832,0.195200,0.000800,0.001984,0.001088,0.000384,0.914850
0.415713,0.017824,0.202496,0.005280,0.049153,0.196480,0.000736,0.002016,0.001088,0.000384,0.898018
0.416514,0.020864,0.203328,0.005312,0.049440,0.191521,0.000704,0.002080,0.001056,0.000608,0.900163
0.416385,0.017600,0.203457,0.005280,0.048544,0.224225,0.000832,0.002208,0.000992,0.000576,0.927747
0.418465,0.017792,0.204065,0.005312,0.047808,0.210721,0.001024,0.002656,0.001152,0.000352,0.918243
0.417057,0.017792,0.203105,0.005312,0.048352,0.191200,0.000800,0.002560,0.001216,0.000544,0.896002
0.416545,0.017568,0.203168,0.005280,0.049025,0.201280,0.000832,0.002144,0.001280,0.000384,0.905058
0.429922,0.017696,0.202656,0.005312,0.048768,0.201537,0.000800,0.002016,0.001184,0.000352,0.917827
0.420961,0.017857,0.202528,0.005280,0.048736,0.212897,0.000832,0.002240,0.001152,0.000640,0.920579
0.416417,0.017632,0.202465,0.005440,0.048832,0.196641,0.000736,0.002240,0.001088,0.000576,0.899587
0.415713,0.017600,0.222241,0.005472,0.048352,0.199200,0.000800,0.002080,0.001216,0.000608,0.921474
0.420353,0.017312,0.202497,0.005312,0.048832,0.203520,0.000704,0.002016,0.001120,0.000544,0.909954
0.416706,0.017824,0.202944,0.004928,0.048736,0.215905,0.001216,0.002272,0.001344,0.000544,0.921443
0.416033,0.017632,0.202273,0.005280,0.047808,0.206753,0.000832,0.002144,0.001024,0.000352,0.907363
0.420385,0.017824,0.202913,0.005248,0.049152,0.210465,0.000768,0.002208,0.001088,0.000384,0.918723
0.416225,0.017600,0.202337,0.005280,0.048736,0.201184,0.000704,0.002240,0.001120,0.000384,0.903522
0.416097,0.017376,0.202112,0.005248,0.048289,0.201472,0.000864,0.001984,0.001216,0.000384,0.902562
0.438466,0.017728,0.202368,0.005248,0.048448,0.227137,0.000704,0.001920,0.001344,0.000384,0.950979
0.419841,0.017696,0.202272,0.005280,0.048192,0.211201,0.000768,0.001984,0.001152,0.000576,0.916579
0.416065,0.017696,0.201953,0.005248,0.049120,0.214561,0.000800,0.002240,0.001184,0.000384,0.916835
0.416001,0.017664,0.202209,0.005312,0.048448,0.237761,0.000704,0.002048,0.001280,0.000384,0.939779
0.521217,0.021536,0.202529,0.004864,0.048544,0.213505,0.000832,0.002176,0.001184,0.000576,1.024611
0.420193,0.018592,0.206817,0.005152,0.048000,0.205537,0.001024,0.002144,0.001248,0.000608,0.918275
0.419201,0.017632,0.204577,0.005120,0.048992,0.249377,0.000864,0.002656,0.001472,0.000800,0.958915
0.421473,0.017632,0.202881,0.005280,0.048576,0.190944,0.001184,0.002528,0.001152,0.000320,0.899810
0.422561,0.017600,0.203552,0.005056,0.049057,0.206432,0.000928,0.001952,0.000992,0.000320,0.915746
0.416578,0.017472,0.203360,0.005280,0.048544,0.203297,0.000672,0.001888,0.001312,0.000384,0.906019
0.420577,0.017600,0.219137,0.005184,0.049280,0.204353,0.001248,0.001984,0.001152,0.000352,0.928099
0.416609,0.017504,0.202657,0.005056,0.047968,0.196864,0.000832,0.001920,0.001088,0.000384,0.897858
0.417537,0.017504,0.203104,0.005280,0.048161,0.202976,0.000672,0.001856,0.001088,0.000352,0.905410
0.418594,0.017536,0.203040,0.005152,0.047840,0.187873,0.000832,0.001856,0.001024,0.000416,0.891267
0.418721,0.017568,0.203169,0.005056,0.047488,0.205057,0.001024,0.001824,0.001024,0.000352,0.908163
0.416961,0.017600,0.202497,0.005280,0.048448,0.210112,0.000928,0.001856,0.001120,0.000352,0.912802
0.416417,0.017664,0.202848,0.005216,0.049249,0.203264,0.001120,0.001856,0.000928,0.000384,0.906082
0.435458,0.017696,0.203776,0.005312,0.047968,0.206529,0.000928,0.002048,0.001088,0.000384,0.928867
0.416513,0.017696,0.202945,0.004896,0.049760,0.195233,0.000864,0.002656,0.001344,0.000384,0.899299
0.415681,0.017728,0.202689,0.005056,0.048288,0.221376,0.000864,0.002816,0.001024,0.000385,0.922691
0.415809,0.017536,0.203168,0.004864,0.048609,0.189664,0.000832,0.002208,0.001056,0.000384,0.890370
0.418050,0.017632,0.204512,0.005216,0.048832,0.193473,0.000800,0.002144,0.001056,0.000384,0.899747
0.415873,0.017504,0.203457,0.005248,0.047808,0.186273,0.000832,0.003200,0.001184,0.000384,0.888803
0.415969,0.017312,0.203201,0.004800,0.048128,0.193056,0.000832,0.003136,0.001152,0.000352,0.894818
0.416034,0.017568,0.217568,0.004928,0.048192,0.199617,0.000800,0.003104,0.001120,0.000384,0.916547
0.416417,0.017536,0.204001,0.004832,0.047424,0.190721,0.000768,0.002144,0.000960,0.000320,0.892259
0.416033,0.017504,0.203233,0.005344,0.048256,0.187232,0.001152,0.003264,0.001056,0.000416,0.890242
0.416162,0.017696,0.202752,0.005344,0.048224,0.192065,0.001184,0.002656,0.001056,0.000352,0.894307
0.416161,0.018272,0.202337,0.004800,0.048384,0.193217,0.000736,0.002272,0.000864,0.000352,0.893987
0.416929,0.017664,0.202977,0.005440,0.048192,0.185504,0.000768,0.002624,0.001248,0.000384,0.889282
0.416002,0.017728,0.202368,0.005056,0.048448,0.178689,0.000736,0.002432,0.001120,0.000352,0.879811
0.415457,0.017472,0.216193,0.005472,0.048096,0.213089,0.000640,0.001920,0.000960,0.000320,0.926499
0.415489,0.017504,0.202945,0.005312,0.048000,0.180224,0.000704,0.001952,0.001120,0.000320,0.879490
0.416354,0.017504,0.203456,0.004864,0.048736,0.174465,0.000768,0.002016,0.000896,0.000352,0.875843
0.416449,0.017760,0.203521,0.005440,0.047968,0.189377,0.000864,0.002112,0.001056,0.000384,0.892323
0.430689,0.017504,0.202977,0.005344,0.048640,0.194240,0.000800,0.002240,0.000928,0.000384,0.911746
0.415810,0.017664,0.202368,0.005248,0.048256,0.185569,0.000864,0.002912,0.001088,0.000384,0.887523
0.415585,0.017504,0.202113,0.005056,0.048128,0.190273,0.000832,0.002880,0.000992,0.000416,0.890851
0.415681,0.017824,0.202272,0.005056,0.047905,0.200544,0.000800,0.002144,0.000928,0.000384,0.900034
0.416033,0.017505,0.203200,0.005024,0.047936,0.185569,0.000832,0.002880,0.001088,0.000448,0.887299
0.415201,0.017728,0.202625,0.004800,0.048256,0.182880,0.000896,0.002752,0.001088,0.000352,0.883522
0.416289,0.017856,0.202240,0.005280,0.049568,0.181985,0.000896,0.002944,0.001056,0.000384,0.885602
0.430145,0.017856,0.202721,0.005248,0.048352,0.182849,0.000832,0.003232,0.001152,0.000384,0.899587
0.415713,0.017696,0.203105,0.005024,0.047776,0.200544,0.000800,0.001920,0.000864,0.000352,0.901314
0.415874,0.017728,0.203136,0.005248,0.047808,0.181505,0.000832,0.003168,0.001024,0.000352,0.883523
0.415777,0.017664,0.202529,0.005280,0.048384,0.196129,0.000672,0.002112,0.001120,0.000352,0.898275
0.422273,0.017600,0.202209,0.005280,0.048480,0.212448,0.000960,0.002368,0.001024,0.000576,0.920898
0.420481,0.017824,0.202849,0.005312,0.048480,0.210144,0.000800,0.002016,0.001248,0.000576,0.917218
0.420546,0.017568,0.202880,0.005312,0.048032,0.208129,0.000736,0.002112,0.001056,0.000416,0.914499
0.438113,0.019105,0.203168,0.005248,0.048096,0.206433,0.001088,0.001824,0.001120,0.000576,0.933059
0.420353,0.017600,0.202721,0.005056,0.048160,0.196545,0.000800,0.002048,0.001120,0.000384,0.902051
0.420673,0.017824,0.202593,0.005056,0.049984,0.209248,0.000768,0.001952,0.001056,0.000352,0.917122
0.416129,0.017728,0.202592,0.005280,0.048865,0.208224,0.000704,0.002176,0.001056,0.000384,0.910658
0.420418,0.017664,0.202496,0.005280,0.049792,0.208129,0.000768,0.002176,0.001120,0.000608,0.915843
0.420065,0.017696,0.202817,0.005312,0.048128,0.187617,0.000736,0.002048,0.001152,0.000352,0.893507
0.420641,0.017728,0.202721,0.005312,0.047264,0.215809,0.000864,0.002112,0.001088,0.000640,0.922691
0.434529,0.017792,0.202753,0.005280,0.048448,0.216064,0.001216,0.002112,0.001088,0.000352,0.937314
0.416673,0.017824,0.203008,0.005056,0.048641,0.226144,0.000864,0.002208,0.001344,0.000416,0.930146
0.416450,0.017888,0.203040,0.005152,0.048160,0.206785,0.000864,0.002016,0.001056,0.000352,0.909059
0.416961,0.017697,0.203072,0.005408,0.048672,0.242753,0.001184,0.002016,0.001056,0.000576,0.946595
0.416577,0.017728,0.203489,0.005344,0.048160,0.205889,0.000704,0.001920,0.001088,0.000352,0.908419
0.416161,0.017472,0.202657,0.005280,0.048256,0.201632,0.000896,0.001984,0.001024,0.000384,0.902722
0.420033,0.017760,0.202400,0.005152,0.048321,0.209440,0.001184,0.001824,0.001312,0.000384,0.914818
0.440770,0.017728,0.203328,0.005312,0.048864,0.200321,0.000736,0.001856,0.001024,0.000384,0.926915
0.415201,0.017632,0.202881,0.005248,0.047968,0.190753,0.000704,0.001952,0.001312,0.000384,0.891075
0.415201,0.017856,0.202977,0.005376,0.048352,0.209216,0.000736,0.001888,0.001024,0.000608,0.910786
0.415809,0.017792,0.202816,0.005024,0.048192,0.215937,0.000672,0.001856,0.001024,0.000384,0.917122
0.420161,0.017697,0.203264,0.005152,0.047808,0.206209,0.000832,0.001920,0.001056,0.000384,0.911491
0.416737,0.017568,0.202721,0.005344,0.048384,0.198369,0.000704,0.002016,0.001024,0.000352,0.900675
0.415649,0.017728,0.202977,0.005280,0.048384,0.191904,0.000896,0.002016,0.001024,0.000384,0.893282
0.442945,0.018080,0.207136,0.005344,0.049633,0.235840,0.000864,0.003104,0.001248,0.000608,0.976354
0.418273,0.017632,0.204480,0.005312,0.049601,0.202720,0.001088,0.003008,0.001088,0.000352,0.911394
0.417890,0.017920,0.202592,0.005280,0.050208,0.195201,0.000768,0.001984,0.001088,0.000576,0.900931
0.417697,0.017600,0.236128,0.005504,0.049472,0.199969,0.000896,0.002016,0.001024,0.000576,0.938883
0.417921,0.017632,0.203041,0.005024,0.048608,0.207649,0.000832,0.002272,0.001088,0.000384,0.912355
0.417601,0.017600,0.203777,0.005312,0.049632,0.192288,0.000736,0.002016,0.001120,0.000352,0.897698
0.416577,0.017504,0.203680,0.005280,0.048385,0.191552,0.000928,0.002112,0.001344,0.000352,0.895522
0.415137,0.017825,0.202976,0.005248,0.048128,0.206273,0.000896,0.002080,0.001120,0.000352,0.907395
0.416449,0.017888,0.202849,0.005376,0.048288,0.195425,0.000704,0.001952,0.001152,0.000352,0.898051
0.415745,0.017760,0.202753,0.005280,0.048320,0.206720,0.000768,0.002208,0.000992,0.000608,0.908578
0.420161,0.017760,0.222944,0.005408,0.048513,0.206048,0.000672,0.002112,0.001184,0.000544,0.933154
0.420641,0.017473,0.202368,0.005312,0.050144,0.202433,0.000736,0.001824,0.000960,0.000576,0.909507
0.415393,0.017536,0.203073,0.005312,0.048288,0.204993,0.000768,0.001888,0.000992,0.000352,0.905571
0.415425,0.017568,0.202145,0.005344,0.047392,0.192992,0.000672,0.001920,0.001024,0.000416,0.892354
0.416258,0.017568,0.202528,0.005312,0.048192,0.213761,0.000768,0.002176,0.001056,0.000576,0.916771
0.415969,0.017633,0.201824,0.005280,0.047232,0.183809,0.000672,0.002048,0.001056,0.000576,0.883491
0.415809,0.017728,0.201889,0.005312,0.048256,0.188192,0.000736,0.002080,0.001088,0.000384,0.888642
0.417473,0.017664,0.218464,0.005281,0.047968,0.217984,0.000736,0.001984,0.001056,0.000384,0.936258
0.420642,0.017664,0.202496,0.005280,0.050112,0.209345,0.000768,0.002432,0.001024,0.000352,0.917507
0.424706,0.017728,0.206528,0.005056,0.047968,0.231809,0.000992,0.003040,0.002048,0.000576,0.949155
0.422497,0.017856,0.203872,0.005280,0.048128,0.238497,0.000896,0.002624,0.001248,0.000576,0.950083
0.419841,0.017728,0.203841,0.005312,0.047872,0.191745,0.001056,0.002016,0.001152,0.000384,0.898467
0.417185,0.017664,0.203105,0.005280,0.048352,0.201056,0.000768,0.002080,0.001152,0.000384,0.904578
0.416545,0.017536,0.202944,0.005216,0.048833,0.204480,0.000704,0.001984,0.001088,0.000384,0.906754
0.433858,0.017600,0.203424,0.005056,0.048640,0.200321,0.000864,0.002144,0.001056,0.000384,0.922243
0.416801,0.017600,0.203809,0.005312,0.048416,0.188897,0.000736,0.002176,0.001024,0.000544,0.892867
0.416865,0.017728,0.203073,0.005280,0.047872,0.196128,0.000704,0.002112,0.001184,0.000544,0.899555
0.416321,0.017728,0.203905,0.005376,0.047424,0.229472,0.000864,0.002432,0.001216,0.000352,0.932578
0.415745,0.017536,0.203328,0.005312,0.047936,0.193089,0.000672,0.002016,0.001088,0.000384,0.894562
0.416225,0.017568,0.202977,0.005280,0.048128,0.202497,0.000704,0.002144,0.001184,0.000384,0.904355
0.417825,0.017664,0.204769,0.005312,0.047840,0.192640,0.001152,0.002080,0.001376,0.000384,0.899138
0.435233,0.017760,0.203008,0.004832,0.047841,0.179712,0.000896,0.001984,0.001088,0.000416,0.900226
0.416353,0.017537,0.202880,0.005248,0.048032,0.194273,0.001088,0.002080,0.000896,0.000384,0.896131
0.416449,0.017600,0.202401,0.004800,0.050752,0.208737,0.000800,0.002080,0.000960,0.000352,0.911587
0.414945,0.017728,0.202304,0.005280,0.048353,0.223808,0.000960,0.003424,0.000928,0.000352,0.925570
0.415842,0.017504,0.202432,0.005024,0.047648,0.189601,0.000864,0.002144,0.000960,0.000384,0.888707
0.415777,0.017376,0.202465,0.005056,0.047744,0.191873,0.000832,0.002176,0.001024,0.000320,0.891395
0.417441,0.017504,0.202144,0.004864,0.048608,0.182368,0.000832,0.002016,0.000864,0.000384,0.883938
0.429698,0.017504,0.202208,0.005280,0.048288,0.192417,0.000768,0.001984,0.000960,0.000384,0.907171
0.415681,0.017664,0.202369,0.005280,0.048352,0.184032,0.000736,0.002048,0.001088,0.000384,0.884738
0.415329,0.017760,0.203104,0.005088,0.047297,0.180640,0.000736,0.001984,0.000928,0.000384,0.880386
0.415969,0.017728,0.202273,0.005408,0.048512,0.184225,0.000832,0.002240,0.000800,0.000544,0.885731
0.415713,0.017792,0.202433,0.004832,0.048864,0.206720,0.000800,0.002048,0.000896,0.000384,0.907714
0.415842,0.017728,0.202208,0.005280,0.050080,0.183585,0.000736,0.001952,0.000896,0.000384,0.885187
0.419969,0.017280,0.202369,0.005312,0.049056,0.192097,0.000768,0.002272,0.000896,0.000384,0.898307
0.416353,0.017536,0.216225,0.005024,0.048256,0.194080,0.000800,0.001984,0.000896,0.000352,0.908770
0.415266,0.017664,0.202368,0.004992,0.048448,0.218177,0.000832,0.002688,0.000864,0.000608,0.920323
0.415745,0.017568,0.201825,0.004896,0.049920,0.194689,0.000864,0.002560,0.000832,0.000576,0.897443
