Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.517345,0.017696,0.206017,0.004864,0.047072,0.000832,0.013344,0.147712,0.002176,0.009920,0.000608,0.976162
0.417537,0.017728,0.205729,0.005344,0.047136,0.000608,0.013376,0.178912,0.002336,0.002304,0.000576,0.899970
0.417313,0.017856,0.221377,0.005184,0.048544,0.000608,0.014112,0.184896,0.002528,0.002112,0.000320,0.923810
0.416097,0.017728,0.203840,0.005120,0.048448,0.000641,0.015168,0.175616,0.002176,0.001760,0.000352,0.895202
0.416737,0.017665,0.203584,0.005088,0.047936,0.000640,0.014144,0.170945,0.002144,0.001664,0.000352,0.888579
0.416513,0.017472,0.203969,0.005088,0.048928,0.000576,0.014400,0.169569,0.002080,0.001504,0.000352,0.889283
0.415297,0.017568,0.203649,0.005056,0.048960,0.000608,0.014080,0.170080,0.002144,0.001344,0.000352,0.887138
0.415297,0.017600,0.204960,0.005088,0.048161,0.000576,0.013632,0.176448,0.001952,0.001152,0.000384,0.892866
0.415265,0.017377,0.202400,0.005056,0.048416,0.000608,0.013824,0.183041,0.001920,0.001152,0.000320,0.897315
0.416193,0.017504,0.223009,0.005184,0.047648,0.000608,0.013472,0.171009,0.001888,0.001120,0.000384,0.906563
0.414689,0.017536,0.203393,0.005024,0.049120,0.000608,0.013568,0.162912,0.002144,0.001088,0.000320,0.878210
0.415521,0.017696,0.203104,0.005088,0.048129,0.000640,0.013760,0.174528,0.002112,0.001184,0.000352,0.892482
0.415234,0.017696,0.203616,0.005056,0.048832,0.000640,0.013824,0.173697,0.002400,0.001184,0.000416,0.890659
0.415105,0.017696,0.203521,0.005088,0.049152,0.000608,0.014048,0.184257,0.001888,0.001152,0.000320,0.900739
0.416225,0.017472,0.203105,0.005088,0.047968,0.000576,0.013696,0.176897,0.002272,0.001088,0.000320,0.892035
0.416161,0.017568,0.203233,0.005120,0.048160,0.000576,0.013472,0.177216,0.002880,0.001184,0.000384,0.894850
0.416898,0.017696,0.221024,0.005248,0.048065,0.000608,0.013408,0.168832,0.002144,0.001120,0.000320,0.903811
0.415905,0.017664,0.203265,0.005120,0.048384,0.000608,0.013504,0.178625,0.002304,0.001120,0.000352,0.894787
0.415393,0.017664,0.203233,0.005088,0.048256,0.000608,0.013536,0.175105,0.001824,0.001120,0.000352,0.889795
0.415041,0.018240,0.203585,0.005088,0.047584,0.000608,0.013472,0.176928,0.002400,0.001056,0.000352,0.892386
0.416417,0.017504,0.203392,0.005088,0.047841,0.000608,0.013536,0.169120,0.002304,0.001088,0.000384,0.885154
0.416769,0.017569,0.202784,0.005088,0.047456,0.000832,0.014144,0.177761,0.002144,0.001248,0.000288,0.894947
0.416513,0.017664,0.203009,0.005056,0.047328,0.000800,0.013696,0.176417,0.002080,0.001120,0.000384,0.891907
0.416161,0.017408,0.241569,0.005248,0.048384,0.000576,0.013632,0.181440,0.002272,0.001088,0.000384,0.936706
0.415521,0.017440,0.202401,0.005056,0.048800,0.000608,0.013568,0.175872,0.002528,0.001120,0.000352,0.891202
0.416098,0.017312,0.203680,0.005152,0.047648,0.000608,0.013600,0.175809,0.002112,0.001216,0.000384,0.891555
0.416961,0.017728,0.203297,0.005312,0.047360,0.000576,0.013440,0.176033,0.002368,0.001120,0.000352,0.892931
0.415681,0.017472,0.202753,0.005152,0.048064,0.000576,0.013472,0.172257,0.002432,0.001216,0.000416,0.888067
0.418049,0.017376,0.202209,0.005056,0.047968,0.000576,0.013664,0.181984,0.002144,0.001056,0.000384,0.898434
0.416225,0.017696,0.203040,0.004992,0.047776,0.000608,0.013440,0.167328,0.002112,0.001088,0.000416,0.882690
0.416577,0.017472,0.220993,0.005472,0.047424,0.000544,0.013440,0.169345,0.001856,0.001024,0.000384,0.902851
0.417217,0.017440,0.202753,0.005120,0.048256,0.000608,0.013760,0.182464,0.002464,0.001121,0.000384,0.899811
0.416897,0.017632,0.202561,0.005248,0.048608,0.000576,0.013376,0.171488,0.002272,0.001088,0.000352,0.888194
0.416194,0.017568,0.203200,0.005280,0.047840,0.000608,0.013408,0.181089,0.002336,0.001120,0.000384,0.896835
0.415617,0.017696,0.201889,0.005376,0.048224,0.000576,0.013440,0.174049,0.002208,0.001152,0.000416,0.888515
0.416961,0.017408,0.202177,0.005120,0.049792,0.000640,0.013536,0.199713,0.002048,0.000992,0.000352,0.916579
0.416001,0.017600,0.201953,0.005120,0.049344,0.000640,0.013632,0.183712,0.002592,0.001184,0.000416,0.899362
0.416289,0.017472,0.220192,0.005216,0.049057,0.000576,0.013856,0.169280,0.001888,0.001248,0.000384,0.903778
0.416578,0.017632,0.202176,0.005024,0.048096,0.000608,0.013664,0.173217,0.002432,0.001120,0.000416,0.888419
0.415521,0.017600,0.202177,0.005152,0.047936,0.000640,0.013632,0.172641,0.002144,0.000960,0.000352,0.886499
0.415905,0.017696,0.203169,0.005120,0.049152,0.000608,0.013664,0.169184,0.002304,0.001088,0.000384,0.885602
0.432386,0.017472,0.203616,0.005280,0.048000,0.000576,0.013953,0.177600,0.002464,0.001248,0.000384,0.912579
0.415777,0.017664,0.202657,0.005056,0.047712,0.000608,0.013920,0.175265,0.002592,0.001024,0.000416,0.890083
0.414849,0.017472,0.203521,0.005088,0.049248,0.000608,0.014560,0.173057,0.002464,0.001024,0.000384,0.889891
0.415457,0.017376,0.220353,0.005216,0.048384,0.000576,0.013920,0.171328,0.002272,0.001024,0.000416,0.904130
0.415745,0.017376,0.202656,0.005056,0.049952,0.000640,0.013920,0.164608,0.002624,0.000960,0.000384,0.881538
0.414945,0.017472,0.202657,0.005088,0.049760,0.000576,0.013792,0.174273,0.002080,0.000960,0.000384,0.889315
0.415713,0.017664,0.202465,0.005120,0.048992,0.000576,0.013888,0.174048,0.002304,0.000992,0.000384,0.890114
0.433505,0.017632,0.202529,0.005056,0.048384,0.000544,0.013760,0.177472,0.002016,0.001120,0.000320,0.910274
0.418146,0.017504,0.203008,0.005280,0.049216,0.000608,0.013952,0.172833,0.002048,0.001184,0.000352,0.892099
0.416129,0.017504,0.202817,0.005184,0.048480,0.000608,0.013888,0.174017,0.001952,0.001120,0.000384,0.890115
0.415681,0.017536,0.220641,0.005216,0.048128,0.000640,0.013856,0.172449,0.002176,0.001120,0.000384,0.906595
0.415457,0.017440,0.202433,0.005088,0.047744,0.000800,0.013696,0.180160,0.002176,0.001248,0.000352,0.894338
0.416289,0.017888,0.202368,0.005216,0.048033,0.000608,0.013920,0.182112,0.002528,0.001184,0.000352,0.898434
0.415714,0.017600,0.202272,0.005120,0.048032,0.000800,0.013504,0.172769,0.002592,0.001120,0.000320,0.887779
0.432033,0.017440,0.202145,0.005120,0.048032,0.000576,0.013920,0.170113,0.002592,0.001216,0.000384,0.901635
0.416033,0.017760,0.202753,0.005120,0.047712,0.000576,0.013664,0.173984,0.002272,0.001056,0.000384,0.889346
0.416033,0.017728,0.202528,0.005440,0.048641,0.000576,0.013408,0.175264,0.002144,0.001120,0.000384,0.890946
0.415586,0.017536,0.222048,0.005504,0.047808,0.000608,0.013728,0.165761,0.001856,0.001184,0.000384,0.901155
0.416449,0.017856,0.202177,0.005024,0.047968,0.000576,0.013600,0.183777,0.001888,0.001216,0.000384,0.898659
0.415681,0.017440,0.202657,0.005248,0.048736,0.000576,0.013536,0.169664,0.002432,0.001152,0.000384,0.885986
0.416289,0.017760,0.202080,0.005121,0.048224,0.000608,0.014784,0.181376,0.002368,0.001088,0.000384,0.900258
0.430594,0.017472,0.202944,0.005120,0.047904,0.000768,0.013569,0.174784,0.002048,0.001184,0.000384,0.905251
0.416897,0.017568,0.203553,0.005088,0.047488,0.000576,0.013440,0.186241,0.002016,0.001056,0.000384,0.902339
0.419137,0.017568,0.205153,0.005088,0.048032,0.000608,0.013728,0.178113,0.002432,0.001152,0.000416,0.900419
0.416545,0.017728,0.221281,0.005696,0.047648,0.000608,0.013824,0.175008,0.002240,0.001088,0.000384,0.910274
0.415969,0.017664,0.203232,0.005280,0.048193,0.000640,0.013728,0.174912,0.002368,0.001024,0.000416,0.890946
0.415938,0.017696,0.202400,0.005312,0.047776,0.000576,0.013632,0.200929,0.002528,0.001248,0.000416,0.916323
0.416353,0.017504,0.202497,0.005120,0.048544,0.000608,0.013632,0.176257,0.002944,0.001248,0.000384,0.892899
0.415809,0.017504,0.202849,0.005248,0.048384,0.000608,0.013888,0.168512,0.002432,0.000960,0.000384,0.884354
0.415041,0.017504,0.202784,0.005217,0.048320,0.000640,0.014048,0.180864,0.001888,0.000960,0.000416,0.895810
0.416130,0.017696,0.202944,0.005024,0.048672,0.000576,0.013568,0.182369,0.002240,0.000992,0.000384,0.901059
0.417313,0.017632,0.225569,0.005248,0.047808,0.000576,0.014624,0.170657,0.002208,0.001088,0.000384,0.911299
0.416001,0.017568,0.203041,0.005248,0.048384,0.000608,0.014400,0.176225,0.002336,0.001056,0.000384,0.893635
0.416321,0.017504,0.202945,0.005184,0.049088,0.000576,0.014592,0.183456,0.001952,0.001088,0.000416,0.900898
0.416897,0.017504,0.202656,0.005024,0.048449,0.000608,0.014112,0.178336,0.001920,0.001120,0.000416,0.895362
0.417026,0.017440,0.202656,0.005056,0.048736,0.000544,0.013600,0.179809,0.002112,0.001088,0.000384,0.896643
0.416065,0.017536,0.204737,0.005056,0.047904,0.000576,0.013984,0.176833,0.002112,0.001152,0.000416,0.894307
0.415841,0.017664,0.204321,0.005024,0.047744,0.000576,0.013664,0.184000,0.001920,0.001152,0.000352,0.900002
0.416929,0.017536,0.218112,0.005312,0.047809,0.000608,0.014560,0.186400,0.001856,0.001024,0.000384,0.919234
0.416514,0.017632,0.203040,0.005056,0.047520,0.000576,0.014368,0.174753,0.001792,0.001120,0.000416,0.891043
0.417441,0.017536,0.202593,0.005152,0.048480,0.000608,0.014208,0.176513,0.002528,0.001216,0.000416,0.897219
0.417633,0.017504,0.201889,0.005088,0.050400,0.000640,0.014176,0.172288,0.002272,0.001120,0.000384,0.891618
0.416385,0.017472,0.202177,0.005056,0.049152,0.000608,0.013824,0.169408,0.002400,0.001376,0.000384,0.885826
0.416418,0.017696,0.203168,0.005120,0.049760,0.000544,0.013984,0.172289,0.002304,0.001344,0.000352,0.890595
0.417249,0.017536,0.202497,0.005152,0.049088,0.000576,0.013600,0.175201,0.001888,0.001088,0.000416,0.892003
0.416193,0.017536,0.221217,0.005344,0.048096,0.000576,0.013504,0.168896,0.001920,0.001312,0.000416,0.903042
0.416545,0.017536,0.202432,0.005120,0.049857,0.000576,0.013472,0.177696,0.002240,0.001472,0.000352,0.895362
0.418978,0.017504,0.202944,0.005056,0.048896,0.000640,0.013376,0.172705,0.002304,0.001120,0.000384,0.892515
0.418273,0.017440,0.202177,0.005024,0.048992,0.000576,0.013504,0.174369,0.002208,0.001280,0.000384,0.892323
0.431489,0.017536,0.202689,0.005088,0.048608,0.000576,0.013760,0.165824,0.002368,0.001152,0.000320,0.897474
0.420353,0.017632,0.206304,0.005120,0.050401,0.000576,0.013920,0.184992,0.002080,0.001184,0.000384,0.912642
0.415970,0.017600,0.202848,0.005152,0.047968,0.000608,0.014112,0.172897,0.002368,0.000992,0.000384,0.889571
0.416993,0.017728,0.220769,0.005184,0.048544,0.000608,0.013856,0.171009,0.001920,0.001088,0.000416,0.906243
0.417121,0.017504,0.203201,0.005216,0.048192,0.000608,0.013664,0.170944,0.002656,0.001088,0.000416,0.888386
0.416289,0.017568,0.202657,0.005088,0.048192,0.000576,0.014464,0.175232,0.002368,0.001312,0.000384,0.892770
0.417473,0.017600,0.202784,0.005120,0.050945,0.000608,0.015040,0.159712,0.002464,0.001248,0.000384,0.882146
0.431873,0.017505,0.202560,0.005056,0.051232,0.000608,0.014112,0.167105,0.002240,0.001216,0.000384,0.902339
0.415329,0.017664,0.202465,0.005344,0.047936,0.000576,0.013952,0.176064,0.002240,0.001216,0.000416,0.890691
0.416065,0.017312,0.202625,0.005056,0.048480,0.000608,0.013376,0.166784,0.002112,0.001280,0.000384,0.881890
0.416642,0.017696,0.222560,0.005312,0.048960,0.000576,0.013473,0.175648,0.002208,0.001312,0.000384,0.912835
0.416961,0.017697,0.204448,0.005056,0.048416,0.000768,0.013568,0.177761,0.002240,0.001408,0.000384,0.897347
0.416737,0.017440,0.202689,0.005088,0.050208,0.000576,0.014144,0.169953,0.001952,0.001312,0.000384,0.888355
0.418401,0.017600,0.203617,0.005152,0.048576,0.000576,0.014304,0.183328,0.002656,0.001152,0.000448,0.903906
0.416769,0.017536,0.203137,0.005056,0.048256,0.000608,0.013856,0.176992,0.002720,0.001120,0.000352,0.895234
0.418241,0.017504,0.203424,0.005120,0.050177,0.000608,0.014528,0.168544,0.002528,0.001088,0.000384,0.889794
0.416065,0.017729,0.203200,0.005280,0.047968,0.000608,0.014720,0.174913,0.002400,0.001120,0.000448,0.892003
0.415681,0.017440,0.216769,0.005280,0.047872,0.000576,0.014432,0.165217,0.002304,0.001312,0.000416,0.895171
0.414977,0.017472,0.203553,0.005088,0.047808,0.000608,0.014368,0.171584,0.002016,0.001504,0.000352,0.885858
0.414818,0.017376,0.202848,0.005056,0.048128,0.000608,0.013920,0.171233,0.002400,0.001024,0.000384,0.885283
0.415585,0.017664,0.203041,0.005120,0.049152,0.000608,0.014176,0.161377,0.002176,0.001152,0.000384,0.879363
0.431745,0.017568,0.202529,0.005184,0.048256,0.000608,0.014464,0.167040,0.002016,0.001056,0.000352,0.898210
0.415873,0.017440,0.202464,0.005056,0.047873,0.000576,0.014080,0.167808,0.002016,0.001088,0.000384,0.881858
0.415266,0.017728,0.202592,0.005056,0.049952,0.000608,0.013792,0.159169,0.001888,0.001376,0.000352,0.874755
0.415393,0.017536,0.222433,0.005216,0.049856,0.000608,0.013568,0.173249,0.001792,0.001024,0.000384,0.909027
0.414849,0.017440,0.202657,0.005088,0.049472,0.000608,0.013472,0.167712,0.001824,0.001024,0.000352,0.881698
0.415137,0.017472,0.201856,0.005088,0.048033,0.000576,0.013344,0.168288,0.002112,0.000992,0.000320,0.880578
0.414689,0.017376,0.202209,0.005056,0.048896,0.000576,0.013376,0.168257,0.002112,0.000928,0.000384,0.880867
0.433505,0.017440,0.202913,0.004992,0.048512,0.000576,0.013376,0.163680,0.002528,0.000928,0.000384,0.895778
0.414913,0.017664,0.202880,0.005344,0.047873,0.000576,0.013376,0.165728,0.001920,0.000960,0.000352,0.878722
0.415937,0.017729,0.203104,0.005312,0.047392,0.000800,0.013408,0.176385,0.002176,0.001376,0.000352,0.893155
0.416001,0.017728,0.202913,0.005088,0.047936,0.000576,0.013344,0.193025,0.002112,0.001120,0.000320,0.907811
0.416321,0.017504,0.202401,0.005024,0.048000,0.000576,0.013408,0.164160,0.001856,0.000928,0.000352,0.878498
0.415137,0.017408,0.203136,0.005152,0.048225,0.000608,0.013408,0.164608,0.002464,0.001184,0.000352,0.879074
0.415233,0.017472,0.203201,0.005024,0.047936,0.000576,0.013408,0.163489,0.002144,0.001472,0.000352,0.877635
0.432737,0.017728,0.202561,0.005056,0.047552,0.000512,0.013440,0.171009,0.001920,0.000960,0.000352,0.901251
0.415265,0.017408,0.203041,0.005088,0.047456,0.000576,0.013504,0.166240,0.001856,0.000992,0.000352,0.879266
0.415970,0.017696,0.203296,0.005024,0.047008,0.000576,0.013440,0.173889,0.001952,0.000992,0.000384,0.887875
0.416801,0.017664,0.203649,0.005056,0.046912,0.000608,0.013344,0.165505,0.002336,0.000992,0.000384,0.898659
0.415649,0.017632,0.202337,0.005056,0.047360,0.000576,0.013472,0.173024,0.001984,0.001216,0.000384,0.885730
