Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[9],Layer[10],classifier
0.417377,0.017568,0.203137,0.004800,0.047296,0.000832,0.013568,0.000352,0.179233,0.000576,0.892163
0.416385,0.017664,0.201921,0.004832,0.047008,0.000608,0.013568,0.000416,0.179840,0.000576,0.890562
0.416066,0.017792,0.220096,0.004992,0.047041,0.000576,0.013440,0.000448,0.178880,0.000640,0.907811
0.415777,0.017633,0.202080,0.004800,0.047008,0.000576,0.013536,0.000384,0.179873,0.000672,0.890403
0.416353,0.017664,0.202465,0.004832,0.047072,0.000608,0.013440,0.000416,0.179713,0.000512,0.890307
0.417665,0.017920,0.203361,0.004832,0.047072,0.000640,0.013536,0.000384,0.178080,0.000672,0.893570
0.416737,0.017632,0.202336,0.004928,0.047041,0.000608,0.013536,0.000352,0.180128,0.000544,0.891234
0.416258,0.018080,0.202368,0.004832,0.047232,0.000576,0.013472,0.000352,0.181601,0.000576,0.892835
0.415905,0.017536,0.202433,0.004832,0.047008,0.000608,0.013568,0.000352,0.188065,0.000544,0.897923
0.416609,0.017696,0.221473,0.005216,0.047360,0.000640,0.013536,0.000352,0.175104,0.000704,0.906530
0.415873,0.017312,0.202336,0.004864,0.047425,0.000608,0.013440,0.000384,0.174304,0.000576,0.884994
0.415554,0.017472,0.203200,0.004896,0.046912,0.000576,0.013408,0.000352,0.180161,0.000544,0.890403
0.416129,0.017952,0.202465,0.004832,0.047136,0.000608,0.013504,0.000352,0.172641,0.000544,0.883843
0.416129,0.018080,0.202337,0.004800,0.047104,0.000640,0.013472,0.000352,0.177216,0.000576,0.888066
0.416193,0.017696,0.201920,0.004993,0.047520,0.000800,0.013440,0.000352,0.177856,0.000896,0.888930
0.416738,0.017600,0.202688,0.004832,0.047488,0.000832,0.013568,0.000384,0.186945,0.000512,0.899619
0.417153,0.017568,0.231649,0.005184,0.047104,0.000800,0.013568,0.000384,0.175809,0.000576,0.918275
0.416417,0.017376,0.202049,0.005280,0.046976,0.000800,0.013568,0.000384,0.176160,0.000512,0.886754
0.416801,0.017536,0.202081,0.004832,0.046944,0.000832,0.013504,0.000416,0.181952,0.000544,0.892738
0.416386,0.017696,0.202336,0.004864,0.047168,0.000608,0.013472,0.000416,0.177569,0.000608,0.888643
0.416257,0.018016,0.202336,0.004928,0.047104,0.000832,0.013408,0.000416,0.181153,0.000576,0.892323
0.416001,0.017568,0.202369,0.004800,0.046912,0.000576,0.013376,0.000384,0.171937,0.000512,0.882339
0.416417,0.017664,0.202657,0.004832,0.046912,0.000640,0.013600,0.000384,0.178048,0.000576,0.889154
0.415905,0.017920,0.219552,0.005056,0.047073,0.000576,0.013440,0.000416,0.179104,0.000576,0.907362
0.415681,0.017665,0.202272,0.004864,0.046880,0.000608,0.013536,0.000416,0.176897,0.000480,0.886595
0.416481,0.018048,0.203745,0.004896,0.047360,0.000544,0.013664,0.000384,0.187041,0.000768,0.900803
0.416545,0.018240,0.203297,0.004864,0.047392,0.000800,0.013504,0.000352,0.173312,0.000544,0.886434
0.419393,0.017344,0.202208,0.004800,0.047201,0.000832,0.013536,0.000448,0.184256,0.000640,0.898242
0.416162,0.017408,0.202752,0.004896,0.047360,0.000576,0.013504,0.000384,0.190721,0.000672,0.902179
0.416161,0.017632,0.201857,0.004928,0.046944,0.000832,0.013632,0.000352,0.179297,0.000640,0.889539
0.417057,0.017568,0.219745,0.005088,0.047104,0.000576,0.013536,0.000384,0.182752,0.000544,0.912450
0.415777,0.017888,0.202496,0.004865,0.046912,0.000672,0.013568,0.000384,0.182592,0.000544,0.893282
0.415682,0.017664,0.202944,0.004832,0.046848,0.000576,0.013536,0.000384,0.181153,0.000608,0.891939
0.416641,0.017760,0.202945,0.004832,0.046912,0.000608,0.013536,0.000384,0.180065,0.000544,0.891619
0.420449,0.017632,0.202337,0.004864,0.047040,0.000576,0.013536,0.000352,0.185185,0.000512,0.900195
0.417697,0.018016,0.204161,0.004896,0.047072,0.000864,0.013664,0.000352,0.197472,0.000704,0.913026
0.416897,0.017728,0.202976,0.004864,0.047169,0.000576,0.013600,0.000384,0.195744,0.000576,0.908226
0.416066,0.017504,0.223360,0.004992,0.047136,0.000832,0.013504,0.000384,0.188929,0.000512,0.921507
0.415809,0.017473,0.202784,0.004832,0.046976,0.000576,0.013440,0.000416,0.178337,0.000544,0.889283
0.415201,0.017632,0.202081,0.004864,0.047008,0.000800,0.013536,0.000384,0.176481,0.000704,0.885731
0.415777,0.017440,0.202945,0.004832,0.047136,0.000576,0.013376,0.000384,0.170176,0.000576,0.881282
0.416065,0.017600,0.202336,0.004864,0.047072,0.000832,0.013473,0.000384,0.181728,0.000672,0.893346
0.418210,0.017536,0.202816,0.004896,0.046976,0.000832,0.013440,0.000416,0.187105,0.000544,0.900291
0.416545,0.017856,0.202721,0.005312,0.047072,0.000576,0.013504,0.000416,0.180033,0.000576,0.892771
0.416321,0.018080,0.225217,0.005344,0.047008,0.000608,0.013440,0.000416,0.185216,0.000544,0.921154
0.416481,0.017696,0.202177,0.005024,0.047456,0.000576,0.013600,0.000384,0.182336,0.000544,0.894178
0.415586,0.017792,0.202624,0.005056,0.047136,0.000576,0.013440,0.000448,0.176353,0.000544,0.886979
0.416513,0.017344,0.202369,0.005312,0.047328,0.000608,0.013632,0.000384,0.185921,0.000576,0.897539
0.416545,0.017632,0.202945,0.004768,0.047040,0.000608,0.013440,0.000416,0.186080,0.000576,0.897602
0.415713,0.017824,0.202113,0.004832,0.047040,0.000576,0.013536,0.000384,0.178112,0.000544,0.887842
0.416610,0.017760,0.202176,0.005024,0.047168,0.000768,0.013568,0.000352,0.177793,0.000544,0.889347
0.416769,0.017632,0.217921,0.005216,0.047072,0.000576,0.013440,0.000352,0.177313,0.000576,0.904579
0.416801,0.017696,0.202369,0.004800,0.047072,0.000576,0.013376,0.000384,0.184288,0.000512,0.895106
0.416481,0.017760,0.202208,0.004865,0.046944,0.000576,0.013536,0.000384,0.173184,0.000512,0.883522
0.415970,0.017760,0.202784,0.005056,0.047040,0.000608,0.013408,0.000384,0.186337,0.000736,0.899395
0.415873,0.017504,0.202817,0.004864,0.047040,0.000800,0.013568,0.000352,0.177313,0.000736,0.889411
0.416833,0.017600,0.202337,0.004832,0.047392,0.000832,0.013472,0.000352,0.173856,0.000672,0.885122
0.415521,0.017344,0.202144,0.004864,0.046977,0.000608,0.013504,0.000416,0.177408,0.000480,0.886402
0.416066,0.017472,0.221504,0.005056,0.047008,0.000576,0.013440,0.000384,0.174977,0.000512,0.904995
0.415777,0.017504,0.202113,0.005152,0.046944,0.000832,0.013568,0.000352,0.176353,0.000480,0.886115
0.416161,0.017440,0.202049,0.004800,0.046976,0.000800,0.013408,0.000448,0.173664,0.000512,0.883714
0.416513,0.017600,0.202976,0.004800,0.046913,0.000608,0.013536,0.000384,0.182208,0.000544,0.894338
0.444930,0.017792,0.202176,0.005056,0.047232,0.000832,0.013408,0.000352,0.173729,0.000544,0.913955
0.416353,0.017760,0.202625,0.004832,0.046976,0.000832,0.013536,0.000384,0.178369,0.000576,0.889571
0.416321,0.017664,0.202625,0.005056,0.047264,0.000832,0.013504,0.000384,0.178528,0.000512,0.890338
0.416097,0.017632,0.218816,0.005344,0.047105,0.000640,0.013632,0.000384,0.181600,0.000544,0.909858
0.415970,0.017216,0.202240,0.004896,0.047136,0.000768,0.013472,0.000384,0.176673,0.000480,0.886467
0.416065,0.017376,0.202177,0.004768,0.046880,0.000576,0.013568,0.000384,0.190305,0.000512,0.899395
0.416001,0.017600,0.201921,0.004896,0.047040,0.000800,0.013472,0.000416,0.183424,0.000544,0.893474
0.433057,0.017344,0.203232,0.004800,0.046913,0.000800,0.013472,0.000384,0.205536,0.000576,0.933826
0.416258,0.017344,0.201728,0.005120,0.047136,0.000800,0.013504,0.000352,0.174657,0.000640,0.884739
0.415649,0.017344,0.202081,0.004864,0.046976,0.000864,0.013472,0.000384,0.181153,0.000608,0.890499
0.415873,0.017536,0.201921,0.005056,0.063136,0.000832,0.013472,0.000352,0.180448,0.000640,0.907586
0.415809,0.017344,0.201888,0.005056,0.047041,0.000800,0.013440,0.000384,0.174272,0.000544,0.883746
0.415937,0.017761,0.203104,0.005248,0.047232,0.000608,0.013376,0.000384,0.180225,0.000480,0.893027
0.415713,0.017824,0.202049,0.005056,0.047136,0.000640,0.013600,0.000384,0.176897,0.000544,0.887171
0.432193,0.017760,0.203201,0.005024,0.047104,0.000576,0.013472,0.000416,0.175904,0.000512,0.903714
0.417985,0.017600,0.202560,0.004832,0.047072,0.000832,0.013601,0.000384,0.177856,0.000512,0.890338
0.418433,0.017568,0.202433,0.004768,0.047104,0.000576,0.013440,0.000352,0.176833,0.000480,0.888931
0.417953,0.017568,0.202369,0.004832,0.047104,0.000992,0.013472,0.000416,0.206145,0.000576,0.918691
0.416193,0.017760,0.202561,0.005056,0.046880,0.000608,0.013472,0.000352,0.175232,0.000576,0.886050
0.416194,0.017536,0.202496,0.005056,0.047200,0.000832,0.013472,0.000320,0.179969,0.000608,0.891075
0.416609,0.017760,0.202785,0.004800,0.047104,0.001024,0.013760,0.000384,0.174785,0.000704,0.887267
0.432001,0.020864,0.202305,0.005120,0.047104,0.000832,0.013472,0.000352,0.171649,0.000640,0.902659
0.416897,0.017440,0.202305,0.004864,0.047360,0.000992,0.013408,0.000384,0.177920,0.000608,0.890754
0.416225,0.017568,0.203648,0.005024,0.047136,0.000960,0.013472,0.000384,0.178976,0.000544,0.891778
0.416065,0.017376,0.202049,0.004832,0.047264,0.000544,0.013440,0.000384,0.197697,0.000672,0.908323
0.416225,0.017344,0.202273,0.004992,0.047040,0.000576,0.013504,0.000352,0.189985,0.000544,0.900259
0.416353,0.017472,0.201953,0.005088,0.046880,0.000608,0.013728,0.000384,0.172864,0.000576,0.883138
0.416418,0.017632,0.202368,0.004832,0.047104,0.000832,0.013536,0.000352,0.177793,0.000480,0.888739
0.434049,0.017664,0.202113,0.004832,0.047104,0.000800,0.013440,0.000384,0.170913,0.000512,0.900067
0.416161,0.017536,0.201921,0.004800,0.047104,0.000832,0.013568,0.000352,0.177024,0.000608,0.887074
0.416385,0.017952,0.202976,0.005024,0.047009,0.000576,0.013728,0.000352,0.159328,0.000480,0.871138
0.415329,0.018081,0.202880,0.004896,0.046976,0.000608,0.013472,0.000384,0.167073,0.000480,0.877251
0.416385,0.018016,0.202785,0.004928,0.047040,0.000832,0.013536,0.000384,0.180001,0.000544,0.892931
0.415777,0.017760,0.202721,0.004992,0.046944,0.000832,0.013600,0.000384,0.201696,0.000544,0.912642
0.415649,0.017536,0.202272,0.004832,0.047425,0.000832,0.013504,0.000352,0.184736,0.000544,0.895298
0.431106,0.017472,0.202208,0.004832,0.047488,0.000800,0.013600,0.000352,0.176513,0.000544,0.902147
0.416417,0.017440,0.202177,0.004896,0.047552,0.000832,0.013440,0.000384,0.172225,0.000544,0.882947
0.416097,0.017248,0.203041,0.004832,0.047136,0.000832,0.013504,0.000320,0.175488,0.000576,0.886914
0.415649,0.017728,0.201824,0.004896,0.046976,0.000800,0.013441,0.000384,0.176064,0.000512,0.885090
0.415489,0.017472,0.202625,0.004800,0.046912,0.000608,0.013472,0.000384,0.167329,0.000512,0.876963
0.415553,0.017312,0.203041,0.004800,0.046752,0.000608,0.013472,0.000384,0.176928,0.000544,0.886530
0.415649,0.017408,0.202592,0.004832,0.046945,0.000800,0.013440,0.000384,0.173280,0.000512,0.883138
0.416577,0.017696,0.226113,0.005376,0.047328,0.000608,0.013536,0.000352,0.180673,0.000544,0.918307
0.415745,0.017568,0.202049,0.004832,0.047008,0.000544,0.013504,0.000352,0.172257,0.000544,0.881667
0.414081,0.017440,0.203361,0.004864,0.046912,0.000832,0.013472,0.000352,0.174048,0.000512,0.882690
0.415874,0.017504,0.202112,0.005248,0.047072,0.000832,0.013408,0.000384,0.184449,0.000512,0.894339
0.445537,0.017408,0.202369,0.004800,0.046944,0.000576,0.013440,0.000384,0.175777,0.000512,0.914851
0.416385,0.017248,0.201889,0.004896,0.046944,0.000800,0.013408,0.000384,0.173120,0.000480,0.882370
0.415265,0.017760,0.202240,0.004896,0.047393,0.000800,0.013312,0.000416,0.180832,0.000544,0.890658
0.415426,0.017760,0.220128,0.005120,0.047264,0.000544,0.013376,0.000416,0.180289,0.000576,0.908259
0.415233,0.017408,0.202305,0.004800,0.047008,0.000832,0.013344,0.000384,0.176449,0.000480,0.885219
0.415745,0.017344,0.204001,0.004800,0.047136,0.000864,0.013376,0.000352,0.176480,0.000544,0.887874
0.415074,0.020832,0.202528,0.004864,0.047008,0.000864,0.013696,0.000384,0.177537,0.000544,0.890915
0.431841,0.017984,0.202657,0.004768,0.047040,0.000832,0.013440,0.000384,0.180161,0.000544,0.906915
0.416417,0.017760,0.202177,0.004832,0.046944,0.000576,0.013440,0.000352,0.178624,0.000480,0.888610
0.416673,0.017600,0.202144,0.004928,0.047361,0.000576,0.013408,0.000416,0.178560,0.000512,0.889250
0.415201,0.017601,0.202496,0.004800,0.047040,0.000832,0.013472,0.000352,0.211745,0.000544,0.921411
0.415169,0.017536,0.202081,0.004832,0.046912,0.000640,0.013376,0.000384,0.170369,0.000512,0.878627
0.415809,0.017632,0.202433,0.004768,0.047168,0.000608,0.013344,0.000384,0.158560,0.000512,0.868226
0.415458,0.017440,0.202048,0.004832,0.046848,0.000832,0.013312,0.000352,0.173825,0.000512,0.882371
0.433569,0.017472,0.202081,0.004864,0.046912,0.000896,0.013376,0.000384,0.178433,0.000544,0.905699
0.415041,0.017216,0.202465,0.004832,0.046816,0.000576,0.013376,0.000416,0.171136,0.000480,0.879298
0.415361,0.017920,0.202176,0.004864,0.047040,0.000608,0.013441,0.000384,0.180192,0.000608,0.890178
0.416385,0.017952,0.201857,0.004896,0.047008,0.000800,0.013376,0.000384,0.175585,0.000544,0.885955
0.416353,0.017632,0.202273,0.004800,0.047136,0.000832,0.013472,0.000352,0.173888,0.000512,0.884578
0.416161,0.017568,0.201857,0.004800,0.046944,0.000800,0.013408,0.000352,0.165344,0.000544,0.875202
0.416866,0.017600,0.202112,0.004864,0.047072,0.000576,0.013440,0.000352,0.177921,0.000544,0.888707
0.416129,0.017792,0.220289,0.005248,0.047072,0.000832,0.013376,0.000384,0.183841,0.000512,0.913827
0.415457,0.017792,0.202497,0.004864,0.047456,0.000896,0.013472,0.000384,0.177696,0.000480,0.888034
0.417121,0.017984,0.201984,0.004800,0.046977,0.000800,0.013408,0.000384,0.177824,0.000480,0.888962
0.415745,0.017601,0.202176,0.004992,0.047200,0.000864,0.013536,0.000384,0.180289,0.000608,0.890499
0.415105,0.017792,0.202177,0.004832,0.047776,0.000800,0.013408,0.000352,0.177281,0.000576,0.887555
0.415585,0.017504,0.203041,0.004800,0.047968,0.000864,0.013568,0.000384,0.172032,0.000640,0.884066
0.417249,0.017472,0.202112,0.004896,0.048128,0.000608,0.013409,0.000320,0.179328,0.000544,0.891874
0.416257,0.018048,0.219713,0.005216,0.048288,0.000864,0.013376,0.000320,0.176417,0.000640,0.907171
0.415745,0.017824,0.202273,0.004832,0.048352,0.000928,0.013440,0.000352,0.181313,0.000576,0.892611
0.415137,0.017472,0.201921,0.004768,0.048192,0.000832,0.013408,0.000352,0.176224,0.000512,0.885922
0.415522,0.017408,0.203904,0.005056,0.047648,0.000832,0.013376,0.000352,0.177505,0.000544,0.889187
0.431009,0.017472,0.202017,0.004896,0.048512,0.000800,0.013472,0.000352,0.178497,0.000544,0.904995
0.416353,0.017792,0.203009,0.005216,0.047168,0.000832,0.013344,0.000352,0.184896,0.000544,0.897058
0.415681,0.017760,0.203936,0.004800,0.047809,0.000832,0.013440,0.000320,0.176000,0.000576,0.888386
0.416034,0.017472,0.217952,0.005088,0.047552,0.000832,0.013408,0.000352,0.177729,0.000544,0.904675
0.416161,0.017440,0.203169,0.004832,0.048256,0.000832,0.013696,0.000384,0.176097,0.000480,0.888867
0.415809,0.017504,0.202177,0.005024,0.048736,0.000800,0.013984,0.000416,0.179904,0.000512,0.891778
0.415649,0.017984,0.202848,0.004864,0.047873,0.000928,0.013984,0.000352,0.186208,0.000544,0.898498
0.429250,0.017760,0.202400,0.004832,0.048192,0.000832,0.013984,0.000320,0.177729,0.000576,0.903491
0.416033,0.017632,0.203073,0.004800,0.049216,0.000800,0.013696,0.000384,0.173089,0.000544,0.886595
0.415937,0.017632,0.202081,0.004832,0.048416,0.000608,0.013440,0.000352,0.191392,0.000544,0.903010
0.416001,0.018112,0.202496,0.005056,0.065345,0.000896,0.013824,0.000352,0.177184,0.000576,0.907810
0.416385,0.017856,0.202272,0.005280,0.047808,0.000608,0.013408,0.000352,0.176961,0.000480,0.888963
0.415937,0.017824,0.202113,0.005088,0.047936,0.000800,0.013696,0.000384,0.176225,0.000512,0.887651
0.416289,0.017984,0.202401,0.004864,0.048704,0.000832,0.013952,0.000384,0.167456,0.000608,0.881634
0.441698,0.017824,0.203552,0.004768,0.048544,0.000864,0.013792,0.000384,0.185473,0.000576,0.924451
0.416449,0.017824,0.202049,0.004800,0.048256,0.000800,0.013920,0.000352,0.181825,0.000480,0.894339
0.416321,0.017760,0.202785,0.005280,0.048064,0.000800,0.013792,0.000384,0.178784,0.000544,0.891650
0.416449,0.017568,0.202208,0.004864,0.048033,0.000800,0.013472,0.000384,0.199104,0.000608,0.911042
0.415778,0.017600,0.202400,0.005056,0.049504,0.000768,0.013568,0.000320,0.182337,0.000512,0.895331
0.415841,0.017376,0.202337,0.004864,0.048000,0.000800,0.013440,0.000384,0.170785,0.000544,0.881923
0.417441,0.017984,0.203873,0.005312,0.048000,0.000832,0.013440,0.000320,0.191360,0.000544,0.907074
0.435297,0.017920,0.202497,0.005280,0.048448,0.000768,0.013632,0.000384,0.178272,0.000544,0.910722
0.415938,0.017472,0.202432,0.004864,0.048192,0.000832,0.013600,0.000416,0.176033,0.000576,0.887779
0.416321,0.017536,0.202273,0.005312,0.048192,0.000800,0.014336,0.000608,0.178177,0.000608,0.892515
0.416385,0.017888,0.202049,0.005024,0.047904,0.000832,0.014080,0.000352,0.208897,0.000640,0.921635
0.416161,0.017728,0.201729,0.005056,0.047776,0.000576,0.013536,0.000352,0.179616,0.000448,0.890850
0.415937,0.017472,0.201952,0.004864,0.048513,0.000768,0.013440,0.000384,0.180160,0.000544,0.891458
0.415745,0.017537,0.202784,0.005280,0.047840,0.000576,0.013376,0.000384,0.181633,0.000640,0.892963
0.431905,0.017696,0.202497,0.005248,0.048640,0.000832,0.014016,0.000352,0.181889,0.000544,0.911331
0.416673,0.017440,0.202785,0.005024,0.048416,0.000800,0.013888,0.000384,0.171776,0.000544,0.885218
