Layer[0],Layer[1],Layer[8],Layer[9],Layer[10],classifier
0.415778,0.017632,0.801442,0.001440,0.000416,1.242436
0.420577,0.017664,0.750818,0.001280,0.000384,1.196099
0.416289,0.017472,0.733186,0.001408,0.000448,1.173987
0.420289,0.017472,0.796610,0.001408,0.000416,1.241699
0.416161,0.017344,0.735298,0.001280,0.000384,1.175459
0.416961,0.017504,0.748066,0.001504,0.000416,1.190979
0.420545,0.035905,0.759266,0.001536,0.000448,1.223460
0.416386,0.017536,0.738946,0.001408,0.000416,1.180580
0.416257,0.017376,0.746402,0.001248,0.000352,1.186755
0.438113,0.017376,0.763138,0.001472,0.000384,1.225827
0.421217,0.017344,0.746530,0.001280,0.000384,1.191779
0.421057,0.017280,0.739266,0.001280,0.000384,1.185059
0.420737,0.017344,0.734210,0.001248,0.000352,1.178851
0.419969,0.017312,0.747619,0.001312,0.000320,1.192324
0.416354,0.017536,0.760962,0.001536,0.000416,1.202820
0.415938,0.017696,0.749954,0.001440,0.000352,1.191652
0.421217,0.017344,0.740066,0.001344,0.000384,1.185475
0.420321,0.017344,0.769922,0.001344,0.000352,1.215139
0.420545,0.017344,0.730786,0.001312,0.000352,1.175491
0.421089,0.017632,0.745858,0.001280,0.000384,1.191523
0.434369,0.017408,0.747938,0.001248,0.000384,1.206563
0.415841,0.017568,0.735747,0.001280,0.000384,1.176164
0.420993,0.017633,0.744386,0.001216,0.000352,1.189220
0.435362,0.017536,0.737378,0.001248,0.000384,1.197156
0.416161,0.017376,0.744386,0.001376,0.000352,1.185603
0.420609,0.017440,0.751202,0.001248,0.000384,1.195939
0.416449,0.017312,0.739618,0.001408,0.000320,1.180291
0.420161,0.017952,0.767394,0.001536,0.000320,1.212355
0.420513,0.017472,0.764226,0.001472,0.000384,1.209667
0.419361,0.017440,0.748354,0.001280,0.000352,1.191587
0.417409,0.017728,0.742531,0.001312,0.000352,1.184132
0.416834,0.017536,0.770306,0.001472,0.000416,1.211492
0.421410,0.017280,0.765250,0.001344,0.000384,1.210916
0.419969,0.017248,0.765570,0.001248,0.000352,1.209251
0.444929,0.017632,0.750018,0.001632,0.000384,1.220515
0.420929,0.017312,0.750978,0.001312,0.000384,1.195939
0.421025,0.017536,0.755491,0.001248,0.000416,1.200900
0.419874,0.017600,0.757410,0.001280,0.000544,1.201508
0.420065,0.017472,0.739362,0.001376,0.000384,1.183587
0.420417,0.017664,0.777506,0.001600,0.000512,1.224291
0.420673,0.017280,0.742370,0.001152,0.000352,1.186851
0.420769,0.017440,0.739170,0.001280,0.000448,1.184355
0.422081,0.017632,0.779842,0.001504,0.000416,1.227363
0.421537,0.017376,0.750435,0.001408,0.000416,1.196420
0.416161,0.017729,0.745250,0.001568,0.000352,1.186980
0.438146,0.017600,0.748578,0.001536,0.000352,1.212452
0.421185,0.017344,0.740674,0.001344,0.000384,1.186179
0.415873,0.017536,0.763810,0.001376,0.000352,1.204451
0.444257,0.017600,0.790146,0.001312,0.000448,1.259715
0.416577,0.017504,0.744002,0.001280,0.000448,1.185027
0.421633,0.017440,0.766563,0.001504,0.000384,1.213060
0.420802,0.017440,0.747842,0.001312,0.000384,1.192932
0.421025,0.017472,0.737698,0.001376,0.000320,1.183043
0.420993,0.017440,0.761666,0.001248,0.000320,1.206819
0.418401,0.017536,0.750818,0.001568,0.000416,1.195011
0.422305,0.017504,0.740610,0.001440,0.000416,1.188547
0.421249,0.017472,0.762658,0.001504,0.000480,1.208739
0.421057,0.017600,0.739875,0.001344,0.000352,1.185188
0.422338,0.017792,0.727490,0.001248,0.000384,1.174116
0.441058,0.017728,0.749506,0.001504,0.000416,1.215748
0.420993,0.017504,0.746210,0.001312,0.000384,1.191299
0.420737,0.017728,0.736066,0.001472,0.000384,1.181699
0.420129,0.017632,0.741858,0.001344,0.000384,1.186403
0.420737,0.017568,0.743874,0.001376,0.000384,1.189379
0.417409,0.017696,0.769698,0.001472,0.000448,1.212835
0.417889,0.017504,0.739587,0.001408,0.000352,1.181572
0.415553,0.017568,0.730211,0.001376,0.000352,1.169668
0.416673,0.017504,0.774147,0.001440,0.000416,1.214916
0.416482,0.017376,0.729474,0.001408,0.000416,1.170276
0.417698,0.017664,0.724866,0.001184,0.000352,1.166372
0.415714,0.017472,0.756578,0.001376,0.000320,1.196516
0.416610,0.017344,0.763138,0.001216,0.000320,1.203076
0.416161,0.020896,0.724834,0.001376,0.000352,1.168451
0.442817,0.017408,0.742370,0.001344,0.000384,1.209827
0.416193,0.017600,0.749186,0.001440,0.000384,1.190499
0.416673,0.017408,0.740322,0.001344,0.000352,1.180899
0.430209,0.017344,0.742082,0.001632,0.000480,1.196707
0.415969,0.017856,0.733506,0.001408,0.000416,1.174371
0.420801,0.017792,0.738818,0.001248,0.000352,1.184387
0.421313,0.017568,0.761891,0.001376,0.000416,1.207492
0.420482,0.017664,0.734626,0.001312,0.000384,1.179940
0.419810,0.017408,0.765538,0.001600,0.000384,1.210404
0.421409,0.017376,0.742178,0.001440,0.000384,1.187747
0.421377,0.017664,0.741506,0.001376,0.000384,1.188195
0.422529,0.017472,0.785346,0.001792,0.000416,1.233827
0.422177,0.017344,0.737762,0.001568,0.000384,1.184452
0.418145,0.017760,0.750211,0.001600,0.000448,1.194116
0.437762,0.017792,0.749474,0.001408,0.000384,1.211972
0.421633,0.017696,0.740162,0.001344,0.000320,1.186243
0.420257,0.018176,0.744898,0.001280,0.000352,1.190211
0.438145,0.017664,0.762786,0.001344,0.000352,1.226019
0.421089,0.017536,0.731490,0.001280,0.000352,1.177091
0.417665,0.017632,0.745090,0.001280,0.000352,1.187299
0.420737,0.017344,0.744771,0.001312,0.000384,1.189700
0.421890,0.017440,0.746466,0.001440,0.000384,1.193572
0.417697,0.017472,0.784418,0.001312,0.000384,1.226691
0.422881,0.017600,0.741954,0.001312,0.000352,1.189027
0.421537,0.017344,0.744098,0.001280,0.000384,1.189411
0.421089,0.017344,0.786210,0.001696,0.000384,1.232035
0.422529,0.017344,0.733635,0.001344,0.000352,1.180164
0.417345,0.017345,0.744482,0.001248,0.000416,1.186084
0.443522,0.017376,0.749090,0.001344,0.000384,1.217124
0.420897,0.017280,0.745826,0.001312,0.000384,1.190819
0.417889,0.017664,0.752482,0.001440,0.000384,1.195683
0.420929,0.017504,0.747810,0.001312,0.000384,1.192995
0.420225,0.017536,0.737186,0.001312,0.000416,1.181571
0.420161,0.017728,0.759555,0.001568,0.000448,1.206532
0.420418,0.017504,0.741634,0.001248,0.000320,1.186308
0.416322,0.017664,0.741538,0.001312,0.000352,1.182372
0.420033,0.017408,0.776162,0.001312,0.000384,1.220291
0.420801,0.017664,0.736258,0.001248,0.000384,1.181123
0.422785,0.017408,0.736226,0.001376,0.000416,1.183267
0.421953,0.017536,0.773506,0.001312,0.000416,1.219939
0.420641,0.018016,0.719106,0.001536,0.000384,1.165539
0.421825,0.017473,0.739746,0.001408,0.000416,1.186212
0.438978,0.017248,0.751426,0.001504,0.000416,1.214788
0.421121,0.017472,0.738626,0.001248,0.000320,1.183779
0.421601,0.017472,0.738722,0.001376,0.000352,1.184547
0.420737,0.017408,0.732706,0.001344,0.000352,1.177507
0.422753,0.017504,0.743938,0.001312,0.000416,1.190979
0.420737,0.017664,0.755106,0.001440,0.000416,1.200675
0.421345,0.017472,0.731107,0.001248,0.000352,1.176484
0.423650,0.017376,0.765698,0.001408,0.000352,1.213988
0.417217,0.017760,0.776770,0.001600,0.000384,1.223843
0.421665,0.017728,0.764482,0.001664,0.000352,1.211459
0.421281,0.017568,0.741602,0.001248,0.000352,1.187171
0.434689,0.017504,0.745027,0.001440,0.000384,1.204932
0.417122,0.017344,0.743042,0.001184,0.000384,1.184228
0.421186,0.017696,0.745858,0.001248,0.000416,1.191268
0.440929,0.017376,0.729922,0.001248,0.000384,1.195139
0.421761,0.017536,0.742786,0.001184,0.000416,1.188707
0.421921,0.017280,0.740514,0.001312,0.000352,1.186883
0.421057,0.017312,0.742466,0.001312,0.000416,1.188163
0.417985,0.017472,0.746210,0.001408,0.000384,1.190435
0.421729,0.017633,0.766594,0.001344,0.000384,1.212580
0.421634,0.017504,0.742690,0.001344,0.000352,1.188516
0.418433,0.017472,0.747682,0.001312,0.000352,1.190403
0.417025,0.017440,0.756642,0.001312,0.000352,1.198243
0.420929,0.017376,0.744066,0.001280,0.000352,1.188899
0.422017,0.017760,0.760514,0.001408,0.000384,1.206979
0.442945,0.017664,0.758147,0.001312,0.000384,1.225860
0.421122,0.017600,0.744994,0.001312,0.000384,1.191460
0.421377,0.018112,0.733954,0.001312,0.000384,1.180067
0.446689,0.017664,0.752898,0.001600,0.000352,1.227683
0.421825,0.017728,0.751074,0.001312,0.000384,1.197347
0.415425,0.017760,0.796067,0.001504,0.000416,1.236228
0.417666,0.017408,0.738594,0.001408,0.000384,1.180484
0.421633,0.017728,0.737762,0.001376,0.000352,1.183939
0.421985,0.017664,0.758882,0.001568,0.000416,1.205987
0.421985,0.017344,0.741986,0.001408,0.000384,1.188387
0.421857,0.017504,0.730914,0.001216,0.000416,1.176675
0.420577,0.018048,0.771139,0.001472,0.000416,1.216676
0.422561,0.017569,0.734594,0.001312,0.000416,1.181316
0.416546,0.017600,0.744770,0.001600,0.000416,1.187460
0.443137,0.017504,0.758786,0.001600,0.000416,1.226819
0.422145,0.017504,0.741826,0.001536,0.000352,1.188483
0.422305,0.017504,0.739842,0.001312,0.000384,1.186051
0.415073,0.017568,0.759458,0.001408,0.000384,1.201059
0.420961,0.017857,0.743490,0.001312,0.000384,1.188868
0.421570,0.017472,0.765026,0.001408,0.000320,1.210916
0.420289,0.017504,0.760930,0.001312,0.000320,1.205315
0.420801,0.017312,0.726050,0.001472,0.000352,1.170947
0.421441,0.017280,0.765058,0.001440,0.000512,1.212995
0.417761,0.017568,0.748802,0.001376,0.000384,1.192099
0.420129,0.017504,0.737059,0.001376,0.000352,1.181444
0.420738,0.017440,0.776482,0.001280,0.000320,1.221092
0.416001,0.017312,0.737538,0.001280,0.000352,1.177251
0.418849,0.018272,0.782018,0.001568,0.000480,1.230179
0.439170,0.017376,0.752770,0.001312,0.000352,1.217316
0.416865,0.017344,0.752642,0.001376,0.000448,1.194467
0.415617,0.017792,0.779618,0.001504,0.000384,1.220515
0.420449,0.017344,0.742850,0.001312,0.000384,1.187459
0.420737,0.017440,0.750755,0.001280,0.000352,1.195972
0.415746,0.017344,0.781250,0.001568,0.000384,1.224516
0.416353,0.017472,0.742178,0.001376,0.000384,1.182883
0.420289,0.017280,0.728738,0.001216,0.000352,1.172707
0.415489,0.017280,0.754818,0.001312,0.000448,1.196835
0.415425,0.017408,0.743042,0.001120,0.000320,1.182115
0.420193,0.017216,0.744738,0.001280,0.000384,1.189219
0.440705,0.017504,0.747619,0.001184,0.000352,1.213636
0.421633,0.017249,0.728322,0.001152,0.000352,1.173732
0.415970,0.017312,0.754722,0.001472,0.000384,1.194628
0.415713,0.017664,0.761922,0.001632,0.000384,1.204387
0.421121,0.017312,0.739970,0.001248,0.000448,1.186275
0.421377,0.017280,0.766754,0.001536,0.000384,1.213027
0.416641,0.017568,0.741890,0.001280,0.000352,1.182595
0.420481,0.017376,0.737635,0.001408,0.000352,1.182468
0.420770,0.017248,0.792642,0.001408,0.000384,1.237956
0.420865,0.017440,0.732450,0.001440,0.000416,1.177667
0.416449,0.017344,0.762946,0.001280,0.000352,1.203235
0.415617,0.017632,0.769250,0.001440,0.000384,1.209955
0.415777,0.018048,0.741570,0.001248,0.000320,1.182563
0.418529,0.017441,0.735170,0.001440,0.000416,1.180708
0.436066,0.017376,0.773474,0.001344,0.000352,1.234948
0.421281,0.017408,0.744482,0.001376,0.000352,1.189987
0.420513,0.017472,0.744706,0.001344,0.000384,1.189571
0.420673,0.018240,0.736226,0.001344,0.000384,1.182243
0.421729,0.017440,0.743874,0.001504,0.000352,1.190627
0.420641,0.018016,0.765891,0.001504,0.000416,1.212228
0.420962,0.017568,0.740418,0.001408,0.000416,1.185796
0.421026,0.017568,0.730850,0.001472,0.000384,1.176356
0.416609,0.017248,0.758626,0.001408,0.000416,1.200867
0.417761,0.017824,0.737282,0.001440,0.000384,1.180515
0.422145,0.017472,0.737922,0.001472,0.000416,1.184707
0.421057,0.017632,0.766146,0.001376,0.000352,1.211875
0.416609,0.017504,0.737891,0.001344,0.000320,1.179044
0.420930,0.017472,0.766626,0.001280,0.000352,1.211620
0.433921,0.017440,0.746082,0.001344,0.000352,1.204387
0.420545,0.017344,0.738274,0.001280,0.000320,1.182723
0.422849,0.017344,0.740642,0.001312,0.000352,1.187587
0.421409,0.017504,0.751298,0.001248,0.000352,1.196771
0.421985,0.017568,0.748931,0.001472,0.000384,1.195908
0.417250,0.017504,0.776706,0.001696,0.000480,1.220420
0.421633,0.017376,0.765442,0.001344,0.000352,1.211651
0.417473,0.017600,0.733986,0.001248,0.000320,1.175395
0.416577,0.017280,0.770626,0.001536,0.000448,1.212995
0.417825,0.017504,0.739970,0.001408,0.000384,1.182083
0.416225,0.017440,0.744515,0.001344,0.000352,1.184644
0.420801,0.017473,0.761762,0.001312,0.000352,1.206788
0.421282,0.017408,0.738146,0.001248,0.000384,1.183364
0.415617,0.017536,0.729058,0.001312,0.000384,1.168803
0.438401,0.017248,0.749218,0.001504,0.000448,1.213827
0.417153,0.017792,0.740770,0.001344,0.000384,1.183555
0.415873,0.017568,0.741219,0.001408,0.000320,1.181252
0.418210,0.017440,0.747522,0.001376,0.000352,1.190788
0.420289,0.017408,0.752450,0.001344,0.000384,1.196675
0.419617,0.017280,0.792930,0.001536,0.000448,1.238147
0.420225,0.017472,0.738018,0.001216,0.000416,1.182275
0.419553,0.017184,0.733186,0.001184,0.000384,1.176355
0.420577,0.017568,0.778979,0.001376,0.000352,1.225380
0.420354,0.017632,0.740002,0.001504,0.000352,1.184676
0.420065,0.017440,0.740322,0.001248,0.000352,1.184643
0.415585,0.017408,0.760034,0.001440,0.000416,1.201635
0.415841,0.017408,0.739202,0.001312,0.000320,1.178947
0.415489,0.017408,0.741602,0.001216,0.000352,1.180771
0.438273,0.017472,0.744835,0.001312,0.000352,1.207396
0.420226,0.017600,0.744354,0.001248,0.000384,1.188932
0.416002,0.017440,0.740258,0.001216,0.000320,1.180004
0.419809,0.017248,0.733602,0.001440,0.000448,1.179043
0.416193,0.017472,0.743042,0.001344,0.000352,1.183651
0.422241,0.017664,0.778306,0.001408,0.000480,1.226627
0.421665,0.017344,0.737602,0.001248,0.000352,1.183075
0.417345,0.017697,0.760802,0.001472,0.000352,1.204740
0.420513,0.017696,0.768994,0.001440,0.000384,1.213987
0.421601,0.017728,0.745282,0.001408,0.000384,1.191619
0.421281,0.017472,0.749058,0.001312,0.000352,1.194563
0.416993,0.017408,0.808867,0.001504,0.000480,1.252004
0.417154,0.017408,0.735330,0.001408,0.000320,1.176868
0.421697,0.017248,0.737762,0.001280,0.000352,1.183523
0.446401,0.017632,0.740546,0.001312,0.000352,1.211651
0.423457,0.017504,0.727874,0.001344,0.000384,1.176067
0.417089,0.017824,0.746882,0.001536,0.000512,1.191107
0.418050,0.017920,0.755714,0.001472,0.000416,1.199652
0.421537,0.017600,0.745474,0.001376,0.000384,1.191587
0.421153,0.017664,0.815426,0.001536,0.000384,1.261859
0.421313,0.017504,0.740706,0.001600,0.000416,1.186627
0.421121,0.017185,0.741698,0.001344,0.000416,1.187108
0.420290,0.017280,0.758082,0.001536,0.000384,1.202980
0.421249,0.017344,0.745698,0.001408,0.000416,1.191075
0.417377,0.017568,0.736450,0.001408,0.000384,1.178083
0.440353,0.017504,0.781570,0.001376,0.000352,1.248035
0.417313,0.017376,0.748419,0.001568,0.000416,1.191012
0.421986,0.017696,0.738722,0.001344,0.000384,1.185668
0.421281,0.017728,0.746338,0.001344,0.000416,1.192291
0.422113,0.017280,0.742882,0.001280,0.000384,1.189027
0.416097,0.017504,0.774914,0.001568,0.000480,1.216067
0.415233,0.017760,0.747747,0.001344,0.000416,1.187492
0.417058,0.017504,0.740034,0.001280,0.000352,1.181540
0.421313,0.017600,0.783778,0.001440,0.000416,1.230243
0.416321,0.017696,0.744098,0.001312,0.000352,1.185443
0.420641,0.017504,0.734370,0.001472,0.000416,1.180195
0.422881,0.017728,0.780995,0.001472,0.000352,1.230788
0.419329,0.017760,0.746338,0.001472,0.000352,1.190755
0.421217,0.017504,0.736546,0.001408,0.000352,1.182115
0.443297,0.017568,0.750914,0.001504,0.000384,1.219363
0.417249,0.017504,0.741091,0.001472,0.000352,1.183044
0.422210,0.017600,0.743682,0.001408,0.000352,1.190116
0.415841,0.017440,0.746018,0.001344,0.000352,1.186595
0.422529,0.017472,0.777122,0.001504,0.000384,1.224131
0.416481,0.017440,0.764066,0.001472,0.000416,1.205923
0.420929,0.017409,0.747714,0.001600,0.000384,1.193316
0.421345,0.017536,0.756546,0.001664,0.000416,1.205059
0.421601,0.017504,0.768994,0.001472,0.000384,1.215459
0.420705,0.017280,0.731490,0.001312,0.000384,1.176323
0.422177,0.017696,0.740930,0.001440,0.000384,1.187811
0.439682,0.017504,0.734242,0.001600,0.000384,1.199268
0.421538,0.017376,0.740482,0.001440,0.000352,1.186148
0.421537,0.017792,0.742338,0.001344,0.000352,1.188355
0.422273,0.017568,0.746018,0.001408,0.000384,1.192707
0.416097,0.017600,0.741570,0.001344,0.000352,1.182051
0.421729,0.017568,0.764579,0.001376,0.000480,1.210692
0.422562,0.017536,0.757250,0.001440,0.000448,1.205508
0.421569,0.017408,0.746274,0.001376,0.000384,1.192995
0.420257,0.017472,0.768386,0.001472,0.000416,1.213283
0.420769,0.017344,0.736355,0.001536,0.000384,1.182212
0.418498,0.017408,0.747298,0.001536,0.000384,1.190788
0.416225,0.017376,0.782082,0.001504,0.000352,1.223075
0.421761,0.017696,0.756802,0.001472,0.000416,1.204035
0.422114,0.017536,0.746786,0.001504,0.000384,1.194020
0.438081,0.017472,0.753538,0.001472,0.000384,1.217155
0.417729,0.017248,0.742882,0.001472,0.000448,1.185315
0.416897,0.017728,0.783587,0.001536,0.000480,1.228164
0.422338,0.017792,0.749762,0.001408,0.000480,1.197380
0.421409,0.017376,0.747618,0.001408,0.000512,1.194115
0.421761,0.017728,0.761218,0.001472,0.000480,1.208291
0.421697,0.017632,0.748483,0.001472,0.000448,1.195492
0.420450,0.017536,0.749666,0.001600,0.000384,1.195300
0.439873,0.017632,0.756066,0.001600,0.000416,1.222051
0.421345,0.017344,0.736610,0.001248,0.000448,1.183427
0.420641,0.017408,0.752643,0.001408,0.000416,1.198980
0.425697,0.017472,0.755746,0.001696,0.000480,1.206403
0.421889,0.017792,0.748962,0.001568,0.000448,1.198339
0.420449,0.017376,0.765666,0.001888,0.000448,1.211811
0.420738,0.017600,0.730914,0.001600,0.000480,1.178148
0.416897,0.017504,0.750818,0.001728,0.000448,1.192771
0.417633,0.017248,0.801602,0.001760,0.000480,1.244867
0.421089,0.017568,0.750562,0.001792,0.000512,1.197091
0.423458,0.017664,0.760290,0.001376,0.000416,1.209668
0.440033,0.017568,0.752450,0.001280,0.000416,1.217955
0.422081,0.017408,0.754146,0.001472,0.000416,1.201667
0.422145,0.017280,0.741347,0.001408,0.000480,1.188228
0.422497,0.017536,0.757762,0.001536,0.000448,1.208387
0.421921,0.017536,0.750114,0.001440,0.000416,1.196995
0.421377,0.017504,0.771618,0.001504,0.000416,1.218979
0.421058,0.017920,0.749698,0.001472,0.000448,1.196068
0.422145,0.017504,0.743842,0.001568,0.000448,1.191331
0.421889,0.017280,0.777762,0.001344,0.000416,1.224291
0.420865,0.017216,0.752706,0.001312,0.000480,1.198435
0.420962,0.017280,0.748770,0.001536,0.000448,1.194948
0.433889,0.017376,0.758338,0.001504,0.000384,1.217571
0.421217,0.017472,0.751362,0.001600,0.000480,1.198691
0.419073,0.017728,0.760579,0.001568,0.000448,1.206340
0.421665,0.017536,0.755650,0.001376,0.000448,1.203171
0.421697,0.017568,0.750466,0.001344,0.000480,1.197251
0.417185,0.017632,0.776034,0.001440,0.000384,1.218499
0.417122,0.017280,0.755810,0.001600,0.000416,1.198788
0.422145,0.017504,0.752034,0.001376,0.000448,1.199331
0.422081,0.017536,0.773602,0.001696,0.000480,1.221315
0.421761,0.017569,0.756258,0.001344,0.000448,1.203172
0.420961,0.017504,0.749314,0.001408,0.000416,1.195107
0.430721,0.017536,0.764610,0.001472,0.000512,1.221795
0.420257,0.017536,0.737058,0.001408,0.000416,1.182723
0.420418,0.017536,0.747394,0.001280,0.000480,1.192644
0.416865,0.017280,0.746050,0.001664,0.000576,1.190531
0.416129,0.017408,0.751714,0.001472,0.000416,1.192707
0.420033,0.017312,0.764131,0.001376,0.000416,1.209060
0.421378,0.017568,0.742050,0.001440,0.000416,1.188836
0.420481,0.017280,0.752578,0.001472,0.000384,1.197763
0.420289,0.017280,0.772386,0.001536,0.000416,1.218115
0.420449,0.017472,0.753699,0.001600,0.000384,1.199332
0.415138,0.017280,0.759650,0.001600,0.000416,1.200644
0.434625,0.017344,0.780386,0.001728,0.000352,1.241283
0.420385,0.017504,0.754819,0.001728,0.000416,1.200228
0.419938,0.017568,0.752994,0.001408,0.000416,1.198340
0.420065,0.017760,0.750210,0.001568,0.000416,1.195491
0.420353,0.017536,0.748898,0.001728,0.000384,1.194723
0.420481,0.017536,0.780963,0.001632,0.000448,1.226724
0.416482,0.017792,0.751170,0.001696,0.000480,1.193060
0.420705,0.017504,0.746050,0.001600,0.000448,1.192259
0.421825,0.017280,0.764610,0.001504,0.000384,1.211011
0.416929,0.017600,0.753539,0.001376,0.000416,1.197060
0.421505,0.017504,0.751234,0.001568,0.000384,1.197891
0.437281,0.017472,0.749250,0.001504,0.000480,1.211971
0.421121,0.017696,0.749634,0.001440,0.000384,1.196163
0.416449,0.017473,0.741826,0.001440,0.000384,1.183460
0.416354,0.017408,0.741954,0.001376,0.000352,1.183012
0.421057,0.017376,0.731906,0.001312,0.000352,1.178019
0.417409,0.017504,0.785026,0.001376,0.000416,1.227779
0.421857,0.017536,0.755811,0.001408,0.000384,1.203972
0.416225,0.017536,0.745954,0.001376,0.000416,1.187619
0.417345,0.017664,0.784642,0.001472,0.000448,1.229763
0.420481,0.017344,0.751938,0.001664,0.000704,1.199908
0.420802,0.017440,0.736194,0.001600,0.000416,1.182916
0.438337,0.017728,0.736674,0.001504,0.000352,1.200739
0.420257,0.017344,0.733762,0.001472,0.000448,1.180067
0.416193,0.017472,0.781314,0.001600,0.000352,1.223459
0.422657,0.017536,0.740962,0.001376,0.000384,1.189187
0.420450,0.017408,0.749890,0.001600,0.000480,1.196004
0.416545,0.017536,0.758914,0.001472,0.000416,1.201219
0.420417,0.017536,0.746306,0.001536,0.000448,1.194115
0.418593,0.017632,0.762370,0.001760,0.000480,1.209667
0.438626,0.017600,0.767906,0.001504,0.000416,1.232708
0.416289,0.017344,0.752866,0.001344,0.000416,1.193827
0.416641,0.017312,0.772578,0.001536,0.000512,1.216099
0.420065,0.017441,0.749954,0.001472,0.000512,1.195620
0.415841,0.017408,0.743490,0.001440,0.000448,1.184259
0.420545,0.017248,0.771042,0.001568,0.000512,1.218947
0.420321,0.017408,0.748962,0.001568,0.000384,1.194531
0.422530,0.017600,0.766210,0.001568,0.000480,1.214916
0.437537,0.017728,0.771266,0.001760,0.000544,1.235779
0.417121,0.017472,0.746211,0.001600,0.000448,1.191396
0.420897,0.017568,0.757282,0.001696,0.000544,1.204131
0.430017,0.017824,0.760418,0.001312,0.000448,1.217123
0.417345,0.017472,0.751523,0.001408,0.000416,1.193508
0.416994,0.017760,0.772418,0.001568,0.000416,1.215332
0.416417,0.017824,0.740802,0.001472,0.000416,1.182115
0.416641,0.017536,0.754402,0.001344,0.000416,1.196259
0.420993,0.017888,0.768675,0.001504,0.000448,1.215044
0.421026,0.017760,0.759842,0.001376,0.000416,1.207396
0.417377,0.017504,0.750082,0.001344,0.000352,1.192227
0.439969,0.017792,0.743938,0.001696,0.000384,1.212259
0.415969,0.017313,0.744674,0.001568,0.000352,1.185188
0.421505,0.017280,0.746498,0.001472,0.000384,1.192323
0.437217,0.017568,0.746402,0.001504,0.000416,1.210595
0.420897,0.017760,0.733058,0.001248,0.000384,1.178563
0.416865,0.017601,0.781954,0.001536,0.000608,1.225572
0.417345,0.017504,0.742882,0.001472,0.000480,1.185507
0.417377,0.017728,0.744930,0.001472,0.000384,1.187875
0.421121,0.017568,0.768003,0.001408,0.000416,1.214852
0.421154,0.017600,0.732418,0.001344,0.000352,1.178020
0.417345,0.017504,0.748098,0.001440,0.000384,1.192995
0.420801,0.017408,0.756066,0.001536,0.000384,1.201411
0.421409,0.017568,0.735522,0.001376,0.000448,1.181475
0.416097,0.017793,0.731810,0.001248,0.000352,1.172868
0.436674,0.017536,0.739682,0.001408,0.000320,1.200868
0.420737,0.017824,0.750466,0.001568,0.000384,1.196227
0.420641,0.017632,0.736802,0.001536,0.000416,1.183939
0.420353,0.017696,0.750179,0.001376,0.000416,1.194980
0.421378,0.017408,0.732290,0.001376,0.000352,1.178788
0.416257,0.017760,0.781570,0.001536,0.000448,1.224451
0.420385,0.017664,0.771458,0.001312,0.000384,1.216739
0.420289,0.017505,0.744194,0.001312,0.000384,1.188772
0.421153,0.017184,0.762146,0.001536,0.000480,1.209187
0.420609,0.017536,0.729538,0.001344,0.000288,1.174531
0.417121,0.017312,0.737986,0.001280,0.000320,1.179171
0.420481,0.041728,0.760419,0.001312,0.000352,1.230948
0.414978,0.017472,0.728578,0.001280,0.000352,1.167556
0.420193,0.017344,0.738562,0.001248,0.000352,1.182467
0.438177,0.017280,0.741442,0.001344,0.000416,1.203971
0.418497,0.017568,0.734690,0.001376,0.000384,1.178083
0.424577,0.017505,0.737378,0.001184,0.000352,1.186212
0.421185,0.017376,0.732258,0.001248,0.000320,1.177603
0.420513,0.017504,0.738978,0.001216,0.000352,1.183683
0.421249,0.017280,0.762530,0.001376,0.000416,1.207811
0.419169,0.017216,0.736450,0.001248,0.000416,1.179971
0.419969,0.017185,0.741346,0.001216,0.000384,1.185348
0.420610,0.017472,0.790242,0.001344,0.000352,1.236068
0.422081,0.017536,0.746754,0.001344,0.000416,1.193475
0.421889,0.017344,0.735394,0.001376,0.000384,1.181539
0.434690,0.017568,0.750850,0.001632,0.000512,1.211556
0.422177,0.017312,0.765250,0.001280,0.000352,1.211555
0.421185,0.017568,0.732386,0.001344,0.000352,1.177955
0.439329,0.017344,0.745922,0.001376,0.000352,1.209795
0.416769,0.017345,0.760642,0.001280,0.000320,1.201476
0.418849,0.017856,0.786946,0.001792,0.000416,1.232867
0.418017,0.017408,0.746978,0.001568,0.000384,1.189731
0.421153,0.017568,0.756003,0.001536,0.000320,1.202084
0.422754,0.017600,0.772802,0.001504,0.000416,1.220932
0.421089,0.017312,0.744258,0.001344,0.000384,1.189603
0.416257,0.017600,0.745698,0.001504,0.000352,1.187939
0.421346,0.017472,0.778946,0.001344,0.000352,1.225284
0.421537,0.017408,0.759330,0.001216,0.000320,1.204867
0.420833,0.017440,0.745762,0.001248,0.000352,1.190595
0.445793,0.017472,0.742499,0.001248,0.000352,1.212292
0.421506,0.017184,0.741218,0.001312,0.000352,1.187396
0.421569,0.017504,0.740674,0.001120,0.000384,1.186339
0.420833,0.017312,0.742658,0.001344,0.000384,1.187427
0.416673,0.017280,0.738210,0.001344,0.000352,1.178851
0.420801,0.017344,0.779011,0.001344,0.000352,1.225188
0.416482,0.017696,0.745442,0.001472,0.000352,1.187524
0.421601,0.017376,0.740354,0.001376,0.000352,1.186371
0.420897,0.017248,0.760290,0.001344,0.000384,1.205187
0.416929,0.017248,0.741411,0.001280,0.000352,1.182052
0.421506,0.017504,0.738050,0.001280,0.000384,1.183524
0.421250,0.017216,0.756514,0.001312,0.000352,1.201828
