Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[10],classifier
0.416353,0.017440,0.202369,0.005152,0.048256,0.000576,0.013376,0.000416,0.119585,0.896931
0.416033,0.017504,0.202497,0.005088,0.049088,0.000608,0.013504,0.000416,0.116096,0.894691
0.416161,0.017312,0.202913,0.004864,0.048448,0.000576,0.013472,0.000416,0.117696,0.894114
0.420449,0.017312,0.203200,0.004832,0.049761,0.000608,0.013536,0.000576,0.116864,0.900002
0.416001,0.017377,0.204800,0.005024,0.048288,0.000576,0.013440,0.000416,0.117857,0.896707
0.420769,0.017312,0.224129,0.005280,0.047904,0.000576,0.013504,0.000448,0.114144,0.918467
0.420641,0.017376,0.207425,0.004896,0.047712,0.000576,0.013536,0.000416,0.146464,0.931907
0.415745,0.017408,0.202496,0.004801,0.047424,0.000576,0.013504,0.000416,0.114016,0.884546
0.420706,0.018080,0.202400,0.004800,0.047552,0.000608,0.013664,0.000416,0.120769,0.905699
0.415585,0.017472,0.202561,0.004896,0.049664,0.000576,0.013472,0.000416,0.141473,0.919907
0.416065,0.017920,0.202529,0.005024,0.047904,0.000800,0.014336,0.000576,0.130241,0.907139
0.416065,0.017632,0.202177,0.005312,0.048448,0.000576,0.013920,0.000416,0.115040,0.892291
0.434049,0.017696,0.202433,0.005184,0.048032,0.000544,0.014240,0.000416,0.115712,0.908482
0.420353,0.017664,0.202400,0.004992,0.048417,0.000608,0.013920,0.000416,0.114592,0.896098
0.416066,0.017536,0.202400,0.005216,0.048256,0.000576,0.013952,0.000640,0.114881,0.890595
0.416065,0.017408,0.202497,0.005024,0.048256,0.000576,0.013760,0.000704,0.107745,0.879875
0.416321,0.017536,0.202657,0.004800,0.048032,0.000768,0.013920,0.000416,0.119808,0.903683
0.416065,0.017344,0.202561,0.004896,0.047296,0.000768,0.013760,0.000416,0.111328,0.889282
0.420386,0.017792,0.202912,0.004864,0.048512,0.000576,0.013633,0.000576,0.117024,0.899331
0.436481,0.017601,0.202624,0.004832,0.047872,0.000576,0.013568,0.000384,0.113633,0.908675
0.420545,0.017408,0.202625,0.004832,0.047968,0.000640,0.013472,0.000608,0.114336,0.894115
0.415425,0.017600,0.202401,0.004800,0.048096,0.000608,0.013504,0.000576,0.115264,0.888898
0.420993,0.017600,0.203680,0.004928,0.048449,0.000608,0.013440,0.000384,0.113696,0.894562
0.415746,0.017536,0.202912,0.004928,0.047712,0.000608,0.013696,0.000416,0.111873,0.887523
0.420257,0.017536,0.202689,0.005088,0.048128,0.000640,0.013472,0.000448,0.117600,0.896739
0.416225,0.017632,0.202241,0.004832,0.047616,0.000608,0.013472,0.000672,0.115104,0.891490
0.436225,0.017728,0.203840,0.004896,0.048449,0.000640,0.013440,0.000416,0.115584,0.913250
0.417154,0.017664,0.202048,0.004992,0.048512,0.000832,0.013472,0.000608,0.115457,0.894819
0.419329,0.017504,0.202465,0.004832,0.048032,0.000800,0.013568,0.000416,0.114560,0.891683
0.415681,0.017536,0.202337,0.005024,0.047584,0.000864,0.014144,0.000416,0.111072,0.885506
0.420161,0.017504,0.202656,0.004832,0.047585,0.000576,0.013632,0.000704,0.111488,0.892130
0.415873,0.017409,0.202432,0.004832,0.047520,0.000864,0.013536,0.000448,0.109505,0.883779
0.417121,0.017408,0.202401,0.005024,0.048640,0.000608,0.013472,0.000416,0.108768,0.884579
0.415457,0.030208,0.202369,0.004800,0.048352,0.000576,0.013440,0.000608,0.109984,0.894370
0.416066,0.017280,0.202112,0.004992,0.048416,0.001056,0.013536,0.000416,0.112609,0.888163
0.415585,0.017504,0.202337,0.004800,0.048576,0.000576,0.013440,0.000384,0.112352,0.886723
0.420193,0.017312,0.202273,0.005024,0.048288,0.000576,0.013472,0.000608,0.113184,0.891362
0.420001,0.017216,0.202336,0.004832,0.048481,0.000800,0.013504,0.000416,0.111808,0.890498
0.420418,0.017472,0.202560,0.004800,0.048288,0.000544,0.013888,0.000416,0.111329,0.890499
0.416033,0.017248,0.202529,0.004768,0.048064,0.000576,0.013504,0.000576,0.113792,0.888899
0.420257,0.017312,0.218657,0.005280,0.049344,0.000576,0.013440,0.000416,0.111424,0.908642
0.415585,0.017248,0.203104,0.004832,0.048352,0.000832,0.013473,0.000608,0.119744,0.900290
0.420162,0.017536,0.203904,0.004864,0.048064,0.000832,0.013792,0.000416,0.126017,0.909379
0.416385,0.017664,0.202689,0.005248,0.048192,0.000576,0.014432,0.000608,0.113952,0.892419
0.415905,0.017440,0.202785,0.004864,0.048096,0.000800,0.014080,0.000608,0.108256,0.881570
0.420705,0.017344,0.202592,0.004896,0.048865,0.000608,0.013920,0.000640,0.119744,0.899458
0.420130,0.017440,0.202720,0.004992,0.047968,0.000576,0.013728,0.000416,0.114753,0.898083
0.416193,0.017696,0.219809,0.005248,0.048736,0.000576,0.013504,0.000416,0.118688,0.911491
0.416385,0.017504,0.202177,0.004800,0.048288,0.000608,0.013696,0.000448,0.112512,0.887426
0.416961,0.017312,0.202880,0.004832,0.047745,0.000800,0.013696,0.000640,0.114592,0.893026
0.420546,0.017568,0.202880,0.005024,0.048448,0.000800,0.013472,0.000384,0.109057,0.887203
0.439809,0.017504,0.202753,0.005056,0.048160,0.000800,0.013952,0.000576,0.114144,0.917059
0.421313,0.017760,0.202593,0.004992,0.047648,0.000608,0.013760,0.000832,0.120352,0.901602
0.420705,0.017440,0.202592,0.004864,0.048385,0.000800,0.013504,0.000608,0.113280,0.903746
0.415490,0.017312,0.221888,0.005376,0.047680,0.000576,0.013440,0.000608,0.112705,0.910115
0.420385,0.017248,0.202785,0.004800,0.047712,0.000832,0.013440,0.000384,0.107968,0.883203
0.422081,0.017376,0.202817,0.004928,0.048128,0.000768,0.013440,0.000576,0.115200,0.894658
0.417217,0.017632,0.202240,0.004864,0.049793,0.000544,0.013408,0.000608,0.113184,0.891874
0.438242,0.017696,0.203008,0.004768,0.048608,0.000608,0.013760,0.000416,0.118849,0.915587
0.420801,0.017504,0.202465,0.004832,0.048448,0.000832,0.014144,0.000416,0.113760,0.894115
0.416161,0.017248,0.202977,0.004832,0.048128,0.000576,0.013728,0.000544,0.116544,0.892386
0.416257,0.017504,0.225217,0.005216,0.048384,0.000640,0.013920,0.000608,0.112352,0.915746
0.416290,0.017696,0.202912,0.004896,0.048160,0.000768,0.014208,0.000576,0.114721,0.891171
0.415809,0.017568,0.202433,0.004832,0.048768,0.000576,0.013504,0.000832,0.114465,0.889859
0.420673,0.017472,0.202817,0.004832,0.047712,0.000608,0.014016,0.000448,0.111648,0.892322
0.438273,0.017344,0.202785,0.005056,0.048448,0.000608,0.013632,0.000384,0.114720,0.915074
0.417570,0.017568,0.202656,0.004864,0.049024,0.000640,0.013472,0.000416,0.116161,0.894083
0.416257,0.017504,0.202465,0.004864,0.048000,0.000800,0.014048,0.000416,0.120449,0.895747
0.416353,0.017472,0.223361,0.008992,0.048128,0.000576,0.013792,0.000416,0.117856,0.918051
0.420001,0.017472,0.202529,0.004800,0.047744,0.000832,0.014112,0.000608,0.114624,0.895074
0.415777,0.017376,0.203616,0.004865,0.048416,0.000832,0.013728,0.000416,0.116512,0.898882
0.414850,0.017728,0.203040,0.004832,0.048128,0.000608,0.014016,0.000608,0.117153,0.894755
0.416673,0.017473,0.202368,0.004832,0.048416,0.000832,0.013632,0.000576,0.114497,0.889315
0.416225,0.017504,0.202785,0.004832,0.048128,0.000608,0.014016,0.000576,0.114304,0.891171
0.420385,0.017664,0.202369,0.004832,0.048256,0.000800,0.013952,0.000384,0.113088,0.894562
0.414529,0.017504,0.223680,0.005312,0.047777,0.000608,0.013856,0.000416,0.118080,0.917986
0.415778,0.017376,0.202624,0.005056,0.048800,0.000800,0.014016,0.000416,0.113665,0.889283
0.416993,0.017760,0.202433,0.005024,0.048704,0.000608,0.013824,0.000448,0.120864,0.897635
0.417409,0.017536,0.202369,0.004896,0.047552,0.000576,0.013824,0.000416,0.117728,0.890946
0.414913,0.017600,0.203297,0.004800,0.047552,0.000608,0.013952,0.000480,0.122752,0.898050
0.417217,0.017344,0.202912,0.004832,0.048096,0.000576,0.014529,0.000448,0.117664,0.895970
0.416481,0.017857,0.202752,0.004928,0.048320,0.000576,0.013792,0.000608,0.115553,0.891491
0.417153,0.017824,0.220097,0.005248,0.049056,0.000608,0.013568,0.000448,0.118752,0.917603
0.421889,0.017568,0.202369,0.004832,0.048224,0.000608,0.013568,0.000448,0.113024,0.896642
0.416097,0.017408,0.202241,0.004832,0.048160,0.000544,0.013760,0.000608,0.116768,0.892386
0.420386,0.017440,0.202624,0.004800,0.048000,0.000576,0.013633,0.000416,0.116704,0.895683
0.421057,0.017408,0.202656,0.004832,0.048864,0.000800,0.013504,0.000608,0.114497,0.895107
0.421825,0.017568,0.203297,0.004992,0.049856,0.000832,0.013728,0.000608,0.120992,0.906051
0.417185,0.017376,0.202561,0.004896,0.048448,0.000800,0.013504,0.000384,0.116608,0.894082
0.420961,0.035136,0.203681,0.004800,0.048192,0.000864,0.013504,0.000608,0.121920,0.920610
0.417505,0.017280,0.202592,0.004864,0.048033,0.000608,0.014304,0.000416,0.115488,0.893730
0.416674,0.017632,0.202368,0.004864,0.048640,0.000832,0.014304,0.000576,0.127489,0.908835
0.416609,0.017600,0.202433,0.004832,0.048544,0.000832,0.013952,0.000640,0.117633,0.896451
0.415425,0.017472,0.202849,0.004864,0.047936,0.000800,0.013600,0.000416,0.116736,0.891683
0.414977,0.017280,0.202721,0.005056,0.048832,0.000608,0.013536,0.000448,0.117216,0.899842
0.420993,0.017376,0.202496,0.004832,0.047937,0.000832,0.013792,0.000384,0.113952,0.894018
0.437154,0.017504,0.202400,0.004832,0.048064,0.000640,0.014208,0.000448,0.115681,0.913187
0.416641,0.017792,0.202881,0.004896,0.048384,0.000608,0.014112,0.000448,0.114369,0.894627
0.417825,0.017568,0.202497,0.004832,0.047552,0.000576,0.014176,0.000416,0.115968,0.893091
0.420993,0.017536,0.202721,0.004992,0.048000,0.000800,0.013888,0.000576,0.116256,0.918626
0.420577,0.017504,0.202720,0.004832,0.047681,0.000832,0.013824,0.000608,0.117376,0.897346
0.420386,0.017664,0.202528,0.004768,0.048128,0.000576,0.013664,0.000384,0.116513,0.898467
0.416321,0.017344,0.202945,0.004832,0.049056,0.000672,0.013568,0.000608,0.116769,0.894691
0.439393,0.017568,0.203137,0.004800,0.047968,0.000640,0.013472,0.000416,0.113824,0.912355
0.417345,0.017312,0.202625,0.004896,0.049152,0.001024,0.013536,0.000448,0.113600,0.892194
0.416865,0.017472,0.202880,0.005184,0.047904,0.000608,0.013569,0.000416,0.114688,0.891586
0.416769,0.017312,0.202177,0.004832,0.048640,0.000640,0.013472,0.000384,0.116353,0.928035
0.417633,0.017568,0.202465,0.004832,0.048160,0.000576,0.013504,0.000448,0.118976,0.900195
0.417121,0.017408,0.202561,0.004864,0.047424,0.000576,0.013536,0.000544,0.116320,0.894242
0.422721,0.017856,0.203361,0.004992,0.048768,0.001088,0.014336,0.000640,0.177408,0.981411
0.437537,0.017696,0.202913,0.004896,0.049984,0.000800,0.013728,0.000640,0.131776,0.938755
0.417761,0.017760,0.203393,0.005152,0.049248,0.000864,0.014336,0.000384,0.119680,0.900834
0.417057,0.017600,0.202784,0.005152,0.048929,0.000832,0.013728,0.000672,0.114464,0.892418
0.420129,0.017601,0.219520,0.005216,0.048928,0.000608,0.014048,0.000608,0.122593,0.922275
0.415969,0.017248,0.202273,0.004864,0.048448,0.000544,0.013792,0.000640,0.111168,0.883235
0.420065,0.017280,0.202913,0.004800,0.048192,0.000608,0.013696,0.000416,0.117248,0.897538
0.420577,0.017440,0.202432,0.004833,0.048448,0.000832,0.013664,0.000640,0.107040,0.882914
0.415905,0.017824,0.202624,0.004864,0.048801,0.000800,0.013664,0.000832,0.122944,0.903746
0.416322,0.017632,0.202656,0.004800,0.048512,0.000832,0.013888,0.000640,0.115361,0.892451
0.415745,0.017664,0.202529,0.004960,0.048416,0.000800,0.013632,0.000672,0.116160,0.892419
0.420673,0.017792,0.221185,0.005248,0.048672,0.000768,0.013568,0.000416,0.118080,0.919266
0.416417,0.017472,0.202401,0.004832,0.050624,0.000800,0.013472,0.000608,0.113920,0.892322
0.414914,0.017472,0.202432,0.004960,0.048128,0.000768,0.013568,0.000608,0.112929,0.886531
0.419809,0.017344,0.201953,0.004800,0.048512,0.000576,0.013600,0.000640,0.112832,0.890947
0.416449,0.017376,0.202369,0.004832,0.048352,0.000864,0.013472,0.000704,0.112704,0.887522
0.416609,0.017376,0.203105,0.004960,0.048192,0.001056,0.013504,0.000896,0.110688,0.887234
0.420802,0.017728,0.202912,0.004896,0.048224,0.001088,0.013632,0.000640,0.117217,0.899107
0.420289,0.017568,0.220449,0.005216,0.048544,0.000576,0.013568,0.000416,0.115329,0.913315
0.416993,0.017536,0.202017,0.004864,0.048192,0.000576,0.013568,0.000416,0.116896,0.889603
0.415969,0.017664,0.202113,0.004864,0.049472,0.000800,0.013568,0.000672,0.118528,0.901570
0.415841,0.017312,0.202240,0.004768,0.047904,0.000832,0.013569,0.000640,0.113536,0.888290
0.420706,0.017600,0.202656,0.004832,0.048448,0.000800,0.013472,0.000672,0.112929,0.894915
0.420993,0.017440,0.203329,0.004864,0.048224,0.000608,0.013568,0.000608,0.110112,0.889859
0.415585,0.017440,0.203361,0.004864,0.047040,0.000832,0.013536,0.000608,0.117856,0.900930
0.416289,0.017472,0.220448,0.005089,0.047456,0.000640,0.013568,0.000576,0.114432,0.913218
0.415810,0.017344,0.203776,0.004832,0.047008,0.000576,0.013536,0.000416,0.114049,0.888803
0.416193,0.017536,0.203649,0.004768,0.047200,0.000864,0.013568,0.000640,0.118209,0.895619
0.421665,0.017696,0.202497,0.004832,0.049088,0.000800,0.013600,0.000640,0.115840,0.896418
0.416097,0.017568,0.202689,0.004992,0.048768,0.000800,0.014080,0.000704,0.112608,0.890594
0.420641,0.017536,0.202400,0.004864,0.048512,0.000801,0.013600,0.000672,0.113184,0.894050
0.418017,0.017568,0.202689,0.004832,0.047904,0.000768,0.013952,0.000640,0.111681,0.891011
0.421409,0.017312,0.224321,0.005056,0.048224,0.000576,0.013536,0.000640,0.117376,0.921443
0.415681,0.017312,0.203233,0.004832,0.049952,0.000800,0.013600,0.000832,0.110720,0.889730
0.415745,0.017504,0.202400,0.004992,0.048769,0.000576,0.013536,0.000672,0.109536,0.881794
0.416578,0.017248,0.203520,0.004800,0.048544,0.000832,0.013536,0.000832,0.112257,0.889219
0.421441,0.017792,0.207553,0.004768,0.049472,0.000832,0.013600,0.000608,0.117216,0.905763
0.416801,0.017792,0.203937,0.004800,0.048416,0.000832,0.013888,0.000640,0.112832,0.895714
0.416897,0.017568,0.203200,0.004833,0.049280,0.000800,0.013568,0.000672,0.117504,0.898722
0.416386,0.017536,0.221728,0.005312,0.048897,0.000800,0.013888,0.000416,0.116160,0.911715
0.416194,0.017440,0.202528,0.004864,0.048800,0.000800,0.014432,0.000640,0.116129,0.895555
0.419489,0.017760,0.203617,0.004864,0.048384,0.000800,0.013792,0.000640,0.116928,0.899171
0.415841,0.017792,0.202657,0.004832,0.048672,0.000832,0.013728,0.000448,0.116160,0.900034
0.420513,0.017792,0.202208,0.004864,0.048353,0.000544,0.013696,0.000384,0.117568,0.901186
0.416322,0.017664,0.202464,0.005088,0.048640,0.000768,0.013728,0.000672,0.114977,0.892675
0.420449,0.017376,0.202785,0.004928,0.048544,0.001024,0.013696,0.000608,0.115361,0.896451
0.416737,0.017696,0.223201,0.005152,0.048288,0.000576,0.013696,0.000608,0.117376,0.915811
0.420833,0.017440,0.202945,0.004864,0.048768,0.000832,0.013760,0.000416,0.118816,0.900610
0.415937,0.017376,0.203008,0.005024,0.048513,0.000832,0.013952,0.000416,0.111392,0.890754
0.416322,0.017344,0.202912,0.004832,0.048224,0.000832,0.013632,0.000416,0.115073,0.893475
0.417089,0.017344,0.203585,0.004832,0.049088,0.000800,0.013440,0.000672,0.116576,0.895491
0.416097,0.017728,0.204289,0.004832,0.048000,0.000800,0.013536,0.000672,0.116256,0.892610
0.421825,0.017312,0.202880,0.004832,0.048321,0.000832,0.013664,0.000640,0.116480,0.900162
0.416194,0.017472,0.218464,0.005216,0.048576,0.000832,0.013600,0.000480,0.117345,0.911875
0.420833,0.017472,0.202752,0.004832,0.048640,0.000832,0.013952,0.000640,0.114785,0.895907
0.420545,0.017312,0.202625,0.004864,0.048000,0.000896,0.013600,0.000640,0.116768,0.896099
0.421281,0.017792,0.202465,0.004832,0.048448,0.000864,0.013856,0.000832,0.119872,0.902114
0.416193,0.017536,0.202944,0.005280,0.048545,0.000832,0.013664,0.000832,0.117664,0.896002
0.417698,0.017728,0.203232,0.005088,0.048544,0.000864,0.014368,0.000640,0.115681,0.894051
0.420289,0.017696,0.202913,0.004864,0.050720,0.001024,0.014272,0.000672,0.118913,0.903459
0.440257,0.017632,0.203201,0.004864,0.048320,0.000576,0.013664,0.000864,0.115552,0.915203
0.415777,0.017600,0.203265,0.004864,0.048960,0.001024,0.013664,0.000416,0.114496,0.889378
0.421025,0.017376,0.203488,0.004832,0.048449,0.001056,0.013568,0.000864,0.115872,0.899970
0.415649,0.018177,0.202944,0.004832,0.048480,0.000832,0.013600,0.000864,0.122977,0.897699
0.419937,0.017376,0.202945,0.004832,0.047168,0.000576,0.013440,0.000896,0.115104,0.897187
0.420961,0.017312,0.203361,0.004928,0.047520,0.001120,0.013696,0.000640,0.116416,0.896098
0.416001,0.017376,0.203168,0.004864,0.047521,0.000800,0.013440,0.000672,0.113856,0.887074
0.446082,0.017760,0.203040,0.005056,0.047456,0.000672,0.013504,0.000448,0.115457,0.922787
0.416577,0.017536,0.203073,0.004832,0.047552,0.000800,0.013568,0.000896,0.119329,0.897603
0.415457,0.017728,0.203169,0.004832,0.047392,0.000800,0.013472,0.000576,0.113056,0.886466
0.415873,0.017760,0.203457,0.004864,0.047552,0.000800,0.013536,0.000704,0.113696,0.886498
0.416194,0.017728,0.203328,0.004800,0.047584,0.000832,0.013440,0.000704,0.113281,0.890819
0.415745,0.017728,0.203617,0.004928,0.047264,0.001056,0.013504,0.000384,0.115329,0.891523
0.420353,0.017536,0.203265,0.004832,0.047072,0.000832,0.013504,0.000832,0.114688,0.892706
0.442177,0.017792,0.203105,0.004832,0.047968,0.000544,0.013536,0.000640,0.114400,0.917442
0.415650,0.017728,0.203584,0.004928,0.047072,0.000832,0.013473,0.000672,0.110944,0.886595
0.420481,0.017344,0.202881,0.004800,0.047072,0.000800,0.013536,0.000448,0.111073,0.887363
0.420545,0.017664,0.203137,0.004864,0.047936,0.000800,0.013504,0.000672,0.115264,0.897058
0.421377,0.017536,0.203137,0.004960,0.047712,0.001056,0.013632,0.000640,0.118656,0.901026
0.415873,0.017504,0.202816,0.004896,0.047296,0.000800,0.013537,0.000672,0.111424,0.885634
0.420417,0.017280,0.203041,0.004896,0.047104,0.001024,0.013440,0.000640,0.115457,0.894979
0.416193,0.031232,0.202913,0.004864,0.047264,0.000608,0.013792,0.000640,0.114752,0.904739
0.416129,0.017568,0.202785,0.004800,0.047520,0.001056,0.013472,0.000416,0.114688,0.888802
0.421537,0.017536,0.203904,0.004992,0.048768,0.000832,0.013697,0.000608,0.141344,0.931266
0.416098,0.017568,0.202944,0.004864,0.049920,0.000800,0.014272,0.000608,0.113825,0.894019
0.420193,0.017537,0.202816,0.004896,0.048192,0.000800,0.013600,0.000672,0.113089,0.893699
0.415553,0.017312,0.203009,0.004864,0.047552,0.000864,0.013440,0.000832,0.113280,0.893474
0.416257,0.017536,0.202881,0.004832,0.047424,0.000800,0.013664,0.000640,0.118112,0.893538
0.435522,0.017696,0.203104,0.004800,0.049184,0.000576,0.013729,0.000896,0.113312,0.913219
0.416897,0.017569,0.203808,0.004768,0.048000,0.000800,0.013440,0.000640,0.114849,0.892099
0.417121,0.017760,0.203041,0.004768,0.048736,0.000832,0.013440,0.000640,0.114656,0.890627
0.421377,0.017600,0.203713,0.004800,0.048448,0.001056,0.013696,0.000608,0.113248,0.895490
0.416578,0.017440,0.203296,0.004768,0.048640,0.000800,0.013440,0.000672,0.112929,0.888387
0.421409,0.017600,0.203169,0.004800,0.047904,0.000576,0.013472,0.000928,0.109665,0.892675
0.421121,0.017696,0.202753,0.004864,0.048320,0.000800,0.013440,0.000640,0.113056,0.896066
0.417889,0.017472,0.217536,0.005024,0.049217,0.000576,0.013440,0.000416,0.115584,0.909922
0.416578,0.017376,0.203648,0.004832,0.049088,0.000800,0.013472,0.000864,0.127521,0.907011
0.423457,0.017664,0.203009,0.005088,0.047712,0.000832,0.013472,0.000608,0.117345,0.900515
0.416993,0.017568,0.203041,0.004864,0.048448,0.000832,0.013376,0.000672,0.117888,0.901250
0.416929,0.017440,0.204033,0.004800,0.049088,0.000768,0.013600,0.000672,0.114496,0.892546
0.421025,0.017536,0.204000,0.004896,0.049953,0.000832,0.013440,0.000640,0.110656,0.894274
0.422881,0.017729,0.203072,0.004928,0.048352,0.000800,0.013728,0.000640,0.114497,0.896387
0.421089,0.017504,0.219361,0.005024,0.048896,0.000768,0.013696,0.000448,0.112672,0.910307
0.420225,0.017664,0.204065,0.005120,0.048256,0.000864,0.013536,0.000608,0.117632,0.901218
0.417057,0.017760,0.203424,0.004768,0.048097,0.000768,0.013504,0.000608,0.114784,0.895970
0.421793,0.017441,0.203328,0.005088,0.048256,0.000736,0.013568,0.000608,0.116577,0.900387
0.420865,0.017312,0.202593,0.004864,0.048832,0.000608,0.013472,0.000864,0.116608,0.900707
0.421537,0.017696,0.203329,0.004928,0.048320,0.000768,0.013504,0.000640,0.115520,0.905698
0.416482,0.017344,0.204064,0.004800,0.047808,0.000640,0.013473,0.000608,0.118976,0.898051
0.416769,0.017344,0.218977,0.005056,0.047680,0.000576,0.013440,0.000640,0.112385,0.901635
0.416961,0.017312,0.202305,0.004864,0.047520,0.000832,0.013504,0.000576,0.112480,0.894051
0.421441,0.017216,0.203489,0.004864,0.048160,0.000800,0.013440,0.000672,0.110656,0.892706
0.422978,0.017248,0.202624,0.004800,0.047360,0.000544,0.013472,0.000864,0.116513,0.901539
0.416929,0.017280,0.203233,0.004864,0.047872,0.000768,0.013408,0.000384,0.113633,0.889443
0.421153,0.017312,0.203105,0.004800,0.047584,0.001024,0.013344,0.000640,0.110368,0.892002
0.417089,0.017472,0.202912,0.004800,0.047553,0.000608,0.013408,0.000640,0.111328,0.887522
0.416769,0.017568,0.220320,0.005088,0.048064,0.000576,0.013408,0.000608,0.112481,0.911043
0.424353,0.017472,0.203297,0.004800,0.047872,0.000832,0.013408,0.000704,0.114656,0.903971
0.416577,0.017728,0.203329,0.004832,0.047456,0.000608,0.013504,0.000672,0.111680,0.888098
0.416097,0.017408,0.202240,0.004832,0.048832,0.000832,0.013473,0.000640,0.115392,0.890978
0.432577,0.017568,0.203233,0.004864,0.047936,0.001056,0.013536,0.000416,0.114593,0.907523
0.416833,0.017984,0.203265,0.004800,0.049024,0.000832,0.013408,0.000576,0.115616,0.895331
0.421921,0.017472,0.202561,0.004864,0.047872,0.000544,0.013760,0.000896,0.116096,0.898626
0.417026,0.017504,0.202560,0.004800,0.068224,0.000864,0.013505,0.000448,0.117216,0.910883
0.420865,0.017568,0.202625,0.004864,0.048608,0.000576,0.013600,0.000672,0.111937,0.895875
0.422177,0.017792,0.202849,0.004800,0.049216,0.000800,0.013344,0.000640,0.114336,0.897827
0.419265,0.017792,0.203329,0.004960,0.048768,0.000864,0.013568,0.000640,0.116768,0.902626
0.447202,0.017536,0.202464,0.004832,0.048609,0.000576,0.013536,0.000480,0.109888,0.921251
0.416321,0.017569,0.202496,0.004800,0.049184,0.000800,0.013472,0.000640,0.112929,0.888483
0.421377,0.017536,0.203137,0.005088,0.048640,0.000800,0.013504,0.000608,0.114080,0.899811
0.420161,0.017472,0.203393,0.004832,0.048224,0.000832,0.014016,0.000640,0.126304,0.904962
0.422882,0.017696,0.202848,0.004832,0.047680,0.000736,0.013825,0.000672,0.121344,0.902723
0.418305,0.017632,0.203393,0.004800,0.047328,0.000832,0.013408,0.000608,0.111169,0.890339
0.422081,0.017632,0.202465,0.004832,0.049056,0.000832,0.013440,0.000608,0.113536,0.896515
0.440353,0.017632,0.202849,0.004768,0.049120,0.000768,0.013472,0.000416,0.115808,0.915074
0.415874,0.017504,0.202976,0.004832,0.047488,0.000768,0.013504,0.000736,0.113889,0.885155
0.421153,0.017632,0.202817,0.005056,0.049088,0.000832,0.013536,0.000800,0.117888,0.901507
0.420897,0.017568,0.202849,0.004864,0.048960,0.000832,0.013440,0.000608,0.131680,0.917347
0.421249,0.017728,0.202785,0.004960,0.048352,0.000992,0.013440,0.000608,0.113088,0.893314
0.421922,0.017952,0.203776,0.004832,0.048448,0.000832,0.013344,0.000640,0.113153,0.898275
0.416897,0.017504,0.202977,0.004896,0.047904,0.000800,0.013696,0.000640,0.117344,0.895203
0.439201,0.017504,0.202497,0.004768,0.049184,0.000736,0.013376,0.000640,0.112768,0.911234
0.416961,0.017600,0.202912,0.004896,0.049057,0.000992,0.013376,0.000640,0.112256,0.890754
0.417762,0.017536,0.202656,0.004864,0.048160,0.000768,0.013440,0.000864,0.114017,0.893155
0.416257,0.017568,0.202881,0.004864,0.047808,0.000832,0.013504,0.000448,0.114688,0.915683
0.417761,0.017632,0.203425,0.004992,0.049696,0.000800,0.013376,0.000672,0.115264,0.898978
0.421953,0.017536,0.203040,0.004864,0.047553,0.000832,0.013504,0.000640,0.114880,0.895970
0.417826,0.017664,0.204224,0.004864,0.048896,0.000832,0.013376,0.000640,0.115521,0.895811
0.436001,0.017504,0.203489,0.004800,0.048320,0.000832,0.013440,0.000640,0.113568,0.915427
