Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.512898,0.017728,0.205472,0.183521,0.048128,0.000896,0.013792,0.000320,0.001440,0.009760,0.000608,1.003907
0.430145,0.017600,0.203137,0.192416,0.048224,0.001024,0.013632,0.000384,0.001536,0.001504,0.000608,0.918370
0.416385,0.017568,0.203297,0.198496,0.048224,0.000800,0.013984,0.000448,0.001632,0.001632,0.000576,0.912482
0.416513,0.017408,0.202369,0.189280,0.049312,0.000640,0.014400,0.000576,0.001664,0.001536,0.000576,0.902658
0.417217,0.017536,0.220929,0.198208,0.050656,0.000576,0.014560,0.000576,0.001632,0.001344,0.000576,0.932834
0.416545,0.017280,0.202657,0.191808,0.050080,0.000608,0.014432,0.000608,0.001568,0.001408,0.000576,0.905794
0.416641,0.017472,0.202432,0.191713,0.049504,0.000576,0.013952,0.000416,0.001568,0.001376,0.000608,0.904802
0.416833,0.017600,0.202432,0.198273,0.050176,0.000608,0.014208,0.000384,0.001696,0.001248,0.000576,0.913986
0.416961,0.017600,0.203552,0.196033,0.048928,0.000576,0.013888,0.000448,0.001728,0.001216,0.000608,0.909826
0.414433,0.017408,0.202208,0.196545,0.048544,0.000640,0.013728,0.000384,0.001696,0.001120,0.000352,0.904930
0.416002,0.017408,0.202528,0.191937,0.049216,0.000576,0.013568,0.000384,0.001632,0.001152,0.000416,0.903331
0.435874,0.017568,0.202528,0.190209,0.048032,0.000576,0.013504,0.000416,0.001536,0.001216,0.000384,0.920131
0.416129,0.017569,0.202944,0.200545,0.047680,0.000576,0.013536,0.000416,0.001568,0.001312,0.000384,0.911587
0.416129,0.017504,0.202465,0.193633,0.048128,0.000640,0.013760,0.000416,0.001504,0.001152,0.000384,0.904163
0.416769,0.017568,0.203201,0.196705,0.067840,0.001024,0.014336,0.000448,0.001504,0.001248,0.000384,0.929667
0.417185,0.017312,0.202753,0.194849,0.048192,0.000608,0.014016,0.000352,0.001472,0.001280,0.000352,0.907395
0.416417,0.017312,0.202689,0.194784,0.048513,0.000608,0.013792,0.000384,0.001600,0.001088,0.000384,0.905539
0.417185,0.017344,0.202785,0.186560,0.048544,0.000640,0.013952,0.000576,0.001728,0.001312,0.000384,0.900259
0.449057,0.017632,0.202593,0.192384,0.048353,0.000608,0.013856,0.000384,0.001632,0.001152,0.000384,0.936163
0.415841,0.017504,0.202273,0.186112,0.048000,0.000640,0.013504,0.000416,0.001472,0.001056,0.000352,0.894978
0.415553,0.017280,0.202817,0.187168,0.047648,0.000608,0.013568,0.000384,0.001600,0.001088,0.000384,0.895842
0.416353,0.017440,0.202177,0.216736,0.048256,0.000640,0.013536,0.000416,0.001536,0.001120,0.000352,0.926658
0.415969,0.017440,0.202561,0.190656,0.047776,0.000640,0.013536,0.000384,0.001536,0.001088,0.000416,0.899810
0.415617,0.017344,0.202368,0.187841,0.047712,0.000576,0.013792,0.000416,0.001536,0.001120,0.000384,0.896514
0.415809,0.017568,0.202080,0.183937,0.047904,0.000576,0.013536,0.000448,0.001440,0.001088,0.000384,0.892258
0.431458,0.017568,0.202432,0.200161,0.048352,0.000608,0.013504,0.000576,0.001600,0.001120,0.000416,0.926435
0.415714,0.017632,0.202464,0.216001,0.048384,0.000576,0.013696,0.000864,0.001472,0.001152,0.000384,0.926275
0.416098,0.017504,0.202464,0.197985,0.049184,0.000640,0.013856,0.000416,0.001728,0.001248,0.000352,0.910467
0.416002,0.017600,0.236448,0.185569,0.050048,0.000640,0.013568,0.000416,0.001568,0.001248,0.000384,0.932003
0.416482,0.017440,0.201952,0.184577,0.049920,0.000608,0.013504,0.000416,0.001504,0.001248,0.000384,0.896003
0.416705,0.017344,0.202177,0.195617,0.048608,0.000576,0.013504,0.000384,0.001568,0.001248,0.000384,0.905923
0.416033,0.017344,0.202049,0.190817,0.048480,0.000576,0.013600,0.000416,0.001600,0.001184,0.000384,0.900355
0.415809,0.017344,0.202145,0.199073,0.048064,0.000544,0.013504,0.000384,0.001504,0.001152,0.000320,0.907683
0.416161,0.017376,0.202529,0.185632,0.047937,0.000608,0.013472,0.000384,0.001472,0.001184,0.000352,0.894979
0.416065,0.017504,0.202561,0.187104,0.047712,0.000576,0.013569,0.000384,0.001568,0.001184,0.000384,0.897251
0.416065,0.017312,0.222721,0.186752,0.047456,0.000608,0.013472,0.000448,0.001632,0.001344,0.000352,0.916194
0.416577,0.017408,0.202241,0.182624,0.048288,0.000608,0.013536,0.000352,0.001408,0.001152,0.000384,0.892802
