Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.508127,0.017696,0.205599,0.004864,0.047552,0.000800,0.013376,0.000384,0.001504,0.009024,0.000640,0.816446
0.440191,0.017696,0.203648,0.004864,0.047456,0.000608,0.013600,0.000384,0.001440,0.000800,0.000384,0.738143
0.417472,0.017472,0.202719,0.004864,0.047680,0.000480,0.013536,0.000384,0.001440,0.000864,0.000352,0.715231
0.416063,0.017248,0.202720,0.004832,0.046912,0.000544,0.013472,0.000384,0.001408,0.000608,0.000256,0.711039
0.416287,0.017376,0.202496,0.005024,0.047104,0.000512,0.013408,0.000352,0.001440,0.000768,0.000320,0.711647
0.440320,0.017312,0.202911,0.004832,0.046848,0.000544,0.013408,0.000352,0.001408,0.000704,0.000288,0.735711
0.415616,0.017247,0.202688,0.004832,0.046720,0.000512,0.013408,0.000384,0.001408,0.000640,0.000288,0.710047
0.415423,0.017248,0.202464,0.005120,0.046784,0.000544,0.013344,0.000384,0.001440,0.000672,0.000288,0.709919
0.415583,0.017344,0.202656,0.004992,0.047520,0.000544,0.013439,0.000352,0.001440,0.000928,0.000320,0.714270
0.416000,0.017440,0.224223,0.004992,0.047616,0.000544,0.013408,0.000384,0.001472,0.000960,0.000352,0.734591
0.415167,0.017408,0.203040,0.004896,0.048288,0.000544,0.013440,0.000384,0.001408,0.000832,0.000352,0.712767
0.420448,0.017504,0.202431,0.004896,0.047200,0.000512,0.013536,0.000384,0.001408,0.000704,0.000320,0.715999
0.415807,0.017344,0.203104,0.005248,0.047936,0.000576,0.013504,0.000416,0.001376,0.000768,0.000352,0.713983
0.415648,0.017280,0.202687,0.004896,0.047072,0.000576,0.013760,0.000352,0.001408,0.000704,0.000320,0.711327
0.419871,0.017440,0.202848,0.004992,0.046912,0.000576,0.013312,0.000416,0.001376,0.000704,0.000288,0.716255
0.421184,0.017248,0.202464,0.005247,0.046752,0.000576,0.013344,0.000384,0.001376,0.000704,0.000288,0.716159
0.416991,0.017504,0.202208,0.004832,0.047040,0.000544,0.013280,0.000352,0.001376,0.000672,0.000288,0.712127
0.416031,0.017472,0.202848,0.005024,0.046752,0.000544,0.013344,0.000352,0.001376,0.000639,0.000256,0.711678
0.434591,0.017376,0.202656,0.004768,0.048128,0.000576,0.013408,0.000384,0.001344,0.000832,0.000320,0.733023
0.420384,0.018240,0.207968,0.004992,0.048735,0.000800,0.014016,0.000416,0.001760,0.001536,0.000384,0.728351
0.417695,0.017728,0.203904,0.004896,0.047808,0.000832,0.013696,0.000448,0.001536,0.001024,0.000384,0.717503
0.416608,0.017408,0.203039,0.005056,0.048768,0.001056,0.013792,0.000384,0.001472,0.000928,0.000352,0.715647
