Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[10],classifier
0.420609,0.017376,0.203328,0.004960,0.046913,0.000832,0.013440,0.000384,0.001440,0.106432,0.883074
0.420770,0.017472,0.202976,0.004864,0.046816,0.000608,0.013408,0.000416,0.001408,0.108321,0.887843
0.420385,0.017312,0.204289,0.005216,0.046880,0.000608,0.013536,0.000384,0.001472,0.110432,0.886211
0.431457,0.017664,0.205185,0.004864,0.046912,0.000832,0.013504,0.000352,0.001472,0.110016,0.904898
0.420962,0.017728,0.202784,0.004896,0.047008,0.000832,0.013536,0.000384,0.001440,0.109664,0.887139
0.418145,0.017568,0.203777,0.004960,0.047520,0.000768,0.013600,0.000416,0.001536,0.115073,0.895779
0.421217,0.017760,0.204641,0.004896,0.047392,0.000800,0.013536,0.000384,0.001504,0.129280,0.921027
0.416385,0.017376,0.203937,0.004992,0.047424,0.000864,0.013568,0.000384,0.001536,0.111616,0.889122
0.415873,0.017728,0.203648,0.005248,0.046944,0.001024,0.013537,0.000352,0.001440,0.110592,0.887874
0.420417,0.017760,0.203745,0.004864,0.049472,0.000608,0.013568,0.000352,0.001504,0.112225,0.895651
0.433729,0.017664,0.203585,0.005280,0.049248,0.000864,0.013536,0.000384,0.001504,0.110176,0.906370
0.420129,0.017408,0.204320,0.004832,0.047553,0.001024,0.013536,0.000320,0.001440,0.108480,0.892802
0.420098,0.017536,0.204064,0.004832,0.047232,0.000576,0.013472,0.000384,0.001536,0.110689,0.892035
0.415937,0.017504,0.203361,0.004896,0.047648,0.000800,0.013568,0.000384,0.001504,0.109280,0.902051
0.421025,0.017344,0.203713,0.005312,0.046976,0.000832,0.013568,0.000384,0.001440,0.110016,0.893474
0.417249,0.017408,0.204064,0.005280,0.047553,0.000992,0.014048,0.000352,0.001568,0.113440,0.893282
0.416642,0.017472,0.203008,0.005216,0.047488,0.000864,0.013760,0.000352,0.001536,0.112545,0.889763
0.437473,0.017696,0.203393,0.005056,0.047424,0.000800,0.013440,0.000416,0.001536,0.108128,0.904707
0.421121,0.017504,0.205505,0.005312,0.047104,0.000576,0.013536,0.000384,0.001536,0.111552,0.895586
0.421441,0.017408,0.203936,0.005216,0.047137,0.000800,0.013504,0.000384,0.001536,0.114880,0.906786
0.417154,0.017568,0.203488,0.005248,0.047744,0.000544,0.013536,0.000416,0.001536,0.111841,0.888771
0.420321,0.017440,0.202945,0.004864,0.046976,0.000576,0.013504,0.000352,0.001568,0.111073,0.896547
0.416129,0.017568,0.203905,0.004800,0.046976,0.000640,0.013536,0.000384,0.001504,0.110944,0.885410
0.415873,0.017376,0.203489,0.005312,0.047456,0.000800,0.013504,0.000416,0.001472,0.112800,0.897218
0.435841,0.017472,0.203552,0.005248,0.047553,0.000608,0.013568,0.000416,0.001472,0.108864,0.907202
0.418850,0.017632,0.204704,0.005280,0.047360,0.000768,0.013984,0.000416,0.001504,0.121185,0.906499
0.421889,0.017632,0.203777,0.005280,0.048416,0.000576,0.013536,0.000384,0.001440,0.118721,0.906339
0.417889,0.017568,0.203521,0.005312,0.048896,0.000832,0.013504,0.000384,0.001536,0.135520,0.919811
0.421217,0.017600,0.202561,0.005248,0.048928,0.000576,0.013792,0.000352,0.001440,0.111840,0.894466
0.416769,0.017728,0.203840,0.005280,0.049505,0.000800,0.013536,0.000384,0.001472,0.110784,0.892226
0.417922,0.017664,0.204160,0.005280,0.048480,0.000832,0.013536,0.000416,0.001376,0.118369,0.903715
0.439073,0.017440,0.204609,0.004864,0.047776,0.001024,0.014016,0.000352,0.001536,0.112385,0.913891
0.420897,0.017440,0.202849,0.005280,0.049792,0.000800,0.013600,0.000384,0.001536,0.117056,0.901955
0.420417,0.017504,0.203105,0.004832,0.048288,0.000576,0.013568,0.000384,0.001472,0.114080,0.899746
0.416673,0.017440,0.202656,0.005024,0.047873,0.000608,0.013600,0.000416,0.001504,0.131168,0.912482
0.420386,0.017600,0.203392,0.005152,0.047712,0.000800,0.013472,0.000416,0.001568,0.115777,0.905923
0.417025,0.017568,0.204129,0.004864,0.047744,0.000768,0.013472,0.000384,0.001504,0.112513,0.891779
0.416193,0.017376,0.203329,0.004896,0.046912,0.001024,0.013536,0.000416,0.001568,0.116000,0.894146
0.432865,0.017632,0.203329,0.005216,0.047424,0.000832,0.013504,0.000352,0.001472,0.115232,0.907778
0.416705,0.017568,0.203712,0.004896,0.047680,0.000832,0.013537,0.000416,0.001504,0.109248,0.889378
0.416642,0.017440,0.202656,0.005056,0.049984,0.000576,0.013536,0.000352,0.001600,0.120001,0.905123
0.416225,0.017376,0.202913,0.005280,0.049024,0.000608,0.013504,0.000416,0.001568,0.132065,0.912643
0.420353,0.017504,0.203553,0.004864,0.047840,0.000608,0.013504,0.000384,0.001536,0.112896,0.894338
0.416545,0.017472,0.203168,0.004928,0.047905,0.000608,0.013536,0.000352,0.001536,0.114656,0.892066
0.417282,0.017408,0.202464,0.005280,0.047936,0.000576,0.013568,0.000416,0.001504,0.109857,0.885187
0.438913,0.017632,0.203009,0.005248,0.047328,0.000864,0.013504,0.000384,0.001504,0.121025,0.922403
0.420417,0.017568,0.202145,0.004864,0.046976,0.000800,0.013504,0.000416,0.001504,0.110976,0.890243
0.420385,0.017408,0.202497,0.004832,0.047552,0.000800,0.013536,0.000352,0.001536,0.115008,0.896738
0.416097,0.017504,0.204032,0.004896,0.047201,0.015936,0.013760,0.000384,0.001472,0.115904,0.916610
0.416354,0.017376,0.203232,0.005312,0.047616,0.000576,0.013952,0.000416,0.001504,0.106529,0.884835
0.420769,0.017568,0.203041,0.005280,0.047360,0.000576,0.013536,0.000384,0.001440,0.111520,0.890371
0.420545,0.017984,0.203649,0.004896,0.048480,0.000768,0.013600,0.000352,0.001568,0.117632,0.900674
0.431329,0.017632,0.205153,0.004960,0.048416,0.000608,0.013568,0.000384,0.001536,0.119872,0.914882
0.420930,0.017344,0.202976,0.005248,0.049472,0.000576,0.013473,0.000384,0.001504,0.116128,0.907811
0.416801,0.017697,0.203072,0.005248,0.049024,0.000544,0.013536,0.000384,0.001472,0.114273,0.895395
0.417345,0.017440,0.202977,0.022208,0.048864,0.000640,0.013536,0.000352,0.001600,0.121824,0.919299
0.416833,0.017280,0.203489,0.004832,0.048480,0.000768,0.013760,0.000416,0.001600,0.114816,0.892674
0.416577,0.017312,0.203424,0.004928,0.049281,0.000576,0.013440,0.000384,0.001536,0.113984,0.889762
0.415842,0.017792,0.203840,0.004864,0.049440,0.000608,0.013568,0.000384,0.001536,0.115361,0.895587
0.446657,0.017441,0.203200,0.004896,0.049056,0.000832,0.013504,0.000384,0.001504,0.114881,0.923107
0.416065,0.017568,0.203233,0.005056,0.048256,0.000576,0.013504,0.000352,0.001568,0.112352,0.889219
0.416801,0.017536,0.203265,0.004896,0.048704,0.000832,0.013536,0.000384,0.001440,0.114336,0.894466
0.416705,0.017344,0.223808,0.005312,0.048641,0.000576,0.013504,0.000384,0.001600,0.120800,0.924066
0.416034,0.017600,0.203488,0.004960,0.048416,0.001024,0.013536,0.000384,0.001536,0.114337,0.891683
0.419201,0.017632,0.204897,0.005216,0.048544,0.000768,0.013440,0.000352,0.001504,0.123841,0.909891
0.416449,0.017472,0.203617,0.005280,0.048992,0.000576,0.014496,0.000608,0.001504,0.116768,0.900355
0.416225,0.017440,0.203009,0.005056,0.048672,0.000832,0.013696,0.000352,0.001536,0.118464,0.900450
0.416065,0.017344,0.202976,0.004896,0.049217,0.000800,0.013600,0.000384,0.001536,0.114976,0.901442
0.416514,0.017536,0.203104,0.004864,0.048992,0.000800,0.013504,0.000352,0.001568,0.116609,0.896131
0.416257,0.017376,0.217825,0.005504,0.048640,0.000576,0.013504,0.000384,0.001600,0.118113,0.912995
0.421665,0.017984,0.204193,0.004896,0.048896,0.000832,0.013536,0.000352,0.001568,0.115520,0.896643
0.421313,0.017536,0.203649,0.004864,0.049472,0.000576,0.013568,0.000416,0.001536,0.115168,0.900226
0.416129,0.017248,0.202368,0.004896,0.050273,0.000832,0.013536,0.000352,0.001536,0.117824,0.897922
0.417314,0.017312,0.203232,0.004896,0.049312,0.000800,0.013536,0.000384,0.001568,0.116801,0.900419
0.418369,0.017344,0.204193,0.004928,0.048992,0.000608,0.013632,0.000384,0.001568,0.116161,0.898243
0.416801,0.017536,0.203169,0.005472,0.048864,0.000576,0.013472,0.000352,0.001536,0.115616,0.893699
0.420865,0.035936,0.202913,0.005248,0.048416,0.000800,0.013536,0.000608,0.001632,0.117920,0.921378
0.420961,0.017312,0.202624,0.004864,0.049793,0.000832,0.013472,0.000320,0.001504,0.113152,0.897442
0.416866,0.017216,0.202528,0.004928,0.049088,0.000800,0.013504,0.000384,0.001568,0.112545,0.890467
0.416033,0.017568,0.202913,0.004864,0.048704,0.000800,0.013472,0.000384,0.001536,0.115681,0.892739
0.416481,0.017888,0.203073,0.005312,0.048544,0.000800,0.013536,0.000384,0.001568,0.117888,0.897890
0.420257,0.017312,0.204481,0.005248,0.048192,0.000832,0.013504,0.000384,0.001536,0.117536,0.906530
0.416161,0.017344,0.203328,0.004928,0.049025,0.000800,0.013760,0.000384,0.001568,0.113728,0.892482
0.441794,0.017664,0.203648,0.004864,0.048704,0.000800,0.013472,0.000608,0.001472,0.117249,0.924899
0.416513,0.017792,0.203073,0.004896,0.048160,0.000800,0.013536,0.000384,0.001472,0.119457,0.899907
0.421057,0.017344,0.203105,0.005472,0.048480,0.000800,0.013536,0.000384,0.001536,0.115040,0.898307
0.418049,0.017632,0.202721,0.005408,0.048928,0.000800,0.013632,0.000384,0.001536,0.119296,0.922242
0.416257,0.017536,0.203424,0.004832,0.049793,0.000800,0.013568,0.000384,0.001536,0.112736,0.888738
0.420770,0.017504,0.202752,0.004864,0.048608,0.000768,0.013504,0.000352,0.001536,0.120129,0.904643
0.415937,0.018176,0.203169,0.005248,0.049056,0.000800,0.013440,0.000384,0.001472,0.118049,0.900419
0.450817,0.017376,0.203393,0.005216,0.049632,0.000576,0.013504,0.000384,0.001536,0.115904,0.933251
0.416609,0.017568,0.204033,0.004896,0.048800,0.000608,0.013472,0.000384,0.001504,0.113792,0.891650
0.419969,0.017536,0.203200,0.004896,0.049409,0.000832,0.013504,0.000384,0.001504,0.117824,0.903426
0.416834,0.017472,0.202400,0.004896,0.048992,0.000832,0.013568,0.000384,0.001568,0.137345,0.969731
0.417730,0.017600,0.203008,0.005248,0.049216,0.000608,0.013504,0.000352,0.001536,0.118145,0.901827
0.421633,0.017632,0.203041,0.005248,0.048512,0.000608,0.013856,0.000384,0.001568,0.118049,0.907235
0.421249,0.017536,0.202497,0.004864,0.049408,0.000800,0.013536,0.000352,0.001536,0.115552,0.906915
0.435297,0.017472,0.203297,0.004864,0.049248,0.000800,0.013504,0.000384,0.001568,0.113856,0.910274
0.418849,0.017760,0.203776,0.004865,0.049024,0.000800,0.013472,0.000384,0.001504,0.123456,0.906274
0.420578,0.017344,0.202880,0.004864,0.049792,0.000576,0.013601,0.000352,0.001568,0.110976,0.903907
0.417089,0.017505,0.203456,0.005312,0.048192,0.000544,0.013536,0.000384,0.001600,0.115329,0.909411
0.417953,0.017312,0.202561,0.004864,0.049216,0.000608,0.013664,0.000384,0.001568,0.112512,0.891395
0.420385,0.017600,0.202369,0.004864,0.049024,0.000608,0.013600,0.000384,0.001504,0.114880,0.898082
0.420321,0.017632,0.202720,0.005024,0.048801,0.000576,0.013536,0.000352,0.001600,0.116128,0.898498
0.441666,0.017568,0.203136,0.005216,0.048704,0.000832,0.013664,0.000416,0.001440,0.119553,0.927843
0.416385,0.017377,0.203168,0.005024,0.049472,0.000832,0.013568,0.000384,0.001504,0.111681,0.895747
0.416225,0.017568,0.203745,0.005280,0.047968,0.000768,0.013504,0.000384,0.001536,0.115392,0.894915
0.415681,0.017632,0.222401,0.005248,0.048736,0.000576,0.013504,0.000352,0.001536,0.116384,0.913826
0.420833,0.017408,0.202816,0.005184,0.049217,0.000800,0.013568,0.000352,0.001568,0.112480,0.896610
0.417474,0.017568,0.202624,0.004864,0.048256,0.000800,0.013856,0.000352,0.001536,0.107969,0.883715
0.416385,0.017472,0.203009,0.005312,0.048480,0.000832,0.013472,0.000384,0.001504,0.115456,0.901219
0.444417,0.017504,0.203969,0.005312,0.049280,0.000832,0.013536,0.000384,0.001472,0.115488,0.931971
0.420801,0.017504,0.203969,0.005120,0.048800,0.000832,0.013504,0.000384,0.001536,0.115072,0.902850
0.420801,0.017472,0.203104,0.004864,0.048897,0.000832,0.013504,0.000384,0.001600,0.113504,0.893826
0.420738,0.017728,0.217248,0.005248,0.049312,0.000800,0.013600,0.000352,0.001600,0.114945,0.912483
0.416513,0.017248,0.202433,0.004864,0.048320,0.000576,0.013760,0.000384,0.001536,0.113313,0.887523
0.417409,0.017568,0.202593,0.005216,0.049216,0.000800,0.013536,0.000800,0.001472,0.114624,0.895203
0.417345,0.017536,0.203873,0.004832,0.048384,0.000576,0.013536,0.000352,0.001504,0.116480,0.897986
0.416449,0.017632,0.203264,0.005248,0.048033,0.000832,0.013472,0.000384,0.001600,0.114368,0.892098
0.417378,0.017536,0.203520,0.005280,0.048224,0.000832,0.013504,0.000384,0.001568,0.113857,0.891459
0.416161,0.017600,0.202945,0.005376,0.048256,0.000832,0.014048,0.000416,0.001536,0.116416,0.900291
0.415649,0.017696,0.232385,0.005184,0.048768,0.000576,0.013472,0.000416,0.001568,0.115296,0.927331
0.416353,0.017600,0.204513,0.005248,0.047936,0.000832,0.013472,0.000352,0.001536,0.115360,0.895970
0.416705,0.017536,0.203904,0.005376,0.048641,0.000832,0.013504,0.000384,0.001440,0.115840,0.896642
0.416930,0.017408,0.203456,0.005248,0.048320,0.000768,0.013600,0.000352,0.001504,0.117825,0.898243
0.417345,0.017345,0.204128,0.005312,0.049344,0.000864,0.014496,0.000352,0.001728,0.115489,0.896547
0.417569,0.017568,0.205057,0.005248,0.048800,0.000800,0.013728,0.000384,0.001504,0.114688,0.898403
0.421345,0.017824,0.203681,0.004800,0.047936,0.000800,0.013728,0.000384,0.001632,0.108480,0.890370
0.441185,0.017824,0.203328,0.005313,0.049024,0.000864,0.013568,0.000384,0.001600,0.119232,0.924034
0.416994,0.017568,0.204096,0.004800,0.048320,0.000864,0.013600,0.000416,0.001440,0.116865,0.897635
0.416449,0.017504,0.202689,0.005248,0.049216,0.000832,0.013568,0.000416,0.001472,0.114113,0.892995
0.421025,0.017632,0.202689,0.004768,0.048896,0.000832,0.013504,0.000384,0.001472,0.111456,0.897795
0.416673,0.017760,0.203713,0.005280,0.049088,0.000768,0.013856,0.000384,0.001504,0.114112,0.894114
0.417313,0.017600,0.203008,0.005312,0.048449,0.000800,0.013568,0.000384,0.001440,0.115648,0.898242
0.416322,0.017568,0.203200,0.005248,0.048928,0.000768,0.013600,0.000384,0.001568,0.115489,0.894083
0.435265,0.017568,0.204289,0.005312,0.048352,0.000832,0.013600,0.000352,0.001472,0.117185,0.914691
0.420929,0.017952,0.203841,0.005280,0.048928,0.000800,0.013696,0.000352,0.001472,0.115680,0.906083
0.420865,0.017376,0.203265,0.005248,0.048032,0.000800,0.013792,0.000384,0.001504,0.117216,0.903362
0.417185,0.017696,0.204832,0.005120,0.048577,0.000832,0.013696,0.000352,0.001536,0.114176,0.921314
0.416610,0.017440,0.203968,0.004896,0.049888,0.000800,0.014240,0.000384,0.001504,0.114721,0.897763
0.421153,0.017312,0.202913,0.005248,0.049216,0.000864,0.013760,0.000352,0.001536,0.111841,0.897187
0.416961,0.017568,0.202657,0.004864,0.048512,0.000800,0.013888,0.000384,0.001728,0.117024,0.897347
0.436353,0.017504,0.203041,0.005088,0.050400,0.000800,0.013536,0.000384,0.001408,0.114080,0.914530
0.421025,0.017696,0.203552,0.004928,0.049089,0.000800,0.013568,0.000352,0.001440,0.117344,0.903554
0.416866,0.018208,0.203840,0.005280,0.048864,0.000608,0.013888,0.000352,0.001440,0.116321,0.898147
0.421505,0.017568,0.203105,0.004928,0.049088,0.000832,0.013600,0.000384,0.001472,0.137601,0.923267
0.416385,0.017472,0.203649,0.004928,0.049248,0.000800,0.013536,0.000384,0.001504,0.112640,0.893826
0.416353,0.017440,0.203873,0.005024,0.047680,0.000864,0.013440,0.000416,0.001536,0.119776,0.898530
0.420450,0.017376,0.203200,0.004928,0.048928,0.000576,0.013472,0.000352,0.001793,0.109024,0.889251
0.433057,0.017409,0.204448,0.005216,0.048640,0.000576,0.013568,0.000384,0.001536,0.116801,0.914275
0.416417,0.018144,0.203809,0.005280,0.048032,0.000800,0.013760,0.000352,0.001792,0.119584,0.897539
0.421281,0.017632,0.203489,0.004928,0.048160,0.000832,0.013632,0.000416,0.001504,0.116928,0.904259
0.416481,0.017312,0.202305,0.005248,0.049440,0.000864,0.034112,0.000512,0.001856,0.115072,0.914946
0.416673,0.017664,0.203488,0.005408,0.048320,0.000832,0.013504,0.000352,0.001600,0.116256,0.896738
0.421122,0.017600,0.203424,0.005248,0.049120,0.000768,0.013504,0.000384,0.001632,0.117441,0.902723
0.421377,0.017376,0.203073,0.004960,0.049504,0.000576,0.013536,0.000384,0.001472,0.115168,0.897443
0.433921,0.017440,0.202689,0.005088,0.050144,0.000800,0.013536,0.000352,0.001568,0.116672,0.913763
0.420705,0.017792,0.203745,0.005312,0.048576,0.000832,0.013792,0.000384,0.001472,0.111840,0.902722
0.420417,0.017376,0.202784,0.005344,0.048961,0.000832,0.014112,0.000416,0.001504,0.112352,0.894562
0.420226,0.017408,0.221568,0.005280,0.048512,0.000576,0.013568,0.000384,0.001632,0.116033,0.915587
0.417025,0.017312,0.202849,0.004928,0.048896,0.000832,0.013632,0.000384,0.001536,0.116001,0.895267
0.415969,0.017344,0.203393,0.005376,0.048672,0.000832,0.013440,0.000416,0.001536,0.117600,0.902850
