Layer[0],Layer[9],Layer[10],classifier
0.426626,0.813058,0.000800,1.246596
0.421665,0.786403,0.001056,1.215044
0.427169,0.793858,0.000960,1.227971
0.445569,0.794978,0.001024,1.248195
0.418050,0.780258,0.000704,1.205476
0.421569,0.784739,0.000800,1.213412
0.425377,0.818370,0.000928,1.249955
0.425121,0.785890,0.000864,1.217571
0.426146,0.848194,0.001088,1.282372
0.425890,0.783298,0.000896,1.216420
0.420385,0.785954,0.000928,1.212387
0.420449,0.810370,0.000992,1.237347
0.425825,0.771170,0.000800,1.203363
0.416322,0.780770,0.000896,1.203780
0.437921,0.781922,0.000960,1.227619
0.418337,0.792034,0.001312,1.218115
0.425729,0.840034,0.000992,1.273059
0.416897,0.767842,0.000832,1.190659
0.416993,0.780035,0.000832,1.203844
0.420289,0.818530,0.000832,1.245187
0.426241,0.777954,0.000896,1.210307
0.421473,0.777986,0.000864,1.205987
0.454081,0.788547,0.000928,1.250276
0.426209,0.781378,0.000896,1.213635
0.420321,0.781314,0.000896,1.208963
0.417377,0.785506,0.000800,1.209315
0.416321,0.783235,0.000736,1.205796
0.426625,0.808578,0.001056,1.242627
0.416577,0.790914,0.000800,1.214403
0.417025,0.819394,0.000864,1.242787
0.416514,0.802562,0.000864,1.226628
0.420353,0.781155,0.000896,1.207812
0.416193,0.785218,0.001024,1.208675
0.433505,0.785890,0.000800,1.226019
0.420417,0.785602,0.000768,1.212195
0.416898,0.795074,0.000896,1.218404
0.416193,0.773506,0.000896,1.195619
0.425185,0.781506,0.000864,1.212835
0.416577,0.812514,0.000768,1.236259
0.420898,0.789634,0.001120,1.218020
0.416833,0.819779,0.001216,1.243396
0.436001,0.790114,0.000864,1.233379
0.420641,0.788834,0.000864,1.216931
0.416801,0.811394,0.000640,1.234787
0.425282,0.780866,0.000896,1.212868
0.425473,0.782179,0.000832,1.213892
0.425473,0.814274,0.000928,1.246467
0.426465,0.783074,0.000704,1.215715
0.425761,0.773538,0.000928,1.206691
0.420673,0.839298,0.000960,1.266564
0.426209,0.788067,0.000864,1.220420
0.420673,0.788674,0.000992,1.216227
0.448193,0.776418,0.000736,1.230563
0.416001,0.776930,0.000800,1.199651
0.415457,0.769923,0.000864,1.191460
0.420897,0.776514,0.000672,1.203107
0.416129,0.812930,0.000704,1.234403
0.420065,0.803138,0.000960,1.229251
0.420610,0.789378,0.000960,1.216708
0.425825,0.787331,0.000832,1.219396
0.425537,0.808514,0.000992,1.240611
0.420929,0.777410,0.000672,1.204035
0.421282,0.787170,0.000736,1.214692
0.436929,0.779395,0.000672,1.222052
0.425761,0.773346,0.000704,1.205091
0.420417,0.782402,0.001088,1.209987
0.416353,0.776802,0.000832,1.198115
0.426241,0.789603,0.000832,1.222916
0.425921,0.794882,0.000960,1.227523
0.420385,0.763938,0.000704,1.190435
0.422625,0.780514,0.000800,1.209315
0.426529,0.829218,0.000800,1.262020
0.426113,0.757122,0.000672,1.188996
0.420737,0.802914,0.000864,1.228963
0.452353,0.784930,0.000832,1.243075
0.427681,0.772642,0.000736,1.205827
0.420482,0.787106,0.000864,1.213348
0.421409,0.783779,0.000832,1.212580
0.420513,0.770242,0.000800,1.197187
0.421921,0.824194,0.000928,1.253027
0.426529,0.776162,0.000832,1.208899
0.426082,0.806114,0.000928,1.238628
0.421153,0.793059,0.001024,1.221124
0.427041,0.778466,0.000928,1.210947
0.425601,0.783458,0.000736,1.214563
0.441665,0.806562,0.000640,1.254595
0.425697,0.801314,0.000864,1.232867
0.427170,0.809730,0.000736,1.244580
0.425761,0.785122,0.000640,1.216516
0.420481,0.798787,0.000704,1.225060
0.420929,0.803362,0.000704,1.229827
0.420257,0.768386,0.000896,1.194627
0.420225,0.775490,0.000640,1.201379
0.437282,0.782402,0.000832,1.226788
0.425505,0.780163,0.000864,1.211620
0.420193,0.785506,0.000672,1.211651
0.442305,0.807010,0.000704,1.254819
0.416801,0.785890,0.000800,1.209251
0.426433,0.828098,0.000864,1.260867
0.420514,0.785378,0.000896,1.212740
0.421025,0.779171,0.000672,1.206596
0.425857,0.811427,0.000800,1.243780
0.416033,0.781794,0.000992,1.204515
0.425633,0.786242,0.000704,1.218499
0.434113,0.782050,0.000832,1.221859
0.421314,0.810882,0.000832,1.238564
0.427330,0.783714,0.000608,1.217188
0.417729,0.813923,0.001024,1.239236
0.426177,0.762914,0.000608,1.195076
0.427105,0.808802,0.001088,1.242563
0.426465,0.775746,0.000672,1.207491
0.426433,0.774402,0.000704,1.207011
0.426785,0.804962,0.000928,1.237891
0.427330,0.784930,0.000928,1.219204
0.426945,0.773923,0.000928,1.207332
0.435233,0.797315,0.000768,1.239012
0.425665,0.780258,0.001088,1.212643
0.421121,0.788898,0.001088,1.218339
0.422785,0.787938,0.000992,1.217731
0.416385,0.789378,0.000832,1.211651
0.421089,0.795554,0.000992,1.223107
0.425570,0.790658,0.000800,1.221604
0.426497,0.766787,0.000768,1.199108
0.426529,0.793507,0.000736,1.226180
0.420801,0.806498,0.000736,1.232803
0.425665,0.772290,0.000704,1.202915
0.443137,0.780386,0.000736,1.229635
0.418817,0.771586,0.000896,1.196931
0.426018,0.859874,0.000832,1.292644
0.425730,0.776386,0.000896,1.208740
0.425410,0.783138,0.000704,1.214948
0.420961,0.789635,0.000704,1.216164
0.421281,0.775042,0.000672,1.202947
0.426049,0.771554,0.000608,1.203491
0.421185,0.800098,0.000736,1.227011
0.425697,0.774338,0.000672,1.205763
0.426210,0.808290,0.000736,1.239812
0.436514,0.794114,0.000864,1.236772
0.426626,0.777826,0.000608,1.209476
0.425697,0.802883,0.000736,1.234404
0.416577,0.773986,0.000768,1.195715
0.420001,0.778914,0.000864,1.204835
0.425409,0.801858,0.000800,1.233219
0.416929,0.778722,0.000672,1.201795
0.420865,0.778402,0.000704,1.205379
0.420737,0.802691,0.000736,1.229060
0.426689,0.778723,0.000960,1.211780
0.426785,0.775042,0.000576,1.207683
0.453729,0.806146,0.000768,1.265187
0.426753,0.771106,0.000672,1.203203
0.420449,0.770274,0.000864,1.196387
0.425697,0.788802,0.000832,1.220387
0.426273,0.765570,0.000640,1.196803
0.428898,0.825762,0.000832,1.261156
0.421250,0.798178,0.000960,1.225636
0.425442,0.777570,0.000704,1.208996
0.421121,0.829187,0.000704,1.257988
0.426017,0.766115,0.000960,1.198308
0.421473,0.777410,0.000672,1.204739
0.436705,0.766434,0.000672,1.209091
0.419745,0.779554,0.000640,1.203811
0.415297,0.766466,0.001024,1.187267
0.424897,0.766818,0.000672,1.196995
0.424802,0.766850,0.000768,1.197604
0.425153,0.807811,0.000896,1.239300
0.425281,0.774115,0.000736,1.205988
0.416353,0.782627,0.000928,1.209892
0.425441,0.803746,0.000928,1.235459
0.426305,0.785634,0.000704,1.218339
0.420001,0.785858,0.000960,1.211491
0.434337,0.791618,0.000704,1.232003
0.426817,0.786178,0.000896,1.219139
0.425729,0.832546,0.000736,1.264035
0.420385,0.777250,0.000992,1.204259
0.425633,0.769698,0.000960,1.202051
0.420641,0.808962,0.000800,1.236355
0.421249,0.783714,0.000736,1.212643
0.420929,0.791906,0.000960,1.219747
0.433409,0.820162,0.001024,1.261123
0.420097,0.782050,0.000608,1.207715
0.416545,0.784034,0.000896,1.206595
0.420417,0.782626,0.000832,1.209123
0.425505,0.767970,0.000832,1.199811
0.416386,0.805442,0.000960,1.227332
0.426114,0.778178,0.000960,1.209956
0.416258,0.765794,0.000640,1.188228
0.420641,0.797571,0.001088,1.226756
0.415809,0.782339,0.000768,1.203972
0.424993,0.781699,0.000640,1.212004
0.444833,0.772803,0.000928,1.224228
0.425537,0.766018,0.000608,1.198595
0.425313,0.788002,0.000832,1.218915
0.425889,0.782882,0.000800,1.215459
0.426273,0.782978,0.000832,1.215555
0.420641,0.806882,0.000864,1.233795
0.416577,0.802402,0.000928,1.225059
0.416865,0.781858,0.000800,1.206851
0.416929,0.809762,0.000800,1.232867
0.415041,0.772866,0.000832,1.193475
0.415617,0.766274,0.000832,1.188035
0.429697,0.780962,0.000640,1.216483
0.415649,0.753538,0.000672,1.175683
0.416130,0.757634,0.000800,1.178852
0.428161,0.769442,0.000544,1.202691
0.415937,0.775842,0.000608,1.196803
0.420289,0.765602,0.000768,1.192803
0.416225,0.775362,0.000800,1.198787
0.416033,0.760674,0.000736,1.182499
0.415489,0.832386,0.000800,1.253955
0.426817,0.820578,0.000896,1.253411
0.416641,0.780642,0.000768,1.203363
0.416066,0.776418,0.000736,1.198564
0.420481,0.781091,0.000992,1.207908
0.415809,0.767907,0.000704,1.190564
0.426881,0.785282,0.000768,1.217859
0.416897,0.762754,0.000928,1.186339
0.416481,0.783650,0.000704,1.205923
0.428449,0.770466,0.000672,1.204931
0.416225,0.760898,0.000672,1.182787
0.416065,0.836930,0.000960,1.259235
0.415553,0.759874,0.000832,1.181251
0.415746,0.753666,0.000672,1.175428
0.416257,0.783107,0.000800,1.205220
0.416961,0.777314,0.000800,1.199939
0.416097,0.780962,0.000672,1.202659
0.416481,0.789634,0.000864,1.213539
0.416353,0.759298,0.000832,1.182051
0.415969,0.753154,0.000704,1.175107
0.416290,0.780578,0.000800,1.202468
0.416033,0.772483,0.000768,1.194244
0.415713,0.756194,0.000800,1.177251
0.428481,0.755010,0.000928,1.189987
0.415937,0.811330,0.000736,1.233507
0.416033,0.755074,0.000768,1.177059
0.427425,0.770178,0.000736,1.203875
0.414753,0.765250,0.000800,1.187203
0.417250,0.822178,0.000832,1.245668
0.416738,0.772354,0.000800,1.195460
0.415554,0.750434,0.000800,1.171908
0.415617,0.790371,0.000608,1.210820
0.415873,0.773314,0.000704,1.193987
0.416321,0.762626,0.000896,1.184803
0.414977,0.771202,0.000736,1.192195
0.416097,0.752994,0.000608,1.175235
0.416289,0.762594,0.000704,1.184195
0.416258,0.789858,0.000864,1.213028
0.415042,0.761090,0.000960,1.181508
0.415393,0.752515,0.000736,1.174020
0.437633,0.769090,0.000896,1.212675
0.415233,0.757026,0.000768,1.177507
0.416193,0.766850,0.000896,1.188835
0.428897,0.780770,0.000928,1.215843
0.416321,0.772898,0.000832,1.195331
0.417121,0.774082,0.000800,1.197091
0.420481,0.764354,0.000704,1.190659
0.417121,0.761858,0.000736,1.185827
0.416098,0.785090,0.000672,1.207204
0.415522,0.753058,0.000704,1.173636
0.416097,0.769986,0.000704,1.191331
0.415201,0.778338,0.000672,1.199587
0.426113,0.783810,0.000992,1.216195
0.420801,0.779810,0.000672,1.206563
0.447553,0.803395,0.000736,1.256644
0.420417,0.776867,0.000736,1.203396
0.420610,0.797026,0.000928,1.223780
0.425314,0.788066,0.000960,1.220708
0.425345,0.776066,0.000864,1.207075
0.420609,0.829634,0.000704,1.257059
0.421345,0.780194,0.000832,1.207523
0.420321,0.778978,0.000896,1.205379
0.420193,0.839106,0.001088,1.266403
0.416385,0.785922,0.000864,1.208355
0.419297,0.779906,0.000960,1.205059
0.443713,0.809154,0.000960,1.259139
0.420641,0.777059,0.000864,1.203588
0.419457,0.788035,0.000992,1.213764
0.425409,0.770083,0.000992,1.201348
0.425697,0.774819,0.000768,1.206308
0.425505,0.800290,0.000768,1.232292
0.425698,0.785186,0.000800,1.216548
0.416706,0.769762,0.000704,1.192260
0.421826,0.799618,0.000768,1.228196
0.426017,0.770562,0.000896,1.202819
0.420257,0.803714,0.001024,1.229891
0.440993,0.779234,0.000864,1.225667
0.420897,0.791938,0.000960,1.219235
0.426113,0.786370,0.000832,1.218531
0.425505,0.777250,0.000896,1.208931
0.420161,0.763938,0.000864,1.189667
0.425249,0.783490,0.000832,1.215011
0.424833,0.763234,0.000736,1.194115
0.419777,0.773954,0.000992,1.199427
0.425249,0.785922,0.001088,1.217059
0.416769,0.800803,0.000768,1.223460
0.425025,0.779395,0.000832,1.211172
0.435650,0.782018,0.001056,1.224676
0.426210,0.763554,0.000736,1.195524
0.420674,0.783554,0.000768,1.209892
0.445858,0.772994,0.000800,1.225284
0.422753,0.773474,0.000672,1.201699
0.420289,0.808034,0.000832,1.234339
0.425537,0.760066,0.000864,1.191587
0.425153,0.781506,0.000640,1.212355
0.418273,0.793474,0.001056,1.218435
0.420545,0.814914,0.000896,1.243075
0.420705,0.762946,0.000736,1.189027
