Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.543649,0.017664,0.206017,0.004800,0.047424,0.164352,0.014016,0.000672,0.001472,0.014528,0.000576,1.022882
0.417505,0.017568,0.203905,0.005216,0.047680,0.180480,0.014624,0.000704,0.001472,0.001984,0.000544,0.900322
0.417473,0.017728,0.203520,0.005280,0.047553,0.176224,0.013952,0.000448,0.001440,0.000960,0.000576,0.893410
0.417090,0.017504,0.220192,0.004928,0.048608,0.176673,0.014496,0.000448,0.001600,0.001216,0.000544,0.911299
0.416225,0.017504,0.203649,0.004864,0.048256,0.171361,0.014656,0.000480,0.001568,0.000992,0.000608,0.887619
0.415393,0.017600,0.202913,0.004864,0.048512,0.169696,0.014496,0.000480,0.001600,0.000992,0.000352,0.884194
0.416418,0.017504,0.202528,0.004800,0.049024,0.179841,0.014336,0.000448,0.001760,0.000992,0.000352,0.895203
0.415873,0.017472,0.203137,0.005504,0.048736,0.175457,0.014720,0.000448,0.001536,0.001024,0.000320,0.891395
0.416065,0.017472,0.202145,0.004864,0.048576,0.173920,0.014656,0.000480,0.001568,0.000992,0.000320,0.888578
0.416353,0.017472,0.202976,0.004864,0.047072,0.180577,0.014144,0.000448,0.001408,0.000992,0.000384,0.893954
0.415329,0.017472,0.221441,0.005024,0.048096,0.185313,0.014848,0.000448,0.001376,0.001024,0.000416,0.918467
0.417025,0.017600,0.202849,0.005280,0.048000,0.178944,0.014784,0.000448,0.001440,0.000992,0.000384,0.896323
0.417185,0.017472,0.203936,0.005025,0.047808,0.164704,0.013984,0.000448,0.001472,0.001024,0.000320,0.881090
0.415874,0.017440,0.202880,0.005216,0.048928,0.172897,0.013792,0.000480,0.001440,0.000896,0.000352,0.887619
0.432065,0.017536,0.202817,0.005216,0.048512,0.175585,0.014016,0.000512,0.001440,0.001504,0.000384,0.906979
0.415841,0.017440,0.202529,0.005248,0.047872,0.170624,0.013888,0.000448,0.001376,0.000928,0.000384,0.884290
0.416066,0.017472,0.203264,0.005248,0.047808,0.177153,0.014432,0.000416,0.001408,0.000928,0.000320,0.892355
0.416385,0.017568,0.221665,0.005280,0.047488,0.175329,0.014464,0.000512,0.001376,0.000992,0.000352,0.909571
0.415361,0.017248,0.202465,0.004864,0.049184,0.170016,0.014336,0.000480,0.001440,0.000960,0.000352,0.883938
0.423873,0.017856,0.208032,0.005088,0.048833,0.215616,0.014816,0.000512,0.002080,0.001888,0.000384,0.953826
0.422305,0.017728,0.205088,0.005056,0.049121,0.207264,0.014688,0.000512,0.002080,0.001536,0.000352,0.935138
0.417409,0.017856,0.204480,0.005088,0.047777,0.176384,0.015488,0.000448,0.001824,0.001184,0.000384,0.896642
0.416865,0.017569,0.203264,0.005248,0.047456,0.173697,0.014912,0.000512,0.001568,0.001152,0.000384,0.890467
0.416929,0.017440,0.202753,0.005344,0.048032,0.172192,0.014720,0.000480,0.001568,0.001120,0.000352,0.888482
0.418465,0.020864,0.203009,0.005248,0.047360,0.175136,0.014176,0.000448,0.001568,0.001120,0.000352,0.916258
0.416834,0.017792,0.202912,0.004864,0.047680,0.174241,0.014112,0.000480,0.001440,0.001024,0.000320,0.889379
0.415553,0.017536,0.202977,0.004864,0.047488,0.168001,0.014208,0.000448,0.001504,0.000992,0.000320,0.881539
0.416929,0.017728,0.203329,0.005248,0.047744,0.177152,0.014176,0.000480,0.001536,0.000992,0.000320,0.893122
0.416674,0.018144,0.203264,0.004832,0.047072,0.180673,0.014272,0.000480,0.001440,0.001088,0.000320,0.895747
0.415745,0.017728,0.202817,0.004832,0.047296,0.182689,0.014368,0.000512,0.001440,0.000992,0.000320,0.896035
0.416673,0.017600,0.203009,0.004800,0.047328,0.176512,0.021568,0.000448,0.001376,0.000992,0.000384,0.898338
0.417186,0.017696,0.218528,0.004960,0.047361,0.184096,0.014464,0.000480,0.001472,0.000992,0.000416,0.916771
0.416385,0.017569,0.202688,0.005024,0.047552,0.176481,0.014848,0.000480,0.001472,0.001248,0.000640,0.892355
0.416353,0.017472,0.202337,0.005248,0.047296,0.165984,0.014592,0.000480,0.001568,0.001088,0.000352,0.880546
0.416929,0.017664,0.203488,0.004864,0.047393,0.173472,0.014592,0.000512,0.001472,0.001088,0.000384,0.889698
0.416034,0.017632,0.203328,0.004864,0.047392,0.163841,0.014048,0.000448,0.001408,0.001120,0.000352,0.878051
0.415841,0.017408,0.203009,0.004896,0.047712,0.176288,0.014209,0.000480,0.001504,0.001056,0.000352,0.890403
0.415457,0.017696,0.202561,0.004800,0.046944,0.187776,0.014144,0.000480,0.001504,0.000992,0.000416,0.900482
0.417857,0.017536,0.226657,0.005248,0.047680,0.200448,0.014816,0.000576,0.001504,0.001088,0.000608,0.946562
0.417953,0.017504,0.204960,0.005217,0.047840,0.212512,0.015040,0.000704,0.001632,0.001568,0.000576,0.937538
0.417057,0.017728,0.203808,0.004896,0.048033,0.169856,0.015136,0.000768,0.001600,0.001056,0.000352,0.888482
0.417089,0.017696,0.203361,0.004832,0.047680,0.173729,0.015264,0.000448,0.001600,0.001120,0.000320,0.891299
0.416257,0.017856,0.203233,0.004864,0.047584,0.187040,0.015329,0.000512,0.001568,0.001312,0.000384,0.904643
0.416769,0.017728,0.203585,0.004864,0.047936,0.168800,0.014400,0.000672,0.001440,0.001056,0.000384,0.885346
0.415810,0.017600,0.205024,0.004928,0.047264,0.169153,0.014880,0.000480,0.001472,0.001120,0.000352,0.885795
0.431201,0.017824,0.204577,0.004928,0.047392,0.175329,0.014304,0.000512,0.001376,0.001184,0.000320,0.906819
0.416225,0.017472,0.203489,0.004896,0.047488,0.177632,0.014624,0.000672,0.001408,0.001088,0.000384,0.893186
0.415778,0.017504,0.203968,0.004896,0.047936,0.169761,0.014464,0.000928,0.001408,0.000992,0.000352,0.885571
0.417857,0.017568,0.203169,0.004896,0.047872,0.183681,0.014656,0.000448,0.001472,0.001056,0.000384,0.900867
0.416161,0.017568,0.203361,0.004896,0.047328,0.180736,0.014336,0.000480,0.001472,0.001120,0.000352,0.895106
0.418497,0.017504,0.203008,0.004992,0.047201,0.175840,0.014624,0.000480,0.001504,0.001056,0.000320,0.892802
0.418721,0.017600,0.203584,0.005056,0.048192,0.181217,0.014368,0.000704,0.001536,0.001088,0.000352,0.900195
0.457441,0.017568,0.203681,0.005120,0.047680,0.177409,0.014080,0.000480,0.001504,0.000992,0.000320,0.933731
0.416769,0.017408,0.203649,0.004832,0.047872,0.170016,0.014464,0.000448,0.001504,0.000928,0.000352,0.885794
0.416738,0.017696,0.204192,0.004832,0.048960,0.165409,0.014208,0.000672,0.001440,0.001024,0.000352,0.883235
0.417409,0.017952,0.203233,0.005280,0.047968,0.180865,0.014464,0.000480,0.001504,0.001024,0.000352,0.897923
