Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.509794,0.017856,0.205664,0.005024,0.206465,0.000928,0.014208,0.000384,0.001600,0.002528,0.000576,0.974787
0.416897,0.017824,0.203137,0.005184,0.237665,0.001216,0.014784,0.000384,0.001600,0.002048,0.000576,0.924803
0.420321,0.017696,0.202817,0.004896,0.240256,0.000896,0.015105,0.000384,0.001632,0.001888,0.000576,0.914531
0.421953,0.017664,0.204160,0.004864,0.250369,0.001120,0.016512,0.000352,0.001696,0.001376,0.000608,0.929634
0.420737,0.017601,0.203040,0.004864,0.257121,0.000928,0.015296,0.000384,0.001664,0.001472,0.000576,0.932291
0.457505,0.017600,0.203457,0.004864,0.232513,0.000672,0.014880,0.000352,0.001568,0.001120,0.000320,0.943555
0.420609,0.017312,0.202337,0.004896,0.247616,0.000704,0.016480,0.000384,0.001696,0.001088,0.000352,0.921762
0.420354,0.017856,0.203360,0.004864,0.251169,0.000704,0.014656,0.000416,0.001600,0.001152,0.000352,0.926243
0.420321,0.017824,0.203009,0.004960,0.263233,0.000832,0.014656,0.000416,0.001536,0.001088,0.000352,0.936291
0.420705,0.017600,0.203009,0.004896,0.245632,0.000992,0.015552,0.000384,0.001568,0.001056,0.000352,0.921122
0.420673,0.017472,0.202880,0.004832,0.247649,0.000704,0.014336,0.000416,0.001536,0.001152,0.000352,0.920994
0.420449,0.017248,0.202945,0.004864,0.245441,0.000704,0.015392,0.000384,0.001664,0.001280,0.000384,0.920003
0.415521,0.017408,0.203041,0.004896,0.248672,0.000704,0.014208,0.000384,0.001600,0.001120,0.000384,0.917155
0.416769,0.017568,0.203104,0.005248,0.245505,0.001120,0.016064,0.000448,0.001664,0.001408,0.000384,0.919778
0.421025,0.017537,0.203232,0.005280,0.251745,0.000864,0.014880,0.000384,0.001568,0.001184,0.000352,0.927043
0.461633,0.017568,0.204417,0.005024,0.246593,0.001120,0.015424,0.000416,0.001632,0.001184,0.000352,0.963587
0.415585,0.017664,0.202817,0.005312,0.238496,0.000864,0.014560,0.000448,0.001600,0.001152,0.000384,0.908098
0.420322,0.017600,0.203488,0.004896,0.235457,0.000832,0.015136,0.000864,0.001536,0.001152,0.000384,0.909635
0.417185,0.017760,0.202273,0.004864,0.264001,0.000864,0.015296,0.000416,0.001504,0.001312,0.000384,0.934947
0.415681,0.017856,0.202977,0.005248,0.245792,0.000896,0.015392,0.000384,0.001568,0.001024,0.000384,0.916226
0.421378,0.017536,0.202144,0.004832,0.242561,0.001184,0.014656,0.000384,0.001440,0.001152,0.000416,0.916451
0.420705,0.017728,0.203233,0.004832,0.246273,0.000896,0.014528,0.000352,0.001440,0.001184,0.000352,0.919843
0.437697,0.017472,0.202145,0.004800,0.250144,0.001248,0.015808,0.000384,0.001536,0.001024,0.000416,0.941954
0.421122,0.017600,0.202432,0.004896,0.247681,0.000896,0.015456,0.000416,0.001504,0.001216,0.000384,0.922819
0.421569,0.017536,0.202785,0.004928,0.248961,0.000864,0.015328,0.000416,0.001504,0.001184,0.000352,0.924451
0.416641,0.017632,0.219329,0.006592,0.228480,0.001056,0.015616,0.000384,0.001600,0.001248,0.000384,0.918402
0.421762,0.017696,0.203424,0.004864,0.246017,0.000960,0.014944,0.000416,0.001600,0.001376,0.000384,0.921411
0.420321,0.017344,0.202945,0.004928,0.245793,0.000896,0.014304,0.000352,0.001632,0.001184,0.000352,0.918307
0.416545,0.017568,0.202305,0.004896,0.245568,0.001120,0.015456,0.000384,0.001472,0.001024,0.000384,0.916002
0.420130,0.017280,0.202848,0.004832,0.231521,0.000864,0.015040,0.000416,0.001504,0.001216,0.000416,0.905219
0.420417,0.017792,0.201985,0.004896,0.247169,0.001088,0.015424,0.000832,0.001472,0.001152,0.000416,0.921443
0.420257,0.017472,0.202081,0.004896,0.226528,0.000928,0.014336,0.000384,0.001536,0.001120,0.000384,0.897826
0.420034,0.017504,0.221376,0.005376,0.253057,0.001312,0.016416,0.000384,0.001568,0.001024,0.000416,0.947811
0.420769,0.017568,0.202785,0.004832,0.239105,0.000832,0.015392,0.000384,0.001632,0.001152,0.000384,0.913699
0.419809,0.017504,0.202689,0.004864,0.246144,0.000672,0.015392,0.000352,0.001440,0.001120,0.000384,0.919362
0.416898,0.017728,0.203584,0.004800,0.243233,0.000704,0.015104,0.000416,0.001536,0.001280,0.000384,0.914243
0.420961,0.017472,0.202945,0.004928,0.239233,0.000640,0.014336,0.000384,0.001568,0.001184,0.000352,0.912323
0.416769,0.017536,0.202497,0.004960,0.234016,0.000704,0.015584,0.000384,0.001472,0.001216,0.000384,0.903362
0.416353,0.017376,0.203360,0.004864,0.235009,0.000640,0.014112,0.000352,0.001632,0.001216,0.000384,0.903170
0.436257,0.017728,0.203105,0.005280,0.242401,0.000672,0.014080,0.000384,0.001504,0.001088,0.000352,0.931203
0.420705,0.017440,0.202657,0.004864,0.245472,0.000672,0.014368,0.000608,0.001600,0.001248,0.000384,0.918530
0.420641,0.017280,0.202624,0.004896,0.225921,0.000800,0.014336,0.000352,0.001536,0.001056,0.000352,0.897698
