Layer[0],Layer[1],Layer[2],Layer[3],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.417057,0.017600,0.202944,0.005056,0.227233,0.014784,0.000672,0.001568,0.001184,0.000352,0.896450
0.438721,0.017920,0.203105,0.004832,0.246657,0.014912,0.000768,0.001568,0.001120,0.000384,0.938307
0.422113,0.017760,0.204769,0.005056,0.237152,0.014977,0.000704,0.001568,0.001696,0.000384,0.914403
0.421409,0.017760,0.202881,0.005024,0.234528,0.015104,0.000704,0.001536,0.001184,0.000320,0.908322
0.418434,0.017920,0.220864,0.005248,0.234849,0.014720,0.000672,0.001504,0.001600,0.000352,0.924323
0.416673,0.017760,0.203105,0.005056,0.233377,0.014592,0.000672,0.001504,0.001152,0.000384,0.902147
0.417985,0.017952,0.203713,0.005056,0.231104,0.014528,0.000672,0.001600,0.001632,0.000352,0.902594
0.420514,0.017920,0.202880,0.005056,0.230753,0.015040,0.000704,0.001696,0.001184,0.000320,0.904163
0.420961,0.017856,0.202657,0.005056,0.247937,0.015136,0.000672,0.001888,0.001088,0.000320,0.921379
0.419713,0.017952,0.202497,0.005056,0.239744,0.016032,0.000736,0.001600,0.001024,0.000384,0.913442
0.416385,0.018016,0.202688,0.004896,0.248353,0.015488,0.000672,0.001696,0.001856,0.000352,0.917922
0.437890,0.017984,0.202816,0.004928,0.250177,0.015968,0.000704,0.001696,0.001184,0.000320,0.942275
0.416801,0.017472,0.203137,0.005024,0.232705,0.014784,0.000704,0.001632,0.001152,0.000416,0.901187
0.420737,0.017696,0.203041,0.005056,0.229376,0.014656,0.000512,0.001696,0.001472,0.000320,0.902338
0.416546,0.017408,0.202848,0.005088,0.262689,0.015200,0.000512,0.001632,0.001088,0.000320,0.930915
0.416129,0.017600,0.202689,0.004896,0.226881,0.015744,0.000448,0.001632,0.001152,0.000352,0.895395
0.416705,0.017952,0.203521,0.005152,0.236448,0.014528,0.000480,0.001568,0.001088,0.000320,0.905698
0.416257,0.017824,0.203200,0.004864,0.236929,0.015904,0.000480,0.001600,0.001152,0.000352,0.906498
0.438241,0.017601,0.202848,0.005088,0.240481,0.015296,0.000704,0.001664,0.001344,0.000352,0.931459
0.416353,0.017792,0.202721,0.005024,0.250529,0.015264,0.000640,0.001536,0.001440,0.000320,0.920099
0.416097,0.017536,0.203296,0.004801,0.234432,0.015072,0.000480,0.001568,0.001120,0.000320,0.902594
0.417154,0.017696,0.221600,0.005280,0.229985,0.014528,0.000512,0.001568,0.001184,0.000320,0.917731
0.416417,0.017952,0.203457,0.004992,0.224609,0.014432,0.000704,0.001600,0.001120,0.000352,0.892899
0.420385,0.017952,0.202721,0.005248,0.233184,0.014560,0.000704,0.001664,0.001696,0.000416,0.906178
0.420738,0.017760,0.203328,0.005024,0.246945,0.014816,0.000480,0.001824,0.001728,0.000320,0.921027
0.416449,0.017824,0.203009,0.005024,0.222625,0.014816,0.000704,0.001792,0.001408,0.000416,0.891907
0.420673,0.017856,0.202881,0.005024,0.250752,0.015200,0.000672,0.001632,0.001760,0.000384,0.924706
0.420353,0.017600,0.203296,0.005056,0.251425,0.015072,0.000672,0.001856,0.001280,0.000352,0.925474
0.421505,0.017505,0.221536,0.005184,0.221569,0.015072,0.000736,0.001536,0.001152,0.000384,0.914435
0.420225,0.017632,0.203137,0.004864,0.232704,0.014529,0.000512,0.001696,0.001184,0.000384,0.904515
0.416801,0.017664,0.203488,0.005024,0.247457,0.014816,0.000448,0.001728,0.001184,0.000384,0.916706
0.421858,0.017696,0.204480,0.005024,0.302401,0.015744,0.000416,0.002272,0.001472,0.000576,0.984739
0.417730,0.017824,0.204544,0.005088,0.229793,0.015968,0.000704,0.001920,0.001216,0.000384,0.903235
0.417025,0.017408,0.203073,0.005088,0.223264,0.014625,0.000672,0.001792,0.001216,0.000416,0.892387
0.416577,0.017568,0.202976,0.005056,0.228513,0.015360,0.000704,0.001568,0.001408,0.000384,0.897890
0.436993,0.017633,0.203328,0.005024,0.238945,0.014976,0.000416,0.001504,0.001152,0.000384,0.928003
0.420801,0.017600,0.203457,0.005120,0.241664,0.015393,0.000704,0.001536,0.001248,0.000384,0.915555
0.416225,0.017600,0.202720,0.005248,0.249025,0.015328,0.000704,0.001568,0.001120,0.000352,0.917634
0.416930,0.017536,0.202752,0.004832,0.265345,0.015328,0.000704,0.001600,0.001216,0.000384,0.934467
0.418401,0.017696,0.202657,0.005152,0.230401,0.014848,0.000736,0.001600,0.001248,0.000384,0.900963
0.421153,0.017600,0.202881,0.004864,0.249216,0.014848,0.000672,0.001536,0.001120,0.000384,0.921890
0.415810,0.017760,0.202336,0.004928,0.231969,0.014304,0.000512,0.001536,0.001728,0.000576,0.899331
0.438625,0.018048,0.202785,0.005088,0.232737,0.015072,0.000768,0.001536,0.001152,0.000384,0.924163
0.416897,0.017504,0.202849,0.005024,0.231200,0.014240,0.000672,0.001568,0.001120,0.000320,0.899330
0.415138,0.017600,0.203072,0.004832,0.245537,0.014464,0.000704,0.001632,0.001152,0.000800,0.912803
0.420865,0.017696,0.240737,0.005344,0.239585,0.014720,0.000448,0.001536,0.001120,0.000352,0.951875
0.420897,0.017536,0.202945,0.004896,0.241664,0.014592,0.000704,0.001472,0.001600,0.000352,0.914658
0.420609,0.017696,0.203040,0.005120,0.231777,0.014592,0.000704,0.001536,0.001088,0.000800,0.905122
0.420321,0.017569,0.203584,0.004864,0.257281,0.014336,0.000736,0.001440,0.001632,0.000544,0.929763
0.419713,0.018048,0.202945,0.005312,0.237633,0.014976,0.000704,0.001536,0.001120,0.000352,0.910371
0.419585,0.017472,0.203393,0.005152,0.227520,0.014272,0.000928,0.001504,0.001024,0.000768,0.899362
0.416226,0.017472,0.202976,0.005152,0.240161,0.014528,0.000736,0.001472,0.001152,0.000352,0.907843
0.435297,0.017600,0.203041,0.004960,0.246593,0.014560,0.000512,0.001728,0.001088,0.000384,0.933827
0.417249,0.017440,0.203233,0.005056,0.219424,0.015104,0.000704,0.001760,0.001216,0.000352,0.889218
0.416257,0.017632,0.203872,0.005184,0.237953,0.014752,0.000704,0.001696,0.001184,0.000352,0.907106
0.415521,0.017504,0.203777,0.005248,0.231937,0.050432,0.000800,0.001600,0.001280,0.000352,0.936483
0.421345,0.017408,0.203873,0.005056,0.239072,0.014432,0.000736,0.001600,0.001280,0.000320,0.913346
0.416289,0.017376,0.203712,0.004896,0.223649,0.014688,0.000864,0.001696,0.001152,0.000352,0.892610
0.416641,0.017472,0.202721,0.005056,0.228033,0.014784,0.000704,0.001568,0.001088,0.000352,0.896227
0.436065,0.017856,0.203169,0.005024,0.239681,0.014752,0.000704,0.001504,0.001152,0.000640,0.928675
0.418081,0.017664,0.204224,0.005088,0.232737,0.014400,0.000704,0.001600,0.001184,0.000352,0.903906
0.415362,0.017856,0.203712,0.004896,0.248065,0.014592,0.000928,0.001568,0.001408,0.000384,0.916387
0.416737,0.017760,0.203201,0.005152,0.256417,0.014752,0.000736,0.001536,0.001152,0.000352,0.925699
0.417537,0.017760,0.203137,0.005280,0.234624,0.015456,0.000704,0.001760,0.001152,0.000352,0.905634
0.416610,0.017568,0.203392,0.004928,0.231905,0.014464,0.000704,0.002048,0.001120,0.000384,0.901187
0.417505,0.017888,0.203233,0.004896,0.234209,0.014496,0.000736,0.001600,0.001152,0.000384,0.904259
0.433889,0.017824,0.203169,0.004896,0.230400,0.014720,0.000768,0.001568,0.001184,0.000384,0.916642
0.417410,0.017600,0.203392,0.005088,0.250273,0.014912,0.000736,0.001664,0.001088,0.000384,0.920163
0.420513,0.017792,0.203553,0.004800,0.228065,0.014784,0.000736,0.001472,0.001152,0.000416,0.901123
0.420897,0.017696,0.222785,0.004992,0.245728,0.014720,0.000576,0.001504,0.001664,0.000416,0.938754
0.417217,0.017344,0.203424,0.004896,0.222881,0.014496,0.000704,0.002016,0.001184,0.000352,0.891938
0.417121,0.017345,0.202432,0.004864,0.219425,0.014720,0.000672,0.001600,0.001632,0.000352,0.887843
0.421441,0.017600,0.203745,0.004992,0.225472,0.015360,0.000704,0.001984,0.001088,0.000384,0.900482
0.415969,0.017664,0.203296,0.004896,0.225153,0.015136,0.000480,0.001632,0.001248,0.000384,0.893186
0.417441,0.017696,0.202881,0.004928,0.221249,0.014624,0.000704,0.001504,0.001184,0.000384,0.890403
0.416673,0.017504,0.203105,0.005120,0.244896,0.014912,0.000672,0.001536,0.001184,0.000576,0.914210
0.417218,0.017376,0.220512,0.004992,0.223745,0.014656,0.000512,0.001536,0.001120,0.000384,0.910659
0.417217,0.017664,0.202369,0.005088,0.233281,0.014528,0.000704,0.001600,0.001792,0.000384,0.902211
0.415745,0.017568,0.203041,0.004832,0.227776,0.014528,0.000704,0.001536,0.001600,0.000832,0.895554
0.415842,0.017632,0.202816,0.005056,0.230433,0.016032,0.000704,0.001568,0.001120,0.000320,0.899427
0.416353,0.017632,0.203073,0.005120,0.232513,0.015712,0.000704,0.001856,0.001216,0.000544,0.902563
0.416641,0.017728,0.203361,0.004896,0.240096,0.014432,0.000704,0.001600,0.001152,0.000576,0.908866
0.416354,0.017920,0.202720,0.005280,0.241761,0.015264,0.000448,0.001568,0.001152,0.000640,0.911011
0.430689,0.017664,0.202369,0.004896,0.225857,0.015488,0.000704,0.001600,0.001472,0.000352,0.908899
0.416321,0.017888,0.202657,0.004896,0.231104,0.015584,0.000672,0.002176,0.001120,0.000352,0.900226
0.417506,0.017696,0.202560,0.004992,0.231361,0.014752,0.000448,0.001632,0.001216,0.000352,0.900195
0.421057,0.017760,0.203521,0.004864,0.222721,0.015232,0.000800,0.001888,0.001408,0.000544,0.916035
0.420545,0.017568,0.202881,0.004832,0.229536,0.015264,0.000448,0.001952,0.001792,0.000608,0.903106
0.420450,0.017632,0.202784,0.004864,0.226945,0.015072,0.000672,0.001504,0.001056,0.000352,0.899299
0.416065,0.021024,0.202433,0.004800,0.220673,0.015360,0.000704,0.001536,0.001120,0.000352,0.891555
0.433729,0.017856,0.202913,0.004800,0.233728,0.014688,0.000704,0.001632,0.001056,0.000384,0.919298
0.420962,0.017600,0.202528,0.004960,0.232033,0.014400,0.000704,0.001568,0.001728,0.000384,0.904163
0.416769,0.017952,0.202657,0.005056,0.230977,0.014944,0.000672,0.001664,0.001152,0.000384,0.899651
0.420801,0.017568,0.202913,0.005088,0.246112,0.015744,0.000704,0.001600,0.001184,0.000352,0.919426
0.421665,0.017760,0.202688,0.004864,0.231681,0.014816,0.000704,0.001984,0.001088,0.000352,0.905026
0.416225,0.017536,0.202817,0.005376,0.240065,0.015008,0.000704,0.001504,0.001120,0.000416,0.908579
0.420545,0.017824,0.202593,0.005056,0.231904,0.014624,0.000704,0.001600,0.001312,0.000608,0.904419
0.438369,0.017536,0.202368,0.004896,0.232833,0.014816,0.000896,0.002048,0.001088,0.000384,0.923042
0.416289,0.017761,0.202976,0.005120,0.230081,0.014656,0.000448,0.001792,0.001120,0.000384,0.898211
0.420705,0.017856,0.203041,0.005056,0.228480,0.014816,0.000704,0.001536,0.001184,0.000352,0.901346
0.420737,0.017728,0.202368,0.005056,0.238017,0.015008,0.000704,0.001536,0.001088,0.000320,0.928386
0.422177,0.017793,0.202784,0.004896,0.231297,0.014848,0.000672,0.001600,0.001248,0.000576,0.905251
0.416705,0.017952,0.205377,0.004864,0.240320,0.014561,0.000448,0.001504,0.001184,0.000384,0.910755
0.416065,0.017888,0.202464,0.004832,0.234017,0.014432,0.000672,0.001600,0.001120,0.000320,0.900802
0.433793,0.017505,0.202688,0.005120,0.243361,0.014720,0.000512,0.001728,0.001056,0.000352,0.928707
0.417281,0.018080,0.203073,0.004928,0.239360,0.014720,0.000736,0.001568,0.001120,0.000352,0.909058
0.417025,0.017504,0.202784,0.004896,0.245057,0.014688,0.000640,0.001536,0.001408,0.000384,0.913858
0.415137,0.017633,0.220320,0.005152,0.244257,0.014688,0.000960,0.001600,0.001120,0.000352,0.929219
0.416769,0.017664,0.202209,0.005120,0.237089,0.014848,0.000448,0.001504,0.001120,0.000384,0.904643
0.416609,0.017728,0.203488,0.004832,0.251297,0.015072,0.000736,0.001504,0.001120,0.000352,0.919938
0.420802,0.017760,0.203104,0.005056,0.249377,0.014944,0.000736,0.001664,0.001056,0.000384,0.922595
0.417089,0.017696,0.203169,0.005024,0.248929,0.014720,0.000480,0.001568,0.001408,0.000416,0.918051
0.416417,0.017568,0.202625,0.004832,0.236416,0.014624,0.000704,0.001472,0.001184,0.000384,0.903650
0.416034,0.017536,0.202272,0.005024,0.240961,0.014976,0.000768,0.001728,0.001056,0.000352,0.908419
0.440673,0.017760,0.202337,0.004896,0.270561,0.014624,0.000672,0.001504,0.001216,0.000352,0.962403
0.416353,0.017952,0.202945,0.005248,0.233728,0.014497,0.000704,0.001600,0.001088,0.000384,0.902787
0.416097,0.017760,0.203104,0.004960,0.235233,0.014432,0.000896,0.001632,0.001504,0.000384,0.903682
0.419970,0.017760,0.202400,0.005024,0.256801,0.014784,0.000480,0.001472,0.001152,0.000384,0.928259
0.420801,0.017760,0.203393,0.004896,0.236865,0.014272,0.000704,0.001568,0.001152,0.000352,0.909123
0.415745,0.017888,0.203425,0.004832,0.246016,0.014304,0.000448,0.001504,0.001088,0.000576,0.913538
0.420290,0.017472,0.202816,0.004864,0.243713,0.014336,0.000704,0.001536,0.001088,0.000352,0.914371
0.433473,0.017792,0.203169,0.004928,0.248161,0.014624,0.000416,0.001504,0.001184,0.000352,0.933059
0.420129,0.017856,0.202945,0.005088,0.236384,0.014304,0.000480,0.001536,0.001696,0.000416,0.908482
0.420161,0.017856,0.202880,0.005152,0.241057,0.014624,0.000704,0.001440,0.001088,0.000384,0.912962
0.420225,0.017825,0.240032,0.005152,0.270593,0.014624,0.000448,0.001696,0.001152,0.000384,0.979939
0.416097,0.017696,0.202657,0.004992,0.249857,0.014400,0.000704,0.001536,0.001120,0.000544,0.917219
0.420449,0.018048,0.202593,0.005088,0.245152,0.014336,0.000928,0.001504,0.001152,0.000576,0.917506
0.415969,0.017920,0.203104,0.004960,0.227137,0.014272,0.000640,0.001536,0.001024,0.000384,0.894114
0.420449,0.018400,0.202657,0.004864,0.229569,0.014400,0.000704,0.001504,0.001664,0.000384,0.902179
0.416193,0.017504,0.202625,0.004928,0.233088,0.014592,0.000704,0.001536,0.001184,0.000576,0.900322
0.416897,0.017504,0.203264,0.004896,0.245537,0.014464,0.000704,0.001472,0.001120,0.000608,0.913986
0.416161,0.037921,0.203232,0.005152,0.243169,0.014240,0.000704,0.001472,0.001120,0.000384,0.931011
0.415585,0.017888,0.202913,0.005216,0.235648,0.014433,0.000864,0.001440,0.001056,0.000352,0.903395
0.415873,0.017664,0.202560,0.004832,0.222593,0.014304,0.000960,0.001536,0.001024,0.000384,0.888834
0.419489,0.017856,0.202337,0.004864,0.227393,0.014240,0.000448,0.001504,0.000928,0.000384,0.896739
0.420385,0.017696,0.203232,0.004896,0.234465,0.014496,0.000704,0.001632,0.001024,0.000576,0.906690
0.416098,0.017728,0.202368,0.004832,0.243073,0.014208,0.000704,0.001600,0.000992,0.000384,0.908803
0.415393,0.017792,0.202753,0.004864,0.240673,0.014400,0.000640,0.001536,0.001056,0.000768,0.907139
0.439457,0.017984,0.202913,0.004928,0.246464,0.014144,0.000704,0.001536,0.001312,0.000384,0.937250
0.419618,0.017600,0.202944,0.004896,0.225089,0.014144,0.000928,0.001536,0.001024,0.000384,0.895363
0.416641,0.017408,0.202785,0.005088,0.249505,0.014400,0.000704,0.001472,0.001088,0.000384,0.916451
