Layer[0],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415714,0.757826,0.000864,0.014304,0.000768,0.001568,0.001056,0.000352,1.199684
0.437058,0.750914,0.000800,0.014080,0.000384,0.001536,0.001088,0.000352,1.212708
0.416257,0.741730,0.000704,0.014080,0.000640,0.001536,0.000928,0.000320,1.182915
0.415585,0.752770,0.000832,0.014240,0.000352,0.001472,0.001088,0.000384,1.193027
0.416769,0.751810,0.000832,0.014208,0.000384,0.001536,0.001024,0.000416,1.195331
0.415937,0.755074,0.000800,0.014144,0.000416,0.001504,0.000992,0.000416,1.195555
0.415681,0.778690,0.000864,0.014176,0.000352,0.001536,0.000992,0.000352,1.219363
0.416033,0.754402,0.000704,0.014080,0.000352,0.001504,0.001024,0.000320,1.194755
0.415617,0.751426,0.000736,0.014144,0.000416,0.001568,0.000960,0.000384,1.191843
0.416033,0.785890,0.000896,0.014208,0.000384,0.001472,0.001120,0.000416,1.227011
0.415873,0.789282,0.000960,0.014176,0.000320,0.001440,0.001152,0.000320,1.229923
0.415777,0.756290,0.000864,0.014336,0.000352,0.001568,0.001120,0.000320,1.197219
0.433922,0.752674,0.000800,0.013920,0.000384,0.001536,0.000992,0.000384,1.211300
0.415906,0.758754,0.000864,0.014112,0.000416,0.001536,0.001120,0.000416,1.199556
0.416097,0.739394,0.000832,0.013952,0.000384,0.001472,0.001056,0.000352,1.180003
0.416353,0.786018,0.000896,0.014176,0.000384,0.001472,0.001184,0.000352,1.227811
0.417441,0.761538,0.001024,0.014496,0.000384,0.001472,0.001056,0.000384,1.204323
0.415841,0.778562,0.001088,0.014720,0.000384,0.001536,0.001120,0.000416,1.220355
0.418049,0.765826,0.000864,0.014976,0.000320,0.001536,0.001248,0.000352,1.210403
0.416673,0.750050,0.000736,0.015040,0.000384,0.001568,0.001088,0.000448,1.192259
0.417441,0.780706,0.000736,0.014881,0.000384,0.001536,0.001024,0.000352,1.224068
0.416385,0.785666,0.000992,0.015008,0.000352,0.001632,0.001088,0.000384,1.227907
0.416289,0.740642,0.000704,0.015104,0.000384,0.001504,0.000992,0.000352,1.182115
0.435073,0.796258,0.000864,0.014272,0.000352,0.001472,0.001088,0.000384,1.256995
0.416321,0.745218,0.000736,0.014208,0.000384,0.001440,0.000992,0.000384,1.185987
0.416417,0.749538,0.000704,0.014240,0.000384,0.001600,0.000960,0.000384,1.190019
0.415969,0.757954,0.000832,0.014048,0.000352,0.001408,0.001024,0.000352,1.198531
0.416546,0.752385,0.000704,0.014144,0.000608,0.001536,0.001056,0.000352,1.193092
0.415841,0.826210,0.001216,0.015872,0.000352,0.001472,0.001056,0.000416,1.269187
0.416161,0.786434,0.000672,0.014016,0.000352,0.001568,0.001088,0.000352,1.226403
0.416769,0.780930,0.000928,0.014048,0.000384,0.001440,0.001184,0.000384,1.222755
0.415841,1.090819,0.001280,0.015456,0.000384,0.001504,0.000992,0.000384,1.533956
0.415489,0.779010,0.000736,0.014145,0.000352,0.001504,0.001024,0.000352,1.218532
0.416257,0.751586,0.000864,0.014304,0.000384,0.001568,0.001088,0.000384,1.192803
0.415489,0.750786,0.000672,0.014048,0.000384,0.001536,0.001056,0.000384,1.190531
0.416065,0.742850,0.000832,0.014016,0.000384,0.001696,0.001120,0.000384,1.183395
0.416225,0.757538,0.000736,0.015360,0.000352,0.001472,0.000896,0.000352,1.199715
0.417377,0.735426,0.000800,0.014240,0.000352,0.001472,0.001088,0.000352,1.176739
0.416321,0.749602,0.000672,0.014048,0.000416,0.001472,0.000992,0.000320,1.189827
0.415905,0.771875,0.000864,0.014432,0.000640,0.001504,0.001056,0.000384,1.212644
0.416769,0.749090,0.000832,0.014080,0.000352,0.001536,0.000992,0.000320,1.190915
0.416001,0.739906,0.000768,0.014176,0.000384,0.001504,0.000992,0.000416,1.180323
0.416385,0.762434,0.000768,0.014400,0.000384,0.001504,0.000960,0.000352,1.203235
0.415489,0.746530,0.000864,0.014304,0.000416,0.001600,0.000960,0.000352,1.187299
0.415585,0.753218,0.000768,0.014144,0.000384,0.001536,0.000960,0.000352,1.193027
0.434433,0.751586,0.000832,0.014176,0.000384,0.001504,0.000992,0.000384,1.211491
0.415361,0.744162,0.000768,0.014112,0.000416,0.001472,0.001056,0.000352,1.183779
0.415617,0.736770,0.000832,0.014048,0.000352,0.001504,0.001184,0.000416,1.176931
0.415489,0.746914,0.000736,0.014240,0.000384,0.001504,0.001056,0.000416,1.186627
0.415553,0.751266,0.000672,0.014080,0.000352,0.001504,0.001088,0.000384,1.190755
0.415777,0.778850,0.000736,0.015840,0.000384,0.001536,0.001056,0.000352,1.220291
0.415809,0.749218,0.000768,0.014272,0.000352,0.001536,0.001248,0.000352,1.189923
0.415329,0.764098,0.000800,0.014080,0.000352,0.001600,0.001120,0.000384,1.203779
0.416129,0.806083,0.000992,0.016096,0.000384,0.001568,0.001056,0.000416,1.249476
0.417089,0.749442,0.000736,0.014144,0.000384,0.001632,0.001056,0.000320,1.190851
0.416129,0.752546,0.000800,0.014272,0.000608,0.001504,0.001056,0.000384,1.194051
0.439713,0.781762,0.000768,0.014016,0.000640,0.001536,0.001152,0.000384,1.246243
0.416033,0.787874,0.000800,0.014016,0.000384,0.001568,0.001088,0.000384,1.228547
0.415969,0.750690,0.000704,0.014272,0.000352,0.001472,0.001088,0.000384,1.190947
0.415745,0.748802,0.000704,0.014080,0.000416,0.001440,0.000992,0.000384,1.188515
0.415745,0.789251,0.000832,0.014368,0.000544,0.001440,0.001120,0.000384,1.229636
0.415649,0.795394,0.000704,0.015968,0.000384,0.001472,0.001056,0.000352,1.237635
0.416129,0.745250,0.000768,0.014016,0.000384,0.001504,0.001024,0.000352,1.185507
0.415905,0.752994,0.000768,0.014176,0.000384,0.001536,0.001568,0.000352,1.194243
0.416577,0.795714,0.000864,0.014336,0.000384,0.001504,0.001088,0.000384,1.236963
0.415585,0.770626,0.000672,0.014048,0.000384,0.001568,0.001056,0.000352,1.210371
0.415681,0.753250,0.000736,0.014112,0.000352,0.001568,0.001152,0.000384,1.192995
0.416097,0.768834,0.000800,0.014464,0.000384,0.001536,0.001024,0.000384,1.209731
0.415553,0.750146,0.000864,0.014272,0.000384,0.001472,0.001120,0.000352,1.190499
0.416385,0.752130,0.000832,0.014272,0.000384,0.001536,0.001056,0.000416,1.193091
0.437122,0.752834,0.000704,0.014304,0.000352,0.001536,0.000960,0.000352,1.214532
0.415521,0.752034,0.000800,0.014432,0.000384,0.001440,0.000960,0.000384,1.191875
0.415649,0.743490,0.000832,0.014272,0.000384,0.001504,0.001056,0.000384,1.183427
0.416066,0.759938,0.000672,0.014208,0.000384,0.001472,0.001088,0.000416,1.201732
0.416065,0.743106,0.000704,0.014176,0.000384,0.001568,0.001024,0.000352,1.183427
0.415393,0.801378,0.000800,0.014208,0.000384,0.001472,0.001472,0.000384,1.241571
0.416194,0.780930,0.000864,0.013984,0.000384,0.001472,0.001152,0.000352,1.221380
0.415873,0.771938,0.000704,0.014176,0.000416,0.001472,0.001696,0.000416,1.212771
0.416001,0.787330,0.001248,0.015232,0.000384,0.001472,0.001088,0.000384,1.229123
0.415905,0.745858,0.000896,0.014208,0.000352,0.001536,0.000992,0.000384,1.185987
0.415873,0.749634,0.000768,0.014208,0.000384,0.001536,0.001056,0.000384,1.189891
0.433505,0.761186,0.000832,0.014049,0.000352,0.001536,0.001248,0.000352,1.220900
0.415841,0.748386,0.000672,0.014080,0.000352,0.001568,0.001120,0.000384,1.188547
0.416417,0.750402,0.000768,0.014560,0.000384,0.001536,0.001088,0.000384,1.192611
0.416162,0.755554,0.000832,0.014240,0.000384,0.001504,0.001088,0.000352,1.196260
0.417121,0.739906,0.000704,0.014208,0.000352,0.001536,0.001120,0.000288,1.181603
0.416513,0.778594,0.000832,0.014240,0.000384,0.001536,0.000992,0.000416,1.219651
0.416001,0.748802,0.000736,0.014048,0.000384,0.001568,0.001056,0.000352,1.189027
0.415937,0.752226,0.000768,0.014016,0.000384,0.001632,0.001152,0.000416,1.192387
0.415489,0.791138,0.000960,0.014497,0.000352,0.001504,0.001088,0.000416,1.231620
0.416449,0.748482,0.000704,0.014208,0.000352,0.001536,0.000992,0.000352,1.189219
0.415777,0.756674,0.000736,0.014336,0.000416,0.001568,0.001120,0.000352,1.197411
0.438305,0.761154,0.000832,0.014304,0.000384,0.001504,0.001152,0.000384,1.224483
0.416065,0.749410,0.000736,0.013984,0.000384,0.001568,0.001024,0.000384,1.189475
0.415458,0.736834,0.000704,0.013984,0.000384,0.001600,0.001056,0.000288,1.176292
0.432449,0.746306,0.000832,0.014368,0.000352,0.001568,0.001152,0.000384,1.203427
0.415521,0.738466,0.000800,0.014240,0.000384,0.001472,0.001120,0.000320,1.178499
0.416129,0.744034,0.000704,0.014144,0.000384,0.001536,0.001088,0.000352,1.184739
0.416065,0.749602,0.000768,0.013888,0.000384,0.001568,0.001184,0.000352,1.190115
0.415681,0.745058,0.000736,0.014304,0.000320,0.001504,0.001056,0.000384,1.185091
0.416001,0.779874,0.000896,0.014944,0.000384,0.001536,0.001088,0.000352,1.221283
0.415873,0.751746,0.000672,0.014112,0.000384,0.001536,0.001024,0.000352,1.192003
0.415617,0.755554,0.000832,0.014208,0.000384,0.001472,0.001024,0.000384,1.195427
0.416161,0.768866,0.000768,0.014144,0.000352,0.001568,0.001184,0.000576,1.209923
0.416033,0.749794,0.000832,0.014048,0.000608,0.001536,0.001216,0.000384,1.190787
0.415745,0.748578,0.000800,0.014080,0.000384,0.001568,0.001088,0.000384,1.188611
0.432802,0.788098,0.000832,0.014016,0.000544,0.001472,0.001088,0.000384,1.245924
0.415809,0.748898,0.000672,0.014048,0.000352,0.001536,0.001152,0.000352,1.188867
0.416289,0.743010,0.000704,0.013984,0.000384,0.001568,0.001088,0.000352,1.183363
0.438817,0.755106,0.000832,0.014112,0.000416,0.001568,0.000992,0.000352,1.218659
0.416065,0.752418,0.000640,0.014016,0.000384,0.001600,0.001056,0.000352,1.192451
0.415649,0.765474,0.000704,0.014496,0.000352,0.001536,0.000992,0.000384,1.206147
0.416321,0.750434,0.000768,0.014016,0.000800,0.001536,0.001120,0.000384,1.191811
0.415553,0.744066,0.000736,0.014080,0.000416,0.001632,0.001024,0.000384,1.183939
0.416001,0.754082,0.001280,0.014336,0.000384,0.001504,0.000992,0.000352,1.196163
0.415905,0.735330,0.000768,0.014016,0.000384,0.001632,0.001120,0.000384,1.175363
0.415937,0.747778,0.000896,0.014080,0.000384,0.001568,0.000928,0.000320,1.187939
0.415105,0.771650,0.000800,0.014208,0.000384,0.001536,0.001088,0.000384,1.211651
0.415681,0.782146,0.000768,0.014144,0.000800,0.001504,0.000992,0.000416,1.222531
0.415873,0.752194,0.000736,0.014016,0.000384,0.001600,0.001120,0.000384,1.192323
0.433729,0.754690,0.000832,0.014048,0.000352,0.001600,0.000960,0.000384,1.212931
0.415841,0.747554,0.000768,0.014048,0.000384,0.001600,0.001088,0.000352,1.187555
0.416385,0.757442,0.000928,0.014208,0.000416,0.001600,0.001120,0.000384,1.199107
0.415585,0.755938,0.000800,0.014304,0.000352,0.001504,0.000992,0.000384,1.196003
0.416385,0.745250,0.000800,0.013920,0.000384,0.001568,0.001056,0.000384,1.186019
0.416769,0.797922,0.000800,0.014464,0.000832,0.001536,0.001024,0.000352,1.239843
0.415650,0.750274,0.000768,0.014112,0.000352,0.001536,0.001120,0.000352,1.190052
0.415233,0.747138,0.000736,0.014144,0.000320,0.001440,0.000992,0.000320,1.186403
0.415522,0.769858,0.000736,0.014816,0.000416,0.001568,0.001152,0.000576,1.211268
0.416129,0.746946,0.000672,0.013984,0.000384,0.001472,0.000992,0.000416,1.187107
0.415553,0.752738,0.000768,0.014112,0.000384,0.001472,0.001088,0.000384,1.193443
0.416161,0.804514,0.000992,0.015008,0.000448,0.001472,0.001120,0.000352,1.246563
0.415681,0.758178,0.000896,0.014208,0.000384,0.001504,0.001152,0.000384,1.199555
0.415810,0.748866,0.000768,0.014112,0.000384,0.001440,0.001216,0.000608,1.189156
0.439905,0.757762,0.000832,0.014336,0.000352,0.001440,0.001152,0.000384,1.222691
0.415841,0.734690,0.000768,0.014176,0.000384,0.001440,0.001088,0.000384,1.174659
0.416065,0.747426,0.000832,0.013920,0.000352,0.001440,0.001120,0.000384,1.187619
0.416033,0.736066,0.000736,0.014176,0.000384,0.001472,0.001024,0.000384,1.176195
0.415265,0.772866,0.000704,0.014208,0.000320,0.001472,0.001088,0.000352,1.212579
0.416353,0.815874,0.000832,0.014368,0.000352,0.001408,0.001056,0.000576,1.256931
0.415905,0.746498,0.000672,0.014080,0.000352,0.001536,0.001024,0.000384,1.186563
0.415745,0.743458,0.000672,0.014080,0.000384,0.001504,0.001120,0.000352,1.183331
0.416193,0.786626,0.001216,0.014976,0.000416,0.001568,0.001120,0.000416,1.229667
0.415586,0.755233,0.000832,0.014529,0.000640,0.001536,0.001056,0.000352,1.195556
0.415873,0.753282,0.000704,0.014176,0.000352,0.001632,0.000992,0.000352,1.193539
0.433217,0.747458,0.000864,0.014176,0.000320,0.001504,0.001248,0.000384,1.205059
0.415489,0.745346,0.000800,0.014112,0.000384,0.001632,0.001120,0.000352,1.185123
0.415969,0.750050,0.000672,0.013952,0.000352,0.001504,0.001088,0.000416,1.190019
0.434337,0.751042,0.000960,0.014209,0.000416,0.001472,0.001056,0.000352,1.209860
0.415681,0.747938,0.000768,0.014080,0.000576,0.001568,0.001056,0.000416,1.188099
0.414849,0.748258,0.000800,0.014176,0.000384,0.025280,0.001472,0.000352,1.212483
0.416833,0.751458,0.000704,0.014016,0.000800,0.001600,0.001120,0.000352,1.192867
0.415969,0.758338,0.000736,0.014496,0.000384,0.001664,0.001120,0.000448,1.199875
0.417089,0.761506,0.000736,0.014112,0.000384,0.001568,0.001088,0.000384,1.203203
0.416065,0.752898,0.000704,0.014240,0.000352,0.001568,0.000992,0.000320,1.193539
0.415777,0.747778,0.000672,0.014144,0.000352,0.001472,0.001056,0.000384,1.187747
0.416641,0.780162,0.000768,0.014464,0.000384,0.001536,0.001280,0.000448,1.222979
0.416353,0.747202,0.000800,0.014432,0.000416,0.001504,0.001248,0.000320,1.188963
0.415457,0.747906,0.000800,0.014432,0.000416,0.001568,0.001248,0.000352,1.188899
0.434465,0.756930,0.000832,0.014400,0.000384,0.001504,0.001120,0.000352,1.216547
0.415554,0.753250,0.000864,0.014048,0.000352,0.001472,0.001024,0.000384,1.193764
0.416033,0.754178,0.000736,0.014016,0.000384,0.001504,0.001184,0.000352,1.194787
0.415873,0.764866,0.000832,0.014688,0.000384,0.001504,0.001216,0.000576,1.207235
0.415777,0.753346,0.000832,0.013984,0.000384,0.001440,0.001088,0.000352,1.194083
0.415649,0.785827,0.000768,0.014048,0.000384,0.001568,0.001216,0.000352,1.226596
0.416385,0.746978,0.000768,0.014080,0.000384,0.001856,0.001184,0.000576,1.188643
0.415681,0.756130,0.000832,0.014464,0.000352,0.001472,0.001216,0.000416,1.197251
0.415521,0.797410,0.001056,0.014720,0.000352,0.001472,0.001216,0.000416,1.238467
0.416002,0.758690,0.000832,0.014112,0.000416,0.001472,0.001248,0.000384,1.200004
0.415521,0.743106,0.000832,0.014016,0.000416,0.001568,0.001088,0.000384,1.183459
0.434433,0.790722,0.000928,0.014144,0.000384,0.001600,0.001120,0.000320,1.250019
0.415969,0.763266,0.000960,0.014144,0.000416,0.001632,0.001184,0.000384,1.204643
0.415521,0.756578,0.000768,0.014432,0.000416,0.001696,0.001472,0.000352,1.198083
0.417985,0.756802,0.000864,0.014432,0.000576,0.001664,0.001248,0.000416,1.201731
0.415745,0.760290,0.000800,0.014080,0.000416,0.001600,0.001536,0.000384,1.202275
0.415745,0.831170,0.001248,0.014400,0.000544,0.001568,0.001248,0.000352,1.273699
0.415873,0.756514,0.000736,0.013920,0.000352,0.001728,0.001152,0.000352,1.197635
0.416385,0.749506,0.000832,0.013952,0.000384,0.001664,0.001216,0.000384,1.191011
0.415713,0.784738,0.000800,0.014144,0.000384,0.001568,0.001280,0.000416,1.226915
0.415778,0.752642,0.000736,0.014048,0.000352,0.001600,0.001120,0.000352,1.193572
0.416065,0.764674,0.000864,0.014113,0.000416,0.001600,0.001184,0.000576,1.207428
0.435201,0.789890,0.000896,0.014272,0.000384,0.001600,0.001152,0.000384,1.251332
0.416065,0.755586,0.000800,0.014144,0.000352,0.001632,0.001248,0.000576,1.197123
0.415617,0.788738,0.001376,0.014880,0.000640,0.001696,0.001312,0.000384,1.232387
0.416481,0.774498,0.000800,0.014368,0.000384,0.001664,0.001344,0.000416,1.216611
0.415233,0.745890,0.000736,0.013920,0.000384,0.001600,0.001248,0.000384,1.186723
0.415745,0.779010,0.000736,0.014080,0.000352,0.001600,0.001344,0.000384,1.220739
0.416194,0.739873,0.000800,0.014049,0.000352,0.001696,0.001152,0.000416,1.181924
0.415777,0.792130,0.000800,0.014080,0.000384,0.001600,0.001504,0.000640,1.233731
0.432993,0.756706,0.000864,0.014368,0.000352,0.001600,0.001184,0.000416,1.216099
0.415777,0.756258,0.000768,0.014016,0.000352,0.001504,0.001152,0.000352,1.198307
0.415777,0.748450,0.000832,0.014112,0.000384,0.001536,0.001216,0.000384,1.190563
0.415585,0.796418,0.000832,0.014240,0.000384,0.001600,0.001152,0.000416,1.238147
0.415681,0.756738,0.000800,0.013856,0.000576,0.001568,0.001024,0.000416,1.197539
0.415521,0.774210,0.001216,0.014624,0.000800,0.001504,0.001184,0.000352,1.216707
0.415841,0.759522,0.000736,0.014016,0.000352,0.001536,0.001184,0.000352,1.200931
0.416834,0.756450,0.000672,0.014016,0.000800,0.001664,0.001216,0.000384,1.198660
0.415873,0.791171,0.001248,0.014112,0.000384,0.001504,0.001120,0.000352,1.233828
0.416961,0.753890,0.000704,0.013952,0.000352,0.001536,0.001216,0.000320,1.195843
0.418881,0.759970,0.000768,0.014112,0.000384,0.001568,0.001280,0.000384,1.205027
0.428481,0.758562,0.000896,0.014304,0.000640,0.001696,0.001216,0.000384,1.213347
0.416225,0.758658,0.000736,0.014208,0.000352,0.001504,0.001216,0.000384,1.201763
0.416513,0.786914,0.000832,0.014144,0.000352,0.001600,0.001088,0.000384,1.228611
0.415617,0.759010,0.000832,0.014176,0.000576,0.001632,0.001152,0.000352,1.201475
0.417025,0.747074,0.000800,0.013952,0.000544,0.001600,0.001120,0.000320,1.189187
0.415873,0.785282,0.000800,0.014048,0.000416,0.001504,0.001248,0.000384,1.226211
0.416193,0.753346,0.000864,0.014016,0.000320,0.001504,0.001216,0.000320,1.194595
0.415233,0.755970,0.000864,0.014016,0.000352,0.001504,0.001216,0.000384,1.196419
0.415554,0.810434,0.001280,0.015232,0.000640,0.001408,0.001184,0.000352,1.252868
0.416129,0.747970,0.000800,0.014272,0.000352,0.001536,0.001280,0.000384,1.189251
0.415938,0.780610,0.000704,0.014048,0.000384,0.001600,0.001216,0.000352,1.221444
0.432322,0.754946,0.000736,0.014080,0.000384,0.001600,0.001216,0.000416,1.213092
0.416482,0.753442,0.000864,0.014144,0.000352,0.001600,0.001216,0.000384,1.194948
0.415457,0.743010,0.000832,0.013920,0.000672,0.001696,0.001120,0.000384,1.196100
0.415777,0.756930,0.000768,0.013952,0.000352,0.001568,0.001216,0.000576,1.197283
0.416001,0.754274,0.000800,0.013856,0.000352,0.001536,0.001312,0.000384,1.195555
0.415873,0.781954,0.000864,0.014272,0.000320,0.001632,0.001312,0.000416,1.223235
0.420833,0.783298,0.000928,0.015104,0.000352,0.001664,0.001440,0.000608,1.233475
0.417729,0.756226,0.000800,0.014336,0.000352,0.001568,0.001248,0.000576,1.199651
0.436449,0.762850,0.000864,0.014241,0.000384,0.001568,0.001120,0.000608,1.225668
0.416129,0.756162,0.000736,0.014145,0.000352,0.001536,0.001184,0.000416,1.197316
0.416801,0.752514,0.000896,0.014593,0.000352,0.001536,0.001184,0.000416,1.195972
0.421633,0.781282,0.000864,0.013824,0.000416,0.001600,0.001248,0.000384,1.228196
0.415778,0.750274,0.000896,0.013984,0.000384,0.001600,0.001184,0.000416,1.191332
0.416322,0.776866,0.000736,0.014112,0.000352,0.001504,0.001184,0.000576,1.218500
0.416418,0.757122,0.000768,0.014080,0.000320,0.001568,0.001248,0.000352,1.198884
0.416642,0.785954,0.000800,0.014112,0.000352,0.001664,0.001280,0.000608,1.228292
0.415937,0.770114,0.000800,0.014208,0.000416,0.001568,0.001248,0.000384,1.211395
0.416417,0.776162,0.000768,0.014080,0.000384,0.001600,0.001248,0.000352,1.217731
0.416289,0.753122,0.000864,0.014432,0.000384,0.001568,0.001184,0.000352,1.194819
0.434273,0.754402,0.000832,0.014080,0.000352,0.001824,0.001184,0.000384,1.213827
0.415873,0.766402,0.000832,0.014112,0.000352,0.001536,0.001216,0.000384,1.209123
0.416065,0.749954,0.000736,0.014176,0.000384,0.001504,0.001248,0.000384,1.191363
0.415905,0.795650,0.000800,0.014016,0.000352,0.001472,0.001248,0.000384,1.236739
0.417185,0.755714,0.000928,0.014144,0.000384,0.001600,0.001504,0.000352,1.199427
0.416705,0.780994,0.000736,0.014208,0.000384,0.001632,0.001216,0.000352,1.223779
0.416225,0.759426,0.001024,0.014176,0.000384,0.001600,0.001216,0.000384,1.201571
0.416353,0.759074,0.000800,0.014208,0.000384,0.001504,0.001248,0.000384,1.201667
0.417057,0.787554,0.000896,0.014272,0.000384,0.001664,0.001216,0.000576,1.230627
0.416930,0.751042,0.000832,0.014144,0.000352,0.001696,0.001152,0.000384,1.193316
0.415682,0.754498,0.001056,0.014208,0.000608,0.001504,0.001184,0.000352,1.195748
0.438049,0.752802,0.000896,0.014464,0.000640,0.001472,0.001280,0.000576,1.218307
0.415905,0.755970,0.000768,0.014112,0.000352,0.001536,0.001248,0.000608,1.196995
0.416161,0.763490,0.000704,0.013984,0.000640,0.001536,0.001216,0.000576,1.205539
0.416801,0.745506,0.000800,0.014080,0.000384,0.001536,0.001184,0.000608,1.187331
0.416545,0.752098,0.000896,0.014656,0.000352,0.001664,0.001248,0.000608,1.194627
0.416481,0.780418,0.000768,0.014112,0.000320,0.001568,0.001120,0.000576,1.221891
0.416097,0.752354,0.000800,0.014304,0.000352,0.001536,0.001184,0.000352,1.193731
0.416033,0.746210,0.000896,0.014368,0.000320,0.001536,0.001152,0.000352,1.187491
0.416513,0.782594,0.000864,0.014016,0.000352,0.001536,0.001248,0.000352,1.225187
0.415521,0.738914,0.000800,0.014080,0.000416,0.001504,0.001216,0.000384,1.179811
0.415842,0.755458,0.000928,0.015104,0.000352,0.001568,0.001248,0.000576,1.198596
0.433729,0.761954,0.000992,0.014784,0.000352,0.001600,0.001088,0.000608,1.221891
0.415841,0.760098,0.000896,0.014720,0.000384,0.001568,0.001248,0.000352,1.202051
0.415841,0.755106,0.000928,0.014080,0.000384,0.001536,0.001536,0.000608,1.213603
0.415937,0.754786,0.000896,0.014080,0.000352,0.001600,0.001248,0.000608,1.195971
0.415425,0.743842,0.000928,0.014016,0.000352,0.001568,0.001216,0.000416,1.184451
0.416129,0.787426,0.000928,0.014336,0.000352,0.001568,0.001152,0.000384,1.229187
0.415745,0.743970,0.000768,0.014144,0.000384,0.001601,0.001120,0.000384,1.184740
0.415777,0.756610,0.000768,0.014336,0.000864,0.001664,0.001344,0.000352,1.198243
0.415713,0.780738,0.000736,0.014336,0.000320,0.001632,0.001184,0.000384,1.222819
0.416929,0.747042,0.000768,0.014016,0.000384,0.001600,0.001184,0.000384,1.189379
0.415809,0.744354,0.000832,0.014240,0.000640,0.001600,0.001248,0.000544,1.185987
0.434913,0.757058,0.000832,0.013984,0.000384,0.001504,0.001152,0.000384,1.217347
0.416257,0.753410,0.000960,0.014016,0.000352,0.001600,0.001248,0.000320,1.194691
0.415905,0.746434,0.000896,0.030113,0.000672,0.001824,0.001184,0.000384,1.204644
0.415681,0.774754,0.000896,0.014144,0.000384,0.001536,0.001248,0.000416,1.215779
0.416129,0.772866,0.000768,0.014112,0.000384,0.001632,0.001216,0.000384,1.214243
0.415841,0.787490,0.001056,0.014624,0.000832,0.001536,0.001504,0.000608,1.231043
0.416353,0.745762,0.000768,0.014112,0.000352,0.001536,0.001152,0.000384,1.187299
0.416161,0.753442,0.000864,0.014432,0.000352,0.001632,0.001248,0.000448,1.196548
0.415937,0.771394,0.000768,0.014432,0.000416,0.001664,0.001120,0.000576,1.213091
0.415649,0.757698,0.000832,0.014176,0.000384,0.001600,0.001184,0.000576,1.198819
0.416961,0.780322,0.000800,0.014304,0.000416,0.001600,0.001120,0.000448,1.222531
0.433249,0.749794,0.000768,0.014112,0.000384,0.001920,0.001184,0.000384,1.208547
0.416225,0.751202,0.000800,0.014016,0.000384,0.001600,0.001632,0.000384,1.192611
0.415745,0.783106,0.000896,0.014080,0.000384,0.001888,0.001248,0.000352,1.224835
0.416225,0.752418,0.000768,0.014144,0.000384,0.001536,0.001248,0.000416,1.193827
0.415361,0.752738,0.000800,0.014432,0.000384,0.001568,0.001184,0.000416,1.193763
0.415745,0.785410,0.000736,0.014048,0.000576,0.001600,0.001280,0.000576,1.228003
0.415969,0.746722,0.000800,0.014080,0.000640,0.001888,0.001152,0.000640,1.189987
0.416865,0.755426,0.000800,0.014208,0.000352,0.001824,0.001408,0.000416,1.197923
0.433921,0.785890,0.000896,0.015104,0.000384,0.001632,0.001216,0.000640,1.251459
0.416417,0.766530,0.000864,0.014592,0.000384,0.001792,0.001280,0.000576,1.209475
0.416449,0.761762,0.000768,0.013920,0.000384,0.001568,0.001280,0.000352,1.204291
0.416897,0.759298,0.000832,0.014016,0.000640,0.001632,0.001184,0.000576,1.202019
