Layer[0],Layer[1],Layer[2],Layer[3],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415809,0.017536,0.203297,0.005248,0.265089,0.002304,0.000992,0.000352,0.917411
0.436353,0.017280,0.202721,0.004832,0.261920,0.002240,0.001024,0.000320,0.933762
0.416066,0.017408,0.202880,0.005312,0.257089,0.002304,0.001056,0.000352,0.908707
0.415617,0.017376,0.202113,0.004992,0.263425,0.002176,0.001120,0.000352,0.914019
0.420257,0.017280,0.202305,0.004832,0.265696,0.002912,0.001216,0.000384,0.922082
0.420865,0.017344,0.202624,0.004928,0.264993,0.002304,0.001088,0.000320,0.921794
0.416353,0.017344,0.202401,0.005312,0.245089,0.002496,0.001152,0.000384,0.897987
0.416065,0.017376,0.202177,0.005248,0.249312,0.002624,0.000992,0.000384,0.901634
0.451873,0.017920,0.202177,0.005312,0.263296,0.002464,0.001088,0.000352,0.952258
0.420130,0.017376,0.201984,0.005440,0.250145,0.002144,0.000992,0.000384,0.905507
0.420257,0.017376,0.202113,0.005248,0.247585,0.002336,0.001056,0.000320,0.902819
0.421505,0.017216,0.202465,0.004800,0.293056,0.003296,0.001088,0.000384,0.951970
0.420193,0.017952,0.202336,0.004928,0.249761,0.002496,0.001056,0.000320,0.906306
0.420449,0.017761,0.202624,0.004832,0.264321,0.002336,0.000992,0.000352,0.920547
0.420257,0.017504,0.202977,0.005216,0.263361,0.002368,0.001056,0.000320,0.920195
0.432481,0.017440,0.202081,0.005280,0.269152,0.002368,0.001152,0.000352,0.937954
0.416129,0.017344,0.202432,0.004864,0.246145,0.002464,0.001376,0.000384,0.898594
0.420641,0.017568,0.202369,0.005280,0.268161,0.002336,0.001376,0.000384,0.925347
0.416097,0.017344,0.234081,0.005376,0.299745,0.002560,0.001312,0.000352,0.985155
0.420193,0.017536,0.203233,0.004992,0.265377,0.002528,0.001152,0.000352,0.922595
0.415905,0.017536,0.202145,0.005024,0.269376,0.002240,0.001312,0.000352,0.920866
0.421250,0.017600,0.202016,0.005216,0.264833,0.002464,0.001312,0.000352,0.922499
0.420833,0.017536,0.202753,0.005280,0.275393,0.002272,0.000992,0.000352,0.932451
0.415713,0.017600,0.202241,0.005280,0.257281,0.002240,0.000992,0.000384,0.908931
0.420289,0.017344,0.202081,0.004864,0.264256,0.002208,0.001024,0.000352,0.919554
0.438562,0.017696,0.202464,0.005248,0.270849,0.002368,0.000992,0.000352,0.946051
0.415905,0.017409,0.203456,0.005152,0.265633,0.002432,0.001600,0.000416,0.919907
0.415937,0.017408,0.202689,0.005312,0.269601,0.002368,0.001696,0.000320,0.922883
0.415937,0.017376,0.202657,0.005280,0.286688,0.002656,0.001152,0.000320,0.939426
0.415777,0.017408,0.202304,0.005440,0.253633,0.002528,0.001216,0.000384,0.905730
0.420353,0.017569,0.202208,0.005216,0.250305,0.002432,0.001120,0.000352,0.906211
0.420449,0.017376,0.202369,0.005280,0.249281,0.002336,0.001024,0.000320,0.905315
0.433537,0.017376,0.202113,0.004864,0.263616,0.002432,0.001056,0.000320,0.932290
0.420674,0.017344,0.202176,0.004800,0.247361,0.002240,0.001120,0.000320,0.903011
0.416769,0.017408,0.203585,0.004832,0.262689,0.002528,0.001088,0.000352,0.917219
0.420673,0.017536,0.220929,0.005248,0.269537,0.002528,0.001088,0.000320,0.945923
0.416353,0.017632,0.202465,0.005312,0.259456,0.002464,0.001504,0.000416,0.913314
0.416257,0.017632,0.202560,0.004896,0.253633,0.002496,0.001088,0.000320,0.905986
0.415777,0.017569,0.202464,0.004832,0.267873,0.002464,0.001088,0.000352,0.919715
0.416033,0.017632,0.202369,0.005216,0.254273,0.002336,0.001280,0.000352,0.906755
0.420193,0.017568,0.202881,0.005344,0.263328,0.002336,0.001152,0.000320,0.920482
0.420513,0.017440,0.202592,0.005248,0.264641,0.002432,0.001376,0.000384,0.921826
0.439650,0.017600,0.202816,0.005280,0.261857,0.002432,0.001152,0.000352,0.938467
0.420193,0.017600,0.202337,0.004832,0.261217,0.002336,0.001184,0.000320,0.916995
0.414753,0.018048,0.202113,0.004832,0.256288,0.002400,0.001152,0.000352,0.907298
0.416097,0.017376,0.202368,0.004832,0.274433,0.002400,0.001248,0.000384,0.926690
0.417378,0.017472,0.203328,0.004896,0.273633,0.002624,0.001216,0.000384,0.928835
0.417345,0.017344,0.202849,0.004928,0.268449,0.002400,0.001408,0.000384,0.922211
0.416001,0.017504,0.202369,0.005056,0.256032,0.002560,0.001152,0.000384,0.908418
0.434721,0.018048,0.202337,0.005024,0.253120,0.002592,0.001120,0.000352,0.924738
0.416034,0.017504,0.202272,0.004992,0.268033,0.002208,0.001216,0.000352,0.919747
0.415617,0.017312,0.202273,0.004864,0.256129,0.002208,0.001088,0.000384,0.906883
0.416257,0.017504,0.202145,0.004832,0.279680,0.002336,0.001152,0.000384,0.931522
0.420577,0.017888,0.202208,0.004832,0.264129,0.002240,0.001088,0.000416,0.920674
0.415394,0.017344,0.202144,0.004832,0.259649,0.002208,0.001024,0.000416,0.909571
0.416545,0.017504,0.203009,0.005120,0.249953,0.002368,0.001024,0.000352,0.902595
0.431681,0.017792,0.202433,0.004992,0.267936,0.002496,0.001088,0.000384,0.937058
0.420961,0.017504,0.202176,0.005248,0.259073,0.002432,0.000960,0.000416,0.915362
0.416001,0.017344,0.202081,0.005248,0.252769,0.002336,0.001056,0.000352,0.904003
0.420577,0.017312,0.219809,0.005152,0.246529,0.002368,0.001216,0.000416,0.920291
0.415393,0.017472,0.202304,0.004992,0.257601,0.002432,0.001056,0.000384,0.908322
0.419969,0.017441,0.202208,0.004896,0.245761,0.002272,0.000992,0.000384,0.900643
0.419617,0.017344,0.202625,0.004832,0.255105,0.002272,0.001056,0.000320,0.909955
0.420193,0.017568,0.202176,0.005280,0.248545,0.002176,0.000992,0.000384,0.903586
0.420290,0.017280,0.202144,0.004800,0.256929,0.002048,0.001152,0.000352,0.911619
0.417569,0.017376,0.205569,0.004800,0.228961,0.002464,0.001216,0.000384,0.885379
0.416065,0.017568,0.224705,0.005184,0.273824,0.002464,0.001280,0.000384,0.949442
0.416353,0.017312,0.202016,0.005440,0.260929,0.003040,0.001024,0.000352,0.912738
0.421025,0.017312,0.202113,0.005248,0.259713,0.002144,0.000992,0.000320,0.915395
0.416065,0.017376,0.202241,0.005216,0.261440,0.002368,0.001024,0.000384,0.912546
0.419969,0.017504,0.202720,0.004832,0.245729,0.002208,0.000960,0.000352,0.900386
0.419777,0.017216,0.202241,0.004832,0.256289,0.002144,0.001056,0.000352,0.910371
0.420065,0.017600,0.201985,0.004832,0.251552,0.002305,0.000992,0.000352,0.906243
0.440801,0.020000,0.202209,0.004864,0.266816,0.002272,0.001024,0.000320,0.945154
0.419586,0.017280,0.202400,0.004864,0.250849,0.002240,0.000992,0.000352,0.904995
0.417665,0.019520,0.203233,0.004992,0.252993,0.002496,0.001120,0.000384,0.909539
0.419489,0.017536,0.202561,0.004928,0.244128,0.002560,0.001056,0.000384,0.899714
0.419841,0.017408,0.202656,0.004864,0.246273,0.002240,0.001088,0.000384,0.901250
0.415745,0.017280,0.202561,0.004832,0.260449,0.003200,0.001056,0.000416,0.912291
0.420129,0.017376,0.202337,0.004864,0.253888,0.002368,0.001152,0.000352,0.909026
0.437793,0.017280,0.202080,0.004832,0.252385,0.002656,0.001248,0.000384,0.925954
0.415906,0.017504,0.202176,0.004800,0.264001,0.002400,0.000992,0.000352,0.915299
0.416385,0.017600,0.201953,0.004800,0.260545,0.002176,0.001056,0.000384,0.911427
0.420129,0.017984,0.201857,0.004800,0.300736,0.002560,0.001184,0.000416,0.958178
0.420193,0.017376,0.202496,0.004992,0.255105,0.002208,0.000960,0.000352,0.910210
0.416833,0.017472,0.203905,0.004832,0.240577,0.002464,0.001056,0.000384,0.894691
0.416289,0.017408,0.202241,0.005280,0.258464,0.002368,0.001248,0.000384,0.910306
0.453153,0.017312,0.202016,0.004833,0.261664,0.002336,0.001216,0.000320,0.950402
0.415714,0.017216,0.202144,0.004896,0.257953,0.002432,0.000992,0.000320,0.908323
0.416833,0.017536,0.202241,0.004832,0.247233,0.002240,0.000960,0.000384,0.898755
0.419905,0.017312,0.202017,0.004896,0.271104,0.002880,0.001152,0.000384,0.927106
0.420546,0.017280,0.202304,0.004864,0.259553,0.002240,0.001056,0.000608,0.915139
0.416129,0.017408,0.202497,0.004864,0.253089,0.002240,0.001056,0.000352,0.904355
0.415041,0.017632,0.202401,0.004864,0.257504,0.002336,0.001024,0.000352,0.907714
0.437633,0.017536,0.202400,0.004896,0.273057,0.002432,0.001088,0.000384,0.947746
0.417730,0.017888,0.203200,0.004832,0.268673,0.002624,0.001152,0.000384,0.924003
0.422177,0.017408,0.202209,0.005088,0.268609,0.002464,0.001152,0.000352,0.927011
0.415969,0.017920,0.231585,0.005184,0.266241,0.002208,0.001568,0.000384,0.948611
0.415713,0.017408,0.203745,0.005056,0.266624,0.002208,0.001216,0.000384,0.919586
0.415745,0.017440,0.202144,0.005248,0.265249,0.002432,0.001408,0.000352,0.917154
0.416193,0.017568,0.201953,0.005056,0.263393,0.002336,0.001056,0.000352,0.915395
0.417121,0.017408,0.202369,0.004896,0.256897,0.002784,0.001472,0.000416,0.910403
0.415553,0.017600,0.203297,0.005312,0.260576,0.002400,0.001280,0.000320,0.913314
0.415682,0.017504,0.202656,0.005312,0.246497,0.002144,0.001184,0.000352,0.898563
0.415457,0.034752,0.202465,0.005312,0.268705,0.002272,0.001408,0.000352,0.938147
0.416097,0.017376,0.202753,0.005312,0.237664,0.002400,0.001184,0.000416,0.890466
0.415681,0.017568,0.201792,0.004832,0.265441,0.002464,0.001088,0.000352,0.916578
0.415393,0.017537,0.202976,0.005088,0.255393,0.002304,0.001120,0.000384,0.907395
0.415841,0.017504,0.202337,0.005248,0.264481,0.002336,0.001184,0.000384,0.916515
0.415937,0.017344,0.202017,0.005280,0.265600,0.002304,0.001440,0.000384,0.917410
0.415777,0.017568,0.202208,0.004864,0.247489,0.002272,0.001440,0.000384,0.899074
0.434754,0.017504,0.202592,0.004832,0.265057,0.002400,0.001408,0.000352,0.936003
0.415329,0.017344,0.202369,0.004832,0.256641,0.002304,0.001216,0.000320,0.907107
0.415489,0.017376,0.202209,0.004832,0.261825,0.002400,0.001248,0.000384,0.912963
0.415425,0.017568,0.202080,0.004768,0.288993,0.002656,0.001440,0.000416,0.942242
0.415778,0.017600,0.202144,0.004832,0.242017,0.002624,0.001216,0.000384,0.894211
0.416193,0.017248,0.202369,0.004800,0.252705,0.002624,0.001248,0.000352,0.904803
0.415777,0.017408,0.203009,0.004992,0.261504,0.002720,0.001120,0.000352,0.913922
0.433281,0.017536,0.202336,0.005248,0.251489,0.002688,0.001120,0.000352,0.921090
0.416321,0.017537,0.202240,0.004800,0.256161,0.002240,0.001088,0.000352,0.907523
0.420417,0.017280,0.202369,0.004800,0.259777,0.002304,0.001216,0.000320,0.915587
0.415617,0.017440,0.217729,0.004928,0.268800,0.002464,0.001088,0.000352,0.935906
0.420290,0.017248,0.201920,0.004800,0.261633,0.002272,0.001216,0.000352,0.916643
0.420833,0.017441,0.202240,0.004832,0.259553,0.002304,0.001152,0.000320,0.915523
0.415777,0.017472,0.202593,0.004864,0.265089,0.002336,0.001056,0.000352,0.916931
0.416769,0.017952,0.202753,0.004928,0.244640,0.002496,0.001248,0.000384,0.899138
0.415938,0.017376,0.202848,0.004864,0.260545,0.002304,0.001184,0.000352,0.912579
0.416225,0.017856,0.202305,0.005344,0.253601,0.002272,0.001216,0.000320,0.906083
0.416065,0.033376,0.202913,0.005056,0.252929,0.002400,0.001184,0.000320,0.921891
0.416801,0.017536,0.202305,0.004864,0.242400,0.002272,0.001120,0.000352,0.894658
0.415810,0.017632,0.201920,0.004896,0.262721,0.002560,0.001440,0.000384,0.915235
0.416833,0.017376,0.203073,0.004832,0.261217,0.002368,0.001184,0.000384,0.914339
0.416161,0.017536,0.201857,0.004864,0.246592,0.002304,0.001312,0.000352,0.897987
0.420129,0.017888,0.202656,0.004832,0.254657,0.002336,0.001120,0.000352,0.911074
0.419810,0.017568,0.202176,0.004864,0.244769,0.002272,0.001024,0.000352,0.899811
0.440001,0.017376,0.202241,0.005120,0.267137,0.002560,0.000992,0.000288,0.943491
0.416545,0.017600,0.202465,0.005280,0.262752,0.002368,0.001024,0.000320,0.915458
0.420257,0.017344,0.202176,0.005280,0.253825,0.002368,0.000992,0.000384,0.909474
0.419905,0.017697,0.202208,0.004800,0.271361,0.002464,0.001024,0.000384,0.926851
0.415969,0.017280,0.202145,0.004832,0.256193,0.002336,0.001184,0.000352,0.906947
0.415905,0.018016,0.202625,0.004864,0.260896,0.002304,0.001344,0.000352,0.912962
0.416385,0.017536,0.202656,0.004832,0.244865,0.002528,0.001408,0.000352,0.897442
0.437697,0.017889,0.202848,0.004800,0.271585,0.002592,0.001408,0.000416,0.947491
0.416833,0.017568,0.202081,0.004928,0.261249,0.002240,0.001376,0.000416,0.913795
0.419905,0.017600,0.202529,0.005024,0.247264,0.002304,0.001056,0.000384,0.903522
0.421249,0.017536,0.221568,0.005280,0.271105,0.002624,0.001184,0.000384,0.950146
0.417090,0.017280,0.203456,0.005056,0.261729,0.002304,0.001056,0.000384,0.915555
0.415393,0.017888,0.203201,0.004800,0.260801,0.002432,0.001120,0.000352,0.913027
0.419905,0.017408,0.203553,0.004864,0.264512,0.002400,0.001312,0.000416,0.921250
0.420481,0.017600,0.202112,0.004864,0.247457,0.002336,0.001312,0.000352,0.903874
0.420097,0.017377,0.203040,0.004864,0.250977,0.002304,0.001088,0.000416,0.907203
0.419649,0.017632,0.202113,0.004864,0.260769,0.002176,0.001088,0.000352,0.915459
0.420225,0.033792,0.202785,0.005088,0.258432,0.002400,0.001088,0.000352,0.931298
0.420321,0.017856,0.202240,0.004896,0.242465,0.002592,0.001216,0.000480,0.899395
0.420321,0.017728,0.202145,0.004832,0.245153,0.002400,0.001056,0.000384,0.901155
0.420417,0.017504,0.201697,0.005088,0.257792,0.002560,0.001152,0.000384,0.914562
0.419809,0.017376,0.202080,0.005344,0.255809,0.002336,0.001152,0.000416,0.911202
0.417282,0.017376,0.201984,0.005312,0.243009,0.002336,0.001152,0.000352,0.895651
0.415809,0.017280,0.201953,0.005280,0.262497,0.002464,0.001152,0.000384,0.913891
0.438753,0.017344,0.202977,0.005344,0.267008,0.002433,0.001088,0.000352,0.942275
0.415361,0.018048,0.202080,0.004960,0.246657,0.002336,0.001088,0.000416,0.897922
0.420705,0.017377,0.202240,0.005312,0.248193,0.002112,0.001088,0.000384,0.904483
0.415585,0.017760,0.202625,0.005056,0.305057,0.002496,0.001088,0.000384,0.957987
0.419777,0.017312,0.201985,0.004832,0.273280,0.002176,0.000992,0.000416,0.927874
0.415681,0.017376,0.202208,0.005056,0.250081,0.002368,0.001408,0.000320,0.902306
0.416194,0.017440,0.202528,0.005152,0.256769,0.002368,0.001120,0.000352,0.910499
0.453281,0.017824,0.202529,0.004800,0.267425,0.002496,0.001056,0.000352,0.957475
0.420417,0.017760,0.202305,0.005152,0.261921,0.002336,0.001088,0.000352,0.918723
0.420417,0.017760,0.202305,0.004800,0.272960,0.002688,0.001056,0.000320,0.929378
0.420898,0.017376,0.224128,0.005216,0.275905,0.002528,0.001600,0.000352,0.956579
0.420801,0.017217,0.203200,0.004864,0.264385,0.002304,0.001568,0.000320,0.921827
0.420641,0.017376,0.202017,0.004864,0.254433,0.002304,0.001568,0.000352,0.911427
0.420385,0.017536,0.202689,0.004864,0.250016,0.002240,0.001376,0.000352,0.906722
0.415713,0.017472,0.202272,0.004864,0.258689,0.002400,0.001088,0.000352,0.909986
0.416097,0.017568,0.202529,0.005056,0.265697,0.002336,0.001024,0.000384,0.918243
0.420513,0.017376,0.202049,0.005344,0.251585,0.002432,0.001248,0.000352,0.908291
0.441473,0.017504,0.202497,0.005312,0.269984,0.002464,0.001216,0.000320,0.948194
0.420257,0.017504,0.202944,0.004864,0.266945,0.002496,0.001024,0.000352,0.923266
0.416257,0.017345,0.202240,0.004832,0.251457,0.002208,0.001152,0.000416,0.902755
0.416609,0.017504,0.203521,0.004800,0.270369,0.002464,0.001184,0.000384,0.924931
0.420097,0.017344,0.202241,0.005280,0.255552,0.002272,0.001184,0.000320,0.911842
0.415650,0.017984,0.202336,0.005056,0.277153,0.002688,0.001184,0.000384,0.930371
0.420385,0.017345,0.202528,0.004896,0.253825,0.002624,0.001056,0.000384,0.910627
0.437953,0.017312,0.202241,0.004896,0.268353,0.002304,0.001088,0.000320,0.942147
0.420225,0.017344,0.202273,0.005312,0.241184,0.002368,0.001120,0.000384,0.898498
0.420514,0.017568,0.202208,0.005344,0.263201,0.002784,0.001056,0.000416,0.920451
0.415585,0.017472,0.202337,0.004896,0.284737,0.002528,0.001216,0.000448,0.937219
0.415873,0.017440,0.202113,0.004896,0.251137,0.002528,0.001088,0.000384,0.902915
0.417377,0.017376,0.202497,0.004896,0.252128,0.002400,0.001312,0.000416,0.905442
0.420418,0.017344,0.202112,0.004800,0.249217,0.002240,0.001120,0.000352,0.905635
0.432897,0.017376,0.202273,0.004800,0.234625,0.002432,0.001152,0.000384,0.903107
0.415937,0.017344,0.202113,0.004896,0.243840,0.002240,0.001120,0.000352,0.894626
0.421345,0.017504,0.202528,0.004832,0.258785,0.002784,0.001152,0.000416,0.917186
0.420705,0.017281,0.220608,0.004992,0.257761,0.002336,0.001056,0.000352,0.932643
0.420449,0.017248,0.202113,0.004896,0.249505,0.002432,0.001408,0.000352,0.905603
0.415809,0.017536,0.202273,0.004864,0.239968,0.002432,0.001376,0.000384,0.892322
