Layer[0],Layer[1],Layer[2],Layer[9],Layer[10],classifier
0.425569,0.017440,0.202625,0.257281,0.000672,0.909411
0.415649,0.017504,0.202784,0.263265,0.000704,0.905570
0.425761,0.017344,0.202305,0.251905,0.000672,0.904227
0.443201,0.017824,0.203649,0.248864,0.000672,0.920578
0.425538,0.017536,0.202912,0.257345,0.000800,0.909699
0.420321,0.017312,0.202881,0.257856,0.000736,0.904962
0.425954,0.017536,0.202496,0.283009,0.000768,0.937155
0.425825,0.017984,0.202689,0.248481,0.000800,0.901379
0.427073,0.017568,0.204640,0.259937,0.000704,0.916322
0.425505,0.017952,0.202241,0.258977,0.000736,0.911491
0.440705,0.017632,0.202593,0.252160,0.000672,0.919906
0.415937,0.017472,0.202401,0.258625,0.000704,0.900899
0.426721,0.017472,0.202272,0.248193,0.000640,0.901122
0.425185,0.017504,0.203137,0.265633,0.000736,0.918211
0.425441,0.017536,0.202272,0.247265,0.000704,0.899458
0.415137,0.017504,0.202177,0.249857,0.000768,0.891171
0.425057,0.017472,0.202208,0.261601,0.000896,0.914018
0.438529,0.017696,0.202401,0.264865,0.000800,0.930755
0.420289,0.017792,0.202785,0.267712,0.000704,0.915650
0.419810,0.017760,0.203552,0.254177,0.000640,0.901731
0.425121,0.017760,0.202721,0.280608,0.000768,0.933186
0.425122,0.017472,0.202496,0.262241,0.000800,0.913859
0.419585,0.017408,0.202241,0.245824,0.000672,0.891618
0.420930,0.017760,0.202208,0.261345,0.000832,0.908931
0.443009,0.017600,0.202145,0.257537,0.000736,0.927779
0.420769,0.017536,0.202528,0.261825,0.000736,0.909250
0.425761,0.017568,0.202305,0.260609,0.000800,0.913699
0.421729,0.017696,0.219393,0.254464,0.000704,0.920738
0.427266,0.019392,0.204928,0.269441,0.000864,0.928355
0.421025,0.017440,0.203073,0.253568,0.000768,0.901730
0.425570,0.017824,0.204160,0.261185,0.000576,0.915299
0.425825,0.017792,0.203201,0.253473,0.000800,0.907715
0.421025,0.017888,0.202368,0.264385,0.000672,0.912194
0.425441,0.017600,0.202625,0.259201,0.000704,0.911299
0.425473,0.017440,0.219937,0.262592,0.000704,0.932482
0.426209,0.017793,0.202464,0.251233,0.000896,0.904419
0.420289,0.017824,0.202241,0.255392,0.000736,0.902434
0.425185,0.017505,0.202144,0.272673,0.000960,0.925475
0.425313,0.017312,0.201985,0.263232,0.000576,0.914146
0.420290,0.017728,0.204544,0.248801,0.000800,0.897891
0.425633,0.017632,0.202753,0.265184,0.000640,0.917410
0.425122,0.017376,0.234432,0.273153,0.000768,0.957123
0.426017,0.017696,0.201985,0.259425,0.000704,0.911875
0.425633,0.017472,0.202048,0.249729,0.000704,0.900514
0.425313,0.017248,0.202849,0.246401,0.000736,0.898179
0.425057,0.017920,0.202240,0.257793,0.000832,0.909730
0.426337,0.017600,0.202593,0.266241,0.000704,0.919267
0.429633,0.017824,0.208097,0.294625,0.000832,0.958563
0.441153,0.017728,0.204064,0.264833,0.000864,0.935714
0.420993,0.017601,0.203328,0.268641,0.000768,0.917059
0.425601,0.017568,0.202689,0.263456,0.000768,0.916706
0.425954,0.017728,0.202624,0.289505,0.000768,0.943043
0.416193,0.017728,0.202273,0.257281,0.000640,0.900963
0.420545,0.017728,0.203552,0.263105,0.000736,0.912290
0.425985,0.017728,0.202849,0.274465,0.000736,0.931491
0.444705,0.017440,0.202273,0.269313,0.000832,0.940931
0.421026,0.017568,0.202496,0.263777,0.000608,0.911491
0.425857,0.017728,0.202593,0.274113,0.000800,0.927843
0.419937,0.017440,0.221121,0.247200,0.000704,0.913570
0.415425,0.017664,0.202625,0.255969,0.000640,0.898467
0.415009,0.017600,0.202433,0.254144,0.000768,0.896450
0.425249,0.017568,0.202337,0.255553,0.000768,0.907299
0.437729,0.017568,0.201985,0.251264,0.000672,0.915074
0.425474,0.017568,0.202688,0.253889,0.000768,0.906499
0.425505,0.017696,0.202273,0.260896,0.000672,0.913762
0.421026,0.017920,0.220896,0.261249,0.000736,0.927843
0.416129,0.017760,0.202145,0.255233,0.000800,0.899651
0.427233,0.017632,0.203105,0.256064,0.000704,0.910882
0.426273,0.017761,0.202432,0.260481,0.000736,0.913699
0.425601,0.017568,0.202593,0.256032,0.000704,0.908290
0.426370,0.018464,0.202528,0.260033,0.000736,0.914115
0.420673,0.017344,0.202657,0.257857,0.000832,0.905315
0.416194,0.024640,0.202336,0.263713,0.000736,0.933475
0.416833,0.017600,0.202305,0.246145,0.000672,0.889187
0.417761,0.017376,0.203617,0.261696,0.000800,0.906978
0.421505,0.017664,0.202337,0.303297,0.000736,0.951651
0.421441,0.017760,0.203073,0.261825,0.000800,0.912035
0.416737,0.017568,0.203200,0.272097,0.000672,0.916898
0.416193,0.017568,0.202561,0.260641,0.000832,0.904003
0.433953,0.017600,0.202753,0.275520,0.000736,0.937026
0.420546,0.017504,0.202176,0.264993,0.000672,0.912195
0.426145,0.017728,0.201953,0.250689,0.000704,0.903523
0.417089,0.017792,0.202336,0.286497,0.000864,0.931266
0.416161,0.017568,0.202081,0.273249,0.000736,0.916163
0.420737,0.017536,0.202337,0.258848,0.000768,0.905666
0.415713,0.017537,0.202784,0.252705,0.000768,0.895555
0.433441,0.017856,0.202145,0.268704,0.000672,0.931298
0.416162,0.017696,0.202368,0.261857,0.000896,0.905027
0.415905,0.017728,0.202113,0.258593,0.000768,0.901379
0.415969,0.017568,0.223264,0.261505,0.000800,0.925794
0.416481,0.017568,0.202337,0.256545,0.000640,0.900099
0.415585,0.017952,0.202209,0.259424,0.000736,0.901346
0.416034,0.017664,0.202112,0.248417,0.000832,0.891203
0.420449,0.017760,0.202241,0.260960,0.000800,0.908962
0.425985,0.017824,0.202432,0.254593,0.000672,0.907971
0.416737,0.017760,0.202337,0.262945,0.000768,0.907395
0.422241,0.017728,0.224033,0.263392,0.000736,0.935938
0.417474,0.017600,0.202144,0.270497,0.000800,0.915203
0.425601,0.017696,0.202273,0.280033,0.000928,0.932451
0.415585,0.017568,0.204448,0.267681,0.000768,0.912578
0.415937,0.017568,0.202561,0.272449,0.000704,0.915875
0.420737,0.017888,0.202593,0.276864,0.000704,0.925602
0.425026,0.017696,0.202656,0.265793,0.000864,0.917795
0.432801,0.017568,0.202529,0.267041,0.000800,0.927043
0.425089,0.017728,0.202336,0.246369,0.000672,0.898914
0.417697,0.017632,0.202145,0.248897,0.000704,0.893699
0.416353,0.017600,0.202432,0.297825,0.000896,0.941570
0.416098,0.017824,0.203168,0.277313,0.000672,0.921795
0.416225,0.017728,0.202273,0.260992,0.000736,0.904674
0.425537,0.017568,0.202496,0.259841,0.000768,0.912130
0.446945,0.017728,0.202337,0.272417,0.000800,0.946531
0.416577,0.017600,0.202849,0.272448,0.000704,0.916514
0.417794,0.017952,0.202144,0.259169,0.000704,0.903555
0.419873,0.017824,0.219265,0.258209,0.000768,0.922403
0.420481,0.017728,0.202752,0.260545,0.000768,0.908546
0.424353,0.017696,0.202785,0.256673,0.000800,0.908963
0.426081,0.017568,0.202497,0.257312,0.000768,0.910562
0.415938,0.017600,0.202976,0.264897,0.000608,0.908963
0.425153,0.017600,0.203617,0.267201,0.000672,0.920419
0.425569,0.017696,0.204256,0.265217,0.000672,0.920066
0.458081,0.017601,0.202656,0.280033,0.000768,0.965731
0.415649,0.017568,0.202785,0.254432,0.000800,0.898402
0.416258,0.017664,0.202368,0.262977,0.000704,0.905955
0.415713,0.017472,0.202625,0.281377,0.000864,0.925411
0.416225,0.017792,0.202496,0.248769,0.000640,0.891650
0.416161,0.017504,0.202305,0.256577,0.000608,0.898947
0.416993,0.017728,0.202369,0.269024,0.000832,0.912994
0.439394,0.017504,0.202144,0.266849,0.000800,0.933411
0.415553,0.017760,0.202465,0.279649,0.000768,0.922435
0.415329,0.017664,0.202368,0.263489,0.000768,0.905826
0.425793,0.017696,0.203009,0.286465,0.000896,0.940259
0.420833,0.017568,0.202209,0.248544,0.000832,0.896130
0.425121,0.017761,0.202272,0.262977,0.000832,0.915299
0.424225,0.017760,0.202049,0.260640,0.000704,0.911714
0.433410,0.017536,0.202272,0.260257,0.000736,0.920899
0.415745,0.017472,0.202049,0.253537,0.000736,0.895747
0.421217,0.017760,0.202560,0.268737,0.000768,0.917602
0.425601,0.017792,0.220897,0.263489,0.000768,0.935875
0.421473,0.017504,0.203073,0.255424,0.000672,0.904098
0.425730,0.017984,0.202208,0.264481,0.000896,0.917987
0.425569,0.017792,0.202625,0.248193,0.000704,0.900931
0.416609,0.017536,0.202464,0.271905,0.000928,0.917602
0.415042,0.017600,0.202208,0.262529,0.000704,0.904675
0.415649,0.017792,0.202529,0.255008,0.000608,0.898082
0.450658,0.017792,0.201952,0.251841,0.000736,0.929219
0.420225,0.017664,0.202017,0.251489,0.000704,0.897539
0.420417,0.017728,0.202272,0.266977,0.000672,0.914146
0.417089,0.017728,0.202273,0.285825,0.000800,0.930211
0.420641,0.017760,0.202785,0.259680,0.000640,0.907778
0.425346,0.017760,0.202080,0.260065,0.000640,0.912163
0.415969,0.017696,0.202337,0.255489,0.000896,0.898467
0.441633,0.017632,0.202272,0.267201,0.000736,0.936034
0.425281,0.017472,0.202369,0.259137,0.000704,0.910979
0.425665,0.017920,0.202657,0.253728,0.000736,0.907266
0.425314,0.017952,0.202048,0.284481,0.000736,0.937219
0.419873,0.017536,0.202305,0.260129,0.000672,0.906883
0.420961,0.018208,0.202272,0.274049,0.000800,0.923394
0.425857,0.017537,0.203008,0.263521,0.000640,0.916675
0.438657,0.017760,0.202657,0.276001,0.000928,0.942435
0.419585,0.017696,0.202304,0.267233,0.000928,0.914626
0.424993,0.017696,0.202273,0.263393,0.000704,0.914979
0.425633,0.017536,0.220001,0.278944,0.000704,0.949698
0.425954,0.017632,0.202144,0.260961,0.000672,0.912707
0.425345,0.017952,0.202017,0.271841,0.000672,0.924035
0.425665,0.017728,0.202464,0.264513,0.000640,0.917218
0.425921,0.017601,0.201888,0.260929,0.000864,0.914307
0.425217,0.017792,0.202177,0.260736,0.000704,0.913282
0.421122,0.017856,0.202208,0.261345,0.000832,0.909507
0.436929,0.017504,0.202177,0.251585,0.000608,0.915331
0.425025,0.017824,0.201952,0.250145,0.000736,0.901698
0.425729,0.017792,0.205729,0.305057,0.000768,0.959907
0.425185,0.017824,0.202145,0.297568,0.000832,0.950306
0.425378,0.017632,0.202720,0.248481,0.000832,0.900739
0.420353,0.017664,0.202241,0.265440,0.000768,0.912578
0.425314,0.017696,0.202272,0.284097,0.000608,0.936067
0.438881,0.017664,0.201953,0.261601,0.000768,0.927523
0.425857,0.017824,0.202880,0.267265,0.000736,0.920898
0.420865,0.018112,0.201985,0.263553,0.000672,0.911331
0.427105,0.017600,0.202529,0.284224,0.000864,0.938658
0.420482,0.017600,0.202496,0.258369,0.000736,0.905891
0.425761,0.017664,0.202081,0.266657,0.000800,0.919203
0.420289,0.017728,0.202432,0.248961,0.000576,0.896098
0.441889,0.017536,0.202561,0.260033,0.000832,0.929059
0.425185,0.017792,0.202304,0.262337,0.000640,0.914274
0.416129,0.017472,0.202081,0.267201,0.000800,0.909699
0.426401,0.017536,0.202337,0.279488,0.000672,0.933538
0.425410,0.017696,0.204256,0.250305,0.000768,0.903907
0.420513,0.017568,0.202273,0.260384,0.000640,0.906882
0.420290,0.017888,0.202528,0.269921,0.000736,0.917859
0.440001,0.017440,0.203105,0.267393,0.000832,0.934147
0.425249,0.017376,0.202240,0.269985,0.000800,0.921666
0.425569,0.017536,0.202145,0.259425,0.000640,0.911363
0.425729,0.017536,0.222977,0.258272,0.000736,0.931586
0.416834,0.017632,0.201920,0.260097,0.000800,0.903523
0.425249,0.017600,0.202209,0.259457,0.000800,0.911331
0.426306,0.017760,0.202400,0.259905,0.000704,0.913635
0.425281,0.017728,0.202049,0.269825,0.000672,0.921923
0.425217,0.017760,0.202336,0.275873,0.000672,0.927906
0.426145,0.017760,0.202209,0.251009,0.000768,0.903651
0.425889,0.017760,0.233825,0.263328,0.000736,0.948162
0.420098,0.017824,0.202528,0.265345,0.000800,0.912803
0.420513,0.017504,0.202113,0.250976,0.000768,0.898178
0.420130,0.017888,0.202016,0.261281,0.000640,0.907683
0.420321,0.017632,0.202113,0.263617,0.000896,0.910499
0.425249,0.017856,0.202400,0.256673,0.000704,0.908610
0.426049,0.017536,0.203137,0.269761,0.000672,0.923779
0.436897,0.017600,0.201857,0.257504,0.000960,0.921122
0.416865,0.017760,0.201921,0.262849,0.000672,0.905987
0.419969,0.017760,0.202273,0.260128,0.000672,0.906946
0.425218,0.017472,0.201824,0.256897,0.000640,0.908099
0.425921,0.017536,0.202145,0.259776,0.000576,0.912194
0.425634,0.018208,0.203200,0.261345,0.000768,0.915011
0.421025,0.017728,0.202561,0.249185,0.000608,0.897059
0.441665,0.017728,0.202528,0.258433,0.000736,0.927554
0.425377,0.017728,0.202145,0.253761,0.000768,0.905763
0.420513,0.017792,0.202560,0.266049,0.000704,0.913218
0.421217,0.017504,0.202241,0.257825,0.000704,0.921411
0.419937,0.017600,0.203521,0.259712,0.000800,0.907458
0.425506,0.017568,0.202400,0.261185,0.000672,0.913411
0.425441,0.017792,0.202113,0.261088,0.000672,0.913602
0.444514,0.017792,0.202720,0.264865,0.000704,0.936643
0.424993,0.017792,0.203201,0.261761,0.000800,0.914371
0.423649,0.017824,0.205313,0.274432,0.000928,0.931170
0.427170,0.017984,0.203648,0.288193,0.000896,0.944323
0.416641,0.017536,0.203137,0.265441,0.000736,0.908963
0.424065,0.017728,0.202496,0.256481,0.000704,0.907650
0.421121,0.017728,0.202849,0.269377,0.000672,0.918019
0.434113,0.017696,0.203137,0.270112,0.000800,0.932450
0.420418,0.017696,0.202528,0.271681,0.000832,0.919459
0.420513,0.017600,0.202401,0.266785,0.000768,0.913987
0.427393,0.018144,0.219680,0.273537,0.000736,0.946210
0.425281,0.017728,0.202593,0.266657,0.000704,0.919171
0.420321,0.017696,0.202177,0.268192,0.000736,0.915394
0.425154,0.017280,0.204608,0.263393,0.000672,0.917507
0.420929,0.017728,0.202401,0.275297,0.000768,0.923811
0.420641,0.017600,0.202592,0.268577,0.000768,0.916290
0.425729,0.017504,0.203489,0.274209,0.000608,0.928003
0.420705,0.034784,0.203233,0.270464,0.000608,0.936098
0.420930,0.017472,0.203008,0.266017,0.000704,0.913987
0.420833,0.017344,0.202465,0.271873,0.000640,0.919203
0.422369,0.018144,0.203648,0.335777,0.001344,0.992578
0.422146,0.017856,0.203040,0.276385,0.001120,0.926435
0.421665,0.017632,0.202881,0.256641,0.000832,0.905571
0.425345,0.017856,0.202497,0.249248,0.000704,0.901666
0.445601,0.017696,0.202145,0.281217,0.000864,0.953795
0.417569,0.017600,0.202625,0.258240,0.000864,0.903394
0.416514,0.017792,0.202592,0.267969,0.000800,0.911587
0.425537,0.017792,0.203681,0.282689,0.000800,0.937187
0.425537,0.017760,0.203616,0.257185,0.000800,0.911042
0.420801,0.017504,0.202849,0.259905,0.000672,0.907267
0.425345,0.017760,0.202977,0.267264,0.000608,0.919746
0.442882,0.017792,0.202272,0.262945,0.000576,0.932547
0.425377,0.017632,0.204513,0.283745,0.000736,0.938371
0.425698,0.017664,0.202368,0.277633,0.000704,0.929859
0.420641,0.017696,0.218657,0.258625,0.000832,0.922467
0.426497,0.017920,0.202112,0.274913,0.000672,0.928482
0.420545,0.017857,0.203008,0.260705,0.000736,0.909027
0.425409,0.017536,0.202209,0.251648,0.000896,0.904354
0.420482,0.017568,0.203072,0.265089,0.000704,0.913155
0.420385,0.017600,0.202369,0.255425,0.000736,0.902435
0.416322,0.017664,0.214624,0.251521,0.000672,0.907203
0.420609,0.017472,0.223873,0.273729,0.000768,0.943107
0.419937,0.017600,0.202368,0.255681,0.000768,0.902306
0.425473,0.017760,0.203201,0.266337,0.000736,0.919235
0.425537,0.017728,0.202529,0.281824,0.000800,0.935138
0.424642,0.017536,0.202496,0.279425,0.000800,0.930787
0.415809,0.017856,0.202401,0.250913,0.000768,0.893379
0.425857,0.017568,0.202304,0.256417,0.000704,0.908642
0.453025,0.017568,0.203329,0.277793,0.000704,0.958403
0.425537,0.017792,0.202241,0.257792,0.000736,0.910018
0.425858,0.017568,0.202496,0.255809,0.000640,0.908707
0.425921,0.017472,0.202433,0.268960,0.000704,0.922146
0.425826,0.017440,0.202688,0.248865,0.000736,0.901603
0.425601,0.017888,0.202497,0.258625,0.000704,0.911491
0.425346,0.017504,0.202848,0.255905,0.000768,0.908835
0.435777,0.018016,0.202273,0.262177,0.000832,0.925155
0.419937,0.017760,0.202624,0.265697,0.000768,0.913122
0.420577,0.017761,0.202016,0.264801,0.000800,0.912483
0.418657,0.017920,0.205793,0.311073,0.000928,0.963203
0.416929,0.017696,0.203648,0.266593,0.000608,0.911298
0.422401,0.017792,0.203073,0.264737,0.000704,0.915075
0.420705,0.017600,0.202529,0.249920,0.000672,0.897698
0.444770,0.017696,0.202464,0.257537,0.000736,0.930435
0.426177,0.017632,0.202529,0.256481,0.000864,0.909347
0.425825,0.017600,0.202752,0.273057,0.000800,0.928258
0.415969,0.017568,0.221057,0.257377,0.000736,0.919683
0.416097,0.017536,0.202177,0.256096,0.000736,0.898786
0.425474,0.017760,0.202688,0.258369,0.000704,0.910787
0.416257,0.018144,0.202305,0.260705,0.000832,0.904451
0.426497,0.017760,0.202560,0.259265,0.000672,0.912802
0.425441,0.017760,0.202369,0.253633,0.000704,0.906467
0.425665,0.017696,0.202561,0.250304,0.000800,0.902882
0.426018,0.017632,0.217536,0.259777,0.000832,0.928163
0.424993,0.017568,0.202177,0.265569,0.000736,0.916643
0.416097,0.017856,0.202624,0.267681,0.000672,0.911330
0.420225,0.017536,0.202337,0.255265,0.000608,0.901315
0.425889,0.017568,0.202241,0.263104,0.000768,0.915426
0.425378,0.017632,0.202912,0.259809,0.000640,0.912739
0.424801,0.017760,0.202401,0.260801,0.000704,0.912483
0.434881,0.017728,0.202240,0.250625,0.000672,0.912514
0.417665,0.017696,0.202881,0.290625,0.001152,0.938531
0.416513,0.017792,0.202817,0.253888,0.000864,0.897986
0.425666,0.017760,0.202528,0.287521,0.000800,0.940099
0.425569,0.017792,0.202465,0.244033,0.000736,0.896835
0.425473,0.017696,0.202208,0.270145,0.000672,0.922530
0.416385,0.017760,0.202497,0.248481,0.000672,0.892419
0.441281,0.017504,0.202497,0.256256,0.000640,0.924066
0.424962,0.017760,0.202656,0.258401,0.000672,0.910563
0.420257,0.017664,0.202241,0.257953,0.000768,0.904803
0.415937,0.017536,0.202496,0.274977,0.000864,0.917986
0.415809,0.018208,0.202337,0.258273,0.000672,0.901571
0.416641,0.017696,0.202305,0.259488,0.000832,0.902882
0.415745,0.017569,0.202208,0.257441,0.000736,0.899587
0.432449,0.017792,0.202145,0.257472,0.000640,0.916674
0.425346,0.017696,0.202144,0.251777,0.000672,0.903395
0.416769,0.017440,0.202369,0.260641,0.000800,0.904003
0.420993,0.017536,0.223488,0.252353,0.000672,0.921858
0.420225,0.017696,0.202241,0.264833,0.000672,0.911843
0.424737,0.017600,0.202721,0.270048,0.000704,0.921858
0.425921,0.017697,0.202688,0.254401,0.000736,0.907747
0.420865,0.017536,0.202305,0.255648,0.000800,0.903170
0.420706,0.017632,0.202240,0.260737,0.000800,0.908771
0.425249,0.017568,0.202049,0.243232,0.000736,0.895138
0.426945,0.017888,0.224513,0.292128,0.000864,0.971362
0.420546,0.017504,0.202560,0.272737,0.000864,0.921155
0.419425,0.017664,0.202657,0.267329,0.000768,0.914147
0.424609,0.017664,0.202496,0.264225,0.000800,0.916066
0.425345,0.017505,0.202144,0.269409,0.000640,0.921283
0.425377,0.017536,0.202209,0.258560,0.000800,0.910882
0.425346,0.017696,0.202432,0.256705,0.000800,0.908995
0.444129,0.018208,0.202529,0.286689,0.000864,0.958947
0.416321,0.017664,0.202304,0.261121,0.000736,0.904130
0.425249,0.017664,0.202817,0.249377,0.000608,0.901827
0.424929,0.017536,0.202720,0.308097,0.000800,0.960258
0.425314,0.017568,0.204032,0.264865,0.000736,0.919011
0.425441,0.017568,0.202593,0.259809,0.000672,0.912355
0.425826,0.017696,0.202464,0.249377,0.000736,0.901987
0.455073,0.017568,0.202369,0.262369,0.000736,0.944131
0.426465,0.017536,0.202272,0.255297,0.000704,0.908450
0.415585,0.017664,0.202881,0.260961,0.000672,0.904131
0.425729,0.017760,0.202496,0.292929,0.000704,0.945826
0.424833,0.017665,0.202496,0.270305,0.000704,0.922019
0.425793,0.017504,0.202433,0.264384,0.000768,0.916898
0.419554,0.017568,0.202784,0.268257,0.000768,0.915139
0.442305,0.017856,0.202689,0.264833,0.000800,0.935875
0.420385,0.018112,0.202688,0.260673,0.000800,0.909218
0.421057,0.017568,0.202881,0.266305,0.000800,0.914723
0.420321,0.017728,0.234273,0.273601,0.000640,0.953539
0.420289,0.017728,0.202880,0.285857,0.000736,0.933922
0.425921,0.017920,0.203041,0.252065,0.000672,0.906179
0.416513,0.017600,0.202305,0.250560,0.000832,0.894306
0.425442,0.017504,0.202592,0.271329,0.000800,0.923779
0.416193,0.017760,0.202529,0.258497,0.000800,0.901763
0.425921,0.018208,0.202528,0.248769,0.000704,0.902114
0.416321,0.035296,0.203105,0.275585,0.000832,0.937827
0.426017,0.017856,0.202433,0.258944,0.000768,0.912386
0.420833,0.017601,0.202272,0.260929,0.000800,0.908611
0.420385,0.017728,0.202273,0.259776,0.000704,0.906946
0.415714,0.017664,0.202784,0.269249,0.000672,0.912035
0.426081,0.017600,0.202113,0.252449,0.000704,0.904995
0.425665,0.017664,0.202336,0.256449,0.000832,0.908514
0.445249,0.017792,0.201953,0.253313,0.000864,0.925923
0.425537,0.017888,0.202209,0.275616,0.000896,0.928066
0.425922,0.017600,0.202336,0.270753,0.000768,0.923811
0.426177,0.017600,0.202369,0.274817,0.000800,0.928067
0.420769,0.017632,0.202528,0.261729,0.000704,0.908962
0.425185,0.017760,0.202337,0.274529,0.000704,0.925859
0.425345,0.017696,0.202177,0.288032,0.000800,0.940386
0.436482,0.017760,0.202368,0.266561,0.000768,0.930595
0.420481,0.017440,0.202369,0.260608,0.000608,0.908003
0.425441,0.018080,0.202464,0.266401,0.000768,0.919170
0.416289,0.017920,0.202273,0.276609,0.000768,0.920291
0.425665,0.017728,0.202817,0.259936,0.000704,0.912578
0.420417,0.017665,0.202080,0.261217,0.000608,0.909123
0.426081,0.017568,0.202049,0.245248,0.000704,0.897954
0.439586,0.017472,0.202528,0.263265,0.000672,0.929667
0.419201,0.017472,0.202657,0.258688,0.000609,0.904483
0.420418,0.017632,0.202432,0.245345,0.000608,0.892355
0.415521,0.017664,0.202369,0.293761,0.000608,0.936227
0.415905,0.017696,0.202592,0.242785,0.000608,0.885346
0.425185,0.017440,0.201985,0.285953,0.000608,0.936675
0.425313,0.017696,0.202657,0.256480,0.000704,0.908450
0.442594,0.017728,0.202336,0.249377,0.000736,0.918755
0.420993,0.017568,0.202689,0.261728,0.000800,0.910306
0.420290,0.017728,0.203360,0.263777,0.000736,0.911907
0.425633,0.017760,0.215489,0.288577,0.000736,0.954531
0.420481,0.017472,0.201952,0.242209,0.000736,0.888706
0.426017,0.017664,0.203105,0.255073,0.000640,0.908739
0.420289,0.017600,0.202336,0.257185,0.000800,0.903874
0.434465,0.017504,0.201857,0.272641,0.000736,0.933315
0.420289,0.017952,0.202785,0.252000,0.000704,0.899682
0.425665,0.017505,0.202144,0.266017,0.000736,0.917731
0.426145,0.017728,0.221633,0.261056,0.000736,0.934178
0.416514,0.017728,0.202528,0.258337,0.000704,0.901699
0.426049,0.017472,0.202945,0.254561,0.000704,0.907747
0.425282,0.017504,0.202240,0.255905,0.000672,0.907875
0.435489,0.017824,0.202081,0.262689,0.000800,0.925219
0.425601,0.017568,0.202240,0.262145,0.000704,0.914242
0.416513,0.017600,0.203009,0.259585,0.000672,0.903523
0.420129,0.017600,0.221761,0.262912,0.000672,0.929474
0.425474,0.017472,0.202496,0.252481,0.000640,0.904451
0.425281,0.017664,0.202369,0.253824,0.000736,0.905762
0.425058,0.017696,0.202432,0.254113,0.000672,0.905763
0.425633,0.017568,0.202497,0.260321,0.000928,0.913091
0.416897,0.017568,0.202528,0.249025,0.000864,0.893474
0.421377,0.017696,0.202273,0.262561,0.000896,0.910659
0.420449,0.017824,0.231969,0.260000,0.000704,0.937218
0.426082,0.017568,0.202912,0.260513,0.000608,0.913763
0.415649,0.017568,0.202497,0.258656,0.000704,0.900994
0.425282,0.017664,0.202464,0.266529,0.000768,0.919043
0.425377,0.017568,0.202241,0.255424,0.000704,0.907234
0.420290,0.017568,0.202336,0.269249,0.000640,0.916003
0.425505,0.017760,0.202369,0.247105,0.000672,0.899267
0.426017,0.017568,0.222848,0.254593,0.000800,0.928642
0.420097,0.017856,0.202433,0.245665,0.000704,0.892835
0.416897,0.017568,0.202177,0.270336,0.000832,0.913762
0.425217,0.017505,0.202496,0.266529,0.000832,0.918883
0.425793,0.017728,0.202369,0.257888,0.000800,0.910658
0.420226,0.017888,0.201984,0.251841,0.000672,0.898563
0.427297,0.017504,0.202241,0.257153,0.000672,0.910979
0.442113,0.017632,0.202816,0.264161,0.000768,0.933602
0.420225,0.017568,0.202113,0.264609,0.000736,0.911331
0.425569,0.017728,0.203649,0.256064,0.000704,0.910050
0.416385,0.017569,0.201920,0.262145,0.000864,0.905155
0.419841,0.017504,0.202241,0.255936,0.000704,0.902530
0.426210,0.017568,0.202560,0.254113,0.000672,0.907427
0.425697,0.017664,0.202177,0.261889,0.000768,0.914531
0.447777,0.017600,0.202688,0.249281,0.000608,0.924258
0.425377,0.017728,0.202305,0.268449,0.000704,0.921059
0.420833,0.017504,0.202145,0.257952,0.000672,0.905794
0.425537,0.017441,0.202112,0.273441,0.000704,0.925475
0.415361,0.017408,0.201857,0.258720,0.000736,0.899874
0.416194,0.017728,0.202176,0.256193,0.000736,0.899011
0.425921,0.017696,0.201921,0.263392,0.000736,0.915906
0.443618,0.017696,0.202496,0.263681,0.000768,0.934659
0.425153,0.017760,0.203425,0.256577,0.000704,0.909539
0.426081,0.017792,0.202592,0.260225,0.000768,0.913826
0.420513,0.017472,0.202113,0.282241,0.000736,0.929187
0.420129,0.017600,0.202529,0.244480,0.000736,0.891490
0.420033,0.018209,0.202560,0.253633,0.000608,0.900675
0.419361,0.017504,0.202369,0.279712,0.000704,0.926114
0.440770,0.017728,0.202496,0.294241,0.000768,0.962147
0.419681,0.017792,0.202177,0.257473,0.000576,0.903875
0.421153,0.017856,0.201856,0.260545,0.000832,0.908802
0.420769,0.017664,0.202401,0.281985,0.000768,0.930211
0.424001,0.017632,0.202241,0.253728,0.000704,0.904002
0.425698,0.017600,0.202464,0.258273,0.000672,0.910883
0.425153,0.017632,0.202401,0.254849,0.000736,0.906915
0.456834,0.017984,0.202144,0.276129,0.000800,0.960227
0.419873,0.017728,0.202209,0.249665,0.000672,0.895779
0.420737,0.017696,0.202113,0.270560,0.000736,0.918402
0.425474,0.017600,0.202304,0.275777,0.000864,0.927811
0.414977,0.017600,0.202113,0.246432,0.000704,0.887555
0.425729,0.017792,0.202496,0.267585,0.000864,0.920962
0.425409,0.017536,0.202785,0.258049,0.000736,0.911011
0.437601,0.017632,0.202177,0.264640,0.000736,0.928802
0.416897,0.017504,0.202625,0.254849,0.000768,0.898371
0.426241,0.017568,0.202593,0.277472,0.000640,0.930434
0.419874,0.017824,0.220384,0.275521,0.000736,0.940611
0.420129,0.017664,0.202273,0.265761,0.000832,0.913315
0.419617,0.017568,0.202176,0.254689,0.000640,0.900834
0.425569,0.017696,0.203073,0.240481,0.000608,0.893251
0.441953,0.017376,0.202913,0.266720,0.000704,0.936194
0.427361,0.017728,0.205728,0.274561,0.000992,0.933347
0.417825,0.017536,0.202433,0.274433,0.000928,0.919363
