Layer[0],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415746,0.752994,0.014624,0.000512,0.001504,0.001152,0.000384,1.193252
0.421698,0.761218,0.015168,0.000576,0.001472,0.001216,0.000352,1.208068
0.416290,0.808258,0.015328,0.000800,0.001472,0.001088,0.000416,1.250148
0.416417,0.754818,0.014272,0.000544,0.001536,0.001152,0.000320,1.195267
0.416865,0.765026,0.014272,0.000512,0.001536,0.001504,0.000576,1.206563
0.433377,0.758466,0.014560,0.000480,0.001504,0.001216,0.000608,1.216259
0.421281,0.758658,0.014112,0.000512,0.001600,0.001120,0.000384,1.204355
0.417377,0.757058,0.031680,0.000736,0.001664,0.001376,0.000608,1.216707
0.417281,0.756386,0.014368,0.000512,0.001568,0.001120,0.000416,1.197635
0.417025,0.757538,0.014176,0.000736,0.001536,0.001152,0.000576,1.198883
0.416801,0.814498,0.014880,0.000672,0.001472,0.001088,0.000416,1.256067
0.418401,0.769922,0.014496,0.000512,0.001568,0.001376,0.000608,1.213699
0.416737,0.751330,0.014528,0.000448,0.001376,0.001216,0.000384,1.192995
0.433153,0.757954,0.014304,0.000672,0.001441,0.001120,0.000320,1.215428
0.415905,0.753154,0.014049,0.000480,0.001536,0.001184,0.000384,1.192740
0.417218,0.747010,0.014336,0.000704,0.001568,0.001152,0.000576,1.188644
0.431394,0.781282,0.014336,0.000544,0.001536,0.001312,0.000384,1.236932
0.417505,0.756258,0.014080,0.000768,0.001504,0.001216,0.000608,1.197827
0.416417,0.776482,0.014464,0.000512,0.001504,0.001184,0.000384,1.217027
0.416673,0.760994,0.014496,0.000768,0.001440,0.001088,0.000576,1.202275
0.417121,0.760386,0.014272,0.000480,0.001632,0.001184,0.000608,1.201603
0.418465,0.788674,0.014816,0.000480,0.001440,0.001152,0.000352,1.232099
0.416385,0.763650,0.015233,0.000576,0.001568,0.001312,0.000544,1.205476
0.416866,0.754786,0.014432,0.000512,0.001664,0.001216,0.000352,1.195716
0.433281,0.753026,0.014368,0.000512,0.001472,0.001120,0.000544,1.210435
0.415489,0.741762,0.014304,0.000512,0.001472,0.001120,0.000384,1.180835
0.416577,0.783106,0.014240,0.000576,0.001632,0.000992,0.000544,1.223779
0.415361,0.757730,0.014400,0.000480,0.001408,0.001056,0.000352,1.196579
0.415617,0.789346,0.014144,0.000512,0.001536,0.001184,0.000384,1.228803
0.415937,0.787298,0.015840,0.000448,0.001472,0.001216,0.000384,1.228547
0.436930,0.777762,0.015296,0.000544,0.001440,0.001152,0.000384,1.239524
0.416097,0.762946,0.014208,0.000480,0.001504,0.001120,0.000384,1.203043
0.415457,0.809762,0.014560,0.000512,0.001536,0.001184,0.000352,1.249411
0.417153,0.761698,0.014112,0.000512,0.001600,0.001152,0.000544,1.202979
0.415937,0.758946,0.014304,0.000480,0.001472,0.001440,0.000384,1.198787
0.434145,0.761314,0.016096,0.000544,0.001568,0.001088,0.000384,1.221187
0.416162,0.759874,0.015776,0.000800,0.001472,0.001120,0.000576,1.201348
0.417345,0.758114,0.014112,0.000480,0.001632,0.001088,0.000352,1.199075
0.415457,0.783106,0.014560,0.000768,0.001472,0.001088,0.000608,1.222979
0.417665,0.768450,0.014368,0.000480,0.001504,0.001248,0.000544,1.210563
0.416065,0.799330,0.016032,0.000512,0.001664,0.001344,0.000608,1.242243
0.416578,0.753890,0.014752,0.000544,0.001504,0.001248,0.000416,1.195300
0.415777,0.807010,0.014432,0.000544,0.001568,0.001248,0.000576,1.247299
0.433665,0.789922,0.014272,0.000544,0.001632,0.001024,0.000320,1.247907
0.415073,0.761250,0.014112,0.000512,0.001504,0.001120,0.000384,1.199811
0.415009,0.760963,0.014400,0.000480,0.001440,0.001280,0.000544,1.201124
0.417441,0.741442,0.014368,0.000480,0.001472,0.001152,0.000352,1.183011
0.415393,0.754786,0.014016,0.000512,0.001536,0.001088,0.000576,1.194083
0.415521,0.815202,0.014496,0.000672,0.001568,0.001056,0.000384,1.254659
0.416929,0.753218,0.014112,0.000480,0.001600,0.001056,0.000384,1.193891
0.415585,0.796035,0.014144,0.000512,0.001504,0.001056,0.000384,1.236100
0.416897,0.778434,0.015360,0.000480,0.001504,0.000928,0.000384,1.220003
0.415937,0.742210,0.014176,0.000512,0.001536,0.001056,0.000352,1.181507
0.416065,0.735906,0.014112,0.000448,0.001504,0.000992,0.000640,1.175811
0.433217,0.749218,0.014208,0.000480,0.001472,0.000992,0.000384,1.205923
0.415777,0.740866,0.014080,0.000704,0.001632,0.001056,0.000608,1.180035
0.415681,0.741282,0.015681,0.000768,0.001600,0.000992,0.000544,1.182372
0.440162,0.748962,0.014272,0.000736,0.001536,0.000960,0.000576,1.214020
0.417153,0.743586,0.014112,0.000768,0.001536,0.000992,0.000608,1.184579
0.415841,0.749858,0.014272,0.000544,0.001568,0.000960,0.000544,1.189411
0.416929,0.755170,0.014336,0.000512,0.001440,0.001120,0.000576,1.196387
0.416481,0.744258,0.014048,0.000576,0.001440,0.001376,0.000384,1.184227
0.415746,0.804674,0.014304,0.000512,0.001536,0.001056,0.000576,1.243972
0.418145,0.758722,0.014272,0.000512,0.001440,0.001120,0.000352,1.201923
0.417025,0.782978,0.014208,0.000480,0.001568,0.001184,0.000352,1.223683
0.416385,0.766946,0.014465,0.000544,0.001536,0.001024,0.000384,1.207364
0.415553,0.750946,0.014048,0.000448,0.001568,0.000992,0.000416,1.189539
0.417025,0.773954,0.013952,0.000448,0.001504,0.001024,0.000384,1.214435
0.431361,0.762530,0.014176,0.000736,0.001504,0.001152,0.000608,1.218723
0.415969,0.747490,0.014080,0.000704,0.001408,0.001152,0.000416,1.187747
0.417057,0.763458,0.020992,0.000992,0.001504,0.001088,0.000384,1.211747
0.416385,0.778306,0.014016,0.000544,0.001440,0.000992,0.000384,1.218467
0.417441,0.798498,0.016224,0.000512,0.001568,0.001120,0.000288,1.242275
0.417186,0.784354,0.016672,0.000544,0.001472,0.000960,0.000320,1.228356
0.415873,0.749026,0.015520,0.000576,0.001632,0.001216,0.000384,1.190883
0.415873,0.748930,0.013984,0.000480,0.001472,0.000960,0.000320,1.188291
0.415970,0.776066,0.014144,0.000480,0.001632,0.001152,0.000352,1.215684
0.416545,0.746914,0.013984,0.000480,0.001568,0.001088,0.000352,1.186819
0.416001,0.748802,0.014080,0.000512,0.001536,0.001056,0.000416,1.188099
0.437537,0.747650,0.014272,0.000544,0.001472,0.000928,0.000608,1.209059
0.415874,0.756162,0.014176,0.000640,0.001504,0.001088,0.000544,1.196452
0.417185,0.784514,0.013920,0.000480,0.001536,0.001088,0.000384,1.224547
0.415713,0.741186,0.013984,0.000448,0.001568,0.001024,0.000384,1.180355
0.415457,0.750370,0.014112,0.000512,0.001440,0.001024,0.000384,1.189219
0.415842,0.789698,0.013984,0.000512,0.001504,0.000992,0.000352,1.228740
0.415713,0.754850,0.015168,0.000480,0.001440,0.000832,0.000320,1.194883
0.419585,0.752162,0.014816,0.000544,0.001504,0.000928,0.000416,1.195715
0.415713,0.781795,0.017056,0.000480,0.001472,0.000960,0.000352,1.224100
0.415265,0.739938,0.013984,0.000480,0.001472,0.000992,0.000544,1.178691
0.420001,0.771522,0.013984,0.000480,0.001536,0.000992,0.000384,1.215971
0.437505,0.763650,0.014400,0.000512,0.001504,0.000992,0.000384,1.226403
0.415713,0.750338,0.015008,0.000736,0.001440,0.001024,0.000576,1.191171
0.416481,0.740162,0.014048,0.000544,0.001536,0.001056,0.000384,1.180387
0.415489,0.753186,0.013920,0.000512,0.001600,0.001024,0.000320,1.192163
0.416065,0.757762,0.014048,0.000736,0.001600,0.000992,0.000416,1.197539
0.415201,0.811842,0.014560,0.000576,0.001440,0.000960,0.000384,1.250915
0.415521,0.757634,0.013888,0.000480,0.001568,0.001024,0.000576,1.196707
0.414529,0.760514,0.017280,0.000480,0.001472,0.001088,0.000416,1.201379
0.416001,0.769346,0.017472,0.000960,0.001376,0.001056,0.000384,1.212323
0.416353,0.794947,0.013888,0.000448,0.001504,0.001056,0.000352,1.234820
0.417761,0.758626,0.014144,0.000544,0.001504,0.001056,0.000576,1.200835
0.434401,0.738114,0.014272,0.000832,0.001472,0.000992,0.000416,1.197091
0.416609,0.775907,0.014016,0.000704,0.001536,0.001120,0.000576,1.216292
0.416225,0.757506,0.017024,0.000480,0.001536,0.001024,0.000384,1.200355
0.417985,0.761762,0.014368,0.000736,0.001472,0.000992,0.000352,1.203747
0.415649,0.755714,0.015232,0.000512,0.001440,0.001024,0.000384,1.195619
0.416033,0.781890,0.014400,0.000448,0.001504,0.001024,0.000320,1.221283
0.415233,0.745058,0.014144,0.000736,0.001600,0.001056,0.000416,1.183907
0.415297,0.745058,0.014016,0.000544,0.001472,0.001056,0.000384,1.184035
0.416065,0.799330,0.019968,0.000576,0.001600,0.001024,0.000384,1.245315
0.415777,0.756418,0.014112,0.000448,0.001441,0.000992,0.000352,1.195748
0.415777,0.772770,0.014176,0.000480,0.001600,0.001056,0.000384,1.212035
0.416257,0.774946,0.014336,0.000512,0.001408,0.000928,0.000416,1.214531
0.416033,0.755170,0.014080,0.000736,0.001472,0.000960,0.000384,1.194403
0.419937,0.758530,0.016512,0.000512,0.001472,0.000992,0.000576,1.204451
0.433313,0.744354,0.014113,0.000512,0.001472,0.001088,0.000384,1.201252
0.416289,0.787170,0.014144,0.000512,0.001536,0.000992,0.000352,1.227107
0.416961,0.812034,0.015200,0.000512,0.001504,0.001216,0.000416,1.253668
0.416193,0.762626,0.014016,0.000704,0.001440,0.001024,0.000576,1.202371
0.416801,0.788866,0.014144,0.000768,0.001440,0.001024,0.000352,1.229187
0.416257,0.777986,0.016320,0.000512,0.001472,0.001024,0.000384,1.220227
0.417025,0.744322,0.014112,0.000576,0.001568,0.001056,0.000384,1.184899
0.415585,0.742754,0.014048,0.000512,0.001504,0.000992,0.000576,1.181795
0.415777,0.771842,0.022656,0.000512,0.001408,0.001024,0.000384,1.219427
0.415713,0.777922,0.022624,0.000480,0.001504,0.000992,0.000384,1.225731
0.415873,0.753954,0.014464,0.000480,0.001408,0.001088,0.000576,1.193411
0.433409,0.755234,0.014208,0.000480,0.001408,0.000992,0.000576,1.212003
0.416290,0.789826,0.013952,0.000480,0.001440,0.001024,0.000320,1.229060
0.415521,0.753282,0.014048,0.000736,0.001440,0.001056,0.000384,1.192355
0.417282,0.753730,0.014208,0.000512,0.001472,0.001120,0.000608,1.195012
0.416545,0.753026,0.014240,0.000448,0.001472,0.000960,0.000320,1.193027
0.415393,0.767202,0.014240,0.000608,0.001408,0.001216,0.000384,1.206371
0.416033,0.743362,0.014176,0.000544,0.001536,0.001024,0.000544,1.183203
0.416001,0.754882,0.014112,0.000544,0.001408,0.000992,0.000384,1.194019
0.416033,0.776386,0.014464,0.000512,0.001376,0.000928,0.000384,1.216035
0.415745,0.752578,0.014208,0.000672,0.001504,0.000896,0.000800,1.192323
0.416514,0.751938,0.014016,0.000512,0.001440,0.001024,0.000320,1.191460
0.435329,0.750786,0.014464,0.000672,0.001376,0.000960,0.000384,1.209379
0.415841,0.752738,0.013952,0.000448,0.001472,0.000992,0.000352,1.191587
0.416225,0.748098,0.014112,0.000544,0.001408,0.001024,0.000576,1.187907
0.420161,0.761346,0.014336,0.000512,0.001376,0.001120,0.000352,1.204835
0.416449,0.754466,0.014880,0.000512,0.001536,0.000960,0.000640,1.195011
0.416737,0.765954,0.013984,0.000512,0.001408,0.001024,0.000320,1.206307
0.415777,0.744674,0.013984,0.000448,0.001440,0.001056,0.000544,1.183779
0.417153,0.754274,0.014208,0.000544,0.001856,0.001120,0.000416,1.196451
0.415489,0.810338,0.014432,0.000480,0.001440,0.000992,0.000576,1.249571
0.416609,0.743746,0.014144,0.000512,0.001504,0.001088,0.000384,1.184067
0.415937,0.753282,0.014048,0.000480,0.001440,0.001088,0.000416,1.192419
0.415169,0.807970,0.015648,0.000480,0.001504,0.001056,0.000352,1.247971
0.416225,0.743330,0.014176,0.000576,0.001504,0.001088,0.000352,1.183555
0.416097,0.757186,0.014144,0.000480,0.001504,0.001088,0.000384,1.196771
0.432865,0.765282,0.014336,0.000480,0.001440,0.000992,0.000384,1.222019
0.416641,0.783394,0.014176,0.000480,0.001504,0.001056,0.000352,1.223267
0.415841,0.755842,0.013920,0.000480,0.021152,0.001056,0.000416,1.214819
0.415937,0.738178,0.014240,0.000544,0.001472,0.000928,0.000576,1.178051
0.416001,0.750626,0.014080,0.000512,0.001472,0.000960,0.000640,1.189795
0.415457,0.775266,0.015072,0.000512,0.001536,0.000992,0.000352,1.215139
0.415457,0.784706,0.018816,0.000480,0.001472,0.000960,0.000384,1.227715
0.415585,0.774979,0.013952,0.000480,0.001440,0.000992,0.000416,1.213668
0.416801,0.776482,0.014304,0.000544,0.001504,0.001088,0.000384,1.216963
0.416866,0.750818,0.014080,0.000704,0.001504,0.001120,0.000352,1.191588
0.416609,0.783682,0.014080,0.000480,0.001536,0.001056,0.000352,1.223459
0.433345,0.786978,0.014144,0.000512,0.001472,0.000928,0.000448,1.244099
0.415649,0.750690,0.014880,0.000480,0.001440,0.001024,0.000544,1.190659
0.415105,0.750530,0.014016,0.000576,0.001504,0.000928,0.000416,1.188771
0.417793,0.753922,0.014048,0.000480,0.001440,0.001088,0.000352,1.194915
0.416065,0.761410,0.014912,0.000800,0.001408,0.000992,0.000352,1.202467
0.416193,0.773827,0.014144,0.000512,0.001440,0.000992,0.000608,1.213636
0.415969,0.753186,0.013952,0.000480,0.001472,0.001056,0.000320,1.191971
0.416290,0.749378,0.014272,0.000544,0.001472,0.001024,0.000576,1.189572
0.416225,0.781986,0.014144,0.000480,0.001504,0.001120,0.000384,1.221379
0.416225,0.748514,0.015520,0.000512,0.001632,0.000992,0.000320,1.189475
0.415265,0.756834,0.014080,0.000736,0.001632,0.000960,0.000384,1.195555
0.436033,0.754402,0.015200,0.000512,0.001536,0.000960,0.000352,1.215651
0.415553,0.751010,0.014016,0.000768,0.001408,0.000992,0.000384,1.189795
0.416385,0.750146,0.014080,0.000544,0.001504,0.000960,0.000384,1.189635
0.428930,0.745954,0.014336,0.000512,0.001440,0.000896,0.000384,1.198468
0.415457,0.776706,0.014048,0.000480,0.001472,0.000928,0.000384,1.215139
0.416129,0.755426,0.043968,0.000608,0.001632,0.001088,0.000384,1.225571
0.416321,0.771778,0.014112,0.000544,0.001440,0.001280,0.000352,1.212643
0.416577,0.746082,0.014912,0.000480,0.001536,0.001024,0.000384,1.187043
0.415650,0.772514,0.015968,0.000544,0.001632,0.000896,0.000544,1.213764
0.416193,0.754946,0.014848,0.000512,0.001568,0.001024,0.000352,1.195299
0.415745,0.741570,0.014080,0.000704,0.001504,0.001024,0.000384,1.180739
0.416417,0.789538,0.014144,0.000512,0.001504,0.000896,0.000416,1.228963
0.415873,0.756098,0.017312,0.000480,0.001504,0.001088,0.000416,1.198659
0.415650,0.756258,0.013920,0.000512,0.001472,0.000992,0.000384,1.194980
0.435809,0.752578,0.014816,0.000768,0.001472,0.000928,0.000384,1.211907
0.415905,0.755906,0.014144,0.000768,0.001472,0.001056,0.000416,1.195843
0.415297,0.755042,0.014112,0.000512,0.001536,0.001184,0.000384,1.194084
0.417153,0.753986,0.014112,0.000448,0.001536,0.001184,0.000352,1.194755
0.417025,0.755618,0.014080,0.000576,0.001536,0.001088,0.000352,1.196035
0.415649,0.778498,0.016384,0.000448,0.001536,0.001184,0.000384,1.220163
0.416513,0.750978,0.013952,0.000704,0.001504,0.000992,0.000416,1.191139
0.416833,0.750306,0.014048,0.000480,0.001408,0.001024,0.000416,1.190243
0.415713,0.810114,0.015616,0.000512,0.001504,0.001056,0.000352,1.250243
0.415649,0.773922,0.013984,0.000512,0.001536,0.001056,0.000384,1.212579
0.416385,0.779842,0.014016,0.000576,0.001504,0.000992,0.000352,1.219491
0.450049,0.799587,0.014496,0.000544,0.001472,0.001056,0.000352,1.273860
0.416257,0.786018,0.014048,0.000512,0.001440,0.001120,0.000384,1.226115
0.415681,0.756162,0.014048,0.000512,0.001536,0.001056,0.000544,1.195299
0.415073,0.737506,0.014304,0.000544,0.001472,0.000960,0.000384,1.176163
0.416033,0.737186,0.014048,0.000480,0.001536,0.000928,0.000416,1.175971
0.416833,0.771970,0.014016,0.000544,0.001440,0.001056,0.000352,1.212003
0.415234,0.739970,0.014016,0.000480,0.001408,0.001024,0.000416,1.178340
0.415649,0.735234,0.014016,0.000512,0.001536,0.000960,0.000576,1.174243
0.415041,0.783202,0.015808,0.000544,0.001472,0.000992,0.000352,1.224067
0.415554,0.745282,0.014048,0.000480,0.001536,0.001056,0.000384,1.183876
0.415393,0.756514,0.014752,0.000800,0.001408,0.001056,0.000608,1.196739
0.415809,0.781986,0.016256,0.000544,0.001408,0.001024,0.000416,1.223459
0.416482,0.738658,0.014208,0.000448,0.001504,0.000992,0.000608,1.178692
0.416289,0.749538,0.014176,0.000512,0.001472,0.001024,0.000384,1.189251
0.434113,0.784034,0.014144,0.000448,0.001536,0.000960,0.000608,1.242051
0.415201,0.782402,0.014080,0.000704,0.001472,0.001024,0.000384,1.221251
0.416897,0.742178,0.014689,0.000448,0.001504,0.000992,0.000352,1.182820
0.416673,0.777186,0.017280,0.000544,0.001472,0.000992,0.000384,1.220387
0.416545,0.788034,0.014080,0.000800,0.001504,0.001088,0.000416,1.228291
0.416097,0.805186,0.014208,0.000512,0.001472,0.000896,0.000352,1.245123
0.416225,0.758243,0.014112,0.000544,0.001568,0.001056,0.000384,1.197988
0.415425,0.772034,0.014048,0.000512,0.001632,0.001184,0.000352,1.210787
0.415745,0.773058,0.014720,0.000512,0.001536,0.000960,0.000288,1.212483
0.415490,0.755618,0.013984,0.000800,0.001440,0.000896,0.000416,1.194340
0.415969,0.729570,0.018880,0.000480,0.001408,0.001024,0.000384,1.173475
0.432033,0.775298,0.014656,0.000480,0.001504,0.001056,0.000352,1.231011
0.415457,0.749666,0.013952,0.000480,0.001408,0.000992,0.000384,1.188035
0.415425,0.746370,0.014017,0.000480,0.001440,0.001088,0.000384,1.184804
0.431777,0.761378,0.015168,0.000448,0.001536,0.000960,0.000352,1.217571
0.415873,0.743202,0.014752,0.000576,0.001568,0.000960,0.000384,1.183235
0.417345,0.775170,0.017536,0.000736,0.001600,0.000960,0.000384,1.219875
0.415330,0.742946,0.014016,0.000480,0.001504,0.001024,0.000576,1.181508
0.416641,0.749922,0.014048,0.000448,0.001536,0.001024,0.000288,1.189475
0.415617,0.774594,0.015200,0.000480,0.001504,0.001024,0.000352,1.214339
0.416481,0.747234,0.013920,0.000448,0.001536,0.000992,0.000384,1.186435
0.415969,0.735970,0.014016,0.000544,0.001440,0.000992,0.000352,1.174947
0.415489,0.779874,0.015296,0.000512,0.001440,0.000928,0.000800,1.220163
0.416193,0.739842,0.013856,0.000768,0.001472,0.000896,0.000384,1.179139
0.415425,0.748066,0.021088,0.000992,0.001536,0.000928,0.000416,1.193859
0.432962,0.778082,0.014176,0.000416,0.001568,0.000960,0.000608,1.234532
0.416225,0.754722,0.014048,0.000736,0.001408,0.001120,0.000384,1.194755
0.415201,0.735362,0.014112,0.000608,0.001536,0.000896,0.000352,1.174019
0.416769,0.734818,0.014272,0.000480,0.001440,0.000928,0.000352,1.174787
0.415329,0.735522,0.014144,0.000448,0.001472,0.000896,0.000384,1.173955
0.415841,0.778530,0.014433,0.000544,0.001504,0.000992,0.000576,1.218148
0.415841,0.741826,0.014528,0.000512,0.001536,0.000896,0.000352,1.181091
0.415969,0.745250,0.014048,0.000448,0.001536,0.000992,0.000384,1.184387
0.416289,0.815970,0.016864,0.000416,0.001440,0.000960,0.000384,1.257667
0.415809,0.745250,0.013984,0.000480,0.001504,0.000928,0.000384,1.183939
0.415393,0.747458,0.013985,0.000512,0.001504,0.001088,0.000320,1.185668
0.416897,0.759874,0.014848,0.000480,0.001504,0.001088,0.000352,1.201123
0.415841,0.748930,0.014176,0.000736,0.001408,0.000992,0.000384,1.188771
0.416673,0.751682,0.014016,0.000448,0.001440,0.000960,0.000416,1.191267
0.429378,0.748130,0.015584,0.000480,0.001408,0.000992,0.000384,1.202340
0.415105,0.739586,0.014048,0.000736,0.001440,0.001024,0.000384,1.178020
0.416993,0.749506,0.014016,0.000448,0.001440,0.000960,0.000384,1.189603
0.415329,0.765794,0.014016,0.000512,0.001408,0.001056,0.000352,1.204067
0.415777,0.741698,0.013920,0.000768,0.001472,0.000960,0.000384,1.180835
0.415969,0.796002,0.013984,0.000480,0.001440,0.000864,0.000320,1.234755
0.416033,0.734242,0.014112,0.000448,0.001536,0.001120,0.000320,1.173699
0.416417,0.741826,0.014048,0.000736,0.001440,0.001056,0.000352,1.182595
0.416065,0.769186,0.014048,0.000512,0.001536,0.000960,0.000384,1.208355
0.415841,0.738914,0.014048,0.000512,0.001440,0.001056,0.000352,1.178115
0.416353,0.746338,0.013920,0.000480,0.001472,0.000960,0.000352,1.185827
0.415233,0.773698,0.014656,0.000544,0.001440,0.000960,0.000384,1.212451
0.417697,0.765378,0.014112,0.000512,0.001472,0.001408,0.000352,1.207939
0.416162,0.771906,0.014112,0.000480,0.001472,0.000992,0.000384,1.211492
0.431938,0.796674,0.014400,0.000480,0.001408,0.001056,0.000352,1.252996
0.416801,0.776131,0.022752,0.000544,0.001408,0.000992,0.000352,1.224900
0.416001,0.747330,0.014240,0.000512,0.001440,0.001056,0.000384,1.187107
0.416257,0.793314,0.014240,0.000512,0.001472,0.001184,0.000416,1.233283
0.415873,0.745090,0.014112,0.000480,0.001472,0.000928,0.000352,1.184227
0.416097,0.775938,0.014336,0.000512,0.001472,0.000864,0.000384,1.215491
0.416545,0.752930,0.014944,0.000480,0.001504,0.000992,0.000416,1.193475
0.415841,0.743298,0.014080,0.000480,0.001408,0.000960,0.000416,1.182115
0.415809,0.776386,0.022496,0.000480,0.001504,0.000992,0.000384,1.223939
0.415841,0.736642,0.013888,0.000512,0.001568,0.000960,0.000384,1.175555
0.416066,0.754114,0.013952,0.000448,0.001472,0.000928,0.000384,1.193124
0.434498,0.744418,0.014336,0.000512,0.001408,0.000928,0.000416,1.202372
0.415841,0.785058,0.021057,0.000960,0.001472,0.001056,0.000384,1.231748
0.416161,0.747330,0.014176,0.000544,0.001536,0.000960,0.000384,1.187043
0.415329,0.756994,0.014304,0.000736,0.001344,0.000896,0.000384,1.196131
0.415713,0.747874,0.014048,0.000480,0.001536,0.001024,0.000352,1.186691
0.414529,0.761922,0.014368,0.000480,0.001440,0.000896,0.000416,1.199811
0.415233,0.735490,0.013952,0.000704,0.001440,0.000992,0.000384,1.174243
0.416225,0.747522,0.014112,0.000512,0.001408,0.000960,0.000384,1.186659
0.415649,0.771746,0.014560,0.000416,0.001536,0.001056,0.000384,1.211171
0.415009,0.780098,0.013984,0.000480,0.001504,0.000992,0.000320,1.218019
0.416033,0.753538,0.014176,0.000448,0.001472,0.001184,0.000352,1.193283
0.416929,0.782274,0.014272,0.000512,0.001504,0.001152,0.000544,1.223587
0.416321,0.773026,0.014816,0.000544,0.001536,0.001088,0.000576,1.213987
0.416705,0.753698,0.014464,0.000512,0.001568,0.001056,0.000416,1.194275
0.433473,0.759490,0.014336,0.000480,0.001440,0.000992,0.000576,1.217443
0.416385,0.753826,0.013984,0.000512,0.001504,0.001056,0.000352,1.193315
0.415393,0.758178,0.014016,0.000544,0.001536,0.001120,0.000384,1.196931
0.417057,0.744962,0.014144,0.000512,0.001440,0.000992,0.000384,1.184899
0.415425,0.753442,0.013920,0.000448,0.001536,0.000992,0.000352,1.192035
0.416418,0.798018,0.014560,0.000512,0.001472,0.001024,0.000384,1.237988
0.415585,0.736706,0.013952,0.000448,0.001504,0.001024,0.000352,1.174819
0.417314,0.739202,0.014048,0.000864,0.001472,0.001184,0.000576,1.180612
0.417154,0.775106,0.015552,0.000448,0.001568,0.000960,0.000608,1.217476
0.415490,0.744130,0.014016,0.000512,0.001472,0.000992,0.000576,1.183044
0.415170,0.786818,0.014560,0.000512,0.001472,0.001024,0.000320,1.225732
0.432162,0.750242,0.014400,0.000512,0.001408,0.000928,0.000448,1.206276
0.415329,0.751682,0.013952,0.000480,0.001408,0.000992,0.000608,1.190467
0.415393,0.751074,0.013952,0.000480,0.001536,0.001056,0.000384,1.189539
0.416641,0.748450,0.014400,0.000512,0.001376,0.001024,0.000576,1.188963
0.415937,0.757090,0.014144,0.000512,0.001376,0.001088,0.000384,1.196195
0.416257,0.827010,0.013984,0.000448,0.001408,0.000960,0.000384,1.266627
0.416257,0.757730,0.014112,0.000544,0.001536,0.001088,0.000384,1.198243
