Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.420161,0.017344,0.202081,0.004800,0.048096,0.000608,0.013440,0.000384,0.165889,0.000992,0.000352,0.882403
0.416001,0.017248,0.220993,0.005024,0.047712,0.001024,0.013376,0.000416,0.204832,0.001088,0.000384,0.936034
0.415489,0.017504,0.203456,0.004832,0.047713,0.000800,0.013504,0.000352,0.174720,0.001280,0.000384,0.889954
0.416801,0.017312,0.202401,0.004800,0.047776,0.000768,0.013760,0.000416,0.174977,0.001184,0.000384,0.889059
0.420289,0.017408,0.202369,0.004896,0.047968,0.001024,0.013408,0.000352,0.166144,0.001088,0.000416,0.882946
0.428577,0.017504,0.202272,0.004865,0.047520,0.001056,0.013920,0.000416,0.176256,0.001376,0.000384,0.902690
0.415394,0.017504,0.202208,0.004768,0.047584,0.001024,0.013376,0.000416,0.172449,0.001120,0.000384,0.883587
0.415937,0.017216,0.203649,0.004864,0.048064,0.000864,0.013408,0.000384,0.172705,0.001184,0.000416,0.886083
0.415905,0.017440,0.222369,0.005088,0.047744,0.000576,0.013344,0.000384,0.170272,0.001120,0.000288,0.902594
0.416193,0.017248,0.201984,0.004832,0.047648,0.000800,0.013440,0.000352,0.163296,0.001280,0.000288,0.874850
0.416065,0.017376,0.202145,0.004864,0.047616,0.000832,0.013376,0.000416,0.175041,0.001248,0.000384,0.887171
0.420129,0.017184,0.202049,0.004800,0.047808,0.000800,0.013376,0.000416,0.167392,0.001120,0.000384,0.882722
0.437121,0.017504,0.202080,0.004896,0.047201,0.000832,0.013504,0.000416,0.180832,0.001216,0.000384,0.916162
0.416386,0.017216,0.202112,0.004832,0.047680,0.000800,0.013472,0.000416,0.175393,0.001152,0.000384,0.887203
0.416065,0.017248,0.202017,0.004960,0.047552,0.000768,0.013408,0.000384,0.175585,0.001280,0.000416,0.886979
0.416257,0.017504,0.203457,0.004800,0.047616,0.000864,0.013472,0.000416,0.281473,0.001120,0.000352,0.995747
0.420385,0.017472,0.202081,0.004800,0.047520,0.000768,0.013472,0.000352,0.168992,0.001184,0.000384,0.884866
0.420002,0.017248,0.203424,0.004832,0.048320,0.000800,0.013409,0.000352,0.167232,0.001280,0.000416,0.884899
0.415649,0.017504,0.202209,0.004736,0.047328,0.000832,0.013472,0.000384,0.178593,0.001120,0.000384,0.889475
0.437729,0.017344,0.202337,0.004768,0.048448,0.000768,0.013440,0.000384,0.174977,0.001568,0.000352,0.910243
0.420417,0.017248,0.203329,0.004896,0.047712,0.001024,0.013408,0.000384,0.161664,0.001248,0.000352,0.879170
0.416130,0.017408,0.202304,0.004832,0.047424,0.000576,0.013408,0.000384,0.178689,0.001152,0.000352,0.889763
0.417345,0.017472,0.202209,0.004800,0.047776,0.000960,0.013536,0.000416,0.199745,0.001472,0.000352,0.914371
0.416481,0.017568,0.203041,0.004800,0.047328,0.000608,0.013408,0.000352,0.169856,0.001120,0.000352,0.882498
0.416257,0.017152,0.201920,0.004864,0.047361,0.001024,0.013312,0.000384,0.170208,0.001024,0.000384,0.881570
0.416577,0.017216,0.202305,0.004800,0.048032,0.000576,0.013408,0.000320,0.174433,0.001216,0.000384,0.887555
0.437761,0.017248,0.202209,0.004800,0.047328,0.001024,0.013440,0.000384,0.174369,0.001280,0.000352,0.908003
0.420065,0.017248,0.202657,0.004896,0.047456,0.000800,0.013376,0.000384,0.169440,0.001216,0.000352,0.885058
0.416098,0.017472,0.202048,0.004768,0.047712,0.001024,0.013472,0.000352,0.169121,0.001056,0.000416,0.880835
0.415457,0.017216,0.202273,0.005024,0.047424,0.000992,0.013440,0.000384,0.170593,0.001088,0.000416,0.881411
0.415073,0.017408,0.202305,0.004800,0.047424,0.001024,0.013408,0.000352,0.162688,0.001024,0.000416,0.873090
0.415361,0.017280,0.202592,0.004832,0.047393,0.001088,0.013344,0.000384,0.171104,0.001056,0.000352,0.881986
0.415137,0.017377,0.202336,0.004896,0.047776,0.000608,0.013472,0.000384,0.169313,0.001216,0.000352,0.881955
0.415265,0.038272,0.202305,0.004832,0.047520,0.000608,0.013376,0.000384,0.191649,0.001088,0.000384,0.923939
0.415905,0.017440,0.202209,0.004864,0.047552,0.000800,0.013376,0.000384,0.160416,0.001024,0.000384,0.871394
0.415330,0.017696,0.202336,0.004800,0.047744,0.001024,0.013472,0.000384,0.178849,0.001312,0.000416,0.892355
0.415713,0.017280,0.202657,0.004832,0.048000,0.000832,0.013312,0.000384,0.180801,0.001312,0.000416,0.892963
0.420257,0.017344,0.202177,0.004800,0.047552,0.001248,0.013344,0.000352,0.169376,0.001024,0.000352,0.885250
0.416257,0.017152,0.202080,0.004832,0.047585,0.000800,0.013312,0.000352,0.175488,0.000960,0.000320,0.886178
0.420385,0.017281,0.202144,0.004832,0.047520,0.000608,0.013408,0.000384,0.175745,0.001120,0.000288,0.890883
0.416641,0.017600,0.223041,0.005056,0.047680,0.000576,0.013312,0.000384,0.168609,0.001120,0.000320,0.902531
0.421281,0.017408,0.201953,0.004832,0.047424,0.000992,0.013472,0.000416,0.172288,0.001024,0.000288,0.888610
0.419138,0.017440,0.203424,0.004896,0.047840,0.001024,0.013440,0.000384,0.177825,0.001216,0.000352,0.896547
0.420417,0.017344,0.202593,0.004800,0.047840,0.000992,0.013344,0.000384,0.176353,0.001152,0.000352,0.893475
0.434081,0.017568,0.202177,0.004768,0.047712,0.000800,0.013408,0.000384,0.180289,0.001120,0.000320,0.910339
0.419937,0.017248,0.202497,0.004800,0.047712,0.000768,0.013792,0.000416,0.176448,0.001184,0.000416,0.895362
0.416386,0.017344,0.202368,0.004864,0.047936,0.001024,0.013408,0.000417,0.169056,0.001312,0.000448,0.882691
0.420705,0.017344,0.222273,0.005088,0.047552,0.001024,0.013440,0.000384,0.181537,0.001024,0.000416,0.918755
0.416929,0.017536,0.202049,0.004864,0.047552,0.000992,0.013312,0.000416,0.170688,0.001152,0.000384,0.884098
0.416001,0.017248,0.202240,0.004864,0.047393,0.000832,0.013344,0.000416,0.167968,0.001120,0.000416,0.879298
0.415617,0.017313,0.202272,0.004832,0.047680,0.000608,0.013312,0.000416,0.167489,0.001184,0.000384,0.878627
0.433537,0.017344,0.202209,0.004832,0.047616,0.000768,0.013376,0.000352,0.174849,0.001216,0.000384,0.904003
0.415553,0.017504,0.202529,0.004864,0.047584,0.001056,0.013440,0.000416,0.170816,0.001248,0.000416,0.884066
0.420386,0.017536,0.202304,0.004832,0.047712,0.000832,0.013280,0.000384,0.163713,0.001152,0.000416,0.880131
0.416129,0.017440,0.202177,0.004864,0.047552,0.000800,0.013312,0.000384,0.191233,0.001344,0.000416,0.904067
0.420737,0.017280,0.202241,0.004832,0.047776,0.000800,0.013472,0.000384,0.180320,0.001312,0.000416,0.897666
0.415969,0.017280,0.202176,0.004832,0.047489,0.001024,0.013440,0.000416,0.167232,0.001184,0.000384,0.879266
0.415554,0.017408,0.202208,0.004832,0.047872,0.000800,0.013440,0.000352,0.168833,0.001600,0.000384,0.880771
0.439809,0.017472,0.202113,0.004768,0.047520,0.000832,0.013376,0.000352,0.168769,0.001152,0.000416,0.905155
0.416129,0.017472,0.202113,0.004800,0.047744,0.001024,0.013408,0.000384,0.167680,0.001088,0.000416,0.879586
0.415842,0.017280,0.202240,0.004832,0.047392,0.000992,0.013376,0.000384,0.163905,0.001056,0.000384,0.875235
0.416993,0.017600,0.204225,0.004800,0.046944,0.000960,0.013472,0.000416,0.170337,0.001184,0.000384,0.886371
0.420833,0.017280,0.203585,0.004864,0.047520,0.001024,0.013440,0.000384,0.172256,0.001056,0.000384,0.890338
0.415457,0.017376,0.202560,0.004832,0.047456,0.000640,0.013409,0.000352,0.158272,0.001024,0.000384,0.869474
0.420577,0.017152,0.202529,0.004800,0.047360,0.000800,0.013440,0.000352,0.165953,0.001088,0.000384,0.882051
0.419553,0.017248,0.221921,0.005376,0.047232,0.000576,0.013536,0.000384,0.181600,0.001120,0.000384,0.917314
0.415297,0.017440,0.202560,0.004832,0.047297,0.001024,0.013440,0.000384,0.181440,0.001152,0.000352,0.892162
0.419874,0.017408,0.202816,0.004800,0.047264,0.001088,0.013440,0.000384,0.166689,0.001152,0.000352,0.882787
0.414977,0.017248,0.202049,0.004832,0.047552,0.000800,0.013472,0.000384,0.170177,0.001024,0.000352,0.880131
0.415873,0.017248,0.202433,0.004800,0.047488,0.000608,0.013376,0.000416,0.168928,0.001024,0.000352,0.879746
0.415073,0.017472,0.202528,0.004832,0.047680,0.000640,0.013537,0.000384,0.163968,0.001024,0.000384,0.874594
0.417889,0.017312,0.203393,0.004864,0.047648,0.001024,0.013568,0.000384,0.180865,0.001376,0.000352,0.897315
0.420193,0.017472,0.218753,0.005088,0.047520,0.000576,0.013472,0.000384,0.176448,0.001152,0.000352,0.909474
0.420513,0.017312,0.202049,0.004832,0.047808,0.000640,0.013440,0.000352,0.155392,0.001344,0.000384,0.871234
0.415394,0.017312,0.202336,0.004832,0.047648,0.000608,0.013504,0.000384,0.165441,0.001024,0.000416,0.875939
0.414849,0.017504,0.201889,0.004832,0.047040,0.000992,0.013472,0.000384,0.171040,0.001056,0.000416,0.881314
0.451457,0.017536,0.202081,0.004768,0.046912,0.000800,0.013472,0.000384,0.175424,0.001248,0.000480,0.922210
0.419554,0.017376,0.202656,0.004864,0.047360,0.000992,0.013441,0.000416,0.173152,0.001088,0.000384,0.888387
0.415937,0.017440,0.203073,0.004800,0.047456,0.001056,0.013408,0.000416,0.168961,0.001152,0.000352,0.881443
0.419617,0.017408,0.202081,0.004832,0.066432,0.000832,0.013472,0.000384,0.170112,0.001088,0.000384,0.904194
0.415393,0.017408,0.202240,0.004832,0.047489,0.000768,0.013344,0.000384,0.168704,0.001120,0.000384,0.879298
0.416129,0.017536,0.202752,0.005120,0.047104,0.000608,0.013472,0.000384,0.170817,0.001248,0.000416,0.883747
0.416225,0.018112,0.202721,0.005184,0.047712,0.001024,0.013440,0.000384,0.204161,0.001024,0.000384,0.917955
0.436001,0.017952,0.202145,0.004768,0.047712,0.001024,0.013504,0.000384,0.196640,0.001184,0.000384,0.929122
0.415745,0.017376,0.202048,0.004736,0.047489,0.001024,0.013568,0.000384,0.159776,0.001056,0.000384,0.870658
0.419681,0.017409,0.202752,0.004832,0.047680,0.000576,0.013504,0.000384,0.171393,0.001280,0.000320,0.887267
0.415649,0.017312,0.202593,0.004864,0.047552,0.000832,0.013376,0.000384,0.222177,0.001376,0.000352,0.933859
0.415489,0.017216,0.202465,0.004832,0.047584,0.000800,0.013440,0.000416,0.173472,0.001152,0.000384,0.884642
0.415650,0.017344,0.202656,0.004800,0.047392,0.001056,0.013440,0.000448,0.176385,0.001056,0.000384,0.887907
0.420001,0.017312,0.201953,0.004800,0.047552,0.000608,0.013408,0.000416,0.170625,0.000992,0.000352,0.885091
0.432705,0.017312,0.202113,0.004864,0.047680,0.000992,0.013376,0.000352,0.175520,0.001024,0.000416,0.903362
0.415809,0.017536,0.202208,0.004832,0.047137,0.000768,0.013536,0.000384,0.173152,0.001280,0.000384,0.885410
0.420162,0.017504,0.202016,0.004864,0.047584,0.001056,0.013344,0.000416,0.172545,0.001280,0.000448,0.888547
0.420801,0.017408,0.202433,0.004832,0.047264,0.000992,0.013472,0.000384,0.166689,0.001184,0.000384,0.883363
0.420225,0.017152,0.202305,0.004800,0.047680,0.001056,0.013472,0.000416,0.171232,0.001120,0.000384,0.887330
0.415394,0.017248,0.202112,0.004864,0.047616,0.000768,0.013472,0.000416,0.167969,0.001024,0.000384,0.878403
0.420033,0.017280,0.202337,0.004832,0.047552,0.000800,0.013408,0.000384,0.167841,0.001216,0.000352,0.883235
0.420257,0.032992,0.202657,0.005280,0.047616,0.000832,0.013376,0.000384,0.186080,0.001056,0.000384,0.919042
0.415905,0.017280,0.202144,0.004832,0.047137,0.000768,0.013408,0.000384,0.167648,0.001088,0.000384,0.878210
0.419905,0.017281,0.202272,0.004768,0.047872,0.000576,0.013472,0.000384,0.171937,0.001056,0.000352,0.886787
0.415617,0.017216,0.201857,0.004800,0.047744,0.000992,0.013408,0.000416,0.167264,0.001024,0.000352,0.877794
0.416961,0.017568,0.203456,0.005312,0.047009,0.000992,0.013504,0.000384,0.178304,0.001280,0.000352,0.893634
0.415714,0.017312,0.202464,0.004864,0.047392,0.001216,0.013472,0.000384,0.176033,0.001056,0.000384,0.888003
0.419713,0.017440,0.202913,0.004896,0.047392,0.000608,0.013440,0.000352,0.165825,0.001024,0.000384,0.881635
0.415841,0.017504,0.222241,0.005024,0.047648,0.000800,0.013440,0.000416,0.178816,0.001184,0.000384,0.911362
0.415233,0.017408,0.202208,0.004832,0.047649,0.000768,0.013504,0.000416,0.166816,0.001312,0.000352,0.878690
0.420226,0.017184,0.202176,0.004800,0.047744,0.000768,0.013408,0.000384,0.172289,0.001056,0.000416,0.887779
0.415553,0.017408,0.202721,0.004832,0.047712,0.001024,0.013440,0.000384,0.167777,0.001152,0.000352,0.879779
0.437121,0.017216,0.202209,0.004864,0.047680,0.000768,0.013408,0.000416,0.177440,0.001024,0.000416,0.909794
0.420513,0.017472,0.202240,0.004864,0.047553,0.000832,0.013408,0.000384,0.172800,0.001184,0.000384,0.890690
0.415713,0.017280,0.202305,0.004864,0.047488,0.001024,0.013440,0.000384,0.172033,0.001152,0.000416,0.883587
0.416065,0.017440,0.203105,0.021984,0.047616,0.000800,0.013600,0.000352,0.182785,0.001312,0.000352,0.916995
0.416833,0.017344,0.202305,0.004896,0.047872,0.001056,0.013408,0.000416,0.175840,0.001312,0.000416,0.889378
0.420673,0.017216,0.202208,0.004832,0.047616,0.000576,0.013793,0.000416,0.167424,0.001216,0.000416,0.884066
0.416065,0.017312,0.202305,0.004800,0.047392,0.000992,0.013472,0.000416,0.179329,0.001440,0.000416,0.892387
0.459425,0.017312,0.202977,0.004800,0.047520,0.001056,0.013472,0.000416,0.183073,0.001184,0.000416,0.939107
0.420609,0.017216,0.201953,0.004992,0.048032,0.000768,0.013440,0.000352,0.161248,0.001504,0.000384,0.878210
0.415650,0.017344,0.202208,0.004768,0.047776,0.000992,0.013376,0.000384,0.173121,0.001120,0.000384,0.884355
0.421121,0.017440,0.202113,0.004832,0.047296,0.000576,0.013376,0.000384,0.196449,0.001120,0.000384,0.912579
0.415777,0.017504,0.202401,0.004800,0.048096,0.000576,0.013376,0.000352,0.168064,0.001056,0.000352,0.879618
0.420257,0.017312,0.202368,0.004800,0.048289,0.000576,0.013408,0.000384,0.173024,0.001056,0.000352,0.889314
0.416993,0.017345,0.202688,0.004832,0.047744,0.001024,0.013504,0.000384,0.176513,0.001248,0.000352,0.892355
0.436961,0.017280,0.202497,0.004928,0.047872,0.000992,0.013408,0.000352,0.176577,0.001088,0.000384,0.910275
0.420449,0.017216,0.202465,0.004800,0.047520,0.001024,0.013536,0.000416,0.173472,0.001056,0.000448,0.889890
0.416418,0.017440,0.202176,0.004864,0.047200,0.000960,0.013504,0.000384,0.172129,0.001376,0.000352,0.885091
0.420225,0.017472,0.202497,0.004832,0.047584,0.000768,0.013440,0.000416,0.190529,0.001216,0.000416,0.906851
0.415969,0.017280,0.202561,0.004992,0.047456,0.000800,0.013504,0.000832,0.159680,0.001344,0.000384,0.872034
0.419969,0.017472,0.202528,0.004832,0.047136,0.000992,0.013377,0.000416,0.167040,0.001376,0.000352,0.882914
0.415713,0.017408,0.202849,0.004768,0.047328,0.000992,0.013376,0.000384,0.176833,0.001120,0.000384,0.888419
0.438113,0.017696,0.203553,0.004800,0.047488,0.001056,0.013408,0.000384,0.175200,0.001024,0.000384,0.910370
0.415553,0.017472,0.203456,0.004832,0.047681,0.001024,0.013440,0.000352,0.179648,0.001248,0.000384,0.892450
0.418082,0.017568,0.204064,0.005024,0.047712,0.000832,0.013536,0.000384,0.176673,0.001152,0.000448,0.893731
0.420545,0.017472,0.202561,0.004800,0.047328,0.001024,0.013440,0.000384,0.173697,0.001024,0.000352,0.890115
0.420129,0.017568,0.203393,0.004800,0.047392,0.000992,0.013472,0.000384,0.176768,0.001088,0.000384,0.893602
0.420225,0.017344,0.202720,0.004832,0.047809,0.000768,0.013664,0.000384,0.175232,0.001248,0.000384,0.893314
0.420929,0.017249,0.203360,0.004832,0.046944,0.000992,0.013792,0.000416,0.169121,0.001216,0.000352,0.886851
0.416641,0.017440,0.220065,0.005536,0.047008,0.000576,0.013824,0.000416,0.166369,0.001056,0.000352,0.896803
0.419937,0.017312,0.202145,0.004832,0.046848,0.000896,0.013344,0.000384,0.171840,0.001056,0.000352,0.885890
0.419650,0.017248,0.202720,0.004768,0.047296,0.000768,0.013344,0.000416,0.176001,0.000992,0.000352,0.890819
0.420193,0.017760,0.202177,0.004864,0.047360,0.001056,0.013344,0.000384,0.177793,0.001312,0.000352,0.893827
0.421345,0.017216,0.202209,0.004832,0.047328,0.001024,0.013376,0.000384,0.174880,0.001056,0.000384,0.891458
0.416097,0.017472,0.202656,0.004800,0.047425,0.000832,0.013536,0.000352,0.170112,0.001344,0.000384,0.882690
0.416738,0.017472,0.202176,0.004832,0.047392,0.001024,0.013408,0.000352,0.169537,0.001440,0.000384,0.882083
0.415777,0.017504,0.222049,0.005024,0.047584,0.000608,0.013440,0.000352,0.171169,0.001408,0.000352,0.902787
0.416865,0.017344,0.202305,0.004832,0.047584,0.000768,0.013632,0.000384,0.177216,0.001376,0.000384,0.890946
0.415553,0.017120,0.202048,0.004768,0.047585,0.000800,0.013600,0.000384,0.177376,0.001472,0.000384,0.888610
0.420545,0.017408,0.202369,0.004800,0.047744,0.000800,0.013376,0.000416,0.166689,0.001344,0.000384,0.882979
0.434497,0.017248,0.202145,0.004896,0.047168,0.000992,0.013408,0.000416,0.168160,0.001248,0.000352,0.898050
0.420065,0.017344,0.202144,0.004800,0.047329,0.000992,0.013408,0.000416,0.163872,0.001216,0.000384,0.879778
0.420290,0.017440,0.202656,0.004832,0.047392,0.000544,0.013440,0.000416,0.179009,0.001120,0.000416,0.894723
0.415297,0.017280,0.202209,0.004800,0.047456,0.000992,0.013376,0.000416,0.204801,0.001120,0.000352,0.915267
0.418177,0.018112,0.203073,0.005184,0.047648,0.000832,0.013472,0.000384,0.175648,0.001184,0.000352,0.894274
0.420865,0.017248,0.202432,0.004928,0.047457,0.001024,0.013408,0.000384,0.166912,0.001056,0.000352,0.883746
0.415841,0.017473,0.202176,0.004768,0.047584,0.001024,0.013408,0.000384,0.173665,0.001152,0.000320,0.885347
0.433985,0.017568,0.202209,0.004800,0.048160,0.000800,0.013376,0.000384,0.167105,0.001152,0.000416,0.897283
0.416193,0.017216,0.202497,0.004832,0.047392,0.000992,0.013344,0.000384,0.165824,0.001024,0.000352,0.877346
0.416514,0.017376,0.201952,0.004832,0.047744,0.001024,0.013376,0.000384,0.173953,0.001056,0.000352,0.886115
0.420481,0.017248,0.202145,0.004800,0.047808,0.000800,0.013376,0.000352,0.184193,0.001376,0.000384,0.901155
0.419713,0.017408,0.202305,0.004768,0.047680,0.000864,0.013376,0.000352,0.176448,0.001152,0.000416,0.892162
0.419809,0.017440,0.202304,0.004800,0.047680,0.000960,0.013409,0.000384,0.185152,0.001056,0.000384,0.900706
0.415649,0.017568,0.202433,0.004800,0.047136,0.000800,0.013472,0.000384,0.174497,0.001312,0.000416,0.887843
0.434945,0.017216,0.202113,0.004832,0.047616,0.000576,0.013440,0.000352,0.170049,0.001120,0.000352,0.900323
0.415201,0.017216,0.201825,0.004832,0.047360,0.000576,0.013408,0.000384,0.154464,0.001280,0.000352,0.864162
0.415490,0.017312,0.202432,0.004800,0.047744,0.000544,0.013472,0.000384,0.179009,0.001088,0.000352,0.890755
0.415201,0.017408,0.202241,0.004800,0.047712,0.000768,0.013408,0.000384,0.167361,0.001088,0.000352,0.878371
0.420193,0.017504,0.202209,0.004832,0.047712,0.000608,0.013376,0.000352,0.170080,0.001152,0.000384,0.885634
0.420321,0.017472,0.202272,0.004800,0.047105,0.000800,0.013440,0.000352,0.172544,0.001216,0.000384,0.888098
0.415618,0.017472,0.201984,0.004800,0.046912,0.000768,0.013408,0.000384,0.166945,0.001088,0.000352,0.877379
0.415745,0.017408,0.216897,0.004992,0.046848,0.000800,0.013376,0.000384,0.181281,0.000928,0.000352,0.907011
0.415041,0.017568,0.201889,0.004864,0.046880,0.001024,0.013312,0.000352,0.155008,0.001056,0.000416,0.864962
0.416194,0.017312,0.203808,0.004832,0.046880,0.001024,0.013504,0.000384,0.170945,0.001120,0.000384,0.886915
0.415969,0.017504,0.202433,0.004864,0.046848,0.000608,0.013440,0.000352,0.176449,0.001120,0.000352,0.888003
0.432801,0.017344,0.202305,0.004800,0.047520,0.000640,0.013504,0.000384,0.149088,0.001344,0.000352,0.878786
0.415842,0.017472,0.202240,0.005056,0.047360,0.000608,0.013440,0.000416,0.181185,0.001184,0.000288,0.892195
0.415137,0.017536,0.202401,0.004832,0.047520,0.000576,0.013344,0.000416,0.169217,0.000992,0.000320,0.880099
0.415393,0.017376,0.202112,0.004864,0.046913,0.000608,0.013344,0.000384,0.208320,0.001024,0.000288,0.917570
0.415106,0.017216,0.202656,0.004896,0.046912,0.000768,0.013344,0.000384,0.165057,0.001152,0.000288,0.875779
0.415585,0.017440,0.202369,0.004832,0.046976,0.000800,0.013408,0.000352,0.206081,0.001248,0.000288,0.916323
0.415169,0.017216,0.202496,0.004864,0.046977,0.000992,0.013408,0.000352,0.145216,0.001152,0.000320,0.855106
0.428321,0.017216,0.202401,0.004896,0.047104,0.000768,0.013440,0.000384,0.164897,0.001152,0.000256,0.887747
0.415969,0.017280,0.202337,0.004800,0.047200,0.000768,0.013472,0.000352,0.168192,0.001312,0.000288,0.881218
0.415105,0.017216,0.202176,0.004768,0.046977,0.000800,0.013440,0.000384,0.170912,0.001248,0.000416,0.881122
0.415041,0.017185,0.202208,0.004832,0.046816,0.001024,0.013440,0.000416,0.158145,0.000928,0.000288,0.867459
0.415169,0.017216,0.202209,0.004864,0.046976,0.001024,0.013504,0.000416,0.157088,0.000960,0.000288,0.866658
0.485314,0.031520,0.202240,0.004865,0.047104,0.000768,0.013376,0.000352,0.167008,0.001216,0.000320,0.961795
