Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[8],Layer[9],Layer[10],classifier
0.415489,0.017344,0.202080,0.004896,0.048097,0.194240,0.001312,0.000416,0.890722
0.416417,0.017569,0.202816,0.004928,0.048736,0.204129,0.001344,0.000416,0.903139
0.421473,0.017440,0.221665,0.005056,0.048704,0.271137,0.001504,0.000416,0.995075
0.415905,0.017600,0.202593,0.004800,0.048160,0.200257,0.001440,0.000416,0.898211
0.416033,0.017568,0.202913,0.005056,0.048800,0.199744,0.001376,0.000384,0.898946
0.416609,0.017344,0.203008,0.004800,0.047873,0.197760,0.001408,0.000352,0.895618
0.416578,0.017408,0.202592,0.004896,0.048384,0.204961,0.001504,0.000416,0.905155
0.416481,0.017280,0.203617,0.004832,0.048448,0.202721,0.001408,0.000416,0.902339
0.416641,0.017344,0.202529,0.004832,0.048960,0.199680,0.001504,0.000416,0.898850
0.416641,0.017504,0.219169,0.004992,0.048224,0.210016,0.001440,0.000416,0.925858
0.416129,0.017504,0.202816,0.004832,0.047168,0.200033,0.001440,0.000448,0.897218
0.415713,0.017440,0.202593,0.004896,0.048736,0.193857,0.001504,0.000480,0.891587
0.415841,0.017280,0.202721,0.004832,0.048672,0.206849,0.001440,0.000416,0.904899
0.416097,0.018208,0.202401,0.005216,0.047776,0.196032,0.001408,0.000384,0.894082
0.415809,0.018048,0.202656,0.004864,0.047680,0.194625,0.001440,0.000416,0.892098
0.416641,0.017569,0.202688,0.004800,0.048224,0.207265,0.001312,0.000416,0.905731
0.440033,0.017504,0.205857,0.004896,0.049312,0.210689,0.001472,0.000384,0.939075
0.417153,0.018080,0.204033,0.004832,0.049248,0.212224,0.001504,0.000416,0.914914
0.416641,0.017408,0.206241,0.004864,0.048224,0.202816,0.001440,0.000416,0.905570
0.417089,0.017312,0.203328,0.004800,0.048929,0.279264,0.001568,0.000640,0.980194
0.415969,0.017344,0.203328,0.004896,0.048929,0.203232,0.001472,0.000416,0.902818
0.416385,0.017537,0.202560,0.004928,0.049184,0.197569,0.001344,0.000640,0.896867
0.415713,0.017344,0.202945,0.004896,0.049312,0.194017,0.001408,0.000416,0.893155
0.435777,0.017408,0.203713,0.004896,0.048288,0.199808,0.001472,0.000640,0.919074
0.416033,0.017408,0.202688,0.004832,0.047969,0.194368,0.001376,0.000448,0.892354
0.416546,0.017408,0.202816,0.004928,0.048736,0.197665,0.001504,0.000416,0.897091
0.416033,0.017568,0.202337,0.004832,0.048032,0.224065,0.001440,0.000640,0.922019
0.417313,0.017440,0.203937,0.004928,0.049088,0.202561,0.001408,0.000608,0.904099
0.416001,0.017568,0.202721,0.004864,0.049472,0.207872,0.001536,0.000640,0.907426
0.416833,0.017632,0.202976,0.004896,0.049473,0.198208,0.001216,0.000448,0.898274
0.436290,0.017568,0.203104,0.004800,0.047840,0.196321,0.001440,0.000640,0.914851
0.416481,0.017600,0.202529,0.004832,0.048320,0.193889,0.001408,0.000608,0.892483
0.416225,0.017312,0.202529,0.004864,0.047648,0.194560,0.001280,0.000416,0.891650
0.416481,0.017376,0.221984,0.005153,0.049472,0.190112,0.001568,0.000416,0.909666
0.415842,0.017504,0.202464,0.004800,0.049632,0.200289,0.001312,0.000384,0.898979
0.415841,0.017568,0.202497,0.004928,0.048352,0.203105,0.001376,0.000608,0.901315
0.416129,0.017312,0.202945,0.004928,0.049152,0.200064,0.001344,0.000608,0.899203
0.435361,0.017472,0.202497,0.004928,0.047840,0.192768,0.001344,0.000608,0.909890
0.416066,0.017536,0.202592,0.004864,0.047680,0.196257,0.001280,0.000384,0.893539
0.415873,0.017312,0.203425,0.005056,0.047968,0.199073,0.001472,0.000416,0.896995
0.416673,0.017344,0.225377,0.005152,0.048000,0.200065,0.001312,0.000416,0.921827
0.416321,0.017440,0.202433,0.004864,0.049344,0.198592,0.001280,0.000608,0.897762
0.416225,0.017472,0.202816,0.004832,0.047969,0.200704,0.001344,0.000640,0.899010
0.415682,0.017568,0.202784,0.004864,0.048352,0.201633,0.001312,0.000416,0.899619
0.416481,0.017536,0.202945,0.004864,0.048096,0.207585,0.001440,0.000448,0.906595
0.415777,0.017440,0.202849,0.004896,0.047936,0.211905,0.001472,0.000576,0.909731
0.415745,0.017376,0.202817,0.004896,0.048864,0.202336,0.001504,0.000416,0.901058
0.416257,0.017568,0.221824,0.005088,0.048385,0.193696,0.001696,0.000672,0.912002
0.415970,0.017248,0.202176,0.004896,0.048448,0.196609,0.001440,0.000640,0.894307
0.415457,0.017408,0.202369,0.005024,0.049184,0.194753,0.001536,0.000416,0.892515
0.415169,0.017376,0.202369,0.004896,0.048288,0.205536,0.001472,0.000384,0.901794
0.415937,0.021280,0.202784,0.004800,0.049505,0.194336,0.001440,0.000608,0.896930
0.416706,0.017472,0.202592,0.004864,0.049504,0.195073,0.001344,0.000608,0.894979
0.415777,0.017344,0.202433,0.004896,0.048608,0.206945,0.001600,0.000416,0.904675
0.415521,0.036128,0.202593,0.004864,0.047680,0.191840,0.001632,0.000448,0.907746
0.416161,0.017312,0.203040,0.004832,0.049121,0.199648,0.001664,0.000640,0.899522
0.416066,0.017536,0.202496,0.004800,0.048160,0.191553,0.001504,0.000608,0.889699
0.415553,0.017536,0.202369,0.004864,0.049440,0.198113,0.001568,0.000416,0.896195
0.415617,0.017440,0.202657,0.004864,0.047616,0.197760,0.001344,0.000384,0.894338
0.416353,0.017440,0.202561,0.004896,0.048544,0.197152,0.001408,0.000416,0.895202
0.416450,0.017440,0.202240,0.004864,0.048928,0.206049,0.001600,0.000640,0.905155
0.432993,0.017345,0.202400,0.004832,0.048800,0.188801,0.001408,0.000416,0.903811
0.414977,0.017536,0.202209,0.004864,0.047840,0.198465,0.001504,0.000416,0.894563
0.415649,0.017568,0.202433,0.004928,0.048576,0.192928,0.001312,0.000416,0.890434
0.416225,0.017344,0.202528,0.004928,0.049281,0.201248,0.001408,0.000416,0.900098
0.416321,0.017665,0.203136,0.004864,0.048864,0.199521,0.001568,0.000416,0.899107
0.415777,0.017344,0.202561,0.004864,0.049248,0.199041,0.001600,0.000416,0.898147
0.415073,0.017600,0.202593,0.004928,0.048768,0.197760,0.001280,0.000448,0.895138
0.433889,0.017728,0.203264,0.004833,0.049216,0.194720,0.001376,0.000416,0.912706
0.416706,0.017312,0.202496,0.004864,0.048544,0.197761,0.001536,0.000416,0.896131
0.416001,0.017280,0.204065,0.004768,0.048576,0.191137,0.001408,0.000384,0.890307
0.414689,0.017504,0.203201,0.004832,0.047968,0.220800,0.001536,0.000416,0.917730
0.416513,0.017568,0.203041,0.004800,0.047552,0.204384,0.001440,0.000416,0.902402
0.415938,0.017536,0.203552,0.004864,0.049216,0.195265,0.001536,0.000416,0.894659
0.415361,0.017600,0.202401,0.004832,0.048704,0.192929,0.001408,0.000416,0.890339
0.435937,0.017728,0.203009,0.004800,0.048256,0.199520,0.001312,0.000416,0.918306
0.416193,0.017568,0.202688,0.004768,0.047745,0.202528,0.001376,0.000416,0.900386
0.416674,0.017568,0.202240,0.004800,0.048256,0.198337,0.001408,0.000384,0.896515
0.415489,0.017408,0.202689,0.004800,0.048192,0.218657,0.001568,0.000416,0.916259
0.416641,0.017344,0.202785,0.004864,0.048064,0.197120,0.001536,0.000416,0.895330
0.416545,0.017440,0.202369,0.004864,0.048448,0.201280,0.001376,0.000448,0.899394
0.416290,0.017600,0.202432,0.004864,0.048640,0.199105,0.001408,0.000416,0.897443
0.431297,0.017632,0.204001,0.004832,0.048640,0.197089,0.001312,0.000448,0.912227
0.415905,0.017536,0.202241,0.004896,0.047200,0.200736,0.001248,0.000416,0.896866
0.416513,0.017440,0.202240,0.004800,0.046912,0.206048,0.001408,0.000416,0.902722
0.415778,0.017408,0.202720,0.004832,0.047040,0.224321,0.001408,0.000448,0.922403
0.416513,0.017633,0.202848,0.004800,0.048992,0.205409,0.001408,0.000416,0.905955
0.415553,0.017408,0.202561,0.005056,0.049024,0.202625,0.001248,0.000448,0.900739
0.416417,0.017376,0.202753,0.004896,0.048000,0.201824,0.001440,0.000416,0.900098
0.439521,0.017568,0.202400,0.004864,0.049568,0.193088,0.001376,0.000608,0.916066
0.415650,0.017312,0.202112,0.004800,0.047968,0.208161,0.001376,0.000416,0.904643
0.416289,0.017377,0.202208,0.004896,0.049312,0.207841,0.001344,0.000640,0.906755
0.415681,0.017344,0.202305,0.004864,0.067840,0.199233,0.001344,0.000416,0.916611
0.416097,0.017344,0.202689,0.004928,0.049344,0.200768,0.001440,0.000640,0.899618
0.415489,0.017536,0.202241,0.004800,0.048352,0.188672,0.001504,0.000576,0.885954
0.417474,0.017728,0.203936,0.004896,0.048192,0.205505,0.001408,0.000416,0.907875
0.434529,0.017440,0.203744,0.004896,0.048448,0.202977,0.001440,0.000416,0.921091
0.416289,0.017344,0.202721,0.004832,0.049248,0.211905,0.001440,0.000608,0.911395
0.416961,0.017536,0.202785,0.004992,0.048736,0.204288,0.001344,0.000448,0.904066
0.416513,0.017408,0.221665,0.005024,0.049184,0.199392,0.001408,0.000416,0.918658
0.416066,0.017280,0.202528,0.004800,0.048608,0.199297,0.001280,0.000416,0.896963
0.415809,0.017344,0.202881,0.004800,0.049152,0.199905,0.001376,0.000448,0.898435
0.415905,0.017664,0.202273,0.004768,0.048160,0.203105,0.001408,0.000416,0.901443
0.415873,0.017312,0.202177,0.004800,0.048768,0.197024,0.001312,0.000416,0.894530
0.417249,0.017344,0.202336,0.004864,0.048480,0.195425,0.001504,0.000416,0.894338
0.417249,0.017569,0.202432,0.004768,0.049024,0.200929,0.001408,0.000416,0.901507
0.415713,0.017504,0.220705,0.005024,0.048512,0.206977,0.001568,0.000640,0.924803
0.416673,0.017312,0.202625,0.004864,0.049280,0.196256,0.001312,0.000416,0.895970
0.416833,0.017440,0.202112,0.004800,0.049537,0.201856,0.001440,0.000384,0.901378
0.416194,0.017568,0.202528,0.004928,0.049312,0.206881,0.001344,0.000448,0.905699
0.416673,0.017344,0.202241,0.004832,0.048032,0.193345,0.001472,0.000416,0.890947
0.416257,0.017408,0.202817,0.004800,0.047584,0.192224,0.001312,0.000384,0.890082
0.418337,0.017408,0.204160,0.004960,0.047329,0.198752,0.001472,0.000416,0.900066
0.416258,0.017344,0.223040,0.005024,0.048768,0.200129,0.001408,0.000416,0.919491
0.416481,0.017312,0.202497,0.004992,0.048960,0.194785,0.001568,0.000416,0.894083
0.417601,0.017568,0.202849,0.005024,0.049664,0.208257,0.001376,0.000416,0.910051
0.417025,0.017408,0.202369,0.004832,0.049024,0.200736,0.001248,0.000384,0.899842
0.416226,0.017568,0.202688,0.004800,0.049408,0.195873,0.001376,0.000448,0.895459
0.416257,0.017504,0.203137,0.004832,0.048544,0.202017,0.001344,0.000416,0.901091
0.416961,0.017504,0.202817,0.004864,0.048800,0.196257,0.001376,0.000416,0.895683
0.441985,0.017664,0.202561,0.004928,0.048608,0.204448,0.001408,0.000416,0.928642
0.416801,0.017568,0.202176,0.004800,0.048449,0.198432,0.001376,0.000416,0.896738
0.415937,0.017569,0.202592,0.004864,0.047776,0.195489,0.001312,0.000416,0.892611
0.415873,0.017376,0.202241,0.004896,0.047808,0.188705,0.001312,0.000640,0.885539
0.416001,0.017408,0.202689,0.004832,0.048288,0.197824,0.001280,0.000608,0.895842
0.415457,0.017536,0.202240,0.004896,0.047649,0.205952,0.001344,0.000416,0.902114
0.416802,0.017344,0.202400,0.004928,0.047520,0.272129,0.001440,0.000416,0.969379
0.432706,0.017472,0.202816,0.004800,0.047456,0.196385,0.001408,0.000640,0.910083
0.416641,0.017376,0.202369,0.004800,0.047232,0.191073,0.001472,0.000640,0.888163
0.415809,0.017504,0.202177,0.004864,0.047008,0.198272,0.001376,0.000448,0.894210
0.415393,0.017568,0.203456,0.004896,0.047137,0.251200,0.001536,0.000416,0.948194
0.415841,0.017440,0.202176,0.004864,0.047105,0.199584,0.001280,0.000384,0.895458
0.416065,0.017537,0.202304,0.004864,0.048096,0.192865,0.001344,0.000640,0.890563
0.415393,0.017344,0.202465,0.004832,0.048480,0.197921,0.001344,0.000384,0.895075
0.435265,0.017600,0.203649,0.004832,0.049344,0.203552,0.001760,0.000384,0.924322
0.416097,0.017760,0.203072,0.004896,0.048641,0.199456,0.001408,0.000384,0.898658
0.417282,0.017376,0.202432,0.004832,0.049792,0.194241,0.001536,0.000416,0.894563
0.416353,0.017440,0.202017,0.004928,0.048096,0.218017,0.001504,0.000416,0.915651
0.416417,0.017568,0.202273,0.004928,0.049632,0.195392,0.001440,0.000416,0.894722
0.416257,0.017376,0.202433,0.004832,0.048832,0.187936,0.001376,0.000416,0.886082
0.415618,0.017408,0.202208,0.004960,0.048832,0.195521,0.001408,0.000416,0.893187
0.436961,0.017408,0.202497,0.004832,0.049824,0.197217,0.001568,0.000416,0.918755
0.416001,0.017376,0.202369,0.004832,0.048320,0.199137,0.001440,0.000416,0.897059
0.416449,0.017344,0.202017,0.004800,0.047424,0.198080,0.001312,0.000416,0.894466
0.416577,0.017824,0.220352,0.005248,0.048257,0.197824,0.001312,0.000416,0.915330
0.416770,0.017344,0.202144,0.004800,0.049344,0.197569,0.001312,0.000416,0.896611
0.416545,0.017504,0.202017,0.004832,0.049632,0.192481,0.001408,0.000448,0.891363
0.416097,0.017536,0.202369,0.004832,0.049952,0.193728,0.001376,0.000416,0.892834
0.434433,0.017472,0.202273,0.004832,0.048416,0.193728,0.001504,0.000416,0.910210
0.415970,0.017344,0.202528,0.004800,0.047904,0.195073,0.001344,0.000448,0.891907
0.416161,0.017568,0.202369,0.004832,0.047392,0.197793,0.001504,0.000448,0.894659
0.416449,0.017312,0.222593,0.005024,0.047872,0.196512,0.001280,0.000416,0.915362
0.416033,0.017440,0.202113,0.004768,0.047136,0.206848,0.001312,0.000416,0.902594
0.416066,0.017536,0.202528,0.004800,0.047872,0.193057,0.001216,0.000448,0.890339
0.416289,0.017376,0.202369,0.004832,0.047808,0.199553,0.001600,0.000416,0.897411
0.434177,0.017440,0.202753,0.004992,0.048544,0.202561,0.001376,0.000448,0.919235
0.416385,0.017344,0.202849,0.004896,0.048928,0.197216,0.001504,0.000384,0.896642
0.416897,0.017408,0.202240,0.004864,0.048609,0.196736,0.001440,0.000416,0.895650
0.415585,0.017441,0.218112,0.005056,0.049472,0.192705,0.001408,0.000416,0.907299
0.415233,0.017280,0.202049,0.004928,0.049792,0.204481,0.001376,0.000416,0.902115
0.415425,0.017216,0.202049,0.004896,0.049344,0.198240,0.001344,0.000416,0.895394
0.414305,0.017280,0.202112,0.004768,0.049440,0.202593,0.001216,0.000416,0.899170
0.416834,0.017280,0.201952,0.004928,0.049248,0.199713,0.001312,0.000608,0.898115
0.416065,0.017472,0.202625,0.004864,0.048192,0.198113,0.001536,0.000640,0.895779
0.415457,0.017280,0.202081,0.004800,0.048288,0.194112,0.001344,0.000576,0.891490
0.415809,0.017504,0.221536,0.005025,0.048448,0.198784,0.001376,0.000416,0.916866
0.415938,0.017280,0.202752,0.004896,0.049760,0.207489,0.001344,0.000384,0.906307
0.416257,0.017344,0.202497,0.004896,0.049440,0.192865,0.001440,0.000608,0.891971
0.415777,0.017280,0.202529,0.004960,0.048192,0.205089,0.001376,0.000352,0.902019
0.415585,0.017216,0.202464,0.004864,0.048385,0.196640,0.001408,0.000416,0.893762
0.415650,0.017440,0.202144,0.004832,0.048000,0.198305,0.001472,0.000448,0.895651
0.416129,0.017248,0.202241,0.004832,0.047840,0.194625,0.001408,0.000416,0.891203
0.415809,0.017376,0.220865,0.004960,0.047264,0.194528,0.001472,0.000384,0.909666
0.416865,0.017504,0.202849,0.004896,0.047200,0.191040,0.001344,0.000416,0.888386
0.416162,0.017504,0.202560,0.004928,0.047008,0.191553,0.001536,0.000384,0.888899
0.415329,0.017536,0.202433,0.004800,0.050112,0.199585,0.001312,0.000416,0.898467
0.415937,0.017376,0.203233,0.004864,0.049504,0.203936,0.001441,0.000416,0.903107
0.415745,0.017312,0.202433,0.004864,0.048864,0.195808,0.001344,0.000416,0.893442
0.415778,0.017344,0.203008,0.004832,0.048448,0.198305,0.001408,0.000416,0.895811
0.416065,0.017376,0.236033,0.005056,0.049248,0.203521,0.001472,0.000416,0.936515
0.416481,0.017344,0.201921,0.004864,0.047872,0.199297,0.001408,0.000416,0.896323
0.416001,0.017408,0.202529,0.004896,0.048096,0.194656,0.001344,0.000416,0.891746
0.417058,0.017536,0.202720,0.004992,0.047296,0.199041,0.001504,0.000384,0.897283
0.418497,0.017536,0.202593,0.004864,0.048896,0.199105,0.001376,0.000512,0.900611
0.416993,0.017408,0.202593,0.004896,0.048288,0.199489,0.001376,0.000416,0.900163
0.416001,0.017568,0.202241,0.004832,0.048544,0.202304,0.001280,0.000416,0.900034
0.433953,0.017632,0.202592,0.004864,0.049025,0.199328,0.001632,0.000416,0.917250
0.416802,0.017824,0.203072,0.004832,0.049568,0.202273,0.001664,0.000448,0.902723
0.416609,0.017376,0.202369,0.005056,0.048416,0.196449,0.001440,0.000448,0.895523
0.416577,0.017280,0.202241,0.004832,0.050112,0.199360,0.001344,0.000448,0.898850
0.416161,0.017312,0.202688,0.004864,0.048865,0.199488,0.001408,0.000448,0.898786
0.416194,0.017344,0.202528,0.004800,0.048832,0.200417,0.001376,0.000416,0.898691
0.416097,0.017345,0.202048,0.004928,0.048672,0.209345,0.001536,0.000416,0.909539
0.433505,0.017568,0.203105,0.004896,0.048320,0.202753,0.001600,0.000416,0.919907
0.428673,0.017408,0.202337,0.004768,0.049280,0.208289,0.001536,0.000416,0.920771
0.415649,0.017568,0.202273,0.004864,0.049184,0.200576,0.001472,0.000448,0.899074
0.414561,0.017568,0.202048,0.005024,0.050016,0.239905,0.001760,0.000448,0.939202
0.415714,0.017312,0.202272,0.004864,0.048960,0.199425,0.001472,0.000416,0.897059
0.415745,0.017408,0.202113,0.004800,0.048928,0.196801,0.001504,0.000448,0.894595
0.415681,0.017536,0.202209,0.004864,0.047840,0.202368,0.001440,0.000448,0.898754
0.433153,0.017568,0.202369,0.004864,0.048576,0.197792,0.001536,0.000448,0.914210
0.416993,0.017568,0.203040,0.004896,0.048608,0.203617,0.001376,0.000384,0.903810
0.416001,0.017345,0.202240,0.004896,0.049568,0.203105,0.001504,0.000416,0.902243
0.415841,0.017472,0.202465,0.004992,0.066688,0.202849,0.001504,0.000640,0.920003
0.416385,0.017344,0.202177,0.004832,0.049440,0.204992,0.001472,0.000416,0.904386
0.415329,0.017568,0.202657,0.004960,0.049280,0.196064,0.001344,0.000416,0.894114
0.416065,0.017344,0.202464,0.004768,0.049632,0.198721,0.001376,0.000416,0.897954
0.430401,0.017441,0.202880,0.004864,0.048576,0.194209,0.001504,0.000448,0.907971
0.417313,0.017376,0.202145,0.004896,0.049792,0.199937,0.001472,0.000416,0.900259
0.416065,0.017376,0.204097,0.004832,0.047808,0.192576,0.001440,0.000416,0.891394
0.415714,0.017376,0.219008,0.005152,0.048545,0.193056,0.001472,0.000448,0.908035
0.416033,0.017473,0.202368,0.004800,0.048672,0.191361,0.001312,0.000448,0.889123
0.415425,0.017280,0.202305,0.004896,0.048416,0.200161,0.001408,0.000416,0.896995
0.416001,0.017312,0.202657,0.004864,0.048096,0.192768,0.001248,0.000416,0.889890
0.436481,0.017536,0.202368,0.004896,0.049185,0.204864,0.001408,0.000448,0.925314
0.416898,0.017344,0.202048,0.004832,0.049344,0.200001,0.001280,0.000416,0.898947
0.416609,0.018048,0.202369,0.004832,0.048512,0.200545,0.001280,0.000416,0.899235
0.416641,0.017600,0.219553,0.005024,0.048384,0.194528,0.001440,0.000416,0.911138
0.414785,0.017568,0.202240,0.004801,0.049824,0.205920,0.001312,0.000416,0.903394
0.415810,0.017536,0.202112,0.004896,0.048832,0.198977,0.001568,0.000608,0.897059
0.415713,0.017472,0.202049,0.004800,0.049088,0.209441,0.001280,0.000384,0.907331
0.416769,0.017312,0.202273,0.004896,0.048640,0.191809,0.001280,0.000640,0.890115
0.414977,0.017280,0.202273,0.004896,0.048768,0.193344,0.001440,0.000416,0.890210
0.415457,0.017568,0.202528,0.004864,0.048672,0.196161,0.001344,0.000416,0.894018
0.415681,0.017313,0.221664,0.005056,0.048544,0.209281,0.001472,0.000416,0.927043
0.415489,0.017376,0.202689,0.004896,0.048704,0.208993,0.001568,0.000416,0.906915
0.415521,0.017312,0.202273,0.004928,0.049504,0.207808,0.001440,0.000416,0.905826
0.416001,0.017312,0.202657,0.005088,0.048672,0.200032,0.001472,0.000640,0.898658
0.415713,0.017376,0.202208,0.004896,0.049953,0.201888,0.001408,0.000576,0.900130
0.415649,0.017377,0.202240,0.004832,0.049312,0.198049,0.001440,0.000416,0.896323
0.415713,0.017504,0.202273,0.004864,0.049888,0.195201,0.001376,0.000640,0.893987
0.433377,0.017408,0.202977,0.004928,0.049344,0.227552,0.001504,0.000384,0.944802
0.416353,0.017344,0.202688,0.004832,0.049889,0.191040,0.001376,0.000448,0.890914
0.414498,0.017568,0.202688,0.004928,0.048352,0.201473,0.001504,0.000384,0.898595
0.416225,0.017344,0.202305,0.004864,0.048928,0.204641,0.001408,0.000576,0.902627
0.418337,0.017344,0.206017,0.004864,0.049792,0.192033,0.001536,0.000608,0.897219
0.415585,0.017408,0.202785,0.004896,0.049760,0.200672,0.001440,0.000640,0.899746
0.415841,0.017312,0.202144,0.004800,0.050113,0.196800,0.001472,0.000640,0.896098
0.432898,0.017376,0.202784,0.004864,0.049376,0.190369,0.001472,0.000640,0.906531
0.415777,0.017504,0.202369,0.004832,0.048960,0.197857,0.001312,0.000640,0.895907
0.415905,0.017280,0.202817,0.004864,0.049312,0.195072,0.001312,0.000416,0.893634
0.417249,0.017664,0.203488,0.004928,0.048481,0.230208,0.001664,0.000416,0.931618
0.416194,0.017472,0.202752,0.004928,0.050272,0.205377,0.001376,0.000640,0.906083
0.416066,0.017504,0.202752,0.004832,0.048672,0.204897,0.001408,0.000384,0.904323
0.416065,0.017536,0.202593,0.004832,0.048256,0.202657,0.001568,0.000384,0.901027
0.434177,0.017632,0.203137,0.004896,0.048128,0.204481,0.001408,0.000384,0.921603
0.415969,0.017344,0.202849,0.004896,0.048768,0.205376,0.001472,0.000384,0.904450
0.415905,0.017408,0.202816,0.004928,0.048577,0.191392,0.001344,0.000416,0.889154
