Layer[0],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.431969,0.781218,0.002304,0.000960,0.000288,1.221347
0.415905,0.755234,0.002208,0.000896,0.000288,1.178563
0.416545,0.758978,0.003520,0.000992,0.000321,1.185156
0.428385,0.733378,0.002144,0.000896,0.000288,1.169411
0.416385,0.763810,0.002432,0.000832,0.000288,1.188003
0.415778,0.740354,0.002176,0.000896,0.000288,1.164164
0.415585,0.764898,0.002176,0.000864,0.000352,1.188259
0.417249,0.766466,0.002464,0.001152,0.000320,1.193443
0.417057,0.819394,0.002560,0.000896,0.000352,1.245027
0.416065,0.737026,0.003008,0.000928,0.000384,1.162115
0.416033,0.736514,0.002176,0.000992,0.000288,1.160579
0.416065,0.792514,0.002400,0.000832,0.000352,1.217795
0.415905,0.801634,0.003456,0.001024,0.000416,1.229763
0.417121,0.754754,0.002144,0.000960,0.000384,1.180291
0.415938,0.811938,0.002496,0.001024,0.000384,1.236612
0.416257,0.758403,0.002336,0.000800,0.000352,1.182532
0.415649,0.789730,0.002176,0.000832,0.000352,1.212739
0.435233,0.765154,0.002368,0.001120,0.000320,1.210339
0.416257,0.753730,0.002336,0.000896,0.000288,1.178339
0.415393,0.733282,0.002400,0.000832,0.000288,1.156867
0.415489,0.755938,0.002240,0.000832,0.000288,1.179779
0.415521,0.744866,0.002336,0.000864,0.000288,1.168323
0.415809,0.752418,0.002112,0.000832,0.000416,1.176035
0.415521,0.758402,0.002720,0.001056,0.000320,1.182531
0.416065,0.732994,0.002144,0.000992,0.000288,1.157155
0.415681,0.801410,0.003104,0.000992,0.000352,1.226723
0.416385,0.751810,0.002080,0.001056,0.000320,1.176099
0.418113,0.769986,0.002400,0.001184,0.000416,1.197891
0.416161,0.781666,0.003520,0.000928,0.000320,1.207427
0.416418,0.764514,0.002336,0.000992,0.000352,1.189540
0.416001,0.772642,0.002304,0.000832,0.000320,1.196547
0.415329,0.771522,0.002176,0.000832,0.000352,1.194755
0.415521,0.778914,0.002208,0.000864,0.000352,1.202819
0.415681,0.770594,0.002560,0.000928,0.000352,1.194371
0.428578,0.748226,0.002336,0.000864,0.000352,1.184996
0.415521,0.750498,0.002112,0.000672,0.000352,1.173731
0.416289,0.728962,0.002144,0.000800,0.000320,1.153187
0.431361,0.758050,0.002752,0.001184,0.000416,1.199747
0.415777,0.779490,0.002368,0.000864,0.000352,1.203203
0.415810,0.741346,0.002272,0.000896,0.000288,1.164996
0.415649,0.764898,0.002272,0.000928,0.000352,1.188227
0.415617,0.749666,0.003360,0.001056,0.000384,1.175331
0.417377,0.766626,0.002304,0.001056,0.000384,1.193283
0.416097,0.741666,0.002272,0.000896,0.000352,1.166147
0.416418,0.769762,0.002560,0.001056,0.000384,1.195908
0.416001,0.810275,0.003168,0.001056,0.000416,1.236452
0.416513,0.750594,0.002176,0.001056,0.000288,1.175171
0.418561,0.763938,0.002656,0.001248,0.000416,1.193731
0.416609,0.777730,0.002944,0.000928,0.000320,1.203651
0.415873,0.732386,0.002144,0.000768,0.000352,1.156227
0.416673,0.756834,0.002176,0.000832,0.000352,1.181315
0.428225,0.755906,0.002240,0.001024,0.000320,1.192227
0.415682,0.731330,0.002304,0.000832,0.000352,1.154820
0.415393,0.735138,0.002240,0.000768,0.000320,1.157891
0.429889,0.751490,0.002432,0.000960,0.000288,1.189475
0.416449,0.741762,0.002560,0.000960,0.000352,1.167555
0.415361,0.740290,0.002368,0.000832,0.000288,1.163875
0.433378,0.767522,0.002336,0.001376,0.000320,1.210980
0.416193,0.811075,0.002912,0.000992,0.000320,1.236388
0.415745,0.778051,0.002400,0.001088,0.000288,1.202276
0.415905,0.742946,0.002144,0.000960,0.000288,1.166563
0.415489,0.768962,0.002272,0.001184,0.000352,1.193251
0.416225,0.826690,0.003232,0.000960,0.000416,1.252131
0.416033,0.796482,0.002208,0.000896,0.000320,1.220515
0.415745,0.755042,0.002400,0.000960,0.000352,1.179171
0.414977,0.818306,0.002240,0.000928,0.000384,1.241731
0.417089,0.799266,0.002496,0.001216,0.000352,1.226211
0.416641,0.759202,0.002496,0.000992,0.000384,1.184643
0.431041,0.783682,0.002496,0.000992,0.000320,1.223459
0.416097,0.777122,0.002304,0.000768,0.000288,1.201571
0.416641,0.777890,0.002560,0.000960,0.000416,1.203843
0.427297,0.762114,0.002528,0.000896,0.000320,1.198179
0.414689,0.797186,0.002400,0.000800,0.000352,1.219875
0.415553,0.805474,0.002400,0.001024,0.000384,1.229795
0.415777,0.783138,0.002272,0.000864,0.000384,1.207299
0.416321,0.778242,0.002432,0.000992,0.000384,1.202819
0.418625,0.800290,0.002432,0.001152,0.000384,1.229379
0.416257,0.750114,0.002368,0.000960,0.000384,1.174915
0.415809,0.746914,0.002464,0.000736,0.000288,1.171715
0.415906,0.779042,0.003008,0.001024,0.000416,1.204388
0.415393,0.747266,0.002368,0.000992,0.000385,1.171332
0.415873,0.733154,0.002304,0.000960,0.000288,1.157091
0.429377,0.760866,0.003040,0.000992,0.000352,1.200803
0.415617,0.747810,0.002240,0.000864,0.000352,1.172035
0.416481,0.742146,0.002240,0.000896,0.000320,1.167075
0.429729,0.769218,0.002240,0.001056,0.000416,1.208131
0.417185,0.784194,0.002432,0.001696,0.000416,1.213955
0.416481,0.782274,0.003072,0.001120,0.000416,1.208483
0.416513,0.752386,0.002496,0.001056,0.000352,1.178019
0.416641,0.766370,0.002432,0.001344,0.000416,1.193155
0.416481,0.792226,0.003232,0.000928,0.000352,1.217891
0.417025,0.757762,0.002368,0.000992,0.000384,1.183171
0.416513,0.757698,0.002336,0.001024,0.000320,1.183043
0.417089,0.770690,0.002848,0.001024,0.000384,1.197571
0.416321,0.757186,0.002528,0.000800,0.000416,1.182691
0.416193,0.779362,0.002752,0.001120,0.000416,1.205891
0.436001,0.787394,0.002688,0.001216,0.000384,1.235907
0.416801,0.758434,0.002304,0.001216,0.000416,1.184419
0.416481,0.774946,0.002176,0.001120,0.000384,1.200387
0.432801,0.774562,0.002337,0.001184,0.000384,1.217316
0.415777,0.773795,0.002368,0.001120,0.000416,1.198820
0.416673,0.853123,0.003232,0.001280,0.000352,1.279972
0.417985,0.779010,0.002272,0.001248,0.000416,1.206627
0.417441,0.769218,0.002560,0.001216,0.000416,1.195971
0.416641,0.795970,0.003392,0.001312,0.000448,1.223139
0.416609,0.772098,0.002400,0.001216,0.000416,1.198083
0.419585,0.783042,0.002528,0.001216,0.000416,1.213443
0.434657,0.768258,0.002624,0.001024,0.000352,1.212644
0.416449,0.774115,0.002528,0.001184,0.000416,1.200100
0.417058,0.766114,0.002496,0.001120,0.000384,1.192708
0.415809,0.757730,0.002528,0.001152,0.000384,1.183075
0.416417,0.770498,0.002304,0.001120,0.000416,1.196771
0.415521,0.841474,0.005888,0.001184,0.000416,1.269923
0.415873,0.755842,0.002208,0.001280,0.000352,1.180995
0.416993,0.768962,0.002528,0.001056,0.000416,1.194947
0.416065,0.794466,0.002432,0.001152,0.000416,1.220579
0.419137,0.778787,0.003040,0.001184,0.000416,1.208228
0.416833,0.764130,0.002432,0.001184,0.000416,1.190500
0.432578,0.768962,0.002368,0.001088,0.000384,1.210980
0.414849,0.766626,0.002240,0.001120,0.000352,1.191139
0.415809,0.757986,0.002400,0.001184,0.000416,1.183331
0.431393,0.798882,0.002464,0.001216,0.000416,1.239843
0.416577,0.754306,0.002336,0.001056,0.000384,1.179555
0.416289,0.789186,0.002176,0.001216,0.000416,1.214339
0.415265,0.794690,0.002208,0.001216,0.000384,1.218979
0.416225,0.765506,0.002561,0.001184,0.000384,1.191716
0.418274,0.809122,0.002560,0.001312,0.000416,1.237988
0.417665,0.794658,0.002560,0.001184,0.000352,1.221955
0.415777,0.766050,0.002432,0.001280,0.000416,1.191139
0.438273,0.772770,0.002304,0.001152,0.000352,1.221091
0.416769,0.765154,0.002400,0.001088,0.000416,1.190979
0.416801,0.763586,0.002176,0.001248,0.000352,1.189987
0.456130,0.759874,0.002624,0.001152,0.000384,1.226308
0.416129,0.763202,0.002432,0.001280,0.000384,1.189507
0.416257,0.819970,0.002464,0.001344,0.000416,1.246243
0.415937,0.753826,0.002240,0.001280,0.000416,1.179107
0.416993,0.812034,0.002400,0.001088,0.000384,1.238979
0.416737,0.784707,0.003648,0.001248,0.000416,1.213348
0.416258,0.765250,0.002304,0.001152,0.000416,1.190468
0.415969,0.780738,0.002208,0.001088,0.000416,1.205347
0.415809,0.771330,0.002240,0.001120,0.000416,1.196035
0.416161,0.789570,0.002112,0.001184,0.000416,1.214243
0.415393,0.762082,0.002048,0.001152,0.000416,1.186083
0.436449,0.799906,0.002208,0.001216,0.000384,1.245923
0.417153,0.780803,0.002304,0.001184,0.000352,1.207204
0.416801,0.787266,0.003360,0.001152,0.000416,1.216739
0.416033,0.762978,0.002208,0.001248,0.000416,1.188451
0.415553,0.768642,0.002048,0.001216,0.000416,1.192803
0.416609,0.791554,0.002240,0.001216,0.000352,1.216931
0.415553,0.765474,0.002240,0.001184,0.000352,1.189827
0.416001,0.764546,0.002240,0.001217,0.000384,1.189188
0.415682,0.792290,0.002336,0.001120,0.000416,1.216580
0.415553,0.759874,0.002208,0.001056,0.000384,1.184227
0.415649,0.788514,0.002336,0.001184,0.000384,1.213091
0.434337,0.771842,0.002368,0.001152,0.000352,1.215107
0.416609,0.778115,0.002464,0.001216,0.000416,1.205892
0.416418,0.763938,0.002496,0.001152,0.000416,1.189764
0.416737,0.761346,0.002336,0.001152,0.000416,1.187267
0.417313,0.772834,0.002560,0.001152,0.000384,1.199171
0.415521,0.843970,0.002432,0.001088,0.000384,1.269027
0.417538,0.770722,0.002400,0.001184,0.000416,1.198756
0.415969,0.814274,0.002240,0.000896,0.000352,1.238691
0.416193,0.773122,0.002112,0.001024,0.000416,1.198243
0.415777,0.768098,0.002272,0.000960,0.000384,1.192771
0.416321,0.799619,0.002336,0.001088,0.000416,1.224932
0.433602,0.777250,0.002432,0.001152,0.000416,1.222532
0.416065,0.775330,0.002240,0.001152,0.000416,1.200035
0.416481,0.761218,0.002240,0.001152,0.000384,1.186275
0.417569,0.766882,0.002336,0.001152,0.000416,1.193763
0.416673,0.756707,0.003008,0.001056,0.000352,1.182756
0.416578,0.762946,0.002048,0.001184,0.000288,1.188260
0.416577,0.794466,0.002240,0.000896,0.000320,1.219811
0.415937,0.779682,0.002144,0.000864,0.000352,1.204227
0.416225,0.792450,0.003264,0.000928,0.000384,1.217699
0.416257,0.782722,0.002304,0.000928,0.000352,1.206627
0.417122,0.757794,0.002368,0.001056,0.000416,1.185124
0.415841,0.787330,0.003328,0.001024,0.000416,1.214147
0.415745,0.747970,0.002304,0.001024,0.000384,1.172387
0.415713,0.744674,0.002400,0.000960,0.000384,1.169475
0.428897,0.774338,0.002432,0.000992,0.000416,1.212131
0.415777,0.750530,0.002368,0.000800,0.000416,1.174659
0.415585,0.766339,0.002272,0.000928,0.000416,1.190244
0.430338,0.743906,0.003520,0.001056,0.000416,1.184196
0.415617,0.776034,0.002144,0.000960,0.000384,1.199459
0.416481,0.768450,0.002144,0.000992,0.000352,1.193635
0.416609,0.782594,0.002400,0.001312,0.000384,1.209539
0.416258,0.765442,0.002464,0.000896,0.000320,1.190500
0.417025,0.784034,0.002304,0.001120,0.000448,1.210851
0.416513,0.788610,0.002528,0.001088,0.000352,1.215139
0.416449,0.762466,0.002464,0.001152,0.000320,1.187683
0.416066,0.789954,0.002496,0.001120,0.000352,1.215908
0.415905,0.804258,0.002368,0.001152,0.000384,1.229283
0.415457,0.753538,0.002240,0.001184,0.000416,1.177699
0.433665,0.775075,0.002368,0.001120,0.000416,1.217988
0.415969,0.802594,0.002496,0.000928,0.000416,1.227875
0.415457,0.774082,0.002432,0.001248,0.000416,1.200291
0.416609,0.764418,0.002400,0.001184,0.000320,1.190947
0.416578,0.764418,0.002144,0.001184,0.000352,1.189892
0.416417,0.798050,0.002528,0.001088,0.000352,1.223555
0.415969,0.763170,0.002464,0.001184,0.000384,1.188547
0.416385,0.765027,0.002112,0.001152,0.000384,1.190372
0.416929,0.832386,0.003168,0.001184,0.000384,1.259427
0.414401,0.751330,0.002240,0.001120,0.000352,1.175235
0.415201,0.803458,0.002144,0.001024,0.000448,1.227363
0.432513,0.761794,0.002336,0.001280,0.000384,1.204099
0.418113,0.772002,0.002560,0.001056,0.000416,1.200291
0.416513,0.764642,0.002208,0.001184,0.000384,1.191011
0.416642,0.777442,0.002368,0.001088,0.000416,1.202948
0.416001,0.798690,0.002208,0.001120,0.000416,1.223459
0.416545,0.823779,0.002400,0.001120,0.000416,1.250244
0.416897,0.773186,0.002464,0.001216,0.000384,1.199843
0.416865,0.772514,0.002336,0.001024,0.000384,1.198467
0.416353,0.782498,0.003520,0.001184,0.000384,1.209731
0.416353,0.784226,0.002400,0.001088,0.000384,1.209283
0.416321,0.767394,0.003264,0.001216,0.000384,1.194051
0.436481,0.783906,0.002560,0.001184,0.000384,1.231459
0.416577,0.778658,0.003168,0.001088,0.000384,1.205315
0.416961,0.775010,0.002400,0.001184,0.000416,1.200835
0.416193,0.794083,0.003008,0.001312,0.000416,1.220292
0.415521,0.751074,0.002304,0.001088,0.000416,1.175459
0.416065,0.800098,0.002368,0.001056,0.000384,1.224771
0.415969,0.770690,0.002432,0.001056,0.000384,1.195492
0.416993,0.774242,0.002976,0.001376,0.000352,1.205507
0.416705,0.800482,0.003584,0.001344,0.000384,1.229859
0.417090,0.756770,0.002368,0.001536,0.000384,1.184420
0.416929,0.762082,0.002368,0.001184,0.000384,1.187907
0.434881,0.768098,0.002144,0.001024,0.000384,1.212035
0.415969,0.763778,0.002336,0.001120,0.000416,1.188164
0.416545,0.763106,0.002144,0.001152,0.000352,1.188579
0.433185,0.763746,0.002496,0.001120,0.000384,1.205987
0.416417,0.755042,0.002272,0.001088,0.000384,1.179971
0.416065,0.763138,0.002048,0.001152,0.000416,1.187747
0.416417,0.762594,0.002176,0.001184,0.000384,1.188739
0.416065,0.768354,0.003488,0.001088,0.000384,1.194755
0.416641,0.781250,0.003488,0.001184,0.000384,1.209187
0.415841,0.749378,0.002720,0.001184,0.000416,1.174691
0.416065,0.757762,0.002208,0.001088,0.000416,1.182692
0.416417,0.781410,0.002784,0.000992,0.000416,1.207363
0.416033,0.812162,0.002240,0.001056,0.000384,1.236675
0.417442,0.756514,0.002368,0.000992,0.000384,1.182660
0.450593,0.807138,0.002336,0.000960,0.000352,1.266435
0.416161,0.749186,0.002304,0.001056,0.000384,1.173827
0.416417,0.768098,0.002368,0.001056,0.000384,1.193283
0.416513,0.757282,0.002464,0.000864,0.000320,1.182819
0.417281,0.776963,0.002464,0.001152,0.000416,1.205284
0.417057,0.826178,0.003488,0.001152,0.000384,1.253347
0.417505,0.760290,0.002432,0.001120,0.000384,1.187235
0.416481,0.787298,0.002304,0.000960,0.000384,1.213027
0.416833,0.786338,0.002272,0.001152,0.000352,1.212163
0.415682,0.768898,0.002752,0.000960,0.000352,1.193700
0.415969,0.771650,0.002240,0.001120,0.000384,1.196995
0.433121,0.775907,0.002400,0.001088,0.000352,1.218276
0.415393,0.801538,0.002208,0.001184,0.000416,1.225571
0.416737,0.767618,0.002144,0.001024,0.000384,1.192707
0.428289,0.761314,0.002560,0.001280,0.000384,1.199555
0.416577,0.765506,0.002240,0.001056,0.000384,1.190819
0.416865,0.785826,0.003232,0.001152,0.000352,1.212644
0.416129,0.752770,0.002368,0.001120,0.000416,1.177699
0.416769,0.799266,0.002592,0.000992,0.000352,1.224835
0.416417,0.769282,0.003200,0.001376,0.000384,1.196099
0.415937,0.756994,0.002336,0.001280,0.000384,1.182211
0.416833,0.759970,0.002624,0.001216,0.000384,1.186916
0.416257,0.800290,0.002272,0.001248,0.000416,1.225219
0.416385,0.772802,0.002304,0.001120,0.000384,1.197764
0.419681,0.767426,0.002528,0.001152,0.000416,1.197027
0.433729,0.770082,0.002368,0.001184,0.000384,1.213315
0.416673,0.792450,0.002432,0.001184,0.000384,1.218115
0.416385,0.769026,0.002368,0.001056,0.000320,1.193891
0.417314,0.769218,0.002368,0.001184,0.000352,1.195588
0.416609,0.766818,0.002240,0.001088,0.000416,1.192067
0.416673,0.804355,0.002624,0.001088,0.000320,1.230116
0.416673,0.752706,0.002304,0.001184,0.000352,1.178499
0.416449,0.777218,0.003168,0.001216,0.000352,1.203619
0.416705,0.772290,0.002144,0.001184,0.000320,1.197603
0.418593,0.777922,0.002656,0.001056,0.000320,1.206371
0.416961,0.763554,0.002272,0.001184,0.000352,1.189379
0.434881,0.796130,0.002528,0.000992,0.000320,1.240067
0.416802,0.760194,0.002272,0.001184,0.000384,1.185540
0.416417,0.795906,0.002272,0.001088,0.000416,1.220963
0.416642,0.774754,0.002368,0.001248,0.000416,1.200164
0.416737,0.763554,0.002144,0.001120,0.000384,1.188835
0.416417,0.790371,0.003104,0.001312,0.000352,1.217444
0.416545,0.753122,0.002336,0.001248,0.000384,1.178339
0.417729,0.756610,0.002272,0.001184,0.000352,1.183075
0.417537,0.832130,0.003328,0.001248,0.000448,1.260675
0.416609,0.776834,0.002464,0.001216,0.000416,1.202627
0.417569,0.771106,0.002912,0.001248,0.000384,1.198819
0.416833,0.777826,0.002528,0.001056,0.000416,1.203587
0.416705,0.762082,0.002400,0.001088,0.000352,1.187779
0.415617,0.765410,0.002336,0.001120,0.000384,1.189859
0.432993,0.770306,0.002720,0.001248,0.000416,1.213187
0.415937,0.757378,0.002400,0.001120,0.000384,1.182019
0.416193,0.808642,0.002976,0.001088,0.000384,1.234115
0.416129,0.745378,0.002336,0.001152,0.000416,1.170499
0.416321,0.766466,0.002400,0.001152,0.000416,1.192707
0.417537,0.781314,0.002336,0.001088,0.000384,1.208003
0.415777,0.766338,0.002400,0.001216,0.000352,1.191267
0.416641,0.766274,0.002400,0.001120,0.000352,1.191779
0.416161,0.784290,0.003008,0.001088,0.000384,1.210083
0.416289,0.748290,0.002304,0.001152,0.000384,1.173347
0.418113,0.780322,0.002272,0.001248,0.000384,1.207427
0.435521,0.778146,0.003040,0.001088,0.000416,1.223267
0.416865,0.753154,0.002304,0.001184,0.000384,1.179043
0.418465,0.763106,0.002464,0.001056,0.000384,1.191555
0.418593,0.796898,0.002464,0.001024,0.000352,1.225091
0.417953,0.764099,0.003104,0.001152,0.000608,1.193956
0.416161,0.786626,0.002336,0.001152,0.000640,1.212195
0.416930,0.765634,0.002336,0.001088,0.000384,1.191300
0.418049,0.757602,0.002400,0.001216,0.000384,1.184451
0.416802,0.832514,0.002464,0.001088,0.000448,1.259140
0.417665,0.778018,0.002368,0.001056,0.000352,1.204451
0.416929,0.756098,0.002080,0.001216,0.000384,1.181475
0.433729,0.780322,0.002112,0.001152,0.000384,1.223235
0.418273,0.766178,0.002464,0.001120,0.000352,1.194403
0.417985,0.772707,0.002336,0.001152,0.000384,1.199428
0.417281,0.759362,0.002304,0.001088,0.000384,1.185603
0.416386,0.785922,0.002272,0.001184,0.000416,1.211076
0.415425,0.818818,0.002944,0.001216,0.000416,1.243651
0.415169,0.770498,0.002272,0.001216,0.000416,1.194467
0.416001,0.768386,0.002144,0.001088,0.000352,1.192803
0.417089,0.799874,0.002784,0.001120,0.000416,1.226723
0.416609,0.763042,0.002624,0.001152,0.000352,1.189923
0.416033,0.755618,0.002464,0.001184,0.000416,1.181251
0.435906,0.784738,0.002464,0.001184,0.000384,1.231076
0.416833,0.771970,0.002432,0.001152,0.000384,1.198019
0.416705,0.778050,0.002240,0.001184,0.000384,1.203683
0.415745,0.816003,0.002464,0.001184,0.000384,1.241028
0.417217,0.774082,0.002560,0.001216,0.000384,1.200867
0.417826,0.826338,0.002688,0.001280,0.000384,1.254052
0.416417,0.773410,0.002432,0.001216,0.000352,1.199363
0.417345,0.781698,0.002496,0.001056,0.000416,1.208643
0.416930,0.792834,0.002336,0.001184,0.000384,1.219044
0.417121,0.773378,0.002688,0.001088,0.000384,1.200291
0.418049,0.782306,0.002496,0.001376,0.000416,1.210563
0.433825,0.764387,0.002624,0.001280,0.000384,1.208644
0.417409,0.773250,0.002432,0.001184,0.000352,1.200323
0.416257,0.774082,0.002368,0.001248,0.000416,1.200451
0.416033,0.766786,0.002560,0.001248,0.000384,1.192611
0.417665,0.771010,0.002464,0.001184,0.000352,1.198115
0.415745,0.823267,0.002528,0.001344,0.000384,1.248644
0.415905,0.762690,0.002496,0.001248,0.000480,1.188259
0.416705,0.780898,0.002496,0.001152,0.000416,1.206979
0.416833,0.799779,0.002336,0.001152,0.000352,1.226148
0.417121,0.779106,0.002656,0.001152,0.000352,1.206051
0.416993,0.813602,0.002464,0.001248,0.000352,1.240675
0.434210,0.778050,0.002400,0.001248,0.000384,1.221924
0.416385,0.761986,0.002592,0.001184,0.000352,1.188131
0.417281,0.777506,0.002528,0.001312,0.000448,1.204547
0.416546,0.819874,0.002592,0.001184,0.000384,1.246148
0.417601,0.783394,0.002497,0.001184,0.000416,1.210404
0.416193,0.794242,0.002656,0.001152,0.000384,1.220195
0.416961,0.771074,0.002560,0.001184,0.000384,1.197667
0.416929,0.800803,0.002464,0.001216,0.000416,1.227428
0.420865,0.790978,0.002496,0.001216,0.000352,1.221955
0.418817,0.774242,0.002720,0.001248,0.000384,1.203363
0.416385,0.776643,0.002624,0.001376,0.000352,1.202852
0.433601,0.775586,0.002464,0.001248,0.000416,1.219235
0.416609,0.769826,0.002304,0.001152,0.000448,1.195523
0.416833,0.789667,0.003264,0.001312,0.000384,1.216964
0.416129,0.772802,0.002176,0.001152,0.000384,1.197507
0.416321,0.762722,0.002400,0.001120,0.000352,1.188323
0.415873,0.786882,0.003520,0.001248,0.000384,1.213187
0.416097,0.769410,0.002400,0.001184,0.000416,1.194147
0.416994,0.783106,0.002400,0.001280,0.000416,1.210084
0.417377,0.786914,0.003040,0.001376,0.000384,1.215107
0.415969,0.760130,0.002432,0.001184,0.000416,1.185379
0.416418,0.758146,0.002400,0.001312,0.000416,1.183780
0.434369,0.776866,0.002432,0.001248,0.000352,1.220483
0.416449,0.766530,0.002336,0.001088,0.000384,1.191843
0.416130,0.772450,0.002304,0.001120,0.000384,1.197444
0.416129,0.763970,0.002304,0.001120,0.000416,1.189059
0.415681,0.764450,0.002464,0.001120,0.000352,1.189187
0.415745,0.820163,0.002144,0.000992,0.000352,1.244388
0.417025,0.777666,0.002208,0.001248,0.000352,1.204611
0.417537,0.769538,0.002528,0.001216,0.000352,1.196451
0.416897,0.804642,0.003456,0.001312,0.000416,1.232099
0.416481,0.802947,0.002624,0.001184,0.000416,1.228484
0.417217,0.767874,0.003424,0.001280,0.000384,1.195171
0.453793,0.759842,0.002400,0.001472,0.000352,1.223619
0.415777,0.761826,0.002400,0.001088,0.000384,1.186499
0.416609,0.762818,0.003456,0.001248,0.000384,1.190179
0.416833,0.761314,0.003584,0.001248,0.000384,1.188483
0.418305,0.770914,0.002464,0.001088,0.000384,1.199171
0.416385,0.827810,0.002400,0.001248,0.000416,1.253603
0.415681,0.790242,0.002272,0.001120,0.000384,1.214467
0.415873,0.772706,0.002400,0.001152,0.000416,1.198115
0.417025,0.790178,0.002624,0.000929,0.000352,1.216420
0.416609,0.750242,0.002464,0.000928,0.000352,1.175395
0.415778,0.768386,0.002848,0.000960,0.000384,1.193284
0.429665,0.760226,0.002912,0.000864,0.000416,1.199683
0.417313,0.779554,0.002848,0.001216,0.000352,1.208035
0.416225,0.748450,0.002144,0.001024,0.000416,1.173507
0.435201,0.775907,0.003584,0.001152,0.000416,1.222116
0.416097,0.743074,0.002528,0.000864,0.000384,1.167619
0.416353,0.756962,0.002496,0.000896,0.000352,1.181443
0.415969,0.752610,0.002432,0.000864,0.000416,1.176547
0.415905,0.759874,0.002432,0.000832,0.000352,1.183907
0.416097,0.758402,0.002368,0.000800,0.000288,1.182372
0.415745,0.738306,0.002112,0.000928,0.000352,1.161891
0.416034,0.773410,0.002400,0.000896,0.000384,1.197476
0.417281,0.753858,0.003552,0.000928,0.000352,1.180899
0.416641,0.756290,0.002304,0.000896,0.000384,1.180675
0.416002,0.768482,0.002560,0.001184,0.000384,1.194180
0.419137,0.824803,0.002528,0.001216,0.000384,1.253892
0.416961,0.774722,0.002464,0.001376,0.000384,1.201315
0.416577,0.772002,0.002400,0.001248,0.000384,1.198307
0.435297,0.773506,0.002784,0.001344,0.000384,1.219235
0.416578,0.781890,0.002528,0.001152,0.000416,1.208100
0.416481,0.764162,0.002464,0.001248,0.000384,1.190499
0.418561,0.800450,0.002688,0.001120,0.000416,1.229283
0.417249,0.774882,0.002592,0.001184,0.000320,1.201955
