Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
8.682842,0.017984,0.253152,0.004832,0.047520,0.000800,0.014528,0.000416,0.001440,0.001696,0.000384,9.033018
1.186303,0.017504,0.205952,0.004864,0.049248,0.000640,0.014592,0.000384,0.001472,0.001408,0.000416,1.490591
1.220447,0.017440,0.204416,0.004928,0.048448,0.000768,0.013984,0.000416,0.001408,0.001696,0.000576,1.522527
1.224543,0.017728,0.203712,0.004960,0.049792,0.000992,0.014176,0.000384,0.001504,0.001696,0.000352,1.527071
1.200863,0.017696,0.203392,0.004960,0.049440,0.000768,0.013792,0.000384,0.001472,0.001440,0.000384,1.501823
1.181439,0.017600,0.203904,0.004896,0.048672,0.000576,0.013536,0.000416,0.001440,0.001216,0.000384,1.480831
1.198303,0.017664,0.203648,0.004864,0.047680,0.000608,0.013600,0.000352,0.001472,0.001408,0.000320,1.497023
1.205279,0.017632,0.203520,0.004896,0.048320,0.000544,0.013728,0.000384,0.001440,0.001024,0.000576,1.504607
1.183967,0.017600,0.202912,0.004864,0.048096,0.000704,0.013536,0.000416,0.001472,0.001120,0.000320,1.482719
1.179423,0.017472,0.202912,0.004832,0.047360,0.000896,0.013504,0.000640,0.001440,0.000864,0.000352,1.476703
1.213343,0.017312,0.202944,0.004896,0.048512,0.000576,0.013632,0.000416,0.001472,0.001056,0.000384,1.513407
1.200063,0.017632,0.202976,0.004832,0.047456,0.000800,0.013408,0.000384,0.001408,0.001088,0.000352,1.497343
1.190463,0.018048,0.203136,0.004832,0.046912,0.000608,0.013344,0.000416,0.001408,0.000992,0.000384,1.487391
1.238463,0.017792,0.202944,0.004864,0.047744,0.001056,0.013440,0.000416,0.001408,0.001024,0.000416,1.536191
1.200543,0.021792,0.202976,0.004896,0.047520,0.000608,0.013376,0.000416,0.001440,0.001056,0.000384,1.502239
1.196896,0.017568,0.203551,0.005088,0.047584,0.001312,0.013888,0.000416,0.001472,0.000960,0.000352,1.514783
1.188575,0.017568,0.203296,0.004896,0.047392,0.000608,0.013376,0.000384,0.001472,0.000992,0.000352,1.485407
1.211615,0.017760,0.203104,0.004832,0.048544,0.000800,0.013600,0.000416,0.001440,0.001024,0.000352,1.510591
1.225087,0.017728,0.202752,0.004896,0.047008,0.000640,0.013376,0.000416,0.001376,0.000992,0.000352,1.521279
1.189151,0.017728,0.203168,0.005088,0.047040,0.000608,0.013376,0.000384,0.001440,0.000832,0.000352,1.485663
1.256127,0.017696,0.203072,0.004864,0.046944,0.000608,0.013376,0.000384,0.001440,0.000928,0.000384,1.553151
1.205183,0.017728,0.202752,0.004992,0.047136,0.000608,0.013344,0.000416,0.001408,0.000992,0.000384,1.501663
1.221215,0.037216,0.203776,0.004896,0.047296,0.000608,0.013344,0.000384,0.001440,0.000960,0.000384,1.538783
1.212735,0.017600,0.203200,0.004928,0.046976,0.000576,0.013312,0.000384,0.001408,0.001024,0.000384,1.509183
1.164704,0.017472,0.203199,0.004896,0.047360,0.000608,0.013376,0.000384,0.001408,0.000992,0.000352,1.461663
1.213472,0.018463,0.204288,0.004896,0.048352,0.000800,0.013856,0.000416,0.001568,0.001056,0.000384,1.514911
1.176479,0.017600,0.202944,0.004992,0.047360,0.000672,0.013696,0.000480,0.001536,0.001376,0.000352,1.474335
1.252671,0.017408,0.202816,0.004864,0.047488,0.000800,0.013408,0.000384,0.001536,0.000992,0.000352,1.549791
1.210655,0.017408,0.202912,0.005056,0.047872,0.000576,0.013312,0.000384,0.001472,0.000928,0.000384,1.507903
1.228607,0.017568,0.203552,0.004832,0.047424,0.000608,0.013376,0.000384,0.001536,0.000992,0.000352,1.525855
1.185696,0.017376,0.203072,0.004960,0.047135,0.000576,0.013408,0.000416,0.001472,0.000960,0.000384,1.482143
1.190719,0.017472,0.202752,0.004864,0.047200,0.000576,0.013376,0.000416,0.001440,0.000896,0.000352,1.486431
1.196607,0.017920,0.203456,0.004864,0.047456,0.000800,0.013408,0.000384,0.001504,0.000960,0.000352,1.495167
1.204223,0.017664,0.202752,0.004928,0.047456,0.000800,0.013408,0.000416,0.001408,0.000992,0.000352,1.501535
1.199135,0.017440,0.203488,0.004896,0.046880,0.000544,0.013376,0.000416,0.001440,0.000928,0.000352,1.495455
1.198880,0.017503,0.202880,0.004864,0.046848,0.000576,0.013344,0.000384,0.001440,0.000832,0.000384,1.494143
1.250367,0.017632,0.203520,0.004800,0.046976,0.000608,0.013792,0.000416,0.001472,0.000832,0.000384,1.548479
1.141440,0.017792,0.203232,0.004768,0.046943,0.000576,0.013408,0.000384,0.001472,0.000992,0.000256,1.437727
1.138975,0.017504,0.202880,0.004800,0.064544,0.000640,0.013408,0.000384,0.001440,0.000992,0.000256,1.452991
1.141791,0.017568,0.203104,0.004960,0.046848,0.000640,0.013376,0.000384,0.001440,0.000768,0.000320,1.437151
1.195743,0.017856,0.204224,0.004832,0.046944,0.000544,0.013440,0.000448,0.001440,0.000928,0.000320,1.495967
1.176128,0.017600,0.203616,0.004832,0.046816,0.000608,0.013408,0.000384,0.001472,0.000832,0.000384,1.473024
1.141407,0.017536,0.203072,0.004864,0.046784,0.000608,0.013344,0.000416,0.001408,0.000768,0.000352,1.437055
1.192863,0.017504,0.202624,0.004832,0.047136,0.000640,0.013408,0.000384,0.001408,0.000832,0.000384,1.489247
1.172160,0.017344,0.203103,0.004928,0.046752,0.000640,0.013280,0.000352,0.001440,0.000736,0.000384,1.467455
1.165087,0.017408,0.202944,0.004928,0.046752,0.000576,0.013344,0.000384,0.001440,0.000800,0.000288,1.460095
1.181407,0.017536,0.202784,0.004864,0.046944,0.000608,0.013440,0.000352,0.001408,0.000992,0.000352,1.477919
1.160096,0.017471,0.202624,0.004896,0.046816,0.000608,0.013344,0.000384,0.001472,0.000864,0.000256,1.455903
1.178559,0.017568,0.203968,0.004960,0.046912,0.000576,0.013440,0.000416,0.001312,0.000832,0.000352,1.475231
1.136927,0.017536,0.202976,0.004800,0.046720,0.000576,0.013344,0.000416,0.001376,0.000768,0.000352,1.432223
1.152287,0.017568,0.215520,0.004896,0.046880,0.000576,0.013344,0.000384,0.001408,0.000768,0.000288,1.460287
1.159231,0.017664,0.202752,0.004896,0.046880,0.000608,0.013344,0.000416,0.001376,0.000928,0.000384,1.454719
1.168543,0.017600,0.202752,0.004992,0.046880,0.000576,0.013632,0.000416,0.001376,0.000960,0.000352,1.465183
1.195423,0.017696,0.203008,0.004928,0.046784,0.000576,0.013312,0.000448,0.001408,0.000800,0.000352,1.491327
1.156223,0.017696,0.202688,0.004896,0.046848,0.000576,0.013344,0.000448,0.001408,0.000800,0.000288,1.451359
1.184671,0.017408,0.202464,0.004896,0.046976,0.000576,0.013408,0.000384,0.001376,0.000672,0.000288,1.479103
1.205407,0.017440,0.202624,0.004832,0.046944,0.000800,0.013376,0.000416,0.001376,0.000960,0.000384,1.501407
1.204159,0.017312,0.219552,0.004960,0.046976,0.000544,0.013344,0.000384,0.001376,0.000832,0.000256,1.516639
1.142239,0.017600,0.202848,0.004832,0.046912,0.000800,0.013344,0.000384,0.001344,0.000704,0.000320,1.437567
1.182463,0.017568,0.202912,0.004832,0.046912,0.000608,0.013344,0.000384,0.001440,0.000800,0.000288,1.477375
1.162656,0.017312,0.203199,0.004864,0.046880,0.000576,0.013376,0.000384,0.001408,0.000704,0.000288,1.458015
1.197183,0.017504,0.202560,0.004896,0.046880,0.000608,0.013408,0.000352,0.001440,0.000736,0.000288,1.492319
1.207263,0.017888,0.204288,0.004896,0.048480,0.000800,0.013600,0.000384,0.001376,0.001312,0.000320,1.508159
1.229279,0.017952,0.204320,0.005056,0.048000,0.001056,0.014016,0.000384,0.001568,0.001408,0.000352,1.533151
1.178975,0.017824,0.225504,0.005280,0.048960,0.000576,0.014208,0.000416,0.001440,0.001152,0.000384,1.503743
1.213952,0.017632,0.203328,0.005088,0.050239,0.000800,0.013568,0.000416,0.001472,0.001344,0.000352,1.515359
1.191167,0.017760,0.203936,0.004928,0.049888,0.000800,0.014080,0.000480,0.001504,0.001184,0.000384,1.493727
1.237471,0.017888,0.203648,0.005024,0.047744,0.000576,0.013824,0.000416,0.001504,0.001184,0.000384,1.537567
1.203680,0.017824,0.202879,0.004864,0.048256,0.000768,0.014016,0.000416,0.001472,0.001280,0.000608,1.503199
1.212191,0.017600,0.203424,0.004832,0.049472,0.000800,0.013568,0.000416,0.001440,0.001184,0.000416,1.512703
1.199999,0.017568,0.203456,0.004832,0.048576,0.000800,0.013760,0.000416,0.001504,0.001152,0.000576,1.499423
1.227583,0.017536,0.204384,0.004896,0.047744,0.000608,0.013632,0.000416,0.001600,0.001120,0.000384,1.527391
1.194336,0.017536,0.205280,0.004768,0.047360,0.001056,0.013600,0.000384,0.001536,0.001024,0.000352,1.494624
1.206463,0.017440,0.204224,0.004832,0.047488,0.000576,0.013344,0.000416,0.001568,0.001088,0.000384,1.505631
1.202559,0.017568,0.203008,0.004896,0.047104,0.000576,0.013344,0.000416,0.001504,0.000992,0.000352,1.499487
1.159648,0.017568,0.203136,0.004864,0.047552,0.000640,0.013408,0.000416,0.001472,0.001056,0.000384,1.457024
1.201471,0.017440,0.203456,0.004864,0.047648,0.000768,0.013504,0.000416,0.001504,0.000992,0.000384,1.499775
1.184767,0.017536,0.202880,0.004992,0.048864,0.000800,0.013536,0.000416,0.001440,0.000992,0.000608,1.483807
1.258496,0.017600,0.203136,0.004800,0.047840,0.000800,0.013600,0.000416,0.001408,0.000928,0.000320,1.556672
1.205184,0.017632,0.203744,0.004800,0.047328,0.000576,0.013376,0.000448,0.001408,0.001024,0.000384,1.503392
1.187648,0.017728,0.220608,0.005248,0.047520,0.000576,0.013664,0.000416,0.001440,0.001056,0.000352,1.504288
1.195264,0.017600,0.203136,0.005056,0.048160,0.000800,0.013408,0.000384,0.001376,0.000992,0.000384,1.493664
1.170592,0.017472,0.203040,0.004928,0.048160,0.000608,0.013504,0.000384,0.001408,0.000960,0.000384,1.468064
1.203135,0.017856,0.204160,0.005056,0.048320,0.000768,0.014048,0.000544,0.001504,0.001376,0.000576,1.506687
1.174303,0.017792,0.203648,0.004832,0.048896,0.000800,0.013824,0.000448,0.001472,0.001760,0.000576,1.475455
1.215199,0.017888,0.203264,0.004864,0.048736,0.000800,0.013376,0.000384,0.001504,0.000992,0.000320,1.515295
1.169407,0.017600,0.204160,0.004832,0.047744,0.000800,0.013472,0.000448,0.001760,0.000992,0.000352,1.468319
1.228319,0.023328,0.202912,0.004768,0.047552,0.000608,0.013376,0.000384,0.001536,0.000992,0.000384,1.531807
1.181695,0.017600,0.203104,0.005056,0.048864,0.000576,0.013376,0.000352,0.001536,0.001024,0.000384,1.480511
1.171296,0.017952,0.203456,0.004864,0.047552,0.000608,0.013408,0.000384,0.001472,0.001024,0.000384,1.470048
