Layer[0],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.420257,0.726562,0.050496,0.000672,0.013632,0.000384,0.001536,0.001216,0.000352,1.223139
0.417025,0.701729,0.049249,0.000608,0.013600,0.000352,0.001632,0.001248,0.000352,1.192899
0.417761,0.708674,0.049088,0.000576,0.013696,0.000352,0.001664,0.001216,0.000384,1.200579
0.437505,0.702242,0.048640,0.000608,0.013728,0.000352,0.001536,0.001216,0.000352,1.213187
0.420513,0.737858,0.049024,0.000672,0.013792,0.000352,0.001728,0.001600,0.000384,1.233155
0.420705,0.734754,0.048608,0.000640,0.013632,0.000352,0.001536,0.001184,0.000384,1.229059
0.420321,0.706210,0.049056,0.000640,0.013376,0.000320,0.001568,0.001216,0.000416,1.200227
0.415809,0.711906,0.049472,0.000672,0.013568,0.000416,0.001568,0.001216,0.000384,1.202083
0.421985,0.716738,0.050048,0.000640,0.013568,0.000352,0.001440,0.001248,0.000416,1.213603
0.421601,0.716066,0.048736,0.000608,0.013536,0.000384,0.001536,0.001216,0.000416,1.211651
0.420417,0.723810,0.049056,0.000576,0.013760,0.000352,0.001664,0.001248,0.000384,1.219395
0.432257,0.719554,0.048800,0.000608,0.013760,0.000384,0.001504,0.001248,0.000416,1.225507
0.416225,0.713762,0.048736,0.000608,0.013760,0.000384,0.001568,0.001248,0.000352,1.204003
0.421633,0.697282,0.049152,0.000672,0.013568,0.000352,0.001504,0.001248,0.000384,1.192771
0.415809,0.703650,0.049376,0.000672,0.013536,0.000384,0.001504,0.001184,0.000384,1.194051
0.421217,0.716194,0.048768,0.000672,0.013600,0.000384,0.001536,0.001280,0.000448,1.210915
0.419969,0.756002,0.050272,0.000608,0.013536,0.000384,0.001472,0.001280,0.000416,1.251043
0.421377,0.711330,0.049184,0.000608,0.013568,0.000384,0.001504,0.001280,0.000352,1.206819
0.415777,0.712066,0.048864,0.000672,0.013632,0.000352,0.001536,0.001312,0.000352,1.201731
0.416513,0.731105,0.048993,0.000736,0.013760,0.000352,0.001472,0.001024,0.000416,1.221251
0.415777,0.706530,0.048352,0.000704,0.013984,0.000384,0.001568,0.001152,0.000384,1.195907
0.415233,0.701858,0.049024,0.000672,0.013504,0.000384,0.001568,0.001216,0.000832,1.190499
0.435073,0.698434,0.049472,0.000672,0.013504,0.000352,0.001472,0.001120,0.000416,1.208099
0.420801,0.699298,0.048864,0.000736,0.013408,0.000384,0.001504,0.001120,0.000352,1.193187
0.420833,0.710978,0.048896,0.000608,0.013440,0.000352,0.001536,0.001088,0.000416,1.204931
0.415809,0.705090,0.048192,0.000704,0.013568,0.000352,0.001472,0.000992,0.000352,1.193411
0.416225,0.711714,0.050112,0.000704,0.013472,0.000384,0.001440,0.000960,0.000864,1.203235
0.416193,0.729666,0.049280,0.000640,0.013408,0.000352,0.001440,0.001056,0.000416,1.219427
0.415425,0.703906,0.048384,0.000672,0.013504,0.000384,0.001376,0.001120,0.000384,1.192611
0.416481,0.713666,0.048672,0.000672,0.013568,0.000352,0.001664,0.001152,0.000416,1.203651
0.420993,0.734402,0.048992,0.000640,0.013568,0.000320,0.001600,0.001248,0.000608,1.229539
0.415905,0.699425,0.048769,0.000704,0.013504,0.000384,0.001568,0.001120,0.000384,1.188387
0.416513,0.718850,0.048672,0.000672,0.013440,0.000384,0.001504,0.001088,0.000416,1.208579
0.437026,0.711585,0.049248,0.000704,0.013441,0.000384,0.001440,0.001024,0.000384,1.221636
0.420961,0.715874,0.048928,0.000672,0.013440,0.000416,0.001440,0.000992,0.000352,1.209955
0.420545,0.693858,0.048224,0.000640,0.013408,0.000384,0.001568,0.001088,0.000416,1.186915
0.452385,0.743970,0.051296,0.000672,0.014656,0.000384,0.001504,0.001120,0.000384,1.275811
0.416578,0.700705,0.048449,0.000736,0.013824,0.000576,0.001664,0.001120,0.000352,1.191524
0.420673,0.729058,0.048736,0.000672,0.013728,0.000416,0.001408,0.001088,0.000384,1.223619
0.421217,0.724897,0.049633,0.000704,0.013728,0.000352,0.001536,0.001120,0.000384,1.220771
0.416577,0.740610,0.049280,0.000672,0.013792,0.000384,0.001472,0.001152,0.000384,1.231747
0.421217,0.726050,0.049248,0.000704,0.013376,0.000352,0.001376,0.001088,0.000416,1.221027
0.420865,0.700866,0.049408,0.000704,0.013408,0.000320,0.001568,0.001120,0.000384,1.195747
0.421601,0.691298,0.049568,0.000704,0.013440,0.000352,0.001536,0.001024,0.000384,1.186531
0.438049,0.709922,0.049728,0.000672,0.013440,0.000352,0.001440,0.001120,0.000384,1.222563
0.420929,0.709954,0.048960,0.000672,0.013440,0.000352,0.001472,0.001056,0.000384,1.204163
0.420961,0.700450,0.048320,0.000672,0.013472,0.000352,0.001440,0.001152,0.000416,1.194339
0.421441,0.716898,0.049280,0.000672,0.013440,0.000352,0.001440,0.001088,0.000384,1.211779
0.415553,0.705826,0.049184,0.000672,0.013760,0.000352,0.001472,0.000960,0.000384,1.195075
0.420993,0.737442,0.053088,0.000736,0.013440,0.000384,0.001472,0.001184,0.000416,1.237379
0.420898,0.695329,0.049024,0.000736,0.013472,0.000384,0.001472,0.001249,0.000384,1.189636
0.416161,0.705922,0.048320,0.000672,0.013760,0.000352,0.001408,0.001152,0.000416,1.194659
0.420706,0.731169,0.057729,0.000736,0.013568,0.000416,0.001440,0.001056,0.000384,1.235108
0.420865,0.737218,0.056800,0.000640,0.013696,0.000384,0.001504,0.001120,0.000384,1.239619
0.415937,0.738978,0.048736,0.000672,0.013536,0.000384,0.001472,0.001152,0.000416,1.228323
0.437122,0.708545,0.048736,0.000672,0.013473,0.000352,0.001504,0.001088,0.000320,1.219812
0.415937,0.695810,0.051648,0.000672,0.013376,0.000416,0.001536,0.001120,0.000416,1.188963
0.420514,0.705857,0.050657,0.000704,0.013408,0.000384,0.001536,0.001056,0.000416,1.201316
0.417121,0.717634,0.048896,0.000608,0.013632,0.000352,0.001504,0.001344,0.000352,1.209027
0.420897,0.743042,0.049280,0.000608,0.013696,0.000384,0.001536,0.001024,0.000384,1.237923
0.416098,0.781922,0.048320,0.000672,0.013984,0.000416,0.001600,0.001152,0.000384,1.271940
0.415905,0.709442,0.049216,0.000672,0.013472,0.000384,0.001536,0.001152,0.000384,1.199011
0.421025,0.708226,0.049024,0.000704,0.013696,0.000352,0.001536,0.001088,0.000416,1.202851
0.420354,0.728033,0.048993,0.000704,0.013472,0.000384,0.001504,0.001120,0.000384,1.223140
0.420897,0.706882,0.049184,0.000672,0.013696,0.000352,0.001568,0.001152,0.000416,1.201411
0.420321,0.706018,0.048448,0.000576,0.013696,0.000320,0.001600,0.001120,0.000384,1.199427
0.440386,0.707105,0.049568,0.000736,0.013537,0.000384,0.001472,0.001280,0.000832,1.222532
0.420289,0.699778,0.049152,0.000704,0.013888,0.000384,0.001600,0.001024,0.000384,1.194691
0.415905,0.717346,0.049600,0.000672,0.013536,0.000384,0.001536,0.001344,0.000416,1.208291
0.420610,0.735105,0.049249,0.000576,0.013952,0.000352,0.001408,0.001120,0.000384,1.229828
0.420833,0.707586,0.048032,0.000640,0.013504,0.000352,0.001504,0.001056,0.000352,1.200835
0.420609,0.721410,0.050496,0.000736,0.013792,0.000384,0.001504,0.001280,0.000384,1.218819
0.416353,0.712993,0.048480,0.000704,0.013824,0.000352,0.001536,0.001056,0.000384,1.202563
0.416609,0.736450,0.048448,0.000704,0.013856,0.000320,0.001568,0.001120,0.000416,1.226563
0.415905,0.758146,0.052000,0.000704,0.013824,0.000352,0.001408,0.001184,0.000384,1.250723
0.416033,0.742114,0.048096,0.000640,0.014144,0.000352,0.001888,0.001376,0.000384,1.232131
0.417377,0.714786,0.048608,0.000736,0.013696,0.000416,0.001632,0.001184,0.000384,1.205603
0.436417,0.716290,0.048960,0.000672,0.013792,0.000352,0.001408,0.001088,0.000416,1.227203
0.417089,0.721026,0.048640,0.000608,0.013824,0.000384,0.001536,0.001312,0.000384,1.212419
0.416033,0.698722,0.066464,0.000768,0.014112,0.000352,0.001472,0.001120,0.000416,1.208067
0.420353,0.697857,0.048961,0.000640,0.013952,0.000384,0.001536,0.001216,0.000384,1.191811
0.420577,0.700770,0.049440,0.000576,0.013344,0.000320,0.001536,0.001088,0.000352,1.194499
0.415809,0.717890,0.052480,0.000704,0.013536,0.000384,0.001536,0.001056,0.000416,1.210371
0.420385,0.743202,0.048736,0.000672,0.013856,0.000352,0.001504,0.001184,0.000416,1.236995
0.415809,0.697122,0.048160,0.000640,0.013760,0.000352,0.001440,0.001120,0.000384,1.185443
0.420129,0.733794,0.050784,0.000704,0.013440,0.000416,0.001504,0.001088,0.000352,1.229443
0.416129,0.704386,0.048160,0.000672,0.013984,0.000416,0.001568,0.001120,0.000384,1.193603
0.420833,0.707553,0.049025,0.000704,0.013952,0.000384,0.001568,0.001056,0.000416,1.203363
0.432769,0.718338,0.048512,0.000704,0.013952,0.000384,0.001504,0.001216,0.000384,1.225411
0.420449,0.710274,0.049312,0.000640,0.014176,0.000352,0.001536,0.001120,0.000416,1.205315
0.420513,0.734498,0.065152,0.000576,0.013632,0.000576,0.001568,0.001184,0.000384,1.245507
0.420225,0.731106,0.048160,0.000640,0.013856,0.000352,0.001504,0.001312,0.000640,1.224547
0.420225,0.696033,0.049121,0.000736,0.013984,0.000416,0.001568,0.001152,0.000384,1.190115
0.420353,0.729986,0.048768,0.000704,0.013792,0.000352,0.001440,0.001088,0.000384,1.224483
0.420673,0.733474,0.050944,0.000608,0.013440,0.000384,0.001536,0.001120,0.000416,1.230563
0.420129,0.709794,0.052416,0.000640,0.014176,0.000416,0.001472,0.001056,0.000352,1.207651
0.415649,0.727906,0.048928,0.000704,0.013472,0.000384,0.001472,0.001088,0.000608,1.217091
0.420514,0.708673,0.049217,0.000736,0.013568,0.000352,0.001600,0.001184,0.000384,1.203460
0.416321,0.717570,0.049856,0.000608,0.013760,0.000416,0.001568,0.001280,0.000384,1.209251
0.432545,0.698498,0.048928,0.000640,0.013984,0.000352,0.001536,0.001184,0.000608,1.205539
0.423425,0.744706,0.049248,0.000640,0.014656,0.000384,0.001632,0.001536,0.000544,1.247747
0.421569,0.738178,0.051200,0.000672,0.015072,0.000384,0.001856,0.001568,0.000608,1.238307
0.416641,0.720226,0.048448,0.000704,0.014592,0.000416,0.001824,0.001312,0.000384,1.213507
0.416033,0.699842,0.048416,0.000704,0.014208,0.000320,0.001696,0.001344,0.000384,1.190403
0.420065,0.759586,0.048384,0.000704,0.014208,0.000352,0.001568,0.001376,0.000384,1.254179
0.420961,0.714178,0.048224,0.000704,0.013696,0.000352,0.001504,0.001152,0.000384,1.208131
0.415938,0.697921,0.048768,0.000672,0.014048,0.000352,0.001568,0.001152,0.000352,1.187619
0.434977,0.739458,0.048192,0.000704,0.013888,0.000416,0.001760,0.001344,0.000352,1.249635
0.416513,0.730754,0.048224,0.000736,0.013856,0.000320,0.001600,0.001376,0.000384,1.221987
0.415937,0.712962,0.050304,0.000704,0.013728,0.000384,0.001536,0.001184,0.000352,1.205283
0.415521,0.711170,0.048128,0.000640,0.013952,0.000416,0.001824,0.001152,0.000384,1.199811
0.416513,0.735586,0.048384,0.000640,0.014048,0.000384,0.001504,0.001056,0.000416,1.225539
0.420289,0.736514,0.050560,0.000704,0.013760,0.000352,0.001568,0.001088,0.000384,1.231619
0.415585,0.711842,0.048320,0.000736,0.013792,0.000352,0.001504,0.001024,0.000384,1.200131
0.420129,0.711266,0.047968,0.000672,0.013760,0.000416,0.001600,0.001152,0.000416,1.203875
0.415521,0.751106,0.048288,0.000672,0.013472,0.000352,0.001440,0.001088,0.000416,1.239715
0.416322,0.713665,0.048193,0.000736,0.013504,0.000352,0.001536,0.001184,0.000384,1.203524
0.421218,0.743234,0.049152,0.000704,0.013728,0.000384,0.001440,0.001088,0.000384,1.238692
0.435969,0.729922,0.049184,0.000672,0.013984,0.000384,0.001536,0.001216,0.000384,1.241827
0.420929,0.717858,0.049408,0.000608,0.013888,0.000416,0.001536,0.001120,0.000416,1.213827
0.421025,0.726242,0.051328,0.000608,0.014688,0.000448,0.001728,0.001376,0.000384,1.225219
0.419905,0.703265,0.050337,0.000672,0.013696,0.000416,0.001824,0.001152,0.000352,1.201187
0.420322,0.698753,0.048385,0.000672,0.013888,0.000384,0.001440,0.001024,0.000384,1.192996
0.421025,0.716994,0.050400,0.000704,0.013729,0.000384,0.001504,0.001088,0.000416,1.213988
0.421249,0.719010,0.048160,0.000704,0.013664,0.000416,0.001536,0.001056,0.000416,1.213507
0.416289,0.714786,0.050016,0.000704,0.013824,0.000352,0.001760,0.001120,0.000384,1.206243
0.436609,0.712738,0.048288,0.000704,0.013920,0.000352,0.001376,0.001344,0.000352,1.224931
0.420353,0.717250,0.048384,0.000704,0.013856,0.000352,0.001536,0.001056,0.000384,1.211203
0.416641,0.727106,0.048832,0.000704,0.013856,0.000352,0.001568,0.001216,0.000384,1.218915
0.420193,0.692418,0.048256,0.000672,0.013952,0.000352,0.001632,0.001184,0.000416,1.186083
0.416033,0.701314,0.048000,0.000896,0.013760,0.000384,0.001632,0.001280,0.000384,1.190595
0.415713,0.729506,0.051232,0.000672,0.014080,0.000384,0.001440,0.001120,0.000416,1.222243
0.420097,0.697090,0.048224,0.000704,0.013728,0.000352,0.001504,0.001024,0.000416,1.189507
0.415329,0.696258,0.049120,0.000672,0.013504,0.000352,0.001440,0.001152,0.000416,1.185315
0.420289,0.750082,0.051264,0.000672,0.013536,0.000320,0.001440,0.001024,0.000320,1.245635
0.422593,0.759042,0.049376,0.000576,0.014016,0.000352,0.001536,0.002016,0.000576,1.259587
0.416737,0.712930,0.048032,0.000704,0.014624,0.000352,0.001600,0.001536,0.000384,1.204035
0.433313,0.731906,0.048832,0.000672,0.015040,0.000384,0.001664,0.001921,0.000576,1.241284
0.421090,0.694369,0.048000,0.000864,0.014369,0.000352,0.001472,0.001664,0.000384,1.189220
0.420514,0.693857,0.049408,0.000672,0.013888,0.000384,0.001473,0.001408,0.000416,1.188548
0.420258,0.708257,0.049664,0.000608,0.013505,0.000352,0.001408,0.001344,0.000384,1.202340
0.420386,0.711009,0.049088,0.000672,0.013505,0.000352,0.001408,0.001248,0.000352,1.204868
0.420322,0.726721,0.049665,0.000640,0.013472,0.000320,0.001440,0.001120,0.000352,1.222052
0.416194,0.726273,0.048193,0.000704,0.013504,0.000352,0.001440,0.001248,0.000352,1.214884
0.416001,0.706945,0.048289,0.000608,0.013504,0.000352,0.001472,0.001120,0.000352,1.195523
0.430561,0.740002,0.051200,0.000640,0.013504,0.000384,0.001440,0.001216,0.000384,1.246435
0.420065,0.708098,0.047968,0.000544,0.013792,0.000384,0.001472,0.001120,0.000352,1.200675
0.418881,0.706274,0.048480,0.001184,0.013632,0.000384,0.001440,0.001248,0.000384,1.199235
0.438689,0.734850,0.048448,0.000640,0.014528,0.000384,0.001600,0.001120,0.000384,1.247395
0.420865,0.703906,0.050016,0.000672,0.014048,0.000352,0.001408,0.001152,0.000320,1.199683
0.420609,0.742114,0.049344,0.000576,0.013792,0.000384,0.001472,0.000992,0.000384,1.236707
0.420193,0.708994,0.048192,0.000672,0.013504,0.000352,0.001440,0.001184,0.000384,1.201635
0.414978,0.689441,0.047776,0.000608,0.013536,0.000416,0.001472,0.001120,0.000352,1.176099
0.420130,0.732897,0.050977,0.000672,0.013600,0.000416,0.001376,0.001216,0.000352,1.228548
0.420065,0.702209,0.047489,0.000608,0.013600,0.000416,0.001536,0.000992,0.000320,1.193859
0.415905,0.710882,0.047744,0.000704,0.013600,0.000384,0.001472,0.001280,0.000352,1.199075
0.415809,0.760866,0.048672,0.000672,0.014240,0.000352,0.001536,0.001024,0.000384,1.250659
0.416353,0.710530,0.051968,0.000672,0.013760,0.000352,0.001440,0.001184,0.000384,1.204195
0.420737,0.705762,0.048352,0.000608,0.014304,0.000352,0.001504,0.001088,0.000384,1.199939
0.432161,0.706946,0.048448,0.000640,0.014016,0.000352,0.001472,0.001248,0.000352,1.212259
0.420673,0.708418,0.048864,0.000672,0.013568,0.000352,0.001504,0.001152,0.000384,1.201923
0.420065,0.709345,0.048257,0.000640,0.030784,0.000416,0.001504,0.001152,0.000384,1.219523
0.420417,0.708930,0.047584,0.000704,0.013408,0.000608,0.001472,0.001024,0.000352,1.201667
0.420641,0.736962,0.047680,0.000704,0.013632,0.000320,0.001472,0.001120,0.000320,1.229667
0.420417,0.726690,0.047776,0.000672,0.013440,0.000352,0.001568,0.001088,0.000384,1.219235
0.420449,0.707682,0.047424,0.000704,0.013504,0.000416,0.001472,0.001216,0.000576,1.200291
0.416417,0.707490,0.047744,0.000640,0.013440,0.000384,0.001536,0.001056,0.000384,1.195875
0.415841,0.729090,0.048032,0.000736,0.013856,0.000416,0.001504,0.001248,0.000416,1.219427
0.416705,0.713409,0.048289,0.000608,0.013440,0.000416,0.001536,0.000864,0.000416,1.203395
0.420257,0.711522,0.048640,0.000608,0.013952,0.000352,0.001472,0.001216,0.000384,1.205539
0.444129,0.694498,0.049952,0.000864,0.013600,0.000384,0.001440,0.001344,0.000384,1.213635
0.420737,0.709218,0.048256,0.000640,0.014048,0.000352,0.001568,0.001248,0.000640,1.203747
0.420609,0.738690,0.066368,0.000864,0.014080,0.000384,0.001632,0.001440,0.000416,1.252515
0.424545,0.744450,0.049312,0.000704,0.014336,0.000352,0.001664,0.001408,0.000608,1.246595
0.422337,0.717506,0.048608,0.000640,0.014496,0.000384,0.001632,0.001472,0.000576,1.215491
0.416129,0.743202,0.049984,0.000800,0.013824,0.000384,0.001632,0.001248,0.000416,1.235075
0.421154,0.712769,0.048449,0.000800,0.013920,0.000384,0.001600,0.001248,0.000352,1.207716
0.416545,0.707074,0.048576,0.000704,0.014528,0.000640,0.001728,0.001280,0.000384,1.199171
0.433217,0.699618,0.048256,0.000608,0.014080,0.000384,0.001632,0.001184,0.000352,1.206595
0.420705,0.709986,0.049184,0.000608,0.014112,0.000672,0.001536,0.001184,0.000608,1.206339
0.420034,0.710721,0.048448,0.000704,0.014593,0.000640,0.001600,0.001216,0.000352,1.205156
0.420385,0.717314,0.049088,0.000832,0.014400,0.000384,0.001600,0.001184,0.000416,1.212323
0.420321,0.700930,0.048384,0.000672,0.014240,0.000352,0.001664,0.001152,0.000384,1.194627
0.420609,0.743554,0.048736,0.000832,0.014112,0.000416,0.001568,0.001216,0.000416,1.239139
0.416130,0.746177,0.048257,0.000672,0.013920,0.000352,0.001600,0.001120,0.000832,1.237092
0.417217,0.712610,0.048672,0.000640,0.014272,0.000352,0.001536,0.001280,0.000416,1.203939
0.416481,0.733570,0.048512,0.000608,0.013824,0.000384,0.001568,0.001152,0.000384,1.223395
0.420642,0.722881,0.048481,0.000672,0.013440,0.000416,0.001664,0.001280,0.000640,1.218212
0.421153,0.702850,0.048064,0.000640,0.013728,0.000384,0.001600,0.001280,0.000608,1.197443
0.435361,0.719842,0.048224,0.000672,0.013984,0.000384,0.001504,0.001248,0.000608,1.229251
0.417442,0.700129,0.048320,0.000608,0.013505,0.000384,0.001632,0.001248,0.000384,1.190628
0.420641,0.719842,0.048032,0.000672,0.014112,0.000352,0.001600,0.001152,0.000384,1.231811
0.420097,0.731106,0.048768,0.000672,0.013888,0.000352,0.001536,0.001184,0.000352,1.225059
0.419905,0.721410,0.048608,0.000608,0.013984,0.000384,0.001601,0.001216,0.000384,1.214948
0.421473,0.741666,0.051136,0.000608,0.013728,0.000384,0.001472,0.001248,0.000416,1.239427
0.420897,0.713506,0.048960,0.000672,0.013536,0.000384,0.001632,0.001312,0.000384,1.208355
0.420673,0.743778,0.048481,0.000576,0.013504,0.000352,0.001632,0.001216,0.000640,1.238244
0.434401,0.723874,0.048512,0.000704,0.013824,0.000352,0.001600,0.001280,0.000384,1.233123
0.416161,0.712258,0.048608,0.000640,0.014240,0.000608,0.001600,0.001536,0.000352,1.202947
0.421249,0.745090,0.049120,0.000672,0.014144,0.000352,0.001472,0.001248,0.000352,1.241027
0.416353,0.715618,0.048800,0.000672,0.014208,0.000352,0.001632,0.001248,0.000416,1.206915
0.420738,0.708001,0.050016,0.000640,0.013985,0.000384,0.001632,0.001216,0.000384,1.204004
0.420065,0.736546,0.049952,0.000608,0.014368,0.000384,0.001568,0.001152,0.000384,1.232323
0.420449,0.741602,0.048288,0.000704,0.013728,0.000352,0.001632,0.001184,0.000416,1.235331
0.415681,0.714434,0.048288,0.000672,0.013696,0.000384,0.001632,0.001216,0.000384,1.203651
0.415489,0.741986,0.050208,0.000704,0.013856,0.000384,0.001600,0.001184,0.000384,1.232899
0.422370,0.718465,0.048417,0.000672,0.013952,0.000352,0.001664,0.001216,0.000416,1.215012
0.415425,0.710050,0.048672,0.000736,0.013984,0.000384,0.001728,0.001184,0.000352,1.199747
0.436545,0.712738,0.048320,0.000672,0.013824,0.000352,0.001536,0.001248,0.000608,1.222915
0.420417,0.714626,0.048544,0.000672,0.014112,0.000352,0.001504,0.001184,0.000416,1.209187
0.415969,0.754018,0.067552,0.000928,0.013856,0.000384,0.001504,0.001248,0.000384,1.263683
0.416897,0.713058,0.048352,0.000672,0.013440,0.000352,0.001536,0.001248,0.000320,1.203235
0.415841,0.713090,0.048576,0.000640,0.014240,0.000384,0.001696,0.001280,0.000416,1.202755
0.420001,0.742178,0.049889,0.000640,0.013824,0.000352,0.001440,0.001248,0.000384,1.237924
0.420833,0.713314,0.048352,0.000704,0.013696,0.000352,0.001632,0.001312,0.000384,1.207651
0.420737,0.724258,0.048576,0.000704,0.013664,0.000576,0.001568,0.001280,0.000384,1.219395
0.444033,0.725122,0.048704,0.000864,0.014176,0.000416,0.001600,0.001216,0.000384,1.245251
0.417505,0.720674,0.049056,0.000960,0.014272,0.000576,0.001664,0.001280,0.000384,1.214467
0.421537,0.722434,0.049056,0.000928,0.014240,0.000608,0.001632,0.001888,0.000832,1.221795
0.419745,0.711810,0.048416,0.000864,0.014400,0.000384,0.001824,0.001088,0.000608,1.206531
0.420161,0.738018,0.048352,0.000704,0.014336,0.000352,0.001824,0.001280,0.000416,1.232035
0.420833,0.735202,0.048512,0.000576,0.014016,0.000352,0.001568,0.001024,0.000352,1.230723
0.421281,0.740546,0.050240,0.000672,0.013696,0.000352,0.001632,0.001312,0.000384,1.236931
0.421217,0.757538,0.051360,0.000640,0.014304,0.000384,0.001568,0.001120,0.000384,1.255811
0.420129,0.734306,0.051392,0.000672,0.013952,0.000352,0.001440,0.001216,0.000448,1.231203
0.420545,0.717826,0.051552,0.000832,0.013984,0.000384,0.001600,0.001056,0.000384,1.214979
0.417537,0.714530,0.048320,0.000640,0.013856,0.000416,0.001632,0.001280,0.000416,1.206083
0.439009,0.708738,0.048384,0.000640,0.014624,0.000352,0.001632,0.001088,0.000384,1.221987
0.420801,0.720066,0.048480,0.000672,0.014464,0.000608,0.001664,0.001312,0.000416,1.215491
0.420673,0.713762,0.067008,0.000832,0.014656,0.000352,0.001568,0.001408,0.000640,1.228323
0.415777,0.713730,0.047968,0.000704,0.013632,0.000352,0.001632,0.001248,0.000384,1.201827
0.420449,0.708418,0.048320,0.000736,0.013792,0.000352,0.001504,0.001152,0.000352,1.202115
0.420609,0.756226,0.050080,0.000704,0.013760,0.000352,0.001536,0.001312,0.000416,1.253059
0.416833,0.715074,0.048192,0.000672,0.013824,0.000352,0.001568,0.001088,0.000352,1.204899
0.420321,0.699810,0.047968,0.000640,0.013440,0.000352,0.001472,0.001344,0.000320,1.192195
0.437537,0.749090,0.048448,0.000832,0.013536,0.000384,0.001504,0.001024,0.000416,1.260483
0.417281,0.711778,0.048512,0.000640,0.014016,0.000352,0.001696,0.001312,0.000384,1.203651
0.420578,0.721505,0.051361,0.000640,0.014240,0.000608,0.001568,0.001088,0.000384,1.219396
0.420161,0.715138,0.048256,0.000704,0.013600,0.000384,0.001632,0.001248,0.000352,1.208387
0.415521,0.739426,0.048256,0.000640,0.013536,0.000416,0.001600,0.001152,0.000384,1.227619
0.420577,0.743842,0.048832,0.000608,0.013568,0.000384,0.001472,0.001280,0.000352,1.237827
0.420097,0.702626,0.048416,0.000608,0.014144,0.000352,0.001600,0.001312,0.000416,1.196547
0.420833,0.712482,0.048576,0.000672,0.014400,0.000352,0.001632,0.001600,0.000352,1.207555
0.420289,0.732930,0.048416,0.000576,0.013536,0.000352,0.001504,0.001184,0.000384,1.226691
0.421697,0.712802,0.048416,0.000640,0.013600,0.000352,0.001440,0.001440,0.000416,1.207651
0.415809,0.730818,0.047872,0.000576,0.013440,0.000384,0.001408,0.001088,0.000352,1.220099
0.435009,0.705249,0.048449,0.000640,0.013568,0.000352,0.001568,0.001248,0.000384,1.214403
0.420737,0.741474,0.048096,0.000608,0.013696,0.000384,0.001568,0.001088,0.000384,1.236291
0.416737,0.712994,0.050752,0.000608,0.013536,0.000416,0.001440,0.001248,0.000352,1.205507
0.420610,0.697889,0.048353,0.000544,0.013472,0.000672,0.001600,0.001056,0.000416,1.191300
0.415841,0.717026,0.048160,0.000640,0.013824,0.000416,0.001568,0.001248,0.000384,1.205955
0.422145,0.722242,0.051136,0.000608,0.013728,0.000352,0.001440,0.001088,0.000384,1.221187
