Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[10],classifier
0.415201,0.017312,0.202177,0.004800,0.048576,0.144033,0.902659
0.415393,0.017472,0.202209,0.004960,0.047360,0.118016,0.869090
0.415394,0.017216,0.209920,0.004928,0.047200,0.126177,0.889667
0.415425,0.017536,0.202593,0.004896,0.047040,0.120096,0.878787
0.415553,0.017504,0.202912,0.004801,0.047392,0.137280,0.890562
0.415618,0.017664,0.202240,0.004800,0.046912,0.133793,0.895011
0.427329,0.017280,0.201985,0.004768,0.046912,0.128320,0.895875
0.416161,0.017344,0.202592,0.004864,0.046849,0.136800,0.897218
0.416866,0.017600,0.202848,0.004832,0.048224,0.130721,0.888963
0.415585,0.017536,0.202497,0.004832,0.047968,0.152320,0.918179
0.415361,0.017280,0.202240,0.004768,0.048385,0.131392,0.887586
0.415937,0.017600,0.201952,0.004832,0.047232,0.147489,0.904003
0.415521,0.017696,0.202561,0.004896,0.047040,0.120064,0.875490
0.429121,0.017568,0.202496,0.004864,0.047201,0.131872,0.906050
0.415553,0.017280,0.202208,0.004768,0.046944,0.127969,0.877219
0.415553,0.017312,0.201953,0.004832,0.046944,0.127456,0.882338
0.415554,0.020960,0.202080,0.004864,0.046944,0.119841,0.878147
0.415649,0.017376,0.202305,0.004832,0.047008,0.134912,0.888579
0.415777,0.017536,0.201953,0.004832,0.047168,0.123552,0.876098
0.415490,0.017504,0.202016,0.004768,0.046944,0.122241,0.873987
0.416129,0.017472,0.232161,0.005088,0.047072,0.126336,0.910019
0.415969,0.017696,0.201792,0.004865,0.047008,0.136128,0.889922
0.416097,0.017889,0.202432,0.004896,0.047168,0.132033,0.886051
0.415809,0.017280,0.202145,0.004768,0.047072,0.125024,0.881154
0.429281,0.017792,0.202560,0.004768,0.047009,0.122176,0.892130
0.416193,0.017504,0.202401,0.004800,0.047232,0.140801,0.896899
0.421409,0.017440,0.202209,0.004800,0.047040,0.132128,0.890114
0.415617,0.017536,0.202432,0.004832,0.047232,0.134625,0.888002
0.415681,0.017696,0.202401,0.004832,0.046912,0.120928,0.876739
0.415265,0.021024,0.202305,0.004832,0.047104,0.148064,0.902210
0.415426,0.017504,0.203168,0.004800,0.047360,0.137825,0.896739
0.434274,0.023168,0.203008,0.004832,0.049056,0.140225,0.926275
0.420609,0.017728,0.203201,0.004864,0.048896,0.134304,0.904707
0.416641,0.017312,0.202401,0.004800,0.048192,0.132928,0.888130
0.420193,0.017696,0.202336,0.004864,0.047745,0.140544,0.902562
0.421666,0.017504,0.202656,0.004864,0.048864,0.132897,0.896227
0.420673,0.017344,0.202721,0.004832,0.048512,0.134912,0.899075
0.420833,0.017696,0.202305,0.004832,0.049088,0.137600,0.900418
0.447457,0.017856,0.202336,0.004928,0.048801,0.138048,0.929314
0.415554,0.017440,0.202624,0.004864,0.047712,0.160417,0.921507
0.416001,0.017888,0.202209,0.004864,0.048448,0.132705,0.893571
0.420705,0.017568,0.202881,0.004896,0.048608,0.128064,0.887842
0.415745,0.017664,0.203328,0.004864,0.049121,0.130272,0.886498
0.416737,0.017313,0.202336,0.004800,0.048544,0.133153,0.893411
0.416161,0.017696,0.202433,0.004800,0.048352,0.132224,0.885987
0.420417,0.017536,0.219297,0.004992,0.048384,0.134400,0.916546
0.416066,0.017440,0.202976,0.004832,0.048096,0.132161,0.888579
0.416417,0.017312,0.202305,0.004832,0.048096,0.136032,0.894723
0.416065,0.017568,0.202529,0.004864,0.048096,0.133408,0.894946
0.416065,0.017440,0.202816,0.005024,0.047809,0.126976,0.882754
0.416161,0.017537,0.202304,0.004800,0.047872,0.131489,0.884643
0.419681,0.017536,0.203553,0.005152,0.048960,0.180417,0.949475
0.431777,0.017824,0.202785,0.004832,0.048512,0.153345,0.926179
0.415233,0.017696,0.203841,0.004832,0.050912,0.148096,0.909666
0.416833,0.017248,0.202688,0.004832,0.049761,0.150656,0.908674
0.415938,0.017248,0.201920,0.004864,0.049280,0.150081,0.905923
0.416993,0.017312,0.202241,0.004832,0.047680,0.136288,0.890563
0.416577,0.017408,0.202177,0.004832,0.047904,0.144288,0.902082
0.416705,0.017696,0.202048,0.004960,0.048417,0.131296,0.894242
0.417249,0.017601,0.237856,0.005536,0.047936,0.133025,0.927459
0.420961,0.017728,0.202465,0.004832,0.049344,0.132160,0.898115
0.416513,0.017632,0.202561,0.004832,0.048800,0.139840,0.894018
0.421122,0.017280,0.202336,0.004864,0.047968,0.137249,0.894915
0.416833,0.017280,0.203457,0.004896,0.048064,0.147137,0.903459
0.416353,0.017632,0.202145,0.004864,0.047488,0.146560,0.900610
0.417569,0.017536,0.202368,0.004896,0.047265,0.150976,0.923362
0.421122,0.017504,0.222080,0.005120,0.047456,0.137057,0.916323
0.417153,0.017664,0.203041,0.004896,0.047872,0.140449,0.896867
0.416897,0.017472,0.202177,0.005056,0.047584,0.147008,0.904002
0.416577,0.017952,0.202272,0.004864,0.049025,0.146624,0.903202
0.420578,0.017504,0.202848,0.004928,0.047840,0.143937,0.903555
0.416321,0.017472,0.202689,0.005056,0.047968,0.142528,0.895523
0.420705,0.017696,0.202433,0.004832,0.048896,0.140544,0.901378
0.417153,0.017440,0.223712,0.005184,0.047681,0.146816,0.924770
0.417185,0.017409,0.202752,0.004800,0.047936,0.149281,0.904803
0.417185,0.017376,0.202337,0.005280,0.047840,0.146240,0.901667
0.420257,0.017792,0.202337,0.004928,0.048576,0.136320,0.899042
0.417825,0.017600,0.201920,0.004800,0.048833,0.154400,0.911042
0.421634,0.017760,0.202464,0.005248,0.048192,0.150497,0.912099
0.416513,0.017440,0.202305,0.005088,0.048352,0.151553,0.907075
0.416769,0.017536,0.220545,0.005216,0.048448,0.154752,0.933923
0.417441,0.017632,0.203616,0.004865,0.048320,0.138752,0.895266
0.420994,0.017536,0.202944,0.005248,0.048992,0.142625,0.905635
0.421153,0.017472,0.202081,0.005280,0.048224,0.140513,0.900579
0.420321,0.017824,0.202369,0.004832,0.048448,0.132864,0.894466
0.417569,0.017888,0.203073,0.004864,0.049056,0.141088,0.899746
0.416801,0.017472,0.202368,0.005088,0.048256,0.149217,0.906690
0.418337,0.018112,0.221184,0.005216,0.048416,0.149153,0.930147
0.421633,0.017568,0.202529,0.005024,0.048448,0.139072,0.900419
0.420929,0.017536,0.202593,0.005024,0.048384,0.133984,0.897186
0.417121,0.017504,0.202176,0.005056,0.048577,0.153312,0.915138
0.421090,0.017504,0.202176,0.005216,0.048448,0.148321,0.910051
0.420769,0.017601,0.202112,0.004832,0.050208,0.146849,0.909891
0.415617,0.017728,0.203201,0.005120,0.048192,0.150592,0.907587
0.439009,0.017824,0.202497,0.005152,0.048608,0.154560,0.935842
0.420865,0.017568,0.202049,0.004832,0.049280,0.139968,0.901378
0.421250,0.017600,0.202240,0.005088,0.048320,0.175009,0.938691
0.421314,0.017728,0.202496,0.004928,0.048736,0.177121,0.943811
0.416417,0.017728,0.202561,0.005344,0.049376,0.138145,0.896163
0.421313,0.017536,0.202209,0.005024,0.047744,0.144736,0.905475
0.420961,0.017568,0.202753,0.004896,0.049280,0.141440,0.906306
0.437410,0.017696,0.202912,0.004896,0.049761,0.152384,0.936227
0.417442,0.017504,0.202304,0.004832,0.048416,0.133121,0.890787
0.416225,0.017888,0.202529,0.004864,0.047168,0.134208,0.893251
0.421409,0.017536,0.202465,0.005152,0.048640,0.162368,0.929794
0.420257,0.017504,0.203040,0.004800,0.048545,0.149312,0.912130
0.420674,0.018016,0.202688,0.005440,0.048608,0.133313,0.901603
0.420737,0.017888,0.202497,0.005216,0.049280,0.142241,0.909155
0.436033,0.017280,0.202785,0.004992,0.048640,0.141696,0.921891
0.420609,0.017920,0.202433,0.004928,0.049344,0.126816,0.889730
0.416450,0.017728,0.202208,0.005344,0.048384,0.150113,0.909187
0.420513,0.017856,0.202369,0.005024,0.048992,0.185729,0.953443
0.416385,0.017536,0.202497,0.004864,0.049312,0.123264,0.881731
0.417025,0.017792,0.202465,0.004864,0.049472,0.139456,0.901346
0.416481,0.017472,0.202432,0.005249,0.049024,0.137824,0.901058
0.434017,0.017664,0.203328,0.004928,0.048801,0.135168,0.913826
0.421057,0.017729,0.203040,0.004896,0.048992,0.135905,0.910307
0.420865,0.017472,0.202049,0.004960,0.049568,0.138912,0.904291
0.421057,0.017984,0.222369,0.005216,0.049248,0.132896,0.920866
0.415937,0.017664,0.202016,0.005344,0.048545,0.133696,0.892002
0.416738,0.017600,0.202240,0.005248,0.048352,0.133025,0.896227
0.416865,0.017792,0.202497,0.004896,0.048768,0.133664,0.894275
0.438305,0.017344,0.202273,0.004928,0.048800,0.158240,0.940003
0.421409,0.017440,0.202145,0.005280,0.048672,0.135200,0.899842
0.420898,0.017760,0.203648,0.005344,0.048192,0.132993,0.897379
0.416769,0.017633,0.220320,0.005632,0.048224,0.133441,0.911971
0.420257,0.017344,0.202209,0.004800,0.048000,0.139264,0.903203
0.420993,0.017600,0.202209,0.005280,0.047872,0.131744,0.895810
0.417313,0.017536,0.202304,0.004992,0.048513,0.133536,0.894082
0.417698,0.018528,0.202144,0.004832,0.048640,0.135297,0.896835
0.417761,0.017760,0.203937,0.004800,0.048608,0.138049,0.900771
0.417793,0.017696,0.203169,0.004928,0.048224,0.136096,0.898658
0.421569,0.017792,0.219873,0.005152,0.048320,0.142112,0.924194
0.416385,0.017792,0.202752,0.004960,0.048864,0.139329,0.902370
0.421153,0.017665,0.202528,0.005312,0.048800,0.138145,0.903683
0.416961,0.017408,0.202721,0.005312,0.048416,0.131712,0.889571
0.418209,0.017440,0.202177,0.005248,0.048512,0.139488,0.907394
0.416897,0.017632,0.202560,0.005248,0.048513,0.143872,0.902306
0.416930,0.017888,0.202144,0.004832,0.049312,0.132353,0.890659
0.421569,0.017792,0.203009,0.004832,0.048992,0.133729,0.924963
0.421217,0.017760,0.203105,0.005280,0.048832,0.150816,0.917795
0.420993,0.017920,0.202913,0.005088,0.048704,0.135936,0.901122
0.417025,0.017632,0.203201,0.005280,0.048288,0.138816,0.919810
0.417506,0.017760,0.203040,0.005280,0.049568,0.128225,0.890947
0.421377,0.017824,0.202497,0.005056,0.049088,0.138721,0.905667
0.421985,0.017760,0.202177,0.004928,0.049536,0.140896,0.907555
0.434625,0.017664,0.202497,0.004832,0.049312,0.136448,0.913698
0.420769,0.017504,0.203200,0.005024,0.048897,0.136128,0.902498
0.417474,0.017632,0.204096,0.005408,0.048288,0.136705,0.901283
0.416993,0.017408,0.202593,0.004800,0.049184,0.155713,0.917699
0.416129,0.017728,0.203617,0.004896,0.049920,0.134176,0.902019
0.416481,0.017376,0.203009,0.005280,0.048704,0.135328,0.894402
0.417601,0.017504,0.202624,0.004864,0.048865,0.135424,0.895298
0.433186,0.017760,0.203488,0.005280,0.048352,0.138689,0.915971
0.420929,0.017664,0.202689,0.004928,0.049984,0.132385,0.895683
0.421281,0.017728,0.202977,0.005088,0.048128,0.136352,0.900706
0.417537,0.017536,0.203201,0.005312,0.048416,0.152512,0.914658
0.417409,0.017440,0.202528,0.004928,0.048384,0.135521,0.894274
0.421154,0.017568,0.202496,0.004832,0.048544,0.140417,0.905219
0.420737,0.017376,0.202529,0.005248,0.048992,0.136352,0.901027
0.439745,0.018016,0.202529,0.005376,0.048768,0.135776,0.925154
0.416385,0.017632,0.202272,0.004928,0.049729,0.137600,0.895650
0.421250,0.017824,0.202304,0.004896,0.048736,0.135041,0.897859
0.420961,0.017760,0.203457,0.004992,0.068128,0.142497,0.929859
0.416737,0.018016,0.202529,0.005024,0.048384,0.136256,0.895235
0.420193,0.017536,0.202401,0.004928,0.049504,0.148320,0.911490
0.421538,0.017600,0.202304,0.004896,0.048096,0.141761,0.928163
0.416258,0.017632,0.202176,0.004864,0.048448,0.135361,0.894915
0.421217,0.017536,0.202081,0.005312,0.047904,0.137472,0.898467
0.416865,0.017504,0.202433,0.005056,0.048032,0.150976,0.910114
0.441729,0.017824,0.202880,0.005024,0.049377,0.156800,0.947938
0.416994,0.017280,0.202496,0.004896,0.048032,0.132769,0.890915
0.416769,0.017568,0.202273,0.004928,0.048064,0.138721,0.896195
0.416321,0.017536,0.203105,0.005280,0.048160,0.153600,0.914563
0.423233,0.017408,0.204193,0.004864,0.048672,0.149376,0.921890
0.417697,0.017504,0.203648,0.005248,0.049345,0.135296,0.903522
0.416930,0.017568,0.202432,0.005152,0.048832,0.143521,0.905315
0.435969,0.018337,0.204064,0.005344,0.048384,0.144609,0.927779
0.416801,0.017536,0.202785,0.005536,0.049056,0.143104,0.903299
0.416353,0.017952,0.202305,0.005280,0.048896,0.136160,0.895234
0.420801,0.017696,0.202912,0.005024,0.069057,0.157024,0.942850
0.416897,0.017536,0.202560,0.004896,0.049120,0.152929,0.913218
0.416385,0.017889,0.202400,0.005248,0.048672,0.153953,0.912835
0.417217,0.017728,0.202913,0.005056,0.048672,0.136896,0.896803
0.417217,0.017600,0.202913,0.004864,0.048384,0.135584,0.895042
0.416577,0.017696,0.203264,0.005281,0.048928,0.150752,0.913794
0.417154,0.017664,0.203232,0.005312,0.048512,0.138945,0.907651
0.416545,0.017473,0.221248,0.005216,0.048896,0.141857,0.919651
0.416417,0.017856,0.203297,0.004992,0.049024,0.149664,0.909251
0.416769,0.017728,0.202529,0.005024,0.048608,0.154816,0.913666
0.416961,0.017408,0.202656,0.004864,0.049217,0.153472,0.914018
0.416834,0.017632,0.202208,0.004800,0.048256,0.152193,0.909891
0.416481,0.017504,0.202817,0.004992,0.048672,0.137153,0.904003
0.416129,0.017568,0.202625,0.005216,0.048448,0.136448,0.895074
0.416769,0.017312,0.218497,0.004992,0.048288,0.136480,0.910882
0.416194,0.017504,0.202048,0.005408,0.047904,0.151105,0.908739
0.416833,0.017760,0.203713,0.005024,0.047808,0.156001,0.915747
0.416737,0.017280,0.204769,0.004928,0.048256,0.136096,0.902499
0.416129,0.017344,0.202433,0.004832,0.048384,0.150592,0.909922
0.417185,0.017920,0.202624,0.004928,0.048129,0.149056,0.909986
0.416642,0.017664,0.203008,0.005344,0.048544,0.149985,0.911299
0.420577,0.018336,0.203137,0.004832,0.050112,0.154465,0.937347
0.415777,0.021504,0.203169,0.004864,0.048064,0.152224,0.915139
0.420289,0.017344,0.202817,0.004832,0.048512,0.140672,0.902178
0.421730,0.017568,0.201984,0.004800,0.047968,0.131745,0.890563
0.420449,0.017504,0.202209,0.004832,0.048512,0.138561,0.898883
0.416513,0.017696,0.202081,0.004800,0.048448,0.148864,0.905666
0.420929,0.017792,0.202208,0.004832,0.048033,0.148992,0.908354
0.417825,0.017536,0.234913,0.005248,0.048288,0.134721,0.926371
0.416289,0.017408,0.202785,0.004800,0.047776,0.131264,0.889890
0.416033,0.017632,0.203936,0.004768,0.048225,0.145632,0.903362
0.415873,0.017665,0.202304,0.004992,0.048320,0.142529,0.898883
0.426977,0.017632,0.203329,0.004832,0.047776,0.142080,0.908578
0.416321,0.017344,0.202240,0.004800,0.048065,0.134368,0.891746
0.415841,0.017665,0.202624,0.004832,0.048864,0.141281,0.909219
0.416577,0.017440,0.202273,0.004832,0.059776,0.163712,0.939139
0.416641,0.017504,0.202241,0.004832,0.049344,0.132800,0.893282
0.415874,0.017728,0.202496,0.004768,0.048320,0.128289,0.887139
0.417601,0.017600,0.202049,0.004832,0.048288,0.139840,0.900515
0.430497,0.017632,0.202625,0.004832,0.048448,0.134336,0.905346
0.416066,0.017728,0.203392,0.005312,0.048448,0.140897,0.903651
0.416321,0.017568,0.202944,0.004832,0.048800,0.131489,0.891875
0.416481,0.017696,0.202177,0.005216,0.048448,0.152192,0.918434
0.416129,0.017312,0.202912,0.004800,0.048513,0.153696,0.913186
0.417314,0.017600,0.203264,0.004864,0.048128,0.150721,0.910371
0.417409,0.017760,0.204257,0.004800,0.049376,0.163264,0.924611
0.429953,0.017728,0.202977,0.005024,0.047648,0.149472,0.919394
0.415842,0.017504,0.202432,0.004832,0.047936,0.140129,0.893635
0.416385,0.021088,0.202113,0.004800,0.049440,0.128672,0.887715
0.416257,0.017760,0.203009,0.004800,0.047808,0.133568,0.892130
0.417442,0.017280,0.201920,0.004864,0.047808,0.132033,0.892227
0.416289,0.017632,0.202497,0.004832,0.048960,0.134432,0.891555
0.417345,0.017408,0.202081,0.005056,0.047872,0.141920,0.898434
0.418466,0.017376,0.215872,0.005184,0.048224,0.141441,0.912675
0.416513,0.017248,0.202145,0.004864,0.047936,0.148128,0.902595
0.417313,0.017664,0.202337,0.004864,0.049056,0.139008,0.900226
0.415874,0.017568,0.202240,0.004800,0.048928,0.128577,0.883587
0.441249,0.017248,0.202849,0.004768,0.048032,0.142112,0.922627
0.416289,0.017536,0.203457,0.004896,0.047936,0.148288,0.908450
0.418753,0.017760,0.203552,0.005313,0.048608,0.188384,0.961474
0.421249,0.017600,0.219777,0.005152,0.048832,0.155488,0.933794
0.422337,0.017632,0.202688,0.005280,0.048448,0.154433,0.923362
0.420258,0.017792,0.203648,0.005280,0.048416,0.152641,0.920675
0.416481,0.017504,0.202721,0.005376,0.048832,0.152993,0.913667
0.416993,0.017728,0.201985,0.005280,0.047968,0.155520,0.912867
0.421473,0.017344,0.203169,0.005280,0.048960,0.151840,0.917058
0.418689,0.017664,0.203008,0.005056,0.050433,0.152000,0.914402
0.459330,0.017792,0.203072,0.005088,0.048321,0.141824,0.940579
0.420993,0.017537,0.202208,0.005312,0.048544,0.142113,0.902595
0.421057,0.017504,0.203009,0.005184,0.048192,0.150624,0.915523
0.420737,0.017472,0.202561,0.004832,0.048480,0.164192,0.935170
0.420385,0.017856,0.202177,0.004864,0.048448,0.150368,0.911042
0.420289,0.017824,0.203168,0.004800,0.048416,0.149985,0.913346
0.420417,0.017505,0.202144,0.004864,0.048160,0.135169,0.901667
0.434977,0.018080,0.204193,0.005024,0.049952,0.139840,0.921859
0.417249,0.017728,0.203169,0.005056,0.048160,0.140352,0.901730
0.420961,0.017760,0.202624,0.005089,0.048384,0.135488,0.896674
0.421474,0.017760,0.202464,0.005088,0.048352,0.177537,0.950755
0.423298,0.017952,0.202624,0.004896,0.048576,0.136609,0.906211
0.417089,0.017536,0.202241,0.004960,0.048896,0.151361,0.910659
0.421153,0.017408,0.202465,0.004896,0.047712,0.133824,0.896130
0.436961,0.017344,0.202496,0.004865,0.048128,0.133120,0.907618
0.416578,0.017760,0.202112,0.004864,0.047648,0.149953,0.905539
0.421697,0.017600,0.203041,0.004896,0.047328,0.145569,0.906915
0.423009,0.017600,0.202785,0.004896,0.048672,0.136512,0.920323
0.421057,0.017664,0.202113,0.004864,0.048192,0.136800,0.904706
0.420609,0.017344,0.203104,0.005376,0.048545,0.140032,0.901186
0.416897,0.018304,0.202721,0.005088,0.047712,0.173089,0.930435
0.433025,0.017920,0.203649,0.004864,0.048928,0.146881,0.922563
0.421409,0.017440,0.202177,0.005120,0.048128,0.152000,0.913570
0.420449,0.017536,0.202561,0.004832,0.048672,0.151584,0.913186
0.421442,0.017952,0.220992,0.005056,0.047873,0.150176,0.930595
0.420610,0.017728,0.202240,0.004864,0.047136,0.150465,0.909539
0.415873,0.017696,0.202177,0.004864,0.047104,0.139424,0.893507
0.417921,0.017696,0.203009,0.004800,0.047200,0.138240,0.895618
0.422081,0.017536,0.202624,0.004864,0.047809,0.152320,0.915458
0.420354,0.017728,0.202400,0.005088,0.048672,0.160161,0.923139
0.420993,0.017569,0.202464,0.005312,0.048800,0.153761,0.915843
0.421281,0.036192,0.203649,0.005280,0.047936,0.153729,0.935395
0.417761,0.017696,0.202273,0.005344,0.048800,0.151872,0.911939
0.421185,0.017888,0.202817,0.005280,0.048992,0.151296,0.915042
0.416385,0.017568,0.202784,0.005248,0.048449,0.155968,0.929570
0.421185,0.017856,0.202368,0.005376,0.048416,0.137185,0.901186
0.417281,0.017760,0.202465,0.005312,0.048384,0.149409,0.906595
0.416417,0.017472,0.203169,0.004800,0.047648,0.150080,0.906499
0.429377,0.017856,0.203361,0.005312,0.048544,0.152320,0.922434
0.420609,0.017792,0.202880,0.004864,0.048481,0.134208,0.895170
0.420577,0.017761,0.203328,0.005312,0.048064,0.152065,0.913091
0.416865,0.017568,0.202817,0.004864,0.050048,0.136064,0.940195
0.421697,0.017312,0.202657,0.004800,0.048608,0.151168,0.912931
0.416257,0.017664,0.203425,0.005280,0.048384,0.136256,0.892482
0.421922,0.017792,0.202496,0.005024,0.048480,0.149665,0.912163
0.435233,0.017568,0.202753,0.005088,0.048032,0.149185,0.925827
0.416641,0.017472,0.203361,0.005248,0.047968,0.136576,0.896387
0.415553,0.017664,0.203072,0.005056,0.048033,0.146816,0.902466
0.418082,0.017792,0.202464,0.004896,0.048800,0.172257,0.936035
0.416033,0.017985,0.202400,0.005120,0.048480,0.148769,0.905731
0.416801,0.017568,0.203553,0.005312,0.048160,0.149504,0.907363
0.417153,0.017696,0.202529,0.005056,0.048384,0.146560,0.905186
0.435105,0.017760,0.202912,0.005280,0.047841,0.144896,0.917602
0.420866,0.017632,0.202016,0.005344,0.047392,0.150817,0.912579
0.417825,0.017408,0.202273,0.004864,0.047840,0.133984,0.889571
0.416385,0.017536,0.202273,0.004864,0.047936,0.173600,0.941187
0.416257,0.017504,0.203072,0.004833,0.047808,0.137120,0.895650
0.415938,0.017696,0.202144,0.004896,0.047232,0.139169,0.892803
0.421377,0.017504,0.202497,0.004864,0.047776,0.153217,0.914595
0.448769,0.017600,0.202881,0.005312,0.048384,0.148928,0.952099
0.416705,0.017696,0.202721,0.005088,0.047648,0.136160,0.894498
0.420769,0.017664,0.202656,0.005376,0.048032,0.146977,0.907138
0.416833,0.017793,0.202208,0.005120,0.047904,0.159905,0.917251
0.416641,0.017696,0.202049,0.005280,0.048288,0.141088,0.896451
0.417505,0.017600,0.202113,0.005280,0.048544,0.147488,0.906146
0.416449,0.017344,0.202848,0.005312,0.048097,0.148768,0.904866
0.437154,0.017952,0.202464,0.004832,0.048384,0.158945,0.937475
0.416481,0.017696,0.202721,0.004928,0.048032,0.147169,0.904547
0.415745,0.017600,0.203969,0.005280,0.048096,0.149824,0.909219
0.415937,0.017600,0.202913,0.005088,0.065760,0.147904,0.922882
0.417569,0.017600,0.203008,0.004864,0.049248,0.138657,0.901090
0.421025,0.017537,0.202592,0.005344,0.048768,0.146657,0.907363
0.416545,0.017568,0.203297,0.005280,0.047680,0.138080,0.893987
0.432065,0.017792,0.202561,0.005408,0.047616,0.136736,0.908354
0.417890,0.017440,0.202912,0.005312,0.048448,0.135361,0.895107
0.419042,0.018208,0.203296,0.005536,0.048160,0.177345,0.944195
0.421121,0.017632,0.220577,0.005184,0.048512,0.160705,0.946403
0.421857,0.017632,0.202625,0.005312,0.048832,0.156033,0.918979
0.416769,0.017536,0.202529,0.004896,0.048384,0.148448,0.904931
0.417089,0.017728,0.203585,0.005312,0.048512,0.149824,0.908290
0.415905,0.017600,0.202400,0.005056,0.048224,0.137953,0.895810
0.416449,0.017664,0.202049,0.004864,0.048064,0.128289,0.881411
0.416161,0.017536,0.202561,0.004896,0.049984,0.136288,0.897410
0.417441,0.017568,0.216129,0.004896,0.048192,0.159168,0.930658
0.420674,0.017536,0.204128,0.005600,0.048480,0.148961,0.911523
0.416865,0.017536,0.202113,0.004864,0.049088,0.126209,0.882627
0.418337,0.017536,0.202625,0.004928,0.048224,0.149664,0.908194
0.420897,0.017632,0.203328,0.004832,0.048129,0.147136,0.908994
0.417570,0.017504,0.202176,0.004800,0.047520,0.148481,0.903331
0.416769,0.017472,0.201985,0.004768,0.047232,0.120288,0.872579
0.417057,0.017248,0.217921,0.004992,0.047424,0.165792,0.935394
0.415810,0.017152,0.202080,0.004832,0.047520,0.135297,0.888515
0.415073,0.017632,0.202081,0.004864,0.047008,0.149601,0.901891
0.415649,0.017248,0.202369,0.004832,0.046944,0.115232,0.866210
0.431746,0.017472,0.202304,0.004800,0.047040,0.156001,0.922947
0.416097,0.017248,0.202721,0.004832,0.046944,0.134336,0.893379
0.416001,0.017600,0.202273,0.004832,0.046784,0.148864,0.903362
0.416130,0.017632,0.202592,0.004832,0.046816,0.159681,0.920355
0.415777,0.017697,0.202016,0.004832,0.046816,0.167201,0.920323
0.415361,0.017440,0.202241,0.004832,0.047072,0.152992,0.909379
0.415297,0.017664,0.202401,0.004832,0.046944,0.168384,0.922882
0.429985,0.017248,0.202016,0.004832,0.046945,0.151200,0.922082
0.415809,0.017409,0.202016,0.004896,0.046816,0.147969,0.902467
0.415425,0.017504,0.201921,0.004832,0.047040,0.148960,0.901187
0.415361,0.017632,0.202785,0.004800,0.047136,0.162528,0.919938
0.415618,0.017344,0.202400,0.004864,0.046816,0.134081,0.887491
