Layer[0],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.416225,0.804898,0.000960,0.002400,0.001344,0.000352,1.232003
0.442049,0.780066,0.000960,0.002656,0.001344,0.000640,1.235299
0.416129,0.771906,0.000960,0.002592,0.001184,0.000608,1.199235
0.415937,0.778338,0.000832,0.002848,0.001280,0.000384,1.206051
0.430977,0.779746,0.000800,0.002304,0.001376,0.000416,1.222307
0.415649,0.793026,0.000832,0.002400,0.001312,0.000640,1.221155
0.415809,0.795203,0.000768,0.002304,0.001280,0.000384,1.222596
0.417217,0.780866,0.000832,0.002432,0.001440,0.000384,1.210787
0.417185,0.812258,0.001120,0.002688,0.001248,0.000608,1.241507
0.416033,0.800483,0.001216,0.002368,0.001184,0.000384,1.227780
0.416833,0.759458,0.000800,0.002208,0.001248,0.000640,1.187107
0.416513,0.771394,0.000800,0.002272,0.001184,0.000352,1.198531
0.431105,0.763074,0.000704,0.002144,0.001248,0.000384,1.205283
0.416225,0.792706,0.001120,0.002208,0.001184,0.000352,1.219939
0.415745,0.777698,0.000704,0.003136,0.001248,0.000416,1.204643
0.416161,0.801314,0.000832,0.002784,0.001216,0.000576,1.229316
0.415873,0.763874,0.000928,0.002304,0.001120,0.000608,1.190243
0.416513,0.798658,0.000800,0.003264,0.001376,0.000608,1.228387
0.416513,0.779651,0.000768,0.002272,0.001376,0.000384,1.206468
0.416609,0.768258,0.000704,0.002528,0.001312,0.000384,1.196067
0.415841,0.791234,0.000896,0.003008,0.001184,0.000480,1.218851
0.416161,0.769282,0.000736,0.002240,0.001152,0.000544,1.197220
0.415777,0.767554,0.000672,0.002432,0.001152,0.000576,1.194339
0.436353,0.781346,0.000704,0.002496,0.001184,0.000640,1.231267
0.415554,0.770082,0.000768,0.002144,0.001152,0.000384,1.196004
0.415777,0.812962,0.000928,0.002464,0.001376,0.000608,1.241827
0.417825,0.773410,0.000960,0.002208,0.001344,0.000384,1.204035
0.417665,0.768514,0.000800,0.002528,0.001344,0.000608,1.198595
0.415649,0.829666,0.000704,0.002592,0.001248,0.000352,1.256387
0.415778,0.773346,0.000832,0.002784,0.001152,0.000352,1.200772
0.415745,0.774146,0.000640,0.002464,0.001216,0.000352,1.200451
0.416577,0.797698,0.000736,0.002368,0.001120,0.000352,1.225731
0.416353,0.794434,0.000832,0.002432,0.001152,0.000384,1.221859
0.416001,0.777858,0.000864,0.002496,0.001152,0.000352,1.205251
0.434722,0.776066,0.000864,0.002208,0.001248,0.000416,1.221668
0.415617,0.773058,0.000736,0.002528,0.001216,0.000448,1.199395
0.418209,0.806147,0.001248,0.003232,0.001152,0.000608,1.241764
0.418017,0.819746,0.000992,0.002624,0.001152,0.000384,1.249827
0.417089,0.771939,0.000672,0.002656,0.001248,0.000384,1.200676
0.416481,0.808322,0.000704,0.002432,0.001216,0.000384,1.235811
0.416257,0.781346,0.000768,0.002144,0.001120,0.000352,1.207971
0.416033,0.777986,0.000704,0.002144,0.001184,0.000352,1.205123
0.433569,0.795394,0.001152,0.002464,0.001184,0.000384,1.240579
0.415778,0.768450,0.000960,0.002336,0.001216,0.000384,1.195524
0.415073,0.775138,0.000896,0.002240,0.001216,0.000416,1.201411
0.415681,0.805283,0.000832,0.002272,0.001216,0.000384,1.231524
0.416641,0.780002,0.000800,0.002432,0.001248,0.000416,1.209315
0.416769,0.793762,0.000768,0.002464,0.001376,0.000384,1.221699
0.416449,0.761186,0.000704,0.002368,0.001120,0.000352,1.188067
0.417569,0.773794,0.000736,0.002368,0.001152,0.000416,1.201987
0.416354,0.803458,0.000768,0.002304,0.001120,0.000384,1.230692
0.416929,0.794242,0.000800,0.002240,0.001216,0.000416,1.221699
0.416737,0.774595,0.000928,0.002144,0.001248,0.000352,1.202180
0.429633,0.803042,0.000800,0.002176,0.001248,0.000384,1.243395
0.415905,0.796707,0.000672,0.002112,0.001248,0.000416,1.224196
0.416865,0.774498,0.000768,0.002528,0.001216,0.000640,1.202723
0.416545,0.783554,0.000897,0.002656,0.001280,0.000640,1.212196
0.416257,0.795426,0.000768,0.002560,0.001152,0.000608,1.222979
0.416321,0.800835,0.000768,0.002464,0.001216,0.000416,1.228964
0.416161,0.792738,0.000768,0.002368,0.001216,0.000384,1.220003
0.414785,0.768450,0.000736,0.002368,0.001184,0.000640,1.194147
0.417377,0.791938,0.000800,0.002144,0.001216,0.000640,1.220291
0.415873,0.762178,0.000864,0.002304,0.001152,0.000608,1.188835
0.418881,0.800898,0.000800,0.002336,0.001184,0.000640,1.230915
0.432033,0.772866,0.000864,0.002432,0.001120,0.000608,1.216003
0.417409,0.766274,0.000832,0.002272,0.001216,0.000608,1.194467
0.416929,0.841410,0.000704,0.002656,0.001216,0.000608,1.271395
0.416801,0.771362,0.000768,0.002336,0.001280,0.000384,1.199619
0.416129,0.776226,0.000736,0.002432,0.001216,0.000384,1.203203
0.416609,0.795554,0.000832,0.002272,0.001344,0.000384,1.223971
0.417249,0.773762,0.000768,0.002368,0.001248,0.000704,1.202307
0.416449,0.766850,0.000960,0.002336,0.001440,0.000352,1.194531
0.434145,0.781730,0.000800,0.002400,0.001184,0.000384,1.227331
0.416001,0.758946,0.000800,0.002272,0.001152,0.000704,1.185731
0.418785,0.787682,0.000896,0.002464,0.001568,0.000352,1.219939
0.416961,0.809410,0.000800,0.002432,0.001344,0.000608,1.238179
0.416065,0.778019,0.000736,0.002496,0.001440,0.000608,1.206276
0.416993,0.805826,0.000736,0.002368,0.001376,0.000384,1.234019
0.415522,0.763778,0.000800,0.002272,0.001280,0.000352,1.190404
0.415841,0.776642,0.000832,0.002592,0.001280,0.000384,1.203907
0.416482,0.821826,0.000768,0.002528,0.001216,0.000384,1.250052
0.417089,0.800642,0.000800,0.002688,0.001248,0.000608,1.229155
0.416385,0.768898,0.000736,0.002400,0.001248,0.000576,1.196515
0.434369,0.778947,0.000736,0.002368,0.001248,0.000416,1.224516
0.415521,0.775010,0.000704,0.002272,0.001248,0.000384,1.201283
0.416673,0.771683,0.000704,0.002272,0.001152,0.000608,1.199172
0.416641,0.782626,0.000832,0.002528,0.001184,0.000416,1.211331
0.415970,0.771106,0.000768,0.002464,0.001248,0.000384,1.198084
0.415745,0.804898,0.000928,0.002432,0.001216,0.000384,1.231875
0.416673,0.800418,0.000832,0.002464,0.001248,0.000640,1.228003
0.415937,0.775778,0.000736,0.002432,0.001216,0.000608,1.203011
0.432609,0.800418,0.000768,0.002336,0.001248,0.000608,1.244899
0.416353,0.801283,0.000768,0.002144,0.001216,0.000384,1.228548
0.415681,0.780322,0.000768,0.002336,0.001216,0.000352,1.207107
0.415745,0.800866,0.000768,0.002464,0.001248,0.000448,1.227843
0.416545,0.771970,0.000800,0.002144,0.001248,0.000704,1.199459
0.417313,0.817090,0.001248,0.002944,0.001536,0.000608,1.248323
0.416642,0.772258,0.000960,0.002592,0.001152,0.000384,1.200484
0.416833,0.809986,0.000832,0.002592,0.001280,0.000608,1.238563
0.417793,0.796322,0.000832,0.002720,0.001312,0.000416,1.226947
0.416513,0.773666,0.000704,0.002656,0.001184,0.000576,1.201667
0.416513,0.758594,0.000928,0.002432,0.001216,0.000384,1.186051
0.432577,0.774691,0.000896,0.002400,0.001344,0.000608,1.219268
0.417441,0.799682,0.000800,0.002624,0.001216,0.000640,1.228067
0.417857,0.763586,0.000928,0.002336,0.001216,0.000384,1.192579
0.416993,0.806338,0.001152,0.002528,0.001280,0.000352,1.235875
0.416385,0.805922,0.000864,0.002240,0.001248,0.000608,1.233827
0.417921,0.799170,0.000864,0.002624,0.001184,0.000384,1.228707
0.415937,0.776898,0.000768,0.002336,0.001248,0.000352,1.203715
0.417345,0.774402,0.000736,0.002304,0.001216,0.000384,1.202659
0.416898,0.796770,0.000768,0.002176,0.001152,0.000384,1.224484
0.416577,0.766402,0.000736,0.002272,0.001184,0.000352,1.193603
0.417281,0.774658,0.000832,0.002208,0.001216,0.000384,1.202979
0.430977,0.802019,0.000864,0.002432,0.001088,0.000352,1.244228
0.416833,0.777186,0.000736,0.002368,0.001216,0.000384,1.205315
0.417185,0.807394,0.000768,0.002368,0.001216,0.000384,1.236643
0.416865,0.776066,0.000800,0.002176,0.001184,0.000352,1.204035
0.416705,0.773858,0.000704,0.002304,0.001248,0.000384,1.201315
0.415714,0.805634,0.000864,0.002336,0.001376,0.000352,1.233220
0.417793,0.784962,0.001024,0.003040,0.001280,0.000608,1.216227
0.416097,0.775650,0.000832,0.002720,0.001216,0.000384,1.203043
0.438305,0.790818,0.000864,0.002528,0.001152,0.000576,1.241219
0.418017,0.766979,0.000768,0.002624,0.001216,0.000384,1.195780
0.416353,0.774434,0.000832,0.002240,0.001280,0.000352,1.201635
0.418401,0.777986,0.000768,0.002240,0.001184,0.000384,1.207267
0.417025,0.783203,0.000704,0.002528,0.001152,0.000384,1.212164
0.417409,0.798242,0.000800,0.002368,0.001184,0.000384,1.227171
0.417185,0.773890,0.000704,0.002272,0.001184,0.000352,1.202339
0.416993,0.774947,0.000704,0.002368,0.001184,0.000384,1.202468
0.416641,0.828450,0.000800,0.002528,0.001184,0.000416,1.256259
0.417729,0.774562,0.000736,0.002272,0.001184,0.000416,1.202883
0.417313,0.772739,0.000704,0.002240,0.001216,0.000416,1.200868
0.434177,0.811362,0.000832,0.002432,0.001312,0.000384,1.256675
0.415681,0.797314,0.000768,0.002464,0.001248,0.000416,1.223875
0.416705,0.840994,0.001216,0.002304,0.001248,0.000640,1.270499
0.416577,0.774659,0.000768,0.002400,0.001344,0.000640,1.203460
0.416481,0.759426,0.000704,0.002176,0.001216,0.000640,1.186851
0.416001,0.804834,0.000768,0.002432,0.001184,0.000640,1.232899
0.418274,0.792738,0.000640,0.002368,0.001248,0.000384,1.221828
0.415521,0.805730,0.000768,0.002464,0.001248,0.000640,1.232771
0.432897,0.764514,0.000768,0.002432,0.001184,0.000576,1.208771
0.416033,0.806786,0.000928,0.002656,0.001344,0.000608,1.234979
0.416769,0.773667,0.000864,0.002432,0.001312,0.000608,1.201764
0.416801,0.774786,0.000960,0.002304,0.001344,0.000640,1.202851
0.416353,0.761314,0.000704,0.002336,0.001216,0.000576,1.188675
0.417313,0.843235,0.000960,0.002528,0.001184,0.000608,1.272388
0.416225,0.772450,0.000768,0.002368,0.001184,0.000416,1.199587
0.415745,0.773442,0.000704,0.002400,0.001216,0.000384,1.200291
0.416194,0.832930,0.000768,0.002368,0.001248,0.000384,1.260612
0.416161,0.806659,0.000672,0.002400,0.001184,0.000352,1.233636
0.416321,0.757794,0.000960,0.002400,0.001184,0.000576,1.185059
0.430625,0.773954,0.000800,0.002144,0.001216,0.000352,1.215459
0.415842,0.773954,0.000736,0.002304,0.001216,0.000352,1.200420
0.416289,0.771330,0.000768,0.002304,0.001184,0.000384,1.198499
0.416353,0.770146,0.000768,0.002272,0.001216,0.000416,1.197123
0.417217,0.811042,0.000832,0.002400,0.001184,0.000384,1.239811
0.416354,0.812802,0.001152,0.002624,0.001376,0.000640,1.241476
0.417185,0.796803,0.000704,0.002336,0.001216,0.000320,1.224708
0.416129,0.802722,0.000768,0.002272,0.001184,0.000352,1.229443
0.436353,0.771522,0.000960,0.002272,0.001216,0.000608,1.219331
0.415713,0.767298,0.000736,0.002208,0.001216,0.000384,1.193699
0.415777,0.760802,0.000736,0.002240,0.001248,0.000384,1.187171
0.433217,0.776386,0.000800,0.002368,0.001248,0.000384,1.220419
0.416257,0.800738,0.000800,0.002272,0.001216,0.000576,1.227939
0.415586,0.799778,0.001088,0.002240,0.001184,0.000384,1.226180
0.415649,0.799299,0.000768,0.002560,0.001248,0.000384,1.226884
0.416865,0.759170,0.000736,0.002496,0.001184,0.000352,1.187171
0.417409,0.831650,0.001152,0.002528,0.001248,0.000352,1.260739
0.415873,0.764578,0.000832,0.002240,0.001152,0.000448,1.190947
0.415745,0.775971,0.000800,0.002464,0.001280,0.000352,1.202884
0.431361,0.792706,0.000736,0.002368,0.001280,0.000352,1.234979
0.416001,0.772290,0.000832,0.002336,0.001440,0.000384,1.199491
0.415873,0.796962,0.000736,0.002432,0.001280,0.000384,1.223779
0.415969,0.761058,0.000864,0.002336,0.001184,0.000608,1.188099
0.416833,0.770050,0.000928,0.002240,0.001248,0.000640,1.197987
0.416705,0.837186,0.000800,0.002432,0.001248,0.000608,1.266115
0.415969,0.768098,0.000832,0.002336,0.001248,0.000352,1.194691
0.415681,0.772834,0.000832,0.002304,0.001216,0.000384,1.199299
0.417282,0.798946,0.000896,0.002496,0.001184,0.000384,1.227236
0.416385,0.801826,0.000800,0.002560,0.001216,0.000352,1.229284
0.416001,0.770978,0.000768,0.002400,0.001248,0.000352,1.197827
0.435521,0.772994,0.000896,0.002592,0.001216,0.000416,1.219811
0.415841,0.808162,0.001056,0.002688,0.001280,0.000416,1.235907
0.416129,0.772034,0.001024,0.002368,0.001248,0.000352,1.199459
0.417857,0.782210,0.000768,0.002368,0.001184,0.000384,1.212163
0.416993,0.778658,0.000704,0.002368,0.001184,0.000608,1.207363
0.416801,0.801954,0.000832,0.002208,0.001216,0.000384,1.229795
0.416097,0.811042,0.000800,0.002240,0.001280,0.000608,1.238499
0.418017,0.779010,0.000864,0.002272,0.001216,0.000384,1.207843
0.417089,0.786210,0.000864,0.002400,0.001152,0.000384,1.214595
0.416162,0.769250,0.000768,0.002560,0.001280,0.000320,1.196548
0.417025,0.775138,0.000864,0.002208,0.001184,0.000608,1.203043
0.437761,0.776098,0.000768,0.002368,0.001248,0.000608,1.225251
0.416001,0.759106,0.000800,0.002272,0.001216,0.000576,1.186147
0.416673,0.777922,0.000800,0.002560,0.001216,0.000640,1.206819
0.417281,0.809410,0.000736,0.002304,0.001248,0.000352,1.237635
0.416898,0.776418,0.000800,0.002400,0.001152,0.000384,1.204548
0.416066,0.826146,0.000960,0.002400,0.001120,0.000416,1.253316
0.416641,0.780323,0.000736,0.002432,0.001184,0.000608,1.208484
0.416225,0.777602,0.000768,0.002656,0.001248,0.000608,1.205539
0.439297,0.776386,0.000768,0.002304,0.001184,0.000352,1.226723
0.416833,0.772994,0.000832,0.002592,0.001216,0.000384,1.200707
0.415809,0.769474,0.000896,0.002240,0.001216,0.000352,1.195683
0.435681,0.802178,0.000832,0.002368,0.001216,0.000384,1.249283
0.417313,0.768994,0.000768,0.002528,0.001152,0.000384,1.198979
0.417410,0.830786,0.000800,0.002304,0.001248,0.000416,1.259780
0.416417,0.770307,0.000832,0.002336,0.001184,0.000352,1.198180
0.416577,0.806083,0.000768,0.002336,0.001184,0.000608,1.234308
0.415841,0.799170,0.000736,0.002560,0.001216,0.000608,1.227011
0.416001,0.777314,0.000672,0.002400,0.001216,0.000608,1.204131
0.416929,0.772002,0.000736,0.002432,0.001088,0.000608,1.199811
0.434721,0.774114,0.000736,0.002240,0.001152,0.000416,1.219875
0.415713,0.756098,0.000736,0.002176,0.001152,0.000384,1.182275
0.415489,0.773090,0.000800,0.002432,0.001152,0.000384,1.199139
0.417122,0.777186,0.000864,0.002368,0.001248,0.000576,1.206244
0.416417,0.798723,0.000928,0.002432,0.001344,0.000576,1.226788
0.416929,0.837859,0.000832,0.002496,0.001216,0.000352,1.265796
0.416097,0.802915,0.000736,0.002272,0.001248,0.000384,1.229412
0.415521,0.797699,0.000768,0.002368,0.001216,0.000384,1.224292
0.415873,0.805251,0.000960,0.002400,0.001280,0.000352,1.232612
0.416961,0.798243,0.000736,0.002464,0.001280,0.000384,1.227588
0.414657,0.773955,0.000768,0.002336,0.001152,0.000384,1.199332
0.435969,0.809571,0.001152,0.002368,0.001216,0.000384,1.257060
0.416097,0.766498,0.000672,0.002368,0.001216,0.000352,1.193347
0.416161,0.787938,0.001248,0.002624,0.001280,0.000384,1.217539
0.416001,0.772194,0.000960,0.002624,0.001184,0.000352,1.199427
0.416417,0.775458,0.000768,0.002496,0.001216,0.000384,1.202883
0.416257,0.842370,0.000800,0.002432,0.001248,0.000352,1.270467
0.415873,0.762018,0.000768,0.002272,0.001248,0.000480,1.189027
0.415553,0.767426,0.000992,0.002368,0.001184,0.000384,1.194179
0.434241,0.779170,0.001056,0.002464,0.001248,0.000384,1.224867
0.416513,0.776706,0.000800,0.002592,0.001184,0.000384,1.204611
0.415969,0.772162,0.000736,0.002144,0.001152,0.000672,1.199043
0.416417,0.773346,0.000768,0.002336,0.001152,0.000352,1.200195
0.415906,0.782434,0.000768,0.002368,0.001216,0.000416,1.209764
0.416514,0.798018,0.000832,0.002592,0.001216,0.000608,1.226148
0.416354,0.775106,0.000736,0.002368,0.001248,0.000576,1.202596
0.416609,0.806626,0.000896,0.002560,0.001184,0.000576,1.235076
0.416450,0.798978,0.000992,0.002336,0.001184,0.000576,1.226788
0.416706,0.774082,0.000800,0.002848,0.001152,0.000352,1.201892
0.416065,0.771459,0.000736,0.002336,0.001280,0.000384,1.198116
0.430849,0.769539,0.000832,0.002336,0.001152,0.000384,1.211940
0.416417,0.768130,0.000768,0.002304,0.001152,0.000352,1.195299
0.415905,0.772322,0.000960,0.002304,0.001184,0.000416,1.198947
0.418913,0.792706,0.000864,0.002560,0.001184,0.000576,1.224323
0.417473,0.767746,0.000800,0.002368,0.001184,0.000416,1.196259
0.416865,0.804770,0.001120,0.002272,0.001248,0.000352,1.232483
0.415073,0.774242,0.000736,0.002336,0.001248,0.000608,1.200131
0.416641,0.772354,0.000896,0.002272,0.001184,0.000352,1.199907
0.417697,0.794626,0.000832,0.002432,0.001280,0.000416,1.223779
0.416129,0.773282,0.000960,0.002176,0.001216,0.000352,1.200003
0.417441,0.768706,0.000768,0.002176,0.001248,0.000576,1.196931
0.432993,0.762626,0.000736,0.002240,0.001184,0.000352,1.206403
0.417473,0.756386,0.000704,0.002368,0.001248,0.000416,1.184195
0.419905,0.812034,0.000960,0.002656,0.001248,0.000384,1.244259
0.417409,0.773858,0.000768,0.002304,0.001216,0.000384,1.201859
0.417697,0.771970,0.000800,0.002240,0.001248,0.000384,1.200451
0.417153,0.806530,0.001024,0.002400,0.001248,0.000352,1.234979
0.416545,0.808098,0.000704,0.002240,0.001216,0.000384,1.235363
0.416961,0.762050,0.000800,0.002400,0.001216,0.000608,1.190051
0.416737,0.793218,0.000800,0.002336,0.001152,0.000384,1.220643
0.416993,0.754658,0.000768,0.002144,0.001152,0.000416,1.182083
0.416257,0.760354,0.000832,0.002592,0.001216,0.000608,1.188131
0.434401,0.775202,0.001056,0.002528,0.001248,0.000576,1.221891
0.414977,0.776642,0.000736,0.002240,0.001152,0.000352,1.202467
0.415745,0.793794,0.000737,0.020000,0.001664,0.000416,1.238948
0.416801,0.779971,0.000736,0.002368,0.001216,0.000416,1.207524
0.416322,0.777986,0.000704,0.002400,0.001184,0.000608,1.205252
0.417250,0.805090,0.000896,0.002848,0.001376,0.000416,1.234244
0.415713,0.773282,0.000704,0.002400,0.001216,0.000384,1.200067
0.416449,0.802146,0.000864,0.002656,0.001216,0.000384,1.230275
0.435937,0.803426,0.000864,0.002432,0.001248,0.000416,1.251043
0.416673,0.769890,0.000736,0.002304,0.001248,0.000416,1.197379
0.416481,0.778018,0.000896,0.002592,0.001248,0.000640,1.206531
0.416193,0.775650,0.000736,0.002464,0.001216,0.000384,1.202819
0.416737,0.771394,0.000736,0.002272,0.001184,0.000352,1.198787
0.417569,0.802466,0.001056,0.002560,0.001408,0.000384,1.231811
0.416385,0.773218,0.000736,0.002336,0.001408,0.000384,1.200771
0.415681,0.773218,0.000736,0.002304,0.001152,0.000384,1.199748
0.416321,0.827971,0.001120,0.002304,0.001248,0.000352,1.255620
0.416802,0.757282,0.000768,0.002240,0.001248,0.000352,1.184836
0.416514,0.757506,0.000704,0.002272,0.001248,0.000384,1.184964
0.434978,0.772642,0.000768,0.002336,0.001152,0.000384,1.219140
0.416705,0.783810,0.000832,0.002432,0.001216,0.000416,1.212483
0.417153,0.794178,0.000800,0.002656,0.001280,0.000608,1.222819
0.415265,0.776002,0.000800,0.002336,0.001248,0.000416,1.202499
0.416161,0.802114,0.000800,0.002208,0.001280,0.000416,1.229027
0.417281,0.835202,0.000896,0.002688,0.001216,0.000416,1.264163
0.415809,0.769154,0.000800,0.002273,0.001152,0.000448,1.195844
0.415969,0.803235,0.000768,0.002432,0.001216,0.000384,1.230692
0.415009,0.796962,0.000800,0.002240,0.001152,0.000384,1.222563
0.415937,0.757730,0.000704,0.002208,0.001312,0.000384,1.184643
0.415713,0.804546,0.000832,0.002464,0.001184,0.000416,1.231043
0.436065,0.778370,0.000864,0.002528,0.001184,0.000416,1.226403
0.416833,0.792962,0.000832,0.002496,0.001184,0.000640,1.221315
0.416353,0.801602,0.000736,0.002432,0.001313,0.000416,1.229636
0.416481,0.771715,0.000736,0.002176,0.001120,0.000352,1.198596
0.416514,0.776738,0.000896,0.002464,0.001216,0.000384,1.204964
0.415841,0.792002,0.000704,0.002368,0.001216,0.000416,1.218659
0.415489,0.803554,0.000768,0.002400,0.001152,0.000416,1.229955
0.416545,0.772610,0.000768,0.002368,0.001248,0.000608,1.200067
0.433761,0.773826,0.000768,0.002368,0.001248,0.000640,1.219363
0.415361,0.773026,0.000800,0.002304,0.001280,0.000352,1.199427
0.417057,0.764290,0.000832,0.002528,0.001248,0.000640,1.193443
0.432513,0.773539,0.000704,0.002592,0.001408,0.000608,1.217764
0.417058,0.771778,0.000800,0.002272,0.001216,0.000608,1.199876
0.417185,0.792610,0.000864,0.002464,0.001248,0.000608,1.221731
0.420769,0.844098,0.000864,0.002400,0.001184,0.000384,1.276227
0.417313,0.774306,0.000960,0.002368,0.001216,0.000672,1.202915
0.415521,0.779746,0.001152,0.002624,0.001344,0.000672,1.208195
0.416417,0.800771,0.000864,0.002528,0.001184,0.000608,1.228228
0.417153,0.788450,0.000704,0.002272,0.001280,0.000384,1.216259
0.435809,0.774018,0.000864,0.002496,0.001280,0.000416,1.221123
0.417217,0.766786,0.000768,0.002336,0.001216,0.000352,1.195651
0.415777,0.810530,0.000736,0.002176,0.001216,0.000352,1.236899
0.416289,0.776931,0.000768,0.002304,0.001248,0.000352,1.204228
0.416514,0.771874,0.000832,0.002272,0.001184,0.000640,1.199300
0.416865,0.797186,0.000736,0.002400,0.001216,0.000384,1.225315
0.416289,0.762818,0.000736,0.002368,0.001184,0.000608,1.190147
0.417473,0.779778,0.000736,0.002272,0.001248,0.000640,1.208259
0.416993,0.801250,0.000864,0.002336,0.001216,0.000673,1.229636
0.416802,0.770850,0.000672,0.002304,0.001152,0.000352,1.198404
0.417089,0.773666,0.000704,0.002176,0.001216,0.000640,1.201379
0.439041,0.784290,0.000832,0.002400,0.001248,0.000608,1.235619
0.415649,0.756930,0.000960,0.002272,0.001184,0.000384,1.183523
0.415937,0.768962,0.000736,0.002272,0.001216,0.000384,1.195587
0.416769,0.772899,0.000704,0.002304,0.001216,0.000640,1.200356
0.415713,0.774530,0.000768,0.002240,0.001248,0.000704,1.201475
0.414817,0.823778,0.000864,0.002432,0.001184,0.000384,1.249763
0.416225,0.775074,0.000768,0.002272,0.001248,0.000640,1.202435
0.416097,0.759971,0.000768,0.002272,0.001184,0.000640,1.187364
0.416578,0.793346,0.000800,0.002304,0.001216,0.000384,1.220996
0.414945,0.761730,0.000928,0.002240,0.001248,0.000352,1.187555
0.415841,0.761794,0.000736,0.002304,0.001248,0.000384,1.188835
