Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[9],Layer[10],classifier
0.415201,0.017696,0.201985,0.005120,0.048800,0.204801,0.000736,0.901379
0.415169,0.017696,0.202817,0.005056,0.049312,0.213856,0.000768,0.910978
0.415106,0.017536,0.201920,0.005152,0.048576,0.190369,0.000800,0.886179
0.415393,0.017888,0.201697,0.004800,0.049376,0.176993,0.000608,0.872323
0.415105,0.017856,0.202113,0.005280,0.049856,0.198208,0.000736,0.895298
0.415074,0.017664,0.202016,0.005024,0.049600,0.189377,0.000736,0.886019
0.415745,0.017760,0.215137,0.005248,0.048960,0.199713,0.000736,0.910787
0.415137,0.017760,0.201952,0.005216,0.049121,0.206112,0.000736,0.902946
0.415937,0.017568,0.201920,0.005280,0.048960,0.198305,0.000704,0.895939
0.415553,0.017824,0.202465,0.005280,0.049248,0.189920,0.000768,0.888226
0.437249,0.017824,0.202433,0.005216,0.049600,0.224096,0.000704,0.945410
0.415714,0.017728,0.202624,0.004800,0.051488,0.199937,0.000736,0.900195
0.415905,0.018016,0.202081,0.005120,0.049824,0.217473,0.000704,0.915043
0.416161,0.017536,0.215361,0.004928,0.048608,0.192097,0.000960,0.902147
0.415745,0.017760,0.203584,0.005056,0.049569,0.206080,0.000672,0.905634
0.415330,0.017792,0.202016,0.004800,0.050016,0.210913,0.000704,0.907459
0.414913,0.017792,0.202081,0.004832,0.048768,0.214081,0.000640,0.909507
0.436737,0.017824,0.201953,0.005248,0.048864,0.219936,0.000512,0.937410
0.415425,0.017760,0.202016,0.005056,0.048609,0.193344,0.000608,0.888802
0.415681,0.017632,0.202529,0.005312,0.048960,0.192481,0.000672,0.892323
0.415265,0.017920,0.202785,0.005088,0.063360,0.205345,0.000704,0.919427
0.415521,0.017760,0.202624,0.005088,0.048833,0.195584,0.000672,0.893634
0.415458,0.017760,0.202688,0.005056,0.048096,0.197537,0.000640,0.894531
0.415649,0.018048,0.201985,0.005248,0.049152,0.193569,0.000672,0.891427
0.442753,0.017760,0.202497,0.005056,0.047648,0.197184,0.000640,0.919650
0.415074,0.018016,0.202080,0.005216,0.048544,0.184609,0.000704,0.881219
0.416257,0.017728,0.202369,0.005248,0.048288,0.211553,0.000672,0.908483
0.420833,0.017664,0.203713,0.005216,0.048448,0.244128,0.000672,0.946914
0.419841,0.017952,0.202112,0.005152,0.049953,0.204160,0.000704,0.906754
0.420290,0.017920,0.202304,0.005120,0.048576,0.199265,0.000704,0.901891
0.420737,0.017632,0.202209,0.005152,0.048960,0.194817,0.000672,0.897155
0.432833,0.017856,0.202625,0.005088,0.048832,0.211648,0.000768,0.926882
0.421057,0.017568,0.202144,0.005024,0.049761,0.215200,0.000768,0.918402
0.421794,0.017984,0.203136,0.005216,0.048160,0.192513,0.000608,0.896131
0.420705,0.017600,0.203201,0.004992,0.048128,0.224385,0.000672,0.927267
0.420193,0.017568,0.202401,0.005088,0.048608,0.197728,0.000704,0.898466
0.420481,0.017760,0.203392,0.005248,0.048609,0.212224,0.000992,0.915554
0.420354,0.017952,0.203328,0.005184,0.048992,0.210913,0.001184,0.914275
0.431713,0.017857,0.203040,0.005216,0.048544,0.207457,0.000960,0.922147
0.417409,0.017952,0.202529,0.005152,0.049344,0.206049,0.000672,0.906819
0.423137,0.017792,0.202433,0.005056,0.048960,0.200960,0.000704,0.905602
0.416833,0.017632,0.203936,0.005120,0.048513,0.213632,0.000768,0.913090
0.419425,0.017761,0.202816,0.005088,0.049536,0.199713,0.000608,0.901379
0.420417,0.017792,0.203233,0.005088,0.048448,0.203297,0.000608,0.905059
0.420609,0.017952,0.202657,0.005280,0.049472,0.199136,0.000640,0.902306
0.432290,0.017760,0.203072,0.005216,0.049056,0.212513,0.000704,0.928675
0.423617,0.018209,0.204192,0.005024,0.049600,0.205985,0.000640,0.916835
0.416321,0.017856,0.205729,0.005344,0.049248,0.195457,0.000640,0.897251
0.420705,0.017760,0.203233,0.005024,0.049568,0.215936,0.000736,0.919938
0.419457,0.018496,0.203040,0.005248,0.049473,0.204512,0.000768,0.909538
0.420258,0.017760,0.202400,0.005216,0.049088,0.204673,0.000640,0.906915
0.421985,0.017728,0.202529,0.005248,0.048480,0.203425,0.000672,0.906435
0.434049,0.017856,0.202433,0.005024,0.048448,0.200481,0.000672,0.916067
0.422369,0.017536,0.203072,0.005216,0.049057,0.198880,0.000640,0.904002
0.420994,0.017856,0.203072,0.005056,0.048160,0.202177,0.000640,0.904739
0.418145,0.017665,0.204480,0.023264,0.049440,0.218913,0.001088,0.941923
0.416097,0.017696,0.203617,0.005280,0.047744,0.203873,0.000896,0.901667
0.421409,0.017568,0.202657,0.005088,0.048544,0.195488,0.000544,0.897250
0.421729,0.017984,0.203392,0.005152,0.048001,0.198688,0.000672,0.903106
0.434786,0.017824,0.202528,0.005024,0.048608,0.208289,0.000576,0.924707
0.420641,0.017760,0.202337,0.005120,0.048736,0.196577,0.000544,0.897827
0.416833,0.017536,0.202721,0.005024,0.047712,0.197056,0.000704,0.893698
0.421153,0.017504,0.218912,0.005312,0.047969,0.202784,0.000576,0.920834
0.420321,0.017537,0.202432,0.005056,0.048032,0.194817,0.000672,0.894531
0.420577,0.017600,0.202081,0.005024,0.049216,0.197633,0.000768,0.898915
0.415841,0.017536,0.202785,0.005088,0.047872,0.204320,0.000736,0.901154
0.432930,0.017824,0.202560,0.005056,0.048000,0.200609,0.000704,0.913987
0.421569,0.017664,0.202177,0.005056,0.047296,0.202177,0.000640,0.902531
0.420161,0.018016,0.202081,0.005152,0.047712,0.199104,0.000864,0.898978
0.416513,0.017824,0.202785,0.005184,0.064320,0.205504,0.000576,0.922690
0.420481,0.017728,0.202720,0.005408,0.047968,0.200353,0.000736,0.901762
0.422657,0.017760,0.202817,0.005184,0.048544,0.200481,0.000640,0.904931
0.420449,0.017568,0.204513,0.005056,0.048480,0.201185,0.000640,0.904131
0.440193,0.018016,0.202561,0.005088,0.048512,0.208416,0.000672,0.930434
0.417889,0.017856,0.203296,0.005056,0.048897,0.199520,0.000576,0.899970
0.421922,0.017696,0.203104,0.005088,0.048896,0.206337,0.000736,0.910499
0.420673,0.017600,0.222497,0.005312,0.048800,0.209409,0.000640,0.932643
0.421729,0.017792,0.203553,0.005184,0.048768,0.208769,0.000608,0.912899
0.414753,0.018336,0.203105,0.005344,0.048992,0.209856,0.000640,0.907234
0.421217,0.017632,0.203297,0.005056,0.048512,0.202976,0.000640,0.906402
0.416642,0.017792,0.203040,0.005248,0.048448,0.207777,0.000576,0.905987
0.421249,0.017760,0.202433,0.005088,0.049088,0.203617,0.000672,0.906179
0.420449,0.017792,0.203073,0.005280,0.048224,0.193921,0.000704,0.895651
0.416161,0.018016,0.237857,0.005376,0.048512,0.209440,0.000704,0.943554
0.420257,0.017792,0.202912,0.005312,0.048257,0.201888,0.000768,0.903522
0.416226,0.017760,0.202784,0.005088,0.049088,0.207777,0.000736,0.907267
0.420225,0.017824,0.202881,0.005056,0.048288,0.211937,0.000704,0.913955
0.415521,0.017824,0.203265,0.005248,0.048320,0.208417,0.000768,0.906147
0.420865,0.017600,0.202177,0.005152,0.047840,0.191488,0.000608,0.892066
0.419425,0.017600,0.202592,0.005216,0.048097,0.200032,0.000576,0.901858
0.439234,0.017760,0.203008,0.005216,0.047648,0.202817,0.000768,0.923619
0.416257,0.017504,0.202785,0.005024,0.048448,0.187809,0.000608,0.885347
0.421185,0.018048,0.203105,0.005120,0.047968,0.201216,0.000640,0.903586
0.417153,0.018272,0.202592,0.005056,0.048065,0.195392,0.000736,0.894242
0.421250,0.017568,0.202976,0.004992,0.048544,0.192929,0.000608,0.895139
0.415809,0.017504,0.202945,0.005312,0.048576,0.200897,0.000768,0.898179
0.422177,0.017856,0.202241,0.005120,0.048704,0.197216,0.000576,0.900226
0.439233,0.017952,0.203296,0.005280,0.048353,0.212448,0.000704,0.934850
0.417186,0.017824,0.202976,0.005248,0.048960,0.198337,0.000704,0.897187
0.422241,0.017792,0.202945,0.005184,0.048768,0.217793,0.000672,0.923203
0.421825,0.017536,0.202209,0.005312,0.048480,0.193760,0.000576,0.911778
0.421185,0.017600,0.202400,0.005025,0.049792,0.197184,0.000640,0.900066
0.417410,0.017952,0.202368,0.005120,0.048160,0.204897,0.000672,0.902851
0.420257,0.017792,0.202401,0.005184,0.048160,0.199297,0.000640,0.900195
0.438369,0.018016,0.202721,0.005312,0.049536,0.209089,0.000608,0.931331
0.421409,0.017760,0.202305,0.005056,0.049344,0.209344,0.000736,0.912322
0.421570,0.017632,0.203296,0.005056,0.048704,0.201761,0.000672,0.905059
0.420769,0.017760,0.202721,0.005088,0.048224,0.217825,0.000736,0.920707
0.416065,0.017760,0.203169,0.005184,0.048608,0.204129,0.000736,0.901955
0.417281,0.017888,0.202689,0.005120,0.048576,0.221376,0.000992,0.921282
0.419905,0.017760,0.202976,0.005056,0.049344,0.199649,0.000704,0.901922
0.436769,0.017857,0.202752,0.005056,0.050240,0.222081,0.000704,0.943043
0.415905,0.018048,0.203105,0.005088,0.048640,0.198753,0.000672,0.896963
0.416225,0.017696,0.202593,0.005088,0.048672,0.200128,0.000672,0.897890
0.415681,0.017824,0.202400,0.005088,0.048577,0.232576,0.000768,0.929602
0.415746,0.017824,0.202528,0.005120,0.049088,0.198305,0.000640,0.895875
0.421025,0.017728,0.202529,0.005536,0.051040,0.209249,0.000832,0.914531
0.421377,0.017760,0.202593,0.005504,0.048128,0.205729,0.000640,0.908355
0.440737,0.017728,0.202369,0.005216,0.048480,0.204384,0.000928,0.926626
0.420225,0.017760,0.202625,0.005120,0.047840,0.205504,0.000672,0.907682
0.416609,0.017888,0.202688,0.005280,0.048480,0.203585,0.000640,0.901922
0.416194,0.018304,0.202464,0.005216,0.067520,0.210465,0.000960,0.928579
0.420225,0.017920,0.202113,0.005056,0.047840,0.203681,0.000608,0.904035
0.415937,0.017632,0.202593,0.005248,0.048384,0.211872,0.000672,0.910050
0.416609,0.017600,0.203073,0.005280,0.048352,0.197600,0.000896,0.896258
0.433122,0.018080,0.202816,0.005312,0.048544,0.205281,0.000768,0.921443
0.415266,0.017792,0.202944,0.005504,0.048480,0.202721,0.000672,0.899683
0.416161,0.017728,0.203073,0.005216,0.048224,0.196225,0.000672,0.893699
0.415841,0.017632,0.218017,0.005280,0.048128,0.206208,0.000672,0.919362
0.416801,0.017728,0.202272,0.004993,0.048928,0.207744,0.000736,0.905922
0.420802,0.018080,0.202368,0.005120,0.049184,0.200353,0.000640,0.903107
0.417217,0.017760,0.202433,0.005280,0.048928,0.205473,0.000704,0.904291
0.415873,0.017664,0.201985,0.005088,0.049824,0.195297,0.000640,0.893155
0.417153,0.018208,0.202081,0.005312,0.048640,0.202688,0.000704,0.901218
0.421217,0.017856,0.202048,0.005152,0.048289,0.197440,0.000768,0.899106
0.420834,0.017568,0.219456,0.005184,0.048288,0.203745,0.000544,0.922819
0.416353,0.017696,0.202593,0.005088,0.050016,0.192865,0.000672,0.891587
0.416065,0.017920,0.202657,0.005024,0.048896,0.209504,0.000736,0.907618
0.419553,0.017856,0.204865,0.005216,0.049088,0.252992,0.001152,0.963490
0.422785,0.017856,0.203041,0.005056,0.049152,0.205696,0.000704,0.912290
0.421473,0.017984,0.203264,0.005152,0.049089,0.214496,0.000608,0.918754
0.420546,0.017728,0.202592,0.005152,0.048640,0.208385,0.000736,0.910851
0.455074,0.017888,0.203648,0.005024,0.048512,0.211521,0.000896,0.950403
0.418305,0.017568,0.202625,0.005088,0.048960,0.195041,0.000576,0.894755
0.417889,0.017952,0.202849,0.005312,0.049376,0.206528,0.000672,0.907714
0.416737,0.017792,0.202784,0.005121,0.048192,0.225408,0.000800,0.923874
0.417089,0.018048,0.203072,0.005184,0.048704,0.206625,0.000672,0.905954
0.417025,0.017793,0.202464,0.005056,0.048416,0.203073,0.000640,0.901123
0.418849,0.017664,0.202721,0.005312,0.048992,0.208033,0.000736,0.910179
0.434561,0.017600,0.203809,0.005280,0.048384,0.202240,0.000704,0.919554
0.415457,0.017792,0.202113,0.005216,0.048160,0.213248,0.000736,0.909410
0.416545,0.017824,0.202944,0.005184,0.048609,0.204512,0.000608,0.902786
0.416162,0.017760,0.222560,0.005280,0.048640,0.203521,0.000800,0.922211
0.416545,0.017760,0.202081,0.005088,0.048128,0.199137,0.000896,0.896195
0.415905,0.018016,0.202849,0.005120,0.048800,0.210240,0.000736,0.908386
0.420833,0.017824,0.202816,0.005312,0.047777,0.200064,0.000736,0.901762
0.415394,0.018272,0.203072,0.005280,0.048192,0.189281,0.000704,0.904931
0.419841,0.017760,0.202880,0.005120,0.047872,0.202625,0.000736,0.903587
0.416289,0.018048,0.202721,0.005024,0.047520,0.196545,0.000672,0.895139
0.415937,0.017856,0.218049,0.005376,0.048704,0.213440,0.000864,0.927842
0.415649,0.017984,0.203168,0.005344,0.048097,0.204992,0.000832,0.902146
0.419906,0.017824,0.202048,0.005248,0.047872,0.202657,0.000704,0.902595
0.415265,0.017856,0.202625,0.005280,0.048000,0.197121,0.000800,0.893667
0.420193,0.018016,0.202497,0.005312,0.048128,0.202561,0.000928,0.904291
0.420385,0.017632,0.202145,0.005280,0.048032,0.193984,0.000736,0.894818
0.420354,0.017888,0.202944,0.005376,0.047904,0.199553,0.000768,0.901475
0.420929,0.017825,0.222112,0.005248,0.048544,0.203713,0.000608,0.926243
0.421537,0.017728,0.202337,0.005024,0.047808,0.203425,0.000864,0.904995
0.416289,0.017728,0.202657,0.005152,0.047968,0.210560,0.000864,0.909026
0.420385,0.017824,0.202496,0.005313,0.048224,0.206912,0.000704,0.908514
0.415170,0.018080,0.203168,0.005312,0.048064,0.200865,0.000672,0.897891
0.414529,0.017600,0.202465,0.005120,0.047840,0.202497,0.000704,0.896963
0.415841,0.018048,0.202401,0.005248,0.047840,0.205569,0.000672,0.902211
0.438529,0.018304,0.202433,0.005088,0.049120,0.203904,0.000704,0.925506
0.420673,0.017760,0.202048,0.005312,0.047873,0.200352,0.000672,0.901954
0.420322,0.017792,0.202656,0.005120,0.048320,0.204257,0.000800,0.905667
0.416033,0.018016,0.202945,0.005280,0.048288,0.206657,0.000640,0.904259
0.420001,0.017984,0.202081,0.005280,0.049184,0.211232,0.000800,0.913122
0.417537,0.018112,0.203808,0.005281,0.048832,0.210656,0.000800,0.913410
0.420738,0.018080,0.203232,0.005216,0.048960,0.216065,0.000800,0.919651
0.438594,0.017696,0.202912,0.005312,0.048224,0.202401,0.000672,0.923267
0.422369,0.017760,0.202561,0.005280,0.047936,0.202465,0.000704,0.905571
0.416577,0.017792,0.202497,0.005216,0.047424,0.203328,0.000640,0.899714
0.416513,0.017792,0.202208,0.005248,0.048992,0.218976,0.000800,0.916674
0.421186,0.018304,0.202816,0.005088,0.048640,0.206017,0.000800,0.909347
0.416289,0.018464,0.203649,0.005152,0.049408,0.212993,0.000704,0.912995
0.415681,0.017920,0.204225,0.005216,0.047680,0.215713,0.000704,0.913763
0.438401,0.017696,0.202593,0.005248,0.049504,0.206304,0.000800,0.927394
0.417857,0.017792,0.203488,0.005088,0.048513,0.211424,0.000736,0.912482
0.421954,0.017600,0.203424,0.005152,0.048544,0.203617,0.000608,0.907971
0.416577,0.017504,0.202113,0.005024,0.069600,0.213633,0.000800,0.932643
0.419937,0.017760,0.202721,0.005088,0.048352,0.199649,0.000640,0.900835
0.415777,0.017760,0.202977,0.005184,0.048448,0.207808,0.000768,0.905314
0.420641,0.017952,0.203456,0.005216,0.048801,0.204160,0.000672,0.907490
0.433762,0.017696,0.203232,0.005024,0.048768,0.202657,0.000896,0.919427
0.416833,0.017472,0.202721,0.005248,0.049056,0.205889,0.000864,0.904739
0.416001,0.018048,0.203009,0.005216,0.048832,0.203137,0.000800,0.901475
0.416001,0.017920,0.221441,0.005152,0.048288,0.202976,0.000640,0.919746
0.416801,0.017952,0.204480,0.005280,0.048289,0.207104,0.000704,0.909154
0.416802,0.017984,0.203456,0.005056,0.048672,0.212353,0.000672,0.912035
0.422049,0.017729,0.202944,0.005216,0.048000,0.201633,0.000864,0.905219
0.416609,0.018304,0.203905,0.005216,0.048672,0.207969,0.000736,0.908099
0.423041,0.017984,0.203585,0.005120,0.048736,0.206977,0.000672,0.912739
0.417953,0.017568,0.204225,0.005376,0.048800,0.214560,0.000704,0.915938
0.437537,0.017600,0.202944,0.005088,0.048737,0.245632,0.000864,0.966338
0.421537,0.017824,0.204640,0.005088,0.048672,0.198817,0.000608,0.904002
0.417313,0.017761,0.202336,0.005280,0.048800,0.197857,0.000640,0.896675
0.416065,0.017984,0.202977,0.005248,0.048448,0.230721,0.000736,0.930435
0.422593,0.017728,0.203681,0.005056,0.049792,0.208832,0.000704,0.916674
0.418145,0.017632,0.203617,0.005280,0.048768,0.215264,0.000832,0.916514
0.421121,0.017856,0.202272,0.005056,0.048705,0.206496,0.000800,0.908866
0.437314,0.017920,0.203328,0.005216,0.048736,0.211489,0.000800,0.931491
0.420417,0.017792,0.202401,0.005024,0.049728,0.202177,0.000896,0.906115
0.421345,0.017920,0.203233,0.005056,0.048864,0.200545,0.000640,0.904547
0.416545,0.017856,0.202849,0.005056,0.048704,0.223520,0.000704,0.922242
0.416801,0.017696,0.203777,0.005152,0.048736,0.200224,0.000608,0.899650
0.421314,0.017760,0.203296,0.005024,0.048640,0.208481,0.000896,0.913347
0.416769,0.017568,0.203361,0.005024,0.048128,0.204833,0.000768,0.903043
0.434465,0.017632,0.202369,0.005248,0.049536,0.212833,0.000672,0.931587
0.416289,0.017760,0.202593,0.005088,0.048288,0.202240,0.000832,0.899874
0.417377,0.017824,0.202816,0.004992,0.050049,0.202080,0.000608,0.902498
0.416866,0.017760,0.241984,0.005312,0.048416,0.208289,0.000640,0.946467
0.417185,0.017920,0.203104,0.005120,0.049056,0.205633,0.000736,0.905539
0.416065,0.017760,0.202273,0.005248,0.048928,0.202913,0.000608,0.900771
0.421089,0.017568,0.202625,0.005184,0.047904,0.200256,0.000608,0.901858
0.416225,0.017696,0.202880,0.005056,0.050017,0.199872,0.000640,0.899394
0.421570,0.017792,0.202752,0.005216,0.048768,0.195905,0.000672,0.899363
0.420545,0.017760,0.202721,0.005280,0.048128,0.204769,0.000608,0.907235
0.420577,0.017536,0.221601,0.005632,0.048576,0.208353,0.000896,0.930819
0.416513,0.017632,0.203649,0.005248,0.048512,0.196288,0.000608,0.895138
0.416129,0.017856,0.202720,0.005216,0.048960,0.194977,0.000704,0.893314
0.420705,0.017601,0.203200,0.005408,0.048800,0.200289,0.000992,0.903875
0.416289,0.017632,0.203233,0.004992,0.048800,0.196481,0.000896,0.895651
0.421633,0.017632,0.202593,0.005152,0.048384,0.206080,0.000864,0.909346
0.415809,0.017760,0.203424,0.005216,0.048769,0.195520,0.000704,0.894082
0.421122,0.033696,0.203616,0.005216,0.048416,0.204577,0.000736,0.924643
0.416321,0.017760,0.202017,0.005120,0.047808,0.195393,0.000608,0.892387
0.417729,0.017696,0.202465,0.005216,0.049504,0.200833,0.000608,0.901187
0.416737,0.017600,0.202689,0.005120,0.047872,0.204192,0.000704,0.901794
0.416641,0.017984,0.202112,0.005216,0.048545,0.197760,0.000768,0.895714
0.418786,0.017824,0.201952,0.005024,0.048192,0.201185,0.000640,0.900195
0.416833,0.017568,0.204705,0.005248,0.049792,0.197473,0.000704,0.898851
0.434337,0.018048,0.202369,0.005216,0.048992,0.207169,0.000800,0.923779
0.416033,0.017632,0.202849,0.005056,0.048672,0.196160,0.000672,0.893794
0.416417,0.017856,0.202976,0.005312,0.047585,0.214624,0.000640,0.912674
0.420802,0.017728,0.202304,0.005024,0.049376,0.224481,0.000736,0.927491
0.420769,0.017857,0.202784,0.005056,0.048896,0.201121,0.000640,0.903939
0.415937,0.017632,0.203105,0.005088,0.049088,0.204449,0.000672,0.902883
0.421185,0.017760,0.203329,0.005024,0.048512,0.200704,0.000672,0.903906
0.437217,0.017824,0.203552,0.005024,0.048705,0.203424,0.000736,0.923170
0.418114,0.017760,0.203488,0.005184,0.048928,0.197793,0.000672,0.898595
0.420929,0.017728,0.202529,0.005056,0.048640,0.198817,0.000672,0.901091
0.415745,0.017760,0.202433,0.005024,0.048064,0.224032,0.000800,0.920514
0.416673,0.017920,0.202432,0.005088,0.048353,0.198080,0.000608,0.895746
0.421602,0.017984,0.202912,0.005248,0.047872,0.199553,0.000640,0.902083
0.416193,0.018080,0.201921,0.005120,0.048352,0.200801,0.000704,0.897539
0.435009,0.017728,0.201921,0.005024,0.049472,0.206081,0.000864,0.923715
0.416225,0.017856,0.203489,0.005152,0.049088,0.200640,0.000672,0.900386
0.421089,0.017600,0.202176,0.005056,0.048641,0.199296,0.000544,0.901346
0.416834,0.017504,0.202656,0.005120,0.066368,0.201121,0.000832,0.917155
0.416001,0.017824,0.202017,0.005216,0.047520,0.198913,0.000608,0.894819
0.414817,0.017792,0.202177,0.005024,0.047776,0.201824,0.000640,0.896738
0.420609,0.017536,0.202112,0.005088,0.048769,0.198112,0.000608,0.899298
0.443650,0.017472,0.202944,0.005184,0.048160,0.197761,0.000800,0.923651
0.420193,0.017984,0.202241,0.005248,0.047680,0.201665,0.000768,0.902243
0.420385,0.017696,0.202017,0.005216,0.048704,0.192960,0.000672,0.894210
0.415809,0.017792,0.202944,0.005248,0.065249,0.206176,0.000576,0.920994
0.416130,0.017920,0.202528,0.005312,0.047744,0.205729,0.000640,0.903843
0.416321,0.017696,0.202849,0.004832,0.048160,0.205153,0.000896,0.902563
0.416449,0.017728,0.202241,0.005056,0.048544,0.201793,0.000768,0.899075
0.437025,0.017760,0.202849,0.005248,0.048096,0.202464,0.000768,0.921314
0.415425,0.017760,0.202752,0.005248,0.048193,0.197696,0.000768,0.894434
0.416289,0.017984,0.202880,0.005248,0.047936,0.192961,0.000640,0.890531
0.414913,0.017952,0.220161,0.005344,0.048864,0.203905,0.000864,0.919971
0.415169,0.017824,0.203713,0.005120,0.047968,0.200384,0.000672,0.897474
0.415649,0.017472,0.202432,0.005312,0.048289,0.198720,0.000832,0.895106
0.415522,0.017760,0.202688,0.005184,0.047904,0.191361,0.000768,0.887523
0.416481,0.017952,0.203809,0.005280,0.048064,0.208577,0.000768,0.908387
0.416865,0.018080,0.203137,0.005184,0.048224,0.199105,0.000768,0.898115
0.415777,0.018080,0.202689,0.005184,0.048224,0.200544,0.000864,0.898914
0.415841,0.018112,0.219200,0.005312,0.047777,0.212832,0.000992,0.927362
0.420290,0.018048,0.202944,0.005344,0.048320,0.204129,0.000704,0.906211
0.420353,0.017792,0.202081,0.005248,0.047744,0.214241,0.000672,0.915011
0.420033,0.017664,0.203137,0.005248,0.048480,0.209761,0.000960,0.912099
0.415873,0.017824,0.202689,0.005344,0.047968,0.207904,0.000736,0.904578
0.416449,0.017760,0.202688,0.005248,0.048096,0.200001,0.000800,0.897762
0.420610,0.017728,0.202304,0.005056,0.048160,0.200897,0.000832,0.902051
0.436897,0.018176,0.203329,0.005056,0.049088,0.203841,0.000992,0.926019
0.416385,0.017632,0.202945,0.005248,0.048448,0.207073,0.000960,0.905315
0.416353,0.017888,0.202657,0.005280,0.048032,0.199744,0.000608,0.897570
0.420450,0.017792,0.202592,0.005344,0.048128,0.197633,0.000640,0.898979
0.415809,0.017953,0.202688,0.005216,0.048000,0.203265,0.000704,0.900323
0.415841,0.017984,0.202081,0.005056,0.047776,0.198369,0.000608,0.894371
0.415425,0.017856,0.202273,0.005248,0.048000,0.201568,0.000864,0.898018
0.434337,0.017664,0.203264,0.005248,0.048353,0.199968,0.000832,0.916930
0.417090,0.017536,0.203104,0.005312,0.048128,0.198785,0.000800,0.897347
0.419937,0.017856,0.202497,0.005344,0.047584,0.198561,0.000864,0.899363
0.420129,0.017440,0.202785,0.005248,0.048544,0.228161,0.000928,0.930659
0.415489,0.017760,0.203105,0.005216,0.048448,0.193248,0.000704,0.891266
0.420033,0.017984,0.202336,0.005376,0.048768,0.202433,0.000672,0.904578
0.415713,0.017761,0.202720,0.005280,0.048928,0.201505,0.000864,0.900451
0.434273,0.017632,0.202817,0.005152,0.048224,0.195553,0.000960,0.912419
0.415617,0.017856,0.202881,0.005216,0.048608,0.202560,0.000928,0.900226
