Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.511714,0.265696,0.208129,0.005664,0.047296,0.000800,0.013888,0.000384,0.001440,0.002816,0.000576,1.067363
0.417665,0.230688,0.206337,0.006208,0.047840,0.001056,0.013408,0.000352,0.001760,0.002688,0.000576,0.937698
0.418113,0.231265,0.204192,0.006272,0.048161,0.001024,0.014016,0.000320,0.001760,0.002496,0.000608,0.938467
0.416545,0.230177,0.204256,0.005312,0.066048,0.000928,0.014688,0.000384,0.001792,0.001888,0.000384,0.951522
0.416641,0.221248,0.204033,0.005472,0.048960,0.000800,0.014848,0.000352,0.001856,0.001504,0.000384,0.925090
0.415489,0.226785,0.203680,0.005536,0.048545,0.000832,0.014144,0.000352,0.001824,0.001760,0.000384,0.927331
0.416993,0.219361,0.204160,0.005344,0.048992,0.000800,0.014368,0.000384,0.001920,0.001536,0.000384,0.922530
0.437793,0.218912,0.203553,0.005504,0.048736,0.000800,0.013920,0.000416,0.001888,0.001280,0.000576,0.941250
0.415713,0.219265,0.203585,0.005248,0.048864,0.000736,0.013760,0.000352,0.001568,0.001312,0.000352,0.919299
0.416033,0.218977,0.204000,0.005600,0.048640,0.000864,0.014272,0.000384,0.001696,0.001152,0.000384,0.919842
0.416417,0.258688,0.204033,0.005632,0.049248,0.000576,0.013984,0.000576,0.001792,0.001248,0.000384,0.963170
0.417506,0.221792,0.203969,0.005568,0.048384,0.000768,0.013728,0.000384,0.001664,0.001280,0.000384,0.922947
0.415521,0.237537,0.203904,0.005536,0.049024,0.000608,0.013664,0.000384,0.001568,0.001312,0.000352,0.937282
0.415713,0.258305,0.203936,0.005792,0.048032,0.000832,0.013824,0.000384,0.001600,0.001088,0.000352,0.957698
0.415553,0.220192,0.203809,0.005600,0.047200,0.000800,0.013504,0.000384,0.001696,0.001024,0.000352,0.919138
0.416225,0.212960,0.203649,0.005504,0.047264,0.000544,0.013440,0.000384,0.001632,0.001184,0.000352,0.911010
0.415329,0.227105,0.203232,0.005344,0.047136,0.000768,0.013440,0.000416,0.001632,0.001024,0.000320,0.923554
0.434369,0.214977,0.203392,0.005344,0.047040,0.000768,0.013472,0.000384,0.001536,0.001088,0.000352,0.930594
0.417185,0.214240,0.203169,0.005536,0.046976,0.000608,0.013504,0.000384,0.001504,0.001152,0.000608,0.913090
0.415329,0.214433,0.203584,0.009504,0.047617,0.000768,0.013568,0.000448,0.001504,0.001088,0.000576,0.916067
0.417249,0.214241,0.222240,0.005344,0.047968,0.000800,0.013632,0.000352,0.001440,0.001120,0.000640,0.935842
0.415425,0.212224,0.203137,0.005312,0.047584,0.000864,0.013600,0.000384,0.001568,0.001056,0.000576,0.909634
0.416321,0.224064,0.203233,0.005728,0.048992,0.000832,0.013568,0.000384,0.001472,0.001024,0.000384,0.924290
0.415521,0.210241,0.203392,0.005472,0.048513,0.000832,0.013696,0.000384,0.001504,0.001088,0.000384,0.908739
0.432225,0.209409,0.203552,0.005536,0.048224,0.000576,0.013440,0.000448,0.001504,0.001056,0.000352,0.924994
0.415809,0.221697,0.203360,0.005440,0.047328,0.000576,0.013440,0.000384,0.001504,0.001088,0.000416,0.919170
0.416289,0.211040,0.202945,0.005248,0.047104,0.000544,0.013664,0.000416,0.001504,0.001120,0.000320,0.908034
0.415969,0.247456,0.204065,0.005536,0.047104,0.000608,0.013504,0.000416,0.001568,0.001088,0.000352,0.945090
0.415969,0.226977,0.203457,0.005472,0.047072,0.000736,0.013440,0.000416,0.001600,0.001088,0.000608,0.925315
0.415969,0.207937,0.203136,0.005472,0.046912,0.000576,0.013985,0.000384,0.001472,0.001056,0.000416,0.905379
0.416033,0.244321,0.203296,0.005312,0.047168,0.000992,0.013440,0.000352,0.001600,0.001120,0.000384,0.944578
0.416353,0.238977,0.203488,0.005568,0.048928,0.000800,0.014048,0.000352,0.001568,0.001088,0.000608,0.939714
