Layer[0],Layer[1],Layer[2],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.420322,0.017344,0.202880,0.244449,0.000832,0.013920,0.000416,0.001504,0.001152,0.000352,0.910659
0.437345,0.017504,0.202976,0.236161,0.000832,0.013888,0.000384,0.001600,0.001184,0.000320,0.919842
0.416545,0.017536,0.202912,0.241665,0.000864,0.013920,0.000384,0.001600,0.001184,0.000320,0.904770
0.416289,0.017344,0.202848,0.238465,0.000640,0.013984,0.000576,0.001600,0.001088,0.000384,0.900290
0.421537,0.017600,0.202240,0.297665,0.000672,0.014080,0.000352,0.001792,0.001056,0.000416,0.966210
0.416321,0.017472,0.202529,0.246048,0.000736,0.013760,0.000352,0.001632,0.001152,0.000416,0.907266
0.420353,0.017472,0.202433,0.235744,0.000736,0.013824,0.000416,0.001472,0.001088,0.000352,0.901282
0.420545,0.017728,0.202337,0.245568,0.000800,0.015297,0.000352,0.001472,0.001088,0.000384,0.912643
0.440449,0.017440,0.202593,0.235809,0.000768,0.014048,0.000320,0.001472,0.001056,0.000384,0.922723
0.415425,0.017312,0.203009,0.226017,0.000704,0.013952,0.000352,0.001440,0.001024,0.000352,0.886787
0.415905,0.017312,0.202497,0.239777,0.001184,0.016128,0.000384,0.001472,0.001152,0.000320,0.904995
0.421345,0.017472,0.202465,0.289505,0.000864,0.014080,0.000608,0.001472,0.001056,0.000384,0.957187
0.421218,0.017472,0.202272,0.235265,0.000736,0.014016,0.000416,0.001568,0.001152,0.000352,0.901891
0.421730,0.017760,0.202560,0.238081,0.000960,0.014144,0.000416,0.001696,0.001024,0.000320,0.906115
0.421665,0.017472,0.202784,0.254849,0.000896,0.014368,0.000352,0.001568,0.001312,0.000384,0.924706
0.438785,0.017536,0.202880,0.245857,0.000800,0.014112,0.000384,0.001472,0.001056,0.000384,0.931490
0.422049,0.017536,0.202849,0.238848,0.000704,0.013984,0.000320,0.001472,0.001120,0.000384,0.906722
0.420929,0.017536,0.202657,0.235872,0.000768,0.013952,0.000416,0.001536,0.001120,0.000384,0.902274
0.421185,0.017472,0.219489,0.240160,0.000928,0.014112,0.000352,0.001536,0.001152,0.000384,0.924802
0.420225,0.017408,0.203425,0.238400,0.000672,0.014432,0.000416,0.001568,0.001120,0.000321,0.904835
0.421761,0.017504,0.202785,0.228960,0.000928,0.014209,0.000544,0.001600,0.001088,0.000384,0.897539
0.422529,0.017312,0.202113,0.244193,0.000704,0.014112,0.000352,0.001568,0.001088,0.000352,0.911779
0.431713,0.017536,0.202369,0.245057,0.000800,0.014304,0.000416,0.001504,0.001056,0.000320,0.922659
0.421601,0.017504,0.203073,0.242625,0.000672,0.014336,0.000384,0.001568,0.001088,0.000384,0.910467
0.421985,0.017440,0.203361,0.254273,0.000864,0.014304,0.000384,0.001696,0.001184,0.000416,0.924227
0.421986,0.017536,0.220480,0.242209,0.000928,0.014208,0.000352,0.001504,0.001088,0.000384,0.928547
0.421378,0.017376,0.202880,0.230273,0.000864,0.013920,0.000352,0.001440,0.001056,0.000416,0.897123
0.421186,0.017472,0.204032,0.236193,0.000800,0.013888,0.000416,0.001536,0.001024,0.000352,0.904195
0.420578,0.017472,0.202880,0.237729,0.000768,0.013888,0.000352,0.001504,0.001120,0.000384,0.903747
0.415489,0.017376,0.202496,0.238529,0.000960,0.014016,0.000352,0.001472,0.001056,0.000352,0.899170
0.415905,0.017536,0.202560,0.235681,0.000864,0.013760,0.000416,0.001568,0.001024,0.000384,0.896994
0.419745,0.017504,0.202496,0.232193,0.000704,0.013888,0.000416,0.001568,0.001216,0.000352,0.897282
0.420257,0.017408,0.221889,0.243776,0.000640,0.013824,0.000416,0.001600,0.001120,0.000352,0.929090
0.420673,0.017760,0.202177,0.238816,0.000704,0.013984,0.000352,0.001472,0.001184,0.000320,0.904482
0.416353,0.017856,0.202433,0.240448,0.000864,0.013952,0.000352,0.001600,0.001056,0.000320,0.903746
0.419937,0.017472,0.202913,0.241376,0.000928,0.014080,0.000352,0.001504,0.000992,0.000320,0.907426
0.420641,0.017472,0.202977,0.244992,0.000864,0.013889,0.000384,0.001536,0.001088,0.000384,0.911395
0.421121,0.017440,0.202401,0.228577,0.000768,0.013984,0.000384,0.001504,0.001056,0.000352,0.894979
0.415585,0.017248,0.202497,0.239841,0.000736,0.013824,0.000448,0.001536,0.001088,0.000384,0.900483
0.420577,0.017760,0.219297,0.252417,0.000768,0.014080,0.000448,0.001376,0.001152,0.000384,0.936707
0.420481,0.017633,0.202624,0.236321,0.000672,0.013760,0.000384,0.001504,0.000992,0.000352,0.902339
0.420001,0.017537,0.203168,0.233153,0.000704,0.013792,0.000384,0.001536,0.001056,0.000352,0.898627
0.420290,0.017472,0.202272,0.243713,0.000704,0.013760,0.000416,0.001568,0.001152,0.000352,0.908579
0.419970,0.017440,0.202208,0.228513,0.000896,0.014048,0.000416,0.001472,0.001024,0.000352,0.893891
0.420418,0.017312,0.202560,0.245633,0.000768,0.013888,0.000416,0.001600,0.001216,0.000320,0.912419
0.420290,0.017504,0.202784,0.239841,0.000800,0.013952,0.000352,0.001568,0.001120,0.000352,0.905635
0.416225,0.017344,0.218880,0.248865,0.000864,0.013856,0.000416,0.001440,0.001056,0.000320,0.927394
0.416737,0.017568,0.202368,0.248673,0.000704,0.013664,0.000384,0.001504,0.001120,0.000384,0.910402
0.415937,0.017440,0.202336,0.238560,0.000672,0.013856,0.000384,0.001504,0.001152,0.000352,0.900034
0.421089,0.017248,0.202497,0.225088,0.000768,0.014304,0.000416,0.001504,0.001056,0.000352,0.891522
0.420225,0.017440,0.202049,0.241504,0.000800,0.014368,0.000352,0.001536,0.000992,0.000352,0.906562
0.416417,0.017504,0.202657,0.243872,0.000896,0.013984,0.000384,0.001568,0.001120,0.000352,0.906402
0.420865,0.017536,0.202817,0.237888,0.000832,0.014016,0.000384,0.001504,0.001120,0.000384,0.904546
0.416001,0.017504,0.216481,0.244576,0.001024,0.014112,0.000384,0.001536,0.001120,0.000384,0.922210
0.420737,0.017664,0.202753,0.234241,0.000672,0.013888,0.000416,0.001536,0.001120,0.000384,0.900803
0.421761,0.017504,0.202977,0.236673,0.000736,0.014112,0.000352,0.001568,0.001152,0.000384,0.904099
0.416065,0.017504,0.202369,0.230209,0.000704,0.013760,0.000416,0.001472,0.001088,0.000384,0.890979
0.421121,0.017632,0.202273,0.234593,0.001408,0.015680,0.000384,0.001472,0.001056,0.000352,0.903203
0.421281,0.017280,0.202465,0.235681,0.000800,0.013920,0.000352,0.001536,0.001024,0.000320,0.902371
0.420833,0.017281,0.202464,0.245697,0.000928,0.018784,0.000448,0.001472,0.001152,0.000320,0.916675
0.419874,0.017760,0.231136,0.244161,0.000736,0.013984,0.000352,0.001440,0.000992,0.000352,0.939235
0.420481,0.017728,0.202592,0.232545,0.000768,0.014048,0.000384,0.001568,0.001056,0.000352,0.899010
0.415777,0.017472,0.202208,0.245345,0.000704,0.013920,0.000352,0.001536,0.001088,0.000384,0.906050
0.420993,0.017632,0.202432,0.233569,0.000768,0.013984,0.000384,0.001472,0.001088,0.000384,0.900770
0.421665,0.017536,0.202080,0.239361,0.000864,0.013984,0.000352,0.001504,0.001088,0.000352,0.906242
0.421153,0.017536,0.202112,0.231041,0.000960,0.013920,0.000384,0.001504,0.001152,0.000352,0.897666
0.420257,0.017696,0.202336,0.243233,0.000704,0.013920,0.000416,0.001472,0.001088,0.000352,0.908482
0.415585,0.017696,0.219233,0.235328,0.000736,0.013984,0.000416,0.001504,0.001056,0.000416,0.914018
0.415841,0.017760,0.202145,0.239072,0.000672,0.013888,0.000384,0.001568,0.001152,0.000352,0.900194
0.420129,0.017408,0.202369,0.243904,0.000864,0.013920,0.000416,0.001408,0.001024,0.000352,0.908834
0.416257,0.017280,0.202433,0.233856,0.000672,0.013856,0.000416,0.001536,0.001024,0.000352,0.894690
0.421793,0.017536,0.202881,0.242016,0.000864,0.014432,0.000384,0.001504,0.001024,0.000352,0.910723
0.416609,0.017504,0.202945,0.230976,0.000736,0.013889,0.000384,0.001504,0.000992,0.000384,0.892995
0.420161,0.017568,0.202657,0.239297,0.000832,0.013952,0.000352,0.001568,0.001088,0.000320,0.906051
0.421537,0.017440,0.216609,0.242689,0.000640,0.013856,0.000384,0.001536,0.001056,0.000320,0.923715
0.416065,0.017344,0.202273,0.244321,0.000640,0.014080,0.000384,0.001504,0.000960,0.000384,0.904675
0.419905,0.017312,0.202273,0.236033,0.000672,0.014080,0.000384,0.001536,0.001088,0.000352,0.900291
0.416097,0.017536,0.202784,0.229601,0.000704,0.013984,0.000384,0.001568,0.001024,0.000384,0.891043
0.421602,0.017792,0.202400,0.228097,0.000704,0.013920,0.000384,0.001568,0.001024,0.000352,0.894723
0.415554,0.017536,0.202080,0.260705,0.000800,0.013984,0.000416,0.001504,0.001024,0.000352,0.921027
0.415714,0.017504,0.202400,0.237185,0.000704,0.013952,0.000352,0.001504,0.001056,0.000352,0.897507
0.415714,0.017632,0.219360,0.241377,0.000800,0.014016,0.000352,0.001472,0.001088,0.000384,0.919875
0.420161,0.017728,0.202336,0.235425,0.000832,0.014048,0.000384,0.001408,0.001216,0.000352,0.900866
0.420641,0.017632,0.202336,0.269057,0.000768,0.013952,0.000384,0.001536,0.001120,0.000384,0.935874
0.419937,0.017408,0.202593,0.242112,0.000768,0.013856,0.000416,0.001536,0.001056,0.000352,0.907266
0.419777,0.017248,0.202433,0.227392,0.000704,0.013856,0.000384,0.001472,0.001088,0.000352,0.892962
0.420193,0.017376,0.202433,0.236672,0.000672,0.013856,0.000416,0.001536,0.001024,0.000320,0.901634
0.416385,0.017536,0.202209,0.243904,0.000704,0.013824,0.000352,0.001568,0.001089,0.000384,0.905347
0.420289,0.035072,0.202913,0.236417,0.000800,0.014560,0.000384,0.001536,0.001056,0.000384,0.922307
0.420353,0.017536,0.202241,0.240001,0.000672,0.014304,0.000384,0.001568,0.001184,0.000352,0.906595
0.419745,0.017472,0.202209,0.228673,0.000640,0.013952,0.000352,0.001568,0.001152,0.000384,0.893283
0.419713,0.017312,0.203169,0.227041,0.000704,0.014304,0.000384,0.001568,0.000992,0.000352,0.892387
0.419809,0.017536,0.202017,0.232161,0.000672,0.014112,0.000384,0.001600,0.001088,0.000384,0.896739
0.416001,0.017472,0.202305,0.240545,0.000768,0.013952,0.000448,0.001504,0.001088,0.000352,0.902627
0.420705,0.017473,0.202368,0.239201,0.000832,0.013888,0.000384,0.001600,0.001216,0.000352,0.905187
0.420546,0.017536,0.218816,0.238753,0.000832,0.014048,0.000352,0.001504,0.001088,0.000352,0.921507
0.415489,0.017472,0.202368,0.236385,0.000768,0.013792,0.000384,0.001504,0.001120,0.000320,0.896930
0.420481,0.017216,0.202208,0.238657,0.000736,0.013952,0.000416,0.001536,0.001152,0.000320,0.904514
0.415713,0.017344,0.202560,0.243969,0.000704,0.013888,0.000384,0.001504,0.001088,0.000352,0.905538
0.420353,0.017472,0.202017,0.234912,0.000704,0.014016,0.000384,0.001536,0.001152,0.000320,0.900034
0.415809,0.017504,0.202465,0.244128,0.000704,0.014464,0.000416,0.001568,0.001120,0.000320,0.905506
0.420737,0.017632,0.202017,0.240384,0.000736,0.013824,0.000448,0.001504,0.001120,0.000352,0.906306
0.439425,0.017760,0.202017,0.240769,0.000768,0.014496,0.000384,0.001440,0.001120,0.000384,0.925635
0.415681,0.017280,0.202273,0.250241,0.000832,0.013984,0.000352,0.001568,0.001056,0.000320,0.911395
0.420161,0.017472,0.203169,0.240481,0.000768,0.013888,0.000416,0.001536,0.001088,0.000352,0.906467
0.420609,0.017505,0.202016,0.239841,0.000800,0.013792,0.000416,0.001568,0.001088,0.000352,0.905219
0.420930,0.017504,0.202048,0.232193,0.000768,0.013728,0.000384,0.001568,0.001120,0.000320,0.897955
0.420642,0.017472,0.202688,0.239649,0.000768,0.013696,0.000416,0.001568,0.001056,0.000384,0.905763
0.420930,0.017536,0.202304,0.241281,0.000736,0.014112,0.000384,0.001568,0.000960,0.000288,0.906947
0.436161,0.017664,0.202304,0.238529,0.000736,0.014432,0.000416,0.001504,0.001056,0.000384,0.920386
0.420353,0.017344,0.202112,0.244577,0.000800,0.014016,0.000384,0.001504,0.001056,0.000384,0.909634
0.420289,0.017472,0.202625,0.247808,0.000672,0.014016,0.000576,0.001600,0.001056,0.000352,0.913698
0.420545,0.017504,0.202177,0.260480,0.000672,0.015360,0.000416,0.001536,0.001120,0.000384,0.927586
0.420353,0.017632,0.202945,0.243136,0.000704,0.014048,0.000416,0.001504,0.001056,0.000352,0.910434
0.416097,0.017344,0.202113,0.227776,0.000832,0.013985,0.000384,0.001440,0.001024,0.000384,0.888355
0.419809,0.017280,0.202081,0.244737,0.000704,0.014208,0.000448,0.001600,0.001248,0.000352,0.909667
0.438817,0.017536,0.202305,0.249953,0.000768,0.013856,0.000384,0.001504,0.001152,0.000352,0.934307
0.420801,0.017344,0.202241,0.236321,0.000736,0.013920,0.000384,0.001536,0.001152,0.000320,0.902083
0.420097,0.017536,0.202337,0.236129,0.000704,0.013760,0.000352,0.001504,0.001024,0.000320,0.901603
0.420705,0.017281,0.202400,0.249281,0.000672,0.015456,0.000416,0.001568,0.001088,0.000352,0.916579
0.415298,0.017472,0.202112,0.238753,0.000800,0.014048,0.000416,0.001440,0.001152,0.000352,0.899043
0.420258,0.017696,0.202112,0.240129,0.000736,0.013920,0.000416,0.001568,0.001088,0.000352,0.905571
0.420289,0.017440,0.202240,0.240129,0.000736,0.014048,0.000416,0.001440,0.001088,0.000352,0.905442
0.435457,0.017664,0.203040,0.243521,0.000896,0.014112,0.000384,0.001504,0.001056,0.000352,0.926210
0.416065,0.017536,0.202400,0.238817,0.000768,0.013824,0.000384,0.001568,0.001056,0.000384,0.899810
0.417153,0.017568,0.204161,0.233664,0.000864,0.014016,0.000384,0.001696,0.001216,0.000448,0.899618
0.420705,0.017472,0.202657,0.262560,0.001152,0.014816,0.000448,0.001568,0.001024,0.000352,0.931874
0.420737,0.017536,0.202081,0.239104,0.000736,0.013953,0.000352,0.001568,0.001120,0.000384,0.904867
0.416513,0.017568,0.202369,0.233089,0.000768,0.014016,0.000416,0.001536,0.001152,0.000384,0.894883
0.420673,0.017568,0.203297,0.237217,0.000736,0.013856,0.000384,0.001600,0.001184,0.000352,0.904835
0.431649,0.017632,0.202209,0.237601,0.000832,0.013984,0.000416,0.001536,0.001216,0.000352,0.915043
0.420385,0.017537,0.205248,0.229217,0.000832,0.014080,0.000416,0.001504,0.001120,0.000352,0.897763
0.415553,0.017633,0.202368,0.235489,0.000768,0.014400,0.000416,0.001568,0.001216,0.000384,0.896995
0.420577,0.017473,0.202528,0.268129,0.000864,0.014208,0.000384,0.001536,0.001120,0.000320,0.936771
0.420834,0.017536,0.202400,0.246561,0.000800,0.014016,0.000352,0.001504,0.001024,0.000352,0.912611
0.420833,0.017696,0.202560,0.245665,0.000736,0.014048,0.000320,0.001600,0.001216,0.000384,0.912482
0.416065,0.017504,0.202592,0.238593,0.000736,0.014144,0.000384,0.001632,0.001056,0.000352,0.900226
0.433473,0.017760,0.202657,0.245600,0.000704,0.013920,0.000384,0.001536,0.001088,0.000384,0.924898
0.420353,0.017664,0.202721,0.235296,0.000736,0.013984,0.000384,0.001568,0.001184,0.000352,0.901922
0.417121,0.017664,0.202625,0.225376,0.000672,0.013920,0.000384,0.001504,0.001120,0.000352,0.888066
0.420065,0.017440,0.202753,0.286785,0.000800,0.014272,0.000384,0.001504,0.001152,0.000352,0.952899
0.420641,0.017632,0.202337,0.236289,0.000672,0.013856,0.000416,0.001504,0.001184,0.000352,0.901923
0.420865,0.017472,0.202145,0.246305,0.000768,0.013952,0.000352,0.001536,0.001184,0.000384,0.912131
0.416737,0.017472,0.202272,0.251521,0.000864,0.013920,0.000384,0.001568,0.001248,0.000352,0.915267
0.436642,0.017568,0.202112,0.246081,0.000832,0.014016,0.000416,0.001504,0.001152,0.000320,0.928099
0.420161,0.017600,0.203552,0.243073,0.000640,0.014176,0.000416,0.001536,0.001120,0.000352,0.909890
0.420353,0.017440,0.202560,0.236705,0.000736,0.013824,0.000384,0.001600,0.001216,0.000352,0.902498
0.421281,0.017248,0.202752,0.289889,0.000672,0.014144,0.000384,0.001600,0.001152,0.000384,0.956546
0.420641,0.017248,0.202465,0.231552,0.000704,0.013856,0.000384,0.001536,0.001184,0.000384,0.897122
0.419905,0.017472,0.202177,0.226464,0.000704,0.013824,0.000384,0.001504,0.001120,0.000384,0.891074
0.420353,0.017504,0.202497,0.233600,0.000672,0.013952,0.000416,0.001600,0.001184,0.000320,0.899362
0.435841,0.017472,0.202593,0.243232,0.000800,0.013952,0.000384,0.001472,0.001120,0.000384,0.924483
0.420801,0.017472,0.202305,0.240865,0.000768,0.014080,0.000384,0.001568,0.001280,0.000352,0.907171
0.420929,0.017536,0.202593,0.236353,0.000736,0.013824,0.000416,0.001472,0.001120,0.000352,0.902307
0.420353,0.017440,0.220449,0.275937,0.000832,0.013984,0.000352,0.001536,0.001280,0.000384,0.961155
0.420386,0.017472,0.202944,0.235201,0.000736,0.014368,0.000416,0.001568,0.001184,0.000384,0.901283
0.421058,0.017248,0.202624,0.237665,0.000768,0.013888,0.000416,0.001568,0.001184,0.000352,0.903811
0.420449,0.017536,0.202624,0.230113,0.000736,0.013792,0.000416,0.001536,0.001024,0.000384,0.895682
0.422113,0.017344,0.202400,0.268641,0.000800,0.013984,0.000416,0.001504,0.001248,0.000384,0.936386
0.420577,0.017472,0.202625,0.236384,0.000960,0.013984,0.000384,0.001504,0.001216,0.000384,0.902466
0.415937,0.017696,0.202625,0.244448,0.000704,0.013984,0.000416,0.001600,0.001248,0.000384,0.906594
0.417441,0.017664,0.221889,0.250625,0.000832,0.014176,0.000352,0.001568,0.001248,0.000384,0.935011
0.421121,0.017248,0.202529,0.243841,0.000736,0.014144,0.000448,0.001568,0.001248,0.000384,0.911459
0.420481,0.017505,0.202368,0.241505,0.000672,0.014048,0.000384,0.001632,0.001248,0.000352,0.907715
0.416546,0.017472,0.202464,0.246209,0.000704,0.014496,0.000352,0.001568,0.001216,0.000416,0.908963
0.416929,0.017408,0.202432,0.238465,0.000704,0.014112,0.000384,0.001536,0.001216,0.000384,0.900834
0.420545,0.017568,0.202529,0.241312,0.000800,0.013952,0.000352,0.001600,0.001216,0.000352,0.907874
0.416417,0.017664,0.202433,0.230912,0.000704,0.013984,0.000384,0.001536,0.001280,0.000352,0.893090
0.435233,0.017760,0.202625,0.241920,0.000672,0.014176,0.000352,0.001600,0.001248,0.000352,0.923458
0.420417,0.017280,0.202369,0.244289,0.000832,0.014336,0.000384,0.001600,0.001344,0.000384,0.912099
0.420321,0.017376,0.202785,0.241921,0.000704,0.014336,0.000448,0.001600,0.001184,0.000352,0.908579
0.419969,0.017505,0.202784,0.267137,0.000928,0.014592,0.000416,0.001504,0.001248,0.000352,0.935427
0.420866,0.017888,0.202016,0.241345,0.000800,0.013984,0.000448,0.001664,0.001216,0.000352,0.908451
0.420417,0.017792,0.202464,0.244065,0.000928,0.014304,0.000416,0.001536,0.001248,0.000384,0.910786
0.416449,0.017248,0.202561,0.248512,0.000832,0.014144,0.000416,0.001568,0.001184,0.000320,0.910978
0.437281,0.017568,0.202657,0.240768,0.000736,0.014208,0.000352,0.001504,0.001184,0.000352,0.924898
0.416289,0.017568,0.202433,0.242432,0.000672,0.014977,0.000416,0.001568,0.001248,0.000352,0.905123
0.421057,0.017600,0.202337,0.240257,0.000864,0.014048,0.000416,0.001600,0.001216,0.000352,0.907203
0.415905,0.017377,0.202272,0.257057,0.000704,0.014016,0.000384,0.001600,0.001152,0.000352,0.918275
0.420290,0.017568,0.202368,0.237729,0.000704,0.014048,0.000352,0.001600,0.001120,0.000384,0.903523
0.417985,0.017376,0.204448,0.257857,0.000768,0.014432,0.000384,0.001632,0.001184,0.000320,0.924930
0.420865,0.017440,0.202497,0.240864,0.000768,0.014048,0.000352,0.001568,0.001312,0.000384,0.907650
0.430401,0.017792,0.202529,0.247456,0.000768,0.014144,0.000384,0.001600,0.001184,0.000352,0.924578
0.416193,0.017504,0.202081,0.243328,0.000736,0.014209,0.000352,0.001600,0.001280,0.000320,0.905443
0.417761,0.017568,0.203553,0.248801,0.000736,0.014112,0.000352,0.001600,0.001184,0.000384,0.913795
0.417985,0.017537,0.219456,0.250561,0.000768,0.014752,0.000384,0.001568,0.001184,0.000352,0.932995
0.421090,0.017760,0.202528,0.272737,0.000704,0.014048,0.000384,0.001632,0.001344,0.000352,0.940163
0.420673,0.017600,0.201888,0.246433,0.000768,0.014336,0.000384,0.001600,0.001248,0.000352,0.912706
0.420129,0.017632,0.202785,0.251712,0.001248,0.014400,0.000384,0.001536,0.001216,0.000384,0.919266
0.421217,0.018208,0.201953,0.244192,0.000704,0.014049,0.000352,0.001632,0.001216,0.000384,0.910979
0.420545,0.017536,0.202241,0.248289,0.001120,0.014656,0.000416,0.001536,0.001248,0.000352,0.915779
0.420257,0.017537,0.202464,0.242625,0.000736,0.014720,0.000384,0.001632,0.001248,0.000384,0.909347
0.438434,0.017728,0.202080,0.247553,0.000864,0.014240,0.000384,0.001824,0.001280,0.000352,0.932611
0.420481,0.017504,0.202176,0.248385,0.001184,0.014656,0.000384,0.001536,0.001152,0.000352,0.916418
0.420833,0.017600,0.202433,0.253600,0.000800,0.014048,0.000384,0.001472,0.001248,0.000352,0.920354
0.420257,0.017664,0.202273,0.258912,0.001152,0.014720,0.000416,0.001568,0.001216,0.000320,0.927394
0.419969,0.017792,0.202017,0.249409,0.000896,0.014208,0.000384,0.001600,0.001152,0.000352,0.915235
0.421025,0.017536,0.202209,0.248001,0.000800,0.013856,0.000352,0.001664,0.001216,0.000320,0.914531
0.415745,0.017313,0.202272,0.240289,0.000832,0.014176,0.000384,0.001632,0.001184,0.000320,0.901795
0.429986,0.017632,0.201952,0.259393,0.000736,0.014112,0.000384,0.001568,0.001248,0.000352,0.934819
0.415777,0.017312,0.202336,0.235553,0.000704,0.013888,0.000384,0.001600,0.001216,0.000352,0.897090
0.415521,0.017536,0.202336,0.239681,0.000704,0.014112,0.000352,0.001664,0.001376,0.000384,0.901250
0.416225,0.017376,0.202497,0.264768,0.000832,0.014464,0.000384,0.001536,0.001216,0.000320,0.928098
0.421473,0.017600,0.202529,0.228832,0.000672,0.014144,0.000416,0.001664,0.001088,0.000384,0.896514
0.420161,0.017280,0.202113,0.240449,0.000704,0.013984,0.000352,0.001600,0.001120,0.000384,0.905987
0.416193,0.017760,0.202273,0.249217,0.000704,0.014144,0.000384,0.001632,0.001248,0.000384,0.911299
0.438786,0.017888,0.203136,0.247265,0.000832,0.014176,0.000416,0.001568,0.001216,0.000352,0.933763
0.419874,0.017504,0.202272,0.245537,0.000704,0.014112,0.000384,0.001568,0.001344,0.000352,0.911203
0.416225,0.017408,0.202240,0.231393,0.000768,0.014368,0.000416,0.001664,0.001216,0.000352,0.893506
0.416577,0.017472,0.221472,0.239169,0.000736,0.014208,0.000384,0.001696,0.001216,0.000384,0.921250
0.420577,0.017792,0.202369,0.246944,0.000832,0.014592,0.000384,0.001504,0.001280,0.000384,0.914178
0.415937,0.017440,0.202625,0.238752,0.000864,0.014304,0.000416,0.001632,0.001248,0.000352,0.902658
0.421185,0.017728,0.202689,0.240512,0.000736,0.015073,0.000416,0.001664,0.001216,0.000352,0.909987
0.420545,0.017696,0.203553,0.231681,0.000736,0.014304,0.000448,0.001568,0.001216,0.000384,0.899907
0.421057,0.017504,0.202113,0.236961,0.000800,0.014080,0.000416,0.001536,0.001216,0.000416,0.903619
0.416321,0.017505,0.202624,0.236929,0.000736,0.013888,0.000384,0.001632,0.001248,0.000320,0.899299
0.420450,0.033632,0.203040,0.254401,0.000768,0.014112,0.000384,0.001600,0.001184,0.000352,0.939139
0.416097,0.017568,0.202560,0.239809,0.000768,0.014112,0.000352,0.001600,0.001248,0.000384,0.901922
0.416577,0.017664,0.202849,0.238944,0.000800,0.014048,0.000384,0.001536,0.001248,0.000352,0.902306
0.415937,0.017632,0.202753,0.240992,0.000800,0.014080,0.000416,0.001568,0.018721,0.000416,0.920771
0.415393,0.017504,0.202529,0.226369,0.000864,0.014816,0.000384,0.001632,0.001248,0.000352,0.889571
0.416129,0.017536,0.202209,0.244769,0.000704,0.014080,0.000416,0.001568,0.001184,0.000352,0.906467
0.420546,0.017728,0.202912,0.250337,0.000800,0.014208,0.000352,0.001600,0.001120,0.000384,0.917987
0.439842,0.017344,0.202496,0.250017,0.000896,0.014272,0.000384,0.001504,0.001248,0.000352,0.936163
