Layer[0],Layer[1],Layer[2],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.416546,0.017472,0.202368,0.259425,0.000768,0.002208,0.001056,0.000352,0.906883
0.415617,0.017440,0.202273,0.259648,0.000864,0.002144,0.001088,0.000384,0.906594
0.433473,0.017568,0.202721,0.264257,0.000864,0.002240,0.001056,0.000384,0.929731
0.415937,0.017600,0.202560,0.260545,0.000736,0.002464,0.001120,0.000320,0.908098
0.417185,0.017792,0.202241,0.248128,0.000800,0.002336,0.001216,0.000416,0.897698
0.416449,0.017536,0.202017,0.276001,0.000800,0.002208,0.001056,0.000384,0.923587
0.416066,0.017504,0.202400,0.266497,0.000864,0.002336,0.001088,0.000384,0.914435
0.416417,0.017440,0.202081,0.259168,0.000832,0.002368,0.001024,0.000384,0.907394
0.416417,0.017376,0.202465,0.247297,0.000768,0.002240,0.001056,0.000352,0.894915
0.429442,0.017504,0.202464,0.262817,0.000768,0.002336,0.001088,0.000608,0.924931
0.416289,0.017376,0.201953,0.259008,0.000736,0.002336,0.001024,0.000544,0.906178
0.415969,0.017632,0.202209,0.254529,0.000864,0.002304,0.001152,0.000384,0.902115
0.416194,0.017536,0.220384,0.255297,0.000864,0.002272,0.001056,0.000384,0.921859
0.417025,0.017408,0.201953,0.266560,0.000832,0.002272,0.001056,0.000448,0.915394
0.415873,0.017440,0.202561,0.261505,0.000800,0.002272,0.001120,0.000416,0.909315
0.415938,0.017632,0.202304,0.255169,0.000800,0.002240,0.001152,0.000384,0.903075
0.416577,0.017632,0.202529,0.257952,0.000768,0.002304,0.001152,0.000384,0.906850
0.417473,0.017472,0.202689,0.265985,0.000800,0.002176,0.001248,0.000384,0.916099
0.416354,0.017600,0.202112,0.246497,0.000896,0.002272,0.001280,0.000352,0.895139
0.433217,0.017632,0.202337,0.261376,0.000800,0.002240,0.001120,0.000384,0.925826
0.416641,0.017376,0.202305,0.258657,0.000704,0.002240,0.001280,0.000384,0.906307
0.416001,0.017376,0.201824,0.258145,0.000736,0.002240,0.001248,0.000384,0.905570
0.415905,0.017568,0.202401,0.246880,0.000672,0.002688,0.001216,0.000416,0.910626
0.416225,0.017376,0.202177,0.253793,0.000640,0.002304,0.001184,0.000416,0.900995
0.416098,0.017440,0.202272,0.250945,0.000768,0.002144,0.001120,0.000384,0.898115
0.416065,0.017824,0.202369,0.258528,0.000736,0.002208,0.001152,0.000416,0.906466
0.442657,0.017536,0.203681,0.274273,0.000768,0.002528,0.001152,0.000352,0.950147
0.416193,0.017568,0.202496,0.259425,0.000672,0.002336,0.001120,0.000352,0.907138
0.415073,0.017440,0.202593,0.253760,0.000640,0.002176,0.001120,0.000416,0.899970
0.415937,0.017408,0.202305,0.278209,0.000832,0.002400,0.001184,0.000480,0.926403
0.417345,0.017568,0.205088,0.256673,0.000736,0.002400,0.001280,0.000384,0.909218
0.416897,0.017600,0.203073,0.265952,0.000736,0.002368,0.001280,0.000384,0.915075
0.416737,0.017473,0.202336,0.259777,0.000672,0.002240,0.001312,0.000384,0.907683
0.431841,0.017344,0.202400,0.251457,0.000704,0.002208,0.001120,0.000352,0.914178
0.415553,0.017440,0.202497,0.248544,0.000736,0.002400,0.001120,0.000384,0.895362
0.415681,0.017408,0.202273,0.261153,0.000832,0.002176,0.001120,0.000416,0.909347
0.415745,0.017536,0.202624,0.322305,0.000768,0.002400,0.001056,0.000352,0.969826
0.416065,0.017536,0.201953,0.259201,0.000800,0.002272,0.001088,0.000608,0.906851
0.415521,0.017504,0.201824,0.250753,0.000704,0.002208,0.001088,0.000320,0.896803
0.415489,0.017408,0.201632,0.251617,0.000768,0.003072,0.001248,0.000416,0.898626
0.416737,0.017344,0.202497,0.262113,0.000832,0.002368,0.001088,0.000352,0.910307
0.415746,0.017344,0.201856,0.264481,0.000736,0.002208,0.001120,0.000416,0.911907
0.416737,0.017280,0.202273,0.261568,0.000768,0.002240,0.001184,0.000384,0.909730
0.416033,0.017440,0.218529,0.264481,0.000768,0.002112,0.001120,0.000384,0.928035
0.415970,0.017312,0.202208,0.256897,0.000832,0.002272,0.001120,0.000384,0.903907
0.416321,0.017568,0.202401,0.256800,0.000768,0.002272,0.001088,0.000384,0.907330
0.416289,0.017440,0.202401,0.262177,0.000768,0.002240,0.001184,0.000320,0.910115
0.415201,0.017440,0.202464,0.261569,0.000736,0.003072,0.001184,0.000352,0.909538
0.416929,0.017632,0.203041,0.246816,0.000800,0.002240,0.001216,0.000384,0.896898
0.415617,0.017568,0.202593,0.247425,0.000768,0.002176,0.001056,0.000384,0.894979
0.435905,0.017440,0.202080,0.253537,0.000832,0.002336,0.001152,0.000384,0.921314
0.416033,0.017888,0.202433,0.253408,0.001120,0.002400,0.001120,0.000384,0.902562
0.416129,0.018113,0.202784,0.245921,0.000768,0.002272,0.001120,0.000384,0.894307
0.416833,0.017504,0.202400,0.279009,0.000864,0.002368,0.001152,0.000384,0.928386
0.417089,0.017504,0.202625,0.259041,0.000800,0.002144,0.001120,0.000384,0.907395
0.416002,0.017984,0.202080,0.258657,0.000800,0.002176,0.001120,0.000384,0.907715
0.415969,0.017568,0.202369,0.254016,0.000864,0.002272,0.001152,0.000320,0.902850
0.451777,0.017824,0.202561,0.265281,0.000832,0.002176,0.001152,0.000576,0.949635
0.415938,0.017408,0.203328,0.254305,0.000832,0.002176,0.001216,0.000352,0.902947
0.416065,0.017600,0.202497,0.251040,0.000832,0.002336,0.001056,0.000608,0.899874
0.416769,0.017312,0.220353,0.298849,0.000704,0.002240,0.001184,0.000576,0.965219
0.416033,0.017440,0.202784,0.259969,0.000864,0.002208,0.001120,0.000576,0.908002
0.416321,0.017408,0.202209,0.261568,0.000768,0.002208,0.001120,0.000384,0.908738
0.416129,0.017408,0.202561,0.257633,0.000800,0.002240,0.001120,0.000384,0.905091
0.415905,0.017472,0.203008,0.252353,0.000864,0.001952,0.001120,0.000608,0.900578
0.416193,0.017408,0.202913,0.252224,0.000800,0.003200,0.001184,0.000352,0.902274
0.418305,0.017280,0.202561,0.263905,0.000704,0.002240,0.001184,0.000352,0.913603
0.416481,0.017344,0.216960,0.260737,0.000864,0.002272,0.001152,0.000384,0.924450
0.416481,0.017344,0.202593,0.252256,0.000832,0.002176,0.001120,0.000448,0.900258
0.415649,0.017697,0.202528,0.249473,0.000832,0.002304,0.001184,0.000384,0.896867
0.417921,0.017472,0.202464,0.258177,0.000736,0.002304,0.001120,0.000352,0.907554
0.416065,0.017408,0.202593,0.253089,0.000800,0.002304,0.001120,0.000416,0.900419
0.416577,0.017409,0.202112,0.259457,0.000768,0.002112,0.001056,0.000352,0.906819
0.416321,0.017536,0.202912,0.254241,0.000768,0.002304,0.001120,0.000352,0.902370
0.435745,0.017600,0.202945,0.268129,0.000768,0.002144,0.001216,0.000352,0.935779
0.416322,0.018304,0.202464,0.266081,0.000832,0.002304,0.001216,0.000352,0.915171
0.416129,0.017568,0.202817,0.246720,0.000736,0.002304,0.001248,0.000384,0.894562
0.416161,0.017600,0.202657,0.297153,0.000800,0.002432,0.001184,0.000384,0.945059
0.417825,0.017504,0.202784,0.255201,0.000832,0.002176,0.001248,0.000384,0.904706
0.416449,0.017472,0.202049,0.249600,0.000736,0.002400,0.001248,0.000352,0.897250
0.416225,0.017760,0.202113,0.263265,0.000832,0.002144,0.001312,0.000384,0.910819
0.434305,0.017792,0.202656,0.262561,0.000864,0.002112,0.001184,0.000544,0.928514
0.416161,0.017536,0.202273,0.256480,0.000832,0.002208,0.001184,0.000384,0.903810
0.415937,0.017312,0.202209,0.253249,0.000800,0.002048,0.001248,0.000384,0.899843
0.416065,0.017344,0.203520,0.269921,0.000800,0.002144,0.001248,0.000352,0.919266
0.416193,0.017536,0.202689,0.261952,0.000736,0.002336,0.001216,0.000384,0.909986
0.417089,0.017568,0.202465,0.248033,0.000736,0.002304,0.001280,0.000384,0.897219
0.416545,0.017312,0.202144,0.251969,0.000896,0.002144,0.001152,0.000352,0.899586
0.433505,0.017504,0.202401,0.250688,0.000768,0.002336,0.001152,0.000384,0.916034
0.416097,0.017312,0.202529,0.246817,0.000768,0.002368,0.001184,0.000416,0.894019
0.417281,0.017536,0.202208,0.254881,0.000768,0.002176,0.001184,0.000384,0.902818
0.416833,0.017984,0.221249,0.265760,0.000928,0.002080,0.001152,0.000384,0.933410
0.415809,0.017504,0.202337,0.256225,0.000832,0.002176,0.001120,0.000416,0.903331
0.415969,0.017632,0.202368,0.255425,0.000800,0.002304,0.001120,0.000352,0.902690
0.416001,0.017312,0.202497,0.255744,0.000736,0.002112,0.001088,0.000352,0.902594
0.417089,0.017504,0.202337,0.266913,0.000832,0.002432,0.001184,0.000480,0.916195
0.415937,0.017440,0.202912,0.260161,0.000864,0.002208,0.001152,0.000384,0.907874
0.417761,0.017504,0.202657,0.255232,0.000672,0.002240,0.001184,0.000384,0.904770
0.415617,0.035585,0.202720,0.251681,0.000768,0.002208,0.001152,0.000416,0.917603
0.416065,0.017632,0.202272,0.257665,0.000736,0.002240,0.001152,0.000384,0.904834
0.416225,0.017344,0.202145,0.256800,0.000800,0.002336,0.001216,0.000384,0.904450
0.416737,0.017312,0.202305,0.258465,0.000800,0.002304,0.001184,0.000416,0.906851
0.416641,0.017568,0.203328,0.263489,0.000736,0.002112,0.001152,0.000384,0.912450
0.416385,0.017344,0.202689,0.257632,0.000832,0.002272,0.001121,0.000384,0.905283
0.416289,0.017953,0.202720,0.256001,0.000800,0.002272,0.001152,0.000448,0.905059
0.435105,0.018016,0.202848,0.268513,0.000800,0.002368,0.001184,0.000576,0.936770
0.417985,0.017568,0.202785,0.259105,0.000864,0.002208,0.001216,0.000576,0.909379
0.415458,0.017760,0.202528,0.245889,0.000704,0.002304,0.001152,0.000544,0.893187
0.416065,0.017760,0.202112,0.306177,0.000832,0.002304,0.001184,0.000384,0.955266
0.416481,0.017248,0.202433,0.264705,0.000704,0.002048,0.001184,0.000352,0.911683
0.415874,0.017472,0.202880,0.258241,0.000768,0.002240,0.001184,0.000384,0.906723
0.415521,0.017504,0.202433,0.259936,0.000768,0.002240,0.001216,0.000416,0.906946
0.432193,0.017728,0.202625,0.261345,0.000832,0.002208,0.001056,0.000608,0.926243
0.416673,0.017984,0.202208,0.251073,0.000736,0.002208,0.001216,0.000416,0.899586
0.415713,0.017856,0.202657,0.259648,0.000800,0.002176,0.001216,0.000384,0.908130
0.416321,0.017696,0.204449,0.276449,0.000864,0.002720,0.001248,0.000416,0.927715
0.416545,0.017376,0.202368,0.256193,0.000768,0.002144,0.001248,0.000352,0.904290
0.416193,0.017536,0.202721,0.250912,0.000768,0.002176,0.001216,0.000416,0.899170
0.416225,0.017440,0.202305,0.256225,0.000736,0.002240,0.001280,0.000384,0.904675
0.419041,0.017632,0.205665,0.281248,0.000768,0.002304,0.001216,0.000352,0.936194
0.417985,0.017856,0.203521,0.264289,0.000704,0.002528,0.001120,0.000416,0.915651
0.415681,0.017504,0.202656,0.265985,0.000832,0.002496,0.001056,0.000384,0.913634
0.434529,0.017632,0.202945,0.263169,0.000864,0.002336,0.001120,0.000352,0.930531
0.415874,0.017696,0.202400,0.258753,0.000768,0.002304,0.001024,0.000352,0.906179
0.415873,0.017440,0.202849,0.261504,0.000672,0.002336,0.001056,0.000384,0.909506
0.416545,0.017440,0.202529,0.296001,0.000736,0.002464,0.001376,0.000352,0.944899
0.416225,0.017440,0.202528,0.258497,0.000800,0.002432,0.001216,0.000384,0.906818
0.416257,0.017632,0.203169,0.262337,0.000672,0.002496,0.001120,0.000384,0.911139
0.416321,0.017473,0.202880,0.261025,0.000800,0.002208,0.001216,0.000384,0.909731
0.788930,0.057760,0.345217,0.551778,0.001120,0.002656,0.001216,0.000384,1.757605
0.416929,0.017632,0.202145,0.264768,0.000736,0.002368,0.001152,0.000352,0.913090
0.416417,0.017344,0.202081,0.289569,0.000704,0.002368,0.001216,0.000352,0.936931
0.415681,0.017536,0.202561,0.260032,0.000800,0.002272,0.001152,0.000384,0.909218
0.415649,0.017376,0.202177,0.262049,0.000704,0.002368,0.001056,0.000416,0.908995
0.416418,0.017568,0.202272,0.260065,0.000640,0.002432,0.001152,0.000384,0.910083
0.433153,0.017632,0.202561,0.261600,0.000768,0.002304,0.001088,0.000608,0.927202
0.416193,0.017664,0.202465,0.266081,0.000672,0.002304,0.001088,0.000352,0.913731
0.417057,0.017696,0.203360,0.275233,0.001120,0.003104,0.001312,0.000544,0.926946
0.418337,0.017632,0.221793,0.273729,0.000800,0.002944,0.001664,0.000384,0.946851
0.416385,0.017792,0.204032,0.273857,0.000960,0.002944,0.001312,0.000352,0.925154
0.416353,0.017760,0.202401,0.261953,0.000768,0.002464,0.001248,0.000384,0.910307
0.415906,0.017536,0.203584,0.256609,0.000832,0.002112,0.001216,0.000384,0.905571
0.416001,0.017504,0.202273,0.254304,0.000736,0.002240,0.001216,0.000416,0.902146
0.416193,0.017568,0.202849,0.258465,0.000768,0.002240,0.001248,0.000384,0.907107
0.416513,0.017376,0.202368,0.258849,0.000864,0.002624,0.001120,0.000384,0.907394
0.439169,0.017504,0.203105,0.264160,0.000864,0.002400,0.001153,0.000352,0.935747
0.416609,0.017313,0.202176,0.245121,0.000800,0.002304,0.001152,0.000384,0.892835
0.417249,0.017376,0.202464,0.256033,0.000736,0.002368,0.001088,0.000384,0.904162
0.415777,0.017312,0.202177,0.277057,0.000736,0.002560,0.001120,0.000384,0.924899
0.416674,0.017408,0.202368,0.255361,0.000800,0.002208,0.001184,0.000384,0.903203
0.416449,0.017568,0.202337,0.260512,0.000896,0.002400,0.001184,0.000416,0.909442
0.415905,0.017664,0.202177,0.251233,0.000768,0.002464,0.001216,0.000384,0.899139
0.434242,0.017792,0.202240,0.255521,0.000832,0.002400,0.001216,0.000576,0.922275
0.416417,0.017696,0.202657,0.256320,0.000704,0.002272,0.001152,0.000352,0.904866
0.416193,0.017632,0.202529,0.256481,0.000672,0.002272,0.001216,0.000416,0.904995
0.415682,0.017600,0.202720,0.267969,0.000800,0.002592,0.001184,0.000352,0.916195
0.415969,0.017632,0.201921,0.241376,0.000832,0.002144,0.001152,0.000384,0.888450
0.416001,0.017600,0.202081,0.256193,0.000672,0.002336,0.001248,0.000352,0.903139
0.416034,0.017632,0.202720,0.254433,0.000704,0.002304,0.001152,0.000320,0.902051
0.435137,0.017440,0.202529,0.250560,0.000768,0.002304,0.001120,0.000640,0.917602
0.415969,0.017280,0.202273,0.248129,0.000768,0.002208,0.001088,0.000352,0.894819
0.415234,0.017408,0.201952,0.254017,0.000768,0.002016,0.001120,0.000352,0.899491
0.415969,0.017312,0.216064,0.254977,0.000832,0.002016,0.001120,0.000320,0.915938
0.415713,0.017280,0.202241,0.245569,0.000800,0.002144,0.001056,0.000384,0.892035
0.416385,0.017697,0.202112,0.261793,0.000768,0.002272,0.001216,0.000416,0.909475
0.417665,0.017440,0.202688,0.256385,0.000736,0.002208,0.001248,0.000416,0.905986
0.416449,0.017920,0.202881,0.284289,0.000704,0.002208,0.001184,0.000384,0.932739
0.415810,0.017504,0.202464,0.244769,0.000736,0.002272,0.001216,0.000352,0.891843
0.416321,0.017312,0.201985,0.270368,0.000800,0.002144,0.001248,0.000416,0.917954
0.416129,0.017728,0.220961,0.266689,0.000800,0.002240,0.001216,0.000608,0.933635
0.416289,0.017280,0.202400,0.257601,0.000608,0.002368,0.001216,0.000320,0.904802
0.416097,0.017376,0.202369,0.266688,0.000704,0.002528,0.001248,0.000384,0.914562
0.416353,0.017568,0.202273,0.256417,0.000768,0.002592,0.001216,0.000320,0.904323
0.416097,0.017888,0.202592,0.261249,0.000736,0.002208,0.001312,0.000384,0.909730
0.417729,0.017600,0.202209,0.265089,0.000704,0.002432,0.001344,0.000384,0.914531
0.416738,0.017856,0.202560,0.265633,0.000736,0.002368,0.001184,0.000352,0.915011
0.434209,0.017920,0.202209,0.257408,0.000832,0.002336,0.001216,0.000384,0.923490
0.415393,0.017664,0.202145,0.251745,0.000608,0.002112,0.001120,0.000384,0.897859
0.415810,0.017504,0.202400,0.256385,0.000704,0.002240,0.001184,0.000384,0.903587
0.416673,0.018016,0.202241,0.277536,0.000800,0.002304,0.001248,0.000384,0.926978
0.415073,0.017440,0.202305,0.258049,0.000832,0.002144,0.001408,0.000384,0.904355
0.416130,0.017472,0.202176,0.246145,0.000768,0.002176,0.001248,0.000416,0.893475
0.416225,0.017632,0.202113,0.257312,0.000736,0.002368,0.001248,0.000384,0.904770
0.432161,0.017824,0.202401,0.262625,0.000960,0.002016,0.001216,0.000416,0.926147
0.417282,0.017984,0.202368,0.264705,0.000864,0.002368,0.001312,0.000448,0.914531
0.417121,0.017632,0.202465,0.256864,0.000768,0.002336,0.001280,0.000416,0.905634
0.415777,0.017536,0.202241,0.271713,0.000768,0.002240,0.001184,0.000448,0.918659
0.415777,0.017760,0.201984,0.248865,0.000800,0.002336,0.001280,0.000384,0.896418
0.416193,0.017760,0.202273,0.256736,0.000672,0.002240,0.001216,0.000384,0.904578
0.416705,0.017600,0.202433,0.250625,0.000704,0.002112,0.001152,0.000352,0.898595
0.433281,0.017952,0.202880,0.264929,0.000736,0.002240,0.001184,0.000640,0.930690
0.416385,0.017696,0.202529,0.256160,0.000928,0.002208,0.001120,0.000352,0.904194
0.416225,0.017568,0.202176,0.256961,0.000800,0.002464,0.001184,0.000384,0.904355
0.416193,0.017504,0.221408,0.260097,0.000800,0.002336,0.001056,0.000384,0.926850
0.434945,0.017984,0.203393,0.249665,0.000832,0.002656,0.001216,0.000384,0.918531
0.416513,0.017728,0.202368,0.259297,0.000800,0.002592,0.001248,0.000352,0.908323
0.418177,0.018336,0.204385,0.288128,0.001024,0.003552,0.001184,0.000576,0.943266
0.417921,0.017857,0.202432,0.263009,0.000672,0.002560,0.001248,0.000416,0.913475
0.416449,0.017536,0.203168,0.264353,0.000736,0.002304,0.001216,0.000384,0.913314
0.416577,0.017536,0.202913,0.260545,0.000704,0.002272,0.001120,0.000384,0.908995
0.434530,0.018048,0.202880,0.260737,0.000864,0.002496,0.001120,0.000608,0.928035
0.415521,0.017856,0.201985,0.257440,0.000672,0.002464,0.001120,0.000576,0.904290
0.415713,0.017440,0.202081,0.249057,0.000768,0.002304,0.001088,0.000384,0.895747
0.415938,0.017696,0.202080,0.285985,0.000832,0.002336,0.001152,0.000416,0.933187
0.416833,0.017600,0.202145,0.260289,0.000768,0.002368,0.001280,0.000320,0.909091
0.416322,0.017792,0.202496,0.261953,0.000768,0.002336,0.001056,0.000352,0.909891
0.416449,0.017536,0.202881,0.257248,0.000704,0.002240,0.001152,0.000576,0.905762
0.432001,0.017632,0.202945,0.254593,0.000704,0.002272,0.001152,0.000576,0.918979
0.416290,0.017888,0.202656,0.255745,0.000704,0.002176,0.001184,0.000352,0.903683
0.415585,0.017696,0.202241,0.257856,0.000704,0.002272,0.001312,0.000384,0.905186
0.416321,0.017568,0.202113,0.271617,0.000768,0.002176,0.001152,0.000416,0.919235
0.416642,0.017792,0.202688,0.258433,0.000832,0.002368,0.001248,0.000416,0.907363
0.416033,0.017376,0.202721,0.253024,0.000736,0.002304,0.001088,0.000416,0.900898
0.416097,0.017792,0.202433,0.248353,0.000736,0.002496,0.001152,0.000384,0.896483
0.428834,0.017344,0.202624,0.262497,0.000768,0.002624,0.001248,0.000384,0.923747
0.415809,0.017696,0.202561,0.257248,0.000800,0.002336,0.001216,0.000384,0.905282
0.415745,0.017376,0.202785,0.255713,0.000832,0.002272,0.001248,0.000448,0.903235
0.415650,0.017408,0.221408,0.260001,0.000864,0.002400,0.001216,0.000384,0.926723
0.415553,0.017376,0.202945,0.245952,0.000736,0.002240,0.001152,0.000384,0.893122
0.415745,0.017632,0.202465,0.259777,0.000768,0.002208,0.001216,0.000384,0.907139
0.417441,0.017728,0.202816,0.271393,0.000736,0.002400,0.001120,0.000352,0.921090
0.419969,0.017728,0.208033,0.294945,0.001120,0.003232,0.001120,0.000576,0.958147
0.417761,0.017408,0.203072,0.270849,0.001056,0.002912,0.001120,0.000352,0.922690
0.416449,0.017792,0.203585,0.267393,0.000864,0.002496,0.001088,0.000352,0.917699
0.433345,0.017792,0.202688,0.272449,0.000896,0.002304,0.001152,0.000544,0.938722
0.415937,0.017600,0.203073,0.261921,0.000768,0.002176,0.001088,0.000384,0.910147
0.415810,0.017536,0.202752,0.260161,0.000800,0.002432,0.001152,0.000416,0.908003
0.415233,0.017472,0.202465,0.276608,0.000672,0.002272,0.001056,0.000416,0.923074
0.416353,0.017536,0.202625,0.250465,0.000640,0.002304,0.001088,0.000384,0.897859
0.415778,0.017504,0.202560,0.246241,0.000704,0.002432,0.001056,0.000416,0.893315
0.416385,0.017536,0.202081,0.249216,0.000800,0.002464,0.001024,0.000416,0.896770
0.434689,0.017536,0.202689,0.267553,0.000864,0.002368,0.001120,0.000384,0.934243
0.416001,0.017536,0.202880,0.260033,0.000768,0.002272,0.001056,0.000352,0.907394
0.416257,0.017504,0.203041,0.260384,0.000704,0.002304,0.001120,0.000352,0.909186
0.416449,0.017761,0.219936,0.265057,0.000864,0.002400,0.001120,0.000352,0.931299
0.416513,0.017472,0.203072,0.264129,0.000736,0.002176,0.001088,0.000352,0.912706
0.416257,0.017568,0.203713,0.261345,0.000768,0.002240,0.001088,0.000352,0.909891
0.416066,0.017376,0.202240,0.265505,0.000832,0.002336,0.001088,0.000416,0.912355
0.416417,0.017568,0.202817,0.261280,0.000768,0.002176,0.001056,0.000416,0.909474
0.416609,0.017696,0.202049,0.256417,0.000864,0.002336,0.001088,0.000352,0.904227
0.416322,0.017984,0.202144,0.259745,0.000800,0.002528,0.001120,0.000416,0.907683
0.434849,0.017472,0.202241,0.262912,0.000864,0.002240,0.001056,0.000352,0.928610
0.416769,0.017408,0.203137,0.263809,0.000832,0.002304,0.001024,0.000352,0.912323
0.416737,0.017408,0.202464,0.260321,0.000736,0.002304,0.001184,0.000384,0.909058
0.418209,0.017728,0.210529,0.298625,0.000768,0.002496,0.001152,0.000384,0.957347
0.417154,0.017760,0.203232,0.264737,0.000768,0.003360,0.001280,0.000384,0.915587
0.416961,0.017728,0.202177,0.261440,0.000768,0.002336,0.001216,0.000416,0.910498
0.416513,0.017632,0.203329,0.260993,0.000768,0.002432,0.001120,0.000352,0.910435
0.434113,0.017632,0.202432,0.266785,0.000832,0.002336,0.001056,0.000576,0.932898
0.417729,0.017504,0.202593,0.256289,0.000704,0.002272,0.001184,0.000608,0.906147
0.417378,0.017824,0.202528,0.256993,0.000768,0.002208,0.001088,0.000576,0.906339
0.416609,0.017632,0.202592,0.271329,0.000704,0.002016,0.001280,0.000352,0.919746
0.416609,0.017760,0.202689,0.259617,0.000736,0.002336,0.001248,0.000576,0.908355
0.416098,0.017600,0.202528,0.259489,0.000736,0.002176,0.001216,0.000352,0.907907
0.416545,0.017536,0.203169,0.259840,0.000864,0.002432,0.001184,0.000384,0.909026
0.450465,0.017472,0.202977,0.259969,0.000800,0.002400,0.001184,0.000384,0.942563
0.416930,0.017664,0.203136,0.260449,0.000832,0.002336,0.001216,0.000384,0.909731
0.416833,0.017600,0.202881,0.260608,0.000896,0.002176,0.001184,0.000384,0.909346
0.416897,0.017600,0.221345,0.256769,0.000864,0.002432,0.001216,0.000384,0.924643
0.416161,0.017344,0.202304,0.259361,0.000928,0.002240,0.001184,0.000608,0.906882
0.416641,0.017504,0.202081,0.248992,0.000704,0.002240,0.001184,0.000352,0.896290
0.416609,0.017824,0.202305,0.257825,0.000960,0.002336,0.001120,0.000384,0.905955
0.415361,0.017664,0.203968,0.254913,0.000640,0.002336,0.001088,0.000352,0.903042
0.414913,0.017568,0.203073,0.266304,0.000800,0.002368,0.001216,0.000384,0.913571
0.416162,0.017664,0.202624,0.255617,0.000800,0.002272,0.001280,0.000320,0.903619
0.436577,0.017792,0.202369,0.254560,0.000800,0.002176,0.001280,0.000384,0.923010
0.415617,0.017472,0.202369,0.259073,0.000768,0.002368,0.001312,0.000384,0.906211
0.415842,0.017664,0.202912,0.250881,0.000672,0.002432,0.001248,0.000416,0.898723
0.416097,0.017504,0.202401,0.283648,0.000672,0.002368,0.001376,0.000384,0.931490
0.416161,0.017729,0.202464,0.255169,0.000896,0.002592,0.001280,0.000352,0.903875
0.416737,0.017728,0.203936,0.252449,0.000800,0.002304,0.001216,0.000352,0.902562
0.415905,0.017504,0.202049,0.256672,0.000672,0.002272,0.001248,0.000352,0.903650
0.433986,0.017504,0.202720,0.251905,0.000704,0.002176,0.001216,0.000416,0.917763
0.415905,0.017792,0.202752,0.253697,0.000800,0.002176,0.001248,0.000384,0.902402
0.416161,0.017760,0.203105,0.260513,0.000864,0.002528,0.001376,0.000576,0.910563
0.415874,0.017568,0.202272,0.278753,0.000608,0.002848,0.001312,0.000384,0.926243
0.415841,0.017600,0.202657,0.251360,0.000736,0.002176,0.001152,0.000352,0.898722
0.416673,0.017568,0.202817,0.257057,0.000864,0.002528,0.001088,0.000416,0.905731
0.416066,0.017408,0.203040,0.251233,0.000768,0.002336,0.001184,0.000352,0.899043
0.434177,0.017376,0.202561,0.283424,0.000768,0.002112,0.001248,0.000384,0.949154
