Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415809,0.017152,0.202337,0.004800,0.048128,0.000576,0.197696,0.002112,0.001184,0.000384,0.898018
0.416641,0.017280,0.202433,0.004864,0.047488,0.001024,0.233440,0.002400,0.001376,0.000416,0.935330
0.416321,0.017696,0.202240,0.004832,0.047393,0.000608,0.202880,0.002208,0.001088,0.000384,0.903394
0.416354,0.017504,0.202208,0.004768,0.047296,0.000608,0.183937,0.002144,0.000992,0.000416,0.883907
0.416193,0.017536,0.202241,0.004928,0.046912,0.000992,0.192769,0.002304,0.001056,0.000384,0.893027
0.436353,0.017600,0.202945,0.004896,0.047200,0.001024,0.183808,0.002144,0.001184,0.000416,0.906466
0.417153,0.017376,0.202912,0.004768,0.047649,0.000832,0.203328,0.002368,0.001408,0.000416,0.906626
0.416514,0.017312,0.202496,0.004832,0.047424,0.000800,0.197089,0.002528,0.001408,0.000416,0.899043
0.416801,0.017568,0.202753,0.004768,0.065856,0.000800,0.191073,0.002080,0.001472,0.000448,0.912131
0.416065,0.017504,0.202369,0.005280,0.048672,0.000800,0.194849,0.002368,0.001376,0.000384,0.897283
0.416417,0.017344,0.202753,0.004960,0.048352,0.000736,0.198688,0.002304,0.001408,0.000352,0.900994
0.416225,0.017504,0.202272,0.005280,0.047649,0.000800,0.194464,0.002560,0.001216,0.000576,0.898210
0.437346,0.017472,0.203200,0.005024,0.047936,0.000800,0.198273,0.002528,0.001536,0.000384,0.922947
0.417697,0.017633,0.204160,0.005280,0.047904,0.000832,0.208353,0.002592,0.001248,0.000416,0.915235
0.416961,0.017504,0.202945,0.005312,0.048576,0.000832,0.199649,0.002304,0.001280,0.000384,0.903267
0.416577,0.017504,0.219745,0.005376,0.048096,0.000832,0.209665,0.002336,0.001248,0.000544,0.930467
0.416321,0.017216,0.203041,0.004832,0.048448,0.000800,0.192544,0.002560,0.001376,0.000608,0.895522
0.415809,0.017312,0.202401,0.005248,0.048096,0.000800,0.203808,0.002400,0.001376,0.000576,0.905666
0.416161,0.017440,0.202304,0.004800,0.048416,0.001024,0.201697,0.002336,0.001408,0.000416,0.903842
0.417186,0.017344,0.202112,0.004800,0.047552,0.000768,0.187201,0.002112,0.001216,0.000416,0.887779
0.416353,0.017504,0.202145,0.004800,0.047232,0.000800,0.173568,0.002368,0.001280,0.000384,0.873314
0.415905,0.017248,0.202048,0.004832,0.047489,0.000768,0.197632,0.002336,0.001184,0.000416,0.898690
0.416033,0.017345,0.217248,0.004960,0.047488,0.000736,0.188097,0.002240,0.001216,0.000384,0.903651
0.415169,0.017312,0.202177,0.005248,0.048608,0.000832,0.182816,0.002304,0.000928,0.000384,0.882690
0.416033,0.017440,0.201952,0.004832,0.047009,0.000800,0.180128,0.002208,0.000896,0.000416,0.879106
0.416737,0.017601,0.202912,0.004800,0.047392,0.000608,0.192097,0.002368,0.001056,0.000384,0.893923
0.428065,0.017600,0.202017,0.004864,0.047712,0.000576,0.167616,0.002144,0.000992,0.000416,0.878818
0.416097,0.017344,0.202208,0.004897,0.047392,0.000480,0.202752,0.002080,0.000928,0.000416,0.901026
0.416066,0.017664,0.202336,0.004832,0.047040,0.000576,0.196577,0.002112,0.001056,0.000384,0.895715
0.417025,0.017280,0.203297,0.004768,0.061760,0.000608,0.186273,0.002240,0.001024,0.000384,0.902979
0.416481,0.017280,0.202049,0.004832,0.046912,0.000576,0.177056,0.002080,0.001120,0.000384,0.875906
0.418786,0.018112,0.203392,0.004800,0.049120,0.001056,0.246177,0.002976,0.001856,0.000608,0.960323
0.416546,0.017664,0.202240,0.004800,0.048352,0.000800,0.186689,0.003008,0.001344,0.000384,0.889955
0.429313,0.017472,0.202209,0.005056,0.047968,0.000864,0.185025,0.002432,0.000896,0.000384,0.898755
0.416321,0.017696,0.202017,0.005024,0.048160,0.000768,0.200832,0.002112,0.000992,0.000352,0.900994
0.415298,0.017408,0.202272,0.005024,0.048448,0.000608,0.201633,0.002144,0.001024,0.000384,0.901475
0.418209,0.017504,0.201985,0.004800,0.048160,0.000544,0.234881,0.002432,0.000992,0.000384,0.937411
0.416097,0.017600,0.203009,0.004896,0.048096,0.000608,0.185761,0.002144,0.000832,0.000384,0.886915
0.417281,0.017792,0.202785,0.004832,0.049664,0.000832,0.212992,0.002240,0.001280,0.000384,0.917986
0.416545,0.017728,0.202400,0.004800,0.047841,0.000832,0.209088,0.002048,0.001120,0.000384,0.910594
0.435874,0.017664,0.202048,0.004832,0.049696,0.000832,0.212769,0.002368,0.001216,0.000416,0.935715
0.416385,0.017921,0.202848,0.004768,0.050912,0.000864,0.209889,0.002464,0.001280,0.000416,0.915971
0.416417,0.017792,0.202273,0.004832,0.048576,0.000832,0.199585,0.002208,0.001152,0.000384,0.902147
0.416353,0.017536,0.220513,0.005280,0.047776,0.000832,0.212160,0.002304,0.001312,0.000416,0.933123
0.416353,0.017696,0.202529,0.004800,0.048352,0.000896,0.211072,0.002208,0.001248,0.000416,0.913826
0.416897,0.017504,0.202784,0.005056,0.048737,0.000800,0.212928,0.002272,0.001088,0.000416,0.916130
0.417762,0.017504,0.204064,0.004832,0.050592,0.000864,0.212225,0.002400,0.001184,0.000448,0.919747
0.416929,0.017569,0.203808,0.005344,0.048128,0.000800,0.211073,0.002432,0.001248,0.000384,0.915811
0.416001,0.017536,0.202689,0.005280,0.048032,0.000832,0.217537,0.002400,0.001184,0.000384,0.919619
0.415649,0.018080,0.202529,0.005312,0.048480,0.000800,0.210465,0.002496,0.001184,0.000416,0.913379
0.434689,0.017632,0.202369,0.005120,0.048160,0.000800,0.222081,0.002144,0.001216,0.000416,0.942531
0.416641,0.017824,0.203297,0.004832,0.048512,0.000832,0.207648,0.002528,0.001504,0.000384,0.912898
0.415649,0.017792,0.202176,0.005280,0.048065,0.000800,0.200576,0.002432,0.001536,0.000384,0.902626
0.416354,0.017504,0.202688,0.005280,0.047680,0.000864,0.239617,0.002304,0.001152,0.000320,0.941507
0.416225,0.017664,0.202913,0.005280,0.048832,0.000800,0.208321,0.002240,0.001504,0.000384,0.911875
0.415905,0.017568,0.202241,0.004896,0.050112,0.000832,0.197793,0.002304,0.001408,0.000416,0.901379
0.417025,0.017728,0.202369,0.004832,0.049408,0.000800,0.205217,0.002144,0.001184,0.000416,0.909251
0.436641,0.017984,0.202273,0.005216,0.048448,0.000832,0.210304,0.002336,0.001248,0.000608,0.934242
0.415969,0.017600,0.202112,0.004833,0.048224,0.000992,0.210656,0.002080,0.001536,0.000416,0.912322
0.416065,0.017600,0.202784,0.005312,0.048256,0.000576,0.198785,0.002112,0.001216,0.000384,0.901346
0.416161,0.017633,0.222592,0.005312,0.047744,0.000800,0.220865,0.002304,0.001216,0.000416,0.943363
0.416705,0.017664,0.202305,0.004832,0.048608,0.000800,0.211009,0.002432,0.001408,0.000416,0.914819
0.416737,0.017664,0.203297,0.005280,0.048192,0.000832,0.199617,0.002528,0.001248,0.000352,0.903491
0.416033,0.017536,0.203169,0.005280,0.047808,0.000832,0.198656,0.002240,0.001184,0.000384,0.901314
0.416993,0.017664,0.203136,0.005312,0.047905,0.000832,0.189088,0.002528,0.001440,0.000416,0.893410
0.416194,0.017536,0.203680,0.005280,0.047872,0.000608,0.191201,0.002528,0.001376,0.000448,0.894595
0.415841,0.017920,0.202529,0.005280,0.048256,0.000608,0.209921,0.002464,0.001120,0.000384,0.912195
0.416513,0.017664,0.220769,0.005536,0.048128,0.000608,0.210433,0.002112,0.001408,0.000416,0.931875
0.416225,0.017408,0.202529,0.004832,0.047904,0.000608,0.184928,0.002144,0.001536,0.000384,0.886274
0.415937,0.017568,0.202112,0.005024,0.048385,0.000608,0.198976,0.002304,0.001120,0.000448,0.900002
0.415265,0.017729,0.202752,0.004896,0.048032,0.000576,0.230209,0.002208,0.001504,0.000416,0.930531
0.416097,0.017344,0.202273,0.004832,0.047680,0.000768,0.208065,0.002368,0.001440,0.000416,0.909091
0.415873,0.017280,0.202337,0.004800,0.049600,0.000768,0.206336,0.002304,0.001088,0.000384,0.908194
0.415809,0.017280,0.202624,0.004832,0.048033,0.000800,0.201408,0.001952,0.001216,0.000384,0.901538
0.415714,0.017440,0.220000,0.005408,0.047520,0.000832,0.200545,0.002144,0.001376,0.000384,0.918819
0.415457,0.017600,0.202465,0.004832,0.049152,0.000544,0.204225,0.002080,0.001088,0.000384,0.905635
0.416961,0.017728,0.202497,0.005312,0.048320,0.000768,0.211649,0.002080,0.001472,0.000416,0.915171
0.416001,0.018144,0.202753,0.005248,0.047680,0.000800,0.196544,0.002176,0.001280,0.000384,0.898850
1.155523,0.109888,0.617794,0.004928,0.272993,0.000832,0.318529,0.003040,0.001536,0.000416,2.494695
0.415554,0.017888,0.202624,0.004864,0.047712,0.000800,0.194241,0.002176,0.001216,0.000416,0.895459
0.416001,0.017536,0.202177,0.004800,0.047360,0.001024,0.192321,0.002432,0.001152,0.000352,0.892707
0.416545,0.017504,0.202209,0.005312,0.048128,0.000800,0.213088,0.002465,0.001184,0.000384,0.916643
0.416097,0.017664,0.202433,0.004896,0.049024,0.000768,0.209056,0.002240,0.001216,0.000384,0.911778
0.433121,0.017760,0.202432,0.004896,0.048833,0.000608,0.206528,0.002336,0.001152,0.000576,0.926434
0.415938,0.017472,0.202400,0.005280,0.048736,0.000800,0.192321,0.002304,0.001248,0.000384,0.894915
0.415809,0.017600,0.203201,0.004864,0.049152,0.000768,0.188417,0.002240,0.001248,0.000384,0.891907
0.416097,0.017504,0.202529,0.004864,0.048096,0.000768,0.229185,0.002304,0.001248,0.000416,0.931267
0.415713,0.017504,0.202849,0.004864,0.047648,0.000768,0.207232,0.002368,0.001376,0.000384,0.908322
0.415777,0.017408,0.203520,0.004832,0.048161,0.000768,0.230496,0.002464,0.001248,0.000416,0.933730
0.415809,0.018016,0.203136,0.005248,0.047584,0.000769,0.200288,0.002368,0.001248,0.000384,0.902946
0.438178,0.017760,0.202848,0.004896,0.049056,0.001024,0.209249,0.002272,0.001216,0.000416,0.934851
0.416353,0.017632,0.203169,0.004864,0.048096,0.000800,0.218369,0.002528,0.001280,0.000352,0.922787
0.416321,0.017728,0.202977,0.004864,0.048384,0.000800,0.209921,0.002592,0.001376,0.000448,0.913379
0.416257,0.017728,0.220513,0.005472,0.047872,0.000832,0.212417,0.002464,0.001248,0.000416,0.933475
0.418529,0.017472,0.203617,0.004864,0.048448,0.000800,0.208512,0.002432,0.001248,0.000384,0.914210
0.416129,0.017440,0.204320,0.004800,0.048929,0.000576,0.196064,0.002112,0.001216,0.000608,0.899906
0.416386,0.017792,0.203744,0.004832,0.048544,0.000640,0.198177,0.002560,0.001472,0.000384,0.902243
0.416609,0.017504,0.202689,0.004832,0.048576,0.000576,0.209024,0.002400,0.001440,0.000576,0.912130
0.416225,0.017696,0.202721,0.005344,0.048832,0.000800,0.206016,0.002112,0.001248,0.000608,0.909474
0.416673,0.017760,0.202592,0.005376,0.048289,0.000768,0.229536,0.002912,0.001280,0.000896,0.935874
0.416065,0.017568,0.203520,0.005312,0.048097,0.000768,0.211904,0.003200,0.001376,0.000416,0.917410
0.415938,0.017536,0.202784,0.005280,0.048512,0.000800,0.204993,0.002528,0.001248,0.000384,0.908643
0.416033,0.017696,0.202688,0.005280,0.048032,0.000576,0.209217,0.002368,0.001440,0.000416,0.911747
0.436385,0.017664,0.203233,0.004768,0.049056,0.000800,0.187905,0.002624,0.001504,0.000416,0.912195
0.415873,0.017568,0.203425,0.004832,0.048928,0.000800,0.180992,0.002304,0.001472,0.000416,0.884098
0.417505,0.017600,0.202273,0.004768,0.049184,0.000768,0.193504,0.002176,0.001088,0.000416,0.897122
0.416578,0.017824,0.202976,0.004832,0.048160,0.000704,0.235297,0.002240,0.001216,0.000448,0.938467
0.416226,0.017760,0.203072,0.004832,0.048448,0.000800,0.191361,0.002720,0.001184,0.000416,0.894627
0.417025,0.017696,0.202465,0.005344,0.047936,0.000608,0.194369,0.002176,0.001184,0.000416,0.896867
0.416129,0.017696,0.202401,0.004800,0.047904,0.000608,0.231201,0.002240,0.001248,0.000384,0.932259
0.433793,0.017856,0.202657,0.004800,0.049504,0.000800,0.210400,0.002464,0.001120,0.000416,0.932290
0.416545,0.017760,0.202464,0.004864,0.048993,0.000768,0.208512,0.002528,0.001184,0.000384,0.912738
0.416770,0.017568,0.202720,0.005248,0.047872,0.000800,0.213633,0.002400,0.001280,0.000384,0.916835
0.416769,0.017729,0.222272,0.005312,0.048480,0.000800,0.209281,0.002432,0.001248,0.000416,0.932963
0.420769,0.018273,0.205248,0.004864,0.048512,0.001088,0.237601,0.003072,0.001632,0.000640,0.953379
0.417281,0.018049,0.205408,0.004800,0.049024,0.001024,0.193697,0.002880,0.001408,0.000384,0.901635
0.416769,0.017792,0.203137,0.004800,0.048352,0.001056,0.205313,0.002592,0.001504,0.000384,0.909315
0.417569,0.017760,0.202913,0.004832,0.048640,0.000992,0.201920,0.002368,0.001088,0.000416,0.905858
0.418497,0.017696,0.204064,0.004833,0.048160,0.000608,0.210016,0.002496,0.001120,0.000352,0.915202
0.416162,0.017632,0.204832,0.004832,0.049824,0.000576,0.205921,0.002752,0.001376,0.000416,0.911235
0.439681,0.017953,0.203776,0.004864,0.049120,0.000608,0.207201,0.002176,0.001184,0.000384,0.936579
0.415553,0.017696,0.202113,0.004864,0.048704,0.000800,0.203233,0.002464,0.001376,0.000416,0.904707
0.415809,0.017696,0.202337,0.004864,0.048064,0.000832,0.202720,0.002304,0.001472,0.000416,0.903522
0.415489,0.017312,0.202112,0.004800,0.047809,0.000832,0.190400,0.002272,0.001344,0.000416,0.889858
0.415778,0.017472,0.202240,0.004768,0.047968,0.000800,0.189153,0.002400,0.001344,0.000416,0.892035
0.415457,0.017472,0.204065,0.004896,0.047168,0.000768,0.202177,0.002144,0.001408,0.000384,0.903331
0.415649,0.017472,0.202337,0.004864,0.047392,0.000768,0.190400,0.002336,0.001312,0.000416,0.889986
0.428449,0.017536,0.202240,0.004928,0.046913,0.000832,0.191936,0.003136,0.001184,0.000416,0.905154
0.415426,0.017440,0.202912,0.004832,0.046976,0.000608,0.208449,0.002304,0.001280,0.000352,0.908931
0.416289,0.017632,0.203201,0.004864,0.046944,0.000576,0.202113,0.002080,0.001088,0.000448,0.902307
0.415457,0.017536,0.203073,0.004832,0.047072,0.000576,0.196384,0.002144,0.001568,0.000320,0.897954
0.414721,0.018048,0.201984,0.004832,0.047201,0.000768,0.190368,0.002304,0.001120,0.000384,0.888866
0.415681,0.017761,0.202048,0.004896,0.047264,0.000960,0.199713,0.002368,0.001376,0.000384,0.899651
0.415777,0.017696,0.202369,0.004832,0.046976,0.000768,0.224289,0.002176,0.001280,0.000416,0.923587
0.437057,0.017600,0.202241,0.004928,0.047392,0.000800,0.211712,0.002432,0.001120,0.000352,0.934434
0.415521,0.017632,0.202656,0.004800,0.047137,0.000800,0.194400,0.002304,0.001376,0.000384,0.894210
0.416386,0.017504,0.202304,0.004832,0.047456,0.000832,0.199585,0.002176,0.001184,0.000384,0.899715
0.415329,0.017504,0.202113,0.004800,0.046976,0.000832,0.186689,0.002112,0.001312,0.000416,0.884931
0.415585,0.017696,0.204065,0.004800,0.047040,0.000768,0.198208,0.002176,0.001280,0.000384,0.898978
0.415105,0.017632,0.202208,0.004800,0.047041,0.000800,0.189888,0.002208,0.001440,0.000352,0.888674
0.415809,0.017664,0.202144,0.004768,0.047200,0.000800,0.208577,0.002176,0.001184,0.000416,0.908963
0.440865,0.017984,0.203233,0.004896,0.047072,0.000832,0.187617,0.002208,0.001088,0.000416,0.913315
0.415905,0.017760,0.202273,0.004832,0.047072,0.000800,0.204992,0.002432,0.001152,0.000384,0.905090
0.416225,0.017472,0.202208,0.004832,0.046913,0.000768,0.190880,0.002432,0.001120,0.000384,0.890114
0.416065,0.017568,0.202080,0.004800,0.047168,0.000768,0.188609,0.002080,0.001408,0.000384,0.887747
0.416193,0.017376,0.202081,0.004800,0.047200,0.000960,0.203329,0.002560,0.001344,0.000416,0.903107
0.416001,0.017504,0.201825,0.004832,0.046976,0.000832,0.192288,0.002368,0.001216,0.000384,0.891170
0.415809,0.017568,0.201952,0.004832,0.047105,0.000992,0.205568,0.002144,0.001152,0.000384,0.904482
0.416065,0.048352,0.202752,0.004832,0.047296,0.000800,0.207041,0.002368,0.001120,0.000416,0.938563
0.416577,0.017664,0.202305,0.004832,0.047104,0.000608,0.201537,0.002368,0.001248,0.000416,0.901603
0.416321,0.017344,0.201985,0.004864,0.047232,0.000608,0.206208,0.002496,0.001088,0.000448,0.906690
0.416321,0.017568,0.202561,0.004832,0.046912,0.000576,0.205920,0.002272,0.001120,0.000416,0.905698
0.415809,0.017664,0.202368,0.004800,0.046976,0.000768,0.202401,0.002208,0.001088,0.000352,0.901634
0.415393,0.017537,0.202368,0.004768,0.047328,0.000640,0.205889,0.002400,0.001056,0.000352,0.904803
0.416033,0.017888,0.203009,0.004800,0.047040,0.000576,0.205761,0.002432,0.001056,0.000352,0.906051
0.434753,0.017824,0.202849,0.004800,0.047072,0.000608,0.193920,0.002336,0.001120,0.000416,0.912706
0.416289,0.017728,0.201952,0.004768,0.046913,0.000736,0.202560,0.002176,0.001152,0.000352,0.901762
0.415329,0.017537,0.202176,0.004800,0.046976,0.000576,0.200417,0.002336,0.001024,0.000384,0.898691
0.416929,0.017536,0.203777,0.004800,0.047392,0.000768,0.196257,0.002208,0.001024,0.000384,0.898051
0.415873,0.017632,0.202369,0.004832,0.047040,0.000768,0.197792,0.002240,0.001120,0.000384,0.897090
0.416961,0.017568,0.204320,0.004864,0.047073,0.000832,0.206336,0.002368,0.001472,0.000384,0.910306
0.416354,0.017408,0.202464,0.004800,0.047168,0.000864,0.201185,0.002496,0.001408,0.000384,0.901507
0.432513,0.017760,0.202209,0.004800,0.046976,0.000800,0.205089,0.002208,0.001408,0.000384,0.922243
0.415169,0.017664,0.202145,0.004768,0.047008,0.000608,0.198720,0.002272,0.001376,0.000352,0.897122
0.416033,0.017824,0.202592,0.004832,0.047489,0.000800,0.210048,0.002144,0.001056,0.000416,0.910978
0.416770,0.017568,0.202144,0.004832,0.047072,0.000768,0.205345,0.002144,0.001152,0.000384,0.905507
0.416545,0.017568,0.201921,0.004864,0.047072,0.000896,0.203329,0.002272,0.001056,0.000384,0.904003
0.415425,0.017632,0.202017,0.004832,0.047168,0.000896,0.203937,0.002432,0.001184,0.000352,0.903331
0.416097,0.017568,0.202369,0.004768,0.046912,0.000992,0.209856,0.002432,0.001408,0.000416,0.910338
0.433537,0.017504,0.202720,0.004832,0.047201,0.000768,0.212448,0.002464,0.001376,0.000384,0.930562
0.416546,0.017536,0.202720,0.004832,0.047488,0.000832,0.199393,0.002592,0.001696,0.000384,0.902787
0.416289,0.017760,0.202433,0.005056,0.048544,0.000768,0.211969,0.002240,0.001120,0.000384,0.913955
0.416193,0.017472,0.202305,0.005216,0.048064,0.000736,0.236001,0.005696,0.000960,0.000384,0.940771
0.415809,0.017568,0.202337,0.004896,0.048224,0.000800,0.205248,0.002336,0.001376,0.000352,0.906242
0.415745,0.017536,0.201888,0.004864,0.048096,0.000768,0.203329,0.002016,0.001312,0.000384,0.903362
0.416321,0.017569,0.202528,0.005280,0.048160,0.000768,0.203585,0.002304,0.001024,0.000384,0.905091
0.431457,0.017600,0.202977,0.005216,0.047968,0.000800,0.205441,0.002048,0.001248,0.000384,0.922659
0.416481,0.017600,0.201953,0.004832,0.048256,0.000768,0.209952,0.002208,0.001376,0.000416,0.911202
0.415649,0.017600,0.202368,0.005216,0.048001,0.000576,0.196384,0.002112,0.001312,0.000384,0.896706
0.416002,0.017760,0.202176,0.005088,0.047808,0.000544,0.232993,0.002368,0.000992,0.000384,0.933571
0.416929,0.017632,0.202241,0.005248,0.048224,0.000832,0.212353,0.002528,0.001248,0.000416,0.916771
0.416161,0.017728,0.202337,0.005248,0.048032,0.000832,0.207105,0.002528,0.001216,0.000416,0.909283
0.416769,0.017536,0.202081,0.005280,0.048000,0.000768,0.193824,0.002272,0.001280,0.000416,0.896322
0.431457,0.017536,0.202912,0.004864,0.048577,0.000832,0.201952,0.002336,0.001248,0.000384,0.919586
0.417026,0.017696,0.202016,0.004832,0.048288,0.001056,0.205153,0.002432,0.001184,0.000416,0.907587
0.416321,0.017792,0.202497,0.005248,0.048192,0.000800,0.191713,0.002400,0.001024,0.000384,0.893731
0.415425,0.017792,0.201889,0.005280,0.049344,0.000832,0.235584,0.002497,0.001184,0.000384,0.937891
0.416001,0.017600,0.202208,0.005280,0.048065,0.000768,0.205312,0.002176,0.001312,0.000448,0.906818
0.415490,0.017536,0.202464,0.005056,0.047840,0.000768,0.209889,0.002112,0.001120,0.000416,0.910691
0.416193,0.017760,0.202305,0.004832,0.047840,0.000864,0.207009,0.002592,0.001280,0.000384,0.908227
0.438049,0.017824,0.202817,0.005312,0.048000,0.000800,0.210689,0.002752,0.000928,0.000384,0.936995
0.416545,0.017856,0.202337,0.005152,0.048096,0.000832,0.207072,0.002496,0.001088,0.000416,0.909538
0.415649,0.017728,0.202304,0.005281,0.048032,0.000768,0.188864,0.002304,0.001216,0.000416,0.890306
0.416610,0.017696,0.202592,0.005280,0.065152,0.000832,0.186017,0.002336,0.001248,0.000384,0.905923
0.417473,0.017824,0.202945,0.005312,0.048160,0.000768,0.195201,0.002368,0.001376,0.000416,0.899523
0.416353,0.018240,0.202721,0.005248,0.048448,0.000832,0.207265,0.002304,0.001056,0.000352,0.910147
0.416097,0.017472,0.202081,0.004832,0.048128,0.000768,0.184224,0.002272,0.001248,0.000448,0.885282
0.431458,0.017888,0.202944,0.004896,0.047904,0.000800,0.188737,0.001920,0.001344,0.000416,0.905923
0.416705,0.017632,0.203041,0.005312,0.047936,0.000800,0.214241,0.002272,0.001280,0.000416,0.917251
0.416001,0.017728,0.203009,0.005312,0.048480,0.000800,0.205825,0.002176,0.001280,0.000384,0.908291
0.416129,0.017568,0.220353,0.005088,0.048224,0.000832,0.196832,0.002432,0.001120,0.000416,0.917634
0.416033,0.017568,0.202624,0.005056,0.047969,0.000800,0.208352,0.002208,0.000992,0.000416,0.909506
0.415266,0.017632,0.202560,0.005248,0.048160,0.000800,0.194849,0.002176,0.000992,0.000384,0.895491
0.416193,0.017696,0.202305,0.005024,0.048192,0.000832,0.193505,0.002208,0.001248,0.000384,0.894947
0.431649,0.017632,0.202401,0.005280,0.048128,0.000800,0.203968,0.002208,0.001184,0.000384,0.921090
0.416385,0.017888,0.204832,0.005024,0.048097,0.000800,0.191840,0.002400,0.000960,0.000416,0.896066
0.415682,0.017472,0.203264,0.005344,0.048288,0.000800,0.186273,0.002144,0.001024,0.000416,0.888067
0.415841,0.017408,0.202497,0.005312,0.084000,0.000832,0.217249,0.002080,0.001056,0.000352,0.954563
0.415649,0.017216,0.202561,0.005280,0.047936,0.000832,0.188096,0.002016,0.001024,0.000384,0.888322
0.417057,0.017536,0.202432,0.005280,0.047969,0.000768,0.194560,0.002400,0.001248,0.000416,0.899522
0.417474,0.017504,0.202496,0.005344,0.048128,0.000800,0.208097,0.002752,0.001248,0.000384,0.912035
0.432545,0.017568,0.202817,0.004928,0.048672,0.000576,0.213249,0.002176,0.000960,0.000416,0.931715
0.416161,0.017632,0.202145,0.005312,0.048160,0.000768,0.182816,0.002208,0.001376,0.000384,0.884322
0.416321,0.017696,0.202560,0.004833,0.048000,0.000576,0.210112,0.002016,0.001056,0.000384,0.910850
0.416386,0.017600,0.216672,0.005408,0.047968,0.000800,0.209185,0.002240,0.001056,0.000384,0.925507
0.416033,0.017601,0.201984,0.005344,0.048256,0.000768,0.202529,0.002432,0.001184,0.000352,0.904227
0.415873,0.017600,0.202401,0.005088,0.048192,0.000768,0.206817,0.002240,0.001312,0.000416,0.908739
0.416001,0.017696,0.202689,0.005056,0.048064,0.000768,0.193824,0.002080,0.001376,0.000384,0.895202
0.415873,0.017600,0.202753,0.005312,0.048512,0.000832,0.192480,0.002176,0.001344,0.000416,0.894946
0.416002,0.017600,0.202304,0.005312,0.048288,0.000832,0.209313,0.002336,0.001280,0.000416,0.912323
0.416481,0.017665,0.202432,0.004832,0.048064,0.000800,0.184225,0.002624,0.001472,0.000416,0.886691
0.416353,0.017760,0.220257,0.005312,0.048320,0.000832,0.190337,0.002304,0.001056,0.000416,0.910755
0.417537,0.017664,0.202849,0.005280,0.047840,0.000832,0.212640,0.002464,0.001216,0.000448,0.916322
0.416641,0.017696,0.202080,0.005312,0.047969,0.000864,0.203168,0.002240,0.001408,0.000384,0.905538
0.415778,0.017504,0.202240,0.005440,0.047936,0.000768,0.200673,0.002144,0.001312,0.000448,0.901411
