Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.710336,0.005472,0.048897,0.000800,0.013376,0.000352,0.001472,0.001152,0.000384,1.789665
1.659521,0.005600,0.049152,0.000832,0.013600,0.000416,0.001472,0.001440,0.000448,1.739521
1.753921,0.005824,0.050688,0.001088,0.013984,0.000352,0.001824,0.002272,0.000576,1.841793
1.673281,0.005504,0.049600,0.000896,0.013856,0.000352,0.001728,0.001344,0.000576,1.753857
1.712545,0.005472,0.049248,0.000864,0.014048,0.000352,0.001824,0.001472,0.000352,1.793985
1.681121,0.005440,0.049120,0.000896,0.013824,0.000352,0.001760,0.001504,0.000352,1.761185
1.734145,0.005568,0.049632,0.000832,0.014336,0.000416,0.001504,0.001280,0.000352,1.815489
1.681953,0.005536,0.049408,0.000832,0.013984,0.000416,0.001568,0.001216,0.000384,1.762241
1.700417,0.005536,0.049184,0.000896,0.014048,0.000448,0.001472,0.001248,0.000384,1.780705
1.675649,0.005728,0.048224,0.000896,0.014240,0.000352,0.001760,0.001216,0.000416,1.755105
1.708257,0.005760,0.048960,0.000896,0.013952,0.000384,0.001568,0.001440,0.000384,1.789729
1.662177,0.005568,0.049152,0.001024,0.013792,0.000384,0.001568,0.001248,0.000384,1.742177
1.735137,0.005536,0.048256,0.000864,0.013728,0.000384,0.001536,0.001184,0.000352,1.813825
1.682977,0.005632,0.048960,0.000992,0.013760,0.000320,0.001504,0.001312,0.000416,1.762401
1.723937,0.005536,0.048800,0.000864,0.013440,0.000352,0.001472,0.001216,0.000384,1.802529
1.694465,0.005568,0.048800,0.001088,0.013472,0.000384,0.001472,0.001216,0.000384,1.773217
1.696321,0.005440,0.048160,0.000896,0.013472,0.000352,0.001504,0.001312,0.000352,1.774785
1.684673,0.005536,0.048640,0.000896,0.013408,0.000384,0.001440,0.001248,0.000384,1.763009
1.704609,0.005504,0.048192,0.000832,0.013440,0.000352,0.001504,0.001248,0.000384,1.782689
1.667584,0.005504,0.049696,0.000928,0.013504,0.000384,0.001472,0.001248,0.000416,1.747712
1.687841,0.005728,0.048928,0.001024,0.013632,0.000416,0.001504,0.001248,0.000448,1.768065
1.666849,0.005440,0.048736,0.000896,0.014112,0.000352,0.001632,0.001376,0.000384,1.746369
1.748865,0.005504,0.048736,0.000896,0.013440,0.000384,0.001632,0.001216,0.000352,1.827713
1.677153,0.005664,0.048256,0.000896,0.013472,0.000320,0.001472,0.001216,0.000384,1.755425
1.704033,0.005472,0.049696,0.001024,0.013408,0.000384,0.001504,0.001152,0.000384,1.783969
1.674881,0.005376,0.048928,0.001056,0.013472,0.000416,0.001376,0.001184,0.000384,1.753825
1.702209,0.005504,0.049056,0.000864,0.013600,0.000448,0.001504,0.001280,0.000384,1.781601
1.702593,0.005472,0.048640,0.000864,0.013472,0.000352,0.001536,0.001248,0.000384,1.780993
1.706273,0.005536,0.048032,0.000832,0.013696,0.000352,0.001408,0.001152,0.000384,1.784193
1.692801,0.005344,0.049312,0.000896,0.013696,0.000352,0.001568,0.001184,0.000384,1.772353
1.719777,0.005472,0.049280,0.000896,0.014400,0.000352,0.001504,0.001472,0.000384,1.801153
1.688769,0.005440,0.049376,0.000896,0.014048,0.000352,0.001568,0.001248,0.000384,1.769505
1.696993,0.005632,0.048672,0.000896,0.013568,0.000352,0.001504,0.001248,0.000384,1.776385
1.696609,0.005472,0.048640,0.000864,0.013536,0.000384,0.001536,0.001280,0.000352,1.775425
1.707809,0.005472,0.048416,0.000896,0.013440,0.000384,0.001472,0.001216,0.000384,1.785825
1.698113,0.005568,0.049024,0.000928,0.013504,0.000352,0.001472,0.001216,0.000384,1.776641
1.675681,0.005600,0.048832,0.001024,0.013440,0.000320,0.001504,0.001152,0.000384,1.754689
1.711489,0.005440,0.048640,0.001056,0.013856,0.000352,0.001504,0.001216,0.000384,1.791009
1.708353,0.005536,0.048960,0.000864,0.013568,0.000416,0.001504,0.001248,0.000384,1.788001
1.674657,0.005504,0.048992,0.000864,0.013408,0.000416,0.001472,0.001280,0.000384,1.754497
1.676417,0.005600,0.049312,0.000992,0.013600,0.000384,0.001504,0.001216,0.000416,1.756481
1.675201,0.005536,0.048672,0.001024,0.031200,0.000736,0.001600,0.001376,0.000384,1.773441
1.667873,0.005408,0.048864,0.000864,0.013440,0.000352,0.001440,0.001280,0.000384,1.746625
1.703329,0.007264,0.066016,0.000928,0.013440,0.000352,0.001536,0.001248,0.000384,1.802433
1.705121,0.005472,0.048256,0.000896,0.013408,0.000352,0.001472,0.001152,0.000416,1.783457
1.707169,0.005600,0.049376,0.000832,0.013440,0.000352,0.001504,0.001152,0.000352,1.786593
1.676193,0.005280,0.048480,0.000896,0.013632,0.000416,0.001472,0.001152,0.000384,1.754401
1.677025,0.005440,0.048384,0.001024,0.013856,0.000384,0.001472,0.001152,0.000384,1.755617
1.670241,0.005280,0.048704,0.000864,0.013536,0.000384,0.001696,0.001120,0.000384,1.748641
1.715617,0.005600,0.048768,0.001056,0.013568,0.000320,0.001536,0.001280,0.000352,1.796129
1.670273,0.005440,0.049536,0.000832,0.013536,0.000416,0.001536,0.001280,0.000352,1.750081
1.728545,0.005472,0.048896,0.000896,0.013920,0.000384,0.001472,0.001376,0.000416,1.808289
1.667105,0.005408,0.048672,0.000896,0.013536,0.000384,0.001536,0.001216,0.000384,1.745441
1.722945,0.005408,0.048288,0.000992,0.013536,0.000320,0.001568,0.001216,0.000384,1.801569
1.708065,0.005536,0.049024,0.000896,0.013536,0.000352,0.001472,0.001280,0.000384,1.787169
1.758753,0.005728,0.049120,0.000832,0.013440,0.000352,0.001536,0.001152,0.000384,1.838209
1.703745,0.005600,0.048672,0.001024,0.013568,0.000384,0.001536,0.001440,0.000384,1.783457
1.750849,0.005824,0.049056,0.001024,0.013472,0.000352,0.001472,0.001312,0.000416,1.830497
1.669569,0.005600,0.048992,0.000992,0.013632,0.000352,0.001504,0.001120,0.000352,1.748449
1.702945,0.006176,0.048928,0.001024,0.013728,0.000384,0.001760,0.001312,0.000384,1.783745
1.678497,0.005408,0.048640,0.000864,0.013376,0.000384,0.001472,0.001440,0.000384,1.757057
1.739456,0.005568,0.048545,0.000896,0.013536,0.000384,0.001472,0.001120,0.000352,1.817857
1.665057,0.005312,0.049216,0.001024,0.013440,0.000384,0.001472,0.001152,0.000384,1.743649
1.733345,0.006016,0.048608,0.000864,0.013408,0.000384,0.001504,0.001120,0.000352,1.812257
1.684129,0.008096,0.050528,0.000864,0.013504,0.000416,0.001536,0.001248,0.000352,1.767329
1.704737,0.005984,0.048800,0.001088,0.013440,0.000320,0.001504,0.001184,0.000384,1.784065
1.691809,0.005376,0.048480,0.000896,0.013440,0.000416,0.001472,0.001184,0.000352,1.770081
1.730209,0.005632,0.048000,0.000832,0.013536,0.000416,0.001472,0.001152,0.000384,1.808673
1.695553,0.005216,0.047808,0.001024,0.013376,0.000384,0.001472,0.001152,0.000384,1.772481
1.762817,0.005504,0.048192,0.001024,0.013536,0.000384,0.001504,0.001248,0.000352,1.841537
1.649953,0.005440,0.048000,0.000864,0.013440,0.000352,0.001472,0.001088,0.000384,1.726977
1.714433,0.005504,0.047840,0.000864,0.013408,0.000320,0.001440,0.000960,0.000384,1.790753
1.682849,0.005376,0.048800,0.001056,0.013440,0.000384,0.001408,0.001024,0.000352,1.760673
1.695809,0.005280,0.049216,0.000864,0.013408,0.000320,0.001408,0.000864,0.000384,1.773569
1.637441,0.005504,0.047712,0.001056,0.013440,0.000320,0.001440,0.000864,0.000352,1.713985
1.683073,0.006592,0.047488,0.000576,0.013344,0.000384,0.001408,0.000864,0.000320,1.760097
1.677632,0.005313,0.047584,0.000576,0.013344,0.000416,0.001408,0.000960,0.000288,1.752961
1.680929,0.005312,0.047552,0.000608,0.013312,0.000352,0.001440,0.000896,0.000352,1.756161
1.639808,0.005440,0.047392,0.000608,0.013280,0.000352,0.001440,0.000896,0.000352,1.715360
1.726785,0.005280,0.047968,0.000864,0.013536,0.000384,0.001440,0.001152,0.000384,1.805057
1.690849,0.005312,0.047776,0.001056,0.013376,0.000352,0.001408,0.001152,0.000256,1.767073
1.713665,0.005312,0.047520,0.000832,0.013536,0.000352,0.001440,0.001024,0.000384,1.789441
1.685217,0.005216,0.047456,0.000832,0.013344,0.000352,0.001472,0.001120,0.000352,1.761537
1.695585,0.005280,0.047456,0.000608,0.013376,0.000320,0.001376,0.001088,0.000416,1.771169
1.675681,0.005344,0.047328,0.000832,0.013440,0.000352,0.001440,0.001024,0.000384,1.751329
1.713409,0.005344,0.047360,0.000608,0.013344,0.000384,0.001440,0.000864,0.000416,1.788417
1.683425,0.005408,0.047296,0.000800,0.013376,0.000352,0.001408,0.000864,0.000352,1.758913
1.668001,0.005280,0.047680,0.000832,0.013376,0.000352,0.001472,0.001056,0.000384,1.743521
1.661697,0.005376,0.047424,0.000896,0.013376,0.000384,0.001408,0.000864,0.000352,1.737185
1.702337,0.005280,0.047776,0.000992,0.013664,0.000384,0.001408,0.001184,0.000384,1.780641
1.664321,0.005440,0.047616,0.000608,0.013472,0.000384,0.001440,0.000864,0.000288,1.740225
1.656481,0.005408,0.047328,0.000640,0.013536,0.000384,0.001472,0.001056,0.000416,1.732385
1.658337,0.005248,0.047456,0.000768,0.013440,0.000352,0.001440,0.000960,0.000416,1.733985
1.685153,0.010208,0.047296,0.000576,0.013440,0.000384,0.001408,0.000896,0.000384,1.765441
1.654145,0.005312,0.047712,0.000864,0.013472,0.000384,0.001472,0.001088,0.000384,1.731233
1.696929,0.005408,0.047424,0.000640,0.013440,0.000352,0.001408,0.001024,0.000416,1.772705
1.638401,0.005280,0.049664,0.000640,0.013472,0.000352,0.001440,0.000992,0.000256,1.715713
1.685761,0.005376,0.047616,0.000608,0.013472,0.000384,0.001408,0.001504,0.000384,1.762657
1.652449,0.005312,0.047840,0.000800,0.013504,0.000384,0.001376,0.001152,0.000384,1.729857
1.698369,0.005312,0.047456,0.000832,0.013408,0.000320,0.001440,0.000832,0.000384,1.773889
1.689793,0.005280,0.047392,0.000608,0.013793,0.000384,0.001408,0.000864,0.000384,1.765282
1.659041,0.005440,0.047488,0.000832,0.013408,0.000384,0.001408,0.000960,0.000416,1.734849
1.669505,0.005440,0.048064,0.000864,0.013440,0.000352,0.001472,0.001184,0.000384,1.747681
1.670945,0.005440,0.047456,0.000864,0.013408,0.000384,0.001504,0.000928,0.000384,1.746849
1.655713,0.005376,0.047456,0.000576,0.013376,0.000352,0.001440,0.000864,0.000288,1.731521
1.649824,0.005344,0.062625,0.000672,0.013472,0.000352,0.001408,0.001088,0.000384,1.741857
1.663265,0.005376,0.047232,0.001088,0.013376,0.000352,0.001440,0.000960,0.000448,1.739265
1.637601,0.005312,0.047264,0.000576,0.013376,0.000384,0.001376,0.000928,0.000320,1.712417
1.664385,0.005376,0.047616,0.000832,0.013408,0.000384,0.001408,0.001248,0.000352,1.741889
1.689057,0.005376,0.047360,0.000800,0.013376,0.000320,0.001376,0.000960,0.000352,1.764417
1.662529,0.005280,0.047232,0.000608,0.013312,0.000352,0.001376,0.000928,0.000352,1.737633
1.681025,0.005216,0.047360,0.000832,0.013376,0.000384,0.001376,0.001088,0.000352,1.757217
1.681441,0.005312,0.047360,0.000608,0.013440,0.000352,0.001408,0.001024,0.000288,1.757409
1.667777,0.005248,0.047648,0.000608,0.013728,0.000384,0.001344,0.001024,0.000352,1.744161
1.647137,0.005216,0.050176,0.000576,0.013376,0.000352,0.001344,0.000992,0.000384,1.725633
1.672609,0.005248,0.047584,0.001088,0.013440,0.000352,0.001376,0.001024,0.000384,1.749185
1.670433,0.005408,0.047872,0.000896,0.013440,0.000352,0.001408,0.000992,0.000352,1.747681
1.710017,0.008800,0.047904,0.001088,0.013984,0.000416,0.001440,0.001088,0.000384,1.791745
1.657313,0.005440,0.048224,0.000992,0.013728,0.000384,0.001536,0.001344,0.000384,1.736737
1.667425,0.005248,0.048480,0.000864,0.013728,0.000352,0.001472,0.001088,0.000416,1.745569
1.666977,0.005472,0.049280,0.001120,0.013440,0.000352,0.001440,0.001088,0.000384,1.746049
1.700129,0.005472,0.049280,0.000864,0.013440,0.000384,0.001408,0.001056,0.000384,1.778593
1.658817,0.005248,0.048032,0.000864,0.013440,0.000416,0.001472,0.000992,0.000384,1.736065
1.661601,0.005440,0.048224,0.000800,0.013408,0.000384,0.001440,0.001120,0.000416,1.739361
1.687713,0.005184,0.047840,0.000832,0.013472,0.000384,0.001440,0.001056,0.000384,1.764577
1.651169,0.005344,0.047744,0.000896,0.013664,0.000384,0.001440,0.001120,0.000352,1.728161
1.694369,0.005408,0.047904,0.000864,0.013600,0.000352,0.001472,0.001120,0.000352,1.771649
1.669569,0.005280,0.048288,0.000896,0.013376,0.000352,0.001440,0.001120,0.000352,1.746945
1.672321,0.005536,0.049632,0.000864,0.013952,0.000448,0.001600,0.001344,0.000416,1.753153
1.637249,0.005504,0.049280,0.001088,0.013792,0.000352,0.001504,0.001504,0.000384,1.716609
1.663233,0.005408,0.048544,0.000992,0.013728,0.000416,0.001664,0.001184,0.000384,1.742145
1.675617,0.005344,0.048544,0.000864,0.013440,0.000320,0.001440,0.001216,0.000320,1.753249
1.687425,0.005376,0.048512,0.000800,0.013568,0.000384,0.001568,0.001504,0.000384,1.765985
1.648993,0.005440,0.048032,0.000864,0.013920,0.000384,0.001536,0.000992,0.000384,1.726433
1.654465,0.005312,0.047840,0.000832,0.013600,0.000576,0.001664,0.001024,0.000384,1.731873
1.703361,0.005472,0.048576,0.001120,0.013728,0.000352,0.001632,0.001120,0.000352,1.781985
1.699841,0.005408,0.047712,0.000864,0.013440,0.000384,0.001376,0.001248,0.000448,1.777089
1.687553,0.005312,0.048480,0.000960,0.014624,0.000352,0.001440,0.001184,0.000352,1.766753
1.680801,0.005664,0.049120,0.000992,0.013856,0.000384,0.001504,0.001248,0.000352,1.761377
1.692833,0.005600,0.049664,0.000864,0.013728,0.000352,0.001408,0.001216,0.000416,1.772769
1.677953,0.005568,0.049761,0.001088,0.013696,0.000352,0.001376,0.001248,0.000448,1.759138
1.680129,0.005728,0.048800,0.000832,0.013728,0.000384,0.001504,0.001184,0.000416,1.759681
1.685441,0.005600,0.048480,0.000864,0.013920,0.000352,0.001696,0.001152,0.000352,1.765025
1.672769,0.005728,0.049312,0.000864,0.014208,0.000352,0.001536,0.001376,0.000384,1.753633
1.711585,0.005664,0.048192,0.000864,0.013984,0.000352,0.001568,0.001280,0.000384,1.791073
1.674273,0.005632,0.066816,0.001152,0.013792,0.000416,0.001536,0.001216,0.000384,1.772609
1.709377,0.005376,0.049920,0.000896,0.013696,0.000448,0.001440,0.001184,0.000384,1.789825
1.708449,0.005824,0.048896,0.000864,0.013952,0.000352,0.001696,0.001472,0.000384,1.788865
1.673729,0.005632,0.049440,0.000864,0.014144,0.000352,0.001728,0.001120,0.000576,1.755233
1.745697,0.005440,0.049152,0.000864,0.014208,0.000352,0.001600,0.001184,0.000352,1.826017
1.682145,0.005632,0.049536,0.001088,0.013888,0.000384,0.001664,0.001952,0.000384,1.764417
1.741089,0.005632,0.048896,0.001056,0.014208,0.000384,0.001440,0.001312,0.000352,1.821729
1.682657,0.005504,0.048928,0.000864,0.014112,0.000320,0.001504,0.001312,0.000416,1.762337
1.723169,0.005760,0.049280,0.000864,0.013760,0.000384,0.001504,0.001152,0.000416,1.803745
1.677153,0.005696,0.049376,0.001120,0.013696,0.000416,0.001504,0.001184,0.000352,1.757697
1.729761,0.005600,0.048800,0.000832,0.013536,0.000384,0.001472,0.001216,0.000384,1.808897
1.669441,0.005440,0.048384,0.000864,0.013760,0.000352,0.001536,0.001248,0.000384,1.748353
1.701921,0.005568,0.048800,0.000864,0.014016,0.000384,0.001568,0.001184,0.000384,1.781857
1.675393,0.005536,0.049728,0.000832,0.014368,0.000320,0.001568,0.001248,0.000384,1.755937
1.748769,0.005408,0.048672,0.000864,0.013888,0.000448,0.001600,0.001216,0.000384,1.829057
1.668577,0.005504,0.049696,0.001056,0.013632,0.000320,0.001472,0.001216,0.000384,1.748513
1.729825,0.005632,0.048480,0.000864,0.013696,0.000384,0.001536,0.001280,0.000384,1.809089
1.705409,0.005440,0.048481,0.000864,0.013408,0.000352,0.001440,0.001536,0.000352,1.784002
1.733505,0.005472,0.048960,0.000832,0.013792,0.000352,0.001536,0.001537,0.000384,1.814114
1.666849,0.005472,0.048800,0.000864,0.013408,0.000416,0.001408,0.001440,0.000448,1.745665
1.709473,0.005376,0.049120,0.000864,0.013856,0.000352,0.001440,0.001408,0.000384,1.789281
1.672001,0.005312,0.049280,0.000864,0.013856,0.000384,0.001504,0.001600,0.000384,1.752225
1.717889,0.005728,0.048928,0.000896,0.013504,0.000352,0.001632,0.001248,0.000352,1.798177
1.677857,0.005408,0.048928,0.000832,0.013536,0.000384,0.001568,0.001312,0.000384,1.756865
1.692993,0.005568,0.049536,0.000832,0.013888,0.000384,0.001408,0.001120,0.000384,1.772705
1.702881,0.005472,0.048960,0.000896,0.013472,0.000384,0.001568,0.001248,0.000416,1.782369
1.690529,0.005440,0.048960,0.000896,0.013440,0.000352,0.001408,0.001152,0.000352,1.769825
1.692161,0.005280,0.048448,0.000864,0.013600,0.000352,0.001472,0.001376,0.000416,1.771073
1.708353,0.005312,0.048192,0.000864,0.013440,0.000384,0.001472,0.001312,0.000352,1.786465
1.665953,0.005280,0.049792,0.000864,0.013505,0.000352,0.001472,0.001120,0.000416,1.744994
1.728449,0.005344,0.048864,0.000864,0.013408,0.000384,0.001408,0.001088,0.000416,1.806657
