Layer[0],Layer[1],Layer[2],Layer[3],Layer[8],Layer[9],Layer[10],classifier
0.419809,0.017600,0.202529,0.005024,0.267169,0.001376,0.000448,0.920291
0.415809,0.017504,0.202145,0.005088,0.256448,0.001216,0.000448,0.904898
0.416161,0.017952,0.202528,0.005024,0.252033,0.001440,0.000480,0.902786
0.420321,0.017728,0.202496,0.004864,0.246273,0.001344,0.000384,0.899715
0.433409,0.017568,0.202273,0.005024,0.259969,0.001184,0.000416,0.925795
0.416737,0.017408,0.202497,0.005056,0.251680,0.001216,0.000448,0.901538
0.417122,0.017568,0.202176,0.005024,0.249409,0.001312,0.000448,0.899011
0.421057,0.017472,0.202305,0.005056,0.280865,0.001280,0.000672,0.934659
0.420097,0.017504,0.202465,0.005088,0.263073,0.001600,0.000448,0.917059
0.416961,0.017600,0.202209,0.005248,0.262560,0.001344,0.000448,0.913218
0.415777,0.017504,0.201984,0.004896,0.251137,0.001248,0.000480,0.899042
0.433570,0.017728,0.202400,0.004864,0.252193,0.001408,0.000416,0.919043
0.416321,0.017600,0.202561,0.004832,0.240769,0.001280,0.000448,0.891107
0.417057,0.017696,0.202337,0.004864,0.257312,0.001440,0.000672,0.907778
0.416193,0.017760,0.222560,0.005344,0.254081,0.001504,0.000448,0.926498
0.416225,0.017537,0.202176,0.004800,0.250017,0.001344,0.000480,0.899043
0.415489,0.017568,0.201857,0.004864,0.238016,0.001312,0.000480,0.885634
0.416257,0.017472,0.202112,0.004864,0.251937,0.001248,0.000480,0.900674
0.415874,0.017696,0.202336,0.004864,0.262945,0.001280,0.000448,0.911171
0.416065,0.017536,0.201985,0.004992,0.244801,0.001280,0.000480,0.893155
0.417185,0.017504,0.202241,0.004864,0.279968,0.001344,0.000480,0.930210
0.418785,0.017952,0.223360,0.005184,0.299809,0.001472,0.000448,0.975266
0.417026,0.017600,0.203968,0.005248,0.254561,0.001184,0.000320,0.906307
0.416609,0.017568,0.202785,0.005216,0.250561,0.001280,0.000448,0.900387
0.416545,0.018592,0.203649,0.005248,0.249248,0.001248,0.000416,0.901538
0.417281,0.017888,0.203552,0.004896,0.256673,0.001120,0.000256,0.907330
0.416673,0.017504,0.202209,0.004832,0.252481,0.001248,0.000416,0.902019
0.422369,0.017504,0.202081,0.004768,0.251552,0.001280,0.000480,0.906626
0.438625,0.017568,0.202561,0.005248,0.264864,0.001408,0.000512,0.937186
0.416610,0.017600,0.202176,0.005024,0.247553,0.001152,0.000448,0.896739
0.416225,0.017920,0.202593,0.005216,0.248801,0.001248,0.000448,0.899299
0.415905,0.017504,0.202209,0.004800,0.261984,0.001376,0.000480,0.911106
0.416577,0.017536,0.202016,0.004832,0.244097,0.001184,0.000448,0.893762
0.416161,0.017473,0.202240,0.005056,0.249793,0.001248,0.000416,0.899139
0.416897,0.017408,0.202145,0.004832,0.251553,0.001248,0.000352,0.900483
0.434401,0.017664,0.203553,0.005088,0.257344,0.001152,0.000448,0.926402
0.420770,0.017760,0.202272,0.005312,0.253793,0.001216,0.000448,0.908163
0.416833,0.017728,0.201953,0.005216,0.250433,0.001280,0.000480,0.900003
0.416481,0.017856,0.201921,0.005216,0.281600,0.001280,0.000384,0.930754
0.421153,0.017536,0.202112,0.005248,0.258849,0.001248,0.000448,0.912354
0.420897,0.017729,0.202176,0.004832,0.248513,0.001184,0.000384,0.901699
0.422817,0.017600,0.202049,0.005216,0.255520,0.001312,0.000448,0.911970
0.432833,0.017696,0.201985,0.004928,0.264832,0.001344,0.000448,0.930562
0.416354,0.017600,0.201888,0.004896,0.253377,0.001344,0.000448,0.902755
0.416353,0.017728,0.202017,0.004800,0.250977,0.001280,0.000512,0.900131
0.415873,0.017760,0.202017,0.004992,0.275616,0.001248,0.000480,0.924738
0.420705,0.017632,0.202208,0.005088,0.255809,0.001312,0.000448,0.909954
0.417537,0.017664,0.201857,0.004864,0.255457,0.001248,0.000320,0.905219
0.416481,0.017760,0.202401,0.005024,0.254624,0.001217,0.000416,0.904227
0.432353,0.017664,0.202400,0.005249,0.255904,0.001184,0.000416,0.922914
0.420290,0.017472,0.201984,0.005024,0.255105,0.001248,0.000416,0.907843
0.416225,0.017728,0.202529,0.004832,0.259041,0.001344,0.000416,0.909763
0.416033,0.017440,0.201793,0.005056,0.279520,0.001312,0.000448,0.928450
0.417282,0.017600,0.201888,0.005024,0.249729,0.001248,0.000416,0.900227
0.421185,0.017536,0.201857,0.005024,0.244449,0.001312,0.000416,0.898147
0.415777,0.017440,0.201953,0.005120,0.242528,0.001408,0.000448,0.891042
0.431458,0.018304,0.202592,0.005440,0.251809,0.001280,0.000416,0.917475
0.421601,0.017504,0.202337,0.004864,0.256257,0.001312,0.000448,0.910947
0.416801,0.017472,0.202145,0.005312,0.258272,0.001280,0.000448,0.908130
0.416065,0.017472,0.201760,0.005024,0.269057,0.001408,0.000512,0.917890
0.416706,0.017760,0.201856,0.004896,0.252929,0.001376,0.000448,0.902531
0.421249,0.018240,0.202113,0.005248,0.257345,0.001248,0.000416,0.913827
0.421121,0.017664,0.202049,0.005280,0.255488,0.001216,0.000352,0.909410
0.441922,0.017728,0.201920,0.005024,0.277601,0.001312,0.000416,0.952451
0.416289,0.017537,0.201792,0.005024,0.254689,0.001280,0.000448,0.903331
0.416737,0.017472,0.201473,0.005024,0.241504,0.001280,0.000448,0.890242
0.420257,0.017696,0.202336,0.004992,0.265345,0.001184,0.000416,0.918562
0.416162,0.017632,0.201728,0.005120,0.252161,0.001280,0.000384,0.900707
0.416257,0.017696,0.201825,0.004832,0.257761,0.001152,0.000448,0.906051
0.416417,0.017536,0.202113,0.005056,0.246432,0.001280,0.000416,0.895202
0.430978,0.017536,0.202176,0.004864,0.262561,0.001248,0.000480,0.926339
0.416673,0.017792,0.201953,0.004864,0.253953,0.001376,0.000448,0.903587
0.416801,0.017632,0.202081,0.004864,0.247296,0.001248,0.000448,0.896482
0.417090,0.017664,0.201952,0.004896,0.266145,0.001376,0.000416,0.916739
0.416161,0.017664,0.201889,0.005248,0.252961,0.001248,0.000448,0.901987
0.416833,0.017664,0.202177,0.004864,0.251552,0.001312,0.000448,0.900930
0.415810,0.017760,0.202144,0.004800,0.243489,0.001184,0.000480,0.891715
0.448545,0.021184,0.202657,0.004896,0.260385,0.001312,0.000416,0.946371
0.415873,0.017504,0.201793,0.004832,0.257440,0.001312,0.000480,0.905314
0.420385,0.017568,0.202272,0.004832,0.241985,0.001344,0.000384,0.895586
0.416929,0.017408,0.202401,0.004896,0.271137,0.001344,0.000384,0.920323
0.416417,0.017568,0.201825,0.004832,0.257761,0.001280,0.000416,0.906595
0.415969,0.017504,0.202561,0.005024,0.261056,0.001280,0.000352,0.909858
0.415714,0.017568,0.202464,0.004832,0.253057,0.001280,0.000416,0.902275
0.433569,0.017664,0.202433,0.005184,0.248353,0.001312,0.000448,0.915043
0.416065,0.017760,0.202401,0.004960,0.250688,0.001344,0.000384,0.899458
0.416098,0.017504,0.201984,0.004832,0.252289,0.001440,0.000512,0.900419
0.416737,0.018144,0.201985,0.004864,0.258721,0.001344,0.000416,0.908163
0.417249,0.018272,0.201825,0.004864,0.238176,0.001312,0.000448,0.888034
0.420898,0.017408,0.202048,0.004864,0.249409,0.001280,0.000480,0.902019
0.415745,0.017728,0.202049,0.004864,0.256833,0.001312,0.000448,0.904739
0.444129,0.017728,0.201857,0.004832,0.249728,0.001312,0.000480,0.927618
0.416001,0.017536,0.201984,0.004864,0.250177,0.001280,0.000448,0.898466
0.417185,0.017473,0.202688,0.004832,0.250753,0.001216,0.000448,0.900739
0.420673,0.017472,0.201825,0.005024,0.262561,0.001344,0.000544,0.915715
0.415777,0.017792,0.202144,0.004832,0.244257,0.001216,0.000384,0.892770
0.420577,0.021121,0.202528,0.004864,0.257569,0.001312,0.000512,0.914883
0.416193,0.017632,0.201921,0.004800,0.250881,0.001216,0.000448,0.899715
0.436833,0.017632,0.202241,0.004832,0.253728,0.001280,0.000448,0.923266
0.420386,0.017728,0.202016,0.004832,0.249985,0.001248,0.000352,0.902659
0.415713,0.017696,0.201665,0.004896,0.235169,0.001280,0.000416,0.882691
0.415553,0.017632,0.201793,0.004800,0.274144,0.001344,0.000480,0.923458
0.415778,0.017472,0.201920,0.005056,0.249857,0.001312,0.000448,0.897891
0.416353,0.017568,0.201889,0.004864,0.246977,0.001280,0.000448,0.895939
0.420545,0.017536,0.201889,0.004896,0.248128,0.001408,0.000480,0.901122
0.440418,0.017824,0.202592,0.004864,0.258881,0.001248,0.000416,0.932707
0.416225,0.017408,0.202497,0.004896,0.253089,0.001152,0.000448,0.901731
0.416097,0.017536,0.201985,0.004800,0.252864,0.001408,0.000448,0.901314
0.416225,0.017664,0.202016,0.005088,0.260865,0.001216,0.000448,0.909922
0.416065,0.017537,0.202048,0.004800,0.250945,0.001312,0.000448,0.899171
0.420705,0.017792,0.201793,0.004832,0.258305,0.001280,0.000448,0.911011
0.418977,0.017792,0.202400,0.004833,0.253568,0.001312,0.000480,0.906370
0.437602,0.017440,0.201952,0.005024,0.265473,0.001248,0.000480,0.935427
0.416065,0.017536,0.202465,0.004864,0.249857,0.001344,0.000544,0.899075
0.415777,0.017440,0.202017,0.004928,0.238784,0.001152,0.000448,0.886370
0.415938,0.017408,0.202016,0.004896,0.257921,0.001312,0.000480,0.906115
0.420417,0.017696,0.201825,0.004832,0.264289,0.001280,0.000416,0.916483
0.416033,0.017696,0.202017,0.004864,0.244160,0.001216,0.000416,0.892578
0.415521,0.017472,0.201952,0.004896,0.254689,0.001312,0.000416,0.902370
0.431937,0.017792,0.201921,0.004800,0.242689,0.001280,0.000416,0.907395
0.421121,0.017664,0.202241,0.004928,0.249728,0.001152,0.000416,0.903106
0.416385,0.017536,0.201696,0.004864,0.244161,0.001344,0.000416,0.893570
0.416673,0.017632,0.201953,0.004992,0.293217,0.001440,0.000576,0.942595
0.416289,0.017568,0.202305,0.004864,0.246849,0.001312,0.000448,0.896003
0.416225,0.017536,0.202113,0.004832,0.249888,0.001280,0.000448,0.897826
0.415554,0.017472,0.201728,0.005024,0.247329,0.001248,0.000416,0.895235
0.432129,0.017536,0.202113,0.005024,0.267489,0.001344,0.000416,0.932195
0.415937,0.017632,0.202241,0.004896,0.256960,0.001248,0.000416,0.905346
0.415650,0.017536,0.201888,0.004832,0.239777,0.001216,0.000384,0.887139
0.416129,0.017536,0.202017,0.004832,0.258977,0.001344,0.000384,0.907427
0.416545,0.017728,0.201953,0.004960,0.251616,0.001184,0.000704,0.901218
0.416866,0.017504,0.203104,0.004800,0.247937,0.001344,0.000448,0.898211
0.420833,0.017696,0.201665,0.004832,0.251265,0.001280,0.000480,0.904163
0.435041,0.017568,0.202017,0.004992,0.286497,0.001280,0.000448,0.953891
0.415873,0.017504,0.202464,0.004864,0.248353,0.001312,0.000384,0.896738
0.417154,0.018176,0.201952,0.004896,0.261921,0.001344,0.000448,0.911811
0.416577,0.017760,0.222881,0.005152,0.251585,0.001312,0.000416,0.922947
0.416033,0.017568,0.203681,0.004896,0.239648,0.001280,0.000416,0.890466
0.416065,0.017600,0.202304,0.004960,0.240193,0.001408,0.000448,0.888994
0.416129,0.017728,0.202529,0.005088,0.246529,0.001280,0.000352,0.895587
0.431713,0.017696,0.202529,0.004896,0.247264,0.001408,0.000448,0.912674
0.415873,0.017472,0.202336,0.004864,0.251873,0.001248,0.000480,0.900450
0.421313,0.017504,0.202209,0.005056,0.243745,0.001280,0.000480,0.897923
0.416033,0.017376,0.220257,0.005120,0.241600,0.001120,0.000448,0.908162
0.420353,0.017728,0.202720,0.005217,0.241184,0.001312,0.000448,0.895522
0.420418,0.020832,0.202048,0.004800,0.238721,0.001280,0.000448,0.894787
0.415265,0.017664,0.201889,0.004992,0.261217,0.001344,0.000480,0.909315
0.431873,0.017504,0.202433,0.005056,0.257152,0.001248,0.000448,0.921826
0.416097,0.017568,0.202048,0.004832,0.245313,0.001184,0.000416,0.893314
0.415457,0.017408,0.202561,0.004896,0.263297,0.001216,0.000448,0.911811
0.416993,0.017824,0.235425,0.005184,0.256705,0.001408,0.000480,0.941027
0.415777,0.017632,0.202113,0.004992,0.250176,0.001248,0.000448,0.898370
0.417090,0.017728,0.202752,0.004832,0.270049,0.001440,0.000544,0.920931
0.416129,0.017728,0.203297,0.004832,0.252225,0.001504,0.000448,0.902371
0.416609,0.017472,0.202273,0.004928,0.238688,0.001344,0.000416,0.888226
0.419969,0.017472,0.202048,0.004896,0.244321,0.001376,0.000384,0.896706
0.420674,0.018048,0.202688,0.004928,0.251329,0.001216,0.000448,0.905475
0.416161,0.017728,0.217089,0.005376,0.242529,0.001280,0.000448,0.906947
0.415969,0.017664,0.202273,0.004928,0.246560,0.001312,0.000416,0.895170
0.416354,0.017472,0.202464,0.004928,0.248513,0.001312,0.000448,0.897251
0.420513,0.017824,0.202177,0.004832,0.254017,0.001440,0.000480,0.908451
0.416129,0.017536,0.202113,0.004864,0.252960,0.001312,0.000448,0.901762
0.416737,0.017632,0.202304,0.004896,0.251041,0.001344,0.000448,0.901186
0.415905,0.017472,0.202209,0.004800,0.252705,0.001728,0.000480,0.901603
0.415905,0.017728,0.222049,0.005152,0.254049,0.001376,0.000512,0.923427
0.415649,0.017632,0.202273,0.004896,0.253536,0.001280,0.000480,0.901538
0.420546,0.017408,0.201920,0.004896,0.238113,0.001280,0.000416,0.891011
0.416417,0.017504,0.202113,0.004896,0.249825,0.001312,0.000384,0.898403
0.421345,0.017536,0.202017,0.004832,0.250144,0.001280,0.000416,0.903522
0.415745,0.017568,0.202432,0.004896,0.249985,0.001344,0.000448,0.898946
0.416609,0.017632,0.202081,0.004928,0.250145,0.001344,0.000480,0.899843
0.449121,0.017888,0.202305,0.005152,0.253313,0.001216,0.000384,0.935587
0.418625,0.017664,0.201921,0.004864,0.245024,0.001248,0.000384,0.895778
0.416482,0.017760,0.202112,0.004800,0.250945,0.001280,0.000384,0.899939
0.415649,0.017504,0.201921,0.004864,0.245057,0.001248,0.000352,0.892931
0.416641,0.017696,0.202881,0.004832,0.249024,0.001216,0.000416,0.898786
0.421218,0.017568,0.203072,0.004864,0.275361,0.001344,0.000384,0.930787
0.416737,0.017760,0.201889,0.004832,0.261921,0.001344,0.000416,0.910947
0.432737,0.017664,0.201953,0.005056,0.253825,0.001248,0.000352,0.918883
0.420769,0.017568,0.202017,0.004864,0.252736,0.001344,0.000416,0.905698
0.415618,0.017824,0.202016,0.004896,0.255201,0.001376,0.000480,0.904067
0.415873,0.017824,0.202529,0.004896,0.266593,0.001408,0.000416,0.916131
0.415969,0.017504,0.202017,0.004864,0.248480,0.001408,0.000384,0.897346
0.415905,0.017696,0.202080,0.004896,0.249601,0.001408,0.000416,0.898402
0.416897,0.017409,0.202304,0.004928,0.246209,0.001408,0.000384,0.895747
0.435041,0.017728,0.202337,0.005088,0.248065,0.001344,0.000416,0.916227
0.415905,0.017696,0.202369,0.004896,0.247744,0.001248,0.000448,0.896962
0.415906,0.017632,0.202304,0.004800,0.248161,0.001248,0.000704,0.897251
0.416225,0.017632,0.202337,0.004832,0.270625,0.001504,0.000576,0.920483
0.415777,0.017600,0.202305,0.004800,0.251456,0.001280,0.000640,0.900418
0.416705,0.017600,0.202240,0.004896,0.255905,0.001344,0.000480,0.906210
0.416482,0.017600,0.201856,0.004992,0.250913,0.001376,0.000480,0.900035
0.437665,0.017664,0.202689,0.004832,0.250689,0.001408,0.000480,0.922051
0.415809,0.018016,0.202049,0.005088,0.239168,0.001408,0.000448,0.888482
0.423073,0.017664,0.202080,0.004864,0.239425,0.001408,0.000384,0.895490
0.417793,0.018400,0.202017,0.004800,0.280801,0.001376,0.000448,0.932163
0.421025,0.017664,0.202113,0.004800,0.241569,0.001376,0.000448,0.895907
0.418465,0.017952,0.202048,0.004768,0.243521,0.001376,0.000480,0.894914
0.418146,0.017728,0.201952,0.004864,0.248193,0.001504,0.000448,0.899427
0.436161,0.017792,0.202145,0.004896,0.257569,0.001440,0.000384,0.927587
0.421313,0.017600,0.202017,0.004832,0.252736,0.001472,0.000480,0.907906
0.416065,0.017504,0.202080,0.005056,0.251681,0.001376,0.000480,0.900962
0.420993,0.017633,0.201984,0.005056,0.295041,0.001600,0.000448,0.949283
0.416641,0.017632,0.201953,0.004800,0.250209,0.001280,0.000544,0.899075
0.417633,0.017504,0.201985,0.004832,0.250752,0.001504,0.000448,0.901090
0.416225,0.017824,0.202432,0.004832,0.237377,0.001504,0.000480,0.887042
0.432514,0.017696,0.202624,0.004832,0.250497,0.001312,0.000480,0.916483
0.416289,0.017728,0.202241,0.005088,0.239009,0.001632,0.000448,0.889187
0.415937,0.017632,0.202177,0.005216,0.253824,0.001344,0.000416,0.903522
0.420290,0.017536,0.232640,0.005248,0.246945,0.001408,0.000480,0.931395
0.416481,0.017792,0.202113,0.004896,0.258337,0.001440,0.000416,0.908323
0.415681,0.017568,0.202209,0.005216,0.248576,0.001280,0.000416,0.897474
0.420641,0.018272,0.201984,0.005024,0.241057,0.001504,0.000384,0.895778
0.420482,0.017792,0.202176,0.005056,0.255233,0.001504,0.000448,0.909059
0.420801,0.017760,0.201889,0.005024,0.252705,0.001312,0.000512,0.906435
0.415969,0.017568,0.201985,0.004992,0.250432,0.001280,0.000480,0.899074
0.420322,0.017632,0.218176,0.005152,0.254753,0.001280,0.000480,0.925027
0.415233,0.017504,0.202657,0.004928,0.252545,0.001344,0.000480,0.900483
0.420257,0.017440,0.201857,0.004832,0.243296,0.001248,0.000448,0.895362
0.415457,0.017504,0.202048,0.004896,0.248097,0.001280,0.000448,0.895714
0.415809,0.017696,0.202209,0.004896,0.255361,0.001344,0.000512,0.904099
0.417089,0.017632,0.202113,0.005024,0.251809,0.001376,0.000512,0.901923
0.416385,0.017536,0.202017,0.005088,0.250912,0.001376,0.000480,0.900354
0.416610,0.017728,0.223264,0.005216,0.245281,0.001312,0.000448,0.916387
0.415873,0.017568,0.202081,0.004896,0.247713,0.001184,0.000480,0.895875
0.415937,0.017536,0.202785,0.004864,0.249216,0.001344,0.000480,0.898562
0.416354,0.017632,0.202016,0.004864,0.242625,0.001216,0.000448,0.891523
0.416033,0.017664,0.201985,0.004800,0.239905,0.001344,0.000480,0.888611
0.420513,0.017408,0.202081,0.004864,0.249888,0.001280,0.000448,0.902498
0.420385,0.017888,0.201920,0.004864,0.245825,0.001312,0.000512,0.899298
0.420513,0.032673,0.202880,0.004832,0.244577,0.001280,0.000448,0.913987
0.415937,0.018336,0.202081,0.005024,0.252321,0.001408,0.000480,0.902307
0.416193,0.017568,0.202209,0.004832,0.257440,0.001376,0.000480,0.906082
0.415746,0.017536,0.202016,0.005024,0.259009,0.001312,0.000448,0.908067
0.416961,0.017536,0.201953,0.005024,0.246529,0.001376,0.000512,0.897059
0.416609,0.017696,0.202337,0.004832,0.250017,0.001248,0.000480,0.899651
0.415553,0.017472,0.202305,0.004864,0.245888,0.001216,0.000512,0.894434
0.435042,0.017856,0.202656,0.005184,0.247105,0.001216,0.000416,0.916739
0.415937,0.017952,0.202721,0.005024,0.233793,0.001216,0.000416,0.883715
0.416225,0.017888,0.202464,0.004864,0.250144,0.001408,0.000480,0.901186
0.421602,0.017536,0.201984,0.004896,0.247841,0.001312,0.000448,0.902275
0.416577,0.018304,0.202881,0.004896,0.251073,0.001248,0.000448,0.901955
0.416673,0.017760,0.202433,0.004832,0.249280,0.001248,0.000448,0.899970
0.420449,0.017728,0.201952,0.004896,0.242849,0.001376,0.000416,0.896610
0.435586,0.017600,0.202464,0.004864,0.257313,0.001376,0.000416,0.925987
0.416385,0.017504,0.202081,0.004864,0.254401,0.001280,0.000448,0.903683
0.420417,0.017632,0.202145,0.004992,0.246336,0.001312,0.000320,0.899842
0.420610,0.017856,0.202080,0.005024,0.273441,0.001440,0.000416,0.928003
0.426337,0.017729,0.201920,0.004832,0.242721,0.001504,0.000448,0.902531
0.416257,0.017728,0.202241,0.005216,0.254785,0.001312,0.000384,0.905955
0.420321,0.017600,0.201888,0.004929,0.258688,0.001248,0.000384,0.911394
0.444610,0.017792,0.202208,0.004864,0.263745,0.001216,0.000416,0.942115
0.416833,0.017504,0.201921,0.005024,0.252545,0.001376,0.000416,0.901667
0.416289,0.017664,0.202433,0.004928,0.256448,0.001280,0.000416,0.905730
0.415681,0.017664,0.202112,0.005280,0.264161,0.001312,0.000416,0.912962
0.415809,0.017665,0.201920,0.005056,0.248577,0.001312,0.000448,0.897603
0.420577,0.017696,0.202113,0.004832,0.254881,0.001152,0.000480,0.907747
0.415809,0.017728,0.202241,0.004832,0.245696,0.001312,0.000448,0.894530
0.428834,0.017952,0.202912,0.005088,0.262689,0.001408,0.000448,0.925539
0.416033,0.017472,0.202241,0.005024,0.255137,0.001280,0.000448,0.905379
0.420385,0.017632,0.202209,0.005280,0.254752,0.001408,0.000448,0.908386
0.416257,0.017728,0.202336,0.004992,0.269825,0.001440,0.000416,0.919810
0.416354,0.017760,0.202752,0.004896,0.265697,0.001344,0.000480,0.915619
0.416513,0.017504,0.202017,0.005024,0.252033,0.001344,0.000448,0.901219
0.416321,0.017440,0.202081,0.004928,0.254464,0.001184,0.000384,0.902946
0.432865,0.017696,0.202176,0.004960,0.254529,0.001248,0.000448,0.921090
0.416289,0.017728,0.202177,0.004864,0.268129,0.001248,0.000448,0.916291
