Layer[0],Layer[8],Layer[9],Layer[10],classifier
0.433442,0.762242,0.001472,0.000608,1.203268
0.416801,0.786979,0.001376,0.000416,1.210628
0.417761,0.783875,0.001216,0.000384,1.209348
0.416929,0.804994,0.001600,0.000416,1.229571
0.415873,0.768674,0.001344,0.000512,1.192035
0.416129,0.788258,0.001344,0.000352,1.211619
0.416129,0.772002,0.001408,0.000416,1.195651
0.417345,0.773922,0.001248,0.000416,1.197955
0.416545,0.797602,0.001440,0.000352,1.221731
0.417057,0.771330,0.001440,0.000320,1.195811
0.416322,0.761442,0.001280,0.000384,1.184484
0.433377,0.783939,0.001408,0.000320,1.225060
0.416929,0.779747,0.001344,0.000416,1.204292
0.416353,0.766082,0.001344,0.000352,1.189827
0.416705,0.776802,0.001248,0.000352,1.200803
0.417569,0.772354,0.001248,0.000352,1.196995
0.417889,0.801570,0.001472,0.000384,1.226595
0.417697,0.772258,0.001408,0.000864,1.197315
0.417441,0.766722,0.001376,0.000608,1.192035
0.418818,0.821346,0.001504,0.000416,1.248228
0.417058,0.776578,0.001312,0.000384,1.201092
0.418722,0.771202,0.001408,0.000352,1.196900
0.417697,0.795299,0.001376,0.000384,1.221508
0.417121,0.765186,0.001312,0.000416,1.189219
0.417377,0.770786,0.001344,0.000608,1.195683
0.431361,0.772002,0.001440,0.000448,1.210691
0.416929,0.801346,0.001312,0.000416,1.225283
0.417953,0.786082,0.001408,0.000416,1.211267
0.418881,0.778370,0.001408,0.000352,1.204547
0.418977,0.767170,0.001248,0.000384,1.193155
0.417473,0.797634,0.001568,0.000448,1.222979
0.416833,0.778306,0.001408,0.000416,1.202019
0.417409,0.785698,0.001408,0.000480,1.211523
0.418369,0.816802,0.001472,0.000416,1.242435
0.417857,0.772674,0.001408,0.000608,1.197795
0.416865,0.774626,0.001376,0.000416,1.198435
0.433121,0.811554,0.001312,0.000448,1.252227
0.417025,0.771778,0.001440,0.000384,1.195779
0.417026,0.765154,0.001472,0.000416,1.189924
0.417250,0.773762,0.001472,0.000384,1.197924
0.416065,0.773410,0.001408,0.000416,1.196676
0.417793,0.773794,0.001472,0.000608,1.198468
0.417185,0.786338,0.001504,0.000576,1.212003
0.417313,0.783490,0.001472,0.000416,1.207139
0.417537,0.792322,0.001088,0.000352,1.215619
0.416609,0.768130,0.001120,0.000608,1.191139
0.416033,0.756546,0.001344,0.000416,1.179651
0.431009,0.755202,0.001280,0.000384,1.192867
0.416225,0.792322,0.001312,0.000480,1.215427
0.417794,0.769058,0.001376,0.000288,1.193060
0.430498,0.762370,0.001344,0.000320,1.201380
0.417793,0.763747,0.001312,0.000416,1.188420
0.418081,0.828003,0.001536,0.000352,1.254436
0.416129,0.773827,0.001536,0.000384,1.196964
0.417025,0.775651,0.001408,0.000672,1.200676
0.417249,0.813442,0.001664,0.000416,1.238468
0.416930,0.776546,0.001536,0.000416,1.201188
0.417154,0.776994,0.001536,0.000416,1.201252
0.418018,0.810626,0.001472,0.000384,1.252260
0.416481,0.774306,0.001472,0.000416,1.197923
0.417601,0.808386,0.001536,0.000448,1.233155
0.415137,0.778370,0.001376,0.000416,1.202211
0.417281,0.779074,0.001440,0.000416,1.204099
0.416769,0.797346,0.001632,0.000416,1.223203
0.416833,0.768834,0.001472,0.000416,1.194019
0.417729,0.774946,0.001536,0.000416,1.200483
0.418433,0.799426,0.001536,0.000416,1.226755
0.417057,0.777666,0.001568,0.000384,1.202307
0.417857,0.770018,0.001504,0.000416,1.195459
0.435425,0.805730,0.001600,0.000448,1.248643
0.416001,0.762018,0.001472,0.000640,1.185635
0.418081,0.776674,0.001664,0.000416,1.203139
0.417025,0.800066,0.001472,0.000352,1.224579
0.416769,0.773250,0.001696,0.000416,1.197475
0.416513,0.793154,0.001568,0.000416,1.216995
0.417857,0.772834,0.001664,0.000608,1.197955
0.417249,0.774530,0.001568,0.000640,1.199555
0.415713,0.823363,0.001536,0.000384,1.246820
0.415681,0.773283,0.001472,0.000416,1.196260
0.418465,0.776259,0.001472,0.000448,1.201924
0.437378,0.771234,0.001600,0.000608,1.216356
0.417666,0.782402,0.001696,0.000608,1.209764
0.417409,0.776354,0.001632,0.000416,1.202147
0.417505,0.788802,0.001536,0.000640,1.216259
0.417089,0.803202,0.001440,0.000384,1.228131
0.417089,0.801954,0.001504,0.000480,1.226595
0.416225,0.775458,0.001472,0.000608,1.199459
0.416705,0.774530,0.001632,0.000640,1.199075
0.415393,0.794946,0.001536,0.000416,1.217891
0.416993,0.777826,0.001537,0.000608,1.202404
0.417153,0.789923,0.001504,0.000416,1.214660
0.434882,0.786018,0.001632,0.000608,1.231716
0.417186,0.781570,0.001536,0.000416,1.206180
0.416225,0.830050,0.001376,0.000608,1.254147
0.417185,0.775938,0.001472,0.000384,1.200419
0.416353,0.774562,0.001568,0.000384,1.198883
0.418881,0.794978,0.001408,0.000736,1.221507
0.417793,0.767042,0.001536,0.000608,1.192835
0.417089,0.799490,0.001568,0.000384,1.223747
0.418657,0.784834,0.001568,0.000384,1.211075
0.416641,0.799298,0.001344,0.000352,1.222979
0.417345,0.782882,0.001472,0.000416,1.208963
0.430689,0.775811,0.001376,0.000416,1.213924
0.417441,0.802915,0.001536,0.000576,1.227620
0.416482,0.801762,0.001472,0.000480,1.225380
0.417473,0.773122,0.001376,0.000416,1.197763
0.416609,0.775618,0.001216,0.000608,1.199107
0.415969,0.821090,0.001280,0.000416,1.244515
0.416513,0.774210,0.001280,0.000512,1.197315
0.416161,0.760994,0.001312,0.000384,1.183971
0.417249,0.801026,0.001408,0.000640,1.225315
0.416705,0.778786,0.001376,0.000384,1.203555
0.416065,0.765538,0.001376,0.000384,1.188451
0.432897,0.806818,0.001408,0.000576,1.247267
0.418401,0.758210,0.001345,0.000416,1.183236
0.417153,0.773571,0.001312,0.000352,1.197508
0.415937,0.762242,0.001216,0.000384,1.184996
0.415970,0.762626,0.001408,0.000384,1.186116
0.416386,0.785058,0.001344,0.000416,1.208292
0.417506,0.775074,0.001312,0.000384,1.200004
0.438497,0.824002,0.001344,0.000448,1.269379
0.417025,0.798466,0.001440,0.000384,1.223299
0.416673,0.793858,0.001408,0.000416,1.217443
0.416481,0.796770,0.001312,0.000384,1.220740
0.462338,0.783266,0.001344,0.000384,1.253348
0.416097,0.762530,0.001632,0.000384,1.186371
0.417441,0.770530,0.001440,0.000448,1.195075
0.416385,0.779266,0.001408,0.000384,1.202563
0.416545,0.773186,0.001376,0.000416,1.196803
0.417569,0.794914,0.001312,0.000416,1.220067
0.416961,0.771970,0.001600,0.000384,1.196963
0.417089,0.776130,0.001664,0.000640,1.203523
0.417025,0.794083,0.001312,0.000416,1.218180
0.417250,0.770946,0.001568,0.000512,1.195812
0.416801,0.810690,0.001504,0.000608,1.234467
0.433505,0.812770,0.001440,0.000640,1.253603
0.417729,0.775874,0.001408,0.000384,1.200163
0.417185,0.772322,0.001408,0.000352,1.196515
0.417249,0.767938,0.001440,0.000384,1.192131
0.416097,0.766402,0.001440,0.000416,1.189699
0.416353,0.803491,0.001472,0.000416,1.227044
0.416417,0.772739,0.001376,0.000416,1.196100
0.417282,0.775106,0.001216,0.000352,1.199108
0.416289,0.790690,0.001408,0.000416,1.213923
0.416641,0.801346,0.001280,0.000384,1.224707
0.417601,0.775906,0.001280,0.000416,1.200131
0.434113,0.774338,0.001376,0.000416,1.215875
0.416961,0.768930,0.001344,0.000576,1.192899
0.416705,0.771842,0.001312,0.000448,1.195107
0.416225,0.800899,0.001472,0.000416,1.224100
0.416578,0.808546,0.001312,0.000416,1.232612
0.417601,0.791298,0.001536,0.000448,1.216483
0.417089,0.761538,0.001408,0.000672,1.185859
0.415713,0.771458,0.001408,0.000416,1.193923
0.421665,0.786850,0.001440,0.000416,1.216387
0.416833,0.758946,0.001472,0.000352,1.182691
0.416193,0.777026,0.001216,0.000384,1.199203
0.416481,0.778691,0.001248,0.000288,1.201476
0.417633,0.759522,0.001312,0.000480,1.184356
0.421730,0.747714,0.001216,0.000640,1.175812
0.435746,0.767362,0.001216,0.000384,1.210532
0.417025,0.769826,0.001344,0.000384,1.194531
0.422177,0.774850,0.001600,0.000384,1.205315
0.416801,0.818178,0.001280,0.000576,1.241955
0.416545,0.766530,0.001312,0.000384,1.189603
0.416929,0.795906,0.001440,0.000448,1.220611
0.415905,0.756514,0.001280,0.000320,1.178595
0.417025,0.760418,0.001440,0.000384,1.184131
0.416961,0.771683,0.001184,0.000416,1.196068
0.417154,0.791170,0.001248,0.000288,1.214372
0.421857,0.775618,0.001312,0.000384,1.205603
0.416065,0.767874,0.001344,0.000384,1.190595
0.416897,0.776994,0.001408,0.000672,1.201059
0.416833,0.776482,0.001536,0.000416,1.200707
0.434817,0.777283,0.001472,0.000608,1.219684
0.417250,0.779938,0.001536,0.000608,1.204740
0.416449,0.831202,0.001632,0.000448,1.255523
0.416001,0.771426,0.001344,0.000416,1.194403
0.416257,0.771906,0.001409,0.000416,1.195300
0.415522,0.790338,0.001408,0.000416,1.213060
0.416929,0.783330,0.001504,0.000416,1.208995
0.421025,0.817538,0.001568,0.000608,1.246243
0.440129,0.805027,0.001440,0.000416,1.252388
0.420705,0.776866,0.001536,0.000448,1.204643
0.421153,0.766434,0.001408,0.000416,1.194531
0.441793,0.809218,0.001504,0.000640,1.258691
0.417281,0.780579,0.001504,0.000352,1.205284
0.418209,0.785058,0.001632,0.000448,1.210403
0.421441,0.771298,0.001344,0.000384,1.200035
0.417217,0.777922,0.001504,0.000384,1.202179
0.417473,0.805347,0.001504,0.000672,1.230884
0.420962,0.774850,0.001440,0.000416,1.203140
0.416225,0.774050,0.001568,0.000576,1.197987
0.448737,0.778306,0.001504,0.000416,1.234339
0.416193,0.777122,0.001440,0.000416,1.200740
0.420834,0.788866,0.001536,0.000384,1.217636
0.420353,0.782498,0.001664,0.000608,1.211235
0.417665,0.771970,0.001504,0.000416,1.198083
0.416353,0.796419,0.001504,0.000416,1.220644
0.417121,0.808610,0.001504,0.000384,1.233475
0.417473,0.774978,0.001376,0.000352,1.200355
0.421729,0.802338,0.001504,0.000384,1.231172
0.421346,0.774914,0.001504,0.000416,1.203812
0.417665,0.776546,0.001504,0.000384,1.201251
0.438881,0.771554,0.001504,0.000384,1.217635
0.421473,0.792419,0.001888,0.000672,1.222852
0.420673,0.784610,0.001408,0.000320,1.213059
0.418433,0.767202,0.001568,0.000416,1.193635
0.417377,0.776290,0.001600,0.000640,1.201923
0.421858,0.800418,0.001504,0.000608,1.232292
0.417313,0.775394,0.001312,0.000384,1.200963
0.421089,0.809890,0.001344,0.000352,1.238819
0.421825,0.802562,0.001248,0.000384,1.251844
0.416769,0.773954,0.001344,0.000416,1.196899
0.416897,0.803714,0.001312,0.000416,1.227843
0.439297,0.769059,0.001536,0.000416,1.216068
0.416929,0.814882,0.001408,0.000416,1.239651
0.416161,0.790146,0.001408,0.000384,1.213443
0.416801,0.800290,0.001344,0.000352,1.223971
0.415938,0.785090,0.001568,0.000384,1.208548
0.416065,0.786882,0.001376,0.000416,1.209923
0.416353,0.771970,0.001536,0.000384,1.195427
0.416737,0.772035,0.001216,0.000384,1.195844
0.439426,0.779010,0.001344,0.000608,1.226596
0.416513,0.776962,0.001312,0.000448,1.200835
0.416577,0.779650,0.001248,0.000512,1.203139
0.432450,0.793858,0.001440,0.000416,1.234244
0.422241,0.774914,0.001408,0.000384,1.204579
0.420993,0.796226,0.001504,0.000384,1.224963
0.416897,0.781795,0.001376,0.000416,1.208324
0.417633,0.809602,0.001408,0.000384,1.235043
0.421281,0.796610,0.001760,0.000416,1.225987
0.416993,0.802339,0.001344,0.000384,1.226468
0.420769,0.776706,0.001408,0.000352,1.204899
0.437697,0.773730,0.001248,0.000384,1.218691
0.416417,0.776706,0.001344,0.000416,1.200740
0.417250,0.775458,0.001344,0.000352,1.199908
0.416705,0.780066,0.001600,0.000384,1.205123
0.417505,0.774242,0.001376,0.000384,1.199011
0.416129,0.801955,0.001248,0.000320,1.226820
0.416225,0.764482,0.001440,0.000416,1.188579
0.416833,0.771842,0.001312,0.000384,1.195907
0.417089,0.810659,0.001312,0.000640,1.235172
0.416897,0.761186,0.001504,0.000384,1.186019
0.416449,0.773186,0.001696,0.000448,1.196995
0.434241,0.777794,0.001568,0.000448,1.219683
0.417282,0.767938,0.001440,0.000672,1.192708
0.421121,0.775714,0.001536,0.000320,1.204387
0.430049,0.803906,0.001376,0.000416,1.241091
0.417313,0.781475,0.001472,0.000576,1.207876
0.421249,0.802530,0.001440,0.000608,1.231811
0.417217,0.771010,0.001664,0.000608,1.196259
0.420961,0.763747,0.001632,0.000352,1.192164
0.421601,0.826210,0.001440,0.000416,1.254723
0.417441,0.761602,0.001568,0.000672,1.186531
0.416961,0.804675,0.001376,0.000448,1.229220
0.444833,0.770370,0.001696,0.000416,1.222883
0.416705,0.773442,0.001632,0.000608,1.198595
0.416258,0.775970,0.001728,0.000448,1.199908
0.432449,0.785218,0.001600,0.000416,1.227811
0.421121,0.779010,0.001440,0.000384,1.207363
0.420930,0.800162,0.001408,0.000416,1.228388
0.421633,0.772258,0.001344,0.000416,1.201155
0.422081,0.772642,0.001440,0.000416,1.202211
0.416994,0.794914,0.001408,0.000384,1.219268
0.416321,0.774018,0.001472,0.000448,1.198115
0.421793,0.773762,0.001312,0.000384,1.202371
0.440545,0.776450,0.001408,0.000416,1.224867
0.420481,0.801410,0.001408,0.000704,1.229315
0.416769,0.782947,0.001344,0.000416,1.208836
0.435809,0.775330,0.001408,0.000416,1.218659
0.416289,0.760482,0.001408,0.000608,1.183939
0.415809,0.797219,0.001344,0.000384,1.220196
0.415649,0.793282,0.001376,0.000448,1.216227
0.417057,0.767042,0.001152,0.000416,1.190915
0.416450,0.796674,0.001344,0.000416,1.220196
0.416001,0.777698,0.001472,0.000416,1.201059
0.417025,0.774082,0.001248,0.000384,1.198083
0.422370,0.823394,0.001536,0.000416,1.253796
0.417889,0.775490,0.001440,0.000416,1.200899
0.418049,0.774147,0.001472,0.000384,1.199524
0.433761,0.801378,0.001536,0.000320,1.242563
0.416737,0.775170,0.001408,0.000416,1.198883
0.416129,0.804130,0.001536,0.000448,1.227844
0.416385,0.760642,0.001600,0.000416,1.184291
0.416641,0.765122,0.001504,0.000384,1.188963
0.421537,0.801763,0.001504,0.000448,1.230948
0.416641,0.770242,0.001440,0.000416,1.194083
0.415905,0.777282,0.001440,0.000352,1.201283
0.417378,0.797346,0.001568,0.000416,1.222020
0.417665,0.766434,0.001376,0.000384,1.191139
0.417633,0.773730,0.001536,0.000416,1.198339
0.433538,0.782370,0.001472,0.000608,1.223268
0.418049,0.777698,0.001536,0.000640,1.203267
0.417825,0.762755,0.001440,0.000576,1.187684
0.416769,0.776738,0.001472,0.000416,1.200323
0.416065,0.778050,0.001568,0.000416,1.201955
0.416385,0.796098,0.001440,0.000416,1.219523
0.416961,0.769282,0.001408,0.000384,1.194115
0.420833,0.764003,0.001632,0.000352,1.192484
0.420833,0.796930,0.001536,0.000384,1.224707
0.415937,0.761250,0.001408,0.000416,1.184547
0.420642,0.767266,0.001344,0.000608,1.194788
0.433089,0.776386,0.001408,0.000416,1.216579
0.420897,0.775171,0.001344,0.000416,1.203108
0.420449,0.802530,0.001376,0.000416,1.230403
0.420961,0.761026,0.001376,0.000640,1.189315
0.420097,0.775522,0.001472,0.000416,1.202531
0.420481,0.801442,0.001408,0.000384,1.229667
0.421122,0.772610,0.001536,0.000608,1.201412
0.420897,0.775938,0.001472,0.000384,1.203651
0.420897,0.817603,0.001664,0.000384,1.245892
0.420737,0.771874,0.001536,0.000448,1.200259
0.420641,0.776483,0.001504,0.000416,1.204996
0.438145,0.761250,0.001504,0.000640,1.207075
0.420001,0.806210,0.001600,0.000416,1.233539
0.420289,0.801954,0.001312,0.000640,1.229603
0.416289,0.769090,0.001408,0.000448,1.192387
0.417090,0.778050,0.001344,0.000384,1.203300
0.416737,0.794690,0.001568,0.000480,1.218883
0.416225,0.760579,0.001568,0.000608,1.184740
0.420641,0.769858,0.001440,0.000416,1.197667
0.416961,0.777250,0.001376,0.000384,1.201187
0.420354,0.801954,0.001344,0.000416,1.229220
0.416065,0.768322,0.001344,0.000384,1.191267
0.437473,0.773123,0.001216,0.000384,1.217188
0.416705,0.769250,0.001216,0.000416,1.192739
0.416545,0.769442,0.001344,0.000416,1.193027
0.416481,0.789058,0.001376,0.000448,1.212771
0.420993,0.762306,0.001312,0.000640,1.190275
0.416642,0.786274,0.001824,0.000384,1.210212
0.420673,0.802850,0.001536,0.000352,1.230659
0.420962,0.806274,0.001536,0.000416,1.234308
0.420097,0.817794,0.001568,0.000416,1.244963
0.422178,0.771458,0.001472,0.000416,1.200548
0.415905,0.773474,0.001248,0.000640,1.196227
0.433761,0.769443,0.001504,0.000352,1.210404
0.421825,0.771458,0.001344,0.000320,1.200195
0.416993,0.773314,0.001536,0.000448,1.197955
0.423201,0.796674,0.001440,0.000416,1.227171
0.417409,0.771490,0.001344,0.000416,1.195907
0.417985,0.786178,0.001472,0.000416,1.211908
0.421089,0.769634,0.001344,0.000640,1.198179
0.420258,0.772738,0.001408,0.000608,1.200644
0.417249,0.828194,0.001344,0.000384,1.252355
0.422274,0.769698,0.001376,0.000416,1.199684
0.416353,0.773314,0.001408,0.000448,1.196899
0.447074,0.776514,0.001280,0.000416,1.231076
0.415617,0.806722,0.001248,0.000608,1.230755
0.417122,0.772418,0.001344,0.000384,1.196452
0.433281,0.775618,0.001472,0.000416,1.216131
0.416353,0.768547,0.001248,0.000448,1.191588
0.416993,0.823586,0.001408,0.000416,1.248547
0.415361,0.763330,0.001312,0.000448,1.185828
0.416097,0.761922,0.001312,0.000352,1.185059
0.416353,0.786530,0.001504,0.000416,1.209251
0.420385,0.772546,0.001408,0.000352,1.199683
0.420545,0.775522,0.001472,0.000416,1.204611
0.416577,0.779938,0.001280,0.000416,1.203875
0.417249,0.778530,0.001760,0.000448,1.203459
0.416577,0.775170,0.001216,0.000320,1.199619
0.433537,0.768322,0.001408,0.000416,1.209763
0.416961,0.772866,0.001728,0.000608,1.197699
0.416449,0.813794,0.001569,0.000640,1.237860
0.415745,0.781890,0.001344,0.000608,1.205763
0.416641,0.777283,0.001440,0.000640,1.201316
0.420481,0.790306,0.001632,0.000608,1.218755
0.416674,0.767170,0.001760,0.000576,1.192580
0.416481,0.777922,0.001664,0.000608,1.202371
0.420994,0.783778,0.001568,0.000640,1.212100
0.420897,0.766050,0.001536,0.000384,1.195171
0.420962,0.771554,0.001568,0.000416,1.199684
0.440129,0.770754,0.001472,0.000384,1.218595
0.420226,0.793634,0.001504,0.000416,1.221348
0.420417,0.796578,0.001696,0.000448,1.224579
0.420481,0.767842,0.001408,0.000416,1.195747
0.420481,0.771330,0.001408,0.000384,1.198755
0.416161,0.794050,0.001504,0.000416,1.219107
0.420513,0.771106,0.001504,0.000384,1.199715
0.422337,0.806434,0.001440,0.000352,1.236099
0.455426,0.777474,0.001632,0.000448,1.242468
0.420961,0.765122,0.001408,0.000384,1.193123
0.416130,0.757794,0.001280,0.000384,1.180612
0.432705,0.790210,0.001344,0.000448,1.229763
0.420610,0.796290,0.001376,0.000416,1.223556
0.418209,0.847202,0.001472,0.000416,1.272963
0.416257,0.769442,0.001408,0.000384,1.192963
0.416033,0.777506,0.001792,0.000385,1.202756
0.420801,0.795778,0.001568,0.000480,1.224739
0.420897,0.771555,0.001472,0.000352,1.199780
0.417857,0.773538,0.001568,0.000416,1.198467
0.443842,0.767650,0.001568,0.000384,1.218980
0.416993,0.755426,0.001568,0.000416,1.179395
0.422306,0.774370,0.001536,0.000448,1.204004
0.437857,0.773538,0.001600,0.000416,1.218883
0.421057,0.774914,0.001568,0.000416,1.203139
0.422337,0.796707,0.001408,0.000416,1.226852
0.417729,0.787106,0.001536,0.000416,1.213763
0.416098,0.772898,0.001504,0.000416,1.196292
0.416897,0.791074,0.001664,0.000416,1.215107
0.416545,0.796642,0.001440,0.000416,1.220707
0.421121,0.804227,0.001504,0.000416,1.233092
0.438177,0.777154,0.001824,0.000672,1.222883
0.420833,0.797762,0.001600,0.000576,1.226755
0.421697,0.747490,0.001664,0.000672,1.176963
0.420961,0.758562,0.001632,0.000640,1.188931
0.417025,0.765859,0.001600,0.000640,1.190404
0.420865,0.790562,0.001600,0.000672,1.221475
0.421250,0.778914,0.001568,0.000608,1.207588
0.416385,0.776258,0.001536,0.000384,1.199523
0.416129,0.816354,0.001664,0.000640,1.241251
0.416289,0.774659,0.001728,0.000640,1.198724
0.417089,0.822338,0.001664,0.000416,1.246563
0.434209,0.801378,0.001664,0.000704,1.242915
0.416097,0.771587,0.001632,0.000832,1.195108
0.417121,0.771202,0.001632,0.000640,1.195491
0.416962,0.765762,0.001472,0.000416,1.189828
0.417313,0.783074,0.001504,0.000384,1.210211
0.415617,0.821570,0.001696,0.000416,1.244259
0.416801,0.800195,0.001600,0.000608,1.224548
0.420897,0.771970,0.001472,0.000448,1.199875
0.416801,0.835810,0.001664,0.000480,1.260067
0.421377,0.758722,0.001377,0.000448,1.186980
0.417601,0.804066,0.001504,0.000384,1.228387
0.442370,0.782178,0.001664,0.000416,1.231524
0.416289,0.770146,0.001600,0.000384,1.193635
0.420897,0.769058,0.001376,0.000416,1.197187
0.422753,0.778339,0.001376,0.000384,1.208836
0.417025,0.771490,0.001664,0.000384,1.196131
0.417186,0.794562,0.001440,0.000352,1.218884
0.421313,0.802594,0.001376,0.000416,1.230659
0.416225,0.760674,0.001536,0.000416,1.183971
0.417345,0.788963,0.001536,0.000352,1.213540
0.416289,0.763938,0.001408,0.000416,1.186979
0.416738,0.769826,0.001440,0.000384,1.193316
0.434017,0.771586,0.001504,0.000384,1.213219
0.416481,0.809538,0.001472,0.000448,1.234179
0.417025,0.770562,0.001472,0.000384,1.194116
0.415937,0.785058,0.001376,0.000416,1.207683
0.415617,0.772674,0.001344,0.000416,1.194787
0.416481,0.786658,0.001536,0.000640,1.209667
0.415745,0.769442,0.001440,0.000448,1.191747
0.415969,0.765090,0.001248,0.000448,1.187268
0.417761,0.775426,0.001440,0.000608,1.200771
0.416642,0.764482,0.001248,0.000416,1.187908
0.416033,0.765218,0.001248,0.000352,1.188291
0.438625,0.786562,0.001312,0.000384,1.233283
0.416001,0.772867,0.001312,0.000416,1.196772
