Layer[0],Layer[1],Layer[2],Layer[10],classifier
0.416065,0.017696,0.202144,0.195649,0.899234
0.419969,0.017760,0.202241,0.203073,0.911555
0.438113,0.017792,0.202369,0.198752,0.929058
0.420866,0.017600,0.202080,0.208161,0.915235
0.421665,0.017600,0.202209,0.191392,0.902243
0.419521,0.017856,0.201984,0.226369,0.933602
0.416833,0.017728,0.202849,0.212641,0.919715
0.416961,0.017568,0.202849,0.203296,0.909922
0.420034,0.017696,0.203136,0.212449,0.923395
0.438497,0.017760,0.202177,0.197025,0.924707
0.416193,0.017696,0.202529,0.202848,0.909986
0.415714,0.017536,0.202112,0.212737,0.915523
0.420865,0.021024,0.221569,0.211617,0.946179
0.416993,0.017728,0.202113,0.196768,0.899906
0.419906,0.017824,0.202240,0.210497,0.919875
0.421473,0.017472,0.203009,0.190176,0.898210
0.416194,0.017536,0.202656,0.201633,0.907107
0.415681,0.017568,0.202337,0.200896,0.904611
0.421345,0.017792,0.202144,0.204353,0.913698
0.420610,0.017792,0.220192,0.192257,0.917859
0.420129,0.017696,0.201985,0.199552,0.905890
0.420386,0.017568,0.202240,0.210977,0.919683
0.420481,0.017632,0.202625,0.207585,0.915363
0.420737,0.017632,0.202273,0.213792,0.922946
0.420930,0.017600,0.202176,0.200289,0.914275
0.420129,0.018336,0.203009,0.211777,0.922691
0.439937,0.018016,0.202209,0.217088,0.949634
0.420450,0.017792,0.202688,0.200289,0.912323
0.420481,0.017600,0.202177,0.200128,0.908067
0.420129,0.017824,0.202144,0.228801,0.947778
0.416129,0.017568,0.202049,0.201345,0.909187
0.421697,0.017568,0.202305,0.192128,0.900770
0.420386,0.017568,0.202208,0.209505,0.917283
0.435169,0.017888,0.202081,0.211905,0.936195
0.420129,0.017728,0.202529,0.199264,0.905922
0.420482,0.017504,0.202624,0.193921,0.901955
0.416833,0.018304,0.202625,0.221728,0.938179
0.415521,0.017536,0.202592,0.203425,0.906754
0.417185,0.017760,0.202337,0.199201,0.905699
0.415489,0.017504,0.202657,0.208384,0.911970
0.437922,0.017888,0.202144,0.196801,0.922147
0.415969,0.017600,0.202401,0.200608,0.903939
0.420065,0.017728,0.202048,0.198336,0.905666
0.419681,0.017505,0.219520,0.201249,0.931011
0.415969,0.017600,0.202337,0.200768,0.903394
0.416289,0.017536,0.202848,0.210849,0.917122
0.420161,0.017600,0.202561,0.197793,0.909763
0.416801,0.017632,0.202721,0.206144,0.913858
0.420706,0.017760,0.202560,0.203937,0.912003
0.416737,0.017632,0.202209,0.202240,0.908675
0.420993,0.017664,0.219649,0.215008,0.951874
0.416034,0.017632,0.202720,0.204193,0.907811
0.420417,0.017760,0.202433,0.229729,0.939427
0.420545,0.017696,0.202337,0.202176,0.927682
0.420642,0.017536,0.202016,0.200161,0.907747
0.419745,0.018848,0.206081,0.204448,0.918243
0.422049,0.017728,0.202976,0.213089,0.926178
0.434114,0.017664,0.202816,0.215617,0.940771
0.416513,0.017824,0.202113,0.211456,0.914947
0.422081,0.017632,0.202240,0.192033,0.901954
0.421089,0.017632,0.202977,0.224801,0.938371
0.417185,0.017536,0.202369,0.192032,0.896354
0.415426,0.017600,0.203136,0.208865,0.912387
0.420577,0.017760,0.202241,0.207457,0.916259
0.437025,0.017568,0.202241,0.213600,0.940066
0.421282,0.017728,0.202112,0.190433,0.897667
0.421281,0.017728,0.202241,0.195456,0.909955
0.417025,0.017664,0.228192,0.194849,0.927778
0.420641,0.017600,0.203329,0.212705,0.922883
0.420577,0.017568,0.202113,0.207456,0.919170
0.421185,0.017536,0.202880,0.192129,0.909346
0.420193,0.017760,0.202177,0.199969,0.911299
0.421217,0.017568,0.203361,0.196512,0.906914
0.419650,0.017728,0.202272,0.198273,0.905635
0.415937,0.017376,0.215809,0.199104,0.915491
0.420321,0.017536,0.202272,0.194977,0.902274
0.417025,0.017568,0.203105,0.206657,0.915651
0.416225,0.017632,0.203041,0.199232,0.904162
0.417218,0.017504,0.203680,0.194753,0.900643
0.415361,0.017760,0.202977,0.202528,0.906851
0.420001,0.017760,0.202592,0.207521,0.916962
0.416321,0.020385,0.202688,0.201569,0.925251
0.421441,0.017728,0.202561,0.211328,0.920962
0.420961,0.017504,0.202080,0.197921,0.905122
0.421537,0.017600,0.202273,0.199425,0.915139
0.421377,0.017664,0.202113,0.200224,0.909922
0.422402,0.017568,0.201824,0.206337,0.919555
0.422145,0.017728,0.202849,0.203488,0.915299
0.441857,0.017600,0.202273,0.212256,0.945410
0.421218,0.017696,0.202208,0.226881,0.938595
0.420193,0.017728,0.202561,0.201184,0.910275
0.417281,0.017664,0.202401,0.218016,0.930082
0.420930,0.017600,0.202336,0.199169,0.908579
0.418721,0.017600,0.202881,0.198528,0.907939
0.416865,0.017536,0.202112,0.210145,0.914786
0.438369,0.017633,0.202912,0.215745,0.947907
0.421249,0.017568,0.202113,0.208864,0.921763
0.417153,0.017632,0.202304,0.200737,0.906434
0.417121,0.017696,0.222433,0.203393,0.930979
0.421185,0.017568,0.204769,0.197088,0.910626
0.420450,0.017696,0.202304,0.191073,0.898339
0.420449,0.017600,0.202241,0.197440,0.906083
0.420193,0.017472,0.202176,0.199425,0.907810
0.416033,0.017664,0.202049,0.199905,0.904483
0.421793,0.017664,0.202497,0.199872,0.911042
0.420834,0.017472,0.225472,0.194849,0.932611
0.421473,0.017824,0.202145,0.203136,0.912003
0.421665,0.017600,0.202176,0.204545,0.914434
0.422113,0.017633,0.202624,0.197889,0.908515
0.416769,0.017536,0.203041,0.191808,0.896482
0.416898,0.017984,0.202240,0.196065,0.901059
0.421377,0.017728,0.202081,0.203488,0.914723
0.416961,0.017728,0.220833,0.190112,0.914370
0.421953,0.017664,0.202209,0.191329,0.903555
0.417921,0.017888,0.202305,0.216832,0.926978
0.421794,0.017600,0.203296,0.204769,0.920323
0.421761,0.017792,0.202913,0.202721,0.914339
0.422401,0.017600,0.202561,0.197856,0.912226
0.421538,0.017536,0.202432,0.194401,0.908739
0.441761,0.017536,0.202913,0.202208,0.935139
0.420289,0.017760,0.202304,0.206432,0.913314
0.421281,0.017505,0.202336,0.199489,0.911907
0.422241,0.017728,0.202817,0.198784,0.935139
0.421281,0.017632,0.202528,0.199425,0.909314
0.421025,0.017472,0.202433,0.196736,0.906435
0.421473,0.017760,0.202016,0.195777,0.905954
0.438178,0.017760,0.202528,0.205505,0.933347
0.417185,0.017696,0.202369,0.197600,0.903683
0.420833,0.017568,0.202144,0.191105,0.899682
0.420929,0.017600,0.202945,0.211873,0.930691
0.416065,0.017760,0.202113,0.204032,0.908482
0.420834,0.017632,0.202368,0.196225,0.905155
0.421057,0.018080,0.201985,0.209888,0.924707
0.451585,0.017952,0.202177,0.202464,0.945730
0.415458,0.017504,0.202784,0.188385,0.892227
0.421985,0.017760,0.203041,0.204320,0.916579
0.419457,0.017568,0.219937,0.213120,0.945250
0.417154,0.017856,0.202560,0.199041,0.903523
0.417121,0.017728,0.202401,0.195552,0.900578
0.415522,0.017568,0.201856,0.197025,0.898819
0.423393,0.017568,0.202113,0.208833,0.935747
0.423201,0.017760,0.202497,0.201184,0.911970
0.422082,0.017888,0.202528,0.210785,0.922659
0.420737,0.017888,0.217697,0.198529,0.922403
0.417249,0.017760,0.202241,0.211616,0.916834
0.420770,0.017696,0.202368,0.219073,0.931555
0.416001,0.017600,0.202497,0.199840,0.904419
0.416673,0.017824,0.205344,0.206497,0.915842
0.420833,0.017857,0.203296,0.201633,0.915971
0.417697,0.017600,0.203201,0.198592,0.907394
0.439202,0.018048,0.203552,0.198305,0.927523
0.418305,0.017824,0.202561,0.200737,0.906979
0.415041,0.017792,0.202977,0.199680,0.904002
0.416226,0.017600,0.203456,0.222625,0.937251
0.422465,0.017664,0.204801,0.203457,0.920547
0.418465,0.021120,0.203073,0.188960,0.903906
0.417089,0.017793,0.202112,0.202113,0.908195
0.433697,0.017856,0.202625,0.191520,0.914018
0.415938,0.017760,0.202304,0.198049,0.901539
0.416769,0.017536,0.202849,0.192960,0.900931
0.421057,0.017568,0.202273,0.218464,0.936802
0.421826,0.017664,0.202016,0.200129,0.909411
0.420257,0.017664,0.202529,0.212896,0.922787
0.418433,0.017824,0.203745,0.217312,0.932770
0.444770,0.017696,0.202720,0.193825,0.927651
0.417537,0.017760,0.202945,0.199232,0.909763
0.422273,0.017600,0.202689,0.193056,0.902978
0.422402,0.017824,0.221408,0.203297,0.937731
0.422785,0.017760,0.202337,0.198400,0.909091
0.419521,0.017504,0.202112,0.195521,0.907458
0.416993,0.017504,0.202208,0.202145,0.908163
0.418433,0.017632,0.202401,0.203488,0.913155
0.416577,0.017632,0.202304,0.198433,0.921538
0.416769,0.017632,0.203009,0.201921,0.907811
0.440513,0.017728,0.202785,0.203488,0.935106
0.422209,0.017664,0.202976,0.198305,0.911202
0.422209,0.017760,0.203297,0.209921,0.922947
0.421697,0.017728,0.202849,0.205312,0.938530
0.417217,0.017792,0.202944,0.200097,0.904866
0.421345,0.017760,0.203329,0.199360,0.913027
0.420769,0.017536,0.202625,0.201728,0.912994
0.438146,0.017600,0.202272,0.197569,0.927171
0.420769,0.017568,0.202145,0.203680,0.911459
0.420449,0.017888,0.202624,0.204769,0.914370
0.416801,0.017600,0.202625,0.221953,0.931523
0.421057,0.017792,0.202593,0.208224,0.920386
0.416993,0.017600,0.202784,0.199297,0.905538
0.422209,0.017536,0.202561,0.201793,0.914947
0.435585,0.017760,0.204865,0.204672,0.936066
0.418722,0.017824,0.204064,0.205217,0.915747
0.416225,0.017632,0.203777,0.202784,0.910467
0.420801,0.017632,0.223425,0.205760,0.941538
0.420482,0.017760,0.202720,0.194849,0.903203
0.420129,0.017536,0.202753,0.203808,0.911523
0.416385,0.018240,0.202496,0.198049,0.903682
0.417441,0.017569,0.203104,0.209473,0.921699
0.416897,0.017760,0.203137,0.205088,0.911843
0.422465,0.017632,0.202816,0.202945,0.915298
0.416417,0.017536,0.220257,0.202625,0.927811
0.420481,0.017504,0.202785,0.200448,0.910850
0.420578,0.017632,0.203008,0.200833,0.910883
0.416801,0.017600,0.202625,0.202240,0.910979
0.417121,0.017600,0.203169,0.201632,0.907778
0.417026,0.017728,0.203040,0.198977,0.905155
0.421665,0.017536,0.203073,0.191360,0.901378
0.435330,0.017856,0.203200,0.206689,0.934979
0.420641,0.018016,0.202849,0.200129,0.910147
0.416577,0.017824,0.203073,0.200064,0.905346
0.421026,0.017632,0.202880,0.203457,0.949251
0.416321,0.017888,0.202721,0.190048,0.892771
0.421345,0.017920,0.203265,0.206048,0.916674
0.416290,0.017696,0.202912,0.199521,0.911939
0.437889,0.017824,0.202625,0.201600,0.932611
0.420961,0.017504,0.202208,0.200353,0.909634
0.417537,0.017536,0.202369,0.197313,0.904643
0.421249,0.017600,0.202625,0.224864,0.940130
0.421634,0.017888,0.204928,0.198305,0.910403
0.416641,0.017536,0.203297,0.200320,0.905379
0.417345,0.018048,0.203265,0.187520,0.892738
0.435681,0.017664,0.203392,0.201025,0.928899
0.416865,0.017568,0.203393,0.200448,0.905538
0.421121,0.017696,0.203424,0.204641,0.916002
0.423105,0.017792,0.221281,0.203297,0.936483
0.421025,0.018464,0.202785,0.202368,0.913570
0.417474,0.017824,0.203232,0.196097,0.903075
0.417153,0.017472,0.202209,0.203296,0.907459
0.416353,0.017856,0.202977,0.201088,0.910466
0.416962,0.017536,0.203296,0.206753,0.915171
0.420577,0.017536,0.202817,0.197025,0.905571
0.417729,0.017824,0.218849,0.230624,0.955874
0.421217,0.017472,0.204032,0.201377,0.913730
0.421121,0.017696,0.202657,0.202369,0.912419
0.418177,0.017760,0.202337,0.197888,0.902914
0.421186,0.017600,0.202400,0.201665,0.912579
0.423361,0.017600,0.202977,0.195424,0.910307
0.420993,0.017920,0.205057,0.228416,0.951138
0.430145,0.017696,0.204448,0.214465,0.939586
0.417281,0.017536,0.204225,0.192033,0.898787
0.416833,0.017600,0.203072,0.202849,0.912226
0.421217,0.017729,0.203168,0.211937,0.932259
0.420897,0.017760,0.202977,0.190912,0.901187
0.416193,0.017632,0.202496,0.204257,0.909218
0.416065,0.017888,0.202689,0.196897,0.903363
0.438721,0.017568,0.202689,0.213632,0.942786
0.421346,0.017600,0.203520,0.203713,0.921155
0.417345,0.017568,0.203457,0.195681,0.905091
0.415649,0.017568,0.218561,0.192864,0.917378
0.417633,0.017857,0.202848,0.195553,0.901539
0.421601,0.017568,0.202721,0.195552,0.905890
0.420258,0.017760,0.203136,0.189313,0.898627
0.437601,0.017664,0.202177,0.201216,0.928515
0.421217,0.017664,0.203296,0.200513,0.910658
0.415713,0.017632,0.203297,0.196449,0.900675
0.415649,0.017696,0.202593,0.224896,0.932002
0.420450,0.017632,0.203104,0.195489,0.908099
0.422145,0.017632,0.204193,0.198816,0.912259
0.421761,0.017504,0.202848,0.198369,0.909474
0.447329,0.018337,0.202432,0.184065,0.920291
0.421729,0.017760,0.202657,0.193888,0.904258
0.420930,0.017568,0.203264,0.198817,0.909187
0.415937,0.017472,0.222177,0.200864,0.929059
0.416641,0.017568,0.202752,0.198913,0.902018
0.420193,0.017664,0.202337,0.191105,0.897667
0.416225,0.017504,0.201888,0.195169,0.897730
0.438337,0.017600,0.202688,0.200737,0.932611
0.420929,0.017664,0.202337,0.199808,0.911842
0.421314,0.017536,0.202304,0.197441,0.905283
0.416385,0.017760,0.217793,0.196416,0.918627
0.420417,0.017760,0.202624,0.195457,0.902914
0.417057,0.017568,0.202689,0.197505,0.902403
0.421185,0.017728,0.202625,0.196864,0.905698
0.436514,0.017696,0.202848,0.198145,0.923651
0.421057,0.018016,0.202561,0.191392,0.899202
0.420034,0.017760,0.202144,0.195233,0.903075
0.420161,0.017792,0.220737,0.205536,0.933667
0.420065,0.017536,0.201952,0.201281,0.913826
0.415681,0.017696,0.202401,0.191073,0.893283
0.420577,0.017664,0.202529,0.198400,0.907618
0.436706,0.017536,0.202848,0.197697,0.921539
0.420737,0.017792,0.202657,0.194112,0.902114
0.416129,0.017568,0.202240,0.202241,0.908802
0.421985,0.017792,0.221889,0.209633,0.941251
0.420417,0.017568,0.203489,0.201472,0.911298
0.416641,0.017504,0.202720,0.202433,0.909922
0.420609,0.017376,0.201825,0.208417,0.919267
0.417889,0.017792,0.203201,0.202784,0.911810
0.415682,0.017792,0.202880,0.200065,0.905123
0.415969,0.017568,0.202785,0.203008,0.927523
0.416257,0.047584,0.203329,0.195552,0.936482
0.418306,0.017696,0.202752,0.200609,0.906147
0.420481,0.017568,0.201857,0.201600,0.911267
0.416417,0.017536,0.203008,0.206049,0.914722
0.420865,0.017696,0.201985,0.207009,0.920291
0.420737,0.017568,0.201921,0.202016,0.914690
0.421857,0.017504,0.202912,0.211905,0.926082
0.453378,0.017856,0.204512,0.221249,0.972259
0.416833,0.017792,0.203521,0.199456,0.906787
0.416417,0.017600,0.202401,0.207712,0.918146
0.420066,0.017536,0.202720,0.220129,0.929347
0.415745,0.017472,0.202305,0.203168,0.910499
0.420769,0.017760,0.201857,0.204000,0.914434
0.420130,0.017792,0.202304,0.227617,0.938499
0.419873,0.017664,0.202657,0.204801,0.917667
0.420545,0.017536,0.202305,0.203936,0.916194
0.416578,0.017568,0.202048,0.194593,0.898147
0.420385,0.017536,0.232161,0.203200,0.943907
0.421377,0.017568,0.202560,0.201537,0.911810
0.421473,0.017761,0.201984,0.199649,0.907715
0.420737,0.017504,0.203329,0.206080,0.918498
0.422465,0.017760,0.202528,0.201601,0.915074
0.422753,0.017569,0.204256,0.203201,0.915107
0.420993,0.017600,0.202785,0.198464,0.907875
0.438977,0.017536,0.202176,0.229569,0.964738
0.423073,0.017889,0.202304,0.205249,0.918659
0.421121,0.017600,0.202113,0.201824,0.913859
0.421537,0.017600,0.201856,0.222369,0.937570
0.417825,0.017536,0.202145,0.202273,0.910339
0.421825,0.017856,0.203169,0.199264,0.909506
0.418434,0.017600,0.202464,0.200897,0.909155
0.449057,0.017664,0.203329,0.201889,0.941507
0.415137,0.017920,0.201921,0.195936,0.905858
0.415618,0.017760,0.204032,0.195489,0.901571
0.417057,0.017504,0.202145,0.226368,0.944067
0.422337,0.017504,0.202304,0.201473,0.923746
0.420417,0.018272,0.201729,0.193793,0.902563
0.416929,0.017536,0.202625,0.198112,0.905250
0.445953,0.017984,0.202496,0.246049,0.991810
0.421473,0.017728,0.205312,0.238593,0.957442
0.418082,0.017728,0.203168,0.215777,0.926499
0.431969,0.017728,0.203521,0.197217,0.916579
0.421089,0.017472,0.203649,0.199680,0.909346
0.417090,0.017728,0.204160,0.202081,0.909411
0.420673,0.017504,0.203041,0.231201,0.950915
0.422369,0.017664,0.202465,0.230688,0.942402
0.421121,0.017600,0.202816,0.214177,0.924994
0.421825,0.017600,0.202401,0.202497,0.913955
0.440033,0.017760,0.202401,0.215008,0.944579
0.420353,0.017824,0.202176,0.202753,0.911074
0.417089,0.017537,0.202976,0.203425,0.911011
0.422049,0.017664,0.220417,0.207488,0.938787
0.420705,0.017568,0.201792,0.203105,0.910018
0.416194,0.017856,0.202144,0.201921,0.908451
0.421313,0.017600,0.202337,0.208864,0.917443
0.418401,0.017632,0.204064,0.196705,0.905986
0.422209,0.017632,0.202689,0.190241,0.900227
0.420897,0.017632,0.202113,0.194240,0.904354
0.416450,0.035776,0.203040,0.209761,0.935651
0.416097,0.017760,0.203777,0.200384,0.905731
0.421857,0.017760,0.202624,0.187969,0.896578
0.420321,0.017696,0.202209,0.202337,0.909795
0.420705,0.017664,0.202017,0.208736,0.916674
0.421025,0.017696,0.202432,0.223233,0.930850
0.420673,0.017568,0.202113,0.198369,0.906691
0.433825,0.017760,0.202305,0.199936,0.923490
0.420769,0.017632,0.202592,0.190337,0.901122
0.416929,0.017536,0.202049,0.202753,0.912163
0.418209,0.017536,0.202081,0.218816,0.934370
0.416610,0.017792,0.202272,0.226145,0.932035
0.420673,0.017760,0.202273,0.194240,0.900579
0.416737,0.017856,0.203809,0.215072,0.920866
0.431362,0.017856,0.202016,0.206881,0.927939
0.420833,0.017472,0.202081,0.200512,0.909827
0.420257,0.017600,0.201696,0.192513,0.897538
0.417793,0.017920,0.226977,0.205793,0.946435
0.421377,0.017792,0.203009,0.201248,0.913251
0.421377,0.017824,0.202784,0.194017,0.902626
0.416513,0.017536,0.202305,0.200417,0.905379
0.416289,0.017568,0.201729,0.189120,0.895874
0.421505,0.017472,0.202624,0.199457,0.907938
0.416449,0.017376,0.202209,0.191200,0.897443
0.416289,0.017600,0.216897,0.204704,0.925730
0.420066,0.017632,0.201984,0.201441,0.907331
0.420353,0.017728,0.202241,0.198688,0.906083
0.422241,0.017792,0.202081,0.194560,0.905762
0.420418,0.017728,0.202464,0.214209,0.925731
0.421057,0.017536,0.202785,0.196384,0.905507
0.414625,0.017760,0.202528,0.199617,0.903202
0.436865,0.017921,0.203040,0.199777,0.926243
0.421697,0.017632,0.203489,0.207296,0.920163
0.420641,0.017600,0.202976,0.202849,0.923554
0.417409,0.017760,0.202273,0.199649,0.933347
0.416577,0.017632,0.202401,0.203808,0.911107
0.420481,0.017792,0.202272,0.212993,0.922530
0.417537,0.017633,0.201824,0.215425,0.921571
0.450625,0.017568,0.203361,0.218465,0.962787
0.421729,0.017600,0.203233,0.200736,0.914850
0.416770,0.017504,0.202976,0.192417,0.897475
0.416513,0.017696,0.222337,0.210784,0.936803
0.420993,0.017824,0.201985,0.202368,0.911906
0.419938,0.017632,0.202400,0.225409,0.933411
0.421281,0.017536,0.202625,0.211073,0.920579
0.415489,0.017696,0.202305,0.195648,0.897314
0.420578,0.017760,0.201888,0.210273,0.919203
0.421153,0.017728,0.202305,0.205792,0.918595
0.416641,0.036416,0.202817,0.202624,0.926594
0.416417,0.017537,0.202656,0.210273,0.917091
0.420897,0.017568,0.201825,0.208576,0.916259
0.415841,0.017568,0.202432,0.201569,0.908130
0.420417,0.017600,0.202209,0.216289,0.925283
0.416289,0.017568,0.202785,0.200192,0.904450
0.421153,0.017632,0.202688,0.199745,0.909858
0.434625,0.017856,0.203105,0.195009,0.918147
0.417377,0.017728,0.202657,0.207808,0.912578
0.419394,0.017792,0.202048,0.194401,0.899395
0.420641,0.017792,0.202369,0.208640,0.950691
0.415681,0.017632,0.203105,0.200576,0.905314
0.415778,0.017760,0.203104,0.199009,0.903363
0.415969,0.017536,0.202529,0.199008,0.902723
0.431009,0.017760,0.202368,0.192801,0.914818
0.416257,0.017729,0.202624,0.197153,0.901987
0.416417,0.017632,0.202561,0.218016,0.922370
0.416577,0.017568,0.202240,0.225697,0.930146
0.417217,0.017825,0.202400,0.213729,0.920035
0.421729,0.017728,0.213601,0.199808,0.926979
0.422657,0.017568,0.202848,0.197057,0.908258
0.435105,0.017696,0.202432,0.204193,0.930499
0.422689,0.017632,0.202689,0.190816,0.902786
0.420194,0.017760,0.202944,0.196417,0.904675
0.415745,0.017760,0.220129,0.199872,0.922211
0.415841,0.017760,0.203073,0.215296,0.925506
0.423234,0.017632,0.202944,0.202273,0.913667
0.420673,0.017536,0.203841,0.212288,0.922147
0.417025,0.017632,0.202176,0.203041,0.910530
0.420834,0.017504,0.202688,0.194177,0.902755
0.421729,0.017760,0.202113,0.200288,0.909410
0.416097,0.035904,0.203360,0.213409,0.939042
0.415841,0.017472,0.202049,0.209761,0.913891
0.420097,0.017504,0.203009,0.221184,0.955331
0.416033,0.017792,0.203232,0.208769,0.938530
0.421121,0.017473,0.202112,0.196129,0.904771
0.421857,0.017600,0.202689,0.199200,0.916706
0.420417,0.017632,0.203136,0.208833,0.917954
0.431265,0.017536,0.202913,0.205121,0.926307
0.420673,0.017504,0.202337,0.194752,0.903202
0.421505,0.017632,0.202208,0.211585,0.921858
0.420033,0.017536,0.202529,0.229377,0.949091
0.420481,0.017536,0.202209,0.206240,0.913794
0.419842,0.018208,0.202528,0.238561,0.947363
0.416609,0.018176,0.202337,0.199265,0.905283
0.435745,0.017696,0.202305,0.200800,0.925858
0.419714,0.017472,0.203072,0.199297,0.908035
0.422273,0.017760,0.203617,0.202625,0.913155
0.421601,0.017760,0.222145,0.195872,0.926466
