,,,,,,,,,,,,,,,,,,,0.659562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107239,,,,,,,,,0.42966,0.000384,,,,,,,,0.002496,0.001152,,,,,,,,,0.078245,,,,,,,,,,,,,,,,,,,,,0.849143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.286995,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.661419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110919,,,,,,,,,0.448348,0.000576,,,,,,,,0.00272,0.001088,,,,,,,,,0.076901,,,,,,,,,,,,,,,,,,,,,0.853719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.311156,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.644329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10743,,,,,,,,,0.429563,0.000449,,,,,,,,0.003136,0.00128,,,,,,,,,0.075589,,,,,,,,,,,,,,,,,,,,,0.831317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.270162,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.675115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139273,,,,,,,,,0.429148,0.000608,,,,,,,,0.002304,0.001184,,,,,,,,,0.077253,,,,,,,,,,,,,,,,,,,,,0.89545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.332918,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.644682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102919,,,,,,,,,0.43078,0.000641,,,,,,,,0.002592,0.001152,,,,,,,,,0.082821,,,,,,,,,,,,,,,,,,,,,0.83455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.274355,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.647338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113608,,,,,,,,,0.42998,0.000384,,,,,,,,0.00272,0.001312,,,,,,,,,0.081509,,,,,,,,,,,,,,,,,,,,,0.846167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.285075,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.654538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114535,,,,,,,,,0.449757,0.000384,,,,,,,,0.002528,0.001184,,,,,,,,,0.077509,,,,,,,,,,,,,,,,,,,,,0.850871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.310676,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.652458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112231,,,,,,,,,0.430844,0.00032,,,,,,,,0.00256,0.001088,,,,,,,,,0.077701,,,,,,,,,,,,,,,,,,,,,0.846455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.285683,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.650602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108551,,,,,,,,,0.429692,0.000384,,,,,,,,0.0032,0.001248,,,,,,,,,0.095206,,,,,,,,,,,,,,,,,,,,,0.858904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.297876,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.654954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128137,,,,,,,,,0.429692,0.000384,,,,,,,,0.00272,0.001184,,,,,,,,,0.076741,,,,,,,,,,,,,,,,,,,,,0.863832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30242,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.658315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141481,,,,,,,,,0.42982,0.000416,,,,,,,,0.003168,0.001248,,,,,,,,,0.075141,,,,,,,,,,,,,,,,,,,,,0.878841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.318485,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.687148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131657,,,,,,,,,0.429788,0.000384,,,,,,,,0.002753,0.001216,,,,,,,,,0.078085,,,,,,,,,,,,,,,,,,,,,0.900922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.339863,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.651914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113991,,,,,,,,,0.431515,0.000384,,,,,,,,0.002752,0.001312,,,,,,,,,0.075525,,,,,,,,,,,,,,,,,,,,,0.845303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.285746,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.655754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116328,,,,,,,,,0.429884,0.000416,,,,,,,,0.003744,0.001216,,,,,,,,,0.085862,,,,,,,,,,,,,,,,,,,,,0.862552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.303252,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.651882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111079,,,,,,,,,0.428827,0.000416,,,,,,,,0.002848,0.001184,,,,,,,,,0.075813,,,,,,,,,,,,,,,,,,,,,0.842999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.281074,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.652874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112967,,,,,,,,,0.431196,0.000384,,,,,,,,0.003584,0.001153,,,,,,,,,0.082885,,,,,,,,,,,,,,,,,,,,,0.852951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.294068,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.67726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.140329,,,,,,,,,0.43062,0.000416,,,,,,,,0.003329,0.001504,,,,,,,,,0.081669,,,,,,,,,,,,,,,,,,,,,0.903578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.344855,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.653642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110343,,,,,,,,,0.429596,0.000448,,,,,,,,0.003232,0.00112,,,,,,,,,0.075813,,,,,,,,,,,,,,,,,,,,,0.843894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.283123,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.650442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105159,,,,,,,,,0.42966,0.000384,,,,,,,,0.003969,0.001344,,,,,,,,,0.080869,,,,,,,,,,,,,,,,,,,,,0.840534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.280819,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.651562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113576,,,,,,,,,0.452733,0.000576,,,,,,,,0.002912,0.001216,,,,,,,,,0.077445,,,,,,,,,,,,,,,,,,,,,0.847063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.310132,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.645034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105639,,,,,,,,,0.429403,0.000672,,,,,,,,0.003713,0.001248,,,,,,,,,0.079973,,,,,,,,,,,,,,,,,,,,,0.834902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.275442,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.668619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115432,,,,,,,,,0.429787,0.000352,,,,,,,,0.002816,0.001408,,,,,,,,,0.076453,,,,,,,,,,,,,,,,,,,,,0.865528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.304948,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.65201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110855,,,,,,,,,0.430812,0.000384,,,,,,,,0.003392,0.001248,,,,,,,,,0.078725,,,,,,,,,,,,,,,,,,,,,0.845623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.286579,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.65153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117576,,,,,,,,,0.430268,0.000608,,,,,,,,0.003713,0.0016,,,,,,,,,0.080133,,,,,,,,,,,,,,,,,,,,,0.854039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.295604,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.66321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142729,,,,,,,,,0.449373,0.00064,,,,,,,,0.003393,0.001344,,,,,,,,,0.075717,,,,,,,,,,,,,,,,,,,,,0.886521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.346999,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.653418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109735,,,,,,,,,0.429787,0.00064,,,,,,,,0.002624,0.001312,,,,,,,,,0.077509,,,,,,,,,,,,,,,,,,,,,0.844823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.284114,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.655627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113351,,,,,,,,,0.432316,0.000352,,,,,,,,0.002945,0.001152,,,,,,,,,0.101222,,,,,,,,,,,,,,,,,,,,,0.875288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.317717,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.649417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110504,,,,,,,,,0.431484,0.000576,,,,,,,,0.002496,0.00128,,,,,,,,,0.076356,,,,,,,,,,,,,,,,,,,,,0.839927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.280851,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.645482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109671,,,,,,,,,0.430428,0.000608,,,,,,,,0.00272,0.001184,,,,,,,,,0.074501,,,,,,,,,,,,,,,,,,,,,0.832822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.272594,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.6771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108423,,,,,,,,,0.429212,0.000384,,,,,,,,0.002849,0.001216,,,,,,,,,0.083333,,,,,,,,,,,,,,,,,,,,,0.872888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.311861,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.647658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111015,,,,,,,,,0.4295,0.000416,,,,,,,,0.002881,0.001312,,,,,,,,,0.079397,,,,,,,,,,,,,,,,,,,,,0.84223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.281331,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.653162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115848,,,,,,,,,0.42886,0.000384,,,,,,,,0.002624,0.001249,,,,,,,,,0.079909,,,,,,,,,,,,,,,,,,,,,0.852983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.291476,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.653802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110567,,,,,,,,,0.430108,0.000384,,,,,,,,0.003424,0.001248,,,,,,,,,0.081861,,,,,,,,,,,,,,,,,,,,,0.850263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.290708,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.660075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109543,,,,,,,,,0.4303,0.000448,,,,,,,,0.0032,0.001408,,,,,,,,,0.079909,,,,,,,,,,,,,,,,,,,,,0.853591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.294355,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.666603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109095,,,,,,,,,0.429724,0.000416,,,,,,,,0.002945,0.00128,,,,,,,,,0.076901,,,,,,,,,,,,,,,,,,,,,0.856759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.295796,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.651082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108903,,,,,,,,,0.430908,0.000384,,,,,,,,0.002785,0.001248,,,,,,,,,0.075589,,,,,,,,,,,,,,,,,,,,,0.839446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.279571,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.655595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118599,,,,,,,,,0.429755,0.000384,,,,,,,,0.002944,0.00128,,,,,,,,,0.078853,,,,,,,,,,,,,,,,,,,,,0.857431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.296723,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.650986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108871,,,,,,,,,0.4471,0.000416,,,,,,,,0.002528,0.001216,,,,,,,,,0.074468,,,,,,,,,,,,,,,,,,,,,0.83855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.295284,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.650186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109863,,,,,,,,,0.429532,0.000416,,,,,,,,0.002945,0.001472,,,,,,,,,0.086469,,,,,,,,,,,,,,,,,,,,,0.85055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.289939,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.65153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111688,,,,,,,,,0.431004,0.000384,,,,,,,,0.0032,0.001216,,,,,,,,,0.141609,,,,,,,,,,,,,,,,,,,,,0.909083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.351127,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.666987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136713,,,,,,,,,0.429948,0.000608,,,,,,,,0.002944,0.001312,,,,,,,,,0.100262,,,,,,,,,,,,,,,,,,,,,0.908058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.347735,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.652138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110055,,,,,,,,,0.42982,0.000608,,,,,,,,0.003713,0.00128,,,,,,,,,0.077413,,,,,,,,,,,,,,,,,,,,,0.843414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.284915,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.654954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143657,,,,,,,,,0.429756,0.000384,,,,,,,,0.00272,0.001184,,,,,,,,,0.111463,,,,,,,,,,,,,,,,,,,,,0.914331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.353047,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.656074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.134121,,,,,,,,,0.429916,0.000608,,,,,,,,0.002752,0.001152,,,,,,,,,0.075397,,,,,,,,,,,,,,,,,,,,,0.86956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.308949,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.657642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142825,,,,,,,,,0.428956,0.000384,,,,,,,,0.00304,0.00128,,,,,,,,,0.078405,,,,,,,,,,,,,,,,,,,,,0.882297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.320405,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.651306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107559,,,,,,,,,0.4303,0.000384,,,,,,,,0.002624,0.001248,,,,,,,,,0.078757,,,,,,,,,,,,,,,,,,,,,0.841782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.281682,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.655114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111591,,,,,,,,,0.429435,0.000384,,,,,,,,0.00288,0.001217,,,,,,,,,0.078821,,,,,,,,,,,,,,,,,,,,,0.849559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.288307,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.672556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133672,,,,,,,,,0.431036,0.000576,,,,,,,,0.003105,0.00128,,,,,,,,,0.082757,,,,,,,,,,,,,,,,,,,,,0.892921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.333878,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.653034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113383,,,,,,,,,0.4295,0.000352,,,,,,,,0.003584,0.001216,,,,,,,,,0.083814,,,,,,,,,,,,,,,,,,,,,0.854327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.294227,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.645706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.104615,,,,,,,,,0.430524,0.000352,,,,,,,,0.002656,0.001216,,,,,,,,,0.078053,,,,,,,,,,,,,,,,,,,,,0.83215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.272082,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.650826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112071,,,,,,,,,0.447773,0.000384,,,,,,,,0.00288,0.001185,,,,,,,,,0.074533,,,,,,,,,,,,,,,,,,,,,0.841302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2981,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.65137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117191,,,,,,,,,0.431196,0.000448,,,,,,,,0.003329,0.001504,,,,,,,,,0.080005,,,,,,,,,,,,,,,,,,,,,0.852855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.295412,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,0.672972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113511,,,,,,,,,0.429692,0.000352,,,,,,,,0.002848,0.001152,,,,,,,,,0.078629,,,,,,,,,,,,,,,,,,,,,0.8694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.308436,output_pp1-7_1016_1207
,,,,,,,,,,,,,,,,,,,,8.067656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089637,,,,,,,,,0.524449,0.000672,,,,,,,,,0.014753,,,,,,,,,,0.075653,,,,,,,,,,,,,,,,,,,,,8.238226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.785429,output_pp1-8_1016_1207
,,,,,,,,,,,,,,,,,,,,0.656138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123944,,,,,,,,,0.431996,0.000672,,,,,,,,,0.002176,,,,,,,,,,0.084037,,,,,,,,,,,,,,,,,,,,,0.868952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3117,output_pp1-8_1016_1207
,,,,,,,,,,,,,,,,,,,,0.654346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105895,,,,,,,,,0.43014,0.000704,,,,,,,,,0.001665,,,,,,,,,,0.080421,,,,,,,,,,,,,,,,,,,,,0.844918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.282163,output_pp1-8_1016_1207
,,,,,,,,,,,,,,,,,,,,0.674379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107847,,,,,,,,,0.429372,0.00048,,,,,,,,,0.0016,,,,,,,,,,0.09287,,,,,,,,,,,,,,,,,,,,,0.8798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.315861,output_pp1-8_1016_1207
,,,,,,,,,,,,,,,,,,,,0.667306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.147561,,,,,,,,,0.428988,0.00048,,,,,,,,,0.001632,,,,,,,,,,0.093446,,,,,,,,,,,,,,,,,,,,,0.912571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.348663,output_pp1-8_1016_1207
,,,,,,,,,,,,,,,,,,,,0.657514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126728,,,,,,,,,0.428412,0.000512,,,,,,,,,0.001664,,,,,,,,,,0.082758,,,,,,,,,,,,,,,,,,,,,0.871352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30674,output_pp1-8_1016_1207
,,,,,,,,,,,,,,,,,,,,0.658442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092326,,,,,,,,,0.447389,0.000928,,,,,,,,,0.001601,,,,,,,,,,0.080485,,,,,,,,,,,,,,,,,,,,,0.835093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.289267,output_pp1-8_1016_1207
,,,,,,,,,,,,,,,,,,,,0.650346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105927,,,,,,,,,0.428411,0.00048,,,,,,,,,0.001472,,,,,,,,,,0.078757,,,,,,,,,,,,,,,,,,,,,0.838902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.273489,output_pp1-8_1016_1207
,,,,,,,,,,,,,,,,,,,,0.692813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137481,,,,,,,,,0.42838,0.00048,,,,,,,,,0.001408,,,,,,,,,,0.083973,,,,,,,,,,,,,,,,,,,,,0.918075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.352567,output_pp1-8_1016_1207
,,,,,,,,,,,,,,,,,,,,0.660459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.138537,,,,,,,,,0.429532,0.000704,,,,,,,,,0.001537,,,,,,,,,,0.117639,,,,,,,,,,,,,,,,,,,,,0.921051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.358136,output_pp1-8_1016_1207
,,,,,,,,,,,,,,,,,,,,0.655306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139433,,,,,,,,,0.428796,0.000704,,,,,,,,,0.001536,,,,,,,,,,0.081414,,,,,,,,,,,,,,,,,,,,,0.880153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.315285,output_pp1-8_1016_1207
