INFER[0-0],INFER[0-10],INFER[0-1],INFER[0-2],INFER[0-3],INFER[0-4],INFER[0-5],INFER[0-6],INFER[0-7],INFER[0-8],INFER[0-9],INFER[1-10],INFER[1-1],INFER[1-2],INFER[1-3],INFER[1-4],INFER[1-5],INFER[1-6],INFER[1-7],INFER[1-8],INFER[1-9],INFER[10-10],INFER[2-10],INFER[2-2],INFER[2-3],INFER[2-4],INFER[2-5],INFER[2-6],INFER[2-7],INFER[2-8],INFER[2-9],INFER[3-10],INFER[3-3],INFER[3-4],INFER[3-5],INFER[3-6],INFER[3-7],INFER[3-8],INFER[3-9],INFER[4-10],INFER[4-4],INFER[4-5],INFER[4-6],INFER[4-7],INFER[4-8],INFER[4-9],INFER[5-10],INFER[5-5],INFER[5-6],INFER[5-7],INFER[5-8],INFER[5-9],INFER[6-10],INFER[6-6],INFER[6-7],INFER[6-8],INFER[6-9],INFER[7-10],INFER[7-7],INFER[7-8],INFER[7-9],INFER[8-10],INFER[8-8],INFER[8-9],INFER[9-10],INFER[9-9],IN[0],IN[10],IN[1],IN[2],IN[3],IN[4],IN[5],IN[6],IN[7],IN[8],IN[9],Layer[0],Layer[10],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],OUT[0],OUT[10],OUT[1],OUT[2],OUT[3],OUT[4],OUT[5],OUT[6],OUT[7],OUT[8],OUT[9],TEE[0-0],TEE[0-10],TEE[0-1],TEE[0-2],TEE[0-3],TEE[0-4],TEE[0-5],TEE[0-6],TEE[0-7],TEE[0-8],TEE[0-9],TEE[1-10],TEE[1-1],TEE[1-2],TEE[1-3],TEE[1-4],TEE[1-5],TEE[1-6],TEE[1-7],TEE[1-8],TEE[1-9],TEE[10-10],TEE[2-10],TEE[2-2],TEE[2-3],TEE[2-4],TEE[2-5],TEE[2-6],TEE[2-7],TEE[2-8],TEE[2-9],TEE[3-10],TEE[3-3],TEE[3-4],TEE[3-5],TEE[3-6],TEE[3-7],TEE[3-8],TEE[3-9],TEE[4-10],TEE[4-4],TEE[4-5],TEE[4-6],TEE[4-7],TEE[4-8],TEE[4-9],TEE[5-10],TEE[5-5],TEE[5-6],TEE[5-7],TEE[5-8],TEE[5-9],TEE[6-10],TEE[6-6],TEE[6-7],TEE[6-8],TEE[6-9],TEE[7-10],TEE[7-7],TEE[7-8],TEE[7-9],TEE[8-10],TEE[8-8],TEE[8-9],TEE[9-10],TEE[9-9],classifier,source
,,1.063114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10947899999999999,,,,,,,,,,,,0.00041600000000000003,,0.210767,0.012801,0.049379,0.000576,0.013985,0.00032,0.001408,0.001536,,,0.076901,,,,,,,,,,,1.256566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.552458,output_pp0-1_1016_1204
,,1.104396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112104,,,,,,,,,,,,0.00041600000000000003,,0.210702,0.0056,0.048707,0.000576,0.014497,0.000352,0.001633,0.001248,,,0.081222,,,,,,,,,,,1.30377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.592302,output_pp0-1_1016_1204
,,1.058473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132234,,,,,,,,,,,,0.000384,,0.210671,0.005536,0.049443,0.0005769999999999999,0.014369,0.000384,0.0016,0.001472,,,0.077061,,,,,,,,,,,1.2741360000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.563276,output_pp0-1_1016_1204
,,1.061161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10653599999999999,,,,,,,,,,,,0.000384,,0.210382,0.009505,0.06966900000000001,0.000608,0.014112999999999999,0.00032,0.001536,0.001248,,,0.079525,,,,,,,,,,,1.2532709999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.566252,output_pp0-1_1016_1204
,,1.057448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09879,,,,,,,,,,,,0.00041600000000000003,,0.21092600000000003,0.005536999999999999,0.048931,0.000576,0.013888999999999999,0.000352,0.001536,0.001633,,,0.075973,,,,,,,,,,,1.238485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.526793,output_pp0-1_1016_1204
,,1.059625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10394300000000001,,,,,,,,,,,,0.00041600000000000003,,0.210351,0.009569,0.048451,0.000576,0.013793000000000001,0.000384,0.001472,0.001568,,,0.08771799999999999,,,,,,,,,,,1.2570139999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.548074,output_pp0-1_1016_1204
,,1.060969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12004000000000001,,,,,,,,,,,,0.00041600000000000003,,0.21073499999999998,0.009504,0.048292,0.000544,0.013505000000000001,0.000384,0.001344,0.001216,,,0.078886,,,,,,,,,,,1.266391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.557419,output_pp0-1_1016_1204
,,1.0586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10631099999999999,,,,,,,,,,,,0.000384,,0.210191,0.005376,0.049250999999999996,0.000576,0.013729,0.00041600000000000003,0.001536,0.001216,,,0.079845,,,,,,,,,,,1.250838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.538634,output_pp0-1_1016_1204
,,1.079658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10532000000000001,,,,,,,,,,,,0.00041600000000000003,,0.210511,0.009536,0.048676,0.000576,0.013665,0.000384,0.001472,0.001344,,,0.114248,,,,,,,,,,,1.30585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.597166,output_pp0-1_1016_1204
,,1.0601690000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10826300000000001,,,,,,,,,,,,0.00041600000000000003,,0.21047800000000003,0.009505,0.047843000000000004,0.000608,0.013600999999999999,0.000384,0.001505,0.00128,,,0.078438,,,,,,,,,,,1.2525979999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.542922,output_pp0-1_1016_1204
,,1.0731620000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10416700000000001,,,,,,,,,,,,0.000384,,0.210094,0.009505,0.049059,0.000576,0.014049,0.00032,0.0016,0.001568,,,0.08791,,,,,,,,,,,1.271383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.563468,output_pp0-1_1016_1204
,,1.0569680000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10564000000000001,,,,,,,,,,,,0.000384,,0.209806,0.005729,0.048451,0.000576,0.013633000000000001,0.00032,0.001504,0.001537,,,0.077029,,,,,,,,,,,1.245494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.532874,output_pp0-1_1016_1204
,,1.061833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103495,,,,,,,,,,,,0.00041600000000000003,,0.211022,0.005601,0.048483,0.000544,0.013761,0.000352,0.001472,0.001216,,,0.104551,,,,,,,,,,,1.275448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.563724,output_pp0-1_1016_1204
,,1.058505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10711099999999998,,,,,,,,,,,,0.000384,,0.209774,0.005472,0.048291,0.000608,0.014337,0.00032,0.001536,0.001184,,,0.08922200000000001,,,,,,,,,,,1.261367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54929,output_pp0-1_1016_1204
,,1.059561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136009,,,,,,,,,,,,0.000384,,0.20958200000000002,0.009505,0.048803,0.000576,0.013888999999999999,0.00041600000000000003,0.001568,0.0012490000000000001,,,0.075334,,,,,,,,,,,1.277112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.567628,output_pp0-1_1016_1204
,,1.0537040000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101671,,,,,,,,,,,,0.00044800000000000005,,0.21025500000000003,0.005344,0.049092000000000004,0.000576,0.013665,0.000352,0.00144,0.001248,,,0.075269,,,,,,,,,,,1.236789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.524553,output_pp0-1_1016_1204
,,1.060969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107624,,,,,,,,,,,,0.000417,,0.21185500000000002,0.009184999999999999,0.048739,0.000576,0.014561000000000001,0.000384,0.001632,0.001152,,,0.07811699999999999,,,,,,,,,,,1.253462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.547307,output_pp0-1_1016_1204
,,1.0857700000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106119,,,,,,,,,,,,0.00044800000000000005,,0.21019000000000002,0.005633,0.049379,0.000576,0.013729,0.000384,0.001504,0.001217,,,0.07898200000000001,,,,,,,,,,,1.277528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56542,output_pp0-1_1016_1204
,,1.060713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102951,,,,,,,,,,,,0.000384,,0.210062,0.005569,0.048323000000000005,0.000544,0.013569,0.000384,0.001504,0.001152,,,0.07735,,,,,,,,,,,1.247158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53377,output_pp0-1_1016_1204
,,1.077834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110472,,,,,,,,,,,,0.00044800000000000005,,0.210382,0.005696,0.048099,0.000576,0.013729,0.000352,0.001536,0.0012490000000000001,,,0.07898200000000001,,,,,,,,,,,1.274424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.561644,output_pp0-1_1016_1204
,,1.0594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.130249,,,,,,,,,,,,0.00041600000000000003,,0.20958200000000002,0.005857,0.048835,0.000576,0.013985,0.000352,0.001632,0.001408,,,0.075878,,,,,,,,,,,1.272248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.559916,output_pp0-1_1016_1204
,,1.1031799999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11635999999999999,,,,,,,,,,,,0.00044800000000000005,,0.210159,0.0056,0.048132,0.000576,0.014561000000000001,0.000384,0.0016,0.00128,,,0.090822,,,,,,,,,,,1.31657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.604334,output_pp0-1_1016_1204
,,1.066441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.104743,,,,,,,,,,,,0.000384,,0.209902,0.009633,0.048867,0.00064,0.015137000000000001,0.00038500000000000003,0.001536,0.001248,,,0.07783,,,,,,,,,,,1.255382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.547819,output_pp0-1_1016_1204
,,1.058217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10384700000000001,,,,,,,,,,,,0.00044800000000000005,,0.210222,0.009633,0.048675,0.000608,0.013824000000000001,0.00035299999999999996,0.001504,0.001248,,,0.094855,,,,,,,,,,,1.263223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5545069999999999,output_pp0-1_1016_1204
,,1.063018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13306500000000002,,,,,,,,,,,,0.00041600000000000003,,0.209998,0.005408,0.048643,0.000544,0.014081,0.000384,0.001472,0.001088,,,0.077061,,,,,,,,,,,1.27948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56606,output_pp0-1_1016_1204
,,1.0592409999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106119,,,,,,,,,,,,0.000384,,0.209998,0.005536999999999999,0.047747000000000005,0.000544,0.013793000000000001,0.00041600000000000003,0.00144,0.001088,,,0.083526,,,,,,,,,,,1.25519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.540681,output_pp0-1_1016_1204
,,1.063593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10685499999999999,,,,,,,,,,,,0.00041600000000000003,,0.215022,0.005665,0.047907,0.000608,0.013857,0.000384,0.0018559999999999998,0.001184,,,0.08269299999999999,,,,,,,,,,,1.258967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5507950000000001,output_pp0-1_1016_1204
,,1.059497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106215,,,,,,,,,,,,0.000384,,0.210798,0.005601,0.048931,0.000576,0.013696999999999999,0.000384,0.001536,0.001248,,,0.079237,,,,,,,,,,,1.2515100000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.539593,output_pp0-1_1016_1204
,,1.077834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10554300000000001,,,,,,,,,,,,0.000384,,0.210862,0.005633,0.048707,0.000576,0.013569,0.000384,0.001472,0.001216,,,0.079174,,,,,,,,,,,1.268887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.557067,output_pp0-1_1016_1204
,,1.059337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.138794,,,,,,,,,,,,0.000384,,0.21041500000000002,0.0056,0.047876,0.000608,0.013793000000000001,0.000384,0.001504,0.001344,,,0.079589,,,,,,,,,,,1.285016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.572108,output_pp0-1_1016_1204
,,1.073482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.104519,,,,,,,,,,,,0.00041600000000000003,,0.210606,0.005568,0.048803,0.000576,0.014528999999999999,0.000384,0.001505,0.001216,,,0.081734,,,,,,,,,,,1.265783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.554059,output_pp0-1_1016_1204
,,1.059785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135305,,,,,,,,,,,,0.00041600000000000003,,0.210063,0.005536,0.048419,0.000576,0.013953,0.000384,0.001568,0.001344,,,0.08631,,,,,,,,,,,1.287736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.574764,output_pp0-1_1016_1204
,,1.077834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105832,,,,,,,,,,,,0.000384,,0.21031799999999998,0.009441,0.049188,0.000544,0.013888999999999999,0.000384,0.001472,0.001632,,,0.08416599999999999,,,,,,,,,,,1.273752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.566092,output_pp0-1_1016_1204
,,1.0592409999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103431,,,,,,,,,,,,0.00044800000000000005,,0.20996700000000001,0.0057280000000000005,0.048356,0.000576,0.013953,0.000352,0.001536,0.00128,,,0.08519,,,,,,,,,,,1.254646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5428899999999999,output_pp0-1_1016_1204
,,1.053705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106695,,,,,,,,,,,,0.00044800000000000005,,0.22721599999999997,0.005504,0.048323000000000005,0.000544,0.014016999999999998,0.000384,0.001537,0.001248,,,0.07635700000000001,,,,,,,,,,,1.242261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.546474,output_pp0-1_1016_1204
,,1.0599129999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12848900000000002,,,,,,,,,,,,0.00041600000000000003,,0.20964699999999997,0.009568,0.048836000000000004,0.000576,0.013600999999999999,0.00041600000000000003,0.001504,0.001216,,,0.077413,,,,,,,,,,,1.272343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.562827,output_pp0-1_1016_1204
,,1.067498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10768699999999999,,,,,,,,,,,,0.000384,,0.21099099999999998,0.0054399999999999995,0.049219,0.000576,0.013665,0.000384,0.0014730000000000001,0.001312,,,0.087654,,,,,,,,,,,1.269207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.558059,output_pp0-1_1016_1204
,,1.066665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11108,,,,,,,,,,,,0.00041600000000000003,,0.21089499999999997,0.005824,0.048292,0.000576,0.014177,0.000544,0.001632,0.001312,,,0.089414,,,,,,,,,,,1.273527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.562027,output_pp0-1_1016_1204
,,1.062025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133001,,,,,,,,,,,,0.00041600000000000003,,0.21031799999999998,0.009312,0.048836000000000004,0.000544,0.014241,0.000384,0.0016,0.001312,,,0.075973,,,,,,,,,,,1.2769840000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5691959999999998,output_pp0-1_1016_1204
,,1.075338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111752,,,,,,,,,,,,0.00041600000000000003,,0.21019000000000002,0.0055049999999999995,0.048291,0.000576,0.014049,0.000384,0.0016,0.001248,,,0.07811799999999999,,,,,,,,,,,1.2734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.560395,output_pp0-1_1016_1204
,,1.063721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132777,,,,,,,,,,,,0.00041600000000000003,,0.210702,0.0057280000000000005,0.04858,0.000576,0.013921000000000001,0.000352,0.0016,0.001184,,,0.086118,,,,,,,,,,,1.2886959999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.576524,output_pp0-1_1016_1204
,,1.074506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103559,,,,,,,,,,,,0.00044800000000000005,,0.210222,0.009217,0.048387,0.000608,0.014433000000000001,0.000352,0.001537,0.001152,,,0.083366,,,,,,,,,,,1.267831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.559467,output_pp0-1_1016_1204
,,1.059977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129705,,,,,,,,,,,,0.000352,,0.211054,0.005569,0.047875,0.000576,0.013921000000000001,0.000352,0.00144,0.001184,,,0.07571699999999999,,,,,,,,,,,1.271448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5589549999999999,output_pp0-1_1016_1204
,,1.081866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101607,,,,,,,,,,,,0.000384,,0.21057399999999998,0.005409000000000001,0.049379,0.000544,0.013569,0.00041600000000000003,0.001504,0.001024,,,0.075558,,,,,,,,,,,1.265783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5533540000000001,output_pp0-1_1016_1204
,,1.0585360000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09805499999999999,,,,,,,,,,,,0.000384,,0.210031,0.0056,0.047971,0.000608,0.013569,0.000384,0.001536,0.001024,,,0.081573,,,,,,,,,,,1.243637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.529353,output_pp0-1_1016_1204
,,1.059497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.124457,,,,,,,,,,,,0.000384,,0.23208,0.005344,0.047748,0.000544,0.013441,0.000384,0.001536,0.001088,,,0.074725,,,,,,,,,,,1.264343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5723,output_pp0-1_1016_1204
,,1.055305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10884,,,,,,,,,,,,0.00041600000000000003,,0.21099099999999998,0.005632,0.048291,0.000608,0.013600999999999999,0.000352,0.0014730000000000001,0.00112,,,0.07770099999999999,,,,,,,,,,,1.247414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.534634,output_pp0-1_1016_1204
,,1.059592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103975,,,,,,,,,,,,0.00044800000000000005,,0.21012600000000003,0.005536999999999999,0.048163,0.000576,0.013537,0.000384,0.00144,0.001024,,,0.075942,,,,,,,,,,,1.245846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.531817,output_pp0-1_1016_1204
,,1.053672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112647,,,,,,,,,,,,0.00047999999999999996,,0.209711,0.00912,0.048708,0.000608,0.013600999999999999,0.000384,0.001568,0.001088,,,0.07530099999999999,,,,,,,,,,,1.246997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.537353,output_pp0-1_1016_1204
,,1.0658969999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102855,,,,,,,,,,,,0.00041600000000000003,,0.210062,0.005569,0.048419,0.000576,0.013472999999999999,0.000352,0.001536,0.0009599999999999999,,,0.078085,,,,,,,,,,,1.253846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.540362,output_pp0-1_1016_1204
,,1.096811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11600799999999999,,,,,,,,,,,,0.000384,,0.20970999999999998,0.005568,0.048836000000000004,0.000576,0.013472999999999999,0.000384,0.001408,0.00112,,,0.076869,,,,,,,,,,,1.295289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.581452,output_pp0-1_1016_1204
