Layer[0],Layer[1],Layer[2],IN[3],INFER[3-6],OUT[6],TEE[3-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.395788,0.017952,0.192454,0.134852,0.097219,0.059874,0.295209,0.000800,0.005056,0.001152,0.000352,0.915643
0.412525,0.017952,0.191686,0.130724,0.112419,0.062306,0.308713,0.000704,0.002976,0.001088,0.000352,0.942812
0.395020,0.017601,0.192037,0.163557,0.104387,0.061250,0.332330,0.000736,0.002048,0.001024,0.000352,0.947612
0.395244,0.017665,0.191877,0.143589,0.110563,0.064194,0.321482,0.000672,0.003040,0.001248,0.000416,0.938300
0.394572,0.017472,0.191750,0.171173,0.134596,0.062466,0.371627,0.000736,0.002080,0.001056,0.000448,0.986429
0.395468,0.017376,0.191878,0.135588,0.100771,0.061186,0.300521,0.000608,0.002944,0.001088,0.000352,0.916603
0.394860,0.017569,0.191621,0.133092,0.102659,0.061890,0.300553,0.000672,0.002080,0.000992,0.000352,0.914907
0.393964,0.017568,0.191782,0.152196,0.099075,0.060290,0.314505,0.000640,0.003008,0.001024,0.000416,0.929435
0.395788,0.017633,0.191781,0.132452,0.101251,0.060738,0.297801,0.000672,0.002176,0.001088,0.000576,0.913403
0.394539,0.017504,0.192038,0.133924,0.098563,0.061954,0.297513,0.000672,0.002112,0.000960,0.000480,0.912219
0.395084,0.017920,0.191334,0.133284,0.098115,0.060930,0.295209,0.000608,0.002144,0.000992,0.000384,0.910011
0.394156,0.018016,0.210343,0.147076,0.112291,0.064866,0.327465,0.000736,0.002976,0.001120,0.000417,0.963613
0.395243,0.017761,0.192230,0.162404,0.102467,0.066562,0.334378,0.000704,0.003072,0.001088,0.000608,0.951900
0.395212,0.017505,0.192165,0.136356,0.102563,0.062914,0.305033,0.000672,0.005056,0.001057,0.000352,0.924092
0.394444,0.017600,0.191718,0.130404,0.105763,0.101539,0.341962,0.000672,0.002880,0.001120,0.000416,0.959644
0.395404,0.017633,0.192133,0.145573,0.102339,0.064194,0.315658,0.000832,0.002944,0.001152,0.000384,0.933788
0.400332,0.018465,0.194342,0.176773,0.117124,0.065890,0.363563,0.001088,0.003712,0.002528,0.000576,0.994686
0.396108,0.017921,0.192261,0.143269,0.105475,0.065090,0.317386,0.000704,0.002720,0.001248,0.000608,0.935900
0.394540,0.017761,0.192101,0.145061,0.104451,0.064674,0.317674,0.000704,0.002432,0.001184,0.000416,0.933500
0.395052,0.017728,0.192198,0.146276,0.116388,0.063778,0.329898,0.000672,0.002368,0.001152,0.000352,0.945852
0.395180,0.017856,0.191750,0.128292,0.102403,0.062626,0.296937,0.000640,0.002272,0.001120,0.000352,0.913147
0.395212,0.036609,0.192966,0.140324,0.114403,0.064642,0.322537,0.000672,0.002400,0.001152,0.000673,0.959645
0.394764,0.017824,0.192518,0.127108,0.113283,0.061826,0.305833,0.000736,0.002432,0.001280,0.000384,0.923323
0.395404,0.017761,0.191941,0.146597,0.104835,0.063170,0.318058,0.000640,0.002368,0.001152,0.000448,0.935228
0.395403,0.017697,0.191589,0.132003,0.140677,0.090018,0.366251,0.000672,0.002464,0.001216,0.000352,0.982333
0.395852,0.017600,0.192358,0.135012,0.105187,0.062722,0.305993,0.000704,0.002272,0.001184,0.000640,0.923419
0.394956,0.017728,0.191910,0.131684,0.108195,0.063810,0.306953,0.000672,0.002688,0.001248,0.000672,0.923739
0.395084,0.017568,0.192006,0.135428,0.107395,0.063266,0.309673,0.000736,0.002400,0.001216,0.000608,0.926427
0.413612,0.017665,0.192710,0.136580,0.112995,0.067682,0.320905,0.000640,0.002656,0.001248,0.000576,0.956316
0.395180,0.017792,0.192422,0.135972,0.104163,0.064226,0.308041,0.000704,0.002400,0.001216,0.000608,0.925563
0.394923,0.017664,0.192038,0.125603,0.101699,0.061825,0.292552,0.000704,0.002305,0.001120,0.000384,0.908507
0.396300,0.017568,0.208775,0.133540,0.121443,0.066530,0.324745,0.000672,0.002272,0.001152,0.000640,0.959612
0.395468,0.017633,0.191909,0.130532,0.104035,0.061506,0.299465,0.000736,0.002240,0.001472,0.000608,0.916635
0.395948,0.017697,0.191941,0.150372,0.102819,0.062530,0.319146,0.000672,0.002816,0.001248,0.000576,0.937724
0.395116,0.017600,0.192006,0.135300,0.140932,0.071746,0.351914,0.000736,0.002657,0.001248,0.000672,0.969117
0.395243,0.017632,0.192134,0.138052,0.108163,0.063010,0.312457,0.000672,0.002368,0.001120,0.000608,0.929467
0.395276,0.017793,0.191653,0.134436,0.121828,0.068290,0.327690,0.000704,0.002496,0.001248,0.000640,0.944764
0.396012,0.017696,0.192390,0.134340,0.107011,0.064450,0.309129,0.000672,0.002304,0.001216,0.000608,0.926747
0.410092,0.018016,0.192102,0.144708,0.108995,0.068770,0.325865,0.000640,0.002337,0.001280,0.000416,0.958397
0.394955,0.017857,0.191718,0.125763,0.101315,0.061250,0.291976,0.000704,0.002368,0.001536,0.000352,0.908218
0.396427,0.017729,0.192006,0.137668,0.101155,0.062466,0.304841,0.000704,0.002592,0.001280,0.000544,0.923355
0.396556,0.017825,0.209606,0.141828,0.117508,0.067298,0.330314,0.000736,0.002272,0.001280,0.000384,0.966845
0.396524,0.017761,0.192261,0.137988,0.100899,0.062657,0.305482,0.000736,0.002336,0.001504,0.000352,0.924252
0.395532,0.017761,0.192133,0.144645,0.103747,0.062818,0.314762,0.000768,0.002240,0.001472,0.000416,0.932572
0.396779,0.017761,0.191622,0.140420,0.117795,0.070594,0.332489,0.000672,0.002433,0.001248,0.000640,0.951164
0.394060,0.017633,0.192101,0.142021,0.102307,0.061793,0.309450,0.000672,0.002496,0.001184,0.000384,0.924444
0.395788,0.017633,0.191781,0.144709,0.103043,0.063266,0.314410,0.000704,0.002272,0.001440,0.000384,0.930972
0.395308,0.017793,0.192389,0.133860,0.103844,0.062785,0.304329,0.000704,0.002369,0.001376,0.000608,0.921180
0.408172,0.017728,0.192742,0.143236,0.117732,0.062785,0.327081,0.000672,0.002529,0.001152,0.000608,0.957501
0.395116,0.017729,0.192101,0.141540,0.116484,0.061378,0.322570,0.000672,0.002336,0.001248,0.000576,0.939004
0.394220,0.017537,0.191781,0.123556,0.101955,0.063202,0.292169,0.000672,0.002208,0.001056,0.000448,0.906523
0.395179,0.017312,0.210406,0.127140,0.100163,0.062850,0.293769,0.000704,0.002400,0.001408,0.000416,0.928827
0.395883,0.017760,0.191910,0.128676,0.100675,0.061281,0.294024,0.000769,0.002592,0.001248,0.000640,0.912635
0.394891,0.017729,0.192006,0.142308,0.104739,0.063746,0.314185,0.000736,0.002784,0.001248,0.000384,0.930395
0.394764,0.017505,0.192741,0.127332,0.101859,0.061762,0.294377,0.000672,0.002080,0.001088,0.000352,0.909851
0.394732,0.017633,0.192229,0.121316,0.101315,0.062402,0.288329,0.000704,0.002176,0.001344,0.000576,0.904123
0.395884,0.017761,0.191813,0.134212,0.105347,0.064258,0.307529,0.000672,0.002177,0.001216,0.000576,0.923900
0.394796,0.017985,0.192229,0.137188,0.105219,0.064418,0.310282,0.000704,0.002272,0.001120,0.000384,0.926332
0.414156,0.017728,0.192294,0.131332,0.101699,0.060930,0.297193,0.000640,0.002432,0.001088,0.000448,0.932731
0.395116,0.017472,0.192230,0.129412,0.106339,0.063746,0.302985,0.000704,0.002240,0.001184,0.000640,0.918683
0.394699,0.017761,0.191782,0.134532,0.100803,0.063265,0.301864,0.000673,0.002304,0.001248,0.000736,0.917787
0.395308,0.017793,0.191877,0.138628,0.106627,0.066658,0.333706,0.000768,0.002208,0.001216,0.000672,0.950972
0.396139,0.017632,0.191910,0.141284,0.103331,0.061826,0.309577,0.000672,0.002208,0.001216,0.000608,0.926619
0.394699,0.017601,0.192102,0.123523,0.102243,0.062178,0.291016,0.000736,0.002752,0.001120,0.000640,0.907418
0.394188,0.017664,0.191878,0.133412,0.101539,0.061634,0.300169,0.000704,0.004992,0.000928,0.000640,0.917723
0.414476,0.017825,0.191493,0.160037,0.116420,0.063330,0.342923,0.000768,0.005152,0.001152,0.000384,0.980765
0.394124,0.017728,0.191494,0.135108,0.117860,0.062241,0.318601,0.000737,0.005056,0.001120,0.000640,0.935996
0.394636,0.017536,0.192358,0.133636,0.101571,0.062434,0.300937,0.000704,0.002528,0.001120,0.000352,0.916411
0.394924,0.017536,0.209959,0.135300,0.117571,0.062978,0.319369,0.000736,0.002112,0.001056,0.000384,0.953180
0.395052,0.017472,0.192198,0.135684,0.100867,0.063554,0.303209,0.000640,0.002944,0.001184,0.000448,0.919931
0.395051,0.017569,0.192262,0.135140,0.103267,0.062658,0.304201,0.000704,0.002976,0.001120,0.000640,0.922235
0.403244,0.018433,0.197062,0.184901,0.133668,0.074947,0.398060,0.001120,0.003616,0.002912,0.000864,1.035263
0.398124,0.017793,0.194374,0.129443,0.103651,0.061953,0.298664,0.001024,0.003168,0.001792,0.000352,0.923452
0.396620,0.017824,0.192614,0.130884,0.104931,0.062114,0.301257,0.000704,0.002592,0.001152,0.000608,0.920091
0.395276,0.017665,0.192485,0.133284,0.116964,0.067906,0.321610,0.000928,0.002816,0.001120,0.000352,0.938652
0.398700,0.017632,0.192102,0.137060,0.104995,0.063138,0.308169,0.000672,0.002912,0.001120,0.000576,0.928411
0.395531,0.017697,0.192390,0.135332,0.101955,0.063458,0.303881,0.000736,0.001984,0.001024,0.000640,0.919995
0.395852,0.017504,0.192070,0.150724,0.110500,0.063074,0.327466,0.000608,0.002144,0.000992,0.000352,0.942972
0.396364,0.017600,0.210950,0.131844,0.101507,0.065090,0.301801,0.000800,0.002816,0.000960,0.000352,0.938428
0.396203,0.017761,0.191782,0.127011,0.104356,0.063169,0.297352,0.000705,0.002112,0.000992,0.000576,0.913819
0.396204,0.017536,0.191974,0.129380,0.112835,0.064930,0.310313,0.000704,0.002208,0.001056,0.000416,0.927355
0.397163,0.017537,0.192198,0.133252,0.100835,0.062881,0.300168,0.000736,0.002944,0.001152,0.000640,0.919067
0.396683,0.017697,0.191622,0.143748,0.103875,0.062498,0.313161,0.000640,0.003072,0.001152,0.000608,0.931899
0.396171,0.017793,0.192038,0.135652,0.101379,0.063458,0.303785,0.000768,0.002880,0.001120,0.000576,0.921371
0.396108,0.017600,0.192006,0.124547,0.100771,0.065953,0.294441,0.000672,0.002816,0.001152,0.000384,0.911451
0.412428,0.018273,0.192197,0.132804,0.103491,0.066786,0.305993,0.000768,0.002913,0.001056,0.000608,0.941244
0.395563,0.017729,0.191910,0.158468,0.105635,0.065122,0.332745,0.000800,0.002721,0.000896,0.000416,0.949532
0.395531,0.017697,0.192166,0.129956,0.114403,0.063042,0.310281,0.000704,0.002784,0.001088,0.000384,0.927099
0.396011,0.017569,0.192198,0.160900,0.116036,0.064258,0.346250,0.000736,0.002912,0.001088,0.000608,0.963868
0.395852,0.017857,0.192165,0.136836,0.103268,0.063265,0.306185,0.000704,0.002880,0.001120,0.000640,0.924604
0.395852,0.017856,0.192006,0.126340,0.098755,0.059777,0.288456,0.000737,0.002912,0.001088,0.000384,0.905787
0.396939,0.017472,0.191686,0.134404,0.105315,0.061826,0.304393,0.000640,0.002912,0.001024,0.000640,0.923099
0.410988,0.017536,0.192134,0.128260,0.110179,0.064514,0.306249,0.000768,0.002944,0.000928,0.000608,0.939356
0.396524,0.017537,0.192197,0.131524,0.104483,0.066530,0.305513,0.000705,0.002816,0.001056,0.000352,0.924060
0.395756,0.017761,0.192069,0.139172,0.099075,0.063490,0.305065,0.000640,0.002176,0.000960,0.000384,0.920859
0.396140,0.017473,0.210118,0.136420,0.110083,0.067842,0.317577,0.000736,0.002816,0.001024,0.000576,0.953309
0.395531,0.017537,0.192261,0.134404,0.110723,0.066434,0.316266,0.000704,0.002816,0.000928,0.000384,0.932540
0.395692,0.017664,0.191878,0.138916,0.111076,0.065730,0.319178,0.000704,0.002912,0.001056,0.000352,0.935388
0.395628,0.017376,0.191494,0.119843,0.099587,0.060930,0.283528,0.000672,0.002112,0.000960,0.000352,0.898074
0.396524,0.017633,0.192037,0.137732,0.099779,0.062754,0.303369,0.000736,0.002784,0.001089,0.000352,0.920828
0.396395,0.017953,0.191622,0.141188,0.100099,0.061666,0.305769,0.000736,0.002912,0.001024,0.000640,0.924187
0.395404,0.017664,0.192166,0.136836,0.100675,0.070146,0.312489,0.000704,0.004992,0.001056,0.000640,0.931067
0.417389,0.017760,0.191910,0.142340,0.111236,0.065954,0.322442,0.000672,0.002592,0.001152,0.000672,0.961597
0.395692,0.017696,0.192166,0.135780,0.098723,0.060706,0.298217,0.000736,0.002880,0.001120,0.000384,0.915227
0.395852,0.017664,0.191942,0.121988,0.098818,0.063874,0.287528,0.000640,0.002145,0.000928,0.000384,0.903131
0.396459,0.017697,0.191942,0.124131,0.102179,0.082755,0.312393,0.000800,0.002656,0.001120,0.000480,0.930427
0.395820,0.017696,0.192166,0.126564,0.099651,0.065314,0.294441,0.000608,0.002336,0.001024,0.000608,0.911963
0.397195,0.017665,0.191750,0.124419,0.103011,0.062466,0.293096,0.000704,0.002112,0.001248,0.000640,0.910939
0.395947,0.017728,0.192294,0.137732,0.099811,0.061634,0.302217,0.000704,0.002752,0.001184,0.000608,0.920091
0.413068,0.017793,0.192421,0.122212,0.111331,0.068674,0.305353,0.000704,0.002144,0.000993,0.000576,0.939708
0.395628,0.017889,0.191845,0.123011,0.103363,0.061570,0.291145,0.000672,0.004768,0.001024,0.000416,0.910395
0.395916,0.017441,0.191653,0.133156,0.116900,0.071010,0.324266,0.000768,0.002944,0.001024,0.000640,0.942268
0.396012,0.017664,0.193094,0.167365,0.125604,0.072578,0.369099,0.000736,0.002464,0.001088,0.000384,0.987677
0.394988,0.017633,0.192421,0.133540,0.103491,0.063106,0.303113,0.000608,0.002112,0.001056,0.000352,0.918235
0.394668,0.017345,0.192389,0.126596,0.101891,0.062978,0.294569,0.000640,0.002848,0.001120,0.000416,0.909915
0.394219,0.017729,0.192006,0.129027,0.100931,0.060802,0.293640,0.000672,0.004704,0.001024,0.000352,0.910779
0.394476,0.017472,0.192326,0.143876,0.101667,0.062306,0.311145,0.000736,0.002048,0.001088,0.000576,0.926011
0.394380,0.017504,0.192390,0.133060,0.112035,0.062210,0.310601,0.000672,0.002048,0.000960,0.000384,0.924411
0.394348,0.017633,0.192293,0.132612,0.100227,0.067874,0.303593,0.000736,0.005024,0.001088,0.000384,0.921788
0.394955,0.017248,0.209222,0.140388,0.110980,0.066018,0.321002,0.000736,0.002784,0.000928,0.000640,0.953948
0.394859,0.017440,0.192582,0.140580,0.111011,0.063810,0.318633,0.000736,0.003328,0.000992,0.000576,0.936987
0.394828,0.017697,0.192165,0.140580,0.100675,0.068579,0.312842,0.000640,0.004768,0.000960,0.000384,0.929980
0.394955,0.017536,0.192454,0.144708,0.101283,0.062498,0.311977,0.000704,0.002240,0.000928,0.000608,0.928379
0.394859,0.017600,0.192550,0.140260,0.102531,0.062594,0.308457,0.000768,0.005056,0.001120,0.000576,0.927259
0.394892,0.017472,0.192262,0.133028,0.102755,0.061794,0.300521,0.000704,0.002080,0.000960,0.000320,0.915099
0.394284,0.017472,0.192390,0.141220,0.097827,0.060098,0.302281,0.000704,0.002080,0.001152,0.000640,0.917499
0.419788,0.017761,0.192870,0.125763,0.108484,0.063842,0.302665,0.000736,0.002016,0.000896,0.000384,0.943036
0.394155,0.017441,0.192390,0.136804,0.099491,0.061602,0.301097,0.000672,0.004672,0.000864,0.000352,0.917915
0.394124,0.017536,0.192198,0.138244,0.110915,0.063682,0.315753,0.000672,0.001952,0.000896,0.000352,0.928923
0.394380,0.017697,0.191909,0.138373,0.116611,0.072194,0.330570,0.000640,0.005120,0.001024,0.000416,0.948124
0.394796,0.017601,0.192165,0.141285,0.100931,0.064033,0.309322,0.000800,0.002816,0.001120,0.000384,0.926172
0.397324,0.017857,0.192165,0.124868,0.097699,0.058722,0.284041,0.000672,0.002912,0.001088,0.000416,0.902779
0.395276,0.017792,0.192262,0.143780,0.101891,0.064098,0.313129,0.000704,0.002624,0.001153,0.000384,0.931132
0.412460,0.017665,0.191781,0.127876,0.112516,0.061697,0.305417,0.000704,0.005088,0.001184,0.000608,0.940956
0.395019,0.017569,0.192358,0.140964,0.101315,0.063074,0.308809,0.000736,0.002784,0.001120,0.000608,0.925339
0.395980,0.017728,0.191974,0.139716,0.099427,0.061890,0.304041,0.000736,0.002080,0.000992,0.000608,0.920187
0.395724,0.017568,0.191814,0.157509,0.110243,0.065378,0.336490,0.000832,0.002528,0.001056,0.000576,0.952380
0.394476,0.017473,0.192165,0.136484,0.099491,0.060930,0.300073,0.000640,0.002208,0.000928,0.000576,0.914395
0.394796,0.017889,0.192133,0.136644,0.102851,0.063009,0.305449,0.000736,0.005025,0.001120,0.000448,0.924348
0.394859,0.017697,0.192550,0.125283,0.099651,0.062434,0.290440,0.000704,0.002528,0.001024,0.000576,0.906554
0.394412,0.017760,0.192294,0.133604,0.102787,0.065474,0.306633,0.000832,0.002720,0.000928,0.000384,0.922587
0.394252,0.017761,0.191973,0.131716,0.104387,0.062722,0.301865,0.000672,0.002144,0.000928,0.000384,0.916572
0.396204,0.017472,0.192102,0.121604,0.103107,0.062401,0.289992,0.000736,0.005024,0.000928,0.000384,0.909083
0.394572,0.017728,0.206150,0.123427,0.113988,0.064898,0.307081,0.000704,0.002432,0.000992,0.000576,0.936828
0.394347,0.017888,0.192198,0.128068,0.102883,0.064354,0.300105,0.001024,0.002784,0.001024,0.000384,0.916155
0.394924,0.017664,0.192166,0.135428,0.101699,0.061026,0.301385,0.000672,0.005088,0.001088,0.000384,0.920059
0.395116,0.017601,0.192037,0.138724,0.101475,0.061154,0.304233,0.000736,0.004896,0.001025,0.000608,0.922684
0.394732,0.017664,0.192070,0.131972,0.103747,0.062850,0.301641,0.000672,0.004704,0.000928,0.000384,0.918843
0.394700,0.017600,0.191654,0.127908,0.110563,0.060194,0.301897,0.000608,0.003040,0.000992,0.000384,0.917435
0.395307,0.017504,0.192134,0.130916,0.117987,0.062914,0.314921,0.000800,0.002816,0.000992,0.000352,0.930811
0.416396,0.017568,0.192070,0.130884,0.115299,0.061378,0.310537,0.000704,0.002112,0.001056,0.000384,0.947804
0.395500,0.017472,0.192518,0.144740,0.102851,0.062114,0.313193,0.000736,0.001952,0.000992,0.000577,0.929276
0.394539,0.017505,0.192422,0.122979,0.100259,0.060802,0.287304,0.000672,0.002912,0.001120,0.000384,0.903546
0.394411,0.017697,0.192101,0.132259,0.116100,0.069250,0.320937,0.000640,0.002688,0.001088,0.000352,0.935995
0.395820,0.017600,0.192006,0.128068,0.104003,0.062146,0.297545,0.000704,0.002048,0.000832,0.000448,0.912987
0.394700,0.017761,0.191973,0.132324,0.110628,0.063937,0.310090,0.000736,0.001952,0.000896,0.000640,0.924860
0.395788,0.017697,0.192293,0.143461,0.100995,0.065698,0.313354,0.000704,0.004960,0.001408,0.000608,0.933020
0.412300,0.017665,0.191845,0.136068,0.111492,0.066690,0.317322,0.000832,0.003136,0.001088,0.000416,0.951548
0.394507,0.017825,0.191846,0.134276,0.103939,0.066338,0.307657,0.000640,0.005088,0.000896,0.000352,0.924795
0.394891,0.017729,0.192038,0.137860,0.103267,0.062562,0.306793,0.000704,0.002784,0.001088,0.000384,0.923483
0.394924,0.017408,0.192070,0.165445,0.111363,0.059906,0.340170,0.000704,0.002784,0.001056,0.000384,0.955740
0.395467,0.017473,0.192038,0.132388,0.103747,0.062209,0.301577,0.000768,0.004960,0.001152,0.000576,0.921019
0.394380,0.017760,0.192038,0.141348,0.112419,0.063649,0.320553,0.000608,0.002209,0.000992,0.000576,0.935292
0.394796,0.017313,0.191621,0.122916,0.102883,0.060994,0.289993,0.000672,0.005056,0.000992,0.000384,0.906811
0.395179,0.017696,0.191846,0.140004,0.111427,0.062850,0.317833,0.000736,0.002944,0.001216,0.000384,0.935067
0.394700,0.017761,0.191877,0.134180,0.105924,0.063009,0.306281,0.000673,0.002944,0.001088,0.000416,0.921884
0.395243,0.018017,0.191622,0.129923,0.104899,0.062882,0.300681,0.000736,0.002848,0.001024,0.000384,0.916795
0.395596,0.017600,0.210598,0.147333,0.102115,0.063330,0.316074,0.000704,0.002560,0.001120,0.000576,0.951708
0.394475,0.017761,0.192710,0.128643,0.115044,0.067842,0.314569,0.000832,0.004928,0.001088,0.000608,0.933243
0.395628,0.017952,0.191846,0.132420,0.100483,0.062146,0.297865,0.000672,0.003008,0.001088,0.000640,0.915579
0.395052,0.017760,0.191942,0.136868,0.100611,0.059618,0.300105,0.000640,0.002080,0.000992,0.000576,0.915675
0.394604,0.017441,0.192165,0.142245,0.101315,0.066786,0.313354,0.000736,0.004704,0.001120,0.000608,0.931484
0.394860,0.017920,0.192070,0.143012,0.104099,0.061922,0.312361,0.000672,0.005153,0.001056,0.000384,0.931452
0.394476,0.017728,0.192358,0.128484,0.104227,0.065634,0.301545,0.000704,0.002560,0.001056,0.000384,0.917179
0.414508,0.017729,0.192518,0.124131,0.109284,0.065634,0.303689,0.000704,0.001952,0.000960,0.000320,0.938908
0.395052,0.017728,0.192230,0.126756,0.102979,0.063458,0.296265,0.000672,0.002048,0.000992,0.000416,0.911547
0.394412,0.017408,0.191942,0.132260,0.104995,0.063394,0.303497,0.000736,0.002176,0.001088,0.000352,0.918011
0.395500,0.017440,0.191878,0.138180,0.129220,0.076642,0.349482,0.000736,0.002817,0.001216,0.000384,0.967581
0.396235,0.017568,0.192038,0.121251,0.101891,0.061826,0.288136,0.000736,0.002336,0.001120,0.000352,0.904602
0.395468,0.017761,0.191973,0.135812,0.100067,0.060642,0.299625,0.000704,0.003328,0.001056,0.000384,0.918043
0.394476,0.017632,0.191941,0.121348,0.104195,0.060578,0.289097,0.000736,0.004608,0.000992,0.000384,0.906107
0.412332,0.017697,0.192358,0.143620,0.110723,0.067106,0.324841,0.000832,0.002944,0.001184,0.000608,0.960477
0.394507,0.017505,0.192166,0.137892,0.101059,0.065922,0.307977,0.000672,0.002176,0.001248,0.000384,0.922939
0.395595,0.017696,0.191878,0.123491,0.098755,0.060066,0.285160,0.000736,0.005024,0.000992,0.000352,0.903386
0.396268,0.017473,0.191397,0.144325,0.116515,0.060418,0.324778,0.000672,0.002816,0.001056,0.000416,0.941340
0.395244,0.017601,0.192357,0.145349,0.101539,0.062177,0.312265,0.000768,0.002016,0.000960,0.000352,0.927868
0.394219,0.017761,0.191942,0.126595,0.098019,0.059970,0.287592,0.000736,0.005024,0.001120,0.000384,0.905338
0.395628,0.017633,0.191845,0.129636,0.099715,0.061442,0.293737,0.000704,0.005024,0.001088,0.000352,0.911867
0.395947,0.017729,0.192038,0.139716,0.110435,0.064098,0.317321,0.000768,0.003008,0.000992,0.000384,0.933787
0.395788,0.017952,0.192326,0.128068,0.102435,0.060930,0.294697,0.000800,0.005024,0.001152,0.000576,0.915099
0.395180,0.017569,0.191941,0.127108,0.099907,0.060738,0.291049,0.000736,0.004928,0.001056,0.000352,0.909531
0.395468,0.017697,0.211526,0.135044,0.104355,0.064066,0.306985,0.000768,0.002784,0.001088,0.000384,0.943644
0.395307,0.017536,0.192166,0.141412,0.103971,0.061346,0.310281,0.000704,0.004960,0.001344,0.000608,0.932379
0.397484,0.018112,0.192262,0.132612,0.102883,0.066914,0.305737,0.000800,0.002688,0.000928,0.000384,0.925019
0.394508,0.017504,0.191430,0.153669,0.120931,0.081283,0.359787,0.000864,0.004992,0.001120,0.000416,0.976893
0.394732,0.017729,0.191749,0.122948,0.100547,0.063938,0.290697,0.000800,0.002784,0.001120,0.000352,0.906779
0.394572,0.017568,0.191942,0.127140,0.104323,0.065570,0.299817,0.000832,0.002688,0.001056,0.000608,0.915131
0.394188,0.017504,0.192166,0.129604,0.103267,0.063682,0.299465,0.000672,0.002720,0.001088,0.000416,0.914235
0.409964,0.017633,0.192358,0.142852,0.111331,0.068738,0.326121,0.000800,0.002688,0.000961,0.000384,0.957405
0.394700,0.017600,0.192101,0.134628,0.097475,0.060994,0.296041,0.000704,0.004960,0.001088,0.000352,0.914107
0.395340,0.017728,0.191750,0.137284,0.102979,0.064706,0.308201,0.000800,0.003328,0.001056,0.000352,0.924699
0.394604,0.017761,0.192421,0.141701,0.118115,0.077090,0.340170,0.000736,0.002113,0.000992,0.000416,0.955677
0.393963,0.017505,0.191845,0.137413,0.098658,0.060097,0.299049,0.000704,0.003424,0.001089,0.000384,0.913787
0.394219,0.017697,0.191877,0.137477,0.110979,0.061826,0.313354,0.000672,0.004640,0.001024,0.000352,0.929755
0.395148,0.017536,0.191750,0.127236,0.104099,0.065282,0.299913,0.000640,0.004640,0.000928,0.000352,0.916827
0.411916,0.021216,0.191750,0.122819,0.099490,0.063714,0.289352,0.000736,0.002945,0.001376,0.000352,0.925532
0.393835,0.017697,0.192326,0.131811,0.103972,0.062945,0.301672,0.000608,0.002560,0.001184,0.000352,0.916539
0.395148,0.017664,0.191654,0.130340,0.101219,0.064290,0.299177,0.000640,0.002880,0.000960,0.000384,0.914811
0.394156,0.017536,0.192166,0.151876,0.109988,0.068130,0.333450,0.000768,0.005088,0.001056,0.000384,0.950780
0.394316,0.017536,0.191782,0.141764,0.098915,0.060642,0.304521,0.000768,0.002656,0.000992,0.000384,0.919515
0.395372,0.017536,0.191782,0.137796,0.098627,0.060034,0.299497,0.000736,0.002080,0.001024,0.000608,0.913915
0.395564,0.017665,0.192101,0.139428,0.100259,0.070595,0.313482,0.000768,0.002144,0.000960,0.000608,0.929500
0.394796,0.017600,0.191718,0.124004,0.102115,0.062785,0.291720,0.000673,0.004608,0.000864,0.000352,0.908411
0.394828,0.017472,0.191782,0.133892,0.104643,0.061410,0.302761,0.000640,0.002784,0.001056,0.000576,0.918267
0.394860,0.017889,0.191557,0.140292,0.112196,0.064002,0.319882,0.000800,0.001984,0.000992,0.000352,0.935356
0.394475,0.017536,0.211462,0.125636,0.111331,0.064706,0.304937,0.000640,0.002785,0.001216,0.000640,0.940316
0.394795,0.017760,0.191846,0.142212,0.102307,0.065282,0.313353,0.000736,0.002464,0.001056,0.000384,0.929179
0.395820,0.017729,0.192037,0.155525,0.107811,0.066946,0.333290,0.000672,0.002336,0.000928,0.000384,0.949596
0.395308,0.017537,0.191813,0.135364,0.101667,0.078371,0.318890,0.000672,0.004512,0.001120,0.000384,0.936892
0.395788,0.017824,0.192006,0.130404,0.103331,0.062818,0.299689,0.000864,0.001952,0.001120,0.000352,0.915803
0.395468,0.017600,0.192038,0.131940,0.103203,0.061858,0.300457,0.000672,0.002912,0.001088,0.000384,0.917179
0.395979,0.017793,0.191910,0.129891,0.105028,0.063649,0.301512,0.000672,0.002241,0.001088,0.000384,0.918011
0.412204,0.017824,0.192038,0.135812,0.113475,0.062690,0.315081,0.000672,0.002080,0.000992,0.000384,0.947515
0.395819,0.017825,0.191910,0.127747,0.104131,0.065889,0.300840,0.000769,0.002048,0.001024,0.000384,0.917083
0.395883,0.017633,0.191750,0.140388,0.103075,0.062914,0.309289,0.000800,0.003104,0.001152,0.000384,0.926683
0.395724,0.017440,0.191974,0.140964,0.127620,0.065954,0.337994,0.000672,0.002848,0.001088,0.000352,0.954108
0.394828,0.017760,0.192102,0.134308,0.100195,0.065730,0.303049,0.000704,0.002848,0.001088,0.000416,0.918459
0.395692,0.017568,0.191750,0.130788,0.103011,0.062146,0.299017,0.000640,0.005056,0.001024,0.000416,0.917723
0.395084,0.017537,0.192037,0.127332,0.103619,0.062370,0.296777,0.000704,0.002752,0.001088,0.000288,0.912731
0.412524,0.017696,0.193510,0.147556,0.111268,0.064065,0.326281,0.000640,0.002464,0.001344,0.000448,0.961693
0.396428,0.018112,0.192870,0.128484,0.110499,0.063650,0.305769,0.000640,0.002816,0.001152,0.000384,0.924635
0.395308,0.017793,0.192453,0.129092,0.101795,0.059778,0.293897,0.000640,0.002752,0.001120,0.000384,0.911067
