Layer[0],IN[1],INFER[1-3],OUT[3],TEE[1-3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.395500,0.169509,0.539376,0.077634,0.790967,0.050882,0.000608,0.013760,0.000416,0.001568,0.001088,0.000384,1.262245
0.396460,0.169509,0.539536,0.067586,0.780119,0.052354,0.000640,0.013696,0.000384,0.001537,0.001184,0.000416,1.253318
0.394988,0.167461,0.539728,0.068130,0.778807,0.052578,0.000704,0.013568,0.000384,0.001536,0.001152,0.000416,1.250565
0.395563,0.169861,0.548209,0.068866,0.790520,0.049921,0.000640,0.013569,0.000352,0.001536,0.001152,0.000416,1.261157
0.395084,0.164901,0.560432,0.104835,0.834264,0.052001,0.000608,0.013568,0.000353,0.001536,0.001120,0.000416,1.306471
0.396332,0.166661,0.539280,0.066338,0.776407,0.049793,0.000640,0.013505,0.000384,0.001472,0.001152,0.000608,1.247109
0.396140,0.169957,0.537776,0.067682,0.779191,0.050978,0.000608,0.013504,0.000384,0.001600,0.001632,0.000416,1.251685
0.410700,0.168613,0.550352,0.066242,0.788823,0.050849,0.000641,0.013728,0.000352,0.001536,0.001184,0.000384,1.275462
0.396268,0.169733,0.539728,0.079682,0.793591,0.052866,0.000640,0.013536,0.000384,0.001504,0.001152,0.000352,1.267621
0.395756,0.166117,0.541072,0.078275,0.789176,0.053409,0.000640,0.013633,0.000384,0.001472,0.001120,0.000416,1.262598
0.395243,0.169093,0.538544,0.067970,0.779223,0.050530,0.000640,0.013600,0.000352,0.001472,0.001152,0.000416,1.249957
0.395723,0.166469,0.538064,0.066722,0.774967,0.052738,0.000640,0.013568,0.000384,0.001536,0.001185,0.000384,1.247941
0.395275,0.147109,0.574545,0.083618,0.809016,0.052066,0.000672,0.013568,0.000384,0.001440,0.001088,0.000384,1.280741
0.395468,0.165413,0.539088,0.066786,0.774903,0.052322,0.000672,0.013888,0.000416,0.001568,0.001184,0.000384,1.247653
0.395084,0.168485,0.540592,0.068098,0.781079,0.049634,0.000672,0.013856,0.000384,0.001504,0.001120,0.000384,1.251173
0.415053,0.186309,0.548880,0.079522,0.818712,0.051265,0.000640,0.013601,0.000416,0.001568,0.001216,0.000384,1.309575
0.395340,0.166149,0.538736,0.067746,0.776567,0.050402,0.000640,0.013600,0.000384,0.001536,0.001152,0.000672,1.247237
0.396236,0.170373,0.538928,0.087747,0.800952,0.051969,0.000640,0.013536,0.000352,0.001504,0.001120,0.000416,1.274374
0.395660,0.155524,0.539472,0.068258,0.767574,0.051778,0.000640,0.013536,0.000384,0.001536,0.001120,0.000576,1.239525
0.395084,0.165509,0.537584,0.066338,0.773111,0.049986,0.000640,0.013536,0.000352,0.001504,0.001152,0.000352,1.242117
0.395340,0.169253,0.553585,0.083394,0.810744,0.052834,0.000608,0.013568,0.000384,0.001504,0.001152,0.000609,1.286055
0.394796,0.168485,0.537616,0.066818,0.776567,0.050113,0.000608,0.013665,0.000320,0.001536,0.001152,0.000384,1.245893
0.395724,0.160421,0.538288,0.066210,0.768631,0.052225,0.000608,0.014241,0.000416,0.001568,0.001440,0.000576,1.242341
0.414252,0.164517,0.546992,0.066658,0.782391,0.049986,0.000608,0.013600,0.000384,0.001504,0.001152,0.000416,1.272325
0.396011,0.169797,0.538544,0.066274,0.778359,0.052002,0.000672,0.013568,0.000416,0.001504,0.001152,0.000384,1.250949
0.395659,0.170757,0.573009,0.078530,0.826904,0.052258,0.000640,0.013536,0.000352,0.001696,0.001408,0.000416,1.300326
0.395468,0.167589,0.539856,0.068226,0.779319,0.051778,0.000608,0.013568,0.000416,0.001632,0.001120,0.000384,1.251877
0.395692,0.150469,0.538448,0.065890,0.758583,0.050369,0.000672,0.013825,0.000576,0.001824,0.001184,0.000352,1.229477
0.395883,0.186565,0.556913,0.073058,0.820792,0.052961,0.000608,0.013824,0.000448,0.001504,0.001088,0.000384,1.294790
0.396460,0.165541,0.539504,0.069122,0.777911,0.052322,0.000672,0.013600,0.000384,0.001568,0.001152,0.000384,1.250981
0.395052,0.166789,0.539920,0.066562,0.777527,0.050337,0.000640,0.013633,0.000416,0.001568,0.001152,0.000384,1.247173
0.658292,0.218439,0.578481,0.101635,0.902587,0.090819,0.000608,0.013568,0.000384,0.001600,0.001120,0.000384,1.676690
0.396076,0.167365,0.539376,0.067586,0.778423,0.050017,0.000640,0.013569,0.000384,0.001536,0.001152,0.000416,1.249189
0.396299,0.188358,0.545104,0.068994,0.806520,0.049026,0.000672,0.013568,0.000384,0.001504,0.001184,0.000416,1.276037
0.396076,0.150852,0.539344,0.064002,0.758102,0.052290,0.000640,0.013632,0.000384,0.001600,0.001152,0.000416,1.231141
0.395531,0.154692,0.538160,0.066402,0.763350,0.049634,0.000640,0.013632,0.000416,0.001504,0.001408,0.000416,1.233572
0.411916,0.156965,0.548560,0.074819,0.783672,0.050657,0.000672,0.013569,0.000384,0.001536,0.001088,0.000384,1.270790
0.396812,0.169029,0.539824,0.066466,0.779383,0.050018,0.000672,0.013568,0.000384,0.001504,0.001056,0.000384,1.250757
0.396204,0.170885,0.557329,0.076802,0.810232,0.052514,0.000640,0.013568,0.000448,0.001472,0.001280,0.000416,1.284870
0.396108,0.157125,0.538128,0.066498,0.765559,0.050593,0.000672,0.013569,0.000384,0.001504,0.001216,0.000384,1.236741
0.395916,0.187430,0.539696,0.066498,0.797240,0.049761,0.000608,0.013601,0.000352,0.001504,0.001120,0.000416,1.267302
0.395723,0.206566,0.554704,0.076098,0.842104,0.052578,0.000640,0.013632,0.000417,0.001600,0.001248,0.000416,1.316039
0.395435,0.168389,0.538448,0.066978,0.777655,0.049538,0.000640,0.013696,0.000352,0.001600,0.001216,0.000384,1.247140
0.395243,0.158213,0.539248,0.068290,0.769655,0.049314,0.000608,0.013568,0.000384,0.001472,0.001152,0.000352,1.240357
0.394924,0.169797,0.539824,0.068834,0.782263,0.050434,0.000640,0.013888,0.000352,0.001568,0.001217,0.000416,1.252358
0.395883,0.151908,0.539472,0.068386,0.763958,0.050690,0.000672,0.013728,0.000384,0.001632,0.001280,0.000416,1.236612
0.396108,0.158789,0.553456,0.089219,0.805976,0.051298,0.000608,0.013568,0.000384,0.001536,0.001216,0.000416,1.277606
0.395467,0.161540,0.537392,0.065442,0.768246,0.052354,0.000640,0.013568,0.000384,0.001472,0.001216,0.000416,1.240612
0.395788,0.168741,0.537200,0.067714,0.777271,0.051842,0.000640,0.013600,0.000416,0.001824,0.001216,0.000352,1.250469
0.395340,0.189798,0.546384,0.068706,0.810072,0.052257,0.000576,0.013537,0.000384,0.001504,0.001120,0.000352,1.281702
0.397196,0.178149,0.540368,0.068866,0.792184,0.051265,0.000640,0.014209,0.000384,0.001472,0.001696,0.000384,1.265894
0.395244,0.171877,0.540080,0.067202,0.782871,0.049218,0.000640,0.013792,0.000384,0.001536,0.001184,0.000928,1.253349
0.395756,0.194822,0.537424,0.065570,0.801528,0.052610,0.000608,0.013568,0.000384,0.001536,0.001184,0.000576,1.274566
0.395372,0.167973,0.538192,0.067554,0.777335,0.050209,0.000608,0.013568,0.000352,0.001536,0.001152,0.000576,1.248421
0.395180,0.153349,0.563600,0.072835,0.793688,0.051457,0.000704,0.013633,0.000352,0.001472,0.001216,0.000576,1.264742
0.396332,0.164773,0.551921,0.065890,0.786456,0.050625,0.000672,0.013697,0.000416,0.001600,0.001216,0.000640,1.258726
0.395148,0.143716,0.536432,0.063490,0.747830,0.048962,0.000672,0.013824,0.000384,0.001536,0.001120,0.000576,1.216132
0.409196,0.156197,0.536304,0.064450,0.760567,0.049217,0.000640,0.013601,0.000384,0.001568,0.000992,0.000576,1.243237
0.396236,0.146564,0.551665,0.073218,0.775831,0.049089,0.000640,0.013825,0.000384,0.001440,0.000992,0.000576,1.246085
0.394892,0.157573,0.552272,0.070530,0.784471,0.052322,0.000640,0.013856,0.000416,0.001472,0.001024,0.000384,1.256069
0.394508,0.140004,0.536976,0.064642,0.745206,0.049121,0.000576,0.013569,0.000384,0.001440,0.000928,0.000384,1.212132
0.395084,0.153124,0.535440,0.075714,0.768215,0.050433,0.000608,0.013824,0.000352,0.001504,0.001056,0.000416,1.238021
0.395084,0.167973,0.554512,0.075778,0.802231,0.049634,0.000608,0.013536,0.000384,0.001440,0.001217,0.000384,1.270662
0.394795,0.142340,0.542864,0.066018,0.755254,0.049121,0.000672,0.013569,0.000384,0.001408,0.001120,0.000384,1.223908
0.394699,0.124324,0.549072,0.065058,0.742710,0.049378,0.000608,0.013536,0.000352,0.001376,0.000992,0.000352,1.210756
0.395212,0.185446,0.552016,0.068290,0.810712,0.051522,0.000640,0.013568,0.000384,0.001600,0.001248,0.000352,1.282598
0.395916,0.164837,0.551536,0.065409,0.785303,0.049602,0.000640,0.013536,0.000352,0.001568,0.001217,0.000576,1.255462
0.402476,0.215783,0.553776,0.074563,0.848858,0.050465,0.001088,0.014369,0.000608,0.001984,0.002656,0.000608,1.333960
0.398060,0.168517,0.544496,0.073666,0.791959,0.049826,0.001120,0.014368,0.000416,0.001536,0.001504,0.000384,1.266629
0.397068,0.190629,0.552337,0.069154,0.816184,0.049953,0.000864,0.014881,0.000640,0.001920,0.001216,0.000608,1.290886
0.399468,0.168997,0.562225,0.096611,0.831865,0.049505,0.000832,0.014497,0.000640,0.001792,0.001056,0.000384,1.307175
0.396428,0.167845,0.541168,0.069026,0.782071,0.049474,0.000800,0.014368,0.000576,0.001760,0.001280,0.000576,1.254853
0.397740,0.168901,0.542320,0.067810,0.783479,0.048866,0.000928,0.014336,0.000352,0.001792,0.001185,0.000608,1.256390
0.413836,0.165509,0.549872,0.070786,0.790103,0.050562,0.000704,0.014144,0.000352,0.001440,0.001120,0.000384,1.280646
0.397996,0.151973,0.539472,0.066434,0.761815,0.049185,0.000864,0.013889,0.000384,0.001472,0.001248,0.000608,1.234149
0.397196,0.166533,0.557680,0.085571,0.814264,0.050049,0.000832,0.014049,0.000576,0.001888,0.001216,0.000640,1.288134
0.396780,0.164933,0.538928,0.065922,0.773495,0.049857,0.000832,0.014113,0.000384,0.001856,0.001152,0.000416,1.245413
0.397835,0.168261,0.539120,0.066242,0.777783,0.049345,0.000832,0.013889,0.000608,0.001600,0.001248,0.000384,1.250981
0.396652,0.186789,0.539600,0.065250,0.796055,0.048930,0.000896,0.013792,0.000416,0.001600,0.001184,0.000384,1.266373
0.397772,0.164229,0.553072,0.065666,0.786743,0.051010,0.000832,0.013760,0.000576,0.001504,0.001152,0.000416,1.260997
0.398060,0.150116,0.539888,0.064130,0.758006,0.048930,0.000864,0.013760,0.000832,0.001632,0.001120,0.000384,1.230788
0.412012,0.191078,0.554257,0.068514,0.817497,0.049601,0.000864,0.013761,0.000608,0.001856,0.001152,0.000352,1.304295
0.396587,0.165508,0.538575,0.066337,0.774487,0.049441,0.000800,0.013600,0.000608,0.001857,0.001216,0.000384,1.246213
0.397771,0.155108,0.554993,0.076898,0.791255,0.050978,0.000640,0.014080,0.000576,0.001824,0.001120,0.000384,1.267333
0.398060,0.198566,0.538736,0.065570,0.806456,0.049473,0.000864,0.013696,0.000384,0.001920,0.001152,0.000416,1.279270
0.396972,0.165765,0.538192,0.065570,0.773175,0.050817,0.000864,0.013697,0.000608,0.001856,0.001120,0.000352,1.246053
0.395595,0.174662,0.563984,0.066018,0.808600,0.050690,0.000832,0.013920,0.000352,0.001665,0.001120,0.000384,1.279718
0.396620,0.163397,0.538224,0.066338,0.772471,0.050913,0.000833,0.013600,0.000384,0.001568,0.001152,0.000384,1.245445
0.396076,0.164197,0.538736,0.070242,0.777399,0.050785,0.000864,0.013601,0.000608,0.001472,0.001056,0.000576,1.249157
0.395276,0.189093,0.555025,0.065890,0.813592,0.047969,0.000864,0.013825,0.000384,0.001504,0.001088,0.000352,1.282054
0.395916,0.149316,0.539088,0.063618,0.755574,0.050594,0.000832,0.013760,0.000384,0.001504,0.001088,0.000576,1.226756
0.395980,0.164388,0.557808,0.102883,0.828888,0.050914,0.000864,0.013568,0.000384,0.001472,0.001088,0.000608,1.300870
0.400172,0.221159,0.549200,0.071042,0.846009,0.051330,0.001312,0.014368,0.000576,0.001824,0.002944,0.000608,1.330280
0.396299,0.135300,0.542768,0.066146,0.748439,0.051297,0.000832,0.014337,0.000608,0.001600,0.001600,0.000576,1.222948
0.414732,0.214279,0.578097,0.125092,0.922300,0.049057,0.000864,0.014305,0.000384,0.001696,0.001408,0.000576,1.444363
0.396235,0.167461,0.540784,0.066722,0.778775,0.049185,0.000864,0.014017,0.000384,0.001504,0.001088,0.000576,1.249669
0.396811,0.150405,0.555920,0.081795,0.792664,0.050785,0.000928,0.014497,0.000384,0.001760,0.001248,0.000384,1.266693
0.396491,0.168997,0.540112,0.067810,0.781463,0.049313,0.000896,0.014177,0.000576,0.001568,0.001312,0.000576,1.253701
0.397036,0.166629,0.539440,0.066082,0.776023,0.051361,0.000864,0.013921,0.000608,0.001824,0.001248,0.000576,1.250085
0.397227,0.193542,0.561681,0.066562,0.826297,0.050753,0.000832,0.014145,0.000832,0.001568,0.001088,0.000384,1.300038
0.397579,0.167685,0.539792,0.066498,0.778039,0.050881,0.000928,0.014273,0.000608,0.001696,0.001152,0.000384,1.252645
0.397579,0.174149,0.539120,0.068450,0.785527,0.049505,0.000928,0.013985,0.000608,0.001632,0.001152,0.000352,1.258565
0.397708,0.170949,0.538288,0.067074,0.780151,0.049762,0.000960,0.013984,0.000576,0.001824,0.001408,0.000448,1.254277
0.397644,0.165989,0.552721,0.067362,0.789912,0.049377,0.000928,0.014113,0.000640,0.001568,0.001120,0.000416,1.263750
0.397451,0.168837,0.571537,0.084898,0.829880,0.049762,0.001024,0.014240,0.000608,0.001760,0.001120,0.000384,1.305126
0.397260,0.173797,0.537743,0.068771,0.784184,0.050401,0.000896,0.014049,0.000576,0.001536,0.001088,0.000608,1.258086
0.398444,0.194981,0.549456,0.072866,0.821752,0.050338,0.000896,0.014400,0.000576,0.001536,0.001280,0.000576,1.297126
0.414956,0.172390,0.549456,0.068226,0.794424,0.050594,0.000832,0.014432,0.000640,0.001536,0.001184,0.000416,1.286662
0.396812,0.169541,0.540624,0.071810,0.785751,0.049506,0.000928,0.014016,0.000608,0.001568,0.001088,0.000384,1.257797
0.396684,0.180229,0.536848,0.084995,0.806136,0.050881,0.000896,0.014113,0.000576,0.001600,0.001120,0.000352,1.279110
0.398380,0.169285,0.538704,0.065474,0.778007,0.052578,0.000896,0.014144,0.000576,0.001536,0.001120,0.000416,1.254534
0.399596,0.169445,0.539888,0.065570,0.778839,0.051394,0.000960,0.013888,0.000576,0.001600,0.001152,0.000384,1.255302
0.396684,0.170309,0.557457,0.102371,0.834905,0.050305,0.000896,0.014081,0.000608,0.001504,0.001088,0.000352,1.308455
0.396652,0.189509,0.546705,0.072514,0.813080,0.050241,0.000928,0.013953,0.000576,0.001504,0.001408,0.000448,1.286726
0.397228,0.149924,0.538160,0.067522,0.760150,0.050978,0.000928,0.013952,0.000576,0.001504,0.001184,0.000384,1.234628
0.413420,0.175110,0.550672,0.065506,0.795448,0.050754,0.000928,0.013984,0.000640,0.001600,0.001120,0.000384,1.285766
0.396844,0.168997,0.538864,0.067426,0.779671,0.049058,0.000896,0.014144,0.000576,0.001600,0.001632,0.000352,1.252421
0.396716,0.169605,0.556976,0.095458,0.828152,0.051138,0.000992,0.014144,0.000608,0.001537,0.001088,0.000416,1.303143
0.397963,0.166373,0.537456,0.066882,0.774775,0.051938,0.000928,0.014112,0.000352,0.001568,0.001089,0.000416,1.250789
0.400204,0.166629,0.550545,0.067490,0.788312,0.049345,0.000928,0.014209,0.000576,0.001792,0.001152,0.000352,1.263974
0.396300,0.184358,0.551952,0.068770,0.809848,0.050786,0.000928,0.013760,0.000416,0.001568,0.001184,0.000608,1.282630
0.395980,0.165221,0.548176,0.072002,0.789400,0.050273,0.000864,0.013601,0.000608,0.001536,0.001056,0.000352,1.260230
0.396875,0.165317,0.539472,0.064738,0.773367,0.048866,0.000800,0.013568,0.000832,0.001536,0.001184,0.000352,1.244132
0.397291,0.170982,0.535567,0.065154,0.775223,0.049218,0.000864,0.013600,0.000384,0.001536,0.001153,0.000576,1.247109
0.396556,0.165989,0.550992,0.067842,0.788439,0.048866,0.000640,0.013824,0.000576,0.001600,0.001120,0.000352,1.258758
0.396780,0.166053,0.555761,0.079906,0.807256,0.050978,0.000864,0.014016,0.000576,0.001792,0.001088,0.000416,1.281158
0.396236,0.163749,0.535568,0.065410,0.769335,0.048769,0.000832,0.013632,0.000609,0.001504,0.001120,0.000352,1.239493
0.396492,0.170085,0.538576,0.069154,0.781495,0.049154,0.000896,0.013568,0.000832,0.001536,0.001216,0.000384,1.252838
0.396684,0.191366,0.548368,0.068130,0.811512,0.049026,0.000896,0.013568,0.000416,0.001504,0.001024,0.000384,1.281158
0.396076,0.164581,0.538992,0.065026,0.772503,0.048641,0.000832,0.013665,0.000608,0.001536,0.001120,0.000288,1.241669
0.395660,0.164613,0.538480,0.065026,0.772119,0.050626,0.000832,0.013664,0.000608,0.001472,0.001056,0.000352,1.243269
0.396076,0.165028,0.552336,0.074242,0.795159,0.049826,0.000864,0.013632,0.000832,0.001504,0.001088,0.000512,1.265925
0.396268,0.166085,0.537232,0.064386,0.771639,0.050785,0.000832,0.013537,0.000608,0.001600,0.001056,0.000320,1.245061
0.396716,0.182150,0.552112,0.104483,0.842649,0.050370,0.000864,0.013568,0.000576,0.001472,0.001056,0.000320,1.314503
0.396844,0.169765,0.540496,0.069890,0.784375,0.049858,0.000832,0.013632,0.000832,0.001504,0.001216,0.000576,1.257349
0.396908,0.165701,0.540272,0.065954,0.775991,0.049089,0.000800,0.013569,0.000608,0.001472,0.001088,0.000352,1.246629
0.409004,0.154661,0.547856,0.067106,0.773559,0.051810,0.000864,0.013632,0.000576,0.001472,0.001121,0.000352,1.260262
0.395756,0.166789,0.538384,0.067906,0.777239,0.048610,0.000896,0.013536,0.000384,0.001472,0.001088,0.000352,1.246053
0.396172,0.154980,0.552080,0.065410,0.776023,0.050593,0.000832,0.013569,0.000384,0.001504,0.001120,0.000384,1.248101
0.397548,0.146213,0.539568,0.066658,0.756887,0.049921,0.000832,0.013793,0.000384,0.001536,0.001664,0.000352,1.230309
0.397131,0.167301,0.539248,0.067330,0.777431,0.049602,0.000800,0.013568,0.000576,0.001472,0.001120,0.000576,1.249381
0.396331,0.199621,0.554000,0.082562,0.841016,0.051170,0.000832,0.013568,0.000448,0.001505,0.001056,0.000608,1.313479
0.396300,0.194726,0.541936,0.070082,0.811704,0.049474,0.000864,0.014112,0.000576,0.001568,0.001120,0.000576,1.284806
0.396972,0.169253,0.540048,0.067106,0.780247,0.048609,0.000864,0.013888,0.000576,0.001536,0.001088,0.000384,1.251109
0.416396,0.195301,0.539696,0.078051,0.817144,0.053281,0.000832,0.013601,0.000800,0.001536,0.001120,0.000576,1.313031
0.396812,0.168645,0.537680,0.072450,0.782871,0.048929,0.000864,0.014017,0.000416,0.001536,0.001088,0.000608,1.253733
0.396140,0.166629,0.538768,0.101763,0.811032,0.050721,0.000832,0.014017,0.000544,0.001568,0.001120,0.000352,1.283366
0.398571,0.182533,0.544784,0.071906,0.803383,0.050914,0.001248,0.014048,0.000608,0.001824,0.002592,0.000672,1.280870
0.397932,0.162661,0.546608,0.070498,0.784087,0.050626,0.001088,0.014464,0.000608,0.001920,0.002176,0.000609,1.263462
0.397900,0.177349,0.548145,0.067682,0.797752,0.049537,0.000832,0.014177,0.000576,0.001536,0.001184,0.000640,1.271174
0.396107,0.196422,0.541168,0.068578,0.810008,0.049154,0.000896,0.013888,0.000608,0.001472,0.001152,0.000608,1.281030
0.396172,0.151013,0.538736,0.068898,0.762231,0.051489,0.000864,0.013761,0.000608,0.001504,0.001280,0.000448,1.235333
0.397548,0.174565,0.540848,0.068898,0.788215,0.050914,0.000896,0.014112,0.000608,0.001600,0.001120,0.000416,1.261765
0.396780,0.166885,0.541296,0.066370,0.778583,0.049570,0.000800,0.014144,0.000608,0.001600,0.001120,0.000640,1.250437
0.397004,0.166949,0.557137,0.074562,0.803160,0.049537,0.000832,0.013953,0.000576,0.001536,0.001120,0.000416,1.275910
0.396652,0.202854,0.540560,0.068098,0.815832,0.049057,0.000896,0.014209,0.000608,0.001792,0.001312,0.000448,1.287750
0.396236,0.167877,0.540496,0.069058,0.781783,0.049826,0.000864,0.014336,0.000576,0.001568,0.001216,0.000448,1.254565
0.414349,0.163397,0.548784,0.065730,0.782615,0.050049,0.000864,0.014113,0.000576,0.001536,0.001120,0.000608,1.273510
0.397100,0.158149,0.540592,0.067394,0.770327,0.050113,0.000864,0.014017,0.000416,0.001536,0.001280,0.000672,1.243461
0.398188,0.166693,0.538544,0.070050,0.779191,0.067554,0.001120,0.014432,0.000608,0.001921,0.001312,0.000640,1.272006
0.396492,0.168005,0.550416,0.066594,0.788855,0.050018,0.000832,0.013760,0.000576,0.001793,0.001088,0.000576,1.261062
0.396459,0.170341,0.552272,0.067330,0.794135,0.050370,0.000832,0.013952,0.000608,0.001536,0.001120,0.000640,1.267237
0.395980,0.170565,0.556113,0.069762,0.800632,0.051297,0.000640,0.013985,0.000576,0.001472,0.001088,0.000608,1.273766
0.396652,0.166501,0.537904,0.068130,0.776727,0.049762,0.000864,0.014144,0.000640,0.001600,0.001184,0.000512,1.249445
0.397228,0.148709,0.549648,0.067074,0.769687,0.049794,0.000864,0.013760,0.000384,0.001696,0.001152,0.000448,1.242309
0.416909,0.156324,0.549521,0.068354,0.778327,0.049153,0.000832,0.013857,0.000384,0.001536,0.001120,0.000640,1.269830
0.395979,0.169765,0.539792,0.069698,0.783479,0.050049,0.000864,0.013601,0.000832,0.001568,0.001088,0.000672,1.256069
0.398156,0.172037,0.553201,0.073346,0.803032,0.050305,0.000832,0.014113,0.000608,0.001536,0.001120,0.000672,1.278342
0.397868,0.154212,0.539152,0.067426,0.765014,0.049314,0.000832,0.014048,0.000384,0.001600,0.001440,0.000416,1.237892
0.396620,0.167685,0.538544,0.065538,0.775543,0.049345,0.000832,0.013889,0.000608,0.001728,0.001056,0.000320,1.246629
0.397419,0.164292,0.574578,0.068482,0.811512,0.051233,0.000928,0.013889,0.000704,0.001600,0.001152,0.000608,1.285926
0.395947,0.153445,0.535376,0.065986,0.758615,0.051329,0.000896,0.013633,0.000384,0.001504,0.001152,0.000352,1.231044
0.396428,0.162244,0.551889,0.075778,0.793431,0.050658,0.000896,0.013856,0.000608,0.001568,0.001408,0.000352,1.266629
0.412908,0.170373,0.550353,0.068194,0.792792,0.049249,0.000832,0.013601,0.000416,0.001536,0.001088,0.000384,1.279974
0.396204,0.156677,0.550800,0.067714,0.778967,0.048994,0.000832,0.013984,0.000576,0.001600,0.001152,0.000352,1.249765
0.396428,0.193701,0.559409,0.078626,0.835800,0.049954,0.000864,0.014048,0.000864,0.001504,0.001088,0.000352,1.307846
0.396556,0.168165,0.539248,0.066530,0.777847,0.049985,0.000896,0.013729,0.000608,0.001536,0.001216,0.000384,1.249701
0.396363,0.163877,0.538416,0.065538,0.771703,0.048610,0.000832,0.013568,0.000384,0.001440,0.001152,0.000352,1.241412
0.396140,0.185893,0.546705,0.078466,0.815064,0.049761,0.000864,0.013601,0.000640,0.001568,0.001184,0.000384,1.285926
0.395691,0.164325,0.540336,0.065410,0.773911,0.050466,0.000896,0.013536,0.000832,0.001504,0.001120,0.000352,1.244740
0.395884,0.167205,0.538928,0.067330,0.777719,0.049185,0.000928,0.013569,0.000384,0.001504,0.001120,0.000416,1.247685
0.397291,0.158148,0.537968,0.067170,0.767126,0.048546,0.000864,0.013568,0.000608,0.001504,0.001120,0.000384,1.238884
0.396716,0.153541,0.537296,0.067202,0.762039,0.050913,0.000832,0.013537,0.000576,0.001504,0.001152,0.000416,1.235429
0.396011,0.152613,0.554896,0.103811,0.815513,0.051201,0.000832,0.013569,0.000576,0.001536,0.001120,0.000384,1.288230
0.396524,0.164229,0.536272,0.064289,0.768215,0.050849,0.000832,0.013728,0.000576,0.001568,0.001120,0.000416,1.240101
0.395820,0.166597,0.550672,0.073987,0.795256,0.052513,0.000896,0.013569,0.000608,0.001504,0.001120,0.000416,1.268294
0.396716,0.177670,0.550096,0.066178,0.798200,0.048641,0.000832,0.013729,0.000640,0.001536,0.001184,0.000384,1.269606
0.395499,0.154533,0.535760,0.063266,0.757143,0.051009,0.000608,0.013505,0.000576,0.001568,0.001088,0.000384,1.227460
0.395916,0.182950,0.540016,0.063522,0.790360,0.048993,0.000832,0.013569,0.000704,0.001440,0.001056,0.000384,1.259942
0.396652,0.164389,0.537264,0.064322,0.769623,0.051138,0.000832,0.013568,0.000384,0.001536,0.001568,0.000352,1.242469
0.397868,0.164613,0.535087,0.065921,0.769238,0.053153,0.000864,0.013537,0.000384,0.001504,0.001056,0.000384,1.245957
0.395435,0.154437,0.557425,0.105251,0.820665,0.048289,0.000864,0.013825,0.000384,0.001536,0.001216,0.000352,1.289606
0.396299,0.167717,0.537424,0.067394,0.776279,0.051650,0.000896,0.013600,0.000800,0.001441,0.001056,0.000384,1.250181
0.396908,0.171077,0.537680,0.066146,0.778839,0.048098,0.000832,0.013984,0.000352,0.001440,0.001120,0.000320,1.249477
0.413708,0.168933,0.550416,0.068354,0.791383,0.048513,0.000896,0.013665,0.000608,0.001536,0.001408,0.000384,1.279398
0.396843,0.150980,0.540208,0.065762,0.760822,0.049218,0.000928,0.013568,0.000640,0.001568,0.001024,0.000384,1.231972
0.395884,0.169733,0.539248,0.068098,0.781207,0.048897,0.000832,0.013601,0.000544,0.001504,0.001248,0.000416,1.251621
0.396684,0.150884,0.539600,0.065154,0.759318,0.048226,0.000608,0.013536,0.000800,0.001536,0.001120,0.000576,1.229348
0.396299,0.154597,0.538192,0.066690,0.763223,0.051746,0.000832,0.013824,0.000608,0.001440,0.001152,0.000384,1.236516
0.396011,0.195877,0.554545,0.072162,0.826456,0.051586,0.000864,0.013760,0.000416,0.001408,0.001088,0.000384,1.298790
0.396972,0.166405,0.540304,0.066914,0.777495,0.050562,0.000992,0.013568,0.000416,0.001632,0.001088,0.000416,1.249989
0.396844,0.156196,0.538288,0.066146,0.764694,0.051074,0.000864,0.013792,0.000608,0.001536,0.001153,0.000352,1.237893
0.410412,0.165765,0.547345,0.067554,0.785656,0.048449,0.000928,0.013537,0.000608,0.001504,0.001056,0.000352,1.269414
0.396140,0.168837,0.539664,0.067554,0.780151,0.052194,0.000864,0.013952,0.000608,0.001536,0.001345,0.000416,1.254854
0.396076,0.153380,0.538415,0.064897,0.760662,0.048834,0.000896,0.013792,0.000576,0.001472,0.001057,0.000640,1.230725
0.396780,0.153892,0.538928,0.065986,0.762486,0.049346,0.000800,0.013568,0.000640,0.001504,0.001056,0.000385,1.233221
0.396780,0.165029,0.540112,0.067938,0.777047,0.050498,0.000864,0.013632,0.000576,0.001504,0.001120,0.000384,1.250437
0.396172,0.173253,0.554672,0.074147,0.806040,0.051329,0.000672,0.014401,0.000576,0.001472,0.001088,0.000384,1.279014
0.395628,0.164165,0.540016,0.065442,0.773239,0.050657,0.000833,0.014048,0.000608,0.001536,0.001120,0.000352,1.244549
0.396075,0.165701,0.538224,0.065538,0.773079,0.050146,0.000832,0.013632,0.000576,0.001504,0.001120,0.000352,1.243972
0.396075,0.178918,0.548496,0.066370,0.797848,0.051490,0.000608,0.013792,0.000800,0.001536,0.001120,0.000384,1.270149
0.397260,0.193126,0.540688,0.066914,0.805208,0.050049,0.000608,0.013665,0.000608,0.001568,0.001152,0.000640,1.278950
0.397804,0.171845,0.539312,0.068290,0.783735,0.048482,0.000864,0.013568,0.000640,0.001600,0.001760,0.000608,1.256453
0.396396,0.170181,0.553168,0.072354,0.799832,0.048353,0.000864,0.013600,0.000576,0.001601,0.001152,0.000384,1.270278
