Layer[0],Layer[1],IN[2],INFER[2-2],OUT[2],TEE[2-2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.394667,0.017856,0.134884,0.515439,0.068866,0.723061,0.005409,0.048097,0.000768,0.013632,0.000384,0.001536,0.001184,0.000416,1.214884
0.395212,0.017728,0.135716,0.510608,0.067170,0.717366,0.005408,0.049505,0.000800,0.013537,0.000480,0.001536,0.001056,0.000576,1.211076
0.394411,0.017536,0.139396,0.511471,0.066946,0.721909,0.005409,0.051169,0.000832,0.013601,0.000384,0.001536,0.001120,0.000320,1.215524
0.394764,0.017281,0.130499,0.524624,0.066946,0.725909,0.005472,0.050722,0.000832,0.013504,0.000416,0.001472,0.001056,0.000352,1.219684
0.394891,0.017568,0.130404,0.526128,0.072610,0.733238,0.005728,0.052898,0.000832,0.013504,0.000384,0.001536,0.001728,0.000352,1.231268
0.395147,0.017537,0.129764,0.510863,0.067650,0.712085,0.005536,0.048481,0.000865,0.013504,0.000384,0.001440,0.001216,0.000320,1.204036
0.395820,0.017376,0.127235,0.513039,0.067842,0.711734,0.005376,0.048065,0.000832,0.013505,0.000416,0.001440,0.001120,0.000320,1.203396
0.394732,0.017312,0.150181,0.532144,0.071042,0.757463,0.005440,0.048065,0.001088,0.013505,0.000384,0.001568,0.001120,0.000352,1.248101
0.395660,0.017312,0.160901,0.513519,0.067778,0.745878,0.005409,0.048001,0.000832,0.013569,0.000384,0.001536,0.001088,0.000320,1.237861
0.395116,0.017696,0.132676,0.526480,0.068322,0.730966,0.005536,0.048514,0.000864,0.013440,0.000352,0.001440,0.001248,0.000448,1.222884
0.412461,0.017536,0.138404,0.527088,0.069698,0.738966,0.005536,0.048514,0.000832,0.013472,0.000384,0.001536,0.001088,0.000544,1.248805
0.394859,0.017633,0.132964,0.512719,0.068258,0.717237,0.005472,0.051714,0.000832,0.013472,0.000416,0.001472,0.001344,0.000352,1.212515
0.394956,0.017312,0.138148,0.513712,0.084450,0.740150,0.005408,0.048386,0.000832,0.013472,0.000384,0.001472,0.001088,0.000672,1.231364
0.394955,0.017473,0.117059,0.510544,0.066338,0.697333,0.007840,0.049473,0.000800,0.013505,0.000416,0.001536,0.001088,0.000384,1.192291
0.394604,0.017729,0.136964,0.512463,0.069378,0.722677,0.005440,0.049314,0.000864,0.013504,0.000448,0.001536,0.001152,0.000384,1.215524
0.394668,0.018016,0.133444,0.527696,0.075906,0.741014,0.005632,0.050146,0.001024,0.013504,0.000384,0.001536,0.001120,0.000352,1.235172
0.394860,0.017728,0.131876,0.511663,0.068034,0.715253,0.005377,0.048865,0.000800,0.013600,0.000416,0.001504,0.001088,0.000320,1.207684
0.396332,0.017441,0.135396,0.514895,0.072482,0.726549,0.005376,0.048322,0.000832,0.013568,0.000384,0.001568,0.001184,0.000384,1.219972
0.423085,0.017569,0.131075,0.511471,0.069250,0.715509,0.005600,0.048417,0.000864,0.013665,0.000384,0.001568,0.000896,0.000352,1.235365
0.394604,0.017472,0.114020,0.522383,0.068578,0.708981,0.014113,0.049921,0.000896,0.013408,0.000385,0.001472,0.001056,0.000320,1.210020
0.395468,0.017569,0.140964,0.527407,0.069794,0.742326,0.008032,0.048417,0.001024,0.013537,0.000416,0.001408,0.000960,0.000576,1.237285
0.409484,0.017441,0.120963,0.526320,0.065218,0.716469,0.005632,0.048577,0.000768,0.013505,0.000384,0.001408,0.000960,0.000352,1.222212
0.394507,0.017537,0.112003,0.520784,0.066146,0.702773,0.005472,0.049025,0.000800,0.013441,0.000352,0.001504,0.001152,0.000256,1.193827
0.395436,0.017280,0.120900,0.521647,0.070755,0.717334,0.005472,0.048066,0.000864,0.013408,0.000384,0.001472,0.000992,0.000321,1.231333
0.394668,0.017441,0.149828,0.526256,0.072002,0.752470,0.005568,0.049506,0.000832,0.013440,0.000384,0.001536,0.000896,0.000320,1.244677
0.395788,0.017792,0.123044,0.518127,0.066146,0.711061,0.005473,0.048641,0.000704,0.013441,0.000352,0.001472,0.000896,0.000384,1.202980
0.395468,0.017344,0.136004,0.541648,0.077571,0.759607,0.005472,0.050849,0.000832,0.013441,0.000416,0.001472,0.001216,0.000352,1.254245
0.396300,0.017729,0.124195,0.511343,0.065474,0.704884,0.005153,0.048161,0.000800,0.013536,0.000384,0.001505,0.000992,0.000352,1.197156
0.394955,0.017441,0.135268,0.524560,0.069538,0.733398,0.005216,0.048705,0.000864,0.013441,0.000384,0.001472,0.001184,0.000416,1.224964
0.410316,0.017601,0.131844,0.527344,0.068738,0.731382,0.005280,0.048417,0.000832,0.013441,0.000384,0.001472,0.001056,0.000416,1.237445
0.395596,0.017505,0.123203,0.512656,0.067554,0.706997,0.005408,0.048449,0.000832,0.013441,0.000416,0.001472,0.001088,0.000352,1.198980
0.395020,0.017505,0.128227,0.512176,0.070530,0.715029,0.005376,0.048641,0.000768,0.013537,0.000384,0.001664,0.001184,0.000352,1.207556
0.394636,0.017952,0.136036,0.512752,0.069954,0.722454,0.005408,0.048705,0.000864,0.013601,0.000384,0.001504,0.001152,0.000320,1.214564
0.394828,0.017888,0.136836,0.513839,0.070306,0.724661,0.005408,0.051938,0.000800,0.013440,0.000416,0.001440,0.001152,0.000352,1.219172
0.395404,0.018017,0.138724,0.531216,0.112131,0.788279,0.005600,0.048386,0.000864,0.013440,0.000384,0.001568,0.001088,0.000544,1.283014
0.396747,0.017729,0.135236,0.514511,0.069122,0.722517,0.005473,0.048609,0.000832,0.013536,0.000384,0.001568,0.001184,0.000352,1.216292
0.395244,0.017856,0.123428,0.527952,0.069538,0.725014,0.005472,0.048097,0.000800,0.013473,0.000416,0.001568,0.001056,0.000352,1.216036
0.395020,0.017793,0.135524,0.524335,0.077442,0.741045,0.005568,0.049505,0.000832,0.013473,0.000416,0.001504,0.001184,0.000352,1.234213
0.395116,0.017824,0.134340,0.510960,0.069634,0.718742,0.005504,0.048673,0.000864,0.013505,0.000416,0.001504,0.001120,0.000608,1.210884
0.394700,0.017824,0.132868,0.510383,0.072162,0.718902,0.005312,0.049281,0.001088,0.013505,0.000448,0.001376,0.001088,0.000576,1.211620
0.414220,0.017696,0.137828,0.526512,0.079554,0.747830,0.005920,0.048482,0.000832,0.013568,0.000416,0.001504,0.001088,0.000352,1.259397
0.394475,0.017761,0.128452,0.511951,0.067490,0.711637,0.005248,0.049122,0.000832,0.013600,0.000352,0.001536,0.001184,0.000352,1.203171
0.394315,0.017921,0.136676,0.513903,0.072034,0.726837,0.009793,0.048577,0.000832,0.013441,0.000384,0.001472,0.001056,0.000352,1.222372
0.395468,0.017729,0.140228,0.513551,0.072802,0.730517,0.009665,0.048513,0.000864,0.013472,0.000384,0.001409,0.001120,0.000576,1.228005
0.396076,0.017569,0.134468,0.513423,0.075426,0.727029,0.011456,0.048994,0.000832,0.013408,0.000352,0.001440,0.001056,0.000384,1.226309
0.395148,0.017728,0.140292,0.531344,0.075234,0.751383,0.005376,0.051201,0.000864,0.013633,0.000384,0.001504,0.001312,0.000384,1.246821
0.395884,0.017760,0.131620,0.513423,0.070786,0.719862,0.005344,0.051361,0.000832,0.013505,0.000384,0.001408,0.001184,0.000352,1.215620
0.395020,0.017537,0.129347,0.511599,0.069698,0.714581,0.005440,0.049921,0.000864,0.013536,0.000384,0.001376,0.001280,0.000384,1.208164
0.395052,0.017537,0.141700,0.512879,0.068610,0.726901,0.005376,0.048418,0.000864,0.013536,0.000384,0.001440,0.001152,0.000577,1.219077
0.395916,0.017889,0.145892,0.526896,0.071906,0.748694,0.005600,0.049281,0.001056,0.013793,0.000352,0.001792,0.002464,0.000544,1.246661
0.395340,0.017568,0.138596,0.513903,0.071906,0.728310,0.005344,0.048514,0.000896,0.014368,0.000384,0.001536,0.001088,0.000576,1.221700
0.395531,0.017505,0.139364,0.514479,0.071651,0.729078,0.005472,0.048065,0.000992,0.013601,0.000384,0.001536,0.001120,0.000352,1.221252
0.394700,0.017760,0.136932,0.527248,0.071778,0.739830,0.005408,0.049538,0.000832,0.013472,0.000416,0.001472,0.001024,0.000352,1.232773
0.394924,0.017664,0.137476,0.528016,0.075714,0.745462,0.005664,0.049666,0.000800,0.013632,0.000448,0.001504,0.001120,0.000640,1.240197
0.394891,0.017537,0.135364,0.512111,0.070370,0.721621,0.005568,0.049090,0.000768,0.013696,0.000384,0.001568,0.001184,0.000384,1.214211
0.394924,0.017600,0.135620,0.513360,0.070626,0.723318,0.005440,0.048961,0.001056,0.013441,0.000448,0.001504,0.001184,0.000384,1.215652
0.394700,0.017409,0.134980,0.529839,0.086947,0.756022,0.005568,0.048226,0.000640,0.013504,0.000384,0.001536,0.001152,0.000448,1.247109
0.395243,0.017441,0.134532,0.514287,0.072162,0.724661,0.005312,0.048258,0.000608,0.013440,0.000384,0.001536,0.001024,0.000577,1.216356
0.395275,0.017473,0.124164,0.512783,0.069634,0.710453,0.005344,0.048610,0.000800,0.013600,0.000384,0.001504,0.001152,0.000384,1.202787
0.414284,0.017505,0.140484,0.523120,0.076770,0.744310,0.005856,0.047778,0.000864,0.013504,0.000416,0.001536,0.001024,0.000576,1.255205
0.395179,0.017505,0.128548,0.514799,0.067810,0.715317,0.005472,0.048962,0.000832,0.013440,0.000384,0.001440,0.001216,0.000384,1.207779
0.394508,0.017504,0.139652,0.513424,0.069602,0.726486,0.005408,0.048513,0.000832,0.013409,0.000384,0.001536,0.001184,0.000448,1.217476
0.395436,0.017312,0.135172,0.514192,0.067586,0.720758,0.005312,0.049857,0.000800,0.013761,0.000480,0.001440,0.001088,0.000352,1.214692
0.395372,0.017729,0.137316,0.513135,0.069762,0.723893,0.005408,0.048578,0.000832,0.013440,0.000352,0.001472,0.001184,0.000352,1.217412
0.395564,0.017696,0.131652,0.530768,0.087554,0.754102,0.005665,0.048641,0.000864,0.013505,0.000352,0.001440,0.001152,0.000352,1.247141
0.395243,0.017825,0.135780,0.514223,0.075203,0.729334,0.005312,0.048577,0.000832,0.013473,0.000384,0.001440,0.001088,0.000576,1.221892
0.394828,0.017376,0.135011,0.512815,0.068194,0.719798,0.005120,0.048897,0.000832,0.013409,0.000416,0.001440,0.001184,0.000384,1.210788
0.412044,0.017504,0.123812,0.526703,0.068642,0.722517,0.005313,0.048769,0.000800,0.013441,0.000384,0.001472,0.000992,0.000352,1.231653
0.396619,0.017473,0.144996,0.513584,0.068834,0.730902,0.005440,0.049057,0.000864,0.013441,0.000416,0.001440,0.001088,0.000384,1.224452
0.394604,0.017600,0.154853,0.512687,0.067426,0.738326,0.005376,0.049026,0.000832,0.013408,0.000416,0.001440,0.000992,0.000352,1.229796
0.394987,0.017601,0.132484,0.512847,0.067394,0.716373,0.005408,0.048642,0.001056,0.013440,0.000384,0.001440,0.001088,0.000384,1.208387
0.394092,0.017824,0.134916,0.513039,0.068226,0.719829,0.005441,0.048225,0.000672,0.013441,0.000384,0.001472,0.001088,0.000416,1.210180
0.395852,0.017248,0.139204,0.544785,0.085538,0.773431,0.005152,0.047842,0.000864,0.013408,0.000384,0.001472,0.001088,0.000352,1.264773
0.396875,0.017984,0.135108,0.510415,0.067746,0.717269,0.005504,0.050658,0.001024,0.013408,0.000416,0.001537,0.001152,0.000384,1.214532
0.395628,0.017280,0.130724,0.511503,0.069186,0.715029,0.005409,0.048801,0.000800,0.013408,0.000416,0.001536,0.001088,0.000352,1.207300
0.395820,0.017472,0.130212,0.526672,0.075394,0.736054,0.005216,0.050882,0.000896,0.013600,0.000352,0.001440,0.001184,0.000864,1.231204
0.394923,0.017313,0.129220,0.512591,0.067330,0.712917,0.009632,0.048450,0.000832,0.013472,0.000352,0.001472,0.001056,0.000384,1.207844
0.394412,0.017601,0.131268,0.513167,0.068578,0.716501,0.005344,0.048930,0.000768,0.013440,0.000416,0.001504,0.001120,0.000352,1.208196
0.410508,0.017761,0.132228,0.512559,0.068098,0.716565,0.005312,0.048482,0.000832,0.013440,0.000416,0.001504,0.001056,0.000384,1.223620
0.395020,0.017601,0.136772,0.524815,0.069026,0.734037,0.005409,0.048321,0.000832,0.013473,0.000416,0.001472,0.001120,0.000384,1.225573
0.394604,0.017536,0.122788,0.513743,0.066402,0.706325,0.005568,0.048098,0.000864,0.013472,0.000416,0.001440,0.001088,0.000576,1.197283
0.394635,0.017472,0.131268,0.511727,0.067554,0.714133,0.005472,0.048322,0.000896,0.013408,0.000416,0.001440,0.001152,0.000352,1.204899
0.394924,0.017537,0.133507,0.513039,0.066466,0.716533,0.005216,0.047681,0.000800,0.013377,0.000448,0.001440,0.001088,0.000384,1.207492
0.395628,0.017761,0.129795,0.530544,0.088643,0.753174,0.005440,0.050658,0.000832,0.013472,0.000384,0.001504,0.001056,0.000384,1.248133
0.394796,0.017440,0.129764,0.511887,0.066209,0.711670,0.005184,0.047905,0.000864,0.013441,0.000416,0.001504,0.001152,0.000448,1.202852
0.395404,0.017568,0.119492,0.522607,0.067330,0.713397,0.012641,0.048065,0.000864,0.013441,0.000416,0.001472,0.001056,0.000608,1.212836
0.395404,0.017665,0.136100,0.526991,0.073442,0.740629,0.005505,0.047937,0.000896,0.013441,0.000416,0.001504,0.001216,0.000352,1.232517
0.394507,0.017696,0.139588,0.512783,0.069794,0.726038,0.005472,0.051201,0.001056,0.013441,0.000416,0.001472,0.001120,0.000352,1.221540
0.394860,0.017569,0.130243,0.522224,0.068258,0.724405,0.005536,0.048738,0.000864,0.013472,0.000384,0.001536,0.001120,0.000384,1.217124
0.411468,0.017728,0.138180,0.521424,0.068546,0.731702,0.005568,0.048514,0.000832,0.013504,0.000384,0.001536,0.001184,0.000352,1.240388
0.395979,0.017665,0.132164,0.512335,0.071778,0.719733,0.012001,0.049153,0.000832,0.013825,0.000384,0.001536,0.001120,0.000416,1.220004
0.394348,0.017568,0.123236,0.513167,0.069122,0.709237,0.005408,0.048738,0.000832,0.013568,0.000416,0.001568,0.001153,0.000384,1.200356
0.395212,0.017729,0.131684,0.513327,0.068802,0.717621,0.005376,0.048801,0.000800,0.013376,0.000384,0.001536,0.001120,0.000576,1.210596
0.394956,0.017729,0.135300,0.513359,0.069858,0.722325,0.005408,0.048962,0.000864,0.013472,0.000384,0.001536,0.001216,0.000320,1.215908
0.394700,0.017793,0.144388,0.529520,0.082722,0.760886,0.005440,0.048610,0.000832,0.013504,0.000384,0.001440,0.001184,0.000384,1.252902
0.395403,0.017504,0.143332,0.512784,0.068770,0.728566,0.005440,0.048129,0.000832,0.013441,0.000320,0.001600,0.001216,0.000352,1.220516
0.394860,0.017697,0.137380,0.525295,0.068482,0.735029,0.005376,0.051010,0.000896,0.013440,0.000352,0.001536,0.001153,0.000544,1.229285
0.394860,0.017792,0.160549,0.538928,0.068674,0.772951,0.005440,0.049602,0.001024,0.013440,0.000416,0.001440,0.001024,0.000384,1.266469
0.394763,0.017921,0.126116,0.512175,0.067234,0.709397,0.005376,0.048705,0.000864,0.013441,0.000416,0.001536,0.001216,0.000352,1.201699
0.395084,0.017441,0.138116,0.517487,0.069218,0.728821,0.005248,0.048834,0.000896,0.013440,0.000384,0.001536,0.001088,0.000384,1.220964
0.409996,0.017601,0.125283,0.510608,0.068418,0.708117,0.005440,0.050529,0.000832,0.013473,0.000352,0.001504,0.001152,0.000352,1.216932
0.394956,0.017537,0.133092,0.525775,0.069314,0.731925,0.009697,0.048737,0.000896,0.013472,0.000384,0.001472,0.000992,0.000352,1.227941
0.395404,0.017537,0.123587,0.525520,0.090083,0.743958,0.005312,0.050465,0.000832,0.013441,0.000416,0.001408,0.000992,0.000608,1.239077
0.395724,0.017952,0.134660,0.514191,0.070050,0.723253,0.005696,0.048482,0.000864,0.013440,0.000384,0.001536,0.001184,0.000384,1.217156
0.395852,0.017505,0.124899,0.512592,0.067682,0.709013,0.005440,0.048737,0.000832,0.013633,0.000384,0.001472,0.001088,0.000608,1.202436
0.394284,0.017472,0.129251,0.529520,0.075874,0.738902,0.005601,0.049921,0.000864,0.013472,0.000416,0.001505,0.001216,0.000352,1.231333
0.394763,0.017728,0.137860,0.513871,0.070723,0.726742,0.005952,0.050593,0.000896,0.013441,0.000384,0.001504,0.000992,0.000384,1.221284
0.394572,0.017729,0.136996,0.513583,0.070690,0.725141,0.005504,0.048450,0.000832,0.013408,0.000384,0.001472,0.001216,0.000320,1.216548
0.412140,0.017536,0.135076,0.512367,0.068386,0.719574,0.005408,0.048417,0.001056,0.013441,0.000384,0.001408,0.000992,0.000928,1.228932
0.394476,0.017856,0.133444,0.510704,0.069250,0.717302,0.005440,0.048673,0.000864,0.013473,0.000384,0.001408,0.001152,0.000384,1.208996
0.394828,0.017473,0.133571,0.510895,0.071938,0.719893,0.005920,0.048225,0.000864,0.013408,0.000416,0.001504,0.001056,0.000384,1.211620
0.394956,0.017632,0.161861,0.513871,0.068930,0.748406,0.005377,0.051617,0.000864,0.013441,0.000384,0.001536,0.001120,0.000384,1.244101
0.394924,0.017728,0.138532,0.514640,0.072898,0.729878,0.005504,0.048545,0.000832,0.013536,0.000352,0.001536,0.001152,0.000352,1.223204
0.395884,0.017601,0.136068,0.532912,0.078626,0.751286,0.005472,0.049026,0.000832,0.013408,0.000384,0.001472,0.001216,0.000608,1.245157
0.395116,0.017632,0.127172,0.511919,0.069058,0.711829,0.005376,0.048354,0.000832,0.013408,0.000416,0.001440,0.001184,0.000384,1.203524
0.394955,0.017601,0.136772,0.512751,0.068802,0.722069,0.005248,0.048097,0.000832,0.013440,0.000384,0.001440,0.001121,0.000352,1.213348
0.395531,0.017441,0.137284,0.523984,0.077506,0.743190,0.005472,0.049762,0.000864,0.013440,0.000352,0.001408,0.001152,0.000416,1.237348
0.395180,0.017312,0.135364,0.513135,0.068706,0.721078,0.005440,0.048673,0.000864,0.013569,0.000416,0.001408,0.001088,0.000352,1.212900
0.395019,0.017729,0.138244,0.514639,0.072323,0.728950,0.005632,0.048321,0.000864,0.013825,0.000384,0.001504,0.001440,0.000384,1.222180
0.412140,0.017984,0.139205,0.515951,0.076962,0.736534,0.005728,0.048706,0.000896,0.013792,0.000352,0.001632,0.001216,0.000417,1.248261
0.395916,0.017600,0.132548,0.512431,0.069955,0.718678,0.005280,0.048833,0.001088,0.014241,0.000384,0.001568,0.001248,0.000384,1.212740
0.395532,0.017409,0.128419,0.526256,0.067938,0.726325,0.005312,0.066050,0.000928,0.013857,0.000384,0.001728,0.001088,0.000576,1.238213
0.395436,0.017601,0.133572,0.511599,0.067746,0.717109,0.005536,0.048193,0.000832,0.014305,0.000416,0.001472,0.001152,0.000416,1.210948
0.395020,0.017825,0.141188,0.513327,0.070530,0.729013,0.005472,0.048450,0.000864,0.013952,0.000384,0.001440,0.001216,0.000385,1.222245
0.395468,0.017856,0.134916,0.529680,0.088835,0.757303,0.005280,0.048673,0.000832,0.014113,0.000384,0.001536,0.001280,0.000320,1.250821
0.395883,0.017601,0.130372,0.512655,0.067906,0.714293,0.005216,0.048578,0.000800,0.013632,0.000416,0.001504,0.001312,0.000320,1.206755
0.395052,0.017249,0.139300,0.514479,0.069922,0.727477,0.005440,0.049442,0.000800,0.013664,0.000416,0.001568,0.001184,0.000288,1.220164
0.420140,0.017473,0.155332,0.526704,0.068194,0.753974,0.005312,0.051970,0.000608,0.013536,0.000416,0.001504,0.001120,0.000352,1.273701
0.394859,0.017473,0.135716,0.511343,0.067714,0.718517,0.005248,0.051202,0.000608,0.013568,0.000384,0.001472,0.001120,0.000352,1.212483
0.394284,0.017825,0.132580,0.510991,0.066978,0.714613,0.005472,0.047745,0.000608,0.013537,0.000384,0.001440,0.000992,0.000384,1.204452
0.395084,0.017792,0.120548,0.522831,0.066850,0.713685,0.005344,0.047490,0.000768,0.013440,0.000384,0.001472,0.001056,0.000384,1.203747
0.395020,0.017408,0.107171,0.523600,0.073282,0.708501,0.012257,0.047489,0.000640,0.013504,0.000416,0.001440,0.000928,0.000385,1.205924
0.395180,0.017953,0.121155,0.528720,0.071970,0.726645,0.011873,0.047873,0.000896,0.013697,0.000448,0.001408,0.001056,0.000352,1.226213
0.394507,0.017120,0.131140,0.522255,0.072291,0.729430,0.005568,0.048641,0.001056,0.013633,0.000384,0.001504,0.001312,0.000352,1.220964
0.395404,0.017824,0.157221,0.526416,0.069858,0.758487,0.006784,0.048033,0.000832,0.013473,0.000384,0.001472,0.000928,0.000352,1.252645
0.394508,0.017280,0.120004,0.529552,0.072194,0.725878,0.005248,0.048578,0.000896,0.013440,0.000352,0.001376,0.001088,0.000384,1.217060
0.394476,0.017696,0.110820,0.514735,0.069954,0.699573,0.006784,0.048322,0.000800,0.013472,0.000384,0.001504,0.000896,0.000384,1.191875
0.394764,0.017280,0.120292,0.523503,0.072034,0.719670,0.006880,0.048065,0.000832,0.013473,0.000448,0.001408,0.001024,0.000416,1.211972
0.411180,0.017505,0.125251,0.526800,0.070306,0.726357,0.005504,0.047874,0.000864,0.013504,0.000384,0.001472,0.000960,0.000288,1.232836
0.396940,0.017793,0.123843,0.512528,0.067970,0.709429,0.005472,0.048257,0.000832,0.013665,0.000384,0.001536,0.000928,0.000352,1.202436
0.394540,0.018048,0.136708,0.528720,0.066530,0.736054,0.005504,0.047682,0.000736,0.013952,0.000384,0.001376,0.001088,0.000352,1.227108
0.395052,0.017313,0.113859,0.519311,0.069858,0.706644,0.005313,0.048673,0.000800,0.013601,0.000384,0.001472,0.000960,0.000352,1.197636
0.395563,0.017761,0.135620,0.524304,0.070082,0.734102,0.005440,0.051201,0.000832,0.013440,0.000384,0.001504,0.001216,0.000352,1.229924
0.396267,0.017697,0.124548,0.531823,0.099394,0.760183,0.006464,0.048577,0.000864,0.013889,0.000384,0.001472,0.001024,0.000384,1.255141
0.395532,0.017696,0.134756,0.513263,0.068546,0.720406,0.005440,0.048161,0.000832,0.013825,0.000384,0.001504,0.001120,0.000352,1.212868
0.395340,0.017568,0.126852,0.523983,0.068771,0.723126,0.005376,0.048257,0.000832,0.013441,0.000352,0.001504,0.001024,0.000416,1.215332
0.394891,0.017633,0.117923,0.547089,0.087746,0.757142,0.011457,0.048097,0.000992,0.013601,0.000416,0.001440,0.001152,0.000384,1.255269
0.395563,0.017601,0.126692,0.528879,0.070082,0.729557,0.005377,0.048833,0.000864,0.013569,0.000352,0.001504,0.000864,0.000352,1.221156
0.394604,0.018177,0.123011,0.524592,0.066786,0.718613,0.012160,0.048098,0.000864,0.013472,0.000384,0.001376,0.000992,0.000320,1.216548
0.414444,0.017473,0.142596,0.526960,0.070050,0.743510,0.005344,0.048545,0.000832,0.013473,0.000384,0.001792,0.001184,0.000384,1.255877
0.396492,0.017760,0.143653,0.517839,0.071650,0.736918,0.005568,0.049410,0.000992,0.013664,0.000608,0.001760,0.001984,0.000576,1.234724
0.395851,0.017633,0.143012,0.515408,0.070306,0.732982,0.005568,0.067330,0.000960,0.014528,0.000448,0.001600,0.001345,0.000384,1.249733
0.395212,0.017633,0.126083,0.511216,0.070178,0.711477,0.005824,0.050081,0.000832,0.013761,0.000480,0.001472,0.001408,0.000416,1.207108
0.394828,0.017760,0.132452,0.513711,0.069954,0.719509,0.005217,0.048193,0.000864,0.013568,0.000385,0.001472,0.001184,0.000384,1.211492
0.395884,0.017569,0.132868,0.535183,0.089667,0.761718,0.005536,0.048642,0.000832,0.013472,0.000384,0.001472,0.001216,0.000384,1.254821
0.395372,0.017504,0.135396,0.511375,0.068258,0.718709,0.005473,0.048801,0.000832,0.013441,0.000384,0.001472,0.001120,0.000384,1.211204
0.395468,0.017697,0.134244,0.526383,0.069986,0.734837,0.005537,0.048769,0.000832,0.013601,0.000480,0.001600,0.001088,0.000576,1.228997
0.411180,0.017728,0.143109,0.527471,0.070818,0.745270,0.005441,0.048897,0.000864,0.013856,0.000416,0.001537,0.001120,0.000608,1.255077
0.395564,0.017729,0.138020,0.514031,0.070402,0.726581,0.005472,0.049314,0.000832,0.013568,0.000416,0.001536,0.001216,0.000576,1.220548
0.395276,0.017505,0.138692,0.510575,0.070402,0.723669,0.007808,0.048258,0.000832,0.013472,0.000384,0.001504,0.001216,0.000384,1.219044
0.395116,0.017792,0.138885,0.525935,0.078402,0.746903,0.005504,0.049473,0.000800,0.013697,0.000416,0.001504,0.001184,0.000608,1.240357
0.395275,0.017824,0.138724,0.510831,0.068258,0.721493,0.005569,0.048641,0.000800,0.013633,0.000352,0.001504,0.001152,0.000416,1.215684
0.395084,0.017665,0.120611,0.540144,0.080451,0.745558,0.005728,0.048801,0.000864,0.013505,0.000384,0.001472,0.001184,0.000480,1.238949
0.395020,0.017536,0.140388,0.514672,0.069890,0.728982,0.005504,0.048737,0.000929,0.013536,0.000384,0.001440,0.001248,0.000352,1.222564
0.394956,0.018048,0.140164,0.526000,0.070402,0.740310,0.005600,0.051586,0.000832,0.013536,0.000352,0.001504,0.001216,0.000640,1.236324
0.412716,0.017601,0.140964,0.526704,0.068834,0.740086,0.005408,0.048801,0.001024,0.013505,0.000384,0.001440,0.001184,0.000448,1.250821
0.395020,0.017569,0.148484,0.512687,0.071010,0.736342,0.005632,0.048961,0.000896,0.013473,0.000416,0.001536,0.001280,0.000384,1.228933
0.395948,0.017569,0.140580,0.513743,0.070786,0.729077,0.005313,0.048385,0.000832,0.013472,0.000384,0.001537,0.001312,0.000576,1.222117
0.395947,0.017569,0.138340,0.512175,0.069570,0.723797,0.005473,0.048257,0.000864,0.013664,0.000449,0.001440,0.001280,0.000480,1.217316
0.395755,0.017697,0.125796,0.511887,0.068514,0.710133,0.005536,0.048097,0.000832,0.013440,0.000384,0.001376,0.001312,0.000384,1.202819
0.395371,0.017473,0.135844,0.541680,0.077570,0.759062,0.005601,0.048385,0.000864,0.013440,0.000352,0.001408,0.001216,0.000672,1.251877
0.395532,0.017344,0.122436,0.511503,0.069058,0.706997,0.005344,0.049250,0.000800,0.013472,0.000448,0.001472,0.001120,0.000352,1.199940
0.395468,0.017536,0.130372,0.511951,0.070594,0.716885,0.005601,0.048257,0.000832,0.013409,0.000352,0.001504,0.001248,0.000384,1.210340
0.395947,0.017793,0.150948,0.526480,0.069890,0.750742,0.005184,0.048578,0.000832,0.013664,0.000416,0.001408,0.001248,0.000640,1.244132
0.395116,0.017568,0.139877,0.514479,0.070530,0.728918,0.005728,0.048514,0.000864,0.013792,0.000416,0.001472,0.001280,0.000384,1.221988
0.395788,0.017601,0.139748,0.515279,0.070210,0.729365,0.005601,0.049121,0.000928,0.013696,0.000384,0.001472,0.001280,0.000384,1.225413
0.395148,0.017569,0.141188,0.528463,0.075907,0.749750,0.005728,0.049441,0.001088,0.013665,0.000384,0.001504,0.001184,0.000448,1.244421
0.395307,0.018017,0.139940,0.514351,0.068867,0.727062,0.005536,0.048769,0.000832,0.013537,0.000416,0.001472,0.001152,0.000384,1.220516
0.395052,0.017632,0.137540,0.530255,0.086339,0.758391,0.005600,0.048770,0.000832,0.013664,0.000352,0.001472,0.001184,0.000384,1.251525
0.394987,0.017633,0.134596,0.513071,0.067970,0.719637,0.005408,0.048354,0.001024,0.013472,0.000352,0.001504,0.001184,0.000352,1.212483
0.394988,0.017792,0.141124,0.513168,0.068258,0.726646,0.005312,0.049217,0.000832,0.013665,0.000416,0.001472,0.001184,0.000416,1.220100
0.395595,0.017345,0.160069,0.535823,0.070723,0.770519,0.009632,0.048449,0.000832,0.013409,0.000384,0.001408,0.001056,0.000352,1.266629
0.394732,0.017825,0.141540,0.513711,0.070306,0.730069,0.005633,0.048769,0.000800,0.013408,0.000416,0.001472,0.001121,0.000352,1.223173
0.395724,0.017888,0.121028,0.512047,0.069794,0.706773,0.005505,0.051137,0.000864,0.013537,0.000352,0.001440,0.001056,0.000576,1.202916
0.411212,0.017633,0.140452,0.527504,0.069858,0.741590,0.005408,0.048801,0.000800,0.013537,0.000416,0.001440,0.001216,0.000384,1.250213
