Layer[0],Layer[1],IN[2],INFER[2-6],OUT[6],TEE[2-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.395692,0.017729,0.137220,0.585073,0.064610,0.790775,0.000704,0.002848,0.001312,0.000384,1.215716
0.396140,0.017665,0.134340,0.602450,0.098435,0.839033,0.001024,0.002848,0.001280,0.000384,1.264806
0.395596,0.017824,0.138372,0.583666,0.072674,0.798392,0.000704,0.002656,0.001344,0.000384,1.222724
0.395660,0.017729,0.139076,0.584881,0.067490,0.794679,0.000704,0.002656,0.001376,0.000352,1.219236
0.396459,0.017761,0.129860,0.599409,0.078146,0.811896,0.000800,0.002912,0.001344,0.000352,1.239076
0.396619,0.017569,0.138020,0.585329,0.070882,0.797848,0.000768,0.002880,0.001280,0.000384,1.223684
0.396172,0.017920,0.116132,0.588049,0.072098,0.780695,0.000705,0.002848,0.001248,0.000352,1.206052
0.415180,0.017665,0.138436,0.596626,0.069762,0.808536,0.000704,0.003008,0.001280,0.000384,1.253925
0.396524,0.017504,0.136677,0.585937,0.066018,0.792696,0.000768,0.002912,0.001312,0.000384,1.217764
0.396268,0.018144,0.124228,0.584465,0.070370,0.782647,0.000672,0.002784,0.001344,0.000416,1.207972
0.396044,0.017568,0.129796,0.582770,0.069986,0.786104,0.000768,0.002560,0.001280,0.000384,1.210532
0.396044,0.017664,0.134404,0.592946,0.066466,0.797656,0.000736,0.002688,0.001248,0.000352,1.222212
0.395468,0.017920,0.132804,0.611858,0.093987,0.842201,0.001056,0.002784,0.001120,0.000352,1.266565
0.395436,0.017665,0.133252,0.581169,0.066562,0.784727,0.000704,0.002688,0.001248,0.000320,1.208964
0.395660,0.017600,0.135396,0.582514,0.071298,0.792984,0.000768,0.002688,0.001312,0.000416,1.217764
0.426317,0.017568,0.138693,0.591697,0.065538,0.799224,0.000800,0.002848,0.001344,0.000416,1.254181
0.395467,0.017633,0.112227,0.591378,0.062850,0.771575,0.000800,0.002784,0.001376,0.000448,1.196035
0.395660,0.017760,0.137188,0.584594,0.065826,0.791224,0.000768,0.002784,0.001280,0.000416,1.217444
0.395691,0.017633,0.136484,0.582993,0.066082,0.789079,0.000768,0.002624,0.001312,0.000480,1.213380
0.396620,0.017665,0.135524,0.585521,0.064898,0.789271,0.000672,0.002656,0.001312,0.000448,1.214852
0.395852,0.017889,0.131268,0.594865,0.082723,0.813240,0.000640,0.002272,0.001216,0.000352,1.237061
0.395948,0.018112,0.127460,0.581201,0.065954,0.778263,0.000704,0.002656,0.001248,0.000449,1.203684
0.396076,0.017696,0.131748,0.593522,0.067170,0.795896,0.001056,0.002560,0.001280,0.000384,1.221316
0.395468,0.017632,0.135460,0.601202,0.076578,0.817689,0.000800,0.002560,0.001344,0.000480,1.242565
0.396236,0.017889,0.144036,0.594642,0.069730,0.811832,0.000800,0.002816,0.001312,0.000448,1.239365
0.395916,0.017537,0.136548,0.583025,0.066594,0.789623,0.000768,0.002816,0.001312,0.000352,1.214596
0.411757,0.017728,0.122596,0.591281,0.065154,0.783959,0.000736,0.002689,0.001376,0.000448,1.225093
0.396236,0.017856,0.139172,0.595025,0.070018,0.807991,0.000736,0.003393,0.001248,0.000416,1.234725
0.395628,0.017568,0.135940,0.583217,0.089442,0.812504,0.000992,0.002944,0.001248,0.000384,1.238244
0.399339,0.018240,0.208390,0.593810,0.067682,0.874586,0.001216,0.003840,0.003008,0.000608,1.311366
0.396812,0.017633,0.132068,0.585425,0.069666,0.791255,0.000928,0.002944,0.001728,0.000416,1.218404
0.395691,0.017568,0.155141,0.590001,0.066850,0.818232,0.001152,0.002752,0.001120,0.000449,1.245093
0.395244,0.017696,0.136612,0.595377,0.064770,0.800311,0.000672,0.003072,0.001152,0.000384,1.224612
0.394379,0.017761,0.135044,0.593073,0.064482,0.795959,0.000672,0.002689,0.001248,0.000320,1.219236
0.411020,0.017984,0.135652,0.591986,0.065154,0.796184,0.000672,0.003904,0.001152,0.000384,1.237892
0.394988,0.017696,0.138052,0.593298,0.064386,0.799192,0.001024,0.003360,0.001152,0.000384,1.224036
0.394603,0.017825,0.134852,0.599666,0.085026,0.823320,0.000736,0.003968,0.001248,0.000416,1.248676
0.395787,0.017697,0.135620,0.585393,0.064962,0.789559,0.000768,0.003968,0.001472,0.000352,1.216355
0.394956,0.017601,0.133636,0.585233,0.064482,0.786903,0.000736,0.004064,0.001120,0.000384,1.210948
0.395179,0.017728,0.156613,0.602610,0.075842,0.838841,0.000704,0.003936,0.001184,0.000384,1.263717
0.394860,0.017793,0.120323,0.585137,0.068130,0.776918,0.000928,0.005184,0.001248,0.000384,1.203556
0.394636,0.017601,0.131748,0.585649,0.071234,0.791863,0.000672,0.004000,0.001120,0.000416,1.217060
0.414476,0.017824,0.140389,0.595057,0.068002,0.808440,0.001056,0.003296,0.001120,0.000384,1.252838
0.395115,0.017697,0.134916,0.585233,0.067042,0.790807,0.000800,0.003968,0.001216,0.000448,1.216004
0.395243,0.017985,0.140100,0.585298,0.072482,0.801880,0.000736,0.003264,0.001312,0.000384,1.246917
0.395404,0.017729,0.135108,0.584657,0.066210,0.789463,0.000736,0.004800,0.000992,0.000352,1.215492
0.395212,0.017888,0.138372,0.586545,0.066306,0.794488,0.000736,0.005376,0.001248,0.000384,1.221028
0.395275,0.017824,0.123300,0.604466,0.081314,0.813208,0.000768,0.003104,0.001280,0.000416,1.238980
0.396300,0.017568,0.132004,0.584466,0.067618,0.787480,0.001120,0.005088,0.001184,0.000352,1.214084
0.396012,0.017569,0.132324,0.595249,0.072546,0.803863,0.000672,0.005057,0.001216,0.000384,1.231045
0.395212,0.017793,0.147844,0.592658,0.064802,0.808984,0.000672,0.003104,0.001216,0.000352,1.234181
0.394796,0.017601,0.124067,0.594066,0.063906,0.785559,0.000704,0.004832,0.001184,0.000416,1.210948
0.394923,0.018017,0.131876,0.582385,0.064546,0.782071,0.000800,0.003072,0.001280,0.000448,1.206147
0.413356,0.017728,0.131492,0.592050,0.069378,0.796888,0.001152,0.003104,0.001248,0.000352,1.240773
0.395596,0.017856,0.132932,0.593714,0.069346,0.799736,0.000736,0.002720,0.001280,0.000352,1.225604
0.435437,0.017632,0.135844,0.600946,0.083171,0.823833,0.001056,0.003200,0.001344,0.000448,1.289158
0.394827,0.018049,0.135524,0.585489,0.065090,0.789399,0.000768,0.003136,0.001280,0.000416,1.213987
0.395020,0.017792,0.132772,0.584050,0.066434,0.786872,0.000768,0.005472,0.001248,0.000352,1.213540
0.394859,0.017632,0.124292,0.600978,0.079554,0.808760,0.000672,0.003488,0.001376,0.000480,1.233828
0.395212,0.017664,0.131364,0.583505,0.065762,0.784055,0.000800,0.004673,0.001120,0.000448,1.209604
0.395308,0.017825,0.136516,0.582609,0.065378,0.787927,0.000768,0.004768,0.001120,0.000352,1.213988
0.412909,0.017696,0.122084,0.591121,0.065378,0.784119,0.000800,0.002560,0.001249,0.000352,1.226021
0.395660,0.017665,0.132260,0.585425,0.067074,0.788503,0.000864,0.005440,0.001248,0.000512,1.216164
0.394412,0.017857,0.134916,0.583729,0.070690,0.792471,0.000768,0.002912,0.001344,0.000384,1.216228
0.395179,0.018081,0.137476,0.583889,0.066882,0.791831,0.000832,0.004096,0.001056,0.000448,1.217860
0.395180,0.017952,0.135908,0.581490,0.065890,0.787000,0.000736,0.004800,0.001120,0.000544,1.213316
0.395339,0.017696,0.130212,0.599378,0.075490,0.809304,0.000800,0.003104,0.001312,0.000512,1.235236
0.395148,0.017825,0.131108,0.593745,0.067842,0.796343,0.000736,0.003392,0.001152,0.000448,1.220645
0.394796,0.017504,0.118148,0.582897,0.065090,0.769687,0.000768,0.004864,0.001120,0.000384,1.195011
0.395532,0.017985,0.153092,0.609106,0.072194,0.840057,0.000832,0.003200,0.001280,0.000416,1.265478
0.394923,0.017665,0.132516,0.593777,0.065602,0.794967,0.000800,0.005153,0.001152,0.000352,1.221060
0.395339,0.017856,0.133348,0.593170,0.066370,0.796344,0.000736,0.004800,0.001248,0.000352,1.222532
0.413836,0.017825,0.123555,0.592466,0.065858,0.785239,0.000704,0.005120,0.001024,0.000448,1.230052
0.395276,0.017696,0.123299,0.591538,0.065090,0.783575,0.000768,0.002912,0.001344,0.000384,1.208100
0.395980,0.017600,0.138436,0.611442,0.081603,0.835321,0.000736,0.002528,0.001056,0.000448,1.260389
0.395500,0.017984,0.126628,0.586289,0.068258,0.784919,0.000801,0.003296,0.001280,0.000384,1.210116
0.395212,0.017857,0.139652,0.587217,0.067138,0.797591,0.000768,0.005312,0.001472,0.000384,1.225381
0.394860,0.017665,0.131972,0.602641,0.083747,0.822168,0.000800,0.003168,0.001440,0.000384,1.246597
0.395723,0.017953,0.136324,0.583537,0.065058,0.788439,0.000736,0.004705,0.001504,0.000384,1.215236
0.395244,0.017697,0.130531,0.583506,0.065442,0.782775,0.000672,0.003136,0.001248,0.000448,1.207396
0.411436,0.017920,0.141765,0.582353,0.064386,0.792152,0.000832,0.005152,0.001216,0.000384,1.236068
0.394828,0.017568,0.135012,0.585426,0.065122,0.789400,0.000832,0.003072,0.001216,0.000384,1.213572
0.395628,0.017952,0.132548,0.596050,0.067586,0.799544,0.000800,0.003104,0.001344,0.000384,1.224964
0.395372,0.017857,0.125891,0.584401,0.071458,0.785047,0.000768,0.002656,0.001184,0.000448,1.209860
0.395531,0.017568,0.134244,0.581393,0.069026,0.788439,0.000832,0.005249,0.001344,0.000384,1.214916
0.395148,0.017600,0.110051,0.601265,0.079843,0.794840,0.000832,0.005216,0.001024,0.000384,1.220708
0.394988,0.017696,0.111364,0.598609,0.066210,0.779447,0.000768,0.003329,0.001056,0.000352,1.203044
0.394988,0.017824,0.108260,0.593425,0.067842,0.772983,0.000896,0.005408,0.001056,0.000384,1.199300
0.394827,0.017601,0.128772,0.605202,0.068194,0.806008,0.000800,0.003264,0.001024,0.000320,1.229828
0.395756,0.017408,0.106467,0.593234,0.063298,0.766167,0.000832,0.005184,0.000960,0.000416,1.192003
0.395116,0.017665,0.121091,0.594482,0.065922,0.785591,0.000864,0.003712,0.000928,0.000320,1.211140
0.415917,0.018240,0.144677,0.593681,0.069346,0.811384,0.000800,0.003232,0.001248,0.000352,1.258502
0.395212,0.018048,0.137412,0.584082,0.067522,0.792920,0.000736,0.002784,0.001280,0.000512,1.217860
0.395052,0.017888,0.124100,0.585553,0.074371,0.788120,0.000672,0.002816,0.001248,0.000544,1.213508
0.395724,0.017696,0.124996,0.585905,0.065250,0.779895,0.000736,0.003041,0.001248,0.000384,1.205220
0.396812,0.017888,0.133092,0.585713,0.065602,0.787831,0.000737,0.002752,0.001280,0.000416,1.213700
0.396043,0.017665,0.144612,0.603826,0.076226,0.830296,0.000960,0.002912,0.001344,0.000480,1.258437
0.394956,0.017920,0.139300,0.585298,0.067298,0.795576,0.000736,0.002976,0.001344,0.000544,1.220964
0.395756,0.017537,0.135012,0.585041,0.066978,0.790519,0.000800,0.002816,0.001312,0.000480,1.215588
0.396812,0.017920,0.162980,0.612498,0.067618,0.846873,0.000832,0.002944,0.001312,0.000352,1.273606
0.395884,0.017920,0.127492,0.592978,0.066434,0.790360,0.000736,0.002944,0.001248,0.000384,1.216004
0.395724,0.017952,0.117284,0.584049,0.064706,0.769495,0.000704,0.002848,0.001248,0.000416,1.194275
0.410669,0.017952,0.136548,0.592850,0.068418,0.801240,0.000736,0.002784,0.001312,0.000480,1.241157
0.396460,0.017664,0.127332,0.582673,0.070627,0.784728,0.000672,0.002624,0.001312,0.000384,1.210468
0.395244,0.017664,0.132196,0.603506,0.073666,0.812792,0.000736,0.002624,0.001440,0.000384,1.236965
0.396395,0.017825,0.137796,0.605298,0.064546,0.811032,0.000768,0.002688,0.001248,0.000480,1.236708
0.396332,0.017761,0.140708,0.587025,0.070018,0.801655,0.000832,0.003041,0.001376,0.000448,1.228773
0.395820,0.017537,0.133284,0.611122,0.090658,0.839064,0.000768,0.002753,0.001312,0.000448,1.264230
0.395980,0.018048,0.132612,0.597874,0.066274,0.800216,0.000704,0.002816,0.001408,0.000384,1.225316
0.395436,0.017633,0.138116,0.595281,0.066466,0.803255,0.000800,0.002625,0.001504,0.000384,1.228069
0.411084,0.018145,0.132964,0.584305,0.066818,0.787831,0.000736,0.003008,0.001152,0.000352,1.228260
0.394827,0.017889,0.120932,0.594097,0.071938,0.790455,0.000768,0.002560,0.001216,0.000352,1.214212
0.394444,0.017729,0.162885,0.605266,0.089122,0.861113,0.000672,0.002720,0.001376,0.000416,1.285126
0.395180,0.017633,0.122755,0.596018,0.068258,0.790679,0.000800,0.002656,0.001376,0.000416,1.215684
0.395307,0.018017,0.139492,0.595122,0.068994,0.807352,0.000736,0.002784,0.001280,0.000352,1.232708
0.395724,0.017761,0.162917,0.601905,0.076034,0.844697,0.000736,0.002496,0.001248,0.000352,1.269414
0.395500,0.017792,0.138917,0.583921,0.066242,0.792792,0.000672,0.002816,0.001440,0.000448,1.218116
0.395755,0.017953,0.139492,0.583313,0.065730,0.792343,0.000736,0.002817,0.001312,0.000416,1.218340
0.412940,0.017633,0.138820,0.593105,0.068258,0.803863,0.001025,0.003200,0.001312,0.000416,1.246149
0.395115,0.017761,0.135268,0.594833,0.066657,0.800024,0.000736,0.003072,0.001120,0.000352,1.224292
0.394988,0.017856,0.161701,0.585969,0.085410,0.855386,0.000640,0.003232,0.001312,0.000352,1.279750
0.394603,0.017633,0.135396,0.582929,0.066434,0.788375,0.000800,0.002528,0.001344,0.000384,1.211812
0.394891,0.017793,0.135652,0.587057,0.064898,0.791095,0.000672,0.002656,0.001505,0.000416,1.216228
0.395179,0.017729,0.122948,0.606417,0.098242,0.833657,0.001088,0.002816,0.001280,0.000544,1.260613
0.394924,0.017664,0.135844,0.585202,0.063970,0.788728,0.000736,0.002720,0.001248,0.000352,1.212068
0.394828,0.017888,0.137668,0.583218,0.065601,0.790328,0.000768,0.002656,0.001312,0.000416,1.214340
0.413100,0.017889,0.159780,0.589426,0.069122,0.822008,0.000704,0.002880,0.001440,0.000480,1.265893
0.395052,0.017857,0.123811,0.584850,0.064898,0.776855,0.000736,0.003008,0.001312,0.000384,1.201604
0.395148,0.017664,0.136804,0.597970,0.066626,0.804888,0.001280,0.003104,0.001312,0.000416,1.229924
0.395724,0.017664,0.135588,0.598834,0.069058,0.806840,0.000800,0.002784,0.001344,0.000352,1.232452
0.395083,0.017921,0.135460,0.595185,0.066658,0.801079,0.001056,0.002784,0.001312,0.000416,1.226181
0.395308,0.017760,0.139237,0.611090,0.077154,0.833337,0.001344,0.002816,0.001280,0.000416,1.260389
0.396236,0.018049,0.136612,0.584497,0.065986,0.790487,0.000768,0.002688,0.001248,0.000480,1.216164
0.395436,0.018080,0.138500,0.595410,0.072866,0.810488,0.000736,0.002624,0.001312,0.000384,1.235876
0.414124,0.017761,0.135620,0.595857,0.067490,0.802743,0.000704,0.002784,0.001216,0.000416,1.246469
0.396236,0.017889,0.140932,0.587857,0.074275,0.806584,0.000768,0.003104,0.001344,0.000352,1.232837
0.395372,0.017632,0.133380,0.589650,0.067234,0.793688,0.000736,0.003040,0.001344,0.000416,1.218852
0.395564,0.017857,0.136996,0.597970,0.065794,0.804120,0.000832,0.002752,0.001248,0.000352,1.229317
0.394764,0.017888,0.121284,0.595793,0.065378,0.786007,0.000736,0.002849,0.001280,0.000320,1.210244
0.395916,0.017760,0.128132,0.611602,0.078531,0.823481,0.000832,0.002688,0.001280,0.000352,1.250245
0.395948,0.017664,0.133732,0.595538,0.066626,0.799416,0.001024,0.003296,0.001408,0.000384,1.225284
0.395084,0.017728,0.130596,0.595506,0.065634,0.795160,0.000768,0.004416,0.001184,0.000384,1.220420
0.395788,0.035073,0.131524,0.587986,0.073442,0.796856,0.000992,0.003040,0.001312,0.000384,1.240261
0.395180,0.017729,0.141028,0.585041,0.068802,0.798519,0.000704,0.002528,0.001376,0.000448,1.223620
0.394892,0.017825,0.137444,0.582769,0.063554,0.787191,0.000768,0.002624,0.001312,0.000448,1.211076
0.395531,0.017696,0.135460,0.584433,0.066850,0.791767,0.000768,0.002784,0.001280,0.000352,1.216548
0.395116,0.017664,0.138276,0.592402,0.066306,0.800440,0.001056,0.002752,0.001568,0.000448,1.225092
0.395084,0.017856,0.134212,0.606482,0.072931,0.816953,0.000704,0.005152,0.001312,0.000416,1.243301
0.397740,0.017760,0.138981,0.584337,0.066562,0.793624,0.000704,0.002816,0.001408,0.000448,1.221188
0.396076,0.017633,0.133988,0.585009,0.071490,0.793783,0.000704,0.002944,0.001248,0.000416,1.219396
0.395532,0.017857,0.136100,0.611250,0.073602,0.824472,0.000672,0.002880,0.001312,0.000352,1.249285
0.395692,0.017793,0.135012,0.583409,0.067042,0.789079,0.000992,0.002784,0.001280,0.000384,1.214948
0.394764,0.018049,0.130532,0.600689,0.067426,0.802071,0.001025,0.002848,0.001504,0.000352,1.227461
0.435853,0.018112,0.138308,0.594450,0.068738,0.805240,0.000992,0.003104,0.001536,0.000416,1.271941
0.395180,0.017889,0.131972,0.593201,0.067810,0.796567,0.000768,0.002816,0.001216,0.000320,1.220964
0.395627,0.017633,0.134180,0.612178,0.079842,0.830040,0.001024,0.005281,0.001376,0.000416,1.258469
0.394988,0.017664,0.126660,0.582449,0.071650,0.784151,0.000673,0.002784,0.001536,0.000416,1.208644
0.396267,0.017665,0.138148,0.582129,0.073058,0.796919,0.000929,0.003072,0.001120,0.000352,1.222276
0.394412,0.018016,0.133476,0.611378,0.087491,0.836185,0.000768,0.003008,0.001280,0.000416,1.260549
0.395052,0.017664,0.135972,0.593969,0.066914,0.800216,0.000736,0.002752,0.001280,0.000384,1.224036
0.395212,0.017761,0.136868,0.581297,0.066242,0.787863,0.000736,0.002656,0.001248,0.000416,1.211972
0.410284,0.017760,0.136612,0.591666,0.065730,0.797400,0.001024,0.002752,0.001312,0.000384,1.237349
0.395084,0.017888,0.136132,0.584050,0.067650,0.791576,0.000768,0.002880,0.001312,0.000416,1.216484
0.394987,0.017728,0.137924,0.582513,0.102467,0.826745,0.001056,0.002976,0.001472,0.000416,1.252037
0.394923,0.017697,0.134052,0.582929,0.066242,0.786423,0.000672,0.005152,0.001376,0.000416,1.212931
0.394892,0.017889,0.140132,0.581265,0.064834,0.789591,0.000736,0.002784,0.001280,0.000512,1.214084
0.394572,0.017632,0.135652,0.600146,0.083426,0.823225,0.000672,0.002752,0.001440,0.000416,1.247141
0.395083,0.017665,0.132452,0.582481,0.064322,0.782679,0.000736,0.005248,0.001536,0.000416,1.209507
0.396908,0.017857,0.134276,0.583825,0.070434,0.792247,0.000704,0.002752,0.001280,0.000416,1.218564
0.414476,0.017888,0.142053,0.591441,0.065666,0.802712,0.000736,0.002720,0.001280,0.000384,1.246884
0.396619,0.017921,0.135556,0.583057,0.064866,0.786967,0.000704,0.002720,0.001312,0.000384,1.213123
0.397035,0.017697,0.136548,0.584145,0.064514,0.788535,0.000704,0.002784,0.001120,0.000384,1.213987
0.395787,0.017921,0.119907,0.583154,0.068546,0.775735,0.000672,0.004544,0.001088,0.000352,1.202979
0.395180,0.018176,0.130308,0.583634,0.065026,0.782872,0.000768,0.005152,0.001248,0.000352,1.210596
0.395563,0.017697,0.122404,0.609042,0.075522,0.810584,0.000640,0.002624,0.001152,0.000384,1.234340
0.397516,0.017888,0.138884,0.582514,0.065986,0.791160,0.000800,0.002816,0.001312,0.000352,1.218404
0.394987,0.017760,0.150597,0.582545,0.071778,0.808600,0.001056,0.005216,0.001504,0.000384,1.235940
0.395084,0.017728,0.149605,0.596498,0.065602,0.815353,0.001056,0.003072,0.001152,0.000448,1.240453
0.395307,0.017857,0.128804,0.592273,0.072578,0.796983,0.000640,0.005473,0.001280,0.000448,1.224069
0.395788,0.017953,0.125987,0.578705,0.066722,0.774935,0.001056,0.003040,0.001088,0.000384,1.200388
0.413292,0.018016,0.122467,0.592754,0.071586,0.790776,0.000672,0.005440,0.001184,0.000384,1.236580
0.395339,0.017856,0.136772,0.584049,0.065409,0.789559,0.000800,0.002560,0.001248,0.000320,1.213924
0.395692,0.017825,0.137988,0.595441,0.068578,0.805399,0.000736,0.020864,0.001472,0.000384,1.249381
0.396396,0.017984,0.122276,0.593873,0.066210,0.785911,0.000769,0.004736,0.001216,0.000384,1.213348
0.396076,0.017793,0.133700,0.591473,0.066242,0.795095,0.001312,0.005312,0.001152,0.000384,1.223429
0.395212,0.017889,0.126436,0.615634,0.082850,0.829368,0.000736,0.002560,0.001184,0.000449,1.253990
0.394668,0.018272,0.135108,0.586834,0.069026,0.794744,0.000640,0.002656,0.001024,0.000416,1.218052
0.394859,0.017760,0.144388,0.582194,0.066242,0.796600,0.000768,0.002496,0.001216,0.000352,1.219972
0.394667,0.017760,0.132804,0.595826,0.067042,0.799000,0.000768,0.003072,0.001152,0.000352,1.238852
0.395372,0.018016,0.133156,0.584017,0.066306,0.786999,0.000993,0.002976,0.001376,0.000352,1.212612
0.394859,0.017761,0.133028,0.597169,0.064738,0.798359,0.000640,0.002593,0.001088,0.000320,1.222052
0.394892,0.017921,0.123683,0.592754,0.066594,0.786519,0.000704,0.003136,0.001248,0.000384,1.211044
0.394700,0.017568,0.136260,0.601170,0.065602,0.806648,0.000800,0.003616,0.001344,0.000416,1.231140
0.394924,0.017568,0.134468,0.615123,0.096194,0.849817,0.000736,0.003200,0.001216,0.000448,1.273606
0.395468,0.017889,0.134820,0.584369,0.073634,0.795991,0.000704,0.002784,0.001152,0.000448,1.219588
0.394668,0.017856,0.136548,0.586866,0.067682,0.794872,0.000768,0.002816,0.001152,0.000384,1.219044
0.394732,0.017792,0.135588,0.602546,0.080482,0.823448,0.000705,0.002336,0.001056,0.000352,1.246821
0.395212,0.017761,0.133380,0.585425,0.068034,0.790455,0.000832,0.004640,0.001184,0.000352,1.216676
0.395148,0.017792,0.116868,0.583217,0.070434,0.774039,0.000736,0.005217,0.001120,0.000384,1.200196
0.413005,0.017824,0.133540,0.591058,0.065794,0.795032,0.000704,0.004768,0.000960,0.000352,1.238661
0.394507,0.017633,0.132964,0.597778,0.064994,0.798904,0.000736,0.004672,0.001024,0.000384,1.223620
0.394699,0.017889,0.129284,0.583761,0.067522,0.783959,0.000832,0.003136,0.001312,0.000352,1.208419
0.394859,0.018016,0.140548,0.600786,0.066146,0.811192,0.000704,0.002560,0.001408,0.000416,1.235812
0.394828,0.017569,0.131491,0.594290,0.065730,0.794807,0.000768,0.005216,0.001120,0.000448,1.220580
0.395692,0.018016,0.136484,0.600594,0.077122,0.818040,0.000704,0.003521,0.001248,0.000384,1.244101
0.394603,0.017664,0.128836,0.582417,0.064834,0.779703,0.000768,0.004832,0.001056,0.000320,1.205411
0.394763,0.017537,0.134628,0.585201,0.066050,0.789495,0.000736,0.004640,0.001056,0.000384,1.214308
0.394956,0.035105,0.133828,0.587473,0.066337,0.791416,0.000992,0.005152,0.001152,0.000416,1.235685
0.395339,0.017633,0.134532,0.586289,0.065794,0.790167,0.000672,0.002272,0.000992,0.000320,1.213187
0.394892,0.017792,0.133412,0.593298,0.065474,0.795544,0.000736,0.004832,0.001152,0.000352,1.221284
0.394923,0.017985,0.132548,0.581265,0.063426,0.780823,0.000768,0.003648,0.001120,0.000384,1.205283
0.394924,0.017792,0.129252,0.581841,0.062753,0.777431,0.000640,0.005153,0.001216,0.000416,1.203204
0.395020,0.017632,0.133956,0.618770,0.080610,0.838521,0.000704,0.003008,0.000992,0.000352,1.263365
0.395340,0.017696,0.138020,0.585873,0.065954,0.793464,0.000736,0.003168,0.001152,0.000320,1.217604
0.395820,0.017696,0.138692,0.585969,0.071010,0.800120,0.000960,0.003264,0.001952,0.000448,1.227524
0.395307,0.017825,0.133476,0.603026,0.071682,0.811736,0.000704,0.002944,0.001184,0.000544,1.236612
0.395020,0.017888,0.135332,0.584498,0.066562,0.790744,0.000736,0.003072,0.001216,0.000416,1.215396
0.395340,0.017856,0.128644,0.595730,0.065186,0.792984,0.000736,0.003008,0.001184,0.000352,1.217220
0.412652,0.017825,0.140868,0.591473,0.070050,0.807319,0.000672,0.003009,0.001120,0.000416,1.249349
0.394507,0.017889,0.135140,0.593489,0.065314,0.797879,0.000992,0.004545,0.001344,0.000320,1.223492
0.395755,0.017632,0.139780,0.583633,0.087714,0.815800,0.000768,0.003168,0.001184,0.000352,1.243012
0.394636,0.017601,0.137380,0.582577,0.064610,0.788087,0.000736,0.003200,0.001280,0.000352,1.211684
0.394827,0.017665,0.138628,0.594482,0.067234,0.804056,0.000800,0.003168,0.001184,0.000384,1.228804
0.394923,0.017697,0.134948,0.601490,0.074850,0.815032,0.000704,0.003168,0.001120,0.000352,1.239364
0.394699,0.017696,0.129668,0.582705,0.064482,0.780599,0.000768,0.003168,0.001120,0.000384,1.204963
0.394956,0.017857,0.133508,0.584209,0.073666,0.794999,0.000704,0.003200,0.001120,0.000384,1.219268
0.411756,0.017985,0.125059,0.592434,0.063810,0.784823,0.001024,0.005344,0.001152,0.000416,1.228356
0.395275,0.017569,0.161413,0.583569,0.066050,0.815032,0.000736,0.003104,0.001248,0.000352,1.238948
0.394572,0.017632,0.135460,0.592882,0.065314,0.797304,0.000768,0.002368,0.001152,0.000352,1.220068
0.394412,0.017825,0.131715,0.591474,0.065442,0.791831,0.000800,0.002592,0.001152,0.000416,1.214820
0.396363,0.017600,0.126212,0.591601,0.070146,0.791415,0.000640,0.005025,0.001184,0.000352,1.218244
0.394956,0.017760,0.138340,0.605746,0.072642,0.821016,0.000736,0.002656,0.001408,0.000512,1.246117
0.395244,0.017569,0.133796,0.583313,0.064194,0.785047,0.000672,0.002816,0.001440,0.000448,1.209412
0.394252,0.017856,0.139268,0.581874,0.066594,0.791288,0.000704,0.005120,0.001056,0.000416,1.216900
0.395852,0.017729,0.134852,0.612146,0.080066,0.832440,0.000704,0.002624,0.001088,0.000384,1.258854
0.395276,0.017664,0.133668,0.592658,0.066370,0.796408,0.000704,0.002688,0.001088,0.000384,1.220164
0.394700,0.017760,0.135172,0.583057,0.063298,0.785015,0.000704,0.005281,0.001120,0.000416,1.210692
0.409484,0.017665,0.134564,0.592466,0.065889,0.796408,0.000800,0.002784,0.001152,0.000384,1.234565
0.394603,0.017761,0.132580,0.594097,0.065250,0.795063,0.000704,0.005153,0.001312,0.000384,1.220804
0.394988,0.018017,0.120963,0.580049,0.063714,0.768150,0.000704,0.002720,0.001153,0.000448,1.192292
0.394444,0.017824,0.138628,0.590578,0.064834,0.797528,0.000736,0.004992,0.001152,0.000384,1.223396
0.394700,0.017601,0.136932,0.591665,0.066306,0.798679,0.000704,0.003297,0.001248,0.000352,1.223141
0.395180,0.017473,0.130435,0.616083,0.087938,0.838616,0.000704,0.002881,0.001248,0.000320,1.263046
0.395532,0.017569,0.143492,0.595826,0.076418,0.819544,0.000672,0.005088,0.001312,0.000480,1.245413
0.395020,0.017664,0.139493,0.598257,0.068802,0.810264,0.000800,0.002720,0.001280,0.000416,1.235173
0.410828,0.017632,0.141764,0.599537,0.071426,0.816184,0.000992,0.002849,0.001120,0.000352,1.256293
0.395691,0.017889,0.134980,0.586289,0.066242,0.791095,0.000672,0.005217,0.001120,0.000416,1.218724
0.395276,0.017633,0.134756,0.583665,0.065570,0.787351,0.000736,0.003584,0.000992,0.000352,1.212388
0.399819,0.017793,0.135236,0.585489,0.064706,0.788983,0.000992,0.005313,0.001056,0.000416,1.220324
0.394828,0.017920,0.134980,0.595378,0.072002,0.805784,0.000672,0.002656,0.001312,0.000384,1.228708
0.395532,0.017920,0.136196,0.613106,0.081859,0.834873,0.000768,0.002208,0.001280,0.000384,1.258245
0.395212,0.017792,0.128516,0.596818,0.067618,0.797432,0.000992,0.003008,0.001408,0.000416,1.224068
0.395148,0.017633,0.126435,0.597074,0.067618,0.794455,0.000768,0.004800,0.001024,0.000352,1.220292
