IN[0],INFER[0-1],OUT[1],TEE[0-1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.156580,1.036223,0.078594,1.279494,0.197542,0.005632,0.048482,0.000832,0.014304,0.000320,0.001760,0.001184,0.000608,1.555406
0.157189,1.020287,0.074018,1.258758,0.193318,0.005536,0.048257,0.000768,0.014145,0.000384,0.001568,0.001280,0.000416,1.529230
0.160677,1.039295,0.131748,1.339784,0.194118,0.005568,0.048098,0.000672,0.014208,0.000320,0.001536,0.001312,0.000416,1.610800
0.160708,1.018238,0.070338,1.257125,0.193158,0.005664,0.048098,0.000640,0.014208,0.000672,0.001440,0.001248,0.000608,1.527661
0.145956,1.036703,0.083651,1.275110,0.193861,0.005569,0.048033,0.000864,0.014273,0.000608,0.001664,0.001184,0.000416,1.546510
0.156868,1.019198,0.069762,1.253797,0.193222,0.005600,0.048162,0.000864,0.014208,0.000608,0.001472,0.001280,0.000416,1.524845
0.155812,1.018846,0.067522,1.249349,0.221767,0.005408,0.048097,0.000832,0.014049,0.000608,0.001600,0.001216,0.000416,1.548558
0.155205,1.020062,0.072578,1.254725,0.193317,0.005312,0.047874,0.000896,0.013984,0.000608,0.001504,0.001184,0.000384,1.524558
0.146020,1.017182,0.068738,1.238500,0.193061,0.005536,0.048418,0.000768,0.013856,0.000320,0.001472,0.001248,0.000416,1.508590
0.168485,1.031550,0.073699,1.280871,0.193765,0.005633,0.048161,0.000832,0.013825,0.000352,0.001472,0.001184,0.000416,1.551247
0.155108,1.019967,0.071842,1.254437,0.193414,0.005056,0.048289,0.000577,0.014144,0.000384,0.001504,0.001280,0.000448,1.524237
0.130532,1.030367,0.076290,1.244325,0.193414,0.005664,0.048097,0.000897,0.013888,0.000608,0.001440,0.001248,0.000384,1.515053
0.153188,1.018846,0.070146,1.249797,0.193414,0.005536,0.048162,0.000832,0.013568,0.000352,0.001536,0.001152,0.000384,1.519789
0.153636,1.031102,0.097667,1.290278,0.193286,0.005600,0.048066,0.000640,0.014048,0.000384,0.001504,0.001216,0.000416,1.560878
0.148069,1.018878,0.070274,1.244741,0.193798,0.005120,0.048194,0.000800,0.013920,0.000320,0.001504,0.001216,0.000384,1.514669
0.153605,1.018750,0.069730,1.248869,0.212039,0.005568,0.048129,0.000832,0.013953,0.000352,0.001440,0.001120,0.000352,1.538190
0.142757,1.018110,0.070850,1.238885,0.193574,0.005120,0.048226,0.000832,0.014048,0.000352,0.001440,0.001472,0.000417,1.509070
0.148997,1.018302,0.071458,1.245926,0.193893,0.005537,0.048417,0.000864,0.014369,0.000640,0.001504,0.001088,0.000672,1.518190
0.138468,1.027775,0.072546,1.246373,0.198790,0.005665,0.049057,0.000832,0.014400,0.000609,0.001568,0.001184,0.000384,1.523758
0.152261,1.019902,0.069922,1.249029,0.194278,0.005184,0.048098,0.000832,0.014144,0.000576,0.001504,0.001184,0.000416,1.519982
0.151301,1.035135,0.078466,1.271590,0.197574,0.005184,0.048162,0.000800,0.014016,0.000384,0.001472,0.001280,0.000416,1.545550
0.151108,1.017279,0.070178,1.245221,0.193542,0.005120,0.048321,0.000608,0.013633,0.000608,0.001376,0.001120,0.000672,1.515085
0.151205,1.035231,0.076962,1.270694,0.193414,0.005152,0.048354,0.000608,0.013632,0.000640,0.001504,0.001120,0.000576,1.540590
0.150629,1.016574,0.068706,1.241829,0.193606,0.005120,0.048450,0.000640,0.013952,0.000352,0.001504,0.001184,0.000352,1.511725
0.134596,1.019326,0.071939,1.232613,0.226150,0.005185,0.048097,0.000576,0.013728,0.000352,0.001504,0.001152,0.000416,1.534990
0.156133,1.015518,0.068610,1.246277,0.193158,0.005120,0.048162,0.000608,0.013664,0.000576,0.001440,0.001120,0.000416,1.515309
0.152869,1.019614,0.071267,1.251270,0.193701,0.005121,0.048033,0.000672,0.013888,0.000320,0.001505,0.001216,0.000384,1.520814
0.149988,1.017503,0.069922,1.243973,0.193254,0.005152,0.048449,0.000704,0.013569,0.000576,0.001440,0.001248,0.000448,1.513549
0.152261,1.018558,0.071427,1.249094,0.193253,0.005217,0.048353,0.000608,0.014080,0.000320,0.001408,0.001248,0.000384,1.518734
0.155781,1.037183,0.078658,1.280390,0.193158,0.005600,0.047970,0.000800,0.014016,0.000352,0.001504,0.001088,0.000384,1.550158
0.154212,1.019647,0.070082,1.250821,0.193478,0.005600,0.048481,0.000672,0.013857,0.000640,0.001504,0.001152,0.000384,1.521357
0.149157,1.038207,0.087971,1.284007,0.198150,0.005632,0.048481,0.000832,0.014049,0.000576,0.001472,0.001184,0.000384,1.560335
0.152517,1.018750,0.070499,1.248198,0.194117,0.005601,0.048993,0.000608,0.014401,0.000544,0.001408,0.001216,0.000384,1.520206
0.150372,1.019390,0.091491,1.268646,0.197126,0.009408,0.048225,0.000832,0.013825,0.000608,0.001408,0.001120,0.000384,1.546734
0.150853,1.019198,0.069954,1.246885,0.193542,0.005120,0.048322,0.000864,0.013888,0.000352,0.001440,0.001120,0.000576,1.516878
0.149316,1.018143,0.072674,1.246725,0.195398,0.005088,0.048033,0.000608,0.013729,0.000608,0.001440,0.001408,0.000416,1.518253
0.150468,1.016959,0.071042,1.245925,0.197574,0.005600,0.047842,0.000832,0.013824,0.000384,0.001440,0.001696,0.000416,1.520237
0.136580,1.019966,0.070178,1.233413,0.193605,0.005600,0.047713,0.000672,0.013792,0.000352,0.001376,0.001121,0.000416,1.502829
0.149828,1.035039,0.101219,1.294022,0.195430,0.005600,0.047458,0.000832,0.013760,0.000352,0.001408,0.001120,0.000416,1.566031
0.155588,1.019646,0.069602,1.251717,0.193382,0.005536,0.048322,0.000640,0.014112,0.000352,0.001376,0.001248,0.000448,1.521965
0.149668,1.045952,0.098307,1.301447,0.197574,0.005632,0.048225,0.000832,0.014081,0.000608,0.001440,0.001280,0.000416,1.576783
0.149797,1.017118,0.069730,1.242245,0.193478,0.005632,0.047842,0.000608,0.013632,0.000384,0.001408,0.001216,0.000448,1.511725
0.151749,1.034463,0.082723,1.276935,0.193637,0.005665,0.048289,0.000640,0.013888,0.000320,0.001473,0.001152,0.000448,1.547727
0.136996,1.016606,0.070114,1.230340,0.193190,0.005120,0.048770,0.000640,0.013792,0.000384,0.001440,0.001120,0.000672,1.500236
0.146660,1.019583,0.069378,1.242181,0.193126,0.005184,0.048257,0.000800,0.013729,0.000352,0.001504,0.001600,0.000384,1.511725
0.147940,1.018591,0.070626,1.243365,0.197062,0.009472,0.048418,0.000640,0.013856,0.000384,0.001440,0.001376,0.000416,1.521293
0.137509,1.018590,0.069666,1.230725,0.194246,0.005344,0.048130,0.000640,0.013984,0.000608,0.001440,0.001152,0.000608,1.501645
0.148484,1.033983,0.073954,1.261637,0.193446,0.005088,0.047618,0.000608,0.013632,0.000608,0.001408,0.001120,0.000384,1.530253
0.146884,1.018046,0.071107,1.242597,0.193125,0.005121,0.048097,0.000768,0.013856,0.000352,0.001472,0.001152,0.000416,1.511949
0.151556,1.036127,0.078530,1.273542,0.194406,0.005440,0.048129,0.000832,0.013601,0.000352,0.001472,0.001184,0.000480,1.544974
0.152613,1.019614,0.069059,1.247398,0.193317,0.005089,0.048225,0.000800,0.014144,0.000352,0.001441,0.001088,0.000512,1.517166
0.144996,1.036383,0.090595,1.278534,0.196518,0.005600,0.047522,0.000832,0.013856,0.000352,0.001408,0.001152,0.000416,1.551726
0.152836,1.017503,0.071874,1.250661,0.194982,0.005120,0.047745,0.000769,0.013856,0.000352,0.001472,0.001120,0.000448,1.521261
0.147653,1.018398,0.071266,1.243525,0.193477,0.005152,0.047810,0.000672,0.013952,0.000320,0.001408,0.001056,0.000448,1.512686
0.133732,1.017663,0.069538,1.227461,0.197446,0.005152,0.048545,0.000640,0.013761,0.000352,0.001440,0.000992,0.000384,1.501037
0.140868,1.015774,0.067747,1.230245,0.193445,0.005088,0.048801,0.000608,0.014464,0.000608,0.001441,0.001088,0.000384,1.500845
0.146596,1.034847,0.088675,1.276998,0.193222,0.005120,0.048097,0.001056,0.013537,0.000352,0.001408,0.001056,0.000416,1.546702
0.157029,1.019103,0.073314,1.257350,0.193894,0.005376,0.048513,0.000832,0.013921,0.000608,0.001440,0.001312,0.000448,1.528814
0.156325,1.037151,0.080354,1.280998,0.196326,0.005376,0.048514,0.000864,0.014016,0.000608,0.001472,0.001088,0.000576,1.555183
0.136068,1.016862,0.067906,1.227524,0.192966,0.009408,0.048354,0.000800,0.013920,0.000352,0.001472,0.001281,0.000384,1.501293
0.146884,1.038399,0.077218,1.268422,0.197254,0.005696,0.048193,0.000672,0.013921,0.000544,0.001408,0.001152,0.000416,1.542414
0.157252,1.020223,0.070626,1.255525,0.193862,0.005568,0.048130,0.000800,0.013888,0.000352,0.001440,0.001408,0.000416,1.526093
0.139780,1.017310,0.068290,1.232484,0.193542,0.005600,0.069218,0.000928,0.014273,0.000576,0.001440,0.001120,0.000384,1.524877
0.133828,1.017759,0.069858,1.227333,0.193830,0.005152,0.048449,0.000640,0.013697,0.000576,0.001440,0.001120,0.000384,1.497453
0.144228,1.017375,0.071842,1.239589,0.197446,0.009376,0.049282,0.000608,0.013920,0.000384,0.001344,0.001056,0.000416,1.518349
0.149828,1.036511,0.086435,1.280006,0.198310,0.005376,0.047905,0.000672,0.013761,0.000576,0.001408,0.001152,0.000576,1.554606
0.131428,1.018654,0.069571,1.225605,0.195397,0.005441,0.047873,0.000608,0.013921,0.000640,0.001472,0.001120,0.000384,1.497677
0.131363,1.032766,0.071171,1.241701,0.193285,0.005089,0.049089,0.000544,0.013792,0.000384,0.001408,0.001120,0.000320,1.511533
0.143204,1.016350,0.066946,1.232261,0.192966,0.005088,0.048770,0.000576,0.013728,0.000608,0.001408,0.001056,0.000352,1.501709
0.153444,1.033471,0.072962,1.267269,0.196165,0.005153,0.047905,0.001024,0.013600,0.000512,0.001441,0.001120,0.000384,1.539406
0.147076,1.021151,0.069794,1.244389,0.193030,0.005088,0.048161,0.000609,0.013696,0.000320,0.001408,0.001280,0.000384,1.513101
0.154821,1.018430,0.069922,1.250278,0.193509,0.005153,0.048257,0.000608,0.029217,0.000864,0.001504,0.001024,0.000672,1.536334
0.140389,1.015710,0.067042,1.229637,0.193318,0.005568,0.048482,0.000736,0.013984,0.000320,0.001408,0.001152,0.000352,1.499853
0.130980,1.017919,0.073378,1.228069,0.193990,0.005376,0.047905,0.000800,0.013729,0.000352,0.001472,0.001088,0.000384,1.497741
0.148740,1.031358,0.084035,1.271430,0.196390,0.005088,0.048097,0.000768,0.013697,0.000384,0.001408,0.001184,0.000352,1.544206
0.146372,1.016574,0.069858,1.238469,0.193990,0.005056,0.047937,0.000641,0.013824,0.000608,0.001440,0.001120,0.000384,1.508333
0.136100,1.036127,0.079843,1.258630,0.193318,0.005088,0.048129,0.000608,0.013793,0.000544,0.001408,0.001088,0.000480,1.527854
0.126756,1.016446,0.069186,1.218564,0.193894,0.005120,0.048834,0.000640,0.014016,0.000576,0.001408,0.000864,0.000352,1.488908
0.145508,1.034175,0.077987,1.263142,0.193286,0.005120,0.047809,0.000896,0.013409,0.000352,0.001472,0.000928,0.000384,1.531374
0.134948,1.015966,0.066114,1.222308,0.193478,0.005184,0.048546,0.000576,0.013504,0.000352,0.001472,0.001056,0.000352,1.491404
0.146948,1.017535,0.068546,1.238597,0.197926,0.005056,0.047937,0.000864,0.013473,0.000352,0.001440,0.000992,0.000384,1.511437
0.148101,1.027039,0.070306,1.252198,0.193158,0.005088,0.048289,0.000960,0.013665,0.000320,0.001408,0.000992,0.000320,1.520974
0.124419,1.015647,0.072322,1.217348,0.194374,0.005024,0.048257,0.000672,0.013569,0.000352,0.001408,0.001120,0.000576,1.487404
0.149028,1.055424,0.090402,1.299814,0.197926,0.005184,0.048610,0.000640,0.013472,0.000352,0.001408,0.001024,0.000320,1.573166
0.139908,1.028511,0.069506,1.243077,0.193318,0.005024,0.047841,0.000608,0.013409,0.000352,0.001440,0.001024,0.000320,1.511085
0.150597,1.035071,0.078242,1.271558,0.199750,0.005088,0.047650,0.000576,0.013664,0.000608,0.001472,0.001120,0.000449,1.546767
0.144164,1.016158,0.068386,1.234661,0.193446,0.005184,0.048417,0.000800,0.013377,0.000352,0.001504,0.000960,0.000448,1.503981
0.136645,1.027806,0.068514,1.238213,0.210439,0.005216,0.048449,0.000800,0.013409,0.000320,0.001408,0.000960,0.000416,1.524846
0.127716,1.016958,0.068898,1.218852,0.192902,0.005088,0.047874,0.001024,0.013440,0.000352,0.001408,0.001568,0.000448,1.487500
0.131268,1.016958,0.067138,1.221284,0.193222,0.005568,0.047074,0.000608,0.013472,0.000352,0.001408,0.001056,0.000384,1.489132
0.138372,1.033119,0.069858,1.246949,0.193798,0.005216,0.047618,0.000832,0.013696,0.000352,0.001408,0.000928,0.000448,1.515853
0.129891,1.019422,0.069442,1.224740,0.194118,0.005152,0.048290,0.000640,0.013568,0.000576,0.001408,0.000960,0.000384,1.494348
0.149348,1.042591,0.073122,1.271014,0.193510,0.005056,0.047969,0.000576,0.013697,0.000352,0.001408,0.001024,0.000352,1.539662
0.150693,1.018782,0.070371,1.246214,0.192901,0.005121,0.047841,0.000576,0.013728,0.000576,0.001441,0.000992,0.000384,1.514350
0.147845,1.032991,0.074498,1.261734,0.197222,0.005120,0.047713,0.000800,0.013825,0.000544,0.001312,0.001664,0.000448,1.535022
0.152868,1.017215,0.070466,1.246789,0.193830,0.009504,0.047906,0.000576,0.013664,0.000384,0.001440,0.001120,0.000352,1.520525
0.150629,1.018910,0.071746,1.247814,0.193189,0.009569,0.048385,0.000640,0.013632,0.000320,0.001376,0.001088,0.000384,1.521198
0.186373,1.027678,0.099011,1.319911,0.193510,0.005088,0.048386,0.000608,0.013696,0.000352,0.001440,0.001088,0.000416,1.589423
0.153925,1.018751,0.071362,1.251942,0.193446,0.005536,0.047969,0.000608,0.014113,0.000608,0.001440,0.001216,0.000384,1.521902
0.168165,1.022879,0.071778,1.269830,0.193830,0.005568,0.048449,0.000800,0.014177,0.000320,0.001440,0.001248,0.000352,1.540910
0.171877,1.019263,0.068770,1.267366,0.193158,0.005120,0.048737,0.000800,0.013985,0.000544,0.001440,0.001184,0.000384,1.537422
0.155557,1.036255,0.084963,1.284487,0.195461,0.005089,0.047841,0.000608,0.013889,0.000384,0.001376,0.001248,0.000384,1.555599
0.146533,1.015646,0.065602,1.234309,0.194342,0.005568,0.048578,0.000704,0.014176,0.000320,0.001344,0.001216,0.000384,1.505773
0.130596,1.050912,0.081570,1.270566,0.193478,0.005120,0.048386,0.000672,0.013920,0.000608,0.001440,0.001248,0.000384,1.541102
0.151685,1.017822,0.068386,1.245061,0.193318,0.005120,0.048258,0.000736,0.013856,0.000320,0.001472,0.001248,0.000416,1.514381
0.153509,1.019614,0.067682,1.248101,0.211591,0.005248,0.048289,0.000800,0.013889,0.000352,0.001408,0.001280,0.000416,1.537070
0.149476,1.019007,0.072450,1.247557,0.193510,0.005088,0.048450,0.000704,0.013696,0.000352,0.001440,0.001632,0.000416,1.517773
0.136228,1.017279,0.070210,1.231045,0.193862,0.005536,0.048481,0.000672,0.013985,0.000576,0.001472,0.001248,0.000384,1.502221
0.159173,1.017695,0.068034,1.252038,0.193317,0.005601,0.048737,0.000864,0.015105,0.000576,0.001440,0.001184,0.000384,1.524750
0.146244,1.016511,0.066914,1.235525,0.193125,0.005633,0.048481,0.000640,0.014272,0.000609,0.001504,0.001184,0.000384,1.506189
0.134404,1.033823,0.073506,1.249413,0.196294,0.005536,0.048257,0.000576,0.013729,0.000608,0.001504,0.001120,0.000384,1.523021
0.153285,1.019070,0.067938,1.246853,0.199302,0.009601,0.048193,0.000832,0.013920,0.000576,0.001664,0.001152,0.000416,1.527310
0.150180,1.038783,0.087043,1.282950,0.193638,0.005056,0.048865,0.000864,0.014433,0.000320,0.001536,0.001152,0.000416,1.554126
0.147972,1.020095,0.068610,1.242373,0.193382,0.005056,0.048161,0.000640,0.014177,0.000640,0.001376,0.001248,0.000608,1.512589
0.146724,1.016831,0.070914,1.241445,0.209862,0.005248,0.048482,0.000576,0.014048,0.000352,0.001440,0.001184,0.000416,1.528493
0.140133,1.022494,0.072162,1.241893,0.197094,0.005184,0.049538,0.000640,0.014432,0.000352,0.001505,0.001184,0.000480,1.517262
0.149668,1.020511,0.075042,1.251909,0.194470,0.004992,0.048450,0.000608,0.014752,0.000640,0.001408,0.001248,0.000384,1.523725
0.155525,1.025566,0.073122,1.261126,0.194021,0.005088,0.048417,0.000608,0.014976,0.000352,0.001665,0.001408,0.000352,1.532846
0.150916,1.021311,0.070882,1.250661,0.194118,0.005568,0.048097,0.000576,0.014305,0.000608,0.001536,0.001216,0.000512,1.522317
0.133316,1.037887,0.087107,1.265094,0.193382,0.005152,0.048641,0.001024,0.014657,0.000768,0.001536,0.001216,0.000384,1.536718
0.148324,1.022239,0.069922,1.247589,0.193510,0.005152,0.048226,0.000704,0.014880,0.000736,0.001472,0.001472,0.000384,1.518925
0.156453,1.037663,0.081923,1.284391,0.194630,0.005600,0.048353,0.000800,0.015105,0.000608,0.001472,0.001504,0.000480,1.558063
0.148004,1.022046,0.072322,1.249957,0.193542,0.005184,0.048418,0.000800,0.015072,0.000352,0.001664,0.001472,0.000384,1.521709
0.130340,1.020671,0.071778,1.229509,0.211270,0.005600,0.048674,0.000768,0.014944,0.000352,0.001472,0.001216,0.000384,1.519598
0.147973,1.019582,0.070626,1.244677,0.193126,0.005184,0.048482,0.000896,0.014592,0.000800,0.001408,0.001216,0.000608,1.515917
0.152260,1.020863,0.070850,1.251333,0.193222,0.009600,0.047905,0.000832,0.014849,0.000640,0.001472,0.001280,0.000416,1.526509
0.152293,1.020126,0.070882,1.249093,0.194694,0.009505,0.048545,0.000640,0.014656,0.000352,0.001473,0.001280,0.000416,1.525742
0.149476,1.020511,0.079490,1.257317,0.193190,0.005600,0.048642,0.000704,0.014688,0.000352,0.001440,0.001280,0.000384,1.529133
0.149701,1.036479,0.085186,1.279142,0.194854,0.005408,0.048578,0.000640,0.013792,0.000352,0.001504,0.001217,0.000384,1.551311
0.171749,1.029759,0.081859,1.292071,0.194405,0.005536,0.048705,0.000832,0.013889,0.000352,0.001728,0.001760,0.000672,1.565807
0.153509,1.036287,0.083714,1.281702,0.193253,0.005152,0.048706,0.000832,0.014272,0.000544,0.001504,0.001473,0.000672,1.553487
0.153252,1.027935,0.073762,1.262917,0.193190,0.005344,0.048130,0.000832,0.014144,0.000416,0.001632,0.001248,0.000448,1.533325
0.148517,1.055263,0.119332,1.330632,0.194982,0.005568,0.048545,0.000800,0.014049,0.000352,0.001696,0.001216,0.000448,1.603408
0.151140,1.019550,0.069890,1.246981,0.193670,0.005632,0.048834,0.000896,0.014304,0.000608,0.001472,0.001248,0.000416,1.518925
0.149029,1.019646,0.069411,1.245062,0.212006,0.012416,0.048450,0.000576,0.013888,0.000352,0.001504,0.001280,0.000416,1.543118
0.150212,1.019199,0.073154,1.249317,0.193542,0.005440,0.048353,0.000800,0.014048,0.000352,0.001408,0.001248,0.000640,1.519981
0.150085,1.018942,0.069506,1.245637,0.193222,0.005568,0.048418,0.000896,0.014784,0.000576,0.001440,0.001216,0.000384,1.517101
0.137412,1.020799,0.070466,1.235365,0.192902,0.005376,0.048769,0.000800,0.014113,0.000608,0.001504,0.001120,0.000608,1.505965
0.149508,1.019615,0.074018,1.250213,0.193094,0.005568,0.048929,0.000833,0.014080,0.000352,0.001632,0.001088,0.000512,1.521229
0.154405,1.036479,0.080515,1.279175,0.193541,0.005249,0.048929,0.000832,0.014016,0.000608,0.001440,0.001120,0.000352,1.550415
0.153604,1.020735,0.076258,1.257317,0.193414,0.005664,0.048866,0.000800,0.014400,0.000544,0.001568,0.001184,0.000448,1.529229
0.145093,1.035711,0.079170,1.266278,0.194246,0.005152,0.048674,0.000896,0.014400,0.000352,0.001696,0.001344,0.000352,1.538446
0.151812,1.022015,0.070530,1.251045,0.195046,0.005120,0.048609,0.000832,0.014113,0.000416,0.001472,0.001152,0.000608,1.523277
0.150980,1.019934,0.118628,1.296679,0.193253,0.005153,0.047937,0.000576,0.014240,0.000608,0.001504,0.001152,0.000640,1.566639
0.136580,1.018175,0.071042,1.231173,0.193414,0.005120,0.047969,0.000864,0.014113,0.000608,0.001440,0.001248,0.000608,1.501325
0.149540,1.021119,0.069922,1.247269,0.192902,0.005088,0.048354,0.000672,0.014208,0.000608,0.001536,0.001376,0.000704,1.517421
0.150309,1.017854,0.070051,1.245094,0.193061,0.005185,0.048705,0.000800,0.014400,0.000609,0.001632,0.001184,0.000416,1.515886
0.149188,1.021727,0.070626,1.249285,0.193030,0.005152,0.049057,0.000800,0.014017,0.000352,0.001696,0.001120,0.000608,1.519949
0.148580,1.038399,0.084610,1.279014,0.193766,0.005152,0.048226,0.000768,0.014464,0.000352,0.001504,0.001280,0.000416,1.550382
0.152421,1.020574,0.072131,1.251334,0.193605,0.005185,0.048833,0.000768,0.014561,0.000608,0.001760,0.001216,0.000448,1.523470
0.138052,1.038271,0.081570,1.264422,0.194438,0.009504,0.048194,0.000864,0.014880,0.000608,0.001504,0.001728,0.000672,1.541870
0.151173,1.020062,0.070402,1.247909,0.193062,0.005472,0.048930,0.000832,0.014112,0.000608,0.001472,0.001184,0.000608,1.518989
0.149701,1.054815,0.092675,1.303687,0.192614,0.005568,0.048578,0.000768,0.014528,0.000352,0.001504,0.001472,0.000608,1.574543
0.110916,1.018494,0.072482,1.208804,0.193446,0.005600,0.048098,0.000800,0.014272,0.000576,0.001536,0.001376,0.000608,1.479980
0.135844,1.018271,0.070370,1.232165,0.193382,0.005280,0.070562,0.000928,0.014241,0.000384,0.001664,0.001472,0.000640,1.526286
0.151876,1.037791,0.071907,1.268134,0.194533,0.005601,0.048865,0.000608,0.014145,0.000768,0.001504,0.001472,0.000672,1.541230
0.147332,1.018175,0.069346,1.240453,0.193638,0.005664,0.047969,0.000640,0.014529,0.000640,0.001472,0.001472,0.000416,1.511565
0.171333,1.062080,0.074402,1.315623,0.193574,0.005088,0.048417,0.000800,0.013761,0.000352,0.001440,0.001344,0.000512,1.585647
0.146116,1.021470,0.069986,1.243941,0.193350,0.005088,0.048418,0.000800,0.013792,0.000384,0.001504,0.001760,0.000416,1.514189
0.146437,1.039967,0.084034,1.277030,0.193606,0.005152,0.048194,0.000896,0.014048,0.000608,0.001504,0.001472,0.000384,1.547662
0.152901,1.022526,0.074914,1.258533,0.193701,0.005376,0.048962,0.000608,0.014080,0.000576,0.001440,0.001313,0.000480,1.529934
0.150820,1.037695,0.078499,1.275078,0.194726,0.005088,0.048833,0.000864,0.013985,0.000352,0.001632,0.001216,0.000608,1.547726
0.152196,1.021407,0.072930,1.253701,0.193574,0.011840,0.049474,0.000896,0.015456,0.000672,0.001600,0.001472,0.000609,1.534222
0.134564,1.018495,0.073762,1.233413,0.212838,0.005313,0.048385,0.000576,0.014080,0.000352,0.001377,0.001248,0.000416,1.523534
0.150213,1.022431,0.070626,1.250310,0.193382,0.005152,0.048577,0.000608,0.014465,0.000640,0.001408,0.001248,0.000416,1.520974
0.150468,1.019199,0.070850,1.247461,0.193638,0.005152,0.048641,0.000800,0.013857,0.000320,0.001472,0.001216,0.000384,1.517901
0.135396,1.017758,0.069250,1.228997,0.193285,0.005120,0.049154,0.000864,0.014048,0.000672,0.001472,0.001248,0.000416,1.499949
0.147237,1.019230,0.072930,1.246373,0.193414,0.005152,0.048802,0.000800,0.013472,0.000576,0.001408,0.001760,0.000448,1.517101
0.137828,1.040959,0.076803,1.262598,0.193061,0.005056,0.048705,0.000768,0.013920,0.000352,0.001441,0.001152,0.000416,1.532206
0.147172,1.018943,0.068706,1.241445,0.193062,0.005152,0.048385,0.000736,0.013729,0.000608,0.001472,0.001248,0.000608,1.511245
0.141860,1.038687,0.097219,1.284646,0.192966,0.005120,0.048578,0.000672,0.013952,0.000384,0.001440,0.001248,0.000416,1.554574
0.127652,1.019487,0.071042,1.224997,0.193158,0.004992,0.048673,0.000800,0.014017,0.000576,0.001504,0.001216,0.000416,1.495149
0.139364,1.018462,0.089667,1.253862,0.194374,0.005088,0.048449,0.000800,0.014241,0.000320,0.001440,0.001152,0.000416,1.525070
0.162884,1.028670,0.083459,1.281798,0.194406,0.005504,0.048193,0.000800,0.014369,0.000608,0.001504,0.001760,0.000480,1.554734
0.161669,1.023295,0.074690,1.266790,0.193766,0.005696,0.048801,0.000833,0.013984,0.000608,0.001696,0.001472,0.000352,1.539726
0.149381,1.020030,0.073091,1.248550,0.194085,0.005409,0.048641,0.000960,0.013953,0.000608,0.001504,0.001184,0.000704,1.520590
0.145573,1.019326,0.070434,1.241925,0.194374,0.005568,0.048514,0.000768,0.014144,0.000320,0.001472,0.001184,0.000384,1.513421
0.151813,1.036735,0.078274,1.274598,0.193606,0.005632,0.047970,0.000864,0.014656,0.000352,0.001504,0.001248,0.000480,1.545838
0.175845,1.018302,0.072323,1.273222,0.193381,0.005601,0.048065,0.000736,0.014144,0.000353,0.001504,0.001216,0.000608,1.543598
0.148548,1.032959,0.076227,1.264774,0.193029,0.009473,0.048321,0.000800,0.013633,0.000384,0.001472,0.001216,0.000416,1.538318
0.151813,1.020606,0.073731,1.252902,0.193221,0.005057,0.048417,0.000576,0.013953,0.000384,0.001536,0.001184,0.000416,1.522414
0.147844,1.035615,0.083618,1.273446,0.194213,0.005153,0.047649,0.000640,0.013760,0.000384,0.001472,0.001121,0.000416,1.543086
0.145508,1.027167,0.074914,1.254117,0.194246,0.005152,0.048450,0.000640,0.014016,0.000384,0.001440,0.001184,0.000385,1.524718
0.147236,1.017534,0.071778,1.243525,0.193286,0.005120,0.067074,0.001056,0.013697,0.000384,0.001472,0.001248,0.000448,1.532814
0.148804,1.016638,0.073346,1.244773,0.193222,0.009504,0.048066,0.000576,0.013792,0.000832,0.001440,0.001184,0.000448,1.518861
0.146084,1.021119,0.070690,1.244389,0.193766,0.005088,0.047745,0.000672,0.013793,0.000416,0.001472,0.001120,0.000384,1.513709
0.168357,1.046815,0.071298,1.292838,0.193158,0.005376,0.048418,0.000640,0.013856,0.000352,0.001472,0.001248,0.000416,1.562350
0.151461,1.021022,0.071234,1.251205,0.193030,0.005568,0.048482,0.000608,0.013568,0.000608,0.001408,0.001152,0.000416,1.521069
0.146213,1.037503,0.082530,1.272550,0.194086,0.005088,0.048066,0.000608,0.013760,0.000384,0.001408,0.001152,0.000608,1.543022
0.147748,1.019487,0.070114,1.243781,0.192966,0.005184,0.048065,0.000576,0.013729,0.000352,0.001440,0.001120,0.000416,1.512461
0.150820,1.033855,0.079299,1.270822,0.194374,0.005056,0.047457,0.000608,0.013793,0.000352,0.001408,0.001440,0.000416,1.540590
0.147812,1.019807,0.070210,1.243685,0.193126,0.005152,0.047393,0.000640,0.013825,0.000384,0.001472,0.001184,0.000416,1.512205
0.146309,1.018654,0.068642,1.239877,0.210439,0.005248,0.047393,0.000576,0.013505,0.000384,0.001440,0.001664,0.000416,1.526222
0.151941,1.019806,0.070850,1.248261,0.193190,0.005216,0.047554,0.000608,0.013824,0.000608,0.001440,0.001728,0.000384,1.517901
0.146436,1.018431,0.071170,1.242597,0.193734,0.005152,0.048577,0.000640,0.014113,0.000608,0.001408,0.001728,0.000384,1.514093
0.160229,1.031871,0.069346,1.267622,0.194534,0.005152,0.048866,0.000608,0.013792,0.000576,0.001408,0.001216,0.000352,1.538958
0.147300,1.022079,0.073026,1.248805,0.193542,0.005120,0.048353,0.000576,0.013857,0.000800,0.001504,0.001248,0.000416,1.518989
0.153732,1.039775,0.080867,1.282246,0.194502,0.005152,0.048801,0.000608,0.013793,0.000384,0.001440,0.001504,0.000384,1.554254
