REE[68],TEE[68]
0.256265,0.438927
0.258313,0.448239
0.203751,0.425935
0.202983,0.448111
0.202791,0.439631
0.202695,0.427854
0.202663,0.438126
0.202694,0.426126
0.202823,0.425998
0.202983,0.464560
0.202823,0.428686
0.202823,0.451727
0.202631,0.434959
0.202503,0.433295
0.202887,0.430639
0.202567,0.431630
0.203239,0.432174
0.204071,0.468592
0.215592,0.431599
0.202631,0.435983
0.203207,0.438543
0.203431,0.443503
0.202663,0.444015
0.203431,0.445519
0.203015,0.426606
0.203687,0.428942
0.202630,0.429071
0.203143,0.426959
0.203047,0.427183
0.202599,0.429007
0.203431,0.430095
0.202151,0.429966
0.202791,0.427214
0.203174,0.426927
0.202695,0.426543
0.202567,0.427054
0.202695,0.427662
0.212616,0.427183
0.202727,0.429775
0.202823,0.431214
0.202919,0.438991
0.202535,0.446895
0.202599,0.447727
0.202631,0.426990
0.202599,0.437679
0.202951,0.448527
0.203110,0.428783
0.203143,0.454864
0.202759,0.447920
0.203111,0.437679
0.203239,0.429359
0.202951,0.450319
0.203111,0.426479
0.204615,0.426671
0.216135,0.442991
0.204039,0.426766
0.202854,0.426030
0.202823,0.428590
0.202695,0.430767
0.202887,0.440239
0.203367,0.427055
0.202887,0.441167
0.202727,0.426415
0.203271,0.446415
0.202759,0.426126
0.202727,0.428239
0.202983,0.427791
0.202759,0.446640
0.202855,0.427599
0.203047,0.427183
0.203175,0.428078
0.202854,0.428367
0.202951,0.460303
0.216008,0.425551
0.202567,0.425871
0.203719,0.435055
0.203527,0.428718
0.202695,0.426767
0.202630,0.455376
0.202791,0.428942
0.203335,0.439279
0.202662,0.430575
0.204071,0.428463
0.203463,0.434383
0.202727,0.426350
0.202759,0.431279
0.202727,0.433807
0.202919,0.429230
0.202631,0.426735
0.203303,0.427855
0.203271,0.427982
0.203207,0.429422
0.216296,0.427662
0.202631,0.441967
0.204167,0.425742
0.202759,0.429615
0.203750,0.447663
0.202983,0.442767
0.203143,0.428430
0.203015,0.441135
0.202599,0.426958
0.203271,0.444303
0.202727,0.457647
0.202758,0.428430
0.203558,0.450575
0.202823,0.427278
0.203335,0.427631
0.202759,0.452944
0.202663,0.428463
0.202887,0.429551
0.202631,0.427535
0.213991,0.425582
0.203943,0.434926
0.202727,0.426607
0.203527,0.437071
0.203335,0.428815
0.202535,0.438607
0.203271,0.428783
0.202727,0.428879
0.202791,0.429263
0.203207,0.429743
0.203303,0.446767
0.204039,0.428687
0.203239,0.427951
0.203463,0.448111
0.202855,0.426734
0.202791,0.425295
0.203655,0.427759
0.202823,0.447600
0.202663,0.426190
0.214152,0.428687
0.203015,0.427470
0.202535,0.432175
0.203463,0.439695
0.202791,0.427951
0.202759,0.444783
0.202823,0.429742
0.203527,0.430927
0.203431,0.429102
0.204103,0.464144
0.203207,0.469296
0.202631,0.427374
0.202695,0.426894
0.202695,0.428431
0.202567,0.437999
0.203303,0.428430
0.202727,0.434447
0.214407,0.428142
0.202663,0.426926
0.202823,0.426223
0.202726,0.433807
0.202535,0.425615
0.202663,0.442991
0.202855,0.433487
0.202631,0.438895
0.203911,0.443343
0.202855,0.430063
0.204007,0.427535
0.203399,0.429007
0.203239,0.428591
0.202983,0.448591
0.203463,0.428398
0.203975,0.429422
0.203303,0.428014
