Layer[0],Layer[1],Layer[2],IN[3],INFER[3-4],OUT[4],TEE[3-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.394604,0.017409,0.191877,0.136740,0.085315,0.066242,0.291497,0.000864,0.015104,0.000384,0.001600,0.000960,0.000384,0.922492
0.394827,0.017537,0.191909,0.125476,0.091651,0.063970,0.284425,0.000704,0.014784,0.000416,0.001568,0.001024,0.000384,0.915548
0.394604,0.017568,0.212999,0.140452,0.096771,0.063457,0.303465,0.000736,0.014400,0.000416,0.001632,0.000960,0.000352,0.955100
0.394955,0.017760,0.192646,0.134820,0.085858,0.060354,0.284520,0.000704,0.014593,0.000320,0.001536,0.001152,0.000416,0.916955
0.395467,0.017697,0.191814,0.131043,0.088675,0.062018,0.285160,0.000768,0.014496,0.000352,0.001537,0.000896,0.000576,0.916059
0.395212,0.017504,0.192294,0.132516,0.086147,0.060225,0.300905,0.000864,0.015201,0.000384,0.001536,0.000960,0.000576,0.933340
0.399532,0.017377,0.191845,0.138116,0.088771,0.063394,0.293289,0.000704,0.014400,0.000352,0.001536,0.001089,0.000608,0.928476
0.394700,0.017568,0.191910,0.143684,0.085091,0.064834,0.296617,0.000800,0.015008,0.000384,0.001504,0.001024,0.000480,0.927323
0.394764,0.017344,0.191750,0.137220,0.087267,0.073538,0.301321,0.000640,0.014720,0.000384,0.001568,0.000992,0.000352,0.931611
0.411789,0.017664,0.192262,0.145444,0.095555,0.062946,0.307497,0.000672,0.014784,0.000384,0.001568,0.000864,0.000320,0.955709
0.399980,0.017504,0.191526,0.137540,0.085795,0.061826,0.288521,0.000704,0.014816,0.000352,0.001504,0.000992,0.000448,0.924507
0.395564,0.017696,0.192133,0.135236,0.086083,0.063106,0.289033,0.000672,0.014272,0.000384,0.001440,0.000960,0.000352,0.919739
0.398956,0.017536,0.191846,0.161413,0.096099,0.061345,0.322665,0.000736,0.015201,0.000320,0.001536,0.001152,0.000352,0.958332
0.399851,0.017601,0.192166,0.131076,0.087074,0.066594,0.288584,0.001152,0.015841,0.000352,0.001536,0.001440,0.000384,0.927419
0.399244,0.017568,0.192134,0.126948,0.085762,0.060898,0.276968,0.000768,0.014593,0.000384,0.001568,0.000896,0.000320,0.911739
0.395148,0.017505,0.191845,0.120484,0.084835,0.060321,0.268808,0.000704,0.016545,0.000352,0.001504,0.000960,0.000288,0.901563
0.395339,0.017441,0.191813,0.145732,0.095523,0.087202,0.331785,0.000704,0.014209,0.000352,0.001504,0.000896,0.000320,0.962236
0.399563,0.017569,0.191206,0.131140,0.085698,0.061794,0.281544,0.000704,0.014784,0.000384,0.001505,0.001504,0.000512,0.916411
0.395692,0.017345,0.191653,0.142789,0.086754,0.069634,0.302153,0.000768,0.014049,0.000352,0.001536,0.001376,0.000544,0.933084
0.412589,0.017440,0.192486,0.142788,0.095491,0.063938,0.305673,0.001120,0.015744,0.000608,0.001505,0.000960,0.000352,0.956125
0.399372,0.017376,0.191686,0.162693,0.086786,0.063362,0.316041,0.000704,0.014209,0.000352,0.001472,0.000896,0.000288,0.949500
0.399819,0.017473,0.191718,0.145764,0.086851,0.062689,0.298280,0.000768,0.014145,0.000384,0.001504,0.000928,0.000256,0.932315
0.399883,0.017344,0.192006,0.139300,0.103843,0.078594,0.325257,0.000800,0.014369,0.000384,0.001408,0.000928,0.000448,0.960700
0.396651,0.017825,0.192262,0.132836,0.087394,0.064194,0.287624,0.000704,0.014209,0.000352,0.001536,0.001152,0.000384,0.920891
0.400268,0.017792,0.192294,0.137476,0.089155,0.067106,0.296873,0.000736,0.014432,0.000352,0.001504,0.001312,0.000416,0.933691
0.400460,0.017537,0.191845,0.141188,0.088674,0.062306,0.295528,0.000768,0.015073,0.000352,0.001504,0.001056,0.000384,0.932636
0.424301,0.017377,0.191941,0.143109,0.097666,0.064993,0.309065,0.000640,0.014689,0.000384,0.001504,0.000992,0.000416,0.969245
0.395371,0.017568,0.191878,0.147876,0.084643,0.062626,0.298313,0.000896,0.014368,0.000320,0.001472,0.001024,0.000640,0.930939
0.394540,0.017537,0.191973,0.146181,0.085666,0.062562,0.297609,0.000736,0.014849,0.000448,0.001504,0.000896,0.000576,0.928540
0.394539,0.017633,0.211846,0.147717,0.087554,0.066338,0.306377,0.001024,0.015073,0.000352,0.001536,0.000896,0.000576,0.957692
0.394284,0.017409,0.191269,0.140773,0.085186,0.061730,0.290633,0.000736,0.014144,0.000384,0.001537,0.000992,0.000352,0.918876
0.399020,0.017537,0.191493,0.139492,0.088867,0.062690,0.293961,0.000704,0.014080,0.000384,0.001440,0.000896,0.000352,0.926876
0.409804,0.017633,0.191654,0.146916,0.095395,0.064322,0.311433,0.000672,0.035489,0.000640,0.001696,0.001024,0.000384,0.978749
0.401868,0.017665,0.194086,0.105571,0.093347,0.061345,0.264071,0.000736,0.014496,0.000416,0.001568,0.001120,0.000352,0.904251
0.395372,0.017728,0.192806,0.142692,0.088003,0.063522,0.297705,0.000704,0.015328,0.000384,0.001504,0.000896,0.000321,0.929948
0.400204,0.017569,0.192838,0.144420,0.086178,0.071459,0.305161,0.000736,0.014752,0.000416,0.001504,0.000896,0.000544,0.942172
0.412236,0.017568,0.192582,0.137188,0.090147,0.064642,0.295241,0.000640,0.015040,0.000384,0.001504,0.000929,0.000320,0.944092
0.395468,0.017408,0.193638,0.133348,0.102691,0.064706,0.303849,0.000608,0.014113,0.000416,0.001440,0.000928,0.000320,0.935068
0.396044,0.017377,0.192229,0.141444,0.084451,0.062146,0.291049,0.000736,0.014240,0.000384,0.001504,0.000928,0.000352,0.922364
0.394828,0.017472,0.192230,0.152388,0.104228,0.061953,0.321673,0.000704,0.015072,0.000352,0.001536,0.000896,0.000416,0.952348
0.399083,0.017472,0.192550,0.141572,0.087619,0.063425,0.295592,0.000704,0.014208,0.000416,0.001504,0.000864,0.000384,0.930043
0.399339,0.017537,0.192038,0.131428,0.084258,0.063938,0.282568,0.000672,0.015488,0.000384,0.001440,0.000928,0.000608,0.918427
0.395532,0.017568,0.192390,0.142212,0.086723,0.064642,0.297033,0.000768,0.014240,0.000352,0.001536,0.000896,0.000352,0.928379
0.398283,0.017793,0.193830,0.141476,0.093027,0.065346,0.303401,0.000672,0.015328,0.000352,0.001568,0.001248,0.000384,0.941115
0.399500,0.017569,0.192101,0.132420,0.086499,0.061890,0.284329,0.000768,0.014368,0.000352,0.001472,0.001056,0.000321,0.919260
0.395787,0.017601,0.192518,0.133924,0.088994,0.066146,0.292360,0.000672,0.014369,0.000352,0.001440,0.000960,0.000544,0.923707
0.421005,0.017632,0.192422,0.135492,0.092611,0.068962,0.302185,0.000800,0.020513,0.000352,0.001536,0.000960,0.000256,0.965213
0.395627,0.017825,0.192454,0.142084,0.104771,0.062562,0.312457,0.000768,0.020609,0.000384,0.001568,0.000928,0.000352,0.950172
0.395147,0.017441,0.192102,0.135556,0.087042,0.062850,0.288776,0.000704,0.014209,0.000320,0.001536,0.000928,0.000352,0.918875
0.394412,0.017568,0.192262,0.169701,0.122980,0.085218,0.381419,0.001088,0.014881,0.000352,0.001536,0.000992,0.000352,1.011454
0.399980,0.017472,0.193638,0.133700,0.091139,0.064034,0.292233,0.000672,0.014464,0.000416,0.001472,0.001056,0.000384,0.929627
0.395115,0.017665,0.192390,0.157380,0.107011,0.062530,0.330569,0.000704,0.016289,0.000384,0.001504,0.000960,0.000320,0.962364
0.394380,0.017536,0.192294,0.126788,0.095459,0.062177,0.288488,0.000736,0.014369,0.000384,0.001536,0.000832,0.000448,0.917755
0.413996,0.017824,0.192485,0.136900,0.085315,0.061986,0.288297,0.000768,0.014784,0.000384,0.001536,0.001664,0.000416,0.941115
0.395499,0.017761,0.192166,0.144900,0.095651,0.068642,0.312521,0.001056,0.014400,0.000352,0.001568,0.000960,0.000320,0.943259
0.395180,0.017312,0.191814,0.137156,0.085731,0.064289,0.290408,0.000736,0.014592,0.000384,0.001504,0.001088,0.000352,0.920347
0.398540,0.017345,0.207686,0.140580,0.089379,0.065826,0.299337,0.000704,0.014400,0.000352,0.001568,0.000928,0.000384,0.948188
0.399243,0.017505,0.191590,0.114883,0.093923,0.061922,0.273768,0.000768,0.014272,0.000352,0.001440,0.000928,0.000352,0.906650
0.394508,0.017376,0.192102,0.136036,0.086114,0.062561,0.287880,0.000704,0.014369,0.000352,0.001440,0.000960,0.000416,0.916763
0.395948,0.017376,0.192070,0.116996,0.085730,0.061314,0.267048,0.000704,0.014432,0.000384,0.001537,0.000960,0.000352,0.897275
0.395691,0.017249,0.192389,0.115236,0.095939,0.061730,0.275913,0.000736,0.014400,0.000384,0.001472,0.000864,0.000384,0.905690
0.395180,0.017569,0.191973,0.116676,0.096195,0.061345,0.277288,0.000705,0.014400,0.000352,0.001472,0.000800,0.000352,0.906395
0.394540,0.017600,0.191782,0.112355,0.088195,0.060578,0.264328,0.000704,0.018688,0.000352,0.001472,0.000832,0.000352,0.897530
0.394700,0.017824,0.208262,0.132580,0.094371,0.063426,0.293705,0.001056,0.014817,0.000384,0.001600,0.001248,0.000352,0.942940
0.394860,0.017377,0.192325,0.120164,0.092771,0.061122,0.278889,0.000768,0.016672,0.000384,0.001568,0.001024,0.000352,0.910747
0.395755,0.017473,0.192710,0.121251,0.098403,0.060546,0.284840,0.000768,0.014848,0.000384,0.001569,0.001024,0.000352,0.916123
0.394380,0.017312,0.191974,0.136068,0.099651,0.068258,0.307529,0.000704,0.014240,0.000352,0.001537,0.000832,0.000384,0.935772
0.393996,0.017728,0.192038,0.123012,0.086626,0.060162,0.272808,0.000768,0.014112,0.000384,0.001569,0.001056,0.000416,0.901915
0.397483,0.017153,0.192294,0.116931,0.095203,0.060930,0.276648,0.000704,0.014592,0.000352,0.001536,0.000928,0.000288,0.908698
0.394796,0.017537,0.191429,0.109476,0.087010,0.067490,0.267496,0.000704,0.014017,0.000384,0.001472,0.000928,0.000352,0.895483
0.394572,0.034273,0.193030,0.139620,0.088162,0.065122,0.296168,0.001056,0.014305,0.000384,0.001536,0.001056,0.000384,0.944924
0.395244,0.017344,0.192326,0.125668,0.087074,0.061794,0.277896,0.000800,0.014273,0.000352,0.001536,0.001024,0.000672,0.908827
0.395852,0.017280,0.191782,0.131140,0.085347,0.061025,0.280872,0.000640,0.014593,0.000416,0.001536,0.001056,0.000640,0.911259
0.395723,0.017569,0.193510,0.131620,0.087042,0.068290,0.290696,0.000768,0.032097,0.000704,0.001664,0.001184,0.000640,0.942908
0.400299,0.017569,0.192678,0.144164,0.101699,0.065442,0.314793,0.000928,0.014752,0.000384,0.001569,0.001088,0.000352,0.951772
0.395339,0.017504,0.192038,0.136516,0.106595,0.064290,0.310505,0.000672,0.014304,0.000416,0.001504,0.001089,0.000352,0.941020
0.400588,0.017665,0.192069,0.137925,0.090018,0.066050,0.297193,0.000736,0.014593,0.000384,0.001536,0.001024,0.000352,0.933532
0.418924,0.017633,0.192133,0.138532,0.103843,0.063938,0.309834,0.000736,0.014432,0.000608,0.001472,0.001088,0.000384,0.964796
0.399628,0.017632,0.191846,0.133764,0.087458,0.064674,0.288840,0.000992,0.014657,0.000384,0.001568,0.001088,0.000384,0.924155
0.399084,0.017536,0.191942,0.158885,0.095587,0.061698,0.319178,0.000704,0.014528,0.000384,0.001504,0.001056,0.000608,0.953724
0.394220,0.017376,0.209959,0.151172,0.095107,0.064354,0.313737,0.001024,0.014240,0.000384,0.001600,0.001056,0.000320,0.961725
0.399948,0.017473,0.191685,0.138693,0.087650,0.064610,0.294281,0.000704,0.014241,0.000384,0.001536,0.001024,0.000320,0.928796
0.395243,0.017536,0.191846,0.140772,0.084354,0.061122,0.289192,0.000704,0.014337,0.000384,0.001536,0.001056,0.000384,0.919419
0.397868,0.017632,0.192102,0.142180,0.090499,0.063938,0.300105,0.000736,0.015168,0.000416,0.020353,0.001504,0.000640,0.954620
0.400268,0.017536,0.192102,0.137732,0.090915,0.062850,0.294889,0.000704,0.014208,0.000352,0.001472,0.001248,0.000320,0.930267
0.399180,0.017536,0.192006,0.136036,0.087491,0.062978,0.289737,0.000704,0.014528,0.000416,0.001504,0.001120,0.000320,0.924283
0.395116,0.017600,0.191910,0.131012,0.088515,0.061762,0.284425,0.000704,0.014880,0.000416,0.001472,0.001024,0.000544,0.915227
0.416748,0.017889,0.192038,0.133988,0.096770,0.063362,0.297544,0.000672,0.014977,0.000416,0.001568,0.001024,0.000544,0.951100
0.395532,0.017440,0.191910,0.135364,0.086786,0.062018,0.287272,0.000704,0.014433,0.000416,0.001504,0.001024,0.000352,0.917819
0.400300,0.017760,0.191718,0.136228,0.088675,0.066018,0.294313,0.000736,0.014400,0.000384,0.001504,0.001024,0.000544,0.929787
0.394603,0.017633,0.192294,0.171685,0.106211,0.062050,0.343306,0.001024,0.014752,0.000416,0.001568,0.000992,0.000288,0.973084
0.394860,0.017536,0.192102,0.110531,0.101123,0.059425,0.274504,0.000704,0.014177,0.000416,0.001536,0.000960,0.000352,0.903387
0.395180,0.017632,0.192230,0.152164,0.086307,0.066050,0.308009,0.000704,0.014977,0.000352,0.001536,0.001184,0.000352,0.940092
0.394636,0.017536,0.191750,0.112195,0.095683,0.063778,0.276008,0.000704,0.014016,0.000352,0.001504,0.000960,0.000320,0.903867
0.407372,0.017536,0.191974,0.151268,0.085507,0.060706,0.300777,0.000672,0.013984,0.000416,0.001472,0.001056,0.000640,0.942364
0.394508,0.017440,0.191782,0.139524,0.083395,0.060033,0.285993,0.000672,0.013984,0.000352,0.001408,0.000928,0.000288,0.913339
0.393996,0.017344,0.191686,0.124387,0.095234,0.059138,0.281864,0.000704,0.014593,0.000416,0.001568,0.000832,0.000288,0.909083
0.400460,0.017312,0.210247,0.138884,0.096163,0.069154,0.307145,0.000704,0.014336,0.000352,0.001440,0.001600,0.000256,0.961468
0.398732,0.017344,0.192262,0.123972,0.082946,0.065154,0.275208,0.000704,0.013985,0.000352,0.001472,0.001056,0.000288,0.908539
0.398668,0.017441,0.191909,0.121956,0.084259,0.061185,0.270472,0.000704,0.014081,0.000352,0.001408,0.001024,0.000352,0.903419
0.393868,0.017376,0.191686,0.139236,0.085955,0.060001,0.288360,0.000672,0.013953,0.000384,0.001408,0.000800,0.000288,0.914587
0.393932,0.017216,0.191270,0.105891,0.086819,0.059394,0.255080,0.000960,0.014976,0.000384,0.001440,0.000832,0.000384,0.882554
0.395596,0.017889,0.192037,0.137316,0.086883,0.063714,0.291465,0.000736,0.014528,0.000416,0.001472,0.001089,0.000352,0.923420
0.394444,0.017696,0.191942,0.132548,0.092483,0.060674,0.289225,0.000704,0.014080,0.000448,0.001504,0.000960,0.000352,0.917787
0.394828,0.017760,0.204422,0.120483,0.090819,0.059650,0.274313,0.000864,0.014272,0.000384,0.001408,0.000960,0.000640,0.915899
0.400428,0.017313,0.191493,0.119076,0.085890,0.060193,0.268136,0.000704,0.014657,0.000416,0.001440,0.001024,0.000352,0.903227
0.396076,0.017632,0.191942,0.134820,0.093123,0.062402,0.293577,0.000704,0.014112,0.000384,0.001440,0.000864,0.000352,0.923643
0.395212,0.017376,0.191526,0.136772,0.086050,0.063522,0.289352,0.000736,0.014625,0.000352,0.001408,0.000960,0.000384,0.918107
0.394316,0.017504,0.191558,0.112995,0.092675,0.066850,0.275912,0.000992,0.014240,0.000384,0.001408,0.000832,0.000352,0.904091
0.394508,0.017249,0.191397,0.117028,0.086370,0.063298,0.270152,0.000992,0.014753,0.000384,0.001536,0.000992,0.000352,0.898779
0.396139,0.017472,0.191718,0.115491,0.095107,0.059682,0.273384,0.000672,0.014752,0.000384,0.001472,0.000832,0.000288,0.903162
0.395244,0.017152,0.206214,0.119748,0.095011,0.060418,0.278473,0.000736,0.014080,0.000384,0.001504,0.000832,0.000320,0.920539
0.402604,0.017792,0.193126,0.138244,0.089923,0.071586,0.302793,0.000704,0.014240,0.000352,0.001536,0.001185,0.000352,0.943676
0.400972,0.017824,0.192742,0.136900,0.086435,0.067778,0.294377,0.000896,0.014656,0.000384,0.001472,0.001216,0.000416,0.932123
0.400908,0.017793,0.192261,0.129860,0.083907,0.060994,0.277609,0.000896,0.014432,0.000352,0.001472,0.001088,0.000320,0.913979
0.400588,0.017569,0.191525,0.131235,0.088739,0.064322,0.287304,0.000672,0.014208,0.000352,0.001537,0.001120,0.000384,0.921820
0.400044,0.017441,0.191941,0.136004,0.085314,0.061538,0.285737,0.000736,0.014112,0.000416,0.001472,0.001088,0.000289,0.920060
0.400236,0.017729,0.191686,0.135908,0.086722,0.063458,0.289192,0.000704,0.014177,0.000384,0.001504,0.001152,0.000608,0.925180
0.423948,0.017441,0.191941,0.137476,0.088067,0.062978,0.291561,0.000736,0.014080,0.000385,0.001472,0.001120,0.000512,0.950076
0.400108,0.017729,0.192262,0.139236,0.086562,0.063170,0.292008,0.000768,0.014145,0.000384,0.001504,0.001152,0.000288,0.927452
0.400300,0.017505,0.192070,0.140068,0.086242,0.064034,0.293448,0.000704,0.014433,0.000416,0.001504,0.001088,0.000320,0.928764
0.401291,0.017344,0.192166,0.169797,0.094115,0.062593,0.329705,0.000673,0.014368,0.000352,0.001504,0.001024,0.000480,0.966172
0.397195,0.017760,0.192422,0.130084,0.086274,0.068258,0.287976,0.001120,0.015297,0.000384,0.001536,0.001152,0.000288,0.922747
0.400940,0.017697,0.192197,0.130596,0.084739,0.071618,0.290089,0.000800,0.014528,0.000352,0.001600,0.001088,0.000288,0.926715
0.401292,0.017345,0.191846,0.135940,0.089442,0.066946,0.295432,0.000736,0.014017,0.000384,0.001504,0.001056,0.000288,0.930940
0.395531,0.017473,0.191750,0.132740,0.088994,0.063106,0.288008,0.000768,0.014145,0.000352,0.001504,0.001024,0.000288,0.917627
0.400812,0.017473,0.191718,0.126819,0.085059,0.062850,0.277992,0.000704,0.014304,0.000384,0.001472,0.000992,0.000256,0.912827
0.399916,0.017440,0.192230,0.135396,0.088451,0.082818,0.310057,0.000672,0.014305,0.000352,0.001504,0.001024,0.000320,0.944636
0.400140,0.041346,0.196517,0.154149,0.136260,0.065058,0.358731,0.000736,0.014944,0.000385,0.001504,0.001088,0.000288,1.023039
0.401420,0.017409,0.192005,0.140260,0.084355,0.062178,0.290025,0.000704,0.014176,0.000352,0.001568,0.001184,0.000320,0.926171
0.400396,0.017505,0.191782,0.143172,0.085474,0.062434,0.294216,0.000672,0.014401,0.000416,0.001536,0.001088,0.000288,0.929212
0.395403,0.017633,0.191846,0.144612,0.103779,0.079074,0.330793,0.000800,0.014305,0.000384,0.001568,0.001024,0.000352,0.961052
0.401580,0.017760,0.191846,0.122243,0.085283,0.065378,0.276072,0.000992,0.014400,0.000416,0.001537,0.001120,0.000384,0.913883
0.396139,0.017665,0.191526,0.136836,0.084674,0.062306,0.287528,0.000768,0.015297,0.000416,0.001568,0.001056,0.000320,0.919483
0.396780,0.017792,0.191846,0.147652,0.087747,0.066306,0.305001,0.000736,0.015041,0.000608,0.001568,0.001088,0.000608,0.937852
0.396235,0.017729,0.191910,0.142212,0.097219,0.064642,0.307401,0.000896,0.014464,0.000352,0.001568,0.001152,0.000608,0.939643
0.395756,0.017601,0.192037,0.139301,0.087266,0.070530,0.300553,0.000704,0.014817,0.000384,0.001600,0.001024,0.000416,0.932092
0.396652,0.017568,0.192006,0.145412,0.086147,0.063778,0.298537,0.001088,0.014848,0.000384,0.001568,0.001024,0.000352,0.931356
0.429004,0.017697,0.192742,0.140068,0.096707,0.072258,0.312265,0.000960,0.014816,0.000416,0.001601,0.000992,0.000384,0.978909
0.396044,0.017473,0.192037,0.135716,0.087011,0.072706,0.298633,0.000704,0.014209,0.000416,0.001536,0.000960,0.000608,0.930044
0.395531,0.017377,0.191846,0.138212,0.085858,0.063202,0.290600,0.000800,0.014241,0.000384,0.001536,0.000992,0.000352,0.921083
0.395723,0.017696,0.191782,0.139524,0.108643,0.087043,0.339114,0.001024,0.014528,0.000352,0.001568,0.001024,0.000416,0.970588
0.401516,0.017697,0.192261,0.137092,0.089731,0.070498,0.300905,0.000896,0.014465,0.000384,0.001568,0.001504,0.000384,0.940316
0.396108,0.017888,0.191558,0.144068,0.099491,0.064066,0.311305,0.000736,0.014593,0.000576,0.001536,0.001120,0.000384,0.943324
0.395756,0.017568,0.191942,0.145284,0.103747,0.074723,0.326890,0.000672,0.014368,0.000384,0.001568,0.001184,0.000416,0.958876
0.395467,0.017601,0.192102,0.144260,0.086850,0.065793,0.300008,0.001025,0.014880,0.000416,0.001472,0.001184,0.000416,0.931899
0.397228,0.017857,0.192069,0.147269,0.087522,0.063330,0.301577,0.000704,0.014529,0.000416,0.001568,0.001056,0.000384,0.934556
0.396172,0.017664,0.191942,0.145124,0.089539,0.063746,0.301833,0.000768,0.014784,0.000416,0.001504,0.001024,0.000416,0.934427
0.422317,0.017664,0.192486,0.144068,0.086979,0.063074,0.297513,0.000672,0.014304,0.000448,0.001505,0.001152,0.000416,0.955933
0.396684,0.017857,0.191909,0.143557,0.087394,0.067330,0.301801,0.000992,0.015105,0.000448,0.001472,0.000992,0.000416,0.934620
0.396044,0.017536,0.192358,0.139748,0.085891,0.063266,0.292009,0.000736,0.014816,0.000352,0.001536,0.001024,0.000384,0.923803
0.395916,0.017633,0.192357,0.144261,0.097891,0.062849,0.308809,0.000832,0.014401,0.000384,0.001504,0.001056,0.000416,0.941020
0.401324,0.017601,0.192517,0.142500,0.088898,0.066114,0.301833,0.000832,0.014913,0.000416,0.001600,0.001120,0.000384,0.940572
0.398316,0.017792,0.192358,0.145380,0.088067,0.068386,0.305289,0.000960,0.014560,0.000352,0.001537,0.001056,0.000384,0.940668
0.397099,0.017761,0.192358,0.132452,0.086242,0.063554,0.285608,0.000864,0.014433,0.000384,0.001440,0.001120,0.000352,0.918587
0.396236,0.017537,0.192101,0.143653,0.089794,0.066562,0.303977,0.000833,0.015104,0.000384,0.001568,0.001152,0.000384,0.937788
0.396652,0.017568,0.191590,0.130948,0.096739,0.063298,0.294153,0.000608,0.014496,0.000384,0.001536,0.001120,0.000384,0.926011
0.397388,0.017473,0.191877,0.149733,0.086626,0.063553,0.303689,0.000768,0.014529,0.000384,0.001504,0.001056,0.000352,0.937436
0.418988,0.017633,0.192166,0.145444,0.097539,0.075138,0.321737,0.001152,0.014625,0.000352,0.001568,0.000992,0.000416,0.977757
0.396524,0.017537,0.191781,0.138437,0.090818,0.064226,0.296457,0.000736,0.014529,0.000416,0.001568,0.001184,0.000352,0.928604
0.397804,0.017313,0.191781,0.145029,0.086242,0.063426,0.297737,0.001152,0.014977,0.000352,0.001504,0.001056,0.000320,0.931580
0.396395,0.017537,0.191878,0.149348,0.107011,0.109635,0.370699,0.000864,0.015200,0.000384,0.001536,0.001152,0.000384,1.004349
0.402252,0.017793,0.191941,0.140485,0.089602,0.064930,0.298473,0.000736,0.014497,0.000384,0.001472,0.001248,0.000384,0.937660
0.397612,0.017440,0.192518,0.144740,0.086147,0.062850,0.297001,0.000928,0.014944,0.000384,0.001504,0.001504,0.000384,0.932028
0.398156,0.017857,0.191877,0.143621,0.088258,0.067714,0.302921,0.001088,0.014817,0.000384,0.001472,0.001120,0.000576,0.938076
0.396524,0.017569,0.191685,0.141476,0.093666,0.064162,0.302345,0.000704,0.014369,0.000352,0.001568,0.000960,0.000384,0.933884
0.397355,0.017600,0.191686,0.133892,0.092483,0.059745,0.289224,0.000768,0.014401,0.000384,0.001536,0.001024,0.000352,0.921851
0.397772,0.017761,0.192997,0.141060,0.086531,0.061922,0.292777,0.000992,0.015168,0.000384,0.001537,0.001056,0.000576,0.928892
0.417964,0.017921,0.192101,0.143877,0.097411,0.064545,0.308777,0.000737,0.014336,0.000352,0.001568,0.001184,0.000640,0.963484
0.396524,0.017665,0.192613,0.138116,0.086946,0.067010,0.295337,0.000672,0.014497,0.000384,0.001504,0.001024,0.000384,0.928732
0.397708,0.017760,0.192358,0.141636,0.088483,0.062754,0.295945,0.000800,0.014624,0.000416,0.001600,0.001184,0.000384,0.930971
0.395788,0.017633,0.192261,0.158853,0.088739,0.063362,0.314666,0.000672,0.014304,0.000352,0.001440,0.001120,0.000384,0.946556
0.396108,0.017824,0.192325,0.134532,0.086083,0.061122,0.285385,0.000704,0.014816,0.000352,0.001536,0.001216,0.000416,0.919259
0.395084,0.017601,0.192293,0.126692,0.088003,0.067170,0.285097,0.000704,0.014528,0.000384,0.001472,0.001248,0.000320,0.916124
0.395884,0.017824,0.192230,0.122532,0.088322,0.064866,0.278728,0.001024,0.014785,0.000416,0.001504,0.000992,0.000576,0.911003
0.413644,0.017441,0.191398,0.138724,0.096995,0.068322,0.307657,0.000704,0.014048,0.000384,0.001504,0.001024,0.000320,0.955708
0.396108,0.017376,0.191654,0.116547,0.085379,0.063202,0.268360,0.000672,0.014240,0.000416,0.001504,0.000992,0.000544,0.898906
0.396396,0.017440,0.191526,0.123620,0.084290,0.060418,0.271304,0.000672,0.014529,0.000416,0.001536,0.001024,0.000288,0.902267
0.395276,0.017376,0.211174,0.138789,0.100355,0.062273,0.304713,0.000704,0.014625,0.000352,0.001504,0.000960,0.000352,0.954492
0.396331,0.017409,0.191590,0.136548,0.085986,0.063330,0.289032,0.000704,0.014145,0.000352,0.001536,0.000928,0.000640,0.920027
0.395756,0.017601,0.191685,0.138628,0.085283,0.061122,0.288073,0.000640,0.014496,0.000416,0.001536,0.000992,0.000576,0.919579
0.395724,0.017345,0.192261,0.139556,0.086947,0.064642,0.294345,0.000960,0.014432,0.000385,0.001504,0.000960,0.000576,0.925788
0.397708,0.017600,0.194726,0.138948,0.087203,0.063042,0.292809,0.000704,0.014656,0.000384,0.001536,0.001152,0.000384,0.930075
0.397132,0.017633,0.193413,0.145605,0.086274,0.062722,0.297705,0.000736,0.014593,0.000384,0.001504,0.001056,0.000672,0.932316
0.396364,0.017409,0.191941,0.135300,0.083682,0.063522,0.285577,0.000640,0.014496,0.000416,0.001504,0.000961,0.000352,0.916988
0.415661,0.017504,0.193158,0.134020,0.095875,0.064546,0.297513,0.000640,0.014080,0.000416,0.001440,0.001056,0.000384,0.949276
0.397068,0.017440,0.192774,0.096867,0.083522,0.061570,0.245127,0.000640,0.014081,0.000320,0.001504,0.000960,0.000416,0.877754
0.397547,0.017249,0.192134,0.129891,0.084867,0.062754,0.280616,0.000608,0.014528,0.000416,0.001472,0.001088,0.000352,0.913723
0.395756,0.017408,0.192774,0.162021,0.095235,0.064226,0.324810,0.000736,0.014080,0.000384,0.001504,0.001088,0.000608,0.956796
0.395627,0.017313,0.192134,0.136932,0.086402,0.062690,0.289064,0.000672,0.014049,0.000480,0.001536,0.001088,0.000704,0.920251
0.395852,0.017696,0.192646,0.136900,0.083555,0.061570,0.285097,0.000704,0.014080,0.000384,0.001504,0.001056,0.000704,0.917883
0.401004,0.017408,0.193254,0.116451,0.084515,0.062402,0.266600,0.000704,0.014560,0.000448,0.001536,0.001248,0.000608,0.905658
0.411916,0.017600,0.192230,0.140932,0.100451,0.064130,0.308809,0.000736,0.014369,0.000384,0.001472,0.001152,0.000576,0.957340
0.396555,0.017632,0.192038,0.143428,0.089731,0.062498,0.299113,0.000736,0.015296,0.000384,0.001568,0.001248,0.000608,0.933371
0.396204,0.017344,0.191718,0.138660,0.096931,0.064226,0.302953,0.000704,0.014113,0.000416,0.001536,0.001120,0.000384,0.933660
0.396459,0.017569,0.212422,0.136772,0.097987,0.065346,0.303657,0.001120,0.015393,0.000384,0.001568,0.001120,0.000608,0.957628
0.395915,0.017281,0.191974,0.135268,0.086882,0.063426,0.288712,0.000704,0.014369,0.000448,0.001536,0.000960,0.000416,0.919355
0.395979,0.017601,0.192582,0.139364,0.086754,0.061922,0.290920,0.000672,0.014209,0.000416,0.001408,0.001024,0.000384,0.922491
