Layer[0],IN[1],INFER[1-2],OUT[2],TEE[1-2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.395083,0.168613,0.547473,0.086818,0.807576,0.009057,0.048513,0.001056,0.013632,0.000384,0.001472,0.001216,0.000352,1.285702
0.395020,0.173605,0.531632,0.069634,0.778743,0.006848,0.048065,0.001056,0.013729,0.000512,0.001472,0.001408,0.000352,1.254501
0.395532,0.171653,0.531152,0.074018,0.780663,0.007584,0.048706,0.000832,0.013632,0.000448,0.001472,0.001536,0.000352,1.258501
0.409740,0.154469,0.542160,0.068482,0.769111,0.005216,0.051522,0.001056,0.013600,0.000416,0.001472,0.001184,0.000416,1.261541
0.395436,0.167141,0.531152,0.068386,0.770839,0.007072,0.049538,0.001056,0.013632,0.000384,0.001440,0.001504,0.000416,1.248165
0.395019,0.173990,0.532847,0.071267,0.783448,0.006816,0.048322,0.001024,0.013504,0.000416,0.001472,0.001536,0.000352,1.276037
0.395788,0.172965,0.545328,0.068738,0.791096,0.006560,0.047937,0.000864,0.013633,0.000384,0.001536,0.001216,0.000384,1.266918
0.395148,0.171653,0.532368,0.070914,0.778583,0.006752,0.049186,0.000864,0.013600,0.000448,0.001568,0.001121,0.000384,1.255142
0.394700,0.223430,0.544688,0.072098,0.845785,0.011456,0.049186,0.000800,0.013664,0.000384,0.001408,0.001184,0.000416,1.327111
0.395180,0.170341,0.530895,0.068802,0.773943,0.005248,0.049057,0.000832,0.013729,0.000416,0.001504,0.001184,0.000384,1.248933
0.394476,0.169989,0.530864,0.067746,0.772087,0.007104,0.049634,0.000992,0.014336,0.000448,0.001440,0.001184,0.000448,1.249733
0.395148,0.171653,0.530800,0.068482,0.774871,0.005280,0.049538,0.000800,0.013600,0.000416,0.001536,0.001216,0.000416,1.250789
0.394763,0.168389,0.531504,0.070274,0.774039,0.006945,0.049089,0.001024,0.014080,0.000448,0.001504,0.001184,0.000416,1.251013
0.394892,0.158309,0.561808,0.083202,0.807704,0.007360,0.049570,0.000800,0.013728,0.000384,0.001376,0.001248,0.000352,1.285414
0.394668,0.172165,0.533680,0.070626,0.781143,0.006016,0.048898,0.000864,0.013824,0.000416,0.001504,0.001344,0.000416,1.256997
0.399756,0.165829,0.529040,0.066082,0.764695,0.013920,0.049665,0.001056,0.013728,0.000416,0.001472,0.001152,0.000416,1.254213
0.424396,0.171877,0.530928,0.067970,0.774583,0.005376,0.048450,0.000800,0.013920,0.000416,0.001472,0.001248,0.000352,1.279398
0.395755,0.168004,0.530735,0.069410,0.772951,0.006145,0.048993,0.000832,0.013665,0.000416,0.001472,0.001280,0.000384,1.250277
0.395084,0.168165,0.533360,0.069986,0.775959,0.006336,0.048802,0.000832,0.013600,0.000416,0.001440,0.001120,0.000384,1.251973
0.394668,0.171365,0.529648,0.067234,0.772439,0.012480,0.049442,0.001536,0.013600,0.000416,0.001408,0.001152,0.000384,1.255973
0.394539,0.172646,0.533199,0.069666,0.778871,0.005248,0.048385,0.000832,0.013569,0.000416,0.001536,0.001152,0.000384,1.252709
0.398284,0.232391,0.562577,0.083138,0.883130,0.010689,0.049121,0.001120,0.014465,0.000672,0.001696,0.002880,0.000832,1.373417
0.401740,0.152933,0.536176,0.072418,0.766775,0.006528,0.048962,0.001088,0.014336,0.000352,0.001664,0.001312,0.000320,1.251717
0.400812,0.136612,0.529904,0.067010,0.737078,0.007488,0.048449,0.000800,0.014049,0.000384,0.001696,0.001344,0.000384,1.220324
0.413644,0.167205,0.544560,0.071203,0.787192,0.006496,0.050305,0.000800,0.014785,0.000416,0.001568,0.001152,0.000320,1.283942
0.395916,0.171013,0.532112,0.067522,0.774583,0.005504,0.048161,0.000832,0.013952,0.000384,0.001664,0.001088,0.000416,1.250373
0.399724,0.152485,0.544656,0.070786,0.771959,0.011137,0.048321,0.000864,0.014368,0.000640,0.001665,0.001152,0.000384,1.257830
0.400556,0.162917,0.531727,0.069986,0.769206,0.007072,0.048257,0.000864,0.014145,0.000384,0.001440,0.001088,0.000320,1.250821
0.395243,0.151749,0.530192,0.073698,0.759191,0.011040,0.048578,0.001056,0.014208,0.000416,0.001440,0.001440,0.000352,1.240100
0.401036,0.204230,0.550000,0.069827,0.828409,0.006752,0.048257,0.000608,0.013921,0.000384,0.001504,0.001248,0.000384,1.309927
0.399788,0.164613,0.528783,0.066146,0.763062,0.005409,0.048097,0.000800,0.013728,0.000352,0.001408,0.001088,0.000320,1.241157
0.394924,0.171909,0.530096,0.066626,0.772727,0.005440,0.048130,0.000864,0.014272,0.000384,0.001408,0.001056,0.000384,1.247557
0.413709,0.161925,0.542608,0.067330,0.775703,0.011584,0.047777,0.001057,0.014048,0.000416,0.001440,0.001152,0.000416,1.274822
0.399916,0.160357,0.531536,0.067426,0.763095,0.006208,0.047521,0.000832,0.013601,0.000384,0.001536,0.001152,0.000352,1.241541
0.399659,0.194502,0.549297,0.096866,0.845434,0.010656,0.047553,0.001056,0.013825,0.000384,0.001472,0.000992,0.000384,1.329127
0.400972,0.171461,0.531152,0.066914,0.773527,0.006592,0.047681,0.000864,0.013601,0.000352,0.001504,0.001440,0.000640,1.255237
0.400268,0.158981,0.528848,0.066114,0.758647,0.006720,0.048193,0.000832,0.014145,0.000384,0.001440,0.001280,0.000352,1.239365
0.396076,0.167365,0.562384,0.068322,0.802999,0.006081,0.048161,0.000896,0.013729,0.000384,0.001472,0.001120,0.000352,1.278854
0.400811,0.144356,0.528399,0.065665,0.741878,0.007744,0.047841,0.000832,0.013729,0.000352,0.001472,0.000960,0.000352,1.222308
0.400460,0.164421,0.530544,0.068642,0.767319,0.007104,0.047778,0.000832,0.013696,0.000384,0.001472,0.000992,0.000352,1.247717
0.400619,0.165157,0.531312,0.068898,0.769143,0.005184,0.047682,0.000992,0.013728,0.000416,0.001408,0.000960,0.000416,1.247108
0.400716,0.161477,0.530415,0.067522,0.763447,0.006528,0.047393,0.000768,0.013569,0.000384,0.001408,0.000896,0.000384,1.242885
0.396300,0.183046,0.551120,0.085987,0.825401,0.008416,0.048321,0.000832,0.014785,0.000352,0.001792,0.001664,0.000576,1.308583
0.400716,0.162917,0.531440,0.068770,0.767735,0.012033,0.048257,0.000832,0.013632,0.000384,0.001472,0.001376,0.000352,1.254918
0.394923,0.166181,0.531216,0.069154,0.770423,0.006432,0.048482,0.000800,0.013440,0.000384,0.001536,0.001024,0.000320,1.244548
0.395628,0.182661,0.547664,0.066914,0.801912,0.005696,0.048321,0.000832,0.013793,0.000448,0.001504,0.000992,0.000352,1.277542
0.400684,0.165669,0.530543,0.066946,0.767382,0.005857,0.048129,0.000832,0.013440,0.000352,0.001441,0.001376,0.000320,1.246757
0.399436,0.150629,0.531056,0.066146,0.751319,0.005280,0.047777,0.000832,0.013473,0.000352,0.001472,0.000992,0.000320,1.228165
0.399820,0.155876,0.531408,0.066946,0.758166,0.015841,0.047681,0.000864,0.013409,0.000384,0.001472,0.000992,0.000384,1.245637
0.399276,0.149925,0.529615,0.066402,0.749590,0.006593,0.047425,0.000864,0.013536,0.000416,0.001440,0.001121,0.000352,1.227397
0.399596,0.196838,0.547633,0.087010,0.835769,0.005312,0.049442,0.000864,0.013824,0.000384,0.001408,0.000960,0.000352,1.315943
0.399404,0.164037,0.527408,0.065826,0.760727,0.010048,0.047873,0.000993,0.013536,0.000384,0.001440,0.000992,0.000320,1.243685
0.400364,0.150788,0.529808,0.066978,0.751222,0.005472,0.051362,0.000864,0.013984,0.000448,0.001504,0.001024,0.000352,1.234180
0.400492,0.187302,0.554352,0.071906,0.817176,0.012481,0.047489,0.000768,0.014273,0.000416,0.001664,0.001120,0.000352,1.303559
0.399532,0.154405,0.529584,0.066690,0.754775,0.006560,0.047809,0.000960,0.013857,0.000448,0.001536,0.000992,0.000416,1.234213
0.400204,0.165157,0.529583,0.067074,0.766838,0.005473,0.047809,0.001024,0.013824,0.000417,0.001504,0.001184,0.000384,1.246917
0.401100,0.169253,0.530448,0.069954,0.773591,0.005472,0.048322,0.000832,0.014144,0.000352,0.001792,0.001024,0.000352,1.254309
0.400652,0.154757,0.528335,0.068418,0.755414,0.008225,0.048385,0.000832,0.014400,0.000609,0.001664,0.001216,0.000448,1.239109
0.400523,0.170373,0.548368,0.073474,0.796311,0.012385,0.048289,0.001056,0.014368,0.000609,0.001664,0.001120,0.000384,1.283718
0.401292,0.164453,0.529232,0.067010,0.764663,0.006240,0.047842,0.001088,0.014752,0.000416,0.001568,0.001344,0.000384,1.246437
0.399980,0.194502,0.531888,0.070370,0.800696,0.005216,0.050882,0.000832,0.014144,0.000448,0.001472,0.001056,0.000384,1.282086
0.398380,0.169125,0.545488,0.067234,0.786615,0.005440,0.047649,0.000864,0.014145,0.000352,0.001664,0.001120,0.000352,1.264998
0.394924,0.166181,0.531343,0.067970,0.769654,0.008225,0.048289,0.000896,0.014113,0.000416,0.001440,0.000992,0.000352,1.246597
0.399979,0.188517,0.531184,0.069026,0.793272,0.005984,0.047650,0.000832,0.014432,0.000352,0.001696,0.000992,0.000384,1.273189
0.400524,0.168805,0.530768,0.071106,0.775063,0.012640,0.047458,0.000832,0.013984,0.000384,0.001440,0.000896,0.000352,1.260997
0.403692,0.169861,0.529360,0.067106,0.769879,0.005312,0.047522,0.000896,0.014176,0.000640,0.001728,0.001344,0.000384,1.253157
0.401484,0.163493,0.547984,0.085603,0.801240,0.009536,0.048994,0.000832,0.013984,0.000384,0.001664,0.000960,0.000352,1.286246
0.401708,0.164581,0.531215,0.070595,0.770711,0.011872,0.048897,0.000864,0.013921,0.000416,0.001440,0.001152,0.000320,1.258917
0.401292,0.170789,0.530256,0.066722,0.771863,0.006816,0.047937,0.000832,0.013857,0.000352,0.001536,0.001152,0.000352,1.252325
0.424365,0.188037,0.540944,0.074275,0.807096,0.006368,0.047905,0.001056,0.013825,0.000352,0.001536,0.000992,0.000384,1.311303
0.400364,0.160549,0.530288,0.066498,0.761847,0.006144,0.047682,0.001024,0.013728,0.000384,0.001568,0.001056,0.000320,1.241733
0.399884,0.168805,0.530704,0.067298,0.770615,0.006752,0.048386,0.001056,0.014176,0.000384,0.001472,0.001120,0.000352,1.251973
0.395628,0.171653,0.530191,0.080290,0.786231,0.005248,0.047970,0.000864,0.013824,0.000448,0.001600,0.001440,0.000352,1.261157
0.395787,0.145252,0.547664,0.069730,0.767798,0.006753,0.048193,0.000992,0.014144,0.000384,0.001697,0.001280,0.000352,1.244197
0.395691,0.152004,0.561745,0.106211,0.826456,0.007488,0.049122,0.000864,0.014432,0.000416,0.001472,0.001184,0.000384,1.306150
0.396588,0.156100,0.545201,0.067330,0.773879,0.006496,0.048481,0.001088,0.014625,0.000352,0.001504,0.001248,0.000384,1.251589
0.395884,0.156325,0.544336,0.088547,0.793720,0.005408,0.048673,0.000832,0.013697,0.000352,0.001440,0.001472,0.000480,1.268614
0.417228,0.183526,0.545424,0.074018,0.807576,0.006144,0.048578,0.000864,0.015040,0.000384,0.001568,0.001441,0.000384,1.310183
0.400332,0.151941,0.534575,0.067394,0.758614,0.005536,0.048513,0.000832,0.013921,0.000384,0.001408,0.001088,0.000352,1.239141
0.400524,0.164197,0.529487,0.066722,0.764086,0.028768,0.049986,0.000800,0.013696,0.000384,0.001472,0.001152,0.000352,1.268229
0.399852,0.166309,0.531216,0.069954,0.771063,0.007136,0.048546,0.000864,0.013856,0.000416,0.001440,0.001152,0.000384,1.251813
0.400428,0.156997,0.529328,0.066370,0.756727,0.012992,0.048897,0.000800,0.013824,0.000608,0.001440,0.001120,0.000384,1.244101
0.401260,0.200422,0.547472,0.077538,0.830425,0.011488,0.048641,0.000800,0.013953,0.000352,0.001472,0.001056,0.000320,1.318087
0.395852,0.166693,0.530383,0.067266,0.769942,0.005889,0.048481,0.000928,0.013793,0.000384,0.001408,0.001248,0.000352,1.245829
0.400395,0.172709,0.533488,0.070210,0.781047,0.005632,0.047681,0.001120,0.014081,0.000448,0.001376,0.001024,0.000416,1.261253
0.418348,0.168997,0.541713,0.070690,0.785336,0.006304,0.048161,0.000832,0.013793,0.000416,0.001504,0.000992,0.000352,1.283430
0.399371,0.163236,0.545265,0.066946,0.779895,0.012768,0.049026,0.000832,0.013632,0.000416,0.001408,0.001088,0.000576,1.267877
0.399692,0.168325,0.545776,0.130820,0.849721,0.012032,0.048290,0.000832,0.013568,0.000448,0.001664,0.000992,0.000352,1.335655
0.400044,0.203686,0.532688,0.069858,0.810296,0.006849,0.047969,0.000832,0.013792,0.000448,0.001505,0.001024,0.000416,1.290599
0.399660,0.160260,0.528464,0.065698,0.758038,0.006496,0.048354,0.000832,0.013824,0.000448,0.001504,0.001056,0.000352,1.237668
0.399052,0.186534,0.551824,0.071650,0.813784,0.006240,0.048833,0.000896,0.014400,0.000608,0.001537,0.001088,0.000288,1.294215
0.395179,0.160229,0.532048,0.069410,0.765719,0.006432,0.047810,0.000832,0.014080,0.000448,0.001600,0.001312,0.000384,1.241220
0.396843,0.166597,0.531760,0.068674,0.771255,0.012385,0.047649,0.000864,0.013921,0.000608,0.001696,0.001088,0.000576,1.254533
0.399756,0.167781,0.531728,0.071074,0.774455,0.006977,0.047297,0.000832,0.014464,0.000641,0.001440,0.001120,0.000384,1.254726
0.399500,0.161573,0.529616,0.068866,0.764055,0.007392,0.047906,0.001088,0.014240,0.000608,0.001504,0.001408,0.000384,1.246213
0.399692,0.156133,0.543952,0.077346,0.781751,0.010561,0.048225,0.000832,0.014401,0.000352,0.001440,0.001088,0.000640,1.265990
0.395691,0.152804,0.537168,0.072450,0.766902,0.011649,0.049569,0.001024,0.014273,0.000416,0.001824,0.001600,0.000608,1.251525
0.396395,0.138373,0.545872,0.066274,0.755959,0.007936,0.048226,0.000992,0.013856,0.000416,0.001504,0.001120,0.000352,1.233380
0.395820,0.169445,0.564049,0.066562,0.805016,0.005952,0.047618,0.001024,0.014464,0.000384,0.001408,0.001216,0.000416,1.280646
0.396555,0.138021,0.540976,0.065346,0.750103,0.006016,0.047745,0.001088,0.013665,0.000352,0.001696,0.000992,0.000416,1.225604
0.399916,0.152805,0.532304,0.067586,0.756631,0.005408,0.047329,0.000800,0.013505,0.000384,0.001440,0.001024,0.000352,1.233925
0.406444,0.179493,0.533072,0.067010,0.784407,0.006144,0.047362,0.001056,0.013664,0.000416,0.001664,0.000992,0.000320,1.269765
0.399372,0.157380,0.532144,0.066050,0.759510,0.005472,0.047522,0.001056,0.013856,0.000416,0.001376,0.001152,0.000416,1.237188
0.395371,0.162373,0.545744,0.077058,0.790104,0.005920,0.047489,0.000737,0.013952,0.000384,0.001664,0.000928,0.000352,1.264229
0.395692,0.168869,0.529519,0.067298,0.769622,0.006304,0.047457,0.001024,0.013985,0.000448,0.001440,0.001184,0.000352,1.245893
0.394700,0.140964,0.547696,0.067778,0.760278,0.012353,0.047553,0.000928,0.014401,0.000608,0.001696,0.001408,0.000320,1.241157
0.396364,0.136932,0.574865,0.074274,0.790263,0.009632,0.047521,0.000992,0.013728,0.000352,0.001696,0.001057,0.000352,1.268774
0.395083,0.154149,0.530224,0.067714,0.756279,0.012384,0.047458,0.001056,0.014208,0.000640,0.001440,0.001216,0.000320,1.237604
0.395627,0.157477,0.541232,0.067362,0.769719,0.006656,0.047426,0.000832,0.014016,0.000384,0.001664,0.000928,0.000384,1.244164
0.411373,0.137860,0.543600,0.066274,0.751766,0.006496,0.047490,0.000832,0.013632,0.000384,0.001408,0.000992,0.000320,1.241189
0.395468,0.167333,0.532431,0.066786,0.770262,0.006497,0.047937,0.000864,0.014113,0.000640,0.001664,0.001280,0.000384,1.246853
0.396491,0.150853,0.542384,0.066850,0.783096,0.009376,0.047553,0.000800,0.013761,0.000352,0.001472,0.001024,0.000352,1.260997
0.395436,0.138820,0.542640,0.067010,0.752694,0.005312,0.050466,0.000864,0.013952,0.000352,0.001664,0.001280,0.000352,1.228932
0.399852,0.162405,0.532783,0.069379,0.769047,0.005440,0.047521,0.000896,0.013473,0.000576,0.001440,0.001120,0.000320,1.246629
0.395372,0.168133,0.548976,0.107460,0.828761,0.005376,0.047841,0.001056,0.013729,0.000384,0.001472,0.001120,0.000384,1.302631
0.396172,0.159589,0.532944,0.067970,0.764375,0.007520,0.048610,0.000800,0.013856,0.000352,0.001440,0.001088,0.000416,1.240581
0.395308,0.139908,0.542960,0.066658,0.753590,0.007233,0.048353,0.001024,0.013697,0.000384,0.001632,0.001088,0.000384,1.229029
0.410636,0.146244,0.542032,0.067586,0.760374,0.006401,0.047841,0.001088,0.014017,0.000416,0.001472,0.001088,0.000352,1.250629
0.396012,0.196742,0.532880,0.069602,0.802936,0.006656,0.047745,0.000832,0.013697,0.000384,0.001408,0.001056,0.000384,1.278118
0.394956,0.154372,0.528688,0.072066,0.759126,0.005440,0.047650,0.001056,0.013888,0.000384,0.001376,0.000960,0.000320,1.231557
0.399948,0.165797,0.530799,0.067074,0.767446,0.006529,0.047809,0.000832,0.013824,0.000384,0.001504,0.001216,0.000320,1.246981
0.399308,0.156773,0.539824,0.065634,0.766391,0.005376,0.047841,0.000832,0.013601,0.000384,0.001536,0.000800,0.000320,1.242981
0.399980,0.148485,0.549840,0.080515,0.782936,0.005440,0.047393,0.000832,0.014145,0.000416,0.001536,0.001088,0.000288,1.261574
0.395212,0.166469,0.547568,0.068450,0.786423,0.006881,0.047425,0.001056,0.013632,0.000384,0.001472,0.000929,0.000320,1.260230
0.394635,0.155621,0.545936,0.069058,0.775639,0.006785,0.048033,0.001120,0.013504,0.000384,0.001504,0.001280,0.000352,1.250693
0.419405,0.193222,0.530159,0.069410,0.797080,0.011840,0.048129,0.000800,0.013505,0.000384,0.001440,0.000960,0.000384,1.300967
0.394476,0.138660,0.540688,0.072738,0.757110,0.011905,0.047841,0.001024,0.013888,0.000641,0.001632,0.001056,0.000416,1.236965
0.394988,0.139716,0.539088,0.069218,0.752886,0.006624,0.047682,0.000768,0.013632,0.000448,0.001440,0.001024,0.000320,1.226404
0.394476,0.145732,0.546896,0.066050,0.763126,0.006273,0.047457,0.000832,0.013856,0.000320,0.001728,0.000864,0.000352,1.236069
0.395915,0.141349,0.533199,0.068002,0.748183,0.005376,0.047361,0.001088,0.014113,0.000384,0.001472,0.000736,0.000352,1.221220
0.399148,0.152421,0.543728,0.074754,0.775223,0.011296,0.047394,0.000864,0.014176,0.000416,0.001408,0.001248,0.000352,1.259238
0.400524,0.174981,0.534000,0.070978,0.783703,0.006721,0.048001,0.001088,0.014432,0.000608,0.001889,0.001344,0.000384,1.266566
0.400300,0.167365,0.528656,0.066914,0.767575,0.005632,0.047746,0.000896,0.014176,0.000352,0.001792,0.001024,0.000352,1.247621
0.395596,0.191238,0.566065,0.068514,0.829849,0.012416,0.048129,0.000801,0.014112,0.000416,0.001472,0.001184,0.000416,1.311751
0.400428,0.170917,0.530192,0.068162,0.773047,0.013088,0.049058,0.000864,0.014112,0.000608,0.001792,0.001184,0.000608,1.262405
0.399948,0.167237,0.531696,0.067298,0.770551,0.005856,0.048706,0.000864,0.014656,0.000384,0.001760,0.000992,0.000384,1.252933
0.395244,0.164645,0.529104,0.065634,0.763031,0.007648,0.048353,0.000833,0.014432,0.000384,0.001504,0.001088,0.000480,1.240997
0.400044,0.166597,0.530160,0.066402,0.766807,0.007488,0.047745,0.000832,0.013793,0.000416,0.001792,0.001152,0.000384,1.247813
0.399788,0.170469,0.547664,0.074050,0.796407,0.011681,0.048993,0.001024,0.014273,0.000352,0.001440,0.001088,0.000352,1.283558
0.399948,0.169125,0.528464,0.066402,0.768119,0.007328,0.048609,0.000864,0.013825,0.000384,0.001504,0.001088,0.000384,1.250053
0.399980,0.151652,0.531344,0.069122,0.756086,0.006272,0.048802,0.001056,0.014464,0.000448,0.001568,0.001088,0.000384,1.238372
0.423021,0.171717,0.540144,0.069954,0.787383,0.006593,0.048609,0.001024,0.013697,0.000416,0.001472,0.001120,0.000384,1.291879
0.400332,0.168933,0.531183,0.068354,0.773175,0.005761,0.048065,0.001056,0.013920,0.000384,0.001472,0.001120,0.000384,1.253574
0.399819,0.165093,0.529104,0.067426,0.765431,0.007520,0.048098,0.001056,0.013952,0.000352,0.001536,0.001344,0.000416,1.247172
0.400364,0.170597,0.531440,0.068898,0.774871,0.012768,0.048130,0.000864,0.014304,0.000384,0.001696,0.000960,0.000352,1.262501
0.399628,0.150724,0.530128,0.067234,0.752342,0.006432,0.048642,0.000864,0.014304,0.000384,0.001600,0.000992,0.000384,1.232932
0.410829,0.175013,0.548816,0.074594,0.802903,0.012096,0.049249,0.000832,0.013889,0.000416,0.001504,0.001088,0.000320,1.301351
0.402028,0.154821,0.532496,0.067394,0.758551,0.006464,0.048833,0.000864,0.014017,0.000384,0.001504,0.001152,0.000352,1.241701
0.401004,0.168357,0.528880,0.068258,0.769527,0.012032,0.048162,0.001312,0.014144,0.000384,0.001536,0.001024,0.000384,1.257381
0.415884,0.172165,0.542544,0.070242,0.788855,0.006848,0.048386,0.000864,0.013824,0.000320,0.001472,0.001088,0.000352,1.285478
0.400908,0.170341,0.529103,0.067426,0.770711,0.006400,0.048449,0.000832,0.013761,0.000416,0.001472,0.001248,0.000352,1.252197
0.394828,0.172133,0.531952,0.069666,0.777655,0.007008,0.069218,0.001152,0.013920,0.000384,0.001504,0.001216,0.000352,1.275110
0.400300,0.152005,0.530320,0.068194,0.754743,0.005312,0.048385,0.000832,0.013473,0.000640,0.001504,0.001216,0.000384,1.234085
0.400332,0.203718,0.533584,0.075842,0.817176,0.006144,0.048258,0.000864,0.013824,0.000384,0.001536,0.001120,0.000384,1.298246
0.396556,0.180197,0.549200,0.077603,0.811192,0.010560,0.048226,0.000896,0.013536,0.000416,0.001408,0.001376,0.000352,1.292742
0.395244,0.172709,0.532688,0.069538,0.779063,0.005472,0.048193,0.001056,0.014561,0.000608,0.001536,0.001216,0.000352,1.255429
0.395084,0.161989,0.531792,0.068354,0.766135,0.005472,0.049217,0.000864,0.014753,0.000384,0.001632,0.001024,0.000352,1.242405
0.418924,0.171301,0.541296,0.070595,0.787352,0.006592,0.048353,0.000832,0.014977,0.000384,0.001536,0.001120,0.000352,1.288326
0.401163,0.169093,0.530543,0.073122,0.776920,0.006560,0.048929,0.000864,0.013665,0.000416,0.001472,0.001088,0.000352,1.258821
0.401228,0.203046,0.548240,0.079427,0.834841,0.006464,0.048257,0.001024,0.013953,0.000384,0.001472,0.001120,0.000416,1.317543
0.400844,0.166789,0.530704,0.075458,0.776727,0.012160,0.048738,0.001120,0.013472,0.000416,0.001472,0.001088,0.000384,1.263589
0.399948,0.168965,0.529776,0.067298,0.770199,0.006496,0.047778,0.001088,0.013888,0.000416,0.001472,0.001216,0.000416,1.250149
0.401516,0.188358,0.545552,0.073634,0.811928,0.011041,0.048353,0.000832,0.013824,0.000385,0.001504,0.001408,0.000384,1.298663
0.401132,0.169381,0.530895,0.069763,0.774615,0.011712,0.048513,0.000864,0.013857,0.000384,0.001440,0.001216,0.000416,1.262405
0.400396,0.168293,0.529168,0.068322,0.769879,0.006496,0.047969,0.001184,0.013921,0.000608,0.001568,0.001248,0.000416,1.250789
0.399692,0.155685,0.529008,0.065826,0.754071,0.005440,0.050305,0.000832,0.013857,0.000384,0.001568,0.001152,0.000416,1.234949
0.400107,0.167653,0.529775,0.066818,0.767926,0.006529,0.048289,0.000832,0.013600,0.000352,0.001536,0.001089,0.000416,1.248101
0.400012,0.151429,0.561169,0.094146,0.810936,0.010241,0.049441,0.000864,0.013537,0.000416,0.001440,0.000992,0.000416,1.295687
0.398764,0.188006,0.531247,0.070659,0.794072,0.006912,0.048513,0.001024,0.013825,0.000384,0.001472,0.001088,0.000416,1.273766
0.395275,0.152293,0.531248,0.067874,0.754807,0.005280,0.047873,0.000800,0.013441,0.000384,0.001472,0.001056,0.000320,1.228420
0.416140,0.170053,0.538864,0.070242,0.784503,0.006689,0.047713,0.001024,0.013761,0.000384,0.001504,0.000960,0.000384,1.280454
0.395020,0.176165,0.531312,0.068578,0.780151,0.007744,0.048834,0.000928,0.013888,0.000384,0.001440,0.001280,0.000352,1.259013
0.398860,0.147141,0.530991,0.066626,0.749654,0.006433,0.048225,0.001088,0.013697,0.000352,0.001504,0.001120,0.000384,1.228709
0.395084,0.154340,0.530992,0.069090,0.758134,0.007008,0.048930,0.001024,0.013920,0.000448,0.001472,0.001120,0.000352,1.234724
0.395468,0.142341,0.532463,0.067842,0.746966,0.013281,0.048673,0.000832,0.013825,0.000384,0.001472,0.001312,0.000416,1.230309
0.397259,0.166180,0.546800,0.073794,0.791415,0.005504,0.048450,0.001056,0.013728,0.000416,0.001440,0.000896,0.000320,1.268101
0.399884,0.187013,0.531887,0.069346,0.792759,0.006433,0.048481,0.000832,0.013889,0.000448,0.001504,0.001120,0.000384,1.273574
0.399019,0.158277,0.530928,0.068866,0.762679,0.005600,0.048962,0.000832,0.013792,0.000352,0.001440,0.001216,0.000736,1.241700
0.417644,0.165477,0.545584,0.069283,0.784376,0.006912,0.048225,0.000928,0.013537,0.000448,0.001472,0.000960,0.000608,1.281702
0.399595,0.170118,0.529967,0.067298,0.771639,0.012385,0.047681,0.000832,0.013633,0.000416,0.001728,0.001056,0.000352,1.256901
0.399467,0.161220,0.529136,0.068194,0.762326,0.013313,0.048065,0.000800,0.013568,0.000384,0.001473,0.001120,0.000384,1.247685
0.399148,0.171109,0.531024,0.068930,0.775063,0.007136,0.047905,0.000992,0.013825,0.000448,0.001440,0.001280,0.000384,1.255205
0.394923,0.165253,0.531056,0.067682,0.767831,0.012064,0.048098,0.000800,0.013696,0.000416,0.001440,0.001088,0.000352,1.247845
0.395820,0.201830,0.558896,0.089026,0.854297,0.008768,0.048354,0.000896,0.013536,0.000352,0.001408,0.001024,0.000385,1.332904
0.399820,0.162117,0.530032,0.066242,0.761975,0.005440,0.048321,0.000832,0.013825,0.000448,0.001472,0.001088,0.000320,1.240133
0.394188,0.148549,0.529775,0.065314,0.747510,0.006625,0.049217,0.000832,0.013760,0.000353,0.001504,0.001088,0.000352,1.222629
0.415725,0.168549,0.538576,0.070850,0.783063,0.008096,0.047810,0.000992,0.013536,0.000448,0.001472,0.000960,0.000384,1.279302
0.396140,0.151397,0.528591,0.068770,0.752534,0.007265,0.047969,0.000864,0.013537,0.000416,0.001472,0.000992,0.000640,1.228517
0.395180,0.166693,0.531344,0.066626,0.768503,0.006720,0.047489,0.000832,0.031521,0.000448,0.001472,0.000992,0.000352,1.261029
0.399308,0.153284,0.530768,0.066786,0.755638,0.005664,0.048322,0.000800,0.013760,0.000384,0.001472,0.001088,0.000608,1.236356
0.394988,0.172965,0.545840,0.069570,0.792311,0.006209,0.047745,0.001088,0.013792,0.000384,0.001377,0.001088,0.000352,1.267462
0.399788,0.169541,0.549680,0.096579,0.820472,0.006656,0.048994,0.000864,0.013824,0.000416,0.001408,0.001216,0.000352,1.302470
0.395787,0.168869,0.531056,0.067778,0.771639,0.005248,0.048258,0.000768,0.013760,0.000544,0.001440,0.001248,0.000352,1.246052
0.399532,0.171557,0.532848,0.074946,0.782839,0.006560,0.049058,0.000800,0.014016,0.000576,0.001504,0.001248,0.000384,1.264101
0.411884,0.155429,0.530224,0.067938,0.757495,0.005376,0.048034,0.001056,0.013664,0.000416,0.001504,0.001312,0.000352,1.247621
0.399244,0.165317,0.532399,0.067746,0.769334,0.005248,0.047809,0.000800,0.013569,0.000416,0.001888,0.001216,0.000352,1.246341
0.399019,0.174661,0.530480,0.102371,0.811768,0.008864,0.047969,0.000896,0.013921,0.000544,0.001536,0.001280,0.000352,1.294310
0.399468,0.170789,0.530064,0.068098,0.772375,0.007200,0.048225,0.000832,0.013601,0.000448,0.001696,0.001184,0.000384,1.253413
