Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],IN[10],INFER[10-10],OUT[10],TEE[10-10],classifier
0.400235,0.017793,0.191686,0.004928,0.047361,0.000800,0.013505,0.000416,0.001568,0.001152,0.105699,0.037441,0.000064,0.145604,0.832408
0.396139,0.017857,0.192070,0.004896,0.047585,0.000800,0.013569,0.000384,0.001536,0.001152,0.109187,0.035393,0.000064,0.147108,0.830648
0.396044,0.017664,0.191558,0.004896,0.047618,0.000800,0.013472,0.000384,0.001440,0.001184,0.106691,0.031873,0.000064,0.140964,0.823288
0.396363,0.017761,0.212902,0.005312,0.047618,0.000768,0.013536,0.000384,0.001504,0.001120,0.108228,0.030432,0.000033,0.140997,0.846521
0.401291,0.017696,0.191814,0.004896,0.047585,0.000800,0.013537,0.000384,0.001440,0.001184,0.109187,0.035169,0.000064,0.146788,0.834616
0.400684,0.017825,0.191525,0.004865,0.047009,0.000768,0.013504,0.000416,0.001441,0.001184,0.107907,0.035969,0.000064,0.146308,0.833081
0.400715,0.017728,0.191558,0.004960,0.047265,0.000768,0.013473,0.000384,0.001504,0.001184,0.108195,0.034785,0.000064,0.145444,0.832312
0.410988,0.017921,0.191398,0.004992,0.047169,0.000800,0.013569,0.000352,0.001440,0.001216,0.110851,0.035457,0.000064,0.148932,0.846585
0.396108,0.017600,0.191558,0.005280,0.047585,0.000896,0.013537,0.000352,0.001504,0.001216,0.106947,0.035617,0.000096,0.145124,0.827672
0.399852,0.017697,0.191365,0.005216,0.047522,0.000800,0.013472,0.000352,0.001536,0.001184,0.106852,0.035425,0.000096,0.144709,0.831033
0.403116,0.017856,0.192774,0.005088,0.047426,0.000768,0.013536,0.000384,0.001632,0.001216,0.112356,0.036033,0.000032,0.150949,0.842265
0.396556,0.017280,0.192038,0.005056,0.047810,0.000800,0.013504,0.000448,0.001536,0.001184,0.124036,0.037633,0.000096,0.166853,0.851033
0.399147,0.017376,0.192070,0.004864,0.047681,0.000608,0.013377,0.000384,0.001472,0.000960,0.107683,0.037377,0.000064,0.147588,0.832152
0.395660,0.017889,0.191781,0.004928,0.048609,0.000576,0.013408,0.000352,0.001408,0.000864,0.094210,0.035073,0.000032,0.132291,0.814296
0.395564,0.017569,0.191909,0.004801,0.061345,0.000832,0.013473,0.000384,0.001376,0.001088,0.101379,0.034785,0.000064,0.140004,0.834969
0.395468,0.017601,0.192165,0.004832,0.047073,0.000608,0.013408,0.000320,0.001408,0.000960,0.092163,0.029153,0.000064,0.124196,0.804856
0.396204,0.017697,0.191845,0.004864,0.047138,0.000544,0.013408,0.000352,0.001568,0.001024,0.116804,0.035681,0.000064,0.154885,0.835673
0.395500,0.017568,0.191878,0.005248,0.047329,0.000800,0.013441,0.000384,0.001408,0.000928,0.099011,0.035649,0.000096,0.138212,0.819320
0.395404,0.017728,0.202982,0.005056,0.047010,0.000832,0.013408,0.000416,0.001376,0.000960,0.095459,0.035297,0.000064,0.133348,0.825048
0.394924,0.017312,0.191942,0.004992,0.047106,0.000640,0.013440,0.000352,0.001440,0.000864,0.099779,0.034689,0.000064,0.137156,0.816472
0.399852,0.017697,0.191685,0.004800,0.047170,0.000832,0.013536,0.000352,0.001408,0.001024,0.100611,0.029569,0.000032,0.132644,0.817048
0.396651,0.017697,0.191782,0.004864,0.047393,0.000832,0.013505,0.000384,0.001472,0.001216,0.111779,0.034913,0.000064,0.149092,0.832568
0.407660,0.017472,0.191974,0.005280,0.047297,0.000576,0.013409,0.000416,0.001440,0.000960,0.105059,0.036449,0.000064,0.144900,0.837848
0.396172,0.017505,0.191461,0.004992,0.047042,0.000672,0.013472,0.000320,0.001440,0.000864,0.104676,0.033281,0.000064,0.141861,0.823513
0.396044,0.017696,0.191462,0.004960,0.047393,0.000800,0.013473,0.000352,0.001408,0.001024,0.108931,0.036993,0.000032,0.148676,0.830136
0.395659,0.017633,0.191686,0.004896,0.047073,0.000832,0.013441,0.000352,0.001376,0.001024,0.097251,0.036705,0.000064,0.138724,0.820312
0.409036,0.017505,0.191717,0.005248,0.048002,0.000672,0.013312,0.000352,0.001600,0.000992,0.104868,0.035809,0.000096,0.144453,0.839417
0.395404,0.017376,0.191462,0.004896,0.049505,0.000705,0.013440,0.000352,0.001408,0.000896,0.108579,0.034561,0.000032,0.147140,0.829560
0.396331,0.017473,0.191750,0.005280,0.048097,0.000608,0.013633,0.000352,0.001408,0.000960,0.104355,0.035009,0.000064,0.143172,0.825272
0.402412,0.017600,0.192774,0.005280,0.047138,0.000832,0.013504,0.000352,0.001504,0.001088,0.104483,0.031809,0.000064,0.138628,0.828568
0.403436,0.017761,0.191973,0.005056,0.047458,0.000800,0.013376,0.000416,0.001600,0.001056,0.098115,0.032545,0.000032,0.133220,0.822232
0.396620,0.017793,0.192261,0.005152,0.048002,0.000800,0.013760,0.000384,0.001824,0.001184,0.117060,0.036769,0.000064,0.156613,0.842745
0.401132,0.017825,0.191942,0.005280,0.049249,0.000768,0.013889,0.000352,0.001504,0.001696,0.112963,0.037825,0.000064,0.153732,0.844729
0.395883,0.017568,0.191462,0.004832,0.048065,0.000736,0.027713,0.000480,0.001504,0.000992,0.116868,0.034017,0.000032,0.154661,0.850905
0.395244,0.017568,0.191462,0.004832,0.047105,0.000832,0.013441,0.000384,0.001600,0.001088,0.107331,0.030625,0.000064,0.141412,0.821208
0.396396,0.017409,0.191493,0.004864,0.047394,0.000800,0.013472,0.000384,0.001440,0.000928,0.103651,0.034913,0.000064,0.141061,0.821721
0.394987,0.017249,0.191430,0.004864,0.047329,0.000704,0.013729,0.000352,0.001472,0.000928,0.103427,0.034081,0.000064,0.141380,0.820632
0.400684,0.017536,0.205894,0.005312,0.047393,0.000864,0.013761,0.000352,0.001408,0.001088,0.107203,0.034145,0.000160,0.145476,0.847321
0.395564,0.017440,0.191334,0.004832,0.047489,0.000800,0.013377,0.000352,0.001440,0.000992,0.103619,0.033665,0.000096,0.141860,0.821496
0.395244,0.017536,0.192198,0.005408,0.047746,0.000608,0.013472,0.000352,0.001440,0.000992,0.103107,0.029537,0.000032,0.135140,0.816184
0.399692,0.017696,0.191558,0.004896,0.047521,0.000800,0.013409,0.000416,0.001408,0.001088,0.093507,0.030401,0.000064,0.126436,0.811320
0.414605,0.017824,0.191814,0.005280,0.047489,0.000736,0.013569,0.000352,0.001536,0.001152,0.108163,0.035457,0.000032,0.146084,0.848761
0.395852,0.017537,0.191493,0.004864,0.047234,0.000864,0.013440,0.000320,0.001472,0.000928,0.107972,0.032481,0.000064,0.143077,0.823801
0.395659,0.017825,0.191397,0.004897,0.047329,0.000832,0.013408,0.000352,0.001441,0.000896,0.105347,0.035745,0.000064,0.143460,0.823832
0.395851,0.017505,0.192646,0.004832,0.047425,0.000800,0.013505,0.000352,0.001760,0.000960,0.102499,0.032865,0.000064,0.139524,0.821784
0.411852,0.017697,0.192453,0.005216,0.047490,0.000768,0.013376,0.000320,0.001536,0.000992,0.111972,0.036065,0.000032,0.152389,0.850681
0.395947,0.017696,0.191878,0.005408,0.047457,0.000896,0.013409,0.000384,0.001440,0.000832,0.097507,0.032065,0.000096,0.132324,0.813880
0.395948,0.017440,0.191558,0.004864,0.047361,0.000832,0.013440,0.000352,0.001408,0.000896,0.105731,0.030209,0.000032,0.139396,0.820664
0.395500,0.017473,0.192069,0.004800,0.047746,0.000768,0.013408,0.000352,0.001408,0.001056,0.103779,0.033985,0.000064,0.141861,0.822905
0.409004,0.017568,0.191302,0.005280,0.049089,0.000768,0.013377,0.000352,0.001376,0.001056,0.100387,0.030337,0.000096,0.133412,0.829593
0.395788,0.017728,0.191910,0.005312,0.047714,0.000768,0.013408,0.000352,0.001440,0.001024,0.100547,0.029601,0.000064,0.132548,0.813944
0.397388,0.017568,0.191718,0.005248,0.047521,0.000832,0.013441,0.000352,0.001472,0.001184,0.107363,0.033185,0.000032,0.143332,0.827800
0.396587,0.017825,0.191653,0.004864,0.047681,0.000480,0.013376,0.000352,0.001408,0.000928,0.104163,0.033537,0.000032,0.140420,0.821944
0.398060,0.017569,0.192261,0.004929,0.047809,0.000800,0.013376,0.000352,0.001472,0.000961,0.108323,0.033057,0.000064,0.144228,0.828729
0.396651,0.017600,0.192230,0.004928,0.047297,0.000768,0.013409,0.000384,0.001504,0.000960,0.114083,0.035201,0.000064,0.152516,0.835224
0.396748,0.017761,0.191621,0.005248,0.047170,0.000800,0.013408,0.000320,0.001440,0.001024,0.104003,0.033537,0.000032,0.141669,0.823897
0.396108,0.017633,0.191877,0.004865,0.047489,0.000800,0.013440,0.000384,0.001504,0.000993,0.120291,0.037441,0.000096,0.162244,0.844153
0.396683,0.017601,0.192102,0.005056,0.047553,0.000832,0.013409,0.000416,0.001472,0.001056,0.096963,0.034241,0.000064,0.135076,0.817848
0.395980,0.017728,0.191558,0.005280,0.047169,0.000992,0.013377,0.000384,0.001632,0.000864,0.101443,0.035457,0.000064,0.140900,0.822296
0.396684,0.017792,0.191270,0.005088,0.047554,0.000800,0.013440,0.000352,0.001472,0.001152,0.099747,0.031745,0.000096,0.135620,0.817464
0.396268,0.017664,0.210502,0.005377,0.047329,0.000640,0.013440,0.000352,0.001568,0.001120,0.096579,0.031873,0.000064,0.131172,0.832664
0.396044,0.017664,0.191526,0.005056,0.047041,0.000800,0.013505,0.000352,0.001408,0.001216,0.107107,0.033217,0.000032,0.142884,0.825112
0.400363,0.017633,0.192454,0.004896,0.047137,0.000800,0.013473,0.000384,0.001600,0.001216,0.110627,0.038529,0.000064,0.151844,0.838904
0.396716,0.017632,0.191589,0.005312,0.047362,0.000832,0.013440,0.000384,0.001504,0.001184,0.108548,0.037441,0.000064,0.148773,0.831961
0.414156,0.017793,0.192262,0.004896,0.047201,0.000800,0.013601,0.000384,0.001568,0.001184,0.112547,0.033633,0.000032,0.148676,0.850137
0.401036,0.017793,0.191941,0.004864,0.047042,0.000832,0.013504,0.000384,0.001472,0.001184,0.105860,0.030272,0.000064,0.138757,0.826425
0.400620,0.017857,0.192038,0.005248,0.046977,0.000832,0.013569,0.000384,0.001504,0.001216,0.108355,0.032641,0.000032,0.143620,0.831129
0.396300,0.017536,0.191590,0.004896,0.047170,0.000800,0.013536,0.000416,0.001504,0.001184,0.109987,0.039362,0.000096,0.152069,0.834297
0.400716,0.017824,0.191878,0.004864,0.047553,0.000800,0.013473,0.000352,0.001504,0.001184,0.107779,0.034689,0.000064,0.145060,0.832280
0.396364,0.017761,0.191685,0.005280,0.047650,0.000864,0.013440,0.000352,0.001728,0.001184,0.107428,0.034945,0.000096,0.144869,0.828505
0.396172,0.017761,0.191749,0.005088,0.047234,0.000832,0.013472,0.000352,0.001536,0.001184,0.107076,0.033825,0.000064,0.143557,0.826009
0.402476,0.017856,0.191718,0.005120,0.068482,0.000928,0.013761,0.000416,0.001536,0.001120,0.115363,0.034561,0.000064,0.152420,0.864505
0.396108,0.017697,0.191589,0.005344,0.048449,0.000832,0.013440,0.000352,0.001504,0.001184,0.107043,0.031073,0.000032,0.140484,0.824121
0.396523,0.017728,0.191974,0.005056,0.048513,0.000992,0.013569,0.000352,0.001536,0.001152,0.106755,0.031457,0.000032,0.140900,0.825624
0.396524,0.017728,0.191686,0.005312,0.047586,0.000800,0.013472,0.000416,0.001472,0.001216,0.110084,0.035521,0.000064,0.148229,0.831769
0.416972,0.017697,0.192133,0.005088,0.047809,0.000768,0.013537,0.000352,0.001504,0.001184,0.106947,0.035681,0.000032,0.145156,0.849785
0.401292,0.017824,0.191750,0.005056,0.047938,0.000992,0.013664,0.000384,0.001504,0.001184,0.108643,0.034529,0.000032,0.145924,0.835192
0.396972,0.017857,0.191685,0.004865,0.047105,0.000832,0.013440,0.000384,0.001505,0.001216,0.107779,0.032801,0.000064,0.143044,0.826009
0.400716,0.017760,0.192326,0.005280,0.047682,0.000832,0.013472,0.000384,0.001408,0.001184,0.107715,0.031936,0.000064,0.142084,0.830233
0.413676,0.017600,0.191398,0.004960,0.047138,0.000576,0.013504,0.000352,0.001440,0.001120,0.107203,0.035137,0.000064,0.145029,0.844537
0.395980,0.017601,0.191173,0.004833,0.047265,0.000960,0.013504,0.000352,0.001568,0.001184,0.107587,0.035425,0.000064,0.145540,0.827289
0.396428,0.017760,0.191430,0.005312,0.047105,0.000608,0.013569,0.000384,0.001600,0.001152,0.108323,0.034593,0.000032,0.145508,0.827992
0.396940,0.017504,0.192006,0.004864,0.047393,0.000768,0.013377,0.000416,0.001504,0.001152,0.138180,0.034433,0.000064,0.175141,0.858073
0.395564,0.017825,0.191557,0.004864,0.047106,0.000800,0.013504,0.000384,0.001472,0.001184,0.106147,0.035170,0.000064,0.143717,0.825113
0.395852,0.017409,0.191621,0.004864,0.047394,0.000800,0.013504,0.000384,0.001440,0.001184,0.108324,0.034785,0.000064,0.145605,0.827545
0.395404,0.017664,0.191462,0.005440,0.047650,0.000576,0.013568,0.000352,0.001408,0.001152,0.113379,0.033313,0.000032,0.149189,0.831673
0.400331,0.017824,0.211974,0.005345,0.048673,0.000832,0.013472,0.000416,0.001441,0.001184,0.109379,0.035489,0.000032,0.147652,0.857337
0.400588,0.017793,0.191877,0.004864,0.048546,0.000800,0.013504,0.000352,0.001504,0.001280,0.110212,0.031361,0.000064,0.144357,0.832857
0.396172,0.017728,0.191238,0.004896,0.047490,0.000800,0.013696,0.000352,0.001504,0.001184,0.108643,0.029857,0.000064,0.141092,0.823640
0.396171,0.017377,0.192582,0.004896,0.047137,0.000800,0.013665,0.000384,0.001504,0.001152,0.107587,0.029921,0.000064,0.140164,0.823320
0.412652,0.017857,0.191877,0.004865,0.047393,0.000800,0.013504,0.000384,0.001472,0.001185,0.108611,0.035361,0.000064,0.146532,0.845881
0.400779,0.017633,0.191750,0.004960,0.047681,0.000640,0.013633,0.000352,0.001472,0.001120,0.107971,0.035745,0.000064,0.146436,0.833848
0.396012,0.017889,0.191333,0.004928,0.047458,0.000992,0.013472,0.000384,0.001504,0.001152,0.108452,0.035873,0.000064,0.146789,0.828985
0.398636,0.017665,0.191333,0.004897,0.047105,0.000800,0.013472,0.000352,0.001472,0.001152,0.110531,0.033633,0.000032,0.147653,0.831961
0.401388,0.017793,0.191269,0.005088,0.047810,0.000832,0.013440,0.000384,0.001504,0.001280,0.110596,0.034881,0.000096,0.148101,0.835961
0.395916,0.017824,0.191686,0.005248,0.047841,0.000800,0.013473,0.000352,0.001504,0.001152,0.109347,0.036193,0.000064,0.148356,0.831864
0.397259,0.017761,0.191494,0.004992,0.047745,0.000800,0.013601,0.000352,0.001504,0.001248,0.111459,0.038721,0.000032,0.152868,0.837592
0.396780,0.017760,0.209670,0.005281,0.048033,0.000800,0.013440,0.000352,0.001504,0.001216,0.109059,0.035169,0.000064,0.146852,0.849337
0.397292,0.017856,0.191590,0.005248,0.048193,0.000768,0.013536,0.000352,0.001440,0.001152,0.104003,0.032769,0.000064,0.139396,0.824216
0.396524,0.017632,0.191334,0.004864,0.047362,0.000832,0.013504,0.000320,0.001536,0.001152,0.107075,0.035105,0.000064,0.144740,0.826840
0.396460,0.017824,0.191589,0.004864,0.047362,0.000992,0.013632,0.000384,0.001504,0.001152,0.112356,0.036641,0.000096,0.151653,0.834745
0.414124,0.017889,0.191525,0.005216,0.047810,0.001088,0.013568,0.000384,0.001568,0.001120,0.108260,0.035105,0.000064,0.145861,0.847545
0.396716,0.017600,0.191878,0.005184,0.047521,0.000832,0.013473,0.000352,0.001440,0.001152,0.108963,0.034433,0.000032,0.145956,0.829112
0.396012,0.017857,0.191621,0.005280,0.047394,0.000800,0.013504,0.000384,0.001504,0.001152,0.111332,0.034209,0.000096,0.148261,0.831225
0.401836,0.017792,0.191622,0.005024,0.047394,0.000832,0.013440,0.000384,0.001472,0.001216,0.107651,0.031265,0.000032,0.141540,0.830008
0.397387,0.017697,0.191526,0.005120,0.047201,0.000832,0.013473,0.000352,0.001440,0.001152,0.110627,0.032801,0.000032,0.146340,0.829784
0.401196,0.018017,0.191685,0.005248,0.047522,0.000800,0.013536,0.000352,0.001408,0.001184,0.110084,0.034273,0.000032,0.146917,0.835609
0.396652,0.017664,0.191622,0.005216,0.048770,0.000800,0.013504,0.000384,0.001536,0.001216,0.107811,0.030240,0.000064,0.140772,0.825304
0.397100,0.017825,0.191205,0.004865,0.066337,0.000832,0.013568,0.000352,0.001632,0.001184,0.112387,0.039394,0.000064,0.154789,0.857754
0.400875,0.017665,0.191782,0.005088,0.047457,0.000832,0.013473,0.000416,0.001408,0.001152,0.107107,0.034849,0.000064,0.144388,0.831960
0.395532,0.017793,0.192069,0.004896,0.047458,0.000768,0.013568,0.000384,0.001504,0.001184,0.102531,0.028768,0.000064,0.134148,0.816792
0.397196,0.017665,0.191397,0.005248,0.047234,0.000800,0.013600,0.000384,0.001504,0.001216,0.105635,0.032160,0.000032,0.140452,0.823833
0.421869,0.017664,0.191750,0.005056,0.047778,0.000832,0.013536,0.000352,0.001440,0.001152,0.105219,0.035169,0.000064,0.142692,0.851385
0.400812,0.017728,0.191782,0.005248,0.047074,0.000768,0.013472,0.000384,0.001440,0.001088,0.104067,0.029249,0.000064,0.135780,0.822616
0.395692,0.017600,0.191526,0.005280,0.047138,0.000576,0.013440,0.000320,0.001440,0.001024,0.103491,0.033505,0.000064,0.139364,0.820280
0.400428,0.017728,0.191334,0.005152,0.047169,0.000800,0.013441,0.000352,0.001408,0.001024,0.102179,0.031937,0.000064,0.136516,0.822008
0.413420,0.017824,0.191782,0.004800,0.047330,0.000800,0.013408,0.000416,0.001408,0.001152,0.106371,0.034849,0.000032,0.144004,0.843992
0.396812,0.017632,0.191654,0.005152,0.047298,0.000768,0.013408,0.000352,0.001408,0.001152,0.103107,0.034721,0.000064,0.140356,0.822840
0.395564,0.017697,0.191557,0.005280,0.047266,0.000608,0.013408,0.000352,0.001504,0.001056,0.103523,0.033985,0.000096,0.139749,0.821081
0.397292,0.017377,0.191621,0.005248,0.047106,0.000768,0.013408,0.000384,0.001472,0.000992,0.103555,0.034561,0.000064,0.140421,0.822841
0.396075,0.017824,0.191782,0.004928,0.047457,0.000800,0.013537,0.000384,0.001536,0.001088,0.112355,0.032417,0.000032,0.147268,0.831448
0.396108,0.017857,0.192005,0.005249,0.047265,0.001024,0.013568,0.000352,0.001472,0.001089,0.106083,0.038209,0.000032,0.146756,0.829977
0.396972,0.017504,0.191366,0.005248,0.047777,0.000768,0.013441,0.000352,0.001600,0.001024,0.106531,0.033697,0.000064,0.142660,0.825912
0.400204,0.017728,0.205446,0.005409,0.049313,0.000800,0.013504,0.000416,0.001601,0.001152,0.108387,0.033889,0.000032,0.144516,0.847833
0.396300,0.017728,0.191366,0.004832,0.047937,0.001088,0.013408,0.000352,0.001504,0.001216,0.109827,0.034401,0.000096,0.146692,0.829912
0.400588,0.017728,0.191526,0.005024,0.047522,0.000928,0.013440,0.000352,0.001504,0.001056,0.105411,0.034817,0.000032,0.142564,0.829144
0.397356,0.017568,0.191782,0.004832,0.047362,0.000832,0.013440,0.000384,0.001504,0.001088,0.111716,0.038465,0.000064,0.152965,0.837657
0.417036,0.017760,0.191942,0.005024,0.047394,0.001088,0.013376,0.000384,0.001440,0.001088,0.104323,0.034817,0.000064,0.141700,0.845369
0.396396,0.017760,0.191941,0.005024,0.047074,0.000608,0.013792,0.000416,0.001504,0.001088,0.105795,0.038146,0.000064,0.146565,0.829561
0.401196,0.017505,0.191398,0.004832,0.047585,0.000768,0.013473,0.000384,0.001408,0.001152,0.108643,0.038017,0.000064,0.149316,0.836089
0.395915,0.017473,0.191846,0.004864,0.047361,0.000768,0.013537,0.000352,0.001504,0.001184,0.108067,0.034881,0.000064,0.145636,0.828792
0.396427,0.017537,0.191590,0.005216,0.047553,0.000832,0.013409,0.000384,0.001440,0.001152,0.105443,0.036961,0.000064,0.144900,0.827256
0.399884,0.017696,0.191366,0.004864,0.047073,0.000608,0.013377,0.000384,0.001472,0.001152,0.104195,0.032193,0.000032,0.138980,0.823960
0.397131,0.017633,0.191526,0.005312,0.047521,0.000832,0.013569,0.000384,0.001504,0.001184,0.106243,0.030913,0.000032,0.139684,0.823512
0.396844,0.017728,0.191494,0.005056,0.047137,0.000576,0.013473,0.000384,0.001504,0.001056,0.103235,0.051426,0.000064,0.157893,0.840569
0.396012,0.017857,0.191557,0.004896,0.047106,0.000768,0.013408,0.000352,0.001408,0.001120,0.104163,0.032129,0.000064,0.138692,0.820345
0.400236,0.017825,0.191941,0.005056,0.047554,0.000832,0.013472,0.000352,0.001536,0.001120,0.110500,0.033313,0.000064,0.146597,0.835129
0.396971,0.017665,0.193158,0.005280,0.047521,0.000768,0.013505,0.000320,0.001440,0.001056,0.105507,0.033825,0.000064,0.141732,0.826360
0.396427,0.017473,0.208966,0.005280,0.047234,0.000800,0.013504,0.000384,0.001440,0.001024,0.103011,0.034849,0.000096,0.140580,0.840569
0.400684,0.017536,0.191430,0.005408,0.047426,0.000768,0.013472,0.000352,0.001440,0.001056,0.106627,0.032129,0.000064,0.141188,0.827800
0.397836,0.017697,0.191653,0.005056,0.046978,0.000832,0.013536,0.000384,0.001440,0.001088,0.110916,0.030721,0.000096,0.144165,0.828569
0.395852,0.017537,0.191365,0.005248,0.047042,0.000736,0.013504,0.000352,0.001472,0.001024,0.104900,0.032129,0.000064,0.139429,0.820473
0.412780,0.017760,0.191398,0.004864,0.047073,0.000608,0.013441,0.000384,0.001472,0.001024,0.103491,0.031425,0.000064,0.137316,0.835065
0.396460,0.017633,0.191621,0.005345,0.047329,0.000736,0.013440,0.000352,0.001472,0.001184,0.107523,0.033121,0.000032,0.143076,0.825913
0.396172,0.017664,0.191366,0.005248,0.047298,0.000544,0.013440,0.000384,0.001600,0.001120,0.105059,0.032545,0.000032,0.139940,0.822264
0.400588,0.017504,0.191590,0.005024,0.047586,0.000800,0.013472,0.000384,0.001472,0.001056,0.106723,0.033857,0.000064,0.142853,0.829145
0.416556,0.017984,0.191494,0.005248,0.047105,0.000800,0.013697,0.000352,0.001440,0.001088,0.111523,0.034145,0.000096,0.148164,0.851417
0.396140,0.017664,0.191366,0.004928,0.047138,0.000800,0.013632,0.000384,0.001472,0.001088,0.105059,0.033217,0.000032,0.140644,0.821976
0.395980,0.017600,0.191238,0.004832,0.047106,0.000800,0.013504,0.000352,0.001472,0.001024,0.102435,0.033761,0.000032,0.138596,0.819384
0.395755,0.017729,0.191206,0.005248,0.047297,0.000800,0.013505,0.000352,0.001408,0.001056,0.103491,0.031297,0.000064,0.137060,0.817848
0.397068,0.017568,0.191942,0.004992,0.047106,0.001024,0.013632,0.000352,0.001440,0.001088,0.102755,0.032225,0.000064,0.137508,0.821592
0.396364,0.017600,0.192166,0.005312,0.047201,0.000960,0.013441,0.000352,0.001504,0.001088,0.102435,0.031873,0.000096,0.136580,0.819256
0.400267,0.017376,0.191494,0.004832,0.047233,0.000800,0.013505,0.000384,0.001600,0.001056,0.106499,0.034177,0.000064,0.142884,0.828152
0.396236,0.017376,0.191334,0.005312,0.071234,0.000800,0.013601,0.000352,0.001600,0.001056,0.109539,0.033409,0.000032,0.145316,0.852057
0.399948,0.017345,0.191909,0.004896,0.047458,0.000640,0.013472,0.000352,0.001472,0.001056,0.105252,0.032737,0.000064,0.140357,0.826105
0.395660,0.017504,0.191302,0.004832,0.047361,0.000800,0.013473,0.000352,0.001568,0.001088,0.104547,0.031297,0.000064,0.138244,0.818904
0.395340,0.017536,0.191334,0.005248,0.047778,0.000768,0.013472,0.000416,0.001760,0.001056,0.107011,0.032865,0.000064,0.142372,0.824984
0.419084,0.017697,0.192070,0.005248,0.047009,0.000800,0.013537,0.000384,0.001760,0.001056,0.105347,0.033569,0.000032,0.141700,0.847193
0.397900,0.017537,0.192613,0.004864,0.047202,0.000576,0.013504,0.000352,0.001440,0.001056,0.103012,0.033953,0.000064,0.139429,0.823609
0.402156,0.017665,0.191781,0.004865,0.047169,0.000800,0.013408,0.000384,0.001376,0.001057,0.100002,0.032576,0.000064,0.135396,0.822649
0.398060,0.017537,0.192229,0.005248,0.047202,0.000800,0.013536,0.000352,0.001408,0.001120,0.107172,0.037281,0.000064,0.146757,0.832345
0.416301,0.017696,0.192230,0.004832,0.047106,0.000832,0.013472,0.000384,0.001504,0.001152,0.104707,0.035041,0.000032,0.142052,0.844121
0.395628,0.017472,0.192166,0.004832,0.047202,0.000832,0.013504,0.000320,0.001408,0.001088,0.104291,0.034273,0.000064,0.140868,0.822008
0.400268,0.017632,0.191622,0.004896,0.047362,0.000768,0.013472,0.000384,0.001408,0.001056,0.104611,0.033537,0.000032,0.140676,0.826456
0.401196,0.017664,0.191430,0.005248,0.047201,0.000768,0.013601,0.000352,0.001440,0.001120,0.106659,0.032545,0.000064,0.141700,0.828920
0.396363,0.017569,0.191846,0.005312,0.047169,0.000768,0.013473,0.000352,0.001504,0.001152,0.106947,0.030881,0.000064,0.140100,0.822840
0.398443,0.017761,0.192454,0.005280,0.047617,0.000800,0.013441,0.000352,0.001472,0.001184,0.108931,0.034785,0.000064,0.146308,0.832088
0.397932,0.017408,0.191974,0.004864,0.047393,0.000768,0.013504,0.000352,0.001472,0.001120,0.106243,0.031809,0.000032,0.140868,0.824376
0.401515,0.017696,0.192294,0.004960,0.047137,0.000800,0.013505,0.017728,0.001952,0.001152,0.108452,0.038049,0.000064,0.150117,0.856793
0.395564,0.017537,0.191333,0.004800,0.047362,0.000800,0.013504,0.000384,0.001472,0.001120,0.105283,0.033889,0.000064,0.141509,0.822105
0.396300,0.017601,0.191525,0.005056,0.047234,0.000800,0.013568,0.000352,0.001600,0.001184,0.113828,0.030881,0.000032,0.147429,0.830297
0.397515,0.017601,0.191494,0.004928,0.047009,0.000864,0.013505,0.000384,0.001472,0.001152,0.106819,0.033633,0.000064,0.142852,0.825656
0.395755,0.017665,0.207846,0.005056,0.047522,0.000800,0.013472,0.000352,0.001440,0.001152,0.108259,0.036065,0.000064,0.146661,0.846041
0.401260,0.017729,0.192005,0.004832,0.047266,0.000800,0.013792,0.000384,0.001536,0.001152,0.109220,0.033505,0.000032,0.145381,0.833401
0.396523,0.017569,0.191942,0.004800,0.047041,0.000800,0.013409,0.000384,0.001536,0.001184,0.100995,0.032033,0.000064,0.135588,0.818072
0.401451,0.017665,0.192038,0.005216,0.047425,0.000800,0.013441,0.000416,0.001472,0.001152,0.106211,0.032257,0.000032,0.140932,0.828985
0.413932,0.017632,0.191398,0.004832,0.047138,0.000832,0.013440,0.000384,0.001472,0.001024,0.108483,0.037826,0.000064,0.149093,0.848185
0.395468,0.017889,0.191941,0.005216,0.047554,0.000768,0.013408,0.000352,0.001440,0.001088,0.105092,0.032193,0.000032,0.139685,0.821497
0.395756,0.017504,0.191558,0.005088,0.047234,0.000576,0.013504,0.000352,0.001440,0.001120,0.106019,0.038305,0.000032,0.146948,0.827832
0.396236,0.017600,0.192166,0.004832,0.047298,0.000800,0.013408,0.000352,0.001440,0.001056,0.105411,0.033217,0.000064,0.141124,0.822904
0.396620,0.017536,0.191398,0.005056,0.047233,0.000833,0.013504,0.000384,0.001568,0.001120,0.108259,0.030177,0.000064,0.141092,0.823800
0.400908,0.017633,0.191909,0.005088,0.047490,0.000832,0.013536,0.000352,0.001440,0.001152,0.108452,0.031841,0.000096,0.142725,0.829785
0.395244,0.017792,0.191686,0.004864,0.047138,0.000800,0.013408,0.000384,0.001440,0.001152,0.100771,0.033665,0.000064,0.136932,0.817528
0.398220,0.017600,0.191398,0.004960,0.047201,0.000800,0.013505,0.000416,0.001440,0.001152,0.124868,0.038273,0.000096,0.168389,0.852313
0.401260,0.017857,0.191910,0.005280,0.047457,0.001024,0.013505,0.000352,0.001536,0.001088,0.107139,0.033185,0.000032,0.142628,0.831033
