Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],IN[7],INFER[7-10],OUT[10],TEE[7-10],classifier
0.397164,0.017601,0.191973,0.004832,0.047042,0.000608,0.013504,0.099523,0.037409,0.068930,0.208646,0.887290
0.420300,0.017664,0.191782,0.005248,0.047553,0.000608,0.013505,0.113507,0.045217,0.064097,0.226086,0.929563
0.395852,0.017632,0.192358,0.005216,0.047586,0.000544,0.013536,0.105795,0.034817,0.059106,0.202662,0.881018
0.400140,0.017409,0.191750,0.005344,0.047169,0.000800,0.013473,0.103299,0.045409,0.061154,0.212870,0.895035
0.401004,0.017376,0.192037,0.004896,0.062466,0.000800,0.013601,0.103811,0.039553,0.062242,0.208646,0.907003
0.397516,0.017473,0.191397,0.005216,0.047234,0.000512,0.013536,0.100995,0.045186,0.061697,0.211558,0.889435
0.394763,0.017344,0.191462,0.004832,0.047329,0.000608,0.013537,0.101667,0.035777,0.060130,0.200710,0.876250
0.395596,0.017440,0.191782,0.004832,0.047137,0.000640,0.013569,0.104899,0.037057,0.061826,0.206726,0.883802
0.416108,0.017376,0.191718,0.005280,0.047042,0.000544,0.013472,0.094211,0.036129,0.059458,0.193062,0.889786
0.395115,0.017281,0.191622,0.004800,0.046977,0.000640,0.013569,0.096739,0.039905,0.060866,0.200646,0.876250
0.399980,0.017536,0.191622,0.005248,0.047137,0.000577,0.013568,0.104163,0.038625,0.061282,0.206918,0.888410
0.401004,0.017696,0.192070,0.005248,0.047330,0.000640,0.013600,0.110403,0.036161,0.086659,0.236775,0.920987
0.395180,0.017697,0.191461,0.005344,0.047106,0.000608,0.013568,0.093859,0.038881,0.059906,0.195814,0.871962
0.396556,0.017472,0.191206,0.004864,0.047073,0.000576,0.013473,0.101123,0.041121,0.058466,0.203782,0.880154
0.399532,0.017760,0.190950,0.004800,0.047073,0.000576,0.013537,0.092035,0.037889,0.057953,0.190758,0.869914
0.396876,0.017440,0.207110,0.004992,0.047138,0.000800,0.013504,0.107107,0.038977,0.061314,0.211591,0.905595
0.395532,0.017568,0.191494,0.004832,0.047041,0.000608,0.013504,0.100451,0.038977,0.062594,0.204870,0.881786
0.396300,0.017537,0.191365,0.004960,0.047042,0.000640,0.013536,0.087267,0.034177,0.058658,0.183110,0.859898
0.395531,0.017217,0.191494,0.004800,0.047297,0.000672,0.013537,0.123235,0.034433,0.057922,0.218726,0.894074
0.415629,0.017632,0.191878,0.004832,0.047074,0.000608,0.013536,0.107715,0.039137,0.069954,0.219558,0.916027
0.395147,0.017729,0.191430,0.005184,0.047137,0.000608,0.013537,0.102115,0.036673,0.059490,0.201510,0.877434
0.400684,0.017600,0.191462,0.005056,0.047554,0.000640,0.013568,0.106595,0.039809,0.059426,0.208742,0.891514
0.395691,0.018336,0.191494,0.004928,0.047329,0.000576,0.013505,0.122819,0.047874,0.060066,0.234279,0.911067
0.395404,0.017313,0.192005,0.004801,0.047041,0.000640,0.013504,0.098755,0.044802,0.060385,0.207174,0.882811
0.399724,0.017569,0.191525,0.004896,0.047074,0.000576,0.013472,0.103139,0.045506,0.062754,0.214215,0.894939
0.395532,0.017889,0.191429,0.004865,0.047297,0.000448,0.013440,0.100419,0.044738,0.060994,0.209671,0.885563
0.415532,0.017857,0.191622,0.005248,0.047009,0.000608,0.013441,0.105091,0.045793,0.062658,0.216518,0.913915
0.396492,0.017793,0.191717,0.004832,0.047266,0.000608,0.013472,0.101443,0.037889,0.060482,0.202662,0.879610
0.395532,0.017729,0.191557,0.005280,0.047266,0.000608,0.013600,0.094275,0.040321,0.059170,0.196934,0.873338
0.395691,0.017569,0.191621,0.004833,0.047169,0.000608,0.013504,0.106596,0.038753,0.063490,0.211719,0.888603
0.400203,0.018528,0.194950,0.005248,0.048450,0.001024,0.013888,0.160997,0.056066,0.065858,0.286729,0.980093
0.398348,0.017920,0.192806,0.005184,0.048514,0.000800,0.013920,0.116387,0.044034,0.063170,0.226791,0.911899
0.396876,0.017569,0.192101,0.005281,0.047873,0.000704,0.013792,0.100963,0.038338,0.060993,0.203302,0.883034
0.410540,0.017825,0.192486,0.005248,0.048257,0.000832,0.014401,0.097539,0.036545,0.058370,0.196646,0.891515
0.395883,0.018305,0.192614,0.005408,0.048257,0.000800,0.013633,0.128996,0.041281,0.060706,0.233831,0.914235
0.400524,0.017633,0.192229,0.005249,0.049025,0.000480,0.014049,0.102147,0.046305,0.059778,0.211142,0.895163
0.396268,0.018176,0.192422,0.005280,0.047906,0.000640,0.013504,0.104483,0.037409,0.061058,0.205830,0.886362
0.396172,0.017824,0.192070,0.005280,0.047713,0.000608,0.013441,0.103779,0.049473,0.063394,0.219878,0.898010
0.395947,0.017729,0.191589,0.004833,0.047265,0.000800,0.013408,0.119044,0.035233,0.058818,0.216071,0.892731
0.396044,0.017952,0.191398,0.005152,0.047137,0.000608,0.013472,0.093155,0.038721,0.063042,0.198406,0.874874
0.396364,0.017696,0.207847,0.005440,0.047553,0.000640,0.013633,0.109251,0.049281,0.067394,0.228870,0.925339
0.400075,0.017729,0.192486,0.005248,0.047617,0.000704,0.013633,0.095875,0.035681,0.059969,0.194725,0.877146
0.395404,0.017729,0.191749,0.004800,0.047362,0.000576,0.013440,0.095075,0.041569,0.062370,0.201862,0.877530
0.395979,0.017473,0.192230,0.005280,0.047169,0.000672,0.013409,0.090914,0.034913,0.059842,0.188517,0.865625
0.418093,0.017792,0.191974,0.005216,0.047137,0.000576,0.013569,0.107427,0.039137,0.062978,0.212870,0.913915
0.396555,0.017537,0.191430,0.004896,0.047233,0.000640,0.013505,0.101027,0.040929,0.061506,0.206342,0.883578
0.397163,0.017569,0.191782,0.004864,0.047169,0.000800,0.013729,0.106083,0.035201,0.062082,0.206534,0.885498
0.396140,0.017793,0.192869,0.005248,0.060098,0.000640,0.013601,0.102115,0.040513,0.063394,0.209222,0.900891
0.396236,0.017504,0.192262,0.005120,0.047074,0.000608,0.013440,0.091331,0.041249,0.064546,0.200038,0.877466
0.400268,0.017696,0.191654,0.004960,0.047073,0.000832,0.013377,0.109443,0.041537,0.061538,0.215654,0.897050
0.401612,0.017536,0.191942,0.004928,0.047298,0.000832,0.013472,0.112227,0.038146,0.063681,0.217350,0.901370
0.415020,0.017473,0.191941,0.005441,0.047265,0.000576,0.013504,0.101603,0.035137,0.061090,0.200838,0.896762
0.396172,0.017281,0.192709,0.005248,0.047234,0.000704,0.013408,0.112612,0.047105,0.073346,0.236039,0.913819
0.396044,0.017376,0.192102,0.005056,0.047138,0.000480,0.013504,0.126212,0.056257,0.062370,0.248263,0.924763
0.401004,0.017505,0.192005,0.005024,0.047042,0.000576,0.013440,0.102819,0.064930,0.072066,0.243015,0.925723
0.400556,0.017312,0.191750,0.004864,0.047073,0.000608,0.013505,0.088482,0.037346,0.058945,0.187781,0.868377
0.397740,0.017568,0.191750,0.005248,0.047330,0.000640,0.013568,0.105603,0.034657,0.068898,0.212486,0.893082
0.396651,0.017441,0.192230,0.005024,0.046945,0.000640,0.013473,0.106115,0.037889,0.060706,0.207558,0.885114
0.430093,0.017793,0.192357,0.005089,0.047041,0.000832,0.013536,0.104996,0.038081,0.063266,0.209415,0.922716
0.396331,0.017472,0.192294,0.004832,0.047137,0.000640,0.013505,0.127811,0.037761,0.061601,0.230215,0.907355
0.400812,0.017537,0.192485,0.005216,0.047170,0.000800,0.013472,0.115012,0.047713,0.064514,0.230759,0.915323
0.396043,0.017793,0.191942,0.004864,0.047361,0.000576,0.013441,0.106083,0.041793,0.061506,0.212678,0.889978
0.400428,0.017312,0.192422,0.005248,0.047170,0.000608,0.013472,0.099363,0.036449,0.060002,0.198566,0.880186
0.400012,0.017825,0.191877,0.004832,0.047010,0.000832,0.013632,0.095363,0.037345,0.060418,0.195814,0.877434
0.396236,0.017664,0.191622,0.005024,0.047362,0.000800,0.013472,0.117636,0.035073,0.065634,0.221319,0.899227
0.395275,0.017537,0.207686,0.004960,0.047202,0.000576,0.013440,0.102499,0.039585,0.063650,0.208742,0.901114
0.395500,0.017600,0.192454,0.004928,0.047009,0.000640,0.013505,0.101091,0.037441,0.063682,0.205126,0.882618
0.395660,0.017185,0.192421,0.005312,0.047233,0.000512,0.013440,0.102819,0.040866,0.063618,0.210439,0.887291
0.397675,0.017505,0.191334,0.004832,0.047073,0.000800,0.013441,0.094690,0.034049,0.059169,0.190981,0.869337
0.416652,0.017728,0.192070,0.004896,0.047489,0.000832,0.013665,0.116003,0.038721,0.064066,0.222118,0.921851
0.396428,0.017824,0.192806,0.005344,0.047618,0.000608,0.013984,0.106819,0.037665,0.061570,0.209382,0.890810
0.396043,0.017793,0.191558,0.005312,0.047585,0.000608,0.013537,0.102627,0.041505,0.064226,0.211334,0.888730
0.395563,0.017761,0.191718,0.005280,0.048129,0.000800,0.013697,0.121603,0.036257,0.062498,0.224390,0.902426
0.395372,0.017921,0.191781,0.005056,0.047490,0.000800,0.013696,0.095907,0.036513,0.059458,0.194790,0.871802
0.395852,0.017600,0.191878,0.004896,0.047169,0.000608,0.013472,0.113027,0.037697,0.060994,0.214726,0.891034
0.400459,0.017824,0.191494,0.004800,0.047489,0.000832,0.013441,0.103747,0.038145,0.061890,0.206982,0.888154
0.412973,0.018048,0.192998,0.004832,0.047521,0.000832,0.013664,0.109251,0.047266,0.065474,0.225031,0.922268
0.396331,0.018016,0.192806,0.005248,0.047393,0.000640,0.013473,0.104899,0.035489,0.060258,0.203718,0.882522
0.396236,0.017696,0.192070,0.004832,0.047425,0.000608,0.013600,0.098019,0.035553,0.059586,0.196294,0.873754
0.395756,0.017824,0.192326,0.005248,0.047201,0.000832,0.013409,0.126116,0.045473,0.061442,0.236359,0.914395
0.400844,0.017568,0.192294,0.005248,0.047874,0.000832,0.013472,0.111971,0.038818,0.064226,0.218375,0.903291
0.396588,0.017472,0.192358,0.005344,0.048066,0.000800,0.013760,0.103299,0.037601,0.061250,0.204998,0.885050
0.395820,0.017696,0.192230,0.004768,0.047938,0.000608,0.013504,0.109123,0.037313,0.059201,0.208774,0.886810
0.396876,0.017409,0.209094,0.005440,0.048001,0.000576,0.013409,0.099747,0.037057,0.060450,0.201574,0.898683
0.397068,0.017728,0.191910,0.004768,0.047361,0.000576,0.013473,0.103491,0.048737,0.062146,0.218598,0.896762
0.395308,0.017729,0.191525,0.005024,0.047010,0.000832,0.013536,0.100739,0.046434,0.065954,0.216583,0.892347
0.397100,0.017857,0.191845,0.004928,0.047266,0.000800,0.013504,0.108580,0.043937,0.062210,0.217639,0.896923
0.400364,0.017921,0.191493,0.004832,0.047234,0.000800,0.013440,0.109603,0.048962,0.064194,0.225607,0.907675
0.397100,0.017760,0.191686,0.004864,0.046977,0.000832,0.013505,0.104835,0.039009,0.066562,0.213542,0.892314
0.395019,0.017920,0.192710,0.004800,0.047041,0.000896,0.013505,0.096483,0.038881,0.061762,0.200198,0.877274
0.396940,0.017920,0.211014,0.005312,0.047393,0.000576,0.013697,0.106915,0.035009,0.061570,0.208390,0.908411
0.396204,0.017696,0.192166,0.004896,0.047521,0.000736,0.013409,0.104515,0.036449,0.061282,0.205798,0.883482
0.397004,0.017632,0.192006,0.004800,0.047265,0.000736,0.013441,0.101731,0.037761,0.060802,0.204614,0.882522
0.396844,0.017729,0.192165,0.004897,0.047073,0.000608,0.013408,0.108868,0.038753,0.063938,0.214887,0.893371
0.419469,0.017664,0.192198,0.004896,0.047298,0.000576,0.013440,0.108739,0.044834,0.062657,0.219462,0.921180
0.395147,0.017312,0.192518,0.005248,0.047041,0.000800,0.013377,0.105667,0.037569,0.063714,0.210374,0.887002
0.396428,0.017633,0.192293,0.004833,0.047137,0.000832,0.013568,0.109955,0.037921,0.063298,0.214183,0.893371
0.396044,0.017696,0.191973,0.005248,0.047330,0.000704,0.013472,0.126564,0.048353,0.076995,0.255368,0.932892
0.396235,0.017825,0.192038,0.005024,0.046849,0.000576,0.013505,0.102115,0.037217,0.062434,0.204870,0.881754
0.395852,0.017664,0.192102,0.005280,0.047233,0.000704,0.013697,0.105251,0.038817,0.060226,0.207366,0.885082
0.400844,0.017921,0.192038,0.005152,0.048129,0.000800,0.013505,0.106595,0.038305,0.062498,0.210886,0.895643
0.409708,0.017889,0.192037,0.005313,0.047329,0.000448,0.013472,0.104228,0.036385,0.061730,0.205927,0.897915
0.395404,0.017537,0.192133,0.004801,0.047297,0.000448,0.013472,0.106212,0.046721,0.062178,0.217991,0.894011
0.395820,0.017600,0.191782,0.004896,0.046978,0.000832,0.013472,0.104675,0.036545,0.061954,0.206182,0.883258
0.400908,0.017760,0.191846,0.005280,0.047362,0.000576,0.013728,0.111971,0.038049,0.063650,0.216998,0.901498
0.396171,0.017664,0.192710,0.005248,0.047937,0.000800,0.013665,0.106243,0.036225,0.066370,0.212710,0.893402
0.396972,0.017633,0.192486,0.004864,0.047425,0.000608,0.013921,0.112323,0.035617,0.061250,0.212614,0.892859
0.397580,0.017921,0.191621,0.005344,0.047394,0.000800,0.013792,0.110532,0.038721,0.063874,0.216455,0.897403
0.414892,0.017921,0.193125,0.005025,0.047393,0.000576,0.013536,0.114468,0.047361,0.065698,0.230695,0.929307
0.396140,0.017537,0.191525,0.004832,0.047618,0.000608,0.013664,0.113348,0.038081,0.063362,0.217799,0.895611
0.396108,0.017664,0.193094,0.005088,0.047938,0.000832,0.013472,0.115524,0.038529,0.064290,0.221799,0.903035
0.396268,0.017825,0.192325,0.005345,0.048161,0.000640,0.013536,0.112516,0.038849,0.116323,0.271112,0.951613
0.396364,0.017825,0.192453,0.005440,0.048034,0.000832,0.013824,0.111044,0.038241,0.063970,0.216487,0.897147
0.396716,0.018048,0.192262,0.005280,0.049666,0.000576,0.013824,0.113668,0.038465,0.063234,0.218471,0.901403
0.396300,0.017665,0.192197,0.005345,0.047617,0.000800,0.013792,0.110308,0.038145,0.063266,0.214727,0.894683
0.413708,0.017793,0.192357,0.005312,0.050274,0.000832,0.014272,0.112868,0.044769,0.063458,0.224775,0.926811
0.397260,0.017760,0.192710,0.005248,0.047810,0.000832,0.013440,0.109923,0.038306,0.063202,0.214567,0.895867
0.396300,0.017537,0.192261,0.004897,0.047873,0.000800,0.013632,0.109476,0.038369,0.071682,0.222855,0.902587
0.401740,0.018177,0.192837,0.005153,0.048321,0.000800,0.013697,0.127811,0.050786,0.075938,0.257895,0.944636
0.395948,0.017857,0.192293,0.005281,0.047521,0.000800,0.013792,0.110660,0.036769,0.063714,0.214631,0.895035
0.401547,0.017824,0.192166,0.005344,0.048065,0.000800,0.014465,0.111779,0.047458,0.065570,0.228039,0.914747
0.401131,0.017569,0.192326,0.005344,0.047969,0.000832,0.014465,0.110275,0.043233,0.062594,0.219430,0.905723
0.414988,0.017568,0.192358,0.005248,0.047713,0.000576,0.014177,0.108131,0.046881,0.061666,0.219814,0.918395
0.400972,0.017953,0.191877,0.005313,0.047649,0.000576,0.013568,0.115523,0.037025,0.061634,0.217254,0.901275
0.400203,0.017633,0.192614,0.004896,0.047329,0.000576,0.013441,0.107971,0.036033,0.059010,0.205926,0.888538
0.396172,0.017793,0.192293,0.004896,0.050082,0.000576,0.013568,0.123876,0.037409,0.059906,0.224359,0.906139
0.398380,0.017664,0.191686,0.005312,0.048482,0.000800,0.013824,0.109539,0.037409,0.060194,0.211494,0.894042
0.400332,0.017664,0.192550,0.005280,0.047841,0.000768,0.013473,0.106595,0.039361,0.062146,0.211110,0.894906
0.396940,0.017600,0.192326,0.005248,0.047553,0.000800,0.013568,0.106755,0.037601,0.062146,0.209286,0.888986
0.410540,0.017824,0.192197,0.005376,0.047682,0.000608,0.013472,0.110179,0.047073,0.064322,0.224743,0.918619
0.397324,0.017952,0.193574,0.005248,0.047329,0.000640,0.013729,0.112323,0.038081,0.061218,0.214758,0.896666
0.400844,0.017825,0.192677,0.005280,0.048002,0.000800,0.013600,0.110468,0.036897,0.058977,0.209735,0.896091
0.396652,0.017665,0.192677,0.005568,0.047906,0.000800,0.013760,0.105827,0.041569,0.068194,0.232743,0.913595
0.397388,0.017504,0.193350,0.005216,0.049282,0.000864,0.013984,0.108547,0.038914,0.061889,0.212390,0.895866
0.396716,0.017696,0.192838,0.005344,0.048610,0.000832,0.014144,0.104483,0.036353,0.061602,0.205350,0.887194
0.398636,0.017793,0.192613,0.005216,0.048770,0.000832,0.013792,0.110244,0.044321,0.062338,0.220231,0.904475
0.419468,0.017793,0.192293,0.005281,0.047937,0.000800,0.013568,0.108388,0.045601,0.063650,0.220839,0.924187
0.397707,0.017920,0.192454,0.005216,0.048129,0.000864,0.013505,0.106851,0.044801,0.062018,0.216870,0.899098
0.400524,0.017857,0.192293,0.005248,0.047778,0.000576,0.013408,0.104643,0.044770,0.061986,0.214439,0.898075
0.400716,0.017729,0.192422,0.005248,0.047969,0.000608,0.013409,0.112163,0.051201,0.066658,0.233895,0.918492
0.400236,0.017633,0.192037,0.005280,0.048194,0.000832,0.013696,0.108004,0.049473,0.061186,0.221831,0.905787
0.400907,0.017601,0.192422,0.005312,0.048129,0.000832,0.013857,0.108643,0.047073,0.064290,0.223142,0.908634
0.395980,0.017984,0.191718,0.005056,0.047810,0.000832,0.014784,0.103619,0.035649,0.060066,0.202214,0.882362
0.414572,0.017729,0.192326,0.005312,0.048129,0.000576,0.013761,0.118563,0.046818,0.063617,0.232007,0.931100
0.401196,0.017985,0.192709,0.005056,0.047874,0.000800,0.013664,0.105091,0.038850,0.062722,0.209543,0.894747
0.396684,0.017889,0.193189,0.004928,0.047618,0.000768,0.014240,0.110148,0.035585,0.060194,0.209031,0.891035
0.396492,0.017473,0.192997,0.004832,0.048258,0.000832,0.013888,0.108260,0.038593,0.096099,0.245896,0.926844
0.401036,0.017856,0.192038,0.005120,0.047810,0.000768,0.013536,0.107491,0.045058,0.062753,0.218534,0.902970
0.401228,0.017825,0.191589,0.004864,0.048674,0.000608,0.013632,0.110884,0.035713,0.059586,0.209511,0.893819
0.401676,0.017857,0.192134,0.005120,0.048577,0.000832,0.013665,0.112355,0.039105,0.063522,0.218438,0.905083
0.414380,0.017697,0.192485,0.005248,0.048065,0.000800,0.013889,0.110851,0.040129,0.062082,0.216166,0.915163
0.400588,0.017600,0.192166,0.005120,0.049090,0.000576,0.014816,0.110275,0.039202,0.062689,0.215558,0.901978
0.397388,0.018016,0.192454,0.005184,0.048354,0.000576,0.013792,0.111235,0.038786,0.062625,0.215718,0.897883
0.400779,0.018113,0.192294,0.004832,0.049537,0.000736,0.013729,0.128964,0.056833,0.072226,0.261351,0.947484
0.396907,0.017985,0.192550,0.005280,0.048865,0.000832,0.014145,0.110115,0.039041,0.063010,0.215750,0.898650
0.398060,0.017952,0.195238,0.005376,0.048450,0.000800,0.013696,0.111620,0.038561,0.061954,0.215687,0.902011
0.396876,0.018112,0.193318,0.005024,0.047650,0.000800,0.013728,0.110915,0.038177,0.061921,0.214374,0.896026
0.415852,0.017921,0.192678,0.004800,0.047393,0.000576,0.013665,0.109475,0.045217,0.063906,0.222118,0.921595
0.402188,0.017953,0.192229,0.004897,0.047329,0.000576,0.013472,0.110884,0.038529,0.062466,0.215239,0.900219
0.396588,0.017984,0.192166,0.005312,0.047745,0.000800,0.013505,0.112131,0.036961,0.062498,0.215142,0.896314
0.396396,0.017921,0.191909,0.005216,0.067714,0.000896,0.013985,0.108611,0.037825,0.060546,0.210054,0.910523
0.401004,0.017792,0.192870,0.005312,0.047842,0.000800,0.013664,0.107011,0.034977,0.059202,0.204454,0.889530
0.395915,0.017889,0.192870,0.005312,0.048545,0.001056,0.013505,0.107235,0.039617,0.061442,0.211494,0.892474
0.401580,0.017856,0.191782,0.005248,0.047746,0.000608,0.013504,0.108195,0.037154,0.061249,0.209830,0.894426
0.416780,0.017889,0.192518,0.004864,0.046977,0.000576,0.013473,0.105827,0.044321,0.066594,0.219622,0.918651
0.400492,0.018145,0.192965,0.005312,0.047394,0.000800,0.013536,0.105187,0.037986,0.060033,0.206374,0.891130
0.400524,0.018049,0.192165,0.005312,0.047362,0.000640,0.013472,0.105091,0.036513,0.061409,0.206310,0.889402
0.401100,0.017824,0.193414,0.005312,0.047074,0.000832,0.013472,0.128516,0.047777,0.064130,0.243655,0.928571
0.396460,0.017984,0.192102,0.004992,0.047393,0.000768,0.013473,0.110051,0.037985,0.060834,0.211814,0.890586
0.400876,0.017792,0.192550,0.005280,0.047298,0.000608,0.013600,0.112964,0.039553,0.063650,0.219879,0.904603
0.400524,0.017793,0.191749,0.004865,0.047553,0.000608,0.014112,0.106116,0.038913,0.060546,0.208903,0.891867
0.415853,0.017440,0.192230,0.004832,0.047970,0.000576,0.013632,0.101155,0.037185,0.063650,0.205318,0.904059
0.396395,0.017568,0.192262,0.005056,0.048577,0.000832,0.013633,0.107683,0.049473,0.063009,0.223174,0.903418
0.397324,0.017953,0.193221,0.005313,0.048513,0.000608,0.013633,0.113379,0.035457,0.059490,0.211366,0.894651
0.400492,0.017793,0.192453,0.004832,0.047650,0.000608,0.013568,0.137092,0.054786,0.076258,0.273736,0.957372
0.396556,0.017889,0.192613,0.005120,0.048002,0.000800,0.013696,0.110372,0.034625,0.059969,0.207878,0.889402
0.396971,0.017985,0.192166,0.005408,0.047745,0.000800,0.013697,0.108899,0.044033,0.062338,0.218662,0.899706
0.400908,0.017729,0.191941,0.004864,0.047938,0.000832,0.013632,0.112196,0.037185,0.064194,0.216519,0.901819
0.417325,0.017728,0.192742,0.004896,0.047330,0.000608,0.013728,0.113571,0.051746,0.062434,0.231047,0.931708
0.396459,0.017888,0.192486,0.005344,0.047969,0.000864,0.013825,0.112995,0.037857,0.060994,0.214758,0.897242
0.401036,0.018240,0.191718,0.005216,0.048482,0.000832,0.013568,0.110243,0.037282,0.060449,0.210854,0.895898
0.396652,0.017569,0.192517,0.004865,0.048353,0.000800,0.013824,0.132612,0.045122,0.062818,0.244008,0.925404
0.401036,0.017824,0.191526,0.004832,0.048130,0.000832,0.013600,0.108099,0.035137,0.061218,0.207270,0.891226
0.396620,0.017696,0.191334,0.005248,0.047905,0.000704,0.013409,0.104803,0.040001,0.060770,0.208422,0.887066
0.401612,0.017825,0.191749,0.005313,0.047681,0.000960,0.013472,0.103939,0.038658,0.061633,0.207367,0.892091
0.416237,0.017728,0.192038,0.005280,0.047650,0.000576,0.013824,0.112163,0.045634,0.063330,0.224103,0.924028
0.400524,0.018112,0.192166,0.005248,0.047617,0.000608,0.013377,0.109699,0.039041,0.061954,0.213766,0.897498
0.400716,0.018017,0.191749,0.005249,0.047521,0.000832,0.013504,0.111107,0.037633,0.061730,0.213607,0.898011
0.397547,0.018016,0.192678,0.005280,0.047937,0.000608,0.013441,0.128100,0.045153,0.066530,0.243047,0.924603
0.396427,0.018048,0.192422,0.005248,0.048001,0.000800,0.013537,0.114915,0.038721,0.062178,0.219142,0.900922
0.400460,0.017761,0.192197,0.005248,0.047969,0.000576,0.013505,0.104707,0.038241,0.061922,0.207942,0.892091
0.400716,0.017632,0.191974,0.005280,0.047905,0.000640,0.013440,0.109251,0.038529,0.073699,0.224615,0.908539
0.411180,0.017760,0.192422,0.005344,0.048290,0.000800,0.013792,0.114980,0.045537,0.064642,0.228615,0.925403
0.401452,0.017728,0.191909,0.005216,0.047906,0.000736,0.013472,0.110948,0.035617,0.059681,0.209478,0.895002
0.400940,0.017985,0.191686,0.005312,0.048161,0.000832,0.013537,0.108387,0.036993,0.062210,0.210726,0.895291
0.396587,0.017856,0.192294,0.005248,0.065666,0.000864,0.013792,0.112100,0.045249,0.062114,0.222791,0.922555
0.400524,0.017856,0.192198,0.005216,0.047841,0.000577,0.013568,0.106947,0.040353,0.062786,0.213030,0.896954
0.400908,0.017697,0.191269,0.004833,0.048609,0.000832,0.013505,0.112323,0.038753,0.064578,0.218886,0.902939
0.397004,0.017696,0.192518,0.004864,0.047874,0.000576,0.013472,0.108963,0.038977,0.061890,0.213030,0.893498
0.410924,0.017792,0.192198,0.005280,0.048642,0.000864,0.013984,0.114724,0.040225,0.063906,0.221863,0.919259
0.396331,0.017824,0.192038,0.005248,0.047873,0.000832,0.013953,0.109539,0.039041,0.063618,0.215270,0.895706
0.395724,0.018080,0.191942,0.005312,0.048386,0.000640,0.013696,0.112867,0.039586,0.062146,0.217575,0.897595
0.396300,0.017888,0.211559,0.005568,0.048385,0.000640,0.014209,0.110499,0.045057,0.061954,0.220486,0.921467
0.396748,0.017569,0.191557,0.004768,0.047874,0.000832,0.013920,0.108579,0.038978,0.061601,0.212390,0.891707
0.396172,0.017697,0.192389,0.004929,0.048001,0.000608,0.013696,0.108868,0.036513,0.062050,0.210439,0.890299
0.397163,0.017600,0.192230,0.004832,0.048385,0.000800,0.013889,0.111619,0.037889,0.064706,0.217222,0.899258
0.396332,0.017632,0.192070,0.004800,0.048354,0.000608,0.014112,0.105251,0.036321,0.062658,0.207206,0.888410
0.396620,0.017600,0.192550,0.004832,0.048258,0.000800,0.013568,0.105091,0.035105,0.059298,0.202502,0.883098
0.396108,0.017600,0.193286,0.004832,0.047714,0.000800,0.013664,0.106499,0.039010,0.064417,0.213063,0.893499
0.396171,0.017569,0.208646,0.005216,0.048290,0.000800,0.013600,0.113476,0.045729,0.064002,0.226599,0.926715
0.396140,0.018016,0.192614,0.005248,0.048226,0.000800,0.013728,0.108451,0.037186,0.062337,0.211334,0.892314
0.398156,0.017697,0.192326,0.005248,0.048257,0.000832,0.013729,0.109283,0.039361,0.062594,0.214406,0.897019
0.396812,0.017888,0.192134,0.005248,0.048065,0.000832,0.014305,0.111235,0.039233,0.062210,0.216006,0.897882
0.397516,0.017984,0.192774,0.005280,0.048962,0.000832,0.014048,0.106883,0.036737,0.060546,0.207526,0.891674
0.396620,0.017697,0.192741,0.005249,0.048161,0.000832,0.013856,0.109955,0.038401,0.062178,0.213735,0.896475
0.396171,0.017889,0.192006,0.005280,0.048385,0.000768,0.013569,0.106979,0.039457,0.065890,0.215526,0.895354
0.401515,0.017408,0.208358,0.005472,0.048386,0.000800,0.013600,0.109092,0.045537,0.067650,0.225959,0.928859
0.401228,0.017889,0.191493,0.004864,0.048002,0.000608,0.013536,0.107363,0.036802,0.061345,0.208678,0.892314
0.396651,0.017921,0.192422,0.004832,0.047425,0.000800,0.013473,0.110243,0.037057,0.060386,0.210694,0.890714
0.400940,0.017664,0.192422,0.005248,0.048065,0.000577,0.013824,0.110179,0.035713,0.061442,0.210470,0.896026
0.396620,0.017824,0.192102,0.005280,0.048290,0.000800,0.013632,0.109123,0.040225,0.061794,0.214406,0.895034
0.396268,0.018048,0.193158,0.005248,0.048097,0.000864,0.013537,0.108483,0.038657,0.061794,0.211942,0.892794
0.396684,0.017985,0.192357,0.005216,0.047778,0.000800,0.013600,0.104195,0.041154,0.064738,0.212935,0.893211
0.400491,0.018017,0.204838,0.005376,0.047714,0.000768,0.013536,0.108259,0.049314,0.068578,0.229319,0.926331
0.396972,0.017824,0.192678,0.005088,0.047938,0.000800,0.013664,0.108035,0.045794,0.063458,0.220423,0.902043
0.401451,0.017632,0.192070,0.004992,0.047969,0.000608,0.013761,0.106083,0.039137,0.061346,0.209670,0.893978
0.395531,0.017633,0.191814,0.005248,0.048865,0.000576,0.013441,0.106019,0.036385,0.059618,0.205254,0.884826
0.413772,0.017696,0.192294,0.005216,0.048322,0.000608,0.013504,0.105795,0.049890,0.063170,0.223367,0.920475
0.401388,0.018016,0.192422,0.005312,0.047778,0.000608,0.013760,0.112644,0.042817,0.061282,0.220775,0.906747
0.395883,0.017761,0.191749,0.004865,0.048065,0.000800,0.013601,0.107395,0.048801,0.063874,0.223142,0.901754
0.395948,0.017920,0.206630,0.005408,0.048034,0.000640,0.013504,0.107011,0.045953,0.063266,0.219079,0.913979
0.395372,0.017504,0.192006,0.004864,0.048225,0.000800,0.013505,0.105571,0.038721,0.064386,0.211654,0.889274
