Layer[0],Layer[1],Layer[2],Layer[3],IN[4],INFER[4-4],OUT[4],TEE[4-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.399371,0.017857,0.192262,0.005088,0.112579,0.082499,0.062145,0.260231,0.000961,0.014592,0.000672,0.001408,0.001184,0.000640,0.902074
0.395243,0.017729,0.221574,0.005441,0.122243,0.093123,0.073122,0.291560,0.000960,0.014209,0.000384,0.001536,0.001152,0.000416,0.959069
0.395500,0.017921,0.192261,0.004896,0.115396,0.083426,0.064386,0.266280,0.000928,0.014721,0.000672,0.001472,0.001024,0.000640,0.904347
0.395211,0.017505,0.191974,0.005152,0.113379,0.082179,0.061345,0.259879,0.000832,0.014976,0.000608,0.001568,0.001184,0.000320,0.896410
0.394636,0.017888,0.191494,0.005312,0.113475,0.082627,0.065026,0.264040,0.000768,0.014464,0.000704,0.001408,0.001152,0.000384,0.899579
0.399276,0.017697,0.191749,0.005089,0.119363,0.081411,0.064866,0.268840,0.000736,0.014752,0.000640,0.001472,0.001184,0.000384,0.909883
0.395884,0.017600,0.191686,0.005088,0.116612,0.080738,0.074626,0.274856,0.000704,0.014497,0.000384,0.001504,0.001152,0.000416,0.911259
0.395499,0.017792,0.192678,0.005056,0.114403,0.082403,0.064290,0.264072,0.001056,0.014848,0.000640,0.001504,0.000960,0.000384,0.901818
0.411244,0.017857,0.192293,0.005024,0.121443,0.088995,0.064386,0.277896,0.001280,0.014784,0.000640,0.001472,0.001057,0.000384,0.931484
0.395244,0.017216,0.191654,0.005088,0.113700,0.078498,0.062114,0.257096,0.000896,0.014432,0.000640,0.001472,0.001152,0.000448,0.893466
0.395883,0.017537,0.191718,0.005120,0.121827,0.082659,0.065250,0.272968,0.000704,0.014592,0.000640,0.001408,0.001088,0.000384,0.910267
0.395532,0.017953,0.191685,0.005184,0.123588,0.083203,0.064386,0.274441,0.000736,0.014816,0.000640,0.001952,0.001312,0.000416,0.943964
0.395596,0.017665,0.191461,0.005281,0.121219,0.083651,0.065762,0.273640,0.000832,0.014272,0.000640,0.001408,0.001056,0.000416,0.910587
0.399660,0.017728,0.192006,0.005152,0.115939,0.081858,0.065474,0.266440,0.000960,0.014496,0.000384,0.001473,0.001088,0.000416,0.907259
0.402956,0.018017,0.191461,0.005216,0.118340,0.082946,0.066210,0.270568,0.000864,0.014401,0.000832,0.001504,0.001088,0.000384,0.914651
0.412685,0.017664,0.192102,0.005216,0.116836,0.082882,0.075138,0.278024,0.000864,0.014113,0.000576,0.001472,0.001152,0.000416,0.933084
0.397836,0.017729,0.191845,0.005217,0.118819,0.083043,0.065986,0.270888,0.000896,0.014592,0.000608,0.001504,0.001152,0.000384,0.910395
0.396075,0.018369,0.191494,0.005120,0.108739,0.080194,0.064225,0.256295,0.000864,0.014145,0.000608,0.001440,0.000992,0.000384,0.893498
0.394860,0.017728,0.191590,0.005056,0.106211,0.080675,0.088578,0.278792,0.001184,0.015297,0.000640,0.001696,0.001088,0.000352,0.916059
0.395275,0.017537,0.192006,0.005120,0.116707,0.082595,0.064162,0.266312,0.000864,0.014880,0.000608,0.001664,0.001088,0.000448,0.903546
0.397132,0.017568,0.191910,0.005088,0.117220,0.079426,0.062402,0.262056,0.000768,0.015072,0.000416,0.001537,0.001312,0.000384,0.901499
0.395820,0.017664,0.191846,0.005056,0.118948,0.082178,0.063362,0.267784,0.000960,0.014849,0.000640,0.001536,0.001184,0.000352,0.905595
0.411660,0.017600,0.191878,0.005248,0.122436,0.088802,0.070690,0.284745,0.000896,0.015040,0.000608,0.001504,0.001696,0.000352,0.939963
0.396012,0.017504,0.191494,0.005152,0.118884,0.083778,0.062210,0.268040,0.000832,0.015041,0.000384,0.001600,0.001344,0.000384,0.905371
0.397292,0.018016,0.191558,0.005120,0.115524,0.082626,0.062370,0.263240,0.000800,0.014305,0.000608,0.001888,0.001344,0.000384,0.901595
0.396588,0.017761,0.191397,0.005121,0.118115,0.097539,0.074882,0.294120,0.001248,0.015233,0.000384,0.001568,0.001280,0.000480,0.933436
0.396843,0.017760,0.191462,0.005184,0.125572,0.082594,0.062754,0.274216,0.001216,0.015457,0.000640,0.001536,0.001184,0.000384,0.913755
0.397836,0.017633,0.191589,0.005153,0.118243,0.082083,0.064066,0.267304,0.000800,0.014816,0.000640,0.001504,0.001344,0.000384,0.906363
0.396363,0.017728,0.191334,0.005088,0.119427,0.082019,0.062242,0.266760,0.000960,0.014880,0.000640,0.001536,0.001408,0.000416,0.904890
0.408396,0.017569,0.191622,0.005120,0.116003,0.086307,0.064162,0.269320,0.000800,0.014240,0.000640,0.001472,0.001440,0.000544,0.918811
0.396204,0.017504,0.191718,0.005120,0.122500,0.083458,0.064066,0.273320,0.000928,0.014753,0.000384,0.001504,0.001152,0.000384,0.911355
0.396939,0.017537,0.191366,0.005216,0.118307,0.083075,0.062818,0.267016,0.000928,0.014560,0.000800,0.001536,0.001344,0.000384,0.905082
0.395180,0.017824,0.191750,0.005440,0.135972,0.092931,0.062722,0.296553,0.000960,0.014816,0.000608,0.001472,0.001088,0.000352,0.933467
0.402987,0.017632,0.191462,0.005408,0.113091,0.083651,0.064290,0.264392,0.000768,0.014496,0.000864,0.001472,0.001248,0.000384,0.908762
0.396492,0.017793,0.191621,0.005120,0.117348,0.082658,0.063554,0.266600,0.000864,0.014689,0.000416,0.001536,0.001056,0.000384,0.904187
0.402732,0.017632,0.191718,0.005024,0.118436,0.082114,0.066402,0.270024,0.000768,0.014401,0.000640,0.001376,0.001664,0.000352,0.914491
0.412141,0.017984,0.191750,0.005120,0.118660,0.088130,0.064738,0.274696,0.000896,0.014593,0.000416,0.001472,0.001024,0.000416,0.928412
0.395371,0.017825,0.191686,0.005312,0.118019,0.082947,0.063042,0.267368,0.000864,0.014304,0.000384,0.001440,0.001088,0.000448,0.904026
0.400940,0.017760,0.192486,0.005248,0.116804,0.081538,0.062466,0.263720,0.000960,0.014209,0.000416,0.001408,0.001344,0.000448,0.907067
0.396940,0.017792,0.211654,0.005280,0.117763,0.088739,0.064674,0.274376,0.000736,0.014177,0.000640,0.001376,0.000992,0.000384,0.932348
0.399980,0.017761,0.191589,0.005057,0.117251,0.080194,0.060354,0.261127,0.000992,0.014561,0.000448,0.001440,0.001088,0.000384,0.901979
0.397004,0.017504,0.192166,0.005120,0.115588,0.082338,0.062818,0.263688,0.000832,0.014624,0.000384,0.001440,0.001280,0.000352,0.902683
0.395916,0.017601,0.192005,0.005216,0.116484,0.083202,0.066178,0.269288,0.000864,0.014465,0.000384,0.001472,0.001088,0.000384,0.906619
0.398444,0.017633,0.191909,0.005184,0.117540,0.082818,0.063458,0.266824,0.001216,0.014625,0.000384,0.001504,0.001120,0.000416,0.906555
0.398604,0.017760,0.191526,0.005184,0.122596,0.085955,0.063393,0.275112,0.000736,0.014273,0.000640,0.001504,0.001184,0.000384,0.914779
0.399084,0.017665,0.191301,0.005216,0.126851,0.084259,0.064802,0.279337,0.000960,0.014528,0.000704,0.001504,0.001216,0.000416,0.919931
0.416492,0.019009,0.191909,0.005440,0.123907,0.087011,0.069666,0.283913,0.000992,0.014720,0.000352,0.001504,0.001313,0.000384,0.944828
0.400683,0.017697,0.191910,0.005120,0.114627,0.083075,0.065442,0.266248,0.000768,0.014272,0.000352,0.001472,0.001184,0.000416,0.907450
0.402923,0.017664,0.191654,0.005088,0.119043,0.082051,0.062466,0.266696,0.000832,0.014176,0.001120,0.001472,0.001216,0.000416,0.910874
0.395596,0.017472,0.191622,0.005152,0.120452,0.086722,0.064130,0.274472,0.000832,0.014272,0.000640,0.001472,0.001120,0.000416,0.928539
0.399564,0.017697,0.191653,0.005184,0.116420,0.083138,0.066370,0.269448,0.000864,0.014497,0.000352,0.001536,0.001248,0.000416,0.910811
0.395788,0.017537,0.192101,0.005248,0.117668,0.082786,0.062722,0.266152,0.000768,0.014433,0.000640,0.001536,0.001280,0.000384,0.903099
0.394987,0.017601,0.191622,0.005088,0.116035,0.087299,0.064962,0.271304,0.000672,0.014272,0.000384,0.001408,0.001024,0.000384,0.906266
0.413836,0.017760,0.191878,0.005248,0.116099,0.080739,0.063586,0.263240,0.000640,0.014528,0.000352,0.001536,0.001568,0.000352,0.918427
0.395308,0.017536,0.191718,0.005088,0.111811,0.082307,0.062626,0.259592,0.000736,0.014080,0.000384,0.001440,0.001152,0.000416,0.894170
0.397323,0.017729,0.191654,0.005152,0.117475,0.081699,0.067586,0.269768,0.001152,0.014688,0.000640,0.001440,0.001088,0.000384,0.909402
0.394796,0.017888,0.191589,0.005152,0.117860,0.098211,0.072354,0.291753,0.001152,0.014304,0.000384,0.001473,0.001088,0.000352,0.927484
0.399340,0.017601,0.192261,0.005280,0.113892,0.079042,0.068322,0.263912,0.000896,0.014401,0.000384,0.001440,0.001120,0.000416,0.903963
0.396172,0.017281,0.192197,0.005089,0.114947,0.082402,0.062786,0.263239,0.000896,0.014497,0.000352,0.001440,0.001088,0.000384,0.900603
0.399627,0.017473,0.192038,0.005152,0.109987,0.079106,0.060834,0.252871,0.000864,0.014497,0.000352,0.001440,0.001184,0.000384,0.893179
0.425580,0.017697,0.192262,0.005120,0.117187,0.087363,0.068482,0.276040,0.000832,0.014240,0.000384,0.001504,0.001056,0.000416,0.943388
0.398636,0.017536,0.191814,0.005056,0.114692,0.080546,0.061282,0.259592,0.000832,0.014080,0.000352,0.001440,0.001056,0.000384,0.898234
0.397676,0.017824,0.191814,0.005152,0.113667,0.078435,0.060866,0.256392,0.000864,0.014976,0.000416,0.001440,0.001088,0.000384,0.895610
0.395468,0.017793,0.191717,0.005248,0.136644,0.117571,0.072610,0.329994,0.001056,0.015105,0.000416,0.001472,0.001120,0.000384,0.967197
0.400076,0.017601,0.191686,0.005184,0.119747,0.088867,0.065826,0.277384,0.000896,0.014976,0.000416,0.001440,0.001089,0.000352,0.918204
0.395532,0.017345,0.191621,0.005217,0.110659,0.079202,0.063362,0.256295,0.001152,0.014625,0.000416,0.001376,0.001184,0.000384,0.893371
0.395564,0.017569,0.191749,0.005089,0.114627,0.080706,0.061570,0.259879,0.000896,0.014305,0.000416,0.001408,0.001024,0.000384,0.895227
0.417356,0.017793,0.192165,0.005121,0.107587,0.079298,0.061794,0.251687,0.000864,0.014144,0.000384,0.001376,0.001088,0.000384,0.909627
0.395948,0.017920,0.191429,0.004864,0.112580,0.081186,0.061474,0.258056,0.000864,0.014144,0.000384,0.001376,0.001089,0.000384,0.893755
0.394924,0.017728,0.192262,0.005152,0.114020,0.079426,0.063938,0.260424,0.000832,0.014272,0.000384,0.001408,0.001120,0.000320,0.895771
0.402796,0.017697,0.194118,0.005120,0.146500,0.084387,0.064578,0.299177,0.000960,0.014464,0.000384,0.001504,0.001216,0.000416,0.947036
0.397196,0.017729,0.192613,0.005248,0.113252,0.080962,0.063042,0.260424,0.000864,0.014593,0.000832,0.001632,0.001088,0.000416,0.899835
0.397708,0.017825,0.192453,0.005121,0.115587,0.081922,0.064514,0.265127,0.000896,0.014977,0.000448,0.001792,0.001024,0.000352,0.905627
0.396619,0.017441,0.192486,0.005216,0.110275,0.086467,0.062530,0.262056,0.000864,0.014496,0.000416,0.001472,0.001088,0.000416,0.899962
0.408268,0.017761,0.191845,0.005120,0.115716,0.090403,0.063969,0.273096,0.000800,0.014144,0.000384,0.001504,0.000960,0.000384,0.922363
0.400620,0.017760,0.192550,0.005216,0.111171,0.081187,0.061634,0.257032,0.000640,0.014176,0.000416,0.001376,0.001344,0.000352,0.898554
0.395820,0.017568,0.191942,0.005152,0.110211,0.081859,0.064610,0.259720,0.000960,0.014784,0.000416,0.001536,0.000992,0.000352,0.896634
0.395404,0.017568,0.211654,0.005121,0.108963,0.087970,0.063906,0.263911,0.000704,0.014017,0.000384,0.001472,0.001120,0.000320,0.919035
0.400140,0.017633,0.191429,0.005153,0.109283,0.082274,0.064066,0.258695,0.000800,0.014433,0.000448,0.001504,0.001056,0.000320,0.898651
0.399756,0.017953,0.192261,0.004865,0.096834,0.081987,0.063906,0.245927,0.000704,0.014208,0.000416,0.001472,0.001120,0.000352,0.886362
0.401036,0.017761,0.193317,0.005216,0.114883,0.081058,0.070434,0.269608,0.000833,0.014464,0.000448,0.001472,0.001216,0.000384,0.914651
0.411756,0.017633,0.192454,0.005280,0.113827,0.088931,0.065698,0.271880,0.000864,0.014080,0.000416,0.001472,0.001216,0.000384,0.925307
0.396108,0.017665,0.192005,0.005056,0.115268,0.081570,0.066082,0.266024,0.000928,0.014273,0.000384,0.001472,0.001120,0.000384,0.903227
0.395852,0.017793,0.192101,0.005184,0.117444,0.082146,0.067202,0.269960,0.000640,0.014561,0.000384,0.001472,0.001088,0.000384,0.907163
0.394923,0.017601,0.210214,0.005184,0.118468,0.087715,0.065410,0.274985,0.000672,0.014848,0.000640,0.001504,0.001184,0.000384,0.930555
0.396459,0.017825,0.191910,0.005120,0.115107,0.081603,0.063202,0.263176,0.000832,0.014240,0.000640,0.001504,0.001152,0.000352,0.900666
0.398764,0.017281,0.192069,0.005313,0.113539,0.080386,0.064194,0.261127,0.000832,0.014369,0.000640,0.001536,0.001120,0.000448,0.901051
0.394668,0.017601,0.192069,0.005089,0.115363,0.081026,0.064450,0.263975,0.000832,0.014529,0.000608,0.001504,0.001088,0.000384,0.899643
0.395532,0.017729,0.192005,0.005056,0.121348,0.080162,0.062338,0.267144,0.000672,0.014561,0.000608,0.001440,0.001120,0.000416,0.903451
0.400107,0.017568,0.191974,0.005024,0.115907,0.079427,0.067426,0.265832,0.000640,0.014016,0.000352,0.001504,0.001216,0.000352,0.905850
0.399308,0.017280,0.191590,0.005088,0.121476,0.082274,0.062466,0.269384,0.000704,0.014177,0.000384,0.001472,0.001152,0.000352,0.908603
0.399372,0.017825,0.208422,0.005312,0.117444,0.085026,0.067842,0.273480,0.000640,0.014497,0.000416,0.001472,0.001248,0.000384,0.931420
0.395308,0.017376,0.191590,0.004960,0.142596,0.089667,0.066082,0.301513,0.000672,0.014529,0.000640,0.001440,0.001216,0.000544,0.937308
0.399052,0.017216,0.191398,0.004928,0.110947,0.081923,0.061634,0.257608,0.001056,0.014752,0.000384,0.001440,0.001120,0.000416,0.896730
0.399916,0.017536,0.191750,0.005312,0.118340,0.082178,0.063810,0.267496,0.000736,0.014272,0.000416,0.001409,0.001120,0.000416,0.907867
0.400107,0.017344,0.192006,0.005312,0.110979,0.084227,0.062754,0.260968,0.000736,0.014336,0.000640,0.001440,0.001056,0.000352,0.901562
0.396299,0.017633,0.191654,0.005216,0.109571,0.082082,0.061729,0.256167,0.000768,0.014209,0.000608,0.001376,0.000992,0.000416,0.892442
0.396940,0.017505,0.191653,0.005281,0.109667,0.083618,0.064706,0.260743,0.000768,0.014209,0.000608,0.001472,0.001216,0.000448,0.898331
0.395596,0.017568,0.209895,0.005216,0.111651,0.087587,0.063490,0.265576,0.000736,0.014112,0.000416,0.001440,0.000960,0.000384,0.918363
0.394411,0.017408,0.191814,0.005120,0.100835,0.079170,0.069858,0.252935,0.000672,0.014433,0.000384,0.001504,0.001056,0.000384,0.887578
0.396203,0.017825,0.192390,0.005056,0.117059,0.083555,0.065442,0.269416,0.000736,0.014656,0.000384,0.001536,0.001056,0.000352,0.908346
0.395787,0.017760,0.191558,0.005184,0.114723,0.083075,0.064450,0.265256,0.000768,0.014336,0.000416,0.001440,0.001088,0.000480,0.902138
0.399436,0.017537,0.191397,0.005249,0.110211,0.084066,0.071171,0.268520,0.000736,0.014176,0.000384,0.001440,0.001120,0.000384,0.908059
0.395531,0.017505,0.191590,0.005024,0.108739,0.081954,0.066785,0.260520,0.001024,0.014336,0.000416,0.001472,0.001088,0.000576,0.896122
0.394283,0.017536,0.191750,0.005184,0.114979,0.082851,0.063138,0.263944,0.000640,0.014464,0.000384,0.001440,0.001120,0.000672,0.899290
0.395884,0.034657,0.192293,0.005408,0.117283,0.091811,0.064386,0.276648,0.000640,0.013952,0.000416,0.001472,0.001088,0.000416,0.930779
0.399307,0.017537,0.191398,0.005056,0.111139,0.083171,0.077282,0.274728,0.000800,0.014304,0.000416,0.001472,0.001024,0.000608,0.914491
0.394284,0.017632,0.191430,0.004928,0.098787,0.077731,0.058849,0.238279,0.000864,0.014049,0.000384,0.001408,0.001088,0.000480,0.872090
0.394411,0.017697,0.191878,0.004992,0.107011,0.084002,0.063681,0.257767,0.000832,0.014337,0.000416,0.001472,0.001088,0.000576,0.892922
0.394316,0.017537,0.192133,0.005152,0.105604,0.082882,0.076130,0.267656,0.000832,0.014273,0.000416,0.001440,0.001024,0.000384,0.902363
0.399051,0.017697,0.191686,0.005024,0.111523,0.079907,0.064129,0.258888,0.001184,0.014624,0.000608,0.001408,0.001056,0.000320,0.900122
0.399659,0.017729,0.191494,0.005056,0.111299,0.082435,0.063585,0.260136,0.000832,0.014240,0.000384,0.001344,0.001152,0.000384,0.899738
0.414540,0.017664,0.191622,0.005216,0.115108,0.090402,0.063330,0.271816,0.001152,0.014529,0.000384,0.001504,0.001024,0.000448,0.927419
0.398988,0.017473,0.191813,0.005025,0.109219,0.081474,0.064962,0.258631,0.001120,0.014593,0.000640,0.001376,0.001120,0.000416,0.898459
0.400012,0.017665,0.191269,0.004896,0.105731,0.079234,0.064770,0.252711,0.000832,0.014496,0.000864,0.001408,0.001120,0.000576,0.893627
0.399340,0.017568,0.191878,0.004992,0.112804,0.081666,0.066370,0.263880,0.001216,0.014817,0.000384,0.001408,0.001056,0.000384,0.904187
0.394699,0.017729,0.191174,0.005056,0.117315,0.085091,0.066722,0.271944,0.000832,0.014272,0.000352,0.001440,0.001152,0.000384,0.905851
0.399340,0.017632,0.191718,0.004992,0.113156,0.079810,0.060546,0.256296,0.000864,0.014368,0.000640,0.001344,0.001056,0.000480,0.895642
0.404396,0.017665,0.192549,0.004960,0.106628,0.079458,0.062178,0.251688,0.000928,0.014976,0.000384,0.001504,0.001185,0.000352,0.898555
0.411116,0.017665,0.192102,0.005120,0.128548,0.087426,0.073218,0.292520,0.000929,0.014304,0.000640,0.001440,0.001184,0.000384,0.945820
0.394859,0.017568,0.192006,0.005248,0.118563,0.088387,0.067042,0.276936,0.000832,0.014305,0.000416,0.001504,0.001088,0.000384,0.912955
0.401036,0.017569,0.191782,0.004864,0.115011,0.080963,0.065153,0.264295,0.000704,0.014464,0.000384,0.001472,0.001216,0.000352,0.905947
0.395916,0.017536,0.191878,0.005216,0.112099,0.083075,0.062786,0.261256,0.001120,0.014560,0.000416,0.001504,0.014145,0.000448,0.911451
0.397740,0.017952,0.191846,0.005312,0.114435,0.081475,0.062978,0.261864,0.000800,0.014272,0.000416,0.001440,0.001056,0.000384,0.900666
0.395020,0.017601,0.192453,0.005344,0.114212,0.082050,0.063010,0.262408,0.000736,0.014177,0.000416,0.001440,0.001056,0.000384,0.898779
0.400267,0.017537,0.191558,0.005152,0.114243,0.082371,0.063458,0.262920,0.000704,0.014112,0.000384,0.001536,0.001056,0.000384,0.903034
0.412204,0.017729,0.191973,0.004896,0.115076,0.090435,0.061569,0.271368,0.000640,0.013952,0.000416,0.001504,0.000992,0.000384,0.923387
0.399628,0.017920,0.191878,0.004928,0.113412,0.082690,0.063650,0.262600,0.000768,0.014112,0.000416,0.001473,0.001120,0.000672,0.902907
0.395404,0.017984,0.191558,0.005024,0.111779,0.082722,0.065698,0.263304,0.001152,0.015392,0.000416,0.001505,0.001248,0.000416,0.900955
0.395339,0.017761,0.191910,0.004992,0.115747,0.082723,0.104547,0.307465,0.000800,0.014528,0.000416,0.001472,0.001056,0.000352,0.945019
0.396108,0.017760,0.191494,0.005312,0.112003,0.080003,0.061602,0.256680,0.000896,0.014528,0.000416,0.001472,0.001184,0.000384,0.894106
0.394860,0.017728,0.191942,0.005184,0.113443,0.081155,0.061762,0.259240,0.000832,0.014464,0.000448,0.001472,0.001120,0.000416,0.895386
0.394668,0.017888,0.191910,0.005312,0.111075,0.082403,0.061666,0.258184,0.000864,0.014112,0.000416,0.001440,0.001120,0.000352,0.893658
0.416269,0.017536,0.191686,0.005184,0.115812,0.082754,0.062018,0.264392,0.000704,0.013985,0.000384,0.001408,0.001088,0.000352,0.920700
0.394412,0.017856,0.191878,0.005120,0.115012,0.081570,0.064386,0.264104,0.000864,0.014497,0.000384,0.001408,0.001088,0.000416,0.899355
0.399340,0.017697,0.191718,0.005184,0.117443,0.081923,0.062978,0.265416,0.000800,0.014208,0.000384,0.001440,0.001088,0.000384,0.905211
0.395659,0.017473,0.191526,0.005056,0.116451,0.081347,0.087810,0.288616,0.000768,0.014561,0.000416,0.001472,0.001056,0.000384,0.924315
0.400491,0.017697,0.191590,0.005056,0.115555,0.081347,0.064898,0.264808,0.000896,0.014048,0.000352,0.001504,0.001120,0.000704,0.905530
0.394955,0.017760,0.191526,0.005280,0.113027,0.079491,0.060225,0.255591,0.000864,0.014112,0.000352,0.001472,0.001120,0.000576,0.890362
0.401324,0.017632,0.191910,0.005120,0.116644,0.080386,0.062722,0.263592,0.000768,0.014592,0.000416,0.001440,0.001088,0.000352,0.906843
0.411852,0.017825,0.191878,0.005152,0.117667,0.092579,0.063554,0.276776,0.000736,0.014144,0.000416,0.001472,0.001120,0.000320,0.928539
0.395532,0.017536,0.191974,0.005344,0.113924,0.082274,0.063266,0.262472,0.000736,0.014560,0.000480,0.001473,0.001120,0.000384,0.899387
0.395308,0.017760,0.191558,0.005184,0.118724,0.085730,0.063746,0.271208,0.000672,0.014113,0.000416,0.001440,0.001056,0.000384,0.906491
0.400556,0.017793,0.192133,0.005057,0.113923,0.098019,0.077666,0.292840,0.000704,0.014337,0.000416,0.001472,0.001024,0.000576,0.934428
0.396971,0.017632,0.191590,0.005216,0.122212,0.084322,0.067874,0.277576,0.001248,0.014945,0.000416,0.001440,0.001056,0.000576,0.916923
0.400716,0.017281,0.191749,0.004929,0.114307,0.081538,0.061506,0.260391,0.000640,0.014401,0.000384,0.001376,0.000992,0.000384,0.900539
0.395756,0.017217,0.191909,0.005216,0.113412,0.081762,0.062658,0.260712,0.000672,0.014145,0.000352,0.001472,0.001152,0.000352,0.896315
0.413260,0.017665,0.191750,0.004896,0.112739,0.097027,0.063330,0.277416,0.000640,0.014016,0.000384,0.001440,0.000992,0.000352,0.930235
0.396844,0.017632,0.191430,0.005216,0.111491,0.083779,0.066754,0.265064,0.001056,0.014656,0.000416,0.001441,0.001056,0.000352,0.902555
0.395980,0.017632,0.191878,0.005152,0.118852,0.082466,0.065282,0.269928,0.000928,0.014145,0.000416,0.001504,0.001120,0.000352,0.907899
0.394924,0.017408,0.191942,0.005152,0.116420,0.096963,0.082210,0.298985,0.000896,0.014529,0.000448,0.001504,0.001056,0.000352,0.934684
0.399116,0.017761,0.191557,0.005121,0.114979,0.086883,0.067842,0.272712,0.000896,0.014176,0.000416,0.001376,0.001056,0.000384,0.911675
0.395563,0.017792,0.192006,0.005120,0.115267,0.086627,0.063746,0.268552,0.000864,0.014464,0.000448,0.001376,0.000992,0.000352,0.904571
0.394219,0.017825,0.191973,0.005025,0.110115,0.081186,0.062530,0.256743,0.000832,0.014465,0.000928,0.001440,0.001056,0.000416,0.891803
0.412684,0.017633,0.192198,0.004960,0.118691,0.088643,0.065154,0.275784,0.000832,0.014272,0.000608,0.001472,0.001024,0.000384,0.930652
0.396460,0.017728,0.191718,0.005280,0.115492,0.080994,0.062050,0.261480,0.000864,0.014272,0.000384,0.001440,0.001120,0.000352,0.898490
0.395692,0.017696,0.191590,0.005408,0.115108,0.082178,0.066082,0.266344,0.000864,0.014240,0.000641,0.001504,0.001088,0.000448,0.903195
0.399916,0.017409,0.191429,0.005057,0.139300,0.092323,0.064417,0.299304,0.000960,0.014336,0.000384,0.001440,0.001056,0.000384,0.939452
0.395403,0.017409,0.191526,0.005088,0.110691,0.080387,0.075522,0.269672,0.000896,0.014336,0.000416,0.001440,0.001056,0.000352,0.905434
0.395468,0.017760,0.191525,0.005152,0.116100,0.081954,0.064546,0.265576,0.000832,0.014241,0.000416,0.001504,0.001312,0.000384,0.901819
0.399308,0.017601,0.191525,0.005216,0.116836,0.080962,0.061858,0.262760,0.000736,0.014209,0.000384,0.001440,0.000960,0.000352,0.902235
0.412461,0.017792,0.192038,0.005184,0.117220,0.090242,0.063746,0.274568,0.001280,0.015361,0.000384,0.001696,0.001184,0.000384,0.931516
0.401548,0.017888,0.191846,0.005216,0.113411,0.082243,0.064194,0.262792,0.000896,0.014144,0.000384,0.001472,0.001312,0.000416,0.905723
0.395756,0.017793,0.191813,0.005248,0.115844,0.081218,0.068162,0.268296,0.000832,0.014369,0.000864,0.001472,0.001088,0.000352,0.905115
0.395243,0.017633,0.191782,0.005120,0.142820,0.086115,0.065986,0.298217,0.001248,0.015072,0.000416,0.001472,0.001344,0.000416,0.936731
0.395948,0.017632,0.191878,0.005120,0.117860,0.082402,0.061890,0.265480,0.000768,0.014753,0.000640,0.001408,0.001184,0.000384,0.902907
0.394923,0.017793,0.191430,0.005152,0.115875,0.082179,0.062946,0.263944,0.000768,0.014464,0.000448,0.001472,0.001120,0.000384,0.899386
0.394732,0.017920,0.192006,0.005184,0.108067,0.079843,0.065186,0.256072,0.000704,0.014688,0.000800,0.001472,0.001184,0.000448,0.892570
0.413932,0.017601,0.191589,0.005184,0.119844,0.088195,0.064642,0.276009,0.000800,0.014688,0.000608,0.001504,0.001280,0.000448,0.932123
0.395179,0.017952,0.191782,0.005056,0.114691,0.082979,0.064034,0.264616,0.000960,0.015136,0.000576,0.001440,0.001120,0.000352,0.902298
0.395852,0.017824,0.191878,0.005152,0.112964,0.082306,0.065378,0.263688,0.000736,0.014977,0.000576,0.001536,0.001760,0.000384,0.902363
0.401676,0.017889,0.209574,0.005280,0.120132,0.089954,0.066178,0.279400,0.000736,0.014305,0.000640,0.001472,0.001216,0.000352,0.941020
0.399340,0.017568,0.192262,0.005216,0.117732,0.081954,0.062050,0.264648,0.000736,0.014464,0.000800,0.001760,0.001184,0.000416,0.905435
0.396012,0.017376,0.191750,0.005184,0.114564,0.083618,0.065794,0.267400,0.000704,0.014433,0.000352,0.001440,0.001120,0.000384,0.904187
0.395243,0.017665,0.191942,0.005280,0.112899,0.081123,0.062529,0.259368,0.000768,0.014624,0.000384,0.001472,0.001344,0.000352,0.895834
0.396492,0.017600,0.191622,0.005152,0.114244,0.083074,0.064674,0.264968,0.000736,0.014721,0.000640,0.001536,0.001312,0.000384,0.902331
0.395308,0.017824,0.191590,0.005152,0.098819,0.081411,0.064898,0.248328,0.000768,0.014944,0.000384,0.001504,0.001408,0.000352,0.885242
0.403532,0.017504,0.192294,0.005120,0.117828,0.081666,0.063330,0.265672,0.000768,0.014401,0.000608,0.001376,0.001088,0.000448,0.910331
0.395884,0.017505,0.208934,0.005344,0.114179,0.100323,0.062690,0.280040,0.000736,0.014401,0.000416,0.001440,0.001152,0.000384,0.934428
0.395756,0.017985,0.191557,0.005088,0.119651,0.083619,0.062402,0.269032,0.000736,0.015136,0.000416,0.001440,0.001344,0.000416,0.907355
0.396875,0.017440,0.191526,0.004928,0.118243,0.081571,0.062978,0.265864,0.000800,0.015360,0.000768,0.001536,0.001088,0.000448,0.904730
0.396683,0.017761,0.191942,0.005152,0.115011,0.108387,0.064002,0.290568,0.000768,0.014625,0.000352,0.001536,0.001152,0.000384,0.929083
0.395212,0.017857,0.191717,0.005441,0.112547,0.083170,0.063650,0.262311,0.000960,0.014177,0.000416,0.001472,0.001184,0.000384,0.898491
0.397388,0.018049,0.191173,0.005281,0.118083,0.088355,0.064098,0.273448,0.000928,0.014400,0.000608,0.001440,0.001088,0.000352,0.912155
0.398540,0.017952,0.191366,0.005120,0.111363,0.082595,0.069218,0.266216,0.000864,0.014656,0.000448,0.001825,0.001248,0.000384,0.906491
