Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],IN[8],INFER[8-10],OUT[10],TEE[8-10],classifier
0.418796,0.017760,0.191814,0.004800,0.048417,0.000832,0.013473,0.000352,0.107939,0.038689,0.062850,0.212262,0.914651
0.396939,0.017633,0.191494,0.004896,0.047905,0.000576,0.013537,0.000352,0.109251,0.039297,0.059842,0.211014,0.891354
0.397228,0.017792,0.193702,0.004896,0.047777,0.000576,0.013569,0.000352,0.113379,0.042978,0.060353,0.219878,0.903130
0.395243,0.017824,0.191814,0.004832,0.047841,0.000800,0.013729,0.000352,0.108835,0.041857,0.063074,0.216870,0.896058
0.394955,0.017601,0.191814,0.004864,0.048321,0.000640,0.013537,0.000384,0.106019,0.047841,0.063074,0.219942,0.898138
0.394764,0.017856,0.191814,0.004864,0.048545,0.000577,0.013568,0.000384,0.108387,0.035201,0.060226,0.206726,0.885786
0.395308,0.017792,0.191494,0.004768,0.047649,0.000544,0.013633,0.000352,0.106499,0.048386,0.062145,0.219878,0.897754
0.394732,0.017504,0.192102,0.004832,0.048129,0.000832,0.013473,0.000352,0.104035,0.038401,0.058498,0.203750,0.900411
0.394508,0.017633,0.191653,0.004769,0.048417,0.000832,0.013536,0.000352,0.108100,0.038081,0.062082,0.211175,0.888923
0.394763,0.017569,0.192069,0.004864,0.048385,0.000768,0.013441,0.000384,0.108995,0.048801,0.062786,0.223622,0.902586
0.394636,0.017504,0.192102,0.004864,0.048801,0.001024,0.013472,0.000384,0.114179,0.035841,0.059810,0.212614,0.891290
0.395692,0.017633,0.191845,0.004833,0.048865,0.000608,0.013792,0.000384,0.110084,0.037857,0.064418,0.215399,0.896123
0.395179,0.017505,0.192390,0.004864,0.049729,0.000576,0.013793,0.000384,0.110499,0.045793,0.063618,0.223078,0.903834
0.395979,0.017505,0.191686,0.004800,0.048001,0.000832,0.013857,0.000384,0.098467,0.037217,0.057345,0.196133,0.876154
0.394796,0.017856,0.209031,0.004960,0.048673,0.000832,0.013857,0.000352,0.108867,0.044161,0.061250,0.217126,0.913979
0.395307,0.017793,0.191718,0.004864,0.048833,0.000576,0.013441,0.000320,0.108259,0.034561,0.060514,0.206086,0.885722
0.394732,0.017312,0.191622,0.004832,0.048418,0.001024,0.013536,0.000384,0.101571,0.039105,0.059778,0.203398,0.881274
0.394987,0.017473,0.192262,0.004896,0.047745,0.000832,0.013473,0.000320,0.106979,0.036257,0.059426,0.205446,0.884730
0.394796,0.017504,0.191782,0.004864,0.048289,0.000832,0.013505,0.000352,0.104963,0.035521,0.059074,0.202278,0.880442
0.394731,0.017537,0.191526,0.004928,0.047969,0.000608,0.013505,0.000384,0.106083,0.041313,0.058594,0.208998,0.887674
0.394764,0.017504,0.191718,0.004832,0.047682,0.000768,0.013536,0.000384,0.105155,0.048482,0.061218,0.217831,0.895227
0.394700,0.017633,0.223110,0.005088,0.047522,0.000608,0.013536,0.000352,0.111684,0.037185,0.060322,0.212295,0.922268
0.397068,0.017537,0.191685,0.005025,0.047073,0.000832,0.013632,0.000352,0.111460,0.035777,0.059458,0.209735,0.889659
0.396300,0.017504,0.191718,0.004896,0.047297,0.000640,0.013505,0.000352,0.103235,0.037889,0.063298,0.207366,0.886458
0.395339,0.017632,0.191590,0.004896,0.048129,0.000576,0.013473,0.000384,0.103811,0.034945,0.058018,0.199526,0.877562
0.412045,0.017408,0.191590,0.004832,0.048577,0.000640,0.013409,0.000384,0.103267,0.047745,0.061858,0.215782,0.911579
0.394892,0.017696,0.191430,0.004832,0.047809,0.001056,0.013505,0.000384,0.104899,0.035585,0.059330,0.202726,0.880442
0.395083,0.017473,0.191654,0.004832,0.047297,0.000576,0.013473,0.000352,0.109091,0.035841,0.058146,0.205926,0.883930
0.394763,0.017697,0.191205,0.004929,0.065570,0.000864,0.013792,0.000352,0.108867,0.045826,0.062594,0.220295,0.915899
0.395724,0.017761,0.191269,0.005024,0.047234,0.000608,0.013504,0.000384,0.106723,0.034626,0.058273,0.202854,0.880986
0.394348,0.017472,0.191526,0.004896,0.047809,0.000833,0.013504,0.000416,0.108995,0.037633,0.065282,0.214822,0.891770
0.394603,0.017697,0.192838,0.004864,0.048097,0.001024,0.013505,0.000384,0.101731,0.037985,0.063746,0.206278,0.886010
0.413228,0.017793,0.192773,0.004928,0.048290,0.000832,0.013536,0.000320,0.113156,0.042849,0.059554,0.218855,0.917595
0.395340,0.017440,0.192294,0.004864,0.048418,0.000608,0.013600,0.000352,0.104803,0.037217,0.059074,0.204102,0.884314
0.394956,0.017760,0.191654,0.004896,0.048002,0.001024,0.013440,0.000384,0.106019,0.039201,0.068610,0.217094,0.895482
0.396076,0.017473,0.191397,0.004896,0.066370,0.000832,0.013601,0.000352,0.103843,0.035713,0.057442,0.199878,0.898715
0.394892,0.017345,0.191525,0.004801,0.047841,0.000608,0.013440,0.000352,0.107652,0.038177,0.063266,0.212039,0.888859
0.394988,0.017377,0.191589,0.004864,0.047682,0.000544,0.013472,0.000352,0.110820,0.037889,0.060386,0.212103,0.890267
0.395244,0.017825,0.191749,0.005024,0.047842,0.000576,0.013568,0.000352,0.137220,0.056066,0.060674,0.256968,0.935292
0.411180,0.017760,0.191718,0.005024,0.047394,0.000576,0.013536,0.000384,0.108291,0.034849,0.058434,0.204454,0.899034
0.395595,0.017665,0.191782,0.004896,0.047265,0.000576,0.013505,0.000384,0.110051,0.043105,0.059394,0.215238,0.893530
0.394732,0.017601,0.191941,0.004864,0.048641,0.000608,0.013632,0.000352,0.114948,0.035905,0.058562,0.212135,0.892699
0.395595,0.017761,0.193190,0.004864,0.049217,0.000800,0.014017,0.000416,0.132228,0.040065,0.060866,0.236071,0.918939
0.395147,0.017537,0.192293,0.004928,0.048673,0.000832,0.013505,0.000352,0.117891,0.038817,0.060898,0.220678,0.900634
0.395083,0.017505,0.191430,0.005056,0.048449,0.000640,0.013473,0.000352,0.102051,0.036609,0.061378,0.203270,0.880826
0.394635,0.017761,0.191813,0.005024,0.047905,0.001024,0.013537,0.000384,0.107363,0.037889,0.060482,0.208454,0.887354
0.413996,0.017665,0.191845,0.004896,0.047714,0.000832,0.013504,0.000384,0.105667,0.037378,0.060481,0.206438,0.903930
0.395372,0.017568,0.191654,0.004864,0.047842,0.000800,0.013536,0.000384,0.108323,0.040354,0.064450,0.215943,0.895483
0.394476,0.017504,0.191686,0.004896,0.047714,0.000576,0.013536,0.000384,0.102339,0.046978,0.062273,0.214439,0.891003
0.394444,0.017601,0.191621,0.004928,0.047106,0.000800,0.013504,0.000352,0.120836,0.048385,0.063650,0.235975,0.913147
0.394924,0.017568,0.192454,0.004832,0.047233,0.000576,0.013569,0.000352,0.108739,0.035713,0.060386,0.207910,0.885882
0.398412,0.017665,0.194405,0.004961,0.047297,0.000608,0.013536,0.000352,0.106756,0.035905,0.062049,0.207815,0.892219
0.395756,0.017408,0.192293,0.004864,0.047010,0.000832,0.013600,0.000320,0.101123,0.038241,0.060354,0.202630,0.880794
0.416204,0.017728,0.191590,0.004864,0.046945,0.000832,0.013441,0.000352,0.103939,0.039969,0.061506,0.208326,0.906619
0.394732,0.017729,0.191685,0.004833,0.047105,0.000864,0.013504,0.000320,0.103875,0.034626,0.059809,0.200934,0.877594
0.394732,0.017568,0.192134,0.004896,0.047170,0.000800,0.013408,0.000416,0.103235,0.034433,0.057922,0.198502,0.875418
0.394827,0.017665,0.191621,0.004865,0.047201,0.000800,0.013472,0.000384,0.104740,0.045953,0.083362,0.237255,0.914299
0.395180,0.017761,0.191717,0.004832,0.047042,0.000800,0.013504,0.000320,0.107875,0.035713,0.059265,0.205958,0.885114
0.394988,0.017569,0.191429,0.004992,0.048322,0.000736,0.013472,0.000384,0.099363,0.038177,0.057730,0.198182,0.876922
0.394795,0.017729,0.191558,0.004896,0.047745,0.000800,0.013505,0.000288,0.101667,0.042241,0.064002,0.210854,0.888698
0.414188,0.018305,0.191878,0.004864,0.049025,0.000576,0.013441,0.000384,0.111587,0.037729,0.060386,0.212582,0.913051
0.397867,0.017632,0.192230,0.004832,0.047841,0.000800,0.013505,0.000352,0.101603,0.038849,0.061762,0.205382,0.887802
0.394732,0.017504,0.192166,0.004864,0.047906,0.000896,0.013600,0.000384,0.097763,0.037729,0.061794,0.200198,0.877946
0.394699,0.017665,0.192197,0.004833,0.047905,0.001056,0.013472,0.000385,0.102627,0.039457,0.059778,0.205222,0.883674
0.395212,0.017793,0.192293,0.004865,0.047297,0.000864,0.013504,0.000384,0.102723,0.039874,0.065602,0.210983,0.889211
0.394764,0.017313,0.191557,0.004864,0.047042,0.000544,0.013472,0.000352,0.101891,0.034305,0.058178,0.197382,0.873306
0.395211,0.017377,0.191590,0.004800,0.047201,0.000608,0.013504,0.000352,0.108419,0.037761,0.059330,0.208582,0.885338
0.394284,0.017376,0.209063,0.004960,0.047169,0.000832,0.013441,0.000352,0.102595,0.048673,0.062274,0.216454,0.910395
0.395019,0.017569,0.191365,0.004833,0.047137,0.000800,0.013440,0.000352,0.103139,0.039681,0.058818,0.204743,0.881242
0.395148,0.017696,0.191558,0.004832,0.046977,0.000576,0.013441,0.000384,0.106531,0.037089,0.059906,0.206374,0.883034
0.394699,0.017377,0.191333,0.004993,0.047105,0.000832,0.013472,0.000353,0.112451,0.049217,0.062082,0.226598,0.904410
0.395211,0.017601,0.191781,0.004865,0.048065,0.000672,0.013440,0.000416,0.107811,0.040545,0.060290,0.211782,0.890170
0.395019,0.017729,0.191494,0.004832,0.047297,0.000640,0.013505,0.000384,0.099555,0.042689,0.063746,0.208710,0.886234
0.394700,0.017633,0.191461,0.004897,0.047105,0.000832,0.013472,0.000384,0.102531,0.039778,0.060417,0.205766,0.882170
0.394316,0.017440,0.210022,0.005121,0.047105,0.000832,0.013568,0.000352,0.102467,0.038017,0.072706,0.216006,0.911803
0.394603,0.017281,0.191173,0.004865,0.046945,0.000832,0.013536,0.000320,0.103652,0.036737,0.059329,0.202630,0.878073
0.394956,0.017248,0.191238,0.004864,0.047073,0.000992,0.013505,0.000352,0.106435,0.035553,0.058434,0.203302,0.880378
0.394380,0.017537,0.191429,0.004864,0.046978,0.000544,0.013504,0.000384,0.109060,0.048673,0.060802,0.221351,0.896955
0.412972,0.017761,0.191526,0.004896,0.047105,0.000608,0.013537,0.000352,0.100099,0.038945,0.059426,0.201350,0.896699
0.394700,0.017537,0.191461,0.004864,0.047042,0.000576,0.013472,0.000384,0.101827,0.041697,0.058081,0.204774,0.880762
0.394699,0.017761,0.191622,0.004800,0.047009,0.000576,0.013505,0.000352,0.110051,0.037537,0.060354,0.210918,0.888698
0.397675,0.017824,0.193414,0.004896,0.047969,0.000576,0.013473,0.000352,0.127748,0.045953,0.066082,0.243431,0.926619
0.394540,0.017664,0.192550,0.004864,0.047298,0.000832,0.013536,0.000320,0.107395,0.039009,0.060386,0.209830,0.888378
0.394923,0.017729,0.191814,0.004928,0.048193,0.000832,0.013569,0.000352,0.104419,0.040481,0.061506,0.209446,0.887578
0.394668,0.017728,0.192294,0.004800,0.048929,0.000608,0.013441,0.000352,0.109603,0.037089,0.061026,0.210630,0.890202
0.410988,0.017440,0.191494,0.004896,0.048482,0.000864,0.013472,0.000352,0.099587,0.047746,0.067266,0.217415,0.911419
0.395116,0.017472,0.191782,0.004832,0.048386,0.000576,0.013536,0.000384,0.106659,0.047010,0.063202,0.219783,0.899067
0.394475,0.017377,0.191718,0.004864,0.048193,0.000800,0.013505,0.000384,0.107267,0.037281,0.060290,0.207686,0.885530
0.395084,0.017760,0.191718,0.004864,0.048098,0.000608,0.013536,0.000352,0.108931,0.056034,0.078338,0.246311,0.925947
0.394700,0.017600,0.191686,0.004992,0.047649,0.000832,0.013473,0.000352,0.102979,0.034593,0.057890,0.198406,0.875834
0.394924,0.017472,0.191910,0.004896,0.048354,0.000832,0.013472,0.000416,0.110787,0.038050,0.063809,0.215526,0.895643
0.394923,0.017665,0.192326,0.004832,0.047905,0.000800,0.013505,0.000384,0.109251,0.036225,0.068802,0.217158,0.896570
0.412620,0.017633,0.192166,0.004928,0.048801,0.000800,0.013441,0.000384,0.107907,0.040673,0.061122,0.212614,0.911451
0.394828,0.017665,0.192005,0.004897,0.049281,0.000800,0.013472,0.000352,0.105892,0.047329,0.061762,0.217927,0.897723
0.394923,0.017665,0.191878,0.004864,0.047713,0.000576,0.013505,0.000416,0.106019,0.038049,0.061986,0.209126,0.887802
0.395115,0.017633,0.191718,0.004896,0.048257,0.000608,0.013473,0.000352,0.105923,0.037985,0.089475,0.236839,0.915515
0.394668,0.017505,0.191429,0.004832,0.047810,0.000608,0.013504,0.000352,0.107748,0.037409,0.060609,0.208807,0.887771
0.395308,0.017664,0.191398,0.004864,0.048642,0.000608,0.013536,0.000352,0.106275,0.039041,0.059330,0.207558,0.885914
0.395371,0.017569,0.191654,0.004896,0.047361,0.000800,0.013505,0.000384,0.106595,0.039265,0.060386,0.209094,0.887322
0.412908,0.017664,0.191430,0.004800,0.048450,0.000864,0.013568,0.000320,0.106211,0.043233,0.065058,0.217222,0.913627
0.394764,0.017824,0.191782,0.004896,0.048386,0.000800,0.013504,0.000384,0.103907,0.034401,0.057090,0.198790,0.879290
0.396363,0.017472,0.193862,0.004864,0.048353,0.000608,0.013665,0.000384,0.109635,0.037249,0.060642,0.211174,0.894042
0.396492,0.017504,0.193221,0.004800,0.048002,0.000608,0.013920,0.000384,0.100707,0.036545,0.058082,0.198374,0.880858
0.396684,0.017473,0.192261,0.004929,0.048769,0.000608,0.014081,0.000352,0.105731,0.041441,0.061570,0.211590,0.892891
0.394636,0.017505,0.192133,0.004897,0.048833,0.000576,0.013696,0.000384,0.105188,0.034977,0.058401,0.201638,0.881306
0.394764,0.017600,0.191942,0.004832,0.048290,0.000800,0.013472,0.000384,0.101155,0.037825,0.057922,0.199814,0.878010
0.411404,0.017632,0.191878,0.004832,0.047426,0.000800,0.013536,0.000384,0.111939,0.037793,0.062626,0.215463,0.910363
0.394636,0.017440,0.191717,0.004928,0.048674,0.000544,0.013472,0.000320,0.110019,0.038241,0.060257,0.211590,0.889723
0.394892,0.017569,0.191205,0.004832,0.048578,0.000608,0.013504,0.000320,0.105859,0.047938,0.069506,0.226375,0.904731
0.396107,0.017824,0.191398,0.004896,0.048129,0.000544,0.013921,0.000384,0.104227,0.036097,0.058978,0.202214,0.881434
0.394348,0.017633,0.191749,0.004929,0.049633,0.000576,0.013729,0.000416,0.108323,0.034113,0.056577,0.201926,0.882619
0.396300,0.017729,0.193669,0.004960,0.048449,0.000576,0.013473,0.000384,0.109123,0.036417,0.059810,0.208486,0.890907
0.394955,0.017281,0.192486,0.004896,0.049473,0.000832,0.014049,0.000384,0.104163,0.035105,0.057154,0.199462,0.880218
0.395243,0.017729,0.209446,0.005024,0.048738,0.000800,0.013696,0.000352,0.103747,0.038305,0.062274,0.207238,0.904122
0.394764,0.017408,0.191686,0.004864,0.049761,0.000609,0.013696,0.000352,0.104931,0.043905,0.062178,0.214246,0.893658
0.394636,0.017728,0.191366,0.004896,0.048353,0.000832,0.013633,0.000320,0.107619,0.037313,0.062082,0.210054,0.887866
0.395467,0.017536,0.191686,0.004992,0.048129,0.000576,0.013825,0.000384,0.108771,0.036545,0.059522,0.207878,0.887258
0.394444,0.017344,0.191782,0.004864,0.048642,0.000800,0.013568,0.000384,0.107267,0.038945,0.064386,0.213414,0.891418
0.394572,0.017344,0.191398,0.004864,0.047778,0.000832,0.013760,0.000384,0.103043,0.034497,0.057314,0.197670,0.874618
0.394252,0.017345,0.191717,0.004928,0.047138,0.000576,0.013536,0.000384,0.103683,0.036161,0.060257,0.203014,0.878810
0.395084,0.017760,0.192102,0.004960,0.076322,0.000768,0.013729,0.000352,0.105507,0.039457,0.059714,0.207302,0.915067
0.395020,0.017728,0.191654,0.004832,0.047265,0.000608,0.013601,0.000384,0.104163,0.044385,0.061762,0.213510,0.891578
0.396332,0.017664,0.191238,0.004864,0.047906,0.000608,0.013664,0.000384,0.103875,0.039297,0.061282,0.207398,0.886522
0.395052,0.017632,0.191526,0.004832,0.047585,0.001024,0.013569,0.000352,0.098819,0.038657,0.061858,0.202118,0.879258
0.410956,0.017793,0.191461,0.004864,0.048418,0.000832,0.013600,0.000320,0.113060,0.037985,0.061506,0.215847,0.910939
0.395243,0.017793,0.191622,0.004896,0.048129,0.000608,0.013505,0.000384,0.105635,0.039713,0.061730,0.210310,0.888826
0.395467,0.017761,0.191558,0.004832,0.048065,0.001024,0.013537,0.000384,0.106755,0.040609,0.059042,0.209606,0.889082
0.395212,0.017760,0.191718,0.004864,0.047106,0.000864,0.013568,0.000320,0.123140,0.040545,0.063426,0.230119,0.908283
0.395852,0.017600,0.191878,0.004800,0.048609,0.000608,0.013473,0.000384,0.113187,0.036897,0.060770,0.213990,0.893498
0.395308,0.017761,0.191301,0.005024,0.047554,0.000576,0.013504,0.000384,0.110948,0.042881,0.063586,0.220551,0.898299
0.394700,0.017792,0.191750,0.004832,0.048258,0.000608,0.013568,0.000352,0.112643,0.034881,0.060321,0.210918,0.889754
0.415180,0.017697,0.193605,0.004897,0.047809,0.000832,0.013568,0.000448,0.113764,0.045601,0.063490,0.226503,0.927579
0.395724,0.017793,0.191941,0.004897,0.048897,0.000832,0.013632,0.000384,0.110627,0.035905,0.062402,0.212198,0.893435
0.395404,0.017792,0.191142,0.004896,0.048033,0.001024,0.013601,0.000352,0.107299,0.040769,0.061602,0.212742,0.891642
0.395116,0.017697,0.202822,0.004896,0.063938,0.000832,0.013600,0.000352,0.112964,0.047777,0.063842,0.227591,0.933788
0.395147,0.017728,0.191462,0.004864,0.048161,0.000576,0.013537,0.000384,0.110883,0.037089,0.060770,0.211590,0.889338
0.394379,0.017409,0.191269,0.004897,0.047233,0.000608,0.013536,0.000352,0.102788,0.036609,0.058913,0.201446,0.877465
0.395916,0.017792,0.191302,0.004896,0.048162,0.000608,0.013536,0.000352,0.105475,0.034593,0.057890,0.200902,0.879354
0.412204,0.017600,0.191526,0.004928,0.048386,0.001056,0.013664,0.000352,0.116132,0.042305,0.062466,0.224199,0.920315
0.394859,0.017536,0.191878,0.004928,0.048033,0.000832,0.013569,0.000320,0.107843,0.039329,0.063778,0.213894,0.891898
0.394539,0.017729,0.191206,0.004864,0.047713,0.000608,0.013505,0.000352,0.101827,0.035681,0.058209,0.198758,0.875706
0.394988,0.017601,0.192293,0.004832,0.048162,0.000800,0.013536,0.000384,0.124580,0.043617,0.061858,0.233287,0.912507
0.394796,0.017376,0.191910,0.004800,0.048674,0.000800,0.013664,0.000384,0.105251,0.044354,0.063329,0.216103,0.894843
0.394700,0.017376,0.191366,0.004896,0.048802,0.000640,0.013760,0.000352,0.105667,0.038081,0.060002,0.206566,0.884314
0.394348,0.017505,0.191749,0.004896,0.048322,0.000800,0.013504,0.000384,0.103875,0.034433,0.058082,0.199398,0.876986
0.410476,0.017600,0.191398,0.004864,0.047298,0.001024,0.013536,0.000384,0.106467,0.037505,0.066914,0.213830,0.906394
0.395596,0.017504,0.191366,0.004864,0.047906,0.000832,0.013504,0.000384,0.109411,0.043170,0.062274,0.217895,0.896667
0.394924,0.017472,0.192070,0.004896,0.047938,0.000800,0.013504,0.000352,0.100483,0.036001,0.058434,0.197798,0.875034
0.394956,0.017473,0.191941,0.004896,0.048098,0.000704,0.013504,0.000384,0.109828,0.062658,0.073570,0.249096,0.927260
0.395723,0.017697,0.191398,0.004896,0.048257,0.000832,0.013537,0.000320,0.108227,0.040769,0.059618,0.211814,0.890714
0.394732,0.017601,0.191813,0.005088,0.047298,0.000992,0.013536,0.000352,0.102563,0.037026,0.059841,0.202694,0.880986
0.395692,0.017600,0.191686,0.004896,0.048642,0.000576,0.013568,0.000352,0.103587,0.042209,0.058530,0.207270,0.886426
0.410797,0.017600,0.191366,0.004864,0.047553,0.000800,0.013505,0.000416,0.105859,0.039393,0.060130,0.208166,0.901403
0.395115,0.017537,0.191845,0.004864,0.048929,0.000832,0.013473,0.000352,0.098947,0.042561,0.059042,0.203366,0.882234
0.395276,0.017569,0.191301,0.004832,0.047618,0.000608,0.013600,0.000352,0.105347,0.037890,0.060513,0.206790,0.884026
0.394956,0.017472,0.191686,0.004864,0.047233,0.000576,0.013473,0.000384,0.108067,0.037441,0.060578,0.208742,0.885402
0.395564,0.017696,0.191462,0.004864,0.047362,0.000576,0.013568,0.000416,0.108067,0.038465,0.060674,0.209990,0.887674
0.394764,0.017569,0.191333,0.004896,0.047202,0.000768,0.013600,0.000384,0.107843,0.039714,0.070402,0.221223,0.897883
0.394124,0.017665,0.191045,0.004992,0.049090,0.000512,0.013504,0.000384,0.100803,0.035969,0.059330,0.198918,0.876218
0.395820,0.050497,0.191846,0.004832,0.048513,0.000832,0.013600,0.000416,0.113091,0.038049,0.060706,0.214790,0.928411
0.397292,0.017760,0.191526,0.004992,0.048002,0.000800,0.013568,0.000352,0.108227,0.037633,0.061058,0.210150,0.891354
0.395340,0.017569,0.191717,0.004864,0.048930,0.000576,0.013952,0.000352,0.105571,0.040130,0.067010,0.215623,0.895099
0.394763,0.017760,0.191430,0.004832,0.049313,0.000576,0.013569,0.000320,0.103075,0.044481,0.062050,0.212294,0.891258
0.395596,0.017472,0.191622,0.004864,0.048194,0.000576,0.013568,0.000352,0.101155,0.037217,0.060226,0.201510,0.880410
0.394188,0.017600,0.191526,0.004800,0.048578,0.000800,0.013568,0.000384,0.107971,0.037857,0.060578,0.209190,0.886906
0.395019,0.017600,0.191430,0.004832,0.047745,0.000576,0.013473,0.000384,0.107715,0.038081,0.060322,0.209094,0.885914
0.396107,0.017632,0.211814,0.004897,0.048033,0.000832,0.013504,0.000384,0.108196,0.040449,0.059970,0.211431,0.911771
0.394540,0.017568,0.191558,0.004832,0.047554,0.000544,0.013536,0.000384,0.114468,0.037025,0.060353,0.215142,0.891803
0.395179,0.017377,0.191238,0.004832,0.047265,0.000576,0.013473,0.000352,0.107203,0.041537,0.061026,0.212518,0.888538
0.394508,0.017665,0.191525,0.004833,0.047425,0.000576,0.013440,0.000416,0.110308,0.035361,0.059842,0.209223,0.887163
0.397291,0.017600,0.193190,0.004864,0.047425,0.000800,0.014273,0.000416,0.112067,0.045122,0.063169,0.223686,0.906554
0.395308,0.017505,0.191717,0.004992,0.047394,0.000608,0.013568,0.000384,0.101827,0.042466,0.060161,0.207366,0.884986
0.395116,0.017600,0.191750,0.004928,0.047682,0.000576,0.013440,0.000384,0.108099,0.039233,0.063362,0.213862,0.891770
0.394955,0.017825,0.209766,0.005056,0.047554,0.000608,0.013568,0.000352,0.110755,0.038114,0.060321,0.212038,0.908858
0.394540,0.017345,0.191909,0.004864,0.047714,0.000832,0.013472,0.000384,0.107140,0.041217,0.061346,0.212519,0.889243
0.395532,0.017728,0.191430,0.004832,0.047266,0.000832,0.013504,0.000352,0.106723,0.038721,0.062466,0.211142,0.889466
0.395371,0.017632,0.191334,0.004864,0.047393,0.000928,0.013505,0.000352,0.132164,0.041441,0.060994,0.237543,0.914971
0.410636,0.017537,0.191110,0.004896,0.047553,0.000896,0.013473,0.000352,0.107555,0.038529,0.059906,0.210310,0.903867
0.394059,0.017569,0.191654,0.004832,0.047137,0.000832,0.013505,0.000352,0.105283,0.036641,0.061666,0.206310,0.882362
0.394540,0.017600,0.191526,0.004896,0.047138,0.000864,0.013472,0.000384,0.111683,0.038049,0.061537,0.214086,0.892123
0.395180,0.017600,0.192070,0.004832,0.067458,0.000832,0.013793,0.000352,0.110659,0.037729,0.069506,0.220870,0.919995
0.395148,0.017856,0.191558,0.004832,0.047746,0.000832,0.013728,0.000416,0.106499,0.037569,0.060962,0.208262,0.887994
0.394795,0.017633,0.191494,0.004864,0.047649,0.000608,0.013505,0.000384,0.106531,0.044641,0.063906,0.218054,0.895098
0.394444,0.017568,0.191430,0.004864,0.047170,0.000832,0.013472,0.000384,0.107043,0.037537,0.062562,0.209958,0.887226
0.415020,0.017505,0.191621,0.004800,0.047330,0.000768,0.013536,0.000352,0.106339,0.045474,0.062850,0.217639,0.914011
0.394700,0.017537,0.191365,0.004833,0.047361,0.000576,0.013504,0.000352,0.102371,0.038210,0.059713,0.203462,0.881562
0.396364,0.017601,0.191333,0.004896,0.048546,0.000608,0.013728,0.000416,0.111044,0.036353,0.060705,0.211175,0.890843
0.394828,0.017569,0.192293,0.004832,0.048194,0.000800,0.013472,0.000352,0.132484,0.039169,0.062433,0.239655,0.918747
0.395308,0.017472,0.191110,0.004896,0.047714,0.000576,0.013568,0.000352,0.098563,0.039425,0.060546,0.201318,0.878778
0.394603,0.017728,0.191302,0.004832,0.047361,0.000800,0.013857,0.000384,0.114403,0.038209,0.061154,0.216742,0.895226
0.398220,0.017568,0.193606,0.004864,0.048610,0.000832,0.013536,0.000384,0.109923,0.034689,0.059233,0.207174,0.891514
0.412493,0.017696,0.192422,0.004800,0.047746,0.000864,0.013568,0.000352,0.102915,0.037729,0.059330,0.203110,0.900571
0.394923,0.017505,0.192294,0.004864,0.048353,0.000576,0.013505,0.000352,0.107043,0.038817,0.061922,0.210886,0.889370
0.394956,0.017377,0.191429,0.004961,0.048289,0.000608,0.013536,0.000352,0.107492,0.037345,0.060674,0.208423,0.886811
0.394284,0.017729,0.191717,0.004993,0.047681,0.000832,0.013536,0.000416,0.106052,0.053665,0.065570,0.228455,0.905819
0.394507,0.017409,0.191526,0.004832,0.048577,0.000576,0.013505,0.000384,0.108995,0.039265,0.059170,0.210470,0.889146
0.394443,0.017761,0.191718,0.004960,0.048033,0.001024,0.013537,0.000384,0.105251,0.041921,0.060066,0.209990,0.888282
0.394604,0.017601,0.191557,0.004864,0.047682,0.000800,0.013536,0.000384,0.107363,0.038593,0.058593,0.207558,0.885722
0.412396,0.017761,0.191878,0.004864,0.047745,0.000832,0.013441,0.000384,0.108963,0.036609,0.064034,0.212582,0.908347
0.394571,0.017665,0.191237,0.004897,0.047809,0.000832,0.013536,0.000416,0.109892,0.038369,0.060802,0.212071,0.890202
0.395115,0.017536,0.191878,0.004896,0.048097,0.000832,0.013537,0.000416,0.110531,0.039105,0.059682,0.212198,0.891418
0.396108,0.017760,0.191398,0.004928,0.047714,0.000800,0.013984,0.000320,0.109059,0.037793,0.064290,0.214118,0.893946
0.394412,0.017345,0.191653,0.004896,0.047682,0.000832,0.013696,0.000320,0.105539,0.038274,0.060513,0.207334,0.884250
0.395499,0.017760,0.191558,0.004832,0.048417,0.000576,0.013569,0.000320,0.104323,0.034401,0.059394,0.200742,0.879706
0.394860,0.017696,0.191366,0.004864,0.047586,0.000832,0.013568,0.000320,0.105091,0.037217,0.061474,0.206662,0.883898
0.395467,0.017601,0.210342,0.004992,0.047714,0.000832,0.013472,0.000384,0.136964,0.042593,0.079491,0.262024,0.960284
0.394412,0.017601,0.191045,0.004832,0.047746,0.000608,0.013536,0.000352,0.106307,0.038369,0.063202,0.210599,0.886267
0.395019,0.017793,0.191558,0.004864,0.047585,0.000608,0.013505,0.000352,0.121027,0.040033,0.063522,0.227590,0.905370
0.394987,0.017569,0.191270,0.004896,0.047201,0.000576,0.013537,0.000352,0.097762,0.037057,0.061441,0.199205,0.875578
0.394636,0.017632,0.191718,0.004832,0.047233,0.000800,0.013633,0.000384,0.109827,0.036705,0.060290,0.209606,0.888026
0.396364,0.017632,0.193094,0.004928,0.047169,0.000640,0.013569,0.000352,0.111043,0.037985,0.068770,0.220774,0.901082
0.395084,0.017568,0.191814,0.004864,0.048066,0.000800,0.013536,0.000352,0.116836,0.035873,0.058881,0.214791,0.893371
0.396108,0.017440,0.208710,0.004993,0.048289,0.000800,0.013536,0.000352,0.104740,0.040545,0.059330,0.207591,0.904347
0.394348,0.017664,0.191622,0.004864,0.047522,0.000608,0.013504,0.000352,0.099587,0.036897,0.060066,0.199462,0.876314
