Layer[0],Layer[1],IN[2],INFER[2-7],OUT[7],TEE[2-7],Layer[8],Layer[9],Layer[10],classifier
0.492847,0.017985,0.101827,8.052601,0.066307,8.224927,0.002720,0.016896,0.000448,8.762191
0.425485,0.017984,0.142597,0.602994,0.074851,0.825146,0.003744,0.001856,0.000384,1.282184
0.441901,0.018017,0.142180,0.601107,0.069570,0.817145,0.002848,0.001472,0.000416,1.288327
0.437838,0.017792,0.149093,0.598515,0.072002,0.823930,0.002976,0.001600,0.000448,1.291528
0.482351,0.019105,0.143748,0.637044,0.083203,0.868731,0.003232,0.001760,0.000448,1.382955
