Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],IN[7],INFER[7-9],OUT[9],TEE[7-9],Layer[10],classifier
0.396204,0.017665,0.192197,0.005153,0.047809,0.000864,0.013857,0.109251,0.037889,0.058690,0.208678,0.000736,0.889915
0.395947,0.017345,0.192102,0.004928,0.048065,0.000832,0.013985,0.108963,0.038529,0.059682,0.210470,0.000704,0.891354
0.395243,0.017537,0.192678,0.005024,0.047361,0.000832,0.013953,0.108739,0.038721,0.069026,0.219558,0.000672,0.899386
0.395915,0.017633,0.192070,0.005344,0.048001,0.000864,0.013921,0.110563,0.034529,0.056098,0.204358,0.000864,0.885818
0.396044,0.017312,0.191782,0.004864,0.047969,0.000832,0.014081,0.104771,0.036033,0.056354,0.200006,0.000608,0.880058
0.396108,0.017632,0.192038,0.004864,0.048225,0.000832,0.013825,0.109315,0.039233,0.060642,0.212966,0.000672,0.894586
0.395916,0.017537,0.213574,0.005120,0.048098,0.000896,0.013696,0.107651,0.037121,0.057506,0.205254,0.000736,0.907675
0.395340,0.017729,0.191877,0.004992,0.047714,0.000896,0.014144,0.111044,0.038433,0.070082,0.222759,0.000672,0.902907
0.395916,0.017856,0.192166,0.004832,0.047554,0.000832,0.013568,0.110947,0.036065,0.057058,0.207174,0.000640,0.886874
0.395660,0.017600,0.191686,0.004832,0.047522,0.000832,0.013856,0.114307,0.037474,0.060577,0.215526,0.000704,0.895386
0.396235,0.017249,0.191782,0.005120,0.048609,0.000864,0.013921,0.108163,0.039009,0.060834,0.211718,0.000800,0.893178
0.396428,0.017504,0.191910,0.004960,0.048097,0.000864,0.014337,0.107491,0.038081,0.059874,0.208678,0.000800,0.889690
0.396012,0.017600,0.191270,0.004896,0.047490,0.000864,0.013696,0.108003,0.037569,0.058594,0.207686,0.000672,0.886906
0.396876,0.017441,0.205830,0.005056,0.050273,0.000864,0.013632,0.112963,0.045282,0.060001,0.221126,0.000609,0.919068
0.395980,0.017600,0.191686,0.004864,0.047778,0.000864,0.013536,0.112580,0.035457,0.056801,0.207558,0.000704,0.886650
0.395724,0.017601,0.192549,0.004896,0.048258,0.000864,0.014112,0.108324,0.039009,0.058369,0.208806,0.000705,0.890139
0.396332,0.017345,0.191749,0.004833,0.047969,0.000832,0.014016,0.101219,0.037281,0.058497,0.199750,0.000800,0.879898
0.413100,0.017856,0.191526,0.004800,0.047937,0.000800,0.013697,0.108419,0.040577,0.060930,0.213926,0.000640,0.911547
0.396108,0.017632,0.191654,0.005152,0.050178,0.000864,0.013824,0.110979,0.035713,0.057761,0.207430,0.000800,0.890106
0.396204,0.017760,0.191494,0.004832,0.047362,0.000896,0.013696,0.113443,0.037825,0.058433,0.213446,0.000704,0.893082
0.396364,0.017600,0.191910,0.004832,0.064770,0.000864,0.014177,0.108195,0.048577,0.058786,0.218790,0.000608,0.916731
0.395692,0.017632,0.192070,0.004864,0.047777,0.000833,0.013504,0.108195,0.034945,0.056418,0.203142,0.000672,0.882810
0.396492,0.017345,0.191941,0.004897,0.047521,0.000864,0.013472,0.107556,0.034305,0.054977,0.199878,0.001024,0.879610
0.396332,0.017601,0.192293,0.004993,0.048129,0.000832,0.013536,0.109636,0.037665,0.059298,0.210375,0.000704,0.892187
0.412684,0.017505,0.192581,0.004897,0.047553,0.000896,0.013504,0.110852,0.036897,0.060706,0.212775,0.000992,0.909883
0.395788,0.017600,0.191590,0.005056,0.048609,0.000896,0.013505,0.110403,0.038497,0.060354,0.213158,0.000768,0.894074
0.395916,0.017504,0.191558,0.004832,0.047394,0.000864,0.013888,0.108771,0.037922,0.058369,0.208070,0.000992,0.887354
0.397163,0.017377,0.198758,0.004896,0.047713,0.000896,0.013505,0.126372,0.042273,0.063234,0.235559,0.000832,0.923931
0.395883,0.017633,0.192326,0.004896,0.047553,0.000864,0.013569,0.111427,0.038785,0.060770,0.214918,0.000768,0.895258
0.396652,0.017601,0.192485,0.004896,0.047906,0.000832,0.013728,0.114628,0.035041,0.060290,0.213351,0.001056,0.895739
0.396748,0.017344,0.192582,0.004928,0.047617,0.000864,0.013568,0.111011,0.038753,0.061474,0.214278,0.001024,0.895450
0.426572,0.017601,0.191909,0.004832,0.048513,0.000832,0.013505,0.111267,0.038465,0.059010,0.212134,0.000992,0.923867
0.395531,0.017633,0.192550,0.004864,0.047681,0.000832,0.013537,0.106499,0.038113,0.061410,0.209958,0.000704,0.890490
0.395500,0.017760,0.192518,0.004896,0.047297,0.000801,0.013536,0.110723,0.035873,0.058050,0.207910,0.000672,0.887738
0.396876,0.017984,0.192806,0.004832,0.048802,0.000864,0.013696,0.122404,0.042401,0.066082,0.234471,0.000960,0.918075
0.397004,0.017505,0.191941,0.004928,0.047682,0.000832,0.013856,0.108292,0.038465,0.060418,0.210567,0.000640,0.892027
0.396108,0.017505,0.191941,0.004928,0.048674,0.000864,0.013888,0.109892,0.038113,0.060418,0.211655,0.000736,0.892859
0.396204,0.017697,0.192101,0.004865,0.048449,0.000864,0.013728,0.112483,0.037697,0.058498,0.212006,0.000800,0.893595
0.412876,0.017825,0.192805,0.004961,0.048097,0.000864,0.014112,0.112452,0.041505,0.057282,0.214471,0.000768,0.914267
0.396044,0.017632,0.192038,0.005216,0.048194,0.000896,0.014080,0.113475,0.039361,0.061410,0.217607,0.000832,0.899195
0.395659,0.017601,0.192038,0.004800,0.047713,0.000832,0.013889,0.117315,0.037249,0.058146,0.216294,0.000736,0.896538
0.397260,0.017633,0.191749,0.005281,0.077602,0.000832,0.014112,0.111012,0.045793,0.063938,0.224039,0.000960,0.936412
0.397228,0.017792,0.192006,0.004864,0.050178,0.000832,0.014336,0.111619,0.037762,0.058561,0.210982,0.000864,0.895738
0.395884,0.017472,0.191430,0.004928,0.047873,0.000800,0.013856,0.110563,0.038465,0.057890,0.210406,0.000736,0.890426
0.395852,0.017889,0.191813,0.005185,0.048289,0.000896,0.014177,0.107683,0.035329,0.056641,0.203142,0.001152,0.885051
0.410252,0.017824,0.191718,0.004864,0.048098,0.000832,0.014144,0.109731,0.037409,0.061570,0.213542,0.001120,0.909018
0.396300,0.017601,0.192101,0.004896,0.048194,0.000832,0.014176,0.137092,0.041890,0.065154,0.247240,0.000768,0.928764
0.395532,0.017729,0.192133,0.004896,0.047650,0.000800,0.013632,0.110308,0.038625,0.063106,0.215015,0.000704,0.894555
0.396044,0.017601,0.191845,0.005185,0.068162,0.000864,0.013664,0.111299,0.037858,0.058049,0.209958,0.000768,0.911355
0.395339,0.017601,0.191941,0.004929,0.047489,0.000864,0.013664,0.106019,0.036961,0.061026,0.206918,0.001056,0.886490
0.395820,0.017920,0.191526,0.005152,0.047650,0.000864,0.013632,0.112291,0.038050,0.058241,0.211718,0.000736,0.891706
0.396012,0.017536,0.192742,0.005088,0.047522,0.000832,0.013632,0.109539,0.035938,0.057281,0.205958,0.000704,0.886330
0.412492,0.017569,0.191493,0.004896,0.047681,0.000864,0.013632,0.110852,0.038753,0.061890,0.215271,0.000672,0.911899
0.395467,0.017793,0.192454,0.004896,0.047841,0.000864,0.013601,0.111107,0.037153,0.058498,0.209926,0.000672,0.889530
0.395980,0.017696,0.191782,0.005184,0.047297,0.000864,0.013537,0.108515,0.037889,0.059842,0.209510,0.000672,0.889338
0.395116,0.017536,0.191590,0.004832,0.047681,0.000832,0.013569,0.121507,0.040513,0.062306,0.229255,0.000992,0.908219
0.396523,0.017505,0.191942,0.004864,0.048225,0.000832,0.013921,0.115843,0.037089,0.061058,0.218822,0.000928,0.901434
0.396043,0.017601,0.191557,0.004833,0.047585,0.000896,0.014049,0.107203,0.034593,0.059554,0.204742,0.000736,0.884634
0.395628,0.017601,0.191973,0.005152,0.048258,0.000832,0.013888,0.109956,0.035585,0.056193,0.204646,0.000736,0.885498
0.413548,0.017984,0.192262,0.004832,0.047618,0.000800,0.014272,0.111459,0.040129,0.057665,0.212358,0.000801,0.910747
0.396235,0.017633,0.192550,0.005184,0.048353,0.000864,0.013697,0.107267,0.036033,0.058626,0.205254,0.000800,0.887290
0.395116,0.017729,0.191877,0.004865,0.047713,0.000832,0.013984,0.099747,0.036034,0.059713,0.198662,0.000832,0.877594
0.396076,0.017793,0.192069,0.005281,0.049793,0.000832,0.013792,0.128579,0.049634,0.066786,0.248936,0.000960,0.933308
0.398987,0.017153,0.191366,0.004832,0.049313,0.000832,0.013761,0.103139,0.036353,0.060994,0.203750,0.001024,0.887322
0.395820,0.017473,0.192261,0.005409,0.047745,0.000832,0.013600,0.108388,0.048737,0.076578,0.236775,0.000672,0.917531
0.395500,0.017472,0.191910,0.005120,0.048066,0.000864,0.013792,0.107811,0.048610,0.068226,0.227591,0.000640,0.906843
0.413036,0.017696,0.191750,0.004832,0.048482,0.000896,0.013472,0.112228,0.039329,0.067458,0.222375,0.000928,0.920123
0.395627,0.017857,0.191654,0.004800,0.049249,0.000896,0.013569,0.099875,0.032705,0.055681,0.191333,0.000672,0.871833
0.400844,0.017409,0.192710,0.004864,0.047809,0.000864,0.013537,0.112579,0.039457,0.061378,0.217382,0.000704,0.903259
0.399916,0.017633,0.192485,0.004993,0.047841,0.000864,0.013952,0.130596,0.047426,0.068834,0.252264,0.001088,0.937404
0.395371,0.017697,0.192102,0.004896,0.047713,0.000800,0.013569,0.106819,0.048737,0.073154,0.231558,0.000672,0.910107
0.395820,0.017856,0.192006,0.004864,0.048962,0.000832,0.013760,0.108355,0.037313,0.059042,0.208422,0.000992,0.889690
0.395851,0.017856,0.192038,0.004896,0.047841,0.000896,0.013537,0.109027,0.038497,0.060418,0.211878,0.000672,0.892954
0.415532,0.017569,0.192038,0.004832,0.047297,0.000832,0.013505,0.105443,0.042625,0.059298,0.210406,0.000832,0.909083
0.401067,0.017441,0.191750,0.004928,0.049345,0.000800,0.013825,0.106947,0.039329,0.057986,0.207814,0.000896,0.895034
0.396236,0.017632,0.191462,0.004864,0.047393,0.000864,0.013856,0.104867,0.039425,0.059010,0.207174,0.000800,0.886906
0.400524,0.017568,0.192198,0.004800,0.047394,0.000928,0.013472,0.123492,0.047329,0.069154,0.243431,0.000768,0.927323
0.395212,0.017632,0.192165,0.004896,0.047074,0.000832,0.013536,0.104515,0.037409,0.058178,0.203174,0.000832,0.881050
0.399723,0.017568,0.191974,0.004832,0.047137,0.000832,0.013441,0.107491,0.044737,0.064578,0.220454,0.000640,0.902746
0.400332,0.017665,0.191653,0.004961,0.048065,0.000864,0.013536,0.111044,0.037953,0.060578,0.213223,0.000736,0.898011
0.411468,0.017536,0.192166,0.004864,0.047841,0.000800,0.013569,0.106467,0.047905,0.063298,0.221606,0.000768,0.917371
0.399724,0.017600,0.191622,0.004832,0.046978,0.000832,0.013536,0.098083,0.038209,0.057602,0.196838,0.000768,0.878522
0.399532,0.017568,0.191526,0.004832,0.047745,0.000832,0.013505,0.092931,0.034049,0.056705,0.187205,0.000640,0.869561
0.399628,0.017344,0.192230,0.004896,0.048162,0.000864,0.013536,0.101219,0.035809,0.077795,0.217991,0.000768,0.901531
0.396652,0.017600,0.191686,0.004768,0.047810,0.000768,0.013568,0.107523,0.038594,0.060705,0.209798,0.000704,0.890170
0.400460,0.017825,0.191877,0.004896,0.047969,0.000832,0.013568,0.105988,0.035681,0.059361,0.203974,0.000928,0.888442
0.395404,0.017600,0.192518,0.004864,0.047617,0.000865,0.013504,0.109155,0.036161,0.057442,0.205894,0.000672,0.885306
0.425004,0.017857,0.192038,0.004800,0.047169,0.000960,0.013665,0.108963,0.044961,0.062690,0.219590,0.000896,0.928379
0.401548,0.017825,0.192421,0.005249,0.048545,0.000960,0.013632,0.116516,0.038209,0.058082,0.216103,0.000800,0.904891
0.401388,0.018529,0.193253,0.005281,0.048897,0.000864,0.013792,0.110596,0.036609,0.056386,0.206983,0.000640,0.896347
0.400524,0.018272,0.191974,0.005280,0.047938,0.000800,0.013888,0.109539,0.034689,0.089795,0.237639,0.000672,0.924091
0.395436,0.017280,0.191814,0.005216,0.047681,0.000800,0.014241,0.107747,0.037953,0.058466,0.207270,0.001056,0.887226
0.401580,0.017377,0.191749,0.004929,0.049825,0.000800,0.013921,0.103203,0.033633,0.057473,0.197413,0.000704,0.884954
0.395307,0.017793,0.191558,0.005152,0.047841,0.000800,0.013473,0.106435,0.039073,0.058338,0.206950,0.000896,0.886298
0.419693,0.017408,0.192006,0.004832,0.048002,0.000864,0.013536,0.112515,0.045410,0.060001,0.221287,0.001216,0.926268
0.401420,0.017377,0.191750,0.005120,0.048513,0.000832,0.013601,0.106339,0.041249,0.062658,0.213254,0.000704,0.899227
0.419821,0.017536,0.191814,0.004832,0.047874,0.000832,0.013728,0.105923,0.044482,0.060737,0.214022,0.000768,0.917916
0.396108,0.017633,0.191909,0.004864,0.047714,0.000832,0.013472,0.106052,0.038401,0.092002,0.240039,0.000897,0.920188
0.399819,0.017601,0.191782,0.004896,0.049249,0.000864,0.013921,0.110979,0.038369,0.062242,0.214470,0.000640,0.899963
0.400076,0.017792,0.191526,0.005120,0.048194,0.000800,0.013472,0.103843,0.045057,0.075363,0.227175,0.000704,0.910235
0.399980,0.017857,0.191589,0.004832,0.047970,0.000832,0.013504,0.112516,0.037185,0.060770,0.213223,0.000672,0.896763
0.411532,0.017600,0.191814,0.004864,0.047234,0.000832,0.013440,0.102307,0.044961,0.063298,0.213350,0.000640,0.907290
0.400044,0.017793,0.191718,0.004896,0.048513,0.000864,0.014049,0.111811,0.036449,0.058402,0.209862,0.000768,0.896123
0.399628,0.017504,0.191974,0.004864,0.047649,0.000832,0.013505,0.103299,0.038753,0.058530,0.203558,0.000608,0.886298
0.395436,0.017504,0.191654,0.004832,0.048577,0.000864,0.013505,0.105987,0.038625,0.084323,0.232039,0.000640,0.911995
0.399756,0.017729,0.191653,0.005120,0.047426,0.000864,0.013536,0.101699,0.038082,0.058209,0.200870,0.000800,0.883610
0.396108,0.017760,0.192038,0.004800,0.048418,0.000832,0.013504,0.104963,0.038689,0.061538,0.208550,0.000704,0.889498
0.400524,0.017664,0.191846,0.004832,0.048226,0.000832,0.013568,0.106595,0.039041,0.061889,0.210598,0.000704,0.894778
0.415437,0.017664,0.193030,0.004896,0.047810,0.000832,0.013600,0.110723,0.038626,0.061185,0.213798,0.000768,0.915868
0.401004,0.017952,0.192966,0.005152,0.047874,0.000832,0.013536,0.097443,0.038145,0.057570,0.196326,0.000768,0.882938
0.400620,0.017697,0.192070,0.004928,0.049121,0.000832,0.013633,0.107875,0.039425,0.062946,0.213638,0.000704,0.899643
0.400332,0.017441,0.192133,0.004928,0.047874,0.000864,0.013568,0.106371,0.039073,0.079459,0.246760,0.000800,0.931164
0.395595,0.017825,0.191654,0.004896,0.048289,0.000832,0.013601,0.107779,0.037953,0.056962,0.205990,0.000704,0.886554
0.399916,0.017825,0.191749,0.004896,0.047842,0.000800,0.013504,0.102883,0.035969,0.056866,0.198950,0.000832,0.882650
0.395532,0.017441,0.191813,0.004897,0.047297,0.000832,0.013472,0.103011,0.037250,0.059265,0.202630,0.000736,0.881274
0.418349,0.017792,0.191622,0.004960,0.047042,0.000864,0.013536,0.109315,0.047362,0.060129,0.219750,0.000672,0.921244
0.400588,0.017600,0.191622,0.004832,0.047073,0.000832,0.013473,0.104163,0.034817,0.058402,0.200710,0.000640,0.883866
0.399564,0.017888,0.191494,0.004960,0.047009,0.000832,0.013537,0.101923,0.039809,0.060802,0.205510,0.000672,0.887898
0.395468,0.017888,0.191718,0.004960,0.047202,0.000928,0.013568,0.113795,0.039906,0.095234,0.252359,0.000736,0.932220
0.399852,0.017409,0.191781,0.004929,0.049089,0.000832,0.013696,0.103299,0.040545,0.059170,0.206215,0.000704,0.890875
0.396043,0.017505,0.191557,0.004929,0.047617,0.000864,0.013856,0.103235,0.035393,0.056897,0.198789,0.000672,0.878298
0.395372,0.017345,0.191525,0.004993,0.047073,0.000832,0.013760,0.102083,0.036161,0.057761,0.198982,0.000928,0.877338
0.418221,0.017504,0.191910,0.004928,0.046977,0.000865,0.013600,0.103363,0.040417,0.059266,0.206086,0.000672,0.907547
0.396076,0.017473,0.191397,0.004896,0.047458,0.000864,0.013568,0.104035,0.040418,0.058593,0.206374,0.000736,0.885306
0.395308,0.017793,0.191333,0.004833,0.047009,0.000832,0.013504,0.103491,0.040353,0.064322,0.211143,0.000672,0.889275
0.400043,0.017376,0.191366,0.004896,0.047169,0.000832,0.013537,0.104675,0.034913,0.079938,0.223782,0.000672,0.907066
0.400332,0.017344,0.191430,0.004864,0.047202,0.000832,0.013504,0.096835,0.037953,0.057698,0.195462,0.000576,0.877914
0.400172,0.017728,0.193414,0.004928,0.047266,0.000800,0.013536,0.106851,0.040225,0.058818,0.209062,0.000608,0.894458
0.400428,0.017665,0.191974,0.004960,0.047905,0.000832,0.013569,0.107139,0.036545,0.058210,0.204966,0.000672,0.889851
0.419820,0.017505,0.192838,0.004896,0.047041,0.000928,0.013569,0.105187,0.045825,0.064866,0.219014,0.001024,0.923419
0.400748,0.017217,0.191557,0.004864,0.047618,0.000832,0.013440,0.099267,0.038113,0.059842,0.200070,0.000608,0.883578
0.400236,0.017504,0.191654,0.004896,0.046946,0.000864,0.013536,0.097187,0.038145,0.056802,0.195366,0.000640,0.877818
0.400428,0.017728,0.191526,0.004832,0.046977,0.000832,0.013505,0.103907,0.036193,0.057410,0.200550,0.000608,0.883610
0.400716,0.017761,0.191750,0.004928,0.047169,0.000832,0.013473,0.105987,0.038657,0.058306,0.206182,0.000704,0.889883
0.395564,0.017568,0.191206,0.005120,0.047042,0.000832,0.013472,0.103843,0.039009,0.065154,0.211014,0.000704,0.888826
0.400171,0.017441,0.191750,0.004800,0.047137,0.000768,0.013857,0.105699,0.039489,0.059138,0.207334,0.000704,0.890330
0.426029,0.017728,0.191782,0.004800,0.047233,0.000801,0.013440,0.102755,0.042465,0.063970,0.212230,0.000640,0.921755
0.400268,0.017409,0.191813,0.004960,0.046914,0.000928,0.013952,0.106659,0.038466,0.062113,0.210566,0.000704,0.894619
0.397516,0.017792,0.192550,0.004896,0.047713,0.000832,0.013825,0.104451,0.038945,0.057122,0.204326,0.000736,0.887066
0.400171,0.017889,0.191750,0.004800,0.047265,0.000832,0.013761,0.107555,0.039361,0.059618,0.209926,0.000960,0.894619
0.400972,0.017505,0.191525,0.004896,0.047490,0.000800,0.013600,0.093955,0.039969,0.060994,0.198022,0.000576,0.881914
0.400747,0.017440,0.191462,0.004864,0.047649,0.000832,0.013537,0.102851,0.040289,0.058530,0.204710,0.000704,0.888570
0.395499,0.017408,0.191654,0.004960,0.047169,0.000832,0.013761,0.105251,0.035233,0.058114,0.201926,0.000800,0.880570
0.414700,0.017793,0.191589,0.005024,0.047362,0.000832,0.013824,0.107139,0.041026,0.064514,0.215719,0.000768,0.914715
0.395499,0.017537,0.191590,0.004960,0.047073,0.000864,0.013857,0.104803,0.039265,0.063330,0.210694,0.000832,0.889754
0.395787,0.017408,0.191398,0.004864,0.047329,0.000864,0.013825,0.103875,0.039841,0.061570,0.208550,0.000768,0.887674
0.399692,0.017953,0.191621,0.004865,0.047969,0.000864,0.013472,0.104772,0.035265,0.058881,0.202054,0.000704,0.885594
0.395884,0.017568,0.191366,0.004800,0.047426,0.000896,0.013728,0.108355,0.036673,0.059554,0.208006,0.000672,0.887642
0.395404,0.017345,0.191653,0.004832,0.047394,0.000832,0.013504,0.106371,0.039522,0.061025,0.210087,0.000768,0.888443
0.401100,0.017440,0.191430,0.004864,0.047554,0.000832,0.013504,0.103811,0.040289,0.062786,0.210150,0.001088,0.894778
0.433933,0.017409,0.192741,0.005121,0.046977,0.000832,0.013504,0.107236,0.044993,0.062082,0.217831,0.000672,0.935932
0.399723,0.017408,0.191622,0.004832,0.046977,0.000800,0.013441,0.095395,0.039457,0.059010,0.197094,0.000608,0.878906
0.400396,0.017376,0.191782,0.004800,0.047521,0.000800,0.013537,0.106147,0.038817,0.064098,0.212006,0.000736,0.895258
0.396780,0.017857,0.193157,0.005120,0.047650,0.000832,0.013760,0.110532,0.042305,0.065698,0.222087,0.000672,0.904795
0.396044,0.017569,0.192613,0.005024,0.047458,0.000864,0.013504,0.103907,0.037954,0.061249,0.206406,0.000768,0.886459
0.396140,0.017505,0.192133,0.004864,0.047202,0.000800,0.013568,0.103907,0.037218,0.060737,0.205254,0.000704,0.883802
0.394956,0.017441,0.191973,0.004865,0.047297,0.000768,0.013600,0.099011,0.035489,0.063234,0.200902,0.000704,0.879418
0.395212,0.035713,0.192902,0.005312,0.046913,0.000832,0.013665,0.106339,0.045089,0.061826,0.216390,0.000672,0.914555
0.401356,0.017505,0.191877,0.004832,0.048258,0.000864,0.013696,0.107715,0.039617,0.062914,0.213735,0.000704,0.899451
0.395532,0.017824,0.191526,0.004864,0.047233,0.000832,0.013633,0.105315,0.034593,0.060450,0.203462,0.000704,0.881850
0.396364,0.017760,0.191590,0.004832,0.047618,0.000832,0.013568,0.098307,0.036321,0.058562,0.196390,0.000704,0.875194
0.399980,0.017632,0.191814,0.004896,0.047265,0.000864,0.013601,0.109379,0.038945,0.064290,0.216006,0.000640,0.899738
0.395403,0.017377,0.191270,0.005248,0.047073,0.000864,0.013537,0.105059,0.039425,0.061442,0.209190,0.000640,0.886778
0.401132,0.017729,0.191686,0.004832,0.047393,0.000864,0.013569,0.106979,0.038433,0.060642,0.209350,0.001056,0.894619
0.396139,0.017792,0.210470,0.005120,0.047170,0.000992,0.013504,0.113540,0.045953,0.060066,0.222567,0.000768,0.921243
0.400204,0.017825,0.191525,0.004929,0.047041,0.000864,0.013440,0.102179,0.038881,0.066146,0.210599,0.000704,0.893371
0.395723,0.017601,0.192166,0.004928,0.047201,0.000832,0.013761,0.101603,0.036257,0.060034,0.200646,0.000672,0.879514
0.396460,0.017760,0.192358,0.004928,0.047330,0.000864,0.013440,0.105123,0.034721,0.064706,0.207462,0.000736,0.888410
0.395788,0.017536,0.191782,0.004992,0.047425,0.000801,0.013504,0.110179,0.037281,0.060866,0.212038,0.000736,0.891354
0.399596,0.017312,0.192326,0.004896,0.047073,0.000832,0.013505,0.101411,0.035521,0.058914,0.199014,0.000736,0.881498
0.400492,0.017632,0.191814,0.004928,0.047873,0.000928,0.013793,0.107523,0.038465,0.060706,0.209702,0.000640,0.894298
0.400588,0.017569,0.210214,0.005152,0.047009,0.000960,0.013569,0.103491,0.045473,0.064002,0.216038,0.000608,0.918267
0.399916,0.017313,0.192517,0.004928,0.047202,0.000832,0.013568,0.093315,0.040321,0.059746,0.196550,0.000608,0.879610
0.400108,0.017825,0.191525,0.005216,0.047330,0.000832,0.013600,0.106787,0.039298,0.061217,0.210470,0.000736,0.894363
0.400428,0.017601,0.192613,0.004833,0.046945,0.000832,0.013536,0.100259,0.036738,0.057793,0.197766,0.000640,0.881434
0.417420,0.017345,0.191654,0.004896,0.046913,0.000896,0.013441,0.098275,0.039169,0.060866,0.201414,0.000576,0.900859
0.400140,0.017377,0.191589,0.004896,0.047746,0.001024,0.013440,0.099459,0.037633,0.066850,0.207174,0.000832,0.890875
0.400460,0.017345,0.192037,0.004832,0.049090,0.000832,0.013760,0.106083,0.038242,0.062914,0.210247,0.000576,0.895611
0.400428,0.017825,0.210182,0.005184,0.047650,0.000896,0.013856,0.111107,0.048834,0.061922,0.224871,0.000576,0.928028
0.396524,0.017569,0.191941,0.004833,0.047073,0.000832,0.013472,0.109668,0.036417,0.058594,0.207591,0.000608,0.886587
0.400300,0.017633,0.191653,0.004928,0.047170,0.000800,0.013472,0.102563,0.035905,0.060738,0.202310,0.000640,0.885018
0.399596,0.017664,0.192326,0.004832,0.047202,0.000832,0.013472,0.107427,0.034689,0.058658,0.203782,0.000736,0.886682
0.415436,0.017473,0.192102,0.004928,0.047137,0.000928,0.013569,0.104995,0.037377,0.060034,0.205478,0.000608,0.903963
0.400300,0.017921,0.191845,0.004929,0.047297,0.000832,0.013536,0.103844,0.036993,0.059617,0.203782,0.000672,0.887739
0.396268,0.017856,0.191526,0.004896,0.046978,0.000832,0.013440,0.101763,0.037409,0.063682,0.205862,0.000608,0.884730
0.400492,0.017633,0.191589,0.004896,0.047202,0.000832,0.013472,0.119876,0.035521,0.058498,0.217063,0.000608,0.900027
0.395787,0.017825,0.192102,0.004864,0.047713,0.000832,0.013569,0.106755,0.039201,0.063906,0.212998,0.000896,0.893530
0.395915,0.017633,0.191654,0.005088,0.047329,0.000832,0.013633,0.111939,0.038497,0.060130,0.213990,0.000672,0.894426
0.397612,0.017888,0.192742,0.004960,0.049378,0.000864,0.015104,0.105379,0.039234,0.066242,0.213927,0.000864,0.899355
0.430253,0.017761,0.192293,0.004929,0.048161,0.000928,0.013697,0.092994,0.038849,0.058274,0.193253,0.000960,0.908283
0.396651,0.017633,0.191590,0.004864,0.047425,0.001024,0.013505,0.105187,0.038049,0.060930,0.207622,0.000800,0.887482
0.395787,0.017537,0.191526,0.004832,0.047105,0.000800,0.013441,0.101571,0.037345,0.059906,0.201862,0.000640,0.879706
0.399819,0.017665,0.191718,0.004896,0.046945,0.000992,0.013441,0.102179,0.056225,0.085251,0.247111,0.000736,0.929435
0.396588,0.017792,0.191718,0.004896,0.047265,0.000928,0.013537,0.104515,0.038657,0.062594,0.208678,0.000832,0.888922
0.399724,0.017697,0.192261,0.004928,0.047138,0.000896,0.013472,0.102499,0.038113,0.063810,0.207398,0.000608,0.890234
0.395404,0.017568,0.191654,0.004832,0.047074,0.000864,0.013504,0.096899,0.036545,0.057314,0.193510,0.000608,0.870938
0.418573,0.017824,0.191814,0.004960,0.047105,0.000928,0.013441,0.103395,0.048129,0.063714,0.218438,0.000832,0.920027
0.399948,0.017408,0.192294,0.004896,0.047586,0.000800,0.013504,0.112067,0.035618,0.062113,0.213030,0.000736,0.897946
0.396107,0.017536,0.192326,0.005184,0.047265,0.000864,0.013473,0.104291,0.037761,0.059746,0.204902,0.000704,0.884346
0.400492,0.017793,0.191717,0.004928,0.047106,0.000864,0.013472,0.102307,0.038145,0.098691,0.242599,0.000640,0.926683
0.399756,0.017568,0.192102,0.004832,0.047074,0.000864,0.013504,0.098467,0.038881,0.060290,0.200486,0.000800,0.882906
0.395468,0.017601,0.191429,0.004896,0.047042,0.000896,0.013536,0.105955,0.035137,0.058818,0.203814,0.000672,0.881658
0.400332,0.017793,0.192037,0.004833,0.047041,0.001056,0.013504,0.099490,0.037986,0.060545,0.201029,0.000704,0.884442
0.421708,0.017633,0.191654,0.004832,0.047105,0.001056,0.013505,0.105219,0.048129,0.061634,0.218054,0.000896,0.923707
0.396396,0.017344,0.192070,0.004864,0.047074,0.000864,0.013504,0.135460,0.037825,0.065282,0.243079,0.001024,0.922331
0.399820,0.017760,0.191974,0.004800,0.046977,0.000896,0.013472,0.107139,0.037185,0.063362,0.210502,0.000640,0.892986
0.399692,0.017824,0.191174,0.004832,0.047234,0.001024,0.013504,0.103139,0.037473,0.080163,0.224071,0.000640,0.906171
0.395660,0.017537,0.191653,0.004896,0.047426,0.000832,0.013792,0.110724,0.037697,0.059649,0.211238,0.000673,0.890971
0.395660,0.017793,0.192581,0.004833,0.047649,0.000832,0.013472,0.104164,0.036961,0.060577,0.204583,0.000960,0.884187
0.400651,0.017473,0.191590,0.004800,0.048097,0.001024,0.013441,0.103075,0.038305,0.059874,0.204358,0.000704,0.888442
0.419469,0.017856,0.191910,0.004864,0.047362,0.000864,0.013536,0.105027,0.048418,0.062114,0.218567,0.001024,0.921692
0.396619,0.017344,0.191846,0.004800,0.047361,0.000864,0.013537,0.108003,0.035553,0.060802,0.207270,0.000608,0.887162
0.396043,0.017920,0.191590,0.004832,0.047329,0.000896,0.013441,0.107139,0.034881,0.057826,0.203334,0.000864,0.882394
0.396139,0.017889,0.191685,0.004865,0.047137,0.000896,0.013440,0.105891,0.039425,0.059138,0.207622,0.000832,0.886970
