Layer[0],Layer[1],Layer[2],IN[3],INFER[3-8],OUT[8],TEE[3-8],Layer[9],Layer[10],classifier
0.412044,0.017857,0.192038,0.139812,0.119427,0.064610,0.327145,0.001408,0.000384,0.956924
0.396396,0.017568,0.191845,0.143332,0.102083,0.061889,0.310729,0.001376,0.000352,0.924123
0.397196,0.017792,0.192422,0.129732,0.101635,0.060674,0.295337,0.001408,0.000416,0.910267
0.397292,0.017408,0.192070,0.151140,0.112260,0.061314,0.328074,0.001248,0.000448,0.942300
0.397195,0.017345,0.192518,0.134148,0.114531,0.065570,0.317673,0.001216,0.000384,0.933020
0.397932,0.017568,0.192102,0.137284,0.105923,0.065730,0.312521,0.001248,0.000480,0.926939
0.396684,0.017504,0.192678,0.133092,0.102819,0.079202,0.318985,0.001248,0.000384,0.933243
0.396684,0.017568,0.192549,0.147301,0.102403,0.063202,0.316074,0.001440,0.000768,0.930844
0.396812,0.017600,0.191878,0.136676,0.117924,0.063074,0.321066,0.001280,0.000384,0.934332
0.395340,0.017504,0.191782,0.133796,0.118180,0.064322,0.319626,0.001184,0.000352,0.931036
0.398411,0.036258,0.192837,0.133380,0.112292,0.063137,0.312234,0.001248,0.000416,0.947100
0.398187,0.017537,0.192902,0.133444,0.104259,0.064738,0.305545,0.001376,0.000352,0.921211
0.398892,0.017761,0.192581,0.133700,0.105348,0.063393,0.305673,0.001217,0.000384,0.922684
0.397067,0.017792,0.192358,0.136900,0.102691,0.106339,0.349514,0.001504,0.000416,0.964092
0.396428,0.017568,0.191910,0.135940,0.100259,0.060642,0.300361,0.001408,0.000608,0.914139
0.397516,0.017632,0.192710,0.142372,0.105091,0.064066,0.315049,0.001216,0.000448,0.929947
0.397611,0.017537,0.192294,0.135492,0.105411,0.064002,0.308297,0.001152,0.000416,0.922555
0.412588,0.017664,0.192166,0.131396,0.120068,0.068610,0.324330,0.001408,0.000416,0.955004
0.396556,0.017664,0.192166,0.135748,0.118499,0.066689,0.324138,0.001568,0.000384,0.937692
0.397515,0.017569,0.192198,0.134948,0.104771,0.063490,0.306601,0.001440,0.000288,0.921563
0.399275,0.017408,0.192678,0.164325,0.113251,0.064130,0.345002,0.001312,0.000320,0.961148
0.399340,0.017536,0.192358,0.135140,0.114659,0.074211,0.327690,0.001376,0.000320,0.944508
0.397323,0.017536,0.192454,0.134756,0.103459,0.064066,0.305577,0.001120,0.000384,0.920187
0.396684,0.017632,0.192166,0.135844,0.105347,0.062594,0.307465,0.001312,0.000384,0.920827
0.396972,0.017601,0.192165,0.129988,0.107843,0.065794,0.307273,0.001376,0.000416,0.921339
0.396844,0.017600,0.192038,0.125668,0.106403,0.068066,0.303401,0.001568,0.000416,0.917211
0.398380,0.017633,0.193318,0.132739,0.105827,0.065058,0.307977,0.001440,0.000512,0.924924
0.396907,0.017408,0.209414,0.132644,0.118916,0.065506,0.321290,0.001504,0.000416,0.953180
0.396140,0.017728,0.192326,0.122147,0.103844,0.067874,0.296969,0.001472,0.000416,0.910715
0.396204,0.017312,0.192262,0.134532,0.103459,0.062082,0.303273,0.001312,0.000416,0.916507
0.398091,0.017601,0.191526,0.136740,0.106595,0.064098,0.310729,0.001440,0.000384,0.925115
0.396844,0.017409,0.191301,0.132388,0.110788,0.063297,0.309993,0.001441,0.000416,0.923068
0.396780,0.017537,0.191557,0.137253,0.104739,0.063554,0.309194,0.001344,0.000384,0.922748
0.396811,0.017537,0.192102,0.134948,0.104131,0.063778,0.306313,0.001248,0.000416,0.920123
0.417484,0.017505,0.191909,0.136548,0.113476,0.065570,0.319018,0.001408,0.000480,0.954172
0.397323,0.017568,0.192038,0.132388,0.102627,0.060546,0.298601,0.001312,0.000384,0.912603
0.397003,0.017601,0.192326,0.137636,0.105571,0.064226,0.310793,0.001312,0.000448,0.924987
0.397196,0.017728,0.191654,0.133604,0.137540,0.071970,0.347210,0.001344,0.000384,0.961340
0.397324,0.017633,0.191717,0.129604,0.104579,0.063874,0.301001,0.001472,0.000352,0.914907
0.396940,0.017601,0.191877,0.120836,0.112835,0.070370,0.307401,0.001440,0.000384,0.921724
0.396812,0.017697,0.192005,0.135684,0.104003,0.065537,0.308649,0.001248,0.000352,0.922332
0.412301,0.017888,0.191654,0.130628,0.109923,0.071714,0.316969,0.001280,0.000416,0.946300
0.395691,0.017441,0.191461,0.137445,0.102307,0.064834,0.308330,0.001248,0.000480,0.920380
0.396299,0.017825,0.191750,0.135556,0.104003,0.065378,0.308553,0.001184,0.000416,0.920795
0.395595,0.017409,0.211654,0.129892,0.113124,0.062593,0.309289,0.001248,0.000416,0.941980
0.396172,0.017665,0.191333,0.117732,0.117507,0.061282,0.300265,0.001376,0.000384,0.912955
0.399532,0.017377,0.192357,0.117444,0.104707,0.062594,0.287913,0.001216,0.000288,0.904059
0.396588,0.017568,0.191558,0.157253,0.102883,0.062498,0.326090,0.001184,0.000352,0.938844
0.396012,0.017601,0.191877,0.120996,0.103843,0.062306,0.290441,0.001504,0.000704,0.904219
0.396012,0.017601,0.191621,0.129540,0.102275,0.061858,0.296809,0.001376,0.000416,0.909307
0.397292,0.017600,0.191590,0.134180,0.103363,0.063810,0.305417,0.001344,0.000320,0.919131
0.397964,0.017568,0.210502,0.136484,0.111492,0.063874,0.315178,0.001184,0.000352,0.949180
0.395979,0.017408,0.191718,0.129796,0.101027,0.061377,0.295496,0.001280,0.000416,0.908027
0.396492,0.017441,0.191781,0.122884,0.101347,0.060610,0.287753,0.001280,0.000352,0.900571
0.397324,0.017761,0.192453,0.150821,0.107491,0.085571,0.347595,0.002016,0.000672,0.964701
0.396491,0.017569,0.191782,0.135588,0.105507,0.063010,0.307561,0.001408,0.000320,0.920315
0.396172,0.017568,0.191590,0.137060,0.113955,0.064002,0.318985,0.001312,0.000352,0.931579
0.396492,0.017376,0.191526,0.131844,0.113763,0.065474,0.314633,0.001280,0.000384,0.927388
0.413452,0.017632,0.191814,0.135332,0.111107,0.070402,0.321801,0.001248,0.000352,0.952284
0.395532,0.017760,0.191558,0.140740,0.102499,0.062850,0.309545,0.001152,0.000384,0.921563
0.396172,0.017536,0.191782,0.135108,0.105379,0.063362,0.306985,0.001312,0.000416,0.919067
0.395468,0.017792,0.191814,0.153348,0.134308,0.068514,0.361771,0.001312,0.000384,0.974141
0.396811,0.017409,0.192070,0.137092,0.106531,0.062466,0.309577,0.001216,0.000320,0.923387
0.396396,0.017664,0.191974,0.137444,0.103075,0.063426,0.307977,0.001536,0.000416,0.922139
0.396140,0.017569,0.191525,0.136452,0.102147,0.062178,0.304585,0.001312,0.000448,0.917755
0.396043,0.017825,0.191750,0.128707,0.111972,0.064386,0.308169,0.001408,0.000384,0.921339
0.396300,0.017504,0.191910,0.132676,0.104579,0.063810,0.304329,0.001376,0.000384,0.918011
0.396075,0.017761,0.191558,0.133156,0.105827,0.063746,0.305993,0.001280,0.000384,0.918459
0.396939,0.017409,0.211238,0.138500,0.114084,0.066018,0.321962,0.001184,0.000416,0.954716
0.395724,0.017600,0.191558,0.130116,0.101763,0.062626,0.297961,0.001408,0.000384,0.910171
0.396747,0.017761,0.191782,0.127747,0.100835,0.061153,0.292808,0.001248,0.000384,0.905946
0.395916,0.017536,0.191462,0.133380,0.103459,0.062178,0.302313,0.001280,0.000384,0.914011
0.396427,0.017537,0.191718,0.135076,0.104003,0.065186,0.307817,0.001152,0.000384,0.920763
0.397099,0.017601,0.192134,0.136004,0.106211,0.065698,0.311433,0.001408,0.000416,0.927035
0.395756,0.017568,0.192454,0.140964,0.104835,0.064930,0.314633,0.001152,0.000480,0.928059
0.414284,0.017633,0.191845,0.142981,0.114211,0.074850,0.335722,0.001376,0.000352,0.967228
0.395660,0.017729,0.191909,0.132036,0.104675,0.063394,0.303209,0.001248,0.000320,0.915931
0.396588,0.017633,0.191653,0.137828,0.103491,0.063746,0.308393,0.001376,0.000480,0.921819
0.395948,0.017600,0.191654,0.134052,0.121732,0.077666,0.337002,0.001376,0.000480,0.949724
0.396236,0.017568,0.191718,0.097795,0.109507,0.062370,0.273384,0.001248,0.000352,0.886298
0.396524,0.017536,0.191462,0.133668,0.105443,0.064034,0.306409,0.001216,0.000288,0.918139
0.396107,0.017665,0.191718,0.125027,0.103299,0.063969,0.295912,0.001088,0.000384,0.908027
0.429004,0.017633,0.192134,0.139492,0.113219,0.064546,0.320841,0.001280,0.000384,0.967772
0.397100,0.017472,0.191750,0.122148,0.105347,0.065154,0.296361,0.001344,0.000480,0.911099
0.397100,0.017569,0.192421,0.139557,0.104899,0.061986,0.310538,0.001536,0.000416,0.925340
0.396716,0.017760,0.192710,0.152357,0.120035,0.061730,0.337930,0.001632,0.000416,0.952956
0.396364,0.017345,0.192069,0.128388,0.104483,0.063554,0.299849,0.001344,0.000320,0.912571
0.396172,0.017441,0.191813,0.136580,0.104995,0.064002,0.309098,0.001536,0.000384,0.922204
0.395948,0.017344,0.192038,0.137444,0.110403,0.063842,0.315369,0.001376,0.000448,0.928059
0.396107,0.017569,0.192006,0.101571,0.102211,0.062338,0.269512,0.001600,0.000384,0.883258
0.396460,0.017440,0.192486,0.130628,0.104739,0.065826,0.304617,0.001504,0.000480,0.918779
0.396588,0.017536,0.192166,0.135332,0.104739,0.064322,0.308009,0.001376,0.000384,0.922075
0.396332,0.051169,0.193990,0.125508,0.114563,0.070562,0.314281,0.001472,0.000352,0.964124
0.396235,0.017792,0.191782,0.127748,0.103843,0.065442,0.301129,0.001248,0.000416,0.914875
0.396556,0.017505,0.191781,0.135428,0.119492,0.066306,0.324682,0.001440,0.000352,0.937980
0.396044,0.017697,0.192037,0.138116,0.120132,0.070978,0.333546,0.001472,0.000864,0.947580
0.396492,0.017697,0.191941,0.129988,0.103331,0.062946,0.300073,0.001504,0.000352,0.913947
0.396844,0.017537,0.191813,0.139461,0.107011,0.063682,0.313642,0.001344,0.000352,0.927356
0.396235,0.017409,0.191461,0.134084,0.104676,0.064066,0.306314,0.001376,0.000416,0.919068
0.409324,0.017857,0.192069,0.133860,0.111044,0.069890,0.320042,0.001440,0.000448,0.946940
0.396716,0.017600,0.191846,0.133476,0.108163,0.063010,0.307753,0.001216,0.000320,0.920571
0.395884,0.017376,0.191974,0.126948,0.111651,0.060002,0.302025,0.001184,0.000288,0.914363
0.396300,0.017600,0.207462,0.126052,0.113187,0.062370,0.304777,0.001280,0.000352,0.934267
0.396172,0.017472,0.191782,0.122276,0.108355,0.067074,0.301001,0.001184,0.000320,0.914235
0.396332,0.017632,0.192070,0.131652,0.104067,0.061826,0.300585,0.001344,0.000288,0.913787
0.395916,0.017536,0.191462,0.114564,0.099970,0.059937,0.277640,0.001344,0.000320,0.889690
0.395563,0.017473,0.191525,0.120100,0.102403,0.061122,0.286889,0.001312,0.000288,0.898203
0.396332,0.017568,0.191462,0.134820,0.117476,0.061793,0.317194,0.001184,0.000448,0.929692
0.396204,0.017313,0.192101,0.128292,0.102115,0.060866,0.294313,0.001248,0.000320,0.906811
0.396300,0.017345,0.209350,0.127236,0.111459,0.067586,0.309801,0.001216,0.000416,0.941180
0.396524,0.017344,0.191686,0.126436,0.113731,0.063138,0.307049,0.001504,0.000416,0.919803
0.396236,0.017376,0.191494,0.125924,0.111875,0.062306,0.303913,0.001280,0.000416,0.915323
0.395724,0.017665,0.191525,0.118916,0.119683,0.062466,0.304393,0.001312,0.000416,0.916059
0.395820,0.017633,0.191653,0.138820,0.120196,0.065218,0.327626,0.001376,0.000480,0.940188
0.396587,0.017761,0.191718,0.124579,0.109988,0.062017,0.300072,0.001248,0.000480,0.912315
0.399212,0.017536,0.192038,0.133764,0.108035,0.066882,0.312265,0.001408,0.000448,0.928827
0.413964,0.017825,0.192166,0.130531,0.118372,0.061730,0.314313,0.001184,0.000384,0.944572
0.397132,0.017473,0.191941,0.121092,0.108547,0.065634,0.298665,0.001120,0.000448,0.911419
0.397516,0.017505,0.191909,0.135268,0.104483,0.061986,0.304937,0.001248,0.000352,0.919131
0.396236,0.017345,0.192229,0.117540,0.103235,0.084194,0.308393,0.001376,0.000352,0.920507
0.395563,0.017441,0.191717,0.106084,0.113859,0.060194,0.283561,0.001280,0.000352,0.894682
0.395692,0.017600,0.191526,0.105251,0.104067,0.059778,0.272456,0.001408,0.000384,0.883834
0.396492,0.017761,0.192165,0.118052,0.109795,0.060546,0.291657,0.001152,0.000320,0.903515
0.395788,0.033217,0.192006,0.142404,0.117284,0.073826,0.337034,0.001344,0.000384,0.966045
0.395660,0.017505,0.191877,0.118244,0.109827,0.061282,0.292681,0.001088,0.000416,0.903195
0.396075,0.017312,0.192678,0.134564,0.103779,0.063138,0.305257,0.001152,0.000608,0.919611
0.397196,0.017280,0.191750,0.130244,0.103011,0.061410,0.298057,0.001088,0.000384,0.910459
0.395820,0.017312,0.191398,0.108515,0.102659,0.059938,0.274408,0.001088,0.000384,0.884602
0.396684,0.017376,0.192038,0.131076,0.100515,0.064834,0.299497,0.001376,0.000384,0.912891
0.395724,0.017408,0.192070,0.146788,0.101891,0.060930,0.312969,0.001440,0.000384,0.925979
0.415596,0.017664,0.192454,0.135684,0.114180,0.062337,0.315594,0.001280,0.000352,0.948860
0.396587,0.017408,0.191878,0.124579,0.102275,0.060897,0.291592,0.001568,0.000384,0.905883
0.413004,0.017601,0.191654,0.140036,0.104675,0.063362,0.311369,0.001312,0.000352,0.941116
0.396492,0.017280,0.191718,0.137380,0.120548,0.073570,0.335050,0.001344,0.000384,0.947772
0.396524,0.017792,0.191526,0.132900,0.102659,0.062946,0.301641,0.001344,0.000352,0.914715
0.396556,0.017504,0.191686,0.118980,0.103779,0.062018,0.287945,0.001408,0.000384,0.900891
0.396268,0.017601,0.191685,0.134148,0.115396,0.063906,0.316618,0.001184,0.000352,0.929404
0.412620,0.017441,0.191621,0.137988,0.117795,0.066402,0.325386,0.001216,0.000320,0.954140
0.396172,0.017568,0.191270,0.132836,0.104003,0.063138,0.302921,0.001344,0.000352,0.914811
0.396652,0.017440,0.191718,0.123747,0.102979,0.062049,0.292040,0.001280,0.000353,0.904891
0.395755,0.017313,0.209446,0.133668,0.117059,0.062977,0.317033,0.001408,0.000416,0.947356
0.396939,0.017441,0.191686,0.136292,0.108835,0.062658,0.311113,0.001376,0.000352,0.924891
0.395883,0.017601,0.192230,0.131876,0.104675,0.063938,0.303465,0.001344,0.000384,0.916539
0.396940,0.017376,0.191494,0.139908,0.104611,0.064194,0.311977,0.001440,0.000320,0.925435
0.395820,0.017600,0.191590,0.133732,0.117700,0.068066,0.322282,0.001280,0.000352,0.934012
0.396332,0.017376,0.191846,0.129188,0.102179,0.061602,0.296009,0.001376,0.000352,0.908347
0.396684,0.017568,0.191430,0.136196,0.103715,0.063490,0.306953,0.001216,0.000352,0.920091
0.421933,0.017504,0.192070,0.137252,0.100355,0.060802,0.301961,0.001248,0.000416,0.940956
0.395916,0.017376,0.191878,0.122723,0.108323,0.067106,0.301385,0.001536,0.000416,0.913819
0.396299,0.017600,0.191302,0.133060,0.103875,0.062722,0.302697,0.001312,0.000384,0.914907
0.396523,0.017313,0.191686,0.139204,0.103683,0.100099,0.346474,0.001536,0.000384,0.960156
0.397772,0.017985,0.191557,0.133220,0.102211,0.062338,0.300937,0.001344,0.000384,0.915835
0.400268,0.018176,0.193062,0.178565,0.118339,0.065634,0.366411,0.003040,0.000576,0.990237
0.398059,0.018049,0.191878,0.139908,0.107075,0.067682,0.318249,0.001984,0.000672,0.934491
0.396524,0.017920,0.191782,0.135396,0.120388,0.063202,0.322410,0.001536,0.000352,0.935900
0.397004,0.017952,0.191686,0.123108,0.104323,0.061025,0.292041,0.001504,0.000320,0.906107
0.396044,0.017984,0.192166,0.133956,0.115107,0.063394,0.315849,0.001536,0.000384,0.929563
0.413644,0.017664,0.192614,0.138244,0.117891,0.070435,0.330122,0.001440,0.000384,0.961309
0.395980,0.017793,0.192165,0.135940,0.105091,0.064322,0.308618,0.001376,0.000416,0.921660
0.396300,0.017856,0.191590,0.137636,0.104483,0.073186,0.318633,0.001408,0.000352,0.931675
0.396620,0.017792,0.192070,0.170597,0.123204,0.116867,0.414796,0.001600,0.000640,1.030078
0.397388,0.017825,0.192197,0.140292,0.104195,0.065217,0.313385,0.001537,0.000384,0.928636
0.397388,0.017632,0.191910,0.140356,0.104227,0.064706,0.313161,0.001536,0.000896,0.928924
0.395948,0.018049,0.191493,0.141188,0.115364,0.064770,0.324618,0.001376,0.000480,0.937820
0.397004,0.017856,0.192422,0.138532,0.105955,0.065602,0.313545,0.001408,0.000352,0.928411
0.398060,0.017952,0.191430,0.136260,0.103107,0.064066,0.307017,0.001344,0.000384,0.921819
0.396652,0.017824,0.191494,0.138660,0.105859,0.065314,0.313609,0.001440,0.000864,0.927580
0.425420,0.017857,0.191718,0.126435,0.115588,0.063906,0.309289,0.001472,0.000320,0.952444
0.397388,0.017985,0.191749,0.131748,0.103939,0.062018,0.301641,0.001312,0.000352,0.915867
0.396331,0.017921,0.192326,0.125379,0.116996,0.068130,0.315145,0.001472,0.000480,0.930299
0.396908,0.017984,0.192166,0.131876,0.121956,0.070658,0.328234,0.001504,0.000608,0.943292
0.396876,0.017760,0.191462,0.133988,0.103907,0.063906,0.305417,0.001440,0.000640,0.919515
0.396812,0.017825,0.192102,0.128547,0.106660,0.064193,0.302984,0.001345,0.000640,0.918012
0.397772,0.017792,0.191718,0.138212,0.105475,0.063842,0.311081,0.001536,0.000384,0.926043
0.419244,0.017889,0.191877,0.140388,0.114436,0.064418,0.322666,0.001568,0.000640,0.959740
0.397004,0.017664,0.191878,0.136836,0.119620,0.063810,0.323754,0.001344,0.000640,0.937436
0.398219,0.017889,0.192038,0.125315,0.104131,0.063841,0.296968,0.001408,0.000641,0.912955
0.397356,0.017888,0.212583,0.137284,0.122979,0.065122,0.328809,0.001408,0.000320,0.964284
0.397036,0.017313,0.192230,0.131139,0.101827,0.062658,0.299528,0.001344,0.000480,0.913659
0.397900,0.017697,0.192485,0.126628,0.104707,0.065186,0.300233,0.001184,0.000320,0.914907
0.396972,0.017888,0.191590,0.137764,0.103843,0.062786,0.308073,0.001280,0.000384,0.923099
0.396619,0.017793,0.192582,0.140260,0.120387,0.065346,0.329289,0.001441,0.000416,0.943964
0.396651,0.017953,0.192518,0.138180,0.106115,0.063746,0.311753,0.001440,0.000736,0.926939
0.396492,0.017920,0.191910,0.127556,0.114403,0.062978,0.308841,0.001344,0.000608,0.921755
0.415468,0.017793,0.191813,0.134084,0.103011,0.063233,0.303561,0.001344,0.000417,0.936316
0.396652,0.017409,0.192805,0.132932,0.107460,0.064641,0.308521,0.001217,0.000608,0.922716
0.396556,0.017825,0.191621,0.135972,0.102947,0.062178,0.304489,0.001152,0.000352,0.917051
0.396684,0.017312,0.192742,0.127908,0.130052,0.078914,0.340490,0.001504,0.000448,0.954620
0.396652,0.018049,0.192069,0.132548,0.101795,0.062722,0.300361,0.001248,0.000800,0.914363
0.396524,0.017825,0.191749,0.136580,0.104803,0.062242,0.306793,0.001248,0.000448,0.919899
0.395948,0.017313,0.192421,0.138692,0.117796,0.064354,0.324618,0.001184,0.000448,0.937692
0.413132,0.017857,0.192133,0.144197,0.117379,0.064322,0.329546,0.001152,0.000416,0.959708
0.396523,0.017665,0.192166,0.140356,0.104355,0.064994,0.313289,0.001216,0.000480,0.927515
0.396620,0.017888,0.192070,0.164133,0.105251,0.063682,0.336714,0.001216,0.000608,0.950428
0.398604,0.017537,0.205990,0.135268,0.113699,0.065090,0.317769,0.001056,0.000384,0.947388
0.397932,0.017824,0.191814,0.122276,0.103843,0.062050,0.291145,0.001152,0.000640,0.905563
0.396299,0.017696,0.192486,0.137412,0.119011,0.062594,0.322281,0.001184,0.000608,0.936059
0.396236,0.018016,0.191718,0.128260,0.101667,0.061218,0.294345,0.001216,0.000864,0.908219
0.398763,0.017920,0.194534,0.130532,0.103971,0.063938,0.301993,0.001504,0.000416,0.921563
0.396908,0.017824,0.193734,0.161989,0.108483,0.064322,0.338442,0.001472,0.000640,0.955228
0.398060,0.017568,0.192806,0.129668,0.109539,0.064450,0.306793,0.001184,0.000384,0.922779
0.416844,0.017857,0.192646,0.136996,0.106563,0.064514,0.311433,0.001248,0.000384,0.946364
0.397548,0.017536,0.191814,0.142244,0.119972,0.064066,0.329674,0.001600,0.000832,0.945628
0.397068,0.017729,0.192485,0.129347,0.104515,0.061090,0.297960,0.001312,0.000416,0.912539
0.396171,0.017761,0.192742,0.127139,0.125636,0.075650,0.331881,0.001472,0.000384,0.946139
0.396236,0.017536,0.192294,0.134532,0.116259,0.063298,0.317321,0.001152,0.000448,0.930107
0.395788,0.017568,0.192646,0.130532,0.108195,0.063746,0.305577,0.001376,0.000416,0.918555
0.395980,0.017568,0.192806,0.131140,0.107427,0.064098,0.305513,0.001312,0.000384,0.919355
0.421100,0.019137,0.194950,0.169285,0.117347,0.069698,0.360170,0.002464,0.000416,1.007933
0.398636,0.018592,0.193030,0.138276,0.104579,0.061826,0.307977,0.001728,0.000672,0.927099
0.396620,0.017696,0.192357,0.131140,0.110627,0.066242,0.311913,0.001504,0.000609,0.926940
0.395979,0.017697,0.217798,0.160261,0.124228,0.065346,0.353675,0.001440,0.000416,0.992701
0.396364,0.017792,0.192934,0.137732,0.104163,0.063490,0.308969,0.001312,0.000640,0.924059
0.395916,0.017953,0.192197,0.140453,0.105091,0.063426,0.312362,0.001344,0.000704,0.925948
0.396555,0.017985,0.192358,0.130723,0.115844,0.084898,0.334569,0.001248,0.000609,0.948668
0.395532,0.017440,0.192294,0.126116,0.102755,0.060226,0.292361,0.001184,0.000384,0.904571
0.396748,0.017537,0.192133,0.122852,0.101283,0.062850,0.290121,0.001248,0.000640,0.903387
0.396235,0.017953,0.191814,0.147044,0.101859,0.070530,0.322665,0.001440,0.000384,0.935355
0.413868,0.018145,0.192326,0.143364,0.106755,0.064322,0.317897,0.001440,0.000384,0.950588
0.397132,0.017696,0.192230,0.134532,0.118595,0.065442,0.321545,0.001248,0.000384,0.936315
0.395980,0.018081,0.191845,0.138852,0.104484,0.064545,0.311305,0.001121,0.000608,0.925596
0.397643,0.017985,0.191750,0.154724,0.111076,0.069826,0.341066,0.001248,0.000576,0.955932
0.397355,0.017857,0.191718,0.138692,0.106083,0.063938,0.312201,0.001408,0.000672,0.927675
0.396620,0.017824,0.191750,0.133636,0.103459,0.074466,0.314793,0.001376,0.000416,0.928155
0.397228,0.018113,0.191717,0.120228,0.104291,0.061634,0.289385,0.001376,0.000608,0.903995
0.413036,0.018017,0.192166,0.141060,0.113891,0.065762,0.323881,0.001408,0.000864,0.954812
0.396940,0.018049,0.192005,0.127908,0.101571,0.061698,0.294569,0.001408,0.000768,0.909051
0.395756,0.017920,0.191942,0.124420,0.106115,0.060930,0.294793,0.001408,0.000416,0.907867
0.396460,0.017537,0.210918,0.136740,0.112771,0.075362,0.328106,0.001376,0.000384,0.961053
0.395979,0.017985,0.191846,0.140900,0.103491,0.062210,0.309833,0.001248,0.000352,0.923291
0.396651,0.017888,0.191750,0.132804,0.102211,0.063618,0.301833,0.001504,0.000416,0.916219
0.420556,0.017857,0.201350,0.129859,0.120612,0.111267,0.365610,0.001472,0.000384,1.013629
0.395852,0.017792,0.192070,0.129924,0.114147,0.061634,0.308841,0.001248,0.000416,0.921851
0.396716,0.017952,0.191622,0.133092,0.111331,0.062946,0.310601,0.001152,0.000416,0.923675
0.396108,0.017792,0.191622,0.131300,0.103779,0.065890,0.304105,0.001344,0.000384,0.916699
0.416044,0.017953,0.191877,0.132612,0.119556,0.064930,0.320554,0.001344,0.000832,0.953692
