IN[0],INFER[0-3],OUT[3],TEE[0-3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.107939,1.524749,0.075170,1.714035,0.049090,0.000864,0.013600,0.000384,0.001472,0.001152,0.000384,1.785205
0.122884,1.525549,0.067747,1.722452,0.048769,0.000800,0.013536,0.000352,0.001377,0.000960,0.000352,1.792470
0.127203,1.524237,0.090595,1.748948,0.049601,0.000832,0.013761,0.000352,0.001504,0.001056,0.000352,1.820662
0.150821,1.510509,0.068482,1.735860,0.050434,0.000864,0.013536,0.000384,0.001504,0.001120,0.000384,1.808150
0.147941,1.525197,0.071042,1.750708,0.049794,0.000864,0.013568,0.000384,0.001536,0.001120,0.000352,1.822358
0.122916,1.509037,0.071074,1.709107,0.050242,0.000864,0.013504,0.000352,0.001536,0.000928,0.000384,1.780757
0.144356,1.529966,0.081474,1.762676,0.050562,0.000896,0.013568,0.000384,0.001408,0.000992,0.000384,1.835414
0.150085,1.503117,0.069954,1.730036,0.052354,0.000896,0.013600,0.000384,0.001536,0.000992,0.000352,1.803958
0.136772,1.546222,0.089827,1.778133,0.051137,0.000832,0.013952,0.000320,0.001536,0.001088,0.000576,1.851319
0.123395,1.526894,0.065890,1.721587,0.048385,0.000768,0.013760,0.000352,0.001696,0.000960,0.000384,1.791861
0.123427,1.523405,0.072642,1.725971,0.048482,0.000864,0.013568,0.000384,0.001536,0.000960,0.000352,1.796277
0.147013,1.500876,0.069250,1.722740,0.051265,0.000864,0.013921,0.000352,0.001472,0.001216,0.000448,1.796342
0.138340,1.525325,0.085283,1.755476,0.049825,0.000705,0.013696,0.000416,0.001472,0.001024,0.000384,1.827158
0.138341,1.497228,0.065410,1.706547,0.049122,0.000832,0.013856,0.000320,0.001536,0.001184,0.000384,1.777717
0.119843,1.513837,0.075619,1.715411,0.052865,0.000832,0.013601,0.000320,0.001440,0.001056,0.000384,1.789877
0.144900,1.499341,0.066498,1.716275,0.048801,0.000832,0.013665,0.000352,0.001536,0.001056,0.000384,1.786549
0.125444,1.528622,0.068802,1.728660,0.050850,0.000832,0.013600,0.000352,0.001536,0.001056,0.000320,1.801622
0.155205,1.515213,0.078947,1.757237,0.050209,0.000896,0.013697,0.000384,0.001504,0.001088,0.000480,1.829751
0.135652,1.546286,0.070723,1.758933,0.050465,0.001088,0.013633,0.000320,0.001408,0.000960,0.000352,1.831671
0.137540,1.501068,0.072258,1.717107,0.049505,0.000832,0.013825,0.000384,0.001568,0.000960,0.000416,1.788725
0.140932,1.516877,0.076226,1.742132,0.050369,0.000864,0.013729,0.000320,0.001536,0.000992,0.000448,1.814806
0.140196,1.503917,0.070882,1.721523,0.052354,0.000832,0.013632,0.000352,0.001408,0.000992,0.000384,1.795477
0.141445,1.515821,0.074338,1.737972,0.050594,0.000864,0.013472,0.000384,0.001504,0.001120,0.000416,1.810230
0.147397,1.501708,0.069923,1.725172,0.051329,0.000800,0.013473,0.000352,0.001504,0.001056,0.000416,1.797974
0.144068,1.518381,0.073763,1.742644,0.050049,0.000832,0.013633,0.000352,0.001504,0.001088,0.000352,1.814358
0.140740,1.513261,0.066146,1.728051,0.051234,0.000992,0.013504,0.000384,0.001504,0.001088,0.000416,1.801397
0.129924,1.519277,0.070850,1.726515,0.048674,0.000832,0.013632,0.000320,0.001376,0.001088,0.000384,1.796757
0.145060,1.504717,0.070946,1.728115,0.051202,0.000896,0.013632,0.000352,0.001504,0.000992,0.000352,1.801077
0.135812,1.515821,0.077922,1.737108,0.050978,0.000832,0.013568,0.000352,0.001504,0.001056,0.000352,1.810294
0.171718,1.502956,0.071362,1.753045,0.052705,0.000928,0.013729,0.000384,0.001472,0.001120,0.000384,1.827831
0.166181,1.506381,0.067650,1.746260,0.049409,0.000832,0.013825,0.000384,0.001536,0.000960,0.000384,1.817430
0.129860,1.502125,0.072610,1.711379,0.052482,0.000832,0.013792,0.000384,0.001696,0.001056,0.000384,1.785813
0.130084,1.503564,0.066146,1.706579,0.050497,0.000832,0.014017,0.000352,0.001504,0.001056,0.000416,1.778997
0.143269,1.504269,0.068546,1.722996,0.049121,0.000832,0.013825,0.000352,0.001376,0.001056,0.000384,1.793622
0.153765,1.501709,0.075202,1.738292,0.051010,0.000896,0.013856,0.000352,0.001568,0.001248,0.000448,1.811894
0.141956,1.503565,0.067170,1.719187,0.050434,0.000864,0.013792,0.000352,0.001472,0.001216,0.000352,1.791765
0.130500,1.501869,0.065922,1.704787,0.051905,0.000832,0.013729,0.000352,0.001472,0.001152,0.000384,1.778421
0.150628,1.503821,0.068418,1.770900,0.048834,0.000928,0.013632,0.000352,0.001472,0.001184,0.000384,1.841686
0.145124,1.501581,0.072226,1.725395,0.052002,0.000832,0.013728,0.000352,0.001536,0.001216,0.000352,1.799318
0.144069,1.520205,0.082691,1.752021,0.051297,0.000832,0.013729,0.000384,0.001472,0.001344,0.000384,1.825463
0.149572,1.499629,0.067170,1.723283,0.049602,0.000960,0.013760,0.000352,0.001440,0.001312,0.000352,1.795093
0.141540,1.518541,0.075330,1.741811,0.051970,0.000864,0.014112,0.000385,0.001536,0.001216,0.000480,1.816214
0.134980,1.500589,0.070658,1.712371,0.050114,0.000864,0.013632,0.000384,0.001408,0.001120,0.000384,1.784277
0.142821,1.519853,0.078818,1.749268,0.052546,0.000864,0.013536,0.000353,0.001472,0.001024,0.000384,1.824023
0.137188,1.508333,0.072898,1.724787,0.051010,0.000896,0.013600,0.000384,0.001504,0.001120,0.000480,1.798005
0.142532,1.521613,0.080322,1.750836,0.049025,0.000832,0.013569,0.000352,0.001472,0.000960,0.000352,1.821430
0.146437,1.503276,0.071458,1.728820,0.051201,0.000832,0.013633,0.000352,0.001536,0.001088,0.000480,1.802454
0.145732,1.527374,0.086498,1.766933,0.049441,0.000832,0.013793,0.000352,0.001472,0.001088,0.000384,1.838839
0.138468,1.502733,0.067746,1.715315,0.049825,0.000800,0.013569,0.000352,0.001696,0.001120,0.000384,1.786933
0.143940,1.518509,0.079298,1.749428,0.050465,0.000864,0.013568,0.000608,0.001472,0.001280,0.000416,1.822806
0.141604,1.512909,0.067138,1.728404,0.049441,0.000800,0.013825,0.000352,0.001568,0.001024,0.000576,1.799798
0.162565,1.525933,0.075491,1.771381,0.049089,0.000960,0.013953,0.000384,0.001792,0.001024,0.000640,1.843127
0.151525,1.502221,0.066722,1.727220,0.050593,0.000896,0.013921,0.000384,0.001600,0.001088,0.000480,1.800086
0.151076,1.516206,0.085986,1.759508,0.051106,0.001120,0.014624,0.000320,0.001728,0.000960,0.000384,1.833782
0.146564,1.500461,0.067010,1.720851,0.049697,0.000832,0.014048,0.000320,0.001696,0.001024,0.000320,1.792821
0.151461,1.526509,0.090403,1.775509,0.051586,0.000928,0.014368,0.000384,0.001728,0.001024,0.000416,1.850583
0.135108,1.514350,0.075266,1.731604,0.050401,0.000832,0.013857,0.000384,0.001568,0.001088,0.000384,1.803990
0.145764,1.519534,0.085794,1.757972,0.051170,0.000864,0.013952,0.000352,0.001504,0.001440,0.000448,1.831670
0.140485,1.511885,0.076706,1.735796,0.049762,0.000928,0.013888,0.000352,0.001504,0.001120,0.000640,1.807830
0.148645,1.518637,0.072066,1.746292,0.051778,0.000864,0.013760,0.000384,0.001824,0.001281,0.000352,1.820663
0.132195,1.510701,0.067906,1.717748,0.051105,0.000864,0.013985,0.000352,0.001504,0.001280,0.000448,1.791190
0.171333,1.517230,0.068674,1.764533,0.050177,0.000928,0.013921,0.000352,0.001728,0.001120,0.000640,1.837399
0.141028,1.509773,0.070531,1.728724,0.051137,0.001088,0.013825,0.000352,0.001472,0.001472,0.000480,1.802614
0.128964,1.503981,0.068962,1.709011,0.049441,0.000864,0.013825,0.000352,0.001504,0.001216,0.000480,1.780661
0.145476,1.511853,0.069154,1.733683,0.049762,0.000864,0.013824,0.000320,0.001504,0.001184,0.000480,1.805461
0.145764,1.513357,0.073826,1.740051,0.052034,0.000832,0.014113,0.000384,0.001760,0.001120,0.000448,1.814774
0.134628,1.502509,0.070114,1.714131,0.048929,0.001121,0.013760,0.000384,0.001472,0.001120,0.000480,1.802294
0.146789,1.502317,0.068162,1.724148,0.049473,0.000896,0.013825,0.000320,0.001536,0.001184,0.000448,1.795734
0.147044,1.503629,0.094243,1.751860,0.052162,0.000896,0.013728,0.000384,0.001504,0.001024,0.000448,1.826102
0.155205,1.512813,0.070594,1.746036,0.049153,0.000928,0.013921,0.000352,0.001536,0.001120,0.000480,1.817654
0.146532,1.523245,0.106308,1.783830,0.050625,0.000896,0.013857,0.000352,0.001568,0.001024,0.000480,1.856952
0.131812,1.502573,0.068194,1.709363,0.050817,0.000800,0.013569,0.000384,0.001440,0.001120,0.000480,1.781813
0.117508,1.533038,0.099043,1.756533,0.050113,0.000832,0.013601,0.000352,0.001504,0.001024,0.000416,1.828343
0.130307,1.518157,0.067362,1.722131,0.051425,0.000896,0.013633,0.000384,0.001504,0.001184,0.000480,1.795669
0.146949,1.521261,0.105315,1.780789,0.048674,0.000864,0.013696,0.000320,0.001632,0.001120,0.000448,1.851639
0.143940,1.511981,0.076962,1.739795,0.052194,0.000864,0.013728,0.000384,0.001568,0.001153,0.000416,1.814070
0.154789,1.522733,0.080546,1.766293,0.049921,0.000897,0.013920,0.000352,0.001504,0.001216,0.000480,1.839479
0.132292,1.500877,0.071330,1.711411,0.051298,0.000864,0.013952,0.000384,0.001536,0.001216,0.000672,1.785429
0.148677,1.530029,0.080035,1.765781,0.050465,0.001088,0.014049,0.000352,0.001536,0.000928,0.000448,1.838711
0.132452,1.513389,0.071106,1.723603,0.052194,0.000960,0.013824,0.000352,0.001760,0.001088,0.000352,1.798485
0.143108,1.520525,0.079106,1.749172,0.049954,0.000928,0.013728,0.000384,0.001408,0.001088,0.000416,1.821334
0.142885,1.502028,0.067362,1.718996,0.051649,0.000832,0.013665,0.000576,0.001568,0.000928,0.000416,1.792662
0.144516,1.517198,0.107011,1.777013,0.050625,0.000897,0.013664,0.000320,0.001536,0.001120,0.000352,1.850647
0.145700,1.514765,0.076738,1.742868,0.048769,0.000864,0.013760,0.000384,0.001728,0.001312,0.000448,1.814390
0.134116,1.516877,0.070946,1.728020,0.049985,0.000864,0.013793,0.000384,0.001440,0.001152,0.000352,1.799926
0.131460,1.501549,0.073186,1.713043,0.050946,0.000832,0.013984,0.000384,0.001600,0.000992,0.000576,1.786645
0.147940,1.543406,0.123363,1.823158,0.049858,0.000832,0.013856,0.000320,0.001696,0.001152,0.000672,1.896312
0.144805,1.503693,0.074754,1.730068,0.051905,0.000864,0.013792,0.000576,0.001792,0.001152,0.000384,1.804854
0.134596,1.521838,0.074850,1.736180,0.050113,0.000864,0.014209,0.000384,0.001568,0.001344,0.000448,1.809174
0.147461,1.514797,0.069346,1.739636,0.049826,0.000928,0.014240,0.000352,0.001472,0.001120,0.000384,1.812342
0.158853,1.517581,0.068834,1.752468,0.052130,0.000864,0.013601,0.000384,0.001696,0.001184,0.000640,1.827383
0.142308,1.501197,0.069122,1.719539,0.048865,0.000896,0.013761,0.000384,0.001504,0.001248,0.000480,1.790645
0.136260,1.501581,0.066722,1.710675,0.049249,0.000832,0.013761,0.000384,0.001472,0.001056,0.000672,1.781941
0.147620,1.503021,0.075394,1.733619,0.051714,0.000864,0.014144,0.000352,0.001504,0.001024,0.000576,1.807862
0.144773,1.501516,0.066914,1.719859,0.052481,0.000896,0.014049,0.000384,0.001728,0.001088,0.000384,1.794934
0.138372,1.500141,0.095458,1.741299,0.052322,0.000832,0.013825,0.000384,0.001568,0.000960,0.000352,1.815734
0.144133,1.502828,0.075491,1.729556,0.052097,0.000800,0.014017,0.000352,0.001536,0.001120,0.000352,1.803798
0.142148,1.515949,0.074467,1.737940,0.052033,0.000896,0.013921,0.000384,0.001792,0.001088,0.000544,1.812662
0.135012,1.510605,0.064898,1.717236,0.049409,0.000896,0.014113,0.000352,0.001472,0.001120,0.000352,1.788726
0.139973,1.531597,0.086499,1.765621,0.052962,0.000832,0.013728,0.000384,0.001568,0.001024,0.000384,1.841047
0.139173,1.504045,0.076642,1.726100,0.051457,0.000833,0.013888,0.000352,0.001600,0.001088,0.000352,1.799574
0.126435,1.516045,0.084898,1.733619,0.052450,0.000896,0.013760,0.000384,0.001536,0.001057,0.000416,1.808022
0.140388,1.501581,0.074210,1.722067,0.051394,0.000832,0.013472,0.000384,0.001536,0.001056,0.000416,1.794933
0.140036,1.517134,0.080194,1.744212,0.050370,0.000832,0.013440,0.000384,0.001568,0.001120,0.000352,1.816662
0.140452,1.501228,0.065218,1.712979,0.051522,0.000800,0.013792,0.000352,0.001536,0.001024,0.000352,1.786422
0.131364,1.518381,0.082658,1.739860,0.051618,0.001088,0.013696,0.000384,0.001504,0.001120,0.000384,1.814166
0.144228,1.498605,0.068002,1.717235,0.049057,0.000832,0.014017,0.000384,0.001696,0.000960,0.000384,1.788309
0.139237,1.516877,0.070498,1.733236,0.049186,0.001088,0.014112,0.000352,0.001632,0.001056,0.000384,1.805430
0.142948,1.500493,0.070882,1.720915,0.053122,0.000832,0.013888,0.000384,0.001568,0.001056,0.000384,1.795925
0.132132,1.518925,0.088515,1.747412,0.050945,0.000928,0.013665,0.000352,0.001504,0.001216,0.000448,1.820918
0.128739,1.512109,0.065666,1.712531,0.048641,0.000864,0.013601,0.000352,0.001536,0.001088,0.000416,1.782773
0.143365,1.528717,0.075651,1.753909,0.049313,0.000864,0.013569,0.000320,0.001472,0.001152,0.000448,1.825015
0.141508,1.500749,0.075554,1.724531,0.052002,0.000864,0.013856,0.000352,0.001472,0.001184,0.000641,1.798934
0.140580,1.514701,0.072546,1.734612,0.051905,0.000864,0.013696,0.000384,0.001504,0.000992,0.000384,1.808086
0.136164,1.498989,0.064738,1.705875,0.051330,0.000864,0.013472,0.000320,0.001440,0.001120,0.000576,1.779029
0.128547,1.514733,0.086914,1.736179,0.054690,0.000864,0.013664,0.000384,0.001505,0.001120,0.000384,1.812758
0.144164,1.498605,0.068962,1.717555,0.052226,0.000864,0.013472,0.000384,0.001504,0.001024,0.000352,1.791221
0.136900,1.516333,0.081794,1.741172,0.052929,0.000896,0.013825,0.000352,0.001536,0.001088,0.000384,1.815990
0.128196,1.505869,0.068546,1.709395,0.052225,0.000833,0.013504,0.000384,0.001536,0.000992,0.000352,1.783477
0.121956,1.517453,0.072131,1.717364,0.052001,0.000832,0.013601,0.000384,0.001536,0.001056,0.000384,1.791478
0.130788,1.498733,0.068482,1.704403,0.051489,0.000832,0.013505,0.000352,0.001600,0.001120,0.000352,1.777461
0.144197,1.519501,0.078690,1.749972,0.049314,0.000832,0.013696,0.000384,0.001472,0.001024,0.000352,1.821399
0.129444,1.503117,0.068066,1.707059,0.051426,0.000864,0.013792,0.000384,0.001472,0.001024,0.000416,1.780277
0.132452,1.515117,0.080866,1.734932,0.049537,0.000864,0.013696,0.000352,0.001537,0.001056,0.000384,1.806134
0.141348,1.502733,0.076898,1.727731,0.051458,0.000864,0.013664,0.000352,0.001504,0.001056,0.000384,1.800725
0.147460,1.522926,0.078146,1.755508,0.052322,0.000864,0.013696,0.000352,0.001536,0.001024,0.000384,1.829622
0.156868,1.506061,0.075074,1.744915,0.049569,0.000928,0.013792,0.000384,0.001665,0.001728,0.000640,1.817686
0.148037,1.505965,0.074882,1.736372,0.049890,0.000864,0.013888,0.000352,0.001824,0.001280,0.000352,1.809078
0.143716,1.501485,0.068450,1.719731,0.051938,0.000928,0.014208,0.000320,0.001824,0.001280,0.000608,1.794741
0.167653,1.508077,0.072162,1.754228,0.052418,0.000896,0.013984,0.000352,0.001792,0.001120,0.000416,1.829078
0.142212,1.500300,0.067010,1.716563,0.051426,0.000832,0.013952,0.000352,0.001504,0.001120,0.000417,1.790038
0.139204,1.501613,0.070402,1.717907,0.051426,0.000832,0.013792,0.000320,0.001536,0.000928,0.000320,1.791061
0.161892,1.518541,0.087587,1.778325,0.073762,0.001056,0.014336,0.000608,0.001888,0.001889,0.000896,1.877880
0.149957,1.504012,0.071554,1.732692,0.048705,0.000864,0.013889,0.000320,0.001824,0.001440,0.000448,1.804598
0.143972,1.517709,0.085859,1.754836,0.050082,0.000864,0.013664,0.000352,0.001568,0.000992,0.000448,1.827350
0.149188,1.504781,0.076451,1.737716,0.049569,0.000896,0.013601,0.000352,0.001600,0.001248,0.000448,1.809590
0.142885,1.516621,0.076482,1.742100,0.049922,0.000832,0.013568,0.000352,0.001568,0.001120,0.000448,1.813974
0.143749,1.501388,0.067843,1.718612,0.049633,0.000832,0.013568,0.000321,0.001568,0.001216,0.000448,1.790454
0.130468,1.516814,0.085954,1.741012,0.050434,0.000896,0.013536,0.000352,0.001600,0.001312,0.000480,1.814198
0.144100,1.504557,0.074722,1.729843,0.048930,0.000896,0.013792,0.000384,0.001536,0.001152,0.000416,1.801557
0.142309,1.517677,0.086691,1.753333,0.050497,0.000832,0.013729,0.000416,0.001568,0.001088,0.000384,1.826071
0.133124,1.515790,0.067362,1.723124,0.048769,0.000832,0.013633,0.000352,0.001536,0.001216,0.000384,1.793846
0.144773,1.518285,0.075490,1.745876,0.049730,0.000832,0.013728,0.000320,0.001472,0.001121,0.000384,1.818135
0.134788,1.515597,0.068066,1.724947,0.049217,0.000832,0.013857,0.000352,0.001504,0.001216,0.000416,1.796469
0.142724,1.521806,0.068738,1.739316,0.049825,0.000864,0.013569,0.000384,0.001472,0.000992,0.000384,1.810934
0.147301,1.504813,0.072098,1.731924,0.049410,0.000832,0.014816,0.000352,0.001728,0.001120,0.000576,1.804854
0.145828,1.516238,0.080642,1.748884,0.049602,0.000896,0.014496,0.000384,0.001536,0.001248,0.000384,1.821654
0.128676,1.503981,0.070978,1.709427,0.050561,0.000864,0.014144,0.000352,0.001600,0.001216,0.000384,1.782645
0.128036,1.518606,0.083426,1.736564,0.049538,0.000832,0.013728,0.000352,0.001504,0.001120,0.000416,1.808118
0.152388,1.502956,0.071906,1.732659,0.049249,0.000864,0.013600,0.000416,0.001505,0.001248,0.000352,1.803894
0.142373,1.519053,0.071394,1.739252,0.050210,0.000832,0.013696,0.000320,0.001536,0.001088,0.000416,1.811382
0.145444,1.504013,0.067394,1.723283,0.048737,0.001120,0.013985,0.000384,0.001472,0.001216,0.000416,1.794645
0.138277,1.519021,0.122308,1.786326,0.050177,0.000928,0.013601,0.000352,0.001472,0.001024,0.000416,1.859000
0.144325,1.501004,0.066818,1.718995,0.050146,0.000800,0.013568,0.000384,0.001536,0.001248,0.000384,1.791318
0.149829,1.514733,0.076834,1.748692,0.050082,0.000832,0.013568,0.000416,0.001568,0.001536,0.000448,1.821206
0.152004,1.505421,0.067522,1.731411,0.049346,0.000832,0.014336,0.000384,0.001440,0.001248,0.000576,1.803573
0.163109,1.549998,0.070178,1.790741,0.050178,0.000832,0.013632,0.000416,0.001472,0.001152,0.000384,1.863319
0.144804,1.505228,0.078051,1.734996,0.049825,0.000832,0.013697,0.000352,0.001504,0.001280,0.000384,1.807158
0.178566,1.514637,0.068962,1.769173,0.049058,0.000896,0.014080,0.000416,0.001536,0.001280,0.000672,1.841239
0.145156,1.504461,0.066754,1.723059,0.050370,0.000896,0.013824,0.000352,0.001536,0.001120,0.000416,1.795701
0.153317,1.505517,0.067586,1.732756,0.049057,0.000832,0.013569,0.000320,0.001536,0.001056,0.000352,1.803638
0.146245,1.503693,0.092130,1.749140,0.048802,0.000896,0.013536,0.000416,0.001536,0.001217,0.000384,1.820279
0.180581,1.502733,0.066594,1.756372,0.049314,0.000864,0.014048,0.000320,0.001536,0.001152,0.000576,1.828054
0.145828,1.528974,0.077218,1.759732,0.049922,0.000896,0.014368,0.000384,0.001729,0.001120,0.000384,1.833175
0.139940,1.504653,0.069730,1.721811,0.049858,0.001088,0.013856,0.000352,0.001536,0.001120,0.000416,1.794101
0.154469,1.519405,0.077826,1.758773,0.050241,0.000960,0.013664,0.000385,0.001568,0.001152,0.000416,1.831287
0.143044,1.503693,0.071106,1.724275,0.049826,0.000928,0.013600,0.000352,0.001568,0.001184,0.000384,1.796213
0.144132,1.536526,0.120451,1.808469,0.050146,0.000832,0.013600,0.000384,0.001537,0.001088,0.000448,1.881080
0.147525,1.502028,0.073219,1.729204,0.050017,0.000832,0.013761,0.000384,0.001472,0.001056,0.000352,1.801270
0.148933,1.533230,0.081954,1.770869,0.050466,0.000928,0.013760,0.000352,0.001504,0.001088,0.000384,1.843895
0.143780,1.513517,0.067842,1.731508,0.049825,0.000864,0.013632,0.000481,0.001536,0.001152,0.000384,1.803318
0.135812,1.519565,0.076643,1.740212,0.050337,0.000928,0.014113,0.000320,0.001536,0.001376,0.000384,1.813942
0.147429,1.505324,0.073346,1.733012,0.050305,0.000832,0.013729,0.000416,0.001568,0.001216,0.000384,1.805590
0.148836,1.521806,0.084738,1.762196,0.050338,0.000864,0.013600,0.000384,0.001536,0.001152,0.000416,1.834454
0.147941,1.505261,0.077090,1.737076,0.050722,0.000832,0.013664,0.000384,0.001472,0.001152,0.000384,1.809974
0.142116,1.532078,0.078274,1.759572,0.050274,0.000896,0.013952,0.000320,0.001536,0.001376,0.000384,1.832918
0.149636,1.504556,0.078467,1.740436,0.049697,0.000896,0.013953,0.000416,0.001568,0.001280,0.000576,1.812950
0.148356,1.519533,0.076162,1.751156,0.049698,0.000896,0.013632,0.000352,0.001536,0.001280,0.000352,1.822998
0.148037,1.507501,0.070018,1.732340,0.050018,0.000896,0.013760,0.000320,0.001536,0.001088,0.000576,1.804726
0.151748,1.519950,0.079586,1.759636,0.050050,0.000864,0.013632,0.000352,0.001600,0.001088,0.000384,1.832150
0.150692,1.505581,0.077538,1.740436,0.049409,0.001056,0.013760,0.000352,0.001537,0.001184,0.000320,1.812598
0.144356,1.519981,0.120003,1.792438,0.049633,0.000832,0.013825,0.000352,0.001728,0.000992,0.000608,1.865560
0.146085,1.503020,0.068162,1.724116,0.049889,0.000896,0.014049,0.000352,0.001536,0.001056,0.000384,1.796470
0.148228,1.510445,0.069698,1.735379,0.049090,0.000864,0.014208,0.000576,0.001824,0.001024,0.000576,1.807509
0.153124,1.504525,0.068962,1.732947,0.050050,0.000928,0.014208,0.000384,0.001728,0.001088,0.000577,1.806102
0.143716,1.513645,0.073955,1.738196,0.049761,0.000896,0.014113,0.000352,0.001536,0.001184,0.000384,1.811222
0.189222,1.549102,0.129284,1.878008,0.052545,0.001248,0.014145,0.000384,0.001856,0.002432,0.000608,1.956634
0.160965,1.514669,0.075459,1.758997,0.051905,0.001472,0.014081,0.000384,0.001824,0.002144,0.000544,1.836151
0.181349,1.528717,0.123620,1.841079,0.052641,0.001024,0.013761,0.000384,0.001824,0.001920,0.000576,1.917657
0.148516,1.505901,0.069698,1.731476,0.051201,0.000832,0.013729,0.000640,0.001824,0.001184,0.000352,1.805910
0.132708,1.526702,0.102403,1.769493,0.051330,0.001056,0.014240,0.000352,0.001824,0.001216,0.000544,1.844503
0.147524,1.505645,0.076899,1.737780,0.051905,0.000896,0.013825,0.000608,0.001536,0.001120,0.000384,1.812566
0.134052,1.520845,0.080323,1.743956,0.051009,0.000832,0.014113,0.000608,0.001600,0.000928,0.000320,1.818166
0.146053,1.505837,0.077218,1.736052,0.051426,0.000864,0.014592,0.000576,0.001664,0.000960,0.000384,1.810934
0.154949,1.526030,0.128324,1.818167,0.051041,0.000992,0.013729,0.000576,0.001792,0.001024,0.000608,1.892697
0.145829,1.504813,0.081218,1.738580,0.051426,0.000896,0.014400,0.000384,0.001536,0.001056,0.000352,1.812566
0.154212,1.524909,0.090819,1.777077,0.049665,0.000832,0.014337,0.000320,0.001792,0.001184,0.000384,1.849783
0.183654,1.503789,0.075202,1.770613,0.050498,0.001120,0.014048,0.000320,0.001760,0.001088,0.000352,1.844279
0.153380,1.524110,0.082082,1.767348,0.051554,0.000864,0.013856,0.000352,0.001568,0.001152,0.000577,1.842135
0.134436,1.502125,0.073474,1.716435,0.049153,0.000864,0.014529,0.000352,0.001536,0.001152,0.000352,1.788661
0.130276,1.522125,0.085635,1.745844,0.049506,0.001088,0.013920,0.000352,0.001792,0.001088,0.000384,1.818806
0.146181,1.507885,0.067234,1.727092,0.050305,0.000832,0.014017,0.000320,0.001440,0.001120,0.000352,1.799990
0.147653,1.531693,0.070307,1.755861,0.050113,0.000864,0.013985,0.000384,0.001536,0.001088,0.000384,1.828567
0.137412,1.504013,0.068546,1.717683,0.049538,0.000832,0.013760,0.000384,0.001536,0.001056,0.000352,1.789493
0.146405,1.505357,0.068130,1.727092,0.049889,0.000864,0.013985,0.000352,0.001504,0.001088,0.000576,1.799670
0.151812,1.502893,0.067330,1.728723,0.049314,0.000928,0.013728,0.000352,0.001760,0.001088,0.000352,1.800533
0.148549,1.505453,0.073410,1.735348,0.049697,0.000864,0.014433,0.000320,0.001856,0.001344,0.000384,1.808598
0.131460,1.502636,0.100547,1.741524,0.049505,0.000864,0.013792,0.000352,0.001729,0.001024,0.000352,1.813526
0.151364,1.503149,0.075010,1.736179,0.050306,0.000928,0.013824,0.000384,0.001441,0.001184,0.000352,1.808726
0.128100,1.522605,0.079139,1.736084,0.049889,0.001120,0.013761,0.000576,0.001728,0.001120,0.000352,1.809110
0.151492,1.502861,0.074371,1.736244,0.049601,0.001056,0.013825,0.000608,0.001728,0.001056,0.000384,1.808662
0.152453,1.525549,0.075875,1.761973,0.050369,0.000832,0.014369,0.000416,0.001792,0.001280,0.000384,1.836279
0.150405,1.502540,0.069795,1.729396,0.050657,0.001120,0.014305,0.000576,0.001632,0.001344,0.000352,1.803606
0.152772,1.518766,0.112291,1.792437,0.049730,0.001088,0.014208,0.000352,0.001728,0.001120,0.000576,1.866071
0.147300,1.505901,0.075842,1.735988,0.049441,0.000864,0.014176,0.000352,0.001792,0.001056,0.000544,1.808246
0.133444,1.521101,0.077699,1.738516,0.049953,0.001088,0.014145,0.000384,0.001696,0.001152,0.000576,1.811798
0.145125,1.507341,0.070690,1.730580,0.049633,0.000832,0.014081,0.000352,0.001504,0.001088,0.000384,1.802806
0.151333,1.526253,0.080067,1.764277,0.050401,0.001056,0.013729,0.000352,0.001792,0.001024,0.000352,1.837367
0.133252,1.501900,0.069539,1.711955,0.049633,0.000928,0.014401,0.000352,0.001760,0.000992,0.000384,1.785525
0.144644,1.526606,0.080034,1.758804,0.050402,0.000832,0.014272,0.000640,0.001536,0.001024,0.000576,1.832822
0.147396,1.512557,0.073795,1.741172,0.050017,0.000928,0.015041,0.000352,0.001760,0.001184,0.000608,1.815382
0.144612,1.517293,0.081666,1.749908,0.049986,0.000832,0.013824,0.000576,0.001728,0.000992,0.000288,1.822550
0.142340,1.502701,0.067874,1.718771,0.050657,0.000864,0.014081,0.000352,0.001728,0.001120,0.000576,1.792405
0.145445,1.528525,0.082851,1.765013,0.049985,0.000832,0.014081,0.000384,0.001600,0.001056,0.000384,1.838071
0.144901,1.505517,0.070050,1.727796,0.049857,0.001120,0.013921,0.000416,0.001440,0.001120,0.000576,1.800310
0.181446,1.541262,0.105987,1.839255,0.052194,0.001280,0.014016,0.000544,0.001792,0.002528,0.000800,1.917721
0.152836,1.508300,0.077890,1.747060,0.050753,0.001056,0.014113,0.000640,0.001792,0.001984,0.000800,1.822870
0.171077,1.549934,0.073730,1.801781,0.050594,0.001216,0.014368,0.000608,0.001760,0.001760,0.000384,1.876888
0.146596,1.507661,0.074626,1.736115,0.049858,0.001088,0.013792,0.000384,0.001760,0.001152,0.000352,1.809078
0.146852,1.506861,0.075490,1.736148,0.049282,0.000896,0.013920,0.000352,0.001600,0.001344,0.000352,1.808406
0.142436,1.517037,0.098275,1.766132,0.050274,0.000864,0.014272,0.000384,0.001600,0.001280,0.000416,1.840279
0.145636,1.506061,0.072675,1.731060,0.049921,0.000832,0.013760,0.000352,0.001792,0.001376,0.000384,1.803478
