IN[5632],IN[2560],IN[3072],IN[4],IN[128],IN[8192],IN[6144],IN[8704],IN[4096],IN[16],IN[1536],IN[5120],IN[1024],IN[2048],IN[6656],IN[64],IN[32],IN[256],IN[7680],IN[8],IN[9728],IN[512],IN[3584],IN[9216],IN[7168],IN[10240],IN[1],IN[2],IN[4608]
0.169409,0.101857,0.163074,0.0712,0.073185,0.15168099999999998,0.136353,0.175618,0.13622599999999999,0.085857,0.10220900000000001,0.172514,0.08160099999999999,0.093825,0.13389,0.079041,0.077312,0.0744,0.192865,0.077153,0.199682,0.09907300000000001,0.11228900000000001,0.174466,0.181505,0.15949000000000002,0.073185,0.095777,0.10076900000000001
0.154658,0.11081700000000001,0.148161,0.094177,0.070625,0.148609,0.135393,0.15341,0.149409,0.087937,0.14294500000000002,0.172226,0.104321,0.095617,0.124225,0.073825,0.10553699999999999,0.08716900000000001,0.187777,0.084801,0.205954,0.10032100000000001,0.15533,0.159329,0.175617,0.171586,0.071585,0.10806500000000001,0.148705
0.17296199999999998,0.109345,0.105985,0.070049,0.074849,0.158882,0.139426,0.149857,0.117953,0.088321,0.144257,0.171298,0.141729,0.086016,0.13725,0.088065,0.085313,0.08252899999999999,0.134401,0.08067300000000001,0.20045,0.094561,0.11468900000000001,0.20163399999999998,0.186498,0.158914,0.072961,0.068513,0.177025
0.16045,0.11632200000000001,0.14253,0.07449700000000001,0.081121,0.192802,0.16384100000000001,0.192226,0.150594,0.072225,0.15533,0.14185799999999998,0.11168199999999999,0.157858,0.117953,0.084865,0.078848,0.076929,0.16156900000000002,0.072769,0.18323299999999998,0.11913699999999999,0.158305,0.179458,0.18246600000000002,0.18726600000000002,0.072288,0.090369,0.166594
0.153665,0.118177,0.154881,0.080033,0.086561,0.13932999999999998,0.120353,0.175778,0.11321700000000001,0.076129,0.107297,0.170209,0.080704,0.096097,0.11517000000000001,0.111873,0.073409,0.10534500000000001,0.17331300000000002,0.068609,0.18099400000000002,0.102593,0.126145,0.177538,0.191074,0.206594,0.074113,0.07897699999999999,0.165634
0.157538,0.14921700000000002,0.158977,0.088257,0.075201,0.150273,0.128545,0.191298,0.155298,0.076289,0.113601,0.170146,0.157154,0.131426,0.133986,0.079105,0.095265,0.0976,0.17101,0.07824099999999999,0.158274,0.103905,0.144898,0.195138,0.17241800000000002,0.171618,0.075937,0.102913,0.14665799999999998
0.161986,0.119394,0.160898,0.074688,0.088897,0.191554,0.152706,0.158434,0.130305,0.08403300000000001,0.10220900000000001,0.135234,0.079713,0.112417,0.145537,0.071168,0.084673,0.100385,0.150882,0.09980900000000001,0.196546,0.137633,0.157602,0.134114,0.197602,0.20819400000000002,0.069345,0.071969,0.144705
0.167554,0.135746,0.157409,0.079553,0.086017,0.174177,0.12374500000000001,0.163426,0.12157000000000001,0.082689,0.153026,0.17193699999999998,0.111713,0.14208199999999999,0.137153,0.107073,0.08201699999999999,0.125505,0.143233,0.09830499999999999,0.203074,0.095969,0.112225,0.21651399999999998,0.195458,0.164418,0.069793,0.067616,0.167778
0.181249,0.101441,0.16685,0.072353,0.079777,0.147073,0.126754,0.182849,0.135297,0.10953800000000001,0.108481,0.16112100000000001,0.095329,0.099233,0.14316900000000002,0.07510499999999999,0.082977,0.084865,0.148385,0.089601,0.168673,0.082912,0.112353,0.150145,0.181506,0.183554,0.07059299999999999,0.066049,0.171041
0.17245,0.141761,0.16093,0.076097,0.076065,0.183329,0.13997,0.166466,0.168226,0.087873,0.112641,0.154082,0.128641,0.11059300000000001,0.119745,0.098881,0.082561,0.08630499999999999,0.135682,0.09238500000000001,0.205954,0.089985,0.12188900000000001,0.197377,0.18825699999999998,0.157985,0.082081,0.07417699999999999,0.168578
0.170049,0.129121,0.13203299999999998,0.073344,0.097313,0.166626,0.141505,0.18749000000000002,0.126145,0.071713,0.160673,0.12435399999999999,0.10403299999999999,0.125506,0.133153,0.113601,0.076801,0.089025,0.13414500000000001,0.07968,0.171425,0.078112,0.14960199999999998,0.139426,0.18745799999999999,0.163969,0.07030399999999999,0.082561,0.145026
0.164961,0.12556900000000001,0.132161,0.07849600000000001,0.091009,0.138626,0.117377,0.152385,0.118177,0.071777,0.136545,0.148097,0.082337,0.144993,0.131617,0.10268900000000002,0.074465,0.084385,0.14272100000000001,0.079361,0.153442,0.086337,0.158754,0.17510599999999998,0.184161,0.163266,0.069217,0.082113,0.172193
0.180354,0.11571300000000001,0.11408099999999999,0.074337,0.075937,0.145762,0.116898,0.157474,0.117057,0.071713,0.11545699999999999,0.159522,0.088161,0.120001,0.13638499999999998,0.0728,0.081473,0.086561,0.127553,0.08140900000000001,0.18723399999999998,0.086977,0.13997,0.173602,0.188418,0.166946,0.081857,0.102849,0.14899400000000002
0.153409,0.160418,0.133729,0.068641,0.079425,0.151329,0.18371300000000002,0.146722,0.125313,0.07328,0.103745,0.17149,0.10828900000000001,0.097025,0.135233,0.070241,0.089825,0.087809,0.126657,0.107617,0.17011400000000002,0.075649,0.160354,0.136353,0.18605,0.177602,0.07094500000000001,0.071201,0.133185
0.161218,0.102977,0.145602,0.072992,0.076961,0.155073,0.131073,0.175298,0.128002,0.075521,0.102913,0.160322,0.104833,0.10566500000000001,0.132002,0.071616,0.070017,0.090049,0.169506,0.075329,0.16281800000000002,0.12304100000000001,0.148066,0.189698,0.147329,0.16358499999999998,0.068577,0.064065,0.170177
0.16003299999999998,0.104353,0.134946,0.076609,0.094209,0.19017699999999998,0.149409,0.21245,0.144257,0.06665599999999999,0.12909,0.171681,0.088672,0.095489,0.139681,0.074209,0.076288,0.077473,0.13414500000000001,0.077152,0.20861,0.08214500000000001,0.135425,0.16761700000000002,0.185218,0.19728199999999999,0.067585,0.065857,0.131201
0.159842,0.13731300000000002,0.13459400000000002,0.076129,0.078721,0.130241,0.13606500000000002,0.14473699999999998,0.14272100000000001,0.083393,0.10688099999999999,0.17132999999999998,0.117282,0.116737,0.162178,0.07072,0.085729,0.074209,0.14188900000000002,0.073153,0.190658,0.084481,0.12556900000000001,0.16172999999999998,0.164802,0.190722,0.070145,0.074273,0.179649
0.171298,0.118657,0.12809700000000002,0.06803200000000001,0.069313,0.190114,0.131681,0.177505,0.11654500000000001,0.074624,0.11676900000000001,0.159202,0.132546,0.10531300000000002,0.14925,0.10371300000000001,0.080193,0.092833,0.157218,0.088065,0.180386,0.082241,0.146529,0.156033,0.16973,0.206562,0.068865,0.091681,0.15213
0.124545,0.151106,0.139009,0.071072,0.085921,0.17696099999999998,0.116898,0.17833800000000002,0.117345,0.06563300000000001,0.128001,0.155585,0.129185,0.11747300000000001,0.117025,0.11670499999999999,0.077793,0.093312,0.182721,0.084737,0.20464200000000002,0.123233,0.159745,0.193473,0.163106,0.202914,0.07232100000000001,0.070881,0.165217
0.178306,0.138433,0.11373,0.079073,0.083969,0.12668900000000002,0.122018,0.196962,0.120545,0.086113,0.116898,0.13475299999999998,0.11273699999999999,0.112417,0.156001,0.085761,0.07587200000000001,0.08620900000000001,0.136674,0.085825,0.206914,0.108929,0.153281,0.169922,0.133377,0.188802,0.072384,0.072672,0.16860899999999998
0.139041,0.130145,0.15171300000000001,0.076,0.092001,0.155201,0.14988900000000002,0.156417,0.140738,0.071009,0.102241,0.138049,0.097505,0.099969,0.146817,0.07632,0.074465,0.076705,0.144001,0.075169,0.154369,0.095297,0.15190499999999998,0.19312200000000002,0.189826,0.157345,0.07081599999999999,0.065761,0.128129
0.14221,0.148097,0.12227400000000001,0.086017,0.080288,0.138786,0.152513,0.143906,0.13228900000000002,0.06636900000000001,0.12787300000000001,0.176321,0.114401,0.089793,0.136002,0.068928,0.082913,0.098945,0.18640199999999998,0.06988899999999999,0.21513800000000002,0.109633,0.14998499999999998,0.171745,0.184289,0.20838600000000002,0.071264,0.06540900000000001,0.153186
0.169345,0.10323299999999999,0.11932899999999999,0.07728099999999999,0.077921,0.17597000000000002,0.161601,0.211362,0.110017,0.068129,0.127137,0.171266,0.080929,0.145601,0.142881,0.072929,0.091041,0.108609,0.12848099999999998,0.093665,0.161762,0.12188900000000001,0.144898,0.193249,0.18492999999999998,0.18285,0.073185,0.06464099999999999,0.165665
0.127649,0.10595299999999999,0.160545,0.080833,0.07728099999999999,0.157026,0.145473,0.16297799999999998,0.11808099999999999,0.078849,0.12956900000000002,0.147393,0.078721,0.089697,0.121377,0.078113,0.100993,0.079297,0.127074,0.084673,0.162977,0.081665,0.153025,0.168257,0.18726600000000002,0.16816199999999998,0.070145,0.070529,0.166049
0.12656199999999998,0.104609,0.158369,0.079489,0.074528,0.161153,0.131457,0.134881,0.12656099999999998,0.073921,0.118657,0.172481,0.146049,0.10294500000000001,0.132898,0.11385799999999999,0.07888099999999999,0.104289,0.126049,0.083457,0.192225,0.069729,0.15526600000000002,0.20185799999999998,0.19158599999999998,0.193441,0.073281,0.074176,0.133185
0.168674,0.106369,0.115873,0.074913,0.076609,0.189762,0.114977,0.19958599999999999,0.131073,0.070049,0.130465,0.14016099999999998,0.112097,0.123874,0.121377,0.074913,0.128545,0.10601700000000001,0.15645,0.08416,0.163521,0.125089,0.136033,0.18220999999999998,0.170562,0.157825,0.069633,0.07030499999999999,0.168481
0.173826,0.13171300000000002,0.124929,0.080321,0.11600099999999999,0.159394,0.109122,0.13513699999999998,0.139042,0.077953,0.113473,0.156066,0.08716900000000001,0.087937,0.14976099999999998,0.074337,0.08160099999999999,0.09808099999999999,0.160834,0.092737,0.189058,0.086017,0.160161,0.18598599999999998,0.17740999999999998,0.148802,0.073601,0.065248,0.17325
0.167553,0.132929,0.122241,0.098337,0.095489,0.17773,0.16909000000000002,0.159457,0.11763299999999999,0.0704,0.100289,0.169986,0.110721,0.08732899999999999,0.116257,0.105249,0.077217,0.073344,0.15565,0.07104099999999999,0.190402,0.107778,0.161154,0.165154,0.16864200000000001,0.170722,0.071073,0.083329,0.17241800000000002
0.180002,0.10518499999999999,0.11872100000000001,0.121249,0.076576,0.190658,0.13686500000000001,0.180386,0.11584100000000001,0.0752,0.125186,0.160706,0.096385,0.087713,0.13628900000000002,0.07395299999999999,0.085537,0.081473,0.140225,0.067616,0.165858,0.07616,0.15904200000000002,0.151554,0.181794,0.163617,0.073825,0.072224,0.168674
0.178146,0.10540899999999999,0.10940899999999999,0.081729,0.091937,0.147521,0.153698,0.146978,0.106049,0.076769,0.13350499999999998,0.159746,0.10419300000000001,0.11353699999999999,0.118977,0.11005,0.066112,0.106145,0.162754,0.08140900000000001,0.157826,0.073504,0.163778,0.13763399999999998,0.17389000000000002,0.16003299999999998,0.072,0.07216,0.136929
0.16013,0.116225,0.141441,0.077377,0.078401,0.16301,0.158498,0.19936199999999998,0.148033,0.074561,0.129377,0.152001,0.126145,0.126433,0.131073,0.068097,0.079425,0.103457,0.142177,0.09072100000000001,0.14540999999999998,0.09312100000000001,0.11296099999999999,0.169794,0.136353,0.176705,0.069505,0.071617,0.170434
0.171938,0.147713,0.162914,0.085569,0.10032100000000001,0.147713,0.133154,0.176706,0.132578,0.07584,0.115106,0.158145,0.081121,0.090657,0.113953,0.100961,0.085345,0.074657,0.15609800000000001,0.068512,0.191938,0.070528,0.162274,0.189985,0.192737,0.17744200000000002,0.07209700000000001,0.070177,0.11104100000000001
0.131553,0.12016199999999999,0.11916900000000001,0.077025,0.07638500000000001,0.141922,0.145697,0.179714,0.13228900000000002,0.078657,0.10957,0.161249,0.095233,0.092673,0.14998599999999998,0.082081,0.075777,0.090561,0.147265,0.069601,0.155042,0.086753,0.125121,0.186338,0.181058,0.156513,0.07344099999999999,0.10672100000000001,0.109089
0.133858,0.136098,0.161921,0.07632,0.074273,0.123841,0.131201,0.19645,0.114753,0.075297,0.10710499999999999,0.159585,0.093025,0.10688099999999999,0.118913,0.073857,0.081057,0.08515199999999999,0.173826,0.076001,0.19437000000000001,0.10611300000000001,0.163778,0.171522,0.19069,0.183202,0.068289,0.07196799999999999,0.153921
0.18934600000000001,0.11747300000000001,0.118529,0.08643200000000001,0.112193,0.145217,0.163426,0.136769,0.137506,0.071713,0.131745,0.141985,0.10041699999999999,0.112161,0.132225,0.099009,0.101377,0.083649,0.161826,0.076225,0.184002,0.09625700000000001,0.12048099999999999,0.163682,0.18640199999999998,0.17373,0.07094400000000001,0.085217,0.168257
0.176706,0.107297,0.110785,0.076833,0.087521,0.153889,0.140929,0.147458,0.131553,0.100609,0.119457,0.170978,0.076736,0.105825,0.11801700000000001,0.070977,0.084993,0.090337,0.181858,0.080801,0.18678499999999998,0.068993,0.163521,0.20173,0.17997,0.16358599999999998,0.071744,0.104833,0.144514
0.152161,0.136705,0.133089,0.071137,0.11452899999999999,0.142849,0.173537,0.194018,0.137793,0.077569,0.126817,0.15993800000000002,0.127201,0.135937,0.13021,0.103617,0.07299299999999999,0.092865,0.168898,0.082401,0.159778,0.105505,0.164578,0.140289,0.184257,0.168673,0.06905700000000001,0.093953,0.14518499999999998
0.174593,0.117569,0.10905799999999999,0.081089,0.078144,0.144897,0.145025,0.143714,0.132322,0.074625,0.132898,0.170882,0.104225,0.099393,0.17260899999999998,0.103649,0.078625,0.071936,0.14288199999999998,0.098273,0.187682,0.069761,0.158626,0.175873,0.142881,0.20771399999999998,0.067201,0.096193,0.135105
0.127777,0.122402,0.117282,0.069664,0.081889,0.138049,0.108641,0.196354,0.111106,0.071008,0.106369,0.175201,0.10387300000000001,0.104609,0.13437000000000002,0.084961,0.082465,0.08214500000000001,0.127105,0.074176,0.153697,0.09916900000000001,0.152449,0.152418,0.17005,0.176065,0.067936,0.080737,0.138401
0.138658,0.11401700000000001,0.109825,0.083233,0.095841,0.176706,0.114817,0.156354,0.140481,0.07344099999999999,0.127298,0.152194,0.12624200000000002,0.09139299999999999,0.13757,0.08179299999999999,0.070912,0.075937,0.137953,0.069217,0.190722,0.090977,0.11811300000000001,0.16428900000000002,0.177729,0.175298,0.077793,0.094273,0.152609
0.17789000000000002,0.131233,0.12748900000000002,0.07145599999999999,0.074913,0.195074,0.137441,0.149505,0.123874,0.075265,0.11212899999999999,0.174018,0.146465,0.101633,0.167745,0.075553,0.069377,0.073889,0.184322,0.095553,0.156001,0.093473,0.11446500000000001,0.147073,0.184225,0.182113,0.069441,0.082785,0.16630599999999998
0.177697,0.15213,0.143649,0.071457,0.106625,0.176034,0.143457,0.16685,0.175298,0.075041,0.091937,0.171778,0.09561599999999999,0.113633,0.175618,0.119298,0.069025,0.087841,0.180834,0.084129,0.157538,0.108225,0.12598499999999999,0.159298,0.148641,0.158882,0.06966499999999999,0.097153,0.153282
0.154178,0.155682,0.162274,0.07103999999999999,0.105217,0.20925,0.143745,0.179874,0.131553,0.070241,0.10796900000000001,0.155521,0.14752200000000001,0.102593,0.11513699999999999,0.106401,0.07014400000000001,0.083393,0.18809800000000002,0.08326499999999999,0.142049,0.100577,0.111777,0.19597,0.184642,0.158305,0.068705,0.105377,0.132993
0.184833,0.143425,0.142337,0.09424099999999999,0.117377,0.174242,0.157218,0.163554,0.137409,0.074496,0.122753,0.177985,0.103297,0.115329,0.130914,0.074848,0.071233,0.087009,0.170786,0.086241,0.167969,0.11033699999999999,0.118817,0.149281,0.174305,0.15958599999999998,0.069344,0.090017,0.152033
0.16045,0.10588900000000001,0.144482,0.07065700000000001,0.07952100000000001,0.189538,0.126945,0.147649,0.136769,0.064704,0.100865,0.157154,0.099713,0.136546,0.126209,0.07584099999999999,0.07254400000000001,0.085408,0.139329,0.067873,0.155841,0.07827200000000001,0.160578,0.150338,0.18077000000000001,0.157922,0.06918400000000001,0.11571300000000001,0.133889
0.141122,0.117345,0.14294600000000002,0.068577,0.088737,0.174562,0.123873,0.18205,0.145153,0.065377,0.133985,0.179586,0.081633,0.15420999999999999,0.13104100000000002,0.073921,0.07632,0.093953,0.156002,0.08476900000000001,0.191361,0.102529,0.110721,0.190658,0.173378,0.174594,0.070561,0.083105,0.13808199999999998
0.14845,0.116737,0.129025,0.098753,0.071905,0.18957000000000002,0.138337,0.191842,0.12281700000000001,0.072961,0.098401,0.17581,0.114753,0.10387300000000001,0.133186,0.085761,0.072065,0.086625,0.173025,0.086913,0.153825,0.105697,0.122241,0.190274,0.181825,0.20797,0.069281,0.078529,0.137729
0.163426,0.144577,0.143553,0.07158400000000001,0.074689,0.166273,0.121121,0.18726600000000002,0.12633699999999998,0.076289,0.112673,0.173377,0.110305,0.12845,0.149121,0.072065,0.075393,0.11392100000000001,0.191361,0.085249,0.191458,0.108225,0.165857,0.18941,0.140034,0.17139300000000002,0.071841,0.078721,0.158626
0.172801,0.151201,0.143777,0.085345,0.095969,0.18323399999999998,0.15133,0.15309,0.153922,0.075297,0.136097,0.170881,0.146818,0.101505,0.191234,0.109953,0.088513,0.121761,0.18153699999999998,0.083968,0.188802,0.097953,0.16806600000000002,0.199298,0.144225,0.18461,0.069441,0.106273,0.131649
0.158433,0.13936099999999998,0.147361,0.080033,0.07856,0.180322,0.159618,0.20269,0.14669000000000001,0.087841,0.135105,0.166849,0.096737,0.099745,0.14419400000000002,0.071936,0.069857,0.10925,0.185441,0.071073,0.163266,0.103457,0.16189,0.180802,0.181154,0.206882,0.068288,0.086017,0.153473
0.156866,0.127649,0.14253,0.078273,0.100801,0.170753,0.118305,0.19741,0.121025,0.07494400000000001,0.108385,0.14038599999999998,0.148641,0.12144200000000001,0.13830599999999998,0.116097,0.10246500000000001,0.070561,0.147777,0.090561,0.182753,0.090401,0.162209,0.177026,0.173154,0.161217,0.070401,0.091713,0.15424100000000002
