Layer[0],Layer[1],Layer[2],IN[3],INFER[3-5],OUT[5],TEE[3-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.396204,0.017472,0.191974,0.154661,0.095682,0.061378,0.314825,0.014657,0.000736,0.001472,0.001024,0.000320,0.944924
0.395819,0.017696,0.192006,0.132068,0.082850,0.058050,0.276648,0.014240,0.000512,0.001664,0.001025,0.000320,0.906843
0.398731,0.017601,0.191942,0.137156,0.085954,0.062402,0.289096,0.014785,0.000512,0.001536,0.001056,0.000352,0.922619
0.396268,0.017569,0.192293,0.126500,0.086499,0.063650,0.280169,0.014816,0.000544,0.001440,0.001088,0.000352,0.911131
0.413484,0.017793,0.191878,0.143940,0.096259,0.066658,0.310761,0.015712,0.000512,0.001472,0.000992,0.000352,0.959484
0.397548,0.018081,0.192613,0.128548,0.087299,0.060770,0.280457,0.015360,0.000544,0.001568,0.001056,0.000352,0.914715
0.397419,0.017792,0.192390,0.147012,0.086179,0.063426,0.300297,0.014624,0.000512,0.001600,0.001216,0.000352,0.933627
0.397164,0.017793,0.214502,0.147620,0.098947,0.063778,0.313609,0.014465,0.000800,0.001504,0.001216,0.000352,0.970045
0.402091,0.017824,0.193446,0.156228,0.092738,0.064386,0.317129,0.015713,0.000992,0.001888,0.002528,0.000448,0.962972
0.397388,0.017569,0.192294,0.133956,0.088194,0.063074,0.288424,0.014753,0.000768,0.001472,0.001664,0.000384,0.922236
0.395531,0.017665,0.192294,0.123843,0.142661,0.061345,0.332906,0.015296,0.000608,0.001536,0.001152,0.000416,0.965692
0.397740,0.017600,0.191558,0.137572,0.087875,0.061249,0.289928,0.014913,0.000736,0.001536,0.001216,0.000384,0.922267
0.396299,0.017601,0.191910,0.131684,0.091778,0.063938,0.290728,0.015521,0.000704,0.001568,0.001600,0.000384,0.923291
0.395979,0.017633,0.191814,0.125507,0.088259,0.060514,0.277672,0.015040,0.000736,0.001568,0.001344,0.000384,0.909018
0.413612,0.017761,0.191877,0.138372,0.091203,0.065538,0.298537,0.015329,0.000512,0.001536,0.001216,0.000352,0.948348
0.395500,0.017664,0.191590,0.156613,0.094019,0.061633,0.315529,0.014721,0.000512,0.001472,0.001408,0.000352,0.945436
0.395595,0.017633,0.191398,0.134980,0.090754,0.063426,0.292456,0.014465,0.000576,0.001536,0.001216,0.000352,0.922139
0.395884,0.017632,0.209031,0.136100,0.091778,0.079907,0.311497,0.014336,0.000800,0.001472,0.001216,0.000352,0.959324
0.396427,0.017760,0.191654,0.136228,0.092227,0.063457,0.295528,0.014369,0.000544,0.001504,0.001248,0.000608,0.927451
0.395884,0.017665,0.191973,0.140645,0.091298,0.063202,0.298857,0.014625,0.000544,0.001536,0.001216,0.000352,0.930236
0.395627,0.017728,0.191846,0.127300,0.143492,0.073954,0.350250,0.014657,0.000544,0.001536,0.001216,0.000576,0.981469
0.395084,0.017568,0.191526,0.132036,0.088323,0.062721,0.286472,0.014337,0.000544,0.001536,0.001216,0.000352,0.915643
0.395947,0.017696,0.191430,0.136708,0.091618,0.062561,0.294216,0.014561,0.000704,0.001600,0.001184,0.000320,0.925019
0.396684,0.017664,0.191590,0.130340,0.084930,0.059746,0.278504,0.014753,0.000512,0.001504,0.001280,0.000352,0.909819
0.414445,0.017632,0.191974,0.131140,0.098499,0.064354,0.297449,0.014368,0.000512,0.001504,0.001184,0.000320,0.946748
0.397164,0.017728,0.203782,0.134564,0.105763,0.063074,0.306857,0.014465,0.000544,0.001472,0.001184,0.000320,0.950620
0.396459,0.017761,0.191462,0.138404,0.091202,0.066242,0.299688,0.014497,0.000544,0.001472,0.001216,0.000384,0.931291
0.397195,0.017761,0.210694,0.129732,0.086595,0.062817,0.282985,0.014432,0.000928,0.001504,0.001184,0.000384,0.934651
0.396651,0.017760,0.191782,0.134916,0.091906,0.063521,0.294024,0.014561,0.000480,0.001568,0.001216,0.000384,0.926203
0.396363,0.017696,0.192006,0.131108,0.088770,0.064354,0.288008,0.015137,0.000800,0.001632,0.001184,0.000384,0.920251
0.396107,0.017824,0.191750,0.126691,0.090658,0.062914,0.283848,0.014849,0.000544,0.001568,0.001184,0.000352,0.914907
0.396300,0.017664,0.191622,0.125796,0.087554,0.061282,0.278344,0.014529,0.000736,0.001568,0.001184,0.000384,0.909147
0.395628,0.017697,0.191781,0.128804,0.085187,0.061506,0.279273,0.014368,0.000832,0.001440,0.001184,0.000320,0.909467
0.396652,0.017760,0.192646,0.131908,0.090019,0.063361,0.289096,0.014177,0.000544,0.001568,0.001248,0.000352,0.920763
0.410221,0.017568,0.191718,0.125092,0.097795,0.065089,0.291656,0.014272,0.000832,0.001568,0.001120,0.000352,0.936572
0.396907,0.017697,0.191398,0.134724,0.087778,0.060738,0.286888,0.014464,0.000545,0.001408,0.001152,0.000352,0.917691
0.397036,0.017601,0.191941,0.134692,0.088771,0.064194,0.291081,0.014976,0.000960,0.001537,0.001184,0.000384,0.924412
0.396204,0.017472,0.191462,0.136068,0.103619,0.072450,0.316713,0.015105,0.000576,0.001536,0.001248,0.000576,0.948380
0.396684,0.017504,0.191654,0.131428,0.092355,0.064162,0.291561,0.014560,0.000704,0.001568,0.001248,0.000352,0.922875
0.396300,0.017632,0.191334,0.121348,0.088994,0.064770,0.278728,0.015073,0.000704,0.001472,0.001248,0.000576,0.910011
0.396044,0.017761,0.192037,0.136228,0.091299,0.061442,0.292329,0.014592,0.000576,0.001632,0.001217,0.000576,0.923644
0.410444,0.017888,0.191686,0.162405,0.094755,0.063234,0.324298,0.014880,0.000672,0.001536,0.001216,0.000352,0.970204
0.396235,0.017632,0.191558,0.129284,0.086914,0.061634,0.281864,0.015009,0.000544,0.001504,0.001280,0.000384,0.913531
0.397163,0.017761,0.191622,0.141252,0.089346,0.067906,0.302089,0.015072,0.000544,0.001472,0.001184,0.000352,0.934235
0.396236,0.017761,0.209510,0.137252,0.091299,0.064610,0.296841,0.015392,0.000544,0.001568,0.001376,0.000320,0.946684
0.395659,0.017760,0.191366,0.128964,0.086626,0.061314,0.280712,0.014817,0.000512,0.001504,0.001152,0.000320,0.910747
0.396140,0.017857,0.191685,0.136836,0.089987,0.063362,0.294089,0.014977,0.000480,0.001568,0.001184,0.000416,0.925916
0.397260,0.017793,0.191621,0.137860,0.101635,0.088962,0.333481,0.015777,0.000512,0.001568,0.001152,0.000576,0.968861
0.395819,0.017761,0.191430,0.131075,0.092515,0.066050,0.293288,0.014657,0.000704,0.001440,0.001184,0.000320,0.922939
0.395724,0.017536,0.191142,0.134244,0.088515,0.063394,0.289513,0.014464,0.000512,0.001536,0.001088,0.000352,0.917755
0.396395,0.017633,0.191558,0.137092,0.088546,0.061346,0.290152,0.014305,0.000512,0.001472,0.001120,0.000288,0.919835
0.414508,0.017569,0.192006,0.138756,0.100931,0.063682,0.306985,0.014400,0.000512,0.001440,0.001088,0.000608,0.956412
0.395916,0.017793,0.191429,0.138821,0.089442,0.061570,0.293385,0.014369,0.000512,0.001440,0.001088,0.000352,0.922876
0.396332,0.017920,0.191878,0.123044,0.088866,0.061122,0.276584,0.014784,0.000544,0.001568,0.001056,0.000352,0.907675
0.395916,0.017633,0.192901,0.157701,0.121700,0.064930,0.350507,0.015584,0.000544,0.001536,0.001056,0.000384,0.982557
0.396619,0.017825,0.191462,0.139396,0.100867,0.063970,0.308105,0.015616,0.000544,0.001536,0.001184,0.000384,0.940347
0.396396,0.017824,0.191718,0.131140,0.087715,0.067394,0.290281,0.014848,0.000576,0.001536,0.001152,0.000416,0.922491
0.397676,0.017793,0.191461,0.130820,0.089123,0.062786,0.286857,0.015456,0.000544,0.001568,0.001184,0.000384,0.920411
0.396780,0.017729,0.191429,0.140932,0.087330,0.062562,0.294472,0.015265,0.000576,0.001504,0.001248,0.000416,0.927068
0.396651,0.017697,0.191750,0.133956,0.090402,0.063266,0.291176,0.015009,0.000544,0.001536,0.001216,0.000352,0.922875
0.397228,0.017793,0.192357,0.126980,0.090691,0.067426,0.288809,0.014688,0.000768,0.001537,0.001184,0.000320,0.921500
0.417965,0.017856,0.191814,0.134212,0.092387,0.066626,0.296585,0.015136,0.000576,0.001536,0.001216,0.000352,0.950268
0.396396,0.017793,0.192357,0.122020,0.087267,0.062978,0.276265,0.014656,0.000480,0.001568,0.001248,0.000384,0.908603
0.396843,0.017728,0.192006,0.131876,0.088226,0.062018,0.286024,0.014593,0.000512,0.001568,0.001120,0.000320,0.918235
0.396652,0.017793,0.192261,0.131492,0.110308,0.076450,0.322122,0.014784,0.000576,0.001536,0.001248,0.000416,0.954460
0.396012,0.017696,0.192134,0.131748,0.092323,0.065442,0.293001,0.015136,0.000512,0.001536,0.001184,0.000352,0.924923
0.396908,0.017856,0.191686,0.134852,0.090115,0.064642,0.293417,0.014848,0.000544,0.001632,0.001280,0.000384,0.926267
0.396588,0.018048,0.191814,0.144964,0.090083,0.066370,0.305321,0.015617,0.000544,0.001472,0.001152,0.000352,0.938812
0.414541,0.017728,0.191654,0.131396,0.103491,0.067074,0.305609,0.015328,0.000768,0.001537,0.001152,0.000416,0.956253
0.396876,0.017729,0.191141,0.140164,0.087426,0.062914,0.294441,0.015072,0.000480,0.002016,0.001248,0.000576,0.926780
0.396460,0.017665,0.191589,0.125508,0.086435,0.061506,0.277097,0.014656,0.000512,0.001568,0.001184,0.000384,0.908283
0.397580,0.017600,0.205894,0.132420,0.107460,0.064514,0.308202,0.014496,0.000512,0.001568,0.001152,0.000320,0.954908
0.397067,0.017761,0.191494,0.128995,0.091587,0.066082,0.290408,0.015105,0.000576,0.001568,0.001184,0.000384,0.922683
0.396268,0.017825,0.191301,0.130948,0.089955,0.064578,0.288937,0.015328,0.000544,0.001440,0.001280,0.000352,0.920315
0.396396,0.017664,0.191430,0.134756,0.088771,0.061954,0.288873,0.014752,0.000544,0.001792,0.001216,0.000384,0.920059
0.396076,0.017761,0.191717,0.140324,0.086851,0.063778,0.294249,0.014560,0.000544,0.001536,0.001185,0.000352,0.924252
0.397580,0.017505,0.191685,0.145349,0.087938,0.062882,0.299945,0.014625,0.000576,0.001600,0.001152,0.000352,0.932508
0.397292,0.017633,0.191909,0.132388,0.092067,0.064802,0.292841,0.014880,0.000544,0.001536,0.001344,0.000416,0.925756
0.418988,0.017825,0.191717,0.134532,0.104579,0.069090,0.312041,0.016097,0.000544,0.001504,0.001184,0.000416,0.967580
0.396747,0.017665,0.191590,0.132036,0.091234,0.064642,0.291592,0.014753,0.000704,0.001536,0.001248,0.000352,0.923739
0.396428,0.017760,0.191462,0.132772,0.088802,0.062530,0.287720,0.014849,0.000480,0.001408,0.001152,0.000352,0.918491
0.395948,0.017761,0.191525,0.147173,0.099363,0.062626,0.313002,0.014656,0.000800,0.001536,0.001152,0.000416,0.943708
0.396716,0.017632,0.191654,0.131044,0.090915,0.062178,0.287849,0.015232,0.000544,0.001440,0.001184,0.000384,0.919515
0.395436,0.017568,0.191430,0.128772,0.092162,0.065537,0.290120,0.014337,0.000576,0.001504,0.001184,0.000416,0.919803
0.395948,0.017632,0.191814,0.133028,0.092323,0.065986,0.295241,0.015456,0.000608,0.001536,0.001152,0.000384,0.927035
0.396172,0.018049,0.191749,0.132260,0.089955,0.064578,0.290217,0.014816,0.000544,0.001600,0.001280,0.000384,0.922204
0.396268,0.017761,0.191237,0.132292,0.088803,0.070914,0.295433,0.014560,0.000608,0.001569,0.001184,0.000576,0.926332
0.396460,0.017537,0.191973,0.134532,0.089795,0.065506,0.293513,0.015297,0.000544,0.001536,0.001184,0.000352,0.925980
0.415244,0.017761,0.191845,0.133220,0.106787,0.068258,0.311529,0.015041,0.000544,0.001536,0.001120,0.000384,0.961916
0.395979,0.017537,0.191750,0.133316,0.106979,0.063010,0.306857,0.014816,0.000512,0.001568,0.001184,0.000384,0.937371
0.396044,0.017568,0.192070,0.130852,0.092707,0.064802,0.292041,0.014496,0.000512,0.001536,0.001280,0.000384,0.923003
0.397324,0.017696,0.191942,0.131908,0.125124,0.090466,0.351531,0.014752,0.000544,0.001472,0.001184,0.000672,0.984381
0.396652,0.017536,0.191718,0.126308,0.087106,0.061634,0.278728,0.015297,0.000608,0.001536,0.001120,0.000384,0.910139
0.396364,0.017793,0.191525,0.127556,0.086979,0.061090,0.279625,0.015168,0.000544,0.001504,0.001152,0.000608,0.910939
0.395532,0.017792,0.191366,0.130564,0.092035,0.063425,0.290249,0.014528,0.000512,0.002016,0.001248,0.000384,0.920507
0.409612,0.017697,0.192197,0.128228,0.099491,0.066178,0.298345,0.014593,0.000800,0.001440,0.001600,0.000384,0.944380
0.395980,0.017761,0.191269,0.158405,0.093955,0.063138,0.319562,0.014656,0.000800,0.001536,0.001152,0.000384,0.950044
0.396108,0.017600,0.190950,0.131012,0.092579,0.063873,0.290984,0.015041,0.000544,0.001568,0.001120,0.000352,0.920891
0.395499,0.017761,0.210438,0.142628,0.090179,0.066722,0.304489,0.014401,0.000512,0.001440,0.001056,0.000352,0.953244
0.396268,0.017568,0.191270,0.122500,0.100099,0.060994,0.287081,0.014688,0.000960,0.001440,0.000992,0.000544,0.917179
0.395467,0.017761,0.191877,0.134211,0.088962,0.062082,0.288617,0.014592,0.000609,0.001472,0.001088,0.000384,0.918619
0.395628,0.017440,0.191686,0.138340,0.088003,0.066754,0.296265,0.014400,0.000512,0.001504,0.001056,0.000352,0.924955
0.395532,0.017568,0.191846,0.129604,0.088034,0.062978,0.283752,0.014177,0.000512,0.001472,0.001088,0.000384,0.913115
0.396620,0.017792,0.191462,0.125284,0.088194,0.064482,0.281160,0.014721,0.000704,0.001472,0.001120,0.000352,0.912251
0.395084,0.017760,0.191238,0.130628,0.083650,0.062274,0.279784,0.014209,0.000512,0.001504,0.001120,0.000320,0.907867
0.414412,0.017601,0.191718,0.133508,0.096419,0.060385,0.293544,0.015265,0.000608,0.001344,0.001056,0.000384,0.942908
0.395820,0.017569,0.191973,0.127780,0.085315,0.062081,0.278440,0.015232,0.000544,0.001472,0.001088,0.000352,0.909051
0.395723,0.017697,0.191526,0.140356,0.099107,0.070242,0.313129,0.014464,0.000544,0.001440,0.000992,0.000384,0.943291
0.395660,0.017504,0.191814,0.122947,0.103203,0.083106,0.313001,0.015969,0.000512,0.001536,0.001024,0.000384,0.944636
0.397484,0.017761,0.191877,0.124260,0.086659,0.063905,0.278216,0.015329,0.000576,0.001536,0.001152,0.000288,0.911291
0.395276,0.017600,0.191750,0.133060,0.086178,0.062818,0.285256,0.014241,0.000544,0.001440,0.001024,0.000352,0.913467
0.395628,0.017505,0.192165,0.128260,0.089987,0.064194,0.285801,0.014400,0.000480,0.001504,0.001280,0.000352,0.915803
0.410828,0.017760,0.191782,0.128964,0.097123,0.063010,0.293897,0.014624,0.000544,0.001536,0.001248,0.000352,0.939707
0.395371,0.017696,0.191846,0.136100,0.087618,0.061666,0.288872,0.014721,0.000512,0.001472,0.001120,0.000320,0.918491
0.395084,0.017569,0.191429,0.131332,0.087043,0.061154,0.283433,0.015232,0.000704,0.001728,0.001408,0.000352,0.914811
0.396268,0.017600,0.210567,0.130276,0.087970,0.061698,0.283592,0.016033,0.000544,0.001504,0.001184,0.000352,0.934908
0.395116,0.017761,0.191909,0.125124,0.085090,0.060322,0.273800,0.014977,0.000480,0.001504,0.000992,0.000352,0.903547
0.394828,0.017824,0.191462,0.124612,0.086818,0.061186,0.276264,0.014721,0.000512,0.001440,0.000992,0.000384,0.904923
0.395820,0.017665,0.192197,0.139972,0.087203,0.061442,0.291945,0.014752,0.000544,0.001440,0.001153,0.000352,0.922140
0.395500,0.017505,0.191301,0.140420,0.096771,0.061666,0.302313,0.014529,0.000512,0.001504,0.001504,0.000352,0.930780
0.395212,0.017760,0.191238,0.123171,0.084003,0.059714,0.269960,0.014464,0.000480,0.001504,0.001088,0.000384,0.897818
0.396619,0.017504,0.192038,0.135748,0.087426,0.060898,0.287688,0.014689,0.000544,0.001504,0.001152,0.000576,0.919195
0.395468,0.017696,0.207494,0.138052,0.098531,0.062657,0.302793,0.014945,0.000576,0.001504,0.001184,0.000384,0.948572
0.395756,0.017568,0.191366,0.117731,0.083650,0.058818,0.263208,0.014784,0.000512,0.001408,0.001152,0.000384,0.892090
0.394828,0.017761,0.191173,0.138436,0.086147,0.061986,0.289801,0.014592,0.000480,0.001472,0.001120,0.000320,0.917883
0.395339,0.017697,0.191494,0.136996,0.086946,0.059682,0.287304,0.015200,0.000928,0.001504,0.001056,0.000416,0.918107
0.395500,0.017601,0.191685,0.141445,0.100963,0.060865,0.307017,0.014592,0.000544,0.001440,0.001184,0.000384,0.936252
0.396012,0.017729,0.192133,0.142245,0.087330,0.062626,0.296233,0.015521,0.000512,0.001440,0.001056,0.000384,0.927420
0.395788,0.017633,0.191749,0.143140,0.085090,0.061506,0.293321,0.015040,0.000704,0.001536,0.001120,0.000577,0.924572
0.412460,0.017312,0.191590,0.125284,0.099203,0.061538,0.289641,0.014304,0.000544,0.001440,0.001120,0.000320,0.935227
0.394699,0.017761,0.191621,0.138789,0.097890,0.065409,0.305449,0.014593,0.000480,0.001440,0.001088,0.000352,0.933756
0.398188,0.017537,0.191525,0.139780,0.087043,0.064738,0.294985,0.015072,0.000544,0.001504,0.000929,0.000384,0.927612
0.396108,0.017760,0.192390,0.127044,0.101571,0.075586,0.308297,0.014689,0.000512,0.001408,0.000960,0.000320,0.938908
0.395500,0.017825,0.192165,0.139748,0.086882,0.061122,0.291145,0.014241,0.000512,0.001472,0.001088,0.000352,0.920636
0.395435,0.017601,0.191462,0.135588,0.088034,0.064354,0.291208,0.014657,0.000512,0.001472,0.000992,0.000352,0.920219
0.395852,0.017632,0.191174,0.167621,0.088130,0.065345,0.324329,0.014881,0.000512,0.001536,0.001024,0.000352,0.954268
0.410764,0.017793,0.191430,0.143140,0.096675,0.065826,0.309641,0.015616,0.000768,0.001536,0.001056,0.000384,0.955772
0.396363,0.017409,0.191622,0.139492,0.098627,0.063330,0.305193,0.014752,0.000704,0.001504,0.000992,0.000384,0.935579
0.395756,0.017537,0.192037,0.137764,0.088163,0.061442,0.290985,0.014816,0.000480,0.001536,0.001025,0.000384,0.920732
0.396171,0.017537,0.191174,0.160900,0.094947,0.062466,0.321993,0.014657,0.000704,0.001536,0.001056,0.000384,0.951324
0.396524,0.017600,0.192038,0.140004,0.086787,0.062338,0.292809,0.015328,0.000896,0.001472,0.000992,0.000352,0.924507
0.395819,0.017505,0.191686,0.136196,0.086914,0.063202,0.289768,0.014305,0.000544,0.001504,0.000992,0.000352,0.919195
0.396364,0.017696,0.192102,0.126372,0.085058,0.061921,0.277192,0.014593,0.000544,0.001504,0.001152,0.000352,0.908155
0.395979,0.017793,0.191494,0.140612,0.087170,0.063138,0.294120,0.014337,0.000832,0.001472,0.001184,0.000352,0.924155
0.395372,0.017537,0.191397,0.138276,0.103203,0.064866,0.309737,0.015233,0.000544,0.001408,0.001120,0.000352,0.939868
0.396492,0.017473,0.191909,0.138564,0.086019,0.063810,0.291881,0.015008,0.000544,0.001568,0.001152,0.000416,0.923932
0.411084,0.017697,0.194181,0.128484,0.088451,0.065026,0.286217,0.014560,0.000512,0.001568,0.001248,0.000384,0.936252
0.396652,0.017792,0.192102,0.144612,0.089027,0.067138,0.304585,0.014817,0.000544,0.001632,0.001152,0.000384,0.936540
0.395371,0.017504,0.191782,0.143524,0.086115,0.062305,0.295176,0.014337,0.000512,0.001536,0.001088,0.000384,0.923931
0.394988,0.017761,0.191941,0.138309,0.102435,0.070914,0.315274,0.015264,0.000704,0.001568,0.001120,0.000416,0.945468
0.395724,0.017760,0.191974,0.127108,0.086882,0.062210,0.280104,0.014657,0.000576,0.001504,0.001216,0.000320,0.911515
0.395467,0.017665,0.191878,0.136708,0.088002,0.063234,0.291272,0.015297,0.000480,0.001568,0.001216,0.000352,0.922171
0.395404,0.017537,0.192005,0.139493,0.086050,0.068930,0.297929,0.015745,0.000544,0.001600,0.001312,0.000320,0.929116
0.413037,0.017760,0.191974,0.144164,0.098179,0.069730,0.315145,0.015649,0.000512,0.001696,0.001408,0.000384,0.964349
0.395724,0.017536,0.191046,0.136644,0.088003,0.062370,0.290505,0.015264,0.000544,0.001536,0.001408,0.000352,0.920411
0.395660,0.017696,0.191334,0.142340,0.097123,0.070306,0.313353,0.015617,0.000512,0.001632,0.001568,0.000320,0.945244
0.395628,0.017729,0.209478,0.134372,0.104291,0.065026,0.307689,0.014976,0.000512,0.001568,0.001120,0.000416,0.956765
0.396012,0.017728,0.191398,0.138916,0.086339,0.061825,0.290248,0.014401,0.000512,0.001568,0.001152,0.000320,0.919707
0.396076,0.017568,0.191878,0.138020,0.087587,0.065602,0.294409,0.015232,0.000512,0.001536,0.001152,0.000352,0.924924
0.395852,0.017632,0.192646,0.136292,0.098915,0.063138,0.301993,0.015648,0.000512,0.001600,0.000992,0.000320,0.934140
0.396076,0.017409,0.191493,0.142660,0.088034,0.063074,0.297353,0.014881,0.000544,0.001568,0.001216,0.000352,0.927836
0.396556,0.017793,0.191237,0.130468,0.089315,0.062082,0.285193,0.014592,0.000544,0.001504,0.001088,0.000352,0.915323
0.395179,0.017888,0.191238,0.132068,0.086338,0.064418,0.286152,0.014689,0.000544,0.001536,0.001216,0.000320,0.915099
0.412077,0.017728,0.191622,0.131556,0.084482,0.060994,0.280424,0.015649,0.000512,0.001536,0.001024,0.000320,0.927196
0.396652,0.017633,0.191781,0.123492,0.088419,0.062145,0.277288,0.014785,0.000736,0.001472,0.001152,0.000320,0.908539
0.395948,0.017505,0.192005,0.141637,0.089794,0.063010,0.298249,0.014593,0.000544,0.001568,0.001184,0.000352,0.928924
0.396780,0.017537,0.192005,0.135076,0.118852,0.092355,0.350379,0.015488,0.000544,0.001536,0.001152,0.000352,0.983197
0.396172,0.017664,0.191622,0.132484,0.087522,0.063650,0.287272,0.014881,0.000576,0.001504,0.001152,0.000384,0.918427
0.395339,0.017537,0.192230,0.135140,0.091074,0.065634,0.295496,0.014881,0.000512,0.001536,0.001184,0.000352,0.925851
0.395595,0.017729,0.191942,0.131908,0.089378,0.070818,0.295944,0.014625,0.000512,0.001536,0.001184,0.000352,0.926683
0.409036,0.017600,0.191334,0.142436,0.087747,0.063938,0.297705,0.014464,0.000576,0.001504,0.001184,0.000352,0.940923
0.397164,0.017505,0.191589,0.128868,0.089731,0.065186,0.287305,0.014496,0.000960,0.001440,0.001185,0.000352,0.918492
0.397644,0.017888,0.191686,0.129380,0.085090,0.060450,0.278568,0.014497,0.000576,0.001536,0.001248,0.000352,0.910555
0.396972,0.017665,0.211782,0.139972,0.098243,0.064802,0.307977,0.015520,0.000544,0.001600,0.001152,0.000352,0.960637
0.396555,0.017729,0.192006,0.142468,0.086691,0.062913,0.295528,0.014337,0.000512,0.001472,0.001184,0.000320,0.926363
0.397931,0.017697,0.192902,0.133028,0.092962,0.065506,0.295208,0.015233,0.000512,0.001504,0.001376,0.000352,0.930107
0.396908,0.017601,0.191365,0.146532,0.088611,0.064897,0.303816,0.014721,0.000480,0.001440,0.001344,0.000352,0.935676
0.396972,0.017569,0.192677,0.133476,0.100131,0.065602,0.302729,0.014945,0.000512,0.001472,0.001280,0.000352,0.936060
0.396076,0.017760,0.192037,0.140260,0.090115,0.066114,0.300169,0.014977,0.000576,0.001472,0.001248,0.000352,0.931676
0.397004,0.017601,0.192037,0.138052,0.087619,0.062338,0.291849,0.014944,0.000736,0.001536,0.001280,0.000320,0.924923
0.411788,0.017792,0.191782,0.140036,0.086819,0.062562,0.292777,0.014624,0.000480,0.001504,0.001344,0.000352,0.939707
0.396939,0.017729,0.191430,0.133796,0.087778,0.062530,0.288232,0.015489,0.000512,0.001472,0.001152,0.000384,0.920347
0.395084,0.017761,0.191653,0.136324,0.090371,0.064258,0.294569,0.014432,0.000512,0.001504,0.001216,0.000288,0.924092
0.395755,0.017729,0.191910,0.158436,0.120996,0.062434,0.345130,0.015968,0.000512,0.001536,0.001088,0.000320,0.976668
0.394828,0.017569,0.191589,0.128164,0.097603,0.065090,0.294153,0.017633,0.000544,0.001472,0.001120,0.000320,0.926652
0.395596,0.017825,0.191781,0.128836,0.088643,0.062946,0.283945,0.015776,0.000544,0.001536,0.001216,0.000352,0.915515
0.396364,0.017569,0.191813,0.139332,0.086946,0.062466,0.292553,0.015265,0.000544,0.001568,0.001120,0.000352,0.924316
0.403724,0.017728,0.192134,0.144452,0.098243,0.065698,0.311913,0.015105,0.000960,0.001472,0.001440,0.000416,0.966685
0.395660,0.017600,0.191974,0.134788,0.089859,0.061921,0.290056,0.016768,0.000512,0.001440,0.001152,0.000320,0.922171
0.395116,0.017536,0.192422,0.136708,0.087523,0.062594,0.290057,0.016512,0.000544,0.001408,0.001312,0.000416,0.922107
0.395372,0.017409,0.209606,0.137476,0.103427,0.063458,0.308233,0.014400,0.000544,0.001441,0.001120,0.000320,0.955037
0.395339,0.017697,0.191974,0.127139,0.090915,0.063106,0.285000,0.015937,0.000480,0.001536,0.000928,0.000352,0.916219
0.396556,0.017697,0.192069,0.129668,0.087139,0.061666,0.281929,0.015456,0.000576,0.001536,0.001344,0.000352,0.914139
0.395948,0.017697,0.192293,0.141700,0.088386,0.063938,0.297992,0.016673,0.000544,0.001600,0.001568,0.000384,0.931324
0.397291,0.017728,0.192998,0.141636,0.091427,0.065218,0.302473,0.015232,0.000704,0.001536,0.001184,0.000384,0.937307
0.398315,0.017984,0.192230,0.122115,0.087651,0.062242,0.275720,0.015520,0.000544,0.001536,0.001505,0.000416,0.910843
0.396140,0.017696,0.192198,0.143140,0.090467,0.064770,0.302249,0.017408,0.000544,0.001697,0.001376,0.000384,0.936892
0.411596,0.017761,0.192134,0.140548,0.100771,0.066274,0.311401,0.016480,0.000480,0.001568,0.001152,0.000384,0.959453
0.396459,0.017729,0.192518,0.138596,0.087426,0.062978,0.292232,0.014977,0.000576,0.001664,0.001408,0.000416,0.924187
0.395404,0.017664,0.192102,0.127108,0.090114,0.063425,0.283944,0.015649,0.000608,0.001568,0.001568,0.000352,0.915963
0.395820,0.017729,0.191813,0.136548,0.121891,0.064354,0.327082,0.015105,0.000544,0.001536,0.001344,0.000384,0.959133
0.396012,0.017857,0.192037,0.133700,0.101347,0.060290,0.299049,0.016449,0.000512,0.001824,0.001344,0.000384,0.932604
0.396524,0.017728,0.192166,0.138980,0.088963,0.066242,0.297641,0.015040,0.000512,0.001536,0.001184,0.000384,0.929435
0.396460,0.017696,0.191878,0.139908,0.086947,0.062754,0.293065,0.015648,0.000544,0.001568,0.001280,0.000352,0.925211
0.414572,0.017824,0.192390,0.143620,0.087555,0.063970,0.298569,0.014688,0.000576,0.001569,0.001280,0.000352,0.949820
0.396492,0.017632,0.191718,0.144804,0.102947,0.063074,0.314313,0.016161,0.000512,0.001696,0.001024,0.000384,0.946716
0.397100,0.017729,0.191845,0.142725,0.103811,0.063906,0.314506,0.014720,0.000800,0.001536,0.001312,0.000384,0.947356
0.396204,0.017601,0.222502,0.133860,0.105571,0.065378,0.308297,0.016513,0.000544,0.001536,0.000992,0.000352,0.971901
0.396459,0.017761,0.191142,0.139396,0.086402,0.064258,0.293768,0.016417,0.000544,0.001760,0.001248,0.000352,0.926459
0.396684,0.017729,0.191173,0.138020,0.089187,0.064354,0.295241,0.015008,0.000832,0.001473,0.000992,0.000352,0.926204
0.396876,0.017728,0.191750,0.145732,0.090211,0.079362,0.318985,0.022241,0.000512,0.001568,0.001088,0.000352,0.957724
0.395884,0.017760,0.191174,0.139812,0.087203,0.063970,0.294185,0.015072,0.000800,0.001472,0.001216,0.000320,0.924187
0.395883,0.017600,0.191334,0.140804,0.087459,0.065090,0.297097,0.015168,0.000768,0.001472,0.001056,0.000352,0.927483
0.396396,0.017601,0.191045,0.135364,0.085091,0.060834,0.284617,0.016256,0.000928,0.001504,0.001376,0.000384,0.917595
