Layer[0],Layer[1],Layer[2],IN[3],INFER[3-7],OUT[7],TEE[3-7],Layer[8],Layer[9],Layer[10],classifier
0.401132,0.017760,0.191366,0.136548,0.104547,0.064610,0.309225,0.002784,0.001120,0.000384,0.930491
0.400684,0.017920,0.191718,0.134340,0.105347,0.066370,0.309289,0.002848,0.001216,0.000384,0.930555
0.401163,0.017760,0.191398,0.137348,0.105059,0.086307,0.332202,0.005504,0.001216,0.000384,0.956156
0.400235,0.017761,0.191462,0.129795,0.101315,0.061633,0.295944,0.002528,0.001057,0.000352,0.915323
0.400332,0.017824,0.191398,0.138244,0.101699,0.062050,0.305065,0.003392,0.001216,0.000416,0.925499
0.400651,0.017793,0.191334,0.132708,0.102755,0.063522,0.302025,0.002592,0.001120,0.000416,0.921883
0.418669,0.017728,0.191270,0.135012,0.112355,0.065314,0.315721,0.002400,0.001184,0.000352,0.952989
0.395147,0.017793,0.191141,0.128996,0.100611,0.063554,0.296297,0.004704,0.001120,0.000352,0.912314
0.400300,0.017601,0.191429,0.122884,0.102275,0.066658,0.295113,0.002592,0.001088,0.000384,0.914747
0.400652,0.017569,0.191205,0.148261,0.106915,0.062434,0.320970,0.003328,0.001184,0.000384,0.941020
0.400011,0.017824,0.191494,0.120803,0.102307,0.067714,0.294280,0.002721,0.001088,0.000416,0.915099
0.400012,0.017601,0.191077,0.121412,0.104003,0.066018,0.294857,0.002624,0.001184,0.000384,0.914107
0.400652,0.017729,0.191429,0.123300,0.103683,0.065282,0.295593,0.002656,0.001152,0.000352,0.916219
0.414861,0.017568,0.191334,0.132740,0.113059,0.067266,0.316265,0.002432,0.001088,0.000384,0.950045
0.400779,0.017697,0.191142,0.127459,0.102308,0.062817,0.295464,0.003425,0.001344,0.000416,0.916315
0.399884,0.017696,0.191302,0.138308,0.104899,0.065794,0.312201,0.004096,0.001056,0.000448,0.933179
0.400140,0.017793,0.208454,0.136292,0.112707,0.064738,0.317321,0.002689,0.001056,0.000384,0.954077
0.400844,0.017729,0.191622,0.119843,0.101251,0.064386,0.289192,0.003168,0.001120,0.000416,0.910043
0.400236,0.017601,0.191205,0.130404,0.103075,0.068898,0.305641,0.003681,0.001152,0.000448,0.926268
0.399659,0.017761,0.191398,0.127619,0.101891,0.069571,0.303305,0.005408,0.001184,0.000416,0.925435
0.396747,0.017633,0.191686,0.138372,0.104675,0.069186,0.316137,0.002976,0.001184,0.000384,0.934523
0.401292,0.017760,0.191398,0.139460,0.101379,0.064482,0.308937,0.002784,0.001216,0.000384,0.929819
0.395564,0.017504,0.191142,0.126500,0.104867,0.063682,0.298569,0.002592,0.001120,0.000384,0.912763
0.413708,0.017792,0.191397,0.138884,0.119332,0.069570,0.331434,0.003232,0.001120,0.000384,0.965532
0.400908,0.017600,0.191206,0.134980,0.102371,0.063554,0.304457,0.002592,0.001088,0.000384,0.924475
0.395435,0.017632,0.191462,0.159364,0.102819,0.067010,0.332394,0.004160,0.001088,0.000384,0.948636
0.400715,0.017792,0.191526,0.132676,0.116483,0.083043,0.335370,0.002368,0.001120,0.000320,0.955324
0.400524,0.017600,0.191686,0.131108,0.101123,0.063330,0.298633,0.002560,0.001088,0.000384,0.918907
0.401004,0.017601,0.191429,0.135364,0.100419,0.063074,0.302377,0.002464,0.001184,0.000384,0.922619
0.400044,0.017569,0.191365,0.133380,0.118116,0.063042,0.317706,0.005312,0.001120,0.000416,0.939548
0.438957,0.017824,0.192870,0.137764,0.117732,0.066209,0.325066,0.002720,0.001152,0.000384,0.986749
0.400172,0.017536,0.191430,0.131236,0.105731,0.065570,0.305833,0.002496,0.001152,0.000448,0.924795
0.395436,0.017665,0.191621,0.135396,0.105188,0.064033,0.307721,0.003233,0.001216,0.000384,0.923100
0.400172,0.017600,0.209766,0.134755,0.111619,0.065922,0.315786,0.002560,0.001152,0.000384,0.953404
0.395372,0.017761,0.191525,0.132452,0.104035,0.064450,0.303945,0.002560,0.001120,0.000384,0.918459
0.400844,0.017569,0.191334,0.132771,0.101059,0.066530,0.303368,0.002593,0.001120,0.000384,0.923132
0.400364,0.017569,0.191270,0.135236,0.101731,0.062050,0.302665,0.002592,0.001120,0.000416,0.922044
0.396908,0.017600,0.191238,0.133316,0.102883,0.064578,0.303785,0.003456,0.001184,0.000384,0.920347
0.401899,0.017696,0.191558,0.133540,0.104771,0.067266,0.309001,0.003200,0.001120,0.000416,0.930875
0.404268,0.017856,0.194886,0.129892,0.106115,0.067778,0.307465,0.002784,0.001152,0.000448,0.935323
0.432140,0.017825,0.192934,0.136996,0.119043,0.067746,0.327113,0.003136,0.001088,0.000416,0.980445
0.402284,0.017600,0.192198,0.128100,0.102723,0.063650,0.297961,0.002464,0.001088,0.000320,0.919707
0.396044,0.017696,0.191654,0.120932,0.103299,0.064482,0.291785,0.004832,0.001152,0.000352,0.910107
0.400204,0.017793,0.191621,0.164293,0.121252,0.063714,0.352395,0.002400,0.001120,0.000352,0.971709
0.400908,0.017601,0.191589,0.135940,0.103011,0.063809,0.305865,0.002433,0.001280,0.000352,0.925532
0.400044,0.017760,0.191782,0.132324,0.100195,0.062082,0.298217,0.002560,0.001120,0.000320,0.918299
0.400780,0.017665,0.191397,0.134084,0.102563,0.066050,0.305705,0.003072,0.001152,0.000352,0.925884
0.400908,0.017536,0.191686,0.143044,0.118564,0.064642,0.331210,0.002656,0.001120,0.000384,0.951548
0.400780,0.017440,0.191526,0.133380,0.103843,0.061858,0.302089,0.005408,0.001152,0.000384,0.924091
0.396523,0.017793,0.191782,0.120419,0.101251,0.061986,0.286952,0.002720,0.001088,0.000416,0.903546
0.395947,0.046657,0.192326,0.135844,0.120291,0.063010,0.322633,0.002368,0.001056,0.000352,0.967164
0.400044,0.017825,0.191493,0.157573,0.100035,0.062018,0.322378,0.002336,0.001088,0.000352,0.940732
0.400172,0.017568,0.191142,0.127300,0.098947,0.060738,0.290345,0.002464,0.001056,0.000384,0.908859
0.400300,0.017632,0.191526,0.125220,0.100803,0.087170,0.316393,0.003328,0.001216,0.000416,0.936827
0.396780,0.017632,0.192006,0.135492,0.102307,0.066530,0.307273,0.002432,0.001056,0.000352,0.923099
0.395948,0.017600,0.191782,0.136900,0.100451,0.062402,0.302889,0.002528,0.001376,0.000384,0.918363
0.395596,0.017857,0.191077,0.141124,0.100355,0.064418,0.309065,0.005408,0.001217,0.000416,0.927036
0.417389,0.017664,0.191718,0.136708,0.110883,0.067170,0.317993,0.002304,0.001088,0.000384,0.954845
0.400300,0.017633,0.191909,0.155013,0.102403,0.062370,0.322794,0.002304,0.001056,0.000384,0.941756
0.400683,0.017984,0.194726,0.159813,0.111555,0.071906,0.347370,0.003520,0.002144,0.000352,0.976028
0.399820,0.017921,0.236711,0.148388,0.116068,0.069890,0.338250,0.003680,0.002016,0.000352,1.007998
0.397291,0.017697,0.193158,0.132580,0.109283,0.069122,0.314985,0.002880,0.001088,0.000384,0.933659
0.398059,0.017569,0.192294,0.129763,0.106787,0.064450,0.304041,0.003168,0.001248,0.000352,0.922523
0.396876,0.017728,0.191430,0.124004,0.105571,0.062722,0.295433,0.002624,0.001088,0.000384,0.911451
0.401132,0.017921,0.191557,0.129444,0.104067,0.064418,0.301353,0.002816,0.001184,0.000416,0.922395
0.397612,0.017888,0.192230,0.127396,0.102755,0.062498,0.295945,0.002592,0.001088,0.000384,0.913947
0.400300,0.017888,0.191558,0.122788,0.102851,0.065986,0.294665,0.002304,0.001088,0.000352,0.914075
0.412876,0.017697,0.191557,0.136773,0.112931,0.063746,0.316906,0.003072,0.001216,0.000352,0.950012
0.396204,0.017664,0.192166,0.133444,0.103555,0.065250,0.305225,0.003136,0.001152,0.000352,0.921659
0.400460,0.017792,0.192262,0.142884,0.103939,0.065346,0.315881,0.002592,0.001121,0.000384,0.936956
0.396140,0.017536,0.191750,0.180485,0.120900,0.063746,0.369867,0.002464,0.001248,0.000320,0.984925
0.396140,0.017632,0.191782,0.131684,0.102563,0.062658,0.300009,0.002400,0.001088,0.000352,0.915515
0.396331,0.017633,0.191814,0.155844,0.099843,0.063298,0.321865,0.003104,0.001216,0.000352,0.938427
0.395788,0.017664,0.191718,0.133124,0.102211,0.063810,0.302217,0.002464,0.001056,0.000320,0.917051
0.414924,0.017665,0.191365,0.133380,0.118180,0.062882,0.317578,0.002592,0.001024,0.000320,0.951484
0.396139,0.017633,0.191365,0.130467,0.102755,0.065218,0.301128,0.002496,0.001088,0.000320,0.915355
0.400364,0.017472,0.191238,0.121603,0.100707,0.067234,0.292744,0.003201,0.001120,0.000384,0.912571
0.400492,0.017697,0.208742,0.132868,0.111203,0.063554,0.310985,0.002400,0.001056,0.000384,0.948380
0.401356,0.017440,0.191366,0.133764,0.100291,0.064002,0.301257,0.002528,0.001024,0.000384,0.920859
0.396780,0.017633,0.191877,0.138597,0.102915,0.064706,0.309802,0.002848,0.001120,0.000384,0.927260
0.401452,0.017792,0.191590,0.138660,0.104099,0.064130,0.310473,0.002912,0.001056,0.000384,0.932476
0.403020,0.018177,0.192901,0.181862,0.110243,0.070626,0.367051,0.004736,0.002945,0.000576,0.998270
0.396780,0.017920,0.192166,0.137956,0.108515,0.066690,0.316841,0.003776,0.001568,0.000352,0.936123
0.402891,0.017792,0.191782,0.147396,0.105219,0.062050,0.318057,0.002976,0.001088,0.000352,0.941563
0.418605,0.017632,0.192134,0.124452,0.113955,0.064802,0.306377,0.002784,0.001056,0.000416,0.944988
0.397132,0.018145,0.192197,0.136516,0.105124,0.065186,0.310666,0.002720,0.001120,0.000416,0.928604
0.401996,0.017792,0.191750,0.122372,0.102435,0.063074,0.291593,0.002656,0.001120,0.000416,0.913595
0.397932,0.017729,0.212262,0.125604,0.121731,0.069890,0.320969,0.002816,0.001216,0.000416,0.961053
0.401164,0.017761,0.192837,0.137092,0.103779,0.064642,0.309001,0.002401,0.001216,0.000384,0.930940
0.400844,0.017824,0.192582,0.129316,0.102371,0.063202,0.298697,0.002912,0.001280,0.000416,0.921083
0.400683,0.017632,0.192486,0.128612,0.104323,0.065794,0.301897,0.002848,0.001344,0.000384,0.923867
0.401260,0.017696,0.192806,0.124932,0.103523,0.062530,0.294121,0.002688,0.001152,0.000352,0.916411
0.401228,0.017697,0.191941,0.133796,0.104227,0.062850,0.304009,0.002592,0.001120,0.000384,0.924891
0.402412,0.017664,0.192934,0.160357,0.104931,0.064258,0.333194,0.002880,0.001184,0.000384,0.957116
0.418189,0.017888,0.192038,0.132004,0.112931,0.065314,0.314985,0.002528,0.001088,0.000352,0.953404
0.400588,0.017696,0.192486,0.126788,0.104803,0.065122,0.299817,0.002720,0.001088,0.000384,0.920603
0.401100,0.017889,0.191973,0.131235,0.102435,0.064738,0.301736,0.004065,0.001152,0.000416,0.923804
0.400235,0.017761,0.192518,0.154884,0.118308,0.062402,0.339018,0.002592,0.001120,0.000352,0.959196
0.401196,0.017568,0.191878,0.134372,0.101059,0.062402,0.301545,0.002432,0.001184,0.000384,0.922331
0.397324,0.017857,0.192357,0.128484,0.101987,0.064450,0.298505,0.002528,0.001120,0.000352,0.916155
0.395628,0.017601,0.192549,0.134052,0.102787,0.066978,0.306825,0.004096,0.001152,0.000384,0.923580
0.410860,0.017728,0.192294,0.133444,0.100867,0.067778,0.305929,0.002944,0.001280,0.000384,0.937435
0.400588,0.017761,0.191813,0.152709,0.101987,0.062882,0.321098,0.002368,0.001248,0.000384,0.940636
0.400908,0.017632,0.191942,0.116835,0.100259,0.065186,0.285576,0.003617,0.001184,0.000320,0.907259
0.400652,0.017568,0.210502,0.134788,0.100547,0.061570,0.300297,0.002528,0.001216,0.000384,0.938971
0.395948,0.017761,0.191045,0.133700,0.117348,0.062626,0.317418,0.002528,0.001120,0.000384,0.932156
0.402156,0.017761,0.191718,0.155524,0.099843,0.063234,0.322153,0.004992,0.001120,0.000384,0.946268
0.401388,0.017857,0.191845,0.133956,0.103875,0.063202,0.304233,0.002464,0.001120,0.000384,0.925499
0.400844,0.017569,0.191845,0.139652,0.100163,0.063298,0.306761,0.004480,0.001120,0.000416,0.929595
0.398060,0.017921,0.193574,0.132676,0.105571,0.065122,0.307241,0.002624,0.001312,0.000384,0.927740
0.401548,0.017825,0.193317,0.135076,0.115684,0.064706,0.318666,0.002560,0.001024,0.000352,0.941212
0.414892,0.017857,0.191717,0.132804,0.113220,0.068130,0.317610,0.002272,0.001152,0.000384,0.951996
0.400876,0.017824,0.192006,0.130692,0.103395,0.068482,0.306089,0.002400,0.001120,0.000384,0.926651
0.401420,0.017665,0.191621,0.141252,0.102115,0.060450,0.306921,0.002496,0.001088,0.000416,0.927739
0.400268,0.017761,0.191333,0.158501,0.111907,0.068002,0.341834,0.005377,0.001248,0.000384,0.964477
0.400172,0.017601,0.192293,0.126660,0.101219,0.061602,0.292201,0.002304,0.001088,0.000384,0.911483
0.399724,0.017760,0.191494,0.129828,0.100931,0.066850,0.300297,0.002336,0.001088,0.000384,0.919035
0.400780,0.017569,0.192293,0.128964,0.100291,0.062818,0.295465,0.002432,0.001088,0.000352,0.917051
0.417773,0.017856,0.192134,0.134244,0.118403,0.062881,0.318473,0.003521,0.001248,0.000384,0.957437
0.401867,0.017760,0.199366,0.135556,0.107587,0.067778,0.315017,0.002528,0.001120,0.000416,0.945179
0.396396,0.017760,0.192646,0.137380,0.117220,0.065602,0.323626,0.002528,0.001120,0.000448,0.940092
0.396780,0.017792,0.209607,0.133156,0.110371,0.063522,0.310409,0.003104,0.001216,0.000416,0.945852
0.395627,0.017760,0.192294,0.131556,0.103587,0.063714,0.302185,0.002496,0.001088,0.000352,0.917915
0.397452,0.017568,0.191494,0.131492,0.100483,0.061634,0.296553,0.002208,0.001056,0.000416,0.912475
0.400364,0.017536,0.192006,0.131524,0.100195,0.061410,0.296105,0.002432,0.001056,0.000384,0.915771
0.397100,0.017760,0.192838,0.127908,0.103011,0.063874,0.298025,0.002656,0.001120,0.000384,0.916827
0.401323,0.017600,0.191494,0.134948,0.103779,0.067010,0.309097,0.002912,0.001184,0.000416,0.930939
0.400716,0.017633,0.192101,0.133860,0.104452,0.066145,0.307402,0.003296,0.001344,0.000384,0.928796
0.416364,0.017569,0.192197,0.124420,0.112452,0.072930,0.313322,0.002624,0.001088,0.000384,0.949308
0.397580,0.017633,0.192197,0.127844,0.102115,0.064066,0.297705,0.002656,0.001216,0.000416,0.916091
0.395980,0.017664,0.192134,0.129668,0.101539,0.061954,0.296585,0.002464,0.001088,0.000384,0.911899
0.395851,0.017825,0.192006,0.135204,0.118947,0.080674,0.337962,0.003136,0.001184,0.000352,0.954332
0.401355,0.017825,0.191782,0.131748,0.103107,0.063330,0.301481,0.002592,0.001056,0.000384,0.922491
0.400684,0.017889,0.191653,0.153445,0.102659,0.065538,0.324554,0.002336,0.001088,0.000352,0.944508
0.400268,0.017793,0.191461,0.135204,0.102691,0.068546,0.309546,0.002400,0.001120,0.000320,0.929148
0.417324,0.017889,0.192134,0.146948,0.111971,0.065570,0.327977,0.002592,0.001120,0.000416,0.966172
0.401452,0.017760,0.191142,0.156133,0.109475,0.065090,0.334410,0.002848,0.001184,0.000384,0.955420
0.403500,0.018176,0.195494,0.180198,0.118595,0.073954,0.377451,0.004001,0.002976,0.000320,1.011614
0.426605,0.017921,0.195525,0.155620,0.121540,0.072898,0.353963,0.003040,0.001984,0.000352,1.007582
0.400236,0.017856,0.193222,0.135972,0.106147,0.065378,0.311401,0.002592,0.001152,0.000352,0.933851
0.400236,0.017792,0.192134,0.132964,0.105283,0.065186,0.307209,0.002496,0.001120,0.000448,0.928123
0.400171,0.017953,0.192038,0.164645,0.116547,0.072002,0.357002,0.002528,0.001088,0.000352,0.977724
0.400204,0.017760,0.192710,0.122820,0.102083,0.064130,0.292297,0.002528,0.001088,0.000352,0.913275
0.394892,0.017728,0.192230,0.133476,0.104739,0.063714,0.305033,0.002336,0.001056,0.000320,0.919707
0.402059,0.017760,0.192006,0.146148,0.101059,0.063970,0.314473,0.002592,0.001152,0.000320,0.936795
0.399852,0.017440,0.191878,0.130884,0.112739,0.065730,0.312585,0.002432,0.001152,0.000352,0.931835
0.396395,0.017889,0.192262,0.137060,0.107267,0.066146,0.314121,0.002592,0.001056,0.000384,0.931899
0.399820,0.017600,0.192262,0.134340,0.108835,0.066402,0.313065,0.002624,0.001056,0.000384,0.932955
0.417484,0.017729,0.191781,0.137028,0.120612,0.068386,0.330090,0.002784,0.001280,0.000416,0.968540
0.401196,0.017920,0.192390,0.137188,0.104899,0.066690,0.312841,0.002528,0.001120,0.000384,0.934683
0.399339,0.017825,0.191366,0.127523,0.107492,0.068514,0.307177,0.003136,0.001120,0.000416,0.926683
0.395276,0.017697,0.191557,0.136004,0.119684,0.074690,0.334602,0.002592,0.001152,0.000320,0.949852
0.402028,0.017761,0.194437,0.134372,0.105795,0.069026,0.312874,0.002624,0.001184,0.000384,0.937628
0.400588,0.017728,0.192966,0.146788,0.105379,0.067458,0.323242,0.003104,0.001184,0.000416,0.945212
0.396044,0.017793,0.193157,0.131524,0.104451,0.065250,0.304681,0.002848,0.001184,0.000385,0.922684
0.417868,0.017793,0.192422,0.133508,0.104963,0.074050,0.315849,0.002688,0.001120,0.000352,0.954332
0.395660,0.017665,0.192069,0.133220,0.103331,0.067586,0.307690,0.002752,0.001120,0.000384,0.924604
0.400652,0.017633,0.192517,0.126020,0.104259,0.066370,0.300521,0.002976,0.001152,0.000448,0.922299
0.400140,0.017633,0.206310,0.129124,0.111747,0.065794,0.309897,0.002496,0.001152,0.000416,0.945020
0.400236,0.017665,0.191461,0.137061,0.103619,0.070402,0.314570,0.002784,0.001184,0.000384,0.935228
0.396396,0.017729,0.191685,0.122180,0.104355,0.065474,0.295209,0.002336,0.001184,0.000384,0.910779
0.396107,0.017984,0.193542,0.160005,0.112643,0.088003,0.364523,0.002848,0.001248,0.000416,0.983677
0.394508,0.017505,0.192101,0.121668,0.102627,0.063394,0.291049,0.002496,0.001024,0.000352,0.904699
0.394891,0.017600,0.192038,0.123715,0.112260,0.069154,0.308553,0.003776,0.001024,0.000416,0.924379
0.394635,0.017825,0.192453,0.131396,0.103267,0.068034,0.306090,0.003840,0.001024,0.000352,0.921115
0.416844,0.017601,0.192517,0.128164,0.114115,0.066978,0.313065,0.002625,0.001088,0.000352,0.950524
0.394507,0.017665,0.192198,0.133444,0.114307,0.072098,0.323209,0.002656,0.001152,0.000320,0.937179
0.394668,0.018240,0.191910,0.127364,0.100611,0.073410,0.305193,0.003616,0.000992,0.000288,0.919899
0.395179,0.017761,0.191398,0.124227,0.123268,0.080034,0.331273,0.002528,0.001088,0.000320,0.944827
0.399820,0.017760,0.192230,0.119300,0.110595,0.064322,0.299305,0.004160,0.001056,0.000320,0.919547
0.400204,0.017601,0.191301,0.132516,0.102339,0.068098,0.306473,0.004224,0.001088,0.000384,0.927548
0.394316,0.017569,0.192485,0.121572,0.114435,0.063778,0.302857,0.002432,0.000928,0.000416,0.915675
0.407340,0.017824,0.191718,0.125444,0.110979,0.067170,0.307337,0.003200,0.001152,0.000384,0.934619
0.395628,0.017856,0.191622,0.123716,0.112163,0.063138,0.303017,0.002656,0.001152,0.000352,0.917019
0.396428,0.017217,0.192037,0.131620,0.119492,0.067490,0.323818,0.002464,0.001184,0.000352,0.938204
0.398924,0.017600,0.192134,0.149060,0.101731,0.064546,0.318665,0.002465,0.001056,0.000352,0.937244
0.395116,0.017792,0.191750,0.120932,0.112675,0.064162,0.301609,0.002784,0.000992,0.000384,0.915739
0.395179,0.017761,0.191334,0.115427,0.100035,0.061026,0.280104,0.002528,0.001120,0.000384,0.893146
0.395179,0.018017,0.191462,0.133700,0.102435,0.065346,0.305673,0.005568,0.001440,0.000416,0.922715
0.405740,0.017537,0.192102,0.114435,0.111203,0.065026,0.294312,0.003232,0.001377,0.000320,0.919964
0.399436,0.017761,0.191653,0.122532,0.102659,0.063746,0.292073,0.005280,0.001120,0.000320,0.913115
0.394795,0.017761,0.191814,0.164260,0.104292,0.064289,0.336201,0.002401,0.001088,0.000352,0.949596
0.394924,0.017632,0.191750,0.164037,0.102019,0.065410,0.334794,0.004448,0.001024,0.000320,0.949948
0.394124,0.017792,0.191782,0.145860,0.109636,0.066722,0.325770,0.002240,0.001088,0.000352,0.937468
0.394188,0.017729,0.192069,0.131428,0.113156,0.071042,0.319402,0.004096,0.000992,0.000352,0.933948
0.395179,0.017601,0.192198,0.128899,0.100003,0.063394,0.295560,0.002560,0.001024,0.000320,0.910875
0.394796,0.017825,0.191653,0.136612,0.112036,0.065890,0.318154,0.002560,0.001056,0.000288,0.933500
0.394891,0.017665,0.191814,0.135876,0.101731,0.064770,0.305481,0.002752,0.001120,0.000320,0.920027
0.395628,0.017441,0.191333,0.138500,0.100675,0.062882,0.305385,0.003072,0.001216,0.000448,0.921116
0.413484,0.019937,0.192133,0.143685,0.111843,0.066434,0.325450,0.002528,0.001088,0.000416,0.961916
0.395468,0.017792,0.192198,0.139012,0.104483,0.071075,0.317898,0.002752,0.001184,0.000384,0.934332
0.400044,0.017568,0.192038,0.127716,0.101763,0.065506,0.298697,0.002496,0.001216,0.000352,0.918939
0.395403,0.017825,0.191942,0.134276,0.122083,0.090147,0.350762,0.002752,0.001216,0.000416,0.966940
0.400204,0.017761,0.192166,0.135268,0.104387,0.065122,0.308489,0.002496,0.001280,0.000480,0.929788
0.399884,0.017825,0.191877,0.128516,0.102755,0.066210,0.301033,0.002496,0.001120,0.000448,0.921083
0.395339,0.017857,0.191494,0.139492,0.102531,0.068706,0.314089,0.002816,0.001184,0.000320,0.929531
0.416653,0.017792,0.192102,0.136836,0.116708,0.067874,0.324778,0.002560,0.001216,0.000448,0.962173
0.399532,0.017728,0.192742,0.134052,0.103459,0.067138,0.307945,0.002624,0.001184,0.000416,0.929563
0.395212,0.017793,0.192165,0.134980,0.104355,0.065346,0.308554,0.002624,0.001216,0.000416,0.924636
0.396300,0.017792,0.215207,0.135716,0.105091,0.065602,0.310089,0.002304,0.001184,0.000416,0.950044
0.396012,0.017665,0.191717,0.158821,0.109219,0.066274,0.337962,0.002401,0.001120,0.000416,0.953757
0.395756,0.017824,0.192134,0.132708,0.103075,0.065602,0.304649,0.002432,0.001152,0.000416,0.920731
0.394924,0.017729,0.191845,0.142181,0.103843,0.066210,0.316042,0.002368,0.001216,0.000416,0.931004
0.395243,0.017761,0.191526,0.151172,0.104995,0.063938,0.323465,0.002432,0.001152,0.000416,0.938139
0.395820,0.017665,0.191909,0.129156,0.103971,0.064898,0.301257,0.002752,0.001120,0.000352,0.916763
0.399788,0.017825,0.191749,0.129444,0.102275,0.067906,0.302953,0.002528,0.001152,0.000384,0.922556
0.413580,0.017728,0.192134,0.137828,0.106019,0.067010,0.314761,0.002593,0.001248,0.000416,0.949500
0.400043,0.017664,0.191750,0.126916,0.102691,0.064482,0.297705,0.002656,0.001152,0.000416,0.917915
0.400460,0.017888,0.191814,0.139332,0.105443,0.069026,0.317417,0.002753,0.001184,0.000448,0.938876
0.395308,0.017728,0.191558,0.146980,0.103940,0.063041,0.317193,0.002689,0.001248,0.000416,0.932636
0.395115,0.017921,0.191494,0.130691,0.104515,0.067010,0.305865,0.002848,0.001184,0.000384,0.920603
0.395596,0.017696,0.192390,0.155909,0.102819,0.063586,0.325610,0.002528,0.001088,0.000608,0.941628
0.399820,0.017600,0.191462,0.127972,0.101859,0.074722,0.307753,0.002336,0.001152,0.000384,0.926683
0.395020,0.017825,0.191845,0.131236,0.106915,0.064642,0.306025,0.002753,0.001152,0.000416,0.921660
0.395435,0.017824,0.191430,0.129892,0.104131,0.063490,0.300681,0.002656,0.001152,0.000352,0.915483
0.395724,0.017632,0.191910,0.130148,0.102979,0.062562,0.299145,0.002688,0.001248,0.000416,0.914715
0.399948,0.017633,0.207526,0.133828,0.114755,0.066722,0.318761,0.002496,0.001120,0.000384,0.954396
0.395660,0.017729,0.191749,0.131908,0.103683,0.063490,0.303049,0.002560,0.001281,0.000416,0.918620
0.399660,0.017824,0.191622,0.137124,0.106499,0.067330,0.314089,0.002529,0.001120,0.000352,0.934460
0.399980,0.017760,0.192646,0.129348,0.103971,0.092867,0.331050,0.003104,0.001248,0.000448,0.953692
0.396140,0.017665,0.191461,0.131812,0.105859,0.065442,0.306889,0.002624,0.001217,0.000384,0.922204
0.396107,0.017857,0.192230,0.138980,0.105955,0.068354,0.316425,0.002720,0.001216,0.000384,0.932955
0.400044,0.017729,0.191301,0.138212,0.103971,0.065442,0.310954,0.002592,0.001152,0.000416,0.930300
0.416940,0.017857,0.191878,0.134980,0.104643,0.064546,0.308009,0.002528,0.001184,0.000352,0.944828
0.400044,0.017761,0.191301,0.128516,0.103619,0.067106,0.302473,0.002624,0.001216,0.000416,0.921979
0.394571,0.017792,0.191590,0.157252,0.110500,0.064706,0.335594,0.002752,0.001184,0.000384,0.950204
0.396204,0.017760,0.206150,0.133956,0.110596,0.064322,0.311978,0.002336,0.001120,0.000352,0.942460
0.399308,0.017888,0.191622,0.150469,0.100451,0.062273,0.316297,0.002369,0.001056,0.000384,0.934300
0.399819,0.017536,0.191814,0.127812,0.101379,0.063073,0.295592,0.002433,0.001088,0.000416,0.915195
0.399628,0.017792,0.191878,0.117635,0.100579,0.063778,0.285288,0.003232,0.001249,0.000416,0.905435
0.394860,0.017601,0.191461,0.130340,0.098947,0.065154,0.297257,0.003040,0.001184,0.000416,0.911451
0.399628,0.017824,0.191302,0.133988,0.099843,0.060962,0.297801,0.002272,0.001120,0.000320,0.916219
0.399692,0.017536,0.191558,0.134596,0.100963,0.067202,0.305705,0.002304,0.001056,0.000320,0.924347
0.395115,0.017665,0.207430,0.135524,0.110947,0.062594,0.312105,0.003040,0.001184,0.000353,0.942556
0.394636,0.017568,0.191814,0.123364,0.100995,0.061921,0.289320,0.002464,0.001088,0.000384,0.902491
0.399243,0.017729,0.191782,0.157476,0.099971,0.062210,0.323081,0.003200,0.001120,0.000352,0.942459
0.399436,0.017505,0.191653,0.134340,0.102659,0.066146,0.306697,0.003008,0.001089,0.000416,0.926556
0.394956,0.017824,0.192166,0.136484,0.102435,0.063682,0.305673,0.002752,0.001088,0.000384,0.920443
0.399500,0.017857,0.191461,0.131012,0.100291,0.065666,0.300521,0.003488,0.001152,0.000384,0.920283
0.394828,0.017665,0.191973,0.133764,0.100451,0.062466,0.300041,0.003200,0.001152,0.000384,0.914875
0.414924,0.017601,0.192037,0.142725,0.117859,0.062530,0.326794,0.002304,0.001088,0.000416,0.961244
0.399820,0.017824,0.192198,0.130788,0.099811,0.064610,0.298249,0.002336,0.001088,0.000384,0.918075
0.398956,0.017504,0.192294,0.136548,0.100035,0.062594,0.302665,0.003168,0.001216,0.000384,0.922299
0.399308,0.017728,0.192102,0.133988,0.119556,0.076738,0.334794,0.003200,0.001184,0.000416,0.955580
0.397228,0.017536,0.192134,0.131428,0.098915,0.063298,0.296905,0.003104,0.001248,0.000384,0.914587
0.399148,0.017760,0.191462,0.129220,0.102275,0.063490,0.298633,0.002496,0.001088,0.000384,0.917435
0.400076,0.017824,0.191590,0.149253,0.101411,0.067138,0.321066,0.003424,0.001248,0.000384,0.943132
0.415788,0.017729,0.192805,0.140804,0.119012,0.068354,0.331882,0.002784,0.001120,0.000416,0.968732
0.400939,0.017728,0.192998,0.139876,0.105891,0.067906,0.316841,0.002720,0.001024,0.000352,0.939515
0.400172,0.017601,0.192037,0.137060,0.104035,0.064322,0.308746,0.004672,0.001216,0.000416,0.931004
0.399596,0.017728,0.208999,0.133796,0.112323,0.067394,0.316489,0.002560,0.001120,0.000384,0.953212
