Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],IN[7],INFER[7-7],OUT[7],TEE[7-7],Layer[8],Layer[9],Layer[10],classifier
0.394508,0.017536,0.191622,0.004832,0.046913,0.000608,0.013441,0.096163,0.030721,0.055521,0.185317,0.001920,0.001216,0.000352,0.865849
0.394476,0.017537,0.191365,0.004864,0.047074,0.000576,0.013440,0.102819,0.033697,0.061922,0.201094,0.001824,0.001280,0.000352,0.881210
0.410508,0.017441,0.191397,0.004929,0.047105,0.000544,0.013408,0.105956,0.033825,0.061761,0.204231,0.001760,0.001152,0.000288,0.899739
0.400331,0.017633,0.193894,0.004864,0.047265,0.000576,0.013505,0.110531,0.034049,0.059458,0.206822,0.001984,0.001088,0.000320,0.896058
0.394731,0.017569,0.191685,0.004865,0.047233,0.000608,0.013568,0.111300,0.032929,0.062082,0.209127,0.001984,0.001248,0.000320,0.890202
0.394636,0.017344,0.191910,0.004896,0.047105,0.000640,0.013537,0.125348,0.035809,0.059490,0.225927,0.002272,0.001056,0.000352,0.906875
0.394924,0.017473,0.191557,0.004896,0.047394,0.000608,0.013440,0.102595,0.033505,0.059490,0.198886,0.002144,0.001408,0.000384,0.879706
0.394380,0.017441,0.191621,0.004896,0.047586,0.000608,0.013504,0.098179,0.032993,0.056258,0.190246,0.002048,0.001120,0.000288,0.870554
0.394540,0.017280,0.191270,0.004928,0.047009,0.000608,0.013537,0.102787,0.032577,0.058434,0.196774,0.001984,0.001152,0.000288,0.876346
0.417580,0.017696,0.196102,0.004896,0.047458,0.000576,0.013600,0.118979,0.034593,0.061345,0.218470,0.002401,0.001312,0.000448,0.929660
0.397132,0.017600,0.192774,0.004864,0.047234,0.000640,0.013568,0.110723,0.034369,0.059201,0.207366,0.002176,0.001216,0.000352,0.892123
0.395723,0.017185,0.192966,0.004896,0.047009,0.000608,0.013473,0.106467,0.034945,0.059074,0.203494,0.001984,0.001312,0.000384,0.886362
0.395756,0.017376,0.192998,0.004928,0.047554,0.000640,0.013536,0.125252,0.031649,0.059714,0.219623,0.002144,0.001312,0.000416,0.903803
0.395756,0.017504,0.192902,0.004928,0.047074,0.000608,0.013504,0.110275,0.032897,0.057922,0.204198,0.001984,0.001280,0.000384,0.887930
0.395948,0.017505,0.192133,0.004897,0.047009,0.000640,0.013408,0.108324,0.033345,0.059617,0.204358,0.001953,0.001248,0.000352,0.887163
0.396364,0.017440,0.192038,0.004928,0.046945,0.000608,0.013441,0.105891,0.034529,0.062050,0.205446,0.001920,0.001280,0.000320,0.887610
0.410668,0.017441,0.191877,0.004864,0.046850,0.000608,0.013568,0.105347,0.037890,0.061313,0.207622,0.001921,0.001216,0.000320,0.904283
0.395659,0.017377,0.192294,0.004896,0.047169,0.000608,0.013409,0.105379,0.035169,0.058498,0.201798,0.001920,0.001216,0.000352,0.883770
0.395660,0.017344,0.193158,0.004864,0.047329,0.000576,0.013569,0.107235,0.034561,0.059330,0.204070,0.001920,0.001248,0.000320,0.886938
0.395276,0.017504,0.191718,0.004832,0.047137,0.000608,0.013505,0.108867,0.045601,0.066434,0.223974,0.002081,0.001504,0.000384,0.906331
0.395372,0.017409,0.192261,0.004800,0.047074,0.000608,0.013568,0.106979,0.032737,0.058338,0.201030,0.002048,0.001440,0.000352,0.883034
0.396427,0.017345,0.192389,0.004960,0.047233,0.000608,0.013504,0.104355,0.035073,0.059457,0.201733,0.001985,0.001344,0.000352,0.885467
0.395820,0.017505,0.191685,0.004864,0.046850,0.000576,0.013504,0.107043,0.039362,0.059105,0.208486,0.002113,0.001504,0.000384,0.890427
0.416268,0.017409,0.192453,0.004832,0.047042,0.000576,0.013536,0.109892,0.038241,0.061538,0.212839,0.001920,0.001504,0.000416,0.916379
0.396524,0.017408,0.192550,0.004896,0.047777,0.000576,0.013473,0.110211,0.033537,0.057826,0.204614,0.002016,0.001184,0.000352,0.888602
0.395180,0.017600,0.191782,0.004896,0.047010,0.000576,0.013408,0.107779,0.033313,0.061794,0.205734,0.001920,0.001216,0.000320,0.886426
0.396396,0.017505,0.191813,0.004864,0.046978,0.000576,0.013440,0.108131,0.033217,0.079363,0.223559,0.002144,0.001248,0.000352,0.905979
0.395403,0.017345,0.192006,0.004864,0.047489,0.000576,0.013409,0.104995,0.033729,0.058562,0.200038,0.002080,0.001344,0.000352,0.881658
0.397131,0.017440,0.191878,0.004832,0.046881,0.000608,0.013441,0.106979,0.032801,0.060898,0.203302,0.002016,0.001280,0.000320,0.886426
0.395852,0.017344,0.191750,0.004832,0.047458,0.000608,0.013504,0.100739,0.031745,0.055330,0.191046,0.002112,0.001280,0.000288,0.873434
0.424620,0.017761,0.192038,0.004928,0.047009,0.000608,0.013441,0.097506,0.032993,0.055394,0.188645,0.002048,0.001248,0.000288,0.899674
0.395596,0.017312,0.191878,0.004864,0.047330,0.000576,0.013376,0.096515,0.029921,0.055489,0.184709,0.001984,0.001152,0.000288,0.865882
0.395627,0.017601,0.191782,0.004864,0.047521,0.000576,0.013473,0.112099,0.033505,0.057122,0.205798,0.002080,0.001216,0.000320,0.888122
0.395916,0.017600,0.192006,0.004896,0.047426,0.000576,0.013440,0.110563,0.033889,0.062242,0.209894,0.001920,0.001536,0.000352,0.893338
0.395468,0.017376,0.192134,0.004832,0.047298,0.000544,0.013440,0.106883,0.030849,0.057282,0.198118,0.002304,0.001504,0.000448,0.881050
0.395531,0.017473,0.192069,0.004897,0.047009,0.000544,0.013440,0.112068,0.033249,0.059618,0.208071,0.001952,0.001216,0.000352,0.889690
0.396235,0.017345,0.191718,0.004896,0.048257,0.000608,0.013409,0.108611,0.033537,0.058178,0.203142,0.001920,0.001184,0.000352,0.886074
0.412876,0.017601,0.192741,0.004832,0.047362,0.000576,0.013472,0.107524,0.034241,0.057185,0.201830,0.001856,0.001216,0.000384,0.902042
0.395628,0.017313,0.191653,0.004832,0.047009,0.000576,0.013472,0.101859,0.029345,0.055298,0.189126,0.001920,0.001248,0.000384,0.870330
0.395595,0.017377,0.192870,0.004832,0.046977,0.000576,0.013473,0.105187,0.034145,0.059009,0.201286,0.002016,0.001216,0.000352,0.883706
0.396140,0.017313,0.191845,0.004897,0.046913,0.000608,0.013472,0.102179,0.034882,0.058977,0.198886,0.002016,0.001408,0.000384,0.880794
0.394988,0.017600,0.191813,0.004896,0.047042,0.000608,0.013440,0.102883,0.034753,0.058338,0.198790,0.001920,0.001152,0.000416,0.879770
0.395724,0.017600,0.191686,0.004928,0.047105,0.000576,0.013409,0.105923,0.034177,0.058402,0.201478,0.001952,0.001152,0.000352,0.883258
0.395340,0.017568,0.191942,0.004768,0.046946,0.000576,0.013440,0.104579,0.034817,0.058338,0.200678,0.001952,0.001280,0.000384,0.882522
0.396620,0.017377,0.210310,0.004992,0.047106,0.000608,0.013408,0.107395,0.034881,0.059042,0.204166,0.002048,0.001184,0.000416,0.906107
0.395884,0.017504,0.192422,0.004864,0.047170,0.000608,0.013472,0.105219,0.034337,0.058658,0.201094,0.002144,0.001216,0.000384,0.884090
0.395820,0.017504,0.191782,0.004800,0.047137,0.000576,0.013441,0.105251,0.034465,0.058178,0.200710,0.002016,0.001152,0.000384,0.882330
0.395115,0.017408,0.192358,0.004832,0.046977,0.000576,0.013441,0.112515,0.033057,0.062210,0.210534,0.001856,0.001120,0.000320,0.891610
0.410796,0.017345,0.191750,0.004864,0.047137,0.000608,0.013473,0.106275,0.048993,0.064994,0.223046,0.002048,0.001280,0.000384,0.920347
0.395084,0.017344,0.192102,0.004800,0.046913,0.000576,0.013440,0.105347,0.034241,0.061826,0.204230,0.001824,0.001152,0.000384,0.885306
0.395948,0.017376,0.191910,0.004992,0.046850,0.000576,0.013472,0.104963,0.034369,0.058594,0.200550,0.001952,0.001280,0.000352,0.882426
0.395692,0.017568,0.192134,0.004864,0.063906,0.000672,0.013569,0.112963,0.036705,0.059298,0.212006,0.001888,0.001120,0.000416,0.911259
0.395980,0.017376,0.192998,0.005024,0.047105,0.000609,0.013504,0.106755,0.033857,0.059426,0.202854,0.002176,0.001152,0.000352,0.886394
0.396780,0.017473,0.192997,0.004864,0.046978,0.000576,0.013472,0.106723,0.030592,0.056450,0.196838,0.001952,0.001152,0.000416,0.880538
0.395596,0.017441,0.192037,0.004833,0.047137,0.000576,0.013440,0.109124,0.033441,0.058945,0.204454,0.002081,0.001184,0.000352,0.886235
0.413836,0.017537,0.192037,0.004832,0.047522,0.000544,0.013472,0.107651,0.033057,0.058530,0.201926,0.002016,0.001216,0.000416,0.902522
0.395980,0.017441,0.191685,0.004833,0.046881,0.000640,0.013504,0.108260,0.032449,0.059585,0.202950,0.001920,0.001185,0.000416,0.884379
0.396427,0.017377,0.192197,0.004833,0.047009,0.000576,0.013472,0.107716,0.032705,0.058657,0.201862,0.001985,0.001248,0.000384,0.884314
0.396172,0.017505,0.193093,0.004833,0.047425,0.000608,0.032545,0.115011,0.039874,0.060993,0.218790,0.002209,0.001216,0.000384,0.922652
0.395691,0.017601,0.192614,0.004832,0.047265,0.000576,0.013441,0.106819,0.035169,0.058402,0.203494,0.002080,0.001376,0.000448,0.886842
0.395180,0.017472,0.192102,0.004832,0.047330,0.000608,0.013472,0.101987,0.032769,0.059714,0.197286,0.001984,0.001440,0.000416,0.879354
0.395692,0.017504,0.192230,0.004864,0.047042,0.000576,0.013504,0.105731,0.039137,0.058274,0.205958,0.001952,0.001248,0.000384,0.888186
0.413292,0.017632,0.192166,0.004800,0.047138,0.000576,0.013472,0.109155,0.029601,0.055874,0.197478,0.002112,0.001248,0.000416,0.897786
0.395500,0.017280,0.191910,0.004832,0.047330,0.000576,0.013472,0.109827,0.033729,0.058690,0.205158,0.002048,0.001216,0.000352,0.887034
0.395659,0.017537,0.192230,0.004832,0.047265,0.000544,0.013569,0.109443,0.033601,0.060098,0.206214,0.002368,0.001280,0.000384,0.889498
0.395276,0.017440,0.192326,0.004960,0.047138,0.000608,0.013440,0.125668,0.035937,0.061698,0.226343,0.002208,0.001216,0.000416,0.908507
0.395083,0.017377,0.191813,0.004897,0.047009,0.000608,0.013888,0.104547,0.034913,0.059489,0.201798,0.002241,0.001344,0.000352,0.883482
0.395467,0.017377,0.191973,0.004864,0.047297,0.000608,0.013601,0.133795,0.036257,0.058305,0.231334,0.002048,0.001120,0.000320,0.913275
0.396779,0.017569,0.192390,0.004832,0.046945,0.000640,0.013729,0.109603,0.033921,0.059554,0.205990,0.002080,0.001312,0.000320,0.889530
0.414541,0.017536,0.191974,0.004832,0.047489,0.000608,0.013408,0.112259,0.039009,0.060450,0.214694,0.002016,0.001184,0.000320,0.916411
0.397100,0.017569,0.191973,0.004897,0.046881,0.000608,0.013440,0.103011,0.029921,0.060834,0.196550,0.001984,0.001216,0.000384,0.879578
0.396140,0.017633,0.191621,0.004929,0.047073,0.000576,0.013408,0.105508,0.039425,0.058465,0.206247,0.001984,0.001152,0.000384,0.887995
0.396459,0.017505,0.191686,0.004864,0.046977,0.000608,0.013409,0.120963,0.032769,0.058786,0.215686,0.001920,0.001216,0.000384,0.898362
0.395084,0.017312,0.191558,0.004832,0.046914,0.000576,0.013408,0.107907,0.033121,0.058562,0.202694,0.001888,0.001152,0.000352,0.882938
0.395564,0.017345,0.191589,0.004864,0.047554,0.000576,0.013440,0.110564,0.033313,0.059137,0.206118,0.001985,0.001184,0.000384,0.887707
0.395979,0.017408,0.192390,0.004832,0.047393,0.000576,0.013473,0.109571,0.032865,0.058754,0.204262,0.001952,0.001248,0.000384,0.886938
0.412685,0.017760,0.192038,0.004896,0.048258,0.000608,0.013696,0.110979,0.038913,0.059266,0.212294,0.001984,0.001216,0.000416,0.913499
0.397483,0.017568,0.192550,0.004896,0.047841,0.000608,0.013825,0.105251,0.032705,0.059138,0.200038,0.001984,0.001184,0.000384,0.885210
0.395948,0.017440,0.191814,0.004832,0.047745,0.000640,0.013601,0.106115,0.035329,0.058402,0.202790,0.002336,0.001184,0.000320,0.885402
0.395628,0.017632,0.191974,0.004832,0.047682,0.000640,0.013472,0.131876,0.033313,0.058274,0.228231,0.002432,0.001088,0.000384,0.911323
0.395468,0.017568,0.191782,0.004864,0.046913,0.000608,0.013441,0.104547,0.031137,0.059234,0.197862,0.002208,0.001120,0.000352,0.879034
0.395884,0.017440,0.192358,0.004896,0.047778,0.000576,0.013408,0.105475,0.034497,0.063298,0.206086,0.002016,0.001120,0.000384,0.888826
0.396428,0.017376,0.192390,0.004896,0.048706,0.000544,0.013472,0.108707,0.033953,0.059106,0.204806,0.002144,0.001184,0.000384,0.889498
0.417036,0.017537,0.192069,0.004865,0.048641,0.000608,0.013441,0.113379,0.033345,0.058882,0.209126,0.002176,0.001152,0.000384,0.915259
0.397004,0.017376,0.192230,0.004832,0.049506,0.000608,0.013600,0.112163,0.030881,0.057410,0.203654,0.002336,0.001344,0.000448,0.890362
0.396204,0.017441,0.192133,0.004864,0.049954,0.000608,0.013568,0.110788,0.032801,0.058721,0.205606,0.002336,0.001152,0.000320,0.891451
0.396491,0.017440,0.192486,0.004832,0.049185,0.000608,0.046722,0.115491,0.040353,0.062017,0.221030,0.002208,0.001184,0.000352,0.940284
0.396492,0.017409,0.192773,0.004865,0.048513,0.000576,0.013664,0.107972,0.034273,0.058177,0.203334,0.002145,0.001280,0.000384,0.888827
0.395531,0.017665,0.191942,0.004800,0.049313,0.000608,0.013665,0.107203,0.034497,0.059106,0.204134,0.002240,0.001696,0.000352,0.889466
0.396651,0.017729,0.192006,0.004832,0.049313,0.000832,0.014209,0.108003,0.033729,0.058978,0.203974,0.002272,0.001184,0.000352,0.891002
0.413804,0.017537,0.192774,0.004800,0.049025,0.000576,0.013569,0.111267,0.032769,0.058178,0.205126,0.002368,0.001280,0.000384,0.908859
0.395883,0.017505,0.192390,0.004832,0.049377,0.000640,0.013569,0.108099,0.032641,0.058050,0.201798,0.002112,0.001376,0.000352,0.887162
0.396396,0.017664,0.192486,0.004800,0.048738,0.000608,0.013760,0.111267,0.031041,0.057090,0.202534,0.002400,0.001312,0.000416,0.888570
0.396716,0.017441,0.192197,0.004961,0.049153,0.000640,0.014913,0.135076,0.039201,0.065506,0.243207,0.002816,0.001056,0.000384,0.930812
0.395404,0.017472,0.192262,0.004960,0.048641,0.000608,0.014113,0.114147,0.032801,0.058018,0.208230,0.002304,0.001440,0.000448,0.893466
0.396044,0.017344,0.191494,0.004800,0.049122,0.000576,0.013504,0.110051,0.033537,0.060482,0.207046,0.003328,0.001152,0.000384,0.892027
0.396428,0.017569,0.191973,0.004864,0.049506,0.000608,0.013472,0.107364,0.030209,0.055649,0.196102,0.002048,0.001216,0.000384,0.881306
0.414124,0.017473,0.192037,0.004833,0.050145,0.000608,0.013505,0.109539,0.038305,0.060386,0.211494,0.002208,0.001280,0.000384,0.915643
0.395627,0.017537,0.191654,0.004832,0.048193,0.000608,0.013537,0.109603,0.032513,0.061538,0.206822,0.002272,0.001248,0.000384,0.889914
0.396524,0.017408,0.192390,0.004800,0.049633,0.000768,0.013505,0.110051,0.032609,0.059746,0.205638,0.002080,0.001280,0.000384,0.891930
0.396556,0.017537,0.192197,0.004864,0.049026,0.000608,0.013504,0.131812,0.030913,0.059426,0.225319,0.003840,0.001536,0.000416,0.912379
0.396428,0.017505,0.191685,0.004801,0.048321,0.000608,0.013408,0.106916,0.033057,0.058369,0.201606,0.002496,0.001281,0.000384,0.885787
0.397195,0.017633,0.192198,0.004896,0.048609,0.000608,0.014337,0.114211,0.033057,0.059202,0.209766,0.002176,0.001344,0.000352,0.896506
0.397388,0.017472,0.194726,0.004928,0.049058,0.000576,0.014016,0.118308,0.033313,0.059618,0.214855,0.002240,0.002016,0.000448,0.905883
0.416076,0.018049,0.192326,0.004832,0.048801,0.000800,0.013537,0.112803,0.038881,0.062018,0.216838,0.002112,0.001952,0.000384,0.923515
0.395852,0.017920,0.192165,0.004896,0.049026,0.000832,0.013440,0.110404,0.032705,0.058913,0.205606,0.002304,0.001472,0.000385,0.891579
0.396428,0.017537,0.192581,0.004896,0.049409,0.000608,0.013856,0.107716,0.032481,0.058305,0.201702,0.002336,0.001665,0.000384,0.888795
0.396747,0.017377,0.192069,0.004928,0.049601,0.000640,0.013505,0.136260,0.041441,0.069794,0.250887,0.002400,0.001568,0.000416,0.937980
0.396972,0.018016,0.191814,0.005376,0.048929,0.000832,0.014176,0.128100,0.030913,0.058049,0.220582,0.002336,0.001536,0.000448,0.910651
0.395564,0.017537,0.192229,0.004865,0.048737,0.000832,0.014401,0.108771,0.033217,0.063714,0.208582,0.001984,0.001664,0.000384,0.894075
0.395596,0.017504,0.193350,0.005088,0.047778,0.000832,0.014464,0.108099,0.033601,0.059106,0.203814,0.002176,0.001216,0.000352,0.889690
0.415084,0.017473,0.191686,0.004832,0.048673,0.000832,0.013761,0.109315,0.038593,0.060386,0.211142,0.002176,0.001216,0.000352,0.914427
0.401324,0.018209,0.193734,0.005056,0.048769,0.001088,0.014081,0.177669,0.034721,0.061250,0.277448,0.002528,0.003424,0.000544,0.976061
0.396587,0.017920,0.192966,0.005440,0.048673,0.000864,0.014113,0.116259,0.032609,0.060674,0.212934,0.002496,0.001856,0.000608,0.902490
0.427596,0.017729,0.193030,0.005312,0.048929,0.000800,0.013665,0.110915,0.033153,0.058722,0.205766,0.002208,0.001152,0.000352,0.924635
0.396011,0.017793,0.193446,0.004928,0.048545,0.000832,0.014337,0.107971,0.033441,0.058498,0.202822,0.002368,0.001184,0.000320,0.890299
0.396299,0.017888,0.192326,0.004864,0.049185,0.000832,0.014241,0.108547,0.033857,0.058850,0.204358,0.002400,0.001408,0.000384,0.892634
0.395724,0.017952,0.193798,0.005152,0.048834,0.000832,0.013888,0.100483,0.028513,0.056258,0.188614,0.002528,0.001280,0.000384,0.876410
0.396428,0.017825,0.192037,0.004864,0.048578,0.000832,0.013824,0.110436,0.032993,0.058625,0.205158,0.002272,0.001440,0.000417,0.891835
0.396684,0.017793,0.193125,0.005216,0.048834,0.000768,0.014144,0.106788,0.033729,0.058113,0.201606,0.002112,0.001216,0.000384,0.888891
0.395148,0.017377,0.193029,0.005057,0.048577,0.000864,0.013504,0.108515,0.030849,0.056385,0.198757,0.002208,0.001345,0.000384,0.883803
0.396172,0.017825,0.211878,0.005152,0.048418,0.000896,0.013824,0.109379,0.038754,0.061537,0.212646,0.002368,0.001184,0.000480,0.917916
0.396427,0.017921,0.193670,0.004800,0.048257,0.000832,0.013761,0.112419,0.033377,0.059138,0.208102,0.002464,0.001440,0.000320,0.896090
0.398316,0.018016,0.194566,0.005184,0.049250,0.000864,0.013696,0.112451,0.034049,0.060098,0.210150,0.002592,0.001472,0.000416,0.902394
0.396332,0.017761,0.193253,0.005089,0.048193,0.000896,0.014337,0.107939,0.034625,0.056994,0.202822,0.002336,0.001216,0.000352,0.890747
0.396172,0.017473,0.192197,0.004865,0.048641,0.000832,0.013888,0.108483,0.032993,0.063298,0.207750,0.002144,0.001184,0.000352,0.892923
0.396235,0.017505,0.192678,0.005056,0.048577,0.000864,0.013665,0.110915,0.033025,0.061730,0.208742,0.002304,0.001376,0.000352,0.894874
0.395788,0.017377,0.193061,0.005280,0.048866,0.000800,0.013472,0.109284,0.033025,0.061217,0.206566,0.002273,0.001248,0.000352,0.892571
0.395500,0.017857,0.211302,0.005248,0.048450,0.000832,0.013696,0.109987,0.035617,0.057569,0.206630,0.002208,0.001504,0.000416,0.912571
0.395724,0.018017,0.192837,0.004897,0.048609,0.000832,0.013696,0.108324,0.032353,0.058049,0.201574,0.002528,0.001440,0.000416,0.887547
0.395884,0.017985,0.192677,0.005056,0.048162,0.000864,0.013696,0.108388,0.033249,0.057761,0.202438,0.002400,0.001248,0.000352,0.888026
0.395148,0.017984,0.193382,0.004928,0.048354,0.000832,0.013504,0.107587,0.033057,0.058082,0.201542,0.002336,0.001120,0.000416,0.886330
0.395724,0.018016,0.191878,0.004992,0.049314,0.000832,0.013888,0.116931,0.038913,0.061250,0.220807,0.002720,0.001728,0.000416,0.908731
0.396107,0.018304,0.192070,0.004832,0.049505,0.000832,0.013985,0.111555,0.033825,0.057602,0.206022,0.002560,0.001248,0.000416,0.893306
0.396236,0.018049,0.193733,0.005312,0.048674,0.000832,0.013760,0.109412,0.033249,0.059841,0.205638,0.002433,0.001568,0.000608,0.894811
0.396044,0.017985,0.208230,0.005312,0.049025,0.000896,0.013953,0.109027,0.033633,0.063106,0.208582,0.002240,0.001408,0.000352,0.911675
0.395660,0.018144,0.192102,0.004800,0.048770,0.000800,0.013856,0.109539,0.031969,0.057378,0.201798,0.002304,0.001376,0.000352,0.887546
0.395244,0.017632,0.192486,0.004928,0.049026,0.000800,0.013824,0.109155,0.031361,0.056226,0.199654,0.002400,0.001216,0.000384,0.884634
0.395820,0.018048,0.193318,0.005088,0.048610,0.000832,0.013760,0.110563,0.033057,0.058786,0.205766,0.002592,0.001184,0.000384,0.893146
0.406156,0.017569,0.191846,0.005088,0.048193,0.000832,0.013793,0.108643,0.032417,0.058306,0.202182,0.002400,0.001216,0.000448,0.896987
0.397132,0.017409,0.192165,0.004897,0.048801,0.000864,0.013697,0.106915,0.029505,0.055201,0.194565,0.002304,0.001216,0.000384,0.880826
0.396108,0.017729,0.191909,0.005056,0.048546,0.000864,0.013920,0.113508,0.032929,0.057473,0.206822,0.002304,0.001184,0.000384,0.892219
0.395852,0.017505,0.192421,0.004864,0.068066,0.000896,0.014400,0.108707,0.039265,0.060002,0.210758,0.002240,0.001440,0.000384,0.917531
0.395372,0.017632,0.192614,0.005024,0.047970,0.000864,0.013728,0.108451,0.032897,0.061570,0.206054,0.002208,0.001504,0.000384,0.890906
0.395500,0.017953,0.191813,0.004832,0.048866,0.000864,0.013632,0.106339,0.032256,0.056930,0.198662,0.002336,0.001440,0.000288,0.883802
0.395628,0.017824,0.192902,0.005088,0.048386,0.000832,0.013536,0.105411,0.030625,0.056034,0.195046,0.002464,0.001120,0.000352,0.880154
0.413356,0.017633,0.192261,0.004832,0.048418,0.000864,0.013504,0.107140,0.030432,0.057890,0.198278,0.002368,0.001216,0.000352,0.900570
0.395212,0.017792,0.191750,0.004960,0.048546,0.000864,0.013760,0.106979,0.033217,0.061186,0.204230,0.001984,0.001120,0.000576,0.887898
0.395276,0.017664,0.193638,0.004928,0.048705,0.000769,0.013760,0.133444,0.036673,0.056898,0.230023,0.002144,0.001184,0.000416,0.915835
0.395563,0.017632,0.191494,0.004928,0.048481,0.000768,0.013441,0.121347,0.031425,0.060930,0.216742,0.002656,0.001152,0.000384,0.900154
0.395436,0.017952,0.192166,0.004864,0.048385,0.000832,0.014401,0.104771,0.038753,0.058466,0.204934,0.002368,0.001120,0.000352,0.889530
0.396044,0.017984,0.192742,0.004896,0.048802,0.000800,0.013888,0.108995,0.029697,0.058306,0.199910,0.002368,0.001344,0.000384,0.886234
0.395884,0.017824,0.192422,0.004832,0.048322,0.000832,0.013568,0.109059,0.032641,0.061154,0.205798,0.002432,0.001280,0.000416,0.891034
0.409996,0.017825,0.192806,0.004992,0.047937,0.000832,0.013633,0.108259,0.039585,0.060194,0.211014,0.002464,0.001152,0.000384,0.910363
0.395659,0.017793,0.192134,0.004832,0.048577,0.000896,0.013473,0.107555,0.033121,0.061058,0.204710,0.002176,0.001152,0.000640,0.889050
0.395371,0.017857,0.191878,0.004832,0.049025,0.000864,0.014113,0.108451,0.033409,0.058306,0.203206,0.002656,0.001152,0.000352,0.888186
0.396012,0.017792,0.192230,0.004928,0.048513,0.000864,0.014049,0.107107,0.047169,0.067073,0.224487,0.005376,0.001280,0.000384,0.913595
0.395596,0.017889,0.192005,0.004864,0.048706,0.000864,0.013984,0.108451,0.033184,0.058145,0.202694,0.002592,0.001184,0.000384,0.887898
0.395692,0.018017,0.191973,0.004865,0.048705,0.000864,0.013665,0.109987,0.031809,0.057089,0.202246,0.002368,0.001344,0.000384,0.888539
0.396076,0.017856,0.192006,0.004896,0.048897,0.000833,0.014240,0.108323,0.032929,0.060482,0.204774,0.002208,0.001248,0.000320,0.890394
0.416364,0.017857,0.191621,0.004865,0.048993,0.000832,0.013857,0.106979,0.038657,0.061730,0.210534,0.002336,0.001088,0.000352,0.916187
0.396107,0.017857,0.192134,0.004864,0.049697,0.000832,0.013985,0.110179,0.032865,0.060706,0.206630,0.002464,0.001312,0.000416,0.893466
0.395596,0.018240,0.191494,0.004896,0.048994,0.000864,0.013888,0.108643,0.032865,0.055906,0.200294,0.002208,0.001184,0.000352,0.885434
0.395499,0.017793,0.191622,0.004896,0.048929,0.000896,0.014113,0.108899,0.032353,0.080802,0.225350,0.002784,0.001280,0.000640,0.911227
0.395820,0.017952,0.192198,0.004864,0.048321,0.000865,0.013856,0.106275,0.032993,0.057890,0.200198,0.002368,0.001120,0.000576,0.884762
0.395563,0.018016,0.192230,0.004864,0.048065,0.000832,0.013761,0.106403,0.029313,0.055458,0.194118,0.002400,0.001248,0.000384,0.878778
0.396555,0.017921,0.193382,0.004832,0.049121,0.000832,0.014465,0.105059,0.032801,0.061666,0.202886,0.002144,0.001376,0.000320,0.891034
0.411276,0.017856,0.192230,0.004896,0.048450,0.000864,0.014080,0.113476,0.040065,0.059554,0.216103,0.002624,0.001152,0.000416,0.917403
0.395627,0.018017,0.191974,0.004896,0.048417,0.000864,0.014273,0.111907,0.031009,0.056706,0.203014,0.002368,0.001216,0.000608,0.889018
0.395371,0.017761,0.191910,0.004896,0.048033,0.000832,0.014081,0.108739,0.033185,0.057666,0.202534,0.002240,0.001184,0.000416,0.885722
0.395531,0.017921,0.192006,0.005088,0.048481,0.000800,0.014049,0.107363,0.033025,0.057442,0.200966,0.002304,0.001280,0.000352,0.885882
0.395884,0.017760,0.191750,0.005248,0.048546,0.000832,0.013760,0.110147,0.033057,0.058594,0.204902,0.002400,0.001280,0.000384,0.890426
0.395660,0.018017,0.192485,0.004896,0.049154,0.000832,0.013728,0.107715,0.032544,0.058337,0.201894,0.002272,0.001280,0.000416,0.887770
0.395308,0.017728,0.192326,0.005056,0.049090,0.000832,0.013568,0.108995,0.032961,0.062018,0.207046,0.002528,0.001440,0.000352,0.892635
0.395852,0.017793,0.209190,0.005216,0.049345,0.000832,0.013889,0.108323,0.032353,0.058114,0.201766,0.002272,0.001312,0.000320,0.905755
0.396235,0.017569,0.192102,0.005216,0.048801,0.000864,0.014017,0.106915,0.029505,0.055777,0.195077,0.002208,0.001409,0.000384,0.880890
0.396300,0.017953,0.192037,0.004897,0.048737,0.000832,0.013824,0.111108,0.033473,0.057729,0.205318,0.002176,0.001344,0.000384,0.890971
0.396588,0.017761,0.193030,0.005152,0.049569,0.000832,0.013633,0.107683,0.032449,0.058562,0.201702,0.002304,0.001216,0.000416,0.889307
0.396300,0.017632,0.191846,0.005120,0.048705,0.001088,0.013888,0.111395,0.038977,0.060674,0.214438,0.002336,0.001344,0.000384,0.900474
0.396364,0.017856,0.192038,0.005088,0.049090,0.000800,0.013440,0.106851,0.032769,0.057058,0.199590,0.002400,0.001248,0.000416,0.884954
0.397580,0.017856,0.192614,0.004896,0.048194,0.000832,0.013472,0.107267,0.032481,0.057890,0.200678,0.002240,0.001344,0.000416,0.887578
0.398508,0.017889,0.208806,0.004928,0.049057,0.000832,0.013920,0.111043,0.038785,0.060674,0.213606,0.002272,0.001344,0.000416,0.919483
0.396331,0.017921,0.191782,0.005056,0.048641,0.000864,0.013953,0.112707,0.032641,0.058402,0.206918,0.002528,0.001568,0.000416,0.893978
0.397003,0.018049,0.192550,0.005024,0.048833,0.000832,0.013665,0.112675,0.032449,0.058754,0.206982,0.002496,0.001216,0.000320,0.894234
0.396076,0.018048,0.192358,0.005088,0.048290,0.000864,0.013920,0.110179,0.032769,0.057698,0.203686,0.002688,0.001600,0.000416,0.890266
