Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],IN[6],INFER[6-8],OUT[8],TEE[6-8],Layer[9],Layer[10],classifier
0.395948,0.017409,0.192229,0.004897,0.048353,0.000768,0.109955,0.051458,0.061122,0.225863,0.001760,0.000416,0.894043
0.395948,0.017440,0.191910,0.004896,0.049442,0.000832,0.107331,0.059970,0.060193,0.230854,0.001408,0.000352,0.898971
0.401004,0.017600,0.192614,0.004896,0.048162,0.000832,0.108483,0.052449,0.064770,0.229062,0.001536,0.000448,0.903738
0.395916,0.017569,0.191749,0.005249,0.047425,0.000800,0.102787,0.047809,0.062945,0.216838,0.001344,0.000384,0.883739
0.397580,0.017505,0.210854,0.005216,0.048193,0.001024,0.140677,0.066466,0.062913,0.273001,0.001568,0.000416,0.962621
0.401484,0.017313,0.191750,0.005280,0.048033,0.000800,0.106947,0.050978,0.059874,0.220935,0.001600,0.000416,0.894235
0.398284,0.017632,0.191526,0.005056,0.048674,0.000800,0.110179,0.047585,0.059938,0.221414,0.001568,0.000448,0.893018
0.395948,0.017537,0.191461,0.005280,0.048066,0.000768,0.108035,0.048002,0.060801,0.220294,0.001312,0.000448,0.887898
0.396364,0.017472,0.191686,0.005312,0.048609,0.000576,0.141637,0.051041,0.061762,0.257864,0.001248,0.000416,0.926043
0.404396,0.017920,0.193798,0.005312,0.048418,0.000960,0.148324,0.052194,0.065730,0.270312,0.002496,0.000608,0.954140
0.400780,0.017824,0.193094,0.005152,0.048290,0.001024,0.109251,0.050945,0.059682,0.223398,0.001792,0.000512,0.898650
0.396460,0.038305,0.193510,0.005088,0.047682,0.001024,0.105219,0.058818,0.061953,0.229126,0.001312,0.000417,0.919740
0.400588,0.017569,0.192581,0.005153,0.047841,0.000832,0.111011,0.048546,0.062978,0.225895,0.001504,0.000512,0.901019
0.396108,0.017920,0.192166,0.005056,0.048225,0.000801,0.107875,0.050913,0.060610,0.222918,0.001408,0.000704,0.891930
0.395820,0.017568,0.193030,0.005088,0.047617,0.000800,0.108068,0.047393,0.058178,0.216871,0.001376,0.000640,0.885146
0.399948,0.017504,0.192134,0.005088,0.047490,0.000736,0.110307,0.049633,0.062530,0.225574,0.001376,0.000384,0.896442
0.396492,0.017601,0.192581,0.005089,0.047233,0.000864,0.106243,0.050658,0.060226,0.220583,0.001376,0.000416,0.890011
0.401707,0.017440,0.193926,0.005024,0.048033,0.000800,0.105988,0.049665,0.061794,0.220967,0.001408,0.000384,0.896026
0.401388,0.017408,0.207782,0.005185,0.049633,0.000832,0.110979,0.060738,0.061442,0.236391,0.001312,0.000384,0.927515
0.401388,0.017633,0.192869,0.005120,0.048866,0.000736,0.110883,0.050786,0.060770,0.226055,0.001568,0.000544,0.901275
0.396139,0.017345,0.193157,0.005152,0.047649,0.000608,0.106435,0.051010,0.062402,0.223143,0.001376,0.000416,0.891259
0.401324,0.017376,0.192102,0.005280,0.047489,0.000800,0.109828,0.050561,0.064546,0.228743,0.001568,0.000480,0.902458
0.396459,0.017505,0.192134,0.005152,0.048833,0.000768,0.112516,0.049857,0.060450,0.226631,0.001568,0.000448,0.896474
0.396172,0.017409,0.192325,0.005025,0.047873,0.000832,0.107971,0.050370,0.060353,0.221831,0.001472,0.000384,0.889595
0.395820,0.017344,0.191910,0.005312,0.047682,0.000832,0.108899,0.060546,0.068322,0.241255,0.001344,0.000416,0.908251
0.395404,0.017344,0.206886,0.005153,0.048577,0.000832,0.110083,0.060290,0.060962,0.234567,0.001216,0.000384,0.916219
0.397708,0.017376,0.192390,0.005216,0.048706,0.000832,0.103811,0.058946,0.060129,0.226278,0.001217,0.000416,0.896411
0.399755,0.018304,0.193830,0.005216,0.048930,0.001024,0.167365,0.055489,0.063586,0.290120,0.003488,0.000864,0.972956
0.398380,0.018209,0.192005,0.005248,0.048674,0.000768,0.121828,0.054465,0.062146,0.242375,0.001888,0.000608,0.915579
0.396364,0.017601,0.192741,0.005377,0.048449,0.000768,0.111491,0.050594,0.060418,0.226087,0.001696,0.000608,0.896379
0.396428,0.017793,0.192901,0.005376,0.047618,0.000800,0.114659,0.051874,0.061474,0.231687,0.001824,0.000672,0.902459
0.401004,0.017792,0.192966,0.005088,0.048450,0.000832,0.109475,0.049506,0.059009,0.221734,0.001600,0.000608,0.897178
0.418188,0.017633,0.192486,0.005248,0.048513,0.000576,0.119012,0.060386,0.061698,0.244552,0.001760,0.000608,0.937052
0.396491,0.017473,0.192229,0.005248,0.048961,0.000800,0.117220,0.050145,0.059042,0.229479,0.001600,0.000416,0.898970
0.399788,0.017728,0.192614,0.005280,0.049346,0.000768,0.115651,0.050562,0.060289,0.229702,0.001440,0.000416,0.903770
0.396364,0.017633,0.192741,0.005121,0.048097,0.000832,0.105635,0.051202,0.095011,0.255048,0.001600,0.000416,0.924476
0.400140,0.017792,0.192678,0.005408,0.047810,0.000800,0.108771,0.051297,0.061249,0.224998,0.001472,0.000416,0.897914
0.401068,0.017569,0.193254,0.005056,0.049505,0.000768,0.138948,0.047586,0.057281,0.247336,0.001568,0.000608,0.923260
0.397771,0.017633,0.191974,0.005056,0.049025,0.000768,0.106979,0.048673,0.059778,0.218695,0.001600,0.000416,0.889402
0.416364,0.017569,0.192645,0.005313,0.048545,0.000832,0.109955,0.050594,0.060866,0.224839,0.001440,0.000416,0.914907
0.399884,0.017728,0.192294,0.005184,0.048258,0.001056,0.110723,0.050690,0.059489,0.224166,0.001408,0.000672,0.896827
0.399980,0.017665,0.192070,0.005248,0.048417,0.000832,0.108931,0.051361,0.063170,0.226695,0.001536,0.000640,0.899995
0.401356,0.017760,0.192390,0.005312,0.048642,0.000832,0.128931,0.050370,0.060674,0.243399,0.001472,0.000608,0.918139
0.396011,0.017569,0.192486,0.005280,0.048641,0.000832,0.112260,0.050209,0.060610,0.226375,0.001248,0.000672,0.895866
0.401100,0.017760,0.192934,0.005056,0.048354,0.000992,0.126403,0.049026,0.064898,0.243623,0.001600,0.000640,0.918299
0.400459,0.017728,0.192262,0.005088,0.048129,0.000992,0.103971,0.050913,0.061602,0.219687,0.001440,0.000448,0.892602
0.417068,0.017760,0.192294,0.005216,0.048322,0.001024,0.111459,0.059970,0.060834,0.235815,0.001568,0.000608,0.926331
0.401260,0.017568,0.193414,0.005184,0.047458,0.000832,0.106531,0.048545,0.058914,0.217286,0.001344,0.000480,0.891290
0.401964,0.017568,0.192486,0.005088,0.048962,0.000800,0.109059,0.050433,0.060642,0.223334,0.001472,0.000384,0.898266
0.397772,0.017600,0.192101,0.005152,0.048034,0.000832,0.128708,0.049537,0.060706,0.242759,0.001504,0.000480,0.912763
0.401644,0.017921,0.192037,0.005313,0.048513,0.000832,0.106723,0.048258,0.059457,0.217798,0.001377,0.000416,0.891995
0.396620,0.017569,0.203270,0.005408,0.047905,0.000800,0.111140,0.059137,0.061090,0.234919,0.001472,0.000448,0.915547
0.401676,0.017729,0.192070,0.005280,0.047809,0.001024,0.106563,0.050434,0.060578,0.221095,0.001376,0.000416,0.894715
0.413452,0.017729,0.192581,0.005056,0.047938,0.001024,0.109539,0.046914,0.059873,0.219846,0.001312,0.000608,0.906010
0.401004,0.017760,0.191910,0.005248,0.047970,0.000832,0.105923,0.050593,0.063778,0.223526,0.001440,0.000640,0.896154
0.400204,0.017761,0.193061,0.005313,0.047489,0.000800,0.107875,0.050338,0.061666,0.223175,0.001568,0.000416,0.896251
0.396427,0.017825,0.193446,0.005056,0.047873,0.000832,0.111235,0.063649,0.068322,0.247015,0.001664,0.000416,0.917499
0.400844,0.017921,0.193734,0.005280,0.047361,0.000768,0.105827,0.050402,0.061090,0.220679,0.001376,0.000640,0.895547
0.400236,0.017856,0.193062,0.005344,0.047554,0.000800,0.103363,0.047361,0.058850,0.213254,0.001376,0.000736,0.886714
0.395820,0.017344,0.192006,0.005280,0.047650,0.000992,0.135940,0.053217,0.059458,0.252007,0.001472,0.000416,0.920187
0.414604,0.017792,0.192838,0.005248,0.047458,0.000928,0.103331,0.059106,0.060865,0.228071,0.001344,0.000416,0.914875
0.401324,0.017729,0.192229,0.005344,0.048097,0.000768,0.110019,0.051170,0.062850,0.227559,0.001440,0.000672,0.901979
0.401196,0.017760,0.192038,0.005280,0.047585,0.000640,0.101091,0.049633,0.059042,0.213126,0.001408,0.000672,0.885850
0.395883,0.017505,0.192102,0.005216,0.047809,0.000864,0.108163,0.050593,0.118468,0.280937,0.001440,0.000704,0.949404
0.400844,0.017537,0.192006,0.005280,0.046913,0.000992,0.108355,0.049602,0.060610,0.221863,0.001536,0.000640,0.894075
0.401612,0.017761,0.192229,0.005312,0.046978,0.000768,0.139940,0.052226,0.066818,0.262280,0.001504,0.000448,0.935324
0.397131,0.017729,0.192262,0.005344,0.047105,0.001056,0.112708,0.050433,0.059650,0.226183,0.001312,0.000416,0.894778
0.420205,0.017600,0.192230,0.005280,0.047362,0.000800,0.114435,0.059490,0.060450,0.237735,0.001344,0.000640,0.930172
0.396203,0.017761,0.192390,0.005280,0.047809,0.000832,0.111588,0.050209,0.060386,0.225767,0.001408,0.000672,0.894522
0.396716,0.017824,0.192614,0.005376,0.048418,0.000832,0.105763,0.047521,0.058402,0.214758,0.001568,0.000416,0.884698
0.396396,0.017856,0.192294,0.005280,0.049378,0.000800,0.131908,0.050145,0.068386,0.254951,0.001536,0.000448,0.925339
0.403692,0.017856,0.193734,0.005024,0.049314,0.000864,0.119619,0.051490,0.067522,0.242599,0.002048,0.000640,0.922907
0.401196,0.017793,0.193030,0.005056,0.048673,0.000800,0.110435,0.053250,0.060322,0.227175,0.001536,0.000608,0.902395
0.401420,0.017889,0.193158,0.004832,0.048225,0.000800,0.110627,0.053057,0.061026,0.228391,0.001408,0.000480,0.903387
0.413773,0.017824,0.192518,0.005376,0.048449,0.000768,0.111428,0.049985,0.060962,0.226887,0.001472,0.000384,0.913723
0.401036,0.017793,0.192741,0.004864,0.048578,0.000832,0.109347,0.050882,0.069442,0.233031,0.001440,0.000480,0.907291
0.396524,0.017824,0.192198,0.005120,0.048130,0.001024,0.110307,0.050593,0.062818,0.227142,0.001568,0.000640,0.896858
0.400364,0.017760,0.192838,0.005344,0.063266,0.000928,0.111491,0.052130,0.063970,0.230567,0.001504,0.000736,0.920475
0.401260,0.017760,0.192518,0.005280,0.049602,0.000832,0.110371,0.049569,0.060258,0.223846,0.001600,0.000640,0.899866
0.401260,0.017696,0.194054,0.005312,0.048898,0.000800,0.106051,0.053889,0.058114,0.221318,0.001440,0.000640,0.897882
0.396235,0.017537,0.192198,0.005312,0.049345,0.000800,0.109443,0.049826,0.060130,0.222823,0.001504,0.000640,0.892826
0.419564,0.017792,0.192838,0.005280,0.048833,0.000832,0.112644,0.053761,0.061602,0.231431,0.001376,0.000544,0.925531
0.395371,0.017729,0.192806,0.005312,0.049249,0.000768,0.107427,0.049794,0.060770,0.221287,0.001408,0.000416,0.890810
0.398347,0.018208,0.193094,0.005152,0.048353,0.000992,0.128708,0.052354,0.065506,0.250248,0.003072,0.000864,0.926171
0.396267,0.017601,0.209318,0.005376,0.049122,0.000960,0.109219,0.059330,0.061858,0.233831,0.001376,0.000672,0.921435
0.396364,0.017568,0.192614,0.005312,0.047810,0.000768,0.110275,0.051073,0.061026,0.225862,0.001440,0.000384,0.894842
0.400396,0.017760,0.192614,0.005344,0.047585,0.000800,0.109348,0.050753,0.062594,0.226055,0.001472,0.000416,0.898906
0.400875,0.017569,0.192390,0.005344,0.047105,0.000896,0.136228,0.053154,0.059458,0.252168,0.001376,0.000608,0.924923
0.401228,0.017825,0.193446,0.005024,0.047297,0.001024,0.112707,0.050881,0.062754,0.229799,0.001440,0.000416,0.904091
0.396780,0.017729,0.193189,0.005121,0.048481,0.000800,0.106659,0.051426,0.060546,0.221895,0.001440,0.000608,0.892667
0.395596,0.017856,0.192518,0.005280,0.047810,0.000896,0.110403,0.050017,0.061313,0.225094,0.001408,0.000416,0.893274
0.400875,0.017600,0.207558,0.005376,0.048610,0.001056,0.114723,0.046882,0.061762,0.226663,0.001408,0.000640,0.917051
0.400779,0.017569,0.192902,0.005152,0.048129,0.000896,0.099939,0.047106,0.061410,0.211623,0.001408,0.000448,0.885210
0.397003,0.017665,0.192774,0.005184,0.047841,0.000992,0.109924,0.048385,0.059650,0.221127,0.001472,0.000672,0.891130
0.395724,0.017376,0.192518,0.005344,0.047330,0.001024,0.110211,0.049601,0.060098,0.223174,0.001504,0.000416,0.890778
0.401484,0.017568,0.192358,0.005216,0.047969,0.000608,0.107748,0.048897,0.059842,0.219783,0.001312,0.000640,0.893626
0.400876,0.017729,0.192646,0.005056,0.047233,0.000800,0.113027,0.048065,0.059298,0.223975,0.001376,0.000416,0.896955
0.400588,0.017793,0.192870,0.005280,0.047009,0.000800,0.112963,0.049665,0.060834,0.226887,0.001536,0.000480,0.900027
0.401100,0.017857,0.206598,0.005312,0.047105,0.000864,0.114467,0.050785,0.061602,0.230278,0.001440,0.000480,0.918587
0.396331,0.017505,0.193222,0.005344,0.048257,0.000832,0.107684,0.047713,0.059394,0.218183,0.001536,0.000672,0.888762
0.416140,0.017729,0.191686,0.005024,0.049025,0.000800,0.111172,0.049377,0.060290,0.223911,0.001376,0.000416,0.912635
0.400236,0.017953,0.192517,0.005312,0.047586,0.000800,0.113283,0.050498,0.063458,0.230727,0.001376,0.000640,0.903995
0.395500,0.017633,0.192485,0.005344,0.048994,0.000832,0.108931,0.051842,0.060834,0.224743,0.001408,0.000352,0.893435
0.400555,0.017440,0.193094,0.005280,0.048065,0.001088,0.105540,0.052065,0.062306,0.223015,0.001536,0.000448,0.896538
0.400460,0.017952,0.192870,0.005280,0.047522,0.000768,0.102883,0.058786,0.060993,0.225894,0.001376,0.000385,0.898459
0.412780,0.017760,0.192710,0.005088,0.047489,0.001056,0.134244,0.055458,0.059234,0.253736,0.001312,0.000608,0.939356
0.395916,0.017440,0.192134,0.005344,0.047233,0.000832,0.107300,0.050241,0.060322,0.221031,0.001440,0.000640,0.887962
0.401516,0.017376,0.192870,0.005056,0.047266,0.000768,0.105091,0.047009,0.059298,0.214438,0.001312,0.000576,0.887802
0.395948,0.017665,0.192645,0.005280,0.047554,0.000864,0.111075,0.050946,0.062146,0.227367,0.001472,0.000640,0.896123
0.396460,0.017857,0.193957,0.005313,0.047553,0.000768,0.110275,0.051586,0.059682,0.225191,0.001472,0.000672,0.896219
0.396396,0.017505,0.192421,0.005216,0.049666,0.000864,0.099267,0.049473,0.058946,0.210662,0.001184,0.000384,0.879994
0.395852,0.017664,0.192294,0.005344,0.047906,0.000864,0.111555,0.049569,0.065314,0.230086,0.001505,0.000416,0.899067
0.401004,0.017953,0.205030,0.005344,0.047809,0.000833,0.105123,0.049249,0.057378,0.215206,0.001440,0.000544,0.901979
0.397899,0.017505,0.191910,0.005152,0.048769,0.000800,0.105123,0.051074,0.060130,0.219623,0.001408,0.000416,0.889370
0.395404,0.017664,0.192006,0.005088,0.047681,0.000832,0.102211,0.050690,0.060290,0.216231,0.001376,0.000448,0.882010
0.395148,0.017408,0.192518,0.004864,0.048162,0.000832,0.099779,0.051297,0.057922,0.212518,0.001216,0.000416,0.879514
0.414412,0.017760,0.192070,0.005088,0.047778,0.000800,0.104995,0.050817,0.059810,0.218822,0.001440,0.000416,0.905018
0.398316,0.017920,0.192358,0.005120,0.047970,0.000608,0.101731,0.047937,0.056834,0.210214,0.001440,0.000384,0.880698
0.396652,0.017537,0.192581,0.005121,0.048065,0.000800,0.104067,0.051842,0.062978,0.222247,0.001312,0.000384,0.890939
0.395916,0.017536,0.192710,0.005120,0.048066,0.000800,0.119267,0.059906,0.059298,0.242055,0.001248,0.000384,0.909243
0.396844,0.017697,0.192357,0.005248,0.048706,0.000800,0.100963,0.050465,0.059010,0.214022,0.001376,0.000384,0.883418
0.401132,0.018113,0.192261,0.005281,0.048577,0.000800,0.112739,0.049825,0.064386,0.230823,0.001536,0.000448,0.907067
0.400588,0.017665,0.192293,0.005185,0.048001,0.000832,0.109955,0.050434,0.062370,0.226311,0.001376,0.000416,0.898971
0.411180,0.017664,0.193222,0.005088,0.048418,0.000800,0.107171,0.049761,0.061602,0.222118,0.001248,0.000416,0.906170
0.401964,0.017600,0.191846,0.005152,0.048769,0.000800,0.104484,0.050369,0.061314,0.219687,0.001312,0.000384,0.893434
0.401900,0.017729,0.192390,0.005184,0.049473,0.000800,0.103907,0.053058,0.063618,0.223751,0.001664,0.000384,0.900187
0.397515,0.017697,0.192454,0.005216,0.048097,0.000768,0.124260,0.060738,0.069410,0.258248,0.001600,0.000416,0.928283
0.398636,0.017729,0.193285,0.005152,0.048002,0.000832,0.110339,0.059618,0.061122,0.234471,0.001632,0.000384,0.906043
0.396716,0.017601,0.191973,0.005344,0.047714,0.000800,0.104451,0.052034,0.059969,0.219654,0.001312,0.000576,0.887674
0.394763,0.017729,0.191685,0.004897,0.048193,0.000832,0.094467,0.045857,0.056898,0.200102,0.001152,0.000384,0.865402
0.408620,0.017697,0.191558,0.005600,0.048385,0.000800,0.106819,0.049761,0.060802,0.220999,0.001504,0.000608,0.901883
0.402188,0.017792,0.191558,0.005280,0.048802,0.000832,0.108675,0.047841,0.061729,0.221606,0.001664,0.000416,0.897914
0.396971,0.017601,0.192550,0.005184,0.047905,0.000768,0.110148,0.051329,0.064290,0.229063,0.001600,0.000608,0.899002
0.397324,0.017600,0.193318,0.005280,0.048545,0.000833,0.105155,0.060193,0.060130,0.228678,0.001600,0.000416,0.899418
0.397228,0.017632,0.192870,0.005152,0.048769,0.000800,0.105155,0.060961,0.065122,0.234471,0.001472,0.000385,0.904827
0.398444,0.017568,0.193222,0.005280,0.048546,0.000832,0.102019,0.048033,0.057954,0.211142,0.001248,0.000416,0.882266
0.396396,0.017857,0.191941,0.005216,0.048258,0.000832,0.107971,0.049122,0.059297,0.222086,0.001568,0.000416,0.890555
0.402123,0.017888,0.211974,0.005409,0.048673,0.000800,0.116259,0.060417,0.063682,0.243751,0.001344,0.000640,0.940059
0.401996,0.017441,0.193414,0.005024,0.048129,0.000768,0.109091,0.049474,0.061282,0.223143,0.001568,0.000576,0.899099
0.402188,0.017568,0.193157,0.005408,0.048674,0.000864,0.106243,0.052322,0.061505,0.223174,0.001537,0.000416,0.899323
0.396555,0.017568,0.193766,0.005312,0.048705,0.000768,0.113284,0.052289,0.063106,0.232199,0.001632,0.000608,0.904410
0.397004,0.017696,0.192614,0.005408,0.048418,0.000864,0.110339,0.051521,0.060450,0.226022,0.001504,0.000416,0.896666
0.400811,0.017728,0.192678,0.004896,0.047905,0.000864,0.102371,0.051362,0.060162,0.217543,0.001472,0.000416,0.891162
0.402604,0.017473,0.192901,0.005121,0.048769,0.000864,0.113475,0.050530,0.059970,0.226983,0.001376,0.000416,0.902939
0.435437,0.017568,0.193318,0.005312,0.048609,0.000800,0.109636,0.060514,0.062337,0.235655,0.001441,0.000448,0.945372
0.401292,0.018016,0.193030,0.005312,0.048033,0.000864,0.119620,0.050722,0.062497,0.236391,0.001569,0.000416,0.911835
0.400588,0.017632,0.193318,0.005088,0.048482,0.000864,0.114467,0.049314,0.063457,0.230598,0.001344,0.000480,0.905083
0.397036,0.017792,0.193190,0.005088,0.048898,0.000800,0.109987,0.071426,0.078595,0.263944,0.001536,0.000640,0.936220
0.400172,0.017728,0.192742,0.005248,0.048961,0.000800,0.099586,0.051809,0.064386,0.219430,0.001504,0.000576,0.894010
0.396236,0.017696,0.193574,0.004896,0.048482,0.000832,0.112995,0.051362,0.061089,0.228743,0.001408,0.000640,0.898971
0.400716,0.017856,0.192614,0.005088,0.048609,0.000768,0.112099,0.048161,0.061602,0.225382,0.001472,0.000672,0.900346
0.417964,0.017921,0.192165,0.005313,0.047969,0.000800,0.104739,0.050498,0.059265,0.218182,0.001633,0.000608,0.909307
0.403084,0.017760,0.195238,0.004896,0.048290,0.000832,0.115331,0.052194,0.061058,0.232199,0.001824,0.000640,0.911547
0.397740,0.017664,0.193222,0.004864,0.047874,0.000768,0.126052,0.051457,0.060642,0.241511,0.001440,0.000576,0.912603
0.401996,0.017729,0.193093,0.005345,0.048929,0.000832,0.121828,0.059746,0.063041,0.248135,0.001313,0.000800,0.924860
0.397419,0.017761,0.192422,0.005248,0.048353,0.000800,0.112356,0.047745,0.060162,0.223879,0.001504,0.000672,0.894650
0.396012,0.017600,0.192294,0.005312,0.048257,0.000832,0.109508,0.050145,0.062786,0.225671,0.001344,0.000384,0.894234
0.400172,0.017857,0.193093,0.005057,0.048513,0.000832,0.110659,0.050338,0.060674,0.225159,0.001376,0.000608,0.899419
0.414956,0.017377,0.192485,0.005025,0.048001,0.000768,0.113219,0.059906,0.060962,0.237575,0.001312,0.000320,0.925051
0.400172,0.017569,0.192165,0.005088,0.048098,0.000832,0.105283,0.051778,0.063713,0.223622,0.001344,0.000576,0.895515
0.402028,0.017600,0.192294,0.005312,0.047585,0.000768,0.111716,0.049217,0.062818,0.227271,0.001536,0.000672,0.902330
0.401068,0.017729,0.192613,0.005249,0.048961,0.000832,0.121540,0.050113,0.059010,0.234055,0.001568,0.000576,0.908795
0.400524,0.017696,0.192486,0.004864,0.050018,0.000800,0.106179,0.047457,0.060386,0.217286,0.001472,0.000448,0.891706
0.396396,0.017376,0.191750,0.005312,0.048226,0.000832,0.106019,0.050945,0.061506,0.221382,0.001376,0.000384,0.888922
0.401100,0.017281,0.191845,0.005312,0.048130,0.000992,0.106851,0.048834,0.059617,0.218310,0.001376,0.000672,0.891451
0.413740,0.017729,0.192038,0.005088,0.048321,0.000800,0.118308,0.052961,0.064450,0.239047,0.001504,0.000384,0.925307
0.399916,0.017569,0.191909,0.005056,0.047777,0.000992,0.102947,0.047778,0.058689,0.212486,0.001280,0.000640,0.884155
0.396492,0.017985,0.192293,0.005057,0.048417,0.000864,0.107491,0.048578,0.061121,0.220647,0.001312,0.000416,0.889915
0.400492,0.017600,0.193318,0.005088,0.047969,0.000992,0.123491,0.052898,0.069698,0.249544,0.001376,0.000448,0.923387
0.400715,0.017409,0.192582,0.005344,0.047777,0.000896,0.106147,0.050594,0.060322,0.220487,0.001376,0.000384,0.893018
0.401612,0.017761,0.193637,0.005376,0.048193,0.000800,0.117092,0.049921,0.060802,0.231527,0.001536,0.000640,0.908539
0.400716,0.017568,0.192710,0.005024,0.048642,0.000768,0.108643,0.051394,0.064898,0.228135,0.001536,0.000448,0.901723
0.418572,0.017505,0.192357,0.005152,0.047777,0.000800,0.108931,0.060610,0.061090,0.233607,0.001408,0.000416,0.923963
0.395276,0.017888,0.192678,0.005216,0.048866,0.000800,0.105667,0.052993,0.061282,0.222982,0.001536,0.000352,0.891482
0.396972,0.017824,0.192294,0.005024,0.049505,0.000769,0.110627,0.050433,0.062370,0.226822,0.001504,0.000576,0.897914
0.395916,0.017536,0.192774,0.005280,0.048994,0.000768,0.124323,0.059106,0.059906,0.247175,0.001312,0.000640,0.916219
0.396812,0.017505,0.193509,0.005280,0.048450,0.001024,0.112163,0.050306,0.061890,0.227975,0.001408,0.000704,0.899899
0.395788,0.017536,0.192166,0.005216,0.047553,0.000865,0.108771,0.048097,0.063010,0.223334,0.001536,0.000608,0.890746
0.400300,0.017729,0.192133,0.005344,0.047617,0.000768,0.135556,0.051426,0.061281,0.251431,0.001376,0.000416,0.923547
0.417068,0.017633,0.192582,0.005312,0.049057,0.000800,0.105507,0.060162,0.066466,0.235495,0.001376,0.000640,0.926043
0.402604,0.017729,0.192070,0.004864,0.048929,0.000832,0.113668,0.049569,0.061058,0.227751,0.001376,0.000704,0.903867
0.395916,0.017664,0.192326,0.005056,0.048994,0.000864,0.092098,0.044674,0.056385,0.196325,0.001312,0.000416,0.865114
0.395884,0.017856,0.192166,0.005248,0.048866,0.000576,0.125763,0.061538,0.069730,0.260519,0.001408,0.000416,0.929147
0.395979,0.017825,0.192934,0.004896,0.048001,0.000800,0.109379,0.060482,0.060482,0.233351,0.001408,0.000416,0.901146
0.396268,0.017792,0.191814,0.005344,0.048194,0.000608,0.118755,0.057826,0.058786,0.238759,0.001248,0.000384,0.905979
0.395180,0.017600,0.191526,0.004832,0.048258,0.000576,0.101379,0.051553,0.059906,0.215782,0.001344,0.000416,0.880794
0.408876,0.017729,0.191814,0.005312,0.047873,0.000576,0.120772,0.049121,0.058626,0.231751,0.001440,0.000416,0.911771
0.395468,0.017889,0.191813,0.005440,0.048002,0.001056,0.111107,0.047810,0.058913,0.221350,0.001249,0.000448,0.888443
0.395916,0.017600,0.191366,0.005312,0.048865,0.000800,0.117188,0.047873,0.058754,0.226695,0.001152,0.000384,0.893274
0.395532,0.017761,0.192005,0.005345,0.047713,0.000768,0.104387,0.059554,0.060098,0.227335,0.001280,0.000384,0.893083
0.399052,0.017921,0.193925,0.005313,0.048833,0.000832,0.118596,0.050625,0.062018,0.234631,0.001568,0.000704,0.910139
0.396780,0.018017,0.192613,0.005408,0.047682,0.000800,0.108003,0.046850,0.058401,0.216550,0.001344,0.000416,0.885690
0.396076,0.017761,0.191909,0.004993,0.048129,0.000768,0.109123,0.049154,0.060450,0.221831,0.001408,0.000640,0.890203
0.400364,0.033697,0.192774,0.005472,0.047842,0.000832,0.101187,0.055937,0.059010,0.219270,0.001600,0.000416,0.908859
0.395532,0.017536,0.192006,0.005248,0.048098,0.000800,0.110819,0.050049,0.060194,0.224390,0.001408,0.000416,0.891898
0.397708,0.017665,0.192102,0.004928,0.048353,0.000768,0.115748,0.048097,0.060354,0.227495,0.001600,0.000672,0.897947
0.401068,0.017696,0.191558,0.004896,0.048802,0.000992,0.108067,0.049377,0.060706,0.221222,0.001344,0.000576,0.894458
0.395467,0.017793,0.192134,0.005216,0.048257,0.000864,0.109892,0.047745,0.060738,0.221767,0.001536,0.000416,0.889882
0.400812,0.017697,0.192965,0.005056,0.047586,0.000800,0.114371,0.051074,0.060002,0.228615,0.001376,0.000576,0.901915
0.395660,0.017633,0.191621,0.004929,0.048161,0.000768,0.099299,0.048897,0.057730,0.208998,0.001280,0.000416,0.875386
0.401036,0.017633,0.213382,0.005408,0.048034,0.000864,0.112387,0.052258,0.059681,0.227462,0.001312,0.000608,0.922811
0.400939,0.017824,0.192070,0.005344,0.050209,0.000832,0.095971,0.051490,0.058274,0.209063,0.001440,0.000352,0.884282
0.395723,0.017537,0.191526,0.005312,0.047745,0.000832,0.106659,0.050722,0.061506,0.221959,0.001312,0.000416,0.888826
0.399787,0.017504,0.192006,0.005280,0.048257,0.000864,0.106500,0.047201,0.059138,0.215879,0.001440,0.000448,0.888026
0.401612,0.017376,0.192166,0.005472,0.048354,0.000960,0.105795,0.050817,0.059938,0.219846,0.001408,0.000640,0.894970
0.400588,0.017536,0.191494,0.005056,0.047330,0.001024,0.106243,0.050273,0.060290,0.219782,0.001280,0.000640,0.890650
0.396716,0.017344,0.192422,0.005024,0.047522,0.000896,0.105283,0.049601,0.061602,0.219622,0.001280,0.000640,0.887802
0.400524,0.017537,0.211110,0.005248,0.047649,0.000864,0.105380,0.060033,0.061570,0.229959,0.001408,0.000672,0.922299
0.395468,0.017761,0.192325,0.005024,0.047329,0.000608,0.100035,0.049569,0.061122,0.213798,0.001408,0.000608,0.880922
0.400268,0.017857,0.193029,0.005249,0.047329,0.000832,0.107011,0.051298,0.059906,0.221095,0.001248,0.000640,0.893627
0.400619,0.017601,0.193254,0.004864,0.047329,0.000928,0.105091,0.046818,0.069090,0.224327,0.001376,0.000384,0.898362
0.396236,0.017504,0.191590,0.005088,0.047329,0.000864,0.105572,0.047937,0.058978,0.215495,0.001440,0.000448,0.881946
0.401932,0.017377,0.191589,0.005280,0.047170,0.001024,0.107619,0.049826,0.062753,0.223334,0.001408,0.000640,0.896379
0.401900,0.017601,0.192325,0.005089,0.047169,0.000800,0.105859,0.049314,0.059425,0.217606,0.001248,0.000384,0.890202
