Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],IN[6],INFER[6-7],OUT[7],TEE[6-7],Layer[8],Layer[9],Layer[10],classifier
0.416140,0.017761,0.191622,0.005184,0.048033,0.000832,0.113028,0.048289,0.065442,0.230375,0.002496,0.001312,0.000352,0.921531
0.396652,0.017568,0.192038,0.005088,0.048578,0.000832,0.116515,0.063458,0.071298,0.255431,0.002432,0.001440,0.000384,0.928091
0.396396,0.017824,0.191526,0.005088,0.048545,0.000832,0.109828,0.050721,0.064802,0.228423,0.002272,0.000960,0.000384,0.899706
0.400364,0.017825,0.191909,0.005121,0.048097,0.017056,0.103972,0.051073,0.071618,0.229767,0.002624,0.001216,0.000384,0.921403
0.395436,0.017792,0.192006,0.005280,0.048130,0.000832,0.100163,0.050337,0.083171,0.236999,0.002336,0.001088,0.000352,0.906907
0.394859,0.017505,0.191557,0.005345,0.048513,0.001056,0.103427,0.058626,0.062978,0.228359,0.002112,0.001152,0.000640,0.897402
0.394828,0.017793,0.192005,0.005152,0.048130,0.000800,0.105347,0.055298,0.078434,0.242535,0.002240,0.000960,0.000352,0.911579
0.408012,0.017921,0.192069,0.005089,0.048321,0.001056,0.108163,0.050338,0.063650,0.225127,0.002400,0.001088,0.000608,0.908731
0.394987,0.017761,0.192262,0.005120,0.048609,0.000800,0.107139,0.054914,0.066402,0.231751,0.002560,0.001344,0.000416,0.902330
0.395116,0.017600,0.192102,0.005120,0.048353,0.001088,0.104355,0.048865,0.064482,0.220743,0.005504,0.001184,0.000608,0.893562
0.396076,0.017792,0.192646,0.005088,0.048129,0.000832,0.123876,0.055554,0.062562,0.245544,0.002464,0.001504,0.000608,0.917659
0.399788,0.017664,0.192902,0.005152,0.048258,0.000832,0.113763,0.047906,0.062241,0.227238,0.005792,0.001472,0.000640,0.907579
0.394859,0.017953,0.191653,0.005153,0.047585,0.000832,0.103363,0.050754,0.065154,0.224807,0.003264,0.001184,0.000384,0.894714
0.399596,0.018240,0.193573,0.004928,0.049634,0.001056,0.142436,0.063138,0.068098,0.279720,0.003232,0.002944,0.000608,0.965756
0.396107,0.018049,0.192486,0.005280,0.048097,0.000768,0.105571,0.065249,0.064193,0.240199,0.002177,0.001440,0.000640,0.913147
0.394892,0.017536,0.192261,0.005088,0.047618,0.000800,0.093571,0.046273,0.059682,0.203142,0.003072,0.001216,0.000384,0.872314
0.394987,0.017601,0.191942,0.005088,0.049185,0.000832,0.105123,0.045986,0.057249,0.211622,0.002241,0.001248,0.000416,0.882010
0.400844,0.017793,0.191781,0.005120,0.061537,0.000864,0.111011,0.048673,0.065026,0.228198,0.002272,0.001120,0.000608,0.918459
0.396076,0.017697,0.192037,0.005089,0.047905,0.000896,0.110051,0.048418,0.062658,0.224135,0.002784,0.001408,0.000608,0.895803
0.395212,0.017825,0.192101,0.005440,0.048546,0.001024,0.107971,0.048770,0.061345,0.221734,0.002368,0.001472,0.000384,0.894203
0.396524,0.017728,0.192582,0.005024,0.048706,0.000800,0.109635,0.048034,0.061281,0.222214,0.002528,0.001184,0.000576,0.895003
0.413196,0.017696,0.191750,0.005056,0.048418,0.000832,0.115299,0.048194,0.061345,0.228550,0.002593,0.001184,0.000608,0.918459
0.396268,0.017728,0.191877,0.005280,0.048770,0.000992,0.110083,0.048162,0.060385,0.221926,0.002304,0.001472,0.000608,0.894363
0.394859,0.017889,0.192102,0.005344,0.048193,0.000864,0.106051,0.049281,0.066754,0.226407,0.002400,0.001536,0.000384,0.898490
0.394668,0.017536,0.216199,0.005568,0.048033,0.000832,0.114788,0.048257,0.065570,0.232327,0.002592,0.001440,0.000384,0.928187
0.394923,0.017633,0.192326,0.005120,0.048737,0.000832,0.110052,0.049377,0.060994,0.223687,0.002336,0.001472,0.000416,0.894778
0.395788,0.017921,0.192037,0.005312,0.049026,0.001088,0.112419,0.049570,0.066146,0.232167,0.002400,0.001408,0.000384,0.905595
0.395692,0.017985,0.191813,0.005312,0.048674,0.000800,0.113475,0.047650,0.065474,0.230375,0.003040,0.001536,0.000608,0.903451
0.395403,0.017889,0.191782,0.005152,0.050305,0.000832,0.109124,0.049217,0.060770,0.222439,0.002400,0.001408,0.000576,0.895066
0.395275,0.017729,0.192166,0.005184,0.049153,0.000800,0.107395,0.049090,0.060002,0.219431,0.002368,0.001440,0.000576,0.890810
0.395628,0.017728,0.191878,0.005088,0.048610,0.000832,0.113891,0.047586,0.063010,0.227431,0.002272,0.001440,0.000384,0.898075
0.396748,0.017888,0.211879,0.005344,0.048737,0.000864,0.109988,0.056673,0.061570,0.231399,0.002368,0.001280,0.000384,0.924475
0.394667,0.017505,0.191558,0.005152,0.048417,0.000800,0.138340,0.051042,0.063490,0.255848,0.002336,0.001344,0.000384,0.924763
0.396012,0.017697,0.191813,0.005056,0.048738,0.000864,0.108867,0.046209,0.060257,0.219366,0.002240,0.001185,0.000384,0.890651
0.396267,0.017665,0.192038,0.005216,0.048609,0.000800,0.107235,0.046530,0.066370,0.223367,0.002432,0.001440,0.000608,0.895354
0.395820,0.017953,0.191845,0.005120,0.051202,0.000832,0.109699,0.049730,0.064898,0.227719,0.002656,0.001312,0.000608,0.901851
0.396972,0.017568,0.191621,0.005312,0.048866,0.001024,0.106627,0.049153,0.061921,0.220998,0.002432,0.001537,0.000640,0.894075
0.395148,0.018272,0.192038,0.005216,0.048802,0.000832,0.111747,0.047778,0.070882,0.233895,0.002688,0.001184,0.000384,0.905819
0.416492,0.017760,0.192262,0.005152,0.048258,0.000832,0.112323,0.048866,0.060961,0.225254,0.002720,0.001473,0.000416,0.917820
0.396332,0.017792,0.193606,0.005088,0.048258,0.000800,0.111523,0.048546,0.065442,0.228743,0.002272,0.001376,0.000640,0.901371
0.395819,0.017825,0.191878,0.005312,0.049601,0.000832,0.107587,0.048482,0.063202,0.222695,0.002368,0.001184,0.000416,0.895002
0.395276,0.017792,0.192294,0.005344,0.048609,0.000992,0.114404,0.048513,0.091267,0.258504,0.002656,0.001248,0.000416,0.930875
0.396012,0.017696,0.192102,0.005088,0.048098,0.001024,0.110179,0.048001,0.060802,0.222310,0.002368,0.001440,0.000384,0.893658
0.395756,0.017664,0.192326,0.005120,0.047713,0.000800,0.109316,0.048449,0.061506,0.222631,0.002464,0.001568,0.000416,0.893402
0.395819,0.017665,0.192038,0.005024,0.047617,0.001056,0.108675,0.047202,0.063266,0.222887,0.002432,0.001312,0.000608,0.893242
0.428492,0.017729,0.191653,0.005409,0.048161,0.001056,0.138660,0.049794,0.064354,0.256200,0.002880,0.001216,0.000384,0.959996
0.395628,0.017536,0.191622,0.005376,0.048226,0.001024,0.112035,0.047841,0.063778,0.227046,0.002368,0.001472,0.000608,0.898234
0.395148,0.017600,0.191942,0.005216,0.048130,0.000864,0.115843,0.049346,0.061633,0.230342,0.002688,0.001537,0.000384,0.901083
0.394892,0.017728,0.192326,0.005408,0.048354,0.001024,0.124579,0.064322,0.060322,0.252615,0.002432,0.001216,0.000608,0.923867
0.395788,0.017889,0.191973,0.005089,0.048769,0.001056,0.109731,0.047970,0.061506,0.222919,0.002400,0.001472,0.000576,0.895739
0.395468,0.017761,0.192133,0.005088,0.048226,0.000800,0.117059,0.047906,0.060802,0.229767,0.002624,0.001408,0.000640,0.901307
0.396075,0.018017,0.191846,0.004864,0.048705,0.000800,0.113412,0.048769,0.062690,0.228711,0.002368,0.001408,0.000576,0.900762
0.411308,0.017889,0.192485,0.005025,0.048865,0.000864,0.117604,0.059201,0.070402,0.251240,0.002240,0.001408,0.000384,0.938844
0.395500,0.017857,0.192325,0.005377,0.049025,0.000864,0.110051,0.050562,0.062594,0.226535,0.002272,0.001472,0.000352,0.898267
0.396172,0.017856,0.192582,0.005312,0.047650,0.000832,0.112451,0.050562,0.061666,0.228327,0.002400,0.001472,0.000800,0.899931
0.395916,0.017856,0.228775,0.005504,0.048290,0.000832,0.116227,0.046562,0.060610,0.226567,0.005312,0.001248,0.000416,0.938492
0.395468,0.017696,0.192486,0.005088,0.049218,0.001024,0.105475,0.050817,0.065986,0.225446,0.002304,0.001408,0.000640,0.897946
0.395755,0.017793,0.192454,0.005056,0.048577,0.000832,0.115716,0.049921,0.066306,0.236039,0.002560,0.001280,0.000704,0.910042
0.395244,0.017696,0.192038,0.005056,0.047874,0.000832,0.110403,0.048866,0.061473,0.224486,0.002561,0.001248,0.000608,0.894715
0.396396,0.017792,0.191814,0.005344,0.048034,0.000832,0.109667,0.048545,0.061762,0.223750,0.002560,0.001248,0.000384,0.895194
0.395756,0.017761,0.192773,0.005089,0.048321,0.000832,0.111875,0.045570,0.060002,0.221127,0.002560,0.001120,0.000576,0.893147
0.395948,0.017857,0.191973,0.005088,0.048898,0.001056,0.109379,0.048738,0.060833,0.222054,0.002433,0.001472,0.000416,0.893691
0.396684,0.017664,0.211207,0.005248,0.048001,0.000800,0.113220,0.050273,0.065314,0.233159,0.002528,0.001408,0.000576,0.925723
0.395340,0.017824,0.192838,0.005120,0.048322,0.000832,0.106083,0.050337,0.067074,0.227302,0.002720,0.001440,0.000384,0.900059
0.394668,0.017664,0.193318,0.005152,0.050562,0.000832,0.108419,0.050850,0.062721,0.226150,0.002433,0.001440,0.000320,0.900731
0.394604,0.017760,0.194758,0.005344,0.048706,0.000800,0.110531,0.050049,0.063234,0.226918,0.002336,0.001504,0.000384,0.899771
0.395404,0.017824,0.192038,0.005312,0.050946,0.000832,0.109987,0.049153,0.060162,0.223046,0.002528,0.001504,0.000384,0.897242
0.395436,0.017632,0.192102,0.005088,0.048417,0.000832,0.113123,0.049153,0.062594,0.228102,0.002432,0.001472,0.000672,0.899258
0.395852,0.017825,0.192261,0.005120,0.048162,0.000768,0.112067,0.048130,0.070146,0.233735,0.002624,0.001376,0.000384,0.905307
0.412685,0.017824,0.192326,0.005056,0.047394,0.000992,0.109827,0.057090,0.062241,0.232454,0.002401,0.001408,0.000608,0.920764
0.395307,0.017601,0.192102,0.005152,0.047425,0.001024,0.114692,0.048769,0.060418,0.227079,0.002464,0.001344,0.000416,0.897178
0.396620,0.017857,0.191429,0.005089,0.047585,0.001024,0.107811,0.049154,0.068546,0.229479,0.002272,0.001376,0.000416,0.901243
0.396588,0.017729,0.191877,0.005121,0.047233,0.000992,0.107619,0.068002,0.081795,0.261320,0.002272,0.001536,0.000608,0.932220
0.394732,0.017536,0.192070,0.005120,0.047362,0.001056,0.105955,0.049153,0.063330,0.221382,0.002496,0.001536,0.000577,0.890555
0.395596,0.017632,0.191846,0.005088,0.047361,0.001088,0.110340,0.050081,0.065506,0.229319,0.002208,0.001472,0.000576,0.899578
0.396076,0.017632,0.192006,0.005056,0.047681,0.000800,0.112995,0.048225,0.073186,0.239144,0.003424,0.001472,0.000448,0.912379
0.408940,0.017824,0.191814,0.005472,0.048162,0.000992,0.113379,0.059490,0.063426,0.239751,0.002784,0.001568,0.000416,0.925403
0.396908,0.017825,0.192229,0.005281,0.047329,0.001024,0.106883,0.047106,0.060001,0.217479,0.002368,0.001440,0.000416,0.889019
0.396940,0.017696,0.191590,0.005248,0.048802,0.000832,0.111619,0.050785,0.065442,0.231590,0.002305,0.001376,0.000576,0.904059
0.395147,0.017664,0.191750,0.005088,0.067586,0.000928,0.112803,0.050114,0.062562,0.228679,0.002528,0.001376,0.000352,0.918459
0.395628,0.017825,0.191909,0.005312,0.049186,0.000832,0.110147,0.050210,0.069986,0.234343,0.002336,0.001408,0.000384,0.907483
0.394987,0.017921,0.192230,0.005280,0.048033,0.001024,0.107267,0.045890,0.062658,0.218951,0.002432,0.001248,0.000640,0.889786
0.395340,0.017504,0.192038,0.005088,0.047490,0.001056,0.099363,0.044193,0.058658,0.206150,0.002464,0.001472,0.000384,0.877242
0.411596,0.017696,0.191526,0.005056,0.047970,0.000832,0.108803,0.052961,0.072867,0.238247,0.003232,0.001408,0.000608,0.925051
0.396396,0.017728,0.191686,0.005056,0.047842,0.000832,0.107235,0.045537,0.063522,0.219718,0.002496,0.001536,0.000640,0.891258
0.394956,0.017664,0.191462,0.005088,0.048130,0.001056,0.113795,0.049345,0.061026,0.227270,0.002528,0.001376,0.000416,0.897114
0.395147,0.017696,0.211174,0.005472,0.047906,0.000896,0.113155,0.056706,0.064354,0.239207,0.002592,0.001344,0.000384,0.930491
0.396332,0.017889,0.192325,0.005088,0.048706,0.000800,0.108131,0.050466,0.060866,0.222503,0.002496,0.001440,0.000640,0.895003
0.395692,0.017793,0.191845,0.005184,0.048098,0.000992,0.116003,0.050018,0.064514,0.235239,0.002720,0.001408,0.000384,0.906491
0.395468,0.017728,0.191846,0.005056,0.047554,0.001024,0.105859,0.047073,0.059842,0.216134,0.002464,0.001536,0.000608,0.886650
0.395595,0.017793,0.191590,0.005280,0.047585,0.001056,0.104835,0.047074,0.058305,0.213894,0.003008,0.001440,0.000640,0.885466
0.395116,0.017536,0.192294,0.005248,0.047394,0.001056,0.109251,0.048705,0.060802,0.222118,0.002336,0.001472,0.000352,0.891802
0.395467,0.017665,0.191942,0.005280,0.047329,0.001056,0.108547,0.046754,0.063970,0.223399,0.002368,0.001120,0.000352,0.893082
0.395308,0.017569,0.211910,0.005440,0.047105,0.001024,0.108228,0.065954,0.060577,0.237767,0.002465,0.001568,0.000640,0.928124
0.394860,0.017632,0.191974,0.005120,0.047394,0.000832,0.114563,0.049314,0.061345,0.229126,0.002465,0.001280,0.000384,0.898619
0.395596,0.017760,0.191782,0.005088,0.047298,0.001024,0.112419,0.046017,0.060002,0.221766,0.002432,0.001408,0.000416,0.891450
0.394700,0.017632,0.191558,0.005344,0.047457,0.001056,0.111268,0.047201,0.060738,0.224647,0.002400,0.001440,0.000352,0.893914
0.395915,0.017729,0.192166,0.005344,0.047617,0.000992,0.110596,0.051137,0.064994,0.229959,0.002592,0.001440,0.000704,0.902522
0.395019,0.017857,0.192069,0.005312,0.047361,0.000832,0.139620,0.049602,0.064002,0.257672,0.002400,0.001504,0.000640,0.927931
0.395724,0.017824,0.191622,0.005056,0.049378,0.001024,0.107075,0.048833,0.062466,0.222246,0.002240,0.001313,0.000384,0.894171
0.395404,0.033377,0.193125,0.005153,0.048737,0.000832,0.114980,0.063905,0.062434,0.244999,0.002464,0.001504,0.000416,0.934556
0.400268,0.017696,0.192390,0.005152,0.048258,0.000608,0.108131,0.048961,0.064386,0.224454,0.002496,0.001312,0.000416,0.900154
0.399500,0.017792,0.191718,0.005056,0.050305,0.000832,0.105091,0.050081,0.063138,0.222246,0.002400,0.001440,0.000352,0.899738
0.395660,0.017601,0.192069,0.005088,0.048706,0.000800,0.105795,0.049058,0.063393,0.221382,0.003521,0.001056,0.000416,0.893499
0.399180,0.017792,0.191462,0.005152,0.048450,0.000832,0.114371,0.049986,0.063425,0.231142,0.002305,0.001664,0.000416,0.905371
0.399628,0.017505,0.191653,0.005280,0.049058,0.000800,0.109379,0.049410,0.063714,0.225959,0.003008,0.001312,0.000384,0.901723
0.400428,0.017856,0.192294,0.005120,0.048066,0.000864,0.109571,0.049185,0.059649,0.221574,0.002496,0.001280,0.000384,0.897370
0.408973,0.017792,0.191910,0.005152,0.048513,0.000768,0.136772,0.049889,0.059682,0.249576,0.002304,0.001024,0.000416,0.933564
0.399020,0.017632,0.191782,0.005120,0.048770,0.000800,0.104387,0.045761,0.058754,0.211910,0.002400,0.001120,0.000320,0.885562
0.399468,0.017600,0.192166,0.005088,0.049282,0.001056,0.103587,0.047521,0.064642,0.218886,0.002304,0.001216,0.000352,0.894458
0.395563,0.017889,0.191910,0.005056,0.048769,0.000992,0.114148,0.049089,0.080163,0.246888,0.002560,0.001408,0.000416,0.918747
0.398892,0.017728,0.191590,0.005120,0.048097,0.001024,0.102339,0.046529,0.060386,0.212167,0.002464,0.001504,0.000352,0.885786
0.395468,0.017824,0.192678,0.005312,0.048130,0.000800,0.106435,0.045633,0.066018,0.221382,0.002272,0.001376,0.000384,0.892154
0.395308,0.017664,0.191718,0.005376,0.047714,0.001056,0.109859,0.047393,0.061442,0.222310,0.002368,0.001312,0.000417,0.892219
0.420397,0.017728,0.191910,0.005088,0.047458,0.001024,0.110531,0.047585,0.064162,0.226214,0.002209,0.000928,0.000384,0.920956
0.398924,0.017665,0.192133,0.005089,0.048193,0.000832,0.107427,0.046146,0.062146,0.218599,0.002432,0.001056,0.000416,0.892251
0.394892,0.018112,0.191654,0.005120,0.050562,0.001312,0.108451,0.049025,0.062626,0.223302,0.002240,0.001280,0.000384,0.895578
0.399787,0.018017,0.191974,0.005152,0.048929,0.000800,0.109252,0.048673,0.061442,0.222727,0.003169,0.001408,0.000416,0.917723
0.395628,0.017793,0.192325,0.005024,0.048194,0.000864,0.103939,0.047265,0.062914,0.217126,0.002272,0.001280,0.000416,0.887482
0.395532,0.017793,0.192037,0.005057,0.049537,0.001024,0.117892,0.047585,0.059266,0.228103,0.002144,0.001312,0.000384,0.899803
0.400460,0.017728,0.191558,0.005184,0.048610,0.001024,0.116515,0.049602,0.060545,0.229798,0.002241,0.001280,0.000352,0.905211
0.418220,0.017537,0.192389,0.005088,0.047906,0.000960,0.107683,0.063906,0.065378,0.240199,0.002944,0.001344,0.000352,0.933883
0.396107,0.017697,0.191686,0.005312,0.049889,0.000864,0.135972,0.051138,0.062754,0.253640,0.002688,0.001376,0.000352,0.926427
0.399180,0.017856,0.191686,0.005344,0.048418,0.001088,0.103139,0.046401,0.058946,0.211846,0.002432,0.001504,0.000352,0.887066
0.400588,0.017985,0.191525,0.005185,0.047617,0.001056,0.110723,0.049378,0.093859,0.257896,0.002560,0.001120,0.000352,0.932220
0.396332,0.017824,0.191462,0.005280,0.048449,0.000800,0.112100,0.049377,0.061090,0.226247,0.002336,0.001280,0.000448,0.898266
0.400588,0.017953,0.191654,0.005152,0.048705,0.000800,0.109507,0.046145,0.059490,0.218375,0.002528,0.001440,0.000416,0.894715
0.399692,0.017633,0.192293,0.005089,0.047617,0.000864,0.110819,0.046754,0.059041,0.219782,0.002368,0.001216,0.000384,0.894235
0.416140,0.017793,0.191557,0.005088,0.048418,0.000768,0.108547,0.064162,0.073602,0.250215,0.005377,0.001376,0.000416,0.945436
0.394316,0.017729,0.191685,0.005345,0.048513,0.001088,0.114755,0.057506,0.067842,0.243175,0.002336,0.001440,0.000384,0.912827
0.401004,0.017729,0.191493,0.005057,0.047937,0.001120,0.112291,0.048642,0.060194,0.224455,0.002560,0.001088,0.000608,0.900123
0.399052,0.017632,0.191462,0.005088,0.048610,0.001024,0.107875,0.073346,0.109283,0.295400,0.004065,0.001024,0.000416,0.971549
0.395692,0.017601,0.191493,0.005344,0.047745,0.001056,0.108771,0.048066,0.063266,0.223975,0.002208,0.001344,0.000416,0.894107
0.399308,0.017696,0.192038,0.005280,0.047330,0.001088,0.109187,0.045761,0.060610,0.219046,0.002496,0.001504,0.000384,0.893626
0.394796,0.017569,0.191525,0.005088,0.047682,0.000672,0.108451,0.048354,0.063106,0.223303,0.002432,0.001504,0.000352,0.891771
0.414860,0.017793,0.191749,0.005473,0.047873,0.001056,0.106371,0.048962,0.062722,0.221575,0.002400,0.001376,0.000576,0.911931
0.395756,0.017728,0.191846,0.005120,0.047329,0.001056,0.111139,0.048481,0.062882,0.226118,0.002624,0.001312,0.000480,0.896794
0.395563,0.017664,0.191622,0.005344,0.047713,0.001056,0.136452,0.049218,0.065890,0.256328,0.002432,0.001408,0.000416,0.926171
0.399916,0.017857,0.192485,0.005089,0.066721,0.000864,0.110467,0.063138,0.061282,0.237735,0.003232,0.001344,0.000448,0.932764
0.400652,0.017856,0.191974,0.005152,0.049058,0.001024,0.113763,0.047745,0.060546,0.226502,0.002496,0.001376,0.000416,0.904090
0.399660,0.017504,0.191430,0.005312,0.048929,0.001024,0.108100,0.045825,0.060002,0.217191,0.002368,0.001440,0.000416,0.892154
0.395788,0.017665,0.192485,0.005313,0.048897,0.001024,0.116516,0.046145,0.064866,0.230727,0.002272,0.001376,0.000384,0.903451
0.413420,0.017728,0.191686,0.005056,0.047841,0.001120,0.109860,0.061409,0.065314,0.240935,0.003393,0.001760,0.000448,0.931548
0.399372,0.017824,0.191750,0.005152,0.047489,0.000992,0.108580,0.048801,0.062146,0.222727,0.002208,0.001408,0.000416,0.896474
0.396140,0.017825,0.191717,0.005152,0.047330,0.001024,0.106371,0.047649,0.083011,0.240199,0.002432,0.001312,0.000512,0.910363
0.394444,0.017696,0.225287,0.005472,0.047362,0.000832,0.111619,0.057538,0.067170,0.240167,0.002400,0.001216,0.000352,0.943196
0.400075,0.017824,0.193126,0.005152,0.047713,0.001056,0.107716,0.050689,0.064322,0.226215,0.002528,0.001248,0.000608,0.903194
0.394699,0.017825,0.192517,0.005121,0.048609,0.000832,0.105603,0.047426,0.062242,0.218439,0.003456,0.001376,0.000416,0.890170
0.399883,0.017728,0.191526,0.005280,0.047969,0.000832,0.104451,0.046914,0.069282,0.223783,0.002368,0.001056,0.000384,0.897242
0.401292,0.017856,0.192038,0.005312,0.048706,0.000800,0.124419,0.048866,0.061474,0.238407,0.002688,0.001568,0.000416,0.916507
0.396107,0.017761,0.192390,0.005088,0.048417,0.000832,0.107140,0.049153,0.064290,0.224327,0.002432,0.001248,0.000576,0.896090
0.399787,0.017792,0.191654,0.005312,0.048257,0.000832,0.111428,0.046465,0.058626,0.219783,0.002432,0.001376,0.000384,0.894330
0.399884,0.017793,0.209990,0.005184,0.048673,0.000832,0.109956,0.063810,0.061153,0.238215,0.004449,0.001248,0.000352,0.934044
0.399915,0.017696,0.192390,0.005184,0.048705,0.001056,0.107684,0.046945,0.060866,0.218727,0.002464,0.001472,0.000384,0.895770
0.399339,0.017665,0.192454,0.005088,0.047937,0.001024,0.106211,0.047714,0.060354,0.217447,0.002304,0.001408,0.000384,0.892154
0.399852,0.017792,0.192102,0.005088,0.048034,0.000832,0.110275,0.047649,0.059714,0.221030,0.002272,0.001216,0.000384,0.895674
0.398860,0.017985,0.192678,0.005120,0.049153,0.000832,0.110596,0.052961,0.062690,0.229735,0.002496,0.001536,0.000448,0.906971
0.400939,0.017889,0.192390,0.005280,0.048641,0.001056,0.112388,0.047297,0.061762,0.225351,0.002368,0.001120,0.000384,0.902810
0.399884,0.017825,0.191909,0.005121,0.048961,0.000832,0.109347,0.048834,0.077634,0.239847,0.002368,0.001472,0.000608,0.915803
0.397195,0.017793,0.209958,0.005568,0.048610,0.000832,0.122723,0.059266,0.065474,0.252071,0.002848,0.001440,0.000416,0.945724
0.397291,0.017696,0.192838,0.005120,0.049281,0.000832,0.101731,0.057858,0.061762,0.224583,0.002816,0.001344,0.000640,0.899578
0.397067,0.017601,0.192742,0.004832,0.048609,0.000832,0.109700,0.052001,0.063042,0.227943,0.002976,0.001440,0.000352,0.901626
0.396363,0.017953,0.192102,0.005120,0.048225,0.000832,0.105763,0.051778,0.065666,0.226439,0.002400,0.001536,0.000384,0.898426
0.395403,0.017761,0.192037,0.005184,0.048353,0.000800,0.116356,0.049377,0.060354,0.229767,0.002560,0.001440,0.000384,0.901819
0.395019,0.017825,0.191782,0.005088,0.048417,0.000992,0.103331,0.048386,0.068354,0.223335,0.002912,0.001504,0.000384,0.894490
0.395500,0.017761,0.191749,0.004864,0.048962,0.000800,0.113411,0.048450,0.068034,0.233607,0.002592,0.001280,0.000448,0.905371
0.417964,0.017824,0.191813,0.005056,0.049186,0.001024,0.107395,0.050626,0.069186,0.230599,0.002560,0.001440,0.000608,0.925499
0.395276,0.017824,0.192710,0.005056,0.050562,0.000832,0.111267,0.051394,0.060514,0.226599,0.002784,0.001472,0.000384,0.901115
0.399660,0.017760,0.191750,0.005120,0.047682,0.001024,0.110627,0.049345,0.064482,0.227782,0.002848,0.001505,0.000672,0.903515
0.396396,0.017664,0.191910,0.005600,0.048418,0.000864,0.111651,0.066562,0.080322,0.262247,0.002528,0.001537,0.000384,0.934972
0.396331,0.017793,0.192070,0.005088,0.047841,0.000864,0.107491,0.050530,0.062082,0.223239,0.002368,0.001280,0.000640,0.894426
0.400235,0.017888,0.192582,0.005088,0.049185,0.001024,0.112676,0.050753,0.073443,0.239976,0.003168,0.001408,0.000384,0.918171
0.396684,0.017856,0.192582,0.005152,0.047810,0.001024,0.109539,0.066018,0.066114,0.244935,0.002752,0.001184,0.000384,0.917499
0.415916,0.017792,0.192006,0.005088,0.047201,0.000832,0.109636,0.058241,0.061858,0.233287,0.002336,0.001280,0.000384,0.923803
0.400300,0.017664,0.191590,0.005088,0.047361,0.001024,0.105603,0.047457,0.061410,0.218182,0.002464,0.001536,0.000480,0.893082
0.395499,0.017985,0.191974,0.005088,0.047841,0.000864,0.108707,0.046498,0.060226,0.218759,0.002400,0.001344,0.000416,0.889850
0.399180,0.017793,0.191877,0.005345,0.048353,0.000832,0.113763,0.049697,0.061282,0.227974,0.002368,0.001344,0.000672,0.920636
0.395659,0.017729,0.192294,0.005344,0.048193,0.000800,0.105283,0.052034,0.061922,0.222407,0.002656,0.001344,0.000608,0.893946
0.394827,0.017697,0.191813,0.005089,0.048257,0.000800,0.107651,0.049890,0.064738,0.225287,0.002528,0.001504,0.000672,0.895259
0.402060,0.017985,0.193125,0.005185,0.048801,0.000832,0.113635,0.050626,0.063426,0.231207,0.002528,0.001248,0.000640,0.911291
0.413932,0.017857,0.192229,0.005152,0.050274,0.000800,0.112867,0.050274,0.070498,0.238119,0.002528,0.001184,0.000448,0.930619
0.400523,0.017697,0.192518,0.005280,0.048673,0.000800,0.109668,0.049697,0.059906,0.222343,0.002368,0.001472,0.000576,0.899098
0.399820,0.017761,0.192358,0.005120,0.048769,0.000800,0.101763,0.048130,0.061794,0.214663,0.002848,0.001248,0.000416,0.890875
0.395499,0.017697,0.210854,0.005408,0.049826,0.000864,0.108963,0.054082,0.062626,0.230567,0.002432,0.001472,0.000384,0.923195
0.398764,0.017760,0.192454,0.005280,0.048546,0.000800,0.105955,0.049473,0.065698,0.224262,0.005248,0.001409,0.000448,0.902267
0.399948,0.017857,0.191494,0.004864,0.047873,0.000832,0.107523,0.046722,0.059298,0.217191,0.003104,0.001408,0.000640,0.892539
0.398604,0.017760,0.191974,0.005088,0.047426,0.000864,0.110563,0.048865,0.061090,0.223558,0.002304,0.001312,0.000416,0.896282
0.399116,0.017537,0.191429,0.005248,0.047170,0.001088,0.111939,0.048482,0.070018,0.234439,0.002368,0.001440,0.000480,0.909083
0.399692,0.017472,0.192070,0.005088,0.047042,0.000832,0.107235,0.049921,0.065442,0.225702,0.002240,0.001312,0.000576,0.898618
0.400395,0.017633,0.192326,0.005184,0.047329,0.001056,0.117508,0.048513,0.061090,0.230599,0.002304,0.001376,0.000576,0.906202
0.393804,0.017761,0.208902,0.005216,0.047201,0.001088,0.137957,0.060257,0.064994,0.268264,0.003169,0.001248,0.000352,0.954589
0.395595,0.017665,0.192293,0.005056,0.047489,0.000832,0.107683,0.048130,0.072802,0.232391,0.002432,0.001472,0.000384,0.903674
0.395212,0.017728,0.192102,0.005312,0.047618,0.000992,0.129668,0.053441,0.061346,0.247687,0.002304,0.001120,0.000352,0.916859
0.398380,0.017537,0.191845,0.004992,0.047842,0.000960,0.139716,0.047490,0.076930,0.269288,0.005376,0.001472,0.000384,0.946300
0.399340,0.017473,0.191973,0.005024,0.047106,0.000832,0.112707,0.046498,0.061889,0.224198,0.002657,0.001248,0.000384,0.897019
0.400076,0.017761,0.192357,0.005313,0.047201,0.000896,0.108995,0.046498,0.061122,0.219975,0.002560,0.001280,0.000640,0.895547
0.399500,0.017760,0.191686,0.005280,0.047329,0.000800,0.106819,0.047233,0.062594,0.221030,0.002368,0.001216,0.000416,0.893882
0.395275,0.035553,0.193126,0.005152,0.047010,0.001024,0.113187,0.049218,0.063138,0.230119,0.005312,0.001408,0.000672,0.922011
