Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],IN[9],INFER[9-10],OUT[10],TEE[9-10],classifier
0.398667,0.017761,0.191238,0.004864,0.047393,0.000576,0.013409,0.000384,0.001440,0.102595,0.036673,0.058658,0.201030,0.883962
0.397451,0.017729,0.190822,0.005248,0.047233,0.000768,0.013441,0.000320,0.001408,0.098883,0.037569,0.058146,0.197734,0.878522
0.396876,0.017792,0.191334,0.004864,0.047073,0.000576,0.013505,0.000416,0.001376,0.097059,0.039201,0.060258,0.199750,0.879930
0.397836,0.017856,0.218503,0.005248,0.047073,0.000832,0.013441,0.000448,0.001376,0.102915,0.035681,0.057730,0.199334,0.908731
0.395820,0.017664,0.192102,0.004896,0.047170,0.000576,0.013536,0.000448,0.001472,0.102531,0.036641,0.062050,0.204102,0.884410
0.397836,0.017696,0.191302,0.004864,0.047137,0.000576,0.013697,0.000416,0.001440,0.104963,0.035201,0.058626,0.201926,0.883898
0.396716,0.017537,0.191525,0.004896,0.047298,0.000576,0.013984,0.000416,0.001696,0.101027,0.037250,0.061281,0.202630,0.883866
0.408876,0.017632,0.191814,0.004896,0.047201,0.000576,0.013825,0.000352,0.001440,0.099555,0.038337,0.056546,0.197510,0.890266
0.397708,0.017537,0.191013,0.005376,0.047042,0.000544,0.013472,0.000384,0.001408,0.096227,0.038145,0.070818,0.208166,0.888762
0.396364,0.017760,0.191814,0.005312,0.047265,0.000576,0.013473,0.000352,0.001440,0.101859,0.037377,0.059874,0.201958,0.882458
0.400172,0.017889,0.192037,0.004896,0.047202,0.000608,0.013440,0.000352,0.001408,0.109924,0.034689,0.061346,0.208903,0.893563
0.396971,0.017760,0.191238,0.004832,0.047041,0.000576,0.013441,0.000416,0.001408,0.098179,0.036577,0.058754,0.196230,0.876058
0.395947,0.017761,0.191334,0.005312,0.046977,0.000576,0.013505,0.000416,0.001376,0.097154,0.036929,0.061537,0.198597,0.878298
0.398731,0.017760,0.191110,0.004896,0.047169,0.000480,0.013473,0.000416,0.001440,0.095235,0.032353,0.056513,0.187205,0.868697
0.413036,0.017760,0.191334,0.005088,0.047138,0.000544,0.013472,0.000384,0.001408,0.105731,0.044610,0.058241,0.211622,0.907834
0.399659,0.017825,0.191430,0.005120,0.046977,0.000576,0.013473,0.000384,0.001440,0.101411,0.033057,0.059234,0.196582,0.880794
0.398987,0.017792,0.191238,0.004992,0.047073,0.000608,0.013537,0.000416,0.001376,0.103939,0.037697,0.059810,0.204230,0.886906
0.398188,0.017632,0.191302,0.004928,0.046978,0.000576,0.013440,0.000384,0.001408,0.106307,0.040225,0.072387,0.221671,0.902171
0.395819,0.017537,0.191269,0.004929,0.047073,0.000544,0.013472,0.000384,0.001377,0.091426,0.034273,0.057122,0.185605,0.863737
0.396044,0.017920,0.191174,0.004928,0.047170,0.000576,0.013472,0.000384,0.001440,0.098435,0.037377,0.058018,0.196774,0.875514
0.399212,0.017600,0.192134,0.004832,0.047394,0.000672,0.013472,0.000384,0.001408,0.102179,0.037345,0.058082,0.200934,0.884986
0.397388,0.017825,0.191141,0.004832,0.061282,0.000832,0.013793,0.000384,0.001440,0.097187,0.038465,0.057570,0.196070,0.891355
0.396491,0.017569,0.191174,0.004832,0.047073,0.000576,0.013409,0.000384,0.001408,0.099491,0.042081,0.078338,0.223718,0.902938
0.397068,0.018081,0.193253,0.004929,0.047137,0.000608,0.013664,0.000416,0.001504,0.099299,0.039554,0.063810,0.206183,0.889531
0.398540,0.017984,0.192070,0.005408,0.047074,0.000608,0.013408,0.000384,0.001440,0.100675,0.036385,0.059010,0.198662,0.881978
0.414956,0.017792,0.192262,0.005312,0.047138,0.000576,0.013568,0.000384,0.001504,0.103139,0.038465,0.067330,0.211814,0.911835
0.396587,0.017825,0.191206,0.004832,0.047329,0.000576,0.013441,0.000416,0.001408,0.125347,0.055362,0.071874,0.255335,0.934779
0.395916,0.017505,0.191845,0.004864,0.047042,0.000512,0.013408,0.000384,0.001408,0.098019,0.040833,0.065826,0.207558,0.886394
0.396844,0.017313,0.191269,0.004896,0.047234,0.000544,0.013440,0.000352,0.001408,0.097891,0.036385,0.094307,0.231591,0.911067
0.396108,0.017632,0.191846,0.004960,0.047106,0.000576,0.013408,0.000416,0.001408,0.112643,0.041954,0.067202,0.224839,0.904219
0.396203,0.017985,0.191525,0.004801,0.046977,0.000832,0.013792,0.000417,0.001440,0.101987,0.039617,0.060098,0.204646,0.884698
0.398283,0.017761,0.191270,0.004960,0.047169,0.000480,0.013345,0.000384,0.001408,0.097347,0.037473,0.064706,0.202310,0.883354
0.397804,0.032353,0.191718,0.004928,0.047169,0.000608,0.013376,0.000352,0.001408,0.100835,0.036289,0.059010,0.199238,0.895291
0.398284,0.017760,0.191174,0.004960,0.047138,0.000544,0.013440,0.000384,0.001440,0.100419,0.038401,0.062914,0.204678,0.886138
0.396332,0.017537,0.191685,0.004896,0.047042,0.000512,0.013600,0.000416,0.001408,0.090787,0.036353,0.057346,0.188006,0.867674
0.395788,0.017792,0.191206,0.004992,0.047170,0.000608,0.013792,0.000416,0.001472,0.100867,0.032705,0.056674,0.193222,0.872570
0.408748,0.017889,0.191269,0.004929,0.047297,0.000576,0.013440,0.000384,0.001440,0.095106,0.033505,0.060738,0.192198,0.884570
0.399852,0.017505,0.191654,0.004864,0.047265,0.000512,0.013793,0.000416,0.001504,0.101443,0.042113,0.060130,0.206950,0.890683
0.396876,0.017536,0.191142,0.004864,0.047009,0.000576,0.013473,0.000416,0.001408,0.091939,0.031713,0.058593,0.185413,0.865241
0.396460,0.017793,0.191269,0.004928,0.047010,0.000608,0.013408,0.000384,0.001408,0.112036,0.042465,0.061282,0.219207,0.898555
0.396331,0.017697,0.191782,0.005408,0.047041,0.000608,0.013377,0.000384,0.001408,0.097667,0.037761,0.057282,0.195654,0.876250
0.396556,0.017633,0.191301,0.004928,0.047138,0.000736,0.013408,0.000352,0.001472,0.100643,0.039618,0.060737,0.203910,0.883482
0.396907,0.017569,0.191621,0.005056,0.046977,0.000576,0.013504,0.000352,0.001408,0.094498,0.034465,0.054786,0.186853,0.867001
0.413292,0.017761,0.191750,0.004960,0.046977,0.000576,0.013569,0.000416,0.001536,0.107683,0.036801,0.062914,0.210470,0.908763
0.396428,0.017920,0.192070,0.005216,0.047042,0.000608,0.013792,0.000384,0.001472,0.105187,0.036225,0.059970,0.204582,0.886298
0.396492,0.017921,0.191749,0.004928,0.047650,0.000608,0.013888,0.000416,0.001472,0.103363,0.034785,0.061633,0.203110,0.885658
0.397100,0.017825,0.191973,0.004928,0.047618,0.001024,0.013760,0.000384,0.001472,0.106116,0.037633,0.060066,0.206983,0.889979
0.396491,0.017889,0.192166,0.004960,0.047937,0.000576,0.013505,0.000384,0.001440,0.105763,0.033953,0.061538,0.204774,0.887098
0.397932,0.017761,0.192773,0.005088,0.048194,0.000608,0.013696,0.000416,0.001536,0.108260,0.033377,0.060001,0.204998,0.890171
0.397964,0.018048,0.192614,0.005184,0.047553,0.000608,0.013569,0.000384,0.001408,0.105987,0.036929,0.062178,0.208294,0.892698
0.418861,0.017760,0.191526,0.005216,0.047329,0.001024,0.013473,0.000416,0.001440,0.107715,0.037793,0.065442,0.214150,0.919003
0.397708,0.017888,0.192806,0.005280,0.047746,0.000832,0.013536,0.000352,0.001440,0.104419,0.033249,0.058530,0.199366,0.883898
0.397228,0.017921,0.192549,0.005345,0.047297,0.000576,0.013440,0.000385,0.001504,0.103939,0.035265,0.059553,0.201830,0.885243
0.398955,0.017633,0.192454,0.005184,0.048545,0.000608,0.014081,0.000384,0.001536,0.109731,0.037985,0.061922,0.213062,0.899642
0.398667,0.017921,0.192486,0.005376,0.047777,0.000576,0.014209,0.000416,0.001536,0.106179,0.042817,0.061506,0.213702,0.899738
0.395916,0.017696,0.191494,0.004928,0.049794,0.000576,0.014464,0.000416,0.001440,0.102307,0.036257,0.060770,0.202694,0.886746
0.397931,0.017793,0.191334,0.004960,0.048097,0.000608,0.013761,0.000448,0.001472,0.104643,0.037217,0.060770,0.205926,0.889178
0.415660,0.017633,0.191654,0.004832,0.047617,0.000608,0.014081,0.000416,0.001504,0.105283,0.038209,0.063650,0.210310,0.911483
0.395243,0.017792,0.191974,0.004992,0.048193,0.000800,0.013665,0.000384,0.001472,0.101923,0.038145,0.059426,0.202886,0.884602
0.397356,0.017952,0.194054,0.004864,0.048450,0.000608,0.013760,0.000448,0.001472,0.108963,0.043458,0.064706,0.220583,0.907227
0.398508,0.017888,0.192774,0.005312,0.048098,0.000576,0.013888,0.000416,0.001536,0.109411,0.036961,0.081762,0.231815,0.918459
0.397099,0.017601,0.193062,0.005088,0.047457,0.000768,0.013665,0.000352,0.001536,0.102467,0.037921,0.061250,0.204838,0.888122
0.395883,0.017665,0.192198,0.004896,0.048193,0.000608,0.013697,0.000352,0.001504,0.099971,0.033601,0.060418,0.197318,0.878970
0.399915,0.017792,0.192486,0.004896,0.047873,0.000608,0.013537,0.000416,0.001504,0.107363,0.036737,0.062274,0.210182,0.896506
0.416716,0.017729,0.191910,0.005440,0.047713,0.000768,0.013793,0.000384,0.001440,0.107491,0.042817,0.062562,0.215846,0.918555
0.396363,0.017473,0.192230,0.005280,0.048513,0.000608,0.013697,0.000416,0.001504,0.104163,0.032737,0.064002,0.203814,0.886650
0.396076,0.017472,0.191622,0.004928,0.047681,0.000544,0.013537,0.000416,0.001536,0.133924,0.038113,0.059298,0.234407,0.914971
0.396299,0.017729,0.192422,0.004896,0.047073,0.000576,0.013537,0.000384,0.001504,0.101123,0.037697,0.063074,0.204966,0.885786
0.395660,0.017728,0.192518,0.004896,0.047041,0.000577,0.013472,0.000384,0.001472,0.105411,0.042689,0.074979,0.226087,0.906523
0.395436,0.017729,0.192261,0.004896,0.047074,0.000576,0.013664,0.000416,0.001504,0.102307,0.035745,0.059489,0.200486,0.880698
0.396652,0.017761,0.191685,0.004865,0.047841,0.000800,0.013568,0.000416,0.001536,0.110244,0.036001,0.058658,0.208807,0.891451
0.423437,0.017857,0.192133,0.004864,0.047138,0.000576,0.013504,0.000352,0.001760,0.104835,0.037633,0.058593,0.204166,0.913179
0.395436,0.017793,0.191653,0.004833,0.047073,0.000576,0.013568,0.000352,0.001505,0.102787,0.036929,0.060866,0.203430,0.883803
0.396523,0.017729,0.192198,0.004832,0.047169,0.000576,0.013441,0.000416,0.001472,0.106403,0.033633,0.058338,0.201318,0.882938
0.395660,0.017921,0.192837,0.004865,0.047073,0.000608,0.013408,0.000416,0.001472,0.103299,0.035745,0.061313,0.203495,0.885243
0.395819,0.017632,0.191622,0.004800,0.047073,0.000608,0.013409,0.000416,0.001472,0.102499,0.038433,0.061442,0.205414,0.885402
0.396395,0.017664,0.191526,0.004864,0.046977,0.000608,0.013441,0.000416,0.001440,0.095139,0.034689,0.058049,0.190629,0.871609
0.396716,0.017601,0.192261,0.004928,0.047042,0.000576,0.013472,0.000416,0.001504,0.100995,0.036481,0.060290,0.200646,0.881850
0.396108,0.017601,0.209702,0.005056,0.047105,0.000576,0.013472,0.000416,0.001472,0.101219,0.042593,0.074627,0.221927,0.921148
0.400011,0.017537,0.191910,0.005152,0.047041,0.000576,0.013473,0.000416,0.001504,0.104067,0.035713,0.060290,0.202886,0.888154
0.396107,0.017569,0.192102,0.005120,0.047297,0.000448,0.013793,0.000384,0.001472,0.103331,0.032897,0.058850,0.197894,0.879738
0.396876,0.017728,0.191302,0.004960,0.047170,0.000608,0.013440,0.000384,0.001440,0.102339,0.041666,0.062369,0.209158,0.889466
0.396940,0.017472,0.191430,0.004896,0.047202,0.000608,0.013440,0.000384,0.001440,0.101667,0.038561,0.057794,0.201158,0.881594
0.399212,0.017984,0.192518,0.005280,0.047138,0.000608,0.013600,0.000416,0.001504,0.108419,0.037057,0.059937,0.208518,0.893434
0.399436,0.017633,0.191685,0.005441,0.047073,0.000576,0.013472,0.000416,0.001504,0.107268,0.035809,0.059682,0.205735,0.890363
0.398124,0.017825,0.209894,0.005280,0.047266,0.000576,0.013536,0.000416,0.001504,0.109923,0.042850,0.062658,0.218599,0.921628
0.398124,0.017633,0.191941,0.004832,0.047042,0.000608,0.013440,0.000416,0.001440,0.103523,0.035746,0.060161,0.202374,0.885658
0.396236,0.021088,0.192134,0.004896,0.047201,0.000577,0.013472,0.000416,0.001408,0.103107,0.042241,0.060962,0.209094,0.893466
0.397068,0.017920,0.191686,0.004992,0.047106,0.000576,0.013408,0.000416,0.001408,0.102403,0.035585,0.058722,0.199654,0.880986
0.414924,0.017760,0.192454,0.004800,0.047106,0.000608,0.013408,0.000384,0.001376,0.110563,0.038722,0.063074,0.214983,0.915291
0.398700,0.017665,0.191493,0.004896,0.047170,0.000576,0.013408,0.000384,0.001408,0.102723,0.042402,0.061569,0.209350,0.891898
0.398796,0.017440,0.191782,0.004896,0.047202,0.000608,0.013376,0.000416,0.001408,0.102467,0.035361,0.060578,0.201318,0.884026
0.397547,0.017633,0.191206,0.004928,0.064098,0.001056,0.013504,0.000416,0.001504,0.105411,0.038369,0.064866,0.211302,0.910522
0.397100,0.017505,0.191813,0.005185,0.047233,0.000608,0.013440,0.000384,0.001504,0.108004,0.036641,0.064226,0.212007,0.893915
0.398284,0.017889,0.191493,0.005313,0.047329,0.000608,0.013920,0.000416,0.001504,0.096834,0.036034,0.061025,0.196805,0.880154
0.397772,0.017888,0.193094,0.005056,0.047490,0.000608,0.013600,0.000416,0.001472,0.109763,0.032608,0.058625,0.204070,0.890074
0.410893,0.017568,0.192390,0.005472,0.047777,0.000736,0.013537,0.000416,0.001440,0.103491,0.039809,0.057890,0.204230,0.901339
0.395755,0.017472,0.191654,0.005024,0.048193,0.000576,0.013473,0.000384,0.001408,0.100483,0.031809,0.057121,0.192486,0.873306
0.398220,0.017280,0.191622,0.005312,0.047842,0.000608,0.013472,0.000384,0.001408,0.106499,0.035169,0.058594,0.203142,0.885914
0.395339,0.017441,0.192166,0.004864,0.047201,0.000544,0.013569,0.000384,0.001408,0.119459,0.042434,0.065313,0.230503,0.910363
0.395628,0.017568,0.191526,0.004960,0.047041,0.001056,0.013473,0.000352,0.001408,0.102659,0.042465,0.061378,0.209286,0.888634
0.395467,0.017281,0.191942,0.004896,0.047073,0.000576,0.013377,0.000416,0.001376,0.101539,0.041217,0.061250,0.206822,0.885754
0.395627,0.017697,0.192134,0.005312,0.047201,0.000576,0.013537,0.000448,0.001472,0.109219,0.036289,0.060802,0.209382,0.890778
0.415340,0.017473,0.191973,0.004928,0.047394,0.000576,0.013472,0.000416,0.001504,0.107748,0.035105,0.060385,0.206118,0.906299
0.396684,0.017729,0.191301,0.004832,0.047138,0.000576,0.013472,0.000416,0.001504,0.096675,0.037601,0.060994,0.198278,0.878426
0.397868,0.017600,0.191974,0.005280,0.047009,0.000608,0.013569,0.000416,0.001472,0.104547,0.036001,0.060482,0.203942,0.887610
0.397291,0.017697,0.191750,0.004832,0.047137,0.000576,0.013505,0.000416,0.001440,0.102243,0.037953,0.112931,0.256135,0.937499
0.398028,0.017728,0.191206,0.004992,0.047074,0.000576,0.013440,0.000384,0.001440,0.102627,0.042529,0.068418,0.216358,0.898298
0.396332,0.017664,0.191750,0.004832,0.047009,0.000576,0.013409,0.000384,0.001312,0.102499,0.035553,0.063874,0.204870,0.884410
0.400716,0.020993,0.193061,0.005281,0.047361,0.000608,0.013472,0.000384,0.001504,0.103427,0.035393,0.060289,0.202117,0.893146
0.416364,0.018016,0.191590,0.004832,0.047233,0.000576,0.013473,0.000416,0.001376,0.102883,0.035457,0.061858,0.203142,0.903963
0.400140,0.020992,0.192230,0.004864,0.047137,0.000640,0.013440,0.000352,0.001408,0.106243,0.035233,0.061506,0.205702,0.894170
0.397228,0.017696,0.192294,0.005440,0.047298,0.000640,0.013856,0.000416,0.001440,0.109507,0.035745,0.060321,0.208646,0.891802
0.397996,0.017377,0.191429,0.005153,0.047425,0.000608,0.013472,0.000384,0.001376,0.102371,0.036929,0.083906,0.226534,0.908699
0.396203,0.017632,0.191590,0.004864,0.047137,0.000672,0.013505,0.000416,0.001472,0.104995,0.043265,0.063138,0.214374,0.894490
0.396044,0.017632,0.191622,0.005152,0.047138,0.000576,0.013504,0.000416,0.001760,0.104803,0.033185,0.058018,0.198950,0.880186
0.398092,0.017569,0.191685,0.004897,0.047105,0.000832,0.013824,0.000385,0.001504,0.101763,0.036609,0.059617,0.200837,0.883099
0.413772,0.017537,0.191301,0.004961,0.047137,0.000576,0.013408,0.000416,0.001472,0.103139,0.041537,0.059778,0.207366,0.904667
0.396844,0.017793,0.191653,0.004865,0.047041,0.000608,0.013440,0.000416,0.001440,0.104004,0.035233,0.058849,0.200870,0.881242
0.396716,0.017441,0.191589,0.004864,0.047330,0.000608,0.013440,0.000416,0.001472,0.112740,0.042433,0.061474,0.219911,0.902619
0.398123,0.017857,0.192134,0.005152,0.048033,0.000576,0.013473,0.000416,0.001440,0.108227,0.036257,0.061410,0.208806,0.892762
0.395948,0.017697,0.191045,0.004928,0.048418,0.000576,0.013440,0.000416,0.001408,0.103811,0.032449,0.057922,0.196998,0.877882
0.395980,0.017632,0.191590,0.005280,0.048130,0.000544,0.013568,0.000416,0.001408,0.108355,0.043042,0.062082,0.216391,0.897787
0.399115,0.017473,0.191526,0.004832,0.047617,0.000736,0.013441,0.000384,0.001472,0.100547,0.035809,0.059234,0.198534,0.882170
0.396748,0.017761,0.208614,0.005184,0.047489,0.000608,0.013473,0.000416,0.001472,0.110179,0.037313,0.062658,0.213158,0.911931
0.396076,0.017664,0.191910,0.004896,0.047106,0.000608,0.013472,0.000384,0.001440,0.104419,0.036929,0.059234,0.203494,0.884250
0.395724,0.017408,0.191366,0.004992,0.047137,0.000576,0.013441,0.000384,0.001440,0.104323,0.035361,0.059170,0.201798,0.880602
0.395884,0.017313,0.191077,0.004961,0.047297,0.000576,0.013440,0.000384,0.001408,0.089282,0.034209,0.055586,0.181798,0.860634
0.395276,0.017568,0.191270,0.004864,0.047010,0.000576,0.013728,0.000416,0.001376,0.100771,0.039489,0.062050,0.205414,0.884186
0.395755,0.017665,0.191718,0.004864,0.047393,0.001056,0.013505,0.000384,0.001344,0.105603,0.036033,0.063394,0.207910,0.889114
0.394923,0.017665,0.191462,0.004928,0.047041,0.000576,0.013505,0.000384,0.001440,0.100707,0.032673,0.069346,0.205414,0.883386
0.395756,0.017729,0.191237,0.023009,0.050050,0.000576,0.013472,0.000384,0.001408,0.099587,0.036161,0.058658,0.197030,0.897979
0.395819,0.017569,0.191398,0.005056,0.047329,0.000640,0.013537,0.000384,0.001472,0.109283,0.041057,0.062370,0.215782,0.895706
0.396267,0.017536,0.191142,0.004864,0.047265,0.000608,0.013537,0.000384,0.001440,0.101699,0.038913,0.063778,0.206982,0.886234
0.395883,0.017761,0.191142,0.004864,0.046977,0.000576,0.013473,0.000352,0.001440,0.105571,0.042529,0.061250,0.212326,0.891130
0.411820,0.017984,0.191558,0.004960,0.047106,0.000576,0.013440,0.000384,0.001376,0.104387,0.042817,0.072450,0.222407,0.918491
0.396012,0.017440,0.191206,0.004864,0.047074,0.000608,0.013440,0.000384,0.001440,0.098339,0.032705,0.058626,0.192518,0.871354
0.395659,0.017441,0.191078,0.004896,0.047041,0.000608,0.013761,0.000416,0.001408,0.101283,0.032641,0.057217,0.193925,0.872633
0.397644,0.017632,0.191430,0.004800,0.047074,0.000608,0.013408,0.000416,0.001472,0.124612,0.046273,0.068514,0.242151,0.922619
0.398955,0.017696,0.191878,0.004992,0.047201,0.000576,0.013441,0.000384,0.001472,0.104003,0.032417,0.058882,0.198502,0.882138
0.396684,0.017632,0.191718,0.004896,0.047105,0.000576,0.013537,0.000384,0.001440,0.101283,0.031457,0.056130,0.191750,0.872218
0.397484,0.017601,0.191589,0.004960,0.047106,0.000768,0.013504,0.000352,0.001376,0.098435,0.032929,0.057858,0.192038,0.873018
0.413389,0.017792,0.191974,0.005344,0.047330,0.000672,0.013536,0.000352,0.001440,0.102819,0.035521,0.060226,0.201542,0.900187
0.398347,0.017632,0.192102,0.005376,0.047105,0.000832,0.013473,0.000384,0.001440,0.103139,0.041249,0.061858,0.209254,0.892986
0.396268,0.017888,0.191526,0.005312,0.047554,0.000576,0.013504,0.000416,0.001536,0.112067,0.038530,0.067522,0.220967,0.902811
0.400524,0.017729,0.191749,0.005313,0.047073,0.000576,0.013568,0.000385,0.001440,0.101123,0.037889,0.089346,0.231366,0.916347
0.396108,0.017760,0.191654,0.005120,0.047105,0.000640,0.013441,0.000416,0.001376,0.098819,0.033473,0.058082,0.193254,0.873274
0.398668,0.017665,0.192389,0.004864,0.047170,0.000544,0.013504,0.000416,0.001440,0.100643,0.037249,0.064770,0.205734,0.888858
0.398956,0.017472,0.191238,0.004864,0.047010,0.000576,0.013440,0.000384,0.001472,0.102531,0.036769,0.059970,0.202150,0.884090
0.428684,0.017633,0.192166,0.004832,0.047073,0.000544,0.013409,0.000416,0.001504,0.104739,0.039585,0.064034,0.211206,0.924091
0.396715,0.017505,0.191429,0.005313,0.047457,0.000768,0.013440,0.000417,0.001504,0.101283,0.037345,0.059713,0.201158,0.882331
0.398060,0.017504,0.191622,0.004928,0.047234,0.000576,0.013472,0.000416,0.001408,0.100227,0.035137,0.063490,0.201478,0.882970
0.396332,0.017600,0.192454,0.005376,0.047234,0.000576,0.013472,0.000384,0.001728,0.107011,0.036001,0.060482,0.206630,0.888858
0.396428,0.017857,0.191685,0.005088,0.047298,0.000576,0.013504,0.000416,0.001408,0.101539,0.042402,0.060897,0.207878,0.888442
0.397388,0.017889,0.191717,0.005153,0.047041,0.000576,0.013600,0.000384,0.001408,0.105540,0.042561,0.061410,0.212519,0.894875
0.396587,0.017697,0.191750,0.004864,0.047169,0.000800,0.013441,0.000384,0.001440,0.103747,0.037697,0.059906,0.204326,0.885050
0.397004,0.017888,0.208295,0.004928,0.047297,0.000576,0.013409,0.000384,0.001440,0.097667,0.038881,0.064354,0.204070,0.902171
0.396716,0.017792,0.192038,0.005280,0.047074,0.000608,0.013472,0.000384,0.001344,0.097347,0.035969,0.061826,0.197894,0.878778
0.396171,0.017889,0.191366,0.004896,0.047233,0.000608,0.013537,0.000352,0.001408,0.103427,0.035233,0.058690,0.200294,0.880026
0.400332,0.017601,0.192037,0.005280,0.047009,0.000576,0.013536,0.000384,0.001472,0.105988,0.035361,0.060033,0.204262,0.890234
0.412876,0.017825,0.191750,0.004928,0.047297,0.000768,0.013441,0.000352,0.001408,0.101251,0.037633,0.062050,0.203814,0.901179
0.398764,0.017473,0.191525,0.004896,0.047042,0.000544,0.013472,0.000352,0.001440,0.102467,0.035745,0.059650,0.200742,0.883098
0.397292,0.017760,0.192326,0.005312,0.047362,0.000576,0.013472,0.000448,0.001440,0.108131,0.036129,0.060705,0.207910,0.891002
0.395884,0.017664,0.191494,0.004832,0.064738,0.000960,0.013600,0.000352,0.001504,0.100515,0.037921,0.065474,0.207814,0.906171
0.396620,0.017729,0.191525,0.005153,0.047297,0.000608,0.013472,0.000416,0.001472,0.105508,0.031553,0.057313,0.197414,0.878714
0.398060,0.017600,0.191494,0.004864,0.047234,0.000576,0.013504,0.000352,0.001440,0.099011,0.036289,0.061474,0.199846,0.881274
0.396779,0.017761,0.191846,0.004864,0.047169,0.000576,0.013409,0.000416,0.001408,0.100419,0.036289,0.061346,0.201030,0.881754
0.414508,0.017697,0.191781,0.004865,0.046945,0.000576,0.013408,0.000384,0.001377,0.101571,0.036065,0.062625,0.203078,0.901339
0.396876,0.017664,0.191782,0.004768,0.047042,0.000544,0.013440,0.000352,0.001408,0.102595,0.036929,0.060994,0.203366,0.883706
0.397196,0.017760,0.192166,0.005312,0.047330,0.001056,0.013888,0.000448,0.001440,0.107203,0.035777,0.059074,0.205062,0.888762
0.397452,0.017920,0.192006,0.005376,0.047234,0.000544,0.013376,0.000416,0.001440,0.102979,0.050498,0.075906,0.232583,0.914843
0.398860,0.017857,0.191461,0.005345,0.047201,0.000544,0.013376,0.000448,0.001472,0.100035,0.037570,0.059937,0.200486,0.883290
0.396108,0.021121,0.191461,0.005024,0.047170,0.000800,0.013504,0.000384,0.001504,0.108676,0.036321,0.061122,0.209255,0.893243
0.397484,0.017857,0.192101,0.005248,0.047202,0.000800,0.013440,0.000448,0.001472,0.099171,0.037441,0.059010,0.198694,0.881082
0.417260,0.017601,0.191621,0.004801,0.047169,0.000576,0.013760,0.000416,0.001440,0.104355,0.036801,0.060418,0.204486,0.906011
0.398956,0.017568,0.191782,0.004960,0.047074,0.000608,0.013408,0.000416,0.001440,0.099683,0.037217,0.062402,0.202118,0.884698
0.396076,0.017409,0.191781,0.004897,0.047009,0.000576,0.013440,0.000384,0.001408,0.101027,0.040802,0.061634,0.206439,0.885883
0.398380,0.017537,0.191301,0.004832,0.047106,0.000608,0.013408,0.000352,0.001344,0.100931,0.035777,0.059074,0.198502,0.879674
0.398540,0.017569,0.192773,0.005088,0.047458,0.000576,0.013664,0.000384,0.001440,0.100419,0.042146,0.058785,0.204390,0.888602
0.397548,0.017408,0.192454,0.004800,0.047010,0.000640,0.013440,0.000384,0.001408,0.101251,0.038337,0.059234,0.201926,0.883674
0.396459,0.017729,0.191974,0.004960,0.047009,0.000640,0.013441,0.000384,0.001408,0.101027,0.031745,0.056961,0.192581,0.873017
0.395436,0.017536,0.210118,0.004961,0.047041,0.000608,0.013440,0.000352,0.001377,0.104163,0.035681,0.059745,0.202470,0.900795
0.396492,0.017921,0.192197,0.005249,0.047137,0.000640,0.013664,0.000448,0.001472,0.100227,0.034977,0.056641,0.195078,0.877690
0.396332,0.017760,0.191877,0.004896,0.047298,0.000576,0.013408,0.000416,0.001472,0.099939,0.030369,0.055938,0.189094,0.869498
0.396492,0.020961,0.191877,0.005248,0.047298,0.000608,0.013440,0.000384,0.001472,0.102723,0.039042,0.065442,0.210471,0.895707
0.395275,0.017569,0.191654,0.004896,0.047073,0.000576,0.013473,0.000384,0.001536,0.100131,0.032673,0.059713,0.195429,0.874393
0.395820,0.017888,0.192038,0.005344,0.047234,0.000608,0.013408,0.000352,0.001472,0.098595,0.036097,0.061634,0.199110,0.879002
0.396011,0.017377,0.191750,0.004864,0.047073,0.000608,0.013473,0.000352,0.001472,0.103459,0.036769,0.061282,0.204486,0.884282
0.395180,0.017760,0.191750,0.004864,0.066082,0.001152,0.013857,0.000416,0.001408,0.107939,0.040353,0.063810,0.214790,0.916635
0.394892,0.017504,0.192198,0.004928,0.047042,0.000608,0.013696,0.000416,0.001408,0.101987,0.032193,0.056962,0.193926,0.873434
0.394667,0.017473,0.191781,0.004897,0.047233,0.000576,0.013408,0.000416,0.001441,0.100066,0.035009,0.059105,0.197061,0.875321
0.395820,0.017504,0.191750,0.005216,0.047010,0.000576,0.013376,0.000416,0.001440,0.109411,0.042946,0.061666,0.216999,0.896859
0.413804,0.017505,0.191590,0.004864,0.047137,0.000576,0.013440,0.000416,0.001376,0.098114,0.042529,0.072994,0.218246,0.915803
0.395819,0.017536,0.191238,0.005120,0.047009,0.000640,0.013601,0.000416,0.001408,0.097571,0.032897,0.059489,0.192773,0.871898
0.396428,0.017697,0.191941,0.004960,0.047714,0.000544,0.013728,0.000448,0.001440,0.108516,0.036481,0.060226,0.208743,0.892699
0.396396,0.017793,0.191717,0.004865,0.047137,0.000576,0.013440,0.000384,0.001472,0.111876,0.038177,0.064418,0.219623,0.900347
0.396363,0.017313,0.192390,0.004992,0.047105,0.000608,0.013729,0.000384,0.001408,0.100547,0.036161,0.059330,0.198822,0.879482
0.395788,0.017280,0.191910,0.004832,0.047042,0.000576,0.013664,0.000384,0.001408,0.088515,0.034945,0.056066,0.182566,0.862234
