Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],IN[8],INFER[8-8],OUT[8],TEE[8-8],Layer[9],Layer[10],classifier
0.395052,0.017472,0.191654,0.004864,0.047009,0.000544,0.013536,0.000448,0.106083,0.034593,0.057922,0.201446,0.001728,0.000384,0.881210
0.395340,0.017568,0.191302,0.004800,0.047105,0.000608,0.013537,0.000416,0.108867,0.032033,0.056738,0.200486,0.001600,0.000576,0.880250
0.395404,0.017344,0.191334,0.004896,0.047586,0.000576,0.013600,0.000448,0.112035,0.034145,0.083074,0.232711,0.001632,0.000384,0.913691
0.395404,0.017472,0.191366,0.004896,0.047106,0.000576,0.013632,0.000448,0.113091,0.039682,0.061249,0.217063,0.001664,0.000672,0.897915
0.395531,0.017889,0.191430,0.004864,0.047873,0.000640,0.013697,0.000448,0.110691,0.036289,0.065986,0.216326,0.001632,0.000864,0.898714
0.394892,0.017600,0.191686,0.004896,0.047105,0.000640,0.013665,0.000448,0.111683,0.040289,0.060706,0.215782,0.001696,0.000640,0.896410
0.413773,0.017632,0.191718,0.004800,0.047169,0.000608,0.013569,0.000416,0.110755,0.036129,0.060834,0.210822,0.001440,0.000640,0.909819
0.394604,0.017473,0.191557,0.004896,0.047714,0.000768,0.013664,0.000608,0.107427,0.036162,0.062241,0.208870,0.001313,0.000576,0.889499
0.395243,0.017601,0.191206,0.004896,0.048097,0.000608,0.013665,0.000416,0.108515,0.038305,0.070178,0.219654,0.001184,0.000608,0.899866
0.395820,0.017473,0.191557,0.004864,0.047426,0.000608,0.013568,0.000384,0.104035,0.053282,0.072450,0.234471,0.001696,0.000672,0.916667
0.394955,0.017568,0.191782,0.004864,0.047009,0.000576,0.013601,0.000448,0.111075,0.036161,0.062210,0.212486,0.001536,0.000640,0.893754
0.395084,0.017537,0.191589,0.004864,0.047170,0.000576,0.013600,0.000416,0.106019,0.036289,0.062945,0.208230,0.001536,0.000544,0.888251
0.395244,0.017600,0.191654,0.004800,0.047297,0.000576,0.013569,0.000416,0.107779,0.039041,0.061506,0.211014,0.001504,0.000320,0.891290
0.414381,0.017472,0.191814,0.004864,0.047265,0.000576,0.013569,0.000416,0.106531,0.035009,0.066818,0.211334,0.001536,0.000608,0.911675
0.396620,0.017857,0.192997,0.004865,0.047169,0.000576,0.013632,0.000448,0.106276,0.034785,0.057377,0.201606,0.001665,0.000608,0.887803
0.395852,0.017632,0.192262,0.004832,0.047106,0.000576,0.013664,0.000448,0.108003,0.034465,0.064546,0.210150,0.001600,0.000416,0.892539
0.395499,0.017665,0.191494,0.004896,0.047073,0.000608,0.013761,0.000416,0.132612,0.040993,0.066146,0.243143,0.001632,0.000416,0.924635
0.394924,0.017472,0.191622,0.004864,0.047266,0.000576,0.013632,0.000416,0.107555,0.034625,0.063522,0.208582,0.001568,0.000672,0.889146
0.395019,0.017409,0.191685,0.004897,0.047137,0.000544,0.013632,0.000384,0.111204,0.039745,0.073890,0.227783,0.001280,0.000576,0.907194
0.395436,0.017633,0.191621,0.004928,0.046977,0.000608,0.013568,0.000448,0.103011,0.034401,0.060162,0.200326,0.001504,0.000416,0.880570
0.412844,0.017568,0.191622,0.004864,0.047074,0.000608,0.013568,0.000448,0.109795,0.038338,0.071394,0.222919,0.001760,0.000640,0.921595
0.394859,0.017440,0.191782,0.004896,0.047233,0.000576,0.013601,0.000416,0.108387,0.034785,0.061634,0.207814,0.001600,0.000352,0.887674
0.394572,0.017632,0.191622,0.004832,0.047010,0.000608,0.013536,0.000416,0.111299,0.034049,0.058530,0.206886,0.001568,0.000384,0.886426
0.394475,0.017473,0.191685,0.004929,0.047105,0.000576,0.013568,0.000416,0.134660,0.038370,0.065314,0.241608,0.001504,0.000384,0.920699
0.398348,0.017824,0.194630,0.004928,0.047106,0.000576,0.013568,0.000480,0.106979,0.032865,0.056514,0.200070,0.001632,0.000672,0.889210
0.397323,0.017601,0.193094,0.004864,0.047233,0.000608,0.013633,0.000448,0.111459,0.039617,0.061090,0.215174,0.001472,0.000608,0.899610
0.396588,0.017536,0.192294,0.004832,0.047137,0.000608,0.013633,0.000448,0.114627,0.040738,0.061793,0.220742,0.001344,0.000640,0.904635
0.417644,0.017600,0.191974,0.004864,0.048705,0.000800,0.013697,0.000416,0.112067,0.038977,0.061474,0.215974,0.001600,0.000672,0.922363
0.395468,0.017376,0.191878,0.004864,0.048129,0.000800,0.013569,0.000416,0.110723,0.033889,0.060578,0.208262,0.001408,0.000384,0.890138
0.396108,0.017569,0.191365,0.004833,0.048385,0.000576,0.013504,0.000448,0.112036,0.037569,0.062882,0.215431,0.001824,0.000416,0.898107
0.396108,0.017472,0.211302,0.005056,0.048513,0.000576,0.013697,0.000448,0.109251,0.035457,0.058018,0.205542,0.001664,0.000448,0.908475
0.395499,0.017569,0.191493,0.004961,0.048897,0.000608,0.013601,0.000416,0.105283,0.038433,0.059522,0.206374,0.001440,0.000832,0.889946
0.396204,0.017665,0.193542,0.004896,0.047937,0.000608,0.013601,0.000448,0.111395,0.039009,0.069538,0.223078,0.001632,0.000576,0.907675
0.396011,0.017536,0.192518,0.004864,0.048385,0.000576,0.013633,0.000448,0.101795,0.036609,0.061154,0.202694,0.001600,0.000608,0.886106
0.396716,0.017408,0.192966,0.004864,0.047585,0.000608,0.013633,0.000480,0.113123,0.039841,0.060130,0.216742,0.001664,0.000704,0.901722
0.395660,0.017441,0.191909,0.004896,0.047874,0.000640,0.013504,0.000416,0.111044,0.035009,0.064162,0.213575,0.001472,0.000672,0.895963
0.394988,0.017601,0.191813,0.004832,0.047330,0.000736,0.013600,0.000416,0.110500,0.034401,0.057633,0.205542,0.001600,0.000352,0.886234
0.395692,0.017440,0.209479,0.005216,0.048545,0.000800,0.013569,0.000416,0.118883,0.035521,0.060706,0.218182,0.001280,0.000608,0.920059
0.394795,0.017441,0.191270,0.004768,0.048769,0.000768,0.013569,0.000416,0.111619,0.034689,0.057858,0.207142,0.001472,0.000448,0.888314
0.395052,0.017664,0.191526,0.005344,0.047937,0.000736,0.013536,0.000448,0.113699,0.035105,0.062210,0.214086,0.001568,0.000640,0.896922
0.394603,0.017409,0.191750,0.005248,0.048641,0.000576,0.013537,0.000416,0.108451,0.035009,0.059010,0.205414,0.001536,0.000672,0.887066
0.394604,0.017472,0.191494,0.004832,0.048130,0.000704,0.013600,0.000448,0.106563,0.034465,0.057762,0.201766,0.001184,0.000416,0.881978
0.394764,0.017409,0.191525,0.004833,0.047681,0.000576,0.013536,0.000384,0.104676,0.033313,0.056801,0.197606,0.001504,0.000352,0.877306
0.394828,0.017569,0.191941,0.004896,0.047362,0.000608,0.013536,0.000416,0.108676,0.033857,0.058913,0.204390,0.001408,0.000384,0.884666
0.395147,0.017345,0.207430,0.005120,0.047714,0.000576,0.013568,0.000480,0.109379,0.034689,0.058626,0.205894,0.001696,0.000416,0.902970
0.395051,0.017345,0.191686,0.004864,0.047425,0.000576,0.013537,0.000416,0.110243,0.034849,0.058562,0.206438,0.001824,0.000416,0.886682
0.394700,0.017632,0.191558,0.004800,0.047138,0.000544,0.013632,0.000416,0.113283,0.040226,0.061090,0.217703,0.001568,0.000384,0.897595
0.394828,0.017408,0.191334,0.004896,0.047169,0.000608,0.013505,0.000448,0.107299,0.034369,0.058306,0.203206,0.001568,0.000416,0.882714
0.394827,0.017408,0.191526,0.004864,0.046977,0.000544,0.013505,0.000448,0.109283,0.037281,0.063106,0.212422,0.001696,0.000416,0.891482
0.394924,0.017505,0.191461,0.004832,0.047074,0.000608,0.013536,0.000448,0.105795,0.033569,0.062690,0.204934,0.001600,0.000384,0.884282
0.395308,0.017345,0.191685,0.004896,0.047010,0.000576,0.013504,0.000416,0.106371,0.038690,0.068898,0.216807,0.001792,0.000384,0.896699
0.394636,0.017568,0.209670,0.005024,0.047105,0.000608,0.013537,0.000384,0.111651,0.032257,0.058306,0.205414,0.001536,0.000864,0.903771
0.394764,0.017408,0.191398,0.004832,0.047105,0.000608,0.013569,0.000416,0.111331,0.033633,0.058146,0.206214,0.001632,0.000640,0.886074
0.396107,0.017249,0.191910,0.004832,0.047681,0.000672,0.013601,0.000480,0.115491,0.036001,0.062402,0.217222,0.001600,0.000672,0.900218
0.396139,0.017472,0.193062,0.004864,0.047617,0.000640,0.013601,0.000448,0.112387,0.039713,0.061410,0.216806,0.001664,0.000608,0.900442
0.395659,0.017409,0.192262,0.004896,0.048769,0.000608,0.013697,0.000416,0.109507,0.039873,0.061506,0.213734,0.001696,0.000640,0.897146
0.394860,0.017505,0.191557,0.004800,0.047970,0.000576,0.013600,0.000416,0.107715,0.038689,0.069122,0.218535,0.001536,0.000864,0.899323
0.394860,0.017376,0.191590,0.004832,0.047169,0.000576,0.013569,0.000416,0.108483,0.039105,0.062242,0.212870,0.001632,0.000672,0.893466
0.394892,0.017408,0.211494,0.004992,0.047041,0.000576,0.013569,0.000448,0.110883,0.039873,0.067202,0.220774,0.001472,0.000608,0.920795
0.394860,0.017505,0.191557,0.004768,0.047042,0.000576,0.013568,0.000416,0.105155,0.031777,0.056386,0.196518,0.001568,0.000480,0.876090
0.395020,0.017505,0.191621,0.004832,0.047234,0.000576,0.013536,0.000416,0.107587,0.034689,0.060993,0.205830,0.001440,0.000416,0.885498
0.395467,0.017441,0.191877,0.004801,0.047361,0.000608,0.013568,0.000384,0.108612,0.033345,0.059617,0.204295,0.001600,0.000416,0.885659
0.395243,0.017472,0.191782,0.004832,0.047137,0.000608,0.013537,0.000416,0.114723,0.034625,0.058402,0.210694,0.001664,0.000416,0.891066
0.397451,0.017824,0.194246,0.005248,0.049250,0.000640,0.014016,0.000480,0.126116,0.036513,0.060834,0.227111,0.001888,0.000928,0.920763
0.396843,0.017633,0.192518,0.005152,0.048225,0.000864,0.013889,0.000448,0.115811,0.036161,0.060002,0.215174,0.001408,0.000640,0.900763
0.417325,0.017408,0.192230,0.005056,0.047906,0.000800,0.013888,0.000448,0.111811,0.034913,0.078499,0.228391,0.001312,0.000384,0.933692
0.395308,0.017569,0.191781,0.004992,0.047842,0.000608,0.013664,0.000416,0.113188,0.040001,0.061826,0.218247,0.001312,0.000672,0.900635
0.395500,0.017473,0.192005,0.004833,0.048993,0.000608,0.013473,0.000448,0.113347,0.038465,0.076226,0.231718,0.001600,0.000416,0.915644
0.394828,0.017472,0.192197,0.004832,0.048578,0.000832,0.013728,0.000416,0.116068,0.059906,0.087426,0.266984,0.001472,0.000416,0.949404
0.395500,0.017377,0.191685,0.004897,0.047489,0.000800,0.013536,0.000416,0.107748,0.035073,0.060098,0.205959,0.001376,0.000448,0.887643
0.395404,0.017600,0.191878,0.004832,0.048801,0.000608,0.013921,0.000416,0.107619,0.034913,0.059458,0.205318,0.001600,0.000672,0.888826
0.395243,0.017600,0.191718,0.004864,0.047649,0.000768,0.013569,0.000384,0.112995,0.034689,0.066338,0.217190,0.001440,0.000832,0.899674
0.413101,0.017600,0.191974,0.004832,0.047906,0.000768,0.013600,0.000416,0.112419,0.038882,0.059521,0.214278,0.001504,0.000832,0.915003
0.395820,0.017697,0.192069,0.004833,0.048129,0.000640,0.013824,0.000384,0.112388,0.036865,0.060162,0.213031,0.001536,0.000512,0.897403
0.395563,0.017505,0.192998,0.004928,0.048193,0.000608,0.013537,0.000448,0.111619,0.036801,0.059778,0.211142,0.001376,0.000640,0.894074
0.394955,0.017633,0.191750,0.004864,0.048289,0.000832,0.013729,0.000416,0.138564,0.038753,0.069442,0.250087,0.001664,0.000704,0.933211
0.395692,0.017600,0.191813,0.004864,0.048450,0.000800,0.013760,0.000416,0.113700,0.037441,0.061826,0.216071,0.001632,0.000704,0.899707
0.395308,0.017568,0.191462,0.004864,0.048290,0.000832,0.013952,0.000416,0.111876,0.035457,0.057953,0.208646,0.001440,0.000704,0.891578
0.395532,0.017281,0.191909,0.004929,0.048225,0.000800,0.013792,0.000448,0.111076,0.039745,0.060610,0.214791,0.001568,0.000672,0.897563
0.414956,0.017729,0.191590,0.004896,0.048513,0.000768,0.013729,0.000416,0.116515,0.040737,0.061314,0.221990,0.001632,0.000640,0.925915
0.407180,0.017472,0.191622,0.004896,0.048161,0.000768,0.014337,0.000608,0.111395,0.037729,0.058498,0.210630,0.001344,0.000768,0.905818
0.395115,0.017409,0.191622,0.004864,0.049153,0.000800,0.014081,0.000416,0.106595,0.032673,0.056258,0.198918,0.001440,0.000448,0.881850
0.395724,0.017856,0.210214,0.005217,0.047649,0.000832,0.014240,0.000416,0.111524,0.035169,0.058466,0.208103,0.001504,0.000608,0.910427
0.395276,0.017440,0.192134,0.005280,0.048481,0.000800,0.013856,0.000416,0.110051,0.039361,0.068258,0.221095,0.001568,0.000704,0.905467
0.396652,0.017473,0.191429,0.005056,0.047842,0.000832,0.014176,0.000448,0.113732,0.039873,0.071138,0.227847,0.001472,0.000672,0.911131
0.394891,0.017601,0.191749,0.005089,0.048257,0.000768,0.013953,0.000416,0.114691,0.039841,0.065858,0.223622,0.001408,0.000640,0.906522
0.395692,0.017537,0.191717,0.005120,0.047842,0.000800,0.014368,0.000416,0.119588,0.038049,0.060002,0.221383,0.001376,0.000672,0.904443
0.395788,0.017601,0.192965,0.004897,0.047841,0.000800,0.013600,0.000448,0.115108,0.034625,0.059202,0.212167,0.001440,0.000864,0.896731
0.395148,0.017600,0.191270,0.004832,0.048002,0.000800,0.014144,0.000416,0.112067,0.032065,0.056322,0.203782,0.001408,0.000608,0.885690
0.397035,0.017952,0.210918,0.005025,0.048545,0.001024,0.013728,0.000609,0.134243,0.038497,0.059361,0.235366,0.002529,0.000352,0.945276
0.394988,0.017344,0.191334,0.004864,0.048066,0.000832,0.014016,0.000416,0.107587,0.033121,0.057794,0.201446,0.001696,0.000608,0.882426
0.395243,0.018017,0.191237,0.004992,0.047617,0.000832,0.013505,0.000448,0.107619,0.035937,0.060834,0.207718,0.001568,0.000384,0.889050
0.396972,0.017408,0.191398,0.004832,0.047809,0.000640,0.013441,0.000416,0.108483,0.043649,0.060994,0.216198,0.001536,0.000384,0.897786
0.395948,0.017536,0.192262,0.004832,0.047618,0.000768,0.013856,0.000384,0.114468,0.038369,0.062690,0.219015,0.001728,0.000672,0.905115
0.395660,0.017568,0.191942,0.004864,0.048386,0.000832,0.013696,0.000384,0.107139,0.043778,0.060289,0.214374,0.001600,0.000609,0.897243
0.396172,0.017313,0.192229,0.004832,0.047714,0.000768,0.013472,0.000416,0.108804,0.034465,0.065026,0.211335,0.001408,0.000416,0.893051
0.419533,0.017344,0.191622,0.004928,0.047586,0.000800,0.013696,0.000416,0.107779,0.043074,0.064770,0.218599,0.001568,0.000448,0.924828
0.395980,0.017409,0.191461,0.004833,0.047617,0.000768,0.013440,0.000416,0.103844,0.035681,0.059521,0.201894,0.001440,0.000641,0.883323
0.394700,0.017248,0.191622,0.004864,0.048994,0.000608,0.013536,0.000448,0.105091,0.034209,0.058338,0.200838,0.001472,0.000608,0.882234
0.394444,0.017505,0.191045,0.004896,0.048642,0.000544,0.013568,0.000416,0.105443,0.032737,0.057442,0.198630,0.001504,0.000416,0.879386
0.394156,0.017825,0.191557,0.004833,0.047937,0.000576,0.013504,0.000416,0.105828,0.031585,0.055649,0.195846,0.001504,0.000384,0.875194
0.395179,0.018049,0.191334,0.004800,0.047713,0.000992,0.013825,0.000448,0.116067,0.039649,0.068866,0.227878,0.001696,0.000416,0.910746
0.394892,0.017856,0.192166,0.004864,0.047394,0.000640,0.013504,0.000480,0.105635,0.035585,0.068450,0.212742,0.001248,0.000384,0.893019
0.395947,0.017601,0.210854,0.005088,0.048610,0.000768,0.013600,0.000672,0.118820,0.040129,0.068610,0.230567,0.002016,0.000640,0.936123
0.395020,0.017856,0.192038,0.004832,0.047905,0.000608,0.013537,0.000448,0.103779,0.038881,0.068226,0.214342,0.001280,0.000384,0.894810
0.396139,0.017825,0.191814,0.004928,0.047841,0.000576,0.013409,0.000416,0.101219,0.038209,0.067810,0.210086,0.001440,0.000384,0.891578
0.395564,0.018016,0.191814,0.004832,0.048610,0.001056,0.013664,0.000416,0.127396,0.042913,0.063554,0.237287,0.002176,0.000576,0.921851
0.394827,0.018176,0.191814,0.004832,0.048097,0.000544,0.013953,0.000416,0.104867,0.037569,0.059586,0.205510,0.001344,0.000448,0.887130
0.395020,0.017441,0.191749,0.004961,0.047649,0.000768,0.013472,0.000416,0.106276,0.038433,0.058786,0.206887,0.001312,0.000416,0.887099
0.395020,0.017856,0.191302,0.004864,0.049474,0.000608,0.013568,0.000448,0.105539,0.042625,0.064801,0.216230,0.001377,0.000352,0.898427
0.394987,0.017472,0.204966,0.004928,0.048290,0.000832,0.013408,0.000416,0.106787,0.040642,0.059873,0.210438,0.001728,0.000353,0.904699
0.395500,0.017344,0.191270,0.004864,0.048194,0.000608,0.013440,0.000416,0.134532,0.034465,0.057666,0.230087,0.001696,0.000352,0.911579
0.394636,0.017409,0.191301,0.004896,0.048866,0.000544,0.013408,0.000416,0.104803,0.043074,0.058145,0.209639,0.001248,0.000544,0.890203
0.396812,0.017729,0.193317,0.004865,0.048065,0.000832,0.013888,0.000448,0.116900,0.039649,0.072162,0.232167,0.001696,0.000416,0.919067
0.396428,0.017696,0.192006,0.004928,0.047777,0.000800,0.013537,0.000416,0.097635,0.034721,0.064802,0.200198,0.001472,0.000416,0.882490
0.395724,0.018208,0.191558,0.004896,0.048610,0.000800,0.013472,0.000416,0.128164,0.040993,0.057762,0.230407,0.001248,0.000448,0.912923
0.395627,0.017825,0.191301,0.004865,0.048033,0.000800,0.013473,0.000416,0.106755,0.037857,0.057634,0.205414,0.001824,0.000640,0.887226
0.395980,0.017824,0.205542,0.004961,0.048417,0.000832,0.013473,0.000416,0.109379,0.035553,0.064738,0.212614,0.001280,0.000352,0.909115
0.394955,0.017889,0.192230,0.004896,0.047905,0.000640,0.013505,0.000416,0.107619,0.034561,0.057154,0.202598,0.001600,0.000384,0.884314
0.395467,0.017793,0.191494,0.004800,0.047297,0.000608,0.013761,0.000416,0.108195,0.034177,0.059394,0.204966,0.001344,0.000608,0.886074
0.394924,0.017792,0.191686,0.004864,0.047969,0.000576,0.013505,0.000416,0.100483,0.032321,0.056417,0.192646,0.001600,0.000704,0.874298
0.411980,0.017408,0.191462,0.004896,0.047394,0.000608,0.013504,0.000448,0.106403,0.033153,0.058082,0.200646,0.001632,0.000416,0.898490
0.394571,0.017568,0.191462,0.004864,0.047425,0.000640,0.013569,0.000448,0.104355,0.033505,0.061634,0.202662,0.001536,0.000736,0.883450
0.397164,0.018049,0.197222,0.004896,0.047425,0.000640,0.013633,0.000448,0.115555,0.036449,0.060354,0.215910,0.001568,0.000672,0.906555
0.396428,0.017889,0.226342,0.005217,0.047617,0.000832,0.013537,0.000448,0.111747,0.041345,0.063394,0.219686,0.001792,0.000480,0.939100
0.398252,0.017505,0.192197,0.004865,0.048513,0.000576,0.013504,0.000448,0.109252,0.035073,0.061762,0.209383,0.001440,0.000640,0.894971
0.395532,0.017729,0.191717,0.005057,0.047553,0.000544,0.013600,0.000513,0.118115,0.035777,0.062402,0.219750,0.001568,0.000384,0.902907
0.395211,0.017793,0.191493,0.004929,0.048161,0.000576,0.013504,0.000416,0.109955,0.040865,0.066690,0.220582,0.001504,0.000384,0.901690
0.395308,0.017792,0.192006,0.004896,0.047874,0.000576,0.013568,0.000416,0.109827,0.033185,0.059746,0.206182,0.001568,0.000640,0.888794
0.394540,0.017601,0.191461,0.004896,0.048514,0.000608,0.013536,0.000416,0.105379,0.037890,0.067330,0.213575,0.001824,0.000352,0.894363
0.394860,0.018080,0.191782,0.004928,0.047810,0.000608,0.013568,0.000416,0.109891,0.040770,0.058561,0.212102,0.001536,0.000384,0.893370
0.394635,0.017953,0.207526,0.005056,0.047298,0.000768,0.013536,0.000448,0.111395,0.033633,0.061250,0.209126,0.001536,0.000384,0.905786
0.395499,0.017825,0.191622,0.004832,0.047745,0.000576,0.013569,0.000416,0.107459,0.038913,0.068546,0.219942,0.001632,0.000448,0.901370
0.396364,0.017793,0.192293,0.004832,0.048322,0.001056,0.013600,0.000448,0.111716,0.039105,0.066370,0.220231,0.001632,0.000640,0.904539
0.395564,0.017920,0.191430,0.004896,0.047810,0.000608,0.013504,0.000416,0.115588,0.032737,0.059425,0.210822,0.001568,0.000608,0.892603
0.395372,0.017985,0.191589,0.004865,0.047105,0.000608,0.013536,0.000576,0.108196,0.040289,0.073282,0.224615,0.001280,0.000608,0.905339
0.394603,0.017473,0.191589,0.004865,0.047009,0.000608,0.013568,0.000416,0.108836,0.038529,0.062946,0.213479,0.001216,0.000416,0.892378
0.394476,0.017568,0.191750,0.004896,0.046946,0.000608,0.013792,0.000448,0.107459,0.034625,0.059426,0.204422,0.001504,0.000416,0.883610
0.394699,0.017569,0.211142,0.004992,0.047106,0.000608,0.013472,0.000480,0.113380,0.039169,0.063074,0.218535,0.001728,0.000448,0.918811
0.395308,0.017568,0.191590,0.004832,0.047361,0.000608,0.013441,0.000448,0.103875,0.033121,0.058210,0.198342,0.001760,0.000384,0.878746
0.394667,0.017345,0.191526,0.004928,0.047073,0.000576,0.013505,0.000448,0.119363,0.034209,0.059778,0.216006,0.001632,0.000352,0.895130
0.394476,0.017472,0.191686,0.004832,0.047074,0.000608,0.013504,0.000416,0.107939,0.033889,0.064034,0.208614,0.001536,0.000384,0.887450
0.395115,0.017441,0.191494,0.004864,0.047553,0.000608,0.013569,0.000416,0.113027,0.040097,0.061922,0.218310,0.001504,0.000608,0.900826
0.396364,0.018080,0.191526,0.004864,0.048545,0.000800,0.014145,0.000448,0.108739,0.037089,0.063938,0.213094,0.001600,0.000416,0.897786
0.395371,0.017505,0.191717,0.004801,0.048513,0.000832,0.013728,0.000448,0.106243,0.033409,0.060834,0.203526,0.001792,0.000384,0.886107
0.395052,0.033889,0.191845,0.004929,0.048577,0.000800,0.013472,0.000448,0.108676,0.035169,0.060258,0.206887,0.001568,0.000384,0.905275
0.394924,0.017505,0.191109,0.004897,0.049313,0.000768,0.013600,0.000416,0.106051,0.039425,0.060034,0.208390,0.001824,0.000416,0.891003
0.395755,0.017153,0.191493,0.004896,0.048065,0.000736,0.013601,0.000416,0.102691,0.032993,0.058209,0.197029,0.001504,0.000416,0.877977
0.395595,0.017473,0.191558,0.004864,0.047809,0.000544,0.013505,0.000416,0.109315,0.034401,0.058786,0.205446,0.001344,0.000416,0.886426
0.395531,0.017377,0.191557,0.004833,0.047201,0.000608,0.013504,0.000416,0.102884,0.032577,0.056865,0.195430,0.001504,0.000416,0.875609
0.395435,0.017313,0.191942,0.004832,0.047425,0.000800,0.013537,0.000416,0.107299,0.041313,0.064322,0.216038,0.001536,0.000384,0.898554
0.395628,0.017472,0.191398,0.004864,0.047138,0.000800,0.013568,0.000448,0.108963,0.034401,0.058594,0.204710,0.001824,0.000384,0.885018
0.398572,0.017984,0.206023,0.005056,0.047841,0.000832,0.013633,0.000448,0.114563,0.033537,0.059810,0.211014,0.001728,0.000704,0.913403
0.396364,0.018048,0.191846,0.004896,0.048450,0.000608,0.013696,0.000416,0.102499,0.033697,0.060610,0.199942,0.001536,0.000736,0.883866
0.395340,0.017569,0.191589,0.004896,0.048194,0.000736,0.013504,0.000416,0.108932,0.035201,0.056449,0.203494,0.001440,0.000384,0.884730
0.394540,0.017344,0.191366,0.004800,0.047842,0.000800,0.013504,0.000416,0.110403,0.033281,0.063970,0.210726,0.001312,0.000384,0.890043
0.394700,0.017280,0.191782,0.004832,0.048226,0.000768,0.013696,0.000416,0.094499,0.033057,0.062242,0.192934,0.001504,0.000448,0.875162
0.395436,0.017536,0.191622,0.004864,0.048386,0.000768,0.013568,0.000384,0.106563,0.039873,0.058626,0.207974,0.001376,0.000352,0.889274
0.394795,0.017793,0.191462,0.004864,0.049633,0.000864,0.013601,0.000416,0.107555,0.034113,0.057026,0.201478,0.001408,0.000384,0.884570
0.395564,0.017824,0.210310,0.005217,0.048801,0.000864,0.013665,0.000448,0.111011,0.033857,0.058210,0.206182,0.001568,0.000608,0.908795
0.396364,0.017760,0.191526,0.004864,0.048290,0.000800,0.013600,0.000608,0.102979,0.032801,0.063266,0.201894,0.001440,0.000640,0.885658
0.397836,0.018337,0.192933,0.005377,0.048961,0.001024,0.013792,0.000705,0.179237,0.042369,0.065794,0.292136,0.003008,0.000608,0.987357
0.397516,0.017921,0.192005,0.005344,0.049089,0.000832,0.013793,0.000448,0.126947,0.036097,0.077538,0.244615,0.002432,0.000608,0.932828
0.395436,0.017728,0.191942,0.005248,0.048354,0.000800,0.013760,0.000384,0.112164,0.039713,0.061858,0.217287,0.001792,0.000576,0.900891
0.396203,0.017696,0.192390,0.005312,0.048769,0.000768,0.014017,0.000640,0.104675,0.032769,0.056258,0.196774,0.001600,0.000608,0.882010
0.397355,0.017632,0.191654,0.005280,0.047617,0.000832,0.013601,0.000416,0.109667,0.034721,0.058978,0.206438,0.001760,0.000384,0.889786
0.413996,0.017569,0.192261,0.005088,0.048418,0.000736,0.013504,0.000416,0.107523,0.034913,0.059745,0.205158,0.001792,0.000576,0.907035
0.394668,0.017505,0.192677,0.005057,0.047841,0.000768,0.013504,0.000416,0.106948,0.033281,0.057345,0.200582,0.001696,0.000640,0.882651
0.394539,0.017569,0.191782,0.005280,0.047617,0.001024,0.013505,0.000416,0.106115,0.039457,0.068194,0.216742,0.001664,0.000416,0.898298
0.394892,0.017568,0.191878,0.005280,0.048386,0.000800,0.013504,0.000608,0.108323,0.034849,0.058786,0.204742,0.001696,0.000416,0.886458
0.394412,0.017409,0.191557,0.005280,0.048674,0.000576,0.013472,0.000416,0.106179,0.034369,0.058593,0.201830,0.001696,0.000384,0.882394
0.394636,0.017344,0.191622,0.004800,0.048130,0.000576,0.013504,0.000448,0.138052,0.035201,0.063682,0.239943,0.001920,0.000480,0.920059
0.394988,0.017888,0.192326,0.004864,0.047874,0.000640,0.014080,0.000448,0.113124,0.032353,0.057025,0.205958,0.001856,0.000448,0.889178
0.430669,0.017665,0.192453,0.004961,0.048001,0.000832,0.013792,0.000416,0.137220,0.050209,0.066274,0.256776,0.001440,0.000384,0.974525
0.394604,0.017568,0.191654,0.004832,0.048161,0.000832,0.013505,0.000448,0.105571,0.038209,0.059330,0.206182,0.001216,0.000384,0.886234
0.395372,0.017472,0.191974,0.004896,0.048962,0.000800,0.013824,0.000416,0.109955,0.033632,0.056929,0.203718,0.001568,0.000640,0.886970
0.395276,0.017505,0.191397,0.005057,0.048737,0.001024,0.013472,0.000448,0.103588,0.032577,0.056065,0.195526,0.001504,0.000416,0.877882
0.396139,0.017633,0.191557,0.004865,0.047713,0.000576,0.013504,0.000416,0.110627,0.039777,0.068482,0.221574,0.001536,0.000576,0.902970
0.395372,0.017344,0.191493,0.004864,0.048130,0.000608,0.013536,0.000384,0.108899,0.033953,0.057570,0.203302,0.001504,0.000320,0.883930
0.395660,0.017504,0.191238,0.004864,0.047810,0.000768,0.013504,0.000672,0.133732,0.035521,0.058658,0.231303,0.001504,0.000576,0.912123
0.420332,0.017409,0.191557,0.004865,0.046945,0.000800,0.013536,0.000416,0.107972,0.035105,0.059265,0.205351,0.001504,0.000544,0.910395
0.397100,0.017377,0.191429,0.004929,0.047361,0.000608,0.013696,0.000448,0.106148,0.038625,0.065410,0.213159,0.001536,0.000640,0.894779
0.396716,0.017888,0.193606,0.004896,0.047586,0.000800,0.013728,0.000608,0.114755,0.037250,0.061665,0.217254,0.001793,0.000448,0.904219
0.396171,0.017825,0.192518,0.004800,0.047425,0.000608,0.013601,0.000416,0.103651,0.032673,0.088770,0.228326,0.001600,0.000576,0.911130
0.395948,0.017665,0.191557,0.004833,0.048289,0.000832,0.013792,0.000384,0.111204,0.034273,0.065826,0.214439,0.001728,0.000416,0.897371
