Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],TEE[5-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415761,0.017248,0.202920,0.005313,0.047873,0.193192,0.000704,0.001856,0.001152,0.000352,0.893923
0.419729,0.017537,0.202568,0.005280,0.048610,0.190055,0.000672,0.001888,0.001152,0.000352,0.895043
0.415984,0.017600,0.202664,0.005280,0.048098,0.189160,0.000736,0.001792,0.001120,0.000352,0.890915
0.437553,0.017665,0.202536,0.005312,0.047554,0.190536,0.000640,0.002016,0.001120,0.000320,0.912932
0.415537,0.017440,0.203080,0.005217,0.048417,0.192872,0.000672,0.001888,0.001088,0.000352,0.894211
0.415473,0.017536,0.202600,0.005313,0.049570,0.193575,0.000672,0.001856,0.001152,0.000352,0.895779
0.419793,0.017505,0.202696,0.005024,0.047842,0.206568,0.000640,0.001760,0.001088,0.000352,0.910884
0.420368,0.017601,0.202888,0.005248,0.049122,0.185224,0.000704,0.001952,0.001248,0.000352,0.892323
0.415697,0.017696,0.202696,0.005281,0.047489,0.188488,0.000672,0.001792,0.001120,0.000320,0.889315
0.420273,0.017729,0.202407,0.005281,0.047650,0.192295,0.000704,0.001792,0.001184,0.000640,0.897795
0.431889,0.017633,0.202152,0.005280,0.048386,0.181159,0.000640,0.002048,0.001120,0.000352,0.898307
0.420977,0.017537,0.202056,0.005312,0.048354,0.188839,0.000672,0.001888,0.001120,0.000352,0.894371
0.415984,0.017761,0.202664,0.005280,0.048770,0.193799,0.000672,0.001888,0.001312,0.000352,0.896835
0.420048,0.017633,0.202536,0.005248,0.048610,0.217225,0.000672,0.002176,0.001152,0.000384,0.923268
0.416816,0.017665,0.203944,0.005216,0.049090,0.194792,0.000704,0.002016,0.001152,0.000352,0.899299
0.419760,0.017761,0.202536,0.005248,0.049154,0.195912,0.000672,0.001856,0.001216,0.000352,0.901955
0.415313,0.017472,0.202440,0.005248,0.047458,0.193800,0.000640,0.001728,0.001120,0.000352,0.893443
0.437201,0.017697,0.202312,0.005280,0.047842,0.195304,0.000704,0.001952,0.001120,0.000320,0.917892
0.420721,0.017825,0.201896,0.005312,0.047618,0.194503,0.000672,0.001921,0.001088,0.000352,0.899780
0.415664,0.017344,0.202568,0.005408,0.047362,0.191048,0.000672,0.001856,0.001184,0.000352,0.891299
0.415504,0.017728,0.202248,0.005248,0.066947,0.196552,0.000704,0.001728,0.001088,0.000352,0.916068
0.419921,0.017376,0.202056,0.005280,0.047682,0.189224,0.000704,0.001824,0.001120,0.000320,0.893155
0.415568,0.017697,0.202664,0.005312,0.047394,0.194952,0.000704,0.002080,0.001120,0.000288,0.896355
0.416433,0.017728,0.202952,0.005345,0.047585,0.192424,0.000800,0.002080,0.001184,0.000352,0.894883
0.433745,0.017888,0.203016,0.005249,0.048610,0.189351,0.000608,0.001984,0.001088,0.000352,0.910051
0.415793,0.017472,0.202600,0.005249,0.050305,0.196935,0.000704,0.001856,0.001120,0.000352,0.899907
0.419377,0.017537,0.202056,0.005280,0.048066,0.196711,0.000672,0.001985,0.001120,0.000352,0.900580
0.419920,0.017505,0.220361,0.005216,0.047682,0.192935,0.000704,0.001888,0.001120,0.000352,0.915780
0.414896,0.017505,0.202984,0.005248,0.047522,0.184583,0.000640,0.001856,0.001120,0.000352,0.884194
0.419280,0.017536,0.202696,0.005280,0.047970,0.188904,0.000672,0.001856,0.001088,0.000384,0.894371
0.419569,0.017632,0.202984,0.005313,0.047426,0.197127,0.000640,0.002048,0.001184,0.000416,0.902468
0.431633,0.017537,0.202759,0.005505,0.047842,0.197959,0.000736,0.002081,0.001120,0.000576,0.917092
0.420401,0.017473,0.202600,0.005344,0.048770,0.190631,0.000864,0.002048,0.001152,0.000384,0.897540
0.419761,0.017505,0.202504,0.005280,0.048482,0.198407,0.000800,0.001824,0.001248,0.000352,0.904132
0.415728,0.017601,0.216808,0.005504,0.048098,0.196968,0.000736,0.002112,0.001120,0.000384,0.912899
0.415024,0.017761,0.201832,0.005440,0.048514,0.190695,0.000640,0.002048,0.001152,0.000352,0.891683
0.414896,0.017665,0.202376,0.005312,0.048802,0.194471,0.000704,0.001760,0.001312,0.000320,0.895171
0.415440,0.017409,0.202248,0.005376,0.048098,0.197416,0.000640,0.001792,0.001088,0.000320,0.897347
0.420176,0.017569,0.202632,0.005248,0.048450,0.187783,0.000576,0.001825,0.001120,0.000352,0.893155
0.420048,0.017729,0.201832,0.005376,0.048706,0.203368,0.000704,0.002016,0.001216,0.000352,0.909315
0.420241,0.017697,0.202536,0.005312,0.048482,0.187143,0.000704,0.001824,0.001024,0.000352,0.893443
0.415281,0.018144,0.222185,0.005408,0.047810,0.193320,0.000672,0.002112,0.001120,0.000352,0.914692
0.419728,0.017729,0.202184,0.005280,0.048930,0.199080,0.000736,0.001856,0.001088,0.000352,0.904675
0.420337,0.017664,0.202088,0.005312,0.049026,0.198824,0.000736,0.001984,0.001120,0.000320,0.905187
0.415856,0.017633,0.202696,0.005280,0.048450,0.194632,0.000672,0.001856,0.001440,0.000320,0.896547
0.421296,0.017505,0.202664,0.005344,0.048066,0.188744,0.000640,0.001824,0.001120,0.000320,0.894979
0.415440,0.017665,0.202695,0.005504,0.048546,0.196039,0.000704,0.001888,0.001120,0.000320,0.897347
0.415408,0.017313,0.202407,0.005249,0.048674,0.195111,0.000672,0.001824,0.001216,0.000352,0.895812
0.420625,0.017505,0.220488,0.005408,0.047618,0.190088,0.000704,0.001856,0.001088,0.000352,0.913572
0.416081,0.017569,0.203272,0.005120,0.049474,0.211752,0.000832,0.002112,0.001184,0.000384,0.916196
0.420337,0.017472,0.203176,0.005313,0.048418,0.206760,0.000832,0.002016,0.002048,0.000320,0.914884
0.416624,0.017537,0.203016,0.005312,0.048450,0.190247,0.000833,0.002048,0.001088,0.000352,0.893955
0.415761,0.017728,0.203400,0.005313,0.047905,0.198088,0.000864,0.001952,0.001120,0.000384,0.900195
0.416944,0.017825,0.203496,0.005248,0.048450,0.202600,0.000832,0.002080,0.001440,0.000320,0.907683
0.421073,0.017633,0.202632,0.005248,0.048322,0.202184,0.000704,0.002048,0.001216,0.000384,0.909508
0.438514,0.017760,0.202408,0.005217,0.048065,0.208617,0.000864,0.001856,0.001120,0.000320,0.933125
0.420432,0.017921,0.202376,0.005280,0.048386,0.190184,0.000832,0.001920,0.001184,0.000288,0.896899
0.415536,0.017697,0.202184,0.005248,0.047618,0.195047,0.000704,0.001792,0.001216,0.000352,0.895075
0.420208,0.017569,0.202024,0.005248,0.048610,0.223081,0.000640,0.001984,0.001312,0.000352,0.928772
0.415568,0.017793,0.202280,0.005280,0.048514,0.187719,0.000768,0.001792,0.001248,0.000320,0.889602
0.419889,0.017505,0.202728,0.005312,0.048450,0.196199,0.000960,0.001824,0.001152,0.000320,0.901828
0.415760,0.017537,0.202792,0.005280,0.048226,0.189511,0.000736,0.001792,0.001184,0.000640,0.891971
0.437521,0.017760,0.203367,0.005185,0.048802,0.196839,0.000768,0.001825,0.001152,0.000320,0.921348
0.415601,0.017632,0.202856,0.005281,0.048225,0.195527,0.000832,0.001856,0.001472,0.000352,0.897347
0.420400,0.017665,0.202472,0.005280,0.048514,0.199848,0.000640,0.001952,0.001184,0.000320,0.906115
0.419793,0.017761,0.202920,0.005248,0.066498,0.192808,0.000672,0.001952,0.001184,0.000384,0.917956
0.415985,0.017632,0.203880,0.005345,0.048801,0.195336,0.000672,0.001792,0.001216,0.000320,0.898563
0.420817,0.017569,0.202088,0.005312,0.048258,0.196391,0.000704,0.001761,0.001120,0.000320,0.902948
0.420849,0.017728,0.202408,0.005249,0.049506,0.187559,0.000608,0.001824,0.001280,0.000352,0.895235
0.433425,0.017569,0.202632,0.005344,0.047618,0.189575,0.000704,0.002048,0.001120,0.000320,0.909059
0.415665,0.017697,0.202471,0.005248,0.047682,0.195239,0.000832,0.001888,0.001152,0.000353,0.895972
0.421457,0.018272,0.202536,0.005281,0.048706,0.200487,0.000672,0.002017,0.001280,0.000384,0.910116
0.416049,0.017537,0.219304,0.005440,0.048610,0.197896,0.000832,0.001856,0.001440,0.000320,0.917732
0.420529,0.017633,0.202600,0.005280,0.048514,0.193159,0.000865,0.001952,0.001120,0.000384,0.900388
0.420529,0.017728,0.202760,0.005344,0.048674,0.190152,0.000864,0.002080,0.001408,0.000320,0.896995
0.415728,0.017441,0.202248,0.005280,0.048290,0.180263,0.000800,0.001856,0.001152,0.000320,0.880770
0.415601,0.017472,0.202056,0.005216,0.049090,0.189512,0.000640,0.001824,0.001152,0.000352,0.889891
0.420977,0.017569,0.202568,0.005312,0.048034,0.189671,0.000672,0.001728,0.001056,0.000384,0.895235
0.420304,0.017409,0.202600,0.005312,0.048770,0.183623,0.000704,0.001824,0.001088,0.000384,0.889570
0.414736,0.017569,0.219080,0.005441,0.047489,0.183304,0.000672,0.001728,0.001152,0.000320,0.899011
0.419121,0.017696,0.202471,0.005281,0.047138,0.180647,0.000672,0.001696,0.001120,0.000352,0.883139
0.421424,0.017857,0.203144,0.005280,0.047906,0.187399,0.000768,0.001888,0.001312,0.000352,0.896067
0.415472,0.017793,0.202920,0.005408,0.047522,0.184455,0.000832,0.002048,0.001120,0.000320,0.885411
0.431889,0.017569,0.202504,0.005280,0.047874,0.195368,0.000768,0.001856,0.000992,0.000320,0.911492
0.414961,0.017504,0.203656,0.005249,0.047041,0.201544,0.000672,0.001985,0.001056,0.000352,0.900580
0.415184,0.017473,0.203048,0.005280,0.047202,0.193160,0.000832,0.001792,0.001120,0.000320,0.892515
0.419921,0.017313,0.202696,0.005280,0.065154,0.187144,0.000800,0.002016,0.001088,0.000608,0.909732
0.416176,0.017633,0.202664,0.005248,0.047138,0.192295,0.000673,0.001984,0.001088,0.000352,0.893059
0.420432,0.017473,0.202472,0.005184,0.047746,0.200296,0.000768,0.001824,0.001056,0.000384,0.905091
0.415600,0.017441,0.202408,0.005312,0.047266,0.184871,0.000800,0.001792,0.001120,0.000352,0.883746
0.440209,0.017601,0.202056,0.005248,0.047362,0.185831,0.000672,0.001888,0.001024,0.000352,0.909187
0.415920,0.017441,0.202920,0.005248,0.047426,0.194440,0.000736,0.002080,0.001024,0.000320,0.895395
0.418737,0.017664,0.201960,0.005217,0.047233,0.174247,0.000704,0.001728,0.001024,0.000320,0.875875
0.434513,0.017633,0.202344,0.005280,0.047458,0.269899,0.000704,0.002048,0.001056,0.000352,0.988231
0.421489,0.017888,0.203592,0.005249,0.048001,0.201672,0.000736,0.002081,0.001312,0.000384,0.911396
0.415920,0.017729,0.202088,0.005280,0.048482,0.193448,0.000800,0.001792,0.001120,0.000352,0.894051
0.420369,0.017824,0.202056,0.005312,0.048450,0.185320,0.000672,0.001824,0.001216,0.000320,0.890531
0.435121,0.017536,0.202247,0.005313,0.047618,0.188263,0.001024,0.001760,0.001056,0.000352,0.907171
0.416113,0.017760,0.202280,0.005217,0.049602,0.179623,0.000736,0.001696,0.001056,0.000384,0.882115
0.419601,0.017729,0.202056,0.005280,0.048738,0.179623,0.000640,0.001888,0.001120,0.000352,0.884643
0.419601,0.017696,0.201831,0.005217,0.047393,0.205352,0.000992,0.002016,0.001152,0.000416,0.908772
0.417328,0.017920,0.203016,0.005280,0.048290,0.195496,0.000672,0.001952,0.001056,0.000320,0.899715
0.419504,0.017729,0.202216,0.005280,0.047426,0.198856,0.000768,0.001792,0.001184,0.000384,0.902179
0.419953,0.017601,0.201831,0.005313,0.048098,0.187271,0.000608,0.001856,0.001184,0.000320,0.891043
0.438961,0.017633,0.201832,0.005312,0.048226,0.219592,0.001152,0.002241,0.001280,0.000384,0.944357
0.420305,0.017569,0.204200,0.005312,0.049698,0.197992,0.000704,0.001696,0.001184,0.000384,0.906724
0.415344,0.017569,0.202440,0.005344,0.047938,0.202120,0.000768,0.001952,0.001184,0.000352,0.902243
0.415056,0.017697,0.202184,0.005312,0.065827,0.200455,0.000672,0.001856,0.001248,0.000256,0.917956
0.416784,0.017601,0.202728,0.005248,0.047714,0.192872,0.000704,0.001888,0.001184,0.000352,0.894627
0.415952,0.017569,0.202248,0.005344,0.048354,0.194439,0.000896,0.002080,0.001216,0.000320,0.896099
0.420657,0.017601,0.202535,0.005313,0.048482,0.192327,0.000704,0.001952,0.001312,0.000384,0.898627
0.445937,0.017953,0.203304,0.005280,0.048834,0.214952,0.000736,0.001888,0.001184,0.000352,0.948709
0.415536,0.017729,0.202728,0.005088,0.048482,0.191240,0.000704,0.001824,0.001152,0.000352,0.892515
0.415632,0.017537,0.202856,0.005248,0.048514,0.205736,0.000800,0.001824,0.001120,0.000320,0.907043
0.416592,0.017633,0.221672,0.005249,0.048354,0.195591,0.000800,0.001952,0.001184,0.000320,0.916996
0.415632,0.017505,0.202728,0.005248,0.048994,0.205928,0.000832,0.001888,0.001184,0.000320,0.907715
0.414160,0.017441,0.202056,0.005344,0.048386,0.204456,0.000768,0.001856,0.001248,0.000320,0.903459
0.420785,0.017697,0.202952,0.005248,0.048674,0.205992,0.000704,0.001760,0.001120,0.000352,0.912516
0.438225,0.017729,0.202376,0.005472,0.048706,0.200328,0.000704,0.001760,0.001248,0.000352,0.924548
0.420272,0.017537,0.202408,0.005280,0.048354,0.211784,0.000928,0.001792,0.001120,0.000352,0.917092
0.415312,0.017569,0.202312,0.005312,0.048674,0.205640,0.000608,0.001856,0.001152,0.000384,0.906276
0.420241,0.017728,0.222313,0.005184,0.048162,0.216297,0.000832,0.001792,0.001216,0.000320,0.943173
0.415472,0.017793,0.202408,0.005248,0.048642,0.200296,0.000928,0.001888,0.001184,0.000352,0.902435
0.415440,0.017408,0.202408,0.005312,0.048098,0.207560,0.000800,0.001664,0.001152,0.000320,0.907716
0.416368,0.017633,0.202216,0.005280,0.048386,0.204552,0.000640,0.001760,0.001184,0.000352,0.905315
0.439025,0.017472,0.202088,0.005312,0.048290,0.195624,0.000672,0.001760,0.001152,0.000352,0.919236
0.415121,0.017504,0.202696,0.005217,0.048001,0.205576,0.000768,0.001760,0.001120,0.000320,0.905348
0.414480,0.017568,0.202216,0.005312,0.048322,0.195560,0.000704,0.001760,0.001120,0.000352,0.894851
0.416112,0.017473,0.215976,0.005505,0.048225,0.189479,0.000704,0.001824,0.001408,0.000320,0.906179
0.415888,0.017472,0.202184,0.005344,0.048418,0.205608,0.000800,0.001760,0.001184,0.000352,0.907364
0.420497,0.017665,0.202215,0.005217,0.048642,0.246825,0.001120,0.002721,0.001024,0.000384,0.955814
0.415121,0.017568,0.203240,0.005280,0.048225,0.193256,0.000864,0.001984,0.001152,0.000352,0.894339
0.416689,0.017440,0.202664,0.005313,0.048194,0.196935,0.000640,0.001760,0.001152,0.000288,0.899236
0.420304,0.017729,0.202056,0.005376,0.048354,0.194856,0.000640,0.001760,0.001120,0.000352,0.900067
0.415505,0.017664,0.202664,0.005280,0.048385,0.195272,0.000704,0.001856,0.001120,0.000352,0.896963
0.419856,0.017633,0.217544,0.005441,0.047969,0.190791,0.000928,0.001856,0.001184,0.000352,0.911491
0.419697,0.017505,0.202600,0.005408,0.047682,0.192743,0.000704,0.001664,0.001088,0.000352,0.898468
0.420720,0.017761,0.202440,0.005408,0.048290,0.200872,0.000704,0.001888,0.001120,0.000320,0.907011
0.420080,0.017537,0.202984,0.005248,0.047618,0.193832,0.000704,0.001728,0.001184,0.000384,0.900643
0.434417,0.017665,0.202088,0.005312,0.048258,0.186055,0.000896,0.001888,0.001152,0.000352,0.905443
0.415344,0.017697,0.202856,0.005408,0.047778,0.191239,0.000704,0.001857,0.001248,0.000576,0.893347
0.419536,0.017697,0.202184,0.005280,0.048354,0.199816,0.000832,0.001792,0.001248,0.000384,0.904131
0.420017,0.017601,0.202855,0.005281,0.065090,0.196264,0.000768,0.002016,0.001184,0.000352,0.918916
0.415344,0.017633,0.202696,0.005280,0.048386,0.198152,0.000800,0.001888,0.001120,0.000352,0.898659
0.416081,0.017376,0.202856,0.005568,0.047938,0.184904,0.000832,0.001952,0.001056,0.000320,0.886659
0.415921,0.017632,0.204008,0.005313,0.048802,0.187271,0.000672,0.002112,0.001184,0.000352,0.891011
0.443153,0.017601,0.202440,0.005312,0.048098,0.200712,0.000704,0.001760,0.001216,0.000352,0.929124
0.415504,0.017505,0.202152,0.005408,0.047618,0.189479,0.000832,0.001728,0.001248,0.000384,0.888802
0.418225,0.017664,0.202504,0.005121,0.048801,0.193384,0.001216,0.001920,0.001152,0.000352,0.899299
0.415376,0.017505,0.202216,0.005280,0.048290,0.214696,0.000800,0.001760,0.001216,0.000352,0.914339
0.416208,0.017473,0.202184,0.005312,0.048226,0.193383,0.000704,0.002081,0.001152,0.000352,0.895619
0.414993,0.017632,0.202856,0.005345,0.048513,0.196776,0.000896,0.001792,0.001152,0.000608,0.897699
0.415952,0.017793,0.202536,0.005280,0.048514,0.194279,0.000704,0.001825,0.001152,0.000288,0.896259
0.435057,0.017569,0.202920,0.005056,0.049250,0.189255,0.000864,0.002112,0.001088,0.000352,0.911203
0.416144,0.017569,0.202632,0.005280,0.048546,0.191367,0.000608,0.001824,0.001088,0.000417,0.892963
0.418320,0.017537,0.203080,0.005056,0.048674,0.188807,0.000672,0.002113,0.001312,0.000320,0.893603
0.421712,0.017857,0.202600,0.005280,0.048450,0.227049,0.000736,0.001856,0.001216,0.000384,0.934852
0.420496,0.017664,0.202728,0.005152,0.049090,0.193448,0.000672,0.001696,0.001280,0.000352,0.899555
0.418897,0.017761,0.203944,0.005024,0.050018,0.198184,0.000832,0.002080,0.001280,0.000352,0.908420
0.416912,0.017729,0.204200,0.005120,0.048866,0.191879,0.001152,0.001920,0.001120,0.000352,0.897507
0.438770,0.017792,0.203752,0.005057,0.049122,0.197895,0.000896,0.001921,0.001152,0.000352,0.925797
0.416528,0.017761,0.202504,0.005056,0.049122,0.198952,0.000832,0.001952,0.001120,0.000352,0.901987
0.416112,0.017473,0.202504,0.005280,0.047970,0.201544,0.000896,0.001856,0.001248,0.000448,0.903299
0.416592,0.017729,0.202888,0.005312,0.065379,0.185831,0.000768,0.001824,0.001184,0.000352,0.905539
0.417040,0.017537,0.202472,0.005344,0.048322,0.192231,0.000800,0.001920,0.001088,0.000320,0.894787
0.416944,0.017441,0.203848,0.005280,0.049282,0.190536,0.000768,0.001696,0.001056,0.000352,0.895011
0.420720,0.017473,0.202792,0.005408,0.048098,0.202664,0.000896,0.001856,0.001248,0.000288,0.908835
0.437841,0.017601,0.204360,0.005248,0.048386,0.199912,0.000896,0.001824,0.001248,0.000352,0.925892
0.416624,0.017377,0.202376,0.005216,0.049666,0.191943,0.001088,0.001952,0.001248,0.000352,0.895971
0.416944,0.017537,0.203304,0.005088,0.048290,0.193992,0.000864,0.001824,0.001248,0.000352,0.896739
0.414128,0.017441,0.202824,0.005280,0.070531,0.188487,0.000672,0.001921,0.001216,0.000352,0.912356
0.415824,0.017601,0.202632,0.005312,0.048514,0.204392,0.000800,0.001984,0.001280,0.000352,0.906339
0.420561,0.017504,0.202664,0.005281,0.048290,0.197351,0.000640,0.001792,0.001249,0.000352,0.903684
0.415120,0.017665,0.202760,0.005408,0.048034,0.198376,0.000800,0.002048,0.001056,0.000352,0.898403
0.438065,0.017792,0.203079,0.005281,0.048450,0.187399,0.000864,0.001728,0.001216,0.000320,0.912803
0.415632,0.017409,0.202824,0.005280,0.048386,0.233097,0.000800,0.001856,0.001088,0.000352,0.934372
0.415792,0.017537,0.202504,0.005312,0.048514,0.202344,0.000800,0.001856,0.001120,0.000384,0.904323
0.420241,0.017761,0.222216,0.005249,0.048545,0.197640,0.000800,0.001920,0.001280,0.000385,0.924677
0.415600,0.017505,0.202568,0.005184,0.047970,0.208200,0.000832,0.001856,0.001184,0.000384,0.909667
0.420048,0.017697,0.202120,0.005376,0.048610,0.199464,0.000800,0.001888,0.001344,0.000384,0.905411
0.415664,0.017665,0.202888,0.005312,0.048610,0.200488,0.000800,0.002112,0.001216,0.000288,0.905123
0.416464,0.017473,0.202856,0.005248,0.048546,0.197480,0.000704,0.001856,0.001184,0.000384,0.900707
0.420240,0.017665,0.202312,0.005216,0.048898,0.199208,0.000704,0.001792,0.001184,0.000320,0.906339
0.419600,0.017729,0.202600,0.005280,0.048674,0.205192,0.000800,0.001856,0.001184,0.000320,0.911139
0.421200,0.017569,0.223529,0.005184,0.048290,0.194087,0.000896,0.001824,0.001568,0.000384,0.924484
0.420240,0.017697,0.203528,0.005280,0.048354,0.196648,0.000864,0.001856,0.001056,0.000320,0.904291
0.416016,0.017729,0.204808,0.005312,0.048674,0.203240,0.000832,0.001824,0.001120,0.000352,0.909571
0.420369,0.017537,0.202792,0.005376,0.048258,0.206920,0.000864,0.001856,0.001152,0.000352,0.913860
0.415664,0.017696,0.202408,0.005408,0.048610,0.201832,0.000896,0.001856,0.001088,0.000320,0.904452
0.421745,0.017761,0.203400,0.005344,0.048770,0.196967,0.000832,0.001728,0.001216,0.000352,0.906244
0.415504,0.017473,0.203432,0.005312,0.048226,0.197352,0.000832,0.002048,0.001152,0.000320,0.901283
0.437553,0.017856,0.202887,0.005249,0.048290,0.199623,0.000928,0.001952,0.001088,0.000352,0.923780
0.416304,0.017761,0.202952,0.005472,0.048482,0.194664,0.000864,0.001856,0.001088,0.000352,0.898371
0.415248,0.017728,0.202632,0.005248,0.047970,0.201768,0.000832,0.001888,0.001056,0.000609,0.902532
0.415696,0.017537,0.203304,0.005280,0.048418,0.220104,0.000864,0.001792,0.001184,0.000352,0.922980
0.419824,0.017601,0.202664,0.005312,0.048450,0.186183,0.000864,0.001824,0.001248,0.000320,0.892899
0.415568,0.017632,0.201960,0.005312,0.049090,0.201864,0.000896,0.002112,0.001152,0.000352,0.904740
0.415824,0.017665,0.202536,0.005248,0.048546,0.191656,0.000896,0.001856,0.001120,0.000320,0.893731
0.434833,0.017345,0.202920,0.005344,0.048354,0.206568,0.000800,0.002113,0.001056,0.000320,0.929189
0.416048,0.017505,0.202888,0.005472,0.048226,0.195720,0.000768,0.002016,0.001184,0.000352,0.897955
0.415408,0.017761,0.203240,0.005312,0.048546,0.210088,0.000832,0.001793,0.001216,0.000320,0.913732
0.415408,0.017697,0.202920,0.005312,0.067491,0.199559,0.000768,0.002112,0.001184,0.000352,0.921028
0.416144,0.017761,0.202824,0.005344,0.048674,0.211112,0.001024,0.001888,0.001120,0.000384,0.915171
0.417105,0.017504,0.203592,0.005313,0.048577,0.197480,0.000768,0.001856,0.001088,0.000352,0.901219
0.422193,0.017728,0.202376,0.005280,0.048098,0.194728,0.000704,0.002016,0.001184,0.000608,0.902915
0.436209,0.017729,0.202152,0.005312,0.048066,0.196391,0.000672,0.001857,0.001184,0.000352,0.918788
0.420240,0.017505,0.202728,0.005344,0.048674,0.198760,0.000736,0.002016,0.001184,0.000352,0.906275
0.420145,0.017665,0.202792,0.005280,0.048738,0.194535,0.000833,0.001920,0.001184,0.000384,0.901956
0.420336,0.017761,0.219145,0.005408,0.048162,0.201864,0.000928,0.002080,0.001088,0.000384,0.925892
0.420752,0.017505,0.202152,0.005344,0.048450,0.203368,0.000896,0.002112,0.001152,0.000352,0.910340
0.420816,0.017825,0.202664,0.005376,0.048642,0.194920,0.000704,0.001824,0.001120,0.000352,0.903779
0.420561,0.017825,0.202567,0.005408,0.048546,0.209160,0.000800,0.001824,0.001184,0.000576,0.916356
0.420049,0.017504,0.202759,0.005249,0.048290,0.198311,0.000800,0.002049,0.001120,0.000384,0.905092
0.415760,0.017505,0.202344,0.005344,0.049602,0.199304,0.000736,0.001760,0.001152,0.000320,0.902563
0.416080,0.017473,0.202184,0.005280,0.048866,0.187911,0.000672,0.001984,0.001248,0.000320,0.890338
0.420625,0.018241,0.220808,0.005408,0.048162,0.192072,0.000768,0.001792,0.001216,0.000352,0.917892
0.419185,0.017697,0.201767,0.005345,0.047906,0.207528,0.000832,0.001856,0.001184,0.000320,0.911684
0.416560,0.017793,0.202376,0.005344,0.048066,0.201160,0.000768,0.001824,0.001184,0.000384,0.903875
0.420048,0.017505,0.202568,0.005280,0.048034,0.203656,0.000800,0.001920,0.001152,0.000352,0.909955
0.415568,0.017537,0.202760,0.005376,0.048066,0.203688,0.000896,0.002208,0.001184,0.000320,0.906339
0.421328,0.017729,0.202504,0.005312,0.048194,0.205032,0.000800,0.002144,0.001217,0.000352,0.914052
0.420912,0.017568,0.204680,0.005281,0.048289,0.200424,0.000864,0.001985,0.001184,0.000352,0.910660
0.436689,0.017505,0.202856,0.005376,0.048386,0.190151,0.000800,0.001824,0.001184,0.000320,0.914052
0.419985,0.017537,0.202600,0.005248,0.048578,0.201320,0.000800,0.002080,0.001216,0.000352,0.907492
0.415824,0.017505,0.202728,0.005312,0.048610,0.197128,0.000704,0.001888,0.001088,0.000320,0.900195
0.420432,0.017473,0.202408,0.005280,0.048354,0.225481,0.000832,0.001792,0.001152,0.000352,0.932420
0.419921,0.017665,0.202152,0.005312,0.048578,0.197799,0.000704,0.001920,0.001152,0.000352,0.903172
0.415952,0.017569,0.202696,0.005248,0.048514,0.204264,0.000672,0.001792,0.001216,0.000352,0.907267
0.422449,0.017537,0.202184,0.005088,0.048770,0.200328,0.000704,0.002016,0.001152,0.000320,0.908420
0.450866,0.018081,0.204040,0.005504,0.048738,0.239433,0.000928,0.002144,0.002176,0.000608,0.983430
0.417232,0.017889,0.203176,0.005312,0.048354,0.210984,0.000832,0.002113,0.001312,0.000608,0.916292
0.419888,0.017984,0.204584,0.005409,0.049250,0.254090,0.001600,0.002816,0.002592,0.000832,0.971718
0.435473,0.021537,0.203304,0.005376,0.048866,0.202984,0.000864,0.002240,0.001632,0.000384,0.930628
0.416049,0.018176,0.202792,0.005601,0.048514,0.196071,0.000832,0.001888,0.001153,0.000352,0.899012
0.417136,0.017697,0.202248,0.005344,0.048290,0.200584,0.000768,0.001888,0.001152,0.000352,0.902851
0.420080,0.017729,0.202664,0.005312,0.047938,0.201160,0.000736,0.001984,0.001216,0.000384,0.907139
0.420464,0.017569,0.202952,0.005312,0.048450,0.193192,0.000864,0.002016,0.001344,0.000288,0.900547
0.416400,0.017825,0.202824,0.005312,0.048834,0.202632,0.000928,0.002048,0.001312,0.000320,0.906723
0.420336,0.017505,0.202568,0.005280,0.048450,0.202696,0.001056,0.001824,0.001312,0.000352,0.908963
0.445490,0.017761,0.203112,0.005376,0.047970,0.202568,0.000800,0.001760,0.001216,0.000576,0.934565
0.421008,0.017505,0.203016,0.005568,0.048674,0.181383,0.000928,0.001792,0.001313,0.000352,0.889251
0.415344,0.017505,0.202728,0.005376,0.048930,0.207048,0.000800,0.001856,0.001088,0.000352,0.908579
0.415409,0.017728,0.202888,0.005249,0.048097,0.217161,0.000832,0.002080,0.001312,0.000384,0.918756
0.420369,0.017537,0.202664,0.005376,0.048642,0.195943,0.000865,0.002080,0.001216,0.000384,0.902500
0.416240,0.017665,0.202504,0.005376,0.048418,0.193767,0.000832,0.001825,0.001120,0.000320,0.895747
0.415696,0.017697,0.202664,0.005312,0.048322,0.197832,0.000960,0.001856,0.001120,0.000320,0.899587
