Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],IN[5],INFER[5-10],OUT[10],TEE[5-10],classifier
0.396428,0.017537,0.192869,0.005025,0.047329,0.106691,0.053666,0.063266,0.226983,0.891675
0.394699,0.017536,0.192710,0.004896,0.047329,0.104643,0.053794,0.062498,0.224551,0.887546
0.398252,0.017536,0.191302,0.004768,0.047649,0.104996,0.054433,0.067106,0.229799,0.895130
0.395724,0.017568,0.207782,0.005120,0.047234,0.109603,0.065570,0.063170,0.241671,0.920411
0.396811,0.017568,0.192102,0.004832,0.047649,0.103555,0.052962,0.062370,0.222535,0.887194
0.395979,0.017761,0.192070,0.005056,0.047169,0.107907,0.053026,0.063074,0.227847,0.891098
0.395884,0.017664,0.192934,0.004832,0.047810,0.107299,0.053857,0.064514,0.229542,0.895162
0.396364,0.017728,0.192934,0.005280,0.047490,0.115043,0.066242,0.069794,0.254599,0.919771
0.395884,0.017729,0.192133,0.005313,0.047585,0.105571,0.056930,0.063266,0.228999,0.893627
0.395851,0.017601,0.191494,0.004832,0.048129,0.105411,0.055202,0.063458,0.227687,0.890842
0.398443,0.017441,0.210278,0.005024,0.047842,0.102659,0.055393,0.063074,0.224454,0.909306
0.395212,0.017504,0.192038,0.004896,0.047458,0.104451,0.051777,0.064674,0.224006,0.887194
0.400364,0.017441,0.192326,0.005216,0.047841,0.108451,0.054242,0.062082,0.228071,0.896955
0.396524,0.017569,0.192037,0.004832,0.048194,0.103587,0.054562,0.062817,0.224102,0.888187
0.408844,0.017409,0.191397,0.004865,0.047457,0.105027,0.051138,0.060289,0.219494,0.894362
0.395500,0.017504,0.192006,0.005184,0.047874,0.105411,0.065922,0.062178,0.236871,0.899963
0.398444,0.017441,0.193285,0.004833,0.047361,0.108579,0.050786,0.061282,0.224039,0.892827
0.396684,0.017600,0.191494,0.005056,0.064994,0.109795,0.064226,0.067874,0.245575,0.927163
0.396523,0.017728,0.191622,0.005024,0.047937,0.106243,0.064353,0.062978,0.236615,0.901338
0.399276,0.017377,0.191493,0.004832,0.047170,0.105635,0.058338,0.061794,0.229063,0.894203
0.397068,0.017537,0.192293,0.004833,0.047777,0.107139,0.053282,0.062466,0.226503,0.891803
0.414380,0.017376,0.191494,0.005024,0.047554,0.105571,0.065218,0.063074,0.237223,0.919355
0.398539,0.017601,0.191462,0.005024,0.047745,0.105379,0.053602,0.063362,0.225511,0.891578
0.396524,0.017505,0.191653,0.004865,0.047393,0.103587,0.054146,0.061698,0.222695,0.885659
0.396524,0.017504,0.191429,0.004768,0.047490,0.120995,0.051138,0.062466,0.237863,0.900987
0.397099,0.017345,0.192230,0.005056,0.047521,0.106147,0.055010,0.064130,0.228775,0.893658
0.400748,0.017568,0.192294,0.005120,0.047682,0.104739,0.051233,0.064610,0.224102,0.893754
0.396683,0.017569,0.192614,0.005024,0.047489,0.107331,0.054818,0.062498,0.227847,0.892187
0.415021,0.017440,0.192102,0.005024,0.047586,0.107075,0.054945,0.070947,0.236871,0.919836
0.395980,0.017376,0.192038,0.004832,0.047362,0.108323,0.053697,0.061922,0.227334,0.889626
0.396300,0.017377,0.192805,0.005024,0.047010,0.108003,0.051074,0.060417,0.222758,0.886202
0.396972,0.017505,0.192549,0.004897,0.047425,0.133348,0.057730,0.071010,0.266216,0.932252
0.396492,0.017536,0.192326,0.005248,0.047617,0.105476,0.061281,0.060930,0.231111,0.895834
0.397804,0.017376,0.192582,0.004864,0.047073,0.105475,0.052065,0.062658,0.223879,0.888954
0.396747,0.017505,0.192806,0.005280,0.047265,0.095843,0.053186,0.060449,0.212998,0.877913
0.406796,0.017632,0.192230,0.004768,0.047778,0.096451,0.055745,0.061058,0.216486,0.890458
0.397324,0.017440,0.192326,0.004832,0.048162,0.098851,0.053025,0.066178,0.221350,0.886746
0.396523,0.017440,0.192454,0.005248,0.047617,0.110596,0.066370,0.061377,0.242023,0.906106
0.396588,0.017440,0.191686,0.005024,0.048034,0.102979,0.057089,0.066818,0.230118,0.893914
0.398188,0.017472,0.192102,0.005024,0.047682,0.100131,0.053345,0.063170,0.220198,0.885274
0.398540,0.017569,0.191781,0.004832,0.047330,0.096643,0.053857,0.063522,0.217478,0.881946
0.397452,0.017536,0.191590,0.004800,0.047265,0.109668,0.054881,0.064770,0.233159,0.898010
0.397484,0.017601,0.207750,0.004864,0.047233,0.105348,0.053921,0.062978,0.225799,0.906555
0.398604,0.017345,0.191525,0.005025,0.047329,0.098627,0.052482,0.060705,0.215718,0.880346
0.397292,0.017408,0.191526,0.005088,0.047297,0.110179,0.056385,0.063745,0.234086,0.898618
0.396747,0.017504,0.191302,0.004768,0.047329,0.103459,0.053282,0.062338,0.223079,0.885914
0.396588,0.017440,0.192070,0.005280,0.047361,0.108708,0.053473,0.063330,0.228839,0.892826
0.400108,0.017408,0.192998,0.004800,0.047457,0.096355,0.053986,0.067106,0.221223,0.888794
0.395595,0.017825,0.192006,0.004864,0.047457,0.106179,0.053538,0.062466,0.225287,0.888218
0.398700,0.017345,0.191877,0.004800,0.059426,0.104867,0.054978,0.061794,0.225127,0.902875
0.397964,0.017376,0.192006,0.004768,0.047265,0.106148,0.066018,0.061185,0.237063,0.901178
0.395916,0.017536,0.191910,0.005024,0.047426,0.108931,0.064962,0.068418,0.245863,0.909979
0.398156,0.017313,0.191429,0.004865,0.048033,0.097379,0.052641,0.064866,0.218502,0.883162
0.409164,0.017313,0.191813,0.004800,0.047426,0.134980,0.054177,0.061762,0.254311,0.929563
0.397036,0.017536,0.192006,0.004864,0.047425,0.108292,0.053441,0.064802,0.230087,0.894074
0.396716,0.017632,0.191590,0.004800,0.048097,0.107875,0.058721,0.062978,0.232935,0.897178
0.399628,0.017793,0.192197,0.005153,0.048321,0.136644,0.068834,0.071906,0.281608,0.950556
0.397515,0.017601,0.192422,0.005120,0.049217,0.107299,0.055233,0.062722,0.228935,0.896762
0.398795,0.017441,0.192006,0.005184,0.050529,0.103235,0.066882,0.068066,0.242088,0.910843
0.398219,0.017537,0.191366,0.004864,0.048257,0.101475,0.065570,0.060738,0.231047,0.896026
0.411404,0.021153,0.191078,0.004832,0.047521,0.102115,0.053634,0.065122,0.224295,0.904507
0.396396,0.017601,0.191333,0.005025,0.047585,0.109027,0.051490,0.061794,0.225863,0.889723
0.395404,0.017440,0.191782,0.004800,0.047393,0.100931,0.054370,0.060674,0.219687,0.880922
0.396076,0.017312,0.191430,0.004832,0.047138,0.112931,0.052482,0.078914,0.247719,0.909531
0.397388,0.017473,0.192229,0.004864,0.047138,0.104291,0.058818,0.062082,0.228391,0.891771
0.395979,0.017377,0.191526,0.004800,0.047169,0.092771,0.054946,0.060161,0.211110,0.872537
0.396940,0.017440,0.191878,0.005248,0.047169,0.102147,0.052737,0.062274,0.220487,0.884602
0.395979,0.017569,0.205734,0.004800,0.047170,0.097251,0.053729,0.061442,0.215942,0.892346
0.395628,0.017537,0.191717,0.004864,0.047842,0.103939,0.054401,0.061441,0.223398,0.885978
0.396171,0.017441,0.191621,0.004801,0.047329,0.104931,0.055842,0.065282,0.229479,0.891354
0.395595,0.017345,0.192390,0.004896,0.047649,0.120580,0.067298,0.074914,0.266312,0.928731
0.412012,0.017345,0.191909,0.004832,0.047618,0.103555,0.065666,0.065090,0.237479,0.916571
0.396844,0.017312,0.191782,0.004832,0.047458,0.104003,0.054881,0.063682,0.225830,0.888570
0.395595,0.017441,0.191749,0.004833,0.047009,0.102659,0.064898,0.063746,0.234631,0.895962
0.396428,0.017505,0.191717,0.005057,0.047777,0.126052,0.064098,0.067426,0.261288,0.925084
0.395436,0.017440,0.192806,0.004768,0.047234,0.105891,0.065250,0.072130,0.246887,0.909115
0.397259,0.017665,0.192262,0.005120,0.047169,0.109796,0.064577,0.065633,0.243495,0.908187
0.396748,0.017505,0.191525,0.005120,0.047234,0.100867,0.051169,0.062562,0.217926,0.881466
0.410956,0.017376,0.192518,0.005120,0.047586,0.099587,0.054177,0.062018,0.219270,0.897146
0.399372,0.017345,0.191461,0.004801,0.047169,0.127588,0.056513,0.061026,0.248615,0.913115
0.398540,0.017281,0.191877,0.005024,0.047170,0.110243,0.064162,0.070786,0.248615,0.913723
0.396812,0.017440,0.192710,0.005120,0.047905,0.107012,0.070242,0.073026,0.254408,0.919995
0.397259,0.017665,0.191558,0.004832,0.048001,0.106275,0.063778,0.065826,0.239431,0.903226
0.396140,0.017280,0.191398,0.004896,0.047553,0.102563,0.054434,0.062722,0.223047,0.885690
0.397676,0.017441,0.192229,0.005056,0.047778,0.098851,0.052769,0.061058,0.216198,0.881274
0.422668,0.017377,0.192005,0.004801,0.047521,0.121348,0.051713,0.060770,0.237191,0.926587
0.397355,0.017537,0.193126,0.004896,0.047073,0.109284,0.054369,0.064034,0.231207,0.897082
0.396460,0.017472,0.191718,0.004800,0.047394,0.109411,0.065698,0.064130,0.242567,0.905851
0.396267,0.017377,0.191686,0.004832,0.047393,0.101987,0.053890,0.061538,0.220839,0.882714
0.395020,0.017312,0.191398,0.004800,0.047458,0.103875,0.052929,0.061506,0.221190,0.881434
0.395691,0.017569,0.191333,0.004833,0.047969,0.102947,0.059746,0.061954,0.228231,0.890746
0.395308,0.017504,0.192294,0.005024,0.047553,0.112516,0.053665,0.060802,0.230599,0.892890
0.395980,0.017665,0.205446,0.004928,0.047393,0.119268,0.049249,0.058978,0.230791,0.906939
0.396460,0.017409,0.191333,0.005248,0.047074,0.106179,0.054658,0.060257,0.224390,0.886875
0.396139,0.017473,0.191430,0.004832,0.047137,0.104451,0.050594,0.060194,0.218215,0.879610
0.396971,0.017376,0.191366,0.004896,0.047393,0.099363,0.052610,0.059714,0.214695,0.876922
0.414316,0.017568,0.192166,0.005312,0.047009,0.109252,0.056097,0.067586,0.236295,0.918331
0.395531,0.017569,0.192357,0.004864,0.047329,0.107715,0.051426,0.059106,0.221767,0.884570
0.395499,0.017409,0.191014,0.004800,0.047169,0.098147,0.064258,0.060450,0.225991,0.886074
0.395980,0.017280,0.191526,0.004832,0.047490,0.118819,0.063618,0.061730,0.247495,0.908731
0.395372,0.017536,0.191238,0.004864,0.047074,0.101219,0.054337,0.061346,0.220134,0.881402
0.395916,0.017729,0.191333,0.004832,0.047138,0.112771,0.050754,0.066018,0.232551,0.893819
0.395564,0.017345,0.191173,0.004960,0.047522,0.102179,0.049793,0.058498,0.213414,0.874170
0.413645,0.017408,0.191590,0.004896,0.047105,0.108868,0.052673,0.061666,0.226471,0.906523
0.397260,0.017825,0.191621,0.004800,0.047746,0.109315,0.053826,0.063234,0.229479,0.893211
0.396299,0.017568,0.191430,0.004800,0.047265,0.095587,0.054658,0.065826,0.219303,0.881466
0.398731,0.017633,0.194310,0.005312,0.047169,0.109476,0.051201,0.062242,0.226567,0.895610
0.397420,0.017440,0.192870,0.004896,0.049602,0.110851,0.053250,0.059297,0.226918,0.894522
0.395819,0.017537,0.191622,0.004832,0.047937,0.099363,0.053154,0.060162,0.215975,0.878010
0.396396,0.017504,0.191846,0.004832,0.047777,0.106020,0.054817,0.061858,0.225831,0.888634
0.397004,0.017505,0.209574,0.005056,0.048354,0.130787,0.055873,0.062306,0.253863,0.937372
0.395980,0.017280,0.191654,0.004864,0.046914,0.093826,0.051362,0.061090,0.209606,0.871386
0.395788,0.017440,0.192038,0.004800,0.047329,0.099970,0.061314,0.059554,0.223654,0.884890
0.396299,0.017441,0.191782,0.004768,0.046945,0.105795,0.053378,0.062498,0.224711,0.887418
0.406636,0.017377,0.192293,0.005281,0.047457,0.107459,0.050562,0.059809,0.221190,0.895259
0.398764,0.017473,0.194373,0.004801,0.047201,0.108355,0.054722,0.064258,0.231175,0.900795
0.396428,0.017537,0.193477,0.004801,0.047617,0.097507,0.054402,0.059521,0.215078,0.879226
0.396780,0.017632,0.192262,0.005280,0.047074,0.103651,0.073602,0.078754,0.259815,0.924475
0.395628,0.017537,0.192325,0.004961,0.047265,0.106211,0.054722,0.062562,0.226759,0.889467
0.395339,0.017889,0.191814,0.004800,0.047297,0.120804,0.051841,0.059778,0.235719,0.897466
0.396684,0.017376,0.192550,0.004832,0.047329,0.104932,0.053473,0.063266,0.225287,0.890330
0.408428,0.017505,0.191941,0.004800,0.047394,0.096195,0.050561,0.059042,0.208838,0.884026
0.396460,0.017376,0.191686,0.004768,0.047105,0.108164,0.059329,0.060610,0.231303,0.893786
0.395755,0.017345,0.192326,0.004832,0.047521,0.088099,0.048385,0.058434,0.198278,0.861625
0.396748,0.017409,0.191877,0.005057,0.047361,0.101891,0.050498,0.059585,0.215462,0.878682
0.400395,0.017536,0.192646,0.005056,0.047297,0.108676,0.065250,0.064417,0.242024,0.910683
0.397196,0.017344,0.194246,0.004800,0.047074,0.098307,0.055137,0.062082,0.218822,0.883642
0.397932,0.017536,0.192134,0.005024,0.047202,0.101219,0.064897,0.064290,0.233926,0.899194
0.396012,0.017536,0.205862,0.004832,0.047650,0.099107,0.054817,0.069122,0.226054,0.902906
0.397100,0.017536,0.191654,0.005120,0.047297,0.096323,0.054434,0.062658,0.216775,0.880346
0.396203,0.017824,0.192678,0.005216,0.047585,0.116036,0.063010,0.069346,0.252264,0.918971
0.398028,0.017600,0.192134,0.005088,0.047650,0.113987,0.065378,0.063682,0.247047,0.913403
0.395980,0.017408,0.191782,0.004832,0.047362,0.115139,0.051970,0.063457,0.234342,0.898650
0.396619,0.017696,0.191910,0.005312,0.049921,0.116772,0.056194,0.066498,0.243240,0.910779
0.396907,0.017504,0.192262,0.005024,0.050209,0.112804,0.055649,0.063778,0.236039,0.903514
0.399564,0.017569,0.215910,0.005024,0.047906,0.109923,0.058914,0.065666,0.238471,0.932028
0.398219,0.017504,0.193126,0.005024,0.048641,0.114468,0.054753,0.063746,0.236647,0.905050
0.396331,0.017793,0.192422,0.004832,0.048225,0.109155,0.063650,0.063618,0.240231,0.906074
0.397163,0.017761,0.192998,0.005024,0.050017,0.112164,0.056513,0.064002,0.236519,0.905338
0.396012,0.017441,0.192549,0.005280,0.048738,0.111171,0.065826,0.072226,0.252967,0.918715
0.396812,0.017344,0.191878,0.005056,0.048226,0.118243,0.055298,0.065858,0.243175,0.909115
0.397163,0.017600,0.192326,0.004832,0.049249,0.110084,0.055905,0.065730,0.235655,0.902458
0.414092,0.017281,0.192038,0.004896,0.048673,0.114660,0.063682,0.064833,0.246919,0.929532
0.398700,0.017440,0.191942,0.005024,0.048033,0.118276,0.054530,0.064898,0.241480,0.908315
0.396556,0.017600,0.192326,0.004896,0.048929,0.113859,0.063842,0.064162,0.245672,0.911835
0.397100,0.017728,0.192262,0.005056,0.048513,0.108868,0.073154,0.082210,0.268680,0.935291
0.402668,0.018176,0.197670,0.005120,0.049410,0.139300,0.061090,0.069826,0.274312,0.953724
0.397836,0.017952,0.194694,0.005280,0.048642,0.116163,0.069250,0.066594,0.255911,0.926075
0.397580,0.017664,0.193158,0.005376,0.048258,0.116515,0.057666,0.066626,0.244487,0.912987
0.417133,0.017600,0.193286,0.004864,0.048802,0.108483,0.054945,0.069186,0.236326,0.923836
0.398859,0.017824,0.192486,0.005088,0.048961,0.115780,0.055394,0.062305,0.237511,0.907418
0.398667,0.017825,0.193318,0.005216,0.049089,0.110820,0.055009,0.064194,0.233671,0.903258
0.397579,0.017569,0.209766,0.004960,0.048546,0.111747,0.055842,0.062946,0.233991,0.918811
0.397004,0.017408,0.192038,0.004896,0.048738,0.107971,0.057153,0.063522,0.232070,0.897338
0.397068,0.017825,0.192613,0.004929,0.047937,0.113315,0.054210,0.062370,0.233543,0.899195
0.398988,0.017665,0.192581,0.005281,0.048321,0.112867,0.056290,0.064418,0.237383,0.906075
0.401004,0.017632,0.193574,0.005088,0.048033,0.110179,0.055553,0.066146,0.235622,0.906810
0.399628,0.017664,0.192102,0.005056,0.048066,0.113891,0.063778,0.064834,0.246215,0.914107
0.398348,0.017792,0.192358,0.004896,0.050722,0.109059,0.055298,0.064034,0.231719,0.901467
0.399340,0.017600,0.209766,0.005281,0.048961,0.114307,0.054785,0.065474,0.238087,0.924731
0.398188,0.017345,0.192261,0.005025,0.048641,0.115043,0.053506,0.069378,0.241511,0.909179
0.396780,0.017633,0.191749,0.004800,0.047650,0.110915,0.053986,0.062466,0.230919,0.895035
0.398284,0.017568,0.192294,0.004928,0.047521,0.106212,0.050721,0.061602,0.221799,0.887994
0.400108,0.017696,0.194565,0.005056,0.048866,0.111363,0.053506,0.064482,0.233255,0.906043
0.397228,0.017825,0.193797,0.005120,0.048962,0.114979,0.055234,0.064162,0.238023,0.907355
0.397132,0.017824,0.194118,0.005024,0.047618,0.111107,0.055778,0.064257,0.234662,0.902331
0.395820,0.017536,0.212391,0.004960,0.047649,0.115076,0.053569,0.063906,0.236071,0.921851
0.395788,0.017345,0.192581,0.004801,0.048001,0.107491,0.055490,0.064194,0.230727,0.895195
0.396876,0.017441,0.192389,0.004832,0.047874,0.107907,0.051650,0.061665,0.224966,0.890234
0.395692,0.017473,0.191589,0.004801,0.048417,0.110691,0.065602,0.085571,0.265736,0.929500
0.396299,0.017601,0.191718,0.004896,0.049089,0.114436,0.053889,0.063554,0.235335,0.900314
0.395660,0.017568,0.191686,0.004832,0.047873,0.109700,0.054369,0.063874,0.231271,0.894490
0.396140,0.017409,0.191301,0.005281,0.047489,0.105827,0.052610,0.065858,0.228007,0.891707
0.415244,0.018913,0.192005,0.005344,0.047553,0.112035,0.060386,0.064002,0.240231,0.925531
0.395980,0.017345,0.191397,0.005088,0.048706,0.110147,0.054402,0.063746,0.231495,0.895515
0.396299,0.017440,0.191558,0.005056,0.047745,0.109220,0.055393,0.064258,0.232711,0.896570
0.395659,0.017537,0.191718,0.004896,0.047713,0.112227,0.053858,0.063138,0.232839,0.896122
0.395436,0.017377,0.191717,0.004897,0.047713,0.117123,0.062433,0.063234,0.246311,0.908827
0.396588,0.017313,0.191493,0.004801,0.047361,0.113571,0.065378,0.068802,0.251015,0.914363
0.395724,0.017377,0.191877,0.004896,0.047490,0.111683,0.065314,0.063266,0.243975,0.907131
0.416685,0.017600,0.191750,0.004864,0.047458,0.117571,0.065378,0.064706,0.251207,0.936860
0.396460,0.017344,0.192774,0.004992,0.048930,0.115747,0.065026,0.068738,0.252999,0.918683
0.395180,0.017632,0.191718,0.004864,0.048962,0.113187,0.056130,0.064098,0.236935,0.901019
0.395628,0.017792,0.191686,0.005216,0.047265,0.112068,0.073826,0.088995,0.280521,0.943548
0.397068,0.017408,0.192006,0.004864,0.047234,0.112355,0.064354,0.063426,0.243655,0.907387
0.396620,0.017600,0.191910,0.005056,0.047681,0.107716,0.053569,0.062850,0.227431,0.892026
0.396620,0.017953,0.191877,0.005280,0.048449,0.126276,0.056481,0.064354,0.250791,0.917371
0.414668,0.018273,0.192198,0.005312,0.048449,0.112964,0.064450,0.065794,0.246888,0.931356
0.394891,0.017729,0.191974,0.005056,0.048385,0.101507,0.052898,0.060706,0.218503,0.882106
0.395147,0.017600,0.192742,0.005280,0.048033,0.113956,0.051137,0.061954,0.230791,0.895514
0.398475,0.017569,0.191878,0.005056,0.048385,0.138692,0.066082,0.068482,0.276968,0.943995
0.396075,0.017505,0.191846,0.005056,0.049953,0.109572,0.055745,0.062818,0.231847,0.897498
0.395884,0.017440,0.192870,0.005248,0.048354,0.104739,0.054081,0.062946,0.225094,0.890778
0.397132,0.017633,0.192581,0.005280,0.048610,0.110307,0.056034,0.063490,0.233543,0.900731
0.415532,0.017697,0.192454,0.005312,0.048513,0.110403,0.065921,0.063842,0.243783,0.929435
0.399084,0.017633,0.191653,0.005121,0.047681,0.111907,0.054466,0.064290,0.234375,0.901051
0.395660,0.017696,0.191910,0.005312,0.047874,0.110083,0.065378,0.064354,0.243527,0.907643
0.396331,0.017760,0.191654,0.005312,0.069602,0.109251,0.054658,0.066722,0.234119,0.920923
0.396396,0.017792,0.192038,0.005312,0.049282,0.108163,0.064994,0.063266,0.240135,0.906459
0.398923,0.017345,0.191750,0.005376,0.048289,0.103043,0.052706,0.061218,0.220775,0.887866
0.394636,0.017761,0.192229,0.005345,0.048257,0.111395,0.057698,0.063458,0.236327,0.900315
0.416236,0.017697,0.191622,0.005152,0.047777,0.110307,0.054178,0.062722,0.230791,0.914331
0.395563,0.017568,0.191558,0.004896,0.047137,0.111236,0.050849,0.065698,0.231175,0.893274
0.396108,0.017633,0.192837,0.004928,0.047778,0.113123,0.054306,0.063714,0.234887,0.900187
0.395372,0.017376,0.192198,0.005440,0.047458,0.139524,0.063906,0.064610,0.272488,0.936988
0.397068,0.017600,0.193062,0.005312,0.047810,0.116451,0.054466,0.063810,0.238695,0.905691
0.396332,0.017792,0.191814,0.005120,0.048290,0.113859,0.053794,0.063713,0.235302,0.900603
0.398924,0.017856,0.191461,0.005312,0.050562,0.111683,0.054914,0.062018,0.232103,0.901723
0.415692,0.017856,0.192838,0.005120,0.047938,0.112419,0.054018,0.063330,0.233223,0.918747
0.396715,0.017760,0.192518,0.005056,0.048609,0.108132,0.052289,0.061346,0.225639,0.892026
0.396972,0.017601,0.191621,0.005088,0.048578,0.113379,0.053122,0.063170,0.233287,0.898971
0.396908,0.017760,0.212966,0.005153,0.048673,0.110115,0.054114,0.063042,0.230535,0.918011
0.397196,0.017857,0.193541,0.005057,0.048481,0.113603,0.052706,0.072130,0.242055,0.909243
0.397612,0.017345,0.191781,0.005089,0.049057,0.110179,0.055362,0.064578,0.234119,0.900635
0.398348,0.017632,0.193190,0.005216,0.048194,0.110627,0.054049,0.063906,0.232070,0.900890
0.397516,0.017505,0.192421,0.005377,0.047617,0.111395,0.053922,0.075650,0.245927,0.911931
0.396780,0.017825,0.192261,0.005313,0.048833,0.104643,0.055618,0.062082,0.225991,0.892859
0.398060,0.017280,0.192262,0.005056,0.048482,0.107651,0.055746,0.063137,0.229990,0.896634
0.395724,0.017505,0.212070,0.005280,0.048482,0.109411,0.062946,0.064354,0.240199,0.925628
0.397131,0.017568,0.191782,0.004832,0.051489,0.114276,0.054914,0.061761,0.234951,0.904122
0.398508,0.017473,0.192197,0.005120,0.049346,0.111363,0.065026,0.063234,0.243175,0.911131
0.396748,0.017344,0.191334,0.005120,0.048386,0.114819,0.052226,0.060706,0.231335,0.895931
0.396364,0.017536,0.191846,0.005088,0.048290,0.104195,0.051297,0.061282,0.220262,0.884986
0.395724,0.017728,0.191462,0.005056,0.049250,0.110915,0.054465,0.062337,0.231046,0.895802
0.395628,0.017473,0.192165,0.005281,0.048737,0.111939,0.051970,0.063586,0.231431,0.897051
0.396460,0.017888,0.212359,0.005248,0.048833,0.111140,0.054305,0.062370,0.231335,0.918107
0.396619,0.017825,0.191526,0.005344,0.049153,0.106467,0.054018,0.068098,0.232455,0.898362
