Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],IN[5],INFER[5-9],OUT[9],TEE[5-9],Layer[10],classifier
0.396428,0.017824,0.192614,0.005056,0.047841,0.115716,0.051649,0.061986,0.232999,0.000736,0.899354
0.400619,0.017760,0.193222,0.005088,0.048129,0.111396,0.054561,0.061442,0.231111,0.000768,0.902682
0.420748,0.017857,0.193957,0.005057,0.047841,0.117060,0.065026,0.067618,0.253544,0.001056,0.947420
0.396748,0.017633,0.193093,0.005120,0.048738,0.108387,0.060354,0.067490,0.239879,0.000704,0.908219
0.396300,0.017665,0.192549,0.005153,0.047905,0.124100,0.058754,0.069090,0.256104,0.000736,0.923100
0.402764,0.017793,0.192614,0.022272,0.048610,0.115107,0.064994,0.063330,0.246663,0.000832,0.938396
0.397132,0.017633,0.193029,0.005153,0.047713,0.111747,0.054498,0.062562,0.232551,0.000736,0.899963
0.396620,0.017728,0.192742,0.005088,0.047874,0.114243,0.053890,0.060993,0.232902,0.000704,0.899867
0.401356,0.017888,0.192326,0.005120,0.047778,0.111779,0.050466,0.059937,0.225958,0.000704,0.897242
0.429836,0.018145,0.192390,0.005088,0.048033,0.124612,0.058722,0.063362,0.250440,0.000672,0.951388
0.400876,0.017920,0.192294,0.004896,0.047938,0.116451,0.053346,0.067330,0.240679,0.000704,0.911067
0.401388,0.017856,0.192358,0.004864,0.047842,0.109955,0.053186,0.061569,0.228263,0.000800,0.899131
0.402412,0.017697,0.211974,0.005216,0.049889,0.111939,0.065442,0.059106,0.240392,0.000704,0.934876
0.400364,0.017792,0.193094,0.004896,0.048034,0.113507,0.053986,0.063874,0.234823,0.000768,0.905595
0.402220,0.017825,0.193989,0.005121,0.047841,0.115011,0.054018,0.063234,0.236103,0.000864,0.910395
0.420716,0.017825,0.193350,0.004832,0.048577,0.116388,0.060065,0.063170,0.244647,0.000864,0.937275
0.401068,0.017665,0.191973,0.005088,0.047906,0.108387,0.051810,0.060834,0.224871,0.000704,0.895419
0.396204,0.018048,0.193510,0.005120,0.047938,0.136356,0.057921,0.062530,0.260551,0.000704,0.928315
0.401228,0.018112,0.192614,0.004832,0.047874,0.111139,0.053890,0.061826,0.230503,0.000800,0.902043
0.431789,0.017856,0.192230,0.004832,0.048002,0.114851,0.064770,0.072514,0.255495,0.000768,0.957308
0.401228,0.018080,0.193542,0.005056,0.048545,0.115811,0.053122,0.061729,0.234407,0.000736,0.907834
0.396044,0.017856,0.192294,0.005088,0.047809,0.112740,0.054913,0.062242,0.233159,0.000704,0.898650
0.399916,0.017825,0.192614,0.004864,0.048033,0.112516,0.070722,0.071970,0.258760,0.000736,0.928828
0.402348,0.017633,0.192517,0.005024,0.048066,0.107555,0.054050,0.061761,0.226759,0.000640,0.898747
0.401675,0.017952,0.192998,0.005184,0.047713,0.110660,0.051233,0.061602,0.227111,0.001088,0.900282
0.397068,0.017633,0.192901,0.005057,0.048705,0.110083,0.053986,0.060898,0.228327,0.000768,0.896187
0.412428,0.017985,0.191878,0.004864,0.048449,0.110307,0.062082,0.062338,0.238663,0.000864,0.921051
0.401260,0.017825,0.192325,0.005056,0.048578,0.109283,0.054722,0.062914,0.230279,0.000832,0.902235
0.401068,0.017857,0.191845,0.004800,0.048130,0.110627,0.052834,0.065346,0.232615,0.000768,0.903451
0.396172,0.017792,0.192358,0.004832,0.047970,0.131364,0.060865,0.067234,0.263271,0.000832,0.929371
0.397292,0.017952,0.191942,0.005120,0.047873,0.111651,0.054241,0.062722,0.232262,0.000864,0.899994
0.401707,0.017857,0.192198,0.005184,0.048193,0.109636,0.052225,0.061474,0.227015,0.000768,0.898938
0.400555,0.017792,0.192230,0.004800,0.049281,0.110020,0.051841,0.066210,0.232231,0.000768,0.904506
0.413740,0.017921,0.192197,0.005057,0.048385,0.106115,0.052130,0.061378,0.223047,0.000768,0.906939
0.401516,0.017632,0.193030,0.005056,0.048386,0.105539,0.052162,0.061377,0.222854,0.000736,0.895482
0.396587,0.017953,0.192102,0.005024,0.048641,0.112196,0.051969,0.061922,0.229351,0.000704,0.896218
0.401452,0.017761,0.192422,0.005088,0.067330,0.113059,0.064066,0.065506,0.246407,0.000768,0.937724
0.396556,0.017728,0.192678,0.005056,0.048354,0.113251,0.059394,0.061602,0.237735,0.000832,0.904635
0.400748,0.017537,0.192421,0.005121,0.047553,0.112291,0.054562,0.062466,0.233031,0.000672,0.903227
0.400844,0.017729,0.192870,0.004800,0.047681,0.117764,0.064610,0.062849,0.249159,0.000769,0.919740
0.397931,0.017697,0.191910,0.005120,0.048065,0.112484,0.061249,0.062369,0.240167,0.000864,0.907898
0.396748,0.017473,0.192261,0.005089,0.048129,0.100739,0.053986,0.059873,0.218118,0.000768,0.884315
0.396299,0.017760,0.192518,0.005056,0.048321,0.111652,0.051777,0.064482,0.231303,0.000704,0.898170
0.401228,0.017728,0.211462,0.005217,0.048129,0.113155,0.050562,0.060066,0.227463,0.000672,0.918235
0.401548,0.017697,0.192005,0.004865,0.048257,0.120260,0.063809,0.070723,0.258376,0.000800,0.929500
0.396684,0.017600,0.192166,0.005024,0.048513,0.107204,0.054465,0.062370,0.227783,0.000768,0.894810
0.396812,0.017697,0.192646,0.004864,0.047905,0.109763,0.054562,0.062306,0.230215,0.000832,0.897467
0.397708,0.017696,0.192454,0.005088,0.047970,0.108611,0.054529,0.064642,0.231462,0.000672,0.899066
0.401131,0.017857,0.192166,0.005056,0.048353,0.132548,0.054338,0.060546,0.251176,0.000672,0.922139
0.402668,0.017632,0.191942,0.005088,0.047425,0.110852,0.050497,0.059170,0.223975,0.000704,0.895354
0.400076,0.017729,0.212326,0.005088,0.048289,0.110212,0.067234,0.061154,0.241960,0.000704,0.932252
0.399884,0.017729,0.192773,0.004833,0.048129,0.111523,0.052642,0.061250,0.228999,0.000640,0.898811
0.395947,0.017697,0.192230,0.005088,0.047489,0.109444,0.052705,0.060098,0.225831,0.000672,0.890874
0.400620,0.017536,0.191942,0.004832,0.049953,0.108580,0.052737,0.062082,0.226215,0.000704,0.896954
0.401644,0.017761,0.192966,0.004992,0.048193,0.110628,0.057313,0.064546,0.236039,0.000736,0.908731
0.397484,0.017600,0.191717,0.004832,0.048066,0.110083,0.053122,0.060641,0.227334,0.000609,0.893723
0.396236,0.017729,0.192197,0.005057,0.047457,0.106691,0.052706,0.060930,0.224103,0.000704,0.889115
0.400619,0.017728,0.212806,0.005473,0.047329,0.110531,0.063330,0.061794,0.238791,0.000736,0.929755
0.395436,0.017792,0.192390,0.004832,0.048194,0.101827,0.048353,0.058114,0.212134,0.000704,0.877530
0.395564,0.017568,0.192294,0.005024,0.048098,0.107203,0.052609,0.061026,0.224518,0.000704,0.888890
0.395724,0.017569,0.192997,0.004833,0.047457,0.139492,0.051746,0.065058,0.260072,0.000672,0.924828
0.395980,0.017729,0.192069,0.004832,0.048130,0.109891,0.053538,0.061282,0.228167,0.000832,0.893211
0.395691,0.017409,0.192134,0.005024,0.047489,0.107107,0.052994,0.063490,0.226919,0.000640,0.890970
0.397451,0.017760,0.192582,0.005088,0.048033,0.112164,0.052577,0.061282,0.230215,0.000672,0.898266
0.396236,0.017632,0.210215,0.005184,0.047969,0.111108,0.063618,0.067170,0.245480,0.000672,0.930364
0.397132,0.017633,0.192997,0.005088,0.048417,0.103075,0.049090,0.059265,0.214694,0.000608,0.881947
0.395628,0.017600,0.192102,0.005024,0.048354,0.102883,0.052609,0.060226,0.219142,0.000832,0.884250
0.395884,0.017761,0.192165,0.004768,0.048482,0.109987,0.054498,0.063842,0.232359,0.000736,0.897947
0.408556,0.017728,0.191622,0.004992,0.048322,0.108387,0.065538,0.062466,0.240135,0.000896,0.918011
0.396299,0.017504,0.192230,0.005152,0.048289,0.111364,0.053537,0.062722,0.230983,0.000576,0.896090
0.396588,0.017633,0.192421,0.005057,0.047809,0.101219,0.050626,0.066562,0.222247,0.000672,0.887803
0.395852,0.017729,0.209958,0.005216,0.047809,0.110052,0.070050,0.060098,0.243624,0.000864,0.927004
0.395403,0.017793,0.192550,0.004800,0.048225,0.103523,0.053218,0.063874,0.223847,0.000704,0.888890
0.396331,0.017761,0.191910,0.005024,0.047809,0.107971,0.049953,0.062498,0.223719,0.000672,0.888890
0.395915,0.017697,0.191782,0.004832,0.047649,0.101571,0.052002,0.061538,0.218663,0.000672,0.883002
0.411468,0.017760,0.192198,0.004800,0.048450,0.109507,0.065186,0.068226,0.246631,0.000640,0.927547
0.395339,0.017761,0.192070,0.005120,0.047585,0.106339,0.053250,0.061090,0.224295,0.000672,0.888410
0.397068,0.017824,0.193094,0.005024,0.047201,0.108900,0.051393,0.061922,0.226023,0.000608,0.892698
0.396140,0.017664,0.192934,0.005088,0.047426,0.135172,0.050305,0.060034,0.249351,0.000672,0.915003
0.395564,0.017600,0.192614,0.005024,0.048514,0.104739,0.052929,0.060770,0.221702,0.000608,0.886842
0.396204,0.017568,0.192582,0.004768,0.048226,0.110307,0.053026,0.060385,0.227046,0.000608,0.892122
0.395884,0.017761,0.192165,0.005025,0.047617,0.100483,0.061826,0.064802,0.230375,0.000608,0.894715
0.410988,0.017697,0.192038,0.004800,0.047009,0.107619,0.063650,0.061282,0.235815,0.000672,0.914587
0.397708,0.017696,0.192038,0.004864,0.047810,0.110051,0.052641,0.061282,0.227398,0.000672,0.893626
0.395372,0.017632,0.191685,0.004768,0.047298,0.108227,0.052834,0.059809,0.224262,0.000672,0.886970
0.396108,0.017569,0.193157,0.005089,0.047521,0.126564,0.069346,0.059490,0.258664,0.000736,0.924092
0.396875,0.020993,0.192102,0.004864,0.047137,0.131204,0.052002,0.059778,0.246088,0.000576,0.913851
0.397867,0.017633,0.193254,0.005024,0.047233,0.108003,0.053378,0.062658,0.227367,0.000672,0.894650
0.398892,0.017601,0.192773,0.005088,0.048194,0.116515,0.054594,0.063426,0.238087,0.000640,0.907355
0.415565,0.017920,0.192326,0.005248,0.047746,0.112003,0.064898,0.065090,0.245095,0.000800,0.930716
0.395276,0.017632,0.192262,0.004864,0.047618,0.108387,0.052769,0.067074,0.231942,0.000704,0.895738
0.396684,0.017601,0.191909,0.004864,0.047778,0.106755,0.049922,0.064226,0.224039,0.000640,0.888763
0.395660,0.017729,0.192581,0.005089,0.047393,0.128356,0.053473,0.064642,0.250087,0.000736,0.914939
0.395884,0.017632,0.191846,0.004928,0.049058,0.104131,0.051137,0.066914,0.225638,0.000640,0.891931
0.396364,0.017792,0.192293,0.004800,0.048098,0.102851,0.052193,0.058754,0.216870,0.000576,0.882330
0.396268,0.017760,0.192646,0.004800,0.048290,0.104707,0.053857,0.063714,0.225542,0.000576,0.891002
0.412300,0.017793,0.192262,0.004864,0.048545,0.108803,0.063746,0.060674,0.236327,0.000608,0.918363
0.397836,0.017792,0.192934,0.004928,0.047617,0.111588,0.053857,0.060738,0.229575,0.000768,0.897914
0.396299,0.017825,0.192294,0.004832,0.047681,0.110179,0.054050,0.063682,0.231367,0.000768,0.898234
0.396236,0.017600,0.193030,0.004800,0.047970,0.107779,0.072962,0.073058,0.257319,0.000672,0.923515
0.397260,0.017760,0.192006,0.005120,0.047714,0.102083,0.056385,0.064898,0.226790,0.000832,0.894234
0.395532,0.017824,0.192390,0.005088,0.047490,0.103203,0.048577,0.060354,0.215430,0.000704,0.879738
0.396812,0.017601,0.192997,0.005120,0.047138,0.107171,0.052194,0.059297,0.221894,0.000544,0.887578
0.418093,0.017856,0.192166,0.004864,0.047554,0.124163,0.058466,0.066338,0.252647,0.000640,0.940924
0.397164,0.017760,0.192166,0.004832,0.047266,0.106435,0.052481,0.059586,0.221702,0.000640,0.886842
0.395820,0.017600,0.192326,0.005024,0.047010,0.106115,0.053825,0.060801,0.224070,0.000736,0.887866
0.396812,0.017792,0.192230,0.005088,0.047266,0.107971,0.066690,0.081122,0.259367,0.000704,0.925499
0.396428,0.017697,0.192293,0.005024,0.047106,0.106851,0.052194,0.060673,0.222726,0.000672,0.887226
0.396812,0.017729,0.192389,0.004768,0.047298,0.109251,0.054498,0.061090,0.228327,0.000640,0.894459
0.397324,0.017633,0.191973,0.004800,0.047329,0.105027,0.055970,0.063522,0.227815,0.000672,0.893147
0.417644,0.017889,0.192422,0.005152,0.047457,0.113539,0.062497,0.066434,0.245415,0.000800,0.932539
0.400620,0.017761,0.192485,0.005025,0.046945,0.111395,0.053058,0.060866,0.228615,0.000672,0.897371
0.400108,0.017537,0.191910,0.004960,0.047169,0.111523,0.052194,0.059906,0.227175,0.000608,0.894939
0.396107,0.017824,0.192262,0.005088,0.046945,0.114564,0.052513,0.064066,0.252360,0.000736,0.919451
0.395755,0.017505,0.192646,0.005056,0.047841,0.111683,0.050658,0.059426,0.225319,0.000704,0.890586
0.396203,0.017537,0.192454,0.004864,0.048225,0.133220,0.053218,0.065346,0.255112,0.000736,0.920923
0.396364,0.017569,0.192293,0.005056,0.048386,0.110723,0.053538,0.062146,0.229735,0.000768,0.896923
0.414444,0.017856,0.192422,0.004896,0.047809,0.108356,0.069634,0.060769,0.242087,0.000640,0.925692
0.396748,0.017825,0.192485,0.005088,0.048162,0.113475,0.052482,0.062370,0.231783,0.000640,0.898267
0.396267,0.017569,0.192070,0.004768,0.047329,0.109764,0.053313,0.060802,0.227143,0.000672,0.891066
0.397356,0.017952,0.193094,0.004864,0.048898,0.116963,0.052002,0.058145,0.230630,0.000897,0.899195
0.396236,0.017696,0.192518,0.005088,0.048162,0.108387,0.053826,0.063137,0.230214,0.000640,0.896347
0.395372,0.017601,0.192005,0.005025,0.049953,0.112003,0.052066,0.059330,0.226823,0.000640,0.892667
0.396812,0.017792,0.191942,0.004768,0.048705,0.109636,0.052769,0.064194,0.230023,0.000768,0.896858
0.416844,0.017505,0.192037,0.004864,0.048354,0.109507,0.065954,0.060098,0.239047,0.000640,0.924699
0.395595,0.017601,0.191813,0.004865,0.048001,0.109571,0.052706,0.060866,0.226631,0.000640,0.891034
0.396075,0.017792,0.192806,0.004768,0.047969,0.108836,0.051713,0.059842,0.223591,0.000736,0.889338
0.396460,0.017504,0.193222,0.005024,0.047074,0.128099,0.054594,0.059938,0.245799,0.000672,0.911387
0.396684,0.017761,0.192453,0.005088,0.047554,0.111907,0.052674,0.060482,0.228551,0.000672,0.894459
0.396076,0.017569,0.192965,0.005024,0.047330,0.106051,0.052002,0.060161,0.221510,0.000928,0.886714
0.396108,0.017600,0.192934,0.005056,0.047298,0.109443,0.052706,0.061025,0.226790,0.000736,0.891802
0.396300,0.035649,0.192806,0.005152,0.047521,0.105667,0.049761,0.058466,0.217255,0.000608,0.901179
0.396716,0.017760,0.192998,0.004864,0.047233,0.105156,0.050241,0.058178,0.216743,0.000640,0.882522
0.397196,0.017729,0.192166,0.005248,0.048481,0.108483,0.049634,0.058018,0.219527,0.000704,0.887195
0.396524,0.017825,0.191973,0.004801,0.047169,0.108419,0.048546,0.057249,0.217510,0.000640,0.881786
0.396140,0.017440,0.192678,0.005056,0.047521,0.106308,0.052225,0.064322,0.225991,0.000608,0.890810
0.397484,0.017792,0.192934,0.005152,0.047138,0.108867,0.054337,0.063458,0.230566,0.000672,0.897690
0.395756,0.017793,0.192325,0.005120,0.047522,0.103267,0.051329,0.063970,0.221606,0.000608,0.885946
0.396780,0.017569,0.210854,0.005152,0.047778,0.114595,0.064194,0.060738,0.243271,0.000672,0.929084
0.401867,0.017537,0.194758,0.005184,0.048129,0.111012,0.054497,0.064322,0.233671,0.000768,0.908058
0.396172,0.017537,0.193093,0.005088,0.048385,0.109987,0.053826,0.063586,0.230823,0.000736,0.897563
0.400556,0.017728,0.193190,0.004992,0.047970,0.108547,0.050529,0.058530,0.220710,0.000640,0.891610
0.395532,0.017665,0.192581,0.005024,0.048258,0.105667,0.052482,0.061057,0.222470,0.000544,0.887258
0.397068,0.017473,0.192549,0.005089,0.048289,0.115843,0.052577,0.060226,0.232615,0.000576,0.899579
0.395819,0.017760,0.192934,0.005088,0.047489,0.108100,0.050369,0.058146,0.219751,0.000672,0.884858
0.395852,0.017600,0.210758,0.005153,0.048161,0.127524,0.069090,0.060002,0.259944,0.000704,0.944092
0.396843,0.017601,0.192262,0.005120,0.047169,0.109667,0.053409,0.061186,0.227623,0.000736,0.893146
0.395916,0.017856,0.192518,0.005056,0.047490,0.107907,0.053569,0.062658,0.227558,0.000704,0.892122
0.396620,0.017696,0.192294,0.004832,0.047170,0.108387,0.053762,0.060737,0.226118,0.000672,0.890906
0.396492,0.017920,0.193062,0.005088,0.047074,0.110435,0.063330,0.062914,0.239943,0.000544,0.905723
0.396972,0.017632,0.192134,0.005120,0.047105,0.114084,0.063554,0.060353,0.241191,0.000640,0.906107
0.396588,0.017665,0.192261,0.004801,0.047105,0.102947,0.053218,0.061313,0.220870,0.000577,0.885211
0.396428,0.017761,0.209830,0.005184,0.047234,0.119363,0.060898,0.066050,0.249479,0.000640,0.932156
0.395435,0.017697,0.192518,0.005024,0.047105,0.108868,0.049249,0.058658,0.220135,0.000640,0.884442
0.396363,0.017665,0.193254,0.004864,0.047041,0.106499,0.053218,0.059874,0.222983,0.000608,0.888250
0.396715,0.017345,0.192517,0.005088,0.047201,0.104899,0.052770,0.059938,0.220775,0.000512,0.885434
0.414925,0.018016,0.192742,0.005088,0.047394,0.111747,0.053601,0.061538,0.230406,0.000640,0.915259
0.396396,0.017793,0.191813,0.004864,0.047361,0.109603,0.053026,0.060642,0.226663,0.000704,0.891483
0.396460,0.017504,0.192294,0.004832,0.047201,0.106916,0.051169,0.063330,0.224679,0.000704,0.888794
0.395211,0.017633,0.192262,0.005056,0.047201,0.143108,0.068514,0.059938,0.275016,0.000640,0.938299
0.395564,0.017824,0.192710,0.005184,0.047138,0.111907,0.050754,0.059169,0.225030,0.000640,0.889146
0.395563,0.017537,0.191782,0.005024,0.047649,0.105347,0.052514,0.062562,0.223783,0.000608,0.887066
0.396267,0.017697,0.192166,0.005024,0.047233,0.109859,0.053442,0.060642,0.227367,0.000704,0.892154
0.412012,0.017601,0.192293,0.004801,0.047969,0.111267,0.065602,0.060098,0.240135,0.000800,0.922171
0.395948,0.017536,0.192230,0.005056,0.047586,0.108675,0.053058,0.059873,0.224774,0.000640,0.889146
0.395916,0.017632,0.192326,0.004896,0.047234,0.110691,0.053313,0.059490,0.226950,0.000672,0.891386
0.397804,0.017889,0.191909,0.004801,0.047169,0.132580,0.063362,0.060930,0.260488,0.000672,0.926684
0.397259,0.017665,0.192518,0.004864,0.047489,0.108899,0.052610,0.060706,0.225319,0.000704,0.891387
0.396299,0.017889,0.192294,0.004928,0.047457,0.132836,0.055650,0.059714,0.251464,0.000672,0.916219
0.396747,0.017569,0.192166,0.004864,0.047265,0.109379,0.053282,0.059778,0.225479,0.000640,0.890202
0.417228,0.017633,0.192005,0.004896,0.047106,0.111555,0.063298,0.059906,0.238311,0.000832,0.923227
0.398028,0.017504,0.192166,0.005024,0.048129,0.107524,0.052801,0.060418,0.224007,0.000576,0.891034
0.396076,0.017824,0.191782,0.004896,0.047650,0.107299,0.053889,0.059106,0.223782,0.000672,0.888154
0.395148,0.017696,0.193286,0.005152,0.047810,0.126051,0.069923,0.061761,0.261223,0.000640,0.926299
0.395404,0.017696,0.192966,0.005056,0.047426,0.108003,0.052961,0.059650,0.224038,0.000608,0.888314
0.395340,0.017441,0.192005,0.005056,0.047138,0.127396,0.054849,0.062658,0.247783,0.000608,0.910715
0.398348,0.017792,0.191750,0.005120,0.047938,0.115971,0.053378,0.063426,0.236487,0.000768,0.905051
0.427884,0.017888,0.191814,0.004960,0.047713,0.118372,0.066850,0.061282,0.250184,0.000832,0.950076
0.397292,0.017472,0.191750,0.004832,0.048097,0.111556,0.053857,0.063010,0.232039,0.000704,0.897690
0.396939,0.017729,0.191814,0.004896,0.048353,0.111875,0.054210,0.060610,0.229767,0.001088,0.896826
0.395756,0.017696,0.191686,0.004832,0.048098,0.128707,0.070594,0.059233,0.261927,0.000704,0.925723
0.395723,0.017536,0.192038,0.005088,0.048097,0.108004,0.052961,0.063714,0.227719,0.000704,0.892730
0.396492,0.017568,0.191910,0.004800,0.047970,0.112163,0.057314,0.064386,0.237223,0.000800,0.903259
0.395884,0.017633,0.191877,0.005121,0.047489,0.109699,0.053890,0.061122,0.228007,0.000672,0.892795
0.412812,0.017633,0.191653,0.004768,0.048577,0.110883,0.066690,0.059682,0.240359,0.000704,0.922203
0.396332,0.017824,0.191622,0.005024,0.048705,0.108836,0.052065,0.058754,0.222951,0.000640,0.888890
0.398252,0.017856,0.192518,0.004864,0.049058,0.114243,0.054882,0.061570,0.234599,0.000672,0.904251
0.395883,0.017568,0.193382,0.005056,0.047905,0.135332,0.071299,0.062625,0.272937,0.000704,0.940508
0.396940,0.017664,0.192486,0.004800,0.048066,0.113955,0.052930,0.060225,0.230438,0.000704,0.897786
0.396396,0.017920,0.191910,0.004864,0.048386,0.121443,0.053250,0.063650,0.241863,0.000736,0.909851
0.395564,0.017600,0.192102,0.005088,0.047810,0.108611,0.053025,0.060866,0.225862,0.000640,0.889946
0.413037,0.017824,0.191654,0.005056,0.048226,0.110883,0.069442,0.060354,0.243943,0.000768,0.926620
0.395403,0.017953,0.192550,0.004864,0.047937,0.110339,0.049602,0.061346,0.224839,0.000736,0.889978
0.395596,0.017792,0.192006,0.005056,0.048546,0.108227,0.049153,0.057506,0.218246,0.000672,0.883994
0.397196,0.017696,0.192294,0.004864,0.048130,0.131139,0.058753,0.061666,0.254951,0.000672,0.921563
0.395852,0.017793,0.191781,0.005088,0.047714,0.116707,0.050786,0.059298,0.230087,0.000608,0.894747
0.396843,0.017665,0.192198,0.004960,0.048545,0.109987,0.050818,0.063362,0.227527,0.000576,0.894074
0.395692,0.017504,0.192294,0.005056,0.047970,0.111907,0.049761,0.058466,0.223366,0.000640,0.887994
0.411756,0.017920,0.191942,0.004832,0.047713,0.111300,0.065506,0.060513,0.240583,0.000608,0.921147
0.395596,0.017825,0.192517,0.005057,0.048801,0.106307,0.051330,0.058241,0.219174,0.000673,0.885179
0.396140,0.017505,0.192773,0.004897,0.048481,0.105635,0.052642,0.060257,0.221639,0.000608,0.887291
0.396748,0.017665,0.191461,0.005057,0.047617,0.104675,0.074978,0.101187,0.284136,0.000608,0.949596
0.395884,0.017761,0.191781,0.004800,0.048226,0.105923,0.048353,0.057761,0.215142,0.000736,0.880890
0.395404,0.017600,0.191942,0.004832,0.047266,0.111555,0.052674,0.065186,0.232519,0.000640,0.895675
0.396556,0.017697,0.192453,0.004833,0.047073,0.107491,0.052418,0.061090,0.224263,0.000640,0.888891
0.410156,0.017856,0.192870,0.005024,0.047106,0.108707,0.051713,0.063394,0.227046,0.000640,0.907866
0.401260,0.017569,0.192293,0.005184,0.047522,0.124515,0.050945,0.067138,0.245895,0.000672,0.916123
0.395819,0.017760,0.192198,0.005088,0.047361,0.110596,0.053313,0.062338,0.229575,0.000672,0.894714
0.395084,0.017632,0.191942,0.005088,0.047202,0.107235,0.069314,0.075490,0.257191,0.000672,0.921755
0.395820,0.017856,0.192774,0.005088,0.047138,0.105059,0.067234,0.060354,0.236199,0.000672,0.900475
0.395755,0.017729,0.192198,0.005024,0.047201,0.128612,0.055778,0.060322,0.247848,0.000768,0.912123
0.395404,0.017760,0.192806,0.005024,0.047074,0.104419,0.053601,0.060130,0.221414,0.000608,0.885466
0.412524,0.017601,0.192358,0.005024,0.046977,0.105955,0.064770,0.061954,0.236135,0.000736,0.917787
0.395532,0.017633,0.191621,0.005121,0.047137,0.107555,0.051874,0.058049,0.220838,0.000609,0.883771
0.394700,0.017505,0.191941,0.004992,0.048674,0.105187,0.052546,0.058785,0.219718,0.000608,0.883642
0.397451,0.017825,0.192326,0.004992,0.048577,0.105123,0.052802,0.086883,0.248456,0.000736,0.916379
0.395756,0.017697,0.192261,0.004865,0.047969,0.134852,0.053602,0.060001,0.251783,0.000640,0.916923
0.396972,0.017537,0.191781,0.005024,0.048258,0.114531,0.055714,0.068386,0.242343,0.000800,0.908539
0.396876,0.017697,0.192646,0.005024,0.048225,0.123396,0.054241,0.066818,0.247879,0.000736,0.916636
0.415820,0.018144,0.192998,0.005120,0.049794,0.156068,0.072290,0.062626,0.295177,0.001120,0.984797
0.396940,0.017664,0.192486,0.005152,0.048674,0.108099,0.068066,0.058786,0.238535,0.000640,0.906299
0.396428,0.017664,0.192646,0.005088,0.047809,0.119492,0.054082,0.061377,0.238312,0.000832,0.904635
0.396524,0.017664,0.192454,0.005120,0.066018,0.118052,0.063874,0.061314,0.246856,0.000768,0.932156
0.396908,0.017696,0.192422,0.004992,0.049986,0.117955,0.053858,0.061634,0.237191,0.000704,0.905915
0.397868,0.017632,0.192582,0.005024,0.047586,0.115683,0.052546,0.060449,0.232295,0.000704,0.899771
0.397772,0.017665,0.191781,0.005121,0.047585,0.108483,0.057762,0.060226,0.230183,0.000768,0.896667
0.414669,0.017824,0.191942,0.005056,0.048994,0.117987,0.054466,0.061346,0.237159,0.000640,0.922172
0.398251,0.017696,0.192038,0.005120,0.047873,0.111940,0.053025,0.060578,0.229383,0.000736,0.896890
0.398636,0.017889,0.191909,0.004833,0.048673,0.114435,0.053473,0.059842,0.231239,0.000736,0.899931
0.398220,0.017825,0.212582,0.005696,0.048130,0.117251,0.055490,0.066754,0.242887,0.000640,0.932188
0.396364,0.017824,0.193190,0.004864,0.048130,0.116899,0.053634,0.061186,0.235271,0.000672,0.902363
0.396651,0.017888,0.192326,0.005120,0.048193,0.125860,0.058562,0.060418,0.248456,0.000864,0.915163
0.397164,0.017696,0.192902,0.004832,0.048514,0.122019,0.050594,0.059874,0.235911,0.000800,0.904315
0.396204,0.017633,0.192037,0.005153,0.048065,0.115844,0.053153,0.063554,0.236167,0.000832,0.901851
0.397227,0.017345,0.193414,0.005056,0.047905,0.114276,0.063778,0.060353,0.241767,0.000736,0.910042
0.397580,0.017825,0.191845,0.005153,0.048161,0.110115,0.052226,0.060898,0.226919,0.000704,0.894267
0.396779,0.017793,0.213382,0.005184,0.048258,0.117507,0.054082,0.061314,0.236231,0.000832,0.925467
0.397836,0.017728,0.193190,0.005088,0.048674,0.122307,0.053858,0.066434,0.246119,0.000736,0.915643
0.397355,0.017761,0.191814,0.005248,0.048385,0.116356,0.055137,0.061666,0.236839,0.000832,0.904986
0.396875,0.017665,0.191910,0.004800,0.048513,0.111972,0.053857,0.063842,0.233031,0.000832,0.899386
0.397035,0.017824,0.192294,0.005184,0.047809,0.113348,0.053409,0.059746,0.229959,0.000672,0.896986
0.396748,0.017729,0.192549,0.005120,0.048033,0.116388,0.054145,0.064194,0.238087,0.000960,0.905083
0.397964,0.017825,0.192581,0.005153,0.047777,0.115555,0.054241,0.060962,0.234183,0.000864,0.903067
0.424717,0.017952,0.192774,0.004928,0.047874,0.114435,0.054722,0.060961,0.233286,0.000800,0.928700
0.397452,0.017568,0.192742,0.005056,0.048450,0.099651,0.053729,0.060674,0.218726,0.000832,0.886426
0.396972,0.017760,0.192294,0.005024,0.049122,0.104963,0.052257,0.058050,0.218886,0.000672,0.886330
0.395756,0.017664,0.191846,0.005216,0.047682,0.091394,0.062210,0.062146,0.220486,0.000704,0.884826
0.397228,0.017505,0.192613,0.005024,0.048481,0.109091,0.052002,0.061506,0.225895,0.000832,0.893307
0.395404,0.017952,0.191878,0.005088,0.048162,0.096290,0.053282,0.064066,0.216806,0.000608,0.881658
0.395372,0.018369,0.192133,0.005057,0.047585,0.089667,0.068322,0.059425,0.220614,0.000544,0.884667
0.395371,0.017729,0.206342,0.004960,0.047810,0.099811,0.054721,0.058754,0.216486,0.000576,0.895482
0.396108,0.017472,0.191813,0.004832,0.047170,0.093891,0.050913,0.057410,0.205414,0.000672,0.868378
