Layer[0],Layer[1],Layer[2],Layer[3],IN[4],INFER[4-9],OUT[9],TEE[4-9],Layer[10],classifier
0.396972,0.017984,0.191782,0.004864,0.110371,0.105092,0.063521,0.282664,0.000737,0.900859
0.397484,0.017601,0.191877,0.005024,0.106468,0.103523,0.063554,0.276745,0.000896,0.895259
0.395756,0.018016,0.192230,0.004832,0.102691,0.108515,0.063906,0.278440,0.000864,0.895610
0.395723,0.017473,0.192006,0.004864,0.104867,0.105475,0.063874,0.277480,0.000608,0.893498
0.396300,0.017569,0.209478,0.004960,0.112451,0.104483,0.064578,0.284841,0.000608,0.919484
0.396075,0.017473,0.192198,0.004896,0.111427,0.104099,0.061570,0.280456,0.000992,0.897402
0.396236,0.017409,0.191653,0.004865,0.110819,0.103491,0.063746,0.281448,0.000736,0.897819
0.396812,0.017248,0.191813,0.004896,0.108932,0.102659,0.062914,0.277833,0.000640,0.894875
0.396332,0.017377,0.191653,0.004832,0.115651,0.104035,0.067458,0.291048,0.000608,0.907707
0.396715,0.017377,0.191814,0.004896,0.112675,0.110755,0.065314,0.292392,0.000736,0.909339
0.396428,0.017728,0.191366,0.004800,0.105315,0.105603,0.060962,0.275304,0.000704,0.892250
0.395948,0.017600,0.210214,0.005088,0.115491,0.101667,0.061090,0.281608,0.000672,0.916827
0.396395,0.017472,0.191366,0.004864,0.109123,0.104131,0.064418,0.281384,0.000704,0.897530
0.395820,0.017312,0.191749,0.004832,0.112004,0.105027,0.062114,0.282281,0.000704,0.897531
0.395531,0.017441,0.191430,0.004896,0.109283,0.101283,0.063842,0.277544,0.000640,0.892122
0.395468,0.017441,0.191685,0.004833,0.113027,0.104611,0.063746,0.284904,0.000800,0.900123
0.396171,0.017408,0.192454,0.004800,0.108515,0.102979,0.063202,0.277896,0.000768,0.894682
0.395724,0.017345,0.191909,0.004769,0.098946,0.100610,0.066881,0.270536,0.000768,0.886651
0.395979,0.017440,0.207718,0.004992,0.111620,0.108483,0.063170,0.286793,0.000896,0.919899
0.396108,0.017504,0.192518,0.004832,0.106339,0.103491,0.062978,0.275912,0.000864,0.892986
0.395468,0.017505,0.191813,0.004832,0.116708,0.104675,0.063746,0.288841,0.000672,0.904507
0.396396,0.017536,0.191813,0.004864,0.111748,0.104003,0.065666,0.284841,0.000832,0.901691
0.410060,0.017408,0.191846,0.004864,0.113572,0.108931,0.071522,0.297897,0.000704,0.928923
0.396364,0.017536,0.191526,0.004832,0.113827,0.105507,0.063841,0.286888,0.000640,0.902778
0.396396,0.017633,0.191589,0.004832,0.110308,0.100291,0.060225,0.274312,0.000609,0.890139
0.396171,0.017377,0.191429,0.004865,0.130659,0.102243,0.062849,0.299336,0.000928,0.915227
0.395883,0.017473,0.191493,0.004865,0.111171,0.099555,0.059298,0.273064,0.000576,0.888506
0.396107,0.018016,0.191526,0.004800,0.107875,0.103683,0.061794,0.276872,0.000864,0.893434
0.396588,0.017537,0.191461,0.004896,0.114724,0.100131,0.062082,0.280649,0.000768,0.897659
0.412748,0.017761,0.191429,0.004801,0.111459,0.118819,0.060578,0.294120,0.000672,0.926747
0.395755,0.017889,0.191558,0.004832,0.110307,0.104387,0.064322,0.282696,0.000736,0.899322
0.396140,0.017601,0.191685,0.004865,0.113603,0.103683,0.061410,0.282184,0.000864,0.898331
0.396364,0.017441,0.191237,0.004896,0.134884,0.107844,0.062625,0.308906,0.000704,0.924860
0.396779,0.017376,0.191814,0.004800,0.114115,0.111332,0.062529,0.291561,0.000704,0.907963
0.396203,0.017633,0.191718,0.004768,0.105667,0.100067,0.060322,0.269384,0.000672,0.885018
0.396876,0.017408,0.191590,0.004800,0.112963,0.101763,0.061602,0.279560,0.000672,0.895706
0.416781,0.017600,0.192326,0.004864,0.109443,0.107780,0.063105,0.283560,0.000609,0.920636
0.396460,0.017473,0.191717,0.004833,0.123075,0.112804,0.062529,0.301609,0.000736,0.918204
0.396396,0.017344,0.191622,0.004832,0.111011,0.102659,0.064226,0.281992,0.000640,0.899290
0.396300,0.017441,0.192293,0.004801,0.143364,0.107267,0.063618,0.317641,0.000704,0.934268
0.396972,0.017665,0.191589,0.005088,0.118788,0.106339,0.067362,0.296329,0.000832,0.915835
0.396044,0.017729,0.191653,0.004992,0.119492,0.105187,0.064034,0.292169,0.000864,0.909115
0.396460,0.017504,0.191846,0.004768,0.108163,0.105892,0.064001,0.281480,0.000704,0.898683
0.415885,0.017824,0.192582,0.004864,0.112932,0.110499,0.064482,0.291529,0.000864,0.928700
0.395371,0.017377,0.191622,0.004800,0.111011,0.109571,0.062370,0.286088,0.000768,0.901562
0.396140,0.017504,0.191813,0.004832,0.111780,0.103459,0.062370,0.280745,0.000800,0.896891
0.395468,0.017441,0.191813,0.004801,0.129859,0.104035,0.064865,0.302152,0.000736,0.918172
0.397132,0.017505,0.191973,0.004801,0.111715,0.109891,0.063426,0.288296,0.000640,0.905851
0.396619,0.017280,0.191782,0.004864,0.110979,0.113732,0.064002,0.292009,0.000896,0.910459
0.396587,0.017473,0.191334,0.004832,0.111619,0.111459,0.063426,0.290024,0.000864,0.906490
0.418125,0.017888,0.191462,0.004928,0.116548,0.112867,0.065346,0.298473,0.000992,0.938460
0.396588,0.017344,0.191206,0.004800,0.118020,0.103139,0.062082,0.286601,0.000960,0.902587
0.395659,0.017249,0.191334,0.004864,0.106275,0.097859,0.062402,0.269576,0.000736,0.885178
0.396523,0.017537,0.191174,0.004800,0.132004,0.134532,0.061857,0.332874,0.000736,0.948828
0.396044,0.017537,0.191781,0.004832,0.110244,0.102275,0.062018,0.277609,0.001024,0.894459
0.395916,0.017505,0.191621,0.004897,0.110563,0.101955,0.062434,0.278088,0.000768,0.894139
0.395627,0.017505,0.191462,0.004832,0.109571,0.111523,0.068066,0.292296,0.000736,0.908282
0.409740,0.017888,0.191590,0.004800,0.111107,0.114084,0.065730,0.294569,0.000800,0.925435
0.395788,0.017376,0.191238,0.004832,0.114051,0.105923,0.063393,0.286600,0.000704,0.902426
0.396651,0.017601,0.191301,0.004833,0.112419,0.103555,0.063970,0.283240,0.000768,0.899963
0.394923,0.017345,0.191526,0.004864,0.138308,0.133636,0.062978,0.338314,0.000736,0.954460
0.396235,0.017377,0.192006,0.004896,0.104643,0.102371,0.061634,0.271816,0.000704,0.888090
0.396044,0.017921,0.192421,0.004865,0.114531,0.100003,0.061506,0.279112,0.000640,0.895995
0.396683,0.017504,0.191366,0.004864,0.114179,0.102979,0.064610,0.284904,0.001056,0.902138
0.414349,0.017408,0.191558,0.004864,0.112995,0.109028,0.063490,0.288681,0.000672,0.923132
0.396428,0.017409,0.191909,0.004865,0.113827,0.099779,0.062690,0.279720,0.000896,0.897691
0.395467,0.017377,0.191270,0.004832,0.117891,0.105027,0.062626,0.288872,0.000736,0.903546
0.395980,0.017760,0.191462,0.004864,0.114404,0.120291,0.079235,0.317930,0.000704,0.934460
0.395339,0.017793,0.191301,0.004833,0.110659,0.102403,0.063170,0.279944,0.000832,0.895738
0.396012,0.017536,0.191686,0.004928,0.116260,0.101699,0.063265,0.285001,0.000736,0.902203
0.396203,0.017601,0.191622,0.004832,0.114051,0.110947,0.062914,0.290920,0.000832,0.907194
0.414508,0.017344,0.191526,0.004800,0.105507,0.116228,0.062274,0.287273,0.000768,0.921435
0.396076,0.017537,0.191621,0.004801,0.112291,0.113955,0.062178,0.291592,0.000800,0.908347
0.396620,0.017248,0.191494,0.004832,0.108195,0.103908,0.062529,0.277704,0.000672,0.893530
0.396236,0.017313,0.191461,0.005184,0.105380,0.124003,0.079491,0.312426,0.000736,0.930076
0.395756,0.017793,0.191301,0.004832,0.112004,0.111587,0.064162,0.290889,0.000672,0.906139
0.395596,0.017569,0.191301,0.004864,0.110404,0.101187,0.062402,0.277321,0.000800,0.893339
0.395916,0.017600,0.191430,0.004832,0.109859,0.100675,0.065410,0.279464,0.001024,0.896794
0.413741,0.017376,0.191878,0.004832,0.111203,0.102180,0.062721,0.281032,0.000832,0.915196
0.396268,0.017568,0.191557,0.004864,0.115556,0.111299,0.064194,0.294569,0.000704,0.911195
0.395564,0.017537,0.191301,0.004865,0.113827,0.103203,0.063618,0.284232,0.000672,0.899515
0.396044,0.017312,0.191814,0.004864,0.108675,0.110212,0.091906,0.314601,0.000960,0.930907
0.396044,0.017440,0.191334,0.004896,0.112099,0.103139,0.063585,0.281929,0.000832,0.897851
0.396876,0.017537,0.191749,0.005024,0.109988,0.101507,0.061474,0.276329,0.000736,0.894203
0.395563,0.017505,0.191174,0.004992,0.106691,0.108291,0.063490,0.281544,0.000640,0.896762
0.416108,0.017601,0.191622,0.004864,0.110883,0.111939,0.061794,0.287944,0.000800,0.923899
0.395628,0.017568,0.191078,0.004896,0.101443,0.096771,0.059330,0.260712,0.000800,0.875834
0.395979,0.017440,0.191494,0.004864,0.114403,0.102787,0.063714,0.284424,0.000896,0.901914
0.395500,0.017536,0.191750,0.004896,0.112164,0.102787,0.062721,0.280872,0.000768,0.897467
0.395756,0.017345,0.191205,0.004896,0.106531,0.101443,0.062209,0.273608,0.000768,0.889658
0.396171,0.017601,0.191270,0.004832,0.114979,0.106275,0.064226,0.288936,0.000672,0.905114
0.397324,0.017344,0.191078,0.005024,0.111716,0.114211,0.065954,0.295273,0.000704,0.911707
0.419469,0.017536,0.191494,0.005088,0.111875,0.105124,0.069762,0.290441,0.000768,0.930204
0.396844,0.017568,0.191590,0.005056,0.113924,0.110915,0.062338,0.290601,0.000736,0.907643
0.396811,0.017569,0.192166,0.004832,0.109027,0.100259,0.062242,0.274856,0.000800,0.892282
0.396427,0.017793,0.191046,0.004864,0.110595,0.103843,0.062306,0.280168,0.000672,0.896154
0.397228,0.017568,0.192102,0.004864,0.113091,0.103267,0.062081,0.281928,0.000800,0.899546
0.396779,0.017377,0.191718,0.004832,0.113187,0.104099,0.065346,0.286376,0.000736,0.905018
0.396651,0.017441,0.191942,0.004864,0.107075,0.105411,0.064738,0.280520,0.000704,0.897562
0.416813,0.017728,0.192454,0.004864,0.109923,0.111236,0.063458,0.288297,0.000832,0.927228
0.397004,0.017504,0.191814,0.004864,0.112035,0.102883,0.063778,0.282120,0.000864,0.899770
0.395915,0.017697,0.191910,0.004832,0.112835,0.102147,0.063362,0.281640,0.000832,0.897786
0.395788,0.017473,0.191685,0.004832,0.105892,0.103331,0.063842,0.276361,0.000736,0.892059
0.395884,0.017440,0.191110,0.004864,0.106531,0.104003,0.063906,0.277704,0.000576,0.892954
0.396268,0.017569,0.192037,0.004896,0.109284,0.104227,0.063778,0.280553,0.000640,0.896891
0.396012,0.017313,0.192453,0.004833,0.110595,0.113507,0.067714,0.295240,0.000608,0.912315
0.396300,0.017377,0.205926,0.005248,0.099555,0.100163,0.060674,0.263720,0.000576,0.894555
0.397260,0.017536,0.192134,0.004864,0.115332,0.105987,0.065794,0.291145,0.000864,0.910395
0.396588,0.017504,0.192070,0.004864,0.108067,0.105220,0.064130,0.280809,0.000832,0.898171
0.396780,0.017472,0.191846,0.004864,0.114467,0.104772,0.065090,0.287753,0.000832,0.905083
0.397004,0.017536,0.191590,0.004768,0.114372,0.110947,0.068322,0.296777,0.000704,0.913595
0.396428,0.017504,0.191878,0.005056,0.107555,0.105156,0.063041,0.279144,0.000672,0.895419
0.396428,0.017504,0.192550,0.004800,0.111620,0.101891,0.062401,0.279176,0.000705,0.896187
0.396011,0.017313,0.213958,0.004992,0.115940,0.111075,0.062882,0.293513,0.000704,0.932059
0.396364,0.017921,0.192101,0.004897,0.115203,0.105891,0.063810,0.288424,0.000736,0.905851
0.396396,0.017537,0.192165,0.004769,0.112451,0.108131,0.062882,0.286824,0.000768,0.903387
0.396556,0.017856,0.192102,0.004832,0.115076,0.111843,0.064034,0.294345,0.000704,0.911739
0.401227,0.017761,0.193030,0.004832,0.113411,0.104995,0.064738,0.286792,0.000800,0.910746
0.395979,0.017697,0.191654,0.005088,0.111395,0.103907,0.064770,0.283528,0.000832,0.899802
0.395948,0.017472,0.191462,0.004864,0.115588,0.107843,0.062658,0.289417,0.000608,0.905659
0.396652,0.017952,0.212487,0.005120,0.111619,0.107875,0.065122,0.287912,0.000672,0.926459
0.396107,0.017921,0.191461,0.004833,0.114691,0.110883,0.062562,0.291304,0.000608,0.907098
0.395820,0.017889,0.191813,0.004864,0.130532,0.104291,0.062082,0.299977,0.000704,0.916123
0.397932,0.017728,0.193510,0.004832,0.111556,0.106051,0.064290,0.285513,0.000800,0.906235
0.396300,0.017728,0.192390,0.004864,0.109443,0.108515,0.064258,0.285929,0.000736,0.903515
0.395531,0.017280,0.192134,0.004864,0.106787,0.107715,0.064514,0.282312,0.000704,0.898202
0.394987,0.017889,0.191942,0.004768,0.110403,0.103907,0.064450,0.282184,0.000768,0.897978
0.394924,0.017985,0.213286,0.005280,0.111139,0.107556,0.065858,0.288265,0.000832,0.927100
0.395307,0.017313,0.191590,0.005024,0.097091,0.101539,0.063906,0.265896,0.000736,0.880762
0.394795,0.017313,0.191462,0.004864,0.103075,0.100931,0.061026,0.268424,0.000672,0.883930
0.395532,0.017601,0.191525,0.004864,0.112964,0.105635,0.064546,0.286441,0.000800,0.901243
0.395083,0.017184,0.191910,0.004864,0.101827,0.099907,0.059554,0.265064,0.000704,0.879322
0.394764,0.017473,0.191589,0.004832,0.101699,0.098563,0.059554,0.263208,0.000672,0.877146
0.394763,0.017441,0.191525,0.004865,0.098211,0.115235,0.060002,0.276584,0.000640,0.890138
0.396236,0.017376,0.191622,0.004960,0.138532,0.122948,0.063618,0.328842,0.000896,0.945596
0.395468,0.017345,0.191397,0.004896,0.109796,0.103107,0.063138,0.279497,0.000800,0.894683
0.395499,0.017377,0.191782,0.004864,0.119363,0.108548,0.064258,0.295657,0.000736,0.911195
0.395243,0.017344,0.191878,0.005120,0.110307,0.108515,0.063234,0.285640,0.000800,0.901786
0.411404,0.017569,0.191749,0.004897,0.112547,0.105315,0.063138,0.284520,0.000800,0.916251
0.395595,0.017505,0.191750,0.004864,0.119171,0.104643,0.074083,0.301929,0.000928,0.918779
0.395500,0.017633,0.191589,0.005088,0.109380,0.104291,0.063330,0.280553,0.000768,0.896443
0.395052,0.017952,0.213575,0.005088,0.113699,0.110627,0.064385,0.292264,0.000736,0.930556
0.394828,0.017473,0.191493,0.005057,0.110179,0.104099,0.063970,0.281448,0.000704,0.896219
0.395180,0.017760,0.191462,0.004896,0.109891,0.102563,0.063714,0.279688,0.000704,0.894714
0.395243,0.017313,0.191493,0.004865,0.111139,0.107779,0.063298,0.285672,0.000864,0.900570
0.395052,0.017472,0.192390,0.004832,0.113572,0.109059,0.062530,0.288457,0.000704,0.904475
0.395628,0.017505,0.191813,0.004864,0.114948,0.105443,0.066466,0.290345,0.000768,0.907995
0.394699,0.017345,0.191845,0.004865,0.109283,0.103747,0.062786,0.279080,0.000640,0.894586
0.394700,0.017824,0.214631,0.005024,0.115939,0.108836,0.064225,0.292329,0.000864,0.931004
0.395116,0.017344,0.191526,0.004864,0.114723,0.103811,0.063489,0.285417,0.000864,0.902587
0.395052,0.017376,0.191334,0.004800,0.115651,0.103267,0.064801,0.286953,0.000704,0.901531
0.395371,0.017473,0.191589,0.004833,0.111011,0.104099,0.064450,0.282888,0.000800,0.898106
0.395595,0.017217,0.191653,0.004897,0.110499,0.103491,0.065218,0.282536,0.000768,0.897947
0.394796,0.017536,0.191270,0.004800,0.136452,0.102019,0.064162,0.305705,0.000640,0.919643
0.394764,0.017472,0.191494,0.004800,0.105763,0.101187,0.062274,0.272456,0.000672,0.886746
0.395276,0.017441,0.211814,0.005024,0.114915,0.109955,0.065570,0.294249,0.000800,0.930780
0.397292,0.017984,0.192326,0.005152,0.112484,0.105635,0.067298,0.288937,0.000768,0.908795
0.396748,0.017345,0.191845,0.004897,0.107747,0.101731,0.063714,0.276648,0.000864,0.894107
0.396780,0.017216,0.191430,0.004832,0.115043,0.102307,0.064642,0.285256,0.000960,0.901690
0.397452,0.017568,0.191590,0.004800,0.112644,0.103043,0.063618,0.282857,0.000768,0.900859
0.396972,0.017472,0.191718,0.004928,0.113571,0.103460,0.066306,0.286825,0.000928,0.903867
0.396428,0.017408,0.191718,0.004800,0.114403,0.102563,0.065122,0.285768,0.000640,0.902362
0.395276,0.017281,0.214214,0.004928,0.112676,0.115395,0.064802,0.296617,0.000576,0.934204
0.395884,0.017504,0.192166,0.004832,0.111940,0.102563,0.062914,0.280841,0.000544,0.897019
0.397516,0.017728,0.191718,0.004864,0.114020,0.106595,0.065282,0.289577,0.000672,0.907803
0.395500,0.017216,0.191654,0.004832,0.112643,0.108772,0.066242,0.291337,0.000704,0.907291
0.396556,0.017440,0.192518,0.004896,0.113732,0.108483,0.070658,0.296745,0.000736,0.915547
0.396652,0.017473,0.191845,0.004801,0.110275,0.102083,0.063074,0.278952,0.000832,0.896187
0.396300,0.017409,0.192325,0.004896,0.112324,0.105347,0.066946,0.288425,0.000736,0.906107
0.396492,0.017473,0.213574,0.004992,0.116004,0.113443,0.063714,0.296361,0.000640,0.935324
0.396428,0.017408,0.191782,0.004864,0.113508,0.103235,0.065986,0.286217,0.000736,0.902651
0.396268,0.017472,0.192038,0.004832,0.110787,0.111396,0.064642,0.290217,0.000672,0.907451
0.396139,0.017984,0.191910,0.004800,0.111619,0.102659,0.062754,0.280424,0.000640,0.897178
0.397420,0.017600,0.191686,0.004800,0.104867,0.099523,0.063234,0.270984,0.000960,0.889178
0.396140,0.017537,0.191909,0.004897,0.109987,0.113571,0.065922,0.292872,0.000960,0.909787
0.396235,0.017504,0.192038,0.004832,0.108323,0.099235,0.061186,0.272008,0.000992,0.889690
0.397068,0.036225,0.192550,0.004928,0.111491,0.103843,0.066178,0.285256,0.000737,0.923100
0.396556,0.017952,0.191398,0.004960,0.111715,0.102467,0.063618,0.281128,0.000704,0.897658
0.397196,0.017473,0.192038,0.004896,0.103459,0.099523,0.062370,0.268648,0.000864,0.888219
0.396460,0.017600,0.191366,0.004800,0.107107,0.102723,0.064641,0.277704,0.000768,0.894011
0.395436,0.017312,0.192454,0.004864,0.109475,0.102211,0.064130,0.278984,0.000672,0.895162
0.396107,0.017473,0.191494,0.004832,0.107427,0.102339,0.063458,0.276328,0.000736,0.891802
0.397292,0.017281,0.191333,0.004865,0.112227,0.102947,0.063618,0.282184,0.000608,0.899131
0.397100,0.017312,0.208134,0.004897,0.107011,0.109155,0.065122,0.284584,0.000800,0.918299
0.395980,0.017536,0.191462,0.004800,0.116612,0.107715,0.064066,0.291785,0.000608,0.907067
0.395852,0.017344,0.191494,0.004864,0.111683,0.103364,0.065889,0.284361,0.001088,0.900219
0.396940,0.017344,0.191750,0.004864,0.114403,0.107012,0.066882,0.292457,0.000768,0.910107
0.395244,0.017409,0.192485,0.004800,0.115396,0.108675,0.065090,0.292617,0.000672,0.908379
0.395820,0.017345,0.191813,0.004864,0.112708,0.101571,0.065186,0.282729,0.000832,0.899547
0.396012,0.017376,0.192005,0.004928,0.113092,0.105411,0.066658,0.288969,0.000608,0.907547
0.396364,0.035105,0.192230,0.004800,0.112387,0.111683,0.064162,0.291496,0.000672,0.926427
0.396332,0.017441,0.191621,0.004896,0.107940,0.099715,0.062113,0.273032,0.000608,0.888923
0.396396,0.017345,0.191461,0.004832,0.114596,0.101699,0.062914,0.282313,0.000672,0.898171
0.396076,0.017505,0.191589,0.004801,0.112739,0.107779,0.064354,0.288296,0.000672,0.904155
0.396012,0.017952,0.191558,0.004864,0.116228,0.101923,0.062626,0.284009,0.000576,0.900123
0.395947,0.018017,0.191590,0.004832,0.109155,0.101763,0.064450,0.278664,0.000608,0.894842
0.395851,0.017569,0.192198,0.004832,0.115715,0.102787,0.066082,0.288616,0.000672,0.907194
0.396043,0.017537,0.209254,0.004992,0.114500,0.114627,0.064994,0.297705,0.000832,0.932155
0.395980,0.017857,0.191877,0.004928,0.112996,0.103715,0.064514,0.284809,0.001120,0.902683
0.396396,0.017344,0.191750,0.004992,0.114852,0.099458,0.062529,0.280392,0.000640,0.896890
0.395724,0.017472,0.191654,0.004864,0.111811,0.103428,0.062913,0.281768,0.000672,0.897531
0.397196,0.017408,0.192358,0.005024,0.113572,0.102179,0.064354,0.283561,0.000736,0.901627
0.396940,0.017504,0.191270,0.004928,0.114243,0.100578,0.062305,0.280616,0.000800,0.898266
0.396651,0.017344,0.192582,0.004800,0.117219,0.101763,0.064290,0.286568,0.000736,0.904378
0.396779,0.017473,0.215046,0.005216,0.116867,0.108611,0.064994,0.295048,0.000896,0.936635
0.397260,0.017569,0.192165,0.004832,0.113700,0.106499,0.064034,0.287657,0.000768,0.905499
0.398476,0.017505,0.191717,0.004928,0.141829,0.104003,0.065186,0.314826,0.000736,0.935228
0.396620,0.017441,0.191941,0.004800,0.112132,0.109091,0.070722,0.295433,0.000704,0.912731
0.397324,0.017376,0.191942,0.004832,0.114884,0.103395,0.065026,0.287625,0.000896,0.906843
0.397548,0.017536,0.191718,0.004896,0.111875,0.104932,0.064770,0.285129,0.000672,0.902747
0.396684,0.017568,0.191686,0.004800,0.109955,0.109603,0.064994,0.288009,0.000896,0.905051
0.416940,0.017601,0.192133,0.005025,0.113731,0.106659,0.065154,0.288808,0.000576,0.926811
0.396108,0.017409,0.192261,0.004864,0.112068,0.104099,0.062914,0.282505,0.000672,0.899707
0.397868,0.017473,0.199910,0.004800,0.113891,0.104611,0.068994,0.291048,0.000736,0.917659
0.397036,0.017600,0.191942,0.005024,0.103107,0.099939,0.065378,0.271976,0.000704,0.889594
0.396524,0.017505,0.191845,0.004800,0.111012,0.106179,0.064994,0.285449,0.000672,0.902075
0.397388,0.017441,0.191781,0.004800,0.118212,0.106019,0.066242,0.294505,0.000736,0.913179
0.396523,0.017441,0.192582,0.004832,0.110979,0.105475,0.066082,0.286120,0.000704,0.903578
0.413964,0.017825,0.191910,0.004768,0.119363,0.108228,0.066114,0.297449,0.000864,0.933820
0.396299,0.017441,0.191718,0.004896,0.111587,0.103523,0.064162,0.282568,0.000864,0.899098
0.396684,0.017825,0.191941,0.004801,0.112451,0.105955,0.065314,0.286984,0.000800,0.904603
0.396748,0.017921,0.191525,0.004896,0.108708,0.113987,0.097955,0.324266,0.000768,0.941340
0.399500,0.017601,0.192742,0.004864,0.116611,0.102851,0.064130,0.287464,0.000864,0.909051
0.396044,0.017345,0.192229,0.004865,0.110531,0.109123,0.069922,0.293192,0.000832,0.909627
0.397708,0.018017,0.194085,0.004993,0.133379,0.105987,0.071170,0.314569,0.000928,0.939004
0.419564,0.018176,0.194310,0.005056,0.134020,0.116515,0.068866,0.324202,0.001152,0.969949
0.398028,0.017664,0.192166,0.005184,0.115299,0.104836,0.066658,0.290633,0.001056,0.911387
